sequence,v115@zgA8IeA8IeA8AeC8DeF8DeH8AeB8JeR7IvhF3cBGeB?CgB8mBziBlsB,v115@zgA8IeA8IeA8AeC8DeF8DeH8AeB8Jeu/IvhF3bBRdB?cjB6mBTiBlsB,v115@zgA8IeA8IeA8AeC8DeF8DeH8AeB8JeR7IvhF3cBGeB?CgBliBzmB8sB,v115@zgA8IeA8IeA8AeC8DeF8DeH8AeB8Jeu/IvhF3bB1hB?xdBCjBzmB8sB,v115@zgA8IeA8IeA8AeC8DeF8DeH8AeB8JeR7IvhFGdBTeB?CgBlhBXnB8sB,v115@zgA8IeA8IeA8AeC8DeF8DeH8AeB8JeR7IvhFFdBTeB?CgB0hBfoBGsB,v115@zgA8IeA8IeA8AeC8DeF8DeH8AeB8Jeu/IvhF1gBxcB?TeBCiBXnB8sB,v115@zgA8IeA8IeA8AeC8DeF8DeH8AeB8JeR7IvhFTeBCgB?foBUnBlmBGsB,v115@zgA8IeA8IeA8AeC8DeF8DeH8AeB8Jeu/IvhF3bBTeB?xhBCnB8sBFsB
JSIZTOL,O,O,O,O,X,O,X,X,O
JSIZLTO,O,O,O,O,X,O,X,X,O
JSIZLOT,O,O,O,X,X,O,X,X,O
JSIZOTL,O,O,O,O,X,O,X,X,O
JSIZOLT,O,O,O,X,X,O,X,X,O
JSIOTLZ,X,X,O,O,X,O,X,X,X
JSIOTZL,X,X,O,O,X,X,X,X,O
JSIOLTZ,X,X,O,X,X,O,X,X,X
JSIOLZT,O,X,O,X,X,O,X,X,O
JSIOZTL,O,X,O,O,X,O,X,X,O
JSIOZLT,O,X,O,X,X,O,X,X,O
JSLTIZO,O,O,O,O,O,O,X,X,X
JSLTIOZ,O,O,O,O,X,O,X,X,X
JSLTZIO,O,O,X,O,O,O,X,X,X
JSLTZOI,O,O,X,O,O,O,X,X,X
JSLTOIZ,O,O,X,O,X,O,X,X,X
JSLTOZI,O,O,X,O,X,O,X,X,X
JSLITZO,O,O,O,X,O,O,X,X,X
JSLITOZ,O,O,O,X,X,O,X,X,X
JSLIZTO,O,O,O,X,X,O,X,O,X
JSLIZOT,O,O,O,X,X,O,X,O,X
JSLIOTZ,X,X,O,X,X,O,X,X,X
JSLIOZT,O,X,O,X,X,O,X,O,O
JSLZTIO,O,O,O,O,X,O,X,O,O
JSLZTOI,O,O,O,O,X,O,X,O,O
JSLZITO,O,O,O,O,X,O,X,O,O
JSLZIOT,O,O,O,X,X,O,X,O,O
JSLZOTI,X,O,O,O,X,O,X,O,O
JSLZOIT,O,O,O,X,X,O,X,O,O
JSLOTIZ,X,O,O,O,X,O,X,X,X
JSLOTZI,X,O,X,O,X,O,X,X,X
JSLOITZ,X,X,O,X,X,O,X,X,X
JSLOIZT,O,X,O,X,X,O,X,O,O
JSLOZTI,X,O,O,O,X,O,X,O,O
JSLOZIT,X,O,O,X,X,O,X,O,O
JSZTILO,O,O,O,O,X,O,O,X,X
JSZTIOL,O,O,O,O,X,O,O,X,O
JSZTLIO,O,O,O,O,X,O,O,X,O
JSZTLOI,O,O,O,O,X,O,O,X,O
JSZTOIL,O,O,O,O,X,O,O,X,O
JSZTOLI,O,O,O,O,X,O,O,X,O
JSZITLO,O,O,O,O,X,O,O,X,X
JSZITOL,O,O,O,O,X,O,O,X,O
JSZILTO,O,O,O,O,X,O,X,X,O
JSZILOT,O,O,O,X,X,O,X,X,O
JSZIOTL,O,O,O,O,X,O,O,X,O
JSZIOLT,O,O,O,X,X,O,X,X,O
JSZLTIO,O,O,O,O,X,O,O,O,O
JSZLTOI,O,O,O,O,X,O,O,O,O
JSZLITO,O,O,O,O,X,O,X,O,O
JSZLIOT,O,O,O,X,X,O,X,O,O
JSZLOTI,X,O,O,O,X,O,O,O,O
JSZLOIT,O,O,O,O,X,O,X,O,O
JSZOTIL,X,O,O,O,X,O,O,X,O
JSZOTLI,X,O,O,O,X,O,O,X,O
JSZOITL,O,O,O,O,X,O,O,X,O
JSZOILT,O,O,O,X,X,O,X,X,O
JSZOLTI,X,O,O,O,X,O,O,O,O
JSZOLIT,O,O,O,O,X,O,X,O,O
JSOTILZ,X,X,O,O,X,O,X,X,X
JSOTIZL,X,O,O,O,X,X,O,X,O
JSOTLIZ,X,X,O,O,X,O,X,X,X
JSOTLZI,X,O,X,O,X,O,X,X,X
JSOTZIL,X,O,X,O,X,O,O,X,O
JSOTZLI,X,O,X,O,X,O,O,X,O
JSOITLZ,X,X,O,O,X,O,X,X,X
JSOITZL,X,X,O,O,X,X,X,X,O
JSOILTZ,X,X,O,X,X,O,X,X,X
JSOILZT,O,X,O,X,X,O,X,X,O
JSOIZTL,O,X,O,O,X,O,X,X,O
JSOIZLT,O,X,O,X,X,O,X,X,O
JSOLTIZ,X,O,O,O,X,O,X,X,X
JSOLTZI,X,O,X,O,X,O,X,X,X
JSOLITZ,X,X,O,X,X,O,X,X,X
JSOLIZT,O,X,O,X,X,O,X,O,O
JSOLZTI,X,O,O,O,X,O,X,O,O
JSOLZIT,X,O,O,X,X,O,X,O,O
JSOZTIL,X,O,O,O,X,O,O,X,O
JSOZTLI,X,O,O,O,X,O,O,X,O
JSOZITL,X,O,O,O,X,O,O,X,O
JSOZILT,X,O,O,X,X,O,X,X,O
JSOZLTI,X,O,O,O,X,O,O,O,O
JSOZLIT,X,O,O,O,X,O,X,O,O
JZTILSO,O,O,O,O,O,O,X,X,X
JZTILOS,O,O,O,O,O,O,O,X,X
JZTISLO,O,O,O,O,X,O,O,X,X
JZTISOL,O,O,O,O,O,O,O,X,O
JZTIOLS,X,O,X,X,O,X,O,X,X
JZTIOSL,X,O,X,O,O,O,O,X,O
JZTLISO,O,O,O,O,O,O,X,X,O
JZTLIOS,O,O,O,O,O,O,O,X,O
JZTLSIO,O,O,O,O,O,O,O,X,O
JZTLSOI,O,O,O,O,O,O,O,X,O
JZTLOIS,O,O,O,O,O,O,O,X,O
JZTLOSI,O,O,O,O,O,O,O,X,O
JZTSILO,O,O,O,O,X,O,O,X,X
JZTSIOL,O,O,O,O,O,O,O,X,O
JZTSLIO,O,O,O,O,O,O,O,X,O
JZTSLOI,O,O,O,O,O,O,O,X,O
JZTSOIL,O,O,O,O,O,O,O,X,O
JZTSOLI,O,O,O,O,O,O,O,X,O
JZTOILS,O,O,X,O,O,X,O,X,X
JZTOISL,O,O,X,O,O,O,O,X,O
JZTOLIS,O,O,O,O,O,O,O,X,O
JZTOLSI,O,O,O,O,O,O,O,X,O
JZTOSIL,O,O,O,O,O,O,O,X,O
JZTOSLI,O,O,O,O,O,O,O,X,O
JZITLSO,X,O,O,O,X,O,X,X,X
JZITLOS,X,O,O,O,X,O,O,X,X
JZITSLO,X,O,O,O,X,O,O,X,X
JZITSOL,X,O,O,O,X,O,O,X,O
JZITOLS,X,O,X,X,X,X,O,X,X
JZITOSL,X,O,X,O,X,O,O,X,O
JZILTSO,O,O,O,O,X,O,X,X,O
JZILTOS,X,O,O,O,X,O,X,X,O
JZILSTO,O,O,O,O,X,O,X,X,O
JZILSOT,O,O,O,X,X,O,X,X,O
JZILOTS,X,X,O,O,X,O,X,X,O
JZILOST,O,O,O,O,X,O,X,X,O
JZISTLO,O,O,O,O,X,O,O,X,X
JZISTOL,O,O,O,O,X,O,O,X,O
JZISLTO,O,O,O,O,X,O,X,X,O
JZISLOT,O,O,O,X,X,O,X,X,O
JZISOTL,O,O,O,O,X,O,O,X,O
JZISOLT,O,O,O,X,X,O,X,X,O
JZIOTLS,X,X,X,O,X,X,O,X,X
JZIOTSL,X,O,X,O,X,O,O,X,O
JZIOLTS,X,X,O,O,X,X,X,X,O
JZIOLST,X,X,O,O,X,X,X,X,O
JZIOSTL,X,O,O,O,X,O,O,X,O
JZIOSLT,X,O,O,X,X,O,X,X,O
JZLTISO,O,O,O,O,O,O,X,X,O
JZLTIOS,O,O,O,O,O,O,O,X,O
JZLTSIO,O,O,O,O,O,O,O,X,O
JZLTSOI,O,O,O,O,O,O,O,X,O
JZLTOIS,O,O,O,O,O,O,O,X,O
JZLTOSI,O,O,O,O,O,O,O,X,O
JZLITSO,O,O,O,O,O,O,X,X,O
JZLITOS,O,O,O,O,O,O,X,X,O
JZLISTO,O,O,O,O,O,O,X,O,O
JZLISOT,O,O,O,X,O,O,X,O,O
JZLIOTS,X,X,O,O,O,O,X,X,O
JZLIOST,O,O,O,O,O,O,X,X,O
JZLSTIO,O,O,O,O,O,O,O,O,O
JZLSTOI,O,O,O,O,O,O,O,O,O
JZLSITO,O,O,O,O,O,O,X,O,O
JZLSIOT,O,O,O,X,O,O,X,O,O
JZLSOTI,X,O,O,O,O,O,O,O,O
JZLSOIT,O,O,O,O,O,O,X,O,O
JZLOTIS,X,O,O,O,O,O,O,X,O
JZLOTSI,X,O,O,O,O,O,O,X,O
JZLOITS,X,X,O,O,O,O,X,X,O
JZLOIST,O,O,O,O,O,O,X,X,O
JZLOSTI,X,O,O,O,O,O,O,X,O
JZLOSIT,O,O,O,O,O,O,X,X,O
JZSTILO,O,O,O,O,O,O,O,X,X
JZSTIOL,O,O,O,O,O,O,O,X,O
JZSTLIO,O,O,O,O,O,O,O,X,O
JZSTLOI,O,O,O,O,O,O,O,X,O
JZSTOIL,O,O,O,O,O,O,O,X,O
JZSTOLI,O,O,O,O,O,O,O,X,O
JZSITLO,O,O,O,O,X,O,O,X,X
JZSITOL,O,O,O,O,X,O,O,X,O
JZSILTO,O,O,O,O,O,O,X,X,O
JZSILOT,O,O,O,X,O,O,X,X,O
JZSIOTL,O,O,O,O,X,O,O,X,O
JZSIOLT,O,O,O,X,O,O,X,X,O
JZSLTIO,O,O,O,O,O,O,O,O,O
JZSLTOI,O,O,O,O,O,O,O,O,O
JZSLITO,O,O,O,O,O,O,O,O,O
JZSLIOT,O,O,O,X,O,O,O,O,O
JZSLOTI,X,O,O,O,O,O,O,O,O
JZSLOIT,O,O,O,O,O,O,O,O,O
JZSOTIL,X,O,O,O,O,O,O,X,O
JZSOTLI,X,O,O,O,O,O,O,X,O
JZSOITL,O,O,O,O,X,O,O,X,O
JZSOILT,O,O,O,X,O,O,X,X,O
JZSOLTI,X,O,O,O,O,O,O,O,O
JZSOLIT,O,O,O,O,O,O,O,O,O
JZOTILS,X,O,O,O,O,X,O,X,X
JZOTISL,X,O,O,O,O,O,O,X,O
JZOTLIS,X,O,O,O,O,O,O,X,O
JZOTLSI,X,O,O,O,O,O,O,X,O
JZOTSIL,X,O,O,O,O,O,O,X,O
JZOTSLI,X,O,O,O,O,O,O,X,O
JZOITLS,X,X,X,O,X,X,O,X,X
JZOITSL,X,O,X,O,X,O,O,X,O
JZOILTS,X,X,O,O,X,X,X,X,O
JZOILST,X,X,O,O,X,X,X,X,O
JZOISTL,X,O,O,O,X,O,O,X,O
JZOISLT,X,O,O,X,X,O,X,X,O
JZOLTIS,X,O,O,O,O,O,O,X,O
JZOLTSI,X,O,O,O,O,O,O,X,O
JZOLITS,X,X,O,O,O,O,X,X,O
JZOLIST,O,O,O,O,O,O,X,X,O
JZOLSTI,X,O,O,O,O,O,O,X,O
JZOLSIT,O,O,O,O,O,O,X,X,O
JZOSTIL,X,O,O,O,O,O,O,X,O
JZOSTLI,X,O,O,O,O,O,O,X,O
JZOSITL,O,O,O,O,X,O,O,X,O
JZOSILT,O,O,O,X,O,O,X,X,O
JZOSLTI,X,O,O,O,O,O,O,X,O
JZOSLIT,O,O,O,O,O,O,O,X,O
JOTILSZ,O,O,X,O,O,X,X,X,X
JOTILZS,O,O,X,X,O,X,O,X,X
JOTISLZ,X,X,X,O,O,X,X,X,X
JOTISZL,X,O,X,O,X,X,O,X,O
JOTIZLS,O,O,X,O,O,X,O,X,X
JOTIZSL,O,O,X,O,X,X,O,X,X
JOTLISZ,O,O,O,O,O,X,X,X,X
JOTLIZS,O,O,X,X,O,X,O,X,X
JOTLSIZ,O,O,O,O,O,X,X,X,X
JOTLSZI,O,O,X,O,X,X,X,X,X
JOTLZIS,O,O,X,O,O,X,O,X,X
JOTLZSI,O,O,X,O,X,X,O,X,X
JOTSILZ,X,X,O,O,O,X,X,X,X
JOTSIZL,X,O,O,O,X,X,O,X,O
JOTSLIZ,O,O,O,O,O,X,X,X,X
JOTSLZI,O,O,X,O,X,X,X,X,X
JOTSZIL,O,O,X,O,X,X,O,X,O
JOTSZLI,O,O,X,O,X,X,O,X,O
JOTZILS,O,O,X,O,O,X,O,X,X
JOTZISL,O,O,X,O,X,X,O,X,O
JOTZLIS,O,O,X,O,O,X,O,X,O
JOTZLSI,O,O,X,O,X,X,O,X,O
JOTZSIL,O,O,X,O,X,X,O,X,O
JOTZSLI,O,O,X,O,X,X,O,X,O
JOITLSZ,X,X,X,O,X,X,X,X,X
JOITLZS,X,X,X,X,X,X,O,X,X
JOITSLZ,X,X,X,O,X,X,X,X,X
JOITSZL,X,X,X,O,X,X,O,X,O
JOITZLS,X,X,X,O,X,X,O,X,X
JOITZSL,X,X,X,O,X,X,O,X,X
JOILTSZ,X,X,O,X,X,X,X,X,X
JOILTZS,X,X,X,X,X,X,X,X,X
JOILSTZ,X,X,O,X,X,X,X,X,X
JOILSZT,X,X,O,X,X,X,X,X,O
JOILZTS,X,X,X,X,X,X,X,X,X
JOILZST,X,X,O,X,X,X,X,X,X
JOISTLZ,X,X,O,O,X,X,X,X,X
JOISTZL,X,X,O,O,X,X,X,X,O
JOISLTZ,X,X,O,X,X,X,X,X,X
JOISLZT,X,X,O,X,X,X,X,X,O
JOISZTL,X,X,O,O,X,X,X,X,O
JOISZLT,X,X,O,X,X,X,X,X,O
JOIZTLS,X,X,X,O,X,X,O,X,X
JOIZTSL,X,X,X,O,X,X,O,X,O
JOIZLTS,X,X,X,O,X,X,X,X,O
JOIZLST,X,X,X,O,X,X,X,X,O
JOIZSTL,X,X,X,O,X,X,O,X,O
JOIZSLT,X,X,X,X,X,X,X,X,O
JOLTISZ,O,O,O,O,O,X,X,X,X
JOLTIZS,O,O,X,X,O,X,O,X,X
JOLTSIZ,O,O,O,O,O,X,X,X,X
JOLTSZI,O,O,X,O,X,X,X,X,X
JOLTZIS,O,O,X,O,O,X,O,X,X
JOLTZSI,O,O,X,O,X,X,O,X,X
JOLITSZ,O,X,O,X,O,X,X,X,X
JOLITZS,O,X,X,X,O,X,X,X,X
JOLISTZ,X,X,O,X,X,O,X,X,X
JOLISZT,O,X,O,X,X,O,X,O,O
JOLIZTS,X,X,O,X,O,O,X,X,X
JOLIZST,O,X,O,X,O,O,X,X,X
JOLSTIZ,X,O,O,O,X,O,X,X,X
JOLSTZI,X,O,X,O,X,O,X,X,X
JOLSITZ,X,X,O,X,X,O,X,X,X
JOLSIZT,O,X,O,X,X,O,X,O,O
JOLSZTI,X,O,O,O,X,O,X,O,O
JOLSZIT,X,O,O,X,X,O,X,O,O
JOLZTIS,X,O,O,O,O,O,O,X,O
JOLZTSI,X,O,O,O,O,O,O,X,O
JOLZITS,X,X,O,O,O,O,X,X,O
JOLZIST,O,O,O,O,O,O,X,X,O
JOLZSTI,X,O,O,O,O,O,O,X,O
JOLZSIT,O,O,O,O,O,O,X,X,O
JOSTILZ,X,X,O,O,X,O,X,X,X
JOSTIZL,X,O,O,O,X,X,O,X,O
JOSTLIZ,X,X,O,O,X,O,X,X,X
JOSTLZI,X,O,X,O,X,O,X,X,X
JOSTZIL,X,O,X,O,X,O,O,X,O
JOSTZLI,X,O,X,O,X,O,O,X,O
JOSITLZ,X,X,O,O,X,O,X,X,X
JOSITZL,X,X,O,O,X,X,X,X,O
JOSILTZ,X,X,O,X,X,O,X,X,X
JOSILZT,O,X,O,X,X,O,X,X,O
JOSIZTL,O,X,O,O,X,O,X,X,O
JOSIZLT,O,X,O,X,X,O,X,X,O
JOSLTIZ,X,O,O,O,X,O,X,X,X
JOSLTZI,X,O,X,O,X,O,X,X,X
JOSLITZ,X,X,O,X,X,O,X,X,X
JOSLIZT,O,X,O,X,X,O,X,O,O
JOSLZTI,X,O,O,O,X,O,X,O,O
JOSLZIT,X,O,O,X,X,O,X,O,O
JOSZTIL,X,O,O,O,X,O,O,X,O
JOSZTLI,X,O,O,O,X,O,O,X,O
JOSZITL,X,O,O,O,X,O,O,X,O
JOSZILT,X,O,O,X,X,O,X,X,O
JOSZLTI,X,O,O,O,X,O,O,O,O
JOSZLIT,X,O,O,O,X,O,X,O,O
JOZTILS,X,O,O,O,O,X,O,X,X
JOZTISL,X,O,O,O,O,O,O,X,O
JOZTLIS,X,O,O,O,O,O,O,X,O
JOZTLSI,X,O,O,O,O,O,O,X,O
JOZTSIL,X,O,O,O,O,O,O,X,O
JOZTSLI,X,O,O,O,O,O,O,X,O
JOZITLS,X,X,X,O,X,X,O,X,X
JOZITSL,X,O,X,O,X,O,O,X,O
JOZILTS,X,X,O,O,X,X,X,X,O
JOZILST,X,X,O,O,X,X,X,X,O
JOZISTL,X,O,O,O,X,O,O,X,O
JOZISLT,X,O,O,X,X,O,X,X,O
JOZLTIS,X,O,O,O,O,O,O,X,O
JOZLTSI,X,O,O,O,O,O,O,X,O
JOZLITS,X,X,O,O,O,O,X,X,O
JOZLIST,O,O,O,O,O,O,X,X,O
JOZLSTI,X,O,O,O,O,O,O,X,O
JOZLSIT,O,O,O,O,O,O,X,X,O
JOZSTIL,X,O,O,O,O,O,O,X,O
JOZSTLI,X,O,O,O,O,O,O,X,O
JOZSITL,O,O,O,O,X,O,O,X,O
JOZSILT,O,O,O,X,O,O,X,X,O
JOZSLTI,X,O,O,O,O,O,O,X,O
JOZSLIT,O,O,O,O,O,O,O,X,O
STILJZO,X,X,X,O,O,X,X,X,X
STILJOZ,X,X,X,O,X,O,X,X,X
STILZJO,X,X,X,X,O,X,X,X,X
STILZOJ,X,X,X,X,O,O,X,X,X
STILOJZ,X,X,X,X,X,O,X,X,X
STILOZJ,X,X,X,X,O,O,X,X,X
STIJLZO,O,X,O,O,X,X,X,X,X
STIJLOZ,X,X,O,O,X,X,X,X,X
STIJZLO,O,O,O,O,O,X,X,X,X
STIJZOL,O,O,O,O,O,X,O,X,X
STIJOLZ,X,X,O,O,O,X,X,X,X
STIJOZL,X,O,O,O,X,X,O,X,O
STIZLJO,O,O,O,O,O,X,X,X,X
STIZLOJ,O,X,X,O,O,X,X,X,X
STIZJLO,O,O,O,O,O,X,X,X,X
STIZJOL,O,O,O,O,O,X,O,X,X
STIZOLJ,O,O,X,X,O,X,X,X,X
STIZOJL,O,O,O,O,O,X,O,X,X
STIOLJZ,X,X,X,O,X,O,X,X,X
STIOLZJ,X,X,X,X,X,O,X,X,X
STIOJLZ,X,X,O,O,O,X,X,X,X
STIOJZL,X,O,O,O,X,X,O,X,O
STIOZLJ,X,O,O,O,O,X,X,X,X
STIOZJL,X,O,O,O,O,X,X,X,X
STLIJZO,O,O,O,O,O,O,X,X,X
STLIJOZ,O,O,O,O,O,O,X,X,X
STLIZJO,O,O,O,X,O,O,X,O,X
STLIZOJ,O,O,O,X,O,O,X,O,X
STLIOJZ,O,O,O,X,O,O,X,X,X
STLIOZJ,O,O,O,X,O,O,X,O,X
STLJIZO,O,O,O,O,O,O,X,X,X
STLJIOZ,O,O,O,O,O,O,X,X,X
STLJZIO,O,O,X,O,O,O,X,X,X
STLJZOI,O,O,X,O,O,O,X,X,X
STLJOIZ,O,O,X,O,O,O,X,X,X
STLJOZI,O,O,X,O,X,O,X,X,X
STLZIJO,O,O,O,O,O,O,X,O,X
STLZIOJ,O,O,O,O,O,O,X,O,X
STLZJIO,O,O,O,O,O,O,X,O,X
STLZJOI,O,O,O,O,O,O,X,O,X
STLZOIJ,O,O,O,O,O,O,X,O,X
STLZOJI,O,O,O,O,O,O,X,O,X
STLOIJZ,O,O,O,O,O,O,X,X,X
STLOIZJ,O,O,O,X,O,O,X,O,X
STLOJIZ,O,O,O,O,O,O,X,X,X
STLOJZI,O,O,X,O,X,O,X,X,X
STLOZIJ,O,O,O,O,O,O,X,O,X
STLOZJI,O,O,O,O,O,O,X,O,X
STJILZO,O,X,O,O,X,O,X,X,X
STJILOZ,X,X,O,O,X,O,X,X,X
STJIZLO,O,O,O,O,O,X,X,X,X
STJIZOL,O,O,O,O,O,X,O,X,X
STJIOLZ,X,X,O,O,O,O,X,X,X
STJIOZL,X,O,O,O,X,X,O,X,O
STJLIZO,O,O,O,O,O,O,X,X,X
STJLIOZ,O,O,O,O,O,O,X,X,X
STJLZIO,O,O,X,O,O,O,X,X,X
STJLZOI,O,O,X,O,O,O,X,X,X
STJLOIZ,O,O,X,O,O,O,X,X,X
STJLOZI,O,O,X,O,X,O,X,X,X
STJZILO,O,O,X,O,O,O,O,X,X
STJZIOL,O,O,X,O,O,O,O,X,O
STJZLIO,O,O,X,O,O,O,O,X,O
STJZLOI,O,O,X,O,O,O,O,X,O
STJZOIL,O,O,X,O,O,O,O,X,O
STJZOLI,O,O,X,O,O,O,O,X,O
STJOILZ,X,X,X,O,O,O,X,X,X
STJOIZL,X,O,X,O,X,X,O,X,O
STJOLIZ,O,O,X,O,O,O,X,X,X
STJOLZI,O,O,X,O,X,O,X,X,X
STJOZIL,O,O,X,O,X,O,O,X,O
STJOZLI,O,O,X,O,X,O,O,X,O
STZILJO,O,O,O,O,O,O,O,X,X
STZILOJ,O,X,O,O,O,O,O,X,X
STZIJLO,O,O,O,O,O,X,O,X,X
STZIJOL,O,O,O,O,O,O,O,X,O
STZIOLJ,O,O,X,X,O,O,O,X,X
STZIOJL,O,O,O,O,O,O,O,X,O
STZLIJO,O,O,O,O,O,O,O,O,O
STZLIOJ,O,O,O,O,O,O,O,O,O
STZLJIO,O,O,O,O,O,O,O,O,O
STZLJOI,O,O,O,O,O,O,O,O,O
STZLOIJ,O,O,O,O,O,O,O,O,O
STZLOJI,O,O,O,O,O,O,O,O,O
STZJILO,O,O,O,O,O,X,O,X,X
STZJIOL,O,O,O,O,O,O,O,X,O
STZJLIO,O,O,O,O,O,O,O,X,O
STZJLOI,O,O,O,O,O,O,O,X,O
STZJOIL,O,O,O,O,O,O,O,X,O
STZJOLI,O,O,O,O,O,O,O,X,O
STZOILJ,O,O,X,O,O,O,O,X,X
STZOIJL,O,O,O,O,O,O,O,X,O
STZOLIJ,O,O,O,O,O,O,O,O,O
STZOLJI,O,O,O,O,O,O,O,O,O
STZOJIL,O,O,O,O,O,O,O,X,O
STZOJLI,O,O,O,O,O,O,O,X,O
STOILJZ,X,X,X,O,X,O,X,X,X
STOILZJ,X,X,X,X,X,O,X,X,X
STOIJLZ,X,X,O,O,O,X,X,X,X
STOIJZL,X,O,O,O,X,X,O,X,O
STOIZLJ,X,O,O,O,O,X,X,X,X
STOIZJL,X,O,O,O,O,X,X,X,X
STOLIJZ,O,O,O,O,O,O,X,X,X
STOLIZJ,O,O,O,X,O,O,X,O,X
STOLJIZ,O,O,O,O,O,O,X,X,X
STOLJZI,O,O,X,O,X,O,X,X,X
STOLZIJ,O,O,O,O,O,O,X,O,X
STOLZJI,O,O,O,O,O,O,X,O,X
STOJILZ,X,X,O,O,O,O,X,X,X
STOJIZL,X,O,O,O,X,X,O,X,O
STOJLIZ,O,O,O,O,O,O,X,X,X
STOJLZI,O,O,X,O,X,O,X,X,X
STOJZIL,O,O,X,O,X,O,O,X,O
STOJZLI,O,O,X,O,X,O,O,X,O
STOZILJ,O,O,O,O,O,O,O,X,X
STOZIJL,O,O,O,O,O,O,O,X,O
STOZLIJ,O,O,O,O,O,O,O,O,O
STOZLJI,O,O,O,O,O,O,O,O,O
STOZJIL,O,O,O,O,O,O,O,X,O
STOZJLI,O,O,O,O,O,O,O,X,O
SITLJZO,X,X,X,O,O,X,X,X,X
SITLJOZ,X,X,X,O,X,O,X,X,X
SITLZJO,X,X,X,X,O,X,X,X,X
SITLZOJ,X,X,X,X,O,O,X,X,X
SITLOJZ,X,X,X,X,X,O,X,X,X
SITLOZJ,X,X,X,X,O,O,X,X,X
SITJLZO,O,X,O,O,X,X,X,X,X
SITJLOZ,X,X,O,O,X,X,X,X,X
SITJZLO,O,O,O,O,O,X,X,X,X
SITJZOL,O,O,O,O,O,X,X,X,X
SITJOLZ,X,X,O,O,X,X,X,X,X
SITJOZL,X,O,O,O,X,X,X,X,O
SITZLJO,O,O,O,O,O,X,X,X,X
SITZLOJ,O,X,X,O,O,X,X,X,X
SITZJLO,O,O,O,O,O,X,X,X,X
SITZJOL,O,O,O,O,O,X,X,X,X
SITZOLJ,O,O,X,X,O,X,X,X,X
SITZOJL,O,O,O,O,O,X,X,X,X
SITOLJZ,X,X,X,O,X,O,X,X,X
SITOLZJ,X,X,X,X,X,O,X,X,X
SITOJLZ,X,X,O,O,X,X,X,X,X
SITOJZL,X,O,O,O,X,X,X,X,O
SITOZLJ,X,O,O,O,O,X,X,X,X
SITOZJL,X,O,O,O,O,X,X,X,X
SILTJZO,O,O,O,X,O,O,X,X,X
SILTJOZ,X,O,O,X,X,O,X,X,X
SILTZJO,O,O,O,X,O,O,X,O,X
SILTZOJ,O,O,O,X,O,O,X,O,X
SILTOJZ,X,O,O,X,X,O,X,X,X
SILTOZJ,X,O,O,X,O,O,X,O,X
SILJTZO,O,O,O,X,O,O,X,X,X
SILJTOZ,X,O,O,X,X,O,X,X,X
SILJZTO,O,O,O,X,X,O,X,O,X
SILJZOT,O,O,O,X,X,O,X,O,X
SILJOTZ,X,X,O,X,X,O,X,X,X
SILJOZT,O,X,O,X,X,O,X,O,O
SILZTJO,O,O,O,X,O,O,X,O,X
SILZTOJ,O,O,O,X,O,O,X,O,X
SILZJTO,O,O,O,X,X,O,X,O,X
SILZJOT,O,O,O,X,X,O,X,O,X
SILZOTJ,O,X,O,X,X,O,X,O,X
SILZOJT,O,O,O,X,X,O,X,O,X
SILOTJZ,X,X,O,X,X,O,X,X,X
SILOTZJ,X,X,O,X,O,O,X,O,X
SILOJTZ,X,X,O,X,X,O,X,X,X
SILOJZT,O,X,O,X,X,O,X,O,O
SILOZTJ,O,X,O,X,X,O,X,O,X
SILOZJT,O,X,O,X,X,O,X,O,X
SIJTLZO,O,X,O,O,X,O,X,X,X
SIJTLOZ,X,X,O,O,X,O,X,X,X
SIJTZLO,O,O,O,O,X,X,X,X,X
SIJTZOL,O,O,O,O,X,X,X,X,X
SIJTOLZ,X,X,O,O,X,O,X,X,X
SIJTOZL,X,O,O,O,X,X,X,X,O
SIJLTZO,O,O,O,X,X,O,X,X,X
SIJLTOZ,X,O,O,X,X,O,X,X,X
SIJLZTO,O,O,O,X,X,O,X,X,X
SIJLZOT,O,O,O,X,X,O,X,X,X
SIJLOTZ,X,X,O,X,X,O,X,X,X
SIJLOZT,O,X,O,X,X,O,X,X,O
SIJZTLO,O,O,O,O,X,O,X,X,X
SIJZTOL,O,O,O,O,X,O,X,X,O
SIJZLTO,O,O,O,O,X,O,X,X,O
SIJZLOT,O,O,O,X,X,O,X,X,O
SIJZOTL,O,O,O,O,X,O,X,X,O
SIJZOLT,O,O,O,X,X,O,X,X,O
SIJOTLZ,X,X,O,O,X,O,X,X,X
SIJOTZL,X,X,O,O,X,X,X,X,O
SIJOLTZ,X,X,O,X,X,O,X,X,X
SIJOLZT,O,X,O,X,X,O,X,X,O
SIJOZTL,O,X,O,O,X,O,X,X,O
SIJOZLT,O,X,O,X,X,O,X,X,O
SIZTLJO,O,O,O,O,X,O,X,X,X
SIZTLOJ,O,X,O,O,X,O,X,X,X
SIZTJLO,O,O,O,O,X,X,X,X,X
SIZTJOL,O,O,O,O,X,O,X,X,O
SIZTOLJ,O,O,X,X,X,O,X,X,X
SIZTOJL,O,O,O,O,X,O,X,X,O
SIZLTJO,O,O,O,O,X,O,X,O,O
SIZLTOJ,O,O,O,O,X,O,X,O,O
SIZLJTO,O,O,O,O,X,O,X,O,O
SIZLJOT,O,O,O,X,X,O,X,O,O
