sequence,v115@8gB8HeC8EeF8CeG8CeD8Jex6IvhFmdBUgBFhBXiB6r?BzqB,v115@8gB8HeC8EeF8CeG8CeD8Jex6IvhFeiBzdBUgBFhBXm?BSwB,v115@8gB8HeC8EeF8CeG8CeD8Je06IvhFxbBmdBXiBllBTr?BCrB,v115@8gB8HeC8EeF8CeG8CeD8Jex6IvhFXcBmdBUgBFiB6r?BzqB,v115@8gB8HeC8EeF8CeG8CeD8Jex6IvhFmdBUgBFhBXiBCr?BTrB,v115@8gB8HeC8EeF8CeG8CeD8Je06IvhFmdBxhBllB3mB6q?BTrB,v115@8gB8HeC8EeF8CeG8CeD8Je06IvhFxbByhBzdBllB3m?BWwB,v115@8gB8HeC8EeF8CeG8CeD8Jex6IvhFXcBmdBUgBFiBCr?BTrB,v115@8gB8HeC8EeF8CeG8CeD8Je06IvhFxbBmdB3gBFiB6r?BzqB,v115@8gB8HeC8EeF8CeG8CeD8Je06IvhFxbBmdB3gBlmBzq?BCsB,v115@8gB8HeC8EeF8CeG8CeD8Je06IvhFXcBmdBFiBxlB6q?BTrB,v115@8gB8HeC8EeF8CeG8CeD8Jex6IvhFmcBzdBUgBFhBCr?B3rB
LOTZSIJ,O,X,O,O,X,X,O,O,O,O,X,O
LOTZSJI,O,X,O,O,X,X,O,O,O,O,O,O
LOITJSZ,X,X,X,O,X,X,X,O,O,X,O,X
LOITJZS,X,O,X,O,X,X,X,O,O,X,O,X
LOITSJZ,X,X,X,O,X,X,X,O,O,X,O,O
LOITSZJ,X,X,X,O,X,X,X,O,O,X,O,O
LOITZJS,X,O,X,O,X,X,X,O,O,X,O,O
LOITZSJ,X,X,X,O,X,X,X,O,O,X,O,O
LOIJTSZ,X,X,X,O,X,X,X,O,X,X,X,X
LOIJTZS,X,O,X,O,X,X,X,O,X,X,X,X
LOIJSTZ,X,X,X,O,X,X,X,O,O,X,X,O
LOIJSZT,O,O,X,O,O,X,X,O,O,X,X,O
LOIJZTS,X,O,X,O,X,X,X,O,O,X,X,O
LOIJZST,O,O,X,O,O,X,X,O,O,X,X,O
LOISTJZ,X,X,X,O,X,X,X,O,O,X,O,O
LOISTZJ,X,X,X,O,X,X,X,O,O,X,O,O
LOISJTZ,X,X,X,O,X,X,X,O,O,X,X,O
LOISJZT,O,O,X,O,O,X,X,O,O,X,X,O
LOISZTJ,O,X,X,O,O,X,X,O,O,X,O,O
LOISZJT,O,O,X,O,O,X,X,O,O,X,X,O
LOIZTJS,X,O,X,O,X,X,X,O,O,X,O,O
LOIZTSJ,O,X,X,O,O,X,X,O,O,X,O,O
LOIZJTS,X,O,X,O,X,X,X,O,O,X,X,O
LOIZJST,O,O,X,O,O,X,X,O,O,X,X,O
LOIZSTJ,O,X,X,O,O,X,X,O,O,X,O,O
LOIZSJT,O,O,X,O,O,X,X,O,O,X,X,O
LOJTISZ,X,X,X,O,X,X,X,O,O,X,O,X
LOJTIZS,X,O,X,O,X,X,X,O,O,X,O,X
LOJTSIZ,X,X,O,O,X,X,X,O,O,O,O,X
LOJTSZI,X,O,O,O,X,X,X,O,O,O,O,X
LOJTZIS,X,O,O,O,X,X,X,O,O,O,O,X
LOJTZSI,X,O,O,O,X,X,X,O,O,O,O,X
LOJITSZ,X,X,X,O,X,X,X,O,X,X,X,X
LOJITZS,X,O,X,O,X,X,X,O,X,X,X,X
LOJISTZ,X,X,X,O,X,X,X,O,O,X,X,O
LOJISZT,O,O,X,O,O,X,X,O,O,X,X,O
LOJIZTS,X,O,X,O,X,X,X,O,O,X,X,O
LOJIZST,O,O,X,O,O,X,X,O,O,X,X,O
LOJSTIZ,X,X,O,O,X,X,X,O,O,X,X,O
LOJSTZI,O,O,O,O,O,X,X,O,O,X,X,O
LOJSITZ,X,X,X,O,X,X,X,O,O,X,X,O
LOJSIZT,O,O,X,O,O,X,X,O,O,O,X,O
LOJSZTI,O,O,O,O,O,X,X,O,O,X,X,O
LOJSZIT,O,O,O,O,O,X,X,O,O,O,X,O
LOJZTIS,X,O,O,O,X,X,X,O,O,O,O,O
LOJZTSI,X,O,O,O,X,X,X,O,O,O,O,O
LOJZITS,X,O,O,O,X,X,X,O,O,O,X,O
LOJZIST,O,O,O,O,O,X,X,O,O,O,X,O
LOJZSTI,O,O,O,O,O,X,X,O,O,X,X,O
LOJZSIT,O,O,O,O,O,X,X,O,O,O,X,O
LOSTIJZ,X,X,O,O,X,X,O,O,O,O,X,O
LOSTIZJ,X,X,O,O,X,X,O,O,O,O,X,O
LOSTJIZ,X,X,O,O,X,X,O,O,O,O,X,O
LOSTJZI,O,X,O,O,O,X,O,O,O,O,X,O
LOSTZIJ,O,X,O,O,O,X,O,O,O,O,X,O
LOSTZJI,O,X,O,O,O,X,O,O,O,O,X,O
LOSITJZ,X,X,X,O,X,X,O,O,O,X,X,O
LOSITZJ,X,X,X,O,X,X,O,O,O,X,X,O
LOSIJTZ,X,X,X,O,X,X,X,O,O,X,X,O
LOSIJZT,O,O,X,O,O,X,X,O,O,O,X,O
LOSIZTJ,O,X,X,O,O,X,X,O,O,X,X,O
LOSIZJT,O,O,X,O,O,X,X,O,O,O,X,O
LOSJTIZ,X,X,O,O,X,X,O,O,O,X,X,O
LOSJTZI,O,O,O,O,O,X,O,O,O,X,X,O
LOSJITZ,X,X,X,O,X,X,X,O,O,X,X,O
LOSJIZT,O,O,X,O,O,X,X,O,O,O,X,O
LOSJZTI,O,O,O,O,O,X,X,O,O,X,X,O
LOSJZIT,O,O,O,O,O,X,X,O,O,O,X,O
LOSZTIJ,O,X,O,O,O,X,O,O,O,O,X,O
LOSZTJI,O,X,O,O,O,X,O,O,O,O,X,O
LOSZITJ,O,X,X,O,O,X,X,O,O,X,X,O
LOSZIJT,O,O,O,O,O,X,X,O,O,O,X,O
LOSZJTI,O,O,O,O,O,X,X,O,O,X,X,O
LOSZJIT,O,O,O,O,O,X,X,O,O,O,X,O
LOZTIJS,X,O,O,O,X,X,X,O,O,O,O,O
LOZTISJ,O,X,O,O,O,X,X,O,O,X,O,O
LOZTJIS,X,O,O,O,X,X,X,O,O,O,O,O
LOZTJSI,X,O,O,O,X,X,X,O,O,O,O,O
LOZTSIJ,O,X,O,O,O,X,O,O,O,O,X,O
LOZTSJI,O,X,O,O,O,X,O,O,O,O,O,O
LOZITJS,X,O,O,O,X,X,X,O,O,O,O,O
LOZITSJ,O,X,O,O,O,X,X,O,O,X,O,O
LOZIJTS,X,O,O,O,X,X,X,O,O,O,X,O
LOZIJST,O,O,O,O,O,X,X,O,O,O,X,O
LOZISTJ,O,X,X,O,O,X,X,O,O,X,O,O
LOZISJT,O,O,O,O,O,X,X,O,O,O,X,O
LOZJTIS,X,O,O,O,X,X,X,O,O,O,O,O
LOZJTSI,X,O,O,O,X,X,X,O,O,O,O,O
LOZJITS,X,O,O,O,X,X,X,O,O,O,X,O
LOZJIST,O,O,O,O,O,X,X,O,O,O,X,O
LOZJSTI,O,O,O,O,O,X,X,O,O,X,X,O
LOZJSIT,O,O,O,O,O,X,X,O,O,O,X,O
LOZSTIJ,O,X,O,O,O,X,O,O,O,O,X,O
LOZSTJI,O,X,O,O,O,X,O,O,O,O,X,O
LOZSITJ,O,X,X,O,O,X,X,O,O,X,X,O
LOZSIJT,O,O,O,O,O,X,X,O,O,O,X,O
LOZSJTI,O,O,O,O,O,X,X,O,O,X,X,O
LOZSJIT,O,O,O,O,O,X,X,O,O,O,X,O
JTILSZO,X,X,X,O,O,X,X,O,O,X,O,X
JTILSOZ,X,X,X,O,X,X,X,O,O,X,X,X
JTILZSO,X,O,X,O,O,X,X,O,O,X,O,X
JTILZOS,X,O,X,O,X,X,X,O,O,X,O,X
JTILOSZ,X,X,X,O,X,X,X,O,X,X,O,X
JTILOZS,X,O,X,X,X,X,X,O,O,X,O,X
JTISLZO,X,X,X,O,O,O,X,O,O,X,O,X
JTISLOZ,X,X,X,O,X,O,X,O,X,X,X,X
JTISZLO,O,X,O,O,O,O,X,O,O,X,O,X
JTISZOL,O,X,O,O,O,O,X,O,O,X,O,X
JTISOLZ,X,X,O,X,X,O,X,X,X,X,O,X
JTISOZL,X,X,O,O,X,O,X,O,O,X,O,X
JTIZLSO,X,O,O,O,O,X,X,O,O,X,O,X
JTIZLOS,X,O,X,O,X,X,X,O,O,X,O,X
JTIZSLO,O,X,O,O,O,O,X,O,O,X,O,X
JTIZSOL,O,O,O,O,O,O,X,O,O,X,O,X
JTIZOLS,X,O,X,O,X,X,X,X,O,X,O,X
JTIZOSL,O,O,O,O,X,X,X,O,O,X,O,X
JTIOLSZ,X,X,X,O,X,X,X,O,X,X,O,X
JTIOLZS,X,O,X,O,X,X,X,O,O,X,O,X
JTIOSLZ,X,X,X,O,X,X,X,X,O,X,O,X
JTIOSZL,O,X,X,O,X,X,X,O,O,X,O,X
JTIOZLS,X,O,X,O,X,X,X,X,O,X,O,X
JTIOZSL,O,O,X,O,X,X,X,O,O,X,O,X
JTLISZO,X,X,X,O,O,X,X,O,O,X,O,X
JTLISOZ,X,X,X,O,X,X,X,O,O,X,X,X
JTLIZSO,X,O,X,O,O,X,X,O,O,X,O,X
JTLIZOS,X,O,X,O,X,X,X,O,O,X,O,X
JTLIOSZ,X,X,X,O,X,X,X,O,X,X,O,X
JTLIOZS,X,O,X,X,X,X,X,O,O,X,O,X
JTLSIZO,X,X,X,O,O,O,X,O,O,X,O,X
JTLSIOZ,X,X,X,O,X,O,X,O,O,X,X,X
JTLSZIO,X,O,O,O,O,O,X,O,O,X,O,X
JTLSZOI,X,O,O,O,O,O,X,O,O,X,X,X
JTLSOIZ,X,X,O,O,X,O,X,O,O,X,X,X
JTLSOZI,X,O,O,O,O,O,X,O,O,X,X,X
JTLZISO,X,O,O,O,O,X,X,O,O,X,O,X
JTLZIOS,X,O,X,O,X,X,X,O,O,X,O,X
JTLZSIO,X,O,O,O,O,O,X,O,O,X,O,X
JTLZSOI,X,O,O,O,O,O,X,O,O,X,X,X
JTLZOIS,X,O,X,O,X,X,X,O,O,X,O,X
JTLZOSI,X,O,X,O,X,X,X,O,O,X,O,X
JTLOISZ,X,X,X,O,X,X,X,O,X,X,O,X
JTLOIZS,X,O,X,O,X,X,X,O,O,X,O,X
JTLOSIZ,X,X,X,O,X,X,X,O,O,X,O,X
JTLOSZI,X,O,X,O,X,X,X,O,O,X,O,X
JTLOZIS,X,O,X,O,X,X,X,O,O,X,O,X
JTLOZSI,X,O,X,O,X,X,X,O,O,X,O,X
JTSILZO,X,X,X,O,O,O,O,O,O,X,O,X
JTSILOZ,X,X,X,O,X,O,O,O,X,X,X,X
JTSIZLO,O,X,O,O,O,O,O,O,O,X,O,X
JTSIZOL,O,X,O,O,O,O,O,O,O,X,O,X
JTSIOLZ,X,X,O,X,X,O,O,X,X,X,O,X
JTSIOZL,X,X,O,O,X,O,O,O,O,X,O,X
JTSLIZO,X,X,X,O,O,O,O,O,O,X,O,X
JTSLIOZ,X,X,X,O,X,O,O,O,O,X,X,X
JTSLZIO,O,X,O,O,O,O,O,O,O,X,O,X
JTSLZOI,O,X,O,O,O,O,O,O,O,X,X,X
JTSLOIZ,X,X,O,O,X,O,O,O,O,X,X,X
JTSLOZI,X,X,O,O,O,O,O,O,O,X,X,X
JTSZILO,O,X,O,O,O,O,O,O,O,X,O,X
JTSZIOL,O,O,O,O,O,O,O,O,O,X,O,X
JTSZLIO,O,X,O,O,O,O,O,O,O,X,O,X
JTSZLOI,O,X,O,O,O,O,O,O,O,X,X,X
JTSZOIL,O,O,O,O,O,O,O,O,O,X,O,X
JTSZOLI,O,O,O,X,O,O,O,X,O,X,O,X
JTSOILZ,X,X,O,O,X,O,O,X,O,X,O,X
JTSOIZL,O,X,O,O,X,O,O,O,O,X,O,X
JTSOLIZ,X,X,O,O,X,O,O,X,O,X,O,X
JTSOLZI,O,X,O,O,X,O,O,X,O,X,O,X
JTSOZIL,O,O,O,O,O,O,O,O,O,X,O,X
JTSOZLI,O,O,O,O,O,O,O,X,O,X,O,X
JTZILSO,X,O,O,O,O,X,X,O,O,X,O,X
JTZILOS,X,O,X,O,X,X,X,O,O,X,O,X
JTZISLO,O,X,O,O,O,O,X,O,O,X,O,X
JTZISOL,O,O,O,O,O,O,X,O,O,X,O,X
JTZIOLS,X,O,O,O,X,X,X,X,O,O,O,X
JTZIOSL,O,O,O,O,X,X,X,O,O,O,O,X
JTZLISO,X,O,O,O,O,X,X,O,O,X,O,X
JTZLIOS,X,O,X,O,X,X,X,O,O,X,O,X
JTZLSIO,X,O,O,O,O,O,X,O,O,X,O,X
JTZLSOI,X,O,O,O,O,O,X,O,O,X,X,X
JTZLOIS,X,O,X,O,X,X,X,O,O,X,O,X
JTZLOSI,X,O,X,O,X,X,X,O,O,X,O,X
JTZSILO,O,X,O,O,O,O,O,O,O,X,O,X
JTZSIOL,O,O,O,O,O,O,O,O,O,X,O,X
JTZSLIO,O,X,O,O,O,O,O,O,O,X,O,X
JTZSLOI,O,X,O,O,O,O,O,O,O,X,X,X
JTZSOIL,O,O,O,O,O,O,O,O,O,X,O,X
JTZSOLI,O,O,O,X,O,O,O,X,O,X,O,X
JTZOILS,X,O,O,O,X,X,X,X,O,O,O,X
JTZOISL,O,O,O,O,X,X,X,O,O,O,O,X
JTZOLIS,X,O,O,O,X,X,X,O,O,O,O,X
JTZOLSI,X,O,O,O,X,X,X,O,O,O,O,X
JTZOSIL,O,O,O,O,X,O,O,O,O,O,O,X
JTZOSLI,O,O,O,O,X,O,O,X,O,O,O,X
JTOILSZ,X,X,X,O,X,X,X,O,X,X,O,X
JTOILZS,X,O,X,O,X,X,X,O,O,X,O,X
JTOISLZ,X,X,O,O,X,X,X,X,O,O,O,X
JTOISZL,O,X,O,O,X,X,X,O,O,O,O,X
JTOIZLS,X,O,O,O,X,X,X,X,O,O,O,X
JTOIZSL,O,O,O,O,X,X,X,O,O,O,O,X
JTOLISZ,X,X,X,O,X,X,X,O,X,X,O,X
JTOLIZS,X,O,X,O,X,X,X,O,O,X,O,X
JTOLSIZ,X,X,O,O,X,X,X,O,O,O,O,X
JTOLSZI,X,O,O,O,X,X,X,O,O,O,O,X
JTOLZIS,X,O,O,O,X,X,X,O,O,O,O,X
JTOLZSI,X,O,O,O,X,X,X,O,O,O,O,X
JTOSILZ,X,X,O,O,X,O,O,X,O,O,O,X
JTOSIZL,O,X,O,O,X,O,O,O,O,O,O,X
JTOSLIZ,X,X,O,O,X,O,O,X,O,O,O,X
JTOSLZI,O,X,O,O,X,O,O,X,O,O,O,X
JTOSZIL,O,O,O,O,X,O,O,O,O,O,O,X
JTOSZLI,O,O,O,O,X,O,O,X,O,O,O,X
JTOZILS,X,O,O,O,X,X,X,X,O,O,O,X
JTOZISL,O,O,O,O,X,X,X,O,O,O,O,X
JTOZLIS,X,O,O,O,X,X,X,O,O,O,O,X
JTOZLSI,X,O,O,O,X,X,X,O,O,O,O,X
JTOZSIL,O,O,O,O,X,O,O,O,O,O,O,X
JTOZSLI,O,O,O,O,X,O,O,X,O,O,O,X
JITLSZO,X,X,X,O,O,X,X,O,O,X,O,X
JITLSOZ,X,X,X,O,X,X,X,O,O,X,X,X
JITLZSO,X,O,X,O,O,X,X,O,O,X,O,X
JITLZOS,X,O,X,O,X,X,X,O,O,X,O,X
JITLOSZ,X,X,X,O,X,X,X,O,X,X,O,X
JITLOZS,X,O,X,X,X,X,X,O,O,X,O,X
JITSLZO,X,X,X,O,O,O,X,O,O,X,O,X
JITSLOZ,X,X,X,O,X,O,X,O,X,X,X,X
JITSZLO,O,X,O,O,O,O,X,O,O,X,O,X
JITSZOL,O,X,O,O,O,O,X,O,O,X,O,X
JITSOLZ,X,X,O,X,X,O,X,X,X,X,O,X
JITSOZL,X,X,O,O,X,O,X,O,O,X,O,X
JITZLSO,X,O,O,O,O,X,X,O,O,X,O,X
JITZLOS,X,O,X,O,X,X,X,O,O,X,O,X
JITZSLO,O,X,O,O,O,O,X,O,O,X,O,X
JITZSOL,O,O,O,O,O,O,X,O,O,X,O,X
JITZOLS,X,O,X,O,X,X,X,X,O,X,O,X
JITZOSL,O,O,O,O,X,X,X,O,O,X,O,X
JITOLSZ,X,X,X,O,X,X,X,O,X,X,O,X
JITOLZS,X,O,X,O,X,X,X,O,O,X,O,X
JITOSLZ,X,X,X,O,X,X,X,X,O,X,O,X
JITOSZL,O,X,X,O,X,X,X,O,O,X,O,X
JITOZLS,X,O,X,O,X,X,X,X,O,X,O,X
JITOZSL,O,O,X,O,X,X,X,O,O,X,O,X
JILTSZO,X,X,X,O,O,X,X,O,X,X,X,X
JILTSOZ,X,X,X,O,X,X,X,O,X,X,X,X
JILTZSO,X,O,X,O,O,X,X,O,X,X,X,X
JILTZOS,X,O,X,X,X,X,X,O,X,X,X,X
JILTOSZ,X,X,X,O,X,X,X,O,X,X,X,X
JILTOZS,X,O,X,X,X,X,X,O,X,X,X,X
JILSTZO,X,X,X,O,O,O,X,O,O,X,X,O
JILSTOZ,X,X,X,O,X,O,X,O,X,X,X,O
JILSZTO,O,O,X,O,O,X,X,O,O,X,X,O
JILSZOT,X,O,X,O,O,X,X,O,O,X,X,O
JILSOTZ,X,X,X,O,X,X,X,O,X,X,X,O
JILSOZT,X,O,X,O,O,X,X,O,O,X,X,O
JILZTSO,X,O,X,O,O,X,X,O,O,X,X,O
JILZTOS,X,O,X,O,X,X,X,O,O,X,X,O
JILZSTO,O,O,X,O,O,X,X,O,O,X,X,O
JILZSOT,X,O,X,O,O,X,X,O,O,X,X,O
JILZOTS,X,O,X,O,X,X,X,O,O,X,X,O
JILZOST,O,O,X,O,O,X,X,O,O,X,X,O
JILOTSZ,X,X,X,O,X,X,X,O,X,X,X,X
JILOTZS,X,O,X,O,X,X,X,O,X,X,X,X
JILOSTZ,X,X,X,O,X,X,X,O,X,X,X,O
JILOSZT,O,O,X,O,O,X,X,O,X,X,X,O
JILOZTS,X,O,X,O,X,X,X,O,X,X,X,O
JILOZST,O,O,X,O,O,X,X,O,X,X,X,O
JISTLZO,X,X,X,O,O,O,X,O,X,X,O,X
JISTLOZ,X,X,X,O,X,O,X,O,X,X,X,X
JISTZLO,O,X,O,O,O,O,X,O,O,X,O,X
JISTZOL,O,X,O,O,O,O,X,O,O,X,O,X
JISTOLZ,X,X,O,X,X,O,X,X,X,X,X,X
JISTOZL,X,X,O,O,X,O,X,O,X,X,O,X
JISLTZO,X,X,X,O,O,O,X,O,X,X,X,X
JISLTOZ,X,X,X,O,X,O,X,O,X,X,X,X
JISLZTO,O,O,X,O,O,X,X,O,O,X,X,X
JISLZOT,X,O,X,O,O,X,X,O,X,X,X,X
JISLOTZ,X,X,X,O,X,X,X,O,X,X,X,X
JISLOZT,X,O,X,O,O,X,X,O,X,X,X,X
JISZTLO,O,X,O,O,O,O,X,O,O,X,O,X
JISZTOL,O,O,O,O,O,O,X,O,O,X,O,X
JISZLTO,O,O,O,O,O,X,X,O,O,X,X,X
JISZLOT,X,O,O,O,O,X,X,O,X,X,X,X
JISZOTL,O,O,O,O,O,X,X,O,O,X,X,X
JISZOLT,O,O,O,O,O,X,X,X,X,X,X,X
JISOTLZ,X,X,O,O,X,O,X,X,X,X,X,X
JISOTZL,O,X,O,O,X,O,X,X,X,X,X,X
JISOLTZ,X,X,X,O,X,X,X,X,X,X,X,X
JISOLZT,O,O,X,O,O,X,X,X,X,X,X,X
JISOZTL,O,O,O,O,O,X,X,X,O,X,X,X
JISOZLT,O,O,O,O,O,X,X,X,X,X,X,X
JIZTLSO,X,O,O,O,O,X,X,O,O,X,O,X
JIZTLOS,X,O,X,O,X,X,X,O,O,X,O,O
JIZTSLO,O,X,O,O,O,O,X,O,O,X,O,X
JIZTSOL,O,O,O,O,O,O,X,O,O,X,O,O
JIZTOLS,X,O,O,O,X,X,X,X,O,O,O,O
JIZTOSL,O,O,O,O,X,X,X,O,O,O,O,O
JIZLTSO,X,O,O,O,O,X,X,O,O,X,X,O
JIZLTOS,X,O,X,O,X,X,X,O,O,X,X,O
JIZLSTO,O,O,O,O,O,X,X,O,O,X,X,O
JIZLSOT,X,O,O,O,O,X,X,O,O,X,X,O
JIZLOTS,X,O,O,O,X,X,X,O,O,O,X,O
JIZLOST,O,O,O,O,O,X,X,O,O,O,X,O
JIZSTLO,O,X,O,O,O,O,X,O,O,X,O,X
JIZSTOL,O,O,O,O,O,O,X,O,O,X,O,X
JIZSLTO,O,O,O,O,O,X,X,O,O,X,X,X
JIZSLOT,X,O,O,O,O,X,X,O,O,X,X,X
JIZSOTL,O,O,O,O,O,X,X,O,O,O,X,X
JIZSOLT,O,O,O,O,O,X,X,X,O,O,X,X
JIZOTLS,X,O,O,O,X,X,X,X,O,O,O,O
JIZOTSL,O,O,O,O,X,X,X,O,O,O,O,O
JIZOLTS,X,O,O,O,X,X,X,O,O,O,X,O
JIZOLST,O,O,O,O,O,X,X,O,O,O,X,O
JIZOSTL,O,O,O,O,O,X,X,O,O,O,X,X
JIZOSLT,O,O,O,O,O,X,X,X,O,O,X,X
JIOTLSZ,X,X,X,O,X,X,X,O,X,X,O,X
JIOTLZS,X,O,X,O,X,X,X,O,O,X,O,X
JIOTSLZ,X,X,O,O,X,X,X,X,O,O,O,X
JIOTSZL,O,X,O,O,X,X,X,O,O,O,O,X
JIOTZLS,X,O,O,O,X,X,X,X,O,O,O,X
JIOTZSL,O,O,O,O,X,X,X,O,O,O,O,X
JIOLTSZ,X,X,X,O,X,X,X,O,X,X,X,X
JIOLTZS,X,O,X,O,X,X,X,O,X,X,X,X
JIOLSTZ,X,X,X,O,X,X,X,O,O,X,X,O
JIOLSZT,O,O,X,O,O,X,X,O,O,X,X,O
JIOLZTS,X,O,X,O,X,X,X,O,O,X,X,O
JIOLZST,O,O,X,O,O,X,X,O,O,X,X,O
JIOSTLZ,X,X,O,O,X,O,X,X,X,X,X,X
JIOSTZL,O,X,O,O,X,O,X,X,O,O,X,X
JIOSLTZ,X,X,X,O,X,X,X,X,X,X,X,X
JIOSLZT,O,O,X,O,O,X,X,X,O,O,X,X
JIOSZTL,O,O,O,O,O,X,X,X,O,O,X,X
JIOSZLT,O,O,O,O,O,X,X,X,O,O,X,X
JIOZTLS,X,O,O,O,X,X,X,X,O,O,O,O
JIOZTSL,O,O,O,O,X,X,X,O,O,O,O,O
JIOZLTS,X,O,O,O,X,X,X,O,O,O,X,O
JIOZLST,O,O,O,O,O,X,X,O,O,O,X,O
JIOZSTL,O,O,O,O,O,X,X,O,O,O,X,X
JIOZSLT,O,O,O,O,O,X,X,X,O,O,X,X
JLTISZO,X,X,X,O,O,X,X,O,O,X,O,X
JLTISOZ,X,X,X,O,X,X,X,O,O,X,X,X
JLTIZSO,X,O,X,O,O,X,X,O,O,X,O,X
JLTIZOS,X,O,X,O,X,X,X,O,O,X,O,X
JLTIOSZ,X,X,X,O,X,X,X,O,X,X,O,X
JLTIOZS,X,O,X,X,X,X,X,O,O,X,O,X
JLTSIZO,X,X,X,O,O,O,X,O,O,X,O,X
JLTSIOZ,X,X,X,O,X,O,X,O,O,X,X,X
JLTSZIO,X,O,O,O,O,O,X,O,O,X,O,X
JLTSZOI,X,O,O,O,O,O,X,O,O,X,X,X
JLTSOIZ,X,X,O,O,X,O,X,O,O,X,X,X
JLTSOZI,X,O,O,O,O,O,X,O,O,X,X,X
JLTZISO,X,O,O,O,O,X,X,O,O,X,O,X
JLTZIOS,X,O,X,O,X,X,X,O,O,X,O,X
JLTZSIO,X,O,O,O,O,O,X,O,O,X,O,X
JLTZSOI,X,O,O,O,O,O,X,O,O,X,X,X
JLTZOIS,X,O,X,O,X,X,X,O,O,X,O,X
JLTZOSI,X,O,X,O,X,X,X,O,O,X,O,X
JLTOISZ,X,X,X,O,X,X,X,O,X,X,O,X
JLTOIZS,X,O,X,O,X,X,X,O,O,X,O,X
JLTOSIZ,X,X,X,O,X,X,X,O,O,X,O,X
JLTOSZI,X,O,X,O,X,X,X,O,O,X,O,X
JLTOZIS,X,O,X,O,X,X,X,O,O,X,O,X
JLTOZSI,X,O,X,O,X,X,X,O,O,X,O,X
JLITSZO,X,X,X,O,O,X,X,O,X,X,X,X
JLITSOZ,X,X,X,O,X,X,X,O,X,X,X,X
JLITZSO,X,O,X,O,O,X,X,O,X,X,X,X
JLITZOS,X,O,X,X,X,X,X,O,X,X,X,X
JLITOSZ,X,X,X,O,X,X,X,O,X,X,X,X
JLITOZS,X,O,X,X,X,X,X,O,X,X,X,X
JLISTZO,X,X,X,O,O,O,X,O,O,X,X,O
JLISTOZ,X,X,X,O,X,O,X,O,X,X,X,O
JLISZTO,O,O,X,O,O,X,X,O,O,X,X,O
JLISZOT,X,O,X,O,O,X,X,O,O,X,X,O
JLISOTZ,X,X,X,O,X,X,X,O,X,X,X,O
JLISOZT,X,O,X,O,O,X,X,O,O,X,X,O
JLIZTSO,X,O,X,O,O,X,X,O,O,X,X,O
JLIZTOS,X,O,X,O,X,X,X,O,O,X,X,O
JLIZSTO,O,O,X,O,O,X,X,O,O,X,X,O
JLIZSOT,X,O,X,O,O,X,X,O,O,X,X,O
JLIZOTS,X,O,X,O,X,X,X,O,O,X,X,O
JLIZOST,O,O,X,O,O,X,X,O,O,X,X,O
JLIOTSZ,X,X,X,O,X,X,X,O,X,X,X,X
JLIOTZS,X,O,X,O,X,X,X,O,X,X,X,X
JLIOSTZ,X,X,X,O,X,X,X,O,X,X,X,O
JLIOSZT,O,O,X,O,O,X,X,O,X,X,X,O
JLIOZTS,X,O,X,O,X,X,X,O,X,X,X,O
JLIOZST,O,O,X,O,O,X,X,O,X,X,X,O
JLSTIZO,X,X,X,O,O,O,X,O,O,X,X,O
JLSTIOZ,X,X,X,O,X,O,X,O,O,X,X,O
JLSTZIO,O,O,O,O,O,O,X,O,O,X,X,O
JLSTZOI,O,O,O,O,O,O,X,O,O,X,X,O
JLSTOIZ,X,X,O,O,X,O,X,O,O,X,X,O
JLSTOZI,X,O,O,O,O,O,X,O,O,X,X,O
JLSITZO,X,X,X,O,O,O,X,O,O,X,X,O
JLSITOZ,X,X,X,O,X,O,X,O,O,X,X,O
JLSIZTO,O,O,X,O,O,X,X,O,O,X,X,O
JLSIZOT,X,O,X,O,O,X,X,O,O,X,X,O
JLSIOTZ,X,X,X,O,X,X,X,O,X,X,X,O
JLSIOZT,X,O,X,O,O,X,X,O,O,X,X,O
JLSZTIO,O,O,O,O,O,O,X,O,O,X,X,O
JLSZTOI,O,O,O,O,O,O,X,O,O,X,X,O
JLSZITO,O,O,O,O,O,X,X,O,O,X,X,O
JLSZIOT,X,O,O,O,O,X,X,O,O,X,X,O
JLSZOTI,X,O,O,X,O,X,X,O,X,X,X,O
JLSZOIT,X,O,O,O,O,X,X,O,O,X,X,O
JLSOTIZ,X,X,O,X,X,X,X,O,X,X,X,O
JLSOTZI,O,O,O,X,O,X,X,O,X,X,X,O
JLSOITZ,X,X,X,O,X,X,X,O,X,X,X,O
JLSOIZT,O,O,X,O,O,X,X,O,O,X,X,O
JLSOZTI,O,O,O,X,O,X,X,O,X,X,X,O
JLSOZIT,O,O,O,O,O,X,X,O,O,X,X,O
JLZTISO,X,O,O,O,O,X,X,O,O,X,O,O
JLZTIOS,X,O,X,O,X,X,X,O,O,X,O,O
JLZTSIO,X,O,O,O,O,O,X,O,O,X,O,O
JLZTSOI,X,O,O,O,O,O,X,O,O,X,X,O
JLZTOIS,X,O,X,O,X,X,X,O,O,X,O,O
JLZTOSI,X,O,X,O,X,X,X,O,O,X,O,O
JLZITSO,X,O,O,O,O,X,X,O,O,X,X,O
JLZITOS,X,O,X,O,X,X,X,O,O,X,X,O
JLZISTO,O,O,O,O,O,X,X,O,O,X,X,O
JLZISOT,X,O,O,O,O,X,X,O,O,X,X,O
