sequence,v115@zgB8HeC8FeC8GeD8CeG8DeC8Jex7IvhFXdBOjBSnBl?lB0rBzqB,v115@zgB8HeC8FeC8GeD8CeG8DeC8Jel7IvhFCdBOjB/mBT?iB0lBRwB,v115@zgB8HeC8FeC8GeD8CeG8DeC8Jex7IvhF6iBOjB3gBz?hB8qB1wB,v115@zgB8HeC8FeC8GeD8CeG8DeC8Je07IvhFxcBOjBSnBl?lBXrBzrB,v115@zgB8HeC8FeC8GeD8CeG8DeC8Je08IvhFxdBziBllB3?mB6qB2wB,v115@zgB8HeC8FeC8GeD8CeG8DeC8Je08IvhFxdB3gBziBl?mB6qB2wB,v115@zgB8HeC8FeC8GeD8CeG8DeC8Je07IvhFxcBOjBTiBl?lBXrBqrB,v115@zgB8HeC8FeC8GeD8CeG8DeC8Je38IvhFFeB5lB0iBi?gBTrBmrB,v115@zgB8HeC8FeC8GeD8CeG8DeC8Je07IvhF6hBxdBziBl?lBXrBesB,v115@zgB8HeC8FeC8GeD8CeG8DeC8Jex7IvhFTdBOjBllBc?rBXsBCrB,v115@zgB8HeC8FeC8GeD8CeG8DeC8Je07IvhFzcB3iBFjBx?lBCrB2wB,v115@zgB8HeC8FeC8GeD8CeG8DeC8Je07IvhFXdBOjBSnBl?lBTmBRwB,v115@zgB8HeC8FeC8GeD8CeG8DeC8Jex7IvhFOjBTiBllBc?rBCrBXsB,v115@zgB8HeC8FeC8GeD8CeG8DeC8Jex9IvhF3gBziBGrBa?sBcrBlqB,v115@zgB8HeC8FeC8GeD8CeG8DeC8Jem7IvhFXeB1lBzhB0?iBSrBRwB,v115@zgB8HeC8FeC8GeD8CeG8DeC8Jem7IvhF0dB1lBzhBX?jBSrBRwB
ZISTLOJ,O,O,X,X,X,X,X,O,O,X,X,O,X,X,X,X
ZISTJLO,O,O,X,X,X,X,X,O,O,X,X,O,X,X,X,X
ZISTJOL,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X
ZISTOLJ,X,O,X,X,X,X,X,O,O,X,O,X,X,X,X,X
ZISTOJL,X,O,X,X,X,X,X,O,O,X,O,X,X,X,O,X
ZISLTJO,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZISLTOJ,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X
ZISLJTO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZISLJOT,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZISLOTJ,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZISLOJT,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZISJTLO,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X
ZISJTOL,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZISJLTO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZISJLOT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZISJOTL,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZISJOLT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZISOTLJ,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X
ZISOTJL,X,O,X,X,X,X,X,O,X,X,O,X,X,X,O,X
ZISOLTJ,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X
ZISOLJT,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZISOJTL,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X
ZISOJLT,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZIOTLJS,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,O
ZIOTLSJ,O,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X
ZIOTJLS,O,X,X,X,X,X,X,O,X,X,X,O,O,X,X,O
ZIOTJSL,X,O,X,X,X,O,X,O,X,X,X,X,X,X,O,O
ZIOTSLJ,X,O,X,X,O,O,X,O,X,X,O,X,X,X,X,X
ZIOTSJL,X,O,X,X,O,O,X,O,X,X,O,X,X,X,O,O
ZIOLTJS,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
ZIOLTSJ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZIOLJTS,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
ZIOLJST,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZIOLSTJ,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X
ZIOLSJT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZIOJTLS,O,X,X,X,X,O,X,O,X,X,X,O,O,X,X,O
ZIOJTSL,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,O
ZIOJLTS,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
ZIOJLST,O,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X
ZIOJSTL,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X
ZIOJSLT,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZIOSTLJ,X,O,X,X,O,X,X,O,X,X,O,X,X,X,X,X
ZIOSTJL,X,O,X,X,O,X,X,O,X,X,O,X,X,X,O,O
ZIOSLTJ,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X
ZIOSLJT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZIOSJTL,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X
ZIOSJLT,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZLTIJSO,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
ZLTIJOS,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLTISJO,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
ZLTISOJ,O,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X
ZLTIOJS,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
ZLTIOSJ,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
ZLTJISO,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
ZLTJIOS,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLTJSIO,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X
ZLTJSOI,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X
ZLTJOIS,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
ZLTJOSI,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
ZLTSIJO,O,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X
ZLTSIOJ,O,O,O,X,X,X,X,O,X,O,O,X,X,X,X,X
ZLTSJIO,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
ZLTSJOI,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
ZLTSOIJ,O,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X
ZLTSOJI,O,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X
ZLTOIJS,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
ZLTOISJ,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
ZLTOJIS,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
ZLTOJSI,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
ZLTOSIJ,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
ZLTOSJI,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLITJSO,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZLITJOS,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZLITSJO,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
ZLITSOJ,O,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X
ZLITOJS,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
ZLITOSJ,O,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X
ZLIJTSO,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
ZLIJTOS,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
ZLIJSTO,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZLIJSOT,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZLIJOTS,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLIJOST,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZLISTJO,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
ZLISTOJ,O,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X
ZLISJTO,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZLISJOT,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZLISOTJ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZLISOJT,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZLIOTJS,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZLIOTSJ,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
ZLIOJTS,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZLIOJST,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
ZLIOSTJ,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
ZLIOSJT,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZLJTISO,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
ZLJTIOS,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLJTSIO,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X
ZLJTSOI,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X
ZLJTOIS,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
ZLJTOSI,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
ZLJITSO,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
ZLJITOS,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
ZLJISTO,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZLJISOT,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZLJIOTS,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLJIOST,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZLJSTIO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZLJSTOI,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZLJSITO,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZLJSIOT,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZLJSOTI,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZLJSOIT,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZLJOTIS,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
ZLJOTSI,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
ZLJOITS,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLJOIST,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLJOSTI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLJOSIT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLSTIJO,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
ZLSTIOJ,O,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X
ZLSTJIO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZLSTJOI,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZLSTOIJ,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X
ZLSTOJI,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X
ZLSITJO,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X
ZLSITOJ,O,O,X,X,X,X,X,O,X,X,O,O,X,X,X,X
ZLSIJTO,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZLSIJOT,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZLSIOTJ,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZLSIOJT,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZLSJTIO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZLSJTOI,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZLSJITO,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZLSJIOT,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZLSJOTI,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZLSJOIT,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZLSOTIJ,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZLSOTJI,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZLSOITJ,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZLSOIJT,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZLSOJTI,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZLSOJIT,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZLOTIJS,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
ZLOTISJ,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
ZLOTJIS,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
ZLOTJSI,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
ZLOTSIJ,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
ZLOTSJI,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLOITJS,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZLOITSJ,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
ZLOIJTS,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
ZLOIJST,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
ZLOISTJ,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
ZLOISJT,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZLOJTIS,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
ZLOJTSI,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
ZLOJITS,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLOJIST,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLOJSTI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLOJSIT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLOSTIJ,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X
ZLOSTJI,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZLOSITJ,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X
ZLOSIJT,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZLOSJTI,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZLOSJIT,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZJTILSO,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
ZJTILOS,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJTISLO,O,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X
ZJTISOL,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X
ZJTIOLS,O,X,O,X,X,O,X,O,X,X,X,X,O,X,X,X
ZJTIOSL,X,X,O,X,X,O,X,O,X,O,X,X,X,X,X,X
ZJTLISO,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
ZJTLIOS,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJTLSIO,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X
ZJTLSOI,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X
ZJTLOIS,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X
ZJTLOSI,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X
ZJTSILO,O,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X
ZJTSIOL,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X
ZJTSLIO,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
ZJTSLOI,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X
ZJTSOIL,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X
ZJTSOLI,X,O,O,X,X,O,X,X,X,O,X,X,O,X,X,X
ZJTOILS,O,X,O,X,X,O,X,O,X,X,X,X,O,X,X,X
ZJTOISL,X,X,O,X,X,O,X,O,X,O,X,X,X,X,X,X
ZJTOLIS,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X
ZJTOLSI,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X
ZJTOSIL,X,O,O,X,X,O,X,O,X,O,X,X,X,X,X,X
ZJTOSLI,X,O,O,X,X,O,X,X,X,O,X,X,O,X,X,X
ZJITLSO,O,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X
ZJITLOS,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
ZJITSLO,O,O,O,X,X,X,X,O,X,O,X,O,X,X,X,X
ZJITSOL,X,O,O,X,X,X,X,X,X,O,X,X,X,X,O,X
ZJITOLS,O,X,O,X,X,X,X,O,X,X,X,O,O,X,X,O
ZJITOSL,X,O,O,X,X,X,X,O,X,O,X,X,X,X,O,O
ZJILTSO,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
ZJILTOS,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
ZJILSTO,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZJILSOT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJILOTS,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJILOST,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJISTLO,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X
ZJISTOL,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZJISLTO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJISLOT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJISOTL,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZJISOLT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJIOTLS,O,X,X,X,X,O,X,O,X,X,X,O,O,X,X,X
ZJIOTSL,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X
ZJIOLTS,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
ZJIOLST,O,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X
ZJIOSTL,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X
ZJIOSLT,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZJLTISO,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
ZJLTIOS,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJLTSIO,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X
ZJLTSOI,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X
ZJLTOIS,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
ZJLTOSI,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
ZJLITSO,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
ZJLITOS,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
ZJLISTO,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZJLISOT,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZJLIOTS,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJLIOST,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZJLSTIO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZJLSTOI,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZJLSITO,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZJLSIOT,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZJLSOTI,O,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X
ZJLSOIT,O,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X
ZJLOTIS,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
ZJLOTSI,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
ZJLOITS,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJLOIST,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
ZJLOSTI,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
ZJLOSIT,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
ZJSTILO,O,O,X,O,X,X,O,O,X,O,X,X,X,X,X,X
ZJSTIOL,X,O,X,O,X,O,O,X,X,O,X,X,X,X,X,X
ZJSTLIO,O,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X
ZJSTLOI,O,O,X,O,X,O,O,X,X,O,X,X,X,X,X,X
ZJSTOIL,X,O,X,O,X,O,O,X,X,O,X,X,X,X,X,X
ZJSTOLI,X,O,X,O,X,O,O,X,X,O,X,X,O,X,X,X
ZJSITLO,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZJSITOL,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZJSILTO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJSILOT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJSIOTL,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZJSIOLT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJSLTIO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZJSLTOI,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZJSLITO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJSLIOT,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZJSLOTI,O,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X
ZJSLOIT,O,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X
ZJSOTIL,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X
ZJSOTLI,X,O,X,X,X,O,O,X,X,X,O,X,O,X,X,X
ZJSOITL,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZJSOILT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJSOLTI,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X
ZJSOLIT,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X
ZJOTILS,O,X,O,X,X,O,X,O,X,X,X,X,O,X,X,X
ZJOTISL,X,X,O,X,X,O,X,O,X,O,X,X,X,X,X,X
ZJOTLIS,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X
ZJOTLSI,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X
ZJOTSIL,X,O,O,X,X,O,X,O,X,O,X,X,X,X,X,X
ZJOTSLI,X,O,O,X,X,O,X,X,X,O,X,X,O,X,X,X
ZJOITLS,O,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X
ZJOITSL,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X
ZJOILTS,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
ZJOILST,O,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X
ZJOISTL,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZJOISLT,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZJOLTIS,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
ZJOLTSI,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
ZJOLITS,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJOLIST,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
ZJOLSTI,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
ZJOLSIT,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
ZJOSTIL,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X
ZJOSTLI,X,O,X,X,X,O,O,X,X,X,X,X,O,X,X,X
ZJOSITL,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZJOSILT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJOSLTI,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
ZJOSLIT,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
ZSTILJO,O,O,X,O,X,X,O,O,O,O,X,X,X,X,X,X
ZSTILOJ,O,O,X,O,X,X,O,O,O,O,X,X,X,X,X,X
ZSTIJLO,O,O,X,O,X,X,O,O,O,O,X,X,X,X,X,X
ZSTIJOL,X,O,X,O,X,X,O,X,O,O,X,X,X,X,X,X
ZSTIOLJ,X,O,X,O,O,O,O,O,O,O,O,X,X,X,X,X
ZSTIOJL,X,O,X,O,O,O,O,O,O,O,O,X,X,X,X,X
ZSTLIJO,O,O,X,O,X,X,O,O,O,O,X,X,X,X,X,X
ZSTLIOJ,O,O,X,O,X,X,O,O,O,O,O,X,X,X,X,X
ZSTLJIO,O,O,X,O,X,X,O,X,O,O,X,X,X,X,X,X
ZSTLJOI,O,O,X,O,X,X,O,X,O,O,X,X,X,X,X,X
ZSTLOIJ,O,O,X,O,O,O,O,X,O,O,O,X,X,X,X,X
ZSTLOJI,O,O,X,O,O,O,O,X,O,O,O,X,X,X,X,X
ZSTJILO,O,O,X,O,X,X,O,O,O,O,X,X,X,X,X,X
ZSTJIOL,X,O,X,O,X,X,O,X,O,O,X,X,X,X,X,X
ZSTJLIO,O,O,X,O,X,X,O,X,O,O,X,X,X,X,X,X
ZSTJLOI,O,O,X,O,X,X,O,X,O,O,X,X,X,X,X,X
ZSTJOIL,X,O,X,O,O,O,O,X,O,O,X,X,X,X,X,X
ZSTJOLI,X,O,X,O,O,O,O,X,O,O,X,X,O,X,X,X
ZSTOILJ,X,O,X,O,O,O,O,O,O,O,O,X,X,X,X,X
ZSTOIJL,X,O,X,O,O,O,O,O,O,O,O,X,X,X,X,X
ZSTOLIJ,X,O,X,O,O,O,O,O,O,O,O,X,X,X,X,X
ZSTOLJI,X,O,X,O,O,O,O,X,O,O,O,X,X,X,X,X
ZSTOJIL,X,O,X,O,O,O,O,O,O,O,O,X,X,X,X,X
ZSTOJLI,X,O,X,O,O,O,O,X,O,O,O,X,O,X,X,X
ZSITLJO,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X
ZSITLOJ,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X
ZSITJLO,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X
ZSITJOL,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X
ZSITOLJ,X,O,X,X,X,X,X,O,O,X,O,X,X,X,X,X
ZSITOJL,X,O,X,X,X,X,X,O,O,X,O,X,X,X,O,X
ZSILTJO,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZSILTOJ,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X
ZSILJTO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSILJOT,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZSILOTJ,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
