sequence,v115@0gA8DeA8DeA8CeB8DeA8CeC8CeB8BeB8CeH8AeA8Je?Z/IvhFTbBOhBfjB6jB0lBFtB,v115@0gA8DeA8DeA8CeB8DeA8CeC8CeB8BeB8CeH8AeA8Je?Z/IvhFOgBXcBSjBUjBzlBFtB,v115@0gA8DeA8DeA8CeB8DeA8CeC8CeB8BeB8CeH8AeA8Je?Z/IvhFOhBfjB6jBTgB0lBFtB,v115@0gA8DeA8DeA8CeB8DeA8CeC8CeB8BeB8CeH8AeA8Je?Z/IvhFTbBGeBylBUjBXmBFtB,v115@0gA8DeA8DeA8CeB8DeA8CeC8CeB8BeB8CeH8AeA8Je?Z/IvhFXcBCeB2lBTjB0lBFtB,v115@0gA8DeA8DeA8CeB8DeA8CeC8CeB8BeB8CeH8AeA8Je?Z/IvhFOgBXcBFjBzlBctBCtB,v115@0gA8DeA8DeA8CeB8DeA8CeC8CeB8BeB8CeH8AeA8Je?Z/IvhF0bBCeB/lBTjBOmBFtB,v115@0gA8DeA8DeA8CeB8DeA8CeC8CeB8BeB8CeH8AeA8Je?Z/IvhFWjBigBXhBTjB0lBFtB,v115@0gA8DeA8DeA8CeB8DeA8CeC8CeB8BeB8CeH8AeA8Je?Z/IvhFWjBigB0gBTjBXmBFtB
LTSZJOI,O,X,O,O,X,X,X,X,X
LTSZOIJ,O,X,O,O,X,X,O,X,X
LTSZOJI,O,X,O,O,X,X,O,X,X
LTSOIJZ,O,O,O,X,O,X,O,X,X
LTSOIZJ,O,O,O,O,O,X,O,X,X
LTSOJIZ,O,O,O,X,O,X,O,X,X
LTSOJZI,O,O,O,X,O,X,O,X,X
LTSOZIJ,O,O,O,O,O,X,O,X,X
LTSOZJI,O,O,O,O,O,X,O,X,X
LTZIJSO,O,O,X,O,X,X,X,O,O
LTZIJOS,O,X,X,O,X,X,X,O,O
LTZISJO,O,O,X,O,X,X,X,X,X
LTZISOJ,O,X,X,O,X,X,X,X,X
LTZIOJS,O,O,X,O,X,X,X,X,X
LTZIOSJ,O,O,X,O,X,X,X,X,X
LTZJISO,O,O,X,O,X,X,X,O,O
LTZJIOS,O,X,X,O,X,X,X,O,O
LTZJSIO,O,O,X,O,X,X,X,X,X
LTZJSOI,O,X,X,O,X,X,X,X,X
LTZJOIS,O,X,X,O,X,X,X,X,X
LTZJOSI,O,X,X,O,X,X,X,X,X
LTZSIJO,O,O,X,O,X,X,X,X,X
LTZSIOJ,O,X,X,O,X,X,X,X,X
LTZSJIO,O,O,X,O,X,X,X,X,X
LTZSJOI,O,X,X,O,X,X,X,X,X
LTZSOIJ,O,X,X,O,X,X,X,X,X
LTZSOJI,O,X,X,O,X,X,X,X,X
LTZOIJS,O,O,X,O,X,X,X,X,X
LTZOISJ,O,O,X,O,X,X,X,X,X
LTZOJIS,O,O,X,O,X,X,X,X,X
LTZOJSI,O,O,X,O,X,X,X,X,X
LTZOSIJ,O,O,X,O,X,X,X,X,X
LTZOSJI,O,O,X,O,X,X,X,X,X
LTOIJSZ,X,O,O,X,O,X,O,O,O
LTOIJZS,X,O,X,O,O,X,X,O,O
LTOISJZ,X,O,O,X,O,X,O,X,X
LTOISZJ,X,O,O,O,O,X,O,X,X
LTOIZJS,X,O,X,O,O,X,X,X,X
LTOIZSJ,X,O,X,O,O,X,O,X,X
LTOJISZ,X,O,O,X,O,X,O,O,O
LTOJIZS,X,O,X,O,O,X,X,O,O
LTOJSIZ,X,O,O,X,O,X,O,X,X
LTOJSZI,X,O,O,X,O,X,O,X,X
LTOJZIS,X,O,X,O,O,X,X,X,X
LTOJZSI,X,O,X,O,O,X,X,X,X
LTOSIJZ,X,O,O,X,O,X,O,X,X
LTOSIZJ,X,O,O,O,O,X,O,X,X
LTOSJIZ,X,O,O,X,O,X,O,X,X
LTOSJZI,X,O,O,X,O,X,O,X,X
LTOSZIJ,X,O,O,O,O,X,O,X,X
LTOSZJI,X,O,O,O,O,X,O,X,X
LTOZIJS,X,O,X,O,O,X,X,X,X
LTOZISJ,X,O,X,O,O,X,O,X,X
LTOZJIS,X,O,X,O,O,X,X,X,X
LTOZJSI,X,O,X,O,O,X,X,X,X
LTOZSIJ,X,O,X,O,O,X,O,X,X
LTOZSJI,X,O,X,O,O,X,O,X,X
LITJSZO,O,O,O,X,X,X,X,O,O
LITJSOZ,O,O,O,X,O,X,X,O,O
LITJZSO,O,O,X,O,X,X,X,O,O
LITJZOS,O,X,X,O,X,X,X,O,O
LITJOSZ,X,O,O,X,O,X,X,O,O
LITJOZS,X,O,X,O,O,X,X,O,O
LITSJZO,O,O,O,X,X,X,X,O,O
LITSJOZ,O,O,O,X,O,X,X,O,O
LITSZJO,O,O,O,O,X,X,X,X,X
LITSZOJ,O,X,O,O,X,X,O,X,X
LITSOJZ,O,O,O,X,O,X,O,X,X
LITSOZJ,O,O,O,O,O,X,O,X,X
LITZJSO,O,O,X,O,X,X,X,O,O
LITZJOS,O,X,X,O,X,X,X,O,O
LITZSJO,O,O,X,O,X,X,X,X,X
LITZSOJ,O,X,X,O,X,X,X,X,X
LITZOJS,O,O,X,O,X,X,X,X,X
LITZOSJ,O,O,X,O,X,X,X,X,X
LITOJSZ,X,O,O,X,O,X,O,O,O
LITOJZS,X,O,X,O,O,X,X,O,O
LITOSJZ,X,O,O,X,O,X,O,X,X
LITOSZJ,X,O,O,O,O,X,O,X,X
LITOZJS,X,O,X,O,O,X,X,X,X
LITOZSJ,X,O,X,O,O,X,O,X,X
LIJTSZO,O,O,O,X,X,X,X,O,O
LIJTSOZ,O,O,O,X,O,X,X,O,O
LIJTZSO,O,O,X,O,X,X,X,O,O
LIJTZOS,O,X,X,O,X,X,X,O,O
LIJTOSZ,X,O,O,X,O,X,X,O,O
LIJTOZS,X,X,X,O,O,X,X,O,O
LIJSTZO,O,O,X,X,X,X,X,O,O
LIJSTOZ,X,O,O,X,O,X,X,O,O
LIJSZTO,O,O,X,X,X,X,X,O,O
LIJSZOT,O,O,O,X,X,X,X,X,X
LIJSOTZ,X,X,O,X,X,X,X,O,X
LIJSOZT,O,O,O,X,X,X,X,X,X
LIJZTSO,O,X,X,X,X,X,X,O,O
LIJZTOS,O,X,X,O,X,X,X,O,O
LIJZSTO,O,O,X,X,X,X,X,O,O
LIJZSOT,O,O,X,O,X,X,X,X,X
LIJZOTS,O,X,X,O,X,X,X,X,O
LIJZOST,O,X,X,O,X,X,X,X,X
LIJOTSZ,X,O,O,X,X,X,X,O,O
LIJOTZS,X,X,X,O,X,X,X,O,O
LIJOSTZ,X,O,O,X,X,X,X,O,X
LIJOSZT,X,O,O,X,X,X,X,X,X
LIJOZTS,X,X,X,O,X,X,X,X,O
LIJOZST,X,O,X,O,X,X,X,X,X
LISTJZO,O,O,X,X,X,X,X,O,O
LISTJOZ,X,O,O,X,O,X,X,O,O
LISTZJO,O,O,X,O,X,X,X,X,X
LISTZOJ,O,X,X,O,X,X,O,X,X
LISTOJZ,X,O,O,X,O,X,O,X,X
LISTOZJ,X,X,X,O,O,X,O,X,X
LISJTZO,O,O,X,X,X,X,X,O,O
LISJTOZ,X,O,O,X,O,X,X,O,O
LISJZTO,O,O,X,X,X,X,X,O,O
LISJZOT,O,O,O,X,X,X,X,X,X
LISJOTZ,X,X,O,X,X,X,X,O,X
LISJOZT,O,O,O,X,X,X,X,X,X
LISZTJO,O,X,X,X,X,X,X,X,X
LISZTOJ,O,X,X,X,X,X,O,X,X
LISZJTO,O,O,X,X,X,X,X,X,X
LISZJOT,O,O,O,O,X,X,X,X,X
LISZOTJ,O,X,X,X,X,X,X,X,X
LISZOJT,O,X,O,O,X,X,X,X,X
LISOTJZ,X,O,O,X,X,X,X,X,X
LISOTZJ,X,X,X,O,X,X,X,X,X
LISOJTZ,X,O,O,X,X,X,X,X,X
LISOJZT,O,O,O,X,X,X,X,X,X
LISOZTJ,O,X,X,X,X,X,X,X,X
LISOZJT,O,O,O,O,X,X,X,X,X
LIZTJSO,O,X,X,O,X,X,X,O,O
LIZTJOS,O,X,X,O,X,X,X,O,O
LIZTSJO,O,X,X,O,X,X,X,X,X
LIZTSOJ,O,X,X,O,X,X,X,X,X
LIZTOJS,O,X,X,O,X,O,X,X,X
LIZTOSJ,O,X,X,O,X,O,X,X,X
LIZJTSO,O,X,X,X,X,X,X,O,O
LIZJTOS,O,X,X,O,X,X,X,O,O
LIZJSTO,O,O,X,X,X,X,X,O,O
LIZJSOT,O,O,X,O,X,X,X,X,X
LIZJOTS,O,X,X,O,X,X,X,X,O
LIZJOST,O,X,X,O,X,X,X,X,X
LIZSTJO,O,X,X,X,X,X,X,X,X
LIZSTOJ,O,X,X,X,X,X,X,X,X
LIZSJTO,O,O,X,X,X,X,X,X,X
LIZSJOT,O,O,X,O,X,X,X,X,X
LIZSOTJ,O,X,X,X,X,X,X,X,X
LIZSOJT,O,X,X,O,X,X,X,X,X
LIZOTJS,O,X,X,O,X,O,X,X,X
LIZOTSJ,O,X,X,O,X,O,X,X,X
LIZOJTS,O,X,X,O,X,O,X,X,X
LIZOJST,O,O,X,O,X,O,X,X,X
LIZOSTJ,O,X,X,X,X,O,X,X,X
LIZOSJT,O,O,X,O,X,O,X,X,X
LIOTJSZ,X,O,O,X,X,X,X,O,O
LIOTJZS,X,O,X,O,X,X,X,O,O
LIOTSJZ,X,O,O,X,X,X,X,X,X
LIOTSZJ,X,O,O,O,X,X,X,X,X
LIOTZJS,X,O,X,O,X,X,X,X,X
LIOTZSJ,X,O,X,O,X,X,X,X,X
LIOJTSZ,X,O,O,X,X,X,X,O,O
LIOJTZS,X,O,X,O,X,X,X,O,O
LIOJSTZ,X,O,O,X,X,X,X,O,X
LIOJSZT,X,O,O,X,X,O,X,X,X
LIOJZTS,X,X,X,O,X,O,X,X,O
LIOJZST,X,O,X,O,X,O,X,X,X
LIOSTJZ,X,O,O,X,X,X,X,X,X
LIOSTZJ,X,O,X,O,X,X,X,X,X
LIOSJTZ,X,O,O,X,X,X,X,X,X
LIOSJZT,X,O,O,X,X,O,X,X,X
LIOSZTJ,X,X,X,X,X,O,X,X,X
LIOSZJT,X,O,O,O,X,O,X,X,X
LIOZTJS,X,X,X,O,X,O,X,X,X
LIOZTSJ,X,X,X,O,X,O,X,X,X
LIOZJTS,X,X,X,O,X,O,X,X,X
LIOZJST,X,O,X,O,X,O,X,X,X
LIOZSTJ,X,X,X,X,X,O,X,X,X
LIOZSJT,X,O,X,O,X,O,X,X,X
LJTISZO,O,O,O,X,X,X,X,O,O
LJTISOZ,O,O,O,X,O,X,X,O,O
LJTIZSO,O,O,X,O,X,X,X,O,O
LJTIZOS,O,X,X,O,X,X,X,O,O
LJTIOSZ,X,O,O,X,O,X,X,O,O
LJTIOZS,X,X,X,O,O,X,X,O,O
LJTSIZO,O,O,O,X,X,X,X,O,O
LJTSIOZ,O,O,O,X,O,X,X,O,O
LJTSZIO,O,O,O,X,X,X,X,X,X
LJTSZOI,O,X,O,X,X,X,X,X,X
LJTSOIZ,O,O,O,X,O,X,X,X,X
LJTSOZI,O,X,O,X,O,X,X,X,X
LJTZISO,O,O,X,O,X,X,X,O,O
LJTZIOS,O,X,X,O,X,X,X,O,O
LJTZSIO,O,O,X,O,X,X,X,X,X
LJTZSOI,O,X,X,O,X,X,X,X,X
LJTZOIS,O,X,X,O,X,X,X,X,X
LJTZOSI,O,X,X,O,X,X,X,X,X
LJTOISZ,X,O,O,X,O,X,X,O,O
LJTOIZS,X,X,X,O,O,X,X,O,O
LJTOSIZ,X,O,O,X,O,X,X,X,X
LJTOSZI,X,X,O,X,O,X,X,X,X
LJTOZIS,X,X,X,O,O,X,X,X,X
LJTOZSI,X,X,X,O,O,X,X,X,X
LJITSZO,O,O,O,X,X,X,X,O,O
LJITSOZ,O,O,O,X,O,X,X,O,O
LJITZSO,O,O,X,O,X,X,X,O,O
LJITZOS,O,X,X,O,X,X,X,O,O
LJITOSZ,X,O,O,X,O,X,X,O,O
LJITOZS,X,X,X,O,O,X,X,O,O
LJISTZO,O,O,X,X,X,X,X,O,O
LJISTOZ,X,O,O,X,O,X,X,O,O
LJISZTO,O,O,X,X,X,X,X,O,O
LJISZOT,O,O,O,X,X,X,X,X,X
LJISOTZ,X,X,O,X,X,X,X,O,X
LJISOZT,O,O,O,X,X,X,X,X,X
LJIZTSO,O,X,X,X,X,X,X,O,O
LJIZTOS,O,X,X,O,X,X,X,O,O
LJIZSTO,O,O,X,X,X,X,X,O,O
LJIZSOT,O,O,X,O,X,X,X,X,X
LJIZOTS,O,X,X,O,X,X,X,X,O
LJIZOST,O,X,X,O,X,X,X,X,X
LJIOTSZ,X,O,O,X,X,X,X,O,O
LJIOTZS,X,X,X,O,X,X,X,O,O
LJIOSTZ,X,O,O,X,X,X,X,O,X
LJIOSZT,X,O,O,X,X,X,X,X,X
LJIOZTS,X,X,X,O,X,X,X,X,O
LJIOZST,X,O,X,O,X,X,X,X,X
LJSTIZO,O,O,X,X,X,X,X,X,X
LJSTIOZ,X,O,O,X,O,X,X,X,X
LJSTZIO,O,O,X,X,X,X,X,X,X
LJSTZOI,O,X,X,X,X,X,X,X,X
LJSTOIZ,X,O,O,X,O,X,X,X,X
LJSTOZI,X,X,X,X,O,X,X,X,X
LJSITZO,O,O,X,X,X,X,X,O,O
LJSITOZ,X,O,O,X,O,X,X,O,O
LJSIZTO,O,O,X,X,X,X,X,O,O
LJSIZOT,O,O,O,X,X,X,X,X,X
LJSIOTZ,X,X,O,X,X,X,X,O,X
LJSIOZT,O,O,O,X,X,X,X,X,X
LJSZTIO,O,X,X,X,X,X,X,X,X
LJSZTOI,O,X,X,X,X,X,X,X,X
LJSZITO,O,O,X,X,X,X,X,X,X
LJSZIOT,O,O,O,X,X,X,X,X,X
LJSZOTI,O,X,X,X,X,X,X,X,X
LJSZOIT,O,X,O,X,X,X,X,X,X
LJSOTIZ,X,X,O,X,X,X,X,X,X
LJSOTZI,X,X,X,X,X,X,X,X,X
LJSOITZ,X,X,O,X,X,X,X,X,X
LJSOIZT,O,O,O,X,X,X,X,X,X
LJSOZTI,O,X,X,X,X,X,X,X,X
LJSOZIT,O,X,O,X,X,X,X,X,X
LJZTISO,O,X,X,X,X,X,X,X,X
LJZTIOS,O,X,X,O,X,X,X,X,X
LJZTSIO,O,X,X,X,X,X,X,X,X
LJZTSOI,O,X,X,X,X,X,X,X,X
LJZTOIS,O,X,X,O,X,X,X,X,X
LJZTOSI,O,X,X,X,X,X,X,X,X
LJZITSO,O,X,X,X,X,X,X,O,O
LJZITOS,O,X,X,O,X,X,X,O,O
LJZISTO,O,O,X,X,X,X,X,O,O
LJZISOT,O,O,X,O,X,X,X,X,X
LJZIOTS,O,X,X,O,X,X,X,X,O
LJZIOST,O,X,X,O,X,X,X,X,X
LJZSTIO,O,X,X,X,X,X,X,X,X
LJZSTOI,O,X,X,X,X,X,X,X,X
LJZSITO,O,O,X,X,X,X,X,X,X
LJZSIOT,O,O,X,O,X,X,X,X,X
LJZSOTI,O,X,X,X,X,X,X,X,X
LJZSOIT,O,X,X,O,X,X,X,X,X
LJZOTIS,O,X,X,O,X,X,X,X,X
LJZOTSI,O,X,X,X,X,X,X,X,X
LJZOITS,O,X,X,O,X,X,X,X,X
LJZOIST,O,X,X,O,X,X,X,X,X
LJZOSTI,O,X,X,X,X,X,X,X,X
LJZOSIT,O,X,X,O,X,X,X,X,X
LJOTISZ,X,O,O,X,X,X,X,X,X
LJOTIZS,X,X,X,O,X,X,X,X,X
LJOTSIZ,X,O,O,X,X,X,X,X,X
LJOTSZI,X,X,O,X,X,X,X,X,X
LJOTZIS,X,X,X,O,X,X,X,X,X
LJOTZSI,X,X,X,O,X,X,X,X,X
LJOITSZ,X,O,O,X,X,X,X,O,O
LJOITZS,X,X,X,O,X,X,X,O,O
LJOISTZ,X,O,O,X,X,X,X,O,X
LJOISZT,X,O,O,X,X,X,X,X,X
LJOIZTS,X,X,X,O,X,X,X,X,O
LJOIZST,X,O,X,O,X,X,X,X,X
LJOSTIZ,X,O,O,X,X,X,X,X,X
LJOSTZI,X,X,X,X,X,X,X,X,X
LJOSITZ,X,O,O,X,X,X,X,X,X
LJOSIZT,X,O,O,X,X,X,X,X,X
LJOSZTI,X,X,X,X,X,X,X,X,X
LJOSZIT,X,O,O,X,X,X,X,X,X
LJOZTIS,X,X,X,O,X,X,X,X,X
LJOZTSI,X,X,X,X,X,X,X,X,X
LJOZITS,X,X,X,O,X,X,X,X,X
LJOZIST,X,O,X,O,X,X,X,X,X
LJOZSTI,X,X,X,X,X,X,X,X,X
LJOZSIT,X,O,X,O,X,X,X,X,X
LSTIJZO,O,O,X,X,X,X,X,O,O
LSTIJOZ,X,O,O,X,O,X,X,O,O
LSTIZJO,O,O,X,O,X,X,X,X,X
LSTIZOJ,O,X,X,O,X,X,O,X,X
LSTIOJZ,X,O,O,X,O,X,O,X,X
LSTIOZJ,X,X,X,O,O,X,O,X,X
LSTJIZO,O,O,X,X,X,X,X,O,O
LSTJIOZ,X,O,O,X,O,X,X,O,O
LSTJZIO,O,O,X,X,X,X,X,X,X
LSTJZOI,O,X,X,X,X,X,X,X,X
LSTJOIZ,X,O,O,X,O,X,X,X,X
LSTJOZI,X,X,X,X,O,X,X,X,X
LSTZIJO,O,O,X,O,X,X,X,X,X
LSTZIOJ,O,X,X,O,X,X,O,X,X
LSTZJIO,O,O,X,O,X,X,X,X,X
LSTZJOI,O,X,X,O,X,X,X,X,X
LSTZOIJ,O,X,X,O,X,X,O,X,X
LSTZOJI,O,X,X,O,X,X,O,X,X
LSTOIJZ,X,O,O,X,O,X,O,X,X
LSTOIZJ,X,X,X,O,O,X,O,X,X
LSTOJIZ,X,O,O,X,O,X,O,X,X
LSTOJZI,X,X,X,X,O,X,O,X,X
LSTOZIJ,X,X,X,O,O,X,O,X,X
LSTOZJI,X,X,X,O,O,X,O,X,X
LSITJZO,O,O,X,X,X,X,X,O,O
LSITJOZ,X,O,O,X,O,X,X,O,O
LSITZJO,O,O,X,O,X,X,X,X,X
LSITZOJ,O,X,X,O,X,X,O,X,X
LSITOJZ,X,O,O,X,O,X,O,X,X
LSITOZJ,X,X,X,O,O,X,O,X,X
LSIJTZO,O,O,X,X,X,X,X,O,O
LSIJTOZ,X,O,O,X,O,X,X,O,O
LSIJZTO,O,O,X,X,X,X,X,O,O
LSIJZOT,O,O,O,X,X,X,X,X,X
LSIJOTZ,X,X,O,X,X,X,X,O,X
LSIJOZT,O,O,O,X,X,X,X,X,X
LSIZTJO,O,X,X,X,X,X,X,X,X
LSIZTOJ,O,X,X,X,X,X,O,X,X
LSIZJTO,O,O,X,X,X,X,X,X,X
LSIZJOT,O,O,O,O,X,X,X,X,X
LSIZOTJ,O,X,X,X,X,X,X,X,X
LSIZOJT,O,X,O,O,X,X,X,X,X
LSIOTJZ,X,O,O,X,X,X,X,X,X
LSIOTZJ,X,X,X,O,X,X,X,X,X
LSIOJTZ,X,O,O,X,X,X,X,X,X
LSIOJZT,O,O,O,X,X,X,X,X,X
LSIOZTJ,O,X,X,X,X,X,X,X,X
LSIOZJT,O,O,O,O,X,X,X,X,X
LSJTIZO,O,O,X,X,X,X,X,X,X
LSJTIOZ,X,O,O,X,O,X,X,X,X
LSJTZIO,O,O,X,X,X,X,X,X,X
LSJTZOI,O,X,X,X,X,X,X,X,X
LSJTOIZ,X,O,O,X,O,X,X,X,X
LSJTOZI,X,X,X,X,O,X,X,X,X
LSJITZO,O,O,X,X,X,X,X,O,O
LSJITOZ,X,O,O,X,O,X,X,O,O
LSJIZTO,O,O,X,X,X,X,X,O,O
LSJIZOT,O,O,O,X,X,X,X,X,X
LSJIOTZ,X,X,O,X,X,X,X,O,X
LSJIOZT,O,O,O,X,X,X,X,X,X
LSJZTIO,O,X,X,X,X,X,X,X,X
LSJZTOI,O,X,X,X,X,X,X,X,X
LSJZITO,O,O,X,X,X,X,X,X,X
LSJZIOT,O,O,O,X,X,X,X,X,X
LSJZOTI,O,X,X,X,X,X,X,X,X
LSJZOIT,O,X,O,X,X,X,X,X,X
LSJOTIZ,X,X,O,X,X,X,X,X,X
LSJOTZI,X,X,X,X,X,X,X,X,X
LSJOITZ,X,X,O,X,X,X,X,X,X
LSJOIZT,O,O,O,X,X,X,X,X,X
LSJOZTI,O,X,X,X,X,X,X,X,X
LSJOZIT,O,X,O,X,X,X,X,X,X
LSZTIJO,O,X,X,X,X,X,X,X,X
LSZTIOJ,O,X,X,X,X,X,O,X,X
LSZTJIO,O,X,X,X,X,X,X,X,X
LSZTJOI,O,X,X,X,X,X,X,X,X
LSZTOIJ,O,X,X,X,X,X,O,X,X
LSZTOJI,O,X,X,X,X,X,O,X,X
LSZITJO,O,X,X,X,X,X,X,X,X
LSZITOJ,O,X,X,X,X,X,O,X,X
LSZIJTO,O,O,X,X,X,X,X,X,X
LSZIJOT,O,O,O,O,X,X,X,X,X
LSZIOTJ,O,X,X,X,X,X,X,X,X
LSZIOJT,O,X,O,O,X,X,X,X,X
LSZJTIO,O,X,X,X,X,X,X,X,X
LSZJTOI,O,X,X,X,X,X,X,X,X
LSZJITO,O,O,X,X,X,X,X,X,X
LSZJIOT,O,O,O,O,X,X,X,X,X
LSZJOTI,O,X,X,X,X,X,X,X,X
LSZJOIT,O,X,O,O,X,X,X,X,X
LSZOTIJ,O,X,X,X,X,X,X,X,X
LSZOTJI,O,X,X,X,X,X,X,X,X
LSZOITJ,O,X,X,X,X,X,X,X,X
LSZOIJT,O,X,O,O,X,X,X,X,X
LSZOJTI,O,X,X,X,X,X,X,X,X
LSZOJIT,O,X,O,O,X,X,X,X,X
LSOTIJZ,X,O,O,X,X,X,X,X,X
LSOTIZJ,X,X,X,O,X,X,X,X,X
LSOTJIZ,X,O,O,X,X,X,X,X,X
LSOTJZI,X,X,X,X,X,X,X,X,X
LSOTZIJ,X,X,X,O,X,X,X,X,X
LSOTZJI,X,X,X,O,X,X,X,X,X
LSOITJZ,X,O,O,X,X,X,X,X,X
LSOITZJ,X,X,X,O,X,X,X,X,X
LSOIJTZ,X,O,O,X,X,X,X,X,X
LSOIJZT,O,O,O,X,X,X,X,X,X
LSOIZTJ,O,X,X,X,X,X,X,X,X
LSOIZJT,O,O,O,O,X,X,X,X,X
LSOJTIZ,X,O,O,X,X,X,X,X,X
LSOJTZI,X,X,X,X,X,X,X,X,X
LSOJITZ,X,O,O,X,X,X,X,X,X
LSOJIZT,O,O,O,X,X,X,X,X,X
LSOJZTI,O,X,X,X,X,X,X,X,X
LSOJZIT,O,O,O,X,X,X,X,X,X
LSOZTIJ,O,X,X,X,X,X,X,X,X
LSOZTJI,O,X,X,X,X,X,X,X,X
LSOZITJ,O,X,X,X,X,X,X,X,X
LSOZIJT,O,O,O,O,X,X,X,X,X
LSOZJTI,O,X,X,X,X,X,X,X,X
LSOZJIT,O,O,O,O,X,X,X,X,X
LZTIJSO,O,X,X,O,X,X,X,O,O
LZTIJOS,O,X,X,O,X,X,X,O,O
LZTISJO,O,X,X,O,X,X,X,X,X
LZTISOJ,O,X,X,O,X,X,X,X,X
LZTIOJS,O,X,X,O,X,O,X,X,X
LZTIOSJ,O,X,X,O,X,O,X,X,X
LZTJISO,O,X,X,O,X,X,X,O,O
LZTJIOS,O,X,X,O,X,X,X,O,O
LZTJSIO,O,X,X,O,X,X,X,X,X
LZTJSOI,O,X,X,O,X,X,X,X,X
LZTJOIS,O,X,X,O,X,X,X,X,X
LZTJOSI,O,X,X,O,X,X,X,X,X
LZTSIJO,O,X,X,O,X,X,X,X,X
LZTSIOJ,O,X,X,O,X,X,X,X,X
LZTSJIO,O,X,X,O,X,X,X,X,X
LZTSJOI,O,X,X,O,X,X,X,X,X
LZTSOIJ,O,X,X,O,X,X,X,X,X
LZTSOJI,O,X,X,O,X,X,X,X,X
LZTOIJS,O,X,X,O,X,O,X,X,X
LZTOISJ,O,X,X,O,X,O,X,X,X
LZTOJIS,O,X,X,O,X,O,X,X,X
LZTOJSI,O,X,X,O,X,O,X,X,X
LZTOSIJ,O,X,X,O,X,O,X,X,X
LZTOSJI,O,X,X,O,X,O,X,X,X
LZITJSO,O,X,X,O,X,X,X,O,O
LZITJOS,O,X,X,O,X,X,X,O,O
LZITSJO,O,X,X,O,X,X,X,X,X
LZITSOJ,O,X,X,O,X,X,X,X,X
LZITOJS,O,X,X,O,X,O,X,X,X
LZITOSJ,O,X,X,O,X,O,X,X,X
LZIJTSO,O,X,X,X,X,X,X,O,O
LZIJTOS,O,X,X,O,X,X,X,O,O
LZIJSTO,O,O,X,X,X,X,X,O,O
LZIJSOT,O,O,X,O,X,X,X,X,X
LZIJOTS,O,X,X,O,X,X,X,X,O
LZIJOST,O,X,X,O,X,X,X,X,X
LZISTJO,O,X,X,X,X,X,X,X,X
LZISTOJ,O,X,X,X,X,X,X,X,X
LZISJTO,O,O,X,X,X,X,X,X,X
LZISJOT,O,O,X,O,X,X,X,X,X
LZISOTJ,O,X,X,X,X,X,X,X,X
LZISOJT,O,X,X,O,X,X,X,X,X
LZIOTJS,O,X,X,O,X,O,X,X,X
LZIOTSJ,O,X,X,O,X,O,X,X,X
LZIOJTS,O,X,X,O,X,O,X,X,X
LZIOJST,O,O,X,O,X,O,X,X,X
LZIOSTJ,O,X,X,X,X,O,X,X,X
LZIOSJT,O,O,X,O,X,O,X,X,X
LZJTISO,O,X,X,X,X,X,X,X,X
LZJTIOS,O,X,X,O,X,X,X,X,X
LZJTSIO,O,X,X,X,X,X,X,X,X
LZJTSOI,O,X,X,X,X,X,X,X,X
LZJTOIS,O,X,X,O,X,X,X,X,X
LZJTOSI,O,X,X,X,X,X,X,X,X
LZJITSO,O,X,X,X,X,X,X,O,O
LZJITOS,O,X,X,O,X,X,X,O,O
LZJISTO,O,O,X,X,X,X,X,O,O
LZJISOT,O,O,X,O,X,X,X,X,X
LZJIOTS,O,X,X,O,X,X,X,X,O
LZJIOST,O,X,X,O,X,X,X,X,X
LZJSTIO,O,X,X,X,X,X,X,X,X
LZJSTOI,O,X,X,X,X,X,X,X,X
LZJSITO,O,O,X,X,X,X,X,X,X
LZJSIOT,O,O,X,O,X,X,X,X,X
LZJSOTI,O,X,X,X,X,X,X,X,X
LZJSOIT,O,X,X,O,X,X,X,X,X
LZJOTIS,O,X,X,O,X,X,X,X,X
LZJOTSI,O,X,X,X,X,X,X,X,X
LZJOITS,O,X,X,O,X,X,X,X,X
LZJOIST,O,X,X,O,X,X,X,X,X
LZJOSTI,O,X,X,X,X,X,X,X,X
LZJOSIT,O,X,X,O,X,X,X,X,X
LZSTIJO,O,X,X,X,X,X,X,X,X
LZSTIOJ,O,X,X,X,X,X,X,X,X
LZSTJIO,O,X,X,X,X,X,X,X,X
LZSTJOI,O,X,X,X,X,X,X,X,X
LZSTOIJ,O,X,X,X,X,X,X,X,X
LZSTOJI,O,X,X,X,X,X,X,X,X
LZSITJO,O,X,X,X,X,X,X,X,X
LZSITOJ,O,X,X,X,X,X,X,X,X
LZSIJTO,O,O,X,X,X,X,X,X,X
LZSIJOT,O,O,X,O,X,X,X,X,X
LZSIOTJ,O,X,X,X,X,X,X,X,X
LZSIOJT,O,X,X,O,X,X,X,X,X
LZSJTIO,O,X,X,X,X,X,X,X,X
LZSJTOI,O,X,X,X,X,X,X,X,X
LZSJITO,O,O,X,X,X,X,X,X,X
LZSJIOT,O,O,X,O,X,X,X,X,X
LZSJOTI,O,X,X,X,X,X,X,X,X
LZSJOIT,O,X,X,O,X,X,X,X,X
LZSOTIJ,O,X,X,X,X,X,X,X,X
LZSOTJI,O,X,X,X,X,X,X,X,X
LZSOITJ,O,X,X,X,X,X,X,X,X
LZSOIJT,O,X,X,O,X,X,X,X,X
LZSOJTI,O,X,X,X,X,X,X,X,X
LZSOJIT,O,X,X,O,X,X,X,X,X
