sequence,v115@7gE8FeE8EeD8EeE8DeC8Jex6IvhFXcBFiB8nB6rBOs?BzqB,v115@7gE8FeE8EeD8EeE8DeC8Jex6IvhFXcBTdBcmBynBWw?BFsB,v115@7gE8FeE8EeD8EeE8DeC8Jex6IvhFXdBamBziB0hBWw?BFsB,v115@7gE8FeE8EeD8EeE8DeC8Jex6IvhFTdBFhB8nBasBGr?BXrB,v115@7gE8FeE8EeD8EeE8DeC8Jex6IvhFFhBXiB8nB6rBOs?BzqB,v115@7gE8FeE8EeD8EeE8DeC8Jex6IvhFeiBfjBFhBcsB6r?BzqB,v115@7gE8FeE8EeD8EeE8DeC8Jex6IvhFTdBFhB8nBSrBes?BXrB,v115@7gE8FeE8EeD8EeE8DeC8Jex6IvhFKiBfjBFhBWsBzq?B0rB,v115@7gE8FeE8EeD8EeE8DeC8Jex6IvhFeiBfjBFhBcsBCr?BTrB,v115@7gE8FeE8EeD8EeE8DeC8Jex6IvhF6hB0dB2nBVrBXs?BzqB,v115@7gE8FeE8EeD8EeE8DeC8Jex6IvhF0dB3hBlnBuqBTm?BywB
LJZIOST,X,O,O,O,X,X,O,X,X,X,X
LJZSTIO,O,O,X,O,X,X,O,X,X,O,X
LJZSTOI,O,O,X,O,X,X,O,X,X,O,X
LJZSITO,O,O,X,O,X,X,O,X,X,O,X
LJZSIOT,X,O,X,O,X,X,O,X,X,X,X
LJZSOTI,X,O,X,O,X,X,O,X,X,X,X
LJZSOIT,X,O,X,O,X,X,O,X,X,X,X
LJZOTIS,X,O,O,O,X,X,O,X,X,X,X
LJZOTSI,X,O,O,O,X,X,O,X,X,X,X
LJZOITS,X,O,O,O,X,X,O,X,X,X,X
LJZOIST,X,O,O,O,X,X,O,X,X,X,X
LJZOSTI,X,O,O,O,X,X,O,X,X,X,X
LJZOSIT,X,O,O,O,X,X,O,X,X,X,X
LJOTISZ,X,O,O,X,X,X,X,X,X,X,X
LJOTIZS,X,O,O,O,X,X,O,X,X,X,X
LJOTSIZ,X,O,O,X,X,X,X,X,X,X,X
LJOTSZI,X,O,O,X,X,X,X,X,X,X,X
LJOTZIS,X,O,O,O,X,X,O,X,X,X,X
LJOTZSI,X,O,O,O,X,X,O,X,X,X,X
LJOITSZ,X,O,O,X,X,X,X,X,X,X,X
LJOITZS,X,O,O,O,X,X,O,X,X,X,X
LJOISTZ,X,O,O,X,X,X,X,X,X,X,X
LJOISZT,X,O,O,X,X,X,X,X,X,X,X
LJOIZTS,X,O,O,O,X,X,O,X,X,X,X
LJOIZST,X,O,O,O,X,X,O,X,X,X,X
LJOSTIZ,X,O,O,X,X,X,X,X,X,X,X
LJOSTZI,X,O,O,X,X,X,X,X,X,X,X
LJOSITZ,X,O,O,X,X,X,X,X,X,X,X
LJOSIZT,X,O,O,X,X,X,X,X,X,X,X
LJOSZTI,X,O,O,X,X,X,X,X,X,X,X
LJOSZIT,X,O,O,X,X,X,X,X,X,X,X
LJOZTIS,X,O,O,O,X,X,O,X,X,X,X
LJOZTSI,X,O,O,O,X,X,O,X,X,X,X
LJOZITS,X,O,O,O,X,X,O,X,X,X,X
LJOZIST,X,O,O,O,X,X,O,X,X,X,X
LJOZSTI,X,O,O,O,X,X,O,X,X,X,X
LJOZSIT,X,O,O,O,X,X,O,X,X,X,X
LSTIJZO,X,X,X,X,X,X,X,X,X,O,O
LSTIJOZ,X,X,X,X,X,X,X,X,X,O,O
LSTIZJO,O,O,X,X,X,X,X,X,O,O,O
LSTIZOJ,O,O,X,O,X,X,X,X,X,X,X
LSTIOJZ,X,X,O,X,X,X,X,X,X,O,X
LSTIOZJ,X,O,O,X,X,X,X,X,X,X,X
LSTJIZO,X,X,X,X,X,X,X,X,X,O,O
LSTJIOZ,X,X,X,X,X,X,X,X,X,O,O
LSTJZIO,X,X,X,X,X,X,X,X,X,O,O
LSTJZOI,X,X,X,X,X,X,X,X,X,O,O
LSTJOIZ,X,X,X,X,X,X,X,X,X,O,O
LSTJOZI,X,X,X,X,X,X,X,X,X,O,O
LSTZIJO,O,O,X,X,X,X,X,X,O,O,O
LSTZIOJ,O,O,X,O,X,X,X,X,X,X,X
LSTZJIO,O,O,X,X,X,X,X,X,O,O,O
LSTZJOI,O,O,X,X,X,X,X,X,O,O,O
LSTZOIJ,O,O,X,O,X,X,X,X,X,X,X
LSTZOJI,O,O,X,O,X,X,X,X,X,X,O
LSTOIJZ,X,X,O,X,X,X,X,X,X,O,X
LSTOIZJ,X,O,O,X,X,X,X,X,X,X,X
LSTOJIZ,X,X,O,X,X,X,X,X,X,O,O
LSTOJZI,X,X,O,X,X,X,X,X,X,O,O
LSTOZIJ,X,O,O,X,X,X,X,X,X,X,X
LSTOZJI,X,O,O,X,X,X,X,X,X,X,O
LSITJZO,X,X,X,X,X,X,X,X,X,O,X
LSITJOZ,X,X,X,X,X,X,X,X,X,O,X
LSITZJO,O,O,X,X,X,X,X,X,O,O,X
LSITZOJ,O,O,X,O,X,X,X,X,X,X,X
LSITOJZ,X,X,O,X,X,X,X,X,X,O,X
LSITOZJ,X,O,O,X,X,X,X,X,X,X,X
LSIJTZO,X,O,X,O,X,X,X,X,X,O,X
LSIJTOZ,X,O,O,X,X,X,X,X,X,O,X
LSIJZTO,O,O,X,O,X,X,X,X,O,O,X
LSIJZOT,X,O,X,O,X,X,X,X,O,X,X
LSIJOTZ,X,O,O,X,X,X,X,X,X,X,X
LSIJOZT,X,O,O,X,X,X,X,X,X,X,X
LSIZTJO,O,X,X,X,X,X,X,X,O,X,X
LSIZTOJ,O,X,X,O,X,X,X,X,X,X,X
LSIZJTO,O,X,X,O,X,O,X,X,O,X,X
LSIZJOT,X,X,X,O,X,X,X,X,O,X,X
LSIZOTJ,O,X,X,O,X,X,X,X,X,X,X
LSIZOJT,X,X,X,O,X,O,X,X,O,X,X
LSIOTJZ,X,X,O,X,X,X,X,X,X,X,X
LSIOTZJ,O,O,O,X,X,X,X,X,X,X,X
LSIOJTZ,X,O,O,X,X,X,X,O,X,X,X
LSIOJZT,O,O,O,X,X,X,X,O,X,X,X
LSIOZTJ,O,X,O,X,X,X,X,X,X,X,X
LSIOZJT,O,X,O,X,X,O,X,X,O,X,X
LSJTIZO,X,O,X,O,X,X,X,X,X,O,X
LSJTIOZ,X,O,O,X,X,X,X,O,X,O,X
LSJTZIO,X,O,X,O,X,X,X,X,X,O,X
LSJTZOI,X,O,X,O,X,X,X,O,X,O,X
LSJTOIZ,X,O,O,X,X,X,X,O,X,O,X
LSJTOZI,X,O,O,X,X,X,X,O,X,O,X
LSJITZO,X,O,X,O,X,X,X,X,X,O,X
LSJITOZ,X,O,O,X,X,X,X,O,X,O,X
LSJIZTO,O,O,X,O,X,X,X,X,O,O,X
LSJIZOT,X,O,X,O,X,X,X,X,O,X,X
LSJIOTZ,X,O,O,X,X,X,X,X,X,X,X
LSJIOZT,X,O,O,X,X,X,X,X,X,X,X
LSJZTIO,O,O,X,O,X,X,X,X,O,O,X
LSJZTOI,O,O,X,O,X,X,X,O,O,O,X
LSJZITO,O,O,X,O,X,X,X,X,O,O,X
LSJZIOT,X,O,X,O,X,X,X,X,O,X,X
LSJZOTI,X,O,X,O,X,X,X,X,O,X,X
LSJZOIT,X,O,X,O,X,X,X,X,O,X,X
LSJOTIZ,X,O,O,X,X,X,X,O,X,X,X
LSJOTZI,X,O,O,X,X,X,X,O,X,X,X
LSJOITZ,X,O,O,X,X,X,X,X,X,X,X
LSJOIZT,X,O,O,X,X,X,X,X,X,X,X
LSJOZTI,X,O,O,X,X,X,X,X,X,X,X
LSJOZIT,X,O,O,X,X,X,X,X,X,X,X
LSZTIJO,O,X,X,X,X,X,X,X,O,X,X
LSZTIOJ,O,X,X,O,X,X,X,X,X,X,X
LSZTJIO,O,X,X,X,X,X,X,X,O,X,X
LSZTJOI,O,X,X,X,X,X,X,X,O,X,X
LSZTOIJ,O,X,X,O,X,X,X,X,X,X,X
LSZTOJI,O,X,X,O,X,X,X,X,X,X,X
LSZITJO,O,X,X,X,X,X,X,X,O,X,X
LSZITOJ,O,X,X,O,X,X,X,X,X,X,X
LSZIJTO,O,X,X,O,X,O,X,X,O,X,X
LSZIJOT,X,X,X,O,X,X,X,X,O,X,X
LSZIOTJ,O,X,X,O,X,X,X,X,X,X,X
LSZIOJT,X,X,X,O,X,O,X,X,O,X,X
LSZJTIO,O,X,X,O,X,O,X,X,O,X,X
LSZJTOI,O,X,X,O,X,O,X,X,O,X,X
LSZJITO,O,X,X,O,X,O,X,X,O,X,X
LSZJIOT,X,X,X,O,X,X,X,X,O,X,X
LSZJOTI,X,X,X,O,X,X,X,X,O,X,X
LSZJOIT,X,X,X,O,X,X,X,X,O,X,X
LSZOTIJ,O,X,X,O,X,X,X,X,X,X,X
LSZOTJI,O,X,X,O,X,X,X,X,X,X,X
LSZOITJ,O,X,X,O,X,X,X,X,X,X,X
LSZOIJT,X,X,X,O,X,O,X,X,O,X,X
LSZOJTI,X,X,X,O,X,O,X,X,O,X,X
LSZOJIT,X,X,X,O,X,O,X,X,O,X,X
LSOTIJZ,X,X,O,X,X,X,X,X,X,X,X
LSOTIZJ,O,O,O,X,X,X,X,X,X,X,X
LSOTJIZ,X,X,O,X,X,X,X,X,X,X,X
LSOTJZI,X,X,O,X,X,X,X,X,X,X,X
LSOTZIJ,O,O,O,X,X,X,X,X,X,X,X
LSOTZJI,O,O,O,X,X,X,X,X,X,X,X
LSOITJZ,X,X,O,X,X,X,X,X,X,X,X
LSOITZJ,O,O,O,X,X,X,X,X,X,X,X
LSOIJTZ,X,O,O,X,X,X,X,O,X,X,X
LSOIJZT,O,O,O,X,X,X,X,O,X,X,X
LSOIZTJ,O,X,O,X,X,X,X,X,X,X,X
LSOIZJT,O,X,O,X,X,O,X,X,O,X,X
LSOJTIZ,X,O,O,X,X,X,X,O,X,X,X
LSOJTZI,X,O,O,X,X,X,X,O,X,X,X
LSOJITZ,X,O,O,X,X,X,X,O,X,X,X
LSOJIZT,O,O,O,X,X,X,X,O,X,X,X
LSOJZTI,O,O,O,X,X,X,X,O,X,X,X
LSOJZIT,O,O,O,X,X,X,X,O,X,X,X
LSOZTIJ,O,X,O,X,X,X,X,X,X,X,X
LSOZTJI,O,X,X,X,X,X,X,X,X,X,X
LSOZITJ,O,X,O,X,X,X,X,X,X,X,X
LSOZIJT,O,X,O,X,X,O,X,X,O,X,X
LSOZJTI,O,X,X,X,X,O,X,X,O,X,X
LSOZJIT,O,X,O,X,X,O,X,X,O,X,X
LZTIJSO,O,O,X,O,X,X,X,X,X,X,X
LZTIJOS,X,O,X,O,X,X,O,X,X,X,X
LZTISJO,O,O,X,X,O,X,X,X,X,X,O
LZTISOJ,O,O,X,O,O,X,X,X,X,X,X
LZTIOJS,O,O,X,O,X,X,X,X,X,X,X
LZTIOSJ,O,O,O,O,X,X,X,X,X,X,X
LZTJISO,O,O,X,O,X,X,X,X,X,X,X
LZTJIOS,X,O,X,O,X,X,O,X,X,X,X
LZTJSIO,O,O,X,O,X,X,X,X,X,X,O
LZTJSOI,O,O,X,O,X,X,X,X,X,X,O
LZTJOIS,O,O,X,O,X,X,O,X,X,X,X
LZTJOSI,O,O,X,O,X,X,O,X,X,X,X
LZTSIJO,O,O,X,X,O,X,X,X,X,X,O
LZTSIOJ,O,O,X,O,O,X,X,X,X,X,X
LZTSJIO,O,O,X,X,O,X,X,X,X,X,O
LZTSJOI,O,O,X,X,O,X,X,X,X,X,O
LZTSOIJ,O,O,X,O,O,X,X,X,X,X,X
LZTSOJI,O,O,X,O,O,X,X,X,X,X,O
LZTOIJS,O,O,X,O,X,X,X,X,X,X,X
LZTOISJ,O,O,O,O,X,X,X,X,X,X,X
LZTOJIS,O,O,X,O,X,X,X,X,X,X,X
LZTOJSI,O,O,X,O,X,X,X,X,X,X,X
LZTOSIJ,O,O,O,O,X,X,X,X,X,X,X
LZTOSJI,O,O,O,O,X,X,X,X,X,X,O
LZITJSO,O,O,X,O,X,X,X,X,X,X,X
LZITJOS,X,O,X,O,X,X,O,X,X,X,X
LZITSJO,O,O,X,X,O,X,X,X,X,X,X
LZITSOJ,O,O,X,O,O,X,X,X,X,X,X
LZITOJS,O,O,X,O,X,X,X,X,X,X,X
LZITOSJ,O,O,O,O,X,X,X,X,X,X,X
LZIJTSO,O,O,X,O,X,X,O,X,X,X,X
LZIJTOS,X,O,O,O,X,X,O,X,X,X,X
LZIJSTO,O,O,X,O,X,X,O,X,X,X,X
LZIJSOT,X,O,X,O,X,X,O,X,X,X,X
LZIJOTS,X,O,O,O,X,X,O,X,X,X,X
LZIJOST,X,O,O,O,X,X,O,X,X,X,X
LZISTJO,O,X,X,X,O,X,X,X,O,X,X
LZISTOJ,O,X,X,O,O,X,X,X,X,X,X
LZISJTO,O,X,X,O,X,X,X,X,O,X,X
LZISJOT,X,X,X,O,X,X,X,X,O,X,X
LZISOTJ,O,X,X,O,X,X,X,X,X,X,X
LZISOJT,X,X,X,O,X,X,X,X,O,X,X
LZIOTJS,O,O,X,O,X,X,X,X,X,X,X
LZIOTSJ,O,O,O,O,O,X,X,X,X,X,X
LZIOJTS,O,O,O,O,X,X,O,X,X,X,X
LZIOJST,O,O,O,O,X,X,O,X,X,X,X
LZIOSTJ,O,X,O,O,O,X,X,X,X,X,X
LZIOSJT,O,X,O,O,X,X,X,X,X,X,X
LZJTISO,O,O,X,O,X,X,O,X,X,X,X
LZJTIOS,X,O,O,O,X,X,O,X,X,X,X
LZJTSIO,O,O,X,O,X,X,O,X,X,X,X
LZJTSOI,O,O,X,O,X,X,O,X,X,X,X
LZJTOIS,O,O,O,O,X,X,O,X,X,X,X
LZJTOSI,O,O,O,O,X,X,O,X,X,X,X
LZJITSO,O,O,X,O,X,X,O,X,X,X,X
LZJITOS,X,O,O,O,X,X,O,X,X,X,X
LZJISTO,O,O,X,O,X,X,O,X,X,X,X
LZJISOT,X,O,X,O,X,X,O,X,X,X,X
LZJIOTS,X,O,O,O,X,X,O,X,X,X,X
LZJIOST,X,O,O,O,X,X,O,X,X,X,X
LZJSTIO,O,O,X,O,X,X,O,X,X,X,X
LZJSTOI,O,O,X,O,X,X,O,X,X,X,X
LZJSITO,O,O,X,O,X,X,O,X,X,X,X
LZJSIOT,X,O,X,O,X,X,O,X,X,X,X
LZJSOTI,X,O,X,O,X,X,O,X,X,X,X
LZJSOIT,X,O,X,O,X,X,O,X,X,X,X
LZJOTIS,X,O,O,O,X,X,O,X,X,X,X
LZJOTSI,X,O,O,O,X,X,O,X,X,X,X
LZJOITS,X,O,O,O,X,X,O,X,X,X,X
LZJOIST,X,O,O,O,X,X,O,X,X,X,X
LZJOSTI,X,O,O,O,X,X,O,X,X,X,X
LZJOSIT,X,O,O,O,X,X,O,X,X,X,X
LZSTIJO,O,X,X,X,O,X,X,X,O,X,X
LZSTIOJ,O,X,X,O,O,X,X,X,X,X,X
LZSTJIO,O,X,X,X,O,X,X,X,O,X,X
LZSTJOI,O,X,X,X,O,X,X,X,O,X,X
LZSTOIJ,O,X,X,O,O,X,X,X,X,X,X
LZSTOJI,O,X,X,O,O,X,X,X,X,X,X
LZSITJO,O,X,X,X,O,X,X,X,O,X,X
LZSITOJ,O,X,X,O,O,X,X,X,X,X,X
LZSIJTO,O,X,X,O,X,X,X,X,O,X,X
LZSIJOT,X,X,X,O,X,X,X,X,O,X,X
LZSIOTJ,O,X,X,O,X,X,X,X,X,X,X
LZSIOJT,X,X,X,O,X,X,X,X,O,X,X
LZSJTIO,O,X,X,O,X,X,X,X,O,X,X
LZSJTOI,O,X,X,O,X,X,X,X,O,X,X
LZSJITO,O,X,X,O,X,X,X,X,O,X,X
LZSJIOT,X,X,X,O,X,X,X,X,O,X,X
LZSJOTI,X,X,X,O,X,X,X,X,O,X,X
LZSJOIT,X,X,X,O,X,X,X,X,O,X,X
LZSOTIJ,O,X,X,O,X,X,X,X,X,X,X
LZSOTJI,O,X,X,O,X,X,X,X,X,X,X
LZSOITJ,O,X,X,O,X,X,X,X,X,X,X
LZSOIJT,X,X,X,O,X,X,X,X,O,X,X
LZSOJTI,X,X,X,O,X,X,X,X,O,X,X
LZSOJIT,X,X,X,O,X,X,X,X,O,X,X
LZOTIJS,O,O,X,O,X,X,X,X,X,X,X
LZOTISJ,O,O,O,O,O,X,X,X,X,X,X
LZOTJIS,O,O,X,O,X,X,X,X,X,X,X
LZOTJSI,O,O,X,O,X,X,X,X,X,X,X
LZOTSIJ,O,O,O,O,O,X,X,X,X,X,X
LZOTSJI,O,O,O,O,O,X,X,X,X,X,X
LZOITJS,O,O,X,O,X,X,X,X,X,X,X
LZOITSJ,O,O,O,O,O,X,X,X,X,X,X
LZOIJTS,O,O,O,O,X,X,O,X,X,X,X
LZOIJST,O,O,O,O,X,X,O,X,X,X,X
LZOISTJ,O,X,O,O,O,X,X,X,X,X,X
LZOISJT,O,X,O,O,X,X,X,X,X,X,X
LZOJTIS,O,O,O,O,X,X,O,X,X,X,X
LZOJTSI,O,O,O,O,X,X,O,X,X,X,X
LZOJITS,O,O,O,O,X,X,O,X,X,X,X
LZOJIST,O,O,O,O,X,X,O,X,X,X,X
LZOJSTI,O,O,O,O,X,X,O,X,X,X,X
LZOJSIT,O,O,O,O,X,X,O,X,X,X,X
LZOSTIJ,O,X,O,O,O,X,X,X,X,X,X
LZOSTJI,O,X,X,O,O,X,X,X,X,X,X
LZOSITJ,O,X,O,O,O,X,X,X,X,X,X
LZOSIJT,O,X,O,O,X,X,X,X,X,X,X
LZOSJTI,O,X,X,O,X,X,X,X,X,X,X
LZOSJIT,O,X,O,O,X,X,X,X,X,X,X
LOTIJSZ,X,O,O,X,X,X,X,O,X,X,X
LOTIJZS,X,O,O,X,X,X,X,X,X,X,X
LOTISJZ,X,X,O,X,X,X,X,X,X,X,X
LOTISZJ,O,O,O,X,X,X,X,X,X,X,X
LOTIZJS,O,O,X,O,X,X,X,X,X,X,X
LOTIZSJ,O,O,O,O,O,X,X,X,X,X,X
LOTJISZ,X,O,O,X,X,X,X,O,X,X,X
LOTJIZS,X,O,O,X,X,X,X,X,X,X,X
LOTJSIZ,X,O,O,X,X,X,X,O,X,X,X
LOTJSZI,X,O,O,X,X,X,X,O,X,X,X
LOTJZIS,X,O,O,X,X,X,X,X,X,X,X
LOTJZSI,X,O,O,X,X,X,X,X,X,X,X
LOTSIJZ,X,X,O,X,X,X,X,X,X,X,X
LOTSIZJ,O,O,O,X,X,X,X,X,X,X,X
LOTSJIZ,X,X,O,X,X,X,X,X,X,X,O
LOTSJZI,X,X,O,X,X,X,X,X,X,X,O
LOTSZIJ,O,O,O,X,X,X,X,X,X,X,X
LOTSZJI,O,O,O,X,X,X,X,X,X,X,O
LOTZIJS,O,O,X,O,X,X,X,X,X,X,X
LOTZISJ,O,O,O,O,O,X,X,X,X,X,X
LOTZJIS,O,O,X,O,X,X,X,X,X,X,X
LOTZJSI,O,O,X,O,X,X,X,X,X,X,X
LOTZSIJ,O,O,O,O,O,X,X,X,X,X,X
LOTZSJI,O,O,O,O,O,X,X,X,X,X,O
LOITJSZ,X,O,O,X,X,X,X,O,X,X,X
LOITJZS,X,O,O,X,X,X,X,X,X,X,X
LOITSJZ,X,X,O,X,X,X,X,X,X,X,X
LOITSZJ,O,O,O,X,X,X,X,X,X,X,X
LOITZJS,O,O,X,O,X,X,X,X,X,X,X
LOITZSJ,O,O,O,O,O,X,X,X,X,X,X
LOIJTSZ,X,O,O,X,X,X,X,O,X,X,X
LOIJTZS,X,O,O,O,X,X,X,X,X,X,X
LOIJSTZ,X,O,O,X,X,X,X,O,X,X,X
LOIJSZT,O,O,O,X,X,X,X,O,X,X,X
LOIJZTS,O,O,O,O,X,X,X,X,X,X,X
LOIJZST,O,O,O,O,X,X,X,X,X,X,X
LOISTJZ,X,X,O,X,X,X,X,X,X,X,X
LOISTZJ,O,O,O,X,X,X,X,X,X,X,X
LOISJTZ,X,O,O,X,X,X,X,O,X,X,X
LOISJZT,O,O,O,X,X,X,X,O,X,X,X
LOISZTJ,O,X,O,X,X,X,X,X,X,X,X
LOISZJT,O,X,O,X,X,O,X,X,O,X,X
LOIZTJS,O,O,X,O,X,X,X,X,X,X,X
LOIZTSJ,O,O,O,O,O,X,X,X,X,X,X
LOIZJTS,O,O,O,O,X,X,X,X,X,X,X
LOIZJST,O,O,O,O,X,X,X,X,X,X,X
LOIZSTJ,O,X,O,O,O,X,X,X,X,X,X
LOIZSJT,O,X,O,O,X,X,X,X,X,X,X
LOJTISZ,X,O,O,X,X,X,X,O,X,X,X
LOJTIZS,X,O,O,O,X,X,X,X,X,X,X
LOJTSIZ,X,O,O,X,X,X,X,O,X,X,X
LOJTSZI,X,O,O,X,X,X,X,O,X,X,X
LOJTZIS,X,O,O,O,X,X,X,X,X,X,X
LOJTZSI,X,O,O,O,X,X,X,X,X,X,X
LOJITSZ,X,O,O,X,X,X,X,O,X,X,X
LOJITZS,X,O,O,O,X,X,X,X,X,X,X
LOJISTZ,X,O,O,X,X,X,X,O,X,X,X
LOJISZT,O,O,O,X,X,X,X,O,X,X,X
LOJIZTS,O,O,O,O,X,X,X,X,X,X,X
LOJIZST,O,O,O,O,X,X,X,X,X,X,X
LOJSTIZ,X,O,O,X,X,X,X,O,X,X,X
LOJSTZI,X,O,O,X,X,X,X,O,X,X,X
LOJSITZ,X,O,O,X,X,X,X,O,X,X,X
LOJSIZT,O,O,O,X,X,X,X,O,X,X,X
LOJSZTI,O,O,O,X,X,X,X,O,X,X,X
LOJSZIT,O,O,O,X,X,X,X,O,X,X,X
LOJZTIS,O,O,O,O,X,X,X,X,X,X,X
LOJZTSI,O,O,O,O,X,X,X,X,X,X,X
LOJZITS,O,O,O,O,X,X,X,X,X,X,X
LOJZIST,O,O,O,O,X,X,X,X,X,X,X
LOJZSTI,O,O,O,O,X,X,X,X,X,X,X
LOJZSIT,O,O,O,O,X,X,X,X,X,X,X
LOSTIJZ,X,X,O,X,X,X,X,X,X,X,X
LOSTIZJ,O,O,O,X,X,X,X,X,X,X,X
LOSTJIZ,X,X,O,X,X,X,X,X,X,X,X
LOSTJZI,X,X,O,X,X,X,X,X,X,X,X
LOSTZIJ,O,O,O,X,X,X,X,X,X,X,X
LOSTZJI,O,O,O,X,X,X,X,X,X,X,X
LOSITJZ,X,X,O,X,X,X,X,X,X,X,X
LOSITZJ,O,O,O,X,X,X,X,X,X,X,X
LOSIJTZ,X,O,O,X,X,X,X,O,X,X,X
LOSIJZT,O,O,O,X,X,X,X,O,X,X,X
LOSIZTJ,O,X,O,X,X,X,X,X,X,X,X
LOSIZJT,O,X,O,X,X,O,X,X,O,X,X
LOSJTIZ,X,O,O,X,X,X,X,O,X,X,X
LOSJTZI,X,O,O,X,X,X,X,O,X,X,X
LOSJITZ,X,O,O,X,X,X,X,O,X,X,X
LOSJIZT,O,O,O,X,X,X,X,O,X,X,X
LOSJZTI,O,O,O,X,X,X,X,O,X,X,X
LOSJZIT,O,O,O,X,X,X,X,O,X,X,X
LOSZTIJ,O,X,O,X,X,X,X,X,X,X,X
LOSZTJI,O,X,X,X,X,X,X,X,X,X,X
LOSZITJ,O,X,O,X,X,X,X,X,X,X,X
LOSZIJT,O,X,O,X,X,O,X,X,O,X,X
LOSZJTI,O,X,X,X,X,O,X,X,O,X,X
LOSZJIT,O,X,O,X,X,O,X,X,O,X,X
LOZTIJS,O,O,X,O,X,X,X,X,X,X,X
LOZTISJ,O,O,O,O,O,X,X,X,X,X,X
LOZTJIS,O,O,X,O,X,X,X,X,X,X,X
LOZTJSI,O,O,X,O,X,X,X,X,X,X,X
LOZTSIJ,O,O,O,O,O,X,X,X,X,X,X
LOZTSJI,O,O,O,O,O,X,X,X,X,X,X
LOZITJS,O,O,X,O,X,X,X,X,X,X,X
LOZITSJ,O,O,O,O,O,X,X,X,X,X,X
LOZIJTS,O,O,O,O,X,X,X,X,X,X,X
LOZIJST,O,O,O,O,X,X,X,X,X,X,X
LOZISTJ,O,X,O,O,O,X,X,X,X,X,X
LOZISJT,O,X,O,O,X,X,X,X,X,X,X
LOZJTIS,O,O,O,O,X,X,X,X,X,X,X
LOZJTSI,O,O,O,O,X,X,X,X,X,X,X
LOZJITS,O,O,O,O,X,X,X,X,X,X,X
LOZJIST,O,O,O,O,X,X,X,X,X,X,X
LOZJSTI,O,O,O,O,X,X,X,X,X,X,X
LOZJSIT,O,O,O,O,X,X,X,X,X,X,X
LOZSTIJ,O,X,O,O,O,X,X,X,X,X,X
LOZSTJI,O,X,X,O,O,X,X,X,X,X,X
LOZSITJ,O,X,O,O,O,X,X,X,X,X,X
LOZSIJT,O,X,O,O,X,X,X,X,X,X,X
LOZSJTI,O,X,X,O,X,X,X,X,X,X,X
LOZSJIT,O,X,O,O,X,X,X,X,X,X,X
JTILSZO,X,O,X,O,X,X,O,X,X,X,X
JTILSOZ,X,O,O,X,X,X,X,X,X,X,X
JTILZSO,X,O,X,O,X,X,O,X,X,X,X
JTILZOS,X,O,O,O,X,X,O,X,X,X,X
JTILOSZ,X,O,O,X,X,X,X,X,X,X,X
JTILOZS,X,O,O,O,X,X,O,X,X,X,X
JTISLZO,X,O,X,X,X,X,X,X,X,O,O
JTISLOZ,X,O,X,X,X,X,X,O,X,O,X
JTISZLO,X,O,X,X,X,X,X,X,X,O,O
JTISZOL,X,O,X,X,X,X,O,X,X,O,O
JTISOLZ,X,X,X,X,X,X,X,X,X,O,X
JTISOZL,X,X,X,X,X,X,X,X,X,O,O
JTIZLSO,X,O,X,O,X,X,O,X,X,X,X
JTIZLOS,X,O,X,O,X,X,O,X,X,X,X
JTIZSLO,X,O,X,X,O,X,X,X,X,O,O
JTIZSOL,X,O,X,X,O,X,O,X,X,O,O
JTIZOLS,X,O,X,O,X,X,O,X,X,X,X
JTIZOSL,X,O,X,X,X,X,O,X,X,X,X
JTIOLSZ,X,O,O,X,X,X,X,O,X,X,X
JTIOLZS,X,O,O,X,X,X,X,X,X,X,X
JTIOSLZ,X,X,O,X,X,X,X,O,X,X,X
JTIOSZL,X,X,X,X,X,X,X,O,X,X,X
JTIOZLS,X,O,X,X,X,X,O,X,X,X,X
JTIOZSL,X,O,X,X,O,X,O,O,X,X,X
JTLISZO,X,O,X,O,X,X,O,X,X,X,X
JTLISOZ,X,O,O,X,X,X,X,X,X,X,X
JTLIZSO,X,O,X,O,X,X,O,X,X,X,X
JTLIZOS,X,O,O,O,X,X,O,X,X,X,X
JTLIOSZ,X,O,O,X,X,X,X,X,X,X,X
JTLIOZS,X,O,O,O,X,X,O,X,X,X,X
JTLSIZO,X,O,X,O,X,X,O,X,X,X,O
JTLSIOZ,X,O,O,X,X,X,X,O,X,X,O
JTLSZIO,X,O,X,O,X,X,O,X,X,X,O
JTLSZOI,X,O,X,O,X,X,O,O,X,X,O
JTLSOIZ,X,O,O,X,X,X,X,O,X,X,O
JTLSOZI,X,O,O,X,X,X,X,O,X,X,O
JTLZISO,X,O,X,O,X,X,O,X,X,X,X
JTLZIOS,X,O,O,O,X,X,O,X,X,X,X
JTLZSIO,X,O,X,O,X,X,O,X,X,X,O
JTLZSOI,X,O,X,O,X,X,O,X,X,X,O
JTLZOIS,X,O,O,O,X,X,O,X,X,X,X
JTLZOSI,X,O,O,O,X,X,O,X,X,X,X
JTLOISZ,X,O,O,X,X,X,X,X,X,X,X
JTLOIZS,X,O,O,O,X,X,O,X,X,X,X
JTLOSIZ,X,O,O,X,X,X,X,X,X,X,X
JTLOSZI,X,O,O,X,X,X,X,X,X,X,X
JTLOZIS,X,O,O,O,X,X,O,X,X,X,X
JTLOZSI,X,O,O,O,X,X,O,X,X,X,X
JTSILZO,X,O,X,X,X,X,X,X,X,O,O
JTSILOZ,X,O,X,X,X,X,X,O,X,O,X
