sequence,v115@7gB8GeE8FeD8FeG8AeD8JeT6IvhFZgBCcBXdB8lBGn?BlrB,v115@7gB8GeE8FeD8FeG8AeD8Je2/IvhFRbBCdBUhB/nBTl?BlrB,v115@7gB8GeE8FeD8FeG8AeD8JeT6IvhFZgBCdBulB/nBUh?BlrB,v115@7gB8GeE8FeD8FeG8AeD8JeT6IvhFxcBKlBGhB/nB0g?BlrB,v115@7gB8GeE8FeD8FeG8AeD8Je2/IvhFRbBclBXmBTnBlm?BCsB,v115@7gB8GeE8FeD8FeG8AeD8JeT6IvhFOgB8gB5mB/sByv?BFsB,v115@7gB8GeE8FeD8FeG8AeD8Jei6IvhFxcBUgBThB/nB+l?BlrB,v115@7gB8GeE8FeD8FeG8AeD8Jex6IvhFXcBmfBUiB1qB6r?BTsB
JTZISLO,O,O,O,X,X,X,X,X
JTZISOL,O,O,O,X,X,X,X,X
JTZIOLS,O,X,X,X,X,X,X,X
JTZIOSL,O,O,O,X,O,X,X,X
JTZLISO,O,O,X,X,X,X,X,O
JTZLIOS,O,X,X,X,X,X,X,O
JTZLSIO,O,O,X,O,X,X,X,O
JTZLSOI,O,O,X,O,X,X,O,O
JTZLOIS,O,X,X,X,X,X,X,O
JTZLOSI,O,X,X,O,X,X,O,O
JTZSILO,O,O,O,O,X,X,X,X
JTZSIOL,O,O,O,X,X,X,X,X
JTZSLIO,O,O,O,O,X,X,X,X
JTZSLOI,O,O,O,O,X,X,O,X
JTZSOIL,O,O,O,X,X,X,O,X
JTZSOLI,O,O,O,X,X,X,O,X
JTZOILS,O,X,X,X,X,X,X,X
JTZOISL,O,O,O,X,O,X,X,X
JTZOLIS,O,X,X,X,X,X,X,X
JTZOLSI,O,X,X,X,X,X,O,X
JTZOSIL,O,O,O,X,O,X,O,X
JTZOSLI,O,O,O,X,O,X,O,X
JTOILSZ,O,O,O,X,X,X,X,O
JTOILZS,O,O,X,X,X,X,X,O
JTOISLZ,O,O,O,X,X,X,X,X
JTOISZL,O,O,O,X,X,X,X,X
JTOIZLS,O,O,X,X,X,X,X,X
JTOIZSL,O,O,O,X,O,X,X,X
JTOLISZ,O,O,O,O,X,X,X,O
JTOLIZS,O,O,X,X,X,X,X,O
JTOLSIZ,O,O,O,O,X,X,X,O
JTOLSZI,O,O,O,O,X,X,X,O
JTOLZIS,O,O,X,X,X,X,X,O
JTOLZSI,O,O,X,O,X,X,X,O
JTOSILZ,O,O,O,O,X,X,X,X
JTOSIZL,O,O,O,X,X,X,X,X
JTOSLIZ,O,O,O,O,X,X,X,X
JTOSLZI,O,O,O,O,X,X,X,X
JTOSZIL,O,O,O,X,X,X,O,X
JTOSZLI,O,O,O,X,X,X,O,X
JTOZILS,O,O,X,X,X,X,X,X
JTOZISL,O,O,O,X,O,X,X,X
JTOZLIS,O,O,X,X,X,X,X,X
JTOZLSI,O,O,X,X,X,X,O,X
JTOZSIL,O,O,O,X,O,X,O,X
JTOZSLI,O,O,O,X,O,X,O,X
JITLSZO,O,O,O,X,X,X,X,O
JITLSOZ,O,O,O,X,X,X,X,O
JITLZSO,O,O,X,X,X,X,X,O
JITLZOS,O,X,X,X,X,X,X,O
JITLOSZ,O,X,O,X,X,X,X,O
JITLOZS,O,X,X,X,X,X,X,O
JITSLZO,O,O,O,X,X,X,X,O
JITSLOZ,O,O,O,X,X,X,X,O
JITSZLO,O,O,O,X,X,X,X,X
JITSZOL,O,O,O,X,X,X,X,X
JITSOLZ,O,O,O,X,X,X,X,X
JITSOZL,O,X,O,X,X,X,X,X
JITZLSO,O,O,X,X,X,X,X,O
JITZLOS,O,X,X,X,X,X,X,O
JITZSLO,O,O,O,X,X,X,X,X
JITZSOL,O,O,O,X,X,X,X,X
JITZOLS,O,X,X,X,X,X,X,X
JITZOSL,O,O,O,X,O,X,X,X
JITOLSZ,O,O,O,X,X,X,X,O
JITOLZS,O,O,X,X,X,X,X,O
JITOSLZ,O,O,O,X,X,X,X,X
JITOSZL,O,O,O,X,X,X,X,X
JITOZLS,O,O,X,X,X,X,X,X
JITOZSL,O,O,O,X,O,X,X,X
JILTSZO,O,O,O,X,X,X,X,O
JILTSOZ,O,O,O,X,X,X,X,O
JILTZSO,O,O,X,X,X,X,X,O
JILTZOS,O,X,X,X,X,X,X,O
JILTOSZ,O,X,O,X,X,X,X,O
JILTOZS,O,X,X,X,X,X,X,O
JILSTZO,O,O,O,X,X,X,X,X
JILSTOZ,O,O,O,X,X,X,X,X
JILSZTO,O,O,X,X,X,O,X,X
JILSZOT,O,O,O,X,X,O,X,X
JILSOTZ,O,O,O,X,X,X,X,X
JILSOZT,O,O,O,X,X,O,X,X
JILZTSO,O,X,X,X,X,O,X,X
JILZTOS,O,X,X,X,X,O,X,X
JILZSTO,O,O,X,X,X,O,X,X
JILZSOT,O,O,X,X,X,O,X,X
JILZOTS,O,X,X,X,X,O,X,X
JILZOST,O,X,X,X,O,O,X,X
JILOTSZ,O,O,O,X,X,X,X,X
JILOTZS,O,O,X,X,X,X,X,X
JILOSTZ,O,O,O,X,X,X,X,X
JILOSZT,O,O,O,X,X,O,X,X
JILOZTS,O,X,X,X,X,O,X,X
JILOZST,O,O,X,X,O,O,X,X
JISTLZO,O,O,O,O,X,X,X,O
JISTLOZ,O,O,O,O,X,X,X,O
JISTZLO,O,O,O,O,X,X,X,X
JISTZOL,O,O,O,X,X,X,X,X
JISTOLZ,O,O,O,O,X,X,X,X
JISTOZL,O,X,O,X,X,X,X,X
JISLTZO,O,O,O,X,X,X,X,X
JISLTOZ,O,O,O,X,X,X,X,X
JISLZTO,O,O,X,X,X,O,X,X
JISLZOT,O,O,O,X,X,O,X,X
JISLOTZ,O,O,O,X,X,X,X,X
JISLOZT,O,O,O,X,X,O,X,X
JISZTLO,O,X,X,X,X,X,X,X
JISZTOL,O,X,X,X,X,X,X,X
JISZLTO,O,O,X,X,X,X,X,X
JISZLOT,O,O,O,X,X,X,X,X
JISZOTL,O,X,X,X,O,X,X,X
JISZOLT,O,X,O,X,O,X,X,X
JISOTLZ,O,O,O,O,X,X,X,X
JISOTZL,O,O,O,X,X,X,X,X
JISOLTZ,O,O,O,X,X,X,X,X
JISOLZT,O,O,O,X,X,O,X,X
JISOZTL,O,O,X,X,O,X,X,X
JISOZLT,O,O,O,X,O,X,X,X
JIZTLSO,O,O,X,X,X,X,X,O
JIZTLOS,O,X,X,X,X,X,X,O
JIZTSLO,O,O,O,X,X,X,X,X
JIZTSOL,O,O,O,X,X,X,X,X
JIZTOLS,O,X,X,X,X,X,X,X
JIZTOSL,O,O,O,X,O,X,X,X
JIZLTSO,O,X,X,X,X,X,X,X
JIZLTOS,O,X,X,X,X,X,X,X
JIZLSTO,O,O,X,X,X,X,X,X
JIZLSOT,O,O,X,X,X,X,X,X
JIZLOTS,O,X,X,X,X,X,X,X
JIZLOST,O,X,X,X,O,X,X,X
JIZSTLO,O,X,X,X,X,X,X,X
JIZSTOL,O,X,X,X,X,X,X,X
JIZSLTO,O,O,X,X,X,X,X,X
JIZSLOT,O,O,O,X,X,X,X,X
JIZSOTL,O,X,X,X,O,X,X,X
JIZSOLT,O,X,O,X,O,X,X,X
JIZOTLS,O,O,X,X,X,X,X,X
JIZOTSL,O,O,O,X,O,X,X,X
JIZOLTS,O,X,X,X,X,X,X,X
JIZOLST,O,O,X,X,O,X,X,X
JIZOSTL,O,O,X,X,O,X,X,X
JIZOSLT,O,O,O,X,O,X,X,X
JIOTLSZ,O,O,O,X,X,X,X,O
JIOTLZS,O,O,X,X,X,X,X,O
JIOTSLZ,O,O,O,X,X,X,X,X
JIOTSZL,O,O,O,X,X,X,X,X
JIOTZLS,O,O,X,X,X,X,X,X
JIOTZSL,O,O,O,X,O,X,X,X
JIOLTSZ,O,O,O,X,X,X,X,X
JIOLTZS,O,O,X,X,X,X,X,X
JIOLSTZ,O,O,O,X,X,X,X,X
JIOLSZT,O,O,O,X,X,O,X,X
JIOLZTS,O,X,X,X,X,O,X,X
JIOLZST,O,O,X,X,O,O,X,X
JIOSTLZ,O,O,O,O,X,X,X,X
JIOSTZL,O,O,O,X,X,X,X,X
JIOSLTZ,O,O,O,X,X,X,X,X
JIOSLZT,O,O,O,X,X,O,X,X
JIOSZTL,O,O,X,X,O,X,X,X
JIOSZLT,O,O,O,X,O,X,X,X
JIOZTLS,O,O,X,X,X,X,X,X
JIOZTSL,O,O,O,X,O,X,X,X
JIOZLTS,O,X,X,X,X,X,X,X
JIOZLST,O,O,X,X,O,X,X,X
JIOZSTL,O,O,X,X,O,X,X,X
JIOZSLT,O,O,O,X,O,X,X,X
JLTISZO,X,O,O,O,X,X,X,O
JLTISOZ,X,O,O,O,X,X,X,O
JLTIZSO,X,O,X,X,X,X,X,O
JLTIZOS,X,X,X,X,X,X,X,O
JLTIOSZ,X,X,O,O,X,X,X,O
JLTIOZS,X,X,X,X,X,X,X,O
JLTSIZO,X,O,O,O,X,X,X,O
JLTSIOZ,X,O,O,O,X,X,X,O
JLTSZIO,X,O,O,O,X,X,X,O
JLTSZOI,X,O,O,O,X,X,O,O
JLTSOIZ,X,O,O,O,X,X,X,O
JLTSOZI,X,O,O,O,X,X,X,O
JLTZISO,X,O,X,X,X,X,X,O
JLTZIOS,X,X,X,X,X,X,X,O
JLTZSIO,X,O,X,O,X,X,X,O
JLTZSOI,X,O,X,O,X,X,O,O
JLTZOIS,X,X,X,X,X,X,X,O
JLTZOSI,X,X,X,O,X,X,O,O
JLTOISZ,X,X,O,O,X,X,X,O
JLTOIZS,X,X,X,X,X,X,X,O
JLTOSIZ,X,X,O,O,X,X,X,O
JLTOSZI,X,X,O,O,X,X,X,O
JLTOZIS,X,X,X,X,X,X,X,O
JLTOZSI,X,X,X,O,X,X,X,O
JLITSZO,O,O,O,X,X,X,X,O
JLITSOZ,O,O,O,X,X,X,X,O
JLITZSO,O,O,X,X,X,X,X,O
JLITZOS,O,X,X,X,X,X,X,O
JLITOSZ,O,X,O,X,X,X,X,O
JLITOZS,O,X,X,X,X,X,X,O
JLISTZO,O,O,O,X,X,X,X,X
JLISTOZ,O,O,O,X,X,X,X,X
JLISZTO,O,O,X,X,X,O,X,X
JLISZOT,O,O,O,X,X,O,X,X
JLISOTZ,O,O,O,X,X,X,X,X
JLISOZT,O,O,O,X,X,O,X,X
JLIZTSO,O,X,X,X,X,O,X,X
JLIZTOS,O,X,X,X,X,O,X,X
JLIZSTO,O,O,X,X,X,O,X,X
JLIZSOT,O,O,X,X,X,O,X,X
JLIZOTS,O,X,X,X,X,O,X,X
JLIZOST,O,X,X,X,O,O,X,X
JLIOTSZ,O,O,O,X,X,X,X,X
JLIOTZS,O,O,X,X,X,X,X,X
JLIOSTZ,O,O,O,X,X,X,X,X
JLIOSZT,O,O,O,X,X,O,X,X
JLIOZTS,O,X,X,X,X,O,X,X
JLIOZST,O,O,X,X,O,O,X,X
JLSTIZO,X,O,O,O,X,X,X,X
JLSTIOZ,X,O,O,O,X,X,X,X
JLSTZIO,X,O,O,O,X,X,X,X
JLSTZOI,X,O,O,O,X,X,O,X
JLSTOIZ,X,O,O,O,X,X,X,X
JLSTOZI,X,O,O,O,X,X,X,X
JLSITZO,O,O,O,X,X,X,X,X
JLSITOZ,O,O,O,X,X,X,X,X
JLSIZTO,O,O,X,X,X,O,X,X
JLSIZOT,O,O,O,X,X,O,X,X
JLSIOTZ,O,O,O,X,X,X,X,X
JLSIOZT,O,O,O,X,X,O,X,X
JLSZTIO,O,O,X,X,X,O,X,X
JLSZTOI,O,O,X,X,X,O,O,X
JLSZITO,O,O,X,X,X,O,X,X
JLSZIOT,O,O,O,X,X,O,X,X
JLSZOTI,O,X,X,X,X,O,X,X
JLSZOIT,O,O,O,X,X,O,X,X
JLSOTIZ,X,O,O,O,X,X,X,X
JLSOTZI,X,O,O,O,X,X,X,X
JLSOITZ,O,O,O,X,X,X,X,X
JLSOIZT,O,O,O,X,X,O,X,X
JLSOZTI,O,O,X,X,X,O,X,X
JLSOZIT,O,O,O,X,X,O,X,X
JLZTISO,O,X,X,X,X,O,X,O
JLZTIOS,O,X,X,X,X,O,X,O
JLZTSIO,O,X,X,X,X,O,X,O
JLZTSOI,O,X,X,X,X,O,O,O
JLZTOIS,O,X,X,X,X,O,X,O
JLZTOSI,O,X,X,X,X,O,O,O
JLZITSO,O,X,X,X,X,O,X,X
JLZITOS,O,X,X,X,X,O,X,X
JLZISTO,O,O,X,X,X,O,X,X
JLZISOT,O,O,X,X,X,O,X,X
JLZIOTS,O,X,X,X,X,O,X,X
JLZIOST,O,X,X,X,O,O,X,X
JLZSTIO,O,O,X,X,X,O,X,X
JLZSTOI,O,O,X,X,X,O,O,X
JLZSITO,O,O,X,X,X,O,X,X
JLZSIOT,O,O,X,X,X,O,X,X
JLZSOTI,O,X,X,X,X,O,X,X
JLZSOIT,O,O,X,X,X,O,X,X
JLZOTIS,O,X,X,X,X,O,X,X
JLZOTSI,O,X,X,X,X,O,X,X
JLZOITS,O,X,X,X,X,O,X,X
JLZOIST,O,X,X,X,O,O,X,X
JLZOSTI,O,X,X,X,O,O,X,X
JLZOSIT,O,X,X,X,O,O,X,X
JLOTISZ,X,O,O,O,X,X,X,X
JLOTIZS,X,O,X,X,X,X,X,X
JLOTSIZ,X,O,O,O,X,X,X,X
JLOTSZI,X,O,O,O,X,X,X,X
JLOTZIS,X,O,X,X,X,X,X,X
JLOTZSI,X,O,X,O,X,X,X,X
JLOITSZ,O,O,O,X,X,X,X,X
JLOITZS,O,O,X,X,X,X,X,X
JLOISTZ,O,O,O,X,X,X,X,X
JLOISZT,O,O,O,X,X,O,X,X
JLOIZTS,O,X,X,X,X,O,X,X
JLOIZST,O,O,X,X,O,O,X,X
JLOSTIZ,X,O,O,O,X,X,X,X
JLOSTZI,X,O,O,O,X,X,X,X
JLOSITZ,O,O,O,X,X,X,X,X
JLOSIZT,O,O,O,X,X,O,X,X
JLOSZTI,O,O,X,X,X,O,X,X
JLOSZIT,O,O,O,X,X,O,X,X
JLOZTIS,O,X,X,X,X,O,X,X
JLOZTSI,O,X,X,X,X,O,X,X
JLOZITS,O,X,X,X,X,O,X,X
JLOZIST,O,O,X,X,O,O,X,X
JLOZSTI,O,O,X,X,O,O,X,X
JLOZSIT,O,O,X,X,O,O,X,X
JSTILZO,O,O,O,O,X,X,X,O
JSTILOZ,O,O,O,O,X,X,X,O
JSTIZLO,O,O,O,O,X,X,X,X
JSTIZOL,O,O,O,X,X,X,X,X
JSTIOLZ,O,O,O,O,X,X,X,X
JSTIOZL,O,X,O,X,X,X,X,X
JSTLIZO,O,O,O,O,X,X,X,O
JSTLIOZ,O,O,O,O,X,X,X,O
JSTLZIO,O,O,O,O,X,X,X,O
JSTLZOI,O,O,O,O,X,X,O,O
JSTLOIZ,O,O,O,O,X,X,X,O
JSTLOZI,O,O,O,O,X,X,X,O
JSTZILO,O,O,O,O,X,X,X,X
JSTZIOL,O,O,O,X,X,X,X,X
JSTZLIO,O,O,O,O,X,X,X,X
JSTZLOI,O,O,O,O,X,X,O,X
JSTZOIL,O,O,O,X,X,X,O,X
JSTZOLI,O,O,O,X,X,X,O,X
JSTOILZ,O,O,O,O,X,X,X,X
JSTOIZL,O,O,O,X,X,X,X,X
JSTOLIZ,O,O,O,O,X,X,X,X
JSTOLZI,O,O,O,O,X,X,X,X
JSTOZIL,O,O,O,X,X,X,O,X
JSTOZLI,O,O,O,X,X,X,O,X
JSITLZO,O,O,O,O,X,X,X,O
JSITLOZ,O,O,O,O,X,X,X,O
JSITZLO,O,O,O,O,X,X,X,X
JSITZOL,O,O,O,X,X,X,X,X
JSITOLZ,O,O,O,O,X,X,X,X
JSITOZL,O,X,O,X,X,X,X,X
JSILTZO,O,O,O,X,X,X,X,X
JSILTOZ,O,O,O,X,X,X,X,X
JSILZTO,O,O,X,X,X,O,X,X
JSILZOT,O,O,O,X,X,O,X,X
JSILOTZ,O,O,O,X,X,X,X,X
JSILOZT,O,O,O,X,X,O,X,X
JSIZTLO,O,X,X,X,X,X,X,X
JSIZTOL,O,X,X,X,X,X,X,X
JSIZLTO,O,O,X,X,X,X,X,X
JSIZLOT,O,O,O,X,X,X,X,X
JSIZOTL,O,X,X,X,O,X,X,X
JSIZOLT,O,X,O,X,O,X,X,X
JSIOTLZ,O,O,O,O,X,X,X,X
JSIOTZL,O,O,O,X,X,X,X,X
JSIOLTZ,O,O,O,X,X,X,X,X
JSIOLZT,O,O,O,X,X,O,X,X
JSIOZTL,O,O,X,X,O,X,X,X
JSIOZLT,O,O,O,X,O,X,X,X
JSLTIZO,X,O,O,O,X,X,X,X
JSLTIOZ,X,O,O,O,X,X,X,X
JSLTZIO,X,O,O,O,X,X,X,X
JSLTZOI,X,O,O,O,X,X,O,X
JSLTOIZ,X,O,O,O,X,X,X,X
JSLTOZI,X,O,O,O,X,X,X,X
JSLITZO,O,O,O,X,X,X,X,X
JSLITOZ,O,O,O,X,X,X,X,X
JSLIZTO,O,O,X,X,X,O,X,X
JSLIZOT,O,O,O,X,X,O,X,X
JSLIOTZ,O,O,O,X,X,X,X,X
JSLIOZT,O,O,O,X,X,O,X,X
JSLZTIO,O,O,X,X,X,O,X,X
JSLZTOI,O,O,X,X,X,O,O,X
JSLZITO,O,O,X,X,X,O,X,X
JSLZIOT,O,O,O,X,X,O,X,X
JSLZOTI,O,X,X,X,X,O,X,X
JSLZOIT,O,O,O,X,X,O,X,X
JSLOTIZ,X,O,O,O,X,X,X,X
JSLOTZI,X,O,O,O,X,X,X,X
JSLOITZ,O,O,O,X,X,X,X,X
JSLOIZT,O,O,O,X,X,O,X,X
JSLOZTI,O,O,X,X,X,O,X,X
JSLOZIT,O,O,O,X,X,O,X,X
JSZTILO,O,O,X,X,X,X,X,X
JSZTIOL,O,O,X,X,X,X,X,X
JSZTLIO,O,O,X,X,X,X,X,X
JSZTLOI,O,O,X,X,X,X,O,X
JSZTOIL,O,O,X,X,X,X,O,X
JSZTOLI,O,O,X,X,X,X,O,X
JSZITLO,O,X,X,X,X,X,X,X
JSZITOL,O,X,X,X,X,X,X,X
JSZILTO,O,O,X,X,X,X,X,X
JSZILOT,O,O,O,X,X,X,X,X
JSZIOTL,O,X,X,X,O,X,X,X
JSZIOLT,O,X,O,X,O,X,X,X
JSZLTIO,O,O,X,X,X,X,X,X
JSZLTOI,O,O,X,X,X,X,O,X
JSZLITO,O,O,X,X,X,X,X,X
JSZLIOT,O,O,O,X,X,X,X,X
JSZLOTI,O,X,X,X,X,X,X,X
JSZLOIT,O,O,O,X,X,X,X,X
JSZOTIL,O,O,X,X,O,X,X,X
JSZOTLI,O,O,X,X,O,X,X,X
JSZOITL,O,O,X,X,O,X,X,X
JSZOILT,O,O,O,X,O,X,X,X
JSZOLTI,O,O,X,X,O,X,X,X
JSZOLIT,O,O,O,X,O,X,X,X
JSOTILZ,O,O,O,O,X,X,X,X
JSOTIZL,O,O,O,X,X,X,X,X
JSOTLIZ,O,O,O,O,X,X,X,X
JSOTLZI,O,O,O,O,X,X,X,X
JSOTZIL,O,O,O,X,X,X,X,X
JSOTZLI,O,O,O,X,X,X,X,X
JSOITLZ,O,O,O,O,X,X,X,X
JSOITZL,O,O,O,X,X,X,X,X
JSOILTZ,O,O,O,X,X,X,X,X
JSOILZT,O,O,O,X,X,O,X,X
JSOIZTL,O,O,X,X,O,X,X,X
JSOIZLT,O,O,O,X,O,X,X,X
JSOLTIZ,X,O,O,O,X,X,X,X
JSOLTZI,X,O,O,O,X,X,X,X
JSOLITZ,O,O,O,X,X,X,X,X
JSOLIZT,O,O,O,X,X,O,X,X
JSOLZTI,O,O,X,X,X,O,X,X
JSOLZIT,O,O,O,X,X,O,X,X
JSOZTIL,O,O,X,X,O,X,X,X
JSOZTLI,O,O,X,X,O,X,X,X
JSOZITL,O,O,X,X,O,X,X,X
JSOZILT,O,O,O,X,O,X,X,X
JSOZLTI,O,O,X,X,O,X,X,X
JSOZLIT,O,O,O,X,O,X,X,X
JZTILSO,O,O,X,X,X,X,X,O
JZTILOS,O,X,X,X,X,X,X,O
JZTISLO,O,O,O,X,X,X,X,X
JZTISOL,O,O,O,X,X,X,X,X
JZTIOLS,O,X,X,X,X,X,X,X
JZTIOSL,O,O,O,X,O,X,X,X
JZTLISO,O,O,X,X,X,X,X,O
JZTLIOS,O,X,X,X,X,X,X,O
JZTLSIO,O,O,X,X,X,X,X,O
JZTLSOI,O,O,X,X,X,X,O,O
JZTLOIS,O,X,X,X,X,X,X,O
JZTLOSI,O,X,X,X,X,X,O,O
JZTSILO,O,O,O,X,X,X,X,X
JZTSIOL,O,O,O,X,X,X,X,X
JZTSLIO,O,O,O,X,X,X,X,X
JZTSLOI,O,O,O,X,X,X,O,X
JZTSOIL,O,O,O,X,X,X,O,X
JZTSOLI,O,O,O,X,X,X,O,X
JZTOILS,O,X,X,X,X,X,X,X
JZTOISL,O,O,O,X,O,X,X,X
JZTOLIS,O,X,X,X,X,X,X,X
JZTOLSI,O,X,X,X,X,X,O,X
JZTOSIL,O,O,O,X,O,X,O,X
JZTOSLI,O,O,O,X,O,X,O,X
JZITLSO,O,O,X,X,X,X,X,O
JZITLOS,O,X,X,X,X,X,X,O
JZITSLO,O,O,O,X,X,X,X,X
JZITSOL,O,O,O,X,X,X,X,X
JZITOLS,O,X,X,X,X,X,X,X
JZITOSL,O,O,O,X,O,X,X,X
JZILTSO,O,X,X,X,X,X,X,X
JZILTOS,O,X,X,X,X,X,X,X
JZILSTO,O,O,X,X,X,X,X,X
JZILSOT,O,O,X,X,X,X,X,X
JZILOTS,O,X,X,X,X,X,X,X
JZILOST,O,X,X,X,O,X,X,X
JZISTLO,O,X,X,X,X,X,X,X
JZISTOL,O,X,X,X,X,X,X,X
JZISLTO,O,O,X,X,X,X,X,X
JZISLOT,O,O,O,X,X,X,X,X
JZISOTL,O,X,X,X,O,X,X,X
JZISOLT,O,X,O,X,O,X,X,X
JZIOTLS,O,O,X,X,X,X,X,X
JZIOTSL,O,O,O,X,O,X,X,X
JZIOLTS,O,X,X,X,X,X,X,X
JZIOLST,O,O,X,X,O,X,X,X
JZIOSTL,O,O,X,X,O,X,X,X
JZIOSLT,O,O,O,X,O,X,X,X
JZLTISO,O,X,X,X,X,X,X,X
JZLTIOS,O,X,X,X,X,X,X,X
JZLTSIO,O,X,X,X,X,X,X,X
JZLTSOI,O,X,X,X,X,X,O,X
JZLTOIS,O,X,X,X,X,X,X,X
JZLTOSI,O,X,X,X,X,X,O,X
JZLITSO,O,X,X,X,X,X,X,X
JZLITOS,O,X,X,X,X,X,X,X
JZLISTO,O,O,X,X,X,X,X,X
JZLISOT,O,O,X,X,X,X,X,X
JZLIOTS,O,X,X,X,X,X,X,X
JZLIOST,O,X,X,X,O,X,X,X
JZLSTIO,O,O,X,X,X,X,X,X
JZLSTOI,O,O,X,X,X,X,O,X
JZLSITO,O,O,X,X,X,X,X,X
JZLSIOT,O,O,X,X,X,X,X,X
JZLSOTI,O,X,X,X,X,X,X,X
JZLSOIT,O,O,X,X,X,X,X,X
JZLOTIS,O,X,X,X,X,X,X,X
JZLOTSI,O,X,X,X,X,X,X,X
JZLOITS,O,X,X,X,X,X,X,X
JZLOIST,O,X,X,X,O,X,X,X
JZLOSTI,O,X,X,X,O,X,X,X
JZLOSIT,O,X,X,X,O,X,X,X
JZSTILO,O,O,X,X,X,X,X,X
JZSTIOL,O,O,X,X,X,X,X,X
JZSTLIO,O,O,X,X,X,X,X,X
JZSTLOI,O,O,X,X,X,X,O,X
JZSTOIL,O,O,X,X,X,X,O,X
JZSTOLI,O,O,X,X,X,X,O,X
JZSITLO,O,X,X,X,X,X,X,X
JZSITOL,O,X,X,X,X,X,X,X
JZSILTO,O,O,X,X,X,X,X,X
JZSILOT,O,O,O,X,X,X,X,X
JZSIOTL,O,X,X,X,O,X,X,X
JZSIOLT,O,X,O,X,O,X,X,X
JZSLTIO,O,O,X,X,X,X,X,X
JZSLTOI,O,O,X,X,X,X,O,X
JZSLITO,O,O,X,X,X,X,X,X
JZSLIOT,O,O,O,X,X,X,X,X
JZSLOTI,O,X,X,X,X,X,X,X
JZSLOIT,O,O,O,X,X,X,X,X
JZSOTIL,O,O,X,X,O,X,X,X
JZSOTLI,O,O,X,X,O,X,X,X
JZSOITL,O,O,X,X,O,X,X,X
JZSOILT,O,O,O,X,O,X,X,X
JZSOLTI,O,O,X,X,O,X,X,X
JZSOLIT,O,O,O,X,O,X,X,X
JZOTILS,O,O,X,X,X,X,X,X
JZOTISL,O,O,O,X,O,X,X,X
JZOTLIS,O,O,X,X,X,X,X,X
JZOTLSI,O,O,X,X,X,X,X,X
JZOTSIL,O,O,O,X,O,X,X,X
JZOTSLI,O,O,O,X,O,X,X,X
JZOITLS,O,O,X,X,X,X,X,X
JZOITSL,O,O,O,X,O,X,X,X
JZOILTS,O,X,X,X,X,X,X,X
JZOILST,O,O,X,X,O,X,X,X
JZOISTL,O,O,X,X,O,X,X,X
JZOISLT,O,O,O,X,O,X,X,X
JZOLTIS,O,X,X,X,X,X,X,X
JZOLTSI,O,X,X,X,X,X,X,X
JZOLITS,O,X,X,X,X,X,X,X
JZOLIST,O,O,X,X,O,X,X,X
JZOLSTI,O,O,X,X,O,X,X,X
JZOLSIT,O,O,X,X,O,X,X,X
JZOSTIL,O,O,X,X,O,X,X,X
JZOSTLI,O,O,X,X,O,X,X,X
JZOSITL,O,O,X,X,O,X,X,X
JZOSILT,O,O,O,X,O,X,X,X
JZOSLTI,O,O,X,X,O,X,X,X
JZOSLIT,O,O,O,X,O,X,X,X
JOTILSZ,O,O,O,X,X,X,X,O
JOTILZS,O,O,X,X,X,X,X,O
JOTISLZ,O,O,O,X,X,X,X,X
JOTISZL,O,O,O,X,X,X,X,X
JOTIZLS,O,O,X,X,X,X,X,X
JOTIZSL,O,O,O,X,O,X,X,X
JOTLISZ,O,O,O,O,X,X,X,O
JOTLIZS,O,O,X,X,X,X,X,O
JOTLSIZ,O,O,O,O,X,X,X,O
JOTLSZI,O,O,O,O,X,X,X,O
JOTLZIS,O,O,X,X,X,X,X,O
JOTLZSI,O,O,X,O,X,X,X,O
JOTSILZ,O,O,O,O,X,X,X,X
JOTSIZL,O,O,O,X,X,X,X,X
JOTSLIZ,O,O,O,O,X,X,X,X
JOTSLZI,O,O,O,O,X,X,X,X
JOTSZIL,O,O,O,X,X,X,X,X
JOTSZLI,O,O,O,X,X,X,X,X
JOTZILS,O,O,X,X,X,X,X,X
JOTZISL,O,O,O,X,O,X,X,X
JOTZLIS,O,O,X,X,X,X,X,X
JOTZLSI,O,O,X,X,X,X,X,X
JOTZSIL,O,O,O,X,O,X,X,X
JOTZSLI,O,O,O,X,O,X,X,X
JOITLSZ,O,O,O,X,X,X,X,O
JOITLZS,O,O,X,X,X,X,X,O
JOITSLZ,O,O,O,X,X,X,X,X
JOITSZL,O,O,O,X,X,X,X,X
JOITZLS,O,O,X,X,X,X,X,X
JOITZSL,O,O,O,X,O,X,X,X
JOILTSZ,O,O,O,X,X,X,X,X
JOILTZS,O,O,X,X,X,X,X,X
JOILSTZ,O,O,O,X,X,X,X,X
JOILSZT,O,O,O,X,X,O,X,X
JOILZTS,O,X,X,X,X,O,X,X
JOILZST,O,O,X,X,O,O,X,X
JOISTLZ,O,O,O,O,X,X,X,X
JOISTZL,O,O,O,X,X,X,X,X
JOISLTZ,O,O,O,X,X,X,X,X
JOISLZT,O,O,O,X,X,O,X,X
JOISZTL,O,O,X,X,O,X,X,X
JOISZLT,O,O,O,X,O,X,X,X
JOIZTLS,O,O,X,X,X,X,X,X
JOIZTSL,O,O,O,X,O,X,X,X
JOIZLTS,O,X,X,X,X,X,X,X
JOIZLST,O,O,X,X,O,X,X,X
JOIZSTL,O,O,X,X,O,X,X,X
