sequence,v115@zgF8DeC8GeB8HeC8EeE8DeC8Jex9IvhF3gBcmB6nBT?jBdsBWwB,v115@zgF8DeC8GeB8HeC8EeE8DeC8JeOCJvhF6jB9lBziBx?rB0rBXrB,v115@zgF8DeC8GeB8HeC8EeE8DeC8JeOCJvhF6jB9lBziBx?rBXrB0rB,v115@zgF8DeC8GeB8HeC8EeE8DeC8Jex9IvhF9lB2mBTjBc?sBXrBCsB,v115@zgF8DeC8GeB8HeC8EeE8DeC8Jex9IvhF9lBymB+nBT?jBXrB0rB,v115@zgF8DeC8GeB8HeC8EeE8DeC8Jex9IvhF9lBymB+nBT?jB0rBXrB,v115@zgF8DeC8GeB8HeC8EeE8DeC8Jex9IvhF9lB6nBTjBm?mBXrB0rB,v115@zgF8DeC8GeB8HeC8EeE8DeC8Jex9IvhF9lB6nBTjBm?mB0rBXrB,v115@zgF8DeC8GeB8HeC8EeE8DeC8Jex9IvhF3gBumB9nBT?jB8qBywB,v115@zgF8DeC8GeB8HeC8EeE8DeC8Jex9IvhF9lBOmBXiBT?jBcsBSwB,v115@zgF8DeC8GeB8HeC8EeE8DeC8JeKCJvhFzdB+jB9lBx?rBXrB0rB,v115@zgF8DeC8GeB8HeC8EeE8DeC8JeX9IvhF6jBziBxlBN?sBUmBWwB,v115@zgF8DeC8GeB8HeC8EeE8DeC8JeKCJvhFzdB+jB9lBx?rB0rBXrB,v115@zgF8DeC8GeB8HeC8EeE8DeC8Jex9IvhFUhB9nBTjB6?qBmrB3rB,v115@zgF8DeC8GeB8HeC8EeE8DeC8Jex9IvhF3hB9nBTjB6?qBmrBUrB,v115@zgF8DeC8GeB8HeC8EeE8DeC8Jex9IvhFihB9nBTjB0?lBfsBWwB,v115@zgF8DeC8GeB8HeC8EeE8DeC8Jex9IvhF3gBtmB+nBT?jB8qBywB,v115@zgF8DeC8GeB8HeC8EeE8DeC8JeT+IvhF9lBxhBOnBC?oB0rBXrB,v115@zgF8DeC8GeB8HeC8EeE8DeC8JeT+IvhF9lBxhBOnBC?oBXrB0rB,v115@zgF8DeC8GeB8HeC8EeE8DeC8Jex9IvhF3gB9nBTjB8?qB+rBasB,v115@zgF8DeC8GeB8HeC8EeE8DeC8Jez9IvhF+jB9lBxmBK?nBXrB0rB,v115@zgF8DeC8GeB8HeC8EeE8DeC8JedCJvhFfjB6jBxlBc?sBGrBzqB,v115@zgF8DeC8GeB8HeC8EeE8DeC8Jez9IvhF+jB9lBxmBK?nB0rBXrB,v115@zgF8DeC8GeB8HeC8EeE8DeC8Je6DJvhF3gBRiB0iBT?mBNsBWwB,v115@zgF8DeC8GeB8HeC8EeE8DeC8JeT+IvhF3gBcmBxnB6?nBdsBWwB,v115@zgF8DeC8GeB8HeC8EeE8DeC8Je09IvhF6jB9lBmhBT?mB3nBRwB
ZOSIJLT,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
ZOSLTIJ,X,X,X,O,X,X,X,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOSLTJI,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOSLITJ,X,X,X,O,X,X,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOSLIJT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
ZOSLJTI,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOSLJIT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
ZOSJTIL,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X
ZOSJTLI,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
ZOSJITL,O,X,X,O,O,O,X,X,O,O,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X
ZOSJILT,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
ZOSJLTI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOSJLIT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
OTILJSZ,O,O,O,X,O,O,O,X,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
OTILJZS,O,O,O,X,O,O,X,O,O,O,O,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X
OTILSJZ,O,O,O,X,O,X,O,X,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OTILSZJ,O,X,O,O,X,X,O,O,O,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
OTILZJS,O,O,O,X,X,O,X,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OTILZSJ,O,O,X,O,X,X,O,O,O,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
OTIJLSZ,O,O,O,X,O,O,O,X,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
OTIJLZS,O,O,O,X,O,O,X,O,O,O,O,X,O,O,O,X,O,X,X,O,X,X,X,X,X,X
OTIJSLZ,O,O,O,X,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTIJSZL,O,X,X,O,O,O,O,X,O,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X
OTIJZLS,O,O,O,X,O,O,X,O,O,O,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X
OTIJZSL,O,X,X,O,O,O,X,O,O,O,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X
OTISLJZ,O,O,O,X,O,X,O,X,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OTISLZJ,O,X,O,O,X,X,O,O,O,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
OTISJLZ,O,O,O,X,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTISJZL,O,X,O,O,O,O,O,X,O,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X
OTISZLJ,O,X,O,O,X,X,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OTISZJL,O,X,O,O,O,O,O,O,O,O,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X
OTIZLJS,O,O,O,X,X,O,X,O,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
OTIZLSJ,O,O,X,O,X,X,O,O,O,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
OTIZJLS,O,O,O,X,O,O,X,O,O,O,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X
OTIZJSL,O,O,X,O,O,O,X,O,O,O,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X
OTIZSLJ,O,O,X,O,X,X,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OTIZSJL,O,O,X,O,O,O,O,O,O,O,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X
OTLIJSZ,O,O,O,X,O,O,O,X,O,O,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X,O
OTLIJZS,O,O,O,X,O,O,X,O,O,O,X,X,X,O,O,X,X,O,O,O,X,X,X,X,X,O
OTLISJZ,O,O,O,X,O,X,O,X,O,O,X,O,X,O,O,X,X,O,O,X,X,X,X,X,X,O
OTLISZJ,O,X,O,O,X,X,O,O,O,O,X,O,X,O,O,O,X,X,O,X,X,X,X,X,X,O
OTLIZJS,O,O,O,X,X,O,X,O,O,O,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X,O
OTLIZSJ,O,O,X,O,X,X,O,O,O,O,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,O
OTLJISZ,O,O,O,X,O,O,O,X,O,O,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X
OTLJIZS,O,O,O,X,O,O,X,O,O,O,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X
OTLJSIZ,X,O,O,X,O,O,X,X,X,O,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X
OTLJSZI,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLJZIS,X,O,O,X,O,O,X,X,X,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
OTLJZSI,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OTLSIJZ,O,O,O,X,O,X,O,X,O,O,X,O,X,O,O,X,X,O,O,X,X,X,X,X,X,X
OTLSIZJ,O,X,X,O,X,X,O,O,O,O,X,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X
OTLSJIZ,X,O,O,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OTLSJZI,X,X,X,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLSZIJ,X,X,X,O,X,X,O,X,X,O,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X
OTLSZJI,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLZIJS,O,O,O,X,X,O,X,O,O,O,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X
OTLZISJ,O,X,X,O,X,X,O,O,O,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
OTLZJIS,X,O,O,X,X,O,X,O,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
OTLZJSI,X,X,X,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OTLZSIJ,X,X,X,O,X,X,X,O,O,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X
OTLZSJI,X,X,X,O,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OTJILSZ,O,O,O,X,O,O,O,X,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
OTJILZS,O,O,O,X,O,O,X,O,O,O,O,X,O,O,O,X,O,X,X,O,X,X,X,X,X,X
OTJISLZ,O,O,O,X,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJISZL,O,X,X,O,O,O,O,X,O,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X
OTJIZLS,O,O,O,X,O,O,X,O,O,O,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X
OTJIZSL,O,X,X,O,O,O,X,O,O,O,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X
OTJLISZ,O,O,O,X,O,O,O,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OTJLIZS,O,O,O,X,O,O,X,O,O,O,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X
OTJLSIZ,O,O,O,X,O,O,X,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OTJLSZI,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJLZIS,O,O,O,X,O,O,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OTJLZSI,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OTJSILZ,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OTJSIZL,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
OTJSLIZ,O,O,O,X,O,O,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OTJSLZI,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJSZIL,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJSZLI,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJZILS,O,X,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
OTJZISL,O,X,X,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTJZLIS,O,O,O,X,O,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OTJZLSI,O,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJZSIL,O,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJZSLI,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSILJZ,O,O,O,X,O,X,O,X,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OTSILZJ,O,X,X,O,X,X,O,O,O,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
OTSIJLZ,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OTSIJZL,O,X,X,O,O,O,O,X,O,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X
OTSIZLJ,O,X,X,O,X,X,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OTSIZJL,O,X,X,O,O,O,O,O,O,O,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X
OTSLIJZ,O,O,O,X,O,X,O,X,O,O,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X
OTSLIZJ,O,X,X,O,X,X,O,O,O,O,X,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X
OTSLJIZ,X,O,O,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OTSLJZI,X,X,X,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSLZIJ,X,X,X,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OTSLZJI,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSJILZ,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OTSJIZL,O,X,X,O,O,O,O,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
OTSJLIZ,X,O,O,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSJLZI,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSJZIL,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSJZLI,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSZILJ,X,X,X,O,X,X,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OTSZIJL,X,X,X,O,O,O,O,O,O,O,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X
OTSZLIJ,X,X,X,O,X,X,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSZLJI,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSZJIL,X,X,X,O,O,O,O,O,O,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
OTSZJLI,X,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTZILJS,O,O,O,X,X,O,X,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OTZILSJ,O,X,X,O,X,X,O,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
OTZIJLS,O,O,O,X,O,O,X,O,O,O,X,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X
OTZIJSL,O,X,X,O,O,O,X,O,O,O,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X
OTZISLJ,O,X,X,O,X,X,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OTZISJL,O,X,X,O,O,O,O,O,O,O,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X
OTZLIJS,O,O,O,X,X,O,X,O,O,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
OTZLISJ,O,X,X,O,X,X,O,O,O,O,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X
OTZLJIS,X,O,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OTZLJSI,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZLSIJ,X,X,X,O,X,X,X,O,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X
OTZLSJI,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OTZJILS,X,X,X,X,O,O,X,O,O,O,X,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X
OTZJISL,X,X,X,O,O,O,X,O,O,O,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X
OTZJLIS,X,O,O,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTZJLSI,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZJSIL,X,X,X,O,X,O,X,O,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
OTZJSLI,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OTZSILJ,X,X,X,O,X,X,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OTZSIJL,X,X,X,O,O,O,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OTZSLIJ,X,X,X,O,X,X,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OTZSLJI,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OTZSJIL,X,X,X,O,O,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OTZSJLI,X,X,X,O,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OITLJSZ,O,O,O,X,O,O,O,X,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,O
OITLJZS,O,O,O,X,O,O,X,O,O,O,O,X,O,O,O,X,X,X,X,O,X,X,X,X,X,O
OITLSJZ,O,O,O,X,O,X,O,X,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O
OITLSZJ,O,X,O,O,X,X,O,O,O,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,O
OITLZJS,O,O,O,X,X,O,X,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O
OITLZSJ,O,O,X,O,X,X,O,O,O,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,O
OITJLSZ,O,O,O,X,O,O,O,X,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,O
OITJLZS,O,O,O,X,O,O,X,O,O,O,O,X,O,O,O,X,O,X,X,O,X,X,X,X,X,O
OITJSLZ,O,O,O,X,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OITJSZL,O,X,X,O,O,O,O,X,O,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,O
OITJZLS,O,O,O,X,O,O,X,O,O,O,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,O
OITJZSL,O,X,X,O,O,O,X,O,O,O,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,O
OITSLJZ,O,O,O,X,O,X,O,X,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O
OITSLZJ,O,X,O,O,X,X,O,O,O,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,O
OITSJLZ,O,O,O,X,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OITSJZL,O,X,O,O,O,O,O,X,O,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,O
OITSZLJ,O,X,O,O,X,X,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O
OITSZJL,O,X,O,O,O,O,O,O,O,O,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,O
OITZLJS,O,O,O,X,X,O,X,O,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,O
OITZLSJ,O,O,X,O,X,X,O,O,O,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,O
OITZJLS,O,O,O,X,O,O,X,O,O,O,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,O
OITZJSL,O,O,X,O,O,O,X,O,O,O,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,O
OITZSLJ,O,O,X,O,X,X,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O
OITZSJL,O,O,X,O,O,O,O,O,O,O,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,O
OILTJSZ,O,O,O,X,O,O,O,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O
OILTJZS,O,O,O,X,O,O,X,O,O,O,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,O
OILTSJZ,O,O,O,X,O,X,O,X,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O
OILTSZJ,O,X,O,O,X,X,O,O,O,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,O
OILTZJS,O,O,O,X,X,O,X,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O
OILTZSJ,O,O,X,O,X,X,O,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,O
OILJTSZ,O,O,O,X,O,O,O,X,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
OILJTZS,O,O,O,X,O,O,X,O,O,O,O,X,O,O,O,X,O,X,X,O,X,X,X,X,X,X
OILJSTZ,O,O,O,X,O,X,O,X,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
OILJSZT,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
OILJZTS,O,O,O,X,X,O,X,O,O,O,O,X,O,O,O,X,O,X,X,O,X,X,X,X,X,X
OILJZST,O,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X
OILSTJZ,O,X,X,X,O,X,O,X,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O
OILSTZJ,O,X,X,O,X,X,O,O,O,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,O
OILSJTZ,O,O,O,X,O,X,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OILSJZT,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
OILSZTJ,X,X,X,O,X,X,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O
OILSZJT,X,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X
OILZTJS,O,X,X,X,X,O,X,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OILZTSJ,O,X,X,O,X,X,O,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
OILZJTS,O,O,O,X,X,O,X,O,O,O,X,X,X,O,O,X,O,X,X,O,X,X,X,X,X,X
OILZJST,X,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X
OILZSTJ,X,X,X,O,X,X,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OILZSJT,X,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X
OIJTLSZ,O,O,O,X,O,O,O,X,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
OIJTLZS,O,O,O,X,O,O,X,O,O,O,O,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X
OIJTSLZ,O,X,X,X,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIJTSZL,O,X,X,O,O,O,O,X,O,X,X,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X
OIJTZLS,O,X,X,X,O,O,X,O,O,O,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X
OIJTZSL,O,X,X,O,O,O,X,O,O,O,X,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X
OIJLTSZ,O,O,O,X,O,O,O,X,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
OIJLTZS,O,O,O,X,O,O,X,O,O,O,O,X,O,O,O,X,O,X,X,O,X,X,X,X,X,X
OIJLSTZ,O,O,O,X,O,X,O,X,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
OIJLSZT,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
OIJLZTS,O,O,O,X,X,O,X,O,O,O,O,X,O,O,O,X,O,X,X,O,X,X,X,X,X,X
OIJLZST,O,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X
OIJSTLZ,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIJSTZL,O,X,X,O,O,O,O,X,O,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X
OIJSLTZ,O,O,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIJSLZT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OIJSZTL,O,X,X,O,O,O,X,X,O,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X
OIJSZLT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
OIJZTLS,O,X,X,X,O,O,X,O,O,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
OIJZTSL,O,X,X,O,O,O,X,O,O,O,X,X,X,X,X,O,O,X,X,O,X,O,X,X,X,X
OIJZLTS,O,O,O,X,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
OIJZLST,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
OIJZSTL,O,X,X,O,O,O,X,X,O,O,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X
OIJZSLT,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
OISTLJZ,O,X,X,X,O,X,O,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O
OISTLZJ,O,X,X,O,X,X,O,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,O
OISTJLZ,O,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OISTJZL,O,X,X,O,O,O,O,X,O,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,O
