sequence,v115@EhC8BeA8CeH8CeG8CeC8Jei6IvhFtgB0cBxdB3fBOr?BzrB,v115@EhC8BeA8CeH8CeG8CeC8Jem6IvhFtgB0cBxdBTfBKr?BfsB,v115@EhC8BeA8CeH8CeG8CeC8JeK/IvhFzaBtgBxdB3hB0m?B2wB,v115@EhC8BeA8CeH8CeG8CeC8Jei6IvhFzbBthBxdB3fBmr?BUrB,v115@EhC8BeA8CeH8CeG8CeC8JeO/IvhF8fBthBxdBfmBzr?BarB,v115@EhC8BeA8CeH8CeG8CeC8Jei6IvhFtgB0cBxdB3fBmr?BTrB,v115@EhC8BeA8CeH8CeG8CeC8Je2/IvhFzbBthB3fBxiBUm?BywB,v115@EhC8BeA8CeH8CeG8CeC8Jei6IvhFthBxdB3fBzgBmr?BUrB,v115@EhC8BeA8CeH8CeG8CeC8JeO/IvhF8fBzbBxdBarBfs?BtrB,v115@EhC8BeA8CeH8CeG8CeC8Je2/IvhFtgB0cB3fBxiBTm?BywB,v115@EhC8BeA8CeH8CeG8CeC8JeO/IvhF8fBtgBxdB3hBTm?BywB
SIOZTLJ,O,X,X,X,O,X,X,X,X,X,X
SIOZTJL,O,X,X,X,O,X,X,X,X,X,O
SIOZLTJ,O,O,X,X,O,X,X,X,X,X,X
SIOZLJT,O,O,X,X,O,X,X,X,O,X,X
SIOZJTL,O,X,X,X,O,X,X,X,X,X,O
SIOZJLT,O,O,X,X,O,X,X,X,O,X,X
SLTIJZO,O,O,X,O,X,O,O,O,X,O,O
SLTIJOZ,O,O,O,O,X,O,X,O,X,X,X
SLTIZJO,O,O,X,X,X,O,X,X,O,O,O
SLTIZOJ,O,O,O,X,X,O,X,O,X,X,O
SLTIOJZ,O,O,O,X,X,X,X,O,X,X,X
SLTIOZJ,O,O,O,X,X,O,X,O,X,X,O
SLTJIZO,O,O,O,O,X,O,O,O,X,O,O
SLTJIOZ,O,O,O,O,X,O,X,O,X,X,X
SLTJZIO,O,O,O,O,X,O,O,O,X,O,O
SLTJZOI,O,O,O,O,X,O,O,O,X,O,O
SLTJOIZ,O,O,O,O,X,O,X,O,X,X,X
SLTJOZI,O,O,O,O,X,O,X,O,X,X,X
SLTZIJO,O,O,X,X,X,O,X,X,O,O,O
SLTZIOJ,O,O,O,X,X,O,X,O,X,X,O
SLTZJIO,O,O,X,X,X,O,X,X,O,O,O
SLTZJOI,O,O,X,X,X,O,X,X,O,O,O
SLTZOIJ,O,O,O,X,X,O,X,O,X,X,O
SLTZOJI,X,O,O,X,X,X,X,O,O,X,O
SLTOIJZ,O,O,O,X,X,X,X,O,X,X,X
SLTOIZJ,O,O,O,X,X,O,X,O,X,X,O
SLTOJIZ,O,O,O,X,X,O,X,O,X,X,X
SLTOJZI,O,O,O,X,X,O,X,O,X,X,X
SLTOZIJ,O,O,O,X,X,O,X,O,X,X,O
SLTOZJI,O,O,O,X,X,X,X,O,O,X,O
SLITJZO,O,O,X,O,X,O,O,O,X,O,O
SLITJOZ,O,O,O,O,X,O,X,O,X,X,X
SLITZJO,O,O,X,X,X,O,X,X,O,O,O
SLITZOJ,O,O,O,X,X,O,X,O,X,X,O
SLITOJZ,O,O,O,X,X,X,X,O,X,X,X
SLITOZJ,O,O,O,X,X,O,X,O,X,X,O
SLIJTZO,O,O,O,O,X,O,O,O,X,O,O
SLIJTOZ,O,O,O,O,X,O,X,O,X,X,X
SLIJZTO,O,O,O,O,X,O,O,O,O,X,O
SLIJZOT,X,O,O,O,X,O,X,X,O,X,O
SLIJOTZ,O,O,O,O,X,O,X,O,X,O,X
SLIJOZT,O,O,O,O,X,O,X,X,X,X,X
SLIZTJO,O,O,X,X,X,O,O,X,O,O,O
SLIZTOJ,O,O,O,X,X,O,O,O,X,X,O
SLIZJTO,O,O,X,O,X,O,O,O,O,X,O
SLIZJOT,X,O,X,O,X,O,X,X,O,X,O
SLIZOTJ,O,O,O,X,X,X,X,X,X,X,O
SLIZOJT,O,O,X,X,X,X,X,X,O,X,O
SLIOTJZ,O,O,O,X,X,X,X,O,X,O,X
SLIOTZJ,O,O,O,X,X,O,X,O,X,O,O
SLIOJTZ,O,O,O,O,X,O,X,O,X,O,X
SLIOJZT,O,O,O,O,X,O,X,X,X,X,X
SLIOZTJ,O,O,O,X,X,X,X,X,X,O,O
SLIOZJT,O,O,X,X,X,X,X,X,O,X,O
SLJTIZO,O,O,O,O,X,O,O,O,X,O,O
SLJTIOZ,O,O,O,O,X,O,X,O,X,X,X
SLJTZIO,O,O,O,O,X,O,O,O,X,O,O
SLJTZOI,O,O,O,O,X,O,O,O,X,O,O
SLJTOIZ,O,O,O,O,X,O,X,O,X,X,X
SLJTOZI,O,O,O,O,X,O,X,O,X,X,X
SLJITZO,O,O,O,O,X,O,O,O,X,O,O
SLJITOZ,O,O,O,O,X,O,X,O,X,X,X
SLJIZTO,O,O,O,O,X,O,O,O,O,X,O
SLJIZOT,X,O,O,O,X,O,X,X,O,X,O
SLJIOTZ,O,O,O,O,X,O,X,O,X,O,X
SLJIOZT,O,O,O,O,X,O,X,X,X,X,X
SLJZTIO,O,O,O,O,X,O,O,O,O,X,O
SLJZTOI,O,O,O,O,X,O,O,O,O,X,O
SLJZITO,O,O,O,O,X,O,O,O,O,X,O
SLJZIOT,X,O,O,O,X,O,X,X,O,X,O
SLJZOTI,X,O,O,O,X,O,O,O,O,X,O
SLJZOIT,X,O,O,O,X,O,X,X,O,X,O
SLJOTIZ,O,O,O,O,X,O,X,O,X,O,X
SLJOTZI,O,O,O,O,X,O,X,O,X,O,X
SLJOITZ,O,O,O,O,X,O,X,O,X,O,X
SLJOIZT,O,O,O,O,X,O,X,X,X,X,X
SLJOZTI,O,O,O,O,X,O,X,O,O,X,X
SLJOZIT,O,O,O,O,X,O,X,X,O,X,X
SLZTIJO,O,O,X,X,X,O,O,X,O,O,O
SLZTIOJ,O,O,O,X,X,O,O,O,X,X,O
SLZTJIO,O,O,X,X,X,O,O,X,O,O,O
SLZTJOI,O,O,X,X,X,O,O,X,O,O,O
SLZTOIJ,O,O,O,X,X,O,O,O,X,X,O
SLZTOJI,X,O,O,X,X,X,O,O,O,X,O
SLZITJO,O,O,X,X,X,O,O,X,O,O,O
SLZITOJ,O,O,O,X,X,O,O,O,X,X,O
SLZIJTO,O,O,X,O,X,O,O,O,O,X,O
SLZIJOT,X,O,X,O,X,O,X,X,O,X,O
SLZIOTJ,O,O,O,X,X,X,X,X,X,X,O
SLZIOJT,O,O,X,X,X,X,X,X,O,X,O
SLZJTIO,O,O,X,O,X,O,O,O,O,X,O
SLZJTOI,O,O,X,O,X,O,O,O,O,X,O
SLZJITO,O,O,X,O,X,O,O,O,O,X,O
SLZJIOT,X,O,X,O,X,O,X,X,O,X,O
SLZJOTI,X,O,X,O,X,O,O,O,O,X,O
SLZJOIT,X,O,X,O,X,O,X,X,O,X,O
SLZOTIJ,O,O,O,X,X,X,O,O,X,X,O
SLZOTJI,O,O,O,X,X,X,O,O,O,X,O
SLZOITJ,O,O,O,X,X,X,X,X,X,X,O
SLZOIJT,O,O,X,X,X,X,X,X,O,X,O
SLZOJTI,O,O,X,X,X,X,O,O,O,X,O
SLZOJIT,O,O,X,X,X,X,X,X,O,X,O
SLOTIJZ,O,O,O,X,X,X,X,O,X,O,X
SLOTIZJ,O,O,O,X,X,O,X,O,X,O,O
SLOTJIZ,O,O,O,X,X,O,X,O,X,O,X
SLOTJZI,O,O,O,X,X,O,X,O,X,O,X
SLOTZIJ,O,O,O,X,X,O,X,O,X,O,O
SLOTZJI,O,O,O,X,X,X,X,O,O,O,O
SLOITJZ,O,O,O,X,X,X,X,O,X,O,X
SLOITZJ,O,O,O,X,X,O,X,O,X,O,O
SLOIJTZ,O,O,O,O,X,O,X,O,X,O,X
SLOIJZT,O,O,O,O,X,O,X,X,X,X,X
SLOIZTJ,O,O,O,X,X,X,X,X,X,O,O
SLOIZJT,O,O,X,X,X,X,X,X,O,X,O
SLOJTIZ,O,O,O,O,X,O,X,O,X,O,X
SLOJTZI,O,O,O,O,X,O,X,O,X,O,X
SLOJITZ,O,O,O,O,X,O,X,O,X,O,X
SLOJIZT,O,O,O,O,X,O,X,X,X,X,X
SLOJZTI,O,O,O,O,X,O,X,O,O,X,X
SLOJZIT,O,O,O,O,X,O,X,X,O,X,X
SLOZTIJ,O,O,O,X,X,X,X,O,X,O,O
SLOZTJI,O,O,O,X,X,X,X,O,O,O,O
SLOZITJ,O,O,O,X,X,X,X,X,X,O,O
SLOZIJT,O,O,X,X,X,X,X,X,O,X,O
SLOZJTI,O,O,X,X,X,X,X,O,O,X,O
SLOZJIT,O,O,X,X,X,X,X,X,O,X,O
SJTILZO,O,O,O,O,X,O,O,O,X,X,X
SJTILOZ,O,O,O,O,X,O,X,O,X,X,X
SJTIZLO,O,X,O,O,X,O,X,O,X,O,O
SJTIZOL,O,X,X,O,X,O,O,O,X,O,O
SJTIOLZ,O,X,O,O,X,O,X,O,X,X,X
SJTIOZL,O,X,X,O,X,O,X,O,X,X,X
SJTLIZO,O,O,O,O,X,O,O,O,X,X,X
SJTLIOZ,O,O,O,O,X,O,X,O,X,X,X
SJTLZIO,O,O,O,O,X,O,O,O,X,X,X
SJTLZOI,O,O,O,O,X,O,O,O,X,X,X
SJTLOIZ,O,O,O,O,X,O,X,O,X,X,X
SJTLOZI,O,O,O,O,X,O,X,O,X,X,X
SJTZILO,O,X,O,O,X,O,X,O,X,O,O
SJTZIOL,O,X,X,O,X,O,O,O,X,O,O
SJTZLIO,O,X,O,O,X,O,X,O,X,O,O
SJTZLOI,O,X,O,O,X,O,X,O,X,X,O
SJTZOIL,O,X,X,O,X,O,O,O,X,O,O
SJTZOLI,O,X,X,O,X,O,O,O,X,X,O
SJTOILZ,O,X,O,O,X,O,X,O,X,X,X
SJTOIZL,O,X,X,O,X,O,X,O,X,X,X
SJTOLIZ,O,X,O,O,X,O,X,O,X,X,X
SJTOLZI,O,X,O,O,X,O,X,O,X,X,X
SJTOZIL,O,X,X,O,X,O,X,O,X,X,X
SJTOZLI,O,X,X,O,X,O,X,O,X,X,X
SJITLZO,O,O,O,O,X,O,O,O,X,X,X
SJITLOZ,O,O,O,O,X,O,X,O,X,X,X
SJITZLO,O,X,O,O,X,O,X,O,X,O,O
SJITZOL,O,X,X,O,X,O,O,O,X,O,O
SJITOLZ,O,X,O,O,X,O,X,O,X,X,X
SJITOZL,O,X,X,O,X,O,X,O,X,X,X
SJILTZO,O,O,O,O,X,O,O,O,X,O,X
SJILTOZ,O,O,O,O,X,O,X,O,X,X,X
SJILZTO,O,O,O,O,X,O,O,O,O,X,X
SJILZOT,X,O,O,O,X,O,X,X,O,X,X
SJILOTZ,O,O,O,O,X,O,X,O,X,O,X
SJILOZT,O,O,O,O,X,O,X,X,X,X,X
SJIZTLO,O,X,O,O,X,O,X,O,O,X,O
SJIZTOL,O,X,X,O,X,O,O,O,X,X,O
SJIZLTO,O,O,O,O,X,O,X,O,O,X,O
SJIZLOT,X,X,O,O,X,O,X,X,O,X,X
SJIZOTL,X,X,X,O,X,O,X,X,X,X,O
SJIZOLT,X,X,X,O,X,O,X,X,O,X,X
SJIOTLZ,O,O,O,O,X,O,X,O,X,X,X
SJIOTZL,O,X,X,O,X,O,X,O,X,X,X
SJIOLTZ,O,O,O,O,X,O,X,O,X,X,X
SJIOLZT,O,O,O,O,X,O,X,X,X,X,X
SJIOZTL,O,X,X,O,X,O,X,X,X,X,X
SJIOZLT,O,O,X,O,X,O,X,X,X,X,X
SJLTIZO,O,O,O,O,X,O,O,O,X,O,X
SJLTIOZ,O,O,O,O,X,O,X,O,X,X,X
SJLTZIO,O,O,O,O,X,O,O,O,X,O,X
SJLTZOI,O,O,O,O,X,O,O,O,X,O,X
SJLTOIZ,O,O,O,O,X,O,X,O,X,X,X
SJLTOZI,O,O,O,O,X,O,X,O,X,X,X
SJLITZO,O,O,O,O,X,O,O,O,X,O,X
SJLITOZ,O,O,O,O,X,O,X,O,X,X,X
SJLIZTO,O,O,O,O,X,O,O,O,O,X,X
SJLIZOT,X,O,O,O,X,O,X,X,O,X,X
SJLIOTZ,O,O,O,O,X,O,X,O,X,O,X
SJLIOZT,O,O,O,O,X,O,X,X,X,X,X
SJLZTIO,O,O,O,O,X,O,O,O,O,X,X
SJLZTOI,O,O,O,O,X,O,O,O,O,X,X
SJLZITO,O,O,O,O,X,O,O,O,O,X,X
SJLZIOT,X,O,O,O,X,O,X,X,O,X,X
SJLZOTI,X,O,O,O,X,O,O,O,O,X,X
SJLZOIT,X,O,O,O,X,O,X,X,O,X,X
SJLOTIZ,O,O,O,O,X,O,X,O,X,O,X
SJLOTZI,O,O,O,O,X,O,X,O,X,O,X
SJLOITZ,O,O,O,O,X,O,X,O,X,O,X
SJLOIZT,O,O,O,O,X,O,X,X,X,X,X
SJLOZTI,O,O,O,O,X,O,X,O,O,X,X
SJLOZIT,O,O,O,O,X,O,X,X,O,X,X
SJZTILO,O,X,O,O,X,O,X,O,O,X,O
SJZTIOL,O,X,X,O,X,O,O,O,X,X,O
SJZTLIO,O,X,O,O,X,O,X,O,O,X,O
SJZTLOI,O,X,O,O,X,O,X,O,O,X,O
SJZTOIL,O,X,X,O,X,O,O,O,X,X,O
SJZTOLI,O,X,X,O,X,O,O,O,X,X,O
SJZITLO,O,X,O,O,X,O,X,O,O,X,O
SJZITOL,O,X,X,O,X,O,O,O,X,X,O
SJZILTO,O,O,O,O,X,O,X,O,O,X,O
SJZILOT,X,X,O,O,X,O,X,X,O,X,X
SJZIOTL,X,X,X,O,X,O,X,X,X,X,O
SJZIOLT,X,X,X,O,X,O,X,X,O,X,X
SJZLTIO,O,O,O,O,X,O,X,O,O,X,O
SJZLTOI,O,O,O,O,X,O,X,O,O,X,O
SJZLITO,O,O,O,O,X,O,X,O,O,X,O
SJZLIOT,X,X,O,O,X,O,X,X,O,X,X
SJZLOTI,X,X,O,O,X,O,X,O,O,X,X
SJZLOIT,X,X,O,O,X,O,X,X,O,X,X
SJZOTIL,X,X,X,O,X,O,O,O,X,X,O
SJZOTLI,X,X,X,O,X,O,O,O,X,X,O
SJZOITL,X,X,X,O,X,O,X,X,X,X,O
SJZOILT,X,X,X,O,X,O,X,X,O,X,X
SJZOLTI,X,X,X,O,X,O,X,O,O,X,X
SJZOLIT,X,X,X,O,X,O,X,X,O,X,X
SJOTILZ,O,O,O,O,X,O,X,O,X,X,X
SJOTIZL,O,X,X,O,X,O,X,O,X,X,X
SJOTLIZ,O,O,O,O,X,O,X,O,X,X,X
SJOTLZI,O,O,O,O,X,O,X,O,X,X,X
SJOTZIL,O,X,X,O,X,O,X,O,X,X,X
SJOTZLI,O,X,X,O,X,O,X,O,X,X,X
SJOITLZ,O,O,O,O,X,O,X,O,X,X,X
SJOITZL,O,X,X,O,X,O,X,O,X,X,X
SJOILTZ,O,O,O,O,X,O,X,O,X,X,X
SJOILZT,O,O,O,O,X,O,X,X,X,X,X
SJOIZTL,O,X,X,O,X,O,X,X,X,X,X
SJOIZLT,O,O,X,O,X,O,X,X,X,X,X
SJOLTIZ,O,O,O,O,X,O,X,O,X,X,X
SJOLTZI,O,O,O,O,X,O,X,O,X,X,X
SJOLITZ,O,O,O,O,X,O,X,O,X,X,X
SJOLIZT,O,O,O,O,X,O,X,X,X,X,X
SJOLZTI,O,O,O,O,X,O,X,O,X,X,X
SJOLZIT,O,O,O,O,X,O,X,X,X,X,X
SJOZTIL,O,X,X,O,X,O,X,O,X,X,X
SJOZTLI,O,X,X,O,X,O,X,O,X,X,X
SJOZITL,O,X,X,O,X,O,X,X,X,X,X
SJOZILT,O,O,X,O,X,O,X,X,X,X,X
SJOZLTI,O,O,X,O,X,O,X,O,X,X,X
SJOZLIT,O,O,X,O,X,O,X,X,X,X,X
SZTILJO,O,X,X,X,X,O,X,X,O,X,O
SZTILOJ,O,X,O,X,X,O,X,O,X,X,X
SZTIJLO,O,X,X,X,X,O,X,X,O,O,O
SZTIJOL,X,X,X,X,X,X,O,X,X,O,O
SZTIOLJ,O,X,X,X,X,O,X,O,X,X,X
SZTIOJL,X,X,X,X,X,X,O,X,X,X,O
SZTLIJO,O,X,X,X,X,O,X,X,O,X,O
SZTLIOJ,O,X,O,X,X,O,X,O,X,X,X
SZTLJIO,O,X,X,X,X,O,X,X,O,X,O
SZTLJOI,O,X,X,X,X,O,X,X,O,X,O
SZTLOIJ,O,X,O,X,X,O,X,O,X,X,X
SZTLOJI,X,X,O,X,X,X,X,O,O,X,X
SZTJILO,O,X,X,X,X,O,X,X,O,O,O
SZTJIOL,O,X,X,X,X,O,O,X,X,O,O
SZTJLIO,O,X,X,X,X,O,X,X,O,O,O
SZTJLOI,O,X,X,X,X,O,X,X,O,X,O
SZTJOIL,O,X,X,X,X,O,O,X,X,O,O
SZTJOLI,O,X,X,X,X,O,O,X,X,X,O
SZTOILJ,O,X,X,X,X,O,X,O,X,X,X
SZTOIJL,X,X,X,X,X,X,O,X,X,X,O
SZTOLIJ,O,X,X,X,X,O,X,O,X,X,X
SZTOLJI,X,X,X,X,X,X,X,O,X,X,X
SZTOJIL,X,X,X,X,X,X,O,X,X,X,O
SZTOJLI,X,X,X,X,X,X,O,X,X,X,O
SZITLJO,O,X,X,X,X,O,X,X,O,X,O
SZITLOJ,O,X,O,X,X,O,X,O,X,X,X
SZITJLO,O,X,X,X,X,O,X,X,O,O,O
SZITJOL,X,X,X,X,X,X,O,X,X,O,O
SZITOLJ,O,X,X,X,X,O,X,O,X,X,X
SZITOJL,X,X,X,X,X,X,O,X,X,X,O
SZILTJO,O,O,X,X,X,O,X,X,O,X,O
SZILTOJ,O,O,O,X,X,O,X,O,X,X,O
SZILJTO,O,O,X,O,X,O,X,O,O,X,O
SZILJOT,X,O,X,O,X,O,X,X,O,X,O
SZILOTJ,O,O,O,X,X,X,X,X,X,X,O
SZILOJT,O,O,X,X,X,X,X,X,O,X,O
SZIJTLO,O,X,X,O,X,O,X,O,O,X,O
SZIJTOL,O,X,X,O,X,O,O,O,X,X,O
SZIJLTO,O,O,X,O,X,O,X,O,O,X,O
SZIJLOT,X,X,X,O,X,O,X,X,O,X,O
SZIJOTL,X,X,X,O,O,O,X,X,X,X,O
SZIJOLT,X,X,X,O,O,O,X,X,O,X,X
SZIOTLJ,O,X,X,X,O,X,X,X,X,X,X
SZIOTJL,O,X,X,X,O,X,X,X,X,X,O
SZIOLTJ,O,O,X,X,O,X,X,X,X,X,X
SZIOLJT,O,O,X,X,O,X,X,X,O,X,X
SZIOJTL,O,X,X,X,O,X,X,X,X,X,O
SZIOJLT,O,O,X,X,O,X,X,X,O,X,X
SZLTIJO,O,O,X,X,X,O,X,X,O,X,O
SZLTIOJ,O,O,O,X,X,O,X,O,X,X,O
SZLTJIO,O,O,X,X,X,O,X,X,O,X,O
SZLTJOI,O,O,X,X,X,O,X,X,O,X,O
SZLTOIJ,O,O,O,X,X,O,X,O,X,X,O
SZLTOJI,X,O,O,X,X,X,X,O,O,X,O
SZLITJO,O,O,X,X,X,O,X,X,O,X,O
SZLITOJ,O,O,O,X,X,O,X,O,X,X,O
SZLIJTO,O,O,X,O,X,O,X,O,O,X,O
SZLIJOT,X,O,X,O,X,O,X,X,O,X,O
SZLIOTJ,O,O,O,X,X,X,X,X,X,X,O
SZLIOJT,O,O,X,X,X,X,X,X,O,X,O
SZLJTIO,O,O,X,O,X,O,X,O,O,X,O
SZLJTOI,O,O,X,O,X,O,X,O,O,X,O
SZLJITO,O,O,X,O,X,O,X,O,O,X,O
SZLJIOT,X,O,X,O,X,O,X,X,O,X,O
SZLJOTI,X,O,X,O,X,O,X,O,O,X,O
SZLJOIT,X,O,X,O,X,O,X,X,O,X,O
SZLOTIJ,O,O,O,X,X,X,X,O,X,X,O
SZLOTJI,O,O,O,X,X,X,X,O,O,X,O
SZLOITJ,O,O,O,X,X,X,X,X,X,X,O
SZLOIJT,O,O,X,X,X,X,X,X,O,X,O
SZLOJTI,O,O,X,X,X,X,X,O,O,X,O
SZLOJIT,O,O,X,X,X,X,X,X,O,X,O
SZJTILO,O,X,X,O,X,O,X,O,O,X,O
SZJTIOL,O,X,X,O,X,O,O,O,X,X,O
SZJTLIO,O,X,X,O,X,O,X,O,O,X,O
SZJTLOI,O,X,X,O,X,O,X,O,O,X,O
SZJTOIL,O,X,X,O,X,O,O,O,X,X,O
SZJTOLI,O,X,X,O,X,O,O,O,X,X,O
SZJITLO,O,X,X,O,X,O,X,O,O,X,O
SZJITOL,O,X,X,O,X,O,O,O,X,X,O
SZJILTO,O,O,X,O,X,O,X,O,O,X,O
SZJILOT,X,X,X,O,X,O,X,X,O,X,O
SZJIOTL,X,X,X,O,O,O,X,X,X,X,O
SZJIOLT,X,X,X,O,O,O,X,X,O,X,X
SZJLTIO,O,O,X,O,X,O,X,O,O,X,O
SZJLTOI,O,O,X,O,X,O,X,O,O,X,O
SZJLITO,O,O,X,O,X,O,X,O,O,X,O
SZJLIOT,X,X,X,O,X,O,X,X,O,X,O
SZJLOTI,X,X,X,O,X,O,X,O,O,X,O
SZJLOIT,X,X,X,O,X,O,X,X,O,X,O
SZJOTIL,X,X,X,O,O,O,O,O,X,X,O
SZJOTLI,X,X,X,O,O,O,O,O,X,X,O
SZJOITL,X,X,X,O,O,O,X,X,X,X,O
SZJOILT,X,X,X,O,O,O,X,X,O,X,X
SZJOLTI,X,X,X,O,O,O,X,O,O,X,X
SZJOLIT,X,X,X,O,O,O,X,X,O,X,X
SZOTILJ,O,X,X,X,O,X,X,O,X,X,X
SZOTIJL,O,X,X,X,O,X,O,X,X,X,O
SZOTLIJ,O,X,X,X,O,X,X,O,X,X,X
SZOTLJI,O,X,X,X,O,X,X,O,X,X,X
SZOTJIL,O,X,X,X,O,X,O,X,X,X,O
SZOTJLI,O,X,X,X,O,X,O,X,X,X,O
SZOITLJ,O,X,X,X,O,X,X,X,X,X,X
SZOITJL,O,X,X,X,O,X,X,X,X,X,O
SZOILTJ,O,O,X,X,O,X,X,X,X,X,X
SZOILJT,O,O,X,X,O,X,X,X,O,X,X
SZOIJTL,O,X,X,X,O,X,X,X,X,X,O
SZOIJLT,O,O,X,X,O,X,X,X,O,X,X
SZOLTIJ,O,O,X,X,O,X,X,O,X,X,X
SZOLTJI,O,O,X,X,O,X,X,O,O,X,X
SZOLITJ,O,O,X,X,O,X,X,X,X,X,X
SZOLIJT,O,O,X,X,O,X,X,X,O,X,X
SZOLJTI,O,O,X,X,O,X,X,O,O,X,X
SZOLJIT,O,O,X,X,O,X,X,X,O,X,X
SZOJTIL,O,X,X,X,O,X,O,O,X,X,O
SZOJTLI,O,X,X,X,O,X,O,O,X,X,O
SZOJITL,O,X,X,X,O,X,X,X,X,X,O
SZOJILT,O,O,X,X,O,X,X,X,O,X,X
SZOJLTI,O,O,X,X,O,X,X,O,O,X,X
SZOJLIT,O,O,X,X,O,X,X,X,O,X,X
SOTILJZ,O,O,O,X,X,X,X,O,X,X,X
SOTILZJ,O,O,O,X,O,O,X,O,X,X,X
SOTIJLZ,O,O,X,X,X,X,X,O,X,X,X
SOTIJZL,O,X,X,X,O,X,X,X,X,X,X
SOTIZLJ,O,X,X,X,O,O,X,O,X,X,X
SOTIZJL,O,X,X,X,O,X,X,X,X,X,O
SOTLIJZ,O,O,O,X,X,X,X,O,X,X,X
SOTLIZJ,O,O,O,X,O,O,X,O,X,X,X
SOTLJIZ,O,O,O,X,X,O,X,O,X,X,X
SOTLJZI,O,O,O,X,X,O,X,O,X,X,X
SOTLZIJ,O,O,O,X,O,O,X,O,X,X,X
SOTLZJI,O,O,O,X,O,X,X,O,X,X,X
SOTJILZ,O,O,X,X,X,O,X,O,X,X,X
SOTJIZL,O,X,X,X,O,O,X,O,X,X,X
SOTJLIZ,O,O,X,X,X,O,X,O,X,X,X
SOTJLZI,O,O,X,X,X,O,X,O,X,X,X
SOTJZIL,O,X,X,X,O,O,X,O,X,X,X
SOTJZLI,O,X,X,X,O,O,X,O,X,X,X
SOTZILJ,O,X,X,X,O,O,X,O,X,X,X
SOTZIJL,O,X,X,X,O,X,X,X,X,X,O
SOTZLIJ,O,X,X,X,O,O,X,O,X,X,X
SOTZLJI,O,X,X,X,O,X,X,O,X,X,X
SOTZJIL,O,X,X,X,O,X,X,X,X,X,O
SOTZJLI,O,X,X,X,O,X,X,X,X,X,O
SOITLJZ,O,O,O,X,X,X,X,O,X,X,X
SOITLZJ,O,O,O,X,O,O,X,O,X,X,X
SOITJLZ,O,O,X,X,X,X,X,O,X,X,X
SOITJZL,O,X,X,X,O,X,X,X,X,X,X
SOITZLJ,O,X,X,X,O,O,X,O,X,X,X
SOITZJL,O,X,X,X,O,X,X,X,X,X,O
SOILTJZ,O,O,O,X,X,X,X,O,X,X,X
SOILTZJ,O,O,O,X,O,O,X,O,X,X,X
SOILJTZ,O,O,O,O,X,O,X,O,X,X,X
SOILJZT,O,O,X,O,X,O,X,X,X,X,X
SOILZTJ,O,O,O,X,O,X,X,X,X,X,X
SOILZJT,O,O,X,X,O,X,X,X,O,X,X
SOIJTLZ,O,O,X,O,X,O,X,O,X,X,X
SOIJTZL,O,X,X,O,O,O,X,O,X,X,X
SOIJLTZ,O,O,X,O,X,O,X,O,X,X,X
SOIJLZT,O,O,X,O,X,O,X,X,X,X,X
SOIJZTL,O,X,X,O,O,O,X,X,X,X,X
SOIJZLT,O,O,X,O,O,O,X,X,X,X,X
SOIZTLJ,O,X,X,X,O,X,X,X,X,X,X
SOIZTJL,O,X,X,X,O,X,X,X,X,X,O
SOIZLTJ,O,O,X,X,O,X,X,X,X,X,X
SOIZLJT,O,O,X,X,O,X,X,X,O,X,X
SOIZJTL,O,X,X,X,O,X,X,X,X,X,O
SOIZJLT,O,O,X,X,O,X,X,X,O,X,X
SOLTIJZ,O,O,O,X,X,X,X,O,X,X,X
SOLTIZJ,O,O,O,X,O,O,X,O,X,X,X
SOLTJIZ,O,O,O,X,X,O,X,O,X,X,X
SOLTJZI,O,O,O,X,X,O,X,O,X,X,X
SOLTZIJ,O,O,O,X,O,O,X,O,X,X,X
SOLTZJI,O,O,O,X,O,X,X,O,O,X,X
SOLITJZ,O,O,O,X,X,X,X,O,X,X,X
SOLITZJ,O,O,O,X,O,O,X,O,X,X,X
SOLIJTZ,O,O,O,O,X,O,X,O,X,X,X
SOLIJZT,O,O,X,O,X,O,X,X,X,X,X
SOLIZTJ,O,O,O,X,O,X,X,X,X,X,X
SOLIZJT,O,O,X,X,O,X,X,X,O,X,X
SOLJTIZ,O,O,O,O,X,O,X,O,X,X,X
SOLJTZI,O,O,O,O,X,O,X,O,X,X,X
SOLJITZ,O,O,O,O,X,O,X,O,X,X,X
SOLJIZT,O,O,X,O,X,O,X,X,X,X,X
SOLJZTI,O,O,X,O,X,O,X,O,O,X,X
SOLJZIT,O,O,X,O,X,O,X,X,O,X,X
SOLZTIJ,O,O,O,X,O,X,X,O,X,X,X
SOLZTJI,O,O,O,X,O,X,X,O,O,X,X
SOLZITJ,O,O,O,X,O,X,X,X,X,X,X
SOLZIJT,O,O,X,X,O,X,X,X,O,X,X
SOLZJTI,O,O,X,X,O,X,X,O,O,X,X
SOLZJIT,O,O,X,X,O,X,X,X,O,X,X
SOJTILZ,O,O,X,O,X,O,X,O,X,X,X
SOJTIZL,O,X,X,O,O,O,X,O,X,X,X
SOJTLIZ,O,O,X,O,X,O,X,O,X,X,X
SOJTLZI,O,O,X,O,X,O,X,O,X,X,X
SOJTZIL,O,X,X,O,O,O,X,O,X,X,X
SOJTZLI,O,X,X,O,O,O,X,O,X,X,X
SOJITLZ,O,O,X,O,X,O,X,O,X,X,X
SOJITZL,O,X,X,O,O,O,X,O,X,X,X
SOJILTZ,O,O,X,O,X,O,X,O,X,X,X
