sequence,v115@zgB8HeB8HeD8FeF8CeD8BeB8AeB8Je2AJvhFRcBCeB?UiBTjBlsBXrB,v115@zgB8HeB8HeD8FeF8CeD8BeB8AeB8JeT7IvhFxdBihB?GjBFnB8sBXrB,v115@zgB8HeB8HeD8FeF8CeD8BeB8AeB8Jex8IvhFTeBmgB?CiB/sBFoB0qB,v115@zgB8HeB8HeD8FeF8CeD8BeB8AeB8Jex8IvhFXeBmgB?zhBSoBlsB0qB,v115@zgB8HeB8HeD8FeF8CeD8BeB8AeB8JeT7IvhFyhBFeB?5nBcoBmmBXrB,v115@zgB8HeB8HeD8FeF8CeD8BeB8AeB8Jex7IvhFXdB6jB?2mBziBlsB0qB,v115@zgB8HeB8HeD8FeF8CeD8BeB8AeB8Jei7IvhF+hBxdB?liBcoB/sBzqB,v115@zgB8HeB8HeD8FeF8CeD8BeB8AeB8JeT7IvhFxcB6jB?liBmmB8sBXrB,v115@zgB8HeB8HeD8FeF8CeD8BeB8AeB8JeT7IvhF6hBxdB?liBcoB/sBerB,v115@zgB8HeB8HeD8FeF8CeD8BeB8AeB8JeT7IvhFxcB8iB?+jBymBlsBXrB,v115@zgB8HeB8HeD8FeF8CeD8BeB8AeB8JeyAJvhFGdBTeB?3hBxnBlsB0qB,v115@zgB8HeB8HeD8FeF8CeD8BeB8AeB8JeT7IvhF6jB2mB?RiB0iBlsBXrB,v115@zgB8HeB8HeD8FeF8CeD8BeB8AeB8Jex7IvhFidB+jB?ThB3iBlsB0qB,v115@zgB8HeB8HeD8FeF8CeD8BeB8AeB8JeT7IvhFyhBGeB?UjBxmBlsBXrB,v115@zgB8HeB8HeD8FeF8CeD8BeB8AeB8Je2AJvhFFeBanB?5nBcoB3mBzqB,v115@zgB8HeB8HeD8FeF8CeD8BeB8AeB8JeT+IvhFxgBOnB?XoBcrB6sBlqB,v115@zgB8HeB8HeD8FeF8CeD8BeB8AeB8JeZCJvhFThBCoB?coB/qBusBFrB,v115@zgB8HeB8HeD8FeF8CeD8BeB8AeB8Jex7IvhFFeBThB?SoB2sB/sB0qB,v115@zgB8HeB8HeD8FeF8CeD8BeB8AeB8Jex8IvhF6jBmgB?fnBznBlsB0qB,v115@zgB8HeB8HeD8FeF8CeD8BeB8AeB8Jei9IvhF+jBxgB?3iBThBlsB0qB,v115@zgB8HeB8HeD8FeF8CeD8BeB8AeB8JeTBJvhFxnBKnB?coB/qBusBFrB,v115@zgB8HeB8HeD8FeF8CeD8BeB8AeB8JeyAJvhFTeBxmB?XoBFnB0qBGsB,v115@zgB8HeB8HeD8FeF8CeD8BeB8AeB8JeyAJvhFTjBxmB?FnBXoB0qBGsB
TLZSOJI,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLZOIJS,O,O,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TLZOISJ,O,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TLZOJIS,O,O,X,O,X,O,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
TLZOJSI,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TLZOSIJ,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLZOSJI,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOIJSZ,O,X,O,O,X,O,X,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,O
TLOIJZS,O,X,X,O,X,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
TLOISJZ,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
TLOISZJ,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
TLOIZJS,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
TLOIZSJ,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O
TLOJISZ,O,X,O,O,X,O,X,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X
TLOJIZS,O,X,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TLOJSIZ,O,X,O,O,X,O,X,X,X,X,X,O,O,X,X,X,X,O,O,X,X,X,X
TLOJSZI,O,X,O,O,X,O,X,X,X,O,X,X,O,X,X,X,X,O,O,X,X,X,X
TLOJZIS,O,O,X,O,X,O,X,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
TLOJZSI,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
TLOSIJZ,O,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TLOSIZJ,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TLOSJIZ,O,X,O,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X
TLOSJZI,O,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
TLOSZIJ,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOSZJI,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOZIJS,O,O,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TLOZISJ,O,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TLOZJIS,O,O,X,O,X,O,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
TLOZJSI,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOZSIJ,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOZSJI,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJILSZO,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
TJILSOZ,X,X,O,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X
TJILZSO,O,X,X,X,O,O,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
TJILZOS,O,X,X,X,O,X,X,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X
TJILOSZ,O,X,O,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TJILOZS,O,X,X,O,O,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
TJISLZO,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
TJISLOZ,X,X,O,X,X,O,X,X,X,X,O,O,O,X,X,X,X,X,X,O,X,X,X
TJISZLO,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
TJISZOL,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJISOLZ,O,X,O,O,X,O,X,X,X,X,O,O,O,X,X,O,X,X,X,O,X,X,X
TJISOZL,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X
TJIZLSO,O,X,X,X,O,O,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
TJIZLOS,O,O,X,X,O,X,X,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X
TJIZSLO,O,X,X,X,O,O,X,X,X,X,O,X,X,O,O,X,X,X,X,O,X,X,X
TJIZSOL,O,O,X,X,O,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
TJIZOLS,O,O,X,O,O,O,X,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X
TJIZOSL,O,O,X,X,O,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
TJIOLSZ,O,X,O,O,X,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
TJIOLZS,O,X,X,O,O,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
TJIOSLZ,O,X,X,O,X,O,X,X,X,X,O,O,O,X,X,X,X,X,X,O,X,X,X
TJIOSZL,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TJIOZLS,O,O,X,O,O,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
TJIOZSL,O,O,X,X,O,O,X,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X
TJLISZO,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TJLISOZ,X,X,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
TJLIZSO,O,X,X,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TJLIZOS,O,X,X,X,O,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
TJLIOSZ,O,X,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJLIOZS,O,X,X,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TJLSIZO,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
TJLSIOZ,X,X,O,O,X,O,X,X,X,X,O,O,O,X,X,X,X,X,X,O,X,X,X
TJLSZIO,X,X,O,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X
TJLSZOI,X,X,O,O,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TJLSOIZ,X,X,O,O,X,O,X,X,X,X,O,O,O,X,X,X,X,X,X,O,X,X,X
TJLSOZI,X,X,O,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TJLZISO,O,O,X,X,O,O,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TJLZIOS,O,O,X,X,O,X,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
TJLZSIO,O,O,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLZSOI,X,O,X,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLZOIS,O,O,X,O,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TJLZOSI,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLOISZ,O,X,O,O,X,O,X,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X
TJLOIZS,O,X,X,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TJLOSIZ,O,X,O,O,X,O,X,X,X,X,X,O,O,X,X,X,X,O,O,X,X,X,X
TJLOSZI,O,X,O,O,X,O,X,X,X,O,X,X,O,X,X,X,X,O,O,X,X,X,X
TJLOZIS,O,O,X,O,O,O,X,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
TJLOZSI,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
TJSILZO,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
TJSILOZ,O,X,O,X,X,O,X,X,X,X,O,O,O,X,X,X,X,X,X,O,X,X,X
TJSIZLO,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
TJSIZOL,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJSIOLZ,O,X,O,O,X,O,X,X,X,X,O,O,O,X,X,O,X,X,X,O,X,X,X
TJSIOZL,O,X,X,X,X,O,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X
TJSLIZO,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
TJSLIOZ,O,X,O,O,X,O,X,X,X,X,O,O,O,X,X,X,X,X,X,O,X,X,X
TJSLZIO,O,X,O,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X
TJSLZOI,O,X,O,O,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TJSLOIZ,O,X,O,O,X,O,X,X,X,X,O,O,O,X,X,X,X,X,X,O,X,X,X
TJSLOZI,O,X,O,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TJSZILO,O,X,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
TJSZIOL,O,X,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TJSZLIO,O,X,O,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X
TJSZLOI,O,X,O,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TJSZOIL,O,X,X,X,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TJSZOLI,O,X,O,X,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TJSOILZ,O,X,O,O,X,O,X,X,X,X,O,O,O,X,X,O,X,X,X,O,X,X,X
TJSOIZL,O,X,X,X,X,O,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X
TJSOLIZ,O,X,O,O,X,O,X,X,X,X,O,O,O,X,X,X,X,X,O,O,X,X,X
TJSOLZI,O,X,O,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X
TJSOZIL,O,X,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TJSOZLI,O,X,O,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TJZILSO,O,O,X,X,O,O,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
TJZILOS,O,O,X,X,O,X,X,O,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X
TJZISLO,O,X,X,X,O,O,X,O,X,X,X,X,X,O,O,X,X,X,X,O,X,X,X
TJZISOL,O,O,X,X,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TJZIOLS,O,O,X,O,O,O,X,O,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X
TJZIOSL,O,O,X,X,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TJZLISO,O,O,X,X,O,O,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
TJZLIOS,O,O,X,X,O,X,X,O,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X
TJZLSIO,O,O,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZLSOI,O,O,X,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZLOIS,O,O,X,O,O,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
TJZLOSI,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZSILO,O,X,X,X,O,O,O,O,X,X,X,X,X,O,O,X,X,X,X,O,X,X,X
TJZSIOL,O,O,X,X,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TJZSLIO,O,O,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
TJZSLOI,O,O,X,X,X,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TJZSOIL,O,O,X,X,X,O,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
TJZSOLI,O,O,X,X,X,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TJZOILS,O,O,X,O,O,O,X,O,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X
TJZOISL,O,O,X,X,O,O,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
TJZOLIS,O,O,X,O,O,O,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
TJZOLSI,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZOSIL,O,O,X,X,X,O,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
TJZOSLI,O,O,X,X,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TJOILSZ,O,X,O,O,X,O,X,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X
TJOILZS,O,X,X,O,O,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
TJOISLZ,O,X,X,O,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X
TJOISZL,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TJOIZLS,O,O,X,O,O,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
TJOIZSL,O,O,X,X,O,O,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
TJOLISZ,O,X,O,O,X,O,X,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X
TJOLIZS,O,X,X,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TJOLSIZ,O,X,O,O,X,O,X,X,X,X,X,O,O,X,X,X,X,O,O,X,X,X,X
TJOLSZI,O,X,O,O,X,O,X,X,X,O,X,X,O,X,X,X,X,O,O,X,X,X,X
TJOLZIS,O,O,X,O,O,O,X,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
TJOLZSI,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
TJOSILZ,O,X,X,O,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X
TJOSIZL,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TJOSLIZ,O,X,O,O,X,O,X,X,X,X,X,O,O,X,X,X,X,X,O,O,X,X,X
TJOSLZI,O,X,O,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X
TJOSZIL,O,X,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TJOSZLI,O,X,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TJOZILS,O,O,X,O,O,O,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
TJOZISL,O,O,X,X,O,O,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
TJOZLIS,O,O,X,O,O,O,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
TJOZLSI,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOZSIL,O,O,X,X,X,O,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
TJOZSLI,O,O,X,X,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TSILJZO,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TSILJOZ,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
TSILZJO,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
TSILZOJ,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X
TSILOJZ,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
TSILOZJ,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X
TSIJLZO,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
TSIJLOZ,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,O,X
TSIJZLO,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
TSIJZOL,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TSIJOLZ,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,X,O,X
TSIJOZL,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
TSIZLJO,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
TSIZLOJ,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X
TSIZJLO,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
TSIZJOL,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
TSIZOLJ,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X
TSIZOJL,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
TSIOLJZ,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
TSIOLZJ,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X
TSIOJLZ,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,O,X
TSIOJZL,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
TSIOZLJ,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X
TSIOZJL,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
TSLIJZO,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TSLIJOZ,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
TSLIZJO,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TSLIZOJ,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
TSLIOJZ,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
TSLIOZJ,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
TSLJIZO,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TSLJIOZ,O,X,O,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TSLJZIO,O,X,O,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TSLJZOI,O,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSLJOIZ,O,X,O,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TSLJOZI,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSLZIJO,O,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TSLZIOJ,O,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TSLZJIO,O,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TSLZJOI,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSLZOIJ,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSLZOJI,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSLOIJZ,O,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
TSLOIZJ,X,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
TSLOJIZ,O,X,O,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TSLOJZI,O,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSLOZIJ,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSLOZJI,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSJILZO,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
TSJILOZ,O,X,O,X,X,O,X,X,X,X,O,O,O,X,X,X,X,X,X,O,X,X,X
TSJIZLO,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
TSJIZOL,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TSJIOLZ,O,X,O,O,X,O,X,X,X,X,O,O,O,X,X,O,X,X,X,O,X,X,X
TSJIOZL,O,X,X,X,X,O,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X
TSJLIZO,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
TSJLIOZ,O,X,O,O,X,O,X,X,X,X,O,O,O,X,X,X,X,X,X,O,X,X,X
TSJLZIO,O,X,O,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X
TSJLZOI,O,X,O,O,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TSJLOIZ,O,X,O,O,X,O,X,X,X,X,O,O,O,X,X,X,X,X,X,O,X,X,X
TSJLOZI,O,X,O,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TSJZILO,O,X,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
TSJZIOL,O,X,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TSJZLIO,O,X,O,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X
TSJZLOI,O,X,O,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TSJZOIL,O,X,X,X,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TSJZOLI,O,X,O,X,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TSJOILZ,O,X,O,O,X,O,X,X,X,X,O,O,O,X,X,O,X,X,X,O,X,X,X
TSJOIZL,O,X,X,X,X,O,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X
TSJOLIZ,O,X,O,O,X,O,X,X,X,X,O,O,O,X,X,X,X,X,O,O,X,X,X
TSJOLZI,O,X,O,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X
TSJOZIL,O,X,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TSJOZLI,O,X,O,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TSZILJO,O,X,X,X,X,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
TSZILOJ,O,X,X,X,X,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
TSZIJLO,O,X,X,X,X,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
TSZIJOL,O,X,X,X,X,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
TSZIOLJ,O,X,X,X,X,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
TSZIOJL,O,X,X,X,X,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
TSZLIJO,O,X,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TSZLIOJ,O,X,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TSZLJIO,O,X,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TSZLJOI,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSZLOIJ,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
