sequence,v115@zgE8EeD8FeC8GeC8FeE8DeB8Je38IvhFuiB9jBZnBC?mB8sBTrB,v115@zgE8EeD8FeC8GeC8FeE8DeB8Je38IvhFciB6jBdoBz?lBWsBxwB,v115@zgE8EeD8FeC8GeC8FeE8DeB8JecBJvhF6iBTeBdnBW?rBXoBxwB,v115@zgE8EeD8FeC8GeC8FeE8DeB8JeU9IvhF9jBThB3iBW?rBysBxwB,v115@zgE8EeD8FeC8GeC8FeE8DeB8JeR9IvhF9jBmhBfoBS?rBTsBUrB,v115@zgE8EeD8FeC8GeC8FeE8DeB8JeT9IvhF6jBeoBfrBx?mBUsB9rB,v115@zgE8EeD8FeC8GeC8FeE8DeB8Je9BJvhFyiB+jBzlB0?nBXnBxwB,v115@zgE8EeD8FeC8GeC8FeE8DeB8JeR9IvhF9jBThBfrBi?nB0nBWxB,v115@zgE8EeD8FeC8GeC8FeE8DeB8JeG+IvhFxhBNoBfrB0?mB6sBzrB,v115@zgE8EeD8FeC8GeC8FeE8DeB8Je38IvhFTeBGmBxnBU?rBisB9sB,v115@zgE8EeD8FeC8GeC8FeE8DeB8JeX+IvhFzhBcoBRrBS?xBdrBGsB,v115@zgE8EeD8FeC8GeC8FeE8DeB8JeT9IvhF6jBfrBRsB8?sBmrB9rB,v115@zgE8EeD8FeC8GeC8FeE8DeB8Je9BJvhFyiB+jBzlBX?nB0nBxwB,v115@zgE8EeD8FeC8GeC8FeE8DeB8Je9BJvhFxdB3iBcoBz?lBGsBywB,v115@zgE8EeD8FeC8GeC8FeE8DeB8JeuBJvhFciBTeBXoBR?rBdrBSxB,v115@zgE8EeD8FeC8GeC8FeE8DeB8Jei9IvhF+jBfrBxmBz?nBUsB9rB,v115@zgE8EeD8FeC8GeC8FeE8DeB8Je9BJvhFidBzlBxnBc?oB+sB3rB,v115@zgE8EeD8FeC8GeC8FeE8DeB8JeuBJvhF9iBTeB8lBy?rBXoBxwB,v115@zgE8EeD8FeC8GeC8FeE8DeB8JecBJvhFxdBOnBTjBf?rBqrBtsB,v115@zgE8EeD8FeC8GeC8FeE8DeB8Je9BJvhF2iBcoBzlBX?nBCoBxwB,v115@zgE8EeD8FeC8GeC8FeE8DeB8Je9BJvhF3dBzlBxnBc?oBGsBywB,v115@zgE8EeD8FeC8GeC8FeE8DeB8Jex9IvhF2mBqnBTjBf?rBUsBtrB,v115@zgE8EeD8FeC8GeC8FeE8DeB8Je5BJvhFTdB6jB8lBd?oB/sB2wB,v115@zgE8EeD8FeC8GeC8FeE8DeB8JecBJvhFZiBzdB+jBf?rBqrBtsB,v115@zgE8EeD8FeC8GeC8FeE8DeB8Je9BJvhFxdBGjBzlBX?nB8sBywB,v115@zgE8EeD8FeC8GeC8FeE8DeB8Jex9IvhF8lBTjBCnBf?nBtsB2wB,v115@zgE8EeD8FeC8GeC8FeE8DeB8JecBJvhFTeBfrBqrBx?nBOnBtsB,v115@zgE8EeD8FeC8GeC8FeE8DeB8JetBJvhFxdB3iBcoBW?rBTsBKrB
JSOIZLT,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JSOLTIZ,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JSOLTZI,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
JSOLITZ,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JSOLIZT,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
JSOLZTI,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
JSOLZIT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
JSOZTIL,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
JSOZTLI,X,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
JSOZITL,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
JSOZILT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X
JSOZLTI,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O,O,X,X,O
JSOZLIT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O
JZTILSO,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JZTILOS,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZTISLO,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JZTISOL,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JZTIOLS,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZTIOSL,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JZTLISO,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JZTLIOS,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZTLSIO,O,X,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JZTLSOI,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JZTLOIS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
JZTLOSI,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
JZTSILO,O,X,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JZTSIOL,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
JZTSLIO,O,X,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JZTSLOI,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JZTSOIL,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JZTSOLI,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JZTOILS,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZTOISL,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JZTOLIS,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
JZTOLSI,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
JZTOSIL,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X
JZTOSLI,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X
JZITLSO,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JZITLOS,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZITSLO,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JZITSOL,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JZITOLS,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZITOSL,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JZILTSO,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
JZILTOS,X,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
JZILSTO,X,X,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
JZILSOT,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
JZILOTS,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X
JZILOST,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
JZISTLO,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
JZISTOL,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X
JZISLTO,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JZISLOT,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
JZISOTL,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X
JZISOLT,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
JZIOTLS,X,X,O,O,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZIOTSL,X,X,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
JZIOLTS,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
JZIOLST,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JZIOSTL,X,X,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X
JZIOSLT,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JZLTISO,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JZLTIOS,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZLTSIO,O,X,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JZLTSOI,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JZLTOIS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
JZLTOSI,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
JZLITSO,O,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JZLITOS,O,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZLISTO,O,X,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JZLISOT,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JZLIOTS,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
JZLIOST,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZLSTIO,O,X,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JZLSTOI,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
JZLSITO,O,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JZLSIOT,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X
JZLSOTI,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O,X,X
JZLSOIT,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
JZLOTIS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
JZLOTSI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
JZLOITS,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
JZLOIST,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JZLOSTI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X,O
JZLOSIT,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O
JZSTILO,X,X,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JZSTIOL,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
JZSTLIO,X,X,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
JZSTLOI,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X
JZSTOIL,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JZSTOLI,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
JZSITLO,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JZSITOL,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
JZSILTO,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
JZSILOT,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X
JZSIOTL,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
JZSIOLT,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X
JZSLTIO,X,X,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
JZSLTOI,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X
JZSLITO,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
JZSLIOT,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X
JZSLOTI,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X,O,X,X
JZSLOIT,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
JZSOTIL,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X
JZSOTLI,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X
JZSOITL,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X
JZSOILT,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X
JZSOLTI,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O,O,X,O
JZSOLIT,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,O
JZOTILS,O,X,O,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZOTISL,O,X,O,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X
JZOTLIS,O,X,X,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O
JZOTLSI,O,X,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O
JZOTSIL,O,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X,X
JZOTSLI,O,X,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X,X
JZOITLS,O,X,O,O,X,X,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZOITSL,O,X,O,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X
JZOILTS,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
JZOILST,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JZOISTL,O,X,O,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,O,X,O,X,X,X
JZOISLT,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JZOLTIS,O,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O
JZOLTSI,O,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O
JZOLITS,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
JZOLIST,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JZOLSTI,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,O,O,X,O
JZOLSIT,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O
JZOSTIL,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X,X
JZOSTLI,X,X,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,O,X,O,X,X,X
JZOSITL,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,O,X,X,X
JZOSILT,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X
JZOSLTI,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,O,X,O,O,X,O
JZOSLIT,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,O
JOTILSZ,X,X,X,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOTILZS,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
JOTISLZ,X,X,X,O,O,X,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOTISZL,X,X,X,O,O,X,O,O,X,X,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X
JOTIZLS,X,X,X,O,X,X,O,X,X,X,X,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
JOTIZSL,X,X,X,O,X,X,O,X,X,X,X,X,O,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X
JOTLISZ,X,X,X,O,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOTLIZS,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
JOTLSIZ,X,X,X,O,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOTLSZI,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOTLZIS,O,X,X,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOTLZSI,O,X,X,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOTSILZ,X,X,X,O,O,X,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOTSIZL,X,X,X,O,O,X,O,O,X,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
JOTSLIZ,X,X,X,O,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOTSLZI,X,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOTSZIL,X,X,X,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOTSZLI,X,X,X,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOTZILS,O,X,X,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
JOTZISL,O,X,X,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X
JOTZLIS,O,X,X,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JOTZLSI,O,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JOTZSIL,O,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
JOTZSLI,O,X,X,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
JOITLSZ,X,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOITLZS,X,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
JOITSLZ,X,O,X,O,O,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOITSZL,X,O,X,O,O,X,O,X,X,X,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X
JOITZLS,X,O,X,O,X,X,O,X,X,X,X,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
JOITZSL,X,O,X,O,X,X,O,X,X,X,X,X,O,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X
JOILTSZ,X,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOILTZS,X,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
JOILSTZ,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOILSZT,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOILZTS,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOILZST,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOISTLZ,X,O,X,O,O,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOISTZL,X,O,O,O,O,X,O,X,X,X,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X
JOISLTZ,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOISLZT,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOISZTL,O,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
JOISZLT,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOIZTLS,O,O,O,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
JOIZTSL,O,O,O,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X
JOIZLTS,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JOIZLST,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JOIZSTL,O,O,O,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X
JOIZSLT,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLTISZ,X,X,X,O,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLTIZS,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
JOLTSIZ,X,X,X,O,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLTSZI,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLTZIS,O,X,X,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLTZSI,O,X,X,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLITSZ,X,O,X,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLITZS,X,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
JOLISTZ,X,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLISZT,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLIZTS,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLIZST,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLSTIZ,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLSTZI,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
JOLSITZ,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
