sequence,v115@EhC8HeB8GeC8DeA8BeC8JeZEJvhFGgBNmBUiBqpB/q?BzrB,v115@EhC8HeB8GeC8DeA8BeC8JeZEJvhFGgBThBNnBqpB/q?B0rB,v115@EhC8HeB8GeC8DeA8BeC8JeZEJvhFflB6lBThBNnBWv?B0rB,v115@EhC8HeB8GeC8DeA8BeC8Jei/IvhF5lBThBNnBmpB0r?B3pB,v115@EhC8HeB8GeC8DeA8BeC8Je/EJvhFalB5lBNmBUiB2u?BzrB,v115@EhC8HeB8GeC8DeA8BeC8JeZEJvhFCgBNmBUiBGqBzr?BXqB,v115@EhC8HeB8GeC8DeA8BeC8JeZEJvhFzfBGhBNnBCqB0r?B3qB,v115@EhC8HeB8GeC8DeA8BeC8JeT/IvhFxgBNnBXlB2uBCr?B0rB,v115@EhC8HeB8GeC8DeA8BeC8Jex/IvhFThBNnBOpBXlBSv?B0rB,v115@EhC8HeB8GeC8DeA8BeC8Jei/IvhF+lBThBNnB3kB0r?BxuB,v115@EhC8HeB8GeC8DeA8BeC8JeOEJvhFXgBThBNnBSqB0r?BxuB,v115@EhC8HeB8GeC8DeA8BeC8JeKEJvhFzfBGhBNnB3lB0r?BxuB,v115@EhC8HeB8GeC8DeA8BeC8JeGBJvhFNnB/pBRlBTqB0r?BipB,v115@EhC8HeB8GeC8DeA8BeC8Je5FJvhFThBNnBikB3pB0r?BmpB,v115@EhC8HeB8GeC8DeA8BeC8Jex/IvhFNmBUiBOpBXlBSv?BzrB,v115@EhC8HeB8GeC8DeA8BeC8Je/EJvhFUgBxmB9qBimB2u?BzrB,v115@EhC8HeB8GeC8DeA8BeC8JeT/IvhFNnBxlBXlB2uBCr?B0rB,v115@EhC8HeB8GeC8DeA8BeC8JeZEJvhFNmBUiBClBXqBzr?BGqB,v115@EhC8HeB8GeC8DeA8BeC8JeZEJvhFCgBNmB8pB+qBXn?BzrB
ZSJTOIL,X,X,O,O,O,X,X,X,O,X,X,O,O,O,X,X,X,X,O
ZSJTOLI,X,O,O,O,O,X,X,X,O,X,X,X,O,O,X,X,X,X,O
ZSJITLO,X,X,O,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X,O
ZSJITOL,X,X,O,O,O,X,X,X,O,X,X,O,X,O,X,X,X,X,O
ZSJILTO,X,X,O,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X,O
ZSJILOT,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
ZSJIOTL,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZSJIOLT,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZSJLTIO,O,O,O,O,O,X,X,X,O,X,X,X,X,O,O,X,X,X,O
ZSJLTOI,O,O,O,O,O,X,X,X,O,X,X,X,X,O,O,X,X,X,O
ZSJLITO,O,O,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,O
ZSJLIOT,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O
ZSJLOTI,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O
ZSJLOIT,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O
ZSJOTIL,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O
ZSJOTLI,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O
ZSJOITL,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O
ZSJOILT,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZSJOLTI,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZSJOLIT,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZSOTILJ,O,O,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,O,X
ZSOTIJL,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,O,X
ZSOTLIJ,O,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,O,X
ZSOTLJI,O,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,O,X
ZSOTJIL,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,O,X
ZSOTJLI,O,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,O,X
ZSOITLJ,O,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,O,X
ZSOITJL,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,O,X
ZSOILTJ,O,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,O,X
ZSOILJT,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZSOIJTL,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,O
ZSOIJLT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZSOLTIJ,O,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,O,X
ZSOLTJI,O,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,O,X
ZSOLITJ,O,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,O,X
ZSOLIJT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSOLJTI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSOLJIT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSOJTIL,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,O
ZSOJTLI,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,O
ZSOJITL,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,O
ZSOJILT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZSOJLTI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZSOJLIT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZOTILJS,O,O,O,O,O,O,O,X,O,O,O,O,X,X,O,X,X,X,X
ZOTILSJ,O,O,X,X,X,X,O,X,O,X,O,O,X,O,O,X,X,O,X
ZOTIJLS,O,O,O,O,O,O,O,X,O,O,O,O,X,X,O,X,X,X,X
ZOTIJSL,X,X,O,O,O,O,X,X,O,O,O,O,O,O,O,X,X,O,X
ZOTISLJ,O,O,X,X,X,X,X,X,X,O,O,O,O,O,X,X,X,O,X
ZOTISJL,X,X,O,O,O,O,X,X,X,O,O,O,O,O,X,X,X,O,X
ZOTLIJS,O,O,O,O,O,O,O,X,O,O,O,X,X,X,O,X,X,X,X
ZOTLISJ,O,O,X,X,X,X,O,X,O,X,O,X,X,O,O,X,X,O,X
ZOTLJIS,O,O,O,O,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X
ZOTLJSI,O,O,O,O,O,O,O,X,O,X,X,X,O,X,O,X,X,X,X
ZOTLSIJ,O,O,X,X,X,X,O,X,O,X,X,X,O,O,O,X,X,O,X
ZOTLSJI,O,O,X,X,X,X,O,X,O,X,X,X,O,O,O,X,X,O,X
ZOTJILS,O,O,O,O,O,O,O,X,O,O,O,O,X,X,O,X,X,X,X
ZOTJISL,X,X,O,O,O,O,X,X,O,O,O,O,O,O,O,X,X,O,X
ZOTJLIS,O,O,O,O,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X
ZOTJLSI,O,O,O,O,O,O,O,X,O,X,X,X,O,X,O,X,X,X,X
ZOTJSIL,X,X,O,O,O,O,X,X,O,X,X,O,O,O,O,X,X,O,X
ZOTJSLI,O,O,O,O,O,O,X,X,O,X,X,X,O,O,O,X,X,O,X
ZOTSILJ,O,O,X,X,X,X,X,X,X,X,O,O,O,O,X,X,X,O,X
ZOTSIJL,X,X,O,O,O,O,X,X,X,O,O,O,O,O,X,X,X,O,X
ZOTSLIJ,O,O,X,X,X,X,X,X,O,X,X,X,O,O,O,X,X,O,X
ZOTSLJI,O,O,X,X,X,X,X,X,O,X,X,X,O,O,O,X,X,O,X
ZOTSJIL,X,X,O,O,O,O,X,X,O,X,X,O,O,O,O,X,X,O,X
ZOTSJLI,O,O,O,O,O,O,X,X,O,X,X,X,O,O,O,X,X,O,X
ZOITLJS,O,O,O,O,O,O,O,X,X,O,O,O,X,X,O,X,X,X,X
ZOITLSJ,O,O,X,X,X,X,O,X,X,X,O,O,X,O,O,X,X,O,X
ZOITJLS,O,O,O,O,O,O,O,X,X,O,O,O,X,X,O,X,X,X,X
ZOITJSL,X,X,O,O,O,O,X,X,X,O,O,O,O,O,O,X,X,O,X
ZOITSLJ,O,O,X,X,X,X,X,X,X,O,O,O,O,O,X,X,X,O,X
ZOITSJL,X,X,O,O,O,O,X,X,X,O,O,O,O,O,X,X,X,O,X
ZOILTJS,O,O,X,X,X,O,O,X,X,X,O,O,X,X,O,X,X,X,X
ZOILTSJ,O,O,X,X,X,X,O,X,X,X,O,O,X,X,O,X,X,O,X
ZOILJTS,O,X,X,X,X,O,O,X,X,X,O,O,X,X,O,X,X,X,O
ZOILJST,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
ZOILSTJ,O,O,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,O,X
ZOILSJT,O,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
ZOIJTLS,O,X,O,O,O,O,X,X,X,O,O,X,X,X,O,X,X,X,O
ZOIJTSL,X,X,O,O,O,O,X,X,X,O,O,X,X,X,O,X,X,O,O
ZOIJLTS,O,X,X,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X,O
ZOIJLST,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
ZOIJSTL,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X,O,X,O,O
ZOIJSLT,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,O
ZOISTLJ,O,X,X,X,X,X,X,X,X,O,X,O,O,O,X,X,X,O,X
ZOISTJL,X,X,X,X,X,O,X,X,X,O,X,O,O,O,X,X,X,O,X
ZOISLTJ,O,X,X,X,X,X,X,X,X,O,X,O,O,O,X,X,X,O,X
ZOISLJT,O,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
ZOISJTL,X,X,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,O,O
ZOISJLT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
ZOLTIJS,O,O,X,X,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X
ZOLTISJ,O,O,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,O,X
ZOLTJIS,O,O,X,X,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X
ZOLTJSI,O,O,X,X,O,O,O,X,O,X,X,X,O,X,O,X,X,X,X
ZOLTSIJ,O,O,X,X,X,X,O,X,O,X,X,X,O,X,O,X,X,O,X
ZOLTSJI,O,O,X,X,X,X,O,X,O,X,X,X,O,X,O,X,X,O,X
ZOLITJS,O,O,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
ZOLITSJ,O,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X
ZOLIJTS,O,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,O
ZOLIJST,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZOLISTJ,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
ZOLISJT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLJTIS,O,X,X,X,O,O,O,X,O,X,X,X,X,X,O,X,X,X,O
ZOLJTSI,O,X,X,X,O,O,O,X,O,X,X,X,X,X,O,X,X,X,O
ZOLJITS,O,X,X,X,X,O,O,X,O,X,X,X,X,X,O,X,X,X,O
ZOLJIST,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZOLJSTI,O,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,O
ZOLJSIT,O,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,O
ZOLSTIJ,O,O,X,X,X,X,O,X,O,X,X,X,O,X,O,X,X,O,X
ZOLSTJI,O,O,X,X,X,X,O,X,O,X,X,X,O,X,O,X,X,O,X
ZOLSITJ,O,O,X,X,X,X,O,X,O,X,X,X,O,X,O,X,X,O,X
ZOLSIJT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLSJTI,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
ZOLSJIT,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
ZOJTILS,O,X,O,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,O
ZOJTISL,X,X,O,O,O,O,X,X,O,X,X,X,O,X,O,X,X,O,O
ZOJTLIS,O,X,O,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,O
ZOJTLSI,O,X,O,O,O,O,X,X,O,X,X,X,O,X,O,X,X,X,O
ZOJTSIL,X,X,O,O,O,O,X,X,O,X,X,X,O,X,O,X,X,O,O
ZOJTSLI,O,X,O,O,O,O,X,X,O,X,X,X,O,X,O,X,X,O,O
ZOJITLS,O,X,O,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,O
ZOJITSL,X,X,O,O,O,O,X,X,O,X,X,X,X,X,O,X,X,O,O
ZOJILTS,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O
ZOJILST,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZOJISTL,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,O,X,O,O
ZOJISLT,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O
ZOJLTIS,O,X,X,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,O
ZOJLTSI,O,X,X,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,O
ZOJLITS,O,X,X,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,O
ZOJLIST,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZOJLSTI,O,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,O
ZOJLSIT,O,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,O
ZOJSTIL,X,X,O,X,O,O,X,X,X,X,X,X,O,X,O,O,X,O,O
ZOJSTLI,O,X,O,X,O,O,X,X,X,X,X,X,O,X,O,X,X,O,O
ZOJSITL,X,X,O,X,O,O,X,X,X,X,X,X,O,X,X,O,X,O,O
ZOJSILT,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O
ZOJSLTI,O,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O
ZOJSLIT,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O
ZOSTILJ,O,O,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,O,X
ZOSTIJL,X,X,X,X,O,O,X,X,X,X,X,O,O,O,X,X,X,O,X
ZOSTLIJ,O,O,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X,O,X
ZOSTLJI,O,O,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X,O,X
ZOSTJIL,X,X,X,X,O,O,X,X,X,X,X,O,O,O,O,X,X,O,X
ZOSTJLI,O,O,X,X,O,O,X,X,X,X,X,X,O,O,O,X,X,O,X
ZOSITLJ,O,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,O,X
ZOSITJL,X,X,X,X,X,O,X,X,X,X,X,O,O,O,X,X,X,O,X
ZOSILTJ,O,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,O,X
ZOSILJT,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZOSIJTL,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,O
ZOSIJLT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZOSLTIJ,O,O,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X,O,X
ZOSLTJI,O,O,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X,O,X
ZOSLITJ,O,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,O,X
ZOSLIJT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSLJTI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZOSLJIT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSJTIL,X,X,X,X,O,O,X,X,X,X,X,X,O,X,O,X,X,O,O
ZOSJTLI,O,X,X,X,O,O,X,X,X,X,X,X,O,X,O,X,X,O,O
ZOSJITL,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,O,O
ZOSJILT,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZOSJLTI,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O
ZOSJLIT,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OTILJSZ,O,X,X,X,O,O,X,X,X,X,O,O,X,X,O,X,X,X,X
OTILJZS,O,X,X,X,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X
OTILSJZ,O,O,X,X,X,X,X,X,X,X,O,O,X,X,O,X,X,O,X
OTILSZJ,O,X,X,X,X,X,X,X,X,X,O,O,X,X,O,X,X,O,X
OTILZJS,O,X,X,X,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X
OTILZSJ,O,X,X,X,X,X,X,X,X,X,O,O,X,X,O,X,X,O,X
OTIJLSZ,O,X,X,X,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X
OTIJLZS,O,X,X,O,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X
OTIJSLZ,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,O,X
OTIJSZL,X,X,X,X,O,O,X,X,X,O,X,X,X,X,O,O,X,O,O
OTIJZLS,O,X,X,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X,O
OTIJZSL,X,X,X,O,O,O,X,X,X,O,X,X,X,X,O,X,X,O,O
OTISLJZ,O,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X
OTISLZJ,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,O,X
OTISJLZ,X,X,X,X,O,O,X,X,X,O,X,O,X,X,X,X,X,O,X
OTISJZL,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,O,O
OTISZLJ,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
OTISZJL,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,O,X
OTIZLJS,O,X,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
OTIZLSJ,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O,X
OTIZJLS,O,X,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
OTIZJSL,X,X,X,O,O,O,X,X,X,X,X,X,X,O,O,X,X,O,X
OTIZSLJ,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
OTIZSJL,X,X,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X,O,X
OTLIJSZ,O,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,O,X,X
OTLIJZS,O,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,O,X,X
OTLISJZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
OTLISZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
OTLIZJS,O,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
OTLIZSJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
OTLJISZ,O,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,O,X,X
OTLJIZS,O,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,O,X,X
OTLJSIZ,O,X,X,X,O,O,X,O,O,X,X,X,X,X,O,X,O,X,X
OTLJSZI,O,X,X,X,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X
OTLJZIS,O,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,O,X,X
OTLJZSI,O,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
OTLSIJZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X
OTLSIZJ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X
OTLSJIZ,O,O,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,O,X
OTLSJZI,O,O,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,O,X
OTLSZIJ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X
OTLSZJI,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X
OTLZIJS,O,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
OTLZISJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
OTLZJIS,O,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
OTLZJSI,O,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
OTLZSIJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
OTLZSJI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
OTJILSZ,O,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,O,X,X
OTJILZS,O,X,X,O,O,O,X,X,X,X,X,X,X,X,O,X,O,X,X
OTJISLZ,X,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X
OTJISZL,X,X,X,X,O,O,X,O,X,X,X,X,X,X,O,O,X,O,O
OTJIZLS,O,X,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,O
OTJIZSL,X,X,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X,O,O
OTJLISZ,O,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,O,X,X
OTJLIZS,O,X,X,O,O,O,X,X,X,X,X,X,X,X,O,X,O,X,X
OTJLSIZ,O,X,X,X,O,O,X,O,O,X,X,X,X,X,O,X,O,X,X
OTJLSZI,O,X,X,X,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X
OTJLZIS,O,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,O,X,X
OTJLZSI,O,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
OTJSILZ,X,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X
OTJSIZL,X,X,X,X,O,O,X,O,X,X,X,X,X,X,O,O,X,O,O
OTJSLIZ,O,X,O,X,O,O,X,O,X,X,X,X,X,X,O,X,O,O,X
OTJSLZI,O,X,O,X,O,O,X,O,X,X,X,X,X,X,O,X,X,O,X
OTJSZIL,X,X,X,X,O,O,X,O,X,X,X,X,X,X,O,O,X,O,O
OTJSZLI,O,X,X,X,O,O,X,O,X,X,X,X,X,X,O,X,X,O,O
OTJZILS,O,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,O
OTJZISL,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,O,O
OTJZLIS,O,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,O,X,O
OTJZLSI,O,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,O
OTJZSIL,X,X,X,X,O,O,X,O,X,X,X,X,X,X,O,X,X,O,O
OTJZSLI,O,X,X,X,O,O,X,O,X,X,X,X,X,X,O,X,X,O,O
OTSILJZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OTSILZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
OTSIJLZ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
OTSIJZL,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O
OTSIZLJ,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,O,X
OTSIZJL,X,X,X,X,O,O,X,X,X,X,X,X,O,O,X,X,X,O,X
OTSLIJZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
OTSLIZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O,X
OTSLJIZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
OTSLJZI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
OTSLZIJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
OTSLZJI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
OTSJILZ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
OTSJIZL,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,O,O
OTSJLIZ,O,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,O,X
OTSJLZI,O,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,O,X
OTSJZIL,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,O,O
OTSJZLI,O,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,O,O
OTSZILJ,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
OTSZIJL,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,O,X
OTSZLIJ,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X
OTSZLJI,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X
OTSZJIL,X,X,X,X,O,O,X,X,X,X,X,X,O,X,O,X,X,O,X
OTSZJLI,O,X,X,X,O,O,X,X,X,X,X,X,O,X,O,X,X,O,X
OTZILJS,O,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
OTZILSJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
OTZIJLS,O,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
OTZIJSL,X,X,X,X,O,O,X,X,X,X,X,X,O,X,O,X,X,O,X
OTZISLJ,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
OTZISJL,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,O,X
OTZLIJS,O,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
OTZLISJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
OTZLJIS,O,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
OTZLJSI,O,X,X,X,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X
OTZLSIJ,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X
OTZLSJI,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X
OTZJILS,O,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
OTZJISL,X,X,X,X,O,O,X,X,X,X,X,X,O,X,O,X,X,O,X
OTZJLIS,O,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
OTZJLSI,O,X,X,X,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X
OTZJSIL,X,X,X,X,O,O,X,X,X,X,X,X,O,X,O,X,X,O,X
OTZJSLI,O,X,X,X,O,O,X,X,X,X,X,X,O,X,O,X,X,O,X
OTZSILJ,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
OTZSIJL,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,O,X
