sequence,v115@zgB8HeB8HeD8FeE8EeF8AeC8JeT7IvhF0cBxdB2mBf?oB6oBFsB,v115@zgB8HeB8HeD8FeE8EeF8AeC8Jei7IvhFfiBxdBUhBz?iB+oBFsB,v115@zgB8HeB8HeD8FeE8EeF8AeC8JeT7IvhFOhB6jBRiBX?iBUoBFsB,v115@zgB8HeB8HeD8FeE8EeF8AeC8JeT7IvhFKhBfiBxdBG?jBUoBFsB,v115@zgB8HeB8HeD8FeE8EeF8AeC8JeT7IvhFmdB5jBihBf?oB0hBFsB,v115@zgB8HeB8HeD8FeE8EeF8AeC8Jei7IvhFfiB5jBUhBz?iBmnBFsB,v115@zgB8HeB8HeD8FeE8EeF8AeC8JeT7IvhFajB5jB/mB0?nBFnBmrB,v115@zgB8HeB8HeD8FeE8EeF8AeC8Je2AJvhFfiBxdBCjBU?hBToBFsB,v115@zgB8HeB8HeD8FeE8EeF8AeC8JeT7IvhFlcBciBejB5?jB/mBisB,v115@zgB8HeB8HeD8FeE8EeF8AeC8JeT7IvhFicBcoBxmBf?sBlsBGtB
SJIZOTL,O,X,X,X,O,X,X,X,X,X
SJIZOLT,O,X,X,X,O,X,O,X,X,X
SJIOTLZ,O,O,X,X,O,X,X,X,X,X
SJIOTZL,O,O,X,X,O,X,X,X,X,X
SJIOLTZ,O,X,X,X,O,X,X,X,O,X
SJIOLZT,O,X,X,X,O,X,X,X,O,X
SJIOZTL,O,X,X,X,O,X,X,X,X,X
SJIOZLT,O,X,X,X,O,X,O,X,X,X
SJLTIZO,O,O,X,X,O,X,X,X,O,X
SJLTIOZ,O,O,X,X,O,X,X,X,O,X
SJLTZIO,O,O,X,X,O,X,X,X,O,X
SJLTZOI,O,O,X,X,O,X,X,X,O,X
SJLTOIZ,O,O,X,X,O,X,X,X,O,X
SJLTOZI,O,O,X,X,O,X,X,X,O,X
SJLITZO,O,X,X,X,O,X,X,X,O,X
SJLITOZ,O,X,X,X,O,X,X,X,O,X
SJLIZTO,O,X,X,X,X,X,X,X,O,X
SJLIZOT,O,X,X,X,O,X,X,X,O,X
SJLIOTZ,O,X,X,X,O,X,X,X,O,X
SJLIOZT,O,X,X,X,O,X,X,X,O,X
SJLZTIO,O,O,X,X,X,X,X,X,O,X
SJLZTOI,O,O,X,X,X,X,X,X,O,X
SJLZITO,O,O,X,X,X,X,X,X,O,X
SJLZIOT,O,O,X,X,O,X,X,X,O,X
SJLZOTI,O,O,X,X,X,X,X,X,O,X
SJLZOIT,O,O,X,X,O,X,X,X,O,X
SJLOTIZ,O,O,X,X,O,X,X,X,O,X
SJLOTZI,O,O,X,X,O,X,X,X,O,X
SJLOITZ,O,X,X,X,O,X,X,X,O,X
SJLOIZT,O,X,X,X,O,X,X,X,O,X
SJLOZTI,O,O,X,X,X,X,X,X,O,X
SJLOZIT,O,O,X,X,O,X,X,X,O,X
SJZTILO,X,O,O,X,O,X,X,X,X,X
SJZTIOL,O,O,O,X,O,X,X,X,X,X
SJZTLIO,O,O,O,X,O,X,X,X,X,X
SJZTLOI,O,O,O,X,O,X,X,X,X,X
SJZTOIL,O,O,O,X,O,X,X,X,X,X
SJZTOLI,O,O,O,X,O,X,X,X,X,X
SJZITLO,X,O,X,X,O,X,X,X,X,X
SJZITOL,O,X,X,X,O,X,X,X,X,X
SJZILTO,O,O,X,X,X,X,O,X,X,X
SJZILOT,O,O,O,X,O,X,O,X,X,X
SJZIOTL,O,O,X,X,O,X,X,X,X,X
SJZIOLT,O,O,O,X,O,X,O,X,X,X
SJZLTIO,O,O,O,X,X,X,X,X,X,X
SJZLTOI,O,O,O,X,X,X,X,X,X,X
SJZLITO,O,O,X,X,X,X,O,X,X,X
SJZLIOT,O,O,O,X,O,X,O,X,X,X
SJZLOTI,O,O,O,X,X,X,X,X,X,X
SJZLOIT,O,O,O,X,O,X,O,X,X,X
SJZOTIL,O,O,O,X,O,X,X,X,X,X
SJZOTLI,O,O,O,X,O,X,X,X,X,X
SJZOITL,O,O,X,X,O,X,X,X,X,X
SJZOILT,O,O,O,X,O,X,O,X,X,X
SJZOLTI,O,O,O,X,X,X,X,X,X,X
SJZOLIT,O,O,O,X,O,X,O,X,X,X
SJOTILZ,O,O,X,X,O,X,X,O,X,X
SJOTIZL,O,O,X,X,O,X,X,X,X,X
SJOTLIZ,O,O,X,X,O,X,X,O,X,X
SJOTLZI,O,O,X,X,O,X,X,O,O,X
SJOTZIL,O,O,O,X,O,X,X,X,X,X
SJOTZLI,O,O,O,X,O,X,X,O,X,X
SJOITLZ,O,O,X,X,O,X,X,X,X,X
SJOITZL,O,O,X,X,O,X,X,X,X,X
SJOILTZ,O,X,X,X,O,X,X,X,O,X
SJOILZT,O,X,X,X,O,X,X,X,O,X
SJOIZTL,O,X,X,X,O,X,X,X,X,X
SJOIZLT,O,X,X,X,O,X,O,X,X,X
SJOLTIZ,O,O,X,X,O,X,X,O,O,X
SJOLTZI,O,O,X,X,O,X,X,O,O,X
SJOLITZ,O,X,X,X,O,X,X,X,O,X
SJOLIZT,O,X,X,X,O,X,X,X,O,X
SJOLZTI,O,O,X,X,X,X,X,X,O,X
SJOLZIT,O,O,X,X,O,X,X,X,O,X
SJOZTIL,O,O,O,X,O,X,X,X,X,X
SJOZTLI,O,O,O,X,O,X,X,X,X,X
SJOZITL,O,O,X,X,O,X,X,X,X,X
SJOZILT,O,O,O,X,O,X,O,X,X,X
SJOZLTI,O,O,O,X,X,X,X,X,X,X
SJOZLIT,O,O,O,X,O,X,O,X,X,X
SZTILJO,X,O,O,O,O,O,O,X,X,X
SZTILOJ,X,O,O,O,O,O,O,X,X,X
SZTIJLO,O,O,O,O,O,O,X,X,X,X
SZTIJOL,O,O,O,O,O,O,X,X,X,X
SZTIOLJ,X,O,O,O,O,O,O,X,X,X
SZTIOJL,O,X,O,X,O,O,X,X,X,X
SZTLIJO,O,O,O,O,O,O,O,X,O,X
SZTLIOJ,O,O,O,O,O,O,O,X,O,X
SZTLJIO,O,O,O,O,O,O,X,X,O,X
SZTLJOI,O,O,O,O,O,O,X,X,O,X
SZTLOIJ,O,O,O,O,O,O,O,X,O,X
SZTLOJI,O,O,O,O,O,O,X,X,O,X
SZTJILO,O,O,O,O,O,O,X,X,X,X
SZTJIOL,O,O,O,O,O,O,X,X,X,X
SZTJLIO,O,O,O,O,O,O,X,X,X,X
SZTJLOI,O,O,O,O,O,O,X,X,X,X
SZTJOIL,O,O,O,O,O,O,X,X,X,X
SZTJOLI,O,O,O,O,O,O,X,X,X,X
SZTOILJ,X,O,O,O,O,O,O,X,X,X
SZTOIJL,O,X,O,X,O,O,X,X,X,X
SZTOLIJ,O,O,O,O,O,O,O,X,O,X
SZTOLJI,O,O,O,O,O,O,X,X,O,X
SZTOJIL,O,O,O,O,O,O,X,X,X,X
SZTOJLI,O,O,O,O,O,O,X,X,X,X
SZITLJO,X,O,X,X,O,O,O,X,X,O
SZITLOJ,X,X,X,X,O,O,O,X,X,O
SZITJLO,O,X,X,X,O,O,X,X,X,O
SZITJOL,O,X,X,X,O,O,X,X,X,O
SZITOLJ,X,X,X,X,O,O,O,X,X,O
SZITOJL,O,X,X,X,O,O,X,X,X,O
SZILTJO,X,O,X,X,X,O,O,X,X,O
SZILTOJ,X,X,X,X,X,O,O,X,X,O
SZILJTO,X,O,X,X,X,O,O,X,O,O
SZILJOT,X,O,O,X,O,X,O,X,O,O
SZILOTJ,X,X,X,X,X,O,O,X,X,O
SZILOJT,X,O,O,X,O,X,O,X,O,O
SZIJTLO,X,O,X,X,O,O,X,X,X,O
SZIJTOL,O,X,X,X,O,O,X,X,X,O
SZIJLTO,X,O,X,X,X,O,O,X,X,O
SZIJLOT,O,O,O,X,O,X,O,X,X,O
SZIJOTL,O,O,X,X,O,X,X,X,X,O
SZIJOLT,O,O,O,X,O,X,O,X,X,O
SZIOTLJ,X,X,X,X,O,O,O,X,X,O
SZIOTJL,O,X,X,X,O,O,X,X,X,O
SZIOLTJ,X,X,X,X,X,O,O,X,X,O
SZIOLJT,X,O,O,X,O,X,O,X,O,O
SZIOJTL,O,X,X,X,O,X,X,X,X,O
SZIOJLT,O,X,O,X,O,X,O,X,X,O
SZLTIJO,O,O,O,X,X,O,O,X,O,X
SZLTIOJ,O,O,O,O,X,O,O,X,O,X
SZLTJIO,O,O,O,O,X,O,X,X,O,X
SZLTJOI,O,O,O,O,X,O,X,X,O,X
SZLTOIJ,O,O,O,O,X,O,O,X,O,X
SZLTOJI,O,O,O,O,X,O,X,X,O,X
SZLITJO,O,O,X,X,X,O,O,X,O,X
SZLITOJ,O,X,X,O,X,O,O,X,O,X
SZLIJTO,O,O,X,O,X,O,O,X,O,X
SZLIJOT,O,O,O,O,O,X,O,X,O,X
SZLIOTJ,O,X,X,O,X,O,O,X,O,X
SZLIOJT,O,O,O,O,O,X,O,X,O,X
SZLJTIO,O,O,O,O,X,X,X,X,O,X
SZLJTOI,O,O,O,O,X,X,X,X,O,X
SZLJITO,O,O,X,O,X,O,O,X,O,X
SZLJIOT,O,O,O,O,O,X,O,X,O,X
SZLJOTI,O,O,O,O,X,X,X,X,O,X
SZLJOIT,O,O,O,O,O,X,O,X,O,X
SZLOTIJ,O,X,O,O,X,X,O,X,O,X
SZLOTJI,O,X,O,O,X,X,X,X,O,X
SZLOITJ,O,X,X,O,X,O,O,X,O,X
SZLOIJT,O,O,O,O,O,X,O,X,O,X
SZLOJTI,O,O,O,O,X,X,X,X,O,X
SZLOJIT,O,O,O,O,O,X,O,X,O,X
SZJTILO,X,O,O,O,O,X,X,X,X,X
SZJTIOL,O,O,O,O,O,X,X,X,X,X
SZJTLIO,O,O,O,O,O,X,X,X,X,X
SZJTLOI,O,O,O,O,O,X,X,X,X,X
SZJTOIL,O,O,O,O,O,X,X,X,X,X
SZJTOLI,O,O,O,O,O,X,X,X,X,X
SZJITLO,X,O,X,O,O,O,X,X,X,X
SZJITOL,O,X,X,O,O,O,X,X,X,X
SZJILTO,O,O,X,X,X,O,O,X,X,X
SZJILOT,O,O,O,X,O,X,O,X,X,X
SZJIOTL,O,O,X,X,O,X,X,X,X,X
SZJIOLT,O,O,O,X,O,X,O,X,X,X
SZJLTIO,O,O,O,O,X,X,X,X,X,X
SZJLTOI,O,O,O,O,X,X,X,X,X,X
SZJLITO,O,O,X,O,X,O,O,X,X,X
SZJLIOT,O,O,O,O,O,X,O,X,X,X
SZJLOTI,O,O,O,O,X,X,X,X,X,X
SZJLOIT,O,O,O,O,O,X,O,X,X,X
SZJOTIL,O,O,O,X,O,X,X,X,X,X
SZJOTLI,O,O,O,O,O,X,X,X,X,X
SZJOITL,O,O,X,X,O,X,X,X,X,X
SZJOILT,O,O,O,X,O,X,O,X,X,X
SZJOLTI,O,O,O,O,X,X,X,X,X,X
SZJOLIT,O,O,O,O,O,X,O,X,X,X
SZOTILJ,X,X,O,X,O,X,O,X,X,X
SZOTIJL,O,X,O,X,O,X,X,X,X,X
SZOTLIJ,O,X,O,O,O,X,O,X,O,X
SZOTLJI,O,X,O,O,O,X,X,X,O,X
SZOTJIL,O,X,O,X,O,X,X,X,X,X
SZOTJLI,O,X,O,O,O,X,X,X,X,X
SZOITLJ,X,X,X,X,O,O,O,X,X,O
SZOITJL,O,X,X,X,O,O,X,X,X,O
SZOILTJ,X,X,X,X,X,O,O,X,X,O
SZOILJT,X,O,O,X,O,X,O,X,O,O
SZOIJTL,O,X,X,X,O,X,X,X,X,O
SZOIJLT,O,X,O,X,O,X,O,X,X,O
SZOLTIJ,O,X,O,O,X,X,O,X,O,X
SZOLTJI,O,X,O,O,X,X,X,X,O,X
SZOLITJ,O,X,X,O,X,O,O,X,O,X
SZOLIJT,O,O,O,O,O,X,O,X,O,X
SZOLJTI,O,O,O,O,X,X,X,X,O,X
SZOLJIT,O,O,O,O,O,X,O,X,O,X
SZOJTIL,O,O,O,X,O,X,X,X,X,X
SZOJTLI,O,O,O,O,O,X,X,X,X,X
SZOJITL,O,O,X,X,O,X,X,X,X,X
SZOJILT,O,O,O,X,O,X,O,X,X,X
SZOJLTI,O,O,O,O,X,X,X,X,X,X
SZOJLIT,O,O,O,O,O,X,O,X,X,X
SOTILJZ,O,X,X,X,O,X,X,O,O,X
SOTILZJ,O,X,X,X,O,X,X,O,O,X
SOTIJLZ,O,X,X,X,O,X,X,O,X,X
SOTIJZL,O,X,X,X,O,X,X,X,X,X
SOTIZLJ,X,X,X,X,O,X,O,X,X,X
SOTIZJL,O,X,X,X,O,X,X,X,X,X
SOTLIJZ,O,X,X,O,O,X,X,O,O,X
SOTLIZJ,O,X,X,O,O,X,X,O,O,X
SOTLJIZ,O,X,X,O,O,X,X,O,O,X
SOTLJZI,O,X,X,O,O,X,X,O,O,X
SOTLZIJ,O,X,X,O,O,X,X,O,O,X
SOTLZJI,O,X,X,O,O,X,X,O,O,X
SOTJILZ,O,X,X,X,O,X,X,O,X,X
SOTJIZL,O,X,X,X,O,X,X,X,X,X
SOTJLIZ,O,X,X,X,O,X,X,O,X,X
SOTJLZI,O,X,X,X,O,X,X,O,O,X
SOTJZIL,O,X,O,X,O,X,X,X,X,X
SOTJZLI,O,X,O,X,O,X,X,O,X,X
SOTZILJ,X,X,O,X,O,X,O,X,X,X
SOTZIJL,O,X,O,X,O,X,X,X,X,X
SOTZLIJ,O,X,O,O,O,X,O,O,O,X
SOTZLJI,O,X,O,O,O,X,X,O,O,X
SOTZJIL,O,X,O,X,O,X,X,X,X,X
SOTZJLI,O,X,O,O,O,X,X,O,X,X
SOITLJZ,O,X,X,X,O,X,X,X,O,X
SOITLZJ,O,X,X,X,O,X,X,X,O,X
SOITJLZ,O,X,X,X,O,X,X,X,X,X
SOITJZL,O,X,X,X,O,X,X,X,X,X
SOITZLJ,X,X,X,X,O,X,O,X,X,X
SOITZJL,O,X,X,X,O,X,X,X,X,X
SOILTJZ,O,X,X,X,O,X,X,X,O,X
SOILTZJ,O,X,X,X,O,X,X,X,O,X
SOILJTZ,O,X,X,X,O,X,X,X,O,X
SOILJZT,O,X,X,X,O,X,X,X,O,X
SOILZTJ,O,X,X,X,X,X,O,X,O,O
SOILZJT,O,X,X,X,O,X,O,X,O,O
SOIJTLZ,O,X,X,X,O,X,X,X,X,X
SOIJTZL,O,X,X,X,O,X,X,X,X,X
SOIJLTZ,O,X,X,X,O,X,X,X,O,X
SOIJLZT,O,X,X,X,O,X,X,X,O,X
SOIJZTL,O,X,X,X,O,X,X,X,X,X
SOIJZLT,O,X,X,X,O,X,O,X,X,X
SOIZTLJ,X,X,X,X,O,X,O,X,X,O
SOIZTJL,O,X,X,X,O,X,X,X,X,O
SOIZLTJ,X,X,X,X,X,X,O,X,X,O
SOIZLJT,X,X,X,X,O,X,O,X,O,O
SOIZJTL,O,X,X,X,O,X,X,X,X,O
SOIZJLT,O,X,X,X,O,X,O,X,X,O
SOLTIJZ,O,X,X,O,O,X,X,O,O,X
SOLTIZJ,O,X,X,O,O,X,X,O,O,X
SOLTJIZ,O,X,X,O,O,X,X,O,O,X
SOLTJZI,O,X,X,O,O,X,X,O,O,X
SOLTZIJ,O,X,X,O,O,X,X,O,O,X
SOLTZJI,O,X,X,O,O,X,X,O,O,X
SOLITJZ,O,X,X,X,O,X,X,O,O,X
SOLITZJ,O,X,X,O,O,X,X,O,O,X
SOLIJTZ,O,X,X,X,O,X,X,X,O,X
SOLIJZT,O,X,X,O,O,X,X,X,O,X
SOLIZTJ,O,X,X,O,X,X,O,X,O,X
SOLIZJT,O,X,X,O,O,X,O,X,O,X
SOLJTIZ,O,X,X,X,O,X,X,O,O,X
SOLJTZI,O,X,X,X,O,X,X,O,O,X
SOLJITZ,O,X,X,X,O,X,X,X,O,X
SOLJIZT,O,X,X,O,O,X,X,X,O,X
SOLJZTI,O,X,X,O,X,X,X,X,O,X
SOLJZIT,O,X,X,O,O,X,X,X,O,X
SOLZTIJ,O,X,X,O,X,X,O,X,O,X
SOLZTJI,O,X,X,O,X,X,X,X,O,X
SOLZITJ,O,X,X,O,X,X,O,X,O,X
SOLZIJT,O,X,X,O,O,X,O,X,O,X
SOLZJTI,O,X,X,O,X,X,X,X,O,X
SOLZJIT,O,X,X,O,O,X,O,X,O,X
SOJTILZ,O,X,X,X,O,X,X,O,X,X
SOJTIZL,O,X,X,X,O,X,X,X,X,X
SOJTLIZ,O,X,X,X,O,X,X,O,X,X
SOJTLZI,O,X,X,X,O,X,X,O,O,X
SOJTZIL,O,X,O,X,O,X,X,X,X,X
SOJTZLI,O,X,O,X,O,X,X,O,X,X
SOJITLZ,O,X,X,X,O,X,X,X,X,X
SOJITZL,O,X,X,X,O,X,X,X,X,X
SOJILTZ,O,X,X,X,O,X,X,X,O,X
SOJILZT,O,X,X,X,O,X,X,X,O,X
SOJIZTL,O,X,X,X,O,X,X,X,X,X
SOJIZLT,O,X,X,X,O,X,O,X,X,X
SOJLTIZ,O,X,X,X,O,X,X,O,O,X
SOJLTZI,O,X,X,X,O,X,X,O,O,X
SOJLITZ,O,X,X,X,O,X,X,X,O,X
SOJLIZT,O,X,X,X,O,X,X,X,O,X
SOJLZTI,O,X,X,X,X,X,X,X,O,X
SOJLZIT,O,X,X,X,O,X,X,X,O,X
SOJZTIL,O,X,O,X,O,X,X,X,X,X
SOJZTLI,O,X,O,X,O,X,X,X,X,X
SOJZITL,O,X,X,X,O,X,X,X,X,X
SOJZILT,O,X,O,X,O,X,O,X,X,X
SOJZLTI,O,X,O,X,X,X,X,X,X,X
SOJZLIT,O,X,O,X,O,X,O,X,X,X
SOZTILJ,X,X,O,X,O,X,O,X,X,X
SOZTIJL,O,X,O,X,O,X,X,X,X,X
SOZTLIJ,O,X,O,O,O,X,O,X,O,X
SOZTLJI,O,X,O,O,O,X,X,X,O,X
SOZTJIL,O,X,O,X,O,X,X,X,X,X
SOZTJLI,O,X,O,O,O,X,X,X,X,X
SOZITLJ,X,X,X,X,O,X,O,X,X,O
SOZITJL,O,X,X,X,O,X,X,X,X,O
SOZILTJ,X,X,X,X,X,X,O,X,X,O
SOZILJT,X,X,O,X,O,X,O,X,O,O
SOZIJTL,O,X,X,X,O,X,X,X,X,O
SOZIJLT,O,X,O,X,O,X,O,X,X,O
SOZLTIJ,O,X,O,O,X,X,O,X,O,X
SOZLTJI,O,X,O,O,X,X,X,X,O,X
SOZLITJ,O,X,X,O,X,X,O,X,O,X
SOZLIJT,O,X,O,O,O,X,O,X,O,X
SOZLJTI,O,X,O,O,X,X,X,X,O,X
SOZLJIT,O,X,O,O,O,X,O,X,O,X
SOZJTIL,O,X,O,X,O,X,X,X,X,X
SOZJTLI,O,X,O,O,O,X,X,X,X,X
SOZJITL,O,X,X,X,O,X,X,X,X,X
SOZJILT,O,X,O,X,O,X,O,X,X,X
SOZJLTI,O,X,O,O,X,X,X,X,X,X
SOZJLIT,O,X,O,O,O,X,O,X,X,X
ZTILJSO,X,O,O,O,X,O,X,X,X,X
ZTILJOS,X,O,O,O,X,O,X,X,X,X
ZTILSJO,X,O,O,O,O,O,O,X,X,O
ZTILSOJ,X,O,O,O,O,O,O,X,X,O
ZTILOJS,X,X,O,O,X,O,X,X,X,X
ZTILOSJ,X,X,O,O,O,O,O,X,X,O
ZTIJLSO,X,O,O,O,X,O,X,X,X,X
ZTIJLOS,X,O,O,O,X,O,X,X,X,X
ZTIJSLO,X,O,O,O,X,O,X,X,X,X
ZTIJSOL,X,O,O,O,X,O,X,X,X,X
ZTIJOLS,X,O,O,O,X,O,X,X,X,X
ZTIJOSL,X,O,O,O,X,O,X,X,X,X
ZTISLJO,X,O,O,O,O,O,O,X,X,O
ZTISLOJ,X,O,O,O,O,O,O,X,X,O
ZTISJLO,X,O,O,O,O,O,X,X,X,O
ZTISJOL,X,O,O,O,O,O,X,X,X,O
ZTISOLJ,X,O,O,O,O,O,O,X,X,O
ZTISOJL,X,X,O,X,O,O,X,X,X,O
ZTIOLJS,X,X,O,O,X,O,X,X,X,X
ZTIOLSJ,X,X,O,O,O,O,O,X,X,O
ZTIOJLS,X,X,O,O,X,O,X,X,X,X
ZTIOJSL,X,X,O,X,X,O,X,X,X,X
ZTIOSLJ,X,X,O,X,O,O,O,X,X,O
ZTIOSJL,X,X,O,X,O,O,X,X,X,O
ZTLIJSO,X,O,O,O,X,O,X,O,X,X
ZTLIJOS,X,O,O,O,X,O,X,X,X,X
ZTLISJO,X,O,O,O,O,O,O,O,X,X
ZTLISOJ,X,O,O,O,O,O,O,X,X,X
ZTLIOJS,X,X,O,O,X,O,X,X,X,X
ZTLIOSJ,X,X,O,O,O,O,O,X,X,X
ZTLJISO,X,O,O,O,X,O,X,O,X,X
ZTLJIOS,X,O,O,O,X,O,X,X,X,X
ZTLJSIO,X,O,O,O,X,O,X,O,X,X
ZTLJSOI,X,O,O,O,X,O,X,O,X,X
ZTLJOIS,X,O,O,O,X,O,X,X,X,X
ZTLJOSI,X,O,O,O,X,O,X,X,X,X
ZTLSIJO,X,O,O,O,O,O,O,O,X,X
ZTLSIOJ,X,O,O,O,O,O,O,X,X,X
ZTLSJIO,X,O,O,O,O,O,X,O,X,X
ZTLSJOI,X,O,O,O,O,O,X,O,X,X
ZTLSOIJ,X,O,O,O,O,O,O,X,X,X
ZTLSOJI,X,O,O,O,O,O,X,X,X,X
ZTLOIJS,X,X,O,O,X,O,X,X,X,X
ZTLOISJ,X,X,O,O,O,O,O,X,X,X
ZTLOJIS,X,O,O,O,X,O,X,X,X,X
ZTLOJSI,X,O,O,O,X,O,X,X,X,X
ZTLOSIJ,X,O,O,O,O,O,O,X,X,X
ZTLOSJI,X,O,O,O,O,O,X,X,X,X
ZTJILSO,X,O,O,O,X,O,X,X,X,X
ZTJILOS,O,O,O,O,X,O,X,X,X,X
ZTJISLO,O,O,O,O,X,O,X,X,X,X
ZTJISOL,O,O,O,O,X,O,X,X,X,X
ZTJIOLS,O,O,O,O,X,O,X,X,X,X
ZTJIOSL,O,O,O,O,X,O,X,X,X,X
ZTJLISO,X,O,O,O,X,O,X,O,X,X
ZTJLIOS,O,O,O,O,X,O,X,X,X,X
ZTJLSIO,O,O,O,O,X,O,X,O,X,X
ZTJLSOI,O,O,O,O,X,O,X,O,X,X
ZTJLOIS,O,O,O,O,X,O,X,X,X,X
ZTJLOSI,O,O,O,O,X,O,X,X,X,X
ZTJSILO,O,O,O,O,X,O,X,X,X,X
ZTJSIOL,O,O,O,O,X,O,X,X,X,X
ZTJSLIO,O,O,O,O,X,O,X,O,X,X
ZTJSLOI,O,O,O,O,X,O,X,O,X,X
ZTJSOIL,O,O,O,O,X,O,X,X,X,X
ZTJSOLI,O,O,O,O,X,O,X,O,X,X
ZTJOILS,O,O,O,O,X,O,X,X,X,X
ZTJOISL,O,O,O,O,X,O,X,X,X,X
ZTJOLIS,O,O,O,O,X,O,X,O,X,X
ZTJOLSI,O,O,O,O,X,O,X,O,X,X
ZTJOSIL,O,O,O,O,X,O,X,X,X,X
ZTJOSLI,O,O,O,O,X,O,X,O,X,X
ZTSILJO,X,O,O,O,O,O,O,X,X,X
ZTSILOJ,X,O,O,O,O,O,O,X,X,X
ZTSIJLO,O,O,O,O,O,O,X,X,X,X
ZTSIJOL,O,O,O,O,O,O,X,X,X,X
ZTSIOLJ,X,O,O,O,O,O,O,X,X,X
ZTSIOJL,O,X,O,X,O,O,X,X,X,X
ZTSLIJO,O,O,O,O,O,O,O,O,X,X
ZTSLIOJ,O,O,O,O,O,O,O,X,X,X
ZTSLJIO,O,O,O,O,O,O,X,O,X,X
ZTSLJOI,O,O,O,O,O,O,X,O,X,X
ZTSLOIJ,O,O,O,O,O,O,O,X,X,X
ZTSLOJI,O,O,O,O,O,O,X,X,X,X
ZTSJILO,O,O,O,O,O,O,X,X,X,X
ZTSJIOL,O,O,O,O,O,O,X,X,X,X
ZTSJLIO,O,O,O,O,O,O,X,O,X,X
ZTSJLOI,O,O,O,O,O,O,X,O,X,X
ZTSJOIL,O,O,O,O,O,O,X,X,X,X
ZTSJOLI,O,O,O,O,O,O,X,O,X,X
ZTSOILJ,X,O,O,O,O,O,O,X,X,X
ZTSOIJL,O,X,O,X,O,O,X,X,X,X
ZTSOLIJ,O,O,O,O,O,O,O,O,X,X
ZTSOLJI,O,O,O,O,O,O,X,O,X,X
ZTSOJIL,O,O,O,O,O,O,X,X,X,X
ZTSOJLI,O,O,O,O,O,O,X,O,X,X
ZTOILJS,X,X,O,O,X,O,X,X,X,X
ZTOILSJ,X,X,O,O,O,O,O,X,X,O
ZTOIJLS,X,X,O,O,X,O,X,X,X,X
ZTOIJSL,X,X,O,X,X,O,X,X,X,X
ZTOISLJ,X,X,O,X,O,O,O,X,X,O
ZTOISJL,X,X,O,X,O,O,X,X,X,O
ZTOLIJS,X,X,O,O,X,O,X,O,X,X
ZTOLISJ,X,X,O,O,O,O,O,O,X,X
ZTOLJIS,X,O,O,O,X,O,X,O,X,X
ZTOLJSI,X,O,O,O,X,O,X,O,X,X
ZTOLSIJ,X,O,O,O,O,O,O,O,X,X
ZTOLSJI,X,O,O,O,O,O,X,O,X,X
ZTOJILS,O,O,O,O,X,O,X,X,X,X
ZTOJISL,O,O,O,O,X,O,X,X,X,X
ZTOJLIS,O,O,O,O,X,O,X,O,X,X
ZTOJLSI,O,O,O,O,X,O,X,O,X,X
ZTOJSIL,O,O,O,O,X,O,X,X,X,X
ZTOJSLI,O,O,O,O,X,O,X,O,X,X
ZTOSILJ,X,O,O,O,O,O,O,X,X,X
ZTOSIJL,O,X,O,X,O,O,X,X,X,X
ZTOSLIJ,O,O,O,O,O,O,O,O,X,X
ZTOSLJI,O,O,O,O,O,O,X,O,X,X
ZTOSJIL,O,O,O,O,O,O,X,X,X,X
ZTOSJLI,O,O,O,O,O,O,X,O,X,X
ZITLJSO,X,O,O,O,X,O,X,X,X,X
ZITLJOS,X,O,O,O,X,O,X,X,X,X
ZITLSJO,X,O,O,O,O,O,O,X,X,O
ZITLSOJ,X,O,O,O,O,O,O,X,X,O
ZITLOJS,X,X,O,O,X,O,X,X,X,X
ZITLOSJ,X,X,O,O,O,O,O,X,X,O
ZITJLSO,X,O,O,O,X,O,X,X,X,X
ZITJLOS,X,O,O,O,X,O,X,X,X,X
ZITJSLO,X,O,O,O,X,O,X,X,X,X
ZITJSOL,X,O,O,O,X,O,X,X,X,X
ZITJOLS,X,O,O,O,X,O,X,X,X,X
ZITJOSL,X,O,O,O,X,O,X,X,X,X
ZITSLJO,X,O,O,O,O,O,O,X,X,O
ZITSLOJ,X,O,O,O,O,O,O,X,X,O
ZITSJLO,X,O,O,O,O,O,X,X,X,O
ZITSJOL,X,O,O,O,O,O,X,X,X,O
ZITSOLJ,X,O,O,O,O,O,O,X,X,O
ZITSOJL,X,X,O,X,O,O,X,X,X,O
ZITOLJS,X,X,O,O,X,O,X,X,X,X
ZITOLSJ,X,X,O,O,O,O,O,X,X,O
ZITOJLS,X,X,O,O,X,O,X,X,X,X
ZITOJSL,X,X,O,X,X,O,X,X,X,X
ZITOSLJ,X,X,O,X,O,O,O,X,X,O
ZITOSJL,X,X,O,X,O,O,X,X,X,O
ZILTJSO,X,O,O,X,X,O,X,X,X,X
ZILTJOS,X,O,O,X,X,O,X,X,X,X
ZILTSJO,X,O,O,X,O,O,O,X,X,O
ZILTSOJ,X,O,O,X,O,O,O,X,X,O
ZILTOJS,X,X,O,X,X,O,X,X,X,X
ZILTOSJ,X,X,O,X,O,O,O,X,X,O
ZILJTSO,X,O,O,X,X,O,X,X,O,X
ZILJTOS,X,O,O,X,X,O,X,X,O,X
ZILJSTO,X,O,X,O,X,O,O,X,O,O
ZILJSOT,X,O,O,O,X,X,O,X,O,O
ZILJOTS,X,X,O,X,X,X,X,X,O,X
ZILJOST,X,O,O,O,X,X,O,X,O,O
