sequence,v115@zgB8FeD8EeD8GeD8FeD8DeD8Jex7IvhFXdB2mBFlBS?sBUrBTqB,v115@zgB8FeD8EeD8GeD8FeD8DeD8Jex8IvhFmgBqmB/nBF?lBUrBTqB,v115@zgB8FeD8EeD8GeD8FeD8DeD8Jex8IvhFSlBThB/nB0?qBlrBOqB,v115@zgB8FeD8EeD8GeD8FeD8DeD8Jex8IvhFlgB3hBaqBT?nBGrB0qB,v115@zgB8FeD8EeD8GeD8FeD8DeD8JeT7IvhFXdBemB0hBF?lBSsBxvB,v115@zgB8FeD8EeD8GeD8FeD8DeD8JeyAJvhFFdB5mBXgBc?qBerBTsB,v115@zgB8FeD8EeD8GeD8FeD8DeD8Jex7IvhFOiBXgBThBc?qBSsBVwB,v115@zgB8FeD8EeD8GeD8FeD8DeD8JeT7IvhF0cBemBXiBF?lBSsBxvB,v115@zgB8FeD8EeD8GeD8FeD8DeD8JeeAJvhFxcBUiBFmBT?qBCsBfrB,v115@zgB8FeD8EeD8GeD8FeD8DeD8Jex8IvhF3hBFlBTnBG?rBiqB0qB,v115@zgB8FeD8EeD8GeD8FeD8DeD8Jex8IvhF3hBFlBTnBC?rBOqBUrB,v115@zgB8FeD8EeD8GeD8FeD8DeD8JeT7IvhFehBCdB/nBU?lB1rBxvB,v115@zgB8FeD8EeD8GeD8FeD8DeD8JeT7IvhFUiBFlBWsB3?qBZmBCsB,v115@zgB8FeD8EeD8GeD8FeD8DeD8Jex7IvhFXdBFlB8qB+?rBTnBiqB,v115@zgB8FeD8EeD8GeD8FeD8DeD8JeT7IvhFxcBFlBSsB3?qBOrB8rB,v115@zgB8FeD8EeD8GeD8FeD8DeD8Jex8IvhFUiBFlBXmBC?sBmqBTqB,v115@zgB8FeD8EeD8GeD8FeD8DeD8Je/AJvhFahBFdB5mBT?nBmqBUqB,v115@zgB8FeD8EeD8GeD8FeD8DeD8JeT7IvhFehB5mB/nBU?lBFnByvB,v115@zgB8FeD8EeD8GeD8FeD8DeD8JeyAJvhFXdBFlBxmBW?sBUrBTqB,v115@zgB8FeD8EeD8GeD8FeD8DeD8JeT7IvhFOhBXdB0qBx?rBFqBCsB,v115@zgB8FeD8EeD8GeD8FeD8DeD8JeT7IvhFxcB/nB2rB0?qB6rBFqB,v115@zgB8FeD8EeD8GeD8FeD8DeD8JeC9IvhF/nBFlBRrBT?rBOqB8qB,v115@zgB8FeD8EeD8GeD8FeD8DeD8Jex8IvhFUhBFlBTnBC?rBOqB3rB,v115@zgB8FeD8EeD8GeD8FeD8DeD8Jem7IvhF/nBFlBRrBc?rBTqBCsB,v115@zgB8FeD8EeD8GeD8FeD8DeD8JeVFJvhFRhBXiB8qBS?sBOqBTrB,v115@zgB8FeD8EeD8GeD8FeD8DeD8Je2AJvhFzcBFlBxmBS?sBUrB3qB,v115@zgB8FeD8EeD8GeD8FeD8DeD8JeT7IvhFZhBXdBWnB0?qBCsBFqB,v115@zgB8FeD8EeD8GeD8FeD8DeD8Je2AJvhFzcBFlBxmBS?sB3qBUrB
TLSIZJO,O,O,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X,O,X,X,X,X,X,X,O,X,X,X
TLSIZOJ,O,O,O,X,X,X,X,X,X,X,X,O,X,X,O,O,X,O,X,X,X,X,X,O,O,X,X,X
TLSIOJZ,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
TLSIOZJ,X,O,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
TLSJIZO,O,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TLSJIOZ,X,X,X,O,X,X,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TLSJZIO,O,O,X,X,X,X,X,X,X,X,X,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TLSJZOI,O,O,X,O,X,X,O,X,X,X,X,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TLSJOIZ,X,X,X,O,X,X,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TLSJOZI,X,O,X,O,X,X,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TLSZIJO,O,O,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X,O,O,X,X,X,X,X,O,X,O,X
TLSZIOJ,O,O,O,X,X,X,X,X,X,X,X,O,X,X,O,O,X,O,O,X,X,X,X,X,O,X,O,X
TLSZJIO,O,O,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X
TLSZJOI,O,O,O,X,X,X,O,X,X,X,X,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TLSZOIJ,O,O,O,X,X,X,O,X,X,X,X,X,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X
TLSZOJI,O,O,O,X,X,X,O,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TLSOIJZ,X,X,X,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TLSOIZJ,X,O,O,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TLSOJIZ,X,X,X,O,X,X,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TLSOJZI,X,O,X,O,X,X,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TLSOZIJ,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TLSOZJI,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TLZIJSO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X,O,X
TLZIJOS,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
TLZISJO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,O,X,O,X
TLZISOJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,O,X,O,X
TLZIOJS,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
TLZIOSJ,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X,O,X
TLZJISO,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X
TLZJIOS,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TLZJSIO,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
TLZJSOI,O,O,O,O,X,X,O,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TLZJOIS,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TLZJOSI,O,O,O,X,X,X,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TLZSIJO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,O,X,O,X
TLZSIOJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,O,X,O,X
TLZSJIO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
TLZSJOI,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TLZSOIJ,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
TLZSOJI,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TLZOIJS,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TLZOISJ,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X
TLZOJIS,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TLZOJSI,O,O,O,O,X,X,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TLZOSIJ,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
TLZOSJI,O,O,O,O,X,X,O,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TLOIJSZ,X,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOIJZS,X,X,X,X,O,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TLOISJZ,X,X,X,O,O,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOISZJ,X,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOIZJS,X,X,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TLOIZSJ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X
TLOJISZ,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOJIZS,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TLOJSIZ,X,X,X,O,X,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TLOJSZI,X,O,X,O,X,X,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TLOJZIS,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TLOJZSI,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TLOSIJZ,X,X,X,O,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOSIZJ,X,O,O,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOSJIZ,X,X,X,O,X,X,O,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOSJZI,X,O,X,O,X,X,O,X,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOSZIJ,X,X,O,O,X,X,O,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
TLOSZJI,X,X,O,O,X,X,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
TLOZIJS,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TLOZISJ,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X
TLOZJIS,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TLOZJSI,O,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TLOZSIJ,O,X,O,O,X,X,O,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X
TLOZSJI,O,X,O,O,X,X,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
TJILSZO,X,O,X,X,O,O,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJILSOZ,X,X,X,X,O,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJILZSO,X,X,X,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TJILZOS,X,X,X,X,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJILOSZ,X,X,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJILOZS,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJISLZO,X,X,X,X,O,O,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJISLOZ,X,X,X,X,O,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJISZLO,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJISZOL,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
TJISOLZ,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
TJISOZL,X,X,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TJIZLSO,X,O,X,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TJIZLOS,X,X,X,X,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJIZSLO,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJIZSOL,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJIZOLS,X,X,X,X,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJIZOSL,X,X,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJIOLSZ,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJIOLZS,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJIOSLZ,X,X,X,X,O,X,X,O,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TJIOSZL,X,X,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJIOZLS,X,X,X,X,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJIOZSL,X,X,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLISZO,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJLISOZ,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJLIZSO,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TJLIZOS,X,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLIOSZ,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLIOZS,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLSIZO,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJLSIOZ,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJLSZIO,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TJLSZOI,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJLSOIZ,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJLSOZI,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLZISO,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
TJLZIOS,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLZSIO,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
TJLZSOI,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJLZOIS,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLZOSI,O,O,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLOISZ,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLOIZS,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLOSIZ,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLOSZI,X,O,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLOZIS,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLOZSI,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSILZO,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJSILOZ,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJSIZLO,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
TJSIZOL,X,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X
TJSIOLZ,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X
TJSIOZL,X,X,O,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TJSLIZO,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJSLIOZ,X,X,X,X,X,X,O,X,X,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TJSLZIO,X,O,X,X,X,X,X,X,X,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TJSLZOI,X,O,X,X,X,X,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSLOIZ,X,X,X,X,X,X,O,X,X,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TJSLOZI,X,O,X,X,X,X,O,X,X,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TJSZILO,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
TJSZIOL,X,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TJSZLIO,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
TJSZLOI,X,O,O,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TJSZOIL,X,X,O,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TJSZOLI,X,X,O,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TJSOILZ,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TJSOIZL,X,X,O,X,X,X,O,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJSOLIZ,X,X,X,X,X,X,O,X,X,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TJSOLZI,X,X,X,X,X,X,O,X,X,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TJSOZIL,X,X,O,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSOZLI,X,X,O,X,X,X,O,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJZILSO,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
TJZILOS,X,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZISLO,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TJZISOL,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZIOLS,X,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZIOSL,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZLISO,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
TJZLIOS,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZLSIO,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TJZLSOI,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZLOIS,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZLOSI,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZSILO,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X
TJZSIOL,X,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TJZSLIO,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X
TJZSLOI,X,O,O,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TJZSOIL,X,X,O,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TJZSOLI,X,X,O,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TJZOILS,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZOISL,X,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZOLIS,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZOLSI,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZOSIL,X,X,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZOSLI,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOILSZ,X,X,X,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOILZS,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJOISLZ,X,X,X,X,O,O,X,O,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TJOISZL,X,X,X,X,O,O,O,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJOIZLS,X,X,X,X,O,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJOIZSL,X,X,X,X,O,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJOLISZ,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOLIZS,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJOLSIZ,X,X,X,X,X,X,O,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJOLSZI,X,O,X,X,X,X,O,X,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJOLZIS,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TJOLZSI,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TJOSILZ,X,X,X,X,X,X,X,X,X,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TJOSIZL,X,X,O,X,X,X,O,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJOSLIZ,X,X,X,X,X,X,O,X,X,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TJOSLZI,X,X,X,X,X,X,O,X,X,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TJOSZIL,X,X,O,X,X,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOSZLI,X,X,O,X,X,X,O,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJOZILS,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJOZISL,X,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJOZLIS,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TJOZLSI,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TJOZSIL,X,X,O,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOZSLI,X,X,O,X,X,X,O,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSILJZO,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TSILJOZ,X,X,X,X,O,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSILZJO,O,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X
TSILZOJ,O,O,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,O,O,X,X,X
