sequence,v115@8gA8IeA8FeD8AeC8AeJ8BeC8Jex6IvhFyhBzdBOkBX?gBFmB0rB,v115@8gA8IeA8FeD8AeC8AeJ8BeC8JeZ/IvhFCbBmcBzdBX?gBFmB0rB,v115@8gA8IeA8FeD8AeC8AeJ8BeC8JeZ/IvhFufBcgBTcBy?iBFmBXsB,v115@8gA8IeA8FeD8AeC8AeJ8BeC8JeZ/IvhFufBcgBzdBF?mB/rBasB,v115@8gA8IeA8FeD8AeC8AeJ8BeC8JeZ/IvhFufBFcByiBT?gBcmBXsB,v115@8gA8IeA8FeD8AeC8AeJ8BeC8JeZ/IvhFzaBFcBmdBS?lBcmBXsB
ZJOTSIL,O,O,O,O,O,X
ZJOTSLI,O,O,O,X,O,X
ZJOITLS,X,X,O,O,O,O
ZJOITSL,X,O,O,O,O,X
ZJOILTS,X,X,O,O,O,O
ZJOILST,X,X,X,X,O,O
ZJOISTL,O,X,X,O,O,X
ZJOISLT,O,O,X,X,O,X
ZJOLTIS,X,X,O,O,O,O
ZJOLTSI,O,X,O,X,O,O
ZJOLITS,X,X,O,O,O,O
ZJOLIST,X,X,X,X,O,O
ZJOLSTI,O,X,X,X,O,O
ZJOLSIT,O,X,X,X,O,O
ZJOSTIL,O,X,X,O,O,X
ZJOSTLI,O,X,X,X,O,X
ZJOSITL,O,X,X,O,O,X
ZJOSILT,O,O,X,X,O,X
ZJOSLTI,O,X,X,X,O,X
ZJOSLIT,O,O,X,X,O,X
ZSTILJO,X,O,O,X,X,O
ZSTILOJ,X,O,O,X,O,O
ZSTIJLO,X,O,O,O,X,O
ZSTIJOL,X,O,O,O,X,X
ZSTIOLJ,X,O,O,X,O,X
ZSTIOJL,X,O,O,O,O,X
ZSTLIJO,X,O,O,X,X,O
ZSTLIOJ,X,O,O,X,O,O
ZSTLJIO,O,O,O,X,X,O
ZSTLJOI,O,O,O,X,X,O
ZSTLOIJ,X,O,O,X,O,O
ZSTLOJI,O,O,O,X,O,O
ZSTJILO,O,O,O,O,X,O
ZSTJIOL,O,O,O,O,X,X
ZSTJLIO,O,O,O,X,X,O
ZSTJLOI,O,O,O,X,X,O
ZSTJOIL,O,O,O,O,X,X
ZSTJOLI,O,O,O,X,X,X
ZSTOILJ,X,O,O,X,O,X
ZSTOIJL,X,O,O,O,O,X
ZSTOLIJ,X,O,O,X,O,X
ZSTOLJI,O,O,O,X,O,X
ZSTOJIL,O,O,O,O,O,X
ZSTOJLI,O,O,O,X,O,X
ZSITLJO,X,O,O,X,X,O
ZSITLOJ,X,O,O,X,O,O
ZSITJLO,X,O,O,O,X,O
ZSITJOL,X,O,O,O,X,X
ZSITOLJ,X,O,O,X,O,X
ZSITOJL,X,O,O,O,O,X
ZSILTJO,X,O,O,X,X,O
ZSILTOJ,X,O,O,X,O,O
ZSILJTO,X,X,O,X,X,O
ZSILJOT,X,O,X,X,X,O
ZSILOTJ,X,O,X,X,O,O
ZSILOJT,X,O,X,X,O,O
ZSIJTLO,X,X,O,O,X,O
ZSIJTOL,X,X,O,O,X,X
ZSIJLTO,X,X,O,X,X,O
ZSIJLOT,X,O,X,X,X,O
ZSIJOTL,X,X,X,O,X,X
ZSIJOLT,X,O,X,X,X,X
ZSIOTLJ,X,O,X,X,O,X
ZSIOTJL,X,O,X,O,O,X
ZSIOLTJ,X,O,X,X,O,X
ZSIOLJT,X,O,X,X,O,X
ZSIOJTL,X,X,X,O,O,X
ZSIOJLT,X,O,X,X,O,X
ZSLTIJO,X,O,O,X,X,O
ZSLTIOJ,X,O,O,X,O,O
ZSLTJIO,X,O,O,X,X,O
ZSLTJOI,X,O,O,X,X,O
ZSLTOIJ,X,O,O,X,O,O
ZSLTOJI,X,O,O,X,O,O
ZSLITJO,X,O,O,X,X,O
ZSLITOJ,X,O,O,X,O,O
ZSLIJTO,X,X,O,X,X,O
ZSLIJOT,X,O,X,X,X,O
ZSLIOTJ,X,O,X,X,O,O
ZSLIOJT,X,O,X,X,O,O
ZSLJTIO,X,X,O,X,X,O
ZSLJTOI,X,X,O,X,X,O
ZSLJITO,X,X,O,X,X,O
ZSLJIOT,O,O,X,X,X,O
ZSLJOTI,O,X,X,X,X,O
ZSLJOIT,O,O,X,X,X,O
ZSLOTIJ,X,O,X,X,O,O
ZSLOTJI,X,O,X,X,O,O
ZSLOITJ,X,O,X,X,O,O
ZSLOIJT,X,O,X,X,O,O
ZSLOJTI,O,X,X,X,O,O
ZSLOJIT,O,O,X,X,O,O
ZSJTILO,O,X,O,O,X,O
ZSJTIOL,O,X,O,O,X,X
ZSJTLIO,O,X,O,X,X,O
ZSJTLOI,O,X,O,X,X,O
ZSJTOIL,O,X,O,O,X,X
ZSJTOLI,O,X,O,X,X,X
ZSJITLO,O,X,O,O,X,O
ZSJITOL,O,X,O,O,X,X
ZSJILTO,X,X,O,X,X,O
ZSJILOT,O,O,X,X,X,O
ZSJIOTL,O,X,X,O,X,X
ZSJIOLT,O,O,X,X,X,X
ZSJLTIO,X,X,O,X,X,O
ZSJLTOI,X,X,O,X,X,O
ZSJLITO,X,X,O,X,X,O
ZSJLIOT,O,O,X,X,X,O
ZSJLOTI,O,X,X,X,X,O
ZSJLOIT,O,O,X,X,X,O
ZSJOTIL,O,X,X,O,X,X
ZSJOTLI,O,X,X,X,X,X
ZSJOITL,O,X,X,O,X,X
ZSJOILT,O,O,X,X,X,X
ZSJOLTI,O,X,X,X,X,X
ZSJOLIT,O,O,X,X,X,X
ZSOTILJ,X,O,X,X,O,X
ZSOTIJL,X,O,X,O,O,X
ZSOTLIJ,X,O,X,X,O,X
ZSOTLJI,O,O,X,X,O,X
ZSOTJIL,O,O,X,O,O,X
ZSOTJLI,O,O,X,X,O,X
ZSOITLJ,X,O,X,X,O,X
ZSOITJL,X,O,X,O,O,X
ZSOILTJ,X,O,X,X,O,X
ZSOILJT,X,O,X,X,O,X
ZSOIJTL,X,X,X,O,O,X
ZSOIJLT,X,O,X,X,O,X
ZSOLTIJ,X,O,X,X,O,X
ZSOLTJI,X,O,X,X,O,X
ZSOLITJ,X,O,X,X,O,X
ZSOLIJT,X,O,X,X,O,X
ZSOLJTI,O,X,X,X,O,X
ZSOLJIT,O,O,X,X,O,X
ZSOJTIL,O,X,X,O,O,X
ZSOJTLI,O,X,X,X,O,X
ZSOJITL,O,X,X,O,O,X
ZSOJILT,O,O,X,X,O,X
ZSOJLTI,O,X,X,X,O,X
ZSOJLIT,O,O,X,X,O,X
ZOTILJS,X,X,O,O,O,O
ZOTILSJ,X,X,O,X,O,O
ZOTIJLS,X,X,O,O,O,O
ZOTIJSL,X,O,O,O,O,X
ZOTISLJ,X,O,O,X,O,X
ZOTISJL,X,O,O,O,O,X
ZOTLIJS,X,X,O,O,O,O
ZOTLISJ,X,X,O,X,O,O
ZOTLJIS,X,X,O,O,O,O
ZOTLJSI,O,X,O,X,O,O
ZOTLSIJ,X,X,O,X,O,O
ZOTLSJI,O,X,O,X,O,O
ZOTJILS,X,X,O,O,O,O
ZOTJISL,X,O,O,O,O,X
ZOTJLIS,X,X,O,O,O,O
ZOTJLSI,O,X,O,X,O,O
ZOTJSIL,O,O,O,O,O,X
ZOTJSLI,O,O,O,X,O,X
ZOTSILJ,X,O,O,X,O,X
ZOTSIJL,X,O,O,O,O,X
ZOTSLIJ,X,O,O,X,O,X
ZOTSLJI,O,O,O,X,O,X
ZOTSJIL,O,O,O,O,O,X
ZOTSJLI,O,O,O,X,O,X
ZOITLJS,X,X,O,O,O,O
ZOITLSJ,X,X,O,X,O,O
ZOITJLS,X,X,O,O,O,O
ZOITJSL,X,O,O,O,O,X
ZOITSLJ,X,O,O,X,O,X
ZOITSJL,X,O,O,O,O,X
ZOILTJS,X,X,O,O,O,O
ZOILTSJ,X,X,O,X,O,O
ZOILJTS,X,X,O,O,O,O
ZOILJST,X,X,X,X,O,O
ZOILSTJ,X,X,X,X,O,O
ZOILSJT,X,X,X,X,O,O
ZOIJTLS,X,X,O,O,O,O
ZOIJTSL,X,O,O,O,O,X
ZOIJLTS,X,X,O,O,O,O
ZOIJLST,X,X,X,X,O,O
ZOIJSTL,X,X,X,O,O,X
ZOIJSLT,X,O,X,X,O,X
ZOISTLJ,X,O,X,X,O,X
ZOISTJL,X,O,X,O,O,X
ZOISLTJ,X,O,X,X,O,X
ZOISLJT,X,O,X,X,O,X
ZOISJTL,X,X,X,O,O,X
ZOISJLT,X,O,X,X,O,X
ZOLTIJS,X,X,O,O,O,O
ZOLTISJ,X,X,O,X,O,O
ZOLTJIS,X,X,O,O,O,O
ZOLTJSI,X,X,O,X,O,O
ZOLTSIJ,X,X,O,X,O,O
ZOLTSJI,X,X,O,X,O,O
ZOLITJS,X,X,O,O,O,O
ZOLITSJ,X,X,O,X,O,O
ZOLIJTS,X,X,O,O,O,O
ZOLIJST,X,X,X,X,O,O
ZOLISTJ,X,X,X,X,O,O
ZOLISJT,X,X,X,X,O,O
ZOLJTIS,X,X,O,O,O,O
ZOLJTSI,O,X,O,X,O,O
ZOLJITS,X,X,O,O,O,O
ZOLJIST,X,X,X,X,O,O
ZOLJSTI,O,X,X,X,O,O
ZOLJSIT,O,X,X,X,O,O
ZOLSTIJ,X,X,X,X,O,O
ZOLSTJI,X,X,X,X,O,O
ZOLSITJ,X,X,X,X,O,O
ZOLSIJT,X,X,X,X,O,O
ZOLSJTI,O,X,X,X,O,O
ZOLSJIT,O,X,X,X,O,O
ZOJTILS,X,X,O,O,O,O
ZOJTISL,X,O,O,O,O,X
ZOJTLIS,X,X,O,O,O,O
ZOJTLSI,O,X,O,X,O,O
ZOJTSIL,O,O,O,O,O,X
ZOJTSLI,O,O,O,X,O,X
ZOJITLS,X,X,O,O,O,O
ZOJITSL,X,O,O,O,O,X
ZOJILTS,X,X,O,O,O,O
ZOJILST,X,X,X,X,O,O
ZOJISTL,O,X,X,O,O,X
ZOJISLT,O,O,X,X,O,X
ZOJLTIS,X,X,O,O,O,O
ZOJLTSI,O,X,O,X,O,O
ZOJLITS,X,X,O,O,O,O
ZOJLIST,X,X,X,X,O,O
ZOJLSTI,O,X,X,X,O,O
ZOJLSIT,O,X,X,X,O,O
ZOJSTIL,O,X,X,O,O,X
ZOJSTLI,O,X,X,X,O,X
ZOJSITL,O,X,X,O,O,X
ZOJSILT,O,O,X,X,O,X
ZOJSLTI,O,X,X,X,O,X
ZOJSLIT,O,O,X,X,O,X
ZOSTILJ,X,O,X,X,O,X
ZOSTIJL,X,O,X,O,O,X
ZOSTLIJ,X,O,X,X,O,X
ZOSTLJI,O,O,X,X,O,X
ZOSTJIL,O,O,X,O,O,X
ZOSTJLI,O,O,X,X,O,X
ZOSITLJ,X,O,X,X,O,X
ZOSITJL,X,O,X,O,O,X
ZOSILTJ,X,O,X,X,O,X
ZOSILJT,X,O,X,X,O,X
ZOSIJTL,X,X,X,O,O,X
ZOSIJLT,X,O,X,X,O,X
ZOSLTIJ,X,O,X,X,O,X
ZOSLTJI,X,O,X,X,O,X
ZOSLITJ,X,O,X,X,O,X
ZOSLIJT,X,O,X,X,O,X
ZOSLJTI,O,X,X,X,O,X
ZOSLJIT,O,O,X,X,O,X
ZOSJTIL,O,X,X,O,O,X
ZOSJTLI,O,X,X,X,O,X
ZOSJITL,O,X,X,O,O,X
ZOSJILT,O,O,X,X,O,X
ZOSJLTI,O,X,X,X,O,X
ZOSJLIT,O,O,X,X,O,X
OTILJSZ,O,O,X,X,X,X
OTILJZS,X,X,O,X,O,X
OTILSJZ,O,O,X,X,X,X
OTILSZJ,X,O,O,X,X,X
OTILZJS,X,X,O,O,O,X
OTILZSJ,X,X,O,X,O,X
OTIJLSZ,O,O,X,X,X,X
OTIJLZS,X,X,O,X,O,X
OTIJSLZ,O,O,X,X,X,X
OTIJSZL,O,O,X,X,X,X
OTIJZLS,X,X,O,O,O,X
OTIJZSL,X,O,O,O,O,X
OTISLJZ,O,O,X,X,X,X
OTISLZJ,X,O,O,X,X,X
OTISJLZ,O,O,X,X,X,X
OTISJZL,O,O,X,X,X,X
OTISZLJ,X,O,O,X,X,X
OTISZJL,X,O,O,O,X,X
OTIZLJS,X,X,O,O,O,X
OTIZLSJ,X,X,O,X,O,X
OTIZJLS,X,X,O,O,O,X
OTIZJSL,X,O,O,O,O,X
OTIZSLJ,X,O,O,X,O,X
OTIZSJL,X,O,O,O,O,X
OTLIJSZ,O,O,X,X,X,X
OTLIJZS,X,X,O,X,O,X
OTLISJZ,O,O,X,X,X,X
OTLISZJ,X,O,O,X,X,X
OTLIZJS,X,X,O,O,O,X
OTLIZSJ,X,X,O,X,O,X
OTLJISZ,O,O,X,X,X,X
OTLJIZS,X,X,O,X,O,X
OTLJSIZ,O,O,X,X,X,X
OTLJSZI,O,O,X,X,X,X
OTLJZIS,X,X,O,X,O,X
OTLJZSI,O,X,O,X,O,X
OTLSIJZ,O,O,X,X,X,X
OTLSIZJ,X,O,O,X,X,X
OTLSJIZ,O,O,X,X,X,X
OTLSJZI,O,O,X,X,X,X
OTLSZIJ,X,O,O,X,X,X
OTLSZJI,O,O,O,X,X,X
OTLZIJS,X,X,O,O,O,X
OTLZISJ,X,X,O,X,O,X
OTLZJIS,X,X,O,O,O,X
OTLZJSI,O,X,O,X,O,X
OTLZSIJ,X,X,O,X,O,X
OTLZSJI,O,X,O,X,O,X
OTJILSZ,O,O,X,X,X,X
OTJILZS,X,X,O,X,O,X
OTJISLZ,O,O,X,X,X,X
OTJISZL,O,O,X,X,X,X
OTJIZLS,X,X,O,O,O,X
OTJIZSL,X,O,O,O,O,X
OTJLISZ,O,O,X,X,X,X
OTJLIZS,X,X,O,X,O,X
OTJLSIZ,O,O,X,X,X,X
OTJLSZI,O,O,X,X,X,X
OTJLZIS,X,X,O,X,O,X
OTJLZSI,O,X,O,X,O,X
OTJSILZ,O,O,X,X,X,X
OTJSIZL,O,O,X,X,X,X
OTJSLIZ,O,O,X,X,X,X
OTJSLZI,O,O,X,X,X,X
OTJSZIL,O,O,X,X,X,X
OTJSZLI,O,O,X,X,X,X
OTJZILS,X,X,O,O,O,X
OTJZISL,X,O,O,O,O,X
OTJZLIS,X,X,O,O,O,X
OTJZLSI,O,X,O,X,O,X
OTJZSIL,O,O,O,O,O,X
OTJZSLI,O,O,O,X,O,X
OTSILJZ,O,O,X,X,X,X
OTSILZJ,X,O,O,X,X,X
OTSIJLZ,O,O,X,X,X,X
OTSIJZL,O,O,X,X,X,X
OTSIZLJ,X,O,O,X,X,X
OTSIZJL,X,O,O,O,X,X
OTSLIJZ,O,O,X,X,X,X
OTSLIZJ,X,O,O,X,X,X
OTSLJIZ,O,O,X,X,X,X
OTSLJZI,O,O,X,X,X,X
OTSLZIJ,X,O,O,X,X,X
OTSLZJI,O,O,O,X,X,X
OTSJILZ,O,O,X,X,X,X
OTSJIZL,O,O,X,X,X,X
OTSJLIZ,O,O,X,X,X,X
OTSJLZI,O,O,X,X,X,X
OTSJZIL,O,O,X,X,X,X
OTSJZLI,O,O,X,X,X,X
OTSZILJ,X,O,O,X,X,X
OTSZIJL,X,O,O,O,X,X
OTSZLIJ,X,O,O,X,X,X
OTSZLJI,O,O,O,X,X,X
OTSZJIL,O,O,O,O,X,X
OTSZJLI,O,O,O,X,X,X
OTZILJS,X,X,O,O,O,X
OTZILSJ,X,X,O,X,O,X
OTZIJLS,X,X,O,O,O,X
OTZIJSL,X,O,O,O,O,X
OTZISLJ,X,O,O,X,O,X
OTZISJL,X,O,O,O,O,X
OTZLIJS,X,X,O,O,O,X
OTZLISJ,X,X,O,X,O,X
OTZLJIS,X,X,O,O,O,X
OTZLJSI,O,X,O,X,O,X
OTZLSIJ,X,X,O,X,O,X
OTZLSJI,O,X,O,X,O,X
OTZJILS,X,X,O,O,O,X
OTZJISL,X,O,O,O,O,X
OTZJLIS,X,X,O,O,O,X
OTZJLSI,O,X,O,X,O,X
OTZJSIL,O,O,O,O,O,X
OTZJSLI,O,O,O,X,O,X
OTZSILJ,X,O,O,X,O,X
OTZSIJL,X,O,O,O,O,X
OTZSLIJ,X,O,O,X,O,X
OTZSLJI,O,O,O,X,O,X
OTZSJIL,O,O,O,O,O,X
OTZSJLI,O,O,O,X,O,X
OITLJSZ,O,O,X,X,X,X
OITLJZS,X,X,O,X,O,X
OITLSJZ,O,O,X,X,X,X
OITLSZJ,X,O,O,X,X,X
OITLZJS,X,X,O,O,O,X
OITLZSJ,X,X,O,X,O,X
OITJLSZ,O,O,X,X,X,X
OITJLZS,X,X,O,X,O,X
OITJSLZ,O,O,X,X,X,X
OITJSZL,O,O,X,X,X,X
OITJZLS,X,X,O,O,O,X
OITJZSL,X,O,O,O,O,X
OITSLJZ,O,O,X,X,X,X
OITSLZJ,X,O,O,X,X,X
OITSJLZ,O,O,X,X,X,X
OITSJZL,O,O,X,X,X,X
OITSZLJ,X,O,O,X,X,X
OITSZJL,X,O,O,O,X,X
OITZLJS,X,X,O,O,O,X
OITZLSJ,X,X,O,X,O,X
OITZJLS,X,X,O,O,O,X
OITZJSL,X,O,O,O,O,X
OITZSLJ,X,O,O,X,O,X
OITZSJL,X,O,O,O,O,X
OILTJSZ,X,O,X,X,X,X
OILTJZS,X,X,O,X,O,O
OILTSJZ,X,O,X,X,X,X
OILTSZJ,X,O,O,X,X,X
OILTZJS,X,X,O,O,O,O
OILTZSJ,X,X,O,X,O,O
OILJTSZ,O,O,X,X,X,X
OILJTZS,X,X,X,X,O,O
OILJSTZ,O,O,X,X,X,X
OILJSZT,O,O,X,X,O,O
OILJZTS,X,X,O,O,O,O
OILJZST,X,X,X,X,O,O
OILSTJZ,X,O,X,X,X,X
OILSTZJ,X,O,X,X,X,X
OILSJTZ,O,O,X,X,X,X
OILSJZT,O,O,X,X,O,O
OILSZTJ,X,O,X,X,O,O
OILSZJT,X,O,X,X,O,O
OILZTJS,X,X,O,O,O,O
OILZTSJ,X,X,O,X,O,O
OILZJTS,X,X,O,O,O,O
OILZJST,X,X,X,X,O,O
OILZSTJ,X,X,X,X,O,O
OILZSJT,X,X,X,X,O,O
OIJTLSZ,O,O,X,X,X,X
OIJTLZS,X,X,X,X,O,X
OIJTSLZ,O,O,X,X,X,X
OIJTSZL,O,O,X,X,X,X
OIJTZLS,X,X,X,O,O,X
OIJTZSL,X,O,X,O,O,X
OIJLTSZ,O,O,X,X,X,X
OIJLTZS,X,X,X,X,O,O
OIJLSTZ,O,O,X,X,X,X
OIJLSZT,O,O,X,X,O,O
OIJLZTS,X,X,O,O,O,O
OIJLZST,X,X,X,X,O,O
OIJSTLZ,O,O,X,X,X,X
OIJSTZL,O,O,X,X,X,X
OIJSLTZ,O,O,X,X,X,X
OIJSLZT,O,O,X,X,O,X
OIJSZTL,O,X,X,O,O,X
OIJSZLT,O,O,X,X,O,X
OIJZTLS,X,X,O,O,O,O
OIJZTSL,X,O,O,O,O,X
OIJZLTS,X,X,O,O,O,O
OIJZLST,X,X,X,X,O,O
OIJZSTL,O,X,X,O,O,X
OIJZSLT,O,O,X,X,O,X
OISTLJZ,O,O,X,X,X,X
OISTLZJ,X,O,X,X,X,X
OISTJLZ,O,O,X,X,X,X
OISTJZL,O,O,X,X,X,X
OISTZLJ,X,O,X,X,X,X
OISTZJL,X,O,X,O,X,X
OISLTJZ,X,O,X,X,X,X
OISLTZJ,X,O,X,X,X,X
OISLJTZ,O,O,X,X,X,X
OISLJZT,O,O,X,X,O,X
OISLZTJ,X,O,X,X,O,X
OISLZJT,X,O,X,X,O,X
OISJTLZ,O,O,X,X,X,X
OISJTZL,O,O,X,X,X,X
OISJLTZ,O,O,X,X,X,X
OISJLZT,O,O,X,X,O,X
OISJZTL,O,X,X,O,O,X
OISJZLT,O,O,X,X,O,X
OISZTLJ,X,O,X,X,O,X
OISZTJL,X,O,X,O,O,X
OISZLTJ,X,O,X,X,O,X
OISZLJT,X,O,X,X,O,X
OISZJTL,X,X,X,O,O,X
OISZJLT,X,O,X,X,O,X
OIZTLJS,X,X,O,O,O,O
OIZTLSJ,X,X,O,X,O,O
OIZTJLS,X,X,O,O,O,O
OIZTJSL,X,O,O,O,O,X
OIZTSLJ,X,O,O,X,O,X
OIZTSJL,X,O,O,O,O,X
OIZLTJS,X,X,O,O,O,O
OIZLTSJ,X,X,O,X,O,O
OIZLJTS,X,X,O,O,O,O
OIZLJST,X,X,X,X,O,O
OIZLSTJ,X,X,X,X,O,O
OIZLSJT,X,X,X,X,O,O
OIZJTLS,X,X,O,O,O,O
OIZJTSL,X,O,O,O,O,X
OIZJLTS,X,X,O,O,O,O
OIZJLST,X,X,X,X,O,O
OIZJSTL,X,X,X,O,O,X
OIZJSLT,X,O,X,X,O,X
OIZSTLJ,X,O,X,X,O,X
OIZSTJL,X,O,X,O,O,X
OIZSLTJ,X,O,X,X,O,X
OIZSLJT,X,O,X,X,O,X
OIZSJTL,X,X,X,O,O,X
OIZSJLT,X,O,X,X,O,X
OLTIJSZ,O,O,X,X,X,X
OLTIJZS,X,X,O,X,O,O
OLTISJZ,O,O,X,X,X,X
OLTISZJ,X,O,O,X,X,X
OLTIZJS,X,X,O,O,O,O
OLTIZSJ,X,X,O,X,O,O
OLTJISZ,O,O,X,X,X,X
OLTJIZS,X,X,O,X,O,O
OLTJSIZ,O,O,X,X,X,X
OLTJSZI,O,O,X,X,X,X
OLTJZIS,X,X,O,X,O,O
OLTJZSI,O,X,O,X,O,O
OLTSIJZ,O,O,X,X,X,X
OLTSIZJ,X,O,O,X,X,X
OLTSJIZ,O,O,X,X,X,X
OLTSJZI,O,O,X,X,X,X
OLTSZIJ,X,O,O,X,X,X
OLTSZJI,O,O,O,X,X,X
OLTZIJS,X,X,O,O,O,O
OLTZISJ,X,X,O,X,O,O
OLTZJIS,X,X,O,O,O,O
OLTZJSI,O,X,O,X,O,O
OLTZSIJ,X,X,O,X,O,O
OLTZSJI,O,X,O,X,O,O
OLITJSZ,X,O,X,X,X,X
OLITJZS,X,X,O,X,O,O
OLITSJZ,X,O,X,X,X,X
OLITSZJ,X,O,O,X,X,X
OLITZJS,X,X,O,O,O,O
OLITZSJ,X,X,O,X,O,O
OLIJTSZ,O,O,X,X,X,X
OLIJTZS,X,X,X,X,O,O
OLIJSTZ,O,O,X,X,X,X
OLIJSZT,O,O,X,X,O,O
OLIJZTS,X,X,O,O,O,O
OLIJZST,X,X,X,X,O,O
OLISTJZ,X,O,X,X,X,X
OLISTZJ,X,O,X,X,X,X
OLISJTZ,O,O,X,X,X,X
OLISJZT,O,O,X,X,O,O
OLISZTJ,X,O,X,X,O,O
OLISZJT,X,O,X,X,O,O
OLIZTJS,X,X,O,O,O,O
OLIZTSJ,X,X,O,X,O,O
OLIZJTS,X,X,O,O,O,O
OLIZJST,X,X,X,X,O,O
OLIZSTJ,X,X,X,X,O,O
OLIZSJT,X,X,X,X,O,O
OLJTISZ,O,O,X,X,X,X
OLJTIZS,X,X,X,X,O,O
OLJTSIZ,O,O,X,X,X,X
OLJTSZI,O,O,X,X,X,X
OLJTZIS,X,X,X,X,O,O
OLJTZSI,O,X,X,X,O,O
OLJITSZ,O,O,X,X,X,X
OLJITZS,X,X,X,X,O,O
OLJISTZ,O,O,X,X,X,X
OLJISZT,O,O,X,X,O,O
OLJIZTS,X,X,O,O,O,O
OLJIZST,X,X,X,X,O,O
OLJSTIZ,O,O,X,X,X,X
OLJSTZI,O,X,X,X,X,X
OLJSITZ,O,O,X,X,X,X
OLJSIZT,O,O,X,X,O,O
OLJSZTI,O,X,X,X,O,O
OLJSZIT,O,O,X,X,O,O
OLJZTIS,X,X,O,O,O,O
OLJZTSI,O,X,O,X,O,O
OLJZITS,X,X,O,O,O,O
OLJZIST,X,X,X,X,O,O
OLJZSTI,O,X,X,X,O,O
OLJZSIT,O,X,X,X,O,O
OLSTIJZ,O,O,X,X,X,X
OLSTIZJ,X,O,X,X,X,X
OLSTJIZ,O,O,X,X,X,X
OLSTJZI,O,O,X,X,X,X
OLSTZIJ,X,O,X,X,X,X
OLSTZJI,O,O,X,X,X,X
OLSITJZ,X,O,X,X,X,X
OLSITZJ,X,O,X,X,X,X
OLSIJTZ,O,O,X,X,X,X
OLSIJZT,O,O,X,X,O,O
OLSIZTJ,X,O,X,X,O,O
OLSIZJT,X,O,X,X,O,O
OLSJTIZ,O,O,X,X,X,X
OLSJTZI,O,O,X,X,X,X
OLSJITZ,O,O,X,X,X,X
OLSJIZT,O,O,X,X,O,O
OLSJZTI,O,X,X,X,O,O
OLSJZIT,O,O,X,X,O,O
OLSZTIJ,X,O,X,X,O,O
OLSZTJI,X,O,X,X,O,O
OLSZITJ,X,O,X,X,O,O
OLSZIJT,X,O,X,X,O,O
OLSZJTI,O,X,X,X,O,O
OLSZJIT,O,O,X,X,O,O
OLZTIJS,X,X,O,O,O,O
OLZTISJ,X,X,O,X,O,O
OLZTJIS,X,X,O,O,O,O
OLZTJSI,X,X,O,X,O,O
OLZTSIJ,X,X,O,X,O,O
OLZTSJI,X,X,O,X,O,O
OLZITJS,X,X,O,O,O,O
OLZITSJ,X,X,O,X,O,O
OLZIJTS,X,X,O,O,O,O
OLZIJST,X,X,X,X,O,O
OLZISTJ,X,X,X,X,O,O
OLZISJT,X,X,X,X,O,O
OLZJTIS,X,X,O,O,O,O
OLZJTSI,O,X,O,X,O,O
OLZJITS,X,X,O,O,O,O
OLZJIST,X,X,X,X,O,O
OLZJSTI,O,X,X,X,O,O
OLZJSIT,O,X,X,X,O,O
OLZSTIJ,X,X,X,X,O,O
OLZSTJI,X,X,X,X,O,O
OLZSITJ,X,X,X,X,O,O
OLZSIJT,X,X,X,X,O,O
OLZSJTI,O,X,X,X,O,O
OLZSJIT,O,X,X,X,O,O
OJTILSZ,O,O,X,X,X,X
OJTILZS,X,X,X,X,O,X
OJTISLZ,O,O,X,X,X,X
OJTISZL,O,O,X,X,X,X
OJTIZLS,X,X,X,O,O,X
OJTIZSL,X,O,X,O,O,X
OJTLISZ,O,O,X,X,X,X
OJTLIZS,X,X,X,X,O,X
OJTLSIZ,O,O,X,X,X,X
OJTLSZI,O,O,X,X,X,X
OJTLZIS,X,X,X,X,O,X
OJTLZSI,O,X,X,X,O,X
OJTSILZ,O,O,X,X,X,X
OJTSIZL,O,O,X,X,X,X
OJTSLIZ,O,O,X,X,X,X
OJTSLZI,O,O,X,X,X,X
OJTSZIL,O,O,X,X,X,X
OJTSZLI,O,O,X,X,X,X
OJTZILS,X,X,X,O,O,X
OJTZISL,X,O,X,O,O,X
OJTZLIS,X,X,X,O,O,X
OJTZLSI,O,X,X,X,O,X
OJTZSIL,O,O,X,O,O,X
OJTZSLI,O,O,X,X,O,X
OJITLSZ,O,O,X,X,X,X
OJITLZS,X,X,X,X,O,X
OJITSLZ,O,O,X,X,X,X
OJITSZL,O,O,X,X,X,X
OJITZLS,X,X,X,O,O,X
OJITZSL,X,O,X,O,O,X
OJILTSZ,O,O,X,X,X,X
OJILTZS,X,X,X,X,O,O
OJILSTZ,O,O,X,X,X,X
OJILSZT,O,O,X,X,O,O
OJILZTS,X,X,O,O,O,O
OJILZST,X,X,X,X,O,O
OJISTLZ,O,O,X,X,X,X
OJISTZL,O,O,X,X,X,X
OJISLTZ,O,O,X,X,X,X
OJISLZT,O,O,X,X,O,X
OJISZTL,O,X,X,O,O,X
OJISZLT,O,O,X,X,O,X
OJIZTLS,X,X,O,O,O,O
OJIZTSL,X,O,O,O,O,X
OJIZLTS,X,X,O,O,O,O
OJIZLST,X,X,X,X,O,O
OJIZSTL,O,X,X,O,O,X
OJIZSLT,O,O,X,X,O,X
OJLTISZ,O,O,X,X,X,X
OJLTIZS,X,X,X,X,O,O
OJLTSIZ,O,O,X,X,X,X
OJLTSZI,O,O,X,X,X,X
OJLTZIS,X,X,X,X,O,O
OJLTZSI,O,X,X,X,O,O
