sequence,v115@EhC8HeB8GeC8BeA8DeC8Jex/IvhF/mBUiBmkBtqBTp?BywB,v115@EhC8HeB8GeC8BeA8DeC8JeZEJvhFzfBWmBNnBCqBXr?B0rB,v115@EhC8HeB8GeC8BeA8DeC8Jex/IvhFThBNnB2pBqqB0r?B3pB,v115@EhC8HeB8GeC8BeA8DeC8JeZEJvhFzfBWmBNnBCqB0r?BXrB,v115@EhC8HeB8GeC8BeA8DeC8JeNEJvhFUgBRhB6rBOsB3p?BzqB,v115@EhC8HeB8GeC8BeA8DeC8JeZEJvhFdmBUiBzkBfsBWw?BCqB,v115@EhC8HeB8GeC8BeA8DeC8Jex/IvhFNnBmkBCmBTpBXr?B0rB,v115@EhC8HeB8GeC8BeA8DeC8Je2EJvhFNmBUiBxpBzrBqq?B3pB,v115@EhC8HeB8GeC8BeA8DeC8Je2EJvhFThBNnBxpB0rBqq?B3pB,v115@EhC8HeB8GeC8BeA8DeC8Jem/IvhFChBNnBxpBXrBTp?B0rB,v115@EhC8HeB8GeC8BeA8DeC8JeZEJvhFzfBdmBUiBfsBCq?BWwB,v115@EhC8HeB8GeC8BeA8DeC8Jex/IvhFNnBmkBCmBTpB0r?BXrB,v115@EhC8HeB8GeC8BeA8DeC8Je/GJvhFUiBxkBmkBtqBTp?BywB,v115@EhC8HeB8GeC8BeA8DeC8JezAJvhFNnBxpBXrBOpB8p?BqrB,v115@EhC8HeB8GeC8BeA8DeC8Je0/IvhFThBNnBKpBWrBXl?BRwB,v115@EhC8HeB8GeC8BeA8DeC8Jex/IvhFNmBOpB8pBqqBXn?BzrB,v115@EhC8HeB8GeC8BeA8DeC8JeZEJvhFCgB8pBtqBXnBTr?BmrB
ZJLOIST,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X
ZJLOSTI,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
ZJLOSIT,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X
ZJSTILO,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O
ZJSTIOL,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O
ZJSTLIO,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,O,O
ZJSTLOI,X,X,O,X,O,O,O,X,X,X,X,O,X,X,X,O,X
ZJSTOIL,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZJSTOLI,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZJSITLO,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O
ZJSITOL,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O
ZJSILTO,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O,O
ZJSILOT,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X
ZJSIOTL,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJSIOLT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJSLTIO,X,X,O,X,O,O,X,X,X,X,O,X,X,X,X,O,O
ZJSLTOI,X,X,O,X,O,O,X,X,X,X,O,X,X,X,X,O,X
ZJSLITO,X,X,O,X,O,O,X,X,X,X,O,X,X,X,X,O,O
ZJSLIOT,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X
ZJSLOTI,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X
ZJSLOIT,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X
ZJSOTIL,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZJSOTLI,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZJSOITL,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZJSOILT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJSOLTI,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X
ZJSOLIT,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X
ZJOTILS,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X
ZJOTISL,X,X,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X
ZJOTLIS,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZJOTLSI,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZJOTSIL,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
ZJOTSLI,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
ZJOITLS,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X
ZJOITSL,X,X,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X
ZJOILTS,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,O,X
ZJOILST,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
ZJOISTL,X,X,X,X,O,O,X,O,X,X,X,O,X,X,X,X,X
ZJOISLT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJOLTIS,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X
ZJOLTSI,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X
ZJOLITS,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X
ZJOLIST,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X
ZJOLSTI,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
ZJOLSIT,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X
ZJOSTIL,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X
ZJOSTLI,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X
ZJOSITL,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X
ZJOSILT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJOSLTI,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X
ZJOSLIT,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X
ZSTILJO,X,O,X,O,O,X,X,X,O,O,O,X,X,O,X,X,O
ZSTILOJ,X,O,X,O,O,X,X,X,O,O,O,X,X,O,X,X,O
ZSTIJLO,X,O,X,O,O,X,X,X,O,O,X,X,X,O,X,X,O
ZSTIJOL,X,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X,O
ZSTIOLJ,X,X,X,X,O,X,X,X,O,O,X,X,X,O,X,X,O
ZSTIOJL,X,X,X,X,O,O,X,X,O,O,X,X,X,O,X,X,O
ZSTLIJO,X,O,X,O,O,X,X,X,X,X,O,X,X,X,X,O,O
ZSTLIOJ,X,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,O
ZSTLJIO,X,O,O,O,O,X,X,X,X,X,O,X,X,X,X,O,O
ZSTLJOI,X,O,O,O,O,X,O,X,X,X,O,O,X,X,X,O,X
ZSTLOIJ,X,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,O
ZSTLOJI,X,O,O,O,O,X,O,X,X,X,O,O,X,X,X,O,X
ZSTJILO,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O
ZSTJIOL,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O
ZSTJLIO,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
ZSTJLOI,X,O,O,O,O,X,O,X,X,X,X,O,X,X,X,O,X
ZSTJOIL,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSTJOLI,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSTOILJ,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O
ZSTOIJL,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O
ZSTOLIJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O
ZSTOLJI,X,X,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X
ZSTOJIL,X,X,O,X,O,O,O,X,X,X,X,O,X,X,X,X,X
ZSTOJLI,X,X,O,X,O,O,O,X,X,X,X,O,X,X,X,X,X
ZSITLJO,X,O,X,O,X,X,X,X,O,O,O,X,X,O,X,X,O
ZSITLOJ,X,O,X,O,X,X,X,X,O,O,O,X,X,O,X,X,O
ZSITJLO,X,O,X,O,X,X,X,X,O,O,X,X,X,O,X,X,O
ZSITJOL,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O
ZSITOLJ,X,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O
ZSITOJL,X,X,X,X,X,O,X,X,O,O,X,X,X,O,X,X,O
ZSILTJO,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,O,O
ZSILTOJ,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O
ZSILJTO,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,O
ZSILJOT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
ZSILOTJ,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O
ZSILOJT,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ZSIJTLO,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O
ZSIJTOL,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
ZSIJLTO,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,O
ZSIJLOT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
ZSIJOTL,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZSIJOLT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZSIOTLJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZSIOTJL,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
ZSIOLTJ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O
ZSIOLJT,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ZSIOJTL,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZSIOJLT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZSLTIJO,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,O,O
ZSLTIOJ,O,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,O
ZSLTJIO,O,O,O,O,O,X,X,X,X,X,O,X,X,X,X,O,O
ZSLTJOI,O,O,O,O,X,X,X,X,X,X,O,X,X,X,X,O,X
ZSLTOIJ,O,O,O,O,O,X,X,X,X,X,O,X,O,X,X,X,O
ZSLTOJI,O,O,O,O,X,X,X,X,X,X,O,X,X,X,X,O,X
ZSLITJO,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,O,O
ZSLITOJ,O,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,O
ZSLIJTO,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,O
ZSLIJOT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
ZSLIOTJ,O,O,X,O,X,X,X,X,X,X,O,X,O,X,X,X,O
ZSLIOJT,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X
ZSLJTIO,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,O,O
ZSLJTOI,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X
ZSLJITO,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,O,O
ZSLJIOT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
ZSLJOTI,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
ZSLJOIT,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X
ZSLOTIJ,O,O,X,O,X,X,X,X,X,X,O,X,O,X,X,X,O
ZSLOTJI,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X
ZSLOITJ,O,O,X,O,X,X,X,X,X,X,O,X,O,X,X,X,O
ZSLOIJT,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X
ZSLOJTI,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X
ZSLOJIT,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,O,X
ZSJTILO,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O
ZSJTIOL,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O
ZSJTLIO,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,O
ZSJTLOI,X,X,O,X,O,X,O,X,X,X,X,O,X,X,X,O,X
ZSJTOIL,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSJTOLI,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSJITLO,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O
ZSJITOL,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O
ZSJILTO,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,O
ZSJILOT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
ZSJIOTL,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZSJIOLT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZSJLTIO,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,O,O
ZSJLTOI,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,O,X
ZSJLITO,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,O,O
ZSJLIOT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
ZSJLOTI,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
ZSJLOIT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
ZSJOTIL,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZSJOTLI,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZSJOITL,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZSJOILT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZSJOLTI,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X
ZSJOLIT,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X
ZSOTILJ,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O
ZSOTIJL,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,O
ZSOTLIJ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O
ZSOTLJI,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X
ZSOTJIL,X,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X
ZSOTJLI,X,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X
ZSOITLJ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
ZSOITJL,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O
ZSOILTJ,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,O
ZSOILJT,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X
ZSOIJTL,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
ZSOIJLT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZSOLTIJ,O,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,O
ZSOLTJI,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X
ZSOLITJ,O,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,O
ZSOLIJT,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X
ZSOLJTI,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X
ZSOLJIT,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,O,X
ZSOJTIL,X,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X
ZSOJTLI,X,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X
ZSOJITL,X,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X
ZSOJILT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZSOJLTI,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X
ZSOJLIT,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X
ZOTILJS,X,X,O,O,X,X,X,O,O,X,X,O,X,X,X,X,X
ZOTILSJ,O,X,O,O,X,X,X,O,O,X,X,X,O,X,X,X,O
ZOTIJLS,X,X,O,O,X,X,X,O,O,X,X,O,X,X,X,X,X
ZOTIJSL,X,X,O,X,X,X,X,O,O,X,X,O,X,X,X,X,X
ZOTISLJ,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O
ZOTISJL,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,O
ZOTLIJS,X,X,O,O,X,X,X,O,O,X,X,O,X,X,X,X,X
ZOTLISJ,O,X,O,O,X,X,X,O,O,X,X,X,O,X,X,X,O
ZOTLJIS,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
ZOTLJSI,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
ZOTLSIJ,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,O
ZOTLSJI,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
ZOTJILS,O,X,O,O,X,X,X,O,O,X,X,O,X,X,X,X,X
ZOTJISL,O,X,O,X,X,X,O,O,O,X,X,O,X,X,X,X,X
ZOTJLIS,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
ZOTJLSI,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
ZOTJSIL,O,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X
ZOTJSLI,O,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X
ZOTSILJ,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O
ZOTSIJL,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,O
ZOTSLIJ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZOTSLJI,O,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X
ZOTSJIL,O,X,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X
ZOTSJLI,O,X,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X
ZOITLJS,X,X,X,O,X,X,X,O,O,X,X,O,X,X,X,X,X
ZOITLSJ,X,X,X,O,X,X,X,O,O,X,X,X,O,X,X,X,O
ZOITJLS,X,X,X,O,X,X,X,O,O,X,X,O,X,X,X,X,X
ZOITJSL,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X
ZOITSLJ,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O
ZOITSJL,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,O
ZOILTJS,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOILTSJ,X,X,X,O,X,X,X,O,X,X,O,X,O,X,X,X,O
ZOILJTS,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOILJST,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X
ZOILSTJ,O,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X,O
ZOILSJT,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X
ZOIJTLS,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X
ZOIJTSL,X,X,X,X,X,O,X,O,O,X,X,O,X,X,X,X,X
ZOIJLTS,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
ZOIJLST,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZOIJSTL,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
ZOIJSLT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOISTLJ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
ZOISTJL,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O
ZOISLTJ,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,O
ZOISLJT,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X
ZOISJTL,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
ZOISJLT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOLTIJS,X,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X
ZOLTISJ,O,X,O,O,X,X,X,O,X,X,O,X,O,X,X,X,O
ZOLTJIS,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,O,X
ZOLTJSI,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,O,X
ZOLTSIJ,O,X,O,O,X,X,X,X,X,X,O,X,O,X,X,X,O
ZOLTSJI,O,X,O,O,X,X,X,X,X,X,O,O,X,X,X,O,X
ZOLITJS,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOLITSJ,X,X,O,O,X,X,X,O,X,X,O,X,O,X,X,X,O
ZOLIJTS,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOLIJST,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X
ZOLISTJ,O,X,X,O,O,X,X,X,X,X,O,X,O,X,X,X,O
ZOLISJT,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X
ZOLJTIS,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,O,X
ZOLJTSI,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,O,X
ZOLJITS,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,O,X
ZOLJIST,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X
ZOLJSTI,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
ZOLJSIT,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X
ZOLSTIJ,O,X,X,O,O,X,X,X,X,X,O,X,O,X,X,X,O
ZOLSTJI,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X,O,X
ZOLSITJ,O,X,X,O,O,X,X,X,X,X,O,X,O,X,X,X,O
ZOLSIJT,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X
ZOLSJTI,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X
ZOLSJIT,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,O,X
ZOJTILS,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X
ZOJTISL,O,X,O,X,X,O,O,O,X,X,X,O,X,X,X,X,X
ZOJTLIS,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZOJTLSI,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZOJTSIL,O,X,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X
ZOJTSLI,O,X,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X
ZOJITLS,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X
ZOJITSL,O,X,O,X,X,O,O,O,X,X,X,O,X,X,X,X,X
ZOJILTS,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,O,X
ZOJILST,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
ZOJISTL,X,X,X,X,O,O,O,O,X,X,X,O,X,X,X,X,X
ZOJISLT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOJLTIS,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X
ZOJLTSI,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X
ZOJLITS,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X
ZOJLIST,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X
ZOJLSTI,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
ZOJLSIT,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X
ZOJSTIL,X,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X
ZOJSTLI,X,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X
ZOJSITL,X,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X
ZOJSILT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOJSLTI,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X
ZOJSLIT,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X
ZOSTILJ,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O
ZOSTIJL,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,O
ZOSTLIJ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O
ZOSTLJI,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X
ZOSTJIL,X,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X
ZOSTJLI,X,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X
ZOSITLJ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
ZOSITJL,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O
ZOSILTJ,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,O
ZOSILJT,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X
ZOSIJTL,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
ZOSIJLT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOSLTIJ,O,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,O
ZOSLTJI,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X
ZOSLITJ,O,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,O
ZOSLIJT,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X
ZOSLJTI,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X
ZOSLJIT,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,O,X
ZOSJTIL,X,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X
ZOSJTLI,X,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X
ZOSJITL,X,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X
ZOSJILT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOSJLTI,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X
ZOSJLIT,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X
OTILJSZ,O,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X
OTILJZS,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
OTILSJZ,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
OTILSZJ,O,O,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X
OTILZJS,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
OTILZSJ,O,O,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X
OTIJLSZ,O,X,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X
OTIJLZS,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
OTIJSLZ,O,X,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X
OTIJSZL,O,X,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X
OTIJZLS,O,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X
OTIJZSL,O,X,X,X,X,O,O,O,O,X,X,O,X,X,X,X,X
OTISLJZ,O,O,X,X,X,X,O,O,X,O,X,X,X,O,X,X,X
OTISLZJ,O,O,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X
OTISJLZ,O,O,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X
OTISJZL,O,X,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X
