sequence,v115@zgA8IeA8IeA8CeB8BeC8DeH8AeF8Je5/IvhFOgB8gB?fiB6iBTjBlqB,v115@zgA8IeA8IeA8CeB8BeC8DeH8AeF8Je5/IvhFibBGdB?TeB3gBUiBlqB,v115@zgA8IeA8IeA8CeB8BeC8DeH8AeF8Je5/IvhFOgB8gB?zcBSjB3iBlqB,v115@zgA8IeA8IeA8CeB8BeC8DeH8AeF8Je5/IvhF2gBSiB?TeB3gBUiBlqB,v115@zgA8IeA8IeA8CeB8BeC8DeH8AeF8Jez7IvhFfiBxdB?ukBCjBUgBlqB,v115@zgA8IeA8IeA8CeB8BeC8DeH8AeF8JeR7IvhFzcBGeB?qkB3iB0lBlqB,v115@zgA8IeA8IeA8CeB8BeC8DeH8AeF8JeSCJvhFTeBRgB?ukB3gBUiBlqB,v115@zgA8IeA8IeA8CeB8BeC8DeH8AeF8JeC7IvhFzcBGeB?VlB3iBRqB8qB
ZLJOSIT,O,O,O,X,O,O,X,X
ZLSTIJO,O,O,O,X,O,O,X,X
ZLSTIOJ,O,O,O,X,O,O,X,X
ZLSTJIO,O,O,O,X,O,O,X,X
ZLSTJOI,O,O,O,X,O,O,X,X
ZLSTOIJ,O,O,O,X,O,O,X,X
ZLSTOJI,O,O,O,X,O,O,X,X
ZLSITJO,O,O,X,X,O,O,X,X
ZLSITOJ,O,O,X,X,O,O,X,X
ZLSIJTO,O,O,X,X,X,O,X,X
ZLSIJOT,O,O,O,X,O,O,X,X
ZLSIOTJ,O,O,X,X,O,O,X,X
ZLSIOJT,O,O,O,X,O,O,X,X
ZLSJTIO,O,O,X,X,X,O,X,X
ZLSJTOI,O,O,X,X,X,O,X,X
ZLSJITO,O,O,X,X,X,O,X,X
ZLSJIOT,O,O,O,X,O,O,X,X
ZLSJOTI,O,O,X,X,O,O,X,X
ZLSJOIT,O,O,O,X,O,O,X,X
ZLSOTIJ,O,O,O,X,O,O,X,X
ZLSOTJI,O,O,O,X,O,O,X,X
ZLSOITJ,O,O,X,X,O,O,X,X
ZLSOIJT,O,O,O,X,O,O,X,X
ZLSOJTI,O,O,X,X,O,O,X,X
ZLSOJIT,O,O,O,X,O,O,X,X
ZLOTIJS,O,O,O,O,X,O,O,X
ZLOTISJ,O,O,O,X,X,X,O,X
ZLOTJIS,O,O,O,O,X,O,X,X
ZLOTJSI,O,O,O,X,O,X,X,X
ZLOTSIJ,O,O,O,X,O,X,X,X
ZLOTSJI,O,O,O,X,O,X,X,X
ZLOITJS,X,O,O,O,X,O,O,X
ZLOITSJ,X,O,O,X,X,X,O,X
ZLOIJTS,X,O,O,O,X,O,O,X
ZLOIJST,O,O,O,O,X,O,O,X
ZLOISTJ,O,O,X,X,X,O,O,X
ZLOISJT,O,O,O,X,X,O,O,X
ZLOJTIS,X,O,O,X,X,O,X,X
ZLOJTSI,X,O,O,X,X,X,X,X
ZLOJITS,X,O,O,O,X,O,X,X
ZLOJIST,O,O,O,O,X,O,X,X
ZLOJSTI,O,O,X,X,O,O,X,X
ZLOJSIT,O,O,O,X,O,O,X,X
ZLOSTIJ,O,O,O,X,O,O,X,X
ZLOSTJI,O,O,O,X,O,O,X,X
ZLOSITJ,O,O,X,X,O,O,X,X
ZLOSIJT,O,O,O,X,O,O,X,X
ZLOSJTI,O,O,X,X,O,O,X,X
ZLOSJIT,O,O,O,X,O,O,X,X
ZJTILSO,O,O,O,X,X,X,X,X
ZJTILOS,O,O,O,X,X,X,X,X
ZJTISLO,O,O,O,X,X,X,X,X
ZJTISOL,O,O,O,X,X,X,X,X
ZJTIOLS,O,O,O,X,X,X,X,X
ZJTIOSL,O,O,O,X,X,X,X,X
ZJTLISO,O,O,O,X,X,X,X,X
ZJTLIOS,O,O,O,X,X,X,X,X
ZJTLSIO,O,O,O,X,X,X,X,X
ZJTLSOI,O,O,O,X,X,X,X,X
ZJTLOIS,O,O,O,X,X,X,X,X
ZJTLOSI,O,O,O,X,X,X,X,X
ZJTSILO,O,O,O,X,X,X,X,X
ZJTSIOL,O,O,O,X,X,X,X,X
ZJTSLIO,O,O,O,X,X,X,X,X
ZJTSLOI,O,O,O,X,X,X,X,X
ZJTSOIL,O,O,O,X,X,X,X,X
ZJTSOLI,O,O,O,X,X,X,X,X
ZJTOILS,O,O,O,X,X,X,X,X
ZJTOISL,O,O,O,X,X,X,X,X
ZJTOLIS,O,O,O,X,X,X,X,X
ZJTOLSI,O,O,O,X,X,X,X,X
ZJTOSIL,O,O,O,X,X,X,X,X
ZJTOSLI,O,O,O,X,X,X,X,X
ZJITLSO,X,O,X,X,X,X,X,X
ZJITLOS,X,O,O,X,X,X,X,X
ZJITSLO,O,O,X,X,X,X,X,O
ZJITSOL,O,O,X,X,X,X,X,O
ZJITOLS,X,O,O,X,X,X,X,X
ZJITOSL,O,O,X,X,X,X,X,X
ZJILTSO,X,O,X,X,X,X,X,X
ZJILTOS,X,O,O,X,X,X,X,X
ZJILSTO,O,O,X,X,X,X,X,X
ZJILSOT,O,O,O,X,X,X,X,X
ZJILOTS,X,O,O,O,X,X,X,X
ZJILOST,O,O,O,O,X,X,X,X
ZJISTLO,O,O,X,X,X,X,X,O
ZJISTOL,O,O,X,X,X,X,X,O
ZJISLTO,O,O,X,X,X,X,X,X
ZJISLOT,O,O,O,X,X,X,X,X
ZJISOTL,O,O,X,X,X,X,X,O
ZJISOLT,O,O,O,X,X,X,X,X
ZJIOTLS,X,O,O,X,X,X,X,X
ZJIOTSL,O,O,X,X,X,X,X,X
ZJIOLTS,X,O,O,O,X,X,X,X
ZJIOLST,O,O,O,O,X,X,X,X
ZJIOSTL,O,O,X,X,X,X,X,X
ZJIOSLT,O,O,O,X,X,X,X,X
ZJLTISO,X,O,O,X,X,O,X,X
ZJLTIOS,X,O,O,X,X,O,X,X
ZJLTSIO,X,O,O,X,X,O,X,X
ZJLTSOI,X,O,O,X,X,O,X,X
ZJLTOIS,X,O,O,X,X,O,X,X
ZJLTOSI,X,O,O,X,X,X,X,X
ZJLITSO,X,O,X,X,X,O,X,X
ZJLITOS,X,O,O,X,X,O,X,X
ZJLISTO,O,O,X,X,X,O,X,X
ZJLISOT,O,O,O,X,X,O,X,X
ZJLIOTS,X,O,O,O,X,O,X,X
ZJLIOST,O,O,O,O,X,O,X,X
ZJLSTIO,O,O,X,X,X,O,X,X
ZJLSTOI,O,O,X,X,X,O,X,X
ZJLSITO,O,O,X,X,X,O,X,X
ZJLSIOT,O,O,O,X,O,O,X,X
ZJLSOTI,O,O,X,X,O,O,X,X
ZJLSOIT,O,O,O,X,O,O,X,X
ZJLOTIS,X,O,O,X,X,O,X,X
ZJLOTSI,X,O,O,X,X,X,X,X
ZJLOITS,X,O,O,O,X,O,X,X
ZJLOIST,O,O,O,O,X,O,X,X
ZJLOSTI,O,O,X,X,O,O,X,X
ZJLOSIT,O,O,O,X,O,O,X,X
ZJSTILO,O,O,X,X,X,X,X,X
ZJSTIOL,O,O,X,X,X,X,X,X
ZJSTLIO,O,O,X,X,X,X,X,X
ZJSTLOI,O,O,X,X,X,X,X,X
ZJSTOIL,O,O,X,X,X,X,X,X
ZJSTOLI,O,O,X,X,X,X,X,X
ZJSITLO,O,O,X,X,X,X,X,O
ZJSITOL,O,O,X,X,X,X,X,O
ZJSILTO,O,O,X,X,X,X,X,X
ZJSILOT,O,O,O,X,X,X,X,X
ZJSIOTL,O,O,X,X,X,X,X,O
ZJSIOLT,O,O,O,X,X,X,X,X
ZJSLTIO,O,O,X,X,X,O,X,X
ZJSLTOI,O,O,X,X,X,O,X,X
ZJSLITO,O,O,X,X,X,O,X,X
ZJSLIOT,O,O,O,X,O,O,X,X
ZJSLOTI,O,O,X,X,O,O,X,X
ZJSLOIT,O,O,O,X,O,O,X,X
ZJSOTIL,O,O,X,X,X,X,X,X
ZJSOTLI,O,O,X,X,X,X,X,X
ZJSOITL,O,O,X,X,X,X,X,O
ZJSOILT,O,O,O,X,X,X,X,X
ZJSOLTI,O,O,X,X,O,O,X,X
ZJSOLIT,O,O,O,X,O,O,X,X
ZJOTILS,O,O,O,X,X,X,X,X
ZJOTISL,O,O,O,X,X,X,X,X
ZJOTLIS,O,O,O,X,X,X,X,X
ZJOTLSI,O,O,O,X,X,X,X,X
ZJOTSIL,O,O,O,X,X,X,X,X
ZJOTSLI,O,O,O,X,X,X,X,X
ZJOITLS,X,O,O,X,X,X,X,X
ZJOITSL,O,O,X,X,X,X,X,X
ZJOILTS,X,O,O,O,X,X,X,X
ZJOILST,O,O,O,O,X,X,X,X
ZJOISTL,O,O,X,X,X,X,X,X
ZJOISLT,O,O,O,X,X,X,X,X
ZJOLTIS,X,O,O,X,X,O,X,X
ZJOLTSI,X,O,O,X,X,X,X,X
ZJOLITS,X,O,O,O,X,O,X,X
ZJOLIST,O,O,O,O,X,O,X,X
ZJOLSTI,O,O,X,X,O,X,X,X
ZJOLSIT,O,O,O,X,O,O,X,X
ZJOSTIL,O,O,X,X,X,X,X,X
ZJOSTLI,O,O,X,X,X,X,X,X
ZJOSITL,O,O,X,X,X,X,X,X
ZJOSILT,O,O,O,X,X,X,X,X
ZJOSLTI,O,O,X,X,O,X,X,X
ZJOSLIT,O,O,O,X,O,X,X,X
ZSTILJO,O,O,O,X,X,X,X,X
ZSTILOJ,O,O,O,X,X,X,X,X
ZSTIJLO,O,O,O,X,X,X,X,X
ZSTIJOL,O,O,O,X,X,X,X,X
ZSTIOLJ,O,O,O,X,X,X,X,X
ZSTIOJL,O,O,O,X,X,X,X,X
ZSTLIJO,O,O,O,X,O,X,X,X
ZSTLIOJ,O,O,O,X,O,X,X,X
ZSTLJIO,O,O,O,X,O,X,X,X
ZSTLJOI,O,O,O,X,O,X,X,X
ZSTLOIJ,O,O,O,X,O,X,X,X
ZSTLOJI,O,O,O,X,O,X,X,X
ZSTJILO,O,O,O,X,X,X,X,X
ZSTJIOL,O,O,O,X,X,X,X,X
ZSTJLIO,O,O,O,X,O,X,X,X
ZSTJLOI,O,O,O,X,O,X,X,X
ZSTJOIL,O,O,O,X,X,X,X,X
ZSTJOLI,O,O,O,X,O,X,X,X
ZSTOILJ,O,O,O,X,X,X,X,X
ZSTOIJL,O,O,O,X,X,X,X,X
ZSTOLIJ,O,O,O,X,O,X,X,X
ZSTOLJI,O,O,O,X,O,X,X,X
ZSTOJIL,O,O,O,X,X,X,X,X
ZSTOJLI,O,O,O,X,O,X,X,X
ZSITLJO,O,O,X,X,X,X,X,O
ZSITLOJ,O,O,X,X,X,X,X,O
ZSITJLO,O,O,X,X,X,X,X,O
ZSITJOL,O,O,X,X,X,X,X,O
ZSITOLJ,O,O,X,X,X,X,X,O
ZSITOJL,O,O,X,X,X,X,X,O
ZSILTJO,O,O,X,X,X,X,X,X
ZSILTOJ,O,O,X,X,X,X,X,X
ZSILJTO,O,O,X,X,X,X,X,X
ZSILJOT,O,O,O,X,X,X,X,X
ZSILOTJ,O,O,X,X,X,X,X,X
ZSILOJT,O,O,O,X,X,X,X,X
ZSIJTLO,O,O,X,X,X,X,X,O
ZSIJTOL,O,O,X,X,X,X,X,O
ZSIJLTO,O,O,X,X,X,X,X,X
ZSIJLOT,O,O,O,X,X,X,X,X
ZSIJOTL,O,O,X,X,X,X,X,O
ZSIJOLT,O,O,O,X,X,X,X,X
ZSIOTLJ,O,O,X,X,X,X,X,O
ZSIOTJL,O,O,X,X,X,X,X,O
ZSIOLTJ,O,O,X,X,X,X,X,X
ZSIOLJT,O,O,O,X,X,X,X,X
ZSIOJTL,O,O,X,X,X,X,X,O
ZSIOJLT,O,O,O,X,X,X,X,X
ZSLTIJO,O,O,O,X,O,O,X,X
ZSLTIOJ,O,O,O,X,O,O,X,X
ZSLTJIO,O,O,O,X,O,O,X,X
ZSLTJOI,O,O,O,X,O,O,X,X
ZSLTOIJ,O,O,O,X,O,O,X,X
ZSLTOJI,O,O,O,X,O,O,X,X
ZSLITJO,O,O,X,X,O,O,X,X
ZSLITOJ,O,O,X,X,O,O,X,X
ZSLIJTO,O,O,X,X,X,O,X,X
ZSLIJOT,O,O,O,X,O,O,X,X
ZSLIOTJ,O,O,X,X,O,O,X,X
ZSLIOJT,O,O,O,X,O,O,X,X
ZSLJTIO,O,O,X,X,X,O,X,X
ZSLJTOI,O,O,X,X,X,O,X,X
ZSLJITO,O,O,X,X,X,O,X,X
ZSLJIOT,O,O,O,X,O,O,X,X
ZSLJOTI,O,O,X,X,O,O,X,X
ZSLJOIT,O,O,O,X,O,O,X,X
ZSLOTIJ,O,O,O,X,O,O,X,X
ZSLOTJI,O,O,O,X,O,O,X,X
ZSLOITJ,O,O,X,X,O,O,X,X
ZSLOIJT,O,O,O,X,O,O,X,X
ZSLOJTI,O,O,X,X,O,O,X,X
ZSLOJIT,O,O,O,X,O,O,X,X
ZSJTILO,O,O,X,X,X,X,X,X
ZSJTIOL,O,O,X,X,X,X,X,X
ZSJTLIO,O,O,X,X,X,X,X,X
ZSJTLOI,O,O,X,X,X,X,X,X
ZSJTOIL,O,O,X,X,X,X,X,X
ZSJTOLI,O,O,X,X,X,X,X,X
ZSJITLO,O,O,X,X,X,X,X,O
ZSJITOL,O,O,X,X,X,X,X,O
ZSJILTO,O,O,X,X,X,X,X,X
ZSJILOT,O,O,O,X,X,X,X,X
ZSJIOTL,O,O,X,X,X,X,X,O
ZSJIOLT,O,O,O,X,X,X,X,X
ZSJLTIO,O,O,X,X,X,O,X,X
ZSJLTOI,O,O,X,X,X,O,X,X
ZSJLITO,O,O,X,X,X,O,X,X
ZSJLIOT,O,O,O,X,O,O,X,X
ZSJLOTI,O,O,X,X,O,O,X,X
ZSJLOIT,O,O,O,X,O,O,X,X
ZSJOTIL,O,O,X,X,X,X,X,X
ZSJOTLI,O,O,X,X,X,X,X,X
ZSJOITL,O,O,X,X,X,X,X,O
ZSJOILT,O,O,O,X,X,X,X,X
ZSJOLTI,O,O,X,X,O,O,X,X
ZSJOLIT,O,O,O,X,O,O,X,X
ZSOTILJ,O,O,O,X,X,X,X,X
ZSOTIJL,O,O,O,X,X,X,X,X
ZSOTLIJ,O,O,O,X,O,X,X,X
ZSOTLJI,O,O,O,X,O,X,X,X
ZSOTJIL,O,O,O,X,X,X,X,X
ZSOTJLI,O,O,O,X,O,X,X,X
ZSOITLJ,O,O,X,X,X,X,X,O
ZSOITJL,O,O,X,X,X,X,X,O
ZSOILTJ,O,O,X,X,X,X,X,X
ZSOILJT,O,O,O,X,X,X,X,X
ZSOIJTL,O,O,X,X,X,X,X,O
ZSOIJLT,O,O,O,X,X,X,X,X
ZSOLTIJ,O,O,O,X,O,O,X,X
ZSOLTJI,O,O,O,X,O,O,X,X
ZSOLITJ,O,O,X,X,O,O,X,X
ZSOLIJT,O,O,O,X,O,O,X,X
ZSOLJTI,O,O,X,X,O,O,X,X
ZSOLJIT,O,O,O,X,O,O,X,X
ZSOJTIL,O,O,X,X,X,X,X,X
ZSOJTLI,O,O,X,X,X,X,X,X
ZSOJITL,O,O,X,X,X,X,X,O
ZSOJILT,O,O,O,X,X,X,X,X
ZSOJLTI,O,O,X,X,O,O,X,X
ZSOJLIT,O,O,O,X,O,O,X,X
ZOTILJS,O,O,O,O,X,X,O,X
ZOTILSJ,O,O,O,X,X,X,O,X
ZOTIJLS,O,O,O,O,X,X,X,X
ZOTIJSL,O,O,O,X,X,X,X,X
ZOTISLJ,O,O,O,X,X,X,X,X
ZOTISJL,O,O,O,X,X,X,X,X
ZOTLIJS,O,O,O,O,X,X,O,X
ZOTLISJ,O,O,O,X,X,X,O,X
ZOTLJIS,O,O,O,O,X,X,X,X
ZOTLJSI,O,O,O,X,O,X,X,X
ZOTLSIJ,O,O,O,X,O,X,X,X
ZOTLSJI,O,O,O,X,O,X,X,X
ZOTJILS,O,O,O,O,X,X,X,X
ZOTJISL,O,O,O,X,X,X,X,X
ZOTJLIS,O,O,O,O,X,X,X,X
ZOTJLSI,O,O,O,X,O,X,X,X
ZOTJSIL,O,O,O,X,X,X,X,X
ZOTJSLI,O,O,O,X,O,X,X,X
ZOTSILJ,O,O,O,X,X,X,X,X
ZOTSIJL,O,O,O,X,X,X,X,X
ZOTSLIJ,O,O,O,X,O,X,X,X
ZOTSLJI,O,O,O,X,O,X,X,X
ZOTSJIL,O,O,O,X,X,X,X,X
ZOTSJLI,O,O,O,X,O,X,X,X
ZOITLJS,O,O,O,O,X,X,X,X
ZOITLSJ,O,O,O,X,X,X,X,X
ZOITJLS,O,O,O,O,X,X,X,X
ZOITJSL,O,O,O,X,X,X,X,X
ZOITSLJ,O,O,O,X,X,X,X,X
ZOITSJL,O,O,O,X,X,X,X,X
ZOILTJS,X,O,O,O,X,X,O,X
ZOILTSJ,X,O,O,X,X,X,O,X
ZOILJTS,X,O,O,O,X,X,O,X
ZOILJST,O,O,O,O,X,X,O,X
ZOILSTJ,O,O,X,X,X,X,O,X
ZOILSJT,O,O,O,X,X,X,O,X
ZOIJTLS,X,O,O,X,X,X,X,X
ZOIJTSL,O,O,X,X,X,X,X,X
ZOIJLTS,X,O,O,O,X,X,X,X
ZOIJLST,O,O,O,O,X,X,X,X
ZOIJSTL,O,O,X,X,X,X,X,X
ZOIJSLT,O,O,O,X,X,X,X,X
ZOISTLJ,O,O,X,X,X,X,X,X
ZOISTJL,O,O,X,X,X,X,X,X
ZOISLTJ,O,O,X,X,X,X,X,X
ZOISLJT,O,O,O,X,X,X,X,X
ZOISJTL,O,O,X,X,X,X,X,X
ZOISJLT,O,O,O,X,X,X,X,X
ZOLTIJS,O,O,O,O,X,O,O,X
ZOLTISJ,O,O,O,X,X,X,O,X
ZOLTJIS,O,O,O,O,X,O,X,X
ZOLTJSI,O,O,O,X,O,X,X,X
ZOLTSIJ,O,O,O,X,O,X,X,X
ZOLTSJI,O,O,O,X,O,X,X,X
ZOLITJS,X,O,O,O,X,O,O,X
ZOLITSJ,X,O,O,X,X,X,O,X
ZOLIJTS,X,O,O,O,X,O,O,X
ZOLIJST,O,O,O,O,X,O,O,X
ZOLISTJ,O,O,X,X,X,X,O,X
ZOLISJT,O,O,O,X,X,O,O,X
ZOLJTIS,X,O,O,X,X,O,X,X
ZOLJTSI,X,O,O,X,X,X,X,X
ZOLJITS,X,O,O,O,X,O,X,X
ZOLJIST,O,O,O,O,X,O,X,X
ZOLJSTI,O,O,X,X,O,X,X,X
ZOLJSIT,O,O,O,X,O,O,X,X
ZOLSTIJ,O,O,O,X,O,X,X,X
ZOLSTJI,O,O,O,X,O,X,X,X
ZOLSITJ,O,O,X,X,O,X,X,X
ZOLSIJT,O,O,O,X,O,O,X,X
ZOLSJTI,O,O,X,X,O,X,X,X
ZOLSJIT,O,O,O,X,O,O,X,X
ZOJTILS,O,O,O,X,X,X,X,X
ZOJTISL,O,O,O,X,X,X,X,X
ZOJTLIS,O,O,O,X,X,X,X,X
ZOJTLSI,O,O,O,X,X,X,X,X
ZOJTSIL,O,O,O,X,X,X,X,X
ZOJTSLI,O,O,O,X,X,X,X,X
ZOJITLS,X,O,O,X,X,X,X,X
ZOJITSL,O,O,X,X,X,X,X,X
ZOJILTS,X,O,O,O,X,X,X,X
ZOJILST,O,O,O,O,X,X,X,X
ZOJISTL,O,O,X,X,X,X,X,X
ZOJISLT,O,O,O,X,X,X,X,X
ZOJLTIS,X,O,O,X,X,O,X,X
ZOJLTSI,X,O,O,X,X,X,X,X
ZOJLITS,X,O,O,O,X,O,X,X
ZOJLIST,O,O,O,O,X,O,X,X
ZOJLSTI,O,O,X,X,O,X,X,X
ZOJLSIT,O,O,O,X,O,O,X,X
ZOJSTIL,O,O,X,X,X,X,X,X
ZOJSTLI,O,O,X,X,X,X,X,X
ZOJSITL,O,O,X,X,X,X,X,X
ZOJSILT,O,O,O,X,X,X,X,X
ZOJSLTI,O,O,X,X,O,X,X,X
ZOJSLIT,O,O,O,X,O,X,X,X
ZOSTILJ,O,O,O,X,X,X,X,X
ZOSTIJL,O,O,O,X,X,X,X,X
ZOSTLIJ,O,O,O,X,O,X,X,X
ZOSTLJI,O,O,O,X,O,X,X,X
ZOSTJIL,O,O,O,X,X,X,X,X
ZOSTJLI,O,O,O,X,O,X,X,X
ZOSITLJ,O,O,X,X,X,X,X,X
ZOSITJL,O,O,X,X,X,X,X,X
ZOSILTJ,O,O,X,X,X,X,X,X
ZOSILJT,O,O,O,X,X,X,X,X
ZOSIJTL,O,O,X,X,X,X,X,X
ZOSIJLT,O,O,O,X,X,X,X,X
ZOSLTIJ,O,O,O,X,O,X,X,X
ZOSLTJI,O,O,O,X,O,X,X,X
ZOSLITJ,O,O,X,X,O,X,X,X
ZOSLIJT,O,O,O,X,O,X,X,X
ZOSLJTI,O,O,X,X,O,X,X,X
ZOSLJIT,O,O,O,X,O,X,X,X
ZOSJTIL,O,O,X,X,X,X,X,X
ZOSJTLI,O,O,X,X,X,X,X,X
ZOSJITL,O,O,X,X,X,X,X,X
ZOSJILT,O,O,O,X,X,X,X,X
ZOSJLTI,O,O,X,X,O,X,X,X
ZOSJLIT,O,O,O,X,O,X,X,X
OTILJSZ,X,X,X,O,O,X,O,X
OTILJZS,X,X,O,O,X,X,O,X
OTILSJZ,O,O,X,O,O,X,O,X
OTILSZJ,O,O,O,X,O,X,O,X
OTILZJS,O,O,O,O,X,X,O,X
OTILZSJ,O,O,O,X,X,X,O,X
OTIJLSZ,X,X,X,O,O,X,O,X
OTIJLZS,X,X,O,O,X,X,O,X
OTIJSLZ,O,O,X,O,O,X,X,X
OTIJSZL,O,O,X,X,X,X,X,X
OTIJZLS,O,O,O,O,X,X,X,X
OTIJZSL,O,O,O,X,X,X,X,X
OTISLJZ,O,O,X,O,O,X,O,X
OTISLZJ,O,O,O,X,O,X,O,X
OTISJLZ,O,O,X,O,O,X,X,X
OTISJZL,O,O,X,X,X,X,X,X
OTISZLJ,O,O,O,X,X,X,X,X
OTISZJL,O,O,O,X,X,X,X,X
OTIZLJS,O,O,O,O,X,X,O,X
OTIZLSJ,O,O,O,X,X,X,O,X
OTIZJLS,O,O,O,O,X,X,X,X
OTIZJSL,O,O,O,X,X,X,X,X
OTIZSLJ,O,O,O,X,X,X,X,X
OTIZSJL,O,O,O,X,X,X,X,X
OTLIJSZ,X,X,X,O,O,O,O,X
OTLIJZS,X,X,O,O,X,O,O,X
OTLISJZ,O,O,X,O,O,X,O,X
OTLISZJ,O,O,O,X,O,X,O,X
OTLIZJS,O,O,O,O,X,X,O,X
OTLIZSJ,O,O,O,X,X,X,O,X
OTLJISZ,X,X,X,O,O,O,O,X
OTLJIZS,X,X,O,O,X,O,O,X
OTLJSIZ,X,X,X,O,O,X,X,X
OTLJSZI,X,X,X,X,O,X,X,X
OTLJZIS,X,X,O,O,X,O,X,X
OTLJZSI,X,X,O,X,O,X,X,X
OTLSIJZ,O,O,X,O,O,X,O,X
OTLSIZJ,O,O,O,X,O,X,O,X
OTLSJIZ,O,O,X,O,O,X,X,X
OTLSJZI,O,O,X,X,O,X,X,X
OTLSZIJ,O,O,O,X,O,X,X,X
OTLSZJI,O,O,O,X,O,X,X,X
OTLZIJS,O,O,O,O,X,O,O,X
OTLZISJ,O,O,O,X,X,X,O,X
OTLZJIS,O,O,O,O,X,O,X,X
OTLZJSI,O,O,O,X,O,X,X,X
OTLZSIJ,O,O,O,X,O,X,X,X
OTLZSJI,O,O,O,X,O,X,X,X
OTJILSZ,X,X,X,O,O,X,O,X
OTJILZS,X,X,O,O,X,X,O,X
OTJISLZ,O,O,X,O,O,X,X,X
OTJISZL,O,O,X,X,X,X,X,X
OTJIZLS,O,O,O,O,X,X,X,X
OTJIZSL,O,O,O,X,X,X,X,X
OTJLISZ,X,X,X,O,O,O,O,X
OTJLIZS,X,X,O,O,X,O,O,X
OTJLSIZ,X,X,X,O,O,X,X,X
OTJLSZI,X,X,X,X,O,X,X,X
OTJLZIS,X,X,O,O,X,O,X,X
OTJLZSI,X,X,O,X,O,X,X,X
OTJSILZ,O,O,X,O,O,X,X,X
OTJSIZL,O,O,X,X,X,X,X,X
OTJSLIZ,O,O,X,O,O,X,X,X
OTJSLZI,O,O,X,X,O,X,X,X
OTJSZIL,O,O,X,X,X,X,X,X
OTJSZLI,O,O,X,X,O,X,X,X
OTJZILS,O,O,O,O,X,X,X,X
OTJZISL,O,O,O,X,X,X,X,X
OTJZLIS,O,O,O,O,X,X,X,X
OTJZLSI,O,O,O,X,O,X,X,X
OTJZSIL,O,O,O,X,X,X,X,X
OTJZSLI,O,O,O,X,O,X,X,X
OTSILJZ,O,O,X,O,O,X,O,X
OTSILZJ,O,O,O,X,O,X,O,X
OTSIJLZ,O,O,X,O,O,X,X,X
OTSIJZL,O,O,X,X,X,X,X,X
OTSIZLJ,O,O,O,X,X,X,X,X
OTSIZJL,O,O,O,X,X,X,X,X
OTSLIJZ,O,O,X,O,O,X,O,X
OTSLIZJ,O,O,O,X,O,X,O,X
OTSLJIZ,O,O,X,O,O,X,X,X
OTSLJZI,O,O,X,X,O,X,X,X
OTSLZIJ,O,O,O,X,O,X,X,X
OTSLZJI,O,O,O,X,O,X,X,X
OTSJILZ,O,O,X,O,O,X,X,X
OTSJIZL,O,O,X,X,X,X,X,X
OTSJLIZ,O,O,X,O,O,X,X,X
OTSJLZI,O,O,X,X,O,X,X,X
OTSJZIL,O,O,X,X,X,X,X,X
OTSJZLI,O,O,X,X,O,X,X,X
OTSZILJ,O,O,O,X,X,X,X,X
OTSZIJL,O,O,O,X,X,X,X,X
OTSZLIJ,O,O,O,X,O,X,X,X
OTSZLJI,O,O,O,X,O,X,X,X
OTSZJIL,O,O,O,X,X,X,X,X
OTSZJLI,O,O,O,X,O,X,X,X
OTZILJS,O,O,O,O,X,X,O,X
OTZILSJ,O,O,O,X,X,X,O,X
OTZIJLS,O,O,O,O,X,X,X,X
OTZIJSL,O,O,O,X,X,X,X,X
OTZISLJ,O,O,O,X,X,X,X,X
OTZISJL,O,O,O,X,X,X,X,X
OTZLIJS,O,O,O,O,X,X,O,X
OTZLISJ,O,O,O,X,X,X,O,X
OTZLJIS,O,O,O,O,X,X,X,X
OTZLJSI,O,O,O,X,O,X,X,X
OTZLSIJ,O,O,O,X,O,X,X,X
OTZLSJI,O,O,O,X,O,X,X,X
OTZJILS,O,O,O,O,X,X,X,X
OTZJISL,O,O,O,X,X,X,X,X
OTZJLIS,O,O,O,O,X,X,X,X
OTZJLSI,O,O,O,X,O,X,X,X
OTZJSIL,O,O,O,X,X,X,X,X
OTZJSLI,O,O,O,X,O,X,X,X
OTZSILJ,O,O,O,X,X,X,X,X
OTZSIJL,O,O,O,X,X,X,X,X
OTZSLIJ,O,O,O,X,O,X,X,X
OTZSLJI,O,O,O,X,O,X,X,X
OTZSJIL,O,O,O,X,X,X,X,X
OTZSJLI,O,O,O,X,O,X,X,X
OITLJSZ,X,X,X,O,O,X,O,X
OITLJZS,X,X,O,O,X,X,O,X
OITLSJZ,O,O,X,O,O,X,O,X
OITLSZJ,O,O,O,X,O,X,O,X
OITLZJS,O,O,O,O,X,X,O,X
OITLZSJ,O,O,O,X,X,X,O,X
OITJLSZ,X,X,X,O,O,X,O,X
OITJLZS,X,X,O,O,X,X,O,X
OITJSLZ,O,O,X,O,O,X,X,O
OITJSZL,O,O,X,X,X,X,X,O
OITJZLS,O,O,O,O,X,X,X,X
OITJZSL,O,O,O,X,X,X,X,X
OITSLJZ,O,O,X,O,O,X,O,O
OITSLZJ,O,O,O,X,O,X,O,O
OITSJLZ,O,O,X,O,O,X,X,O
OITSJZL,O,O,X,X,X,X,X,O
OITSZLJ,O,O,O,X,X,X,X,O
OITSZJL,O,O,O,X,X,X,X,O
OITZLJS,O,O,O,O,X,X,O,X
OITZLSJ,O,O,O,X,X,X,O,X
OITZJLS,O,O,O,O,X,X,X,X
