sequence,v115@zgB8HeB8HeB8HeE8CeH8AeC8Je07IvhFxcBXeB2lBz?hBSoBFsB,v115@zgB8HeB8HeB8HeE8CeH8AeC8JeT7IvhF2hBfjB6jBU?iBxlBFsB,v115@zgB8HeB8HeB8HeE8CeH8AeC8Jex7IvhF8iB+jBTgBi?hBXiBFsB,v115@zgB8HeB8HeB8HeE8CeH8AeC8Jex7IvhF6jBTgB/mBF?iB8nBOsB,v115@zgB8HeB8HeB8HeE8CeH8AeC8JeKAJvhFfhBxcB8iB+?jBzhBFsB,v115@zgB8HeB8HeB8HeE8CeH8AeC8Jei7IvhFzcBGeB3gBU?jBxmBFsB,v115@zgB8HeB8HeB8HeE8CeH8AeC8JeT7IvhF0cBxdBylBG?jBfsBlsB,v115@zgB8HeB8HeB8HeE8CeH8AeC8Jei7IvhFWiBxdB3gBT?jBlmBcsB,v115@zgB8HeB8HeB8HeE8CeH8AeC8JeOAJvhFxcB6jBzgBF?iB8nBfsB,v115@zgB8HeB8HeB8HeE8CeH8AeC8JeOAJvhF8gBzcBfjB6?jBxmBFsB,v115@zgB8HeB8HeB8HeE8CeH8AeC8Je0AJvhFxhBXjBigBz?hBGjBFsB,v115@zgB8HeB8HeB8HeE8CeH8AeC8Jei7IvhF3cBTeB1lBW?sBxsBcsB,v115@zgB8HeB8HeB8HeE8CeH8AeC8JeT7IvhF6jBOnB8nBx?lB/mBFsB,v115@zgB8HeB8HeB8HeE8CeH8AeC8Je2AJvhFCdBxiB3gBT?jBlmBcsB
ZSLIJTO,X,X,X,X,X,O,O,O,O,O,O,X,O,X
ZSLIJOT,X,O,X,X,X,O,O,O,X,O,O,X,O,X
ZSLIOTJ,X,X,X,O,X,O,O,O,O,O,O,X,X,X
ZSLIOJT,X,O,X,O,X,O,O,O,O,O,O,X,O,X
ZSLJTIO,X,X,X,X,X,O,O,O,O,O,X,X,X,X
ZSLJTOI,X,X,X,O,X,X,O,O,O,X,X,X,X,X
ZSLJITO,X,X,X,X,X,O,O,O,O,O,X,X,O,X
ZSLJIOT,X,X,X,X,X,O,O,O,X,O,X,X,O,X
ZSLJOTI,X,X,X,O,X,X,O,O,O,X,X,X,X,X
ZSLJOIT,X,X,X,O,X,O,O,O,O,O,X,X,X,X
ZSLOTIJ,X,X,X,O,X,X,O,O,O,X,X,X,X,X
ZSLOTJI,X,X,X,O,X,X,O,O,O,X,X,X,X,X
ZSLOITJ,X,X,X,O,X,O,O,O,O,O,X,X,X,X
ZSLOIJT,X,X,X,O,X,O,O,O,O,O,X,X,X,X
ZSLOJTI,X,X,X,O,X,X,O,O,O,X,X,X,X,X
ZSLOJIT,X,X,X,O,X,O,O,O,O,O,X,X,X,X
ZSJTILO,X,X,X,X,X,O,O,O,O,O,O,X,X,X
ZSJTIOL,X,X,X,X,X,O,O,O,O,O,O,X,X,X
ZSJTLIO,X,X,X,X,X,O,O,O,O,O,X,X,X,X
ZSJTLOI,X,X,X,O,X,X,O,O,O,X,X,X,X,X
ZSJTOIL,X,X,X,O,X,X,O,O,O,X,X,X,X,X
ZSJTOLI,X,X,X,O,X,X,O,O,O,X,X,X,X,X
ZSJITLO,X,X,X,X,X,O,O,O,O,O,O,X,X,X
ZSJITOL,X,X,X,X,X,O,X,X,O,O,O,X,X,X
ZSJILTO,X,X,X,X,X,O,O,O,O,O,O,X,O,X
ZSJILOT,X,X,X,X,X,O,O,O,X,O,O,X,O,X
ZSJIOTL,X,X,X,X,X,O,X,O,X,O,O,X,X,X
ZSJIOLT,X,X,X,X,X,O,O,O,X,O,O,X,O,X
ZSJLTIO,X,X,X,X,X,O,O,O,O,O,X,X,X,X
ZSJLTOI,X,X,X,O,X,X,O,O,O,X,X,X,X,X
ZSJLITO,X,X,X,X,X,O,O,O,O,O,X,X,O,X
ZSJLIOT,X,X,X,X,X,O,O,O,X,O,X,X,O,X
ZSJLOTI,X,X,X,O,X,X,O,O,O,X,X,X,X,X
ZSJLOIT,X,X,X,O,X,O,O,O,O,O,X,X,X,X
ZSJOTIL,X,X,X,O,X,X,X,O,O,X,X,X,X,X
ZSJOTLI,X,X,X,O,X,X,X,O,O,X,X,X,X,X
ZSJOITL,X,X,X,O,X,O,X,O,O,O,X,X,X,X
ZSJOILT,X,X,X,O,X,O,O,O,O,O,X,X,X,X
ZSJOLTI,X,X,X,O,X,X,O,O,O,X,X,X,X,X
ZSJOLIT,X,X,X,O,X,O,O,O,O,O,X,X,X,X
ZSOTILJ,X,X,X,O,X,X,O,O,O,X,O,X,X,X
ZSOTIJL,X,X,X,O,X,X,X,O,O,X,O,X,X,X
ZSOTLIJ,X,X,X,O,X,X,O,O,O,X,X,X,X,X
ZSOTLJI,X,X,X,O,X,X,O,O,O,X,X,X,X,X
ZSOTJIL,X,X,X,O,X,X,O,O,O,X,X,X,X,X
ZSOTJLI,X,X,X,O,X,X,O,O,O,X,X,X,X,X
ZSOITLJ,X,X,X,O,X,O,X,O,O,O,O,X,X,X
ZSOITJL,X,X,X,O,X,O,X,O,O,O,O,X,X,X
ZSOILTJ,X,X,X,O,X,O,O,O,O,O,O,X,X,X
ZSOILJT,X,X,X,O,X,O,O,O,O,O,O,X,X,X
ZSOIJTL,X,X,X,O,X,O,X,O,O,O,O,X,X,X
ZSOIJLT,X,X,X,O,X,O,X,O,O,O,O,X,X,X
ZSOLTIJ,X,X,X,O,X,X,O,O,O,X,X,X,X,X
ZSOLTJI,X,X,X,O,X,X,O,O,O,X,X,X,X,X
ZSOLITJ,X,X,X,O,X,O,O,O,O,O,X,X,X,X
ZSOLIJT,X,X,X,O,X,O,O,O,O,O,X,X,X,X
ZSOLJTI,X,X,X,O,X,X,O,O,O,X,X,X,X,X
ZSOLJIT,X,X,X,O,X,O,O,O,O,O,X,X,X,X
ZSOJTIL,X,X,X,O,X,X,X,O,O,X,X,X,X,X
ZSOJTLI,X,X,X,O,X,X,X,O,O,X,X,X,X,X
ZSOJITL,X,X,X,O,X,O,X,O,O,O,X,X,X,X
ZSOJILT,X,X,X,O,X,O,O,O,O,O,X,X,X,X
ZSOJLTI,X,X,X,O,X,X,O,O,O,X,X,X,X,X
ZSOJLIT,X,X,X,O,X,O,O,O,O,O,X,X,X,X
ZOTILJS,X,X,O,X,X,O,X,O,O,O,X,X,X,O
ZOTILSJ,X,X,X,O,X,O,X,O,X,O,X,X,X,X
ZOTIJLS,X,X,O,X,X,O,X,O,O,O,X,X,X,O
ZOTIJSL,X,X,O,X,X,O,X,O,X,O,X,X,X,X
ZOTISLJ,X,X,X,O,X,O,X,O,X,O,O,X,X,X
ZOTISJL,X,X,X,O,X,O,X,O,X,O,O,X,X,X
ZOTLIJS,X,X,O,X,X,X,X,O,O,X,X,X,X,O
ZOTLISJ,X,X,X,O,X,X,X,O,X,X,X,X,X,X
ZOTLJIS,X,X,O,X,X,X,X,O,O,X,X,X,X,O
ZOTLJSI,X,X,O,X,X,X,X,O,O,X,X,X,X,X
ZOTLSIJ,X,X,X,O,X,X,X,O,O,X,X,X,X,X
ZOTLSJI,X,X,X,O,X,X,X,O,O,X,X,X,X,X
ZOTJILS,X,X,O,X,X,O,X,O,O,O,X,X,X,O
ZOTJISL,X,X,O,X,X,O,X,O,X,O,X,X,X,X
ZOTJLIS,X,X,O,X,X,X,X,O,O,X,X,X,X,O
ZOTJLSI,X,X,O,X,X,X,X,O,O,X,X,X,X,X
ZOTJSIL,X,X,O,X,X,X,X,O,O,X,X,X,X,X
ZOTJSLI,X,X,O,X,X,X,X,O,O,X,X,X,X,X
ZOTSILJ,X,X,X,O,X,X,X,O,O,X,O,X,X,X
ZOTSIJL,X,X,X,O,X,X,X,O,O,X,O,X,X,X
ZOTSLIJ,X,X,X,O,X,X,X,O,O,X,X,X,X,X
ZOTSLJI,X,X,X,O,X,X,X,O,O,X,X,X,X,X
ZOTSJIL,X,X,X,O,X,X,X,O,O,X,X,X,X,X
ZOTSJLI,X,X,X,O,X,X,X,O,O,X,X,X,X,X
ZOITLJS,X,X,O,X,X,X,X,O,O,X,X,X,O,O
ZOITLSJ,X,X,X,O,X,X,X,O,X,X,X,X,X,X
ZOITJLS,X,X,O,X,X,X,X,O,O,X,X,X,O,O
ZOITJSL,X,X,O,X,X,O,X,O,X,O,X,X,X,X
ZOITSLJ,X,X,X,O,X,O,X,O,X,O,O,X,X,X
ZOITSJL,X,X,X,O,X,O,X,O,X,O,O,X,X,X
ZOILTJS,X,X,O,X,X,X,X,O,O,X,X,X,O,X
ZOILTSJ,X,X,X,O,X,X,X,O,X,X,X,X,X,X
ZOILJTS,X,X,O,X,X,X,X,X,O,X,X,X,O,X
ZOILJST,X,X,O,O,X,O,X,O,O,O,X,X,O,X
ZOILSTJ,X,X,X,O,X,O,X,O,O,O,X,X,X,X
ZOILSJT,X,X,X,O,X,O,X,O,O,O,X,X,O,X
ZOIJTLS,X,X,O,X,X,X,X,O,O,X,X,X,O,X
ZOIJTSL,X,X,O,X,X,O,X,O,X,O,X,X,X,X
ZOIJLTS,X,X,O,X,X,X,X,X,O,X,X,X,O,X
ZOIJLST,X,X,O,O,X,O,X,O,O,O,X,X,O,X
ZOIJSTL,X,X,X,O,X,O,X,O,O,O,X,X,X,X
ZOIJSLT,X,X,O,O,X,O,X,O,O,O,X,X,O,X
ZOISTLJ,X,X,X,O,X,O,X,O,O,O,O,X,X,X
ZOISTJL,X,X,X,O,X,O,X,O,O,O,O,X,X,X
ZOISLTJ,X,X,X,O,X,O,X,O,O,O,O,X,X,X
ZOISLJT,X,X,X,O,X,O,X,O,O,O,O,X,O,X
ZOISJTL,X,X,X,O,X,O,X,O,O,O,O,X,X,X
ZOISJLT,X,X,X,O,X,O,X,O,O,O,O,X,O,X
ZOLTIJS,X,X,O,X,X,X,X,O,O,X,X,X,X,X
ZOLTISJ,X,X,X,O,X,X,X,O,X,X,X,X,X,X
ZOLTJIS,X,X,O,X,X,X,X,O,O,X,X,X,X,X
ZOLTJSI,X,X,O,X,X,X,X,O,O,X,X,X,X,X
ZOLTSIJ,X,X,X,O,X,X,X,O,O,X,X,X,X,X
ZOLTSJI,X,X,X,O,X,X,X,O,O,X,X,X,X,X
ZOLITJS,X,X,O,X,X,X,X,O,O,X,X,X,O,X
ZOLITSJ,X,X,X,O,X,X,X,O,X,X,X,X,X,X
ZOLIJTS,X,X,O,X,X,X,X,X,O,X,X,X,O,X
ZOLIJST,X,X,O,O,X,X,X,O,O,X,X,X,O,X
ZOLISTJ,X,X,X,O,X,X,X,O,O,X,X,X,X,X
ZOLISJT,X,X,X,O,X,X,X,O,O,X,X,X,O,X
ZOLJTIS,X,X,O,X,X,X,X,X,O,X,X,X,X,X
ZOLJTSI,X,X,O,X,X,X,X,X,O,X,X,X,X,X
ZOLJITS,X,X,O,X,X,X,X,X,O,X,X,X,O,X
ZOLJIST,X,X,O,O,X,X,X,O,O,X,X,X,O,X
ZOLJSTI,X,X,O,O,X,X,X,O,O,X,X,X,X,X
ZOLJSIT,X,X,O,O,X,X,X,O,O,O,X,X,X,X
ZOLSTIJ,X,X,X,O,X,X,X,O,O,X,X,X,X,X
ZOLSTJI,X,X,X,O,X,X,X,O,O,X,X,X,X,X
ZOLSITJ,X,X,X,O,X,X,X,O,O,O,X,X,X,X
ZOLSIJT,X,X,X,O,X,X,X,O,O,O,X,X,X,X
ZOLSJTI,X,X,X,O,X,X,X,O,O,X,X,X,X,X
ZOLSJIT,X,X,X,O,X,X,X,O,O,O,X,X,X,X
ZOJTILS,X,X,O,X,X,O,X,O,O,O,X,X,X,X
ZOJTISL,X,X,O,X,X,O,X,O,X,O,X,X,X,X
ZOJTLIS,X,X,O,X,X,X,X,O,O,X,X,X,X,X
ZOJTLSI,X,X,O,X,X,X,X,O,O,X,X,X,X,X
ZOJTSIL,X,X,O,X,X,X,X,O,O,X,X,X,X,X
ZOJTSLI,X,X,O,X,X,X,X,O,O,X,X,X,X,X
ZOJITLS,X,X,O,X,X,X,X,O,O,X,X,X,O,X
ZOJITSL,X,X,O,X,X,O,X,O,X,O,X,X,X,X
ZOJILTS,X,X,O,X,X,X,X,X,O,X,X,X,O,X
ZOJILST,X,X,O,O,X,O,X,O,O,O,X,X,O,X
ZOJISTL,X,X,X,O,X,O,X,O,O,O,X,X,X,X
ZOJISLT,X,X,O,O,X,O,X,O,O,O,X,X,O,X
ZOJLTIS,X,X,O,X,X,X,X,X,O,X,X,X,X,X
ZOJLTSI,X,X,O,X,X,X,X,X,O,X,X,X,X,X
ZOJLITS,X,X,O,X,X,X,X,X,O,X,X,X,O,X
ZOJLIST,X,X,O,O,X,X,X,O,O,X,X,X,O,X
ZOJLSTI,X,X,O,O,X,X,X,O,O,X,X,X,X,X
ZOJLSIT,X,X,O,O,X,X,X,O,O,O,X,X,X,X
ZOJSTIL,X,X,O,O,X,X,X,O,O,X,X,X,X,X
ZOJSTLI,X,X,O,O,X,X,X,O,O,X,X,X,X,X
ZOJSITL,X,X,X,O,X,O,X,O,O,O,X,X,X,X
ZOJSILT,X,X,O,O,X,O,X,O,O,O,X,X,X,X
ZOJSLTI,X,X,O,O,X,X,X,O,O,X,X,X,X,X
ZOJSLIT,X,X,O,O,X,O,X,O,O,O,X,X,X,X
ZOSTILJ,X,X,X,O,X,X,X,O,O,X,O,X,X,X
ZOSTIJL,X,X,X,O,X,X,X,O,O,X,O,X,X,X
ZOSTLIJ,X,X,X,O,X,X,X,O,O,X,X,X,X,X
ZOSTLJI,X,X,X,O,X,X,X,O,O,X,X,X,X,X
ZOSTJIL,X,X,X,O,X,X,X,O,O,X,X,X,X,X
ZOSTJLI,X,X,X,O,X,X,X,O,O,X,X,X,X,X
ZOSITLJ,X,X,X,O,X,O,X,O,O,O,O,X,X,X
ZOSITJL,X,X,X,O,X,O,X,O,O,O,O,X,X,X
ZOSILTJ,X,X,X,O,X,O,X,O,O,O,O,X,X,X
ZOSILJT,X,X,X,O,X,O,X,O,O,O,O,X,X,X
ZOSIJTL,X,X,X,O,X,O,X,O,O,O,O,X,X,X
ZOSIJLT,X,X,X,O,X,O,X,O,O,O,O,X,X,X
ZOSLTIJ,X,X,X,O,X,X,X,O,O,X,X,X,X,X
ZOSLTJI,X,X,X,O,X,X,X,O,O,X,X,X,X,X
ZOSLITJ,X,X,X,O,X,O,X,O,O,O,X,X,X,X
ZOSLIJT,X,X,X,O,X,O,X,O,O,O,X,X,X,X
ZOSLJTI,X,X,X,O,X,X,X,O,O,X,X,X,X,X
ZOSLJIT,X,X,X,O,X,O,X,O,O,O,X,X,X,X
ZOSJTIL,X,X,X,O,X,X,X,O,O,X,X,X,X,X
ZOSJTLI,X,X,X,O,X,X,X,O,O,X,X,X,X,X
ZOSJITL,X,X,X,O,X,O,X,O,O,O,X,X,X,X
ZOSJILT,X,X,X,O,X,O,X,O,O,O,X,X,X,X
ZOSJLTI,X,X,X,O,X,X,X,O,O,X,X,X,X,X
ZOSJLIT,X,X,X,O,X,O,X,O,O,O,X,X,X,X
OTILJSZ,O,O,O,X,O,X,X,X,O,X,X,O,X,X
OTILJZS,O,O,O,X,O,X,X,X,O,X,X,O,X,X
OTILSJZ,O,O,O,X,O,O,X,X,X,O,X,O,X,X
OTILSZJ,O,O,X,O,X,O,X,X,X,O,X,X,X,X
OTILZJS,O,O,O,X,X,O,X,X,X,O,X,O,X,X
OTILZSJ,O,O,X,O,X,O,X,X,X,O,X,X,X,X
OTIJLSZ,O,O,O,X,O,X,X,X,O,X,X,O,X,X
OTIJLZS,O,O,O,X,O,X,X,X,O,X,X,O,X,X
OTIJSLZ,O,O,O,X,X,O,X,O,O,O,X,O,X,X
OTIJSZL,O,O,O,X,X,O,X,X,O,O,X,O,X,X
OTIJZLS,O,O,O,X,O,O,X,X,O,O,X,O,X,X
OTIJZSL,O,O,O,X,X,O,X,X,X,O,X,O,X,X
OTISLJZ,O,O,O,X,X,O,X,O,O,O,X,O,X,X
OTISLZJ,O,O,X,O,X,O,X,X,X,O,X,X,X,X
OTISJLZ,O,O,O,X,X,O,X,O,O,O,X,O,X,X
OTISJZL,O,O,O,X,X,O,X,X,O,O,X,O,X,X
OTISZLJ,X,O,X,O,X,O,X,X,O,O,X,X,X,X
OTISZJL,X,O,X,O,X,O,X,X,O,O,X,X,X,X
OTIZLJS,O,O,O,X,X,O,X,O,O,O,X,O,X,X
OTIZLSJ,O,O,X,O,X,O,X,O,X,O,X,X,X,X
OTIZJLS,O,O,O,X,X,O,X,O,O,O,X,O,X,X
OTIZJSL,O,O,O,X,X,O,X,O,X,O,X,O,X,X
OTIZSLJ,X,O,X,O,X,O,X,O,X,O,X,X,X,X
OTIZSJL,X,O,X,O,X,O,X,O,X,O,X,X,X,X
OTLIJSZ,O,O,O,X,O,X,O,X,O,X,X,O,X,X
OTLIJZS,O,O,O,X,O,X,X,X,O,X,X,O,X,X
OTLISJZ,O,O,O,X,O,X,X,X,X,X,X,O,X,X
OTLISZJ,O,O,X,O,X,X,X,X,X,X,X,X,X,X
OTLIZJS,O,O,O,X,X,X,X,X,X,X,X,O,X,X
OTLIZSJ,O,O,X,O,X,X,X,X,X,X,X,X,X,X
OTLJISZ,O,X,O,X,O,X,O,X,O,X,X,O,X,X
OTLJIZS,O,X,O,X,O,X,X,X,O,X,X,O,X,X
OTLJSIZ,O,X,O,X,O,X,O,O,O,X,X,X,X,X
OTLJSZI,O,X,O,X,O,X,O,O,O,X,X,X,X,X
OTLJZIS,O,X,O,X,O,X,X,X,O,X,X,X,X,X
OTLJZSI,O,X,O,X,O,X,O,X,O,X,X,X,X,X
OTLSIJZ,O,O,O,X,O,X,X,O,O,O,X,X,X,X
OTLSIZJ,O,O,X,O,X,X,X,X,X,O,X,X,X,X
OTLSJIZ,O,X,O,X,O,X,O,O,O,X,X,X,X,X
OTLSJZI,O,X,O,X,O,X,O,O,O,X,X,X,X,X
OTLSZIJ,O,X,X,O,X,X,X,X,O,X,X,X,X,X
OTLSZJI,O,X,X,O,O,X,X,O,O,X,X,X,X,X
OTLZIJS,O,X,O,X,X,X,X,X,O,X,X,X,X,X
OTLZISJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X
OTLZJIS,O,X,O,X,O,X,X,X,O,X,X,X,X,X
OTLZJSI,O,X,O,X,O,X,O,X,O,X,X,X,X,X
OTLZSIJ,O,X,X,O,X,X,X,X,O,X,X,X,X,X
OTLZSJI,O,X,X,O,O,X,X,X,O,X,X,X,X,X
OTJILSZ,O,X,O,X,O,X,X,X,O,X,X,O,X,X
OTJILZS,O,X,O,X,O,X,X,X,O,X,X,O,X,X
OTJISLZ,O,X,O,X,X,X,X,O,O,X,X,O,X,X
OTJISZL,O,X,O,X,X,X,X,X,O,X,X,O,X,X
OTJIZLS,O,X,O,X,O,X,X,X,O,X,X,O,X,X
OTJIZSL,O,X,O,X,X,X,X,X,X,X,X,O,X,X
OTJLISZ,O,X,O,X,O,X,O,X,O,X,X,O,X,X
OTJLIZS,O,X,O,X,O,X,X,X,O,X,X,O,X,X
OTJLSIZ,O,X,O,X,O,X,O,O,O,X,X,X,X,X
OTJLSZI,O,X,O,X,O,X,O,O,O,X,X,X,X,X
OTJLZIS,O,X,O,X,O,X,X,X,O,X,X,X,X,X
OTJLZSI,O,X,O,X,O,X,O,X,O,X,X,X,X,X
OTJSILZ,O,X,O,X,X,X,O,O,O,X,X,X,X,X
OTJSIZL,O,X,O,X,X,X,O,X,O,X,X,X,X,X
OTJSLIZ,O,X,O,X,O,X,O,O,O,X,X,X,X,X
OTJSLZI,O,X,O,X,O,X,O,O,O,X,X,X,X,X
OTJSZIL,O,X,O,X,X,X,O,X,O,X,X,X,X,X
OTJSZLI,O,X,O,X,O,X,O,O,O,X,X,X,X,X
OTJZILS,O,X,O,X,O,X,X,X,O,O,X,X,X,X
OTJZISL,O,X,O,X,X,X,X,X,X,O,X,X,X,X
OTJZLIS,O,X,O,X,O,X,X,X,O,X,X,X,X,X
OTJZLSI,O,X,O,X,O,X,X,X,O,X,X,X,X,X
OTJZSIL,O,X,O,X,X,X,X,X,O,X,X,X,X,X
OTJZSLI,O,X,O,X,O,X,X,O,O,X,X,X,X,X
OTSILJZ,O,O,O,X,X,O,X,O,O,O,X,X,X,X
OTSILZJ,O,O,X,O,X,O,X,X,X,O,X,X,X,X
OTSIJLZ,O,O,O,X,X,O,X,O,O,O,X,X,X,X
OTSIJZL,O,O,O,X,X,O,X,X,O,O,X,X,X,X
OTSIZLJ,X,O,X,O,X,O,X,X,O,O,O,X,X,X
OTSIZJL,X,O,X,O,X,O,X,X,O,O,O,X,X,X
OTSLIJZ,O,O,O,X,O,O,X,O,O,O,X,X,X,X
OTSLIZJ,O,O,X,O,X,O,X,X,X,O,X,X,X,X
OTSLJIZ,O,X,O,X,O,X,X,O,O,X,X,X,X,X
OTSLJZI,O,X,O,X,O,X,X,O,O,X,X,X,X,X
OTSLZIJ,O,X,X,O,X,X,X,O,O,X,X,X,X,X
OTSLZJI,O,X,X,O,O,X,X,O,O,X,X,X,X,X
OTSJILZ,O,X,O,X,X,X,X,O,O,X,X,X,X,X
OTSJIZL,O,X,O,X,X,X,X,X,O,X,X,X,X,X
OTSJLIZ,O,X,O,X,O,X,X,O,O,X,X,X,X,X
OTSJLZI,O,X,O,X,O,X,X,O,O,X,X,X,X,X
OTSJZIL,O,X,O,X,X,X,X,X,O,X,X,X,X,X
OTSJZLI,O,X,O,X,O,X,X,O,O,X,X,X,X,X
OTSZILJ,X,X,X,O,X,X,X,O,O,X,O,X,X,X
OTSZIJL,X,X,X,O,X,X,X,O,O,X,O,X,X,X
OTSZLIJ,X,X,X,O,X,X,X,O,O,X,X,X,X,X
OTSZLJI,X,X,X,O,X,X,X,O,O,X,X,X,X,X
OTSZJIL,X,X,X,O,X,X,X,O,O,X,X,X,X,X
OTSZJLI,X,X,X,O,X,X,X,O,O,X,X,X,X,X
OTZILJS,O,X,O,X,X,O,X,O,O,O,X,X,X,X
OTZILSJ,O,X,X,O,X,O,X,O,X,O,X,X,X,X
OTZIJLS,O,X,O,X,X,O,X,O,O,O,X,X,X,X
OTZIJSL,O,X,O,X,X,O,X,O,X,O,X,X,X,X
OTZISLJ,X,X,X,O,X,O,X,O,X,O,O,X,X,X
OTZISJL,X,X,X,O,X,O,X,O,X,O,O,X,X,X
OTZLIJS,O,X,O,X,X,X,X,O,O,X,X,X,X,X
OTZLISJ,O,X,X,O,X,X,X,O,X,X,X,X,X,X
OTZLJIS,O,X,O,X,O,X,X,O,O,X,X,X,X,X
OTZLJSI,O,X,O,X,O,X,X,O,O,X,X,X,X,X
OTZLSIJ,O,X,X,O,X,X,X,O,O,X,X,X,X,X
OTZLSJI,O,X,X,O,O,X,X,O,O,X,X,X,X,X
OTZJILS,O,X,O,X,O,O,X,O,O,O,X,X,X,X
OTZJISL,O,X,O,X,X,O,X,O,X,O,X,X,X,X
OTZJLIS,O,X,O,X,O,X,X,O,O,X,X,X,X,X
OTZJLSI,O,X,O,X,O,X,X,O,O,X,X,X,X,X
OTZJSIL,O,X,O,X,X,X,X,O,O,X,X,X,X,X
OTZJSLI,O,X,O,X,O,X,X,O,O,X,X,X,X,X
OTZSILJ,X,X,X,O,X,X,X,O,O,X,O,X,X,X
OTZSIJL,X,X,X,O,X,X,X,O,O,X,O,X,X,X
OTZSLIJ,X,X,X,O,X,X,X,O,O,X,X,X,X,X
OTZSLJI,X,X,X,O,X,X,X,O,O,X,X,X,X,X
OTZSJIL,X,X,X,O,X,X,X,O,O,X,X,X,X,X
OTZSJLI,X,X,X,O,X,X,X,O,O,X,X,X,X,X
OITLJSZ,X,O,O,X,X,X,X,X,O,X,X,O,X,X
OITLJZS,X,O,O,X,X,X,X,X,O,X,X,O,X,X
OITLSJZ,X,O,O,X,X,X,X,X,X,X,X,O,X,X
OITLSZJ,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OITLZJS,X,O,O,X,X,X,X,X,X,X,X,O,O,X
OITLZSJ,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OITJLSZ,X,O,O,X,X,X,X,X,O,X,X,O,X,X
OITJLZS,X,O,O,X,X,X,X,X,O,X,X,O,X,X
OITJSLZ,X,O,O,X,X,X,X,O,O,X,X,O,X,X
OITJSZL,X,O,O,X,X,X,X,X,O,X,X,O,X,X
OITJZLS,X,O,O,X,X,X,X,X,O,X,X,O,X,X
OITJZSL,X,O,O,X,X,X,X,X,X,X,X,O,X,X
OITSLJZ,X,O,O,X,X,X,X,O,O,X,X,O,X,X
OITSLZJ,X,O,X,O,X,O,X,X,X,O,X,X,X,X
OITSJLZ,X,O,O,X,X,X,X,O,O,X,X,O,X,X
OITSJZL,X,O,O,X,X,X,X,X,O,X,X,O,X,X
OITSZLJ,X,O,X,O,X,O,X,X,O,O,X,X,X,X
OITSZJL,X,O,X,O,X,O,X,X,O,O,X,X,X,X
OITZLJS,X,O,O,X,X,X,X,O,O,X,X,O,O,X
OITZLSJ,X,O,X,O,X,X,X,O,X,X,X,X,X,X
OITZJLS,X,O,O,X,X,X,X,O,O,X,X,O,O,X
OITZJSL,X,O,O,X,X,O,X,O,X,O,X,O,X,X
OITZSLJ,X,O,X,O,X,O,X,O,X,O,X,X,X,X
OITZSJL,X,O,X,O,X,O,X,O,X,O,X,X,X,X
OILTJSZ,X,O,O,X,X,X,X,X,O,X,X,O,X,X
OILTJZS,X,O,O,X,X,X,X,X,O,X,X,O,X,X
OILTSJZ,X,O,O,X,X,X,X,X,X,X,X,O,X,X
OILTSZJ,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OILTZJS,X,O,O,X,X,X,X,X,X,X,X,O,O,X
OILTZSJ,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OILJTSZ,X,O,O,X,X,X,X,X,O,X,X,O,X,X
OILJTZS,X,O,O,X,X,X,X,X,O,X,X,O,X,X
OILJSTZ,X,O,X,X,X,X,X,X,O,X,X,X,X,X
OILJSZT,X,O,O,O,X,X,X,X,O,X,X,X,X,X
OILJZTS,X,X,O,X,X,X,X,X,O,X,X,X,O,X
OILJZST,X,O,O,O,X,X,X,X,O,X,X,X,O,X
OILSTJZ,X,O,O,X,X,X,X,X,O,X,X,X,X,X
OILSTZJ,X,O,X,O,X,O,X,X,X,O,X,X,X,X
OILSJTZ,X,O,X,X,X,X,X,X,O,X,X,X,X,X
OILSJZT,X,O,O,O,X,O,X,X,O,O,X,X,X,X
OILSZTJ,X,X,X,O,X,O,X,X,O,O,X,X,X,X
OILSZJT,X,O,X,O,X,O,X,X,O,O,X,X,O,X
OILZTJS,X,O,O,X,X,X,X,O,O,X,X,X,O,X
OILZTSJ,X,O,X,O,X,X,X,O,X,X,X,X,X,X
OILZJTS,X,X,O,X,X,X,X,X,O,X,X,X,O,X
OILZJST,X,O,O,O,X,O,X,O,O,O,X,X,O,X
OILZSTJ,X,X,X,O,X,O,X,O,O,O,X,X,X,X
OILZSJT,X,O,X,O,X,O,X,O,O,O,X,X,O,X
OIJTLSZ,X,O,O,X,X,X,X,X,O,X,X,O,X,X
OIJTLZS,X,O,O,X,X,X,X,X,O,X,X,O,X,X
OIJTSLZ,X,O,O,X,X,X,X,X,O,X,X,O,X,X
OIJTSZL,X,O,O,X,X,X,X,X,O,X,X,O,X,X
OIJTZLS,X,O,O,X,X,X,X,X,O,X,X,O,X,X
OIJTZSL,X,O,O,X,X,X,X,X,X,X,X,O,X,X
OIJLTSZ,X,O,O,X,X,X,X,X,O,X,X,O,X,X
OIJLTZS,X,O,O,X,X,X,X,X,O,X,X,O,X,X
OIJLSTZ,X,O,X,X,X,X,X,X,O,X,X,X,X,X
OIJLSZT,X,O,O,O,X,X,X,X,O,X,X,X,X,X
OIJLZTS,X,X,O,X,X,X,X,X,O,X,X,X,O,X
