sequence,v115@3gD8HeA8IeC8AeB8CeD8AeC8AeE8KeK/IvhFGbBXeB?UgBThB5oBlqB,v115@3gD8HeA8IeC8AeB8CeD8AeC8AeE8Ke06IvhF6gBXeB?2kBThB5oBlqB,v115@3gD8HeA8IeC8AeB8CeD8AeC8AeE8KeO/IvhF0bBXeB?zfBSmB5oBlqB,v115@3gD8HeA8IeC8AeB8CeD8AeC8AeE8KeT6IvhFXeBlgB?cmB5oBmkB6qB,v115@3gD8HeA8IeC8AeB8CeD8AeC8AeE8Kex6IvhFTfBlgB?cmBGjB/qB6tB,v115@3gD8HeA8IeC8AeB8CeD8AeC8AeE8KeT6IvhFXeBykB?GhB5oB0gBlqB,v115@3gD8HeA8IeC8AeB8CeD8AeC8AeE8Ke1AJvhFXeBTfB?cmB5oB6qBmpB
SIJOTZL,X,O,O,O,X,X,X
SIJOLTZ,O,X,O,X,X,O,X
SIJOLZT,O,O,O,O,X,O,X
SIJOZTL,X,O,O,O,O,X,X
SIJOZLT,X,O,O,O,X,X,O
SIZTLJO,O,O,O,O,X,O,O
SIZTLOJ,O,X,O,X,X,O,O
SIZTJLO,X,O,O,O,X,O,X
SIZTJOL,X,O,O,O,O,X,X
SIZTOLJ,O,O,O,X,O,X,O
SIZTOJL,X,O,O,O,O,X,X
SIZLTJO,O,X,O,O,X,X,O
SIZLTOJ,O,X,O,X,X,X,O
SIZLJTO,O,X,O,O,X,X,O
SIZLJOT,O,X,O,O,X,O,O
SIZLOTJ,O,X,O,X,X,X,O
SIZLOJT,O,X,O,X,X,O,O
SIZJTLO,X,O,O,O,X,O,X
SIZJTOL,X,O,O,O,O,X,X
SIZJLTO,X,O,O,O,X,X,O
SIZJLOT,X,O,O,O,X,O,O
SIZJOTL,X,X,O,O,O,X,X
SIZJOLT,X,O,O,O,X,X,O
SIZOTLJ,O,O,X,X,O,X,O
SIZOTJL,X,O,O,O,O,X,X
SIZOLTJ,O,X,O,X,X,X,O
SIZOLJT,O,X,O,X,X,X,O
SIZOJTL,X,O,O,O,O,X,X
SIZOJLT,X,O,O,O,X,X,O
SIOTLJZ,O,O,O,X,X,O,X
SIOTLZJ,O,O,O,X,X,O,X
SIOTJLZ,O,O,O,X,X,O,X
SIOTJZL,X,O,O,X,X,X,X
SIOTZLJ,O,O,O,X,X,X,O
SIOTZJL,X,O,O,X,X,X,X
SIOLTJZ,O,O,O,X,X,O,X
SIOLTZJ,O,O,O,X,X,X,X
SIOLJTZ,O,X,O,X,X,O,X
SIOLJZT,O,O,O,X,X,O,X
SIOLZTJ,O,X,O,X,X,X,O
SIOLZJT,O,X,O,X,X,O,O
SIOJTLZ,O,O,O,X,X,O,X
SIOJTZL,X,O,O,O,X,X,X
SIOJLTZ,O,X,O,X,X,O,X
SIOJLZT,O,O,O,O,X,O,X
SIOJZTL,X,O,O,O,O,X,X
SIOJZLT,X,O,O,O,X,X,O
SIOZTLJ,O,O,X,X,O,X,O
SIOZTJL,X,O,O,O,O,X,X
SIOZLTJ,O,X,O,X,X,X,O
SIOZLJT,O,X,O,X,X,X,O
SIOZJTL,X,O,O,O,O,X,X
SIOZJLT,X,O,O,O,X,X,O
SLTIJZO,O,O,O,X,X,X,X
SLTIJOZ,O,X,X,X,X,X,X
SLTIZJO,O,X,O,X,X,X,X
SLTIZOJ,O,X,O,X,X,X,X
SLTIOJZ,O,X,O,X,X,X,X
SLTIOZJ,O,X,O,X,X,X,X
SLTJIZO,X,O,O,X,X,X,X
SLTJIOZ,X,X,X,X,X,X,X
SLTJZIO,O,O,O,X,X,X,X
SLTJZOI,O,O,O,X,X,X,X
SLTJOIZ,X,X,O,X,X,X,X
SLTJOZI,O,O,O,X,X,X,X
SLTZIJO,O,X,O,X,X,X,X
SLTZIOJ,O,X,O,X,X,X,X
SLTZJIO,O,O,O,X,X,X,X
SLTZJOI,O,O,O,X,X,X,X
SLTZOIJ,O,X,O,X,X,X,X
SLTZOJI,O,X,O,X,X,X,X
SLTOIJZ,O,O,O,X,X,X,X
SLTOIZJ,O,X,O,X,X,X,X
SLTOJIZ,X,O,O,X,X,X,X
SLTOJZI,O,O,O,X,X,X,X
SLTOZIJ,O,X,O,X,X,X,X
SLTOZJI,O,O,O,X,X,X,X
SLITJZO,O,X,O,X,X,X,X
SLITJOZ,O,X,X,X,X,O,X
SLITZJO,O,X,O,X,X,X,X
SLITZOJ,O,X,O,X,X,X,X
SLITOJZ,O,X,O,X,X,O,X
SLITOZJ,O,X,O,X,X,X,X
SLIJTZO,O,X,O,X,X,X,X
SLIJTOZ,O,X,X,X,X,O,X
SLIJZTO,O,X,O,X,X,X,X
SLIJZOT,O,X,O,X,X,O,X
SLIJOTZ,O,X,O,X,X,O,X
SLIJOZT,O,X,O,X,X,O,X
SLIZTJO,O,X,O,X,X,X,X
SLIZTOJ,O,X,O,X,X,X,X
SLIZJTO,O,X,O,X,X,X,X
SLIZJOT,O,X,O,X,X,O,X
SLIZOTJ,O,X,O,X,X,X,X
SLIZOJT,O,X,O,X,X,O,X
SLIOTJZ,O,X,O,X,X,O,X
SLIOTZJ,O,X,O,X,X,X,X
SLIOJTZ,O,X,O,X,X,O,X
SLIOJZT,O,X,O,X,X,O,X
SLIOZTJ,O,X,O,X,X,X,X
SLIOZJT,O,X,O,X,X,O,X
SLJTIZO,X,O,O,X,X,X,X
SLJTIOZ,X,X,X,X,X,X,X
SLJTZIO,O,O,O,X,X,X,X
SLJTZOI,O,O,O,X,X,X,X
SLJTOIZ,X,X,O,X,X,X,X
SLJTOZI,O,O,O,X,X,X,X
SLJITZO,X,X,O,X,X,X,X
SLJITOZ,X,X,X,X,X,O,X
SLJIZTO,X,X,O,X,X,X,X
SLJIZOT,X,X,O,X,X,O,X
SLJIOTZ,X,X,X,X,X,O,X
SLJIOZT,X,X,O,X,X,O,X
SLJZTIO,O,O,O,X,X,X,X
SLJZTOI,O,O,O,X,O,X,X
SLJZITO,O,O,O,X,X,X,X
SLJZIOT,O,O,O,X,X,X,X
SLJZOTI,O,O,O,X,O,X,X
SLJZOIT,O,O,O,X,X,X,X
SLJOTIZ,X,X,X,X,X,X,X
SLJOTZI,O,X,O,X,X,X,X
SLJOITZ,X,X,X,X,X,O,X
SLJOIZT,X,X,O,X,X,O,X
SLJOZTI,O,X,O,X,O,X,X
SLJOZIT,O,X,O,X,X,X,X
SLZTIJO,O,X,X,X,X,X,X
SLZTIOJ,X,X,X,X,X,X,X
SLZTJIO,O,X,O,X,X,X,X
SLZTJOI,O,X,O,X,O,X,X
SLZTOIJ,O,X,X,X,O,X,X
SLZTOJI,O,X,O,X,O,X,X
SLZITJO,O,X,O,X,X,X,X
SLZITOJ,X,X,O,X,X,X,X
SLZIJTO,O,X,O,X,X,X,X
SLZIJOT,O,X,O,X,X,X,X
SLZIOTJ,X,X,O,X,X,X,X
SLZIOJT,O,X,O,X,X,X,X
SLZJTIO,O,X,O,X,X,X,X
SLZJTOI,O,X,O,X,O,X,X
SLZJITO,O,X,O,X,X,X,X
SLZJIOT,O,X,O,X,X,X,X
SLZJOTI,O,X,O,X,O,X,X
SLZJOIT,O,X,O,X,X,X,X
SLZOTIJ,O,X,X,X,O,X,X
SLZOTJI,O,X,O,X,O,X,X
SLZOITJ,X,X,O,X,X,X,X
SLZOIJT,O,X,O,X,X,X,X
SLZOJTI,O,X,O,X,O,X,X
SLZOJIT,O,X,O,X,X,X,X
SLOTIJZ,O,O,X,X,X,X,X
SLOTIZJ,O,X,X,X,X,X,X
SLOTJIZ,X,O,X,X,X,X,X
SLOTJZI,O,O,O,X,X,X,X
SLOTZIJ,O,X,X,X,X,X,X
SLOTZJI,O,O,O,X,X,X,X
SLOITJZ,O,X,O,X,X,O,X
SLOITZJ,O,X,O,X,X,X,X
SLOIJTZ,O,X,O,X,X,O,X
SLOIJZT,O,X,O,X,X,O,X
SLOIZTJ,O,X,O,X,X,X,X
SLOIZJT,O,X,O,X,X,O,X
SLOJTIZ,X,X,X,X,X,X,X
SLOJTZI,O,X,O,X,X,X,X
SLOJITZ,X,X,O,X,X,O,X
SLOJIZT,X,X,O,X,X,O,X
SLOJZTI,O,O,O,X,O,X,X
SLOJZIT,O,O,O,X,X,X,X
SLOZTIJ,O,X,X,X,O,X,X
SLOZTJI,O,X,O,X,O,X,X
SLOZITJ,O,X,O,X,X,X,X
SLOZIJT,O,X,O,X,X,X,X
SLOZJTI,O,X,O,X,O,X,X
SLOZJIT,O,X,O,X,X,X,X
SJTILZO,X,O,O,X,X,O,X
SJTILOZ,X,O,O,X,X,O,X
SJTIZLO,X,O,O,X,X,O,X
SJTIZOL,X,O,O,X,X,X,X
SJTIOLZ,X,O,O,X,X,O,X
SJTIOZL,X,O,O,X,X,X,X
SJTLIZO,X,O,O,X,X,O,X
SJTLIOZ,X,O,O,X,X,O,X
SJTLZIO,O,O,O,X,X,X,X
SJTLZOI,O,O,O,X,X,X,X
SJTLOIZ,X,X,O,X,X,O,X
SJTLOZI,O,O,O,X,X,X,X
SJTZILO,X,O,X,X,X,X,X
SJTZIOL,X,O,X,X,O,X,X
SJTZLIO,X,O,O,X,X,X,X
SJTZLOI,X,O,O,X,O,X,X
SJTZOIL,X,X,O,X,O,X,X
SJTZOLI,X,O,O,X,O,X,X
SJTOILZ,X,O,O,X,X,X,X
SJTOIZL,X,O,O,X,X,X,X
SJTOLIZ,X,O,O,X,X,X,X
SJTOLZI,O,O,O,X,X,X,X
SJTOZIL,X,O,O,X,O,X,X
SJTOZLI,X,O,O,X,O,X,X
SJITLZO,X,O,O,X,X,O,X
SJITLOZ,X,O,O,X,X,O,X
SJITZLO,X,O,O,O,X,O,X
SJITZOL,X,O,O,O,X,X,X
SJITOLZ,X,O,O,X,X,O,X
SJITOZL,X,O,O,O,X,X,X
SJILTZO,X,O,O,X,X,O,X
SJILTOZ,X,O,O,X,X,O,X
SJILZTO,X,O,O,O,X,X,X
SJILZOT,X,O,O,O,X,O,X
SJILOTZ,X,X,O,X,X,O,X
SJILOZT,X,X,O,O,X,O,X
SJIZTLO,X,O,O,O,X,O,X
SJIZTOL,X,O,O,O,O,X,X
SJIZLTO,X,O,O,O,X,X,X
SJIZLOT,X,O,O,O,X,O,X
SJIZOTL,X,X,O,O,O,X,X
SJIZOLT,X,O,O,O,X,X,X
SJIOTLZ,X,O,O,X,X,O,X
SJIOTZL,X,O,O,O,X,X,X
SJIOLTZ,X,X,O,X,X,O,X
SJIOLZT,X,X,O,O,X,O,X
SJIOZTL,X,X,O,O,O,X,X
SJIOZLT,X,O,O,O,X,X,X
SJLTIZO,X,O,O,X,X,X,X
SJLTIOZ,X,X,X,X,X,X,X
SJLTZIO,O,O,O,X,X,X,X
SJLTZOI,O,O,O,X,X,X,X
SJLTOIZ,X,X,O,X,X,X,X
SJLTOZI,O,O,O,X,X,X,X
SJLITZO,X,X,O,X,X,X,X
SJLITOZ,X,X,X,X,X,O,X
SJLIZTO,X,X,O,X,X,X,X
SJLIZOT,X,X,O,X,X,O,X
SJLIOTZ,X,X,X,X,X,O,X
SJLIOZT,X,X,O,X,X,O,X
SJLZTIO,O,O,O,X,X,X,X
SJLZTOI,O,O,O,X,O,X,X
SJLZITO,O,O,O,X,X,X,X
SJLZIOT,O,O,O,X,X,X,X
SJLZOTI,O,O,O,X,O,X,X
SJLZOIT,O,O,O,X,X,X,X
SJLOTIZ,X,X,X,X,X,X,X
SJLOTZI,O,X,O,X,X,X,X
SJLOITZ,X,X,X,X,X,O,X
SJLOIZT,X,X,O,X,X,O,X
SJLOZTI,O,X,O,X,O,X,X
SJLOZIT,O,X,O,X,X,X,X
SJZTILO,X,O,X,O,X,X,X
SJZTIOL,X,X,X,O,O,X,X
SJZTLIO,X,O,O,X,X,X,X
SJZTLOI,X,O,O,X,O,X,X
SJZTOIL,X,X,O,O,O,X,X
SJZTOLI,X,O,O,X,O,X,X
SJZITLO,X,O,X,O,X,X,X
SJZITOL,X,X,X,O,O,X,X
SJZILTO,X,O,X,O,X,X,X
SJZILOT,X,O,X,O,X,X,X
SJZIOTL,X,X,X,O,O,X,X
SJZIOLT,X,O,X,O,X,X,X
SJZLTIO,X,O,O,X,X,X,X
SJZLTOI,X,O,O,X,O,X,X
SJZLITO,X,O,O,X,X,X,X
SJZLIOT,X,O,O,X,X,X,X
SJZLOTI,X,O,O,X,O,X,X
SJZLOIT,X,O,O,X,X,X,X
SJZOTIL,X,X,O,O,O,X,X
SJZOTLI,X,X,O,X,O,X,X
SJZOITL,X,X,O,O,O,X,X
SJZOILT,X,X,O,O,X,X,X
SJZOLTI,X,O,O,X,O,X,X
SJZOLIT,X,O,O,X,X,X,X
SJOTILZ,X,O,O,X,X,X,X
SJOTIZL,X,O,O,X,X,X,X
SJOTLIZ,X,O,O,X,X,X,X
SJOTLZI,O,O,O,X,X,X,X
SJOTZIL,X,O,O,X,O,X,X
SJOTZLI,X,O,O,X,O,X,X
SJOITLZ,X,X,O,X,X,X,X
SJOITZL,X,X,O,O,X,X,X
SJOILTZ,X,X,O,X,X,X,X
SJOILZT,X,X,O,O,X,X,X
SJOIZTL,X,X,O,O,O,X,X
SJOIZLT,X,O,O,O,X,X,X
SJOLTIZ,X,X,X,X,X,X,X
SJOLTZI,O,X,O,X,X,X,X
SJOLITZ,X,X,O,X,X,X,X
SJOLIZT,X,X,O,X,X,X,X
SJOLZTI,O,O,O,X,O,X,X
SJOLZIT,O,O,O,X,X,X,X
SJOZTIL,X,X,O,O,O,X,X
SJOZTLI,X,O,O,X,O,X,X
SJOZITL,X,X,O,O,O,X,X
SJOZILT,X,O,O,O,X,X,X
SJOZLTI,X,O,O,X,O,X,X
SJOZLIT,X,O,O,X,X,X,X
SZTILJO,X,X,X,O,X,X,X
SZTILOJ,X,X,X,X,X,X,X
SZTIJLO,X,X,X,O,X,X,X
SZTIJOL,X,X,X,O,O,X,X
SZTIOLJ,X,X,X,X,O,X,X
SZTIOJL,X,X,X,O,O,X,X
SZTLIJO,O,X,O,X,X,X,X
SZTLIOJ,X,X,O,X,X,X,X
SZTLJIO,O,O,O,X,X,X,X
SZTLJOI,O,O,O,X,O,X,X
SZTLOIJ,O,X,O,X,O,X,X
SZTLOJI,O,X,O,X,O,X,X
SZTJILO,X,O,X,O,X,X,X
SZTJIOL,X,X,X,O,O,X,X
SZTJLIO,X,O,O,X,X,X,X
SZTJLOI,X,O,O,X,O,X,X
SZTJOIL,X,X,O,O,O,X,X
SZTJOLI,X,O,O,X,O,X,X
SZTOILJ,X,X,X,X,O,X,X
SZTOIJL,X,X,O,X,O,X,X
SZTOLIJ,O,X,O,X,O,X,X
SZTOLJI,O,O,O,X,O,X,X
SZTOJIL,X,O,O,X,O,X,X
SZTOJLI,X,O,O,X,O,X,X
SZITLJO,X,X,X,O,X,X,O
SZITLOJ,X,X,X,X,X,X,O
SZITJLO,X,X,X,O,X,X,X
SZITJOL,X,X,X,O,O,X,X
SZITOLJ,X,X,X,X,O,X,O
SZITOJL,X,X,X,O,O,X,X
SZILTJO,X,X,X,O,X,X,O
SZILTOJ,X,X,X,X,X,X,O
SZILJTO,X,X,X,O,X,X,O
SZILJOT,X,X,X,O,X,X,O
SZILOTJ,X,X,X,X,X,X,O
SZILOJT,X,X,X,X,X,X,O
SZIJTLO,X,X,X,O,X,X,X
SZIJTOL,X,X,X,O,O,X,X
SZIJLTO,X,X,X,O,X,X,O
SZIJLOT,X,X,X,O,X,X,O
SZIJOTL,X,X,X,O,O,X,X
SZIJOLT,X,X,X,O,X,X,O
SZIOTLJ,X,X,X,X,O,X,O
SZIOTJL,X,X,X,O,O,X,X
SZIOLTJ,X,X,X,X,X,X,O
SZIOLJT,X,X,X,X,X,X,O
SZIOJTL,X,X,X,O,O,X,X
SZIOJLT,X,X,X,O,X,X,O
SZLTIJO,O,X,X,X,X,X,O
SZLTIOJ,X,X,X,X,X,X,O
SZLTJIO,O,X,O,X,X,X,X
SZLTJOI,O,X,O,X,O,X,X
SZLTOIJ,O,X,X,X,O,X,O
SZLTOJI,O,X,O,X,O,X,X
SZLITJO,X,X,X,X,X,X,O
SZLITOJ,X,X,X,X,X,X,O
SZLIJTO,O,X,O,X,X,X,O
SZLIJOT,O,X,O,X,X,X,O
SZLIOTJ,X,X,X,X,X,X,O
SZLIOJT,X,X,O,X,X,X,O
SZLJTIO,O,X,O,X,X,X,X
SZLJTOI,O,X,O,X,O,X,X
SZLJITO,O,X,O,X,X,X,X
SZLJIOT,O,X,O,X,X,X,X
SZLJOTI,O,X,O,X,O,X,X
SZLJOIT,O,X,O,X,X,X,X
SZLOTIJ,O,X,X,X,O,X,X
SZLOTJI,O,X,O,X,O,X,X
SZLOITJ,X,X,X,X,X,X,O
SZLOIJT,O,X,O,X,X,X,O
SZLOJTI,O,X,O,X,O,X,X
SZLOJIT,O,X,O,X,X,X,X
SZJTILO,X,O,X,O,X,X,X
SZJTIOL,X,X,X,O,O,X,X
SZJTLIO,X,O,O,X,X,X,X
SZJTLOI,X,O,O,X,O,X,X
SZJTOIL,X,X,O,O,O,X,X
SZJTOLI,X,O,O,X,O,X,X
SZJITLO,X,X,X,O,X,X,X
SZJITOL,X,X,X,O,O,X,X
SZJILTO,X,O,X,O,X,X,X
SZJILOT,X,O,X,O,X,X,X
SZJIOTL,X,X,X,O,O,X,X
SZJIOLT,X,X,X,O,X,X,X
SZJLTIO,X,O,O,X,X,X,X
SZJLTOI,X,O,O,X,O,X,X
SZJLITO,X,O,O,X,X,X,X
SZJLIOT,X,O,O,X,X,X,X
SZJLOTI,X,O,O,X,O,X,X
SZJLOIT,X,O,O,X,X,X,X
SZJOTIL,X,X,O,O,O,X,X
SZJOTLI,X,X,O,X,O,X,X
SZJOITL,X,X,O,O,O,X,X
SZJOILT,X,X,O,O,X,X,X
SZJOLTI,X,O,O,X,O,X,X
SZJOLIT,X,O,O,X,X,X,X
SZOTILJ,X,X,X,X,O,X,X
SZOTIJL,X,X,X,X,O,X,X
SZOTLIJ,O,X,X,X,O,X,X
SZOTLJI,O,O,X,X,O,X,X
SZOTJIL,X,O,O,X,O,X,X
SZOTJLI,X,O,O,X,O,X,X
SZOITLJ,X,X,X,X,O,X,O
SZOITJL,X,X,X,X,O,X,X
SZOILTJ,X,X,X,X,X,X,O
SZOILJT,X,X,X,X,X,X,O
SZOIJTL,X,X,O,X,O,X,X
SZOIJLT,X,X,O,X,X,X,O
SZOLTIJ,O,X,X,X,O,X,X
SZOLTJI,O,X,O,X,O,X,X
SZOLITJ,X,X,X,X,X,X,O
SZOLIJT,O,X,O,X,X,X,O
SZOLJTI,O,X,O,X,O,X,X
SZOLJIT,O,X,O,X,X,X,X
SZOJTIL,X,X,O,X,O,X,X
SZOJTLI,X,O,O,X,O,X,X
SZOJITL,X,X,O,X,O,X,X
SZOJILT,X,O,O,X,X,X,X
SZOJLTI,X,O,O,X,O,X,X
SZOJLIT,X,O,O,X,X,X,X
SOTILJZ,O,O,O,X,X,X,X
SOTILZJ,O,O,O,X,X,X,X
SOTIJLZ,O,O,O,X,X,X,X
SOTIJZL,X,O,O,X,X,X,X
SOTIZLJ,O,O,X,X,X,X,X
SOTIZJL,X,O,O,X,X,X,X
SOTLIJZ,O,O,O,X,X,X,X
SOTLIZJ,O,O,O,X,X,X,X
SOTLJIZ,X,O,O,X,X,X,X
SOTLJZI,O,O,O,X,X,X,X
SOTLZIJ,O,X,O,X,X,X,X
SOTLZJI,O,O,O,X,X,X,X
SOTJILZ,X,O,O,X,X,X,X
SOTJIZL,X,O,O,X,X,X,X
SOTJLIZ,X,O,O,X,X,X,X
SOTJLZI,O,O,O,X,X,X,X
SOTJZIL,X,O,O,X,O,X,X
SOTJZLI,X,O,O,X,O,X,X
SOTZILJ,X,X,X,X,O,X,X
SOTZIJL,X,X,O,X,O,X,X
SOTZLIJ,O,X,O,X,O,X,X
SOTZLJI,O,O,O,X,O,X,X
SOTZJIL,X,O,O,X,O,X,X
SOTZJLI,X,O,O,X,O,X,X
SOITLJZ,O,O,O,X,X,X,X
SOITLZJ,O,O,O,X,X,X,X
SOITJLZ,O,O,O,X,X,X,X
SOITJZL,X,O,O,X,X,X,X
SOITZLJ,O,O,X,X,X,X,O
SOITZJL,X,O,O,X,X,X,X
SOILTJZ,O,O,O,X,X,X,X
SOILTZJ,O,O,O,X,X,X,X
SOILJTZ,O,X,O,X,X,X,X
SOILJZT,O,O,O,X,X,X,X
SOILZTJ,O,X,O,X,X,X,O
SOILZJT,O,X,O,X,X,X,O
SOIJTLZ,O,O,O,X,X,X,X
SOIJTZL,X,O,O,X,X,X,X
SOIJLTZ,O,X,O,X,X,X,X
SOIJLZT,O,O,O,X,X,X,X
SOIJZTL,X,O,O,X,O,X,X
SOIJZLT,X,O,O,X,X,X,O
SOIZTLJ,O,O,X,X,O,X,O
SOIZTJL,X,O,O,X,O,X,X
SOIZLTJ,O,X,O,X,X,X,O
SOIZLJT,O,X,O,X,X,X,O
SOIZJTL,X,O,O,X,O,X,X
SOIZJLT,X,O,O,X,X,X,O
SOLTIJZ,O,O,X,X,X,X,X
SOLTIZJ,O,X,X,X,X,X,X
SOLTJIZ,X,O,X,X,X,X,X
SOLTJZI,O,O,O,X,X,X,X
SOLTZIJ,O,X,X,X,X,X,X
SOLTZJI,O,O,O,X,X,X,X
SOLITJZ,O,X,O,X,X,X,X
SOLITZJ,O,X,O,X,X,X,X
SOLIJTZ,O,X,O,X,X,X,X
SOLIJZT,O,X,O,X,X,X,X
SOLIZTJ,O,X,O,X,X,X,X
SOLIZJT,O,X,O,X,X,X,X
SOLJTIZ,X,X,X,X,X,X,X
SOLJTZI,O,X,O,X,X,X,X
SOLJITZ,X,X,O,X,X,X,X
SOLJIZT,X,X,O,X,X,X,X
SOLJZTI,O,O,O,X,O,X,X
SOLJZIT,O,O,O,X,X,X,X
SOLZTIJ,O,X,X,X,O,X,X
SOLZTJI,O,X,O,X,O,X,X
SOLZITJ,O,X,O,X,X,X,X
SOLZIJT,O,X,O,X,X,X,X
SOLZJTI,O,X,O,X,O,X,X
SOLZJIT,O,X,O,X,X,X,X
SOJTILZ,X,O,O,X,X,X,X
SOJTIZL,X,O,O,X,X,X,X
SOJTLIZ,X,O,O,X,X,X,X
SOJTLZI,O,O,O,X,X,X,X
SOJTZIL,X,O,O,X,O,X,X
SOJTZLI,X,O,O,X,O,X,X
SOJITLZ,X,X,O,X,X,X,X
SOJITZL,X,O,O,X,X,X,X
SOJILTZ,X,X,O,X,X,X,X
SOJILZT,X,O,O,X,X,X,X
SOJIZTL,X,O,O,X,O,X,X
SOJIZLT,X,O,O,X,X,X,X
SOJLTIZ,X,X,X,X,X,X,X
SOJLTZI,O,X,O,X,X,X,X
SOJLITZ,X,X,O,X,X,X,X
SOJLIZT,X,X,O,X,X,X,X
SOJLZTI,O,O,O,X,O,X,X
SOJLZIT,O,O,O,X,X,X,X
SOJZTIL,X,X,O,X,O,X,X
SOJZTLI,X,O,O,X,O,X,X
SOJZITL,X,O,O,X,O,X,X
SOJZILT,X,O,O,X,X,X,X
SOJZLTI,X,O,O,X,O,X,X
SOJZLIT,X,O,O,X,X,X,X
SOZTILJ,X,X,X,X,O,X,X
SOZTIJL,X,X,X,X,O,X,X
SOZTLIJ,O,X,X,X,O,X,X
SOZTLJI,O,O,X,X,O,X,X
SOZTJIL,X,O,O,X,O,X,X
SOZTJLI,X,O,O,X,O,X,X
SOZITLJ,X,X,X,X,O,X,O
SOZITJL,X,X,O,X,O,X,X
SOZILTJ,X,X,X,X,X,X,O
SOZILJT,X,X,O,X,X,X,O
SOZIJTL,X,X,O,X,O,X,X
SOZIJLT,X,X,O,X,X,X,O
SOZLTIJ,O,X,X,X,O,X,X
SOZLTJI,O,X,O,X,O,X,X
SOZLITJ,X,X,X,X,X,X,O
SOZLIJT,O,X,O,X,X,X,O
SOZLJTI,O,X,O,X,O,X,X
SOZLJIT,O,X,O,X,X,X,X
SOZJTIL,X,X,O,X,O,X,X
SOZJTLI,X,O,O,X,O,X,X
SOZJITL,X,X,O,X,O,X,X
SOZJILT,X,O,O,X,X,X,X
SOZJLTI,X,O,O,X,O,X,X
SOZJLIT,X,O,O,X,X,X,X
ZTILJSO,O,O,O,O,X,O,O
ZTILJOS,O,O,O,O,X,O,O
ZTILSJO,O,O,O,O,X,O,O
ZTILSOJ,O,X,O,X,X,O,O
ZTILOJS,O,X,O,X,X,O,O
ZTILOSJ,O,X,O,X,X,O,O
ZTIJLSO,X,O,O,O,X,O,X
ZTIJLOS,X,O,O,O,X,O,X
ZTIJSLO,X,O,O,O,X,O,X
ZTIJSOL,X,O,O,O,X,X,X
ZTIJOLS,X,O,O,O,X,X,X
ZTIJOSL,X,O,O,O,O,X,X
ZTISLJO,O,O,O,O,X,O,O
ZTISLOJ,O,X,O,X,X,O,O
ZTISJLO,X,O,O,O,X,O,X
ZTISJOL,X,O,O,O,X,X,X
ZTISOLJ,O,O,O,X,X,X,O
ZTISOJL,X,O,O,O,X,X,X
ZTIOLJS,O,O,O,X,X,X,O
ZTIOLSJ,O,O,O,X,X,X,O
ZTIOJLS,X,O,O,O,X,X,X
ZTIOJSL,X,O,O,O,O,X,X
ZTIOSLJ,O,O,O,X,X,X,O
ZTIOSJL,X,O,O,O,X,X,X
ZTLIJSO,O,O,O,O,X,O,O
ZTLIJOS,O,O,O,O,X,O,O
ZTLISJO,O,O,O,O,X,O,O
ZTLISOJ,O,X,O,X,X,O,O
ZTLIOJS,O,X,O,X,X,O,O
ZTLIOSJ,O,X,O,X,X,O,O
ZTLJISO,O,O,O,O,X,O,O
ZTLJIOS,O,O,O,O,X,O,O
ZTLJSIO,O,O,O,X,X,X,X
ZTLJSOI,O,O,O,X,X,X,X
ZTLJOIS,O,O,O,O,X,O,O
ZTLJOSI,O,O,O,X,O,X,X
ZTLSIJO,O,X,O,X,X,X,O
ZTLSIOJ,O,X,O,X,X,X,O
ZTLSJIO,O,O,O,X,X,X,X
ZTLSJOI,O,O,O,X,X,X,X
ZTLSOIJ,O,X,O,X,X,X,O
ZTLSOJI,O,X,O,X,X,X,X
ZTLOIJS,O,X,O,X,X,O,O
ZTLOISJ,O,X,O,X,X,O,O
ZTLOJIS,O,X,O,X,X,O,O
ZTLOJSI,O,X,O,X,O,X,X
ZTLOSIJ,O,X,O,X,X,X,O
ZTLOSJI,O,X,O,X,X,X,X
ZTJILSO,X,O,O,O,X,O,X
ZTJILOS,X,O,O,O,X,O,X
ZTJISLO,X,O,O,O,X,O,X
ZTJISOL,X,O,O,O,X,X,X
ZTJIOLS,X,O,O,O,X,X,X
ZTJIOSL,X,O,O,O,O,X,X
ZTJLISO,X,O,O,O,X,O,X
ZTJLIOS,X,O,O,O,X,O,X
ZTJLSIO,X,O,O,X,X,X,X
ZTJLSOI,X,O,O,X,X,X,X
ZTJLOIS,X,O,O,O,X,O,X
ZTJLOSI,X,O,O,X,O,X,X
ZTJSILO,X,O,X,O,X,X,X
ZTJSIOL,X,O,X,O,O,X,X
ZTJSLIO,X,O,O,X,X,X,X
ZTJSLOI,X,O,O,X,O,X,X
ZTJSOIL,X,X,O,O,O,X,X
ZTJSOLI,X,O,O,X,O,X,X
ZTJOILS,X,O,O,O,X,X,X
ZTJOISL,X,O,O,O,O,X,X
ZTJOLIS,X,O,O,O,X,X,X
ZTJOLSI,X,O,O,X,O,X,X
ZTJOSIL,X,X,O,O,O,X,X
ZTJOSLI,X,O,O,X,O,X,X
ZTSILJO,X,X,X,O,X,X,X
ZTSILOJ,X,X,X,X,X,X,X
ZTSIJLO,X,X,X,O,X,X,X
ZTSIJOL,X,X,X,O,O,X,X
ZTSIOLJ,X,X,X,X,O,X,X
ZTSIOJL,X,X,X,O,O,X,X
ZTSLIJO,O,X,O,X,X,X,X
