sequence,v115@zgB8FeE8FeC8GeD8EeE8DeC8Jex7IvhFTdB3gBcmBy?nBWwBFsB,v115@zgB8FeE8FeC8GeD8EeE8DeC8Jex7IvhFTdB8nBllBa?sBXrBGrB,v115@zgB8FeE8FeC8GeD8EeE8DeC8Jex7IvhF3gBFiB8nB6?rBOsBzqB,v115@zgB8FeE8FeC8GeD8EeE8DeC8Jex7IvhFOiBFhBziB6?qBcrBXsB,v115@zgB8FeE8FeC8GeD8EeE8DeC8Je07IvhFOiBziBllBx?rBqrBXrB,v115@zgB8FeE8FeC8GeD8EeE8DeC8Jex7IvhFTdB8nBllBm?rB3rBCrB,v115@zgB8FeE8FeC8GeD8EeE8DeC8Jex7IvhFOiBziBllBc?rBXsBCrB,v115@zgB8FeE8FeC8GeD8EeE8DeC8Jex7IvhF0dB1lBmhBq?rB3nBzqB,v115@zgB8FeE8FeC8GeD8EeE8DeC8JeX8IvhFFiB8nBxlB6?qBOsBTrB,v115@zgB8FeE8FeC8GeD8EeE8DeC8Jem7IvhF5hB1lBiiB0?iBzqBXsB,v115@zgB8FeE8FeC8GeD8EeE8DeC8Je07IvhFmiBllBxrBq?rBTnBXrB,v115@zgB8FeE8FeC8GeD8EeE8DeC8Jel7IvhFCdB/mBmiB0?lBTnBRwB,v115@zgB8FeE8FeC8GeD8EeE8DeC8Jex7IvhFeiBfjBllBc?sBTrBCrB,v115@zgB8FeE8FeC8GeD8EeE8DeC8Je07IvhFxcBmiBllBT?nBXrBqrB,v115@zgB8FeE8FeC8GeD8EeE8DeC8JeX8IvhFmiBllBxrBq?rBTnB0qB,v115@zgB8FeE8FeC8GeD8EeE8DeC8Jem7IvhF0dB1lBRnBz?qBCsBfsB,v115@zgB8FeE8FeC8GeD8EeE8DeC8Jex8IvhFmiBllB3mBc?sB6qBTrB,v115@zgB8FeE8FeC8GeD8EeE8DeC8Jex7IvhFmiBllBcrBT?nBCrBXsB,v115@zgB8FeE8FeC8GeD8EeE8DeC8Jem7IvhFXdB1lBziBU?nBSrBRwB,v115@zgB8FeE8FeC8GeD8EeE8DeC8Je07IvhFzcBfjBylBW?wBxrBFsB,v115@zgB8FeE8FeC8GeD8EeE8DeC8Je/BJvhFGdBZnB8nBl?lBTrB6qB,v115@zgB8FeE8FeC8GeD8EeE8DeC8Jem7IvhFaiBfjB1lB5?mBcsBzqB,v115@zgB8FeE8FeC8GeD8EeE8DeC8Jem7IvhFTdB1lBfnB8?nBSrBRwB,v115@zgB8FeE8FeC8GeD8EeE8DeC8Jex7IvhFfjBWnBllBK?nB0rBzqB,v115@zgB8FeE8FeC8GeD8EeE8DeC8JeC9IvhF3gB8qBRnBl?nBzrBmqB
TLZISJO,O,O,O,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
TLZISOJ,O,O,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
TLZIOJS,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLZIOSJ,O,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
TLZJISO,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TLZJIOS,O,O,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLZJSIO,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TLZJSOI,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TLZJOIS,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLZJOSI,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLZSIJO,O,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TLZSIOJ,O,O,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TLZSJIO,O,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TLZSJOI,O,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TLZSOIJ,O,O,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TLZSOJI,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TLZOIJS,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLZOISJ,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X
TLZOJIS,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TLZOJSI,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TLZOSIJ,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
TLZOSJI,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOIJSZ,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TLOIJZS,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
TLOISJZ,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TLOISZJ,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TLOIZJS,O,O,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
TLOIZSJ,O,O,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
TLOJISZ,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TLOJIZS,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
TLOJSIZ,O,X,X,O,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TLOJSZI,O,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TLOJZIS,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TLOJZSI,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOSIJZ,O,X,X,O,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TLOSIZJ,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TLOSJIZ,O,X,X,O,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TLOSJZI,O,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TLOSZIJ,O,X,X,O,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X
TLOSZJI,O,X,X,O,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
TLOZIJS,O,O,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TLOZISJ,O,O,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
TLOZJIS,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TLOZJSI,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOZSIJ,O,O,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
TLOZSJI,O,O,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJILSZO,X,X,X,X,X,X,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X
TJILSOZ,O,X,X,X,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TJILZSO,O,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X
TJILZOS,O,O,X,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJILOSZ,O,X,X,X,O,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
TJILOZS,O,X,X,X,O,X,X,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
TJISLZO,X,O,X,X,X,X,X,O,X,O,O,O,X,X,O,X,X,X,X,O,X,X,O,X,X
TJISLOZ,O,X,X,X,X,X,X,O,X,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X
TJISZLO,O,X,X,X,X,X,X,O,X,O,O,O,X,X,X,X,X,X,X,O,X,O,O,X,X
TJISZOL,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O,X,X
TJISOLZ,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
TJISOZL,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,X,O,O,X,X
TJIZLSO,O,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X
TJIZLOS,O,O,X,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJIZSLO,O,X,X,X,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X,O,X,X,O,X,X
TJIZSOL,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X
TJIZOLS,O,O,X,X,O,O,X,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
TJIZOSL,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X
TJIOLSZ,O,X,X,X,O,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
TJIOLZS,O,X,X,X,O,X,X,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
TJIOSLZ,X,X,X,X,O,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TJIOSZL,X,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X,O,O,X,X
TJIOZLS,O,X,X,X,O,O,X,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
TJIOZSL,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X
TJLISZO,X,X,X,X,X,X,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X
TJLISOZ,O,X,X,X,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TJLIZSO,O,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X
TJLIZOS,O,O,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLIOSZ,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
TJLIOZS,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
TJLSIZO,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLSIOZ,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLSZIO,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TJLSZOI,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TJLSOIZ,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLSOZI,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TJLZISO,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TJLZIOS,O,O,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLZSIO,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLZSOI,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLZOIS,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLZOSI,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLOISZ,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TJLOIZS,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
TJLOSIZ,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TJLOSZI,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TJLOZIS,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TJLOZSI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSILZO,X,O,X,X,X,X,X,O,X,O,O,X,X,X,O,X,X,X,X,O,X,X,O,X,X
TJSILOZ,O,X,X,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
TJSIZLO,O,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,O,X,O,O,X,X
TJSIZOL,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O,X,X
TJSIOLZ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
TJSIOZL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O,O,X,X
TJSLIZO,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSLIOZ,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSLZIO,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TJSLZOI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TJSLOIZ,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSLOZI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TJSZILO,O,X,X,X,X,O,X,O,X,O,O,X,O,X,X,X,X,X,X,O,X,O,O,X,X
TJSZIOL,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O,O,X,X
TJSZLIO,O,O,X,X,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
TJSZLOI,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
TJSZOIL,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
TJSZOLI,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
TJSOILZ,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TJSOIZL,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
TJSOLIZ,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TJSOLZI,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
TJSOZIL,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
TJSOZLI,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X
TJZILSO,O,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X
TJZILOS,O,O,X,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZISLO,O,X,X,X,X,O,X,O,X,X,O,O,X,X,X,X,O,X,X,O,X,X,O,X,X
TJZISOL,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X,X,O,X,X
TJZIOLS,O,O,X,X,O,O,X,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
TJZIOSL,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X
TJZLISO,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TJZLIOS,O,O,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZLSIO,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TJZLSOI,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TJZLOIS,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZLOSI,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZSILO,O,X,X,X,X,O,X,O,X,O,O,O,X,X,X,X,O,X,X,O,X,O,O,X,X
TJZSIOL,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X,O,O,X,X
TJZSLIO,O,O,X,X,X,O,X,O,X,O,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X
TJZSLOI,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X
TJZSOIL,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X
TJZSOLI,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X
TJZOILS,O,O,X,X,O,O,X,O,X,X,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X
TJZOISL,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X
TJZOLIS,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
TJZOLSI,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TJZOSIL,O,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,O,O,X,X,X
TJZOSLI,O,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,O,O,X,X,X,O,X,X,X
TJOILSZ,O,X,X,X,O,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
TJOILZS,O,X,X,X,O,X,X,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
TJOISLZ,X,X,X,X,O,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TJOISZL,X,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X,O,O,X,X
TJOIZLS,O,X,X,X,O,O,X,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
TJOIZSL,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X
TJOLISZ,O,X,X,X,O,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TJOLIZS,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
TJOLSIZ,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TJOLSZI,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TJOLZIS,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TJOLZSI,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOSILZ,X,X,X,X,O,X,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TJOSIZL,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
TJOSLIZ,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TJOSLZI,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
TJOSZIL,X,X,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X
TJOSZLI,X,X,X,X,X,X,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X
TJOZILS,O,X,X,X,O,O,X,O,X,X,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X
TJOZISL,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X
TJOZLIS,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
TJOZLSI,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TJOZSIL,O,X,X,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X
TJOZSLI,O,X,X,X,X,O,X,O,X,O,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X
TSILJZO,X,O,X,O,X,X,X,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X
TSILJOZ,X,X,X,O,X,X,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TSILZJO,X,O,O,O,X,X,X,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X
TSILZOJ,X,O,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
TSILOJZ,O,X,X,O,O,X,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TSILOZJ,O,O,X,X,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSIJLZO,X,O,X,O,X,X,X,O,X,O,O,O,X,X,O,X,X,X,X,O,X,X,O,X,X
TSIJLOZ,O,X,X,O,X,X,X,O,X,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X
TSIJZLO,O,X,X,O,X,X,O,O,X,O,O,O,X,X,X,X,X,X,X,O,X,O,O,X,X
TSIJZOL,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O,X,X
TSIJOLZ,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
TSIJOZL,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,O,O,X,O,O,X,X
TSIZLJO,X,O,O,X,X,X,X,O,X,O,O,O,O,X,O,X,X,X,X,X,X,O,O,X,X
TSIZLOJ,O,O,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X
TSIZJLO,X,X,X,O,X,X,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,O,O,X,X
TSIZJOL,X,X,X,O,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O,O,X,X
TSIZOLJ,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X
TSIZOJL,X,X,X,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O,O,X,X
TSIOLJZ,X,X,X,O,O,X,X,O,X,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X
TSIOLZJ,X,O,O,X,O,X,X,O,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
TSIOJLZ,X,X,X,O,O,X,X,O,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
TSIOJZL,X,X,X,O,X,X,O,O,X,O,X,O,X,X,X,X,X,X,O,X,X,O,O,X,X
TSIOZLJ,X,X,O,X,O,X,X,O,X,O,X,O,O,X,X,X,X,X,O,X,X,O,O,X,X
TSIOZJL,X,X,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,O,X,X,O,O,X,X
TSLIJZO,X,O,X,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TSLIJOZ,X,X,X,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TSLIZJO,X,O,O,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TSLIZOJ,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSLIOJZ,O,X,X,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TSLIOZJ,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSLJIZO,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSLJIOZ,O,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSLJZIO,O,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TSLJZOI,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TSLJOIZ,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSLJOZI,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TSLZIJO,O,O,O,O,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
TSLZIOJ,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TSLZJIO,O,O,O,O,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
TSLZJOI,O,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
TSLZOIJ,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSLZOJI,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TSLOIJZ,O,X,X,O,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSLOIZJ,O,O,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSLOJIZ,O,X,X,O,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSLOJZI,O,X,X,O,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
TSLOZIJ,O,O,X,O,X,X,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X
TSLOZJI,O,O,X,O,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X
TSJILZO,X,O,X,O,X,X,X,O,X,O,O,X,X,X,O,X,X,X,X,O,X,X,O,X,X
TSJILOZ,O,X,X,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
TSJIZLO,O,X,X,O,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X,O,X,O,O,X,X
