sequence,v115@8gA8HeC8DeA8BeC8CeH8BeF8Jei6IvhFUcBRdBFgBT?iBfqBuqB,v115@8gA8HeC8DeA8BeC8CeH8BeF8Jei6IvhFUcBRdBFgBT?iBWqB3qB,v115@8gA8HeC8DeA8BeC8CeH8BeF8Jex6IvhFXcBldB6kB2?lBUiBTqB,v115@8gA8HeC8DeA8BeC8CeH8BeF8Jei6IvhFUcBRdBTiBf?qBllBGqB,v115@8gA8HeC8DeA8BeC8CeH8BeF8Je2/IvhFRbB3dBFhBU?iBClBTqB,v115@8gA8HeC8DeA8BeC8CeH8BeF8Jei6IvhFRdBUgBFhBT?iBfqBuqB,v115@8gA8HeC8DeA8BeC8CeH8BeF8Je2/IvhFXcBldBUiBR?lBClBTqB,v115@8gA8HeC8DeA8BeC8CeH8BeF8Jem6IvhFRdB0fBFhBT?iBSqB3qB,v115@8gA8HeC8DeA8BeC8CeH8BeF8Je2/IvhFRdBFhBTiBC?lB3lBUqB,v115@8gA8HeC8DeA8BeC8CeH8BeF8Jei6IvhFRdBUgBFhBT?iBWqB3qB
LSZOTIJ,O,X,O,O,X,O,X,O,X,X
LSZOTJI,O,X,O,O,X,O,X,O,X,X
LSZOITJ,O,X,O,O,X,O,X,O,X,X
LSZOIJT,O,O,O,O,X,O,X,O,X,X
LSZOJTI,O,X,O,X,X,O,X,O,X,X
LSZOJIT,O,X,O,O,X,O,X,O,X,X
LSOTIJZ,O,X,O,O,O,X,X,X,O,X
LSOTIZJ,O,X,X,O,O,O,X,O,X,X
LSOTJIZ,O,X,O,O,O,X,X,X,O,X
LSOTJZI,O,X,O,O,O,X,X,X,O,X
LSOTZIJ,O,X,X,O,O,O,X,O,X,X
LSOTZJI,O,X,X,O,O,O,X,O,X,X
LSOITJZ,O,X,O,O,O,X,X,X,O,X
LSOITZJ,O,X,X,O,O,O,X,O,X,X
LSOIJTZ,O,O,O,O,O,X,X,X,O,X
LSOIJZT,O,O,O,O,X,O,X,X,X,O
LSOIZTJ,O,X,O,O,X,O,X,O,X,X
LSOIZJT,O,O,O,O,X,O,X,O,X,X
LSOJTIZ,O,O,O,O,O,X,X,X,O,X
LSOJTZI,O,O,O,O,O,X,X,X,O,X
LSOJITZ,O,O,O,O,O,X,X,X,O,X
LSOJIZT,O,O,O,O,X,O,X,X,X,O
LSOJZTI,O,O,O,X,O,O,X,X,X,O
LSOJZIT,O,O,O,O,X,O,X,X,X,O
LSOZTIJ,O,X,O,O,O,O,X,O,X,X
LSOZTJI,O,X,O,O,O,O,X,O,X,X
LSOZITJ,O,X,O,O,X,O,X,O,X,X
LSOZIJT,O,O,O,O,X,O,X,O,X,X
LSOZJTI,O,X,O,X,O,O,X,O,X,X
LSOZJIT,O,X,O,O,X,O,X,O,X,X
LZTIJSO,O,O,O,X,O,X,O,X,X,X
LZTIJOS,O,O,O,X,X,X,X,O,X,X
LZTISJO,O,X,O,O,O,X,O,X,X,X
LZTISOJ,O,X,O,O,X,X,X,X,X,X
LZTIOJS,O,O,O,X,X,X,O,O,X,X
LZTIOSJ,O,X,O,O,X,X,O,O,X,X
LZTJISO,X,X,O,X,O,X,O,X,X,X
LZTJIOS,X,X,O,X,X,X,X,O,X,X
LZTJSIO,X,X,O,X,O,X,O,X,X,X
LZTJSOI,X,X,O,X,O,X,O,O,X,X
LZTJOIS,X,X,O,X,X,X,X,O,O,X
LZTJOSI,X,X,O,X,X,X,X,O,O,X
LZTSIJO,X,X,O,X,O,X,O,X,X,X
LZTSIOJ,X,X,O,X,X,X,X,X,X,X
LZTSJIO,X,X,O,X,O,X,O,X,X,X
LZTSJOI,X,X,O,X,O,X,O,O,X,X
LZTSOIJ,X,X,O,X,X,X,O,O,X,X
LZTSOJI,X,X,O,X,X,X,O,O,X,X
LZTOIJS,O,O,O,X,X,X,O,O,O,X
LZTOISJ,O,X,O,O,X,X,O,O,X,X
LZTOJIS,X,X,O,X,X,X,X,O,O,X
LZTOJSI,X,X,O,X,X,X,O,O,O,X
LZTOSIJ,X,X,O,X,X,X,O,O,X,X
LZTOSJI,X,X,O,X,X,X,O,O,X,X
LZITJSO,O,O,O,X,X,X,O,X,X,X
LZITJOS,O,O,O,X,X,X,X,O,X,X
LZITSJO,O,X,O,O,X,X,O,X,X,X
LZITSOJ,O,X,O,O,X,X,X,X,X,X
LZITOJS,O,O,O,X,X,X,O,O,X,X
LZITOSJ,O,X,O,O,X,X,O,O,X,X
LZIJTSO,O,O,O,X,X,X,O,X,X,X
LZIJTOS,O,O,O,X,X,X,X,O,X,X
LZIJSTO,O,O,O,O,X,X,O,X,X,X
LZIJSOT,O,O,O,O,X,X,X,X,X,X
LZIJOTS,O,O,O,X,X,X,X,O,X,X
LZIJOST,O,O,O,O,X,X,X,O,X,X
LZISTJO,O,X,O,O,X,X,O,X,X,X
LZISTOJ,O,X,O,O,X,X,X,X,X,X
LZISJTO,O,O,O,O,X,X,O,X,X,X
LZISJOT,O,O,O,O,X,X,X,X,X,X
LZISOTJ,O,X,O,O,X,X,X,X,X,X
LZISOJT,O,O,X,O,X,X,X,X,X,X
LZIOTJS,O,O,O,X,X,X,O,O,X,X
LZIOTSJ,O,X,O,O,X,X,O,O,X,X
LZIOJTS,O,O,O,X,X,X,O,O,X,X
LZIOJST,O,O,O,O,X,X,O,O,X,X
LZIOSTJ,O,X,O,O,X,X,O,O,X,X
LZIOSJT,O,O,O,O,X,X,O,O,X,X
LZJTISO,O,O,O,X,O,X,O,X,X,X
LZJTIOS,O,O,O,X,X,X,X,O,X,O
LZJTSIO,X,O,O,X,O,X,O,X,X,X
LZJTSOI,X,O,O,X,O,X,O,O,X,O
LZJTOIS,O,O,O,X,X,X,X,O,O,O
LZJTOSI,X,O,O,X,X,X,X,O,O,O
LZJITSO,O,O,O,X,X,X,O,X,X,X
LZJITOS,O,O,O,X,X,X,X,O,X,O
LZJISTO,O,O,O,O,X,X,O,X,X,X
LZJISOT,O,O,O,O,X,X,X,X,X,X
LZJIOTS,O,O,O,X,X,X,X,O,X,O
LZJIOST,O,O,O,O,X,X,X,O,X,O
LZJSTIO,O,O,O,X,O,X,O,X,X,X
LZJSTOI,O,O,O,X,O,X,O,O,X,O
LZJSITO,O,O,O,X,X,X,X,X,X,X
LZJSIOT,O,O,O,X,X,X,X,X,X,X
LZJSOTI,O,O,O,X,X,X,X,O,X,O
LZJSOIT,O,O,O,X,X,X,X,O,X,O
LZJOTIS,O,O,O,X,X,X,X,O,O,O
LZJOTSI,X,O,O,X,X,X,X,O,O,O
LZJOITS,O,O,O,X,X,X,X,O,O,O
LZJOIST,O,O,O,O,X,X,X,O,X,O
LZJOSTI,O,O,O,X,X,X,X,O,X,O
LZJOSIT,O,O,O,X,X,X,X,O,X,O
LZSTIJO,O,X,O,O,O,X,O,X,X,X
LZSTIOJ,O,X,O,O,X,O,X,X,X,X
LZSTJIO,O,X,O,O,O,X,O,X,X,X
LZSTJOI,O,X,O,O,O,O,O,O,X,X
LZSTOIJ,O,X,O,O,X,O,O,O,X,X
LZSTOJI,O,X,O,O,X,O,O,O,X,X
LZSITJO,O,X,O,O,X,X,O,X,X,X
LZSITOJ,O,X,O,O,X,O,X,X,X,X
LZSIJTO,O,O,O,O,X,X,O,X,X,X
LZSIJOT,O,O,O,O,X,X,X,X,X,X
LZSIOTJ,O,X,O,O,X,O,X,X,X,X
LZSIOJT,O,O,X,O,X,O,X,X,X,X
LZSJTIO,O,X,O,X,O,X,O,X,X,X
LZSJTOI,O,X,O,X,O,O,O,O,X,X
LZSJITO,O,X,O,O,X,X,X,X,X,X
LZSJIOT,O,X,O,O,X,X,X,X,X,X
LZSJOTI,O,X,O,X,X,O,X,O,X,X
LZSJOIT,O,X,O,O,X,O,X,O,X,X
LZSOTIJ,O,X,O,O,X,O,O,O,X,X
LZSOTJI,O,X,O,O,X,O,O,O,X,X
LZSOITJ,O,X,O,O,X,O,O,O,X,X
LZSOIJT,O,O,O,O,X,O,O,O,X,X
LZSOJTI,O,X,O,X,X,O,O,O,X,X
LZSOJIT,O,X,O,O,X,O,X,O,X,X
LZOTIJS,O,O,O,X,X,X,O,O,O,X
LZOTISJ,O,X,O,O,X,X,O,O,X,X
LZOTJIS,X,X,O,X,X,X,X,O,O,X
LZOTJSI,X,X,O,X,X,X,O,O,O,X
LZOTSIJ,X,X,O,X,X,X,O,O,X,X
LZOTSJI,X,X,O,X,X,X,O,O,X,X
LZOITJS,O,O,O,X,X,X,O,O,O,X
LZOITSJ,O,X,O,O,X,X,O,O,X,X
LZOIJTS,O,O,O,X,X,X,O,O,O,O
LZOIJST,O,O,O,O,X,X,O,O,X,O
LZOISTJ,O,X,O,O,X,O,O,O,X,X
LZOISJT,O,O,O,O,X,O,O,O,X,X
LZOJTIS,O,O,O,X,X,X,X,O,O,O
LZOJTSI,X,O,O,X,X,X,O,O,O,O
LZOJITS,O,O,O,X,X,X,X,O,O,O
LZOJIST,O,O,O,O,X,X,X,O,X,O
LZOJSTI,O,O,O,X,X,X,O,O,X,O
LZOJSIT,O,O,O,X,X,X,X,O,X,O
LZOSTIJ,O,X,O,O,X,O,O,O,X,X
LZOSTJI,O,X,O,O,X,O,O,O,X,X
LZOSITJ,O,X,O,O,X,O,O,O,X,X
LZOSIJT,O,O,O,O,X,O,O,O,X,X
LZOSJTI,O,X,O,X,X,O,O,O,X,X
LZOSJIT,O,X,O,O,X,O,X,O,X,X
LOTIJSZ,X,O,O,X,O,X,X,X,O,X
LOTIJZS,O,O,O,X,O,X,X,O,O,O
LOTISJZ,O,X,O,O,O,X,X,X,O,X
LOTISZJ,O,X,X,O,O,O,X,O,X,X
LOTIZJS,O,O,O,X,O,X,X,O,O,X
LOTIZSJ,O,X,O,O,O,X,X,O,X,X
LOTJISZ,X,O,O,X,O,X,X,X,O,X
LOTJIZS,O,O,O,X,O,X,X,O,O,O
LOTJSIZ,X,O,O,X,O,X,X,X,O,X
LOTJSZI,X,O,O,X,O,X,X,X,O,X
LOTJZIS,O,O,O,X,O,X,X,O,O,O
LOTJZSI,X,O,O,X,O,X,X,O,O,O
LOTSIJZ,O,X,O,O,O,X,X,X,O,X
LOTSIZJ,O,X,X,O,O,O,X,O,X,X
LOTSJIZ,O,X,O,O,O,X,X,X,O,X
LOTSJZI,O,X,O,O,O,X,X,X,O,X
LOTSZIJ,O,X,X,O,O,O,X,O,X,X
LOTSZJI,O,X,X,O,O,O,X,O,X,X
LOTZIJS,O,O,O,X,O,X,X,O,O,X
LOTZISJ,O,X,O,O,O,X,X,O,X,X
LOTZJIS,X,X,O,X,O,X,X,O,O,X
LOTZJSI,X,X,O,X,O,X,X,O,O,X
LOTZSIJ,X,X,O,X,O,X,X,O,X,X
LOTZSJI,X,X,O,X,O,X,X,O,X,X
LOITJSZ,X,O,O,X,O,X,X,X,O,X
LOITJZS,O,O,O,X,O,X,X,O,O,O
LOITSJZ,O,X,O,O,O,X,X,X,O,X
LOITSZJ,O,X,X,O,O,O,X,O,X,X
LOITZJS,O,O,O,X,O,X,X,O,O,X
LOITZSJ,O,X,O,O,O,X,X,O,X,X
LOIJTSZ,X,O,O,X,O,X,X,X,O,X
LOIJTZS,O,O,O,X,O,X,X,O,O,O
LOIJSTZ,O,O,O,O,O,X,X,X,O,X
LOIJSZT,O,O,O,O,X,O,O,X,X,O
LOIJZTS,O,O,O,X,X,X,O,O,O,O
LOIJZST,O,O,O,O,X,X,O,O,X,O
LOISTJZ,O,X,O,O,O,X,X,X,O,X
LOISTZJ,O,X,X,O,O,O,X,O,X,X
LOISJTZ,O,O,O,O,O,X,X,X,O,X
LOISJZT,O,O,O,O,X,O,O,X,X,O
LOISZTJ,O,X,O,O,X,O,O,O,X,X
LOISZJT,O,O,O,O,X,O,O,O,X,X
LOIZTJS,O,O,O,X,X,X,O,O,O,X
LOIZTSJ,O,X,O,O,X,X,O,O,X,X
LOIZJTS,O,O,O,X,X,X,O,O,O,O
LOIZJST,O,O,O,O,X,X,O,O,X,O
LOIZSTJ,O,X,O,O,X,O,O,O,X,X
LOIZSJT,O,O,O,O,X,O,O,O,X,X
LOJTISZ,X,O,O,X,O,X,X,X,O,X
LOJTIZS,O,O,O,X,O,X,X,O,O,O
LOJTSIZ,X,O,O,X,O,X,X,X,O,X
LOJTSZI,X,O,O,X,O,X,X,X,O,X
LOJTZIS,O,O,O,X,O,X,X,O,O,O
LOJTZSI,X,O,O,X,O,X,X,O,O,O
LOJITSZ,X,O,O,X,O,X,X,X,O,X
LOJITZS,O,O,O,X,O,X,X,O,O,O
LOJISTZ,O,O,O,O,O,X,X,X,O,X
LOJISZT,O,O,O,O,X,O,X,X,X,O
LOJIZTS,O,O,O,X,X,X,X,O,O,O
LOJIZST,O,O,O,O,X,X,X,O,X,O
LOJSTIZ,O,O,O,O,O,X,X,X,O,X
LOJSTZI,O,O,O,O,O,X,X,X,O,X
LOJSITZ,O,O,O,O,O,X,X,X,O,X
LOJSIZT,O,O,O,O,X,O,X,X,X,O
LOJSZTI,O,O,O,X,O,O,X,X,X,O
LOJSZIT,O,O,O,O,X,O,X,X,X,O
LOJZTIS,O,O,O,X,O,X,X,O,O,O
LOJZTSI,X,O,O,X,O,X,O,O,O,O
LOJZITS,O,O,O,X,X,X,X,O,O,O
LOJZIST,O,O,O,O,X,X,X,O,X,O
LOJZSTI,O,O,O,X,O,X,O,O,X,O
LOJZSIT,O,O,O,X,X,X,X,O,X,O
LOSTIJZ,O,X,O,O,O,X,X,X,O,X
LOSTIZJ,O,X,X,O,O,O,X,O,X,X
LOSTJIZ,O,X,O,O,O,X,X,X,O,X
LOSTJZI,O,X,O,O,O,X,X,X,O,X
LOSTZIJ,O,X,X,O,O,O,X,O,X,X
LOSTZJI,O,X,X,O,O,O,X,O,X,X
LOSITJZ,O,X,O,O,O,X,X,X,O,X
LOSITZJ,O,X,X,O,O,O,X,O,X,X
LOSIJTZ,O,O,O,O,O,X,X,X,O,X
LOSIJZT,O,O,O,O,X,O,X,X,X,O
LOSIZTJ,O,X,O,O,X,O,X,O,X,X
LOSIZJT,O,O,O,O,X,O,X,O,X,X
LOSJTIZ,O,O,O,O,O,X,X,X,O,X
LOSJTZI,O,O,O,O,O,X,X,X,O,X
LOSJITZ,O,O,O,O,O,X,X,X,O,X
LOSJIZT,O,O,O,O,X,O,X,X,X,O
LOSJZTI,O,O,O,X,O,O,X,X,X,O
LOSJZIT,O,O,O,O,X,O,X,X,X,O
LOSZTIJ,O,X,O,O,O,O,X,O,X,X
LOSZTJI,O,X,O,O,O,O,X,O,X,X
LOSZITJ,O,X,O,O,X,O,X,O,X,X
LOSZIJT,O,O,O,O,X,O,X,O,X,X
LOSZJTI,O,X,O,X,O,O,X,O,X,X
LOSZJIT,O,X,O,O,X,O,X,O,X,X
LOZTIJS,O,O,O,X,O,X,O,O,O,X
LOZTISJ,O,X,O,O,O,X,O,O,X,X
LOZTJIS,X,X,O,X,O,X,X,O,O,X
LOZTJSI,X,X,O,X,O,X,O,O,O,X
LOZTSIJ,X,X,O,X,O,X,O,O,X,X
LOZTSJI,X,X,O,X,O,X,O,O,X,X
LOZITJS,O,O,O,X,X,X,O,O,O,X
LOZITSJ,O,X,O,O,X,X,O,O,X,X
LOZIJTS,O,O,O,X,X,X,O,O,O,O
LOZIJST,O,O,O,O,X,X,O,O,X,O
LOZISTJ,O,X,O,O,X,O,O,O,X,X
LOZISJT,O,O,O,O,X,O,O,O,X,X
LOZJTIS,O,O,O,X,O,X,X,O,O,O
LOZJTSI,X,O,O,X,O,X,O,O,O,O
LOZJITS,O,O,O,X,X,X,X,O,O,O
LOZJIST,O,O,O,O,X,X,X,O,X,O
LOZJSTI,O,O,O,X,O,X,O,O,X,O
LOZJSIT,O,O,O,X,X,X,X,O,X,O
LOZSTIJ,O,X,O,O,O,O,O,O,X,X
LOZSTJI,O,X,O,O,O,O,O,O,X,X
LOZSITJ,O,X,O,O,X,O,O,O,X,X
LOZSIJT,O,O,O,O,X,O,O,O,X,X
LOZSJTI,O,X,O,X,O,O,O,O,X,X
LOZSJIT,O,X,O,O,X,O,X,O,X,X
JTILSZO,X,O,O,X,O,X,X,X,X,X
JTILSOZ,X,O,O,X,X,X,X,X,X,X
JTILZSO,O,O,O,X,X,X,X,X,X,X
JTILZOS,O,O,X,X,X,X,X,X,X,X
JTILOSZ,X,O,O,X,X,X,X,X,X,X
JTILOZS,X,O,X,X,X,X,X,X,X,X
JTISLZO,O,O,O,X,O,X,X,X,X,X
JTISLOZ,O,O,O,X,O,X,X,X,X,X
JTISZLO,O,O,O,X,O,X,O,X,X,X
JTISZOL,O,O,O,X,O,X,O,X,X,X
JTISOLZ,O,O,O,X,O,X,X,X,X,X
JTISOZL,O,O,O,X,O,X,X,X,X,X
JTIZLSO,O,O,O,X,X,X,O,X,X,X
JTIZLOS,O,O,X,X,X,X,X,X,X,O
JTIZSLO,O,O,O,X,O,X,O,X,X,X
JTIZSOL,O,O,O,X,O,X,O,X,X,X
JTIZOLS,X,O,X,X,X,X,X,X,X,O
JTIZOSL,X,O,O,X,X,X,O,X,X,O
JTIOLSZ,X,O,X,X,X,X,X,X,O,X
JTIOLZS,X,O,X,X,X,X,X,X,O,O
JTIOSLZ,X,O,O,X,X,X,X,X,O,X
JTIOSZL,X,O,O,X,O,X,X,X,X,O
JTIOZLS,X,O,X,X,X,X,X,X,O,O
JTIOZSL,X,O,X,X,X,X,X,X,X,O
JTLISZO,X,O,O,X,O,X,X,X,X,X
JTLISOZ,X,O,O,X,O,X,X,X,X,X
JTLIZSO,O,O,O,X,O,X,X,X,X,X
JTLIZOS,O,O,O,X,X,X,X,X,X,X
JTLIOSZ,X,O,O,X,O,X,X,X,O,X
JTLIOZS,X,O,X,X,X,X,X,X,O,X
JTLSIZO,X,O,O,X,O,X,X,X,X,X
JTLSIOZ,X,O,O,X,O,X,X,X,X,X
JTLSZIO,X,O,O,X,O,X,X,X,X,X
JTLSZOI,X,O,O,X,O,X,X,X,X,X
JTLSOIZ,X,O,O,X,O,X,X,X,O,X
JTLSOZI,X,O,X,X,O,X,X,X,O,X
JTLZISO,O,O,O,X,O,X,X,X,X,X
JTLZIOS,O,O,O,X,X,X,X,O,X,O
JTLZSIO,X,O,O,X,O,X,X,X,X,X
JTLZSOI,X,O,O,X,O,X,X,O,X,O
JTLZOIS,O,O,O,X,X,X,X,O,O,O
JTLZOSI,X,O,O,X,X,X,X,O,O,O
JTLOISZ,X,O,O,X,O,X,X,X,O,X
JTLOIZS,O,O,O,X,X,X,X,O,O,O
JTLOSIZ,X,O,O,X,O,X,X,X,O,X
JTLOSZI,X,O,O,X,O,X,X,X,O,X
JTLOZIS,O,O,O,X,X,X,X,O,O,O
JTLOZSI,X,O,O,X,X,X,X,O,O,O
JTSILZO,O,O,O,X,O,X,X,X,X,X
JTSILOZ,O,O,O,X,O,X,X,X,X,X
JTSIZLO,O,O,O,X,O,X,X,X,X,X
JTSIZOL,O,O,O,X,O,X,X,X,X,X
JTSIOLZ,O,O,O,X,O,X,X,X,X,X
JTSIOZL,O,O,O,X,O,X,X,X,X,X
JTSLIZO,O,O,O,X,O,X,X,X,X,X
JTSLIOZ,O,O,O,X,O,X,X,X,X,X
JTSLZIO,O,O,O,X,O,X,X,X,X,X
JTSLZOI,O,O,O,X,O,X,X,X,X,X
JTSLOIZ,O,O,O,X,O,X,X,X,X,X
JTSLOZI,O,O,X,X,O,X,X,X,X,X
JTSZILO,O,O,O,X,O,X,X,X,X,X
JTSZIOL,O,O,O,X,O,X,X,X,X,X
JTSZLIO,O,O,O,X,O,X,X,X,X,X
JTSZLOI,O,O,O,X,O,O,X,X,X,O
JTSZOIL,O,O,O,X,O,O,X,X,X,O
JTSZOLI,O,O,O,X,O,O,X,X,X,O
JTSOILZ,O,O,O,X,O,X,X,X,O,X
JTSOIZL,O,O,O,X,O,O,X,X,X,O
JTSOLIZ,O,O,O,X,O,X,X,X,O,X
JTSOLZI,O,O,X,X,O,X,X,X,O,X
JTSOZIL,O,O,X,X,O,O,X,X,X,O
JTSOZLI,O,O,X,X,O,O,X,X,X,O
JTZILSO,O,O,O,X,X,X,O,X,X,X
JTZILOS,O,O,O,X,X,X,X,X,X,O
JTZISLO,O,O,O,X,O,X,O,X,X,X
JTZISOL,O,O,O,X,O,X,O,X,X,X
JTZIOLS,X,O,X,X,X,X,X,X,X,O
JTZIOSL,X,O,O,X,X,X,O,X,X,O
JTZLISO,O,O,O,X,X,X,O,X,X,X
JTZLIOS,O,O,O,X,X,X,X,X,X,O
JTZLSIO,X,O,O,X,X,X,O,X,X,X
JTZLSOI,X,O,O,X,X,X,O,X,X,O
JTZLOIS,O,O,O,X,X,X,X,X,X,O
JTZLOSI,X,O,O,X,X,X,X,X,X,O
JTZSILO,O,O,O,X,O,X,O,X,X,X
JTZSIOL,O,O,O,X,O,X,O,X,X,X
JTZSLIO,O,O,O,X,O,X,O,X,X,X
JTZSLOI,O,O,O,X,O,X,O,X,X,O
JTZSOIL,O,O,O,X,O,X,O,X,X,O
JTZSOLI,O,O,O,X,O,X,O,X,X,O
JTZOILS,O,O,X,X,X,X,X,X,O,O
JTZOISL,O,O,O,X,X,X,O,X,X,O
JTZOLIS,O,O,O,X,X,X,X,X,O,O
JTZOLSI,X,O,O,X,X,X,X,X,O,O
JTZOSIL,O,O,O,X,X,X,O,X,X,O
JTZOSLI,O,O,O,X,X,X,O,X,X,O
JTOILSZ,X,O,O,X,O,X,X,X,O,X
JTOILZS,O,O,O,X,X,X,X,O,O,O
JTOISLZ,O,O,O,X,O,X,X,X,O,X
JTOISZL,O,O,O,X,O,O,X,X,X,O
JTOIZLS,O,O,X,X,X,X,X,X,O,O
JTOIZSL,O,O,O,X,O,X,X,X,X,O
JTOLISZ,X,O,O,X,O,X,X,X,O,X
JTOLIZS,O,O,O,X,O,X,X,O,O,O
JTOLSIZ,X,O,O,X,O,X,X,X,O,X
JTOLSZI,X,O,O,X,O,X,X,X,O,X
JTOLZIS,O,O,O,X,O,X,X,O,O,O
JTOLZSI,X,O,O,X,O,X,X,O,O,O
JTOSILZ,O,O,O,X,O,X,X,X,O,X
JTOSIZL,O,O,O,X,O,O,X,X,X,O
JTOSLIZ,O,O,O,X,O,X,X,X,O,X
JTOSLZI,O,O,O,X,O,X,X,X,O,X
JTOSZIL,O,O,O,X,O,O,X,X,X,O
JTOSZLI,O,O,O,X,O,O,X,X,X,O
JTOZILS,O,O,X,X,X,X,X,X,O,O
JTOZISL,O,O,O,X,O,X,X,X,X,O
JTOZLIS,O,O,O,X,X,X,X,X,O,O
JTOZLSI,X,O,O,X,X,X,X,X,O,O
JTOZSIL,O,O,O,X,O,X,X,X,X,O
JTOZSLI,O,O,O,X,O,X,X,X,X,O
JITLSZO,X,O,O,X,O,X,X,X,X,X
JITLSOZ,X,O,O,X,X,X,X,X,X,X
JITLZSO,O,O,O,X,X,X,X,X,X,X
JITLZOS,O,O,X,X,X,X,X,X,X,X
JITLOSZ,X,O,O,X,X,X,X,X,X,X
JITLOZS,X,O,X,X,X,X,X,X,X,X
JITSLZO,O,O,O,X,O,X,X,X,X,X
JITSLOZ,O,O,O,X,O,X,X,X,X,X
JITSZLO,O,O,O,X,O,X,O,X,X,X
JITSZOL,O,O,O,X,O,X,O,X,X,X
JITSOLZ,O,O,O,X,O,X,X,X,X,X
JITSOZL,O,O,O,X,O,X,X,X,X,X
JITZLSO,O,O,O,X,X,X,O,X,X,X
JITZLOS,O,O,X,X,X,X,X,X,X,O
JITZSLO,O,O,O,X,O,X,O,X,X,X
JITZSOL,O,O,O,X,O,X,O,X,X,X
JITZOLS,X,O,X,X,X,X,X,X,X,O
JITZOSL,X,O,O,X,X,X,O,X,X,O
JITOLSZ,X,O,X,X,X,X,X,X,O,X
JITOLZS,X,O,X,X,X,X,X,X,O,O
JITOSLZ,X,O,O,X,X,X,X,X,O,X
JITOSZL,X,O,O,X,O,X,X,X,X,O
JITOZLS,X,O,X,X,X,X,X,X,O,O
JITOZSL,X,O,X,X,X,X,X,X,X,O
JILTSZO,X,O,O,X,O,X,X,X,X,X
JILTSOZ,X,O,O,X,O,X,X,X,X,X
JILTZSO,O,O,O,X,O,X,X,X,X,X
JILTZOS,O,O,O,X,X,X,X,X,X,X
JILTOSZ,X,O,O,X,O,X,X,X,O,X
JILTOZS,X,O,X,X,X,X,X,X,O,X
JILSTZO,O,O,O,O,O,X,X,X,X,X
JILSTOZ,O,O,O,X,O,X,X,X,X,X
JILSZTO,O,O,O,O,X,X,O,X,X,X
JILSZOT,O,O,O,O,X,X,X,X,X,X
JILSOTZ,O,O,O,X,X,X,X,X,X,X
JILSOZT,O,O,O,X,X,X,X,X,X,X
JILZTSO,O,O,O,X,X,X,O,X,X,X
JILZTOS,O,O,O,X,X,X,X,X,X,O
JILZSTO,O,O,O,O,X,X,O,X,X,X
JILZSOT,O,O,O,O,X,X,X,X,X,X
JILZOTS,O,O,O,X,X,X,X,X,X,O
JILZOST,O,O,O,O,X,X,X,X,X,O
JILOTSZ,X,O,O,X,X,X,X,X,O,X
JILOTZS,O,O,X,X,X,X,X,X,O,O
JILOSTZ,X,O,O,X,X,X,X,X,O,X
JILOSZT,O,O,O,X,X,X,X,X,X,O
JILOZTS,O,O,O,X,X,X,X,X,O,O
JILOZST,O,O,O,X,X,X,X,X,X,O
JISTLZO,O,O,O,O,O,X,X,X,X,X
JISTLOZ,O,O,O,X,O,X,X,X,X,X
JISTZLO,O,O,O,O,O,X,O,X,X,X
JISTZOL,O,O,O,X,O,X,O,X,X,X
JISTOLZ,O,O,O,X,O,X,X,X,X,X
JISTOZL,O,O,O,X,O,X,X,X,X,X
JISLTZO,O,O,O,O,O,X,X,X,X,X
JISLTOZ,O,O,O,X,O,X,X,X,X,X
JISLZTO,O,O,O,O,X,X,O,X,X,X
JISLZOT,O,O,O,O,X,X,X,X,X,X
JISLOTZ,O,O,O,X,X,X,X,X,X,X
JISLOZT,O,O,O,X,X,X,X,X,X,X
JISZTLO,O,O,O,X,X,X,O,X,X,X
JISZTOL,O,O,O,X,X,X,O,X,X,X
JISZLTO,O,O,O,O,X,X,O,X,X,X
JISZLOT,O,O,O,O,X,X,X,X,X,X
JISZOTL,O,O,O,X,X,X,O,X,X,X
JISZOLT,O,O,X,X,X,X,X,X,X,X
JISOTLZ,O,O,O,X,X,X,X,X,X,X
JISOTZL,O,O,O,X,X,X,X,X,X,X
JISOLTZ,O,O,X,X,X,X,X,X,X,X
JISOLZT,O,O,X,X,X,X,X,X,X,X
JISOZTL,O,O,O,X,X,X,O,X,X,X
JISOZLT,O,O,X,X,X,X,X,X,X,X
JIZTLSO,O,O,O,X,X,X,O,X,X,X
JIZTLOS,O,O,O,X,X,X,X,X,X,O
JIZTSLO,O,O,O,X,X,X,O,X,X,X
JIZTSOL,O,O,O,X,X,X,O,X,X,X
JIZTOLS,X,O,X,X,X,X,O,X,X,O
JIZTOSL,X,O,O,X,X,X,O,X,X,O
JIZLTSO,O,O,O,X,X,X,O,X,X,X
JIZLTOS,O,O,O,X,X,X,X,X,X,O
JIZLSTO,O,O,O,O,X,X,O,X,X,X
JIZLSOT,O,O,O,O,X,X,X,X,X,X
JIZLOTS,O,O,O,X,X,X,X,X,X,O
JIZLOST,O,O,O,O,X,X,X,X,X,O
JIZSTLO,O,O,O,X,X,X,O,X,X,X
JIZSTOL,O,O,O,X,X,X,O,X,X,X
JIZSLTO,O,O,O,O,X,X,O,X,X,X
JIZSLOT,O,O,O,O,X,X,X,X,X,X
JIZSOTL,O,O,O,X,X,X,O,X,X,X
JIZSOLT,O,O,X,X,X,X,X,X,X,X
JIZOTLS,O,O,X,X,X,X,O,X,X,O
JIZOTSL,O,O,O,X,X,X,O,X,X,O
