sequence,v115@4gA8IeE8FeD8EeG8CeE8Jei6IvhFzbBxdBckBelB3q?BFrB,v115@4gA8IeE8FeD8EeG8CeE8Jez7IvhFxdBifB3kBFmB0q?BmpB,v115@4gA8IeE8FeD8EeG8CeE8JeO/IvhFXbBKhBxdB1pBzq?BcqB,v115@4gA8IeE8FeD8EeG8CeE8Jem6IvhFzbBxdBKkBFmB0q?BfqB,v115@4gA8IeE8FeD8EeG8CeE8Je37IvhFxdB0fBVmBifBmp?BzqB,v115@4gA8IeE8FeD8EeG8CeE8JeK/IvhFfgBxdBUhBlgBmp?BzqB,v115@4gA8IeE8FeD8EeG8CeE8JeO/IvhF8fBzbBxiBypB3q?BFrB,v115@4gA8IeE8FeD8EeG8CeE8Jey/IvhFzbB0fBxiB2pB3q?BFrB,v115@4gA8IeE8FeD8EeG8CeE8Je06IvhFzbBxdBKkBFlBXm?B2vB,v115@4gA8IeE8FeD8EeG8CeE8Jez7IvhFxdBKkBUgBlfBXm?B2vB,v115@4gA8IeE8FeD8EeG8CeE8JeT6IvhFxdBlgBikBXmBUq?BmqB
LJZIOST,O,X,X,X,X,O,O,X,X,O,O
LJZSTIO,O,X,X,X,X,O,O,O,X,O,O
LJZSTOI,O,X,X,X,X,O,O,O,X,O,O
LJZSITO,O,X,X,X,X,O,O,O,X,O,O
LJZSIOT,O,X,X,X,X,O,O,X,X,O,O
LJZSOTI,O,X,X,X,X,O,O,X,X,O,O
LJZSOIT,O,X,X,X,X,O,O,X,X,O,O
LJZOTIS,X,X,X,X,X,O,X,X,X,O,O
LJZOTSI,X,X,X,X,X,O,X,X,X,O,O
LJZOITS,X,X,X,X,X,O,X,X,X,O,O
LJZOIST,O,X,X,X,X,O,O,X,X,O,O
LJZOSTI,O,X,X,X,X,O,O,X,X,O,O
LJZOSIT,O,X,X,X,X,O,O,X,X,O,O
LJOTISZ,X,X,O,X,O,O,X,X,X,X,O
LJOTIZS,X,X,O,X,O,O,X,X,X,X,X
LJOTSIZ,X,X,O,X,O,O,X,X,X,X,O
LJOTSZI,X,X,O,X,O,O,X,X,X,X,O
LJOTZIS,X,X,O,X,O,O,X,X,X,X,X
LJOTZSI,X,X,O,X,O,O,X,X,X,X,X
LJOITSZ,X,X,O,X,O,O,X,X,X,X,O
LJOITZS,X,X,O,X,O,O,X,X,X,X,X
LJOISTZ,X,X,X,X,X,O,X,O,X,O,O
LJOISZT,X,X,X,X,X,O,X,X,X,O,X
LJOIZTS,X,X,X,X,X,O,X,X,X,O,O
LJOIZST,X,X,X,X,X,O,X,X,X,O,O
LJOSTIZ,X,X,X,X,X,O,X,O,X,O,O
LJOSTZI,X,X,X,X,X,O,X,O,X,O,O
LJOSITZ,X,X,X,X,X,O,X,O,X,O,O
LJOSIZT,X,X,X,X,X,O,X,X,X,O,X
LJOSZTI,X,X,X,X,X,O,X,X,X,O,X
LJOSZIT,X,X,X,X,X,O,X,X,X,O,X
LJOZTIS,X,X,X,X,X,O,X,X,X,O,O
LJOZTSI,X,X,X,X,X,O,X,X,X,O,O
LJOZITS,X,X,X,X,X,O,X,X,X,O,O
LJOZIST,X,X,X,X,X,O,X,X,X,O,O
LJOZSTI,X,X,X,X,X,O,X,X,X,O,O
LJOZSIT,X,X,X,X,X,O,X,X,X,O,O
LSTIJZO,X,O,X,X,X,X,O,X,X,O,X
LSTIJOZ,X,X,X,X,X,X,O,X,X,O,O
LSTIZJO,X,O,X,X,X,X,O,X,X,X,X
LSTIZOJ,X,O,X,X,X,X,O,X,X,O,O
LSTIOJZ,X,X,X,X,X,X,O,X,O,X,O
LSTIOZJ,X,O,X,X,X,X,O,X,O,O,O
LSTJIZO,X,O,X,X,X,X,O,X,X,O,X
LSTJIOZ,X,X,X,X,X,X,O,X,X,O,O
LSTJZIO,X,O,X,X,X,X,O,X,X,O,X
LSTJZOI,X,O,X,X,X,X,O,X,X,O,X
LSTJOIZ,X,X,X,X,X,X,O,X,X,O,O
LSTJOZI,X,X,X,X,X,X,O,X,X,O,O
LSTZIJO,X,O,X,X,X,X,O,X,X,X,X
LSTZIOJ,X,O,X,X,X,X,O,X,X,O,O
LSTZJIO,X,O,X,X,X,X,O,X,X,X,X
LSTZJOI,X,O,X,X,X,X,O,X,X,X,X
LSTZOIJ,X,O,X,X,X,X,O,X,X,O,O
LSTZOJI,X,O,X,X,X,X,O,X,X,O,O
LSTOIJZ,X,X,X,X,X,X,O,X,O,X,O
LSTOIZJ,X,O,X,X,X,X,O,X,O,O,O
LSTOJIZ,X,X,X,X,X,X,O,X,O,X,O
LSTOJZI,X,X,X,X,X,X,O,X,O,X,O
LSTOZIJ,X,O,X,X,X,X,O,X,O,O,O
LSTOZJI,X,O,X,X,X,X,O,X,O,O,O
LSITJZO,X,O,X,X,X,X,O,X,X,O,X
LSITJOZ,X,X,X,X,X,X,O,X,X,O,O
LSITZJO,X,O,X,X,X,X,O,X,X,X,X
LSITZOJ,X,O,X,X,X,X,O,X,X,O,O
LSITOJZ,X,X,X,X,X,X,O,X,O,X,O
LSITOZJ,X,O,X,X,X,X,O,X,O,O,O
LSIJTZO,X,O,X,X,X,X,O,O,X,O,X
LSIJTOZ,X,X,X,X,X,X,O,O,X,O,O
LSIJZTO,O,O,X,X,X,X,O,O,X,O,X
LSIJZOT,O,X,X,X,X,X,O,X,X,O,X
LSIJOTZ,X,X,X,X,X,X,X,O,O,O,O
LSIJOZT,X,X,X,X,X,X,X,X,X,O,X
LSIZTJO,O,O,X,O,X,X,O,X,X,X,O
LSIZTOJ,X,O,X,O,X,X,O,X,X,O,O
LSIZJTO,O,O,X,X,X,X,O,X,X,O,O
LSIZJOT,O,X,X,X,X,X,O,X,X,O,O
LSIZOTJ,X,O,X,X,X,X,O,X,O,O,O
LSIZOJT,O,X,X,X,X,X,O,X,X,O,O
LSIOTJZ,X,X,O,X,X,X,O,X,O,X,O
LSIOTZJ,X,O,O,X,X,X,O,X,O,O,O
LSIOJTZ,X,X,X,X,X,X,X,X,O,O,O
LSIOJZT,X,X,X,X,X,X,X,X,X,O,X
LSIOZTJ,X,O,X,X,X,X,O,X,O,O,O
LSIOZJT,X,X,X,X,X,X,O,X,X,O,O
LSJTIZO,X,O,X,X,X,X,O,O,X,O,X
LSJTIOZ,X,X,X,X,X,X,O,O,X,O,O
LSJTZIO,X,O,X,X,X,X,O,O,X,O,X
LSJTZOI,X,O,X,X,X,X,O,O,X,O,X
LSJTOIZ,X,X,X,X,X,X,O,O,X,O,O
LSJTOZI,X,X,X,X,X,X,O,O,X,O,O
LSJITZO,X,O,X,X,X,X,O,O,X,O,X
LSJITOZ,X,X,X,X,X,X,O,O,X,O,O
LSJIZTO,O,O,X,X,X,X,O,O,X,O,X
LSJIZOT,O,X,X,X,X,X,O,X,X,O,X
LSJIOTZ,X,X,X,X,X,X,X,O,O,O,O
LSJIOZT,X,X,X,X,X,X,X,X,X,O,X
LSJZTIO,O,O,X,X,X,X,O,O,X,O,X
LSJZTOI,O,O,X,X,X,X,O,O,X,O,X
LSJZITO,O,O,X,X,X,X,O,O,X,O,X
LSJZIOT,O,X,X,X,X,X,O,X,X,O,X
LSJZOTI,O,X,X,X,X,X,O,X,X,O,X
LSJZOIT,O,X,X,X,X,X,O,X,X,O,X
LSJOTIZ,X,X,X,X,X,X,X,O,O,O,O
LSJOTZI,X,X,X,X,X,X,X,O,O,O,O
LSJOITZ,X,X,X,X,X,X,X,O,O,O,O
LSJOIZT,X,X,X,X,X,X,X,X,X,O,X
LSJOZTI,X,X,X,X,X,X,X,X,X,O,X
LSJOZIT,X,X,X,X,X,X,X,X,X,O,X
LSZTIJO,O,O,X,O,X,X,O,X,X,X,O
LSZTIOJ,X,O,X,O,X,X,O,X,X,O,O
LSZTJIO,O,O,X,O,X,X,O,X,X,X,O
LSZTJOI,O,O,X,O,X,X,O,X,X,X,O
LSZTOIJ,X,O,X,O,X,X,O,X,X,O,O
LSZTOJI,X,O,X,O,X,X,O,X,X,O,O
LSZITJO,O,O,X,O,X,X,O,X,X,X,O
LSZITOJ,X,O,X,O,X,X,O,X,X,O,O
LSZIJTO,O,O,X,X,X,X,O,X,X,O,O
LSZIJOT,O,X,X,X,X,X,O,X,X,O,O
LSZIOTJ,X,O,X,X,X,X,O,X,O,O,O
LSZIOJT,O,X,X,X,X,X,O,X,X,O,O
LSZJTIO,O,O,X,X,X,X,O,X,X,O,O
LSZJTOI,O,O,X,X,X,X,O,X,X,O,O
LSZJITO,O,O,X,X,X,X,O,X,X,O,O
LSZJIOT,O,X,X,X,X,X,O,X,X,O,O
LSZJOTI,O,X,X,X,X,X,O,X,X,O,O
LSZJOIT,O,X,X,X,X,X,O,X,X,O,O
LSZOTIJ,X,O,X,X,X,X,O,X,O,O,O
LSZOTJI,X,O,X,X,X,X,O,X,O,O,O
LSZOITJ,X,O,X,X,X,X,O,X,O,O,O
LSZOIJT,O,X,X,X,X,X,O,X,X,O,O
LSZOJTI,O,X,X,X,X,X,O,X,X,O,O
LSZOJIT,O,X,X,X,X,X,O,X,X,O,O
LSOTIJZ,X,X,O,X,X,X,O,X,O,X,O
LSOTIZJ,X,O,O,X,X,X,O,X,O,O,O
LSOTJIZ,X,X,O,X,X,X,O,X,O,X,O
LSOTJZI,X,X,O,X,X,X,O,X,O,X,O
LSOTZIJ,X,O,O,X,X,X,O,X,O,O,O
LSOTZJI,X,O,O,X,X,X,O,X,O,O,O
LSOITJZ,X,X,O,X,X,X,O,X,O,X,O
LSOITZJ,X,O,O,X,X,X,O,X,O,O,O
LSOIJTZ,X,X,X,X,X,X,X,X,O,O,O
LSOIJZT,X,X,X,X,X,X,X,X,X,O,X
LSOIZTJ,X,O,X,X,X,X,O,X,O,O,O
LSOIZJT,X,X,X,X,X,X,O,X,X,O,O
LSOJTIZ,X,X,X,X,X,X,X,X,O,O,O
LSOJTZI,X,X,X,X,X,X,X,X,O,O,O
LSOJITZ,X,X,X,X,X,X,X,X,O,O,O
LSOJIZT,X,X,X,X,X,X,X,X,X,O,X
LSOJZTI,X,X,X,X,X,X,X,X,X,O,X
LSOJZIT,X,X,X,X,X,X,X,X,X,O,X
LSOZTIJ,X,O,X,X,X,X,O,X,O,O,O
LSOZTJI,X,O,X,X,X,X,O,X,O,O,O
LSOZITJ,X,O,X,X,X,X,O,X,O,O,O
LSOZIJT,X,X,X,X,X,X,O,X,X,O,O
LSOZJTI,X,X,X,X,X,X,O,X,X,O,O
LSOZJIT,X,X,X,X,X,X,O,X,X,O,O
LZTIJSO,O,X,X,O,X,X,O,X,X,X,X
LZTIJOS,X,X,X,O,X,X,X,X,X,X,O
LZTISJO,O,O,X,O,X,X,O,X,X,X,O
LZTISOJ,X,O,X,O,X,X,O,X,X,X,O
LZTIOJS,X,X,X,O,X,X,X,X,X,X,O
LZTIOSJ,X,O,X,O,X,X,X,X,X,X,O
LZTJISO,O,X,X,O,X,X,O,X,X,X,X
LZTJIOS,X,X,X,O,X,X,X,X,X,X,O
LZTJSIO,O,X,X,O,X,X,O,X,X,X,X
LZTJSOI,O,X,X,O,X,X,O,X,X,X,X
LZTJOIS,X,X,X,O,X,X,X,X,X,X,O
LZTJOSI,X,X,X,O,X,X,X,X,X,X,O
LZTSIJO,O,O,X,O,X,X,O,X,X,X,O
LZTSIOJ,X,O,X,O,X,X,O,X,X,X,O
LZTSJIO,O,O,X,O,X,X,O,X,X,X,O
LZTSJOI,O,O,X,O,X,X,O,X,X,X,O
LZTSOIJ,X,O,X,O,X,X,O,X,X,X,O
LZTSOJI,X,O,X,O,X,X,O,X,X,X,O
LZTOIJS,X,X,X,O,X,X,X,X,X,X,O
LZTOISJ,X,O,X,O,X,X,X,X,X,X,O
LZTOJIS,X,X,X,O,X,X,X,X,X,X,O
LZTOJSI,X,X,X,O,X,X,X,X,X,X,O
LZTOSIJ,X,O,X,O,X,X,X,X,X,X,O
LZTOSJI,X,O,X,O,X,X,X,X,X,X,O
LZITJSO,O,X,X,O,X,X,O,X,X,X,X
LZITJOS,X,X,X,O,X,X,X,X,X,X,O
LZITSJO,O,O,X,O,X,X,O,X,X,X,O
LZITSOJ,X,O,X,O,X,X,O,X,X,X,O
LZITOJS,X,X,X,O,X,X,X,X,X,X,O
LZITOSJ,X,O,X,O,X,X,X,X,X,X,O
LZIJTSO,O,X,X,O,X,O,O,X,X,O,X
LZIJTOS,X,X,X,O,X,X,X,X,X,O,O
LZIJSTO,O,X,X,X,X,O,O,X,X,O,O
LZIJSOT,O,X,X,X,X,O,O,X,X,O,O
LZIJOTS,X,X,X,X,X,X,X,X,X,O,O
LZIJOST,O,X,X,X,X,O,O,X,X,O,O
LZISTJO,O,O,X,O,X,X,O,X,X,X,O
LZISTOJ,X,O,X,O,X,X,O,X,X,O,O
LZISJTO,O,O,X,X,X,X,O,X,X,O,O
LZISJOT,O,X,X,X,X,X,O,X,X,O,O
LZISOTJ,X,O,X,X,X,X,O,X,O,O,O
LZISOJT,O,X,X,X,X,X,O,X,X,O,O
LZIOTJS,X,X,O,O,X,X,X,X,X,X,O
LZIOTSJ,X,X,O,O,X,X,X,X,X,X,O
LZIOJTS,X,X,X,X,X,O,X,X,X,X,O
LZIOJST,O,X,X,X,X,O,O,X,X,X,O
LZIOSTJ,X,X,X,X,X,X,O,X,X,X,O
LZIOSJT,O,X,X,X,X,X,O,X,X,X,O
LZJTISO,O,X,X,O,X,O,O,X,X,O,X
LZJTIOS,X,X,X,O,X,X,X,X,X,O,O
LZJTSIO,O,X,X,O,X,O,O,X,X,O,X
LZJTSOI,O,X,X,O,X,O,O,X,X,O,X
LZJTOIS,X,X,X,O,X,X,X,X,X,O,O
LZJTOSI,X,X,X,O,X,X,X,X,X,O,O
LZJITSO,O,X,X,O,X,O,O,X,X,O,X
LZJITOS,X,X,X,O,X,X,X,X,X,O,O
LZJISTO,O,X,X,X,X,O,O,X,X,O,O
LZJISOT,O,X,X,X,X,O,O,X,X,O,O
LZJIOTS,X,X,X,X,X,X,X,X,X,O,O
LZJIOST,O,X,X,X,X,O,O,X,X,O,O
LZJSTIO,O,X,X,X,X,O,O,X,X,O,O
LZJSTOI,O,X,X,X,X,O,O,X,X,O,O
LZJSITO,O,X,X,X,X,O,O,X,X,O,O
LZJSIOT,O,X,X,X,X,O,O,X,X,O,O
LZJSOTI,O,X,X,X,X,O,O,X,X,O,O
LZJSOIT,O,X,X,X,X,O,O,X,X,O,O
LZJOTIS,X,X,X,X,X,X,X,X,X,O,O
LZJOTSI,X,X,X,X,X,X,X,X,X,O,O
LZJOITS,X,X,X,X,X,X,X,X,X,O,O
LZJOIST,O,X,X,X,X,O,O,X,X,O,O
LZJOSTI,O,X,X,X,X,O,O,X,X,O,O
LZJOSIT,O,X,X,X,X,O,O,X,X,O,O
LZSTIJO,O,O,X,O,X,X,O,X,X,X,O
LZSTIOJ,X,O,X,O,X,X,O,X,X,O,O
LZSTJIO,O,O,X,O,X,X,O,X,X,X,O
LZSTJOI,O,O,X,O,X,X,O,X,X,X,O
LZSTOIJ,X,O,X,O,X,X,O,X,X,O,O
LZSTOJI,X,O,X,O,X,X,O,X,X,O,O
LZSITJO,O,O,X,O,X,X,O,X,X,X,O
LZSITOJ,X,O,X,O,X,X,O,X,X,O,O
LZSIJTO,O,O,X,X,X,X,O,X,X,O,O
LZSIJOT,O,X,X,X,X,X,O,X,X,O,O
LZSIOTJ,X,O,X,X,X,X,O,X,O,O,O
LZSIOJT,O,X,X,X,X,X,O,X,X,O,O
LZSJTIO,O,O,X,X,X,X,O,X,X,O,O
LZSJTOI,O,O,X,X,X,X,O,X,X,O,O
LZSJITO,O,O,X,X,X,X,O,X,X,O,O
LZSJIOT,O,X,X,X,X,X,O,X,X,O,O
LZSJOTI,O,X,X,X,X,X,O,X,X,O,O
LZSJOIT,O,X,X,X,X,X,O,X,X,O,O
LZSOTIJ,X,O,X,X,X,X,O,X,O,O,O
LZSOTJI,X,O,X,X,X,X,O,X,O,O,O
LZSOITJ,X,O,X,X,X,X,O,X,O,O,O
LZSOIJT,O,X,X,X,X,X,O,X,X,O,O
LZSOJTI,O,X,X,X,X,X,O,X,X,O,O
LZSOJIT,O,X,X,X,X,X,O,X,X,O,O
LZOTIJS,X,X,O,O,X,X,X,X,X,X,O
LZOTISJ,X,X,O,O,X,X,X,X,X,X,O
LZOTJIS,X,X,O,O,X,X,X,X,X,X,O
LZOTJSI,X,X,O,O,X,X,X,X,X,X,O
LZOTSIJ,X,X,O,O,X,X,X,X,X,X,O
LZOTSJI,X,X,O,O,X,X,X,X,X,X,O
LZOITJS,X,X,O,O,X,X,X,X,X,X,O
LZOITSJ,X,X,O,O,X,X,X,X,X,X,O
LZOIJTS,X,X,X,X,X,O,X,X,X,X,O
LZOIJST,O,X,X,X,X,O,O,X,X,X,O
LZOISTJ,X,X,X,X,X,X,O,X,X,X,O
LZOISJT,O,X,X,X,X,X,O,X,X,X,O
LZOJTIS,X,X,X,X,X,O,X,X,X,X,O
LZOJTSI,X,X,X,X,X,O,X,X,X,X,O
LZOJITS,X,X,X,X,X,O,X,X,X,X,O
LZOJIST,O,X,X,X,X,O,O,X,X,X,O
LZOJSTI,O,X,X,X,X,O,O,X,X,X,O
LZOJSIT,O,X,X,X,X,O,O,X,X,X,O
LZOSTIJ,X,X,X,X,X,X,O,X,X,X,O
LZOSTJI,X,X,X,X,X,X,O,X,X,X,O
LZOSITJ,X,X,X,X,X,X,O,X,X,X,O
LZOSIJT,O,X,X,X,X,X,O,X,X,X,O
LZOSJTI,O,X,X,X,X,X,O,X,X,X,O
LZOSJIT,O,X,X,X,X,X,O,X,X,X,O
LOTIJSZ,X,X,O,X,O,X,X,X,X,X,O
LOTIJZS,X,X,O,X,O,X,X,X,X,X,X
LOTISJZ,X,X,O,X,O,X,X,X,X,X,O
LOTISZJ,X,X,O,X,X,X,X,X,X,X,O
LOTIZJS,X,X,O,X,X,X,X,X,X,X,O
LOTIZSJ,X,X,O,X,X,X,X,X,X,X,O
LOTJISZ,X,X,O,X,O,X,X,X,X,X,O
LOTJIZS,X,X,O,X,O,X,X,X,X,X,X
LOTJSIZ,X,X,O,X,O,X,X,X,X,X,O
LOTJSZI,X,X,O,X,O,X,X,X,X,X,O
LOTJZIS,X,X,O,X,O,X,X,X,X,X,X
LOTJZSI,X,X,O,X,O,X,X,X,X,X,X
LOTSIJZ,X,X,O,X,O,X,X,X,X,X,O
LOTSIZJ,X,X,O,X,X,X,X,X,X,X,O
LOTSJIZ,X,X,O,X,O,X,X,X,X,X,O
LOTSJZI,X,X,O,X,O,X,X,X,X,X,O
LOTSZIJ,X,X,O,X,X,X,X,X,X,X,O
LOTSZJI,X,X,O,X,X,X,X,X,X,X,O
LOTZIJS,X,X,O,X,X,X,X,X,X,X,O
LOTZISJ,X,X,O,X,X,X,X,X,X,X,O
LOTZJIS,X,X,O,X,X,X,X,X,X,X,O
LOTZJSI,X,X,O,X,X,X,X,X,X,X,O
LOTZSIJ,X,X,O,X,X,X,X,X,X,X,O
LOTZSJI,X,X,O,X,X,X,X,X,X,X,O
LOITJSZ,X,X,O,X,O,X,X,X,X,X,O
LOITJZS,X,X,O,X,O,X,X,X,X,X,X
LOITSJZ,X,X,O,X,O,X,X,X,X,X,O
LOITSZJ,X,X,O,X,X,X,X,X,X,X,O
LOITZJS,X,X,O,X,X,X,X,X,X,X,O
LOITZSJ,X,X,O,X,X,X,X,X,X,X,O
LOIJTSZ,X,X,O,X,O,O,X,X,X,X,O
LOIJTZS,X,X,O,X,O,O,X,X,X,X,X
LOIJSTZ,X,X,X,X,X,O,X,X,X,O,O
LOIJSZT,X,X,X,X,X,O,X,X,X,O,X
LOIJZTS,X,X,X,X,X,O,X,X,X,O,O
LOIJZST,X,X,X,X,X,O,X,X,X,O,O
LOISTJZ,X,X,O,X,X,X,O,X,O,X,O
LOISTZJ,X,X,O,X,X,X,O,X,O,O,O
LOISJTZ,X,X,X,X,X,X,X,X,O,O,O
LOISJZT,X,X,X,X,X,X,X,X,X,O,X
LOISZTJ,X,X,X,X,X,X,O,X,O,O,O
LOISZJT,X,X,X,X,X,X,O,X,X,O,O
LOIZTJS,X,X,O,O,X,X,X,X,X,X,O
LOIZTSJ,X,X,O,O,X,X,X,X,X,X,O
LOIZJTS,X,X,X,X,X,O,X,X,X,X,O
LOIZJST,X,X,X,X,X,O,O,X,X,X,O
LOIZSTJ,X,X,X,X,X,X,O,X,X,X,O
LOIZSJT,X,X,X,X,X,X,O,X,X,X,O
LOJTISZ,X,X,O,X,O,O,X,X,X,X,O
LOJTIZS,X,X,O,X,O,O,X,X,X,X,X
LOJTSIZ,X,X,O,X,O,O,X,X,X,X,O
LOJTSZI,X,X,O,X,O,O,X,X,X,X,O
LOJTZIS,X,X,O,X,O,O,X,X,X,X,X
LOJTZSI,X,X,O,X,O,O,X,X,X,X,X
LOJITSZ,X,X,O,X,O,O,X,X,X,X,O
LOJITZS,X,X,O,X,O,O,X,X,X,X,X
LOJISTZ,X,X,X,X,X,O,X,X,X,O,O
LOJISZT,X,X,X,X,X,O,X,X,X,O,X
LOJIZTS,X,X,X,X,X,O,X,X,X,O,O
LOJIZST,X,X,X,X,X,O,X,X,X,O,O
LOJSTIZ,X,X,X,X,X,O,X,X,X,O,O
LOJSTZI,X,X,X,X,X,O,X,X,X,O,O
LOJSITZ,X,X,X,X,X,O,X,X,X,O,O
LOJSIZT,X,X,X,X,X,O,X,X,X,O,X
LOJSZTI,X,X,X,X,X,O,X,X,X,O,X
LOJSZIT,X,X,X,X,X,O,X,X,X,O,X
LOJZTIS,X,X,X,X,X,O,X,X,X,O,O
LOJZTSI,X,X,X,X,X,O,X,X,X,O,O
LOJZITS,X,X,X,X,X,O,X,X,X,O,O
LOJZIST,X,X,X,X,X,O,X,X,X,O,O
LOJZSTI,X,X,X,X,X,O,X,X,X,O,O
LOJZSIT,X,X,X,X,X,O,X,X,X,O,O
LOSTIJZ,X,X,O,X,X,X,O,X,O,X,O
LOSTIZJ,X,X,O,X,X,X,O,X,O,O,O
LOSTJIZ,X,X,O,X,X,X,O,X,O,X,O
LOSTJZI,X,X,O,X,X,X,O,X,O,X,O
LOSTZIJ,X,X,O,X,X,X,O,X,O,O,O
LOSTZJI,X,X,O,X,X,X,O,X,O,O,O
LOSITJZ,X,X,O,X,X,X,O,X,O,X,O
LOSITZJ,X,X,O,X,X,X,O,X,O,O,O
LOSIJTZ,X,X,X,X,X,X,X,X,O,O,O
LOSIJZT,X,X,X,X,X,X,X,X,X,O,X
LOSIZTJ,X,X,X,X,X,X,O,X,O,O,O
LOSIZJT,X,X,X,X,X,X,O,X,X,O,O
LOSJTIZ,X,X,X,X,X,X,X,X,O,O,O
LOSJTZI,X,X,X,X,X,X,X,X,O,O,O
LOSJITZ,X,X,X,X,X,X,X,X,O,O,O
LOSJIZT,X,X,X,X,X,X,X,X,X,O,X
LOSJZTI,X,X,X,X,X,X,X,X,X,O,X
LOSJZIT,X,X,X,X,X,X,X,X,X,O,X
LOSZTIJ,X,X,X,X,X,X,O,X,O,O,O
LOSZTJI,X,X,X,X,X,X,O,X,O,O,O
LOSZITJ,X,X,X,X,X,X,O,X,O,O,O
LOSZIJT,X,X,X,X,X,X,O,X,X,O,O
LOSZJTI,X,X,X,X,X,X,O,X,X,O,O
LOSZJIT,X,X,X,X,X,X,O,X,X,O,O
LOZTIJS,X,X,O,O,X,X,X,X,X,X,O
LOZTISJ,X,X,O,O,X,X,X,X,X,X,O
LOZTJIS,X,X,O,O,X,X,X,X,X,X,O
LOZTJSI,X,X,O,O,X,X,X,X,X,X,O
LOZTSIJ,X,X,O,O,X,X,X,X,X,X,O
LOZTSJI,X,X,O,O,X,X,X,X,X,X,O
LOZITJS,X,X,O,O,X,X,X,X,X,X,O
LOZITSJ,X,X,O,O,X,X,X,X,X,X,O
LOZIJTS,X,X,X,X,X,O,X,X,X,X,O
LOZIJST,X,X,X,X,X,O,O,X,X,X,O
LOZISTJ,X,X,X,X,X,X,O,X,X,X,O
LOZISJT,X,X,X,X,X,X,O,X,X,X,O
LOZJTIS,X,X,X,X,X,O,X,X,X,X,O
LOZJTSI,X,X,X,X,X,O,X,X,X,X,O
LOZJITS,X,X,X,X,X,O,X,X,X,X,O
LOZJIST,X,X,X,X,X,O,O,X,X,X,O
LOZJSTI,X,X,X,X,X,O,O,X,X,X,O
LOZJSIT,X,X,X,X,X,O,O,X,X,X,O
LOZSTIJ,X,X,X,X,X,X,O,X,X,X,O
LOZSTJI,X,X,X,X,X,X,O,X,X,X,O
LOZSITJ,X,X,X,X,X,X,O,X,X,X,O
LOZSIJT,X,X,X,X,X,X,O,X,X,X,O
LOZSJTI,X,X,X,X,X,X,O,X,X,X,O
LOZSJIT,X,X,X,X,X,X,O,X,X,X,O
JTILSZO,X,X,X,X,O,O,X,O,X,O,X
JTILSOZ,X,X,X,X,X,O,X,O,X,O,X
JTILZSO,X,X,X,X,O,O,X,X,X,O,X
JTILZOS,X,X,X,X,X,X,X,X,X,O,X
JTILOSZ,X,X,O,X,X,O,X,X,X,X,X
JTILOZS,X,X,O,X,X,O,X,X,X,X,X
JTISLZO,X,O,X,X,O,X,X,O,X,O,X
JTISLOZ,X,X,X,X,X,X,X,O,X,O,X
JTISZLO,O,X,X,X,O,X,X,O,X,X,X
JTISZOL,O,X,X,X,O,X,X,O,X,X,X
JTISOLZ,X,X,O,X,X,X,X,O,X,O,X
JTISOZL,X,X,O,X,O,X,X,O,X,X,X
JTIZLSO,O,X,X,O,O,O,X,X,X,X,X
JTIZLOS,X,X,X,O,X,X,X,X,X,X,X
JTIZSLO,O,O,X,X,O,X,X,X,X,X,X
JTIZSOL,O,O,X,X,O,X,X,X,X,X,X
JTIZOLS,X,X,O,O,X,X,X,X,X,X,X
JTIZOSL,X,O,O,X,O,X,X,X,X,X,X
JTIOLSZ,X,X,O,X,O,O,X,X,X,X,X
JTIOLZS,X,X,O,X,O,O,X,X,X,X,X
JTIOSLZ,X,X,O,X,O,X,X,X,X,X,X
JTIOSZL,X,X,O,X,O,X,X,X,X,X,X
JTIOZLS,X,X,O,O,O,O,X,X,X,X,X
JTIOZSL,X,O,O,X,O,X,X,X,X,X,X
JTLISZO,X,X,X,X,O,O,X,O,X,O,X
JTLISOZ,X,X,X,X,X,O,X,O,X,O,X
JTLIZSO,X,X,X,X,O,O,X,X,X,O,X
JTLIZOS,X,X,X,X,X,X,X,X,X,O,X
JTLIOSZ,X,X,O,X,X,O,X,X,X,X,X
JTLIOZS,X,X,O,X,X,O,X,X,X,X,X
JTLSIZO,X,X,X,X,O,O,X,O,X,O,X
JTLSIOZ,X,X,X,X,X,O,X,O,X,O,X
JTLSZIO,X,X,X,X,O,O,X,O,X,O,X
JTLSZOI,X,X,X,X,O,O,X,O,X,O,X
JTLSOIZ,X,X,X,X,X,O,X,O,X,O,X
JTLSOZI,X,X,X,X,X,O,X,O,X,O,X
JTLZISO,X,X,X,X,O,O,X,X,X,O,X
JTLZIOS,X,X,X,X,X,X,X,X,X,O,X
JTLZSIO,X,X,X,X,O,O,X,X,X,O,X
JTLZSOI,X,X,X,X,O,O,X,X,X,O,X
JTLZOIS,X,X,X,X,X,X,X,X,X,O,X
JTLZOSI,X,X,X,X,X,X,X,X,X,O,X
JTLOISZ,X,X,O,X,X,O,X,X,X,X,X
JTLOIZS,X,X,O,X,X,O,X,X,X,X,X
JTLOSIZ,X,X,O,X,X,O,X,X,X,X,X
JTLOSZI,X,X,O,X,X,O,X,X,X,X,X
JTLOZIS,X,X,O,X,X,O,X,X,X,X,X
JTLOZSI,X,X,O,X,X,O,X,X,X,X,X
JTSILZO,X,O,X,X,O,X,X,O,X,O,X
JTSILOZ,X,X,X,X,X,X,X,O,X,O,X
