sequence,v115@zgA8IeB8HeB8HeD8AeM8LeaAJvhFzbBfiBxdBGjBFm?BUtB,v115@zgA8IeB8HeB8HeD8AeM8LeF7IvhFXcB8hBCeBmlBxs?BTtB,v115@zgA8IeB8HeB8HeD8AeM8LeF7IvhFXcBxdBzhBSoBml?BUtB,v115@zgA8IeB8HeB8HeD8AeM8LeaAJvhFRcBGeBfmB0mBln?BTtB,v115@zgA8IeB8HeB8HeD8AeM8LeU7IvhFFcBxdBzhBmlBft?B6tB,v115@zgA8IeB8HeB8HeD8AeM8LeR7IvhF3cBTgBliBimBct?BGtB,v115@zgA8IeB8HeB8HeD8AeM8LeaAJvhFUcBFdBfmBGoBRs?BTtB,v115@zgA8IeB8HeB8HeD8AeM8LeR7IvhFfiBigBGjB0iBFm?BTtB,v115@zgA8IeB8HeB8HeD8AeM8LeR7IvhF3cB+jBTgBliBim?BUtB,v115@zgA8IeB8HeB8HeD8AeM8LeF7IvhFxcB3gBcmBTnB6t?BOtB,v115@zgA8IeB8HeB8HeD8AeM8LeU7IvhF1hBziBimB5oB3l?BmsB,v115@zgA8IeB8HeB8HeD8AeM8LeR7IvhFzcB+jBigB3iBFm?BUtB,v115@zgA8IeB8HeB8HeD8AeM8LeR7IvhFzcBigB3iBFmBct?BGtB
JILOZST,X,O,O,X,X,X,X,X,O,X,X,X,X
JISTLZO,O,O,O,X,O,X,O,O,X,X,X,O,X
JISTLOZ,O,X,O,X,O,X,O,O,X,X,X,O,X
JISTZLO,O,O,X,X,O,X,O,X,X,X,X,O,X
JISTZOL,O,O,X,X,O,X,O,X,X,X,X,X,X
JISTOLZ,O,X,O,X,X,X,O,X,X,X,X,O,X
JISTOZL,O,X,O,X,O,X,O,X,X,X,X,X,X
JISLTZO,O,O,O,X,O,X,O,O,X,X,X,O,X
JISLTOZ,O,X,O,X,O,X,O,O,X,X,X,O,X
JISLZTO,O,O,O,X,O,X,O,O,X,X,X,X,X
JISLZOT,X,O,X,X,O,X,O,X,X,X,X,X,X
JISLOTZ,O,X,O,X,O,X,O,X,X,X,X,O,X
JISLOZT,X,X,X,X,O,X,O,X,X,X,X,X,X
JISZTLO,O,O,X,X,O,X,O,X,X,X,X,O,X
JISZTOL,O,O,X,X,O,X,O,X,X,X,X,X,X
JISZLTO,O,O,X,X,O,X,O,X,X,X,X,X,X
JISZLOT,X,O,X,X,O,X,O,X,X,X,X,X,X
JISZOTL,X,O,X,X,O,X,O,X,X,X,X,X,X
JISZOLT,X,O,X,X,O,X,O,X,X,X,X,X,X
JISOTLZ,O,X,O,X,O,X,O,X,X,X,X,O,X
JISOTZL,O,X,O,X,O,X,O,X,X,X,X,X,X
JISOLTZ,O,X,O,X,O,X,O,X,O,X,X,O,X
JISOLZT,X,X,O,X,O,X,O,X,O,X,X,X,X
JISOZTL,X,X,O,X,O,X,O,X,X,X,X,X,X
JISOZLT,X,X,X,X,O,X,O,X,X,X,X,X,X
JIZTLSO,X,O,X,X,X,X,O,O,X,X,X,O,X
JIZTLOS,X,O,X,X,X,X,X,X,X,X,X,O,X
JIZTSLO,X,O,X,X,O,X,O,X,X,X,X,O,X
JIZTSOL,X,O,X,X,O,X,O,X,X,X,X,X,X
JIZTOLS,X,O,X,X,O,X,X,X,X,X,X,X,X
JIZTOSL,X,O,X,X,O,X,X,X,X,X,X,X,X
JIZLTSO,X,O,X,X,X,X,O,O,X,X,X,X,X
JIZLTOS,X,O,X,X,X,X,X,X,X,X,X,X,X
JIZLSTO,O,O,X,X,X,X,O,X,X,X,X,X,X
JIZLSOT,X,O,X,X,X,X,O,X,X,X,X,X,X
JIZLOTS,X,O,X,X,X,X,X,X,X,X,X,X,X
JIZLOST,X,O,X,X,X,X,X,X,X,X,X,X,X
JIZSTLO,O,O,X,X,O,X,O,X,X,X,X,O,X
JIZSTOL,O,O,X,X,O,X,O,X,X,X,X,X,X
JIZSLTO,O,O,X,X,O,X,O,X,X,X,X,X,X
JIZSLOT,X,O,X,X,O,X,O,X,X,X,X,X,X
JIZSOTL,X,O,X,X,O,X,O,X,X,X,X,X,X
JIZSOLT,X,O,X,X,O,X,O,X,X,X,X,X,X
JIZOTLS,X,O,X,X,O,X,X,X,X,X,X,X,X
JIZOTSL,X,O,X,X,O,X,X,X,X,X,X,X,X
JIZOLTS,X,O,X,X,O,X,X,X,O,X,X,X,X
JIZOLST,X,O,X,X,X,X,X,X,O,X,X,X,X
JIZOSTL,X,O,X,X,O,X,X,X,X,X,X,X,X
JIZOSLT,X,O,X,X,O,X,X,X,X,X,X,X,X
JIOTLSZ,X,X,O,X,X,X,O,O,O,X,X,O,X
JIOTLZS,X,O,O,X,O,X,X,X,O,X,X,O,X
JIOTSLZ,X,X,O,X,O,X,O,X,O,X,X,O,X
JIOTSZL,X,X,O,X,O,X,O,X,X,X,X,X,X
JIOTZLS,X,O,X,X,O,X,X,X,X,X,X,X,X
JIOTZSL,X,O,O,X,O,X,X,X,X,X,X,X,X
JIOLTSZ,X,X,O,X,X,X,O,O,O,X,X,X,X
JIOLTZS,X,O,O,X,O,X,X,X,O,X,X,X,X
JIOLSTZ,O,X,O,X,X,X,O,X,O,X,X,X,X
JIOLSZT,X,X,O,X,X,O,O,X,O,X,X,X,X
JIOLZTS,X,O,O,X,O,O,X,X,O,X,X,X,X
JIOLZST,X,O,O,X,X,O,X,X,O,X,X,X,X
JIOSTLZ,O,X,O,X,O,X,O,X,X,X,X,O,X
JIOSTZL,O,X,O,X,O,X,O,X,X,X,X,X,X
JIOSLTZ,O,X,O,X,O,X,O,X,O,X,X,X,X
JIOSLZT,X,X,O,X,O,X,O,X,O,X,X,X,X
JIOSZTL,X,X,O,X,O,X,O,X,X,X,X,X,X
JIOSZLT,X,X,X,X,O,X,O,X,X,X,X,X,X
JIOZTLS,X,O,X,X,O,X,X,X,X,X,X,X,X
JIOZTSL,X,O,O,X,O,X,X,X,X,X,X,X,X
JIOZLTS,X,O,X,X,O,X,X,X,O,X,X,X,X
JIOZLST,X,O,X,X,X,X,X,X,O,X,X,X,X
JIOZSTL,X,O,O,X,O,X,X,X,X,X,X,X,X
JIOZSLT,X,O,X,X,O,X,X,X,X,X,X,X,X
JLTISZO,O,O,O,O,X,X,O,O,X,X,X,O,X
JLTISOZ,O,X,O,O,X,X,O,O,O,X,X,O,X
JLTIZSO,X,O,O,O,X,X,O,O,X,X,X,O,X
JLTIZOS,X,O,X,X,X,X,X,X,X,X,O,O,X
JLTIOSZ,O,X,O,O,X,X,O,O,O,X,X,O,X
JLTIOZS,X,O,O,X,X,X,X,X,O,X,O,O,X
JLTSIZO,O,X,O,O,O,X,O,O,X,X,X,O,X
JLTSIOZ,O,X,O,O,O,X,O,O,O,X,X,O,X
JLTSZIO,O,O,O,O,O,X,O,O,X,X,X,O,X
JLTSZOI,O,X,X,O,O,X,O,O,O,X,X,O,X
JLTSOIZ,O,X,O,O,O,X,X,O,O,X,X,O,X
JLTSOZI,O,X,O,O,O,X,O,O,O,X,X,O,X
JLTZISO,O,O,O,O,X,X,O,O,X,X,X,O,X
JLTZIOS,O,O,X,X,X,X,X,X,X,X,O,O,X
JLTZSIO,O,O,O,O,O,X,O,O,X,X,X,O,X
JLTZSOI,O,X,X,O,O,X,O,O,O,X,X,O,X
JLTZOIS,O,X,O,X,O,X,X,X,O,X,O,O,X
JLTZOSI,O,X,O,X,O,X,X,X,O,X,X,O,X
JLTOISZ,O,X,O,O,X,X,O,O,O,X,X,O,X
JLTOIZS,X,X,O,X,O,X,X,X,O,X,O,O,X
JLTOSIZ,O,X,O,O,O,X,X,O,O,X,X,O,X
JLTOSZI,O,X,O,O,O,X,O,O,O,X,X,O,X
JLTOZIS,O,X,O,X,O,X,X,X,O,X,O,O,X
JLTOZSI,O,X,O,X,O,X,X,X,O,X,X,O,X
JLITSZO,O,O,O,X,X,X,O,O,X,X,X,O,X
JLITSOZ,O,X,O,X,X,X,O,O,O,X,X,O,X
JLITZSO,X,O,O,X,X,X,O,O,X,X,X,O,X
JLITZOS,X,O,X,X,X,X,X,X,X,X,O,O,X
JLITOSZ,O,X,O,X,X,X,O,O,O,X,X,O,X
JLITOZS,X,O,O,X,X,X,X,X,O,X,O,O,X
JLISTZO,O,O,O,X,X,X,O,O,X,X,X,O,X
JLISTOZ,O,X,O,X,X,X,O,O,O,X,X,O,X
JLISZTO,O,O,O,X,X,X,O,O,X,X,X,X,X
JLISZOT,X,O,X,X,X,X,O,X,X,X,X,X,X
JLISOTZ,O,X,O,X,X,X,O,X,O,X,X,O,X
JLISOZT,X,X,X,X,X,X,O,X,O,X,X,X,X
JLIZTSO,X,O,O,X,X,X,O,O,X,X,X,X,X
JLIZTOS,X,O,X,X,X,X,X,X,X,X,O,X,X
JLIZSTO,O,O,O,X,X,X,O,X,X,X,X,X,X
JLIZSOT,X,O,X,X,X,X,O,X,X,X,X,X,X
JLIZOTS,X,O,X,X,X,X,X,X,X,X,O,X,X
JLIZOST,X,O,X,X,X,X,X,X,X,X,X,X,X
JLIOTSZ,X,X,O,X,X,X,O,O,O,X,X,X,X
JLIOTZS,X,O,O,X,X,X,X,X,O,X,O,X,X
JLIOSTZ,O,X,O,X,X,X,O,X,O,X,X,X,X
JLIOSZT,X,X,O,X,X,X,O,X,O,X,X,X,X
JLIOZTS,X,O,O,X,X,X,X,X,O,X,O,X,X
JLIOZST,X,O,O,X,X,X,X,X,O,X,X,X,X
JLSTIZO,O,X,O,O,O,X,O,O,X,X,X,O,X
JLSTIOZ,O,X,O,O,O,X,O,O,O,X,X,O,X
JLSTZIO,O,O,O,O,O,X,O,O,X,X,X,O,X
JLSTZOI,O,X,X,O,O,X,O,O,O,X,X,O,X
JLSTOIZ,O,X,O,O,O,X,X,O,O,X,X,O,X
JLSTOZI,O,X,O,O,O,X,O,O,O,X,X,O,X
JLSITZO,O,X,O,O,O,X,O,O,X,X,X,O,X
JLSITOZ,O,X,O,O,O,X,O,O,O,X,X,O,X
JLSIZTO,O,X,O,O,O,X,O,O,X,X,X,X,X
JLSIZOT,X,X,X,O,O,X,O,X,X,X,X,X,X
JLSIOTZ,O,X,O,O,O,X,O,X,O,X,X,O,X
JLSIOZT,X,X,X,O,O,X,O,X,O,X,X,X,X
JLSZTIO,O,O,O,O,O,X,O,O,X,X,X,X,X
JLSZTOI,O,X,X,O,O,O,O,O,O,X,X,X,X
JLSZITO,O,O,O,O,O,X,O,O,X,X,X,X,X
JLSZIOT,X,O,X,O,O,X,O,X,X,X,X,X,X
JLSZOTI,X,X,X,O,O,O,O,O,O,X,X,O,X
JLSZOIT,X,X,X,O,O,O,X,X,O,X,X,X,X
JLSOTIZ,O,X,O,O,O,X,X,O,O,X,X,O,X
JLSOTZI,O,X,O,O,O,X,O,O,O,X,X,O,X
JLSOITZ,O,X,O,O,O,X,X,X,O,X,X,O,X
JLSOIZT,X,X,O,O,O,O,X,X,O,X,X,X,X
JLSOZTI,X,X,O,O,O,O,O,O,O,X,X,O,X
JLSOZIT,X,X,O,O,O,O,X,X,O,X,X,X,X
JLZTISO,X,O,O,X,X,X,O,O,X,X,X,X,X
JLZTIOS,X,O,X,X,X,X,X,X,X,X,O,X,X
JLZTSIO,O,O,O,X,O,X,O,O,X,X,X,X,X
JLZTSOI,O,X,X,X,O,O,O,O,O,X,X,X,X
JLZTOIS,X,X,O,X,O,O,X,X,O,X,O,X,X
JLZTOSI,O,X,O,X,O,O,X,X,O,X,X,X,X
JLZITSO,X,O,O,X,X,X,O,O,X,X,X,X,X
JLZITOS,X,O,X,X,X,X,X,X,X,X,O,X,X
JLZISTO,O,O,O,X,X,X,O,X,X,X,X,X,X
JLZISOT,X,O,X,X,X,X,O,X,X,X,X,X,X
JLZIOTS,X,O,X,X,X,X,X,X,X,X,O,X,X
JLZIOST,X,O,X,X,X,X,X,X,X,X,X,X,X
JLZSTIO,O,O,O,X,O,X,O,O,X,X,X,X,X
JLZSTOI,O,X,X,X,O,O,O,O,O,X,X,X,X
JLZSITO,O,O,O,X,O,X,O,O,X,X,X,X,X
JLZSIOT,X,O,X,X,O,X,X,X,X,X,X,X,X
JLZSOTI,X,X,X,X,O,O,O,O,O,X,X,O,X
JLZSOIT,X,X,X,X,O,O,X,X,O,X,X,X,X
JLZOTIS,X,X,O,X,O,O,X,X,O,X,O,X,X
JLZOTSI,X,X,O,X,O,O,X,X,O,X,X,X,X
JLZOITS,X,X,O,X,O,O,X,X,O,X,O,X,X
JLZOIST,X,X,O,X,X,O,X,X,O,X,X,X,X
JLZOSTI,X,X,O,X,O,O,X,X,O,X,X,X,X
JLZOSIT,X,X,O,X,O,O,X,X,O,X,X,X,X
JLOTISZ,O,X,O,X,X,X,O,O,O,X,X,X,X
JLOTIZS,X,X,O,X,O,X,X,X,O,X,O,X,X
JLOTSIZ,O,X,O,X,O,X,X,O,O,X,X,X,X
JLOTSZI,O,X,O,X,O,X,O,O,O,X,X,X,X
JLOTZIS,X,X,O,X,O,X,X,X,O,X,O,X,X
JLOTZSI,O,X,O,X,O,X,X,X,O,X,X,X,X
JLOITSZ,X,X,O,X,X,X,O,O,O,X,X,X,X
JLOITZS,X,X,O,X,O,X,X,X,O,X,O,X,X
JLOISTZ,O,X,O,X,X,X,O,X,O,X,X,X,X
JLOISZT,X,X,O,X,X,O,O,X,O,X,X,X,X
JLOIZTS,X,X,O,X,O,O,X,X,O,X,O,X,X
JLOIZST,X,X,O,X,X,O,X,X,O,X,X,X,X
JLOSTIZ,O,X,O,X,O,X,X,O,O,X,X,O,X
JLOSTZI,O,X,O,X,O,X,O,O,O,X,X,O,X
JLOSITZ,O,X,O,X,O,X,X,X,O,X,X,O,X
JLOSIZT,X,X,O,X,O,O,X,X,O,X,X,X,X
JLOSZTI,X,X,O,X,O,O,O,O,O,X,X,O,X
JLOSZIT,X,X,O,X,O,O,X,X,O,X,X,X,X
JLOZTIS,X,X,O,X,O,O,X,X,O,X,O,X,X
JLOZTSI,X,X,O,X,O,O,X,X,O,X,X,X,X
JLOZITS,X,X,O,X,O,O,X,X,O,X,O,X,X
JLOZIST,X,X,O,X,X,O,X,X,O,X,X,X,X
JLOZSTI,X,X,O,X,O,O,X,X,O,X,X,X,X
JLOZSIT,X,X,O,X,O,O,X,X,O,X,X,X,X
JSTILZO,O,O,O,O,O,X,O,O,X,X,X,O,X
JSTILOZ,O,X,O,O,O,X,O,O,X,X,X,O,X
JSTIZLO,O,O,X,O,O,X,O,X,X,X,X,O,X
JSTIZOL,O,O,X,O,O,X,O,X,X,X,X,X,X
JSTIOLZ,O,X,O,O,X,X,O,X,O,X,X,O,X
JSTIOZL,O,X,O,X,O,X,O,X,X,X,X,X,X
JSTLIZO,O,X,O,O,O,X,O,O,X,X,X,O,X
JSTLIOZ,O,X,O,O,O,X,O,O,X,X,X,O,X
JSTLZIO,O,O,O,O,O,X,O,O,X,X,X,O,X
JSTLZOI,O,X,X,O,O,X,O,O,X,X,X,O,X
JSTLOIZ,O,X,O,O,O,X,X,O,O,X,X,O,X
JSTLOZI,O,X,O,O,O,X,O,O,O,X,X,O,X
JSTZILO,O,O,X,O,O,X,O,X,X,X,X,O,X
JSTZIOL,O,O,X,O,O,X,X,X,X,O,X,X,X
JSTZLIO,O,O,O,O,O,X,O,O,X,X,X,O,X
JSTZLOI,O,X,X,O,O,X,O,O,X,O,X,O,X
JSTZOIL,O,O,O,O,O,X,X,X,X,O,X,X,X
JSTZOLI,O,X,O,O,O,X,O,X,O,O,X,O,X
JSTOILZ,O,X,O,O,O,X,X,X,O,X,X,O,X
JSTOIZL,O,X,O,X,O,X,X,X,X,X,X,X,X
JSTOLIZ,O,X,O,O,O,X,X,O,O,X,X,O,X
JSTOLZI,O,X,O,O,O,X,O,O,O,X,X,O,X
JSTOZIL,O,O,O,O,O,X,X,X,X,O,X,X,X
JSTOZLI,O,X,O,O,O,X,O,X,O,O,X,O,X
JSITLZO,O,O,O,O,O,X,O,O,X,X,X,O,X
JSITLOZ,O,X,O,O,O,X,O,O,X,X,X,O,X
JSITZLO,O,O,X,O,O,X,O,X,X,X,X,O,X
JSITZOL,O,O,X,X,O,X,O,X,X,X,X,X,X
JSITOLZ,O,X,O,O,X,X,O,X,X,X,X,O,X
JSITOZL,O,X,O,X,O,X,O,X,X,X,X,X,X
JSILTZO,O,O,O,O,O,X,O,O,X,X,X,O,X
JSILTOZ,O,X,O,O,O,X,O,O,X,X,X,O,X
JSILZTO,O,O,O,O,O,X,O,O,X,X,X,X,X
JSILZOT,X,O,X,O,O,X,O,X,X,X,X,X,X
JSILOTZ,O,X,O,O,O,X,O,X,X,X,X,O,X
JSILOZT,X,X,X,O,O,X,O,X,X,X,X,X,X
JSIZTLO,O,O,X,O,O,X,O,X,X,X,X,O,X
JSIZTOL,O,O,X,O,O,X,O,X,X,X,X,X,X
JSIZLTO,O,O,X,O,O,X,O,X,X,X,X,X,X
JSIZLOT,X,O,X,O,O,X,O,X,X,X,X,X,X
JSIZOTL,X,O,X,O,O,X,O,X,X,X,X,X,X
JSIZOLT,X,O,X,O,O,X,O,X,X,X,X,X,X
JSIOTLZ,O,X,O,O,O,X,O,X,X,X,X,O,X
JSIOTZL,O,X,O,O,O,X,O,X,X,X,X,X,X
JSIOLTZ,O,X,O,O,O,X,O,X,O,X,X,O,X
JSIOLZT,X,X,O,O,O,X,O,X,O,X,X,X,X
JSIOZTL,X,X,O,O,O,X,O,X,X,X,X,X,X
JSIOZLT,X,X,X,O,O,X,O,X,X,X,X,X,X
JSLTIZO,O,X,O,O,O,X,O,O,X,X,X,O,X
JSLTIOZ,O,X,O,O,O,X,O,O,O,X,X,O,X
JSLTZIO,O,O,O,O,O,X,O,O,X,X,X,O,X
JSLTZOI,O,X,X,O,O,X,O,O,O,X,X,O,X
JSLTOIZ,O,X,O,O,O,X,X,O,O,X,X,O,X
JSLTOZI,O,X,O,O,O,X,O,O,O,X,X,O,X
JSLITZO,O,X,O,O,O,X,O,O,X,X,X,O,X
JSLITOZ,O,X,O,O,O,X,O,O,O,X,X,O,X
JSLIZTO,O,X,O,O,O,X,O,O,X,X,X,X,X
JSLIZOT,X,X,X,O,O,X,O,X,X,X,X,X,X
JSLIOTZ,O,X,O,O,O,X,O,X,O,X,X,O,X
JSLIOZT,X,X,X,O,O,X,O,X,O,X,X,X,X
JSLZTIO,O,O,O,O,O,X,O,O,X,X,X,X,X
JSLZTOI,O,X,X,O,O,X,O,O,O,X,X,X,X
JSLZITO,O,O,O,O,O,X,O,O,X,X,X,X,X
JSLZIOT,X,O,X,O,O,X,O,X,X,X,X,X,X
JSLZOTI,X,X,X,O,O,X,O,O,O,X,X,O,X
JSLZOIT,X,X,X,O,O,X,X,X,O,X,X,X,X
JSLOTIZ,O,X,O,O,O,X,X,O,O,X,X,O,X
JSLOTZI,O,X,O,O,O,X,O,O,O,X,X,O,X
JSLOITZ,O,X,O,O,O,X,X,X,O,X,X,O,X
JSLOIZT,X,X,O,O,O,X,X,X,O,X,X,X,X
JSLOZTI,X,X,O,O,O,X,O,O,O,X,X,O,X
JSLOZIT,X,X,O,O,O,X,X,X,O,X,X,X,X
JSZTILO,O,O,X,O,O,X,O,X,X,X,X,O,X
JSZTIOL,O,O,X,O,O,X,O,X,X,X,X,X,X
JSZTLIO,O,O,O,O,O,X,O,O,X,X,X,O,X
JSZTLOI,O,X,X,O,O,X,O,O,X,X,X,O,X
JSZTOIL,O,O,O,O,O,X,X,X,X,X,X,X,X
JSZTOLI,O,X,O,O,O,X,O,X,X,X,X,O,X
JSZITLO,O,O,X,O,O,X,O,X,X,X,X,O,X
JSZITOL,O,O,X,O,O,X,O,X,X,X,X,X,X
JSZILTO,O,O,X,O,O,X,O,X,X,X,X,X,X
JSZILOT,X,O,X,O,O,X,O,X,X,X,X,X,X
JSZIOTL,X,O,X,O,O,X,O,X,X,X,X,X,X
JSZIOLT,X,O,X,O,O,X,O,X,X,X,X,X,X
JSZLTIO,O,O,O,O,O,X,O,O,X,X,X,X,X
JSZLTOI,O,X,X,O,O,X,O,O,X,X,X,X,X
JSZLITO,O,O,O,O,O,X,O,O,X,X,X,X,X
JSZLIOT,X,O,X,O,O,X,O,X,X,X,X,X,X
JSZLOTI,X,X,X,O,O,X,O,O,X,X,X,O,X
JSZLOIT,X,X,X,O,O,X,X,X,X,X,X,X,X
JSZOTIL,X,O,O,O,O,X,X,X,X,X,X,X,X
JSZOTLI,X,X,O,O,O,X,O,X,X,X,X,O,X
JSZOITL,X,O,O,O,O,X,X,X,X,X,X,X,X
JSZOILT,X,O,X,O,O,X,X,X,X,X,X,X,X
JSZOLTI,X,X,O,O,O,X,O,X,X,X,X,O,X
JSZOLIT,X,X,O,O,O,X,X,X,X,X,X,X,X
JSOTILZ,O,X,O,O,O,X,X,X,O,X,X,O,X
JSOTIZL,O,X,O,O,O,X,X,X,X,X,X,X,X
JSOTLIZ,O,X,O,O,O,X,X,O,O,X,X,O,X
JSOTLZI,O,X,O,O,O,X,O,O,O,X,X,O,X
JSOTZIL,O,O,O,O,O,X,X,X,X,O,X,X,X
JSOTZLI,O,X,O,O,O,X,O,X,O,O,X,O,X
JSOITLZ,O,X,O,O,O,X,X,X,X,X,X,O,X
JSOITZL,O,X,O,O,O,X,X,X,X,X,X,X,X
JSOILTZ,O,X,O,O,O,X,X,X,O,X,X,O,X
JSOILZT,X,X,O,O,O,X,X,X,O,X,X,X,X
JSOIZTL,X,X,O,O,O,X,X,X,X,X,X,X,X
JSOIZLT,X,X,X,O,O,X,X,X,X,X,X,X,X
JSOLTIZ,O,X,O,O,O,X,X,O,O,X,X,O,X
JSOLTZI,O,X,O,O,O,X,O,O,O,X,X,O,X
JSOLITZ,O,X,O,O,O,X,X,X,O,X,X,O,X
JSOLIZT,X,X,O,O,O,X,X,X,O,X,X,X,X
JSOLZTI,X,X,O,O,O,X,O,O,O,X,X,O,X
JSOLZIT,X,X,O,O,O,X,X,X,O,X,X,X,X
JSOZTIL,X,O,O,O,O,X,X,X,X,X,X,X,X
JSOZTLI,X,X,O,O,O,X,O,X,X,X,X,O,X
JSOZITL,X,O,O,O,O,X,X,X,X,X,X,X,X
JSOZILT,X,O,X,O,O,X,X,X,X,X,X,X,X
JSOZLTI,X,X,O,O,O,X,O,X,X,X,X,O,X
JSOZLIT,X,X,O,O,O,X,X,X,X,X,X,X,X
JZTILSO,X,O,X,X,X,X,O,O,X,X,X,O,X
JZTILOS,X,O,X,X,X,X,X,X,X,X,X,O,X
JZTISLO,X,O,X,X,O,X,O,X,X,X,X,O,X
JZTISOL,X,O,X,X,O,X,O,X,X,X,X,X,X
JZTIOLS,X,O,X,X,O,X,X,X,X,X,X,X,X
JZTIOSL,X,O,X,X,O,X,X,X,X,X,X,X,X
JZTLISO,X,O,O,X,X,X,O,O,X,X,X,O,X
JZTLIOS,X,O,X,X,X,X,X,X,X,X,X,O,X
JZTLSIO,O,O,O,X,O,X,O,O,X,X,X,O,X
JZTLSOI,O,X,X,X,O,X,O,O,X,X,X,O,X
JZTLOIS,X,X,O,X,O,X,X,X,X,X,X,O,X
JZTLOSI,O,X,O,X,O,X,X,X,X,X,X,O,X
JZTSILO,O,O,X,X,O,X,O,X,X,X,X,O,X
JZTSIOL,O,O,X,X,O,X,X,X,X,X,X,X,X
JZTSLIO,O,O,O,X,O,X,O,O,X,X,X,O,X
JZTSLOI,O,X,X,X,O,X,O,O,X,X,X,O,X
JZTSOIL,O,O,O,X,O,X,X,X,X,X,X,X,X
JZTSOLI,O,X,O,X,O,X,O,X,O,X,X,O,X
JZTOILS,X,O,X,X,O,X,X,X,X,X,X,X,X
JZTOISL,X,O,O,X,O,X,X,X,X,X,X,X,X
JZTOLIS,X,X,O,X,O,X,X,X,O,X,X,O,X
JZTOLSI,O,X,O,X,O,X,X,X,O,X,X,O,X
JZTOSIL,O,O,O,X,O,X,X,X,X,X,X,X,X
JZTOSLI,O,X,O,X,O,X,X,X,O,X,X,O,X
JZITLSO,X,O,X,X,X,X,O,O,X,X,X,O,X
JZITLOS,X,O,X,X,X,X,X,X,X,X,X,O,X
JZITSLO,X,O,X,X,O,X,O,X,X,X,X,O,X
JZITSOL,X,O,X,X,O,X,O,X,X,X,X,X,X
JZITOLS,X,O,X,X,O,X,X,X,X,X,X,X,X
JZITOSL,X,O,X,X,O,X,X,X,X,X,X,X,X
JZILTSO,X,O,X,X,X,X,O,O,X,X,X,X,X
JZILTOS,X,O,X,X,X,X,X,X,X,X,X,X,X
JZILSTO,O,O,X,X,X,X,O,X,X,X,X,X,X
JZILSOT,X,O,X,X,X,X,O,X,X,X,X,X,X
JZILOTS,X,O,X,X,X,X,X,X,X,X,X,X,X
JZILOST,X,O,X,X,X,X,X,X,X,X,X,X,X
JZISTLO,O,O,X,X,O,X,O,X,X,X,X,O,X
JZISTOL,O,O,X,X,O,X,O,X,X,O,X,X,X
JZISLTO,O,O,X,X,O,X,O,X,X,X,X,X,X
JZISLOT,X,O,X,X,O,X,O,X,X,X,X,X,X
JZISOTL,X,O,X,X,O,X,O,X,X,O,X,X,X
JZISOLT,X,O,X,X,O,X,O,X,X,O,X,X,X
JZIOTLS,X,O,X,X,O,X,X,X,X,X,X,X,X
JZIOTSL,X,O,X,X,O,X,X,X,X,X,X,X,X
JZIOLTS,X,O,X,X,O,X,X,X,O,X,X,X,X
JZIOLST,X,O,X,X,X,X,X,X,O,O,X,X,X
JZIOSTL,X,O,X,X,O,X,X,X,X,O,X,X,X
JZIOSLT,X,O,X,X,O,X,X,X,X,O,X,X,X
JZLTISO,X,O,O,X,X,X,O,O,X,X,X,X,X
JZLTIOS,X,O,X,X,X,X,X,X,X,X,O,X,X
JZLTSIO,O,O,O,X,O,X,O,O,X,X,X,X,X
JZLTSOI,O,X,X,X,O,X,O,O,O,X,X,X,X
JZLTOIS,X,X,O,X,O,X,X,X,O,X,O,X,X
JZLTOSI,O,X,O,X,O,X,X,X,O,X,X,X,X
JZLITSO,X,O,O,X,X,X,O,O,X,X,X,X,X
JZLITOS,X,O,X,X,X,X,X,X,X,X,O,X,X
JZLISTO,O,O,O,X,X,X,O,X,X,X,X,X,X
JZLISOT,X,O,X,X,X,X,O,X,X,X,X,X,X
JZLIOTS,X,O,X,X,X,X,X,X,X,X,O,X,X
JZLIOST,X,O,X,X,X,X,X,X,X,X,X,X,X
JZLSTIO,O,O,O,X,O,X,O,O,X,X,X,X,X
JZLSTOI,O,X,X,X,O,X,O,O,O,O,X,X,X
JZLSITO,O,O,O,X,O,X,O,O,X,X,X,X,X
JZLSIOT,X,O,X,X,O,X,X,X,X,X,X,X,X
JZLSOTI,X,X,X,X,O,X,O,O,O,O,X,O,X
JZLSOIT,X,X,X,X,O,X,X,X,O,O,X,X,X
JZLOTIS,X,X,O,X,O,X,X,X,O,X,O,X,X
JZLOTSI,X,X,O,X,O,X,X,X,O,X,X,X,X
JZLOITS,X,X,O,X,O,X,X,X,O,X,O,X,X
JZLOIST,X,X,O,X,X,X,X,X,O,O,X,X,X
JZLOSTI,X,X,O,X,O,X,X,X,O,O,X,X,X
JZLOSIT,X,X,O,X,O,X,X,X,O,O,X,X,X
JZSTILO,O,O,X,X,O,X,O,X,X,X,X,O,X
JZSTIOL,O,O,X,X,O,X,X,X,X,O,X,X,X
JZSTLIO,O,O,O,X,O,X,O,O,X,X,X,O,X
JZSTLOI,O,X,X,X,O,X,O,O,X,O,X,O,X
JZSTOIL,O,O,O,X,O,X,X,X,X,O,X,X,X
JZSTOLI,O,X,O,X,O,X,O,X,X,O,X,O,X
JZSITLO,O,O,X,X,O,X,O,X,X,X,X,O,X
JZSITOL,O,O,X,X,O,X,X,X,X,O,X,X,X
JZSILTO,O,O,X,X,O,X,O,X,X,X,X,X,X
JZSILOT,X,O,X,X,O,X,X,X,X,X,X,X,X
