sequence,v115@6gC8HeC8FeD8CeA8BeE8BeF8Jei6IvhFRcBukB3gBF?iB0mBTqB,v115@6gC8HeC8FeD8CeA8BeE8BeF8Jem6IvhFRcB6kB3gBF?iB0mBTqB,v115@6gC8HeC8FeD8CeA8BeE8BeF8JeT6IvhFOgBicB5lBF?iBfqB0rB,v115@6gC8HeC8FeD8CeA8BeE8BeF8Je2/IvhFRbBUdBfqBl?lBzmBCrB,v115@6gC8HeC8FeD8CeA8BeE8BeF8JeT6IvhF2gBRcBFiBf?qB6qB0rB,v115@6gC8HeC8FeD8CeA8BeE8BeF8Je2/IvhFRbBUdBFhBf?qB6qBzrB,v115@6gC8HeC8FeD8CeA8BeE8BeF8Je//IvhFygBFiBxlBG?lBzmBUqB,v115@6gC8HeC8FeD8CeA8BeE8BeF8Jei6IvhF5gBzfB/mBF?iBmmBUqB,v115@6gC8HeC8FeD8CeA8BeE8BeF8Je//IvhFRcBigBFiB+?qB0rBzpB,v115@6gC8HeC8FeD8CeA8BeE8BeF8JeT6IvhFegBRcBFiBS?qB0mB3qB,v115@6gC8HeC8FeD8CeA8BeE8BeF8JeT6IvhFKgBRcBFiBf?qB0mBuqB,v115@6gC8HeC8FeD8CeA8BeE8BeF8Je2/IvhFRbBUhBFiBf?qB6qBzrB,v115@6gC8HeC8FeD8CeA8BeE8BeF8Jex/IvhF/mBFiB0fBS?qBmmBTqB,v115@6gC8HeC8FeD8CeA8BeE8BeF8JeKBJvhFxfBFiB0fB+?qBXqBzrB,v115@6gC8HeC8FeD8CeA8BeE8BeF8JeKBJvhFxfBFiBXgB+?qB0pBzrB,v115@6gC8HeC8FeD8CeA8BeE8BeF8Jex6IvhFKhB0fBFiB+?qBXqBzrB,v115@6gC8HeC8FeD8CeA8BeE8BeF8JeT6IvhF6lBxhBXgBm?mBlmBUqB,v115@6gC8HeC8FeD8CeA8BeE8BeF8JeT6IvhFKgBRcBFiBW?qB0mB3qB,v115@6gC8HeC8FeD8CeA8BeE8BeF8Jex6IvhFKhBXgBFiB+?qB0pBzrB,v115@6gC8HeC8FeD8CeA8BeE8BeF8JeT6IvhFXgBxhBanBG?mBllBUqB,v115@6gC8HeC8FeD8CeA8BeE8BeF8Jex6IvhFlcB0fB/mBO?nBSqBTqB
JZLIOST,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O
JZLSTIO,O,O,X,X,X,O,X,X,O,O,X,O,X,X,X,O,X,O,O,X,O
JZLSTOI,O,O,O,X,X,O,X,X,O,O,X,O,X,X,X,O,X,O,O,X,O
JZLSITO,O,O,O,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O
JZLSIOT,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,O
JZLSOTI,O,O,O,X,X,X,X,X,O,O,X,O,X,X,X,X,X,O,X,X,O
JZLSOIT,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,O
JZLOTIS,O,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X
JZLOTSI,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X,O,X,X,X
JZLOITS,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X
JZLOIST,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O
JZLOSTI,X,O,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X,O,X,X,O
JZLOSIT,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
JZSTILO,O,O,O,X,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,O
JZSTIOL,O,O,O,O,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,O,O
JZSTLIO,O,O,O,X,O,O,X,X,O,X,O,O,X,X,X,O,X,X,O,X,O
JZSTLOI,O,O,O,X,O,O,X,X,O,X,O,O,X,X,X,O,X,X,O,X,O
JZSTOIL,O,O,O,O,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,O,O
JZSTOLI,O,X,O,O,O,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X,O
JZSITLO,O,O,O,X,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,O
JZSITOL,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O,O
JZSILTO,O,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O
JZSILOT,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O
JZSIOTL,X,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O
JZSIOLT,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X
JZSLTIO,O,O,O,X,O,O,X,X,O,X,O,O,X,X,X,O,X,X,O,X,O
JZSLTOI,O,O,O,X,O,O,X,X,O,X,O,O,X,X,X,O,X,X,O,X,O
JZSLITO,O,O,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O
JZSLIOT,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JZSLOTI,O,O,O,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O
JZSLOIT,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JZSOTIL,O,O,O,O,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,O,O
JZSOTLI,O,X,O,O,O,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X,O
JZSOITL,X,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O
JZSOILT,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X
JZSOLTI,O,X,O,O,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,O
JZSOLIT,O,X,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O
JZOTILS,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
JZOTISL,O,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JZOTLIS,O,O,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
JZOTLSI,O,O,O,X,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X
JZOTSIL,O,O,O,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
JZOTSLI,O,O,O,O,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
JZOITLS,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
JZOITSL,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZOILTS,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
JZOILST,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
JZOISTL,O,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O
JZOISLT,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X
JZOLTIS,O,O,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X
JZOLTSI,O,O,X,X,X,O,X,X,O,O,X,X,X,X,X,O,X,O,X,X,X
JZOLITS,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X
JZOLIST,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O
JZOLSTI,O,O,O,O,X,O,X,O,O,O,X,X,X,X,X,X,X,O,X,X,O
JZOLSIT,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
JZOSTIL,O,O,O,O,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,O,O
JZOSTLI,O,O,O,O,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,O
JZOSITL,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O
JZOSILT,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X
JZOSLTI,O,O,O,O,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,O
JZOSLIT,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O
JOTILSZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
JOTILZS,O,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
JOTISLZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
JOTISZL,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOTIZLS,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
JOTIZSL,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOTLISZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
JOTLIZS,O,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
JOTLSIZ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOTLSZI,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
JOTLZIS,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
JOTLZSI,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X
JOTSILZ,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOTSIZL,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOTSLIZ,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOTSLZI,O,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
JOTSZIL,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOTSZLI,O,X,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JOTZILS,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
JOTZISL,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOTZLIS,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOTZLSI,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JOTZSIL,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOTZSLI,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JOITLSZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
JOITLZS,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
JOITSLZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
JOITSZL,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOITZLS,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
JOITZSL,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOILTSZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
JOILTZS,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
JOILSTZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
JOILSZT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
JOILZTS,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X
JOILZST,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
JOISTLZ,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
JOISTZL,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOISLTZ,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
JOISLZT,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
JOISZTL,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOISZLT,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
JOIZTLS,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
JOIZTSL,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOIZLTS,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
JOIZLST,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
JOIZSTL,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
JOIZSLT,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
JOLTISZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
JOLTIZS,O,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
JOLTSIZ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLTSZI,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
JOLTZIS,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
JOLTZSI,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X
JOLITSZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
JOLITZS,O,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
JOLISTZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
JOLISZT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
JOLIZTS,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X
JOLIZST,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
JOLSTIZ,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLSTZI,O,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O
JOLSITZ,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLSIZT,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLSZTI,O,O,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X,O,X,X,O
JOLSZIT,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JOLZTIS,O,O,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X
JOLZTSI,O,O,X,X,X,O,X,X,O,O,X,X,X,X,X,O,X,O,X,X,X
JOLZITS,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X
JOLZIST,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O
JOLZSTI,O,O,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X,O,X,X,O
JOLZSIT,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JOSTILZ,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
JOSTIZL,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSTLIZ,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSTLZI,O,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O
JOSTZIL,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JOSTZLI,O,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
JOSITLZ,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
JOSITZL,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSILTZ,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
JOSILZT,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
JOSIZTL,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSIZLT,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
JOSLTIZ,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSLTZI,O,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O
JOSLITZ,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
JOSLIZT,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
JOSLZTI,O,O,O,O,O,O,X,X,O,X,O,X,X,X,X,X,X,O,X,X,O
JOSLZIT,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JOSZTIL,O,O,O,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O
JOSZTLI,O,O,O,O,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,O
JOSZITL,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JOSZILT,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
JOSZLTI,O,O,O,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O
JOSZLIT,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JOZTILS,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
JOZTISL,O,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JOZTLIS,O,O,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
JOZTLSI,O,O,O,X,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X
JOZTSIL,O,O,O,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
JOZTSLI,O,O,O,O,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
JOZITLS,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
JOZITSL,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZILTS,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
JOZILST,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
JOZISTL,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JOZISLT,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
JOZLTIS,O,O,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X
JOZLTSI,O,O,X,X,X,O,X,X,O,O,X,X,X,X,X,O,X,O,X,X,X
JOZLITS,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X
JOZLIST,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O
JOZLSTI,O,O,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X,O,X,X,O
JOZLSIT,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JOZSTIL,O,O,O,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O,O
JOZSTLI,O,O,O,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O
JOZSITL,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JOZSILT,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
JOZSLTI,O,O,O,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O
JOZSLIT,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
STILJZO,X,X,O,X,O,O,O,X,X,X,X,O,O,O,O,X,X,X,X,X,X
STILJOZ,X,X,O,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
STILZJO,X,X,O,X,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,O
STILZOJ,X,X,O,X,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,O
STILOJZ,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STILOZJ,O,X,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STIJLZO,X,X,O,X,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
STIJLOZ,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STIJZLO,X,X,O,X,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
STIJZOL,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STIJOLZ,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STIJOZL,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STIZLJO,X,X,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O
STIZLOJ,X,X,O,X,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,O
STIZJLO,X,X,O,X,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,O
STIZJOL,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
STIZOLJ,X,X,O,X,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,O
STIZOJL,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
STIOLJZ,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STIOLZJ,O,O,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STIOJLZ,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STIOJZL,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STIOZLJ,O,O,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STIOZJL,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STLIJZO,X,X,O,X,O,O,O,X,X,X,X,O,O,O,O,X,X,X,X,X,X
STLIJOZ,X,X,O,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
STLIZJO,X,X,O,X,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,O
STLIZOJ,X,X,O,X,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,O
STLIOJZ,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STLIOZJ,O,X,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STLJIZO,X,X,O,X,O,O,X,X,O,X,X,O,O,O,O,X,X,X,O,X,X
STLJIOZ,X,X,O,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
STLJZIO,X,X,X,X,O,O,X,X,O,X,X,O,X,X,X,O,X,X,O,X,O
STLJZOI,X,X,O,X,O,O,X,X,O,X,X,O,X,X,X,O,X,X,O,X,X
STLJOIZ,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STLJOZI,X,X,O,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X
STLZIJO,X,X,O,X,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,O
STLZIOJ,X,X,O,X,O,O,O,O,X,X,O,O,O,X,X,X,X,X,X,X,O
STLZJIO,X,X,X,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O
STLZJOI,X,X,O,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
STLZOIJ,X,X,O,X,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,O
STLZOJI,X,X,O,X,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
STLOIJZ,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STLOIZJ,O,O,O,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STLOJIZ,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STLOJZI,O,O,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STLOZIJ,O,O,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O
STLOZJI,X,O,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
STJILZO,X,X,O,X,O,O,O,X,O,X,X,X,O,O,O,X,X,X,O,X,X
STJILOZ,X,X,O,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
STJIZLO,X,X,O,X,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
STJIZOL,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STJIOLZ,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STJIOZL,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STJLIZO,X,X,O,X,O,O,X,X,O,X,X,O,O,O,O,X,X,X,O,X,X
STJLIOZ,X,X,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
STJLZIO,X,X,X,X,O,O,X,X,O,X,X,O,X,X,X,O,X,X,O,X,O
STJLZOI,X,X,O,X,O,O,X,X,O,X,X,O,X,X,X,O,X,X,O,X,X
STJLOIZ,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STJLOZI,X,X,O,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X
STJZILO,X,X,O,X,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,O
STJZIOL,X,X,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O
STJZLIO,X,X,O,X,X,O,X,X,O,X,X,O,X,X,X,O,X,X,O,X,O
STJZLOI,X,X,O,X,X,O,X,X,O,X,X,O,X,X,X,O,X,X,O,X,X
STJZOIL,X,X,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STJZOLI,X,X,O,O,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
STJOILZ,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STJOIZL,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STJOLIZ,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STJOLZI,X,X,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
STJOZIL,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STJOZLI,X,X,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STZILJO,X,X,O,X,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X,O
STZILOJ,X,X,O,X,O,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X,O
STZIJLO,X,X,O,X,O,O,O,X,O,X,O,O,O,X,X,X,X,X,X,X,O
STZIJOL,X,X,O,X,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,O
STZIOLJ,X,X,O,X,O,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X,O
STZIOJL,X,X,O,X,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,O
