sequence,v115@4gB8CeB8CeB8CeA8EeB8BeB8CeF8DeE8Jem6IvhFzb?BfjB6jBUlBFmBRvB,v115@4gB8CeB8CeB8CeA8EeB8BeB8CeF8DeE8Jem6IvhFzb?BSjBUjBFlBXmBRvB,v115@4gB8CeB8CeB8CeA8EeB8BeB8CeF8DeE8Jex6IvhFKh?BGeBUjBFlBzqBXqB,v115@4gB8CeB8CeB8CeA8EeB8BeB8CeF8DeE8Jex6IvhFCe?BTjBUlBFmBerBXqB,v115@4gB8CeB8CeB8CeA8EeB8BeB8CeF8DeE8Jem6IvhFfj?B6jBUhBFlBzlBRvB,v115@4gB8CeB8CeB8CeA8EeB8BeB8CeF8DeE8Jex6IvhFCe?BVlBTjBOrBXqB8qB,v115@4gB8CeB8CeB8CeA8EeB8BeB8CeF8DeE8Jez9IvhF+j?BlgB0fBXmBilBRvB,v115@4gB8CeB8CeB8CeA8EeB8BeB8CeF8DeE8Jez7IvhFSj?BVlBUjBXmBmkBRvB,v115@4gB8CeB8CeB8CeA8EeB8BeB8CeF8DeE8Je37IvhFCe?BVmBTjB0fB2qBRvB,v115@4gB8CeB8CeB8CeA8EeB8BeB8CeF8DeE8JeZAJvhFzb?BGeBUjB3qB6pBFrB,v115@4gB8CeB8CeB8CeA8EeB8BeB8CeF8DeE8Je37IvhFGe?BVmBUjBZlBzqB6pB,v115@4gB8CeB8CeB8CeA8EeB8BeB8CeF8DeE8Jez9IvhF+j?BZlBUhBfrB6pBlqB
LZOSTIJ,X,X,O,O,X,X,X,X,X,X,X,X
LZOSTJI,X,X,O,O,X,X,X,X,X,X,X,X
LZOSITJ,X,X,X,X,X,X,X,X,X,X,X,X
LZOSIJT,X,X,O,X,X,X,X,X,X,X,X,X
LZOSJTI,X,X,O,X,X,X,X,X,X,X,X,X
LZOSJIT,X,X,O,X,X,X,X,X,X,X,X,X
LOTIJSZ,X,O,X,X,X,X,X,X,O,X,X,X
LOTIJZS,X,O,O,X,X,X,X,X,X,X,X,X
LOTISJZ,X,O,X,X,X,X,X,O,O,X,X,X
LOTISZJ,X,O,O,X,X,X,X,O,O,X,X,X
LOTIZJS,X,O,O,O,X,X,X,X,X,X,X,X
LOTIZSJ,X,X,O,O,X,X,X,X,O,X,X,X
LOTJISZ,X,O,X,X,X,X,X,X,X,X,X,X
LOTJIZS,X,O,O,X,X,X,X,X,X,X,X,X
LOTJSIZ,X,O,X,X,X,O,X,X,X,X,X,X
LOTJSZI,X,O,X,X,X,O,X,X,X,X,X,X
LOTJZIS,X,O,O,O,X,X,X,X,X,X,X,X
LOTJZSI,X,O,O,O,X,X,X,X,X,X,X,X
LOTSIJZ,X,O,X,X,X,X,X,X,X,X,X,X
LOTSIZJ,X,X,O,X,X,X,X,O,X,X,X,X
LOTSJIZ,X,O,X,X,X,X,X,X,X,X,X,X
LOTSJZI,X,O,X,X,X,X,X,O,X,X,X,X
LOTSZIJ,X,X,O,O,X,X,X,O,X,X,X,X
LOTSZJI,X,O,O,O,X,X,X,O,X,X,O,X
LOTZIJS,X,X,O,O,X,X,X,X,X,X,X,X
LOTZISJ,X,X,O,O,X,X,X,X,X,X,X,X
LOTZJIS,X,O,O,O,X,X,X,X,X,X,X,X
LOTZJSI,X,O,O,O,X,X,X,X,X,X,O,X
LOTZSIJ,X,X,O,O,X,X,X,X,X,X,X,X
LOTZSJI,X,X,O,O,X,X,X,X,X,X,O,X
LOITJSZ,X,O,X,X,X,X,X,X,O,X,X,X
LOITJZS,X,O,O,X,X,X,X,X,X,X,X,X
LOITSJZ,X,O,X,X,X,X,X,O,O,X,X,X
LOITSZJ,X,O,O,X,X,X,X,O,O,X,X,X
LOITZJS,X,O,O,O,X,X,X,X,X,X,X,X
LOITZSJ,X,X,O,O,X,X,X,X,O,X,X,X
LOIJTSZ,X,O,X,X,X,X,X,X,O,X,X,X
LOIJTZS,X,O,X,X,X,X,X,X,X,X,X,X
LOIJSTZ,X,O,X,X,X,O,X,X,X,X,X,X
LOIJSZT,X,O,X,X,X,X,X,X,X,X,X,X
LOIJZTS,X,X,O,X,X,X,X,X,X,X,X,X
LOIJZST,X,X,O,X,X,X,X,X,X,X,X,X
LOISTJZ,X,O,X,X,X,X,X,O,O,X,X,X
LOISTZJ,X,O,X,X,X,X,X,O,O,X,X,X
LOISJTZ,X,O,X,X,X,X,X,X,X,X,X,X
LOISJZT,X,O,X,X,X,X,X,X,X,X,X,X
LOISZTJ,X,X,X,X,X,X,X,X,X,X,X,X
LOISZJT,X,O,O,X,X,X,X,X,X,X,X,X
LOIZTJS,X,X,O,O,X,X,X,X,X,X,X,X
LOIZTSJ,X,X,O,O,X,X,X,X,O,X,X,X
LOIZJTS,X,X,O,X,X,X,X,X,X,X,X,X
LOIZJST,X,X,O,X,X,X,X,X,X,X,X,X
LOIZSTJ,X,X,X,X,X,X,X,X,X,X,X,X
LOIZSJT,X,X,O,X,X,X,X,X,X,X,X,X
LOJTISZ,X,O,X,X,X,X,X,X,X,X,X,X
LOJTIZS,X,O,O,X,X,X,X,X,X,X,X,X
LOJTSIZ,X,O,X,X,X,O,X,X,X,X,X,X
LOJTSZI,X,O,X,X,X,O,X,X,X,X,X,X
LOJTZIS,X,O,O,O,X,X,X,X,X,X,X,X
LOJTZSI,X,O,O,O,X,X,X,X,X,X,X,X
LOJITSZ,X,O,X,X,X,X,X,X,O,X,X,X
LOJITZS,X,O,X,X,X,X,X,X,X,X,X,X
LOJISTZ,X,O,X,X,X,O,X,X,X,X,X,X
LOJISZT,X,O,X,X,X,X,X,X,X,X,X,X
LOJIZTS,X,X,O,X,X,X,X,X,X,X,X,X
LOJIZST,X,X,O,X,X,X,X,X,X,X,X,X
LOJSTIZ,X,X,X,X,X,O,X,X,X,X,X,X
LOJSTZI,X,O,X,X,X,O,X,X,X,X,X,X
LOJSITZ,X,X,X,X,X,O,X,X,X,X,X,X
LOJSIZT,X,O,X,X,X,X,X,X,X,X,X,X
LOJSZTI,X,O,X,X,X,O,X,X,X,X,X,X
LOJSZIT,X,O,X,X,X,X,X,X,X,X,X,X
LOJZTIS,X,X,O,O,X,X,X,X,X,X,X,X
LOJZTSI,X,X,O,O,X,X,X,X,X,X,X,X
LOJZITS,X,X,O,X,X,X,X,X,X,X,X,X
LOJZIST,X,X,O,X,X,X,X,X,X,X,X,X
LOJZSTI,X,X,O,X,X,O,X,X,X,X,X,X
LOJZSIT,X,X,O,X,X,X,X,X,X,X,X,X
LOSTIJZ,X,O,X,X,X,X,X,X,X,X,X,X
LOSTIZJ,X,X,O,X,X,X,X,O,X,X,X,X
LOSTJIZ,X,O,X,X,X,X,X,X,X,X,X,X
LOSTJZI,X,O,X,X,X,X,X,O,X,X,X,X
LOSTZIJ,X,X,O,O,X,X,X,O,X,X,X,X
LOSTZJI,X,O,O,O,X,X,X,O,X,X,X,X
LOSITJZ,X,X,X,X,X,X,X,X,O,X,X,X
LOSITZJ,X,X,X,X,X,X,X,X,O,X,X,X
LOSIJTZ,X,X,X,X,X,X,X,X,X,X,X,X
LOSIJZT,X,O,X,X,X,X,X,X,X,X,X,X
LOSIZTJ,X,X,X,X,X,X,X,X,X,X,X,X
LOSIZJT,X,X,O,X,X,X,X,X,X,X,X,X
LOSJTIZ,X,X,X,X,X,O,X,X,X,X,X,X
LOSJTZI,X,O,X,X,X,O,X,X,X,X,X,X
LOSJITZ,X,X,X,X,X,O,X,X,X,X,X,X
LOSJIZT,X,O,X,X,X,X,X,X,X,X,X,X
LOSJZTI,X,O,X,X,X,O,X,X,X,X,X,X
LOSJZIT,X,O,X,X,X,X,X,X,X,X,X,X
LOSZTIJ,X,X,O,O,X,X,X,X,X,X,X,X
LOSZTJI,X,X,O,O,X,X,X,X,X,X,X,X
LOSZITJ,X,X,X,X,X,X,X,X,X,X,X,X
LOSZIJT,X,X,O,X,X,X,X,X,X,X,X,X
LOSZJTI,X,O,O,X,X,X,X,X,X,X,X,X
LOSZJIT,X,O,O,X,X,X,X,X,X,X,X,X
LOZTIJS,X,X,O,O,X,X,X,X,X,X,X,X
LOZTISJ,X,X,O,O,X,X,X,X,X,X,X,X
LOZTJIS,X,X,O,O,X,X,X,X,X,X,X,X
LOZTJSI,X,X,O,O,X,X,X,X,X,X,O,X
LOZTSIJ,X,X,O,O,X,X,X,X,X,X,X,X
LOZTSJI,X,X,O,O,X,X,X,X,X,X,O,X
LOZITJS,X,X,O,O,X,X,X,X,X,X,X,X
LOZITSJ,X,X,O,O,X,X,X,X,O,X,X,X
LOZIJTS,X,X,O,X,X,X,X,X,X,X,X,X
LOZIJST,X,X,O,X,X,X,X,X,X,X,X,X
LOZISTJ,X,X,X,X,X,X,X,X,X,X,X,X
LOZISJT,X,X,O,X,X,X,X,X,X,X,X,X
LOZJTIS,X,X,O,O,X,X,X,X,X,X,X,X
LOZJTSI,X,X,O,O,X,X,X,X,X,X,O,X
LOZJITS,X,X,O,X,X,X,X,X,X,X,X,X
LOZJIST,X,X,O,X,X,X,X,X,X,X,X,X
LOZJSTI,X,X,O,X,X,O,X,X,X,X,X,X
LOZJSIT,X,X,O,X,X,X,X,X,X,X,X,X
LOZSTIJ,X,X,O,O,X,X,X,X,X,X,X,X
LOZSTJI,X,X,O,O,X,X,X,X,X,X,X,X
LOZSITJ,X,X,X,X,X,X,X,X,X,X,X,X
LOZSIJT,X,X,O,X,X,X,X,X,X,X,X,X
LOZSJTI,X,X,O,X,X,X,X,X,X,X,X,X
LOZSJIT,X,X,O,X,X,X,X,X,X,X,X,X
JTILSZO,O,O,X,X,O,X,X,X,X,X,X,X
JTILSOZ,O,O,X,X,O,X,X,O,X,X,X,X
JTILZSO,X,O,X,X,O,X,X,X,X,X,X,X
JTILZOS,X,O,X,X,X,X,X,X,X,X,X,X
JTILOSZ,O,O,X,X,X,X,X,X,X,X,X,X
JTILOZS,X,O,X,X,X,X,X,X,X,X,X,X
JTISLZO,O,O,X,X,O,X,X,X,X,X,X,X
JTISLOZ,O,O,X,X,O,X,O,O,X,X,X,X
JTISZLO,O,O,X,X,O,X,X,X,X,X,X,X
JTISZOL,O,O,X,X,O,X,O,X,X,X,X,X
JTISOLZ,O,O,X,X,O,X,O,O,X,X,X,X
JTISOZL,O,O,X,X,O,X,O,X,X,X,X,X
JTIZLSO,O,O,X,X,O,X,X,X,X,X,X,X
JTIZLOS,O,O,X,X,X,X,X,X,X,X,X,X
JTIZSLO,O,O,X,X,O,X,X,X,X,X,X,X
JTIZSOL,O,O,X,X,O,X,X,X,X,X,X,X
JTIZOLS,O,O,X,X,X,X,X,X,X,X,X,X
JTIZOSL,O,X,X,X,O,X,X,X,X,X,X,O
JTIOLSZ,O,O,X,X,X,X,X,X,X,X,X,X
JTIOLZS,X,O,X,X,X,X,X,X,X,X,X,X
JTIOSLZ,O,O,X,X,O,X,O,X,X,X,X,X
JTIOSZL,O,O,X,X,O,X,O,X,X,X,X,X
JTIOZLS,X,O,X,X,X,X,X,X,X,X,X,X
JTIOZSL,O,X,X,X,O,X,X,X,X,X,X,O
JTLISZO,X,O,X,X,O,X,X,X,X,X,X,X
JTLISOZ,X,O,X,X,O,X,X,O,X,X,X,X
JTLIZSO,X,O,X,X,O,X,X,X,X,X,X,X
JTLIZOS,X,O,X,X,X,X,X,X,X,X,X,X
JTLIOSZ,X,O,X,X,X,X,X,X,X,X,X,X
JTLIOZS,X,O,X,X,X,X,X,X,X,X,X,X
JTLSIZO,X,O,X,X,O,X,X,X,X,X,X,X
JTLSIOZ,O,O,X,X,O,X,X,X,X,X,X,X
JTLSZIO,X,X,X,X,O,X,X,X,X,X,X,X
JTLSZOI,O,O,X,X,O,X,X,X,X,X,X,X
JTLSOIZ,O,O,X,X,O,X,X,X,X,X,X,X
JTLSOZI,O,O,X,X,O,X,X,O,X,X,X,X
JTLZISO,X,O,X,X,X,X,X,X,X,X,X,X
JTLZIOS,X,O,X,X,X,X,X,X,X,X,X,X
JTLZSIO,X,X,X,X,O,X,X,X,X,X,X,X
JTLZSOI,X,O,X,X,O,X,X,X,X,X,X,X
JTLZOIS,X,O,X,X,X,X,X,X,X,X,X,X
JTLZOSI,X,O,X,X,X,X,X,X,X,X,X,X
JTLOISZ,X,O,X,X,X,X,X,X,X,X,X,X
JTLOIZS,X,O,X,X,X,X,X,X,X,X,X,X
JTLOSIZ,O,O,X,X,X,X,X,X,X,X,X,X
JTLOSZI,O,O,X,X,X,X,X,X,X,X,X,X
JTLOZIS,X,O,X,X,X,X,X,X,X,X,X,X
JTLOZSI,X,O,X,X,X,X,X,X,X,X,X,X
JTSILZO,O,O,X,X,O,X,X,X,X,X,X,X
JTSILOZ,O,O,X,X,O,X,X,X,X,X,X,X
JTSIZLO,O,O,X,X,O,X,X,X,X,X,X,X
JTSIZOL,O,O,X,X,O,X,X,X,X,X,X,X
JTSIOLZ,O,O,X,X,O,O,X,X,X,X,X,X
JTSIOZL,O,O,X,X,O,O,O,X,X,X,X,X
JTSLIZO,O,O,X,X,O,X,X,X,X,X,X,X
JTSLIOZ,O,O,X,X,O,X,X,X,X,X,X,X
JTSLZIO,O,X,X,X,O,X,X,X,X,X,X,X
JTSLZOI,O,O,X,X,O,X,X,X,X,X,X,X
JTSLOIZ,O,O,X,X,O,O,X,X,X,X,X,X
JTSLOZI,O,O,X,X,O,O,O,O,X,X,X,X
JTSZILO,O,X,X,X,O,X,X,X,X,X,X,X
JTSZIOL,O,X,X,X,O,X,X,X,X,X,X,X
JTSZLIO,O,X,X,X,O,X,X,X,X,X,X,X
JTSZLOI,O,O,X,X,O,X,X,X,X,X,X,X
JTSZOIL,O,X,X,X,X,O,O,X,X,X,X,X
JTSZOLI,O,O,X,X,O,O,O,X,X,X,X,X
JTSOILZ,O,O,X,X,O,O,X,X,X,X,X,X
JTSOIZL,X,X,X,X,O,O,O,X,X,X,X,X
JTSOLIZ,O,O,X,X,O,O,X,X,X,X,X,X
JTSOLZI,O,O,X,X,O,O,O,O,X,X,X,X
JTSOZIL,X,X,X,X,X,O,O,X,X,X,X,X
JTSOZLI,O,O,X,X,O,O,O,X,X,X,X,X
JTZILSO,O,O,X,X,O,X,X,X,X,X,X,X
JTZILOS,O,O,X,X,X,X,X,X,X,X,X,X
JTZISLO,O,O,X,X,O,X,X,X,X,X,X,X
JTZISOL,O,O,X,X,O,X,X,X,X,X,X,X
JTZIOLS,O,O,X,O,X,X,X,X,X,X,X,X
JTZIOSL,O,X,X,O,O,X,X,X,X,X,X,O
JTZLISO,X,O,X,X,X,X,X,X,X,X,X,X
JTZLIOS,X,O,X,X,X,X,X,X,X,X,X,X
JTZLSIO,O,X,X,X,O,X,X,X,X,X,X,X
JTZLSOI,O,O,X,X,O,X,X,X,X,X,X,X
JTZLOIS,X,O,X,X,X,X,X,X,X,X,X,X
JTZLOSI,O,O,X,X,X,X,X,X,X,X,X,X
JTZSILO,O,X,X,X,O,X,X,X,X,X,X,X
JTZSIOL,O,X,X,X,O,X,X,X,X,X,X,X
JTZSLIO,O,X,X,X,O,X,X,X,X,X,X,X
JTZSLOI,O,O,X,X,O,X,X,X,X,X,X,X
JTZSOIL,O,X,X,X,X,X,X,X,X,X,X,X
JTZSOLI,O,O,X,X,O,X,X,X,X,X,X,X
JTZOILS,X,X,X,O,X,X,X,X,X,X,X,X
JTZOISL,O,X,X,O,X,X,X,X,X,X,X,O
JTZOLIS,X,O,X,O,X,X,X,X,X,X,X,X
JTZOLSI,O,O,X,O,X,X,X,X,X,X,X,X
JTZOSIL,O,X,X,O,X,X,X,X,X,X,X,X
JTZOSLI,O,X,X,O,O,X,X,X,X,X,X,X
JTOILSZ,X,O,X,X,X,X,X,X,X,X,X,X
JTOILZS,X,O,X,X,X,X,X,X,X,X,X,X
JTOISLZ,O,O,X,X,O,X,O,X,X,X,X,X
JTOISZL,X,O,X,X,O,X,O,X,X,X,X,X
JTOIZLS,X,O,X,X,X,X,X,X,X,X,X,X
JTOIZSL,X,X,X,X,O,X,X,X,X,X,X,O
JTOLISZ,X,O,X,X,X,X,X,X,X,X,X,X
JTOLIZS,X,O,X,X,X,X,X,X,X,X,X,X
JTOLSIZ,O,O,X,X,X,O,X,X,X,X,X,X
JTOLSZI,O,O,X,X,X,O,X,X,X,X,X,X
JTOLZIS,X,O,X,O,X,X,X,X,X,X,X,X
JTOLZSI,X,O,X,O,X,X,X,X,X,X,X,X
JTOSILZ,O,O,X,X,O,O,X,X,X,X,X,X
JTOSIZL,X,X,X,X,O,O,O,X,X,X,X,X
JTOSLIZ,O,O,X,X,O,O,X,X,X,X,X,X
JTOSLZI,O,O,X,X,O,O,O,X,X,X,X,X
JTOSZIL,X,X,X,X,X,O,O,X,X,X,X,X
JTOSZLI,O,O,X,X,O,O,O,X,X,X,X,X
JTOZILS,X,X,X,O,X,X,X,X,X,X,X,X
JTOZISL,X,X,X,O,X,X,X,X,X,X,X,O
JTOZLIS,X,O,X,O,X,X,X,X,X,X,X,X
JTOZLSI,X,O,X,O,X,X,X,X,X,X,X,X
JTOZSIL,X,X,X,O,X,X,X,X,X,X,X,X
JTOZSLI,O,X,X,O,O,X,X,X,X,X,X,X
JITLSZO,O,O,X,X,O,X,X,X,X,X,X,X
JITLSOZ,O,O,X,X,O,X,X,O,X,X,X,X
JITLZSO,X,O,X,X,O,X,X,X,X,X,X,X
JITLZOS,X,O,X,X,X,X,X,X,X,X,X,X
JITLOSZ,O,O,X,X,X,X,X,X,X,X,X,X
JITLOZS,X,O,X,X,X,X,X,X,X,X,X,X
JITSLZO,O,O,X,X,O,X,X,X,X,X,X,X
JITSLOZ,O,O,X,X,O,X,O,O,X,X,X,X
JITSZLO,O,O,X,X,O,X,X,X,X,X,X,X
JITSZOL,O,O,X,X,O,X,O,X,X,X,X,X
JITSOLZ,O,O,X,X,O,X,O,O,O,X,X,X
JITSOZL,O,O,X,X,O,X,O,X,X,X,X,X
JITZLSO,O,O,X,X,O,X,X,X,X,X,X,X
JITZLOS,O,O,X,X,X,X,X,X,X,X,X,X
JITZSLO,O,O,X,X,O,X,X,X,X,X,X,X
JITZSOL,O,O,X,X,O,X,X,X,X,X,X,X
JITZOLS,O,O,X,X,X,X,X,X,X,X,X,X
JITZOSL,O,X,X,X,O,X,X,X,X,X,X,O
JITOLSZ,O,O,X,X,X,X,X,X,O,X,X,X
JITOLZS,X,O,X,X,X,X,X,X,X,X,X,X
JITOSLZ,O,O,X,X,O,X,O,X,O,X,X,X
JITOSZL,O,O,X,X,O,X,O,X,X,X,X,X
JITOZLS,X,O,X,X,X,X,X,X,X,X,X,X
JITOZSL,O,X,X,X,O,X,X,X,X,X,X,O
JILTSZO,O,O,X,X,O,X,X,X,X,X,X,X
JILTSOZ,O,O,X,X,O,X,X,O,X,X,X,X
JILTZSO,X,O,X,X,O,X,X,X,X,X,X,X
JILTZOS,X,O,X,X,X,X,X,X,X,X,X,X
JILTOSZ,O,O,X,X,X,X,X,X,X,X,X,X
JILTOZS,X,O,X,X,X,X,X,X,X,X,X,X
JILSTZO,O,O,X,X,O,X,X,X,X,X,X,X
JILSTOZ,O,O,X,X,O,X,O,O,X,X,X,X
JILSZTO,O,X,X,X,O,X,X,X,X,X,X,X
JILSZOT,O,O,X,X,X,X,X,X,X,X,X,X
JILSOTZ,O,O,X,X,O,X,O,X,X,X,X,X
JILSOZT,O,O,X,X,X,X,X,X,X,X,X,X
JILZTSO,O,O,X,X,X,X,X,X,X,X,X,X
JILZTOS,O,O,X,X,X,X,X,X,X,X,X,X
JILZSTO,O,X,X,X,X,X,X,X,X,X,X,X
JILZSOT,O,O,X,X,X,X,X,X,X,X,X,X
JILZOTS,X,X,X,X,X,X,X,X,X,X,X,X
JILZOST,X,X,X,X,X,X,X,X,X,X,X,O
JILOTSZ,X,O,X,X,X,X,X,X,X,X,X,X
JILOTZS,X,O,X,X,X,X,X,X,X,X,X,X
JILOSTZ,X,O,X,X,X,X,O,X,X,X,X,X
JILOSZT,X,O,X,X,X,X,X,X,X,X,X,X
JILOZTS,X,X,X,X,X,X,X,X,X,X,X,X
JILOZST,X,X,X,X,X,X,X,X,X,X,X,O
JISTLZO,O,O,X,X,O,X,X,X,X,X,X,X
JISTLOZ,O,O,X,X,O,X,O,O,X,X,X,X
JISTZLO,O,O,X,X,O,X,X,X,X,X,X,X
JISTZOL,O,O,X,X,O,X,O,X,X,X,X,X
JISTOLZ,O,O,X,X,O,O,O,O,X,X,X,X
JISTOZL,O,O,X,X,O,O,O,X,X,X,X,X
JISLTZO,O,O,X,X,O,X,X,X,X,X,X,X
JISLTOZ,O,O,X,X,O,X,O,O,X,X,X,X
JISLZTO,O,X,X,X,O,X,X,X,X,X,X,X
JISLZOT,O,O,X,X,X,X,X,X,X,X,X,X
JISLOTZ,O,O,X,X,O,X,O,X,X,X,X,X
JISLOZT,O,O,X,X,X,X,X,X,X,X,X,X
JISZTLO,O,X,X,X,O,X,X,X,X,X,X,X
JISZTOL,O,X,X,X,O,X,O,X,X,X,X,X
JISZLTO,O,X,X,X,O,X,X,X,X,X,X,X
JISZLOT,O,O,X,X,X,X,X,X,X,X,X,X
JISZOTL,O,X,X,X,X,X,O,X,X,X,X,O
JISZOLT,O,O,X,X,X,X,X,X,X,X,X,O
JISOTLZ,O,O,X,X,O,O,O,X,X,X,X,X
JISOTZL,O,X,X,X,O,O,O,X,X,X,X,X
JISOLTZ,O,O,X,X,O,O,O,X,X,X,X,X
JISOLZT,O,O,X,X,X,X,X,X,X,X,X,X
JISOZTL,O,X,X,X,X,X,O,X,X,X,X,O
JISOZLT,O,O,X,X,X,X,X,X,X,X,X,O
JIZTLSO,O,O,X,X,O,X,X,X,X,X,X,X
JIZTLOS,O,O,X,X,X,X,X,X,X,X,X,X
JIZTSLO,O,O,X,X,O,X,X,X,X,X,X,X
JIZTSOL,O,O,X,X,O,X,X,X,X,X,X,X
JIZTOLS,O,O,X,X,X,X,X,X,X,X,X,X
JIZTOSL,O,X,X,X,O,X,X,X,X,X,X,O
JIZLTSO,O,O,X,X,X,X,X,X,X,X,X,X
JIZLTOS,O,O,X,X,X,X,X,X,X,X,X,X
JIZLSTO,O,X,X,X,X,X,X,X,X,X,X,X
JIZLSOT,O,O,X,X,X,X,X,X,X,X,X,X
JIZLOTS,X,X,X,X,X,X,X,X,X,X,X,X
JIZLOST,X,X,X,X,X,X,X,X,X,X,X,O
JIZSTLO,O,X,X,X,O,X,X,X,X,X,X,X
JIZSTOL,O,X,X,X,O,X,O,X,X,X,X,X
JIZSLTO,O,X,X,X,O,X,X,X,X,X,X,X
JIZSLOT,O,O,X,X,X,X,X,X,X,X,X,X
JIZSOTL,O,X,X,X,X,X,O,X,X,X,X,O
JIZSOLT,O,O,X,X,X,X,X,X,X,X,X,O
JIZOTLS,O,X,X,X,X,X,X,X,X,X,X,X
JIZOTSL,O,X,X,X,X,X,X,X,X,X,X,O
JIZOLTS,X,X,X,X,X,X,X,X,X,X,X,X
JIZOLST,X,X,X,X,X,X,X,X,X,X,X,O
JIZOSTL,O,X,X,X,X,X,O,X,X,X,X,O
JIZOSLT,O,X,X,X,X,X,X,X,X,X,X,O
JIOTLSZ,O,O,X,X,X,X,X,X,O,X,X,X
JIOTLZS,X,O,X,X,X,X,X,X,X,X,X,X
JIOTSLZ,O,O,X,X,O,X,O,X,O,X,X,X
JIOTSZL,O,O,X,X,O,X,O,X,X,X,X,X
JIOTZLS,X,O,X,X,X,X,X,X,X,X,X,X
JIOTZSL,O,X,X,X,O,X,X,X,X,X,X,O
JIOLTSZ,X,O,X,X,X,X,X,X,O,X,X,X
JIOLTZS,X,O,X,X,X,X,X,X,X,X,X,X
JIOLSTZ,X,O,X,X,X,O,O,X,X,X,X,X
JIOLSZT,X,O,X,X,X,X,X,X,X,X,X,X
JIOLZTS,X,X,X,X,X,X,X,X,X,X,X,X
JIOLZST,X,X,X,X,X,X,X,X,X,X,X,O
JIOSTLZ,O,O,X,X,O,O,O,X,X,X,X,X
JIOSTZL,O,X,X,X,O,O,O,X,X,X,X,X
JIOSLTZ,O,O,X,X,O,O,O,X,X,X,X,X
JIOSLZT,O,O,X,X,X,X,X,X,X,X,X,X
JIOSZTL,O,X,X,X,X,X,O,X,X,X,X,O
JIOSZLT,O,O,X,X,X,X,X,X,X,X,X,O
JIOZTLS,O,X,X,X,X,X,X,X,X,X,X,X
JIOZTSL,O,X,X,X,X,X,X,X,X,X,X,O
JIOZLTS,X,X,X,X,X,X,X,X,X,X,X,X
JIOZLST,X,X,X,X,X,X,X,X,X,X,X,O
JIOZSTL,O,X,X,X,X,X,O,X,X,X,X,O
JIOZSLT,O,X,X,X,X,X,X,X,X,X,X,O
JLTISZO,X,O,X,X,O,X,X,X,X,X,X,X
JLTISOZ,X,O,X,X,O,X,X,O,X,X,X,X
JLTIZSO,X,O,X,X,O,X,X,X,X,X,X,X
JLTIZOS,X,O,X,X,X,X,X,X,X,X,X,X
JLTIOSZ,X,O,X,X,X,X,X,X,X,X,X,X
JLTIOZS,X,O,X,X,X,X,X,X,X,X,X,X
JLTSIZO,X,O,X,X,O,X,X,X,X,X,X,X
JLTSIOZ,O,O,X,X,O,X,X,X,X,X,X,X
JLTSZIO,X,X,X,X,O,X,X,X,X,X,X,X
JLTSZOI,O,O,X,X,O,X,X,X,X,X,X,X
JLTSOIZ,O,O,X,X,O,X,X,X,X,X,X,X
JLTSOZI,O,O,X,X,O,X,X,O,X,X,X,X
JLTZISO,X,O,X,X,X,X,X,X,X,X,X,X
JLTZIOS,X,O,X,X,X,X,X,X,X,X,X,X
JLTZSIO,X,X,X,X,O,X,X,X,X,X,X,X
JLTZSOI,X,O,X,X,O,X,X,X,X,X,X,X
JLTZOIS,X,O,X,X,X,X,X,X,X,X,X,X
JLTZOSI,X,O,X,X,X,X,X,X,X,X,X,X
JLTOISZ,X,O,X,X,X,X,X,X,X,X,X,X
JLTOIZS,X,O,X,X,X,X,X,X,X,X,X,X
JLTOSIZ,O,O,X,X,X,X,X,X,X,X,X,X
JLTOSZI,O,O,X,X,X,X,X,X,X,X,X,X
JLTOZIS,X,O,X,X,X,X,X,X,X,X,X,X
JLTOZSI,X,O,X,X,X,X,X,X,X,X,X,X
JLITSZO,O,O,X,X,O,X,X,X,X,X,X,X
JLITSOZ,O,O,X,X,O,X,X,O,X,X,X,X
JLITZSO,X,O,X,X,O,X,X,X,X,X,X,X
JLITZOS,X,O,X,X,X,X,X,X,X,X,X,X
JLITOSZ,O,O,X,X,X,X,X,X,X,X,X,X
JLITOZS,X,O,X,X,X,X,X,X,X,X,X,X
JLISTZO,O,O,X,X,O,X,X,X,X,X,X,X
JLISTOZ,O,O,X,X,O,X,O,O,X,X,X,X
JLISZTO,O,X,X,X,O,X,X,X,X,X,X,X
JLISZOT,O,O,X,X,X,X,X,X,X,X,X,X
JLISOTZ,O,O,X,X,O,X,O,X,X,X,X,X
JLISOZT,O,O,X,X,X,X,X,X,X,X,X,X
JLIZTSO,O,O,X,X,X,X,X,X,X,X,X,X
JLIZTOS,O,O,O,X,X,X,X,X,X,X,X,X
JLIZSTO,O,X,X,X,X,X,X,X,X,X,X,X
JLIZSOT,O,O,O,X,X,X,X,X,X,X,X,X
JLIZOTS,X,X,O,X,X,X,X,X,X,X,X,X
JLIZOST,X,X,O,X,X,X,X,X,X,X,X,O
JLIOTSZ,X,O,X,X,X,X,X,X,X,X,X,X
JLIOTZS,X,O,X,X,X,X,X,X,X,X,X,X
JLIOSTZ,X,O,X,X,X,X,O,X,X,X,X,X
JLIOSZT,X,O,X,X,X,X,X,X,X,X,X,X
JLIOZTS,X,X,X,X,X,X,X,X,X,X,X,X
JLIOZST,X,X,X,X,X,X,X,X,X,X,X,O
JLSTIZO,O,O,X,X,O,X,X,X,X,X,X,X
