sequence,v115@7gB8FeD8FeD8EeF8CeF8JeT6IvhFxcBlgBcmBikBGq?BXqB,v115@7gB8FeD8FeD8EeF8CeF8JeO/IvhFXbBxcBSlBThB0p?BlqB,v115@7gB8FeD8FeD8EeF8CeF8JeO/IvhF8fBzbBCdBxlBlp?B3qB,v115@7gB8FeD8FeD8EeF8CeF8Jem7IvhFCdBxfBTkB/qBFm?B0pB,v115@7gB8FeD8FeD8EeF8CeF8Jem7IvhFCdBxfBTfB/qBFm?B0pB,v115@7gB8FeD8FeD8EeF8CeF8JeZ/IvhFzaBCdBUhBupB1q?B3qB,v115@7gB8FeD8FeD8EeF8CeF8Jem7IvhFCdBxfB0fB/pBFm?BTqB,v115@7gB8FeD8FeD8EeF8CeF8Jex6IvhFCdBmfBTkBFmBXq?B8qB,v115@7gB8FeD8FeD8EeF8CeF8JeZ/IvhF8gBCdBzfBXmBFl?BWvB,v115@7gB8FeD8FeD8EeF8CeF8JeZ/IvhFzbBCdBVlBXmBUq?BupB,v115@7gB8FeD8FeD8EeF8CeF8JeO/IvhFCdBzfBFmBxpB8q?BXqB,v115@7gB8FeD8FeD8EeF8CeF8Jez7IvhFCdBmfBFmBxpB/p?BUqB
JOIZSTL,X,O,X,X,X,X,X,X,O,X,X,X
JOIZSLT,X,O,X,X,X,X,X,X,O,X,X,X
JOLTISZ,X,X,X,X,X,O,O,X,O,X,X,X
JOLTIZS,O,X,X,X,X,O,O,X,X,X,X,X
JOLTSIZ,X,X,X,X,X,O,O,O,O,X,X,X
JOLTSZI,X,X,X,X,X,O,O,O,O,X,X,X
JOLTZIS,O,X,X,X,X,O,O,X,X,X,X,X
JOLTZSI,O,X,X,X,X,O,O,X,X,X,X,X
JOLITSZ,X,X,X,X,X,O,X,X,O,X,X,X
JOLITZS,O,X,X,X,X,O,X,X,X,X,X,X
JOLISTZ,X,X,X,X,X,O,X,O,O,X,X,X
JOLISZT,O,X,X,X,X,X,X,X,O,X,X,X
JOLIZTS,O,X,X,X,X,O,X,X,X,X,X,X
JOLIZST,O,X,X,X,X,X,X,X,O,X,X,X
JOLSTIZ,X,X,X,O,X,O,O,O,O,X,X,X
JOLSTZI,X,X,X,O,X,O,O,O,O,X,X,X
JOLSITZ,X,X,X,X,X,O,O,O,O,X,X,X
JOLSIZT,O,X,X,X,X,X,O,X,O,X,X,X
JOLSZTI,O,X,X,X,X,X,X,O,O,X,X,X
JOLSZIT,O,X,X,X,X,X,X,X,O,X,X,X
JOLZTIS,O,X,X,X,X,O,X,X,X,X,X,X
JOLZTSI,O,X,X,X,X,O,X,X,X,X,X,X
JOLZITS,O,X,X,X,X,O,X,X,X,X,X,X
JOLZIST,O,X,X,X,X,X,X,X,O,X,X,X
JOLZSTI,O,X,X,X,X,X,X,O,O,X,X,X
JOLZSIT,O,X,X,X,X,X,X,X,O,X,X,X
JOSTILZ,X,X,X,O,X,O,O,O,O,X,X,X
JOSTIZL,X,X,X,O,X,O,O,O,O,X,X,X
JOSTLIZ,X,X,X,O,X,O,O,O,O,X,X,X
JOSTLZI,X,X,X,O,X,O,O,O,O,X,X,X
JOSTZIL,X,X,X,O,X,O,O,O,O,X,X,X
JOSTZLI,X,X,X,O,X,O,O,O,O,X,X,X
JOSITLZ,X,X,X,O,X,O,O,O,O,X,X,X
JOSITZL,X,X,X,O,X,O,O,O,O,X,X,X
JOSILTZ,X,X,X,X,X,O,O,O,O,X,X,X
JOSILZT,X,X,X,X,X,X,O,X,O,X,X,X
JOSIZTL,X,X,X,X,X,X,X,X,O,X,X,X
JOSIZLT,X,X,X,X,X,X,O,X,O,X,X,X
JOSLTIZ,X,X,X,O,X,O,O,O,O,X,X,X
JOSLTZI,X,X,X,O,X,O,O,O,O,X,X,X
JOSLITZ,X,X,X,X,X,O,O,O,O,X,X,X
JOSLIZT,X,X,X,X,X,X,O,X,O,X,X,X
JOSLZTI,X,X,X,X,X,X,X,O,O,X,X,X
JOSLZIT,X,X,X,X,X,X,X,X,O,X,X,X
JOSZTIL,X,X,X,X,X,X,X,O,O,X,X,X
JOSZTLI,X,X,X,X,X,X,X,O,O,X,X,X
JOSZITL,X,X,X,X,X,X,X,X,O,X,X,X
JOSZILT,X,X,X,X,X,X,X,X,O,X,X,X
JOSZLTI,X,X,X,X,X,X,X,O,O,X,X,X
JOSZLIT,X,X,X,X,X,X,X,X,O,X,X,X
JOZTILS,O,O,X,X,X,O,X,X,X,X,X,X
JOZTISL,X,O,X,X,X,O,X,X,X,X,X,X
JOZTLIS,O,O,X,X,X,O,X,X,X,X,X,X
JOZTLSI,O,O,X,X,X,O,X,X,X,X,X,X
JOZTSIL,X,O,X,X,X,O,X,X,X,X,X,X
JOZTSLI,X,O,X,X,X,O,X,X,X,X,X,X
JOZITLS,O,O,X,X,X,O,X,X,X,X,X,X
JOZITSL,X,O,X,X,X,O,X,X,X,X,X,X
JOZILTS,O,O,X,X,X,O,X,X,X,X,X,X
JOZILST,O,O,X,X,X,X,X,X,O,X,X,X
JOZISTL,X,O,X,X,X,X,X,X,O,X,X,X
JOZISLT,X,O,X,X,X,X,X,X,O,X,X,X
JOZLTIS,O,O,X,X,X,O,X,X,X,X,X,X
JOZLTSI,O,O,X,X,X,O,X,X,X,X,X,X
JOZLITS,O,O,X,X,X,O,X,X,X,X,X,X
JOZLIST,O,O,X,X,X,X,X,X,O,X,X,X
JOZLSTI,O,O,X,X,X,X,X,O,O,X,X,X
JOZLSIT,O,O,X,X,X,X,X,X,O,X,X,X
JOZSTIL,X,O,X,X,X,X,X,O,O,X,X,X
JOZSTLI,X,O,X,X,X,X,X,O,O,X,X,X
JOZSITL,X,O,X,X,X,X,X,X,O,X,X,X
JOZSILT,X,O,X,X,X,X,X,X,O,X,X,X
JOZSLTI,X,O,X,X,X,X,X,O,O,X,X,X
JOZSLIT,X,O,X,X,X,X,X,X,O,X,X,X
STILJZO,X,O,O,O,O,X,O,X,O,X,X,X
STILJOZ,X,O,O,O,O,O,O,X,O,X,X,X
STILZJO,X,O,O,O,O,X,O,X,O,O,X,X
STILZOJ,X,X,O,X,O,X,X,X,X,O,X,X
STILOJZ,X,O,O,O,O,X,O,O,X,X,X,X
STILOZJ,X,X,O,O,X,X,X,X,X,O,X,X
STIJLZO,X,X,O,O,O,X,O,X,O,X,X,X
STIJLOZ,X,X,O,O,O,O,O,X,O,X,X,X
STIJZLO,X,X,O,O,O,O,O,X,O,X,X,X
STIJZOL,X,X,O,X,O,O,X,X,O,X,X,X
STIJOLZ,X,X,O,O,O,O,O,X,O,X,X,X
STIJOZL,X,X,O,O,X,O,X,X,O,X,X,X
STIZLJO,X,O,O,O,O,O,O,X,O,O,X,X
STIZLOJ,X,O,O,X,O,X,X,X,X,O,X,X
STIZJLO,X,O,O,O,O,O,O,X,O,O,X,X
STIZJOL,X,O,O,X,O,O,X,X,O,O,X,X
STIZOLJ,X,O,O,X,O,X,X,X,X,O,X,X
STIZOJL,X,O,O,X,O,X,X,X,X,O,X,X
STIOLJZ,X,O,O,O,O,X,O,O,X,X,X,X
STIOLZJ,X,O,O,O,X,X,X,X,X,O,X,X
STIOJLZ,X,X,O,O,O,X,O,O,X,X,X,X
STIOJZL,X,X,O,O,X,X,X,O,X,X,X,X
STIOZLJ,X,O,O,O,X,X,X,X,X,O,X,X
STIOZJL,X,O,O,O,X,X,X,X,X,O,X,X
STLIJZO,X,O,O,O,O,X,O,X,O,X,X,X
STLIJOZ,X,O,O,O,O,O,O,X,O,X,X,X
STLIZJO,X,O,O,O,O,X,O,X,O,O,X,X
STLIZOJ,X,X,O,X,O,X,X,X,X,O,X,X
STLIOJZ,X,O,O,O,O,X,O,O,X,X,X,X
STLIOZJ,X,O,O,O,X,X,X,X,X,O,X,X
STLJIZO,X,O,O,O,O,X,O,X,X,X,X,X
STLJIOZ,X,O,O,O,O,O,O,X,X,X,X,X
STLJZIO,X,O,O,O,O,X,O,X,X,X,X,X
STLJZOI,X,O,X,O,O,X,X,X,X,X,X,X
STLJOIZ,X,O,X,O,O,O,O,O,X,X,X,X
STLJOZI,X,O,X,O,O,O,O,O,X,X,X,X
STLZIJO,X,O,O,O,O,X,O,X,O,O,X,X
STLZIOJ,X,X,O,X,O,X,X,X,X,O,X,X
STLZJIO,X,O,O,O,O,X,O,X,X,O,X,X
STLZJOI,X,O,X,O,O,X,X,X,X,O,X,X
STLZOIJ,X,O,X,O,O,X,X,X,X,O,X,X
STLZOJI,X,O,X,O,O,X,X,O,X,O,X,X
STLOIJZ,X,O,O,O,O,X,O,O,X,X,X,X
STLOIZJ,X,O,O,O,X,X,O,X,X,O,X,X
STLOJIZ,X,O,X,O,O,X,O,O,X,X,X,X
STLOJZI,X,O,X,O,O,X,O,O,X,X,X,X
STLOZIJ,X,O,X,O,O,X,O,X,X,O,X,X
STLOZJI,X,O,X,O,O,X,O,O,X,O,X,X
STJILZO,X,X,O,O,O,X,O,X,X,X,X,X
STJILOZ,X,X,O,O,O,O,O,X,X,X,X,X
STJIZLO,X,X,O,O,O,O,O,X,X,X,X,X
STJIZOL,X,X,O,X,O,O,X,X,X,X,X,X
STJIOLZ,X,X,O,O,O,O,O,X,X,X,X,X
STJIOZL,X,X,O,O,X,O,X,X,X,X,X,X
STJLIZO,X,X,O,O,O,X,O,X,X,X,X,X
STJLIOZ,X,X,O,O,O,O,O,X,X,X,X,X
STJLZIO,X,X,O,O,O,X,O,X,X,X,X,X
STJLZOI,X,X,X,O,O,X,X,X,X,X,X,X
STJLOIZ,X,X,X,O,O,O,O,O,X,X,X,X
STJLOZI,X,X,X,O,O,O,O,O,X,X,X,X
STJZILO,X,X,O,O,O,O,O,X,X,X,X,X
STJZIOL,X,X,X,X,O,O,X,X,X,X,X,X
STJZLIO,X,X,O,O,O,O,O,X,X,X,X,X
STJZLOI,X,X,X,O,O,O,X,X,X,X,X,X
STJZOIL,X,X,X,O,O,O,X,X,X,X,X,X
STJZOLI,X,X,X,O,O,O,X,X,X,X,X,X
STJOILZ,X,X,X,O,O,O,O,O,X,X,X,X
STJOIZL,X,X,X,O,X,O,O,O,X,X,X,X
STJOLIZ,X,X,X,O,O,O,O,O,X,X,X,X
STJOLZI,X,X,X,O,O,O,O,O,X,X,X,X
STJOZIL,X,X,X,O,O,O,O,O,X,X,X,X
STJOZLI,X,X,X,O,O,O,O,O,X,X,X,X
STZILJO,X,O,O,O,O,O,O,X,O,O,X,X
STZILOJ,X,O,O,X,O,X,X,X,X,O,X,X
STZIJLO,X,O,O,O,O,O,O,X,O,O,X,X
STZIJOL,X,O,O,X,O,O,X,X,O,O,X,X
STZIOLJ,X,O,O,X,O,X,X,X,X,O,X,X
STZIOJL,X,O,O,X,O,X,X,X,X,O,X,X
STZLIJO,X,O,O,O,O,O,O,X,O,O,X,X
STZLIOJ,X,O,O,X,O,X,X,X,X,O,X,X
STZLJIO,X,O,O,O,O,O,O,X,X,O,X,X
STZLJOI,X,O,X,O,O,O,X,X,X,O,X,X
STZLOIJ,X,O,X,O,O,X,X,X,X,O,X,X
STZLOJI,X,O,X,O,O,X,X,O,X,O,X,X
STZJILO,X,O,O,O,O,O,O,X,X,O,X,X
STZJIOL,X,O,X,X,O,O,X,X,X,O,X,X
STZJLIO,X,O,O,O,O,O,O,X,X,O,X,X
STZJLOI,X,O,X,O,O,O,X,X,X,O,X,X
STZJOIL,X,O,X,O,O,O,X,X,X,O,X,X
STZJOLI,X,O,X,O,O,O,X,X,X,O,X,X
STZOILJ,X,O,X,O,O,X,X,X,X,O,X,X
STZOIJL,X,O,X,O,O,X,X,X,X,O,X,X
STZOLIJ,X,O,X,O,O,X,X,X,X,O,X,X
STZOLJI,X,O,X,O,O,X,X,O,X,O,X,X
STZOJIL,X,O,X,O,O,X,X,O,X,O,X,X
STZOJLI,X,O,X,O,O,X,X,O,X,O,X,X
STOILJZ,X,O,O,O,O,X,O,O,X,X,X,X
STOILZJ,X,O,O,O,X,X,O,X,X,O,X,X
STOIJLZ,X,X,O,O,O,X,O,O,X,X,X,X
STOIJZL,X,X,O,O,X,X,O,O,X,X,X,X
STOIZLJ,X,O,O,O,X,X,O,X,X,O,X,X
STOIZJL,X,O,O,O,X,X,O,X,X,O,X,X
STOLIJZ,X,O,O,O,O,X,O,O,X,X,X,X
STOLIZJ,X,O,O,O,X,X,O,X,X,O,X,X
STOLJIZ,X,O,X,O,O,X,O,O,X,X,X,X
STOLJZI,X,O,X,O,O,X,O,O,X,X,X,X
STOLZIJ,X,O,X,O,O,X,O,X,X,O,X,X
STOLZJI,X,O,X,O,O,X,O,O,X,O,X,X
STOJILZ,X,X,X,O,O,X,O,O,X,X,X,X
STOJIZL,X,X,X,O,X,X,O,O,X,X,X,X
STOJLIZ,X,X,X,O,O,X,O,O,X,X,X,X
STOJLZI,X,X,X,O,O,X,O,O,X,X,X,X
STOJZIL,X,X,X,O,O,X,O,O,X,X,X,X
STOJZLI,X,X,X,O,O,X,O,O,X,X,X,X
STOZILJ,X,O,X,O,O,X,O,X,X,O,X,X
STOZIJL,X,O,X,O,O,X,O,X,X,O,X,X
STOZLIJ,X,O,X,O,O,X,O,X,X,O,X,X
STOZLJI,X,O,X,O,O,X,O,O,X,O,X,X
STOZJIL,X,O,X,O,O,X,O,O,X,O,X,X
STOZJLI,X,O,X,O,O,X,O,O,X,O,X,X
SITLJZO,X,O,O,O,O,X,O,X,O,X,X,X
SITLJOZ,X,O,O,O,O,O,O,X,O,X,X,X
SITLZJO,X,O,O,O,O,X,O,X,O,O,X,X
SITLZOJ,X,X,O,X,O,X,X,X,X,O,X,X
SITLOJZ,X,O,O,O,O,X,O,O,X,X,X,X
SITLOZJ,X,X,O,O,X,X,X,X,X,O,X,X
SITJLZO,X,X,O,O,O,X,O,X,O,X,X,X
SITJLOZ,X,X,O,O,O,O,O,X,O,X,X,X
SITJZLO,X,X,O,O,O,O,O,X,O,X,X,X
SITJZOL,X,X,O,X,O,O,X,X,O,X,X,X
SITJOLZ,X,X,O,O,O,O,O,X,O,X,X,X
SITJOZL,X,X,O,O,X,O,X,X,O,X,X,X
SITZLJO,X,O,O,O,O,O,O,X,O,O,X,X
SITZLOJ,X,O,O,X,O,X,X,X,X,O,X,X
SITZJLO,X,O,O,O,O,O,O,X,O,O,X,X
SITZJOL,X,O,O,X,O,O,X,X,O,O,X,X
SITZOLJ,X,O,O,X,O,X,X,X,X,O,X,X
SITZOJL,X,O,O,X,O,X,X,X,X,O,X,X
SITOLJZ,X,O,O,O,O,X,O,O,X,X,X,X
SITOLZJ,X,O,O,O,X,X,X,X,X,O,X,X
SITOJLZ,X,X,O,O,O,X,O,O,X,X,X,X
SITOJZL,X,X,O,O,X,X,X,O,X,X,X,X
SITOZLJ,X,O,O,O,X,X,X,X,X,O,X,X
SITOZJL,X,O,O,O,X,X,X,X,X,O,X,X
SILTJZO,X,X,O,O,O,X,O,X,O,X,X,X
SILTJOZ,X,X,O,O,O,O,O,X,O,X,X,X
SILTZJO,X,X,O,O,O,X,O,X,O,O,X,X
SILTZOJ,X,X,O,X,O,X,X,X,X,O,X,X
SILTOJZ,X,X,O,O,O,X,O,O,X,X,X,X
SILTOZJ,X,X,O,O,X,X,X,X,X,O,X,X
SILJTZO,X,X,O,X,O,X,O,X,O,X,X,X
SILJTOZ,X,X,O,X,X,O,X,X,O,X,X,O
SILJZTO,O,X,O,X,O,X,O,X,O,O,X,X
SILJZOT,O,X,O,X,O,X,O,X,O,O,X,X
SILJOTZ,X,X,O,X,X,O,X,X,O,X,O,X
SILJOZT,O,X,O,X,O,X,O,X,O,O,X,X
SILZTJO,O,X,O,X,O,O,X,X,O,O,X,X
SILZTOJ,O,X,O,X,O,X,X,X,X,O,X,X
SILZJTO,O,X,O,X,O,X,O,X,O,O,X,X
SILZJOT,O,X,O,X,O,X,O,X,O,O,X,X
SILZOTJ,O,X,O,X,X,X,X,X,X,O,X,X
SILZOJT,O,X,O,X,O,X,X,X,O,O,X,X
SILOTJZ,X,X,O,O,X,X,O,O,X,X,O,X
SILOTZJ,X,X,O,O,X,X,O,X,X,O,X,X
SILOJTZ,X,X,O,X,X,X,O,O,O,X,O,X
SILOJZT,O,X,O,X,O,X,O,X,O,O,X,X
SILOZTJ,O,X,O,X,X,X,X,X,X,O,X,X
SILOZJT,O,X,O,X,X,X,O,X,O,O,X,X
SIJTLZO,X,X,O,O,O,X,O,X,O,X,X,X
SIJTLOZ,X,X,O,O,O,O,O,X,O,X,X,O
SIJTZLO,X,X,O,O,O,O,O,X,O,X,X,X
SIJTZOL,X,X,O,X,X,O,X,X,O,X,X,X
SIJTOLZ,X,X,O,O,O,O,O,X,O,X,X,O
SIJTOZL,X,X,O,X,X,O,X,X,O,X,X,X
SIJLTZO,X,X,O,X,O,X,O,X,O,X,X,X
SIJLTOZ,X,X,O,X,X,O,X,X,O,X,X,O
SIJLZTO,O,X,O,X,O,X,O,X,O,O,X,X
SIJLZOT,O,X,O,X,O,X,O,X,O,O,X,X
SIJLOTZ,X,X,O,X,X,O,X,X,O,X,O,X
SIJLOZT,O,X,O,X,O,X,O,X,O,O,X,X
SIJZTLO,O,X,O,X,X,X,X,X,O,O,X,X
SIJZTOL,X,X,O,X,X,X,X,X,O,O,X,X
SIJZLTO,O,X,O,X,O,X,O,X,O,O,X,X
SIJZLOT,O,X,O,X,O,X,O,X,O,O,X,X
SIJZOTL,X,X,O,X,X,X,X,X,O,O,X,X
SIJZOLT,X,X,O,X,X,X,X,X,O,O,X,X
SIJOTLZ,X,X,O,X,X,O,X,X,O,X,O,X
SIJOTZL,X,X,O,X,X,O,X,X,O,X,O,X
SIJOLTZ,X,X,O,X,X,O,X,X,O,X,O,X
SIJOLZT,X,X,O,X,O,X,O,X,O,O,X,X
SIJOZTL,X,X,O,X,X,X,X,X,O,O,X,X
SIJOZLT,X,X,O,X,X,X,X,X,O,O,X,X
SIZTLJO,O,O,O,O,O,O,O,X,O,O,X,X
SIZTLOJ,O,O,O,X,O,X,X,X,X,O,X,X
SIZTJLO,O,O,O,O,O,O,O,X,O,O,X,X
SIZTJOL,X,O,O,X,O,O,X,X,O,O,X,X
SIZTOLJ,X,O,O,X,O,X,X,X,X,O,X,X
SIZTOJL,X,O,O,X,O,X,X,X,X,O,X,X
SIZLTJO,O,O,O,X,O,O,X,X,O,O,X,X
SIZLTOJ,O,X,O,X,O,X,X,X,X,O,X,X
SIZLJTO,O,O,O,X,O,X,O,X,O,O,X,X
SIZLJOT,O,O,O,X,O,X,O,X,O,O,X,X
SIZLOTJ,O,X,O,X,X,X,X,X,X,O,X,X
SIZLOJT,O,O,O,X,O,X,X,X,O,O,X,X
SIZJTLO,O,O,O,X,O,X,X,X,O,O,X,X
SIZJTOL,X,O,O,X,O,X,X,X,O,O,X,X
SIZJLTO,O,O,O,X,O,X,O,X,O,O,X,X
SIZJLOT,O,O,O,X,O,X,O,X,O,O,X,X
SIZJOTL,X,O,O,X,X,X,X,X,O,O,X,X
SIZJOLT,X,O,O,X,O,X,X,X,O,O,X,X
SIZOTLJ,X,O,O,X,O,X,X,X,X,O,X,X
SIZOTJL,X,O,O,X,O,X,X,X,X,O,X,X
SIZOLTJ,X,O,O,X,X,X,X,X,X,O,X,X
SIZOLJT,X,O,O,X,O,X,X,X,O,O,X,X
SIZOJTL,X,O,O,X,X,X,X,X,O,O,X,X
SIZOJLT,X,O,O,X,O,X,X,X,O,O,X,X
SIOTLJZ,X,O,O,O,O,X,O,O,X,X,O,X
SIOTLZJ,X,O,O,O,X,X,O,X,X,O,X,X
SIOTJLZ,X,X,O,O,O,X,O,O,X,X,O,X
SIOTJZL,X,X,O,O,X,X,O,O,X,X,O,X
SIOTZLJ,X,O,O,O,X,X,O,X,X,O,X,X
SIOTZJL,X,O,O,O,X,X,O,X,X,O,X,X
SIOLTJZ,X,X,O,O,X,X,O,O,X,X,O,X
SIOLTZJ,X,X,O,O,X,X,O,X,X,O,X,X
SIOLJTZ,X,X,O,X,X,X,O,O,O,X,O,X
SIOLJZT,X,X,O,X,O,X,O,X,O,O,X,X
SIOLZTJ,X,X,O,X,X,X,X,X,X,O,X,X
SIOLZJT,X,X,O,X,X,X,O,X,O,O,X,X
SIOJTLZ,X,X,O,O,X,X,O,O,O,X,O,X
SIOJTZL,X,X,O,O,X,X,O,O,O,X,O,X
SIOJLTZ,X,X,O,X,X,X,O,O,O,X,O,X
SIOJLZT,X,X,O,X,O,X,O,X,O,O,X,X
SIOJZTL,X,X,O,X,X,X,X,X,O,O,X,X
SIOJZLT,X,X,O,X,X,X,O,X,O,O,X,X
SIOZTLJ,X,O,O,O,X,X,O,X,X,O,X,X
SIOZTJL,X,O,O,O,X,X,O,X,X,O,X,X
SIOZLTJ,X,O,O,X,X,X,X,X,X,O,X,X
SIOZLJT,X,O,O,X,X,X,O,X,O,O,X,X
SIOZJTL,X,O,O,X,X,X,X,X,O,O,X,X
SIOZJLT,X,O,O,X,X,X,O,X,O,O,X,X
SLTIJZO,X,X,O,O,O,X,O,X,O,X,X,X
SLTIJOZ,X,X,O,O,O,O,O,X,O,X,X,X
SLTIZJO,X,X,O,O,O,X,O,X,O,O,X,X
SLTIZOJ,X,X,O,X,O,X,X,X,X,O,X,X
SLTIOJZ,X,X,O,O,O,X,O,O,X,X,X,X
SLTIOZJ,X,X,O,O,X,X,X,X,X,O,X,X
SLTJIZO,X,X,O,O,O,X,O,X,X,X,X,X
SLTJIOZ,X,X,O,O,O,O,O,X,X,X,X,X
SLTJZIO,X,X,O,O,O,X,O,X,X,X,X,X
SLTJZOI,X,X,X,O,O,X,X,X,X,X,X,X
SLTJOIZ,X,X,X,O,O,O,O,O,X,X,X,X
SLTJOZI,X,X,X,O,O,O,O,O,X,X,X,X
SLTZIJO,X,X,O,O,O,X,O,X,O,O,X,X
SLTZIOJ,X,X,O,X,O,X,X,X,X,O,X,X
SLTZJIO,X,X,O,O,O,X,O,X,X,O,X,X
SLTZJOI,X,X,X,O,O,X,X,X,X,O,X,X
SLTZOIJ,X,X,X,O,O,X,X,X,X,O,X,X
SLTZOJI,X,X,X,O,O,X,X,O,X,O,X,X
SLTOIJZ,X,X,O,O,O,X,O,O,X,X,X,X
SLTOIZJ,X,X,O,O,X,X,O,X,X,O,X,X
SLTOJIZ,X,X,X,O,O,X,O,O,X,X,X,X
SLTOJZI,X,X,X,O,O,X,O,O,X,X,X,X
SLTOZIJ,X,X,X,O,O,X,O,X,X,O,X,X
SLTOZJI,X,X,X,O,O,X,O,O,X,O,X,X
SLITJZO,X,X,O,O,O,X,O,X,O,X,X,X
SLITJOZ,X,X,O,O,O,O,O,X,O,X,X,X
SLITZJO,X,X,O,O,O,X,O,X,O,O,X,X
SLITZOJ,X,X,O,X,O,X,X,X,X,O,X,X
SLITOJZ,X,X,O,O,O,X,O,O,X,X,X,X
SLITOZJ,X,X,O,O,X,X,X,X,X,O,X,X
SLIJTZO,X,X,O,X,O,X,O,X,O,X,X,X
SLIJTOZ,X,X,O,X,X,O,X,X,O,X,X,O
SLIJZTO,O,X,O,X,O,X,O,X,O,O,X,X
SLIJZOT,O,X,O,X,O,X,O,X,O,O,X,X
SLIJOTZ,X,X,O,X,X,O,X,X,O,X,O,X
SLIJOZT,O,X,O,X,O,X,O,X,O,O,X,X
SLIZTJO,O,X,O,X,O,O,X,X,O,O,X,X
SLIZTOJ,O,X,O,X,O,X,X,X,X,O,X,X
SLIZJTO,O,X,O,X,O,X,O,X,O,O,X,X
SLIZJOT,O,X,O,X,O,X,O,X,O,O,X,X
SLIZOTJ,O,X,O,X,X,X,X,X,X,O,X,X
SLIZOJT,O,X,O,X,O,X,X,X,O,O,X,X
SLIOTJZ,X,X,O,O,X,X,O,O,X,X,O,X
SLIOTZJ,X,X,O,O,X,X,O,X,X,O,X,X
SLIOJTZ,X,X,O,X,X,X,O,O,O,X,O,X
SLIOJZT,O,X,O,X,O,X,O,X,O,O,X,X
SLIOZTJ,O,X,O,X,X,X,X,X,X,O,X,X
SLIOZJT,O,X,O,X,X,X,O,X,O,O,X,X
SLJTIZO,X,X,O,O,O,X,O,X,O,X,X,X
SLJTIOZ,X,X,O,O,O,O,O,X,O,X,X,X
SLJTZIO,X,X,X,O,O,X,O,X,O,X,X,X
SLJTZOI,X,X,X,O,O,X,X,X,O,X,X,X
SLJTOIZ,X,X,X,O,O,O,O,O,O,X,X,X
SLJTOZI,X,X,X,O,O,O,X,O,O,X,X,X
SLJITZO,X,X,O,X,O,X,O,X,O,X,X,X
SLJITOZ,X,X,O,X,X,O,X,X,O,X,X,X
SLJIZTO,O,X,O,X,O,X,O,X,O,O,X,X
SLJIZOT,O,X,O,X,O,X,O,X,O,O,X,X
SLJIOTZ,X,X,O,X,X,O,X,X,O,X,X,X
SLJIOZT,O,X,O,X,O,X,O,X,O,O,X,X
SLJZTIO,O,X,X,X,O,X,X,X,O,O,X,X
SLJZTOI,O,X,X,X,O,X,X,X,O,O,X,X
SLJZITO,O,X,X,X,O,X,X,X,O,O,X,X
SLJZIOT,O,X,X,X,O,X,X,X,O,O,X,X
SLJZOTI,O,X,X,X,X,X,X,X,O,O,X,X
SLJZOIT,O,X,X,X,X,X,X,X,O,O,X,X
SLJOTIZ,X,X,X,O,X,O,O,O,O,X,X,X
SLJOTZI,X,X,X,O,X,O,O,O,O,X,X,X
SLJOITZ,X,X,X,X,X,O,O,O,O,X,X,X
SLJOIZT,O,X,X,X,X,X,O,X,O,O,X,X
SLJOZTI,O,X,X,X,X,X,X,O,O,O,X,X
SLJOZIT,O,X,X,X,X,X,X,X,O,O,X,X
SLZTIJO,O,X,O,O,O,O,O,X,O,O,X,X
SLZTIOJ,O,X,O,X,O,X,X,X,X,O,X,X
SLZTJIO,O,X,X,O,O,O,O,X,X,O,X,X
SLZTJOI,O,X,X,O,O,O,X,X,X,O,X,X
SLZTOIJ,O,X,X,O,O,X,X,X,X,O,X,X
SLZTOJI,O,X,X,O,O,X,X,O,X,O,X,X
SLZITJO,O,X,O,X,O,O,X,X,O,O,X,X
SLZITOJ,O,X,O,X,O,X,X,X,X,O,X,X
SLZIJTO,O,X,O,X,O,X,O,X,O,O,X,X
SLZIJOT,O,X,O,X,O,X,O,X,O,O,X,X
SLZIOTJ,O,X,O,X,X,X,X,X,X,O,X,X
SLZIOJT,O,X,O,X,O,X,X,X,O,O,X,X
SLZJTIO,O,X,X,X,O,X,X,X,X,O,X,X
SLZJTOI,O,X,X,X,O,X,X,X,X,O,X,X
SLZJITO,O,X,X,X,O,X,X,X,O,O,X,X
SLZJIOT,O,X,X,X,O,X,X,X,O,O,X,X
SLZJOTI,O,X,X,X,X,X,X,X,X,O,X,X
SLZJOIT,O,X,X,X,X,X,X,X,X,O,X,X
SLZOTIJ,O,X,X,O,O,X,O,X,X,O,X,X
SLZOTJI,O,X,X,O,O,X,O,O,X,O,X,X
SLZOITJ,O,X,X,X,X,X,X,X,X,O,X,X
SLZOIJT,O,X,X,X,O,X,O,X,O,O,X,X
SLZOJTI,O,X,X,X,X,X,X,O,X,O,X,X
SLZOJIT,O,X,X,X,X,X,X,X,X,O,X,X
SLOTIJZ,X,X,O,O,O,X,O,O,X,X,X,X
SLOTIZJ,X,X,O,O,X,X,O,X,X,O,X,X
SLOTJIZ,X,X,X,O,O,X,O,O,X,X,X,X
SLOTJZI,X,X,X,O,O,X,O,O,X,X,X,X
SLOTZIJ,X,X,X,O,O,X,O,X,X,O,X,X
SLOTZJI,X,X,X,O,O,X,O,O,X,O,X,X
SLOITJZ,X,X,O,O,X,X,O,O,X,X,X,X
SLOITZJ,X,X,O,O,X,X,O,X,X,O,X,X
SLOIJTZ,X,X,O,X,X,X,O,O,O,X,X,X
SLOIJZT,O,X,O,X,O,X,O,X,O,O,X,X
