sequence,v115@9gC8GeB8HeC8GeC8DeA8Le3AJvhFcmBxiBdsBCoBWw?BTtB,v115@9gC8GeB8HeC8GeC8DeA8Le9FJvhFymBziB5oB0rBms?BXrB,v115@9gC8GeB8HeC8GeC8DeA8Le9FJvhFThBxiBesBStBXr?BUtB,v115@9gC8GeB8HeC8GeC8DeA8Le9FJvhFymBziB5oBXrBms?B0rB,v115@9gC8GeB8HeC8GeC8DeA8LeRBJvhF3iB9oB6qBOrBzr?BUtB,v115@9gC8GeB8HeC8GeC8DeA8Le3AJvhFtmB5oB8qBznByw?BmsB,v115@9gC8GeB8HeC8GeC8DeA8Le9FJvhFxiBmmBCoB0rBTt?BXrB,v115@9gC8GeB8HeC8GeC8DeA8Le3AJvhF9mBSoBzqBxsBes?BUtB,v115@9gC8GeB8HeC8GeC8DeA8Le9FJvhFThBSoBXrBxsBes?BUtB,v115@9gC8GeB8HeC8GeC8DeA8Le9FJvhFmhBCjB0rBxsBXr?BTtB,v115@9gC8GeB8HeC8GeC8DeA8Le3AJvhFtmBziB5oB8qBms?BywB,v115@9gC8GeB8HeC8GeC8DeA8Le9FJvhFxiBmmBCoBXrBTt?B0rB,v115@9gC8GeB8HeC8GeC8DeA8Le3AJvhFcmBxnBdsBCoBWw?BTtB,v115@9gC8GeB8HeC8GeC8DeA8Le9FJvhFzhB0rBxsBerBft?B6tB,v115@9gC8GeB8HeC8GeC8DeA8Le9FJvhFThBXjByrB+tB0n?BRwB,v115@9gC8GeB8HeC8GeC8DeA8Le9GJvhFxiB0lBesBftB6t?BzqB,v115@9gC8GeB8HeC8GeC8DeA8LemCJvhF5oB0lBdsBftBTr?BCrB
ZILJSOT,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ZILJOTS,X,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X
ZILJOST,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ZILSTJO,X,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X,O
ZILSTOJ,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O
ZILSJTO,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,O
ZILSJOT,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ZILSOTJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZILSOJT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZILOTJS,X,X,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X
ZILOTSJ,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X
ZILOJTS,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZILOJST,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZILOSTJ,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X
ZILOSJT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZIJTLSO,X,O,X,X,O,X,X,X,X,O,O,X,X,O,O,X,X
ZIJTLOS,X,O,X,O,X,X,X,X,X,O,O,X,X,O,O,X,X
ZIJTSLO,X,O,X,O,O,X,X,X,X,O,O,X,X,O,O,O,O
ZIJTSOL,X,O,X,O,O,X,X,X,X,O,O,X,X,O,X,X,O
ZIJTOLS,X,O,X,O,X,X,X,X,X,O,O,X,X,O,X,X,X
ZIJTOSL,X,O,X,O,O,X,X,X,X,O,O,X,X,O,X,X,X
ZIJLTSO,X,O,X,X,O,X,X,X,X,O,O,X,X,X,O,X,X
ZIJLTOS,X,O,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X
ZIJLSTO,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
ZIJLSOT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZIJLOTS,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZIJLOST,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZIJSTLO,X,O,X,O,O,X,X,X,X,X,O,X,X,X,O,O,O
ZIJSTOL,X,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,O
ZIJSLTO,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O,O
ZIJSLOT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
ZIJSOTL,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O
ZIJSOLT,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ZIJOTLS,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
ZIJOTSL,X,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X
ZIJOLTS,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ZIJOLST,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ZIJOSTL,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
ZIJOSLT,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ZISTLJO,X,O,X,O,X,X,X,X,O,O,X,X,X,O,X,X,O
ZISTLOJ,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O
ZISTJLO,X,O,X,O,X,X,X,X,O,O,O,X,X,O,X,X,O
ZISTJOL,X,O,X,O,X,X,X,X,O,O,O,X,X,O,X,X,O
ZISTOLJ,X,X,X,X,X,O,X,X,O,O,X,X,X,O,X,X,O
ZISTOJL,X,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O
ZISLTJO,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O
ZISLTOJ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
ZISLJTO,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,O
ZISLJOT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
ZISLOTJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZISLOJT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZISJTLO,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,O,O
ZISJTOL,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O
ZISJLTO,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,O
ZISJLOT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
ZISJOTL,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O
ZISJOLT,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ZISOTLJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
ZISOTJL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZISOLTJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZISOLJT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZISOJTL,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O
ZISOJLT,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ZIOTLJS,X,O,X,X,O,O,O,O,X,O,X,X,X,X,X,X,X
ZIOTLSJ,X,X,X,X,O,O,O,O,X,O,X,X,X,X,X,X,X
ZIOTJLS,X,O,X,X,O,X,O,O,X,O,X,X,X,O,X,X,X
ZIOTJSL,X,O,X,X,O,X,X,O,X,O,X,X,X,O,X,X,X
ZIOTSLJ,X,X,X,X,O,O,X,O,X,O,X,X,X,O,X,X,O
ZIOTSJL,X,X,X,X,O,X,X,O,X,O,X,X,X,O,X,X,O
ZIOLTJS,X,X,X,X,O,O,O,O,X,O,X,X,X,X,X,X,X
ZIOLTSJ,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X
ZIOLJTS,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
ZIOLJST,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZIOLSTJ,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X
ZIOLSJT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZIOJTLS,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
ZIOJTSL,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
ZIOJLTS,X,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X
ZIOJLST,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ZIOJSTL,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
ZIOJSLT,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ZIOSTLJ,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O
ZIOSTJL,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
ZIOSLTJ,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
ZIOSLJT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZIOSJTL,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O
ZIOSJLT,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ZLTIJSO,O,O,O,X,O,O,X,X,X,O,X,X,X,O,X,X,X
ZLTIJOS,O,O,X,X,O,O,O,X,X,O,X,X,X,O,X,X,X
ZLTISJO,O,O,X,X,O,O,X,X,X,O,X,X,X,O,X,X,O
ZLTISOJ,O,X,O,X,O,O,X,X,X,X,X,X,X,O,X,X,O
ZLTIOJS,X,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X
ZLTIOSJ,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X
ZLTJISO,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZLTJIOS,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
ZLTJSIO,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,O,X
ZLTJSOI,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,O,X
ZLTJOIS,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
ZLTJOSI,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
ZLTSIJO,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O
ZLTSIOJ,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O
ZLTSJIO,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O
ZLTSJOI,O,O,O,X,O,O,O,X,X,X,X,O,X,X,X,X,X
ZLTSOIJ,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZLTSOJI,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZLTOIJS,X,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
ZLTOISJ,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
ZLTOJIS,X,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
ZLTOJSI,X,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
ZLTOSIJ,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
ZLTOSJI,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
ZLITJSO,O,O,O,X,O,O,X,X,X,O,X,X,X,O,X,X,X
ZLITJOS,O,O,X,X,O,O,O,X,X,O,X,X,X,O,X,X,X
ZLITSJO,O,O,X,X,O,O,X,X,X,O,X,X,X,O,X,X,O
ZLITSOJ,O,X,O,X,O,O,X,X,X,X,X,X,X,O,X,X,O
ZLITOJS,X,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X
ZLITOSJ,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X
ZLIJTSO,O,O,O,X,O,O,X,X,X,O,O,X,X,X,X,X,X
ZLIJTOS,O,O,X,X,O,O,X,X,X,O,O,X,X,X,X,X,X
ZLIJSTO,X,X,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X
ZLIJSOT,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ZLIJOTS,X,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X
ZLIJOST,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ZLISTJO,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,O
ZLISTOJ,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O
ZLISJTO,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,O
ZLISJOT,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ZLISOTJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZLISOJT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZLIOTJS,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X
ZLIOTSJ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZLIOJTS,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZLIOJST,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZLIOSTJ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZLIOSJT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZLJTISO,O,O,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X
ZLJTIOS,O,O,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X
ZLJTSIO,O,O,O,X,O,O,X,X,X,X,O,X,X,X,X,O,X
ZLJTSOI,O,O,O,X,O,O,O,X,X,X,O,X,X,X,X,O,X
ZLJTOIS,O,O,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X
ZLJTOSI,O,O,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X
ZLJITSO,O,O,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X
ZLJITOS,O,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X
ZLJISTO,X,X,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X
ZLJISOT,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ZLJIOTS,X,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X
ZLJIOST,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ZLJSTIO,X,X,O,X,O,O,X,X,X,X,O,X,X,X,X,O,X
ZLJSTOI,X,X,O,X,O,O,X,X,X,X,O,X,X,X,X,O,X
ZLJSITO,X,X,O,X,O,O,X,X,X,X,O,X,X,X,X,O,X
ZLJSIOT,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X
ZLJSOTI,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X
ZLJSOIT,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X
ZLJOTIS,X,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X
ZLJOTSI,X,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X
ZLJOITS,X,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X
ZLJOIST,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X
ZLJOSTI,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X
ZLJOSIT,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X
ZLSTIJO,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O
ZLSTIOJ,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O
ZLSTJIO,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,O,O
ZLSTJOI,X,X,O,X,O,O,O,X,X,X,X,O,X,X,X,O,X
ZLSTOIJ,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZLSTOJI,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZLSITJO,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O
ZLSITOJ,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O
ZLSIJTO,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O,O
ZLSIJOT,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X
ZLSIOTJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZLSIOJT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZLSJTIO,X,X,O,X,O,O,X,X,X,X,O,X,X,X,X,O,O
ZLSJTOI,X,X,O,X,O,O,X,X,X,X,O,X,X,X,X,O,X
ZLSJITO,X,X,O,X,O,O,X,X,X,X,O,X,X,X,X,O,O
ZLSJIOT,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X
ZLSJOTI,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X
ZLSJOIT,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X
ZLSOTIJ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZLSOTJI,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZLSOITJ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZLSOIJT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZLSOJTI,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X
ZLSOJIT,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X
ZLOTIJS,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
ZLOTISJ,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
ZLOTJIS,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
ZLOTJSI,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
ZLOTSIJ,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
ZLOTSJI,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
ZLOITJS,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
ZLOITSJ,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
ZLOIJTS,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
ZLOIJST,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZLOISTJ,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
ZLOISJT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZLOJTIS,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
ZLOJTSI,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
ZLOJITS,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
ZLOJIST,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZLOJSTI,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZLOJSIT,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZLOSTIJ,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
ZLOSTJI,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
ZLOSITJ,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
ZLOSIJT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZLOSJTI,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZLOSJIT,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZJTILSO,O,O,X,X,O,X,X,X,X,O,O,X,X,O,X,X,X
ZJTILOS,O,O,X,O,X,X,O,X,X,O,O,X,X,O,X,X,X
ZJTISLO,O,O,X,O,O,X,X,X,X,O,O,X,X,O,X,O,O
ZJTISOL,O,O,O,O,O,X,X,X,X,O,O,X,X,O,X,X,O
ZJTIOLS,O,O,X,O,X,X,O,X,X,O,O,X,X,O,X,X,X
ZJTIOSL,O,O,X,O,O,X,X,X,X,O,O,X,X,O,X,X,X
ZJTLISO,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X
ZJTLIOS,O,O,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X
ZJTLSIO,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X,O,X
ZJTLSOI,O,O,O,X,O,X,O,X,X,X,O,X,X,X,X,O,X
ZJTLOIS,O,O,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X
ZJTLOSI,O,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X
ZJTSILO,O,O,X,O,O,X,X,X,X,X,O,X,X,X,O,O,O
ZJTSIOL,O,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,O
ZJTSLIO,O,O,O,O,O,X,X,X,X,X,O,X,X,X,X,O,O
ZJTSLOI,O,O,O,O,O,X,O,X,X,X,O,X,X,X,X,O,X
ZJTSOIL,O,O,O,O,O,X,X,X,X,X,O,X,O,X,X,X,O
ZJTSOLI,O,O,O,O,O,X,O,X,X,X,O,X,X,X,X,O,X
ZJTOILS,O,O,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X
ZJTOISL,O,O,X,O,O,X,X,X,X,X,O,X,O,X,X,X,X
ZJTOLIS,O,O,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X
ZJTOLSI,O,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X
ZJTOSIL,O,O,X,O,O,X,X,X,X,X,O,X,O,X,X,X,X
ZJTOSLI,O,O,X,O,O,X,O,X,X,X,O,X,X,X,X,O,X
ZJITLSO,O,O,X,X,O,X,X,X,X,O,O,X,X,O,O,X,X
ZJITLOS,O,O,X,O,X,X,X,X,X,O,O,X,X,O,O,X,X
ZJITSLO,O,O,X,O,O,X,X,X,X,O,O,X,X,O,O,O,O
ZJITSOL,O,O,O,O,O,X,X,X,X,O,O,X,X,O,X,X,O
ZJITOLS,O,O,X,O,X,X,X,X,X,O,O,X,X,O,X,X,X
ZJITOSL,O,O,X,O,O,X,X,X,X,O,O,X,X,O,X,X,X
ZJILTSO,X,O,X,X,O,X,X,X,X,O,O,X,X,X,O,X,X
ZJILTOS,X,O,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X
ZJILSTO,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
ZJILSOT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZJILOTS,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZJILOST,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZJISTLO,O,O,X,O,O,X,X,X,X,X,O,X,X,X,O,O,O
ZJISTOL,O,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,O
ZJISLTO,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O,O
ZJISLOT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
ZJISOTL,O,O,X,O,X,X,X,X,X,X,O,X,O,X,X,X,O
ZJISOLT,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X
ZJIOTLS,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
ZJIOTSL,O,O,X,O,O,X,X,X,X,X,O,X,O,X,X,X,X
ZJIOLTS,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ZJIOLST,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X
ZJIOSTL,O,O,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X
ZJIOSLT,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X
ZJLTISO,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X
ZJLTIOS,O,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X
ZJLTSIO,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X,O,X
ZJLTSOI,O,O,O,X,O,X,O,X,X,X,O,X,X,X,X,O,X
ZJLTOIS,O,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X
ZJLTOSI,O,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X
ZJLITSO,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X
ZJLITOS,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
ZJLISTO,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X
ZJLISOT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZJLIOTS,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
ZJLIOST,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZJLSTIO,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,O,X
ZJLSTOI,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,O,X
ZJLSITO,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,O,X
ZJLSIOT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
ZJLSOTI,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
ZJLSOIT,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X
ZJLOTIS,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
ZJLOTSI,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
ZJLOITS,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
ZJLOIST,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X
ZJLOSTI,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
ZJLOSIT,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X
ZJSTILO,O,O,X,O,O,X,X,X,X,X,O,X,X,X,O,O,O
ZJSTIOL,O,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,O
ZJSTLIO,O,O,O,O,O,X,X,X,X,X,O,X,X,X,X,O,O
ZJSTLOI,O,O,O,O,X,X,X,X,X,X,O,X,X,X,X,O,X
ZJSTOIL,O,O,O,O,O,X,X,X,X,X,O,X,O,X,X,X,O
ZJSTOLI,O,O,O,O,X,X,X,X,X,X,O,X,X,X,X,O,X
ZJSITLO,O,O,X,O,O,X,X,X,X,X,O,X,X,X,O,O,O
ZJSITOL,O,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,O
ZJSILTO,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O,O
ZJSILOT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
ZJSIOTL,O,O,X,O,X,X,X,X,X,X,O,X,O,X,X,X,O
ZJSIOLT,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X
ZJSLTIO,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,O,O
ZJSLTOI,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X
ZJSLITO,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,O,O
ZJSLIOT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
ZJSLOTI,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
ZJSLOIT,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X
ZJSOTIL,O,O,X,O,X,X,X,X,X,X,O,X,O,X,X,X,O
ZJSOTLI,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X
ZJSOITL,O,O,X,O,X,X,X,X,X,X,O,X,O,X,X,X,O
ZJSOILT,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X
ZJSOLTI,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X
ZJSOLIT,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,O,X
ZJOTILS,O,O,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X
ZJOTISL,O,O,X,O,O,X,X,X,X,X,O,X,O,X,X,X,X
ZJOTLIS,O,O,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X
ZJOTLSI,O,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X
ZJOTSIL,O,O,X,O,O,X,X,X,X,X,O,X,O,X,X,X,X
