sequence,v115@zgC8GeB8HeC8FeD8FeH8AeB8Je37IvhFRdBcjB6mBO?nBzlBtsB,v115@zgC8GeB8HeC8FeD8FeH8AeB8JeR8IvhF3dBcjB6lBO?mBzmBtsB,v115@zgC8GeB8HeC8FeD8FeH8AeB8Je37IvhFRdBSjBThBN?nBWrB8sB,v115@zgC8GeB8HeC8FeD8FeH8AeB8Je9AJvhFyhBTeBXmBm?nB5nB0rB,v115@zgC8GeB8HeC8FeD8FeH8AeB8Je9AJvhFicB+iBTeB3?hB8sBRwB,v115@zgC8GeB8HeC8FeD8FeH8AeB8Je9AJvhFTeBxhBXmBm?nB0mB6sB,v115@zgC8GeB8HeC8FeD8FeH8AeB8Je37IvhFRdBcjBzlBC?nBmmBtsB,v115@zgC8GeB8HeC8FeD8FeH8AeB8Je9AJvhFTcBKiBcjBX?mBRsBusB,v115@zgC8GeB8HeC8FeD8FeH8AeB8Je9AJvhFyhBTeB0mBm?nB5nBXrB,v115@zgC8GeB8HeC8FeD8FeH8AeB8JecDJvhFxgBXiBzlBt?sBGrBisB,v115@zgC8GeB8HeC8FeD8FeH8AeB8Je39IvhFcjBxgBanBG?mBtsBzqB,v115@zgC8GeB8HeC8FeD8FeH8AeB8Je9AJvhFTcBxdBenBC?jBXmB8sB,v115@zgC8GeB8HeC8FeD8FeH8AeB8Je39IvhFcjBxgBulBi?mBtsBzrB,v115@zgC8GeB8HeC8FeD8FeH8AeB8Je37IvhF0hBxiBOoBz?lB9sBCsB,v115@zgC8GeB8HeC8FeD8FeH8AeB8Je37IvhF9hBKiBcjBz?lBRsBusB,v115@zgC8GeB8HeC8FeD8FeH8AeB8Je9AJvhFKhBzcBGeB3?iB8sBRwB,v115@zgC8GeB8HeC8FeD8FeH8AeB8Je37IvhFthBTeB8lBm?nBxrB6sB,v115@zgC8GeB8HeC8FeD8FeH8AeB8JeR8IvhFGeBXhBdoBz?mB0lB6sB,v115@zgC8GeB8HeC8FeD8FeH8AeB8JeT+IvhF6lBxhBUhBm?nB3mB9sB,v115@zgC8GeB8HeC8FeD8FeH8AeB8Je9AJvhFCdBTeBxmB8?sBerBXsB,v115@zgC8GeB8HeC8FeD8FeH8AeB8JeR8IvhFTeB0gBmhBf?oBSrB9sB
IOJZSTL,X,X,X,X,O,X,X,X,X,X,X,X,X,O,O,O,O,X,X,X,X
IOJZSLT,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
IOSTLJZ,O,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X
IOSTLZJ,O,X,X,X,O,X,X,O,X,O,X,X,X,O,O,X,X,O,X,X,X
IOSTJLZ,X,X,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X
IOSTJZL,O,X,X,O,X,O,X,O,X,O,X,X,X,O,O,X,X,O,X,X,X
IOSTZLJ,O,X,X,X,O,X,X,O,X,O,X,X,X,O,O,X,X,O,X,X,X
IOSTZJL,O,X,X,X,O,O,X,O,X,O,X,X,X,O,O,X,X,O,X,X,X
IOSLTJZ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X
IOSLTZJ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
IOSLJTZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
IOSLJZT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
IOSLZTJ,O,X,X,X,X,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X
IOSLZJT,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
IOSJTLZ,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
IOSJTZL,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,O,O,X,X,X
IOSJLTZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
IOSJLZT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOSJZTL,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O,O,X,X,X
IOSJZLT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
IOSZTLJ,O,X,X,X,O,X,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X
IOSZTJL,O,X,X,X,O,X,X,O,X,O,X,X,X,O,O,X,O,O,X,X,X
IOSZLTJ,O,X,X,X,X,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X
IOSZLJT,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O
IOSZJTL,O,X,X,X,O,X,X,X,X,X,X,X,X,O,O,X,O,O,X,X,X
IOSZJLT,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O
IOZTLJS,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,O,X
IOZTLSJ,O,X,X,X,X,X,X,O,X,O,X,X,O,O,O,O,X,X,X,O,X
IOZTJLS,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O,O,X,X,O,X
IOZTJSL,O,X,X,X,O,X,X,X,X,O,O,X,X,O,O,O,O,X,X,O,X
IOZTSLJ,O,X,X,X,O,X,O,X,X,O,O,X,O,O,O,O,X,X,X,O,X
IOZTSJL,O,X,X,X,O,X,X,X,X,O,O,X,O,O,O,O,O,X,X,O,X
IOZLTJS,O,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X
IOZLTSJ,O,X,X,X,X,X,O,O,X,O,X,X,X,X,O,X,X,X,X,O,X
IOZLJTS,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X
IOZLJST,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
IOZLSTJ,O,X,X,X,X,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X
IOZLSJT,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O
IOZJTLS,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O,O,X,X,O,X
IOZJTSL,O,X,X,X,O,X,X,X,X,O,O,X,X,X,O,O,O,X,X,O,X
IOZJLTS,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X
IOZJLST,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
IOZJSTL,O,X,X,X,O,X,X,X,X,X,X,X,X,O,O,O,O,X,X,X,X
IOZJSLT,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
IOZSTLJ,O,X,X,X,O,X,O,O,X,O,O,X,O,O,O,O,X,X,X,O,X
IOZSTJL,O,X,X,X,O,X,X,O,X,O,O,X,O,O,O,O,O,X,X,O,X
IOZSLTJ,O,X,X,X,X,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X
IOZSLJT,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O
IOZSJTL,O,X,X,X,O,X,X,X,X,X,X,X,O,O,O,O,O,X,X,X,X
IOZSJLT,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O
LTIJSZO,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
LTIJSOZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
LTIJZSO,O,O,O,X,X,X,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X
LTIJZOS,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LTIJOSZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LTIJOZS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LTISJZO,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
LTISJOZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
LTISZJO,O,O,O,X,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X
LTISZOJ,O,O,O,X,O,X,X,O,X,O,X,X,O,X,X,O,X,X,X,X,X
LTISOJZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
LTISOZJ,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
LTIZJSO,O,O,O,X,O,X,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X
LTIZJOS,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LTIZSJO,O,O,O,X,O,X,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X
LTIZSOJ,O,O,O,X,O,X,X,O,X,O,O,X,O,X,X,O,X,X,X,X,X
LTIZOJS,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LTIZOSJ,O,O,O,X,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X
LTIOJSZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LTIOJZS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LTIOSJZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
LTIOSZJ,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X
LTIOZJS,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LTIOZSJ,X,O,X,X,X,X,X,O,X,X,X,X,O,O,X,O,X,X,X,X,X
LTJISZO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LTJISOZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
LTJIZSO,O,O,O,X,X,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X
LTJIZOS,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LTJIOSZ,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LTJIOZS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
LTJSIZO,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJSIOZ,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LTJSZIO,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LTJSZOI,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
LTJSOIZ,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LTJSOZI,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
LTJZISO,O,O,O,X,X,X,X,X,O,X,O,O,O,X,X,O,X,X,X,X,X
LTJZIOS,O,O,O,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X
LTJZSIO,O,O,O,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
LTJZSOI,O,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O
LTJZOIS,O,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
LTJZOSI,O,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
LTJOISZ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJOIZS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LTJOSIZ,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LTJOSZI,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LTJOZIS,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LTJOZSI,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LTSIJZO,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSIJOZ,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSIZJO,O,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LTSIZOJ,O,O,O,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
LTSIOJZ,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSIOZJ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSJIZO,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSJIOZ,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LTSJZIO,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LTSJZOI,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
LTSJOIZ,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LTSJOZI,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
LTSZIJO,O,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LTSZIOJ,O,O,O,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
LTSZJIO,O,O,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
LTSZJOI,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
LTSZOIJ,O,O,O,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
LTSZOJI,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
LTSOIJZ,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSOIZJ,O,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
LTSOJIZ,O,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LTSOJZI,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
LTSOZIJ,O,O,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X
LTSOZJI,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
LTZIJSO,O,O,O,X,X,X,X,O,O,X,O,O,O,X,X,X,X,X,X,O,X
LTZIJOS,O,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X
LTZISJO,O,O,O,X,X,X,X,O,X,X,O,O,O,X,X,X,X,X,X,O,X
LTZISOJ,O,O,O,X,X,X,X,O,X,O,O,X,O,X,X,X,X,X,X,O,X
LTZIOJS,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
LTZIOSJ,O,O,O,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,O,X
LTZJISO,O,O,O,X,X,X,X,X,O,X,O,O,O,X,X,O,X,X,X,X,X
LTZJIOS,O,O,O,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X
LTZJSIO,O,O,O,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
LTZJSOI,O,O,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O
LTZJOIS,O,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
LTZJOSI,O,O,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
LTZSIJO,O,O,O,X,X,X,X,O,X,X,O,O,O,X,X,X,X,X,X,X,X
LTZSIOJ,O,O,O,X,X,X,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X
LTZSJIO,O,O,O,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
LTZSJOI,O,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O
LTZSOIJ,O,O,O,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
LTZSOJI,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
LTZOIJS,O,O,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X
LTZOISJ,O,O,O,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,O,X
LTZOJIS,O,O,O,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
LTZOJSI,O,O,O,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
LTZOSIJ,O,O,O,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LTZOSJI,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LTOIJSZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOIJZS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOISJZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOISZJ,O,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LTOIZJS,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOIZSJ,O,O,X,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X
LTOJISZ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOJIZS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LTOJSIZ,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LTOJSZI,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LTOJZIS,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LTOJZSI,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LTOSIJZ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LTOSIZJ,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X
LTOSJIZ,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LTOSJZI,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O
LTOSZIJ,O,O,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,O,X,X,X
LTOSZJI,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O
LTOZIJS,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LTOZISJ,O,O,X,X,X,X,O,X,X,O,X,X,O,O,X,X,X,X,X,O,X
LTOZJIS,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOZJSI,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOZSIJ,O,O,X,X,X,X,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X
LTOZSJI,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LITJSZO,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
LITJSOZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
LITJZSO,O,O,O,X,X,X,X,O,X,X,O,X,O,X,X,O,O,X,X,X,X
LITJZOS,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
LITJOSZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LITJOZS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
LITSJZO,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
LITSJOZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
LITSZJO,O,O,O,X,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X
LITSZOJ,O,O,O,X,O,X,X,O,X,O,X,X,O,X,X,O,X,X,X,X,X
LITSOJZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
LITSOZJ,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
LITZJSO,O,O,O,X,O,X,X,O,X,X,O,X,O,X,X,O,O,X,X,X,X
LITZJOS,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
LITZSJO,O,O,O,X,O,X,X,O,X,X,O,X,O,X,X,O,O,X,X,X,X
LITZSOJ,O,O,O,X,O,X,X,O,X,O,O,X,O,X,X,O,X,X,X,X,X
LITZOJS,X,O,O,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
LITZOSJ,O,O,O,X,X,X,X,O,X,X,X,X,O,X,O,O,X,X,X,X,X
LITOJSZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
LITOJZS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
LITOSJZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X
LITOSZJ,X,O,X,X,X,X,X,O,X,X,X,X,X,O,O,O,X,X,X,X,X
LITOZJS,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
LITOZSJ,X,O,X,X,X,X,X,O,X,X,X,X,O,O,O,O,X,X,X,X,X
LIJTSZO,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
LIJTSOZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
LIJTZSO,X,O,O,X,X,X,X,O,X,X,O,X,O,X,X,O,O,X,X,X,X
LIJTZOS,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
LIJTOSZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LIJTOZS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X
LIJSTZO,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJSTOZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJSZTO,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJSZOT,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LIJSOTZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJSOZT,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
LIJZTSO,X,O,O,X,X,X,X,O,X,X,O,X,X,X,X,O,O,X,X,X,X
LIJZTOS,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
LIJZSTO,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X
LIJZSOT,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O
LIJZOTS,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X
LIJZOST,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X
LIJOTSZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LIJOTZS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X
LIJOSTZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJOSZT,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LIJOZTS,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X
LIJOZST,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X
LISTJZO,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LISTJOZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LISTZJO,O,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LISTZOJ,O,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LISTOJZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LISTOZJ,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LISJTZO,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LISJTOZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LISJZTO,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LISJZOT,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LISJOTZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISJOZT,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LISZTJO,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LISZTOJ,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LISZJTO,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LISZJOT,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LISZOTJ,O,O,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LISZOJT,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LISOTJZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LISOTZJ,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LISOJTZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISOJZT,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LISOZTJ,X,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LISOZJT,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LIZTJSO,O,O,O,X,O,X,X,O,X,X,O,X,O,X,X,O,O,X,X,X,X
LIZTJOS,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
LIZTSJO,O,O,O,X,O,X,X,O,X,X,O,X,O,X,X,O,O,X,X,X,X
LIZTSOJ,O,O,O,X,O,X,X,O,X,O,O,X,O,X,X,O,X,X,X,X,X
LIZTOJS,X,O,O,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
LIZTOSJ,O,O,O,X,X,X,O,O,X,X,X,X,O,X,O,O,X,X,X,X,X
LIZJTSO,X,O,O,X,O,X,X,O,X,X,O,X,X,X,X,O,O,X,X,X,X
LIZJTOS,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
LIZJSTO,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X
LIZJSOT,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O
LIZJOTS,X,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X
LIZJOST,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LIZSTJO,O,O,O,X,O,X,X,O,X,X,O,X,O,X,X,O,O,X,X,X,X
LIZSTOJ,O,O,O,X,O,X,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X
