sequence,v115@9gC8GeB8HeC8GeC8BeA8Ne3AJvhF9mBiiB5oBcsBet?BzqB,v115@9gC8GeB8HeC8GeC8BeA8Ne9FJvhFThBiiB5oBcsBet?BXrB,v115@9gC8GeB8HeC8GeC8BeA8Ne9FJvhFThBOnB8nB5oBXr?ByxB,v115@9gC8GeB8HeC8GeC8BeA8Ne9FJvhFThBZnBGjBXrBCt?BUtB,v115@9gC8GeB8HeC8GeC8BeA8Ne3AJvhF9mBZnBunBcoBzq?BSyB,v115@9gC8GeB8HeC8GeC8BeA8Ne3AJvhF9mBmiB5oBzqBis?B0sB,v115@9gC8GeB8HeC8GeC8BeA8Ne9FJvhFihBziB5oBXrBms?BUsB,v115@9gC8GeB8HeC8GeC8BeA8Ne9FJvhFxhBTjB0nBmrBSy?BXrB,v115@9gC8GeB8HeC8GeC8BeA8Ne9FJvhFThBxiB0nB6tBXr?B2xB,v115@9gC8GeB8HeC8GeC8BeA8Ne9FJvhFThBKnBGjBUoBXr?BxxB,v115@9gC8GeB8HeC8GeC8BeA8Ne9FJvhFThB0iB6oB2sBXr?BxxB,v115@9gC8GeB8HeC8GeC8BeA8Ne9FJvhFihBziB+oBUnBXr?BxxB,v115@9gC8GeB8HeC8GeC8BeA8Ne9FJvhFihBRnBctBXrBTs?BGtB,v115@9gC8GeB8HeC8GeC8BeA8Ne9FJvhFThBZnBGoBXrBUt?BCtB,v115@9gC8GeB8HeC8GeC8BeA8Ne3AJvhF9mBxiB0nB6tBzq?B2xB,v115@9gC8GeB8HeC8GeC8BeA8Ne3CJvhFcoBxlBGmBNsBzq?BSyB,v115@9gC8GeB8HeC8GeC8BeA8Ne9FJvhFTjBxmB0nBmrBSy?BXrB,v115@9gC8GeB8HeC8GeC8BeA8Ne3AJvhF9mB5oBmnBzqB0s?BisB,v115@9gC8GeB8HeC8GeC8BeA8Ne9GJvhFmiB5oB0lBKsBft?BzqB
ZJLOIST,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
ZJLOSTI,O,O,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X
ZJLOSIT,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
ZJSTILO,O,O,X,X,X,X,O,O,O,X,X,X,X,O,O,X,X,X,X
ZJSTIOL,O,O,X,X,X,X,O,X,O,X,X,X,X,O,O,X,X,X,X
ZJSTLIO,O,O,X,X,X,X,O,O,O,X,X,X,X,O,O,X,X,X,X
ZJSTLOI,O,O,X,X,X,X,O,O,O,X,X,X,X,O,O,X,X,X,X
ZJSTOIL,O,O,X,X,X,X,O,X,O,X,X,X,O,O,O,X,X,X,X
ZJSTOLI,O,O,X,X,X,X,O,X,O,X,X,X,O,O,O,X,X,X,X
ZJSITLO,O,O,X,X,X,X,O,X,O,X,X,X,X,O,O,X,X,X,X
ZJSITOL,O,O,X,X,X,X,O,X,O,X,X,X,X,O,O,X,X,X,X
ZJSILTO,O,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O
ZJSILOT,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O
ZJSIOTL,O,O,X,X,X,X,O,X,O,X,X,X,X,O,O,X,X,O,X
ZJSIOLT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJSLTIO,O,O,X,X,X,X,X,O,O,X,X,X,X,O,O,X,X,X,O
ZJSLTOI,O,O,X,X,X,X,X,O,O,X,X,X,X,O,O,X,X,X,O
ZJSLITO,O,O,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X,X,O
ZJSLIOT,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O
ZJSLOTI,O,O,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,O
ZJSLOIT,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O
ZJSOTIL,O,O,X,X,X,X,O,X,O,X,X,X,O,O,O,X,X,O,X
ZJSOTLI,O,O,X,X,X,X,O,X,O,X,X,X,O,O,O,X,X,O,X
ZJSOITL,O,O,X,X,X,X,O,X,O,X,X,X,O,O,O,X,X,O,X
ZJSOILT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJSOLTI,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
ZJSOLIT,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
ZJOTILS,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X
ZJOTISL,O,X,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X,O,X
ZJOTLIS,O,O,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,O,X
ZJOTLSI,O,O,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,O,X
ZJOTSIL,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X
ZJOTSLI,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X
ZJOITLS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
ZJOITSL,O,X,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X,O,X
ZJOILTS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
ZJOILST,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZJOISTL,O,O,X,X,X,X,O,X,O,X,X,X,O,O,O,X,X,O,X
ZJOISLT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJOLTIS,O,O,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,O,X
ZJOLTSI,O,O,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,O,X
ZJOLITS,O,O,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,O,X
ZJOLIST,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
ZJOLSTI,O,O,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X
ZJOLSIT,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
ZJOSTIL,O,O,X,X,X,X,O,X,O,X,X,X,O,O,O,X,X,O,X
ZJOSTLI,O,O,X,X,X,X,O,X,O,X,X,X,O,O,O,X,X,O,X
ZJOSITL,O,O,X,X,X,X,O,X,O,X,X,X,O,O,O,X,X,O,X
ZJOSILT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJOSLTI,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
ZJOSLIT,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
ZSTILJO,X,X,O,O,O,X,O,X,X,O,O,O,X,O,X,X,X,X,O
ZSTILOJ,X,X,O,O,O,X,X,X,X,O,O,O,X,O,X,X,X,X,O
ZSTIJLO,O,O,X,X,X,X,O,X,X,O,O,O,X,O,X,X,X,X,X
ZSTIJOL,O,O,X,X,X,X,O,X,X,O,O,O,X,O,X,X,X,X,X
ZSTIOLJ,X,X,O,O,X,X,X,X,X,O,O,O,O,O,X,X,X,X,X
ZSTIOJL,X,O,X,X,X,X,X,X,X,O,O,O,O,O,X,X,X,X,X
ZSTLIJO,X,X,O,O,O,X,O,X,X,X,X,O,X,O,O,X,X,X,O
ZSTLIOJ,X,X,O,O,O,X,X,X,O,X,X,O,X,O,X,X,X,X,O
ZSTLJIO,O,O,O,O,O,X,O,X,O,X,X,O,X,O,O,X,X,X,O
ZSTLJOI,O,O,O,O,O,X,O,X,O,X,X,X,X,O,O,X,X,X,O
ZSTLOIJ,X,X,O,O,O,X,X,X,O,X,X,O,O,O,X,X,X,X,O
ZSTLOJI,X,O,O,O,O,X,X,X,O,X,X,X,O,O,X,X,X,X,O
ZSTJILO,O,O,X,X,X,X,O,X,O,X,X,O,X,O,O,X,X,X,X
ZSTJIOL,O,O,X,X,X,X,O,X,O,X,X,O,X,O,O,X,X,X,X
ZSTJLIO,O,O,X,X,X,X,O,X,O,X,X,O,X,O,O,X,X,X,X
ZSTJLOI,O,O,X,X,X,X,O,X,O,X,X,X,X,O,O,X,X,X,X
ZSTJOIL,O,O,X,X,X,X,O,X,O,X,X,X,O,O,O,X,X,X,X
ZSTJOLI,O,O,X,X,X,X,O,X,O,X,X,X,O,O,O,X,X,X,X
ZSTOILJ,X,X,O,O,X,X,X,X,X,O,O,O,O,O,X,X,X,X,X
ZSTOIJL,X,O,X,X,X,X,X,X,X,X,O,O,O,O,X,X,X,X,X
ZSTOLIJ,X,X,O,O,X,X,X,X,O,X,X,O,O,O,X,X,X,X,X
ZSTOLJI,X,O,O,O,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X
ZSTOJIL,O,O,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X
ZSTOJLI,O,O,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X
ZSITLJO,X,X,O,O,X,X,O,X,X,O,O,O,X,O,X,X,X,X,O
ZSITLOJ,X,X,O,O,X,X,X,X,X,O,O,O,X,O,X,X,X,X,O
ZSITJLO,O,O,X,X,X,X,O,X,X,O,O,O,X,O,X,X,X,X,X
ZSITJOL,O,O,X,X,X,X,O,X,X,O,O,O,X,O,X,X,X,X,X
ZSITOLJ,X,X,O,O,X,X,X,X,X,O,O,O,O,O,X,X,X,X,X
ZSITOJL,X,O,X,X,X,X,X,X,X,O,O,O,O,O,X,X,X,X,X
ZSILTJO,X,X,O,O,X,X,X,X,X,O,O,O,X,O,X,X,X,X,O
ZSILTOJ,X,X,O,O,X,X,X,X,X,O,O,O,X,O,X,X,X,X,O
ZSILJTO,X,X,O,O,X,X,X,X,X,O,O,O,X,O,X,X,X,X,O
ZSILJOT,X,X,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,O
ZSILOTJ,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
ZSILOJT,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
ZSIJTLO,O,O,X,X,X,X,O,X,X,O,O,O,X,O,X,X,X,X,X
ZSIJTOL,O,O,X,X,X,X,O,X,X,O,O,O,X,O,X,X,X,X,X
ZSIJLTO,O,O,X,X,X,X,X,X,X,O,O,O,X,O,X,X,X,X,O
ZSIJLOT,X,O,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,O
ZSIJOTL,O,O,X,X,X,X,O,X,X,O,O,O,X,O,X,X,X,O,X
ZSIJOLT,X,O,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X
ZSIOTLJ,X,X,X,X,X,X,X,X,X,O,X,O,O,O,X,X,X,O,X
ZSIOTJL,X,X,X,X,X,X,X,X,X,O,X,O,O,O,X,X,X,O,X
ZSIOLTJ,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,O,O
ZSIOLJT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
ZSIOJTL,X,X,X,X,X,X,X,X,X,O,X,O,O,O,X,X,X,O,X
ZSIOJLT,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
ZSLTIJO,X,X,O,O,O,X,X,X,X,X,X,O,X,O,O,X,X,X,O
ZSLTIOJ,X,X,O,O,O,X,X,X,O,X,X,O,X,O,X,X,X,X,O
ZSLTJIO,O,O,O,O,O,X,X,X,O,X,X,O,X,O,O,X,X,X,O
ZSLTJOI,O,O,O,O,O,X,X,X,O,X,X,X,X,O,O,X,X,X,O
ZSLTOIJ,X,X,O,O,O,X,X,X,O,X,X,O,O,O,X,X,X,X,O
ZSLTOJI,X,O,O,O,O,X,X,X,O,X,X,X,O,O,X,X,X,X,O
ZSLITJO,X,X,O,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X,O
ZSLITOJ,X,X,O,O,O,X,X,X,O,X,X,O,X,O,X,X,X,X,O
ZSLIJTO,X,X,O,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X,O
ZSLIJOT,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
ZSLIOTJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZSLIOJT,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZSLJTIO,O,O,O,O,O,X,X,X,O,X,X,X,X,O,O,X,X,X,O
ZSLJTOI,O,O,O,O,O,X,X,X,O,X,X,X,X,O,O,X,X,X,O
ZSLJITO,O,O,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,O
ZSLJIOT,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O
ZSLJOTI,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O
ZSLJOIT,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O
ZSLOTIJ,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O
ZSLOTJI,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O
ZSLOITJ,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O
ZSLOIJT,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZSLOJTI,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZSLOJIT,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZSJTILO,O,O,X,X,X,X,O,X,O,X,X,O,X,O,O,X,X,X,X
ZSJTIOL,O,O,X,X,X,X,O,X,O,X,X,O,X,O,O,X,X,X,X
ZSJTLIO,O,O,X,X,X,X,O,X,O,X,X,O,X,O,O,X,X,X,X
ZSJTLOI,O,O,X,X,X,X,O,X,O,X,X,X,X,O,O,X,X,X,X
ZSJTOIL,O,O,X,X,X,X,O,X,O,X,X,X,O,O,O,X,X,X,X
ZSJTOLI,O,O,X,X,X,X,O,X,O,X,X,X,O,O,O,X,X,X,X
ZSJITLO,O,O,X,X,X,X,O,X,O,X,X,O,X,O,X,X,X,X,X
ZSJITOL,O,O,X,X,X,X,O,X,O,X,X,O,X,O,X,X,X,X,X
ZSJILTO,O,O,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X,X,O
ZSJILOT,O,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O
ZSJIOTL,O,O,X,X,X,X,O,X,O,X,X,O,X,O,X,X,X,O,X
ZSJIOLT,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZSJLTIO,O,O,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X,X,O
ZSJLTOI,O,O,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X,X,O
ZSJLITO,O,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O
ZSJLIOT,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O
ZSJLOTI,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O
ZSJLOIT,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O
ZSJOTIL,O,O,X,X,X,X,O,X,O,X,X,X,O,O,X,X,X,O,X
ZSJOTLI,O,O,X,X,X,X,O,X,O,X,X,X,O,O,X,X,X,O,X
ZSJOITL,O,O,X,X,X,X,O,X,O,X,X,X,O,O,X,X,X,O,X
ZSJOILT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSJOLTI,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZSJOLIT,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZSOTILJ,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,O,X
ZSOTIJL,O,O,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,O,X
ZSOTLIJ,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,O,X
ZSOTLJI,O,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,O,X
ZSOTJIL,O,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,O,X
ZSOTJLI,O,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,O,X
ZSOITLJ,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,O,X
ZSOITJL,O,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,O,X
ZSOILTJ,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,O
ZSOILJT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZSOIJTL,O,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,O,X
ZSOIJLT,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZSOLTIJ,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,O
ZSOLTJI,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,O
ZSOLITJ,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,O
ZSOLIJT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZSOLJTI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZSOLJIT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZSOJTIL,O,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,O,X
ZSOJTLI,O,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,O,X
ZSOJITL,O,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,O,X
ZSOJILT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSOJLTI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSOJLIT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOTILJS,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
ZOTILSJ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O
ZOTIJLS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZOTIJSL,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
ZOTISLJ,X,X,X,X,O,O,X,X,X,X,X,X,O,O,X,X,X,O,X
ZOTISJL,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,O,X
ZOTLIJS,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
ZOTLISJ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,O,O
ZOTLJIS,O,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,O,X
ZOTLJSI,O,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,O,X
ZOTLSIJ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,O,O
ZOTLSJI,O,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,O,O
ZOTJILS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
ZOTJISL,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O,X
ZOTJLIS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
ZOTJLSI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
ZOTJSIL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
ZOTJSLI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
ZOTSILJ,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,O,X
ZOTSIJL,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
ZOTSLIJ,X,X,X,X,O,O,X,X,X,X,X,X,O,X,O,X,X,O,X
ZOTSLJI,O,X,X,X,O,O,X,X,X,X,X,X,O,X,O,X,X,O,X
ZOTSJIL,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X
ZOTSJLI,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X
ZOITLJS,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
ZOITLSJ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O
ZOITJLS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZOITJSL,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
ZOITSLJ,X,X,X,X,O,O,X,X,X,X,X,X,O,O,X,X,X,O,X
ZOITSJL,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,O,X
ZOILTJS,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
ZOILTSJ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X,O,O
ZOILJTS,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
ZOILJST,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
ZOILSTJ,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,O,X,O,O
ZOILSJT,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O
ZOIJTLS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZOIJTSL,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
ZOIJLTS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZOIJLST,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOIJSTL,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,O,X
ZOIJSLT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOISTLJ,X,X,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,O,X
ZOISTJL,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,O,X
ZOISLTJ,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,O
ZOISLJT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZOISJTL,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,O,X
ZOISJLT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLTIJS,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
ZOLTISJ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O,O,X,O,O
ZOLTJIS,O,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,O,X
ZOLTJSI,O,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,O,X
ZOLTSIJ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O,O,X,O,O
ZOLTSJI,O,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,O,O
ZOLITJS,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
ZOLITSJ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O,O,X,O,O
ZOLIJTS,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,O,X
ZOLIJST,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
ZOLISTJ,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,O,X,O,O
ZOLISJT,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O
ZOLJTIS,O,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,O,X
ZOLJTSI,O,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,O,X
ZOLJITS,O,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,O,X
ZOLJIST,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X
ZOLJSTI,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZOLJSIT,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X
ZOLSTIJ,X,X,X,X,O,O,X,X,X,X,X,X,O,X,O,O,X,O,O
ZOLSTJI,O,X,X,X,O,O,X,X,X,X,X,X,O,X,O,X,X,O,O
ZOLSITJ,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,O,X,O,O
ZOLSIJT,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O
ZOLSJTI,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O
ZOLSJIT,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O
ZOJTILS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
ZOJTISL,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O,X
ZOJTLIS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
ZOJTLSI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
ZOJTSIL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
ZOJTSLI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
ZOJITLS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
ZOJITSL,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O,X
ZOJILTS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
ZOJILST,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZOJISTL,O,O,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X,O,X
ZOJISLT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJLTIS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
ZOJLTSI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
ZOJLITS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
ZOJLIST,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZOJLSTI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZOJLSIT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZOJSTIL,O,O,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X,O,X
ZOJSTLI,O,O,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X,O,X
ZOJSITL,O,O,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X,O,X
ZOJSILT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJSLTI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZOJSLIT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZOSTILJ,X,X,X,X,O,O,X,X,X,X,X,X,O,O,X,X,X,O,X
ZOSTIJL,O,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,O,X
ZOSTLIJ,X,X,X,X,O,O,X,X,X,X,X,X,O,O,O,X,X,O,X
ZOSTLJI,O,O,X,X,O,O,X,X,X,X,X,X,O,O,O,X,X,O,X
ZOSTJIL,O,O,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X,O,X
ZOSTJLI,O,O,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X,O,X
ZOSITLJ,X,X,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,O,X
ZOSITJL,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,O,X
ZOSILTJ,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,O
ZOSILJT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZOSIJTL,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,O,X
