sequence,v115@4gA8IeB8CeB8BeC8CeB8CeB8BeD8AeF8Jex6IvhF8g?B6iBTeBmfBXoBlqB,v115@4gA8IeB8CeB8BeC8CeB8CeB8BeD8AeF8Je2/IvhFRb?B0dB6jB3gBznBlqB,v115@4gA8IeB8CeB8BeC8CeB8CeB8BeD8AeF8JeT6IvhFOg?B8gBxdBCjBXoBlqB,v115@4gA8IeB8CeB8BeC8CeB8CeB8BeD8AeF8Jei6IvhFzb?BxdBUgBWoBXoBlqB,v115@4gA8IeB8CeB8BeC8CeB8CeB8BeD8AeF8JeT6IvhFib?BxdB3gBunBcoBlqB,v115@4gA8IeB8CeB8BeC8CeB8CeB8BeD8AeF8Jex6IvhF8g?B6iBmfBTjBXoBlqB,v115@4gA8IeB8CeB8BeC8CeB8CeB8BeD8AeF8Je2/IvhFzb?BxdBCjBUgBXoBlqB,v115@4gA8IeB8CeB8BeC8CeB8CeB8BeD8AeF8Jei6IvhFTe?BRgBWoB3gB0nBlqB,v115@4gA8IeB8CeB8BeC8CeB8CeB8BeD8AeF8Je2/IvhFxd?B3gBqnBTjBFlB8qB
LTZIOJS,X,X,O,O,X,O,X,X,X
LTZIOSJ,O,X,X,O,O,X,X,X,X
LTZJISO,O,O,X,O,O,O,X,X,X
LTZJIOS,O,O,O,O,O,O,X,O,X
LTZJSIO,O,O,O,O,O,O,X,X,X
LTZJSOI,O,O,O,O,O,O,X,X,X
LTZJOIS,O,O,O,O,O,O,X,O,X
LTZJOSI,O,O,O,O,O,O,X,X,X
LTZSIJO,O,O,O,X,O,X,X,X,X
LTZSIOJ,O,O,O,O,O,X,X,X,X
LTZSJIO,O,O,O,O,O,O,X,X,X
LTZSJOI,O,O,O,O,O,O,X,X,X
LTZSOIJ,O,O,O,O,O,X,X,X,X
LTZSOJI,O,O,O,O,O,O,X,X,X
LTZOIJS,X,X,O,O,X,O,X,X,X
LTZOISJ,O,X,X,O,O,X,X,X,X
LTZOJIS,O,O,O,O,O,O,X,X,X
LTZOJSI,O,O,O,O,O,O,X,X,X
LTZOSIJ,O,O,O,O,O,X,X,X,X
LTZOSJI,O,O,O,O,O,O,X,X,X
LTOIJSZ,X,O,X,O,X,X,X,O,O
LTOIJZS,X,O,X,O,X,O,X,O,X
LTOISJZ,X,O,X,O,O,X,X,X,O
LTOISZJ,X,O,X,O,O,X,X,X,X
LTOIZJS,X,O,O,O,X,O,X,X,X
LTOIZSJ,X,O,X,O,X,X,X,X,X
LTOJISZ,X,O,X,O,X,X,X,O,O
LTOJIZS,X,O,X,O,X,O,X,O,X
LTOJSIZ,O,O,X,O,X,X,O,O,O
LTOJSZI,O,O,X,X,X,O,O,X,O
LTOJZIS,O,O,X,O,X,O,X,O,X
LTOJZSI,O,O,X,O,X,O,X,X,X
LTOSIJZ,O,O,O,O,O,X,O,X,O
LTOSIZJ,O,O,O,O,O,X,O,X,X
LTOSJIZ,O,O,O,O,O,X,O,X,O
LTOSJZI,O,O,O,X,O,O,O,X,O
LTOSZIJ,O,O,O,X,O,X,O,X,X
LTOSZJI,O,O,O,X,O,O,O,X,X
LTOZIJS,X,O,O,O,X,O,X,X,X
LTOZISJ,O,O,X,O,O,X,X,X,X
LTOZJIS,O,O,O,O,O,O,X,X,X
LTOZJSI,O,O,O,O,O,O,X,X,X
LTOZSIJ,O,O,O,O,O,X,X,X,X
LTOZSJI,O,O,O,O,O,O,X,X,X
LITJSZO,O,O,X,O,X,X,X,X,X
LITJSOZ,O,O,X,O,X,X,X,O,X
LITJZSO,O,O,X,O,X,O,X,X,X
LITJZOS,O,O,X,O,X,O,X,O,X
LITJOSZ,X,X,X,O,X,X,X,O,X
LITJOZS,X,O,X,O,X,O,X,O,X
LITSJZO,O,O,X,X,X,X,X,X,X
LITSJOZ,O,O,X,X,O,X,X,O,X
LITSZJO,O,O,X,X,X,X,X,X,X
LITSZOJ,O,O,X,O,O,X,X,X,X
LITSOJZ,O,O,X,O,O,X,X,X,X
LITSOZJ,O,O,X,O,O,X,X,X,X
LITZJSO,O,O,X,O,X,O,X,X,X
LITZJOS,O,O,O,O,X,O,X,O,X
LITZSJO,O,O,X,X,X,X,X,X,X
LITZSOJ,O,O,X,O,X,X,X,X,X
LITZOJS,X,X,O,O,X,O,X,X,X
LITZOSJ,O,X,X,O,X,X,X,X,X
LITOJSZ,X,X,X,O,X,X,X,O,X
LITOJZS,X,X,X,O,X,O,X,O,X
LITOSJZ,X,X,X,O,O,X,X,X,X
LITOSZJ,X,X,X,O,O,X,X,X,X
LITOZJS,X,X,O,O,X,O,X,X,X
LITOZSJ,X,X,X,O,X,X,X,X,X
LIJTSZO,X,X,X,O,X,X,X,X,X
LIJTSOZ,X,X,X,O,X,X,X,O,X
LIJTZSO,X,O,X,O,X,X,X,X,X
LIJTZOS,X,X,X,O,X,X,X,O,X
LIJTOSZ,X,X,X,O,X,X,X,O,X
LIJTOZS,X,X,X,O,X,X,X,O,X
LIJSTZO,X,O,X,O,X,X,X,X,X
LIJSTOZ,X,X,X,O,X,X,X,X,X
LIJSZTO,O,O,X,O,X,X,X,X,X
LIJSZOT,O,O,X,X,X,X,X,X,X
LIJSOTZ,X,X,X,X,X,X,X,O,O
LIJSOZT,O,O,X,O,X,X,X,O,O
LIJZTSO,O,O,X,O,X,X,X,X,X
LIJZTOS,X,X,X,O,X,O,X,X,X
LIJZSTO,O,O,X,O,X,X,X,X,X
LIJZSOT,O,O,X,O,X,O,X,X,X
LIJZOTS,X,X,X,O,X,O,X,X,X
LIJZOST,O,O,X,O,X,O,X,O,X
LIJOTSZ,X,X,X,O,X,X,X,O,O
LIJOTZS,X,X,X,O,X,X,X,O,X
LIJOSTZ,X,X,X,X,X,X,X,O,O
LIJOSZT,X,X,X,O,X,X,X,O,O
LIJOZTS,X,X,X,O,X,O,X,X,X
LIJOZST,X,O,X,O,X,O,X,O,O
LISTJZO,O,O,X,X,X,X,X,X,X
LISTJOZ,O,X,X,X,X,X,X,X,X
LISTZJO,O,O,X,X,X,X,X,X,X
LISTZOJ,O,X,X,O,X,X,X,X,X
LISTOJZ,O,X,X,O,X,X,X,X,X
LISTOZJ,O,X,X,O,O,X,X,X,X
LISJTZO,X,O,X,X,X,X,X,X,X
LISJTOZ,X,X,X,X,X,X,X,X,X
LISJZTO,O,O,X,X,X,X,X,X,X
LISJZOT,O,O,X,X,X,X,X,X,X
LISJOTZ,X,X,X,X,X,X,X,O,O
LISJOZT,O,O,X,X,O,X,X,O,O
LISZTJO,X,O,X,X,X,X,X,X,X
LISZTOJ,O,X,X,X,X,X,X,X,X
LISZJTO,O,O,X,X,X,X,X,X,X
LISZJOT,O,O,X,X,X,X,X,X,X
LISZOTJ,O,X,X,X,O,X,X,X,X
LISZOJT,O,O,X,O,O,X,X,X,X
LISOTJZ,O,X,X,X,X,X,X,X,O
LISOTZJ,O,X,X,X,O,X,X,X,X
LISOJTZ,X,X,X,X,X,X,X,X,O
LISOJZT,O,O,X,O,O,X,X,X,O
LISOZTJ,O,X,X,X,O,X,X,X,X
LISOZJT,O,O,X,O,O,X,X,X,O
LIZTJSO,X,O,X,X,X,X,X,X,X
LIZTJOS,X,O,X,O,X,X,X,X,X
LIZTSJO,X,O,X,X,X,X,X,X,X
LIZTSOJ,O,O,X,O,X,X,X,X,X
LIZTOJS,X,X,X,O,X,X,X,X,X
LIZTOSJ,X,X,X,O,X,X,X,X,X
LIZJTSO,O,O,X,O,X,X,X,X,X
LIZJTOS,X,X,X,O,X,O,X,X,X
LIZJSTO,O,O,X,O,X,X,X,X,X
LIZJSOT,O,O,X,O,X,O,X,X,X
LIZJOTS,X,X,X,O,X,O,X,X,X
LIZJOST,O,O,O,O,X,O,X,O,X
LIZSTJO,X,O,X,X,X,X,X,X,X
LIZSTOJ,O,X,X,X,X,X,X,X,X
LIZSJTO,O,O,X,X,X,X,X,X,X
LIZSJOT,O,O,X,X,X,X,X,X,X
LIZSOTJ,O,X,X,X,X,X,X,X,X
LIZSOJT,O,O,X,O,X,X,X,X,X
LIZOTJS,X,X,X,O,X,X,X,X,X
LIZOTSJ,X,X,X,X,X,X,X,X,X
LIZOJTS,X,X,X,O,X,O,X,X,X
LIZOJST,X,X,O,O,X,O,X,X,X
LIZOSTJ,O,X,X,X,X,X,X,X,X
LIZOSJT,O,X,X,O,X,X,X,X,X
LIOTJSZ,X,X,X,O,X,X,X,X,O
LIOTJZS,X,X,X,O,X,O,X,X,X
LIOTSJZ,X,X,X,O,O,X,X,X,O
LIOTSZJ,X,X,X,O,O,X,X,X,X
LIOTZJS,X,X,O,O,X,O,X,X,X
LIOTZSJ,X,X,X,O,X,X,X,X,X
LIOJTSZ,X,X,X,X,X,X,X,O,O
LIOJTZS,X,X,X,O,X,X,X,X,X
LIOJSTZ,X,X,X,X,X,X,X,O,O
LIOJSZT,X,X,X,O,X,X,X,O,O
LIOJZTS,X,X,X,O,X,O,X,X,X
LIOJZST,X,X,X,O,X,O,X,O,O
LIOSTJZ,X,X,X,X,X,X,X,X,O
LIOSTZJ,X,X,X,X,O,X,X,X,X
LIOSJTZ,X,X,X,X,X,X,X,X,O
LIOSJZT,X,X,X,O,O,X,X,X,O
LIOSZTJ,X,X,X,X,O,X,X,X,X
LIOSZJT,X,X,X,O,O,X,X,X,O
LIOZTJS,X,X,X,O,X,X,X,X,X
LIOZTSJ,X,X,X,X,X,X,X,X,X
LIOZJTS,X,X,X,O,X,O,X,X,X
LIOZJST,X,X,O,O,X,O,X,X,O
LIOZSTJ,X,X,X,X,X,X,X,X,X
LIOZSJT,X,X,X,O,X,X,X,X,O
LJTISZO,O,O,X,O,X,X,X,X,X
LJTISOZ,O,O,X,O,X,X,X,O,X
LJTIZSO,O,O,X,O,X,O,X,X,X
LJTIZOS,O,O,X,O,X,O,X,O,X
LJTIOSZ,X,X,X,O,X,X,X,O,X
LJTIOZS,X,O,X,O,X,O,X,O,X
LJTSIZO,O,O,X,O,X,X,X,X,X
LJTSIOZ,O,O,X,O,X,X,X,O,X
LJTSZIO,O,O,X,O,X,O,X,X,X
LJTSZOI,O,O,X,O,X,O,X,X,X
LJTSOIZ,O,O,X,O,X,X,X,O,O
LJTSOZI,O,O,X,X,X,O,X,X,O
LJTZISO,O,O,X,O,X,O,X,X,X
LJTZIOS,O,O,X,O,X,O,X,O,X
LJTZSIO,O,O,X,O,X,O,X,X,X
LJTZSOI,O,O,X,O,X,O,X,X,X
LJTZOIS,O,O,X,O,X,O,X,O,X
LJTZOSI,O,O,X,O,X,O,X,X,X
LJTOISZ,X,X,X,O,X,X,X,O,O
LJTOIZS,X,O,X,O,X,O,X,O,X
LJTOSIZ,O,O,X,O,X,X,X,O,O
LJTOSZI,O,O,X,X,X,O,X,X,O
LJTOZIS,O,O,X,O,X,O,X,O,X
LJTOZSI,O,O,X,O,X,O,X,X,X
LJITSZO,X,X,X,O,X,X,X,X,X
LJITSOZ,X,X,X,O,X,X,X,O,X
LJITZSO,X,O,X,O,X,X,X,X,X
LJITZOS,X,X,X,O,X,X,X,O,X
LJITOSZ,X,X,X,O,X,X,X,O,X
LJITOZS,X,X,X,O,X,X,X,O,X
LJISTZO,X,O,X,O,X,X,X,X,X
LJISTOZ,X,X,X,O,X,X,X,X,X
LJISZTO,O,O,X,O,X,X,X,X,X
LJISZOT,O,O,X,X,X,X,X,X,X
LJISOTZ,X,X,X,X,X,X,X,O,O
LJISOZT,O,O,X,O,X,X,X,O,O
LJIZTSO,O,O,X,O,X,X,X,X,X
LJIZTOS,X,X,X,O,X,O,X,X,X
LJIZSTO,O,O,X,O,X,X,X,X,X
LJIZSOT,O,O,X,O,X,O,X,X,X
LJIZOTS,X,X,X,O,X,O,X,X,X
LJIZOST,O,O,X,O,X,O,X,O,X
LJIOTSZ,X,X,X,O,X,X,X,O,O
LJIOTZS,X,O,X,O,X,X,X,O,X
LJIOSTZ,X,X,X,X,X,X,X,O,O
LJIOSZT,X,O,X,O,X,X,X,O,O
LJIOZTS,X,O,X,O,X,O,X,X,X
LJIOZST,X,O,X,O,X,O,X,O,O
LJSTIZO,O,O,X,O,X,X,X,X,X
LJSTIOZ,O,X,X,O,X,X,O,O,X
LJSTZIO,O,O,X,O,X,X,X,X,X
LJSTZOI,O,X,X,O,X,X,X,X,X
LJSTOIZ,O,X,X,O,X,X,O,O,O
LJSTOZI,O,X,X,X,X,X,O,X,O
LJSITZO,X,O,X,O,X,X,X,X,X
LJSITOZ,X,X,X,O,X,X,O,X,X
LJSIZTO,O,O,X,O,X,X,X,X,X
LJSIZOT,O,O,X,X,X,X,O,X,X
LJSIOTZ,X,O,X,X,X,X,O,O,O
LJSIOZT,O,O,X,O,X,X,O,O,O
LJSZTIO,O,O,X,O,X,X,X,X,X
LJSZTOI,O,X,X,O,X,X,X,X,X
LJSZITO,O,O,X,O,X,X,X,X,X
LJSZIOT,O,O,X,O,X,O,O,X,X
LJSZOTI,O,X,X,O,X,O,O,X,O
LJSZOIT,O,O,X,O,X,O,O,X,O
LJSOTIZ,O,O,X,X,X,X,O,O,O
LJSOTZI,O,O,X,X,X,X,O,X,O
LJSOITZ,X,O,X,X,X,X,O,O,O
LJSOIZT,O,O,X,O,X,X,O,O,O
LJSOZTI,O,O,X,X,X,O,O,X,O
LJSOZIT,O,O,X,X,X,O,O,X,O
LJZTISO,O,O,X,O,X,X,X,X,X
LJZTIOS,X,O,X,O,X,O,X,O,X
LJZTSIO,O,O,X,O,X,X,X,X,X
LJZTSOI,O,O,X,O,X,X,X,X,X
LJZTOIS,X,O,X,O,X,O,X,O,X
LJZTOSI,X,O,X,O,X,O,X,X,X
LJZITSO,O,O,X,O,X,X,X,X,X
LJZITOS,X,X,X,O,X,O,X,X,X
LJZISTO,O,O,X,O,X,X,X,X,X
LJZISOT,O,O,X,O,X,O,X,X,X
LJZIOTS,X,X,X,O,X,O,X,X,X
LJZIOST,O,O,X,O,X,O,X,O,X
LJZSTIO,O,O,X,O,X,X,X,X,X
LJZSTOI,O,X,X,O,X,X,X,X,X
LJZSITO,O,O,X,O,X,X,X,X,X
LJZSIOT,O,O,X,O,X,O,X,X,X
LJZSOTI,O,X,X,O,X,O,X,X,O
LJZSOIT,O,O,X,O,X,O,X,X,O
LJZOTIS,X,X,X,O,X,O,X,O,X
LJZOTSI,X,X,X,O,X,O,X,X,X
LJZOITS,X,X,X,O,X,O,X,X,X
LJZOIST,O,O,X,O,X,O,X,O,O
LJZOSTI,O,X,X,O,X,O,X,X,O
LJZOSIT,O,O,X,O,X,O,X,X,O
LJOTISZ,X,X,X,O,X,X,X,O,O
LJOTIZS,X,O,X,O,X,O,X,O,X
LJOTSIZ,X,O,X,O,X,X,X,O,O
LJOTSZI,X,O,X,X,X,O,X,X,O
LJOTZIS,X,O,X,O,X,O,X,O,X
LJOTZSI,X,O,X,O,X,O,X,X,X
LJOITSZ,X,X,X,O,X,X,X,O,O
LJOITZS,X,O,X,O,X,X,X,O,X
LJOISTZ,X,O,X,X,X,X,X,O,O
LJOISZT,X,O,X,O,X,X,X,O,O
LJOIZTS,X,O,X,O,X,O,X,X,X
LJOIZST,X,O,X,O,X,O,X,O,O
LJOSTIZ,X,O,X,X,X,X,O,O,O
LJOSTZI,O,O,X,X,X,X,O,X,O
LJOSITZ,X,O,X,X,X,X,O,O,O
LJOSIZT,O,O,X,O,X,X,O,O,O
LJOSZTI,O,O,X,X,X,O,O,X,O
LJOSZIT,O,O,X,X,X,O,O,X,O
LJOZTIS,X,O,X,O,X,O,X,O,X
LJOZTSI,X,O,X,O,X,O,X,X,X
LJOZITS,X,O,X,O,X,O,X,X,X
LJOZIST,O,O,X,O,X,O,X,O,O
LJOZSTI,O,O,X,O,X,O,X,X,O
LJOZSIT,O,O,X,O,X,O,X,X,O
LSTIJZO,O,O,O,X,X,X,O,X,X
LSTIJOZ,O,O,O,X,X,X,O,O,X
LSTIZJO,O,O,O,X,X,X,O,X,X
LSTIZOJ,O,O,O,O,X,X,O,X,X
LSTIOJZ,O,O,O,O,X,X,O,X,X
LSTIOZJ,O,O,O,O,O,X,O,X,X
LSTJIZO,O,O,O,O,X,X,O,X,X
LSTJIOZ,O,O,O,O,X,X,O,O,X
LSTJZIO,O,O,O,O,X,O,O,X,X
LSTJZOI,O,O,O,O,X,O,O,X,X
LSTJOIZ,O,O,O,O,X,X,O,O,O
LSTJOZI,O,O,O,X,X,O,O,X,O
LSTZIJO,O,O,O,X,X,X,O,X,X
LSTZIOJ,O,O,O,O,O,X,O,X,X
LSTZJIO,O,O,O,O,O,O,O,X,X
LSTZJOI,O,O,O,O,O,O,O,X,X
LSTZOIJ,O,O,O,O,O,X,O,X,X
LSTZOJI,O,O,O,O,O,O,O,X,X
LSTOIJZ,O,O,O,O,X,X,O,X,O
LSTOIZJ,O,O,O,O,O,X,O,X,X
LSTOJIZ,O,O,O,O,X,X,O,X,O
LSTOJZI,O,O,O,X,X,O,O,X,O
LSTOZIJ,O,O,O,X,O,X,O,X,X
LSTOZJI,O,O,O,X,O,O,O,X,X
LSITJZO,O,O,O,X,X,X,O,X,X
LSITJOZ,O,X,O,X,X,X,O,X,X
LSITZJO,O,O,O,X,X,X,O,X,X
LSITZOJ,O,X,O,O,X,X,O,X,X
LSITOJZ,O,X,O,O,X,X,O,X,X
LSITOZJ,O,X,O,O,O,X,O,X,X
LSIJTZO,X,O,O,X,X,X,O,X,X
LSIJTOZ,X,X,O,X,X,X,O,X,X
LSIJZTO,O,O,O,X,X,X,X,X,X
LSIJZOT,O,O,O,X,X,X,O,X,X
LSIJOTZ,X,O,O,X,X,X,O,O,O
LSIJOZT,O,O,O,X,O,X,O,O,O
LSIZTJO,X,O,O,X,X,X,O,X,X
LSIZTOJ,O,X,O,X,O,X,O,X,X
LSIZJTO,O,O,O,X,O,X,X,X,X
LSIZJOT,O,O,O,X,O,X,O,X,X
LSIZOTJ,O,X,O,X,O,X,X,X,X
LSIZOJT,O,O,O,O,O,X,O,X,X
LSIOTJZ,O,O,O,X,X,X,O,X,O
LSIOTZJ,O,O,O,X,O,X,O,X,X
LSIOJTZ,X,O,O,X,X,X,O,X,O
LSIOJZT,O,O,O,O,O,X,O,X,O
LSIOZTJ,O,O,O,X,O,X,X,X,X
LSIOZJT,O,O,O,O,O,X,O,X,O
LSJTIZO,O,O,O,O,X,X,O,X,X
LSJTIOZ,O,X,O,O,X,X,O,O,X
LSJTZIO,O,O,O,O,X,X,O,X,X
LSJTZOI,O,X,O,O,X,X,O,X,X
LSJTOIZ,O,X,O,O,X,X,O,O,O
LSJTOZI,O,X,O,X,X,X,O,X,O
LSJITZO,X,O,O,O,X,X,O,X,X
LSJITOZ,X,X,O,O,X,X,O,X,X
LSJIZTO,O,O,O,O,X,X,X,X,X
LSJIZOT,O,O,O,X,X,X,O,X,X
LSJIOTZ,X,O,O,X,X,X,O,O,O
LSJIOZT,O,O,O,O,O,X,O,O,O
LSJZTIO,O,O,O,O,O,X,X,X,X
LSJZTOI,O,X,O,O,O,X,X,X,X
LSJZITO,O,O,O,O,O,X,X,X,X
LSJZIOT,O,O,O,O,O,O,O,X,X
LSJZOTI,O,X,O,O,O,O,O,X,O
LSJZOIT,O,O,O,O,O,O,O,X,O
LSJOTIZ,O,O,O,X,X,X,O,O,O
LSJOTZI,O,O,O,X,X,X,O,X,O
LSJOITZ,X,O,O,X,X,X,O,O,O
LSJOIZT,O,O,O,O,O,X,O,O,O
LSJOZTI,O,O,O,X,O,O,O,X,O
LSJOZIT,O,O,O,X,O,O,O,X,O
LSZTIJO,O,O,O,X,X,X,O,X,X
LSZTIOJ,O,O,O,X,O,X,O,X,X
LSZTJIO,O,O,O,X,O,X,O,X,X
LSZTJOI,O,O,O,X,O,X,O,X,X
LSZTOIJ,O,O,O,X,O,X,O,X,X
LSZTOJI,O,O,O,X,O,X,O,X,X
LSZITJO,X,O,O,X,X,X,O,X,X
LSZITOJ,O,X,O,X,O,X,O,X,X
LSZIJTO,O,O,O,X,O,X,X,X,X
LSZIJOT,O,O,O,X,O,X,O,X,X
LSZIOTJ,O,X,O,X,O,X,X,X,X
LSZIOJT,O,O,O,O,O,X,O,X,X
LSZJTIO,O,O,O,O,O,X,X,X,X
LSZJTOI,O,X,O,O,O,X,X,X,X
LSZJITO,O,O,O,O,O,X,X,X,X
LSZJIOT,O,O,O,O,O,O,O,X,X
LSZJOTI,O,X,O,O,O,O,O,X,O
LSZJOIT,O,O,O,O,O,O,O,X,O
LSZOTIJ,O,X,O,X,O,X,X,X,X
LSZOTJI,O,X,O,X,O,X,X,X,X
LSZOITJ,O,X,O,X,O,X,X,X,X
LSZOIJT,O,O,O,O,O,X,O,X,O
LSZOJTI,O,X,O,O,O,O,O,X,O
LSZOJIT,O,O,O,O,O,O,O,X,O
LSOTIJZ,O,O,O,X,X,X,O,X,O
LSOTIZJ,O,O,O,X,O,X,O,X,X
LSOTJIZ,O,O,O,X,X,X,O,X,O
LSOTJZI,O,O,O,X,X,O,O,X,O
LSOTZIJ,O,O,O,X,O,X,O,X,X
LSOTZJI,O,O,O,X,O,O,O,X,X
LSOITJZ,O,O,O,X,X,X,O,X,O
LSOITZJ,O,O,O,X,O,X,O,X,X
LSOIJTZ,X,O,O,X,X,X,O,X,O
LSOIJZT,O,O,O,O,O,X,O,X,O
LSOIZTJ,O,O,O,X,O,X,X,X,X
LSOIZJT,O,O,O,O,O,X,O,X,O
LSOJTIZ,O,O,O,X,X,X,O,X,O
LSOJTZI,O,O,O,X,X,X,O,X,O
LSOJITZ,X,O,O,X,X,X,O,X,O
LSOJIZT,O,O,O,O,O,X,O,X,O
LSOJZTI,O,O,O,X,O,O,O,X,O
LSOJZIT,O,O,O,X,O,O,O,X,O
LSOZTIJ,O,O,O,X,O,X,X,X,X
LSOZTJI,O,O,O,X,O,X,X,X,X
LSOZITJ,O,O,O,X,O,X,X,X,X
LSOZIJT,O,O,O,X,O,X,O,X,O
LSOZJTI,O,O,O,X,O,O,O,X,O
LSOZJIT,O,O,O,X,O,O,O,X,O
LZTIJSO,O,O,X,O,X,O,X,X,X
LZTIJOS,O,O,X,O,X,O,X,O,X
LZTISJO,O,O,X,X,O,X,X,X,X
LZTISOJ,O,O,X,O,O,X,X,X,X
LZTIOJS,X,X,X,O,X,O,X,X,X
LZTIOSJ,O,X,X,O,O,X,X,X,X
LZTJISO,O,O,X,O,O,O,X,X,X
LZTJIOS,O,O,X,O,O,O,X,O,X
LZTJSIO,O,O,X,O,O,O,X,X,X
LZTJSOI,O,O,X,O,O,O,X,X,X
LZTJOIS,O,O,X,O,O,O,X,O,X
LZTJOSI,O,O,X,O,O,O,X,X,X
LZTSIJO,O,O,X,X,O,X,X,X,X
LZTSIOJ,O,O,X,O,O,X,X,X,X
LZTSJIO,O,O,X,O,O,O,X,X,X
LZTSJOI,O,O,X,O,O,O,X,X,X
LZTSOIJ,O,O,X,O,O,X,X,X,X
LZTSOJI,O,O,X,O,O,O,X,X,X
LZTOIJS,X,X,X,O,X,O,X,X,X
LZTOISJ,O,X,X,O,O,X,X,X,X
LZTOJIS,O,O,X,O,O,O,X,X,X
LZTOJSI,O,O,X,O,O,O,X,X,X
LZTOSIJ,O,O,X,O,O,X,X,X,X
LZTOSJI,O,O,X,O,O,O,X,X,X
LZITJSO,X,O,X,X,X,X,X,X,X
LZITJOS,X,O,X,O,X,X,X,X,X
LZITSJO,X,O,X,X,O,X,X,X,X
LZITSOJ,O,O,X,O,O,X,X,X,X
LZITOJS,X,X,X,O,X,X,X,X,X
LZITOSJ,X,X,X,O,O,X,X,X,X
LZIJTSO,O,O,X,O,X,X,X,X,X
LZIJTOS,X,X,X,O,X,O,X,X,X
LZIJSTO,O,O,X,O,X,X,X,X,X
LZIJSOT,O,O,X,O,X,O,X,X,X
LZIJOTS,X,X,X,O,X,O,X,X,X
LZIJOST,O,O,O,O,X,O,X,O,X
LZISTJO,X,O,X,X,X,X,X,X,X
LZISTOJ,O,X,X,X,O,X,X,X,X
LZISJTO,O,O,X,X,X,X,X,X,X
LZISJOT,O,O,X,X,O,X,X,X,X
LZISOTJ,O,X,X,X,O,X,X,X,X
LZISOJT,O,O,X,O,O,X,X,X,X
LZIOTJS,X,X,X,O,X,X,X,X,X
LZIOTSJ,X,X,X,X,O,X,X,X,X
LZIOJTS,X,X,X,O,X,O,X,X,X
LZIOJST,X,X,O,O,X,O,X,X,X
LZIOSTJ,O,X,X,X,O,X,X,X,X
LZIOSJT,O,X,X,O,O,X,X,X,X
LZJTISO,O,O,X,O,O,X,X,X,X
LZJTIOS,X,O,X,O,O,O,X,O,X
LZJTSIO,O,O,X,O,O,X,X,X,X
LZJTSOI,O,O,X,O,O,X,X,X,X
LZJTOIS,X,O,X,O,O,O,X,O,X
LZJTOSI,X,O,X,O,O,O,X,X,X
LZJITSO,O,O,X,O,O,X,X,X,X
LZJITOS,X,X,X,O,O,O,X,X,X
LZJISTO,O,O,X,O,O,X,X,X,X
LZJISOT,O,O,X,O,O,O,X,X,X
LZJIOTS,X,X,X,O,O,O,X,X,X
LZJIOST,O,O,O,O,O,O,X,O,X
LZJSTIO,O,O,O,O,O,X,X,X,X
LZJSTOI,O,X,O,O,O,X,X,X,X
LZJSITO,O,O,O,O,O,X,X,X,X
LZJSIOT,O,O,O,O,O,O,X,X,X
LZJSOTI,O,X,O,O,O,O,X,X,O
LZJSOIT,O,O,O,O,O,O,X,X,O
LZJOTIS,X,X,X,O,O,O,X,O,X
LZJOTSI,X,X,X,O,O,O,X,X,X
LZJOITS,X,X,X,O,O,O,X,X,X
LZJOIST,O,O,O,O,O,O,X,O,O
LZJOSTI,O,X,O,O,O,O,X,X,O
LZJOSIT,O,O,O,O,O,O,X,X,O
LZSTIJO,O,O,O,X,X,X,X,X,X
LZSTIOJ,O,O,O,X,O,X,X,X,X
LZSTJIO,O,O,O,X,O,X,X,X,X
LZSTJOI,O,O,O,X,O,X,X,X,X
LZSTOIJ,O,O,O,X,O,X,X,X,X
LZSTOJI,O,O,O,X,O,X,X,X,X
LZSITJO,X,O,O,X,X,X,X,X,X
LZSITOJ,O,X,O,X,O,X,X,X,X
LZSIJTO,O,O,O,X,O,X,X,X,X
LZSIJOT,O,O,O,X,O,X,X,X,X
LZSIOTJ,O,X,O,X,O,X,X,X,X
LZSIOJT,O,O,O,O,O,X,X,X,X
LZSJTIO,O,O,O,O,O,X,X,X,X
LZSJTOI,O,X,O,O,O,X,X,X,X
LZSJITO,O,O,O,O,O,X,X,X,X
LZSJIOT,O,O,O,O,O,O,X,X,X
LZSJOTI,O,X,O,O,O,O,X,X,O
LZSJOIT,O,O,O,O,O,O,X,X,O
LZSOTIJ,O,X,O,X,O,X,X,X,X
LZSOTJI,O,X,O,X,O,X,X,X,X
LZSOITJ,O,X,O,X,O,X,X,X,X
LZSOIJT,O,O,O,O,O,X,X,X,O
LZSOJTI,O,X,O,O,O,O,X,X,O
LZSOJIT,O,O,O,O,O,O,X,X,O
LZOTIJS,X,X,X,O,X,O,X,X,X
LZOTISJ,X,X,X,X,O,X,X,X,X
LZOTJIS,X,O,X,O,O,O,X,X,X
LZOTJSI,X,O,X,O,O,O,X,X,X
LZOTSIJ,X,O,X,X,O,X,X,X,X
LZOTSJI,X,O,X,X,O,O,X,X,X
LZOITJS,X,X,X,O,X,X,X,X,X
LZOITSJ,X,X,X,X,O,X,X,X,X
LZOIJTS,X,X,X,O,X,O,X,X,X
LZOIJST,X,X,O,O,X,O,X,X,O
LZOISTJ,O,X,X,X,O,X,X,X,X
LZOISJT,O,X,X,O,O,X,X,X,O
LZOJTIS,X,X,X,O,O,O,X,X,X
LZOJTSI,X,X,X,O,O,O,X,X,X
LZOJITS,X,X,X,O,O,O,X,X,X
LZOJIST,O,O,O,O,O,O,X,X,O
