sequence,v115@zgC8GeC8GeC8GeD8FeG8AeB8JeqAJvhFTcBmdB5jB0?iB3mBlsB,v115@zgC8GeC8GeC8GeD8FeG8AeB8Jez7IvhFWiBxdB6oBF?mBXnB8sB,v115@zgC8GeC8GeC8GeD8FeG8AeB8Jez7IvhFCdBejB5jBX?iBUmBlsB,v115@zgC8GeC8GeC8GeD8FeG8AeB8JeuAJvhFchBidB5jBz?iB3mBlsB,v115@zgC8GeC8GeC8GeD8FeG8AeB8JeuAJvhF1hB5jB3iBT?mB8sBisB,v115@zgC8GeC8GeC8GeD8FeG8AeB8JeC8IvhFxdBlhBziB+?oBUmB/sB,v115@zgC8GeC8GeC8GeD8FeG8AeB8JeG8IvhFyiB5jBzgB0?iB3mBlsB,v115@zgC8GeC8GeC8GeD8FeG8AeB8JeR8IvhFciBTeBfmB6?mBGoBlsB,v115@zgC8GeC8GeC8GeD8FeG8AeB8JeR8IvhFFeBChB0iB+?oBTmB/sB,v115@zgC8GeC8GeC8GeD8FeG8AeB8JeR8IvhFChBliBcoBT?mB/sBGtB,v115@zgC8GeC8GeC8GeD8FeG8AeB8JeR8IvhFGeBSmBTiB/?oBUmBlsB,v115@zgC8GeC8GeC8GeD8FeG8AeB8Jex9IvhFfmBlhBcnBT?jBGmBCtB,v115@zgC8GeC8GeC8GeD8FeG8AeB8JeR8IvhFGeBfmB0hBS?sBToBlsB,v115@zgC8GeC8GeC8GeD8FeG8AeB8Jez7IvhFfiBxdBSoBF?mBUoBGsB,v115@zgC8GeC8GeC8GeD8FeG8AeB8JeSBJvhF/iBTjBRmBU?mBGoBlsB,v115@zgC8GeC8GeC8GeD8FeG8AeB8JeR8IvhFGeBSmBliB/?sBTtBUrB
ZSLIOTJ,O,O,O,X,O,X,X,X,X,X,X,O,O,X,X,O
ZSLIOJT,O,O,X,O,O,X,O,X,X,X,X,O,O,X,X,O
ZSLJTIO,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X
ZSLJTOI,O,O,O,O,X,O,X,O,O,O,X,O,X,X,X,X
ZSLJITO,O,O,X,O,X,O,X,O,O,X,O,X,X,X,X,X
ZSLJIOT,O,O,X,O,X,O,X,O,O,X,X,X,O,X,X,X
ZSLJOTI,O,O,O,X,X,O,X,O,O,X,X,O,O,X,X,X
ZSLJOIT,O,O,X,O,X,O,X,O,O,X,X,O,O,X,X,X
ZSLOTIJ,O,O,O,X,O,X,X,X,X,O,X,O,O,X,X,O
ZSLOTJI,O,O,O,X,O,X,X,X,X,O,X,O,O,X,X,O
ZSLOITJ,O,O,O,X,O,X,X,X,X,O,X,O,O,X,X,O
ZSLOIJT,O,O,X,O,O,X,O,X,X,O,X,O,O,X,X,O
ZSLOJTI,O,O,O,X,X,O,X,X,X,O,X,O,O,X,X,X
ZSLOJIT,O,O,X,O,O,O,O,X,X,O,X,O,O,X,X,O
ZSJTILO,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X
ZSJTIOL,X,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X
ZSJTLIO,O,O,O,O,X,O,X,O,O,X,O,X,X,X,X,X
ZSJTLOI,O,O,O,O,X,O,X,O,O,O,X,O,X,X,X,X
ZSJTOIL,X,O,O,O,X,O,X,O,O,X,O,X,X,X,X,X
ZSJTOLI,X,O,O,O,X,O,X,O,O,O,O,X,X,X,X,X
ZSJITLO,O,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X
ZSJITOL,X,O,X,O,X,O,X,O,O,X,X,X,X,X,X,X
ZSJILTO,O,O,X,O,X,O,X,O,O,X,X,X,X,X,X,X
ZSJILOT,O,O,X,O,X,O,X,O,O,X,X,X,O,X,X,X
ZSJIOTL,X,O,X,O,O,O,X,O,O,X,X,X,O,X,X,X
ZSJIOLT,O,X,X,O,O,O,X,O,O,X,X,X,O,X,X,X
ZSJLTIO,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X
ZSJLTOI,O,O,O,O,X,O,X,O,O,O,X,O,X,X,X,X
ZSJLITO,O,O,X,O,X,O,X,O,O,X,O,X,X,X,X,X
ZSJLIOT,O,O,X,O,X,O,X,O,O,X,X,X,O,X,X,X
ZSJLOTI,O,O,O,X,X,O,X,O,O,X,X,O,O,X,X,X
ZSJLOIT,O,O,X,O,X,O,X,O,O,X,X,O,O,X,X,X
ZSJOTIL,X,O,O,O,O,O,X,O,O,X,X,X,O,X,X,X
ZSJOTLI,X,O,O,O,O,O,X,O,O,O,X,X,X,X,X,X
ZSJOITL,X,O,X,O,O,O,X,O,O,X,X,X,O,X,X,X
ZSJOILT,O,X,X,O,O,O,X,O,O,X,X,X,O,X,X,X
ZSJOLTI,O,O,O,X,X,O,X,O,O,O,X,X,O,X,X,X
ZSJOLIT,O,O,X,O,O,O,X,O,O,O,X,X,O,X,X,X
ZSOTILJ,X,O,O,O,O,O,O,X,X,O,X,X,X,X,X,X
ZSOTIJL,X,O,O,O,O,X,O,X,X,X,X,X,O,X,X,O
ZSOTLIJ,X,O,O,O,O,O,O,X,X,O,X,O,O,X,X,O
ZSOTLJI,X,O,O,O,O,O,O,X,X,O,X,O,O,X,X,O
ZSOTJIL,X,O,O,O,O,O,O,X,X,X,X,X,O,X,X,O
ZSOTJLI,X,O,O,O,O,O,O,X,X,O,X,X,X,X,X,O
ZSOITLJ,X,X,O,O,O,X,O,X,X,O,X,X,X,X,X,X
ZSOITJL,X,X,O,O,O,X,O,X,X,X,X,X,O,X,X,X
ZSOILTJ,O,X,O,X,O,X,X,X,X,O,X,X,O,X,X,X
ZSOILJT,O,X,X,O,O,X,O,X,X,O,X,X,O,X,X,X
ZSOIJTL,X,X,X,O,O,X,O,X,X,X,X,X,O,X,X,X
ZSOIJLT,O,X,X,O,O,X,O,X,X,X,X,X,O,X,X,X
ZSOLTIJ,O,O,O,X,O,X,X,X,X,O,X,O,O,X,X,O
ZSOLTJI,O,O,O,X,O,X,X,X,X,O,X,O,O,X,X,O
ZSOLITJ,O,O,O,X,O,X,X,X,X,O,X,O,O,X,X,O
ZSOLIJT,O,O,X,O,O,X,O,X,O,O,X,O,O,X,X,O
ZSOLJTI,O,O,O,X,X,O,X,X,O,O,X,O,O,X,X,X
ZSOLJIT,O,O,X,O,O,O,O,X,O,O,X,O,O,X,X,O
ZSOJTIL,X,O,O,O,O,O,O,X,O,X,X,X,O,X,X,X
ZSOJTLI,X,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
ZSOJITL,X,O,X,O,O,O,O,X,O,X,X,X,O,X,X,X
ZSOJILT,O,X,X,O,O,O,O,X,O,X,X,X,O,X,X,X
ZSOJLTI,O,O,O,X,X,O,X,X,O,O,X,X,O,X,X,X
ZSOJLIT,O,O,X,O,O,O,O,X,O,O,X,X,O,X,X,O
ZOTILJS,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
ZOTILSJ,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZOTIJLS,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOTIJSL,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOTISLJ,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOTISJL,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOTLIJS,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
ZOTLISJ,X,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X
ZOTLJIS,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
ZOTLJSI,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
ZOTLSIJ,X,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X
ZOTLSJI,X,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X
ZOTJILS,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
ZOTJISL,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOTJLIS,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
ZOTJLSI,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
ZOTJSIL,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
ZOTJSLI,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
ZOTSILJ,X,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X
ZOTSIJL,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOTSLIJ,X,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X
ZOTSLJI,X,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X
ZOTSJIL,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
ZOTSJLI,X,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X
ZOITLJS,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOITLSJ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOITJLS,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOITJSL,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOITSLJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOITSJL,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOILTJS,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOILTSJ,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ZOILJTS,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOILJST,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ZOILSTJ,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ZOILSJT,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ZOIJTLS,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOIJTSL,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOIJLTS,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOIJLST,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOIJSTL,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
ZOIJSLT,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
ZOISTLJ,X,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X
ZOISTJL,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
ZOISLTJ,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X
ZOISLJT,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X
ZOISJTL,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
ZOISJLT,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
ZOLTIJS,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
ZOLTISJ,X,O,X,X,O,O,X,X,X,O,X,O,X,X,X,X
ZOLTJIS,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
ZOLTJSI,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
ZOLTSIJ,X,O,O,X,O,O,X,X,X,O,X,O,X,X,X,X
ZOLTSJI,X,O,O,X,O,O,X,X,X,O,X,O,X,X,X,X
ZOLITJS,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOLITSJ,X,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X
ZOLIJTS,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
ZOLIJST,X,X,X,X,O,X,X,X,O,O,X,O,X,X,X,O
ZOLISTJ,X,O,X,X,O,X,X,X,X,O,X,O,X,X,X,O
ZOLISJT,X,O,X,X,O,X,X,X,O,O,X,O,X,X,X,O
ZOLJTIS,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X
ZOLJTSI,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZOLJITS,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X
ZOLJIST,X,X,X,X,O,O,X,X,O,O,X,O,X,X,X,O
ZOLJSTI,X,X,X,X,X,O,X,X,O,O,X,O,O,X,X,X
ZOLJSIT,X,X,X,X,O,O,X,X,O,O,X,O,O,X,X,X
ZOLSTIJ,X,O,O,X,O,X,X,X,X,O,X,O,O,X,X,O
ZOLSTJI,X,O,O,X,O,X,X,X,X,O,X,O,O,X,X,O
ZOLSITJ,X,O,O,X,O,X,X,X,X,O,X,O,O,X,X,O
ZOLSIJT,X,O,X,X,O,X,X,X,O,O,X,O,O,X,X,O
ZOLSJTI,X,O,O,X,X,O,X,X,O,O,X,O,O,X,X,X
ZOLSJIT,X,O,X,X,O,O,X,X,O,O,X,O,O,X,X,O
ZOJTILS,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
ZOJTISL,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOJTLIS,X,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X
ZOJTLSI,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
ZOJTSIL,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
ZOJTSLI,X,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X
ZOJITLS,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
ZOJITSL,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOJILTS,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZOJILST,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZOJISTL,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
ZOJISLT,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
ZOJLTIS,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X
ZOJLTSI,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZOJLITS,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X
ZOJLIST,X,X,X,X,O,O,X,X,O,O,X,X,X,X,X,O
ZOJLSTI,X,X,X,X,X,O,X,X,O,O,X,X,O,X,X,X
ZOJLSIT,X,X,X,X,O,O,X,X,O,O,X,X,O,X,X,X
ZOJSTIL,X,X,O,X,O,O,O,X,O,X,X,X,O,X,X,X
ZOJSTLI,X,X,O,X,O,O,O,X,O,O,X,X,X,X,X,X
ZOJSITL,X,X,X,X,O,O,O,X,O,X,X,X,O,X,X,X
ZOJSILT,X,X,X,X,O,O,O,X,O,X,X,X,O,X,X,X
ZOJSLTI,X,X,O,X,X,O,X,X,O,O,X,X,O,X,X,X
ZOJSLIT,X,X,X,X,O,O,O,X,O,O,X,X,O,X,X,O
ZOSTILJ,X,O,O,X,O,O,O,X,X,O,X,X,X,X,X,X
ZOSTIJL,X,O,O,X,O,X,O,X,X,X,X,X,O,X,X,O
ZOSTLIJ,X,O,O,X,O,O,O,X,X,O,X,O,O,X,X,O
ZOSTLJI,X,O,O,X,O,O,O,X,X,O,X,O,O,X,X,O
ZOSTJIL,X,O,O,X,O,O,O,X,X,X,X,X,O,X,X,O
ZOSTJLI,X,O,O,X,O,O,O,X,X,O,X,X,X,X,X,O
ZOSITLJ,X,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X
ZOSITJL,X,X,O,X,O,X,O,X,X,X,X,X,O,X,X,X
ZOSILTJ,X,X,O,X,O,X,X,X,X,O,X,X,O,X,X,X
ZOSILJT,X,X,X,X,O,X,O,X,X,O,X,X,O,X,X,X
ZOSIJTL,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X
ZOSIJLT,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X
ZOSLTIJ,X,O,O,X,O,X,X,X,X,O,X,O,O,X,X,O
ZOSLTJI,X,O,O,X,O,X,X,X,X,O,X,O,O,X,X,O
ZOSLITJ,X,O,O,X,O,X,X,X,X,O,X,O,O,X,X,O
ZOSLIJT,X,O,X,X,O,X,O,X,O,O,X,O,O,X,X,O
ZOSLJTI,X,O,O,X,X,O,X,X,O,O,X,O,O,X,X,X
ZOSLJIT,X,O,X,X,O,O,O,X,O,O,X,O,O,X,X,O
ZOSJTIL,X,O,O,X,O,O,O,X,O,X,X,X,O,X,X,X
ZOSJTLI,X,O,O,X,O,O,O,X,O,O,X,X,X,X,X,X
ZOSJITL,X,O,X,X,O,O,O,X,O,X,X,X,O,X,X,X
ZOSJILT,X,X,X,X,O,O,O,X,O,X,X,X,O,X,X,X
ZOSJLTI,X,O,O,X,X,O,X,X,O,O,X,X,O,X,X,X
ZOSJLIT,X,O,X,X,O,O,O,X,O,O,X,X,O,X,X,O
OTILJSZ,X,O,X,O,X,X,X,X,X,X,O,X,X,X,O,X
OTILJZS,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTILSJZ,O,O,X,O,X,X,X,X,X,X,O,X,X,X,O,X
OTILSZJ,O,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X
OTILZJS,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTILZSJ,O,O,X,O,O,X,X,X,X,X,O,X,X,X,O,X
OTIJLSZ,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X
OTIJLZS,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTIJSLZ,X,O,O,O,X,X,O,X,X,X,O,X,X,X,O,X
OTIJSZL,X,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X
OTIJZLS,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
OTIJZSL,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
OTISLJZ,O,X,X,O,X,X,O,X,X,X,O,X,X,O,O,X
OTISLZJ,O,X,X,O,X,X,O,X,X,X,O,X,X,X,O,X
OTISJLZ,X,X,X,O,X,X,O,X,X,X,O,X,X,O,O,X
OTISJZL,X,X,X,O,O,X,O,X,X,X,O,X,X,O,X,X
OTISZLJ,O,X,X,O,O,X,O,X,X,X,X,X,X,X,O,X
OTISZJL,O,X,X,O,O,X,O,X,X,X,O,X,X,O,X,X
OTIZLJS,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
OTIZLSJ,O,O,X,O,O,X,X,X,X,X,X,X,X,X,O,X
OTIZJLS,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
OTIZJSL,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
OTIZSLJ,O,O,X,O,O,X,X,X,X,X,X,X,X,X,O,X
OTIZSJL,O,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X
OTLIJSZ,X,O,X,O,X,X,X,X,O,X,O,X,X,X,O,O
OTLIJZS,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
OTLISJZ,O,O,X,O,X,X,X,X,O,X,O,X,X,X,O,O
OTLISZJ,O,X,X,O,X,X,X,X,X,O,O,X,X,X,O,O
OTLIZJS,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTLIZSJ,O,O,X,O,O,X,X,X,X,O,O,X,X,X,O,X
OTLJISZ,X,O,X,O,X,X,X,X,O,X,O,X,X,X,X,O
OTLJIZS,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
OTLJSIZ,X,O,X,O,X,X,X,X,O,X,O,X,O,X,X,X
OTLJSZI,X,O,X,O,X,X,X,X,O,X,O,X,O,X,X,X
OTLJZIS,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
OTLJZSI,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTLSIJZ,O,O,X,O,X,X,X,X,O,X,O,X,O,O,O,O
OTLSIZJ,O,X,X,O,X,X,X,X,X,O,O,X,X,X,O,O
OTLSJIZ,O,O,X,O,X,X,X,X,O,X,O,X,O,O,X,O
OTLSJZI,O,O,X,O,X,X,X,X,O,X,O,X,O,O,X,O
OTLSZIJ,O,O,X,O,X,X,X,X,X,O,O,X,O,X,X,O
OTLSZJI,O,O,X,O,X,X,X,X,X,O,O,X,O,X,X,O
OTLZIJS,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTLZISJ,O,O,X,O,O,X,X,X,X,O,O,X,X,X,X,X
OTLZJIS,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTLZJSI,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTLZSIJ,O,O,X,O,O,X,X,X,X,O,O,X,X,X,X,X
OTLZSJI,O,O,X,O,O,X,X,X,X,O,O,X,X,X,X,X
OTJILSZ,X,O,X,O,X,X,X,X,O,X,X,X,X,X,O,X
OTJILZS,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
OTJISLZ,X,O,O,O,X,X,O,O,O,X,O,X,X,X,O,X
OTJISZL,X,O,O,O,O,X,O,O,X,X,O,X,X,X,X,X
OTJIZLS,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
OTJIZSL,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
OTJLISZ,X,O,X,O,X,X,X,X,O,X,O,X,X,X,X,O
OTJLIZS,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
OTJLSIZ,X,O,X,O,X,X,X,O,O,X,O,X,O,X,X,X
OTJLSZI,X,O,X,O,X,X,X,O,O,X,O,X,O,X,X,X
OTJLZIS,X,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X
OTJLZSI,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
OTJSILZ,X,O,O,O,X,X,O,O,O,X,O,X,O,O,O,X
OTJSIZL,X,O,O,O,O,X,O,O,X,X,O,X,O,O,X,X
OTJSLIZ,X,O,O,O,X,X,O,O,O,X,O,X,O,O,X,O
OTJSLZI,X,O,O,O,X,X,O,O,O,X,O,X,O,O,X,X
OTJSZIL,X,O,O,O,O,X,O,O,O,X,O,X,O,O,X,X
OTJSZLI,X,O,O,O,O,X,O,O,O,X,O,X,X,O,X,X
OTJZILS,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
OTJZISL,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
OTJZLIS,X,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X
OTJZLSI,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
OTJZSIL,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
OTJZSLI,X,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X
OTSILJZ,O,X,X,O,X,X,O,X,X,X,O,X,O,O,O,O
OTSILZJ,O,X,X,O,X,X,O,X,X,X,O,X,X,X,O,O
OTSIJLZ,X,X,X,O,X,X,O,X,X,X,O,X,O,O,O,O
OTSIJZL,X,X,X,O,O,X,O,X,X,X,O,X,O,O,X,O
OTSIZLJ,O,X,X,O,O,X,O,X,X,X,X,X,X,X,O,X
OTSIZJL,O,X,X,O,O,X,O,O,X,X,O,X,O,O,X,O
OTSLIJZ,O,O,X,O,X,X,O,X,O,X,O,X,O,O,O,O
OTSLIZJ,O,X,X,O,X,X,O,O,X,O,O,X,X,X,O,O
OTSLJIZ,O,O,O,O,X,X,O,O,O,X,O,X,O,O,X,O
OTSLJZI,O,O,O,O,X,X,O,O,O,X,O,X,O,O,X,O
OTSLZIJ,O,O,O,O,X,X,O,O,X,O,O,X,O,X,X,O
OTSLZJI,O,O,O,O,X,X,O,O,X,O,O,X,O,X,X,O
OTSJILZ,X,O,O,O,X,X,O,O,O,X,O,X,O,O,O,O
OTSJIZL,X,O,O,O,O,X,O,O,X,X,O,X,O,O,X,O
OTSJLIZ,X,O,O,O,X,X,O,O,O,X,O,X,O,O,X,O
OTSJLZI,X,O,O,O,X,X,O,O,O,X,O,X,O,O,X,O
OTSJZIL,X,O,O,O,O,X,O,O,O,X,O,X,O,O,X,O
OTSJZLI,X,O,O,O,O,X,O,O,O,X,O,X,X,O,X,O
OTSZILJ,O,O,O,O,O,X,O,X,X,O,X,X,X,X,O,X
OTSZIJL,O,O,O,O,O,X,O,O,X,X,O,X,O,O,X,O
OTSZLIJ,O,O,O,O,O,X,O,O,X,O,O,X,O,X,X,O
OTSZLJI,O,O,O,O,O,X,O,O,X,O,O,X,O,X,X,O
OTSZJIL,O,O,O,O,O,X,O,O,X,X,O,X,O,O,X,O
OTSZJLI,O,O,O,O,O,X,O,O,X,O,O,X,X,O,X,O
OTZILJS,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
OTZILSJ,O,O,X,O,O,X,X,X,X,X,X,X,X,X,O,X
OTZIJLS,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
OTZIJSL,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
OTZISLJ,O,O,O,O,O,X,X,X,X,X,X,X,X,X,O,X
OTZISJL,O,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X
OTZLIJS,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
OTZLISJ,O,O,X,O,O,X,X,X,X,O,O,X,X,X,X,X
OTZLJIS,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
OTZLJSI,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
OTZLSIJ,O,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X
OTZLSJI,O,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X
OTZJILS,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
OTZJISL,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
OTZJLIS,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
OTZJLSI,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
OTZJSIL,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
OTZJSLI,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
OTZSILJ,O,O,O,O,O,X,X,X,X,O,X,X,X,X,O,X
OTZSIJL,O,O,O,O,O,X,X,O,X,X,O,X,X,O,X,X
OTZSLIJ,O,O,O,O,O,X,X,O,X,O,O,X,X,X,X,X
OTZSLJI,O,O,O,O,O,X,X,O,X,O,O,X,X,X,X,X
OTZSJIL,O,O,O,O,O,X,X,O,X,X,O,X,X,O,X,X
OTZSJLI,O,O,O,O,O,X,X,O,X,O,O,X,X,O,X,X
OITLJSZ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
OITLJZS,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OITLSJZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
OITLSZJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
OITLZJS,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OITLZSJ,O,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X
OITJLSZ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
OITJLZS,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OITJSLZ,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X
OITJSZL,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X
OITJZLS,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
OITJZSL,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
OITSLJZ,O,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X
OITSLZJ,O,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X
OITSJLZ,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X
OITSJZL,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X
OITSZLJ,O,X,X,O,O,X,O,X,X,X,X,X,X,X,O,X
OITSZJL,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X
OITZLJS,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
OITZLSJ,O,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X
OITZJLS,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
OITZJSL,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
