sequence,v115@6gC8HeB8HeE8CeH8BeD8JeK/IvhFzaBRcB3gBGiBlm?BUrB,v115@6gC8HeB8HeE8CeH8BeD8Jex6IvhFygBTfBGiB0lBlm?B3rB,v115@6gC8HeB8HeE8CeH8BeD8JeO/IvhFxbB/iBCgB0lBlm?BTrB,v115@6gC8HeB8HeE8CeH8BeD8JeO/IvhFxbB/iBzfBChBlm?BUrB,v115@6gC8HeB8HeE8CeH8BeD8JeK/IvhFzaBRcBGiBllB3m?BUrB,v115@6gC8HeB8HeE8CeH8BeD8JeO/IvhFxbB/iBCgB0hBll?BTrB,v115@6gC8HeB8HeE8CeH8BeD8Je06IvhFxbB/iB2kBqlBlm?BTrB,v115@6gC8HeB8HeE8CeH8BeD8JeK/IvhFWgBxbB/iB0lBlm?BTrB,v115@6gC8HeB8HeE8CeH8BeD8Jei6IvhF3bBUdB1kBWrBxr?BTrB,v115@6gC8HeB8HeE8CeH8BeD8JeT6IvhF2gBqhB/iBxkBVr?BUrB,v115@6gC8HeB8HeE8CeH8BeD8Jei6IvhFRcB3fBTiBllBcr?BGrB,v115@6gC8HeB8HeE8CeH8BeD8Jex6IvhFygB/iBTfB0lBlm?B+rB,v115@6gC8HeB8HeE8CeH8BeD8JeK/IvhFXcBViBUgBxmBGl?BTrB
JITLOSZ,O,X,X,X,O,X,X,X,O,O,X,X,X
JITLOZS,O,X,X,X,X,X,X,X,O,X,X,X,X
JITSLZO,O,X,X,X,O,O,X,X,O,O,X,X,O
JITSLOZ,O,X,X,X,O,O,X,X,O,O,X,X,X
JITSZLO,O,X,X,X,O,X,X,X,O,O,X,X,X
JITSZOL,X,X,X,X,X,X,X,X,O,O,X,X,X
JITSOLZ,O,X,X,X,O,X,X,X,O,O,X,X,X
JITSOZL,X,X,X,X,X,X,X,X,O,O,X,X,X
JITZLSO,O,X,X,X,X,X,X,X,O,X,X,X,X
JITZLOS,O,O,X,X,X,X,X,X,O,X,X,X,X
JITZSLO,O,X,X,X,X,X,X,X,O,O,X,X,X
JITZSOL,X,X,X,X,X,X,X,X,O,O,X,X,X
JITZOLS,X,O,X,X,X,X,X,X,O,X,X,X,X
JITZOSL,X,O,X,X,X,X,X,X,O,O,X,X,X
JITOLSZ,O,X,X,X,X,X,X,X,O,O,X,X,X
JITOLZS,O,X,X,X,X,X,X,X,O,X,X,X,X
JITOSLZ,O,X,X,X,X,X,X,X,O,O,X,X,X
JITOSZL,X,X,X,X,X,X,X,X,O,O,X,X,X
JITOZLS,X,O,X,X,X,X,X,X,O,X,X,X,X
JITOZSL,X,O,X,X,X,X,X,X,O,O,X,X,X
JILTSZO,O,X,X,X,O,O,X,X,O,O,X,X,O
JILTSOZ,O,X,X,X,O,O,X,X,O,O,X,X,X
JILTZSO,O,X,X,X,X,X,X,X,O,X,X,X,O
JILTZOS,O,X,X,X,X,X,X,X,O,X,X,X,X
JILTOSZ,O,X,X,X,O,X,X,X,O,O,X,X,X
JILTOZS,O,X,X,X,X,X,X,X,O,X,X,X,X
JILSTZO,O,X,O,X,O,O,O,X,O,X,X,X,X
JILSTOZ,O,X,X,X,O,O,O,X,O,X,X,X,X
JILSZTO,O,X,O,X,O,O,O,X,O,X,X,X,X
JILSZOT,O,X,O,X,O,O,O,X,X,X,X,X,X
JILSOTZ,O,X,X,X,O,O,X,X,X,X,X,X,X
JILSOZT,O,X,O,X,O,O,O,X,X,X,X,X,X
JILZTSO,O,X,X,X,X,X,X,X,O,X,X,X,O
JILZTOS,O,X,X,X,X,X,X,X,O,X,X,X,X
JILZSTO,O,X,O,X,O,X,O,X,O,X,X,X,X
JILZSOT,O,X,O,X,O,X,O,X,X,X,X,X,X
JILZOTS,O,X,X,X,X,X,X,X,X,X,X,X,O
JILZOST,O,X,X,X,O,X,X,X,X,X,X,X,X
JILOTSZ,O,X,X,X,O,X,X,X,X,O,X,X,X
JILOTZS,O,X,X,X,X,X,X,X,X,X,X,X,X
JILOSTZ,O,X,X,X,O,O,X,X,X,X,X,X,X
JILOSZT,O,X,X,X,O,O,X,X,X,X,X,X,X
JILOZTS,O,X,X,X,X,X,X,X,X,X,X,X,X
JILOZST,O,X,X,X,O,X,X,X,X,X,X,X,X
JISTLZO,O,X,X,O,O,O,O,X,O,O,X,X,X
JISTLOZ,O,X,X,O,O,O,O,X,O,O,X,X,X
JISTZLO,O,X,O,X,O,X,X,X,O,O,X,X,X
JISTZOL,X,X,X,X,X,X,X,X,O,O,X,X,X
JISTOLZ,O,X,X,O,O,X,X,X,O,O,X,X,X
JISTOZL,X,X,X,O,X,X,X,X,O,O,X,X,X
JISLTZO,O,X,O,X,O,O,O,X,O,X,X,X,X
JISLTOZ,O,X,X,X,O,O,O,X,O,X,X,X,X
JISLZTO,O,X,O,X,O,O,O,X,O,X,X,X,X
JISLZOT,O,X,O,X,O,O,O,X,X,X,X,X,X
JISLOTZ,O,X,X,X,O,O,X,X,X,X,X,X,X
JISLOZT,O,X,O,X,O,O,O,X,X,X,X,X,X
JISZTLO,O,X,O,O,O,O,O,X,O,X,X,X,X
JISZTOL,X,X,X,O,X,O,X,X,O,X,X,X,X
JISZLTO,O,X,O,O,O,O,O,X,O,X,X,X,X
JISZLOT,O,X,O,O,O,O,O,X,X,X,X,X,X
JISZOTL,X,X,X,O,X,O,X,X,O,X,X,X,X
JISZOLT,O,X,X,O,X,O,O,X,X,X,X,X,X
JISOTLZ,X,X,X,O,O,O,X,X,O,O,X,X,X
JISOTZL,X,X,X,O,X,X,X,X,O,O,X,X,X
JISOLTZ,O,X,X,O,O,O,X,X,X,X,X,X,X
JISOLZT,O,X,X,O,O,O,X,X,X,X,X,X,X
JISOZTL,X,X,X,O,X,O,X,X,O,X,X,X,X
JISOZLT,X,X,X,O,X,O,X,X,X,X,X,X,X
JIZTLSO,O,X,X,X,X,X,X,X,O,X,X,X,X
JIZTLOS,O,X,X,X,X,X,X,X,O,X,X,X,X
JIZTSLO,O,X,X,X,X,X,X,X,O,O,X,X,X
JIZTSOL,X,X,X,X,X,X,X,X,O,O,X,X,X
JIZTOLS,X,X,X,X,X,X,X,X,O,X,X,X,X
JIZTOSL,X,X,X,X,X,X,X,X,O,O,X,X,X
JIZLTSO,O,X,X,X,X,X,X,X,O,X,X,X,X
JIZLTOS,O,X,X,X,X,X,X,X,O,X,X,X,X
JIZLSTO,O,X,O,O,O,X,O,X,O,X,X,X,X
JIZLSOT,O,X,O,O,O,X,O,X,X,X,X,X,X
JIZLOTS,O,O,X,X,X,X,X,X,X,X,X,X,X
JIZLOST,O,O,X,X,O,X,X,X,X,X,X,X,X
JIZSTLO,O,X,O,O,O,X,O,X,O,X,X,X,X
JIZSTOL,X,X,X,O,X,X,X,X,O,X,X,X,X
JIZSLTO,O,X,O,O,O,X,O,X,O,X,X,X,X
JIZSLOT,O,X,O,O,O,X,O,X,X,X,X,X,X
JIZSOTL,X,X,X,O,X,X,X,X,O,X,X,X,X
JIZSOLT,O,X,X,O,X,X,O,X,X,X,X,X,X
JIZOTLS,X,O,X,X,X,X,X,X,O,X,X,X,X
JIZOTSL,X,X,X,X,X,X,X,X,O,O,X,X,X
JIZOLTS,O,O,X,X,X,X,X,X,X,X,X,X,X
JIZOLST,O,O,X,O,X,X,X,X,X,X,X,X,X
JIZOSTL,X,X,X,O,X,X,X,X,O,X,X,X,X
JIZOSLT,O,O,X,O,X,X,X,X,X,X,X,X,X
JIOTLSZ,O,X,X,X,X,O,X,X,O,O,X,X,X
JIOTLZS,O,X,X,X,X,X,X,X,O,X,X,X,X
JIOTSLZ,O,X,X,X,X,O,X,X,O,O,X,X,X
JIOTSZL,X,X,X,X,X,X,X,X,O,O,X,X,X
JIOTZLS,X,O,X,X,X,X,X,X,O,X,X,X,X
JIOTZSL,X,O,X,X,X,X,X,X,O,O,X,X,X
JIOLTSZ,O,X,X,X,O,X,X,X,X,O,X,X,X
JIOLTZS,O,X,X,X,X,X,X,X,X,X,X,X,X
JIOLSTZ,O,X,X,X,O,O,X,X,X,X,X,X,X
JIOLSZT,O,X,X,X,O,O,X,X,X,X,X,X,X
JIOLZTS,O,O,X,X,X,X,X,X,X,X,X,X,X
JIOLZST,O,O,X,X,O,X,X,X,X,X,X,X,X
JIOSTLZ,X,X,X,O,O,O,X,X,O,O,X,X,X
JIOSTZL,X,X,X,O,X,X,X,X,O,O,X,X,X
JIOSLTZ,O,X,X,O,O,O,X,X,X,X,X,X,X
JIOSLZT,O,X,X,O,O,O,X,X,X,X,X,X,X
JIOSZTL,X,X,X,O,X,O,X,X,O,X,X,X,X
JIOSZLT,X,O,X,O,X,O,X,X,X,X,X,X,X
JIOZTLS,X,O,X,X,X,X,X,X,O,X,X,X,X
JIOZTSL,X,X,X,X,X,X,X,X,O,O,X,X,X
JIOZLTS,O,O,X,X,X,X,X,X,X,X,X,X,X
JIOZLST,O,O,X,O,X,X,X,X,X,X,X,X,X
JIOZSTL,X,X,X,O,X,X,X,X,O,X,X,X,X
JIOZSLT,O,O,X,O,X,X,X,X,X,X,X,X,X
JLTISZO,O,X,X,X,O,O,X,X,O,X,X,X,X
JLTISOZ,O,X,X,X,O,O,X,X,O,X,X,X,X
JLTIZSO,O,X,X,X,X,X,X,X,O,X,X,X,X
JLTIZOS,O,X,X,X,X,X,X,X,O,X,X,X,X
JLTIOSZ,O,X,X,X,O,X,X,X,O,X,X,X,X
JLTIOZS,O,X,X,X,X,X,X,X,O,X,X,X,X
JLTSIZO,O,X,O,X,O,O,O,O,O,X,X,X,X
JLTSIOZ,O,X,X,X,O,O,O,X,O,X,X,X,X
JLTSZIO,O,X,O,X,O,O,O,O,O,X,X,X,X
JLTSZOI,O,X,O,X,O,O,O,O,X,X,X,X,X
JLTSOIZ,O,X,X,X,O,O,O,X,O,X,X,X,X
JLTSOZI,O,X,X,X,O,O,O,X,X,X,X,X,X
JLTZISO,O,X,X,X,X,X,X,X,O,X,X,X,X
JLTZIOS,O,O,X,X,X,X,X,X,O,X,X,X,X
JLTZSIO,O,X,O,X,X,O,O,O,O,X,X,X,X
JLTZSOI,O,O,O,X,X,O,O,O,X,X,X,X,X
JLTZOIS,O,O,X,X,X,X,X,X,X,X,X,X,X
JLTZOSI,O,O,X,X,X,X,X,X,X,X,X,X,X
JLTOISZ,O,X,X,X,O,X,X,X,O,X,X,X,X
JLTOIZS,O,X,X,X,X,X,X,X,O,X,X,X,X
JLTOSIZ,O,X,X,X,O,O,X,X,O,X,X,X,X
JLTOSZI,O,X,X,X,O,O,X,X,X,X,X,X,X
JLTOZIS,O,O,X,X,X,X,X,X,X,X,X,X,X
JLTOZSI,O,O,X,X,X,X,X,X,X,X,X,X,X
JLITSZO,O,X,X,X,O,O,X,X,O,X,X,X,O
JLITSOZ,O,X,X,X,O,O,X,X,O,X,X,X,X
JLITZSO,O,X,X,X,X,X,X,X,O,X,X,X,O
JLITZOS,O,X,X,X,X,X,X,X,O,X,X,X,X
JLITOSZ,O,X,X,X,O,X,X,X,O,X,X,X,X
JLITOZS,O,X,X,X,X,X,X,X,O,X,X,X,X
JLISTZO,O,X,O,X,O,O,O,O,O,X,X,X,X
JLISTOZ,O,X,X,X,O,O,O,X,O,X,X,X,X
JLISZTO,O,X,O,X,O,O,O,O,O,X,X,X,X
JLISZOT,O,X,O,X,O,O,O,O,X,X,X,X,X
JLISOTZ,O,X,X,X,O,O,X,X,X,X,X,X,X
JLISOZT,O,X,O,X,O,O,O,O,X,X,X,X,X
JLIZTSO,O,X,X,X,X,X,X,X,O,X,X,X,O
JLIZTOS,O,X,X,X,X,X,X,X,O,X,X,X,X
JLIZSTO,O,X,O,X,O,X,O,O,O,X,X,X,X
JLIZSOT,O,X,O,X,O,X,O,O,X,X,X,X,X
JLIZOTS,O,X,X,X,X,X,X,X,X,X,X,X,O
JLIZOST,O,X,X,X,O,X,X,X,X,X,X,X,X
JLIOTSZ,O,X,X,X,O,X,X,X,X,X,X,X,X
JLIOTZS,O,X,X,X,X,X,X,X,X,X,X,X,X
JLIOSTZ,O,X,X,X,O,O,X,X,X,X,X,X,X
JLIOSZT,O,X,X,X,O,O,X,X,X,X,X,X,X
JLIOZTS,O,X,X,X,X,X,X,X,X,X,X,X,X
JLIOZST,O,X,X,X,O,X,X,X,X,X,X,X,X
JLSTIZO,O,X,O,O,O,O,O,O,O,X,X,X,X
JLSTIOZ,O,X,X,O,O,O,O,X,O,X,X,X,X
JLSTZIO,O,X,O,O,O,O,O,O,O,X,X,X,X
JLSTZOI,O,X,O,X,O,O,O,O,X,X,X,X,X
JLSTOIZ,O,X,X,O,O,O,O,X,O,X,X,X,X
JLSTOZI,O,X,X,O,O,O,O,X,X,X,X,X,X
JLSITZO,O,X,O,X,O,O,O,O,O,X,X,X,X
JLSITOZ,O,X,X,X,O,O,O,X,O,X,X,X,X
JLSIZTO,O,X,O,X,O,O,O,O,O,X,X,X,X
JLSIZOT,O,X,O,X,O,O,O,O,X,X,X,X,X
JLSIOTZ,O,X,X,X,O,O,X,X,X,X,X,X,X
JLSIOZT,O,X,O,X,O,O,O,O,X,X,X,X,X
JLSZTIO,O,X,O,O,O,O,O,O,X,X,X,X,X
JLSZTOI,O,X,O,O,O,O,O,O,X,X,X,X,X
JLSZITO,O,X,O,O,O,O,O,O,X,X,X,X,X
JLSZIOT,O,X,O,O,O,O,O,O,X,X,X,X,X
JLSZOTI,O,X,O,O,O,O,O,O,X,X,X,X,X
JLSZOIT,O,X,O,O,O,O,O,O,X,X,X,X,X
JLSOTIZ,O,X,X,O,O,O,O,X,X,X,X,X,X
JLSOTZI,O,X,X,O,O,O,O,X,X,X,X,X,X
JLSOITZ,O,X,X,O,O,O,X,X,X,X,X,X,X
JLSOIZT,O,X,O,O,O,O,O,O,X,X,X,X,X
JLSOZTI,O,X,O,O,O,O,O,O,X,X,X,X,X
JLSOZIT,O,X,O,O,O,O,O,O,X,X,X,X,X
JLZTISO,O,X,X,X,X,X,X,X,X,X,X,X,X
JLZTIOS,O,X,X,X,X,X,X,X,X,X,X,X,X
JLZTSIO,O,X,O,O,X,O,O,O,X,X,X,X,X
JLZTSOI,O,X,O,X,X,O,O,O,X,X,X,X,X
JLZTOIS,O,O,X,X,X,X,X,X,X,X,X,X,X
JLZTOSI,O,O,X,X,X,X,X,X,X,X,X,X,X
JLZITSO,O,X,X,X,X,X,X,X,X,X,X,X,O
JLZITOS,O,X,X,X,X,X,X,X,X,X,X,X,X
JLZISTO,O,X,O,O,O,X,O,O,X,X,X,X,X
JLZISOT,O,X,O,O,O,X,O,O,X,X,X,X,X
JLZIOTS,O,O,X,X,X,X,X,X,X,X,X,X,O
JLZIOST,O,O,X,X,O,X,X,X,X,X,X,X,X
JLZSTIO,O,X,O,O,O,O,O,O,X,X,X,X,X
JLZSTOI,O,X,O,O,O,O,O,O,X,X,X,X,X
JLZSITO,O,X,O,O,O,O,O,O,X,X,X,X,X
JLZSIOT,O,X,O,O,O,O,O,O,X,X,X,X,X
JLZSOTI,O,O,O,O,O,O,O,O,X,X,X,X,X
JLZSOIT,O,O,O,O,O,O,O,O,X,X,X,X,X
JLZOTIS,O,O,X,X,X,X,X,X,X,X,X,X,X
JLZOTSI,O,O,X,O,X,X,X,X,X,X,X,X,X
JLZOITS,O,O,X,X,X,X,X,X,X,X,X,X,O
JLZOIST,O,O,X,O,O,X,X,X,X,X,X,X,X
JLZOSTI,O,O,O,O,O,O,O,O,X,X,X,X,X
JLZOSIT,O,O,O,O,O,O,O,O,X,X,X,X,X
JLOTISZ,O,X,X,X,O,O,X,X,X,X,X,X,X
JLOTIZS,O,X,X,X,X,X,X,X,X,X,X,X,X
JLOTSIZ,O,X,X,X,O,O,X,X,X,X,X,X,X
JLOTSZI,O,X,X,X,O,O,X,X,X,X,X,X,X
JLOTZIS,O,O,X,X,X,X,X,X,X,X,X,X,X
JLOTZSI,O,O,X,X,X,O,X,X,X,X,X,X,X
JLOITSZ,O,X,X,X,O,X,X,X,X,X,X,X,O
JLOITZS,O,X,X,X,X,X,X,X,X,X,X,X,O
JLOISTZ,O,X,X,X,O,O,X,X,X,X,X,X,X
JLOISZT,O,X,X,X,O,O,X,X,X,X,X,X,X
JLOIZTS,O,O,X,X,X,X,X,X,X,X,X,X,O
JLOIZST,O,O,X,X,O,X,X,X,X,X,X,X,X
JLOSTIZ,O,X,X,O,O,O,O,X,X,X,X,X,X
JLOSTZI,O,X,X,O,O,O,O,X,X,X,X,X,X
JLOSITZ,O,X,X,O,O,O,X,X,X,X,X,X,X
JLOSIZT,O,X,O,O,O,O,O,O,X,X,X,X,X
JLOSZTI,O,X,O,O,O,O,O,O,X,X,X,X,X
JLOSZIT,O,X,O,O,O,O,O,O,X,X,X,X,X
JLOZTIS,O,O,X,X,X,X,X,X,X,X,X,X,X
JLOZTSI,O,O,X,O,X,X,X,X,X,X,X,X,X
JLOZITS,O,O,X,X,X,X,X,X,X,X,X,X,O
JLOZIST,O,O,X,O,O,X,X,X,X,X,X,X,X
JLOZSTI,O,O,O,O,O,O,O,O,X,X,X,X,X
JLOZSIT,O,O,O,O,O,O,O,O,X,X,X,X,X
JSTILZO,O,X,X,O,O,O,O,X,O,O,X,X,X
JSTILOZ,O,X,X,O,O,O,O,X,O,O,X,X,X
JSTIZLO,O,X,O,X,O,X,X,X,O,O,X,X,X
JSTIZOL,X,X,X,X,X,X,X,X,O,O,X,X,X
JSTIOLZ,O,X,X,O,O,X,X,X,O,O,X,X,X
JSTIOZL,X,X,X,O,X,X,X,X,O,O,X,X,X
JSTLIZO,O,X,O,O,O,O,O,X,O,O,X,X,X
JSTLIOZ,O,X,X,O,O,O,O,X,O,O,X,X,X
JSTLZIO,O,X,O,O,O,O,O,O,O,O,X,X,X
JSTLZOI,O,X,O,X,O,O,O,O,X,X,X,X,X
JSTLOIZ,O,X,X,O,O,O,O,X,O,O,X,X,X
JSTLOZI,O,X,X,O,O,O,O,X,X,X,X,X,X
JSTZILO,O,X,O,O,O,O,O,X,O,O,X,X,X
JSTZIOL,X,X,X,O,X,O,X,X,O,O,X,X,X
JSTZLIO,O,X,O,O,O,O,O,O,O,O,X,X,X
JSTZLOI,O,O,O,O,O,O,O,O,X,X,X,X,X
JSTZOIL,X,O,X,O,X,O,X,X,X,X,X,O,X
JSTZOLI,X,O,O,O,X,X,X,X,X,X,X,O,X
JSTOILZ,O,X,X,O,O,O,X,X,O,O,X,X,X
JSTOIZL,X,X,X,O,X,X,X,X,O,O,X,X,X
JSTOLIZ,O,X,X,O,O,O,O,X,O,O,X,X,X
JSTOLZI,O,X,X,O,O,O,O,X,X,X,X,X,X
JSTOZIL,X,O,X,O,X,O,X,X,X,X,X,O,X
JSTOZLI,X,O,O,O,X,O,X,X,X,X,X,O,X
JSITLZO,O,X,X,O,O,O,O,X,O,O,X,X,X
JSITLOZ,O,X,X,O,O,O,O,X,O,O,X,X,X
JSITZLO,O,X,O,X,O,X,X,X,O,O,X,X,X
JSITZOL,X,X,X,X,X,X,X,X,O,O,X,X,X
JSITOLZ,O,X,X,O,O,X,X,X,O,O,X,X,X
JSITOZL,X,X,X,O,X,X,X,X,O,O,X,X,X
JSILTZO,O,X,O,X,O,O,O,X,O,X,X,X,X
JSILTOZ,O,X,X,X,O,O,O,X,O,X,X,X,X
JSILZTO,O,X,O,X,O,O,O,X,O,X,X,X,X
JSILZOT,O,X,O,X,O,O,O,X,X,X,X,X,X
JSILOTZ,O,X,X,X,O,O,X,X,X,X,X,X,X
JSILOZT,O,X,O,X,O,O,O,X,X,X,X,X,X
JSIZTLO,O,X,O,O,O,O,O,X,O,X,X,X,X
JSIZTOL,X,X,X,O,X,O,X,X,O,X,X,X,X
JSIZLTO,O,X,O,O,O,O,O,X,O,X,X,X,X
JSIZLOT,O,X,O,O,O,O,O,X,X,X,X,X,X
JSIZOTL,X,X,X,O,X,O,X,X,O,X,X,X,X
JSIZOLT,O,X,X,O,X,O,O,X,X,X,X,X,X
JSIOTLZ,X,X,X,O,O,O,X,X,O,O,X,X,X
JSIOTZL,X,X,X,O,X,X,X,X,O,O,X,X,X
JSIOLTZ,O,X,X,O,O,O,X,X,X,X,X,X,X
JSIOLZT,O,X,X,O,O,O,X,X,X,X,X,X,X
JSIOZTL,X,X,X,O,X,O,X,X,O,X,X,X,X
JSIOZLT,X,X,X,O,X,O,X,X,X,X,X,X,X
JSLTIZO,O,X,O,O,O,O,O,O,O,O,X,X,X
JSLTIOZ,O,X,X,O,O,O,O,X,O,O,X,X,X
JSLTZIO,O,X,O,O,O,O,O,O,O,O,X,X,X
JSLTZOI,O,X,O,X,O,O,O,O,X,X,X,X,X
JSLTOIZ,O,X,X,O,O,O,O,X,O,O,X,X,X
JSLTOZI,O,X,X,O,O,O,O,X,X,X,X,X,X
JSLITZO,O,X,O,X,O,O,O,O,O,X,X,X,X
JSLITOZ,O,X,X,X,O,O,O,X,O,X,X,X,X
JSLIZTO,O,X,O,X,O,O,O,O,O,X,X,X,X
JSLIZOT,O,X,O,X,O,O,O,O,X,X,X,X,X
JSLIOTZ,O,X,X,X,O,O,X,X,X,X,X,X,X
JSLIOZT,O,X,O,X,O,O,O,O,X,X,X,X,X
JSLZTIO,O,X,O,O,O,O,O,O,X,X,X,X,X
JSLZTOI,O,X,O,O,O,O,O,O,X,X,X,X,X
JSLZITO,O,X,O,O,O,O,O,O,X,X,X,X,X
JSLZIOT,O,X,O,O,O,O,O,O,X,X,X,X,X
JSLZOTI,O,X,O,O,O,O,O,O,X,X,X,X,X
JSLZOIT,O,X,O,O,O,O,O,O,X,X,X,X,X
JSLOTIZ,O,X,X,O,O,O,O,X,X,X,X,X,X
JSLOTZI,O,X,X,O,O,O,O,X,X,X,X,X,X
JSLOITZ,O,X,X,O,O,O,X,X,X,X,X,X,X
JSLOIZT,O,X,O,O,O,O,O,O,X,X,O,X,X
JSLOZTI,O,X,O,O,O,O,O,O,X,X,O,X,X
JSLOZIT,O,X,O,O,O,O,O,O,X,X,O,X,X
JSZTILO,O,X,O,O,O,O,O,X,O,X,X,X,X
JSZTIOL,X,X,X,O,X,O,X,X,O,X,X,X,X
JSZTLIO,O,X,O,O,O,O,O,O,O,X,X,X,X
JSZTLOI,O,X,O,O,O,O,O,O,X,X,X,X,X
JSZTOIL,X,X,X,O,X,O,X,X,X,X,X,O,X
JSZTOLI,X,X,O,O,X,X,X,X,X,X,X,O,X
JSZITLO,O,X,O,O,O,O,O,X,O,X,X,X,X
JSZITOL,X,X,X,O,X,O,X,X,O,X,X,X,X
JSZILTO,O,X,O,O,O,O,O,X,O,X,X,X,X
JSZILOT,O,X,O,O,O,O,O,X,X,X,X,X,X
JSZIOTL,X,X,X,O,X,O,X,X,O,X,X,X,X
JSZIOLT,O,X,X,O,X,O,O,X,X,X,X,X,X
JSZLTIO,O,X,O,O,O,O,O,O,X,X,X,X,X
JSZLTOI,O,X,O,O,O,O,O,O,X,X,X,X,X
JSZLITO,O,X,O,O,O,O,O,O,X,X,X,X,X
JSZLIOT,O,X,O,O,O,O,O,O,X,X,X,X,X
JSZLOTI,O,O,O,O,O,O,O,O,X,X,X,X,X
JSZLOIT,O,O,O,O,O,O,O,O,X,X,X,X,X
JSZOTIL,X,X,X,O,X,O,X,X,X,X,X,O,X
JSZOTLI,X,X,O,O,X,O,X,X,X,X,X,O,X
JSZOITL,X,X,X,O,X,O,X,X,X,X,X,O,X
JSZOILT,O,O,X,O,X,O,O,X,X,X,X,X,X
JSZOLTI,O,O,O,O,X,O,O,X,X,X,X,X,X
JSZOLIT,O,O,O,O,X,O,O,X,X,X,X,X,X
JSOTILZ,X,X,X,O,O,O,X,X,O,X,X,X,X
JSOTIZL,X,X,X,O,X,X,X,X,O,X,X,X,X
JSOTLIZ,X,X,X,O,O,O,O,X,O,X,X,X,X
JSOTLZI,X,X,X,O,O,O,O,X,X,X,X,X,X
JSOTZIL,X,O,X,O,X,O,X,X,X,X,X,O,X
JSOTZLI,X,O,O,O,X,O,X,X,X,X,X,O,X
JSOITLZ,X,X,X,O,O,O,X,X,O,X,X,X,X
JSOITZL,X,X,X,O,X,X,X,X,O,X,X,X,X
JSOILTZ,O,X,X,O,O,O,X,X,X,X,X,X,X
JSOILZT,O,X,X,O,O,O,X,X,X,X,O,X,X
JSOIZTL,X,X,X,O,X,O,X,X,O,X,X,O,X
JSOIZLT,X,O,X,O,X,O,X,X,X,X,X,X,X
JSOLTIZ,O,X,X,O,O,O,O,X,X,X,X,X,X
JSOLTZI,O,X,X,O,O,O,O,X,X,X,X,X,X
JSOLITZ,O,X,X,O,O,O,X,X,X,X,X,X,X
JSOLIZT,O,X,O,O,O,O,O,X,X,X,O,X,X
JSOLZTI,O,X,O,O,O,O,O,X,X,X,O,X,X
JSOLZIT,O,X,O,O,O,O,O,X,X,X,O,X,X
JSOZTIL,X,X,X,O,X,O,X,X,X,X,O,O,X
JSOZTLI,X,X,O,O,X,O,X,X,X,X,O,O,X
JSOZITL,X,X,X,O,X,O,X,X,X,X,X,O,X
JSOZILT,X,O,X,O,X,O,O,X,X,X,O,X,X
JSOZLTI,X,O,O,O,X,O,O,X,X,X,O,X,X
JSOZLIT,X,O,O,O,X,O,O,X,X,X,O,X,X
JZTILSO,O,X,X,X,X,X,X,X,O,X,X,X,X
JZTILOS,O,O,X,X,X,X,X,X,O,X,X,X,X
JZTISLO,O,X,X,X,X,X,X,X,O,X,X,X,X
JZTISOL,O,X,X,X,X,X,X,X,O,X,X,X,X
JZTIOLS,O,O,X,X,X,X,X,X,O,X,X,X,X
JZTIOSL,O,O,X,X,X,X,X,X,O,X,X,X,X
JZTLISO,O,X,X,X,X,X,X,X,O,X,X,X,X
JZTLIOS,O,O,X,X,X,X,X,X,O,X,X,X,X
JZTLSIO,O,X,O,O,X,O,O,X,O,X,X,X,X
JZTLSOI,O,O,O,X,X,O,O,X,X,X,X,X,X
JZTLOIS,O,O,X,X,X,X,X,X,X,X,X,X,X
JZTLOSI,O,O,X,X,X,X,X,X,X,X,X,X,X
JZTSILO,O,X,O,O,X,X,O,X,O,X,X,X,X
JZTSIOL,O,X,X,O,X,X,X,X,O,X,X,X,X
JZTSLIO,O,X,O,O,X,O,O,X,O,X,X,X,X
JZTSLOI,O,O,O,O,X,O,O,X,X,X,X,X,X
JZTSOIL,O,O,X,O,X,X,X,X,X,X,X,X,X
JZTSOLI,O,O,O,O,X,X,X,X,X,X,X,X,X
JZTOILS,O,O,X,X,X,X,X,X,X,X,X,X,X
JZTOISL,O,O,X,X,X,X,X,X,X,X,X,X,X
JZTOLIS,O,O,X,X,X,X,X,X,X,X,X,X,X
JZTOLSI,O,O,X,O,X,X,X,X,X,X,X,X,X
JZTOSIL,O,O,X,O,X,X,X,X,X,X,X,X,X
JZTOSLI,O,O,X,O,X,X,X,X,X,X,X,X,X
JZITLSO,O,X,X,X,X,X,X,X,O,X,X,X,X
JZITLOS,O,X,X,X,X,X,X,X,O,X,X,X,X
JZITSLO,O,X,X,X,X,X,X,X,O,X,X,X,X
JZITSOL,X,X,X,X,X,X,X,X,O,X,X,X,X
JZITOLS,X,X,X,X,X,X,X,X,O,X,X,X,X
JZITOSL,X,X,X,X,X,X,X,X,O,X,X,X,X
JZILTSO,O,X,X,X,X,X,X,X,O,X,X,X,X
JZILTOS,O,X,X,X,X,X,X,X,O,X,X,X,X
JZILSTO,O,X,O,O,O,X,O,X,O,X,X,X,X
JZILSOT,O,X,O,O,O,X,O,X,X,X,X,X,X
JZILOTS,O,O,X,X,X,X,X,X,X,X,X,X,X
JZILOST,O,O,X,X,O,X,X,X,X,X,X,X,X
JZISTLO,O,X,O,O,O,X,O,X,O,X,X,X,X
JZISTOL,X,X,X,O,X,X,X,X,O,X,X,X,X
JZISLTO,O,X,O,O,O,X,O,X,O,X,X,X,X
