sequence,v115@zgC8GeB8HeB8GeE8EeH8AeB8Je37IvhFRdBcjBylB+?mBTiBlsB,v115@zgC8GeB8HeB8GeE8EeH8AeB8Je37IvhFRdBcjB6mBT?iBmlBlsB,v115@zgC8GeB8HeB8GeE8EeH8AeB8JeaBJvhFRdBcjBTgBG?iB3mBlsB,v115@zgC8GeB8HeB8GeE8EeH8AeB8JeR8IvhFuiBcjBTgBi?hB3mBlsB,v115@zgC8GeB8HeB8GeE8EeH8AeB8JeR8IvhF3dBcjBTgBO?mBCnBlsB,v115@zgC8GeB8HeB8GeE8EeH8AeB8JeR8IvhF3dBcjBTgBK?mBWnBlsB,v115@zgC8GeB8HeB8GeE8EeH8AeB8JeC8IvhFTeB2lBxhB0?iB3mBlsB,v115@zgC8GeB8HeB8GeE8EeH8AeB8JeR8IvhFCeBTgBOmB8?mBXjBlsB,v115@zgC8GeB8HeB8GeE8EeH8AeB8JeR9IvhFcjBigBGiBz?gB3mBlsB,v115@zgC8GeB8HeB8GeE8EeH8AeB8JeR8IvhFGeBTgBKmBf?nBliB8sB,v115@zgC8GeB8HeB8GeE8EeH8AeB8JeaCJvhFuiBcjBxgB3?gBTmBlsB,v115@zgC8GeB8HeB8GeE8EeH8AeB8Jez8IvhFWjBigBXjBR?mBUmBlsB,v115@zgC8GeB8HeB8GeE8EeH8AeB8JeR8IvhFWjBigBzhBX?jBUmBlsB,v115@zgC8GeB8HeB8GeE8EeH8AeB8Jez7IvhFRdBcjB2lBS?nB3mBlsB,v115@zgC8GeB8HeB8GeE8EeH8AeB8JeR8IvhFGeBigBfnBU?mBznBlsB,v115@zgC8GeB8HeB8GeE8EeH8AeB8Je37IvhFaiBuiBcjBx?lBTmBlsB,v115@zgC8GeB8HeB8GeE8EeH8AeB8JecAJvhFTcBGeBynBF?mBRsB/sB,v115@zgC8GeB8HeB8GeE8EeH8AeB8JecAJvhFTcBxdBOoBF?mBXnB6sB,v115@zgC8GeB8HeB8GeE8EeH8AeB8Je37IvhFTeBxlBmnBc?mBVsB6sB,v115@zgC8GeB8HeB8GeE8EeH8AeB8JeC+IvhF2lBRhBXjBz?hBUmBlsB,v115@zgC8GeB8HeB8GeE8EeH8AeB8JecAJvhFmcBCeBXjBR?mBTmBlsB,v115@zgC8GeB8HeB8GeE8EeH8AeB8Je1AJvhFzcBSjB3iBx?lB8sB2wB
OTJILZS,O,O,O,X,O,O,O,X,X,O,O,O,O,O,X,X,X,X,O,X,X,X
OTJISLZ,X,X,X,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X
OTJISZL,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OTJIZLS,O,O,O,O,O,O,O,O,X,O,O,O,X,O,X,X,X,X,O,X,X,X
OTJIZSL,O,O,O,O,O,O,X,O,X,X,O,X,X,O,X,X,X,X,O,X,X,X
OTJLISZ,O,O,X,X,O,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
OTJLIZS,O,O,O,X,O,O,O,X,X,O,O,O,O,O,O,X,X,X,X,X,X,X
OTJLSIZ,O,O,X,X,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
OTJLSZI,O,O,O,X,O,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
OTJLZIS,O,O,O,X,O,O,O,X,O,O,O,X,O,O,O,X,X,X,X,X,X,X
OTJLZSI,O,O,O,X,O,O,X,X,O,O,O,X,O,O,O,X,X,X,X,X,X,X
OTJSILZ,X,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
OTJSIZL,X,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJSLIZ,O,O,O,O,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X
OTJSLZI,O,O,O,O,O,X,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X
OTJSZIL,O,O,O,O,O,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
OTJSZLI,O,O,O,O,O,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
OTJZILS,O,O,O,O,O,O,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X
OTJZISL,O,O,O,O,O,O,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
OTJZLIS,O,O,O,O,O,O,O,O,O,O,O,X,O,O,O,X,X,X,X,X,X,X
OTJZLSI,O,O,O,O,O,O,X,O,O,O,O,X,O,O,O,X,X,X,X,X,X,X
OTJZSIL,O,O,O,O,O,O,O,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X
OTJZSLI,O,O,O,O,O,O,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X
OTSILJZ,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSILZJ,X,X,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTSIJLZ,X,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSIJZL,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSIZLJ,X,X,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTSIZJL,X,X,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTSLIJZ,X,X,O,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OTSLIZJ,X,O,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTSLJIZ,X,X,O,O,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X
OTSLJZI,X,O,O,O,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
OTSLZIJ,X,O,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X
OTSLZJI,X,O,O,O,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
OTSJILZ,X,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
OTSJIZL,X,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSJLIZ,O,O,O,O,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X
OTSJLZI,O,O,O,O,O,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
OTSJZIL,O,O,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSJZLI,O,O,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSZILJ,X,O,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X
OTSZIJL,O,O,O,O,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X
OTSZLIJ,X,O,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X
OTSZLJI,X,O,O,O,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
OTSZJIL,O,O,O,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
OTSZJLI,O,O,O,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
OTZILJS,O,O,O,O,O,O,X,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X
OTZILSJ,O,O,O,X,O,O,X,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X
OTZIJLS,O,O,O,O,O,O,X,O,O,O,O,X,X,O,X,O,X,X,X,X,X,X
OTZIJSL,O,O,O,O,O,O,X,O,O,X,O,X,X,O,X,O,X,X,X,X,O,X
OTZISLJ,X,O,O,O,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X,O,X
OTZISJL,O,O,O,O,O,O,X,O,O,X,O,X,X,X,X,O,X,X,X,X,O,X
OTZLIJS,O,O,O,O,O,O,X,X,X,O,O,X,O,O,O,O,X,X,X,X,X,X
OTZLISJ,O,O,O,X,O,O,X,O,X,O,O,X,O,X,X,O,X,X,X,X,X,X
OTZLJIS,O,O,O,O,O,O,X,O,O,O,O,X,O,O,O,O,X,X,X,X,X,X
OTZLJSI,O,O,O,O,O,O,X,O,O,O,O,X,O,O,O,X,X,X,X,X,X,X
OTZLSIJ,O,O,O,O,O,O,X,O,X,O,O,X,O,X,O,X,X,X,X,X,X,X
OTZLSJI,O,O,O,O,O,O,X,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X
OTZJILS,O,O,O,O,O,O,O,O,O,O,O,X,X,O,X,O,X,X,X,X,X,X
OTZJISL,O,O,O,O,O,O,X,O,O,X,O,X,X,O,X,O,X,X,X,X,X,X
OTZJLIS,O,O,O,O,O,O,O,O,O,O,O,X,O,O,O,O,X,X,X,X,X,X
OTZJLSI,O,O,O,O,O,O,X,O,O,O,O,X,O,O,O,X,X,X,X,X,X,X
OTZJSIL,O,O,O,O,O,O,O,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X
OTZJSLI,O,O,O,O,O,O,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X
OTZSILJ,X,O,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X
OTZSIJL,O,O,O,O,O,O,X,O,O,X,O,X,X,X,O,X,X,X,X,X,O,X
OTZSLIJ,X,O,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X
OTZSLJI,X,O,O,O,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
OTZSJIL,O,O,O,O,O,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X
OTZSJLI,O,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
OITLJSZ,X,X,X,X,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OITLJZS,X,X,O,X,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,O
OITLSJZ,X,X,X,O,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OITLSZJ,X,X,X,O,O,O,X,O,X,O,O,X,X,X,X,O,X,X,X,X,X,O
OITLZJS,X,X,O,O,O,O,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X,O
OITLZSJ,X,X,O,X,O,O,X,O,X,O,O,X,X,X,X,O,X,X,X,X,X,O
OITJLSZ,X,X,X,X,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OITJLZS,X,X,O,X,O,O,O,X,X,O,O,O,X,X,X,X,X,X,O,X,X,O
OITJSLZ,X,X,X,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OITJSZL,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OITJZLS,X,X,O,O,O,O,O,O,X,O,O,O,X,X,X,X,X,X,O,X,X,O
OITJZSL,X,X,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
OITSLJZ,X,X,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OITSLZJ,X,X,O,O,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,O
OITSJLZ,X,X,O,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OITSJZL,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OITSZLJ,X,X,O,O,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,O
OITSZJL,X,X,O,O,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X
OITZLJS,X,X,O,O,O,O,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X,O
OITZLSJ,X,X,O,X,O,O,X,O,X,O,O,X,X,X,X,O,X,X,X,X,X,O
OITZJLS,X,X,O,O,O,O,X,O,X,O,O,O,X,X,X,O,X,X,X,X,X,O
OITZJSL,X,X,O,O,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X
OITZSLJ,X,X,O,O,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,O
OITZSJL,X,X,O,O,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X
OILTJSZ,X,X,X,X,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OILTJZS,X,X,O,X,O,O,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X,O
OILTSJZ,X,X,X,O,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OILTSZJ,X,X,X,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O
OILTZJS,X,X,O,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,O
OILTZSJ,X,X,O,X,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O
OILJTSZ,X,X,X,X,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OILJTZS,X,X,X,X,O,O,X,X,X,O,O,O,X,X,O,X,X,X,O,X,X,O
OILJSTZ,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OILJSZT,X,X,X,X,O,O,X,X,X,O,X,O,X,X,O,X,X,X,O,X,X,X
OILJZTS,X,X,X,X,O,O,X,O,X,O,O,X,X,X,O,X,X,X,O,X,X,X
OILJZST,X,X,X,X,O,O,X,O,X,O,O,O,X,X,O,X,X,X,O,X,X,X
OILSTJZ,X,X,O,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OILSTZJ,X,X,O,O,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O
OILSJTZ,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OILSJZT,X,X,O,O,X,O,X,O,X,O,X,O,X,X,O,X,X,X,O,X,X,X
OILSZTJ,X,X,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OILSZJT,X,X,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OILZTJS,X,X,O,X,X,O,X,X,X,O,O,O,X,X,O,X,O,X,X,X,X,O
OILZTSJ,X,X,O,X,O,O,X,O,X,O,O,X,X,X,X,X,O,X,X,X,X,O
OILZJTS,X,X,O,X,O,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,O
OILZJST,X,X,O,O,O,O,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X
OILZSTJ,X,X,O,O,O,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,O
OILZSJT,X,X,O,O,O,O,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X
OIJTLSZ,X,X,X,X,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OIJTLZS,X,X,X,X,O,O,O,X,X,O,O,O,X,X,X,X,X,X,O,X,X,O
OIJTSLZ,X,X,X,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OIJTSZL,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OIJTZLS,X,X,X,O,O,O,O,O,X,O,O,O,X,X,X,X,X,X,O,X,X,O
OIJTZSL,X,X,X,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
OIJLTSZ,X,X,X,X,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OIJLTZS,X,X,X,X,O,O,O,X,X,O,O,O,X,X,O,X,X,X,O,X,X,O
OIJLSTZ,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OIJLSZT,X,X,X,X,O,O,O,X,X,O,X,O,X,X,O,X,X,X,O,X,X,X
OIJLZTS,X,X,X,X,O,O,O,O,X,O,O,X,X,X,O,X,X,X,O,X,X,X
OIJLZST,X,X,X,X,O,O,O,O,X,O,O,O,X,X,O,X,X,X,O,X,X,X
OIJSTLZ,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIJSTZL,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OIJSLTZ,X,X,X,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OIJSLZT,X,X,X,O,O,X,O,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X
OIJSZTL,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OIJSZLT,X,X,X,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X
OIJZTLS,X,X,X,X,O,X,X,O,X,O,O,X,X,X,X,X,X,X,O,X,X,O
OIJZTSL,X,X,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
OIJZLTS,X,X,X,X,O,O,O,O,X,O,O,X,X,X,O,X,X,X,O,X,X,O
OIJZLST,X,X,X,O,O,O,O,O,X,O,O,O,X,X,O,X,X,X,O,X,X,X
OIJZSTL,X,X,X,O,O,O,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X
OIJZSLT,X,X,X,O,O,O,X,O,X,O,O,X,X,X,O,X,X,X,O,X,X,X
OISTLJZ,X,X,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OISTLZJ,X,X,O,O,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,O
OISTJLZ,X,X,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OISTJZL,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OISTZLJ,X,X,O,O,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,O
OISTZJL,X,X,O,O,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X
OISLTJZ,X,X,O,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OISLTZJ,X,X,O,O,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O
OISLJTZ,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OISLJZT,X,X,O,O,X,O,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X
OISLZTJ,X,X,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OISLZJT,X,X,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OISJTLZ,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OISJTZL,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OISJLTZ,X,X,X,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OISJLZT,X,X,O,O,O,X,O,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X
OISJZTL,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OISJZLT,X,X,O,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X
OISZTLJ,X,X,O,O,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,O
OISZTJL,X,X,O,O,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X
OISZLTJ,X,X,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O
OISZLJT,X,X,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OISZJTL,X,X,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OISZJLT,X,X,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X
OIZTLJS,X,X,O,O,O,O,X,X,X,O,O,O,X,X,X,O,O,X,X,X,X,O
OIZTLSJ,X,X,O,X,O,O,X,O,X,O,O,X,X,X,X,O,O,X,X,X,X,O
OIZTJLS,X,X,O,O,O,O,X,O,X,O,O,O,X,X,X,O,O,X,X,X,X,O
OIZTJSL,X,X,O,O,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X
OIZTSLJ,X,X,O,O,O,O,X,O,X,X,O,X,X,X,X,O,O,X,X,X,X,O
OIZTSJL,X,X,O,O,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X
OIZLTJS,X,X,O,X,X,O,X,X,X,O,O,O,X,X,O,X,O,X,X,X,X,O
OIZLTSJ,X,X,O,X,O,O,X,O,X,O,O,X,X,X,X,X,O,X,X,X,X,O
OIZLJTS,X,X,O,X,O,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,O
OIZLJST,X,X,O,O,O,O,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X
OIZLSTJ,X,X,O,O,O,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,O
OIZLSJT,X,X,O,O,O,O,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X
OIZJTLS,X,X,X,X,O,X,X,O,X,O,O,X,X,X,X,X,X,X,O,X,X,O
OIZJTSL,X,X,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
OIZJLTS,X,X,O,X,O,O,X,O,X,O,O,X,X,X,O,X,X,X,O,X,X,O
OIZJLST,X,X,O,O,O,O,X,O,X,O,O,O,X,X,O,X,X,X,O,X,X,X
OIZJSTL,X,X,X,O,O,O,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X
OIZJSLT,X,X,X,O,O,O,X,O,X,O,O,X,X,X,O,X,X,X,O,X,X,X
OIZSTLJ,X,X,O,O,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,O
OIZSTJL,X,X,O,O,O,O,X,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X
OIZSLTJ,X,X,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O
OIZSLJT,X,X,O,O,O,O,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X
OIZSJTL,X,X,O,O,O,O,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X
OIZSJLT,X,X,O,O,O,O,X,O,X,O,O,X,X,X,O,X,X,X,O,X,X,X
OLTIJSZ,X,X,X,X,O,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
OLTIJZS,X,X,O,X,O,O,X,X,X,O,O,O,O,X,O,X,X,X,X,X,X,X
OLTISJZ,X,X,X,O,X,O,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X
OLTISZJ,X,O,X,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OLTIZJS,X,O,O,O,O,O,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X
OLTIZSJ,X,O,O,X,O,O,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X
OLTJISZ,O,X,X,X,O,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
OLTJIZS,O,X,O,X,O,O,O,X,X,O,O,O,O,X,O,X,X,X,X,X,X,X
OLTJSIZ,O,X,X,X,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
OLTJSZI,O,O,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OLTJZIS,O,O,O,X,O,O,O,X,O,O,O,X,O,X,O,X,X,X,X,X,X,X
OLTJZSI,O,O,O,X,O,O,X,X,O,O,O,X,O,X,O,X,X,X,X,X,X,X
OLTSIJZ,X,X,O,O,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
OLTSIZJ,X,O,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OLTSJIZ,O,X,O,O,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
OLTSJZI,O,O,O,O,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
OLTSZIJ,O,O,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OLTSZJI,O,O,O,O,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
OLTZIJS,X,O,O,O,O,O,X,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X
OLTZISJ,O,O,O,X,O,O,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X
OLTZJIS,O,O,O,O,O,O,X,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X
OLTZJSI,O,O,O,O,O,O,X,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X
OLTZSIJ,O,O,O,O,O,O,X,O,X,O,O,X,O,X,O,X,X,X,X,X,X,X
OLTZSJI,O,O,O,O,O,O,X,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X
OLITJSZ,X,X,X,X,O,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
OLITJZS,X,X,O,X,O,O,X,X,X,O,O,O,O,X,O,X,X,X,X,X,X,O
OLITSJZ,X,X,X,O,X,O,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X
OLITSZJ,X,X,X,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O
OLITZJS,X,X,O,O,O,O,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,O
OLITZSJ,X,X,O,X,O,O,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X,O
OLIJTSZ,X,X,X,X,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OLIJTZS,X,X,X,X,O,O,X,X,X,O,O,O,X,X,O,X,X,X,O,X,X,O
OLIJSTZ,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OLIJSZT,X,X,X,X,O,O,X,X,X,O,X,O,X,X,O,X,X,X,O,X,X,X
OLIJZTS,X,X,X,X,O,O,X,O,X,O,O,X,X,X,O,X,X,X,O,X,X,X
OLIJZST,X,X,X,X,O,O,X,O,X,O,O,O,X,X,O,X,X,X,O,X,X,X
OLISTJZ,X,X,O,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OLISTZJ,X,X,O,O,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O
OLISJTZ,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OLISJZT,X,X,O,O,X,O,X,O,X,O,X,O,X,X,O,X,X,X,O,X,X,X
OLISZTJ,X,X,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OLISZJT,X,X,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OLIZTJS,X,X,O,X,X,O,X,X,X,O,O,O,O,X,O,X,X,X,X,X,X,O
OLIZTSJ,X,X,O,X,O,O,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X,O
OLIZJTS,X,X,O,X,O,O,X,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X
OLIZJST,X,X,O,O,O,O,X,X,X,O,O,O,O,X,O,X,X,X,X,X,X,X
OLIZSTJ,X,X,O,O,O,O,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X
OLIZSJT,X,X,O,O,O,O,X,O,X,O,O,X,O,X,O,X,X,X,X,X,X,X
OLJTISZ,O,X,X,X,O,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
OLJTIZS,O,X,O,X,O,O,O,X,X,O,X,O,O,X,O,X,X,X,X,X,X,X
OLJTSIZ,O,X,X,X,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
OLJTSZI,O,X,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OLJTZIS,O,X,O,X,O,O,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
OLJTZSI,O,X,O,X,O,O,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
OLJITSZ,X,X,X,X,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
