sequence,v115@zgB8FeE8EeD8GeD8FeD8DeC8Je07IvhFxcBCiBllBe?sBznBXrB,v115@zgB8FeE8EeD8GeD8FeD8DeC8Jex7IvhFUhBFiB6qBz?nBXnB2wB,v115@zgB8FeE8EeD8GeD8FeD8DeC8Jex7IvhFTdBllBcrBm?nBXsBCrB,v115@zgB8FeE8EeD8GeD8FeD8DeC8Je07IvhFxcBGiBllBy?sBXrBzrB,v115@zgB8FeE8EeD8GeD8FeD8DeC8Jel7IvhFGdB/mBanB0?lBznBRwB,v115@zgB8FeE8EeD8GeD8FeD8DeC8Jex7IvhFTdBFhB6qBc?rBmnBXsB,v115@zgB8FeE8EeD8GeD8FeD8DeC8Jel7IvhFzcBqiB/mB0?lB2sBRwB,v115@zgB8FeE8EeD8GeD8FeD8DeC8Je07IvhFxcBXiBllBz?nBmrBSwB,v115@zgB8FeE8EeD8GeD8FeD8DeC8JeX8IvhFFiBxlBznB0?lBOsBSwB,v115@zgB8FeE8EeD8GeD8FeD8DeC8Jel7IvhFThBZnBfoB0?lBGnBSwB,v115@zgB8FeE8EeD8GeD8FeD8DeC8JeX8IvhFTdBllBmnBx?rBqrB0qB,v115@zgB8FeE8EeD8GeD8FeD8DeC8Je07IvhFSiBllB3mBz?nBmmBRwB,v115@zgB8FeE8EeD8GeD8FeD8DeC8JeG9IvhFZnBllBcrBz?nB6qB/rB,v115@zgB8FeE8EeD8GeD8FeD8DeC8Jex7IvhFOnBllBcrBz?nBCrBXsB,v115@zgB8FeE8EeD8GeD8FeD8DeC8JeT8IvhFOiBfoBxlBU?rBFsB6qB,v115@zgB8FeE8EeD8GeD8FeD8DeC8Je0BJvhFfoBllBxrB6?qBOsBTrB,v115@zgB8FeE8EeD8GeD8FeD8DeC8Jex7IvhFllBcrBmnBT?nBCrBXsB,v115@zgB8FeE8EeD8GeD8FeD8DeC8Jex8IvhFXiBllBznB0?mB2wB6qB,v115@zgB8FeE8EeD8GeD8FeD8DeC8Jex7IvhFfoBllBUnBT?rBOsBCrB,v115@zgB8FeE8EeD8GeD8FeD8DeC8Jex8IvhF1lB0hBznBX?nB6qB2wB,v115@zgB8FeE8EeD8GeD8FeD8DeC8Je07IvhFxcBOnBllBz?nBXrBqrB
LTOZSIJ,O,O,X,X,O,X,X,O,O,O,X,O,X,X,X,X,X,X,X,O,X
LTOZSJI,O,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X
LITJSZO,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LITJSOZ,X,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LITJZSO,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LITJZOS,X,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LITJOSZ,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LITJOZS,X,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LITSJZO,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LITSJOZ,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LITSZJO,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LITSZOJ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LITSOJZ,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LITSOZJ,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LITZJSO,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LITZJOS,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LITZSJO,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LITZSOJ,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LITZOJS,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LITZOSJ,X,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LITOJSZ,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LITOJZS,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LITOSJZ,X,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
LITOSZJ,X,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
LITOZJS,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LITOZSJ,X,O,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
LIJTSZO,X,X,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIJTSOZ,X,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIJTZSO,X,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIJTZOS,X,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIJTOSZ,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIJTOZS,X,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIJSTZO,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJSTOZ,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJSZTO,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJSZOT,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJSOTZ,X,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LIJSOZT,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJZTSO,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJZTOS,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJZSTO,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJZSOT,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJZOTS,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJZOST,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJOTSZ,X,X,X,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LIJOTZS,X,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIJOSTZ,X,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LIJOSZT,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJOZTS,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJOZST,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISTJZO,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISTJOZ,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISTZJO,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISTZOJ,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LISTOJZ,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LISTOZJ,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LISJTZO,X,X,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LISJTOZ,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISJZTO,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISJZOT,X,O,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LISJOTZ,X,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LISJOZT,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISZTJO,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISZTOJ,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LISZJTO,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISZJOT,X,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LISZOTJ,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LISZOJT,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LISOTJZ,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LISOTZJ,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LISOJTZ,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LISOJZT,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISOZTJ,X,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LISOZJT,X,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIZTJSO,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZTJOS,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZTSJO,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZTSOJ,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIZTOJS,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIZTOSJ,X,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LIZJTSO,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZJTOS,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZJSTO,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZJSOT,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZJOTS,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZJOST,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZSTJO,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZSTOJ,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIZSJTO,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZSJOT,X,O,X,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIZSOTJ,X,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LIZSOJT,X,O,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIZOTJS,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIZOTSJ,X,O,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X
LIZOJTS,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIZOJST,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZOSTJ,X,O,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X
LIZOSJT,X,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIOTJSZ,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOTJZS,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIOTSJZ,X,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
LIOTSZJ,X,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
LIOTZJS,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIOTZSJ,X,O,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
LIOJTSZ,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOJTZS,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIOJSTZ,X,X,X,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
LIOJSZT,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOJZTS,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIOJZST,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOSTJZ,X,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
LIOSTZJ,X,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
LIOSJTZ,X,X,X,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
LIOSJZT,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOSZTJ,X,O,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
LIOSZJT,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOZTJS,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIOZTSJ,X,O,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
LIOZJTS,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIOZJST,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOZSTJ,X,O,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
LIOZSJT,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTISZO,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LJTISOZ,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LJTIZSO,O,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LJTIZOS,O,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LJTIOSZ,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LJTIOZS,O,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LJTSIZO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTSIOZ,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTSZIO,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTSZOI,O,X,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJTSOIZ,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTSOZI,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTZISO,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTZIOS,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTZSIO,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTZSOI,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJTZOIS,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTZOSI,X,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJTOISZ,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LJTOIZS,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LJTOSIZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTOSZI,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LJTOZIS,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTOZSI,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LJITSZO,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LJITSOZ,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LJITZSO,O,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LJITZOS,O,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LJITOSZ,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LJITOZS,O,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LJISTZO,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJISTOZ,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJISZTO,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJISZOT,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJISOTZ,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LJISOZT,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJIZTSO,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJIZTOS,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJIZSTO,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJIZSOT,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJIZOTS,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJIZOST,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJIOTSZ,X,X,X,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LJIOTZS,X,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LJIOSTZ,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LJIOSZT,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJIOZTS,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJIOZST,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSTIZO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSTIOZ,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSTZIO,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSTZOI,O,X,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJSTOIZ,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSTOZI,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSITZO,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSITOZ,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSIZTO,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSIZOT,O,O,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJSIOTZ,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSIOZT,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSZTIO,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSZTOI,O,X,O,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJSZITO,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSZIOT,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJSZOTI,X,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJSZOIT,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJSOTIZ,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSOTZI,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSOITZ,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSOIZT,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSOZTI,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSOZIT,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZTISO,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZTIOS,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZTSIO,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZTSOI,X,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJZTOIS,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LJZTOSI,X,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LJZITSO,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZITOS,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZISTO,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZISOT,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZIOTS,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZIOST,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZSTIO,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZSTOI,O,X,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJZSITO,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZSIOT,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJZSOTI,X,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJZSOIT,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJZOTIS,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZOTSI,X,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJZOITS,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZOIST,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZOSTI,X,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJZOSIT,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJOTISZ,X,X,X,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LJOTIZS,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LJOTSIZ,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LJOTSZI,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LJOTZIS,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOTZSI,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LJOITSZ,X,X,X,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LJOITZS,X,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LJOISTZ,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LJOISZT,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOIZTS,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOIZST,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOSTIZ,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOSTZI,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LJOSITZ,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOSIZT,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOSZTI,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOSZIT,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOZTIS,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOZTSI,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOZITS,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOZIST,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOZSTI,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOZSIT,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSTIJZO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LSTIJOZ,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSTIZJO,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LSTIZOJ,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
LSTIOJZ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSTIOZJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSTJIZO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LSTJIOZ,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSTJZIO,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LSTJZOI,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LSTJOIZ,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSTJOZI,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSTZIJO,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
LSTZIOJ,O,X,X,O,X,O,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X
LSTZJIO,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
