sequence,v115@FhC8DeB8BeB8CeH8AeG8Je//IvhFagBGcBxdBzgB0i?BFqB,v115@FhC8DeB8BeB8CeH8AeG8JeT6IvhFegBCcBxdBXhB0i?BFqB,v115@FhC8DeB8BeB8CeH8AeG8Je2/IvhFCcBxdBXhB0iBzf?BFqB,v115@FhC8DeB8BeB8CeH8AeG8Jem6IvhFRcBSiB0fBzgBXj?BFqB,v115@FhC8DeB8BeB8CeH8AeG8Je2/IvhFRbBchBTdBSlBXj?BFqB,v115@FhC8DeB8BeB8CeH8AeG8Jey/IvhFGdBRhB0fBzgBXj?BFqB,v115@FhC8DeB8BeB8CeH8AeG8Jei6IvhFWhBxdBzfB0iBXh?BFqB,v115@FhC8DeB8BeB8CeH8AeG8JeT6IvhFShBxdB2lB0iBfq?BlqB,v115@FhC8DeB8BeB8CeH8AeG8JeT9IvhF6kBxgBmfBFhBXj?BcqB,v115@FhC8DeB8BeB8CeH8AeG8Je//IvhFTcBxdB2lB0iBSq?BFqB
LSOTIZJ,X,X,X,O,X,X,X,X,X,X
LSOTJIZ,O,O,X,X,X,X,X,X,X,X
LSOTJZI,O,O,O,X,X,X,X,O,X,X
LSOTZIJ,O,O,O,O,X,X,X,O,X,X
LSOTZJI,O,O,O,O,X,X,X,O,X,X
LSOITJZ,O,O,X,X,X,X,X,X,X,X
LSOITZJ,X,X,X,O,X,X,X,X,O,X
LSOIJTZ,O,X,X,X,X,X,X,X,X,X
LSOIJZT,O,X,X,X,X,X,X,O,O,X
LSOIZTJ,O,X,X,X,X,X,X,O,O,X
LSOIZJT,O,X,X,O,X,X,X,O,O,X
LSOJTIZ,O,X,X,X,X,X,X,X,X,X
LSOJTZI,O,X,X,X,X,X,X,O,X,X
LSOJITZ,O,X,X,X,X,X,X,X,X,X
LSOJIZT,O,X,X,X,X,X,X,O,X,X
LSOJZTI,O,X,O,X,X,X,X,O,X,O
LSOJZIT,O,X,O,X,X,X,X,O,X,O
LSOZTIJ,O,O,O,X,X,X,X,O,X,X
LSOZTJI,O,O,O,X,X,X,X,O,X,X
LSOZITJ,O,O,O,X,X,X,X,O,O,X
LSOZIJT,O,X,O,O,X,X,X,O,O,O
LSOZJTI,O,X,O,O,X,X,X,O,X,O
LSOZJIT,O,X,O,O,X,X,X,O,X,O
LZTIJSO,O,O,O,X,O,O,X,X,X,X
LZTIJOS,O,O,X,O,O,O,O,X,X,X
LZTISJO,O,O,O,X,O,X,X,O,X,X
LZTISOJ,O,O,O,X,O,X,O,O,X,X
LZTIOJS,O,O,X,O,O,X,O,X,O,X
LZTIOSJ,O,O,X,O,O,X,O,X,O,X
LZTJISO,O,O,O,X,O,X,X,X,X,X
LZTJIOS,O,O,X,O,O,X,O,X,X,X
LZTJSIO,O,O,O,X,O,X,X,X,X,X
LZTJSOI,O,O,O,O,O,X,X,X,X,X
LZTJOIS,O,O,X,O,O,X,O,X,X,X
LZTJOSI,O,O,X,O,O,X,O,X,X,X
LZTSIJO,O,O,O,X,O,X,X,O,X,X
LZTSIOJ,O,O,O,X,O,X,O,O,X,X
LZTSJIO,O,O,O,X,O,X,X,O,X,X
LZTSJOI,O,O,O,O,O,X,X,O,X,X
LZTSOIJ,O,O,O,O,O,X,O,O,X,X
LZTSOJI,O,O,O,O,O,X,O,O,X,X
LZTOIJS,O,O,X,O,O,X,O,X,O,X
LZTOISJ,O,O,X,O,O,X,O,X,O,X
LZTOJIS,O,O,X,O,O,X,O,X,X,X
LZTOJSI,O,O,X,O,O,X,O,X,X,X
LZTOSIJ,O,O,X,O,O,X,O,X,X,X
LZTOSJI,O,O,X,O,O,X,O,X,X,X
LZITJSO,O,O,O,X,X,X,X,X,X,X
LZITJOS,O,O,X,X,X,X,O,X,X,X
LZITSJO,O,O,O,X,X,X,X,O,X,X
LZITSOJ,O,O,O,X,X,X,O,O,X,X
LZITOJS,O,O,X,O,X,X,O,X,O,X
LZITOSJ,O,O,X,O,X,X,O,X,O,X
LZIJTSO,O,X,O,X,X,O,X,X,X,X
LZIJTOS,O,X,X,X,X,O,O,X,X,X
LZIJSTO,O,X,O,X,X,O,X,O,X,O
LZIJSOT,O,X,O,X,X,O,X,O,X,O
LZIJOTS,O,X,X,O,X,O,X,X,O,X
LZIJOST,O,X,X,O,X,O,X,X,O,O
LZISTJO,O,O,O,X,X,X,X,O,X,X
LZISTOJ,O,O,O,X,X,X,O,O,X,X
LZISJTO,O,O,O,X,X,X,X,O,X,O
LZISJOT,O,X,O,X,X,X,X,O,X,O
LZISOTJ,O,O,O,X,X,X,X,O,O,X
LZISOJT,O,X,O,X,X,X,X,O,O,O
LZIOTJS,O,O,X,O,X,X,O,X,O,X
LZIOTSJ,O,O,X,O,X,X,O,X,O,X
LZIOJTS,O,X,X,O,X,X,X,X,O,X
LZIOJST,O,X,X,O,X,X,X,X,O,O
LZIOSTJ,O,X,X,X,X,X,X,O,O,X
LZIOSJT,O,X,X,O,X,X,X,O,O,O
LZJTISO,O,X,O,X,X,X,X,X,X,X
LZJTIOS,O,X,X,X,X,X,O,X,X,X
LZJTSIO,O,X,O,X,X,X,X,X,X,X
LZJTSOI,O,X,O,X,X,X,X,X,X,X
LZJTOIS,O,X,X,O,X,X,O,X,X,X
LZJTOSI,O,X,X,O,X,X,O,X,X,X
LZJITSO,O,X,O,X,X,X,X,X,X,X
LZJITOS,O,X,X,X,X,X,O,X,X,X
LZJISTO,O,X,O,X,X,X,X,O,X,O
LZJISOT,O,X,O,X,X,X,X,O,X,O
LZJIOTS,O,X,X,O,X,X,X,X,O,X
LZJIOST,O,X,X,O,X,X,X,X,O,O
LZJSTIO,O,X,O,X,X,X,X,O,X,O
LZJSTOI,X,X,O,X,X,X,X,O,X,O
LZJSITO,O,X,O,X,X,X,X,O,X,O
LZJSIOT,O,X,O,X,X,X,X,O,X,O
LZJSOTI,X,X,O,O,X,X,X,O,X,O
LZJSOIT,O,X,O,O,X,X,X,O,X,O
LZJOTIS,O,X,X,O,X,X,X,X,X,X
LZJOTSI,O,X,X,O,X,X,X,X,X,X
LZJOITS,O,X,X,O,X,X,X,X,O,X
LZJOIST,O,X,X,O,X,X,X,X,O,O
LZJOSTI,O,X,X,O,X,X,X,X,X,O
LZJOSIT,O,X,X,O,X,X,X,X,X,O
LZSTIJO,O,O,O,X,X,X,X,O,X,X
LZSTIOJ,O,O,O,X,X,X,O,O,X,X
LZSTJIO,O,O,O,X,X,X,X,O,X,X
LZSTJOI,O,O,O,X,X,X,X,O,X,X
LZSTOIJ,O,O,O,X,X,X,O,O,X,X
LZSTOJI,O,O,O,X,X,X,O,O,X,X
LZSITJO,O,O,O,X,X,X,X,O,X,X
LZSITOJ,O,O,O,X,X,X,O,O,X,X
LZSIJTO,O,O,O,X,X,X,X,O,X,O
LZSIJOT,O,X,O,X,X,X,X,O,X,O
LZSIOTJ,O,O,O,X,X,X,X,O,O,X
LZSIOJT,O,X,O,X,X,X,X,O,O,O
LZSJTIO,O,O,O,X,X,X,X,O,X,O
LZSJTOI,X,O,O,X,X,X,X,O,X,O
LZSJITO,O,O,O,X,X,X,X,O,X,O
LZSJIOT,O,X,O,X,X,X,X,O,X,O
LZSJOTI,O,X,O,O,X,X,X,O,X,O
LZSJOIT,O,X,O,O,X,X,X,O,X,O
LZSOTIJ,O,O,O,X,X,X,X,O,X,X
LZSOTJI,O,O,O,X,X,X,X,O,X,X
LZSOITJ,O,O,O,X,X,X,X,O,O,X
LZSOIJT,O,X,O,O,X,X,X,O,O,O
LZSOJTI,O,X,O,O,X,X,X,O,X,O
LZSOJIT,O,X,O,O,X,X,X,O,X,O
LZOTIJS,O,O,X,O,O,X,O,X,O,X
LZOTISJ,O,O,X,O,O,X,O,X,O,X
LZOTJIS,O,O,X,O,O,X,O,X,X,X
LZOTJSI,O,O,X,O,O,X,O,X,X,X
LZOTSIJ,O,O,X,O,O,X,O,X,X,X
LZOTSJI,O,O,X,O,O,X,O,X,X,X
LZOITJS,O,O,X,O,X,X,O,X,O,X
LZOITSJ,O,O,X,O,X,X,O,X,O,X
LZOIJTS,O,X,X,O,X,X,X,X,O,X
LZOIJST,O,X,X,O,X,X,X,X,O,O
LZOISTJ,O,X,X,X,X,X,X,O,O,X
LZOISJT,O,X,X,O,X,X,X,O,O,O
LZOJTIS,O,X,X,O,X,X,X,X,X,X
LZOJTSI,O,X,X,O,X,X,X,X,X,X
LZOJITS,O,X,X,O,X,X,X,X,O,X
LZOJIST,O,X,X,O,X,X,X,X,O,O
LZOJSTI,O,X,X,O,X,X,X,X,X,O
LZOJSIT,O,X,X,O,X,X,X,X,X,O
LZOSTIJ,O,X,X,X,X,X,X,O,X,X
LZOSTJI,O,X,X,X,X,X,X,O,X,X
LZOSITJ,O,X,X,X,X,X,X,O,O,X
LZOSIJT,O,X,X,O,X,X,X,O,O,O
LZOSJTI,O,X,X,O,X,X,X,O,X,O
LZOSJIT,O,X,X,O,X,X,X,O,X,O
LOTIJSZ,O,O,X,X,X,O,X,X,X,X
LOTIJZS,X,X,X,O,O,O,O,X,X,X
LOTISJZ,O,O,X,X,X,X,X,X,X,X
LOTISZJ,O,X,X,O,X,X,X,X,O,X
LOTIZJS,X,X,X,O,O,X,O,X,O,X
LOTIZSJ,X,X,X,O,O,X,O,X,O,X
LOTJISZ,O,O,X,X,X,X,X,X,X,X
LOTJIZS,X,X,X,O,O,X,O,X,X,X
LOTJSIZ,O,O,X,X,X,X,X,X,X,X
LOTJSZI,O,O,X,X,O,X,O,X,X,X
LOTJZIS,O,O,X,O,O,X,O,X,X,X
LOTJZSI,O,O,X,O,O,X,O,X,X,X
LOTSIJZ,O,O,X,X,X,X,X,X,X,X
LOTSIZJ,O,X,X,O,X,X,X,X,X,X
LOTSJIZ,O,O,X,X,X,X,X,X,X,X
LOTSJZI,O,O,X,X,O,X,O,X,X,X
LOTSZIJ,O,O,X,O,O,X,O,X,X,X
LOTSZJI,O,O,X,O,O,X,O,X,X,X
LOTZIJS,O,O,X,O,O,X,O,X,O,X
LOTZISJ,O,O,X,O,O,X,O,X,O,X
LOTZJIS,O,O,X,O,O,X,O,X,X,X
LOTZJSI,O,O,X,O,O,X,O,X,X,X
LOTZSIJ,O,O,X,O,O,X,O,X,X,X
LOTZSJI,O,O,X,O,O,X,O,X,X,X
LOITJSZ,O,O,X,X,X,X,X,X,X,X
LOITJZS,X,X,X,O,X,X,X,X,X,X
LOITSJZ,O,O,X,X,X,X,X,X,X,X
LOITSZJ,O,X,X,O,X,X,X,X,O,X
LOITZJS,X,X,X,O,X,X,X,X,O,X
LOITZSJ,X,X,X,O,X,X,X,X,O,X
LOIJTSZ,O,X,X,X,X,O,X,X,X,X
LOIJTZS,X,X,X,O,X,O,X,X,X,X
LOIJSTZ,O,X,X,X,X,O,X,X,X,X
LOIJSZT,O,X,X,X,X,O,X,X,O,X
LOIJZTS,X,X,X,O,X,O,X,X,O,X
LOIJZST,X,X,X,O,X,O,X,X,O,X
LOISTJZ,O,X,X,X,X,X,X,X,X,X
LOISTZJ,X,X,X,O,X,X,X,X,O,X
LOISJTZ,O,X,X,X,X,X,X,X,X,X
LOISJZT,O,X,X,X,X,X,X,X,O,X
LOISZTJ,X,X,X,X,X,X,X,X,O,X
LOISZJT,O,X,X,O,X,X,X,X,O,X
LOIZTJS,X,X,X,O,X,X,X,X,O,X
LOIZTSJ,X,X,X,O,X,X,X,X,O,X
LOIZJTS,X,X,X,O,X,X,X,X,O,X
LOIZJST,X,X,X,O,X,X,X,X,O,X
LOIZSTJ,X,X,X,X,X,X,X,X,O,X
LOIZSJT,X,X,X,O,X,X,X,X,O,X
LOJTISZ,O,X,X,X,X,X,X,X,X,X
LOJTIZS,X,X,X,O,O,X,X,X,X,X
LOJTSIZ,O,X,X,X,X,X,X,X,X,X
LOJTSZI,O,X,X,X,O,X,X,X,X,X
LOJTZIS,O,X,X,O,O,X,X,X,X,X
LOJTZSI,O,X,X,O,O,X,X,X,X,X
LOJITSZ,O,X,X,X,X,X,X,X,X,X
LOJITZS,X,X,X,O,X,X,X,X,X,X
LOJISTZ,O,X,X,X,X,X,X,X,X,X
LOJISZT,O,X,X,X,X,X,X,X,O,X
LOJIZTS,X,X,X,O,X,X,X,X,O,X
LOJIZST,X,X,X,O,X,X,X,X,O,X
LOJSTIZ,O,X,X,X,X,X,X,X,X,X
LOJSTZI,O,X,X,X,X,X,X,X,X,X
LOJSITZ,O,X,X,X,X,X,X,X,X,X
LOJSIZT,O,X,X,X,X,X,X,X,X,X
LOJSZTI,O,X,X,X,X,X,X,X,X,O
LOJSZIT,O,X,X,X,X,X,X,X,X,O
LOJZTIS,O,X,X,O,X,X,X,X,X,X
LOJZTSI,O,X,X,O,X,X,X,X,X,X
LOJZITS,O,X,X,O,X,X,X,X,O,X
LOJZIST,O,X,X,O,X,X,X,X,O,O
LOJZSTI,O,X,X,O,X,X,X,X,X,O
LOJZSIT,O,X,X,O,X,X,X,X,X,O
LOSTIJZ,O,X,X,X,X,X,X,X,X,X
LOSTIZJ,X,X,X,O,X,X,X,X,X,X
LOSTJIZ,O,X,X,X,X,X,X,X,X,X
LOSTJZI,O,X,X,X,X,X,X,O,X,X
LOSTZIJ,O,X,X,O,X,X,X,O,X,X
LOSTZJI,O,X,X,O,X,X,X,O,X,X
LOSITJZ,O,X,X,X,X,X,X,X,X,X
LOSITZJ,X,X,X,O,X,X,X,X,O,X
LOSIJTZ,O,X,X,X,X,X,X,X,X,X
LOSIJZT,O,X,X,X,X,X,X,O,O,X
LOSIZTJ,O,X,X,X,X,X,X,O,O,X
LOSIZJT,O,X,X,O,X,X,X,O,O,X
LOSJTIZ,O,X,X,X,X,X,X,X,X,X
LOSJTZI,O,X,X,X,X,X,X,O,X,X
LOSJITZ,O,X,X,X,X,X,X,X,X,X
LOSJIZT,O,X,X,X,X,X,X,O,X,X
LOSJZTI,O,X,X,X,X,X,X,O,X,O
LOSJZIT,O,X,X,X,X,X,X,O,X,O
LOSZTIJ,O,X,X,X,X,X,X,O,X,X
LOSZTJI,O,X,X,X,X,X,X,O,X,X
LOSZITJ,O,X,X,X,X,X,X,O,O,X
LOSZIJT,O,X,X,O,X,X,X,O,O,O
LOSZJTI,O,X,X,O,X,X,X,O,X,O
LOSZJIT,O,X,X,O,X,X,X,O,X,O
LOZTIJS,O,O,X,O,O,X,O,X,O,X
LOZTISJ,O,O,X,O,O,X,O,X,O,X
LOZTJIS,O,O,X,O,O,X,O,X,X,X
LOZTJSI,O,O,X,O,O,X,O,X,X,X
LOZTSIJ,O,O,X,O,O,X,O,X,X,X
LOZTSJI,O,O,X,O,O,X,O,X,X,X
LOZITJS,O,O,X,O,X,X,O,X,O,X
LOZITSJ,O,O,X,O,X,X,O,X,O,X
LOZIJTS,O,X,X,O,X,X,X,X,O,X
LOZIJST,O,X,X,O,X,X,X,X,O,O
LOZISTJ,O,X,X,X,X,X,X,O,O,X
LOZISJT,O,X,X,O,X,X,X,O,O,O
LOZJTIS,O,X,X,O,X,X,X,X,X,X
LOZJTSI,O,X,X,O,X,X,X,X,X,X
LOZJITS,O,X,X,O,X,X,X,X,O,X
LOZJIST,O,X,X,O,X,X,X,X,O,O
LOZJSTI,O,X,X,O,X,X,X,X,X,O
LOZJSIT,O,X,X,O,X,X,X,X,X,O
LOZSTIJ,O,X,X,X,X,X,X,O,X,X
LOZSTJI,O,X,X,X,X,X,X,O,X,X
LOZSITJ,O,X,X,X,X,X,X,O,O,X
LOZSIJT,O,X,X,O,X,X,X,O,O,O
LOZSJTI,O,X,X,O,X,X,X,O,X,O
LOZSJIT,O,X,X,O,X,X,X,O,X,O
JTILSZO,O,O,X,X,X,O,X,X,X,X
JTILSOZ,O,O,X,X,X,O,X,X,X,X
JTILZSO,X,X,X,X,O,O,X,X,X,X
JTILZOS,X,X,X,X,O,O,X,X,X,X
JTILOSZ,O,O,X,X,X,O,X,X,X,X
JTILOZS,X,X,X,X,O,O,X,X,X,X
JTISLZO,O,O,O,X,X,O,X,X,X,X
JTISLOZ,O,O,X,X,X,O,X,X,X,X
JTISZLO,O,O,O,X,X,X,X,X,X,X
JTISZOL,O,O,O,X,X,X,X,X,X,X
JTISOLZ,O,O,X,X,X,X,X,X,X,X
JTISOZL,O,O,X,X,X,X,X,X,X,X
JTIZLSO,O,O,O,X,O,O,X,X,X,X
JTIZLOS,O,O,X,X,O,O,O,X,X,X
JTIZSLO,O,O,O,X,X,X,X,X,X,X
JTIZSOL,O,O,O,X,X,X,O,X,X,X
JTIZOLS,O,O,X,X,O,X,O,X,X,X
JTIZOSL,O,O,O,X,X,X,O,X,X,X
JTIOLSZ,O,O,X,X,X,O,X,X,X,X
JTIOLZS,X,X,X,X,O,O,O,X,X,X
JTIOSLZ,O,O,X,X,X,X,X,X,X,X
JTIOSZL,O,O,X,X,X,X,X,X,X,X
JTIOZLS,O,O,X,X,O,X,O,X,X,X
JTIOZSL,O,O,X,X,X,X,O,X,X,X
JTLISZO,O,O,X,X,X,O,X,X,X,X
JTLISOZ,O,O,X,X,X,O,X,X,X,X
JTLIZSO,X,X,X,X,O,O,X,X,X,X
JTLIZOS,X,X,X,X,O,O,X,X,X,X
JTLIOSZ,O,O,X,X,X,O,X,X,X,X
JTLIOZS,X,X,X,O,O,O,X,X,X,X
JTLSIZO,O,O,O,X,X,X,X,X,X,X
JTLSIOZ,O,O,X,X,X,X,X,X,X,X
JTLSZIO,O,O,O,X,O,X,X,X,X,X
JTLSZOI,O,O,O,X,O,X,X,X,X,X
JTLSOIZ,O,O,X,X,X,X,X,X,X,X
JTLSOZI,O,O,O,X,O,X,X,X,X,X
JTLZISO,O,O,O,X,O,X,X,X,X,X
JTLZIOS,O,O,X,O,O,X,O,X,X,X
JTLZSIO,O,O,O,X,O,X,X,X,X,X
JTLZSOI,O,O,O,O,O,X,X,X,X,X
JTLZOIS,O,O,X,O,O,X,O,X,X,X
JTLZOSI,O,O,X,O,O,X,O,X,X,X
JTLOISZ,O,O,X,X,X,X,X,X,X,X
JTLOIZS,X,X,X,O,O,X,O,X,X,X
JTLOSIZ,O,O,X,X,X,X,X,X,X,X
JTLOSZI,O,O,X,X,O,X,O,X,X,X
JTLOZIS,O,O,X,O,O,X,O,X,X,X
JTLOZSI,O,O,X,O,O,X,O,X,X,X
JTSILZO,O,O,O,X,X,X,X,X,X,X
JTSILOZ,O,O,X,X,X,X,X,X,X,X
JTSIZLO,O,O,O,X,X,X,X,X,X,X
JTSIZOL,O,O,O,X,X,X,X,X,X,X
JTSIOLZ,O,O,X,X,X,X,X,X,X,X
JTSIOZL,O,O,X,X,X,X,X,X,X,X
JTSLIZO,O,O,O,X,X,X,X,X,X,X
JTSLIOZ,O,O,X,X,X,X,X,X,X,X
JTSLZIO,O,O,O,X,O,X,X,X,X,X
JTSLZOI,O,O,O,X,O,X,X,X,X,X
JTSLOIZ,O,O,X,X,X,X,X,X,X,X
JTSLOZI,O,O,O,X,O,X,X,X,X,X
JTSZILO,O,O,O,X,X,X,X,X,X,O
JTSZIOL,O,O,O,X,X,X,O,X,X,O
JTSZLIO,O,O,O,X,O,X,X,X,X,O
JTSZLOI,O,O,O,X,O,X,X,X,X,O
JTSZOIL,O,O,O,X,X,X,O,X,X,O
JTSZOLI,O,O,O,X,O,X,O,X,X,O
JTSOILZ,O,O,X,X,X,X,X,X,X,X
JTSOIZL,O,O,X,X,X,X,X,X,X,X
JTSOLIZ,O,O,X,X,X,X,X,X,X,X
JTSOLZI,O,O,O,X,O,X,O,X,X,X
JTSOZIL,O,O,O,X,X,X,O,X,X,O
JTSOZLI,O,O,O,X,O,X,O,X,X,O
JTZILSO,O,O,O,X,O,X,X,X,X,X
JTZILOS,O,O,X,O,O,X,O,X,X,X
JTZISLO,O,O,O,X,X,X,X,X,X,O
JTZISOL,O,O,O,X,X,X,O,X,X,O
JTZIOLS,O,O,X,O,O,X,O,X,X,X
JTZIOSL,O,O,O,O,X,X,O,X,X,O
JTZLISO,O,O,O,X,O,X,X,X,X,X
JTZLIOS,O,O,X,O,O,X,O,X,X,X
JTZLSIO,O,O,O,X,O,X,X,X,X,X
JTZLSOI,O,O,O,O,O,X,X,X,X,X
JTZLOIS,O,O,X,O,O,X,O,X,X,X
JTZLOSI,O,O,X,O,O,X,O,X,X,X
JTZSILO,O,O,O,X,X,X,X,X,X,O
JTZSIOL,O,O,O,X,X,X,O,X,X,O
JTZSLIO,O,O,O,X,O,X,X,X,X,O
JTZSLOI,O,O,O,O,O,X,X,X,X,O
JTZSOIL,O,O,O,O,X,X,O,X,X,O
JTZSOLI,O,O,O,O,O,X,O,X,X,O
JTZOILS,O,O,X,O,O,X,O,X,X,X
JTZOISL,O,O,O,O,X,X,O,X,X,O
JTZOLIS,O,O,X,O,O,X,O,X,X,X
JTZOLSI,O,O,X,O,O,X,O,X,X,X
JTZOSIL,O,O,O,O,X,X,O,X,X,O
JTZOSLI,O,O,O,O,O,X,O,X,X,O
JTOILSZ,O,O,X,X,X,X,X,X,X,X
JTOILZS,X,X,X,O,O,X,O,X,X,X
JTOISLZ,O,O,X,X,X,X,X,X,X,X
JTOISZL,O,O,X,X,X,X,X,X,X,X
JTOIZLS,O,O,X,O,O,X,O,X,X,X
JTOIZSL,O,O,X,O,X,X,O,X,X,X
JTOLISZ,O,O,X,X,X,X,X,X,X,X
JTOLIZS,X,X,X,O,O,X,O,X,X,X
JTOLSIZ,O,O,X,X,X,X,X,X,X,X
JTOLSZI,O,O,X,X,O,X,O,X,X,X
JTOLZIS,O,O,X,O,O,X,O,X,X,X
JTOLZSI,O,O,X,O,O,X,O,X,X,X
JTOSILZ,O,O,X,X,X,X,X,X,X,X
JTOSIZL,O,O,X,X,X,X,X,X,X,X
JTOSLIZ,O,O,X,X,X,X,X,X,X,X
JTOSLZI,O,O,O,X,O,X,O,X,X,X
JTOSZIL,O,O,O,X,X,X,O,X,X,O
JTOSZLI,O,O,O,X,O,X,O,X,X,O
JTOZILS,O,O,X,O,O,X,O,X,X,X
JTOZISL,O,O,O,O,X,X,O,X,X,O
JTOZLIS,O,O,X,O,O,X,O,X,X,X
JTOZLSI,O,O,X,O,O,X,O,X,X,X
JTOZSIL,O,O,O,O,X,X,O,X,X,O
JTOZSLI,O,O,O,O,O,X,O,X,X,O
JITLSZO,O,O,X,X,X,O,X,X,X,X
JITLSOZ,O,O,X,X,X,O,X,X,X,X
JITLZSO,X,X,X,X,O,O,X,X,X,X
JITLZOS,X,X,X,X,O,O,X,X,X,X
JITLOSZ,O,O,X,X,X,O,X,X,X,X
JITLOZS,X,X,X,X,O,O,X,X,X,X
JITSLZO,O,O,O,X,X,O,X,X,X,X
JITSLOZ,O,O,X,X,X,O,X,X,X,X
JITSZLO,O,O,O,X,X,X,X,X,X,X
JITSZOL,O,O,O,X,X,X,X,X,X,X
JITSOLZ,O,O,X,X,X,X,X,X,X,X
JITSOZL,O,O,X,X,X,X,X,X,X,X
JITZLSO,O,X,O,X,O,O,X,X,X,X
JITZLOS,O,X,X,X,O,O,O,X,X,X
JITZSLO,O,O,O,X,X,X,X,X,X,X
JITZSOL,O,O,O,X,X,X,O,X,X,X
JITZOLS,O,X,X,X,O,X,O,X,X,X
JITZOSL,O,O,O,X,X,X,O,X,X,X
JITOLSZ,O,O,X,X,X,O,X,X,X,X
JITOLZS,X,X,X,X,O,O,O,X,X,X
JITOSLZ,O,O,X,X,X,X,X,X,X,X
JITOSZL,O,O,X,X,X,X,X,X,X,X
JITOZLS,O,X,X,X,O,X,O,X,X,X
JITOZSL,O,O,X,X,X,X,O,X,X,X
JILTSZO,O,X,X,X,X,O,X,X,X,X
JILTSOZ,O,X,X,X,X,O,X,X,X,X
JILTZSO,X,X,X,X,X,O,X,X,X,X
JILTZOS,X,X,X,X,X,O,X,X,X,X
JILTOSZ,O,X,X,X,X,O,X,X,X,X
JILTOZS,X,X,X,X,X,O,X,X,X,X
JILSTZO,O,X,X,X,X,O,X,X,X,X
JILSTOZ,O,X,X,X,X,O,X,X,X,X
JILSZTO,O,X,X,X,X,O,X,X,X,X
JILSZOT,O,X,X,X,X,O,X,X,X,X
JILSOTZ,O,X,X,X,X,O,X,X,X,X
JILSOZT,O,X,X,X,X,O,X,X,X,X
JILZTSO,X,X,X,X,X,O,X,X,X,X
JILZTOS,X,X,X,X,X,O,X,X,X,X
JILZSTO,X,X,X,X,X,O,X,X,X,X
JILZSOT,X,X,X,X,X,O,X,X,X,X
JILZOTS,X,X,X,X,X,O,X,X,X,X
JILZOST,X,X,X,X,X,O,X,X,X,X
JILOTSZ,O,X,X,X,X,O,X,X,X,X
JILOTZS,X,X,X,X,X,O,X,X,X,X
JILOSTZ,O,X,X,X,X,O,X,X,X,X
JILOSZT,O,X,X,X,X,O,X,X,O,X
JILOZTS,X,X,X,X,X,O,X,X,O,X
JILOZST,X,X,X,X,X,O,X,X,O,X
JISTLZO,O,O,X,X,X,O,X,X,X,X
JISTLOZ,O,O,X,X,X,O,X,X,X,X
JISTZLO,O,O,X,X,X,X,X,X,X,X
JISTZOL,X,O,X,X,X,X,X,X,X,X
JISTOLZ,O,O,X,X,X,X,X,X,X,X
JISTOZL,O,O,X,X,X,X,X,X,X,X
JISLTZO,O,O,X,X,X,O,X,X,X,X
JISLTOZ,O,O,X,X,X,O,X,X,X,X
JISLZTO,O,X,O,X,X,O,X,X,X,X
JISLZOT,O,X,O,X,X,O,X,X,X,X
JISLOTZ,O,X,X,X,X,O,X,X,X,X
JISLOZT,O,X,X,X,X,O,X,X,X,X
JISZTLO,O,X,O,X,X,X,X,X,X,O
JISZTOL,X,X,X,X,X,X,X,X,X,O
JISZLTO,O,X,O,X,X,X,X,X,X,O
JISZLOT,O,X,O,X,X,X,X,X,X,O
JISZOTL,X,X,X,X,X,X,X,X,X,O
JISZOLT,O,X,O,X,X,X,X,X,X,O
JISOTLZ,O,X,X,X,X,X,X,X,X,X
JISOTZL,O,X,X,X,X,X,X,X,X,X
JISOLTZ,O,X,X,X,X,X,X,X,X,X
JISOLZT,O,X,X,X,X,X,X,X,X,X
JISOZTL,X,X,X,X,X,X,X,X,X,O
JISOZLT,O,X,X,X,X,X,X,X,X,O
JIZTLSO,O,X,O,X,X,O,X,X,X,X
JIZTLOS,O,X,X,X,X,O,O,X,X,X
JIZTSLO,O,X,O,X,X,X,X,X,X,O
JIZTSOL,O,X,O,X,X,X,O,X,X,O
JIZTOLS,O,X,X,X,X,X,O,X,X,X
JIZTOSL,O,X,O,X,X,X,O,X,X,O
JIZLTSO,O,X,O,X,X,O,X,X,X,X
JIZLTOS,O,X,X,X,X,O,O,X,X,X
JIZLSTO,O,X,O,X,X,O,X,X,X,O
JIZLSOT,O,X,O,X,X,O,X,X,X,O
JIZLOTS,O,X,X,X,X,O,X,X,X,X
JIZLOST,O,X,X,X,X,O,X,X,X,O
JIZSTLO,O,X,O,X,X,X,X,X,X,O
JIZSTOL,O,X,O,X,X,X,O,X,X,O
JIZSLTO,O,X,O,X,X,X,X,X,X,O
JIZSLOT,O,X,O,X,X,X,X,X,X,O
JIZSOTL,O,X,X,X,X,X,X,X,X,O
JIZSOLT,O,X,O,X,X,X,X,X,X,O
JIZOTLS,O,X,X,X,X,X,O,X,X,X
JIZOTSL,O,X,O,X,X,X,O,X,X,O
JIZOLTS,O,X,X,X,X,X,X,X,X,X
JIZOLST,O,X,X,X,X,X,X,X,X,O
JIZOSTL,O,X,X,X,X,X,X,X,X,O
JIZOSLT,O,X,O,X,X,X,X,X,X,O
JIOTLSZ,O,O,X,X,X,O,X,X,X,X
JIOTLZS,X,X,X,X,O,O,X,X,X,X
JIOTSLZ,O,O,X,X,X,X,X,X,X,X
JIOTSZL,O,O,X,X,X,X,X,X,X,X
JIOTZLS,O,X,X,X,O,X,X,X,X,X
