sequence,v115@zgA8GeC8FeD8GeC8GeG8AeD8JeC7IvhFxcB8kB+lBT?hB/nBlrB,v115@zgA8GeC8FeD8GeC8GeG8AeD8JeR7IvhFCdBukBUhB/?nBTlBlrB,v115@zgA8GeC8FeD8GeC8GeG8AeD8Jeu/IvhFcgBxcBThB/?nBSqBlrB,v115@zgA8GeC8FeD8GeC8GeG8AeD8JeR7IvhFFdBukBclB6?rBTsBXrB,v115@zgA8GeC8FeD8GeC8GeG8AeD8Je5/IvhF2gBCdB/nBU?hBTlBlrB,v115@zgA8GeC8FeD8GeC8GeG8AeD8JeU7IvhFFcBXdBqkBx?lBTnBGrB,v115@zgA8GeC8FeD8GeC8GeG8AeD8JeU7IvhFFdBqkBemB5?mB3lBTsB,v115@zgA8GeC8FeD8GeC8GeG8AeD8JeG7IvhFxcBThB/nBC?lBUlBlrB,v115@zgA8GeC8FeD8GeC8GeG8AeD8JeSAJvhFxcBThB/nBU?gBWqBlrB,v115@zgA8GeC8FeD8GeC8GeG8AeD8JeR7IvhFukBclBXmBT?nBlmBCsB,v115@zgA8GeC8FeD8GeC8GeG8AeD8Jeu/IvhFFcBTgB3hB6?nB8rBRvB,v115@zgA8GeC8FeD8GeC8GeG8AeD8Je08IvhFflBlgBxmBC?lBTnBGrB
JOLZSTI,X,O,X,O,X,O,X,X,X,O,X,X
JOLZSIT,X,O,X,O,X,O,O,X,X,O,X,X
JOSTILZ,O,O,X,O,O,O,X,X,O,X,X,X
JOSTIZL,O,O,X,O,O,X,X,X,O,X,X,O
JOSTLIZ,O,O,X,O,O,O,X,X,O,X,X,X
JOSTLZI,O,O,X,O,O,O,X,X,O,X,X,X
JOSTZIL,O,O,X,O,O,X,X,X,O,X,X,O
JOSTZLI,O,O,X,O,O,O,X,X,O,X,X,X
JOSITLZ,X,O,X,O,O,O,O,X,O,X,X,X
JOSITZL,X,O,X,O,O,X,X,X,O,X,X,O
JOSILTZ,X,O,X,O,O,O,O,X,X,X,X,X
JOSILZT,X,O,X,X,O,O,O,X,X,X,X,X
JOSIZTL,X,O,X,O,X,X,X,X,X,O,X,O
JOSIZLT,O,O,X,X,O,X,X,X,X,O,X,X
JOSLTIZ,X,O,X,O,O,O,X,X,O,X,X,X
JOSLTZI,X,O,X,O,X,O,X,X,O,X,X,X
JOSLITZ,X,O,X,O,O,O,O,X,X,X,X,X
JOSLIZT,X,O,X,X,O,O,O,X,X,X,X,X
JOSLZTI,X,O,X,O,X,O,X,X,X,X,X,X
JOSLZIT,X,O,X,O,O,O,O,X,X,X,X,X
JOSZTIL,O,O,X,O,X,X,X,X,X,O,X,X
JOSZTLI,O,O,X,O,X,O,X,X,X,O,X,X
JOSZITL,X,O,X,O,X,X,X,X,X,O,X,X
JOSZILT,O,O,X,X,O,X,X,X,X,O,X,X
JOSZLTI,O,O,X,O,X,O,X,X,X,O,X,X
JOSZLIT,O,O,X,O,O,O,X,X,X,O,X,X
JOZTILS,O,O,X,O,X,X,X,X,X,X,X,X
JOZTISL,O,O,X,O,O,X,X,X,X,O,X,X
JOZTLIS,O,O,X,O,X,X,X,X,X,X,X,X
JOZTLSI,O,O,X,O,X,X,X,X,X,X,X,X
JOZTSIL,O,O,X,O,O,X,X,X,X,O,X,X
JOZTSLI,O,O,X,O,O,X,X,X,X,O,X,X
JOZITLS,X,O,X,O,X,X,O,X,X,X,X,X
JOZITSL,X,O,X,O,O,X,X,X,X,O,X,X
JOZILTS,X,X,X,O,X,X,O,X,X,X,X,X
JOZILST,O,O,X,O,X,X,O,X,X,O,X,X
JOZISTL,X,O,X,O,X,X,X,X,X,O,X,X
JOZISLT,X,O,X,X,O,X,X,X,X,O,X,X
JOZLTIS,O,X,X,O,X,O,O,X,X,X,X,X
JOZLTSI,O,X,X,O,X,O,X,X,X,X,X,X
JOZLITS,X,X,X,O,X,O,O,X,X,X,X,X
JOZLIST,O,O,X,O,X,O,O,X,X,O,X,X
JOZLSTI,O,O,X,O,X,O,X,X,X,O,X,X
JOZLSIT,O,O,X,O,X,O,O,X,X,O,X,X
JOZSTIL,O,O,X,O,X,X,X,X,X,O,X,X
JOZSTLI,O,O,X,O,X,O,X,X,X,O,X,X
JOZSITL,X,O,X,O,X,X,X,X,X,O,X,X
JOZSILT,O,O,X,X,O,X,X,X,X,O,X,X
JOZSLTI,O,O,X,O,X,O,X,X,X,O,X,X
JOZSLIT,O,O,X,O,O,O,X,X,X,O,X,X
STILJZO,O,O,O,X,X,O,O,O,X,X,X,X
STILJOZ,X,O,X,X,O,X,X,O,O,X,X,X
STILZJO,O,O,O,X,X,O,X,O,X,X,X,X
STILZOJ,O,O,O,X,O,O,X,X,X,X,X,X
STILOJZ,O,O,O,X,O,X,X,O,O,X,X,X
STILOZJ,X,X,O,X,O,O,X,O,X,X,X,X
STIJLZO,O,O,O,X,X,O,O,O,X,X,X,X
STIJLOZ,X,O,X,X,O,O,X,O,O,X,X,X
STIJZLO,O,O,X,X,X,X,X,X,X,X,X,X
STIJZOL,O,O,X,X,X,X,X,X,O,X,X,X
STIJOLZ,O,O,O,X,O,X,X,O,O,X,X,X
STIJOZL,O,X,X,X,O,X,X,X,O,X,X,X
STIZLJO,O,O,O,X,X,X,X,O,X,X,X,X
STIZLOJ,O,O,O,X,O,X,X,X,X,X,X,X
STIZJLO,O,O,X,X,X,X,X,X,X,X,X,X
STIZJOL,O,O,X,X,X,X,X,X,O,X,X,X
STIZOLJ,O,O,O,X,O,X,X,O,X,X,X,X
STIZOJL,O,O,X,X,O,X,X,X,O,X,X,X
STIOLJZ,O,O,O,X,O,O,X,O,O,X,X,X
STIOLZJ,X,X,O,X,O,O,X,O,X,X,X,X
STIOJLZ,O,O,O,X,O,O,X,O,O,X,X,X
STIOJZL,O,O,X,X,O,X,X,X,O,X,X,X
STIOZLJ,O,O,O,X,O,X,X,O,X,X,X,X
STIOZJL,O,O,X,X,O,X,X,X,O,X,X,X
STLIJZO,O,O,O,X,X,O,O,O,X,X,X,X
STLIJOZ,X,O,X,X,O,X,X,O,O,X,X,X
STLIZJO,O,O,O,X,X,O,X,O,X,X,X,X
STLIZOJ,O,O,O,X,O,O,X,X,X,X,X,X
STLIOJZ,O,O,O,X,O,X,X,O,O,X,X,X
STLIOZJ,X,X,O,X,O,O,X,O,X,X,X,X
STLJIZO,O,O,O,X,X,O,X,O,X,X,X,X
STLJIOZ,X,O,X,X,O,O,X,O,O,X,X,X
STLJZIO,O,O,O,X,X,O,X,O,X,X,X,X
STLJZOI,O,O,O,X,X,O,X,O,O,X,X,X
STLJOIZ,O,O,O,X,O,O,X,O,O,X,X,X
STLJOZI,O,O,O,X,O,O,X,O,O,X,X,X
STLZIJO,O,O,O,X,X,O,X,O,X,X,X,X
STLZIOJ,O,O,O,X,O,O,X,X,X,X,X,X
STLZJIO,O,O,O,X,X,O,X,O,X,X,X,X
STLZJOI,O,O,O,X,X,O,X,O,X,X,X,X
STLZOIJ,O,O,O,X,O,O,X,O,X,X,X,X
STLZOJI,O,O,O,X,O,O,X,O,X,X,X,X
STLOIJZ,O,O,O,X,O,O,O,O,O,X,X,X
STLOIZJ,X,X,O,X,O,O,X,O,X,X,X,X
STLOJIZ,O,O,O,X,O,O,X,O,O,X,X,X
STLOJZI,O,O,O,X,O,O,X,O,O,X,X,X
STLOZIJ,X,O,O,X,O,O,X,O,X,X,X,X
STLOZJI,X,O,O,X,O,O,X,O,X,X,X,X
STJILZO,O,O,O,X,X,O,X,O,X,X,X,O
STJILOZ,X,O,X,X,O,O,X,O,O,X,X,X
STJIZLO,O,O,X,X,X,X,X,X,X,X,X,O
STJIZOL,O,O,X,O,X,X,X,X,O,X,X,O
STJIOLZ,O,O,O,O,O,X,X,O,O,X,X,X
STJIOZL,O,X,X,O,O,X,X,X,O,X,X,O
STJLIZO,O,O,O,X,X,O,X,O,X,X,X,O
STJLIOZ,X,O,X,X,O,O,X,O,O,X,X,X
STJLZIO,O,O,O,X,X,O,X,O,X,X,X,O
STJLZOI,O,O,O,X,X,O,X,O,O,X,X,X
STJLOIZ,O,O,O,X,O,O,X,O,O,X,X,X
STJLOZI,O,O,O,X,O,O,X,O,O,X,X,X
STJZILO,O,O,X,X,X,X,X,X,X,X,X,O
STJZIOL,O,O,X,O,X,X,X,X,O,X,X,O
STJZLIO,O,O,X,X,X,O,X,X,X,X,X,O
STJZLOI,O,O,X,X,X,O,X,X,O,X,X,X
STJZOIL,O,O,X,X,X,X,X,X,O,X,X,O
STJZOLI,O,O,X,X,X,X,X,X,O,X,X,X
STJOILZ,O,O,O,O,O,O,X,O,O,X,X,X
STJOIZL,O,O,X,O,O,X,X,X,O,X,X,O
STJOLIZ,O,O,O,O,O,O,X,O,O,X,X,X
STJOLZI,O,O,O,O,O,O,X,O,O,X,X,X
STJOZIL,O,O,X,O,O,X,X,X,O,X,X,O
STJOZLI,O,O,X,O,O,O,X,X,O,X,X,X
STZILJO,O,O,O,X,X,X,X,O,X,X,X,X
STZILOJ,O,O,O,X,O,X,X,X,X,X,X,X
STZIJLO,O,O,X,X,X,X,X,X,X,X,X,X
STZIJOL,O,O,X,O,X,X,X,X,O,X,X,X
STZIOLJ,O,O,O,O,O,X,X,O,X,X,X,X
STZIOJL,O,O,X,O,O,X,X,X,O,X,X,X
STZLIJO,O,O,O,X,X,O,X,O,X,X,X,X
STZLIOJ,O,O,O,X,O,O,X,X,X,X,X,X
STZLJIO,O,O,O,X,X,O,X,O,X,X,X,X
STZLJOI,O,O,O,X,X,O,X,O,X,X,X,X
STZLOIJ,O,O,O,X,O,O,X,O,X,X,X,X
STZLOJI,O,O,O,X,O,O,X,O,X,X,X,X
STZJILO,O,O,X,X,X,X,X,X,X,X,X,X
STZJIOL,O,O,X,O,X,X,X,X,O,X,X,X
STZJLIO,O,O,X,X,X,O,X,X,X,X,X,X
STZJLOI,O,O,X,X,X,O,X,X,O,X,X,X
STZJOIL,O,O,X,X,X,X,X,X,O,X,X,X
STZJOLI,O,O,X,X,X,X,X,X,O,X,X,X
STZOILJ,O,O,O,X,O,X,X,O,X,X,X,X
STZOIJL,O,O,X,X,O,X,X,X,O,X,X,X
STZOLIJ,O,O,O,X,O,O,X,O,X,X,X,X
STZOLJI,O,O,O,X,O,O,X,O,X,X,X,X
STZOJIL,O,O,X,X,O,X,X,X,O,X,X,X
STZOJLI,O,O,X,X,O,O,X,X,O,X,X,X
STOILJZ,O,O,O,X,O,O,O,O,O,X,X,X
STOILZJ,X,X,O,X,O,O,X,O,X,X,X,X
STOIJLZ,O,O,O,X,O,O,O,O,O,X,X,X
STOIJZL,O,O,X,X,O,X,X,X,O,X,X,X
STOIZLJ,O,O,O,X,O,X,X,O,X,X,X,X
STOIZJL,O,O,X,X,O,X,X,X,O,X,X,X
STOLIJZ,O,O,O,X,O,O,O,O,O,X,X,X
STOLIZJ,X,X,O,X,O,O,X,O,X,X,X,X
STOLJIZ,O,O,O,O,O,O,X,O,O,X,X,X
STOLJZI,O,O,O,O,O,O,X,O,O,X,X,X
STOLZIJ,X,O,O,O,O,O,X,O,X,X,X,X
STOLZJI,X,O,O,O,O,O,X,O,X,X,X,X
STOJILZ,O,O,O,O,O,O,X,O,O,X,X,X
STOJIZL,O,O,X,O,O,X,X,X,O,X,X,X
STOJLIZ,O,O,O,O,O,O,X,O,O,X,X,X
STOJLZI,O,O,O,O,O,O,X,O,O,X,X,X
STOJZIL,O,O,X,O,O,X,X,X,O,X,X,X
STOJZLI,O,O,X,O,O,O,X,X,O,X,X,X
STOZILJ,O,O,O,O,O,X,X,O,X,X,X,X
STOZIJL,O,O,X,O,O,X,X,X,O,X,X,X
STOZLIJ,O,O,O,O,O,O,X,O,X,X,X,X
STOZLJI,O,O,O,O,O,O,X,O,X,X,X,X
STOZJIL,O,O,X,O,O,X,X,X,O,X,X,X
STOZJLI,O,O,X,O,O,O,X,X,O,X,X,X
SITLJZO,O,O,O,X,X,O,O,O,X,X,X,X
SITLJOZ,X,O,X,X,O,X,X,O,O,X,X,X
SITLZJO,O,O,O,X,X,O,X,O,X,X,X,X
SITLZOJ,O,O,O,X,O,O,X,X,X,X,X,X
SITLOJZ,O,O,O,X,O,X,X,O,O,X,X,X
SITLOZJ,X,X,O,X,O,O,X,O,X,X,X,X
SITJLZO,O,O,O,X,X,O,O,O,X,X,X,X
SITJLOZ,X,O,X,X,O,O,X,O,O,X,X,X
SITJZLO,O,O,X,X,X,X,X,X,X,X,X,X
SITJZOL,O,O,X,X,X,X,X,X,O,X,X,X
SITJOLZ,O,O,O,X,O,X,X,O,O,X,X,X
SITJOZL,O,X,X,X,O,X,X,X,O,X,X,X
SITZLJO,O,O,O,X,X,X,X,O,X,X,X,X
SITZLOJ,O,O,O,X,O,X,X,X,X,X,X,X
SITZJLO,O,O,X,X,X,X,X,X,X,X,X,X
SITZJOL,O,O,X,X,X,X,X,X,O,X,X,X
SITZOLJ,O,O,O,X,O,X,X,O,X,X,X,X
SITZOJL,O,O,X,X,O,X,X,X,O,X,X,X
SITOLJZ,O,O,O,X,O,O,X,O,O,X,X,X
SITOLZJ,X,X,O,X,O,O,X,O,X,X,X,X
SITOJLZ,O,O,O,X,O,O,X,O,O,X,X,X
SITOJZL,O,O,X,X,O,X,X,X,O,X,X,X
SITOZLJ,O,O,O,X,O,X,X,O,X,X,X,X
SITOZJL,O,O,X,X,O,X,X,X,O,X,X,X
SILTJZO,O,O,O,X,X,O,O,O,X,X,X,X
SILTJOZ,X,O,X,X,O,X,X,O,O,X,X,X
SILTZJO,O,O,O,X,X,O,X,O,X,X,X,X
SILTZOJ,O,O,O,X,O,O,X,X,X,X,X,X
SILTOJZ,O,O,O,X,O,X,X,O,O,X,X,X
SILTOZJ,X,X,O,X,O,O,X,O,X,X,X,X
SILJTZO,X,O,X,X,X,O,O,O,X,X,X,X
SILJTOZ,X,O,X,X,O,O,X,O,O,X,X,X
SILJZTO,O,O,O,X,X,O,O,O,X,X,X,X
SILJZOT,O,O,O,X,X,O,X,X,X,X,X,X
SILJOTZ,X,O,X,X,O,O,X,O,X,X,X,X
SILJOZT,X,O,X,X,O,O,X,X,X,X,X,X
SILZTJO,O,X,O,X,X,O,X,X,X,X,X,X
SILZTOJ,O,X,O,X,O,O,X,X,X,X,X,X
SILZJTO,O,X,O,X,X,O,O,O,X,X,X,X
SILZJOT,O,X,O,X,X,O,X,X,X,X,X,X
SILZOTJ,O,X,X,X,X,O,X,X,X,X,X,X
SILZOJT,O,X,O,X,O,X,X,X,X,X,X,X
SILOTJZ,X,X,X,X,O,O,X,X,X,X,X,X
SILOTZJ,X,X,X,X,O,O,X,X,X,X,X,X
SILOJTZ,X,O,X,X,O,O,X,O,X,X,X,X
SILOJZT,X,O,X,X,O,O,X,X,X,X,X,X
SILOZTJ,X,X,X,X,X,O,X,X,X,X,X,X
SILOZJT,X,X,O,X,O,O,X,X,X,X,X,X
SIJTLZO,O,O,O,X,X,O,O,O,X,X,X,O
SIJTLOZ,X,O,X,X,O,O,X,O,O,X,X,X
SIJTZLO,O,O,X,X,X,X,X,X,X,X,X,O
SIJTZOL,O,O,X,X,X,X,X,X,O,X,X,O
SIJTOLZ,O,O,O,X,O,X,X,O,O,X,X,X
SIJTOZL,O,X,X,X,O,X,X,X,O,X,X,O
SIJLTZO,X,O,X,X,X,O,O,O,X,X,X,O
SIJLTOZ,X,O,X,X,O,O,X,O,O,X,X,X
SIJLZTO,O,O,O,X,X,O,O,O,X,X,X,O
SIJLZOT,O,O,O,X,X,O,X,X,X,X,X,X
SIJLOTZ,X,O,X,X,O,O,X,O,X,X,X,X
SIJLOZT,X,O,X,X,O,O,X,X,X,X,X,X
SIJZTLO,O,X,X,X,X,X,X,X,X,X,X,O
SIJZTOL,O,X,X,X,X,X,X,X,O,X,X,O
SIJZLTO,O,O,X,X,X,X,X,X,X,X,X,O
SIJZLOT,O,O,X,X,X,X,X,X,X,X,X,X
SIJZOTL,X,X,X,X,X,X,X,X,X,X,O,O
SIJZOLT,O,X,X,X,X,X,X,X,X,X,O,X
SIJOTLZ,X,O,X,X,O,X,X,X,O,X,X,X
SIJOTZL,X,O,X,X,O,X,X,X,O,X,X,O
SIJOLTZ,X,O,X,X,O,X,X,X,X,X,X,X
SIJOLZT,X,O,X,X,O,X,X,X,X,X,X,X
SIJOZTL,X,O,X,X,X,X,X,X,X,X,O,O
SIJOZLT,O,O,X,X,O,X,X,X,X,X,O,X
SIZTLJO,O,X,O,X,X,X,X,O,X,X,X,X
SIZTLOJ,O,X,O,X,O,X,X,X,X,X,O,X
SIZTJLO,O,X,X,X,X,X,X,X,X,X,X,X
SIZTJOL,O,X,X,X,X,X,X,X,O,X,O,X
SIZTOLJ,O,X,O,X,O,X,X,O,X,X,O,X
SIZTOJL,O,X,X,X,O,X,X,X,O,X,O,X
SIZLTJO,O,X,O,X,X,X,X,X,X,X,X,X
SIZLTOJ,O,X,X,X,O,X,X,X,X,X,O,X
SIZLJTO,O,X,O,X,X,X,X,O,X,X,X,X
SIZLJOT,O,X,O,X,X,X,X,X,X,X,X,X
SIZLOTJ,O,X,X,X,X,X,X,X,X,X,O,X
SIZLOJT,O,X,O,X,O,X,X,X,X,X,O,X
SIZJTLO,O,X,X,X,X,X,X,X,X,X,X,X
SIZJTOL,O,X,X,X,X,X,X,X,O,X,O,X
SIZJLTO,O,X,X,X,X,X,X,X,X,X,X,X
SIZJLOT,O,X,X,X,X,X,X,X,X,X,X,X
SIZJOTL,X,X,X,X,X,X,X,X,X,X,O,X
SIZJOLT,O,X,X,X,X,X,X,X,X,X,O,X
SIZOTLJ,X,X,X,X,O,X,X,X,X,X,O,X
SIZOTJL,X,X,X,X,O,X,X,X,X,X,O,X
SIZOLTJ,O,X,X,X,X,X,X,X,X,X,O,X
SIZOLJT,O,X,X,X,O,X,X,X,X,X,O,X
SIZOJTL,X,X,X,X,X,X,X,X,X,X,O,X
SIZOJLT,O,X,X,X,O,X,X,X,X,X,O,X
SIOTLJZ,O,O,O,X,O,O,X,O,O,X,X,X
SIOTLZJ,X,X,O,X,O,O,X,O,X,X,X,X
SIOTJLZ,O,O,O,X,O,O,X,O,O,X,X,X
SIOTJZL,O,O,X,X,O,X,X,X,O,X,X,X
SIOTZLJ,O,O,O,X,O,X,X,O,X,X,X,X
SIOTZJL,O,O,X,X,O,X,X,X,O,X,X,X
SIOLTJZ,X,X,X,X,O,O,X,X,X,X,X,X
SIOLTZJ,X,X,X,X,O,O,X,X,X,X,X,X
SIOLJTZ,X,O,X,X,O,O,X,O,X,X,X,X
SIOLJZT,X,O,X,X,O,O,X,X,X,X,X,X
SIOLZTJ,X,X,X,X,X,O,X,X,X,X,X,X
SIOLZJT,X,X,O,X,O,O,X,X,X,X,X,X
SIOJTLZ,X,O,X,X,O,O,X,X,O,X,X,X
SIOJTZL,X,O,X,X,O,X,X,X,O,X,X,X
SIOJLTZ,X,O,X,X,O,O,X,X,X,X,X,X
SIOJLZT,X,O,X,X,O,O,X,X,X,X,X,X
SIOJZTL,X,O,X,X,X,X,X,X,X,X,O,X
SIOJZLT,O,O,X,X,O,X,X,X,X,X,O,X
SIOZTLJ,X,O,X,X,O,X,X,X,X,X,O,X
SIOZTJL,X,X,X,X,O,X,X,X,X,X,O,X
SIOZLTJ,O,O,X,X,X,X,X,X,X,X,O,X
SIOZLJT,O,O,X,X,O,X,X,X,X,X,O,X
SIOZJTL,X,O,X,X,X,X,X,X,X,X,O,X
SIOZJLT,O,O,X,X,O,X,X,X,X,X,O,X
SLTIJZO,O,O,O,X,X,O,O,O,X,X,X,X
SLTIJOZ,X,O,X,X,O,X,X,O,O,X,X,X
SLTIZJO,O,O,O,X,X,O,X,O,X,X,X,X
SLTIZOJ,O,O,O,X,O,O,X,X,X,X,X,X
SLTIOJZ,O,O,O,X,O,X,X,O,O,X,X,X
SLTIOZJ,X,X,O,X,O,O,X,O,X,X,X,X
SLTJIZO,O,O,O,X,X,O,X,O,X,X,X,X
SLTJIOZ,X,O,X,X,O,O,X,O,O,X,X,X
SLTJZIO,O,O,O,X,X,O,X,O,X,X,X,X
SLTJZOI,O,O,O,X,X,O,X,O,O,X,X,X
SLTJOIZ,O,O,O,X,O,O,X,O,O,X,X,X
SLTJOZI,O,O,O,X,O,O,X,O,O,X,X,X
SLTZIJO,O,O,O,X,X,O,X,O,X,X,X,X
SLTZIOJ,O,O,O,X,O,O,X,X,X,X,X,X
SLTZJIO,O,O,O,X,X,O,X,O,X,X,X,X
SLTZJOI,O,O,O,X,X,O,X,O,X,X,X,X
SLTZOIJ,O,O,O,X,O,O,X,O,X,X,X,X
SLTZOJI,O,O,O,X,O,O,X,O,X,X,X,X
SLTOIJZ,O,O,O,X,O,O,O,O,O,X,X,X
SLTOIZJ,X,X,O,X,O,O,X,O,X,X,X,X
SLTOJIZ,O,O,O,X,O,O,X,O,O,X,X,X
SLTOJZI,O,O,O,X,O,O,X,O,O,X,X,X
SLTOZIJ,X,O,O,X,O,O,X,O,X,X,X,X
SLTOZJI,X,O,O,X,O,O,X,O,X,X,X,X
SLITJZO,O,O,O,X,X,O,O,O,X,X,X,X
SLITJOZ,X,O,X,X,O,X,X,O,O,X,X,X
SLITZJO,O,O,O,X,X,O,X,O,X,X,X,X
SLITZOJ,O,O,O,X,O,O,X,X,X,X,X,X
SLITOJZ,O,O,O,X,O,X,X,O,O,X,X,X
SLITOZJ,X,X,O,X,O,O,X,O,X,X,X,X
SLIJTZO,X,O,X,X,X,O,O,O,X,X,X,X
SLIJTOZ,X,O,X,X,O,O,X,O,O,X,X,X
SLIJZTO,O,O,O,X,X,O,O,O,X,X,X,X
SLIJZOT,O,O,O,X,X,O,X,X,X,X,X,X
SLIJOTZ,X,O,X,X,O,O,X,O,X,X,X,X
SLIJOZT,X,O,X,X,O,O,X,X,X,X,X,X
SLIZTJO,O,X,O,X,X,O,X,X,X,X,X,X
SLIZTOJ,O,X,O,X,O,O,X,X,X,X,X,X
SLIZJTO,O,X,O,X,X,O,O,O,X,X,X,X
SLIZJOT,O,X,O,X,X,O,X,X,X,X,X,X
SLIZOTJ,O,X,X,X,X,O,X,X,X,X,X,X
SLIZOJT,O,X,O,X,O,X,X,X,X,X,X,X
SLIOTJZ,X,X,X,X,O,O,X,X,X,X,X,X
SLIOTZJ,X,X,X,X,O,O,X,X,X,X,X,X
SLIOJTZ,X,O,X,X,O,O,X,O,X,X,X,X
SLIOJZT,X,O,X,X,O,O,X,X,X,X,X,X
SLIOZTJ,X,X,X,X,X,O,X,X,X,X,X,X
SLIOZJT,X,X,O,X,O,O,X,X,X,X,X,X
SLJTIZO,O,O,O,X,X,O,X,O,X,X,X,O
SLJTIOZ,X,O,X,X,O,O,X,O,O,X,X,X
SLJTZIO,O,O,O,X,X,O,X,O,X,X,X,O
SLJTZOI,O,O,O,X,X,O,X,O,O,X,X,X
SLJTOIZ,O,O,O,X,O,O,X,O,O,X,X,X
SLJTOZI,O,O,O,X,O,O,X,O,O,X,X,X
SLJITZO,X,O,X,X,X,O,O,O,X,X,X,O
SLJITOZ,X,O,X,X,O,O,X,O,O,X,X,X
SLJIZTO,O,O,O,X,X,O,O,O,X,X,X,O
SLJIZOT,O,O,O,X,X,O,X,X,X,X,X,X
SLJIOTZ,X,O,X,X,O,O,X,O,X,X,X,X
SLJIOZT,X,O,X,X,O,O,X,X,X,X,X,X
SLJZTIO,O,O,O,X,X,O,X,O,X,X,X,X
SLJZTOI,O,O,O,X,X,O,X,O,O,X,X,X
SLJZITO,O,O,O,X,X,O,O,O,X,X,X,X
SLJZIOT,O,O,O,X,X,O,X,X,X,X,X,X
SLJZOTI,O,X,O,X,X,O,X,X,X,X,X,X
SLJZOIT,O,O,O,X,X,O,O,X,X,X,X,X
SLJOTIZ,X,O,X,X,O,O,X,O,O,X,X,X
SLJOTZI,X,O,X,X,X,O,X,O,O,X,X,X
SLJOITZ,X,O,X,X,O,O,O,O,X,X,X,X
SLJOIZT,X,O,X,X,O,O,O,X,X,X,X,X
SLJOZTI,X,O,X,X,X,O,X,X,X,X,X,X
SLJOZIT,X,O,X,X,O,O,O,X,X,X,X,X
SLZTIJO,O,O,O,X,X,O,X,O,X,X,X,X
SLZTIOJ,O,O,O,X,O,O,X,X,X,X,X,X
SLZTJIO,O,O,O,X,X,O,X,O,X,X,X,X
SLZTJOI,O,O,O,X,X,O,X,O,X,X,X,X
SLZTOIJ,O,O,O,X,O,O,X,O,X,X,X,X
SLZTOJI,O,O,O,X,O,O,X,O,X,X,X,X
SLZITJO,O,X,O,X,X,O,X,X,X,X,X,X
SLZITOJ,O,X,O,X,O,O,X,X,X,X,X,X
SLZIJTO,O,X,O,X,X,O,O,O,X,X,X,X
SLZIJOT,O,X,O,X,X,O,X,X,X,X,X,X
SLZIOTJ,O,X,X,X,X,O,X,X,X,X,X,X
SLZIOJT,O,X,O,X,O,X,X,X,X,X,X,X
SLZJTIO,O,O,O,X,X,O,X,O,X,X,X,X
SLZJTOI,O,O,O,X,X,O,X,O,X,X,X,X
SLZJITO,O,O,O,X,X,O,O,O,X,X,X,X
SLZJIOT,O,O,O,X,X,O,X,X,X,X,X,X
SLZJOTI,O,X,O,X,X,O,X,X,X,X,X,X
SLZJOIT,O,O,O,X,X,O,O,X,X,X,X,X
SLZOTIJ,O,X,O,X,X,O,X,X,X,X,X,X
SLZOTJI,O,X,O,X,X,O,X,X,X,X,X,X
SLZOITJ,O,X,X,X,X,O,X,X,X,X,X,X
SLZOIJT,O,X,O,X,O,O,O,X,X,X,X,X
SLZOJTI,O,X,O,X,X,O,X,X,X,X,X,X
SLZOJIT,O,O,O,X,O,O,O,X,X,X,X,X
SLOTIJZ,X,O,O,X,O,O,O,O,X,X,X,X
SLOTIZJ,X,X,O,X,O,O,X,O,X,X,X,X
SLOTJIZ,X,O,O,X,O,O,X,O,X,X,X,X
SLOTJZI,X,O,O,X,O,O,X,O,X,X,X,X
SLOTZIJ,X,O,O,X,O,O,X,O,X,X,X,X
SLOTZJI,X,O,O,X,O,O,X,O,X,X,X,X
SLOITJZ,X,X,X,X,O,O,O,X,X,X,X,X
SLOITZJ,X,X,X,X,O,O,X,X,X,X,X,X
SLOIJTZ,X,O,X,X,O,O,O,O,X,X,X,X
SLOIJZT,X,O,X,X,O,O,O,X,X,X,X,X
SLOIZTJ,X,X,X,X,X,O,X,X,X,X,X,X
SLOIZJT,X,X,O,X,O,O,O,X,X,X,X,X
SLOJTIZ,X,O,X,X,O,O,X,O,X,X,X,X
SLOJTZI,X,O,X,X,X,O,X,O,X,X,X,X
SLOJITZ,X,O,X,X,O,O,O,O,X,X,X,X
SLOJIZT,X,O,X,X,O,O,O,X,X,X,X,X
SLOJZTI,X,O,X,X,X,O,X,X,X,X,X,X
SLOJZIT,X,O,X,X,O,O,O,X,X,X,X,X
SLOZTIJ,X,O,O,X,X,O,X,X,X,X,X,X
SLOZTJI,X,O,O,X,X,O,X,X,X,X,X,X
SLOZITJ,X,O,X,X,X,O,X,X,X,X,X,X
SLOZIJT,X,O,O,X,O,O,O,X,X,X,X,X
SLOZJTI,X,O,O,X,X,O,X,X,X,X,X,X
SLOZJIT,X,O,O,X,O,O,O,X,X,X,X,X
SJTILZO,O,O,O,X,X,O,X,O,X,X,X,O
SJTILOZ,X,O,X,X,O,O,X,O,O,X,X,X
SJTIZLO,O,O,X,X,X,X,X,X,X,X,X,O
SJTIZOL,O,O,X,O,X,X,X,X,O,X,X,O
SJTIOLZ,O,O,O,O,O,X,X,O,O,X,X,X
SJTIOZL,O,X,X,O,O,X,X,X,O,X,X,O
SJTLIZO,O,O,O,X,X,O,X,O,X,X,X,O
SJTLIOZ,X,O,X,X,O,O,X,O,O,X,X,X
SJTLZIO,O,O,O,X,X,O,X,O,X,X,X,O
