sequence,v115@AhB8FeC8DeG8CeG8BeC8JeO/IvhFXbBxcBTeBlmBcs?BCsB,v115@AhB8FeC8DeG8CeG8BeC8Jex6IvhFXdBTeBifB+nBlm?B0rB,v115@AhB8FeC8DeG8CeG8BeC8Jex6IvhF0cBTeBifB+nBlm?BXsB,v115@AhB8FeC8DeG8CeG8BeC8JeO/IvhFXbBxcBTeBFiBSs?B0rB,v115@AhB8FeC8DeG8CeG8BeC8JeO/IvhFXbB0cBSjBxmBln?BzrB,v115@AhB8FeC8DeG8CeG8BeC8JeO/IvhFXbB5iBTeB0mBas?BlrB,v115@AhB8FeC8DeG8CeG8BeC8JeO/IvhFXbBlcBTeBxmBCs?BcsB,v115@AhB8FeC8DeG8CeG8BeC8JeO/IvhFXbBViBTeBxmBSs?B0rB
LIOSTJZ,X,X,X,O,X,X,O,O
LIOSTZJ,X,X,X,O,X,X,X,X
LIOSJTZ,X,O,O,O,O,X,O,X
LIOSJZT,O,O,X,O,O,O,O,X
LIOSZTJ,X,X,X,O,X,O,X,X
LIOSZJT,X,X,X,O,O,O,O,X
LIOZTJS,X,X,X,O,X,O,X,X
LIOZTSJ,X,X,X,O,X,O,X,X
LIOZJTS,X,O,O,O,X,O,O,X
LIOZJST,X,O,X,O,O,O,O,X
LIOZSTJ,X,X,X,O,X,O,X,X
LIOZSJT,X,X,X,O,O,O,O,X
LJTISZO,X,O,O,O,O,X,O,X
LJTISOZ,X,O,O,O,O,X,O,X
LJTIZSO,X,O,O,O,O,X,O,X
LJTIZOS,X,O,O,O,X,X,O,X
LJTIOSZ,X,O,O,O,O,X,O,X
LJTIOZS,X,O,O,O,O,X,O,X
LJTSIZO,X,O,O,O,O,X,O,X
LJTSIOZ,X,O,O,O,O,X,O,X
LJTSZIO,X,O,O,O,O,X,X,X
LJTSZOI,X,O,O,O,O,X,X,X
LJTSOIZ,X,O,O,O,X,X,O,X
LJTSOZI,X,O,O,O,O,X,X,X
LJTZISO,X,O,O,O,X,X,X,X
LJTZIOS,X,O,O,O,X,X,X,X
LJTZSIO,X,O,O,O,O,X,X,X
LJTZSOI,X,O,O,O,O,X,X,X
LJTZOIS,X,O,O,O,X,X,X,X
LJTZOSI,X,O,O,O,X,X,X,X
LJTOISZ,X,O,O,O,X,X,O,X
LJTOIZS,X,O,O,O,X,X,O,X
LJTOSIZ,X,O,O,O,X,X,O,X
LJTOSZI,X,O,O,O,O,X,X,X
LJTOZIS,X,O,O,O,X,X,X,X
LJTOZSI,X,O,O,O,O,X,X,X
LJITSZO,X,O,O,O,O,X,O,X
LJITSOZ,X,O,O,O,O,X,O,X
LJITZSO,X,O,O,O,O,X,O,X
LJITZOS,X,O,O,O,X,X,O,X
LJITOSZ,X,O,O,O,O,X,O,X
LJITOZS,X,O,O,O,O,X,O,X
LJISTZO,X,O,O,O,O,X,O,X
LJISTOZ,X,O,O,O,O,X,O,X
LJISZTO,X,X,X,O,O,O,O,X
LJISZOT,X,O,X,O,O,O,O,X
LJISOTZ,X,O,O,O,O,X,O,X
LJISOZT,O,O,X,O,O,O,O,X
LJIZTSO,X,O,O,O,O,O,O,X
LJIZTOS,X,O,O,O,X,O,O,X
LJIZSTO,X,X,X,O,O,O,O,X
LJIZSOT,X,O,X,O,O,O,O,X
LJIZOTS,X,O,O,O,O,O,O,X
LJIZOST,X,O,X,O,O,O,O,X
LJIOTSZ,X,O,O,O,O,X,O,X
LJIOTZS,X,O,O,O,O,X,O,X
LJIOSTZ,X,O,O,O,O,X,O,X
LJIOSZT,O,O,X,O,O,O,O,X
LJIOZTS,X,O,O,O,O,O,O,X
LJIOZST,X,O,X,O,O,O,O,X
LJSTIZO,X,O,O,O,O,X,O,X
LJSTIOZ,X,O,O,O,O,X,O,X
LJSTZIO,X,O,O,O,O,X,X,X
LJSTZOI,X,O,O,O,O,X,X,X
LJSTOIZ,X,O,O,O,X,X,O,X
LJSTOZI,X,O,O,O,O,X,X,X
LJSITZO,X,O,O,O,O,X,O,X
LJSITOZ,X,O,O,O,O,X,O,X
LJSIZTO,X,X,X,O,O,O,O,X
LJSIZOT,X,O,X,O,O,O,O,X
LJSIOTZ,X,O,O,O,O,X,O,X
LJSIOZT,O,O,X,O,O,O,O,X
LJSZTIO,O,X,X,O,O,X,X,X
LJSZTOI,O,X,X,O,O,X,X,X
LJSZITO,X,X,X,O,O,O,O,X
LJSZIOT,O,O,X,O,O,O,O,X
LJSZOTI,O,O,X,O,O,X,X,X
LJSZOIT,O,O,X,O,O,O,O,X
LJSOTIZ,X,O,O,O,X,X,O,X
LJSOTZI,X,O,O,O,O,X,X,X
LJSOITZ,X,O,O,O,O,X,O,X
LJSOIZT,O,O,X,O,O,O,O,X
LJSOZTI,O,O,X,O,O,X,X,X
LJSOZIT,O,O,X,O,O,O,O,X
LJZTISO,O,O,O,O,X,X,X,X
LJZTIOS,O,O,O,O,X,X,X,X
LJZTSIO,O,O,O,O,O,X,X,X
LJZTSOI,O,O,O,O,O,X,X,X
LJZTOIS,O,O,O,O,X,X,X,X
LJZTOSI,O,O,O,O,X,X,X,X
LJZITSO,X,O,O,O,O,O,O,X
LJZITOS,X,O,O,O,X,O,O,X
LJZISTO,X,X,X,O,O,O,O,X
LJZISOT,O,O,X,O,O,O,O,X
LJZIOTS,X,O,O,O,O,O,O,X
LJZIOST,O,O,X,O,O,O,O,X
LJZSTIO,O,X,X,O,O,X,X,X
LJZSTOI,O,X,X,O,O,X,X,X
LJZSITO,X,X,X,O,O,O,O,X
LJZSIOT,O,O,X,O,O,O,O,X
LJZSOTI,O,O,X,O,O,X,X,X
LJZSOIT,O,O,X,O,O,O,O,X
LJZOTIS,O,O,O,O,X,X,X,X
LJZOTSI,O,O,O,O,O,X,X,X
LJZOITS,X,O,O,O,X,O,O,X
LJZOIST,O,O,X,O,O,O,O,X
LJZOSTI,O,O,X,O,O,X,X,X
LJZOSIT,O,O,X,O,O,O,O,X
LJOTISZ,X,O,O,O,X,X,O,X
LJOTIZS,X,O,O,O,X,X,O,X
LJOTSIZ,X,O,O,O,X,X,O,X
LJOTSZI,X,O,O,O,O,X,X,X
LJOTZIS,X,O,O,O,X,X,X,X
LJOTZSI,X,O,O,O,O,X,X,X
LJOITSZ,X,O,O,O,O,X,O,X
LJOITZS,X,O,O,O,O,X,O,X
LJOISTZ,X,O,O,O,O,X,O,X
LJOISZT,O,O,X,O,O,O,O,X
LJOIZTS,X,O,O,O,O,O,O,X
LJOIZST,X,O,X,O,O,O,O,X
LJOSTIZ,X,O,O,O,X,X,O,X
LJOSTZI,X,O,O,O,O,X,X,X
LJOSITZ,X,O,O,O,O,X,O,X
LJOSIZT,O,O,X,O,O,O,O,X
LJOSZTI,O,O,X,O,O,X,X,X
LJOSZIT,O,O,X,O,O,O,O,X
LJOZTIS,O,O,O,O,X,X,X,X
LJOZTSI,O,O,O,O,O,X,X,X
LJOZITS,X,O,O,O,O,O,O,X
LJOZIST,O,O,X,O,O,O,O,X
LJOZSTI,O,O,X,O,O,X,X,X
LJOZSIT,O,O,X,O,O,O,O,X
LSTIJZO,X,O,O,O,O,X,O,X
LSTIJOZ,X,O,O,O,O,X,O,X
LSTIZJO,X,X,O,O,O,X,X,X
LSTIZOJ,X,X,X,O,X,X,X,X
LSTIOJZ,X,X,X,O,X,X,O,X
LSTIOZJ,X,X,X,O,X,X,X,X
LSTJIZO,X,O,O,O,O,X,O,X
LSTJIOZ,X,O,O,O,O,X,O,X
LSTJZIO,X,O,O,O,O,X,X,X
LSTJZOI,X,O,O,O,O,X,X,X
LSTJOIZ,X,O,O,O,X,X,O,X
LSTJOZI,X,O,O,O,O,X,X,X
LSTZIJO,X,X,O,O,X,X,X,X
LSTZIOJ,X,X,X,O,X,X,X,X
LSTZJIO,X,X,O,O,O,X,X,X
LSTZJOI,X,X,O,O,O,X,X,X
LSTZOIJ,X,X,X,O,X,X,X,X
LSTZOJI,X,X,X,O,X,X,X,X
LSTOIJZ,X,X,X,O,X,X,O,X
LSTOIZJ,X,X,X,O,X,X,X,X
LSTOJIZ,X,X,X,O,X,X,O,X
LSTOJZI,X,X,X,O,O,X,X,X
LSTOZIJ,X,X,X,O,X,X,X,X
LSTOZJI,X,X,X,O,O,X,X,X
LSITJZO,X,O,O,O,O,X,O,X
LSITJOZ,X,O,O,O,O,X,O,O
LSITZJO,X,X,O,O,O,X,X,X
LSITZOJ,X,X,X,O,X,X,X,X
LSITOJZ,X,X,X,O,X,X,O,O
LSITOZJ,X,X,X,O,X,X,X,X
LSIJTZO,X,O,O,O,O,X,O,X
LSIJTOZ,X,O,O,O,O,X,O,X
LSIJZTO,X,X,X,O,O,O,O,X
LSIJZOT,X,O,X,O,O,O,O,X
LSIJOTZ,X,O,O,O,O,X,O,X
LSIJOZT,O,O,X,O,O,O,O,X
LSIZTJO,X,X,X,O,O,O,X,X
LSIZTOJ,X,X,X,O,X,O,X,X
LSIZJTO,X,X,X,O,O,O,O,X
LSIZJOT,X,X,X,O,O,O,O,X
LSIZOTJ,X,X,X,O,X,O,X,X
LSIZOJT,X,X,X,O,O,O,O,X
LSIOTJZ,X,X,X,O,X,X,O,O
LSIOTZJ,X,X,X,O,X,X,X,X
LSIOJTZ,X,O,O,O,O,X,O,X
LSIOJZT,O,O,X,O,O,O,O,X
LSIOZTJ,X,X,X,O,X,O,X,X
LSIOZJT,X,X,X,O,O,O,O,X
LSJTIZO,X,O,O,O,O,X,O,X
LSJTIOZ,X,O,O,O,O,X,O,X
LSJTZIO,X,O,O,O,O,X,X,X
LSJTZOI,X,O,O,O,O,X,X,X
LSJTOIZ,X,O,O,O,X,X,O,X
LSJTOZI,X,O,O,O,O,X,X,X
LSJITZO,X,O,O,O,O,X,O,X
LSJITOZ,X,O,O,O,O,X,O,X
LSJIZTO,X,X,X,O,O,O,O,X
LSJIZOT,X,O,X,O,O,O,O,X
LSJIOTZ,X,O,O,O,O,X,O,X
LSJIOZT,O,O,X,O,O,O,O,X
LSJZTIO,O,X,X,O,O,X,X,X
LSJZTOI,O,X,X,O,O,X,X,X
LSJZITO,X,X,X,O,O,O,O,X
LSJZIOT,O,O,X,O,O,O,O,X
LSJZOTI,O,O,X,O,O,X,X,X
LSJZOIT,O,O,X,O,O,O,O,X
LSJOTIZ,X,O,O,O,X,X,O,X
LSJOTZI,X,O,O,O,O,X,X,X
LSJOITZ,X,O,O,O,O,X,O,X
LSJOIZT,O,O,X,O,O,O,O,X
LSJOZTI,O,O,X,O,O,X,X,X
LSJOZIT,O,O,X,O,O,O,O,X
LSZTIJO,O,X,X,O,X,X,X,X
LSZTIOJ,O,X,X,O,X,X,X,X
LSZTJIO,O,X,X,O,O,X,X,X
LSZTJOI,O,X,X,O,O,X,X,X
LSZTOIJ,O,X,X,O,X,X,X,X
LSZTOJI,O,X,X,O,X,X,X,X
LSZITJO,X,X,X,O,O,O,X,X
LSZITOJ,X,X,X,O,X,O,X,X
LSZIJTO,X,X,X,O,O,O,O,X
LSZIJOT,O,X,X,O,O,O,O,X
LSZIOTJ,X,X,X,O,X,O,X,X
LSZIOJT,O,X,X,O,O,O,O,X
LSZJTIO,O,X,X,O,O,X,X,X
LSZJTOI,O,X,X,O,O,X,X,X
LSZJITO,X,X,X,O,O,O,O,X
LSZJIOT,O,X,X,O,O,O,O,X
LSZJOTI,O,X,X,O,O,X,X,X
LSZJOIT,O,X,X,O,O,O,O,X
LSZOTIJ,O,X,X,O,X,X,X,X
LSZOTJI,O,X,X,O,O,X,X,X
LSZOITJ,X,X,X,O,X,O,X,X
LSZOIJT,O,X,X,O,O,O,O,X
LSZOJTI,O,X,X,O,O,X,X,X
LSZOJIT,O,X,X,O,O,O,O,X
LSOTIJZ,X,X,X,O,X,X,O,X
LSOTIZJ,X,X,X,O,X,X,X,X
LSOTJIZ,X,X,X,O,X,X,O,X
LSOTJZI,X,X,X,O,O,X,X,X
LSOTZIJ,X,X,X,O,X,X,X,X
LSOTZJI,X,X,X,O,O,X,X,X
LSOITJZ,X,X,X,O,O,X,O,O
LSOITZJ,X,X,X,O,O,X,X,X
LSOIJTZ,X,O,O,O,O,X,O,X
LSOIJZT,O,O,X,O,O,O,O,X
LSOIZTJ,X,X,X,O,O,O,X,X
LSOIZJT,X,X,X,O,O,O,O,X
LSOJTIZ,X,O,O,O,X,X,O,X
LSOJTZI,X,O,O,O,O,X,X,X
LSOJITZ,X,O,O,O,O,X,O,X
LSOJIZT,O,O,X,O,O,O,O,X
LSOJZTI,O,O,X,O,O,X,X,X
LSOJZIT,O,O,X,O,O,O,O,X
LSOZTIJ,O,X,X,O,X,X,X,X
LSOZTJI,O,X,X,O,O,X,X,X
LSOZITJ,X,X,X,O,O,O,X,X
LSOZIJT,O,X,X,O,O,O,O,X
LSOZJTI,O,X,X,O,O,X,X,X
LSOZJIT,O,X,X,O,O,O,O,X
LZTIJSO,O,O,O,O,X,X,X,X
LZTIJOS,O,O,O,O,X,X,X,X
LZTISJO,O,X,O,O,X,X,X,X
LZTISOJ,O,X,X,O,X,X,X,X
LZTIOJS,O,X,O,O,X,X,X,X
LZTIOSJ,O,X,X,O,X,X,X,X
LZTJISO,O,O,O,O,X,X,X,X
LZTJIOS,O,O,O,O,X,X,X,X
LZTJSIO,O,O,O,O,O,X,X,X
LZTJSOI,O,O,O,O,O,X,X,X
LZTJOIS,O,O,O,O,X,X,X,X
LZTJOSI,O,O,O,O,X,X,X,X
LZTSIJO,O,X,O,O,X,X,X,X
LZTSIOJ,O,X,X,O,X,X,X,X
LZTSJIO,O,X,O,O,O,X,X,X
LZTSJOI,O,X,O,O,O,X,X,X
LZTSOIJ,O,X,X,O,X,X,X,X
LZTSOJI,O,X,X,O,X,X,X,X
LZTOIJS,O,X,O,O,X,X,X,X
LZTOISJ,O,X,X,O,X,X,X,X
LZTOJIS,O,X,O,O,X,X,X,X
LZTOJSI,O,X,O,O,X,X,X,X
LZTOSIJ,O,X,X,O,X,X,X,X
LZTOSJI,O,X,X,O,X,X,X,X
LZITJSO,X,O,O,O,O,O,X,X
LZITJOS,X,O,O,O,X,O,X,X
LZITSJO,X,X,O,O,O,O,X,X
LZITSOJ,X,X,X,O,X,O,X,X
LZITOJS,X,X,O,O,X,O,X,X
LZITOSJ,X,X,X,O,X,O,X,X
LZIJTSO,X,O,O,O,O,O,O,X
LZIJTOS,X,O,O,O,X,O,O,X
LZIJSTO,X,X,X,O,O,O,O,X
LZIJSOT,O,O,X,O,O,O,O,X
LZIJOTS,X,O,O,O,O,O,O,X
LZIJOST,O,O,X,O,O,O,O,X
LZISTJO,X,X,X,O,O,O,X,X
LZISTOJ,X,X,X,O,X,O,X,X
LZISJTO,X,X,X,O,O,O,O,X
LZISJOT,O,X,X,O,O,O,O,X
LZISOTJ,X,X,X,O,X,O,X,X
LZISOJT,O,X,X,O,O,O,O,X
LZIOTJS,X,X,X,O,X,O,X,X
LZIOTSJ,X,X,X,O,X,O,X,X
LZIOJTS,X,O,O,O,X,O,O,X
LZIOJST,O,O,X,O,O,O,O,X
LZIOSTJ,X,X,X,O,X,O,X,X
LZIOSJT,O,X,X,O,O,O,O,X
LZJTISO,O,O,O,O,X,X,X,X
LZJTIOS,O,O,O,O,X,X,X,X
LZJTSIO,O,O,O,O,O,X,X,X
LZJTSOI,O,O,O,O,O,X,X,X
LZJTOIS,O,O,O,O,X,X,X,X
LZJTOSI,O,O,O,O,X,X,X,X
LZJITSO,X,O,O,O,O,O,O,X
LZJITOS,X,O,O,O,X,O,O,X
LZJISTO,X,X,X,O,O,O,O,X
LZJISOT,O,O,X,O,O,O,O,X
LZJIOTS,X,O,O,O,O,O,O,X
LZJIOST,O,O,X,O,O,O,O,X
LZJSTIO,O,X,X,O,O,X,X,X
LZJSTOI,O,X,X,O,O,X,X,X
LZJSITO,X,X,X,O,O,O,O,X
LZJSIOT,O,O,X,O,O,O,O,X
LZJSOTI,O,O,X,O,O,X,X,X
LZJSOIT,O,O,X,O,O,O,O,X
LZJOTIS,O,O,O,O,X,X,X,X
LZJOTSI,O,O,O,O,O,X,X,X
LZJOITS,X,O,O,O,X,O,O,X
LZJOIST,O,O,X,O,O,O,O,X
LZJOSTI,O,O,X,O,O,X,X,X
LZJOSIT,O,O,X,O,O,O,O,X
LZSTIJO,O,X,X,O,X,X,X,X
LZSTIOJ,O,X,X,O,X,X,X,X
LZSTJIO,O,X,X,O,O,X,X,X
LZSTJOI,O,X,X,O,O,X,X,X
LZSTOIJ,O,X,X,O,X,X,X,X
LZSTOJI,O,X,X,O,X,X,X,X
LZSITJO,X,X,X,O,O,O,X,X
LZSITOJ,X,X,X,O,X,O,X,X
LZSIJTO,X,X,X,O,O,O,O,X
LZSIJOT,O,X,X,O,O,O,O,X
LZSIOTJ,X,X,X,O,X,O,X,X
LZSIOJT,O,X,X,O,O,O,O,X
LZSJTIO,O,X,X,O,O,X,X,X
LZSJTOI,O,X,X,O,O,X,X,X
LZSJITO,X,X,X,O,O,O,O,X
LZSJIOT,O,X,X,O,O,O,O,X
LZSJOTI,O,X,X,O,O,X,X,X
LZSJOIT,O,X,X,O,O,O,O,X
LZSOTIJ,O,X,X,O,X,X,X,X
LZSOTJI,O,X,X,O,O,X,X,X
LZSOITJ,X,X,X,O,X,O,X,X
LZSOIJT,O,X,X,O,O,O,O,X
LZSOJTI,O,X,X,O,O,X,X,X
LZSOJIT,O,X,X,O,O,O,O,X
LZOTIJS,O,X,X,O,X,X,X,X
LZOTISJ,O,X,X,O,X,X,X,X
LZOTJIS,O,X,X,O,X,X,X,X
LZOTJSI,O,X,X,O,O,X,X,X
LZOTSIJ,O,X,X,O,X,X,X,X
LZOTSJI,O,X,X,O,O,X,X,X
LZOITJS,X,X,X,O,X,O,X,X
LZOITSJ,X,X,X,O,X,O,X,X
LZOIJTS,X,O,O,O,X,O,O,X
LZOIJST,O,O,X,O,O,O,O,X
LZOISTJ,X,X,X,O,X,O,X,X
LZOISJT,O,X,X,O,O,O,O,X
LZOJTIS,O,O,O,O,X,X,X,X
LZOJTSI,O,O,O,O,O,X,X,X
LZOJITS,X,O,O,O,X,O,O,X
LZOJIST,O,O,X,O,O,O,O,X
LZOJSTI,O,O,X,O,O,X,X,X
LZOJSIT,O,O,X,O,O,O,O,X
LZOSTIJ,O,X,X,O,X,X,X,X
LZOSTJI,O,X,X,O,O,X,X,X
LZOSITJ,X,X,X,O,X,O,X,X
LZOSIJT,O,X,X,O,O,O,O,X
LZOSJTI,O,X,X,O,O,X,X,X
LZOSJIT,O,X,X,O,O,O,O,X
LOTIJSZ,X,O,O,O,X,X,O,X
LOTIJZS,X,O,O,O,X,X,O,X
LOTISJZ,X,X,X,O,X,X,O,X
LOTISZJ,X,X,X,O,X,X,X,X
LOTIZJS,X,X,O,O,X,X,X,X
LOTIZSJ,X,X,X,O,X,X,X,X
LOTJISZ,X,O,O,O,X,X,O,X
LOTJIZS,X,O,O,O,X,X,O,X
LOTJSIZ,X,O,O,O,X,X,O,X
LOTJSZI,X,O,O,O,O,X,X,X
LOTJZIS,X,O,O,O,X,X,X,X
LOTJZSI,X,O,O,O,O,X,X,X
LOTSIJZ,X,X,X,O,X,X,O,X
LOTSIZJ,X,X,X,O,X,X,X,X
LOTSJIZ,X,X,X,O,X,X,O,X
LOTSJZI,X,X,X,O,O,X,X,X
LOTSZIJ,X,X,X,O,X,X,X,X
LOTSZJI,X,X,X,O,O,X,X,X
LOTZIJS,X,X,O,O,X,X,X,X
LOTZISJ,X,X,X,O,X,X,X,X
LOTZJIS,X,X,O,O,X,X,X,X
LOTZJSI,X,X,O,O,O,X,X,X
LOTZSIJ,X,X,X,O,X,X,X,X
LOTZSJI,X,X,X,O,O,X,X,X
LOITJSZ,X,O,O,O,O,X,O,O
LOITJZS,X,O,O,O,O,X,O,X
LOITSJZ,X,X,X,O,O,X,O,O
LOITSZJ,X,X,X,O,O,X,X,X
LOITZJS,X,X,O,O,O,X,X,X
LOITZSJ,X,X,X,O,O,X,X,X
LOIJTSZ,X,O,O,O,O,X,O,X
LOIJTZS,X,O,O,O,O,X,O,X
LOIJSTZ,X,O,O,O,O,X,O,X
LOIJSZT,O,O,X,O,O,O,O,X
LOIJZTS,X,O,O,O,O,O,O,X
LOIJZST,X,O,X,O,O,O,O,X
LOISTJZ,X,X,X,O,O,X,O,O
LOISTZJ,X,X,X,O,O,X,X,X
LOISJTZ,X,O,O,O,O,X,O,X
LOISJZT,O,O,X,O,O,O,O,X
LOISZTJ,X,X,X,O,O,O,X,X
LOISZJT,X,X,X,O,O,O,O,X
LOIZTJS,X,X,X,O,O,O,X,X
LOIZTSJ,X,X,X,O,O,O,X,X
LOIZJTS,X,O,O,O,O,O,O,X
LOIZJST,X,O,X,O,O,O,O,X
LOIZSTJ,X,X,X,O,O,O,X,X
LOIZSJT,X,X,X,O,O,O,O,X
LOJTISZ,X,O,O,O,X,X,O,X
LOJTIZS,X,O,O,O,X,X,O,X
LOJTSIZ,X,O,O,O,X,X,O,X
LOJTSZI,X,O,O,O,O,X,X,X
LOJTZIS,X,O,O,O,X,X,X,X
LOJTZSI,X,O,O,O,O,X,X,X
LOJITSZ,X,O,O,O,O,X,O,X
LOJITZS,X,O,O,O,O,X,O,X
LOJISTZ,X,O,O,O,O,X,O,X
LOJISZT,O,O,X,O,O,O,O,X
LOJIZTS,X,O,O,O,O,O,O,X
LOJIZST,X,O,X,O,O,O,O,X
LOJSTIZ,X,O,O,O,X,X,O,X
LOJSTZI,X,O,O,O,O,X,X,X
LOJSITZ,X,O,O,O,O,X,O,X
LOJSIZT,O,O,X,O,O,O,O,X
LOJSZTI,O,O,X,O,O,X,X,X
LOJSZIT,O,O,X,O,O,O,O,X
LOJZTIS,O,O,O,O,X,X,X,X
LOJZTSI,O,O,O,O,O,X,X,X
LOJZITS,X,O,O,O,O,O,O,X
LOJZIST,O,O,X,O,O,O,O,X
LOJZSTI,O,O,X,O,O,X,X,X
LOJZSIT,O,O,X,O,O,O,O,X
LOSTIJZ,X,X,X,O,X,X,O,X
LOSTIZJ,X,X,X,O,X,X,X,X
LOSTJIZ,X,X,X,O,X,X,O,X
LOSTJZI,X,X,X,O,O,X,X,X
LOSTZIJ,X,X,X,O,X,X,X,X
LOSTZJI,X,X,X,O,O,X,X,X
LOSITJZ,X,X,X,O,O,X,O,O
LOSITZJ,X,X,X,O,O,X,X,X
LOSIJTZ,X,O,O,O,O,X,O,X
LOSIJZT,O,O,X,O,O,O,O,X
LOSIZTJ,X,X,X,O,O,O,X,X
LOSIZJT,X,X,X,O,O,O,O,X
LOSJTIZ,X,O,O,O,X,X,O,X
LOSJTZI,X,O,O,O,O,X,X,X
LOSJITZ,X,O,O,O,O,X,O,X
LOSJIZT,O,O,X,O,O,O,O,X
LOSJZTI,O,O,X,O,O,X,X,X
LOSJZIT,O,O,X,O,O,O,O,X
LOSZTIJ,O,X,X,O,X,X,X,X
LOSZTJI,O,X,X,O,O,X,X,X
LOSZITJ,X,X,X,O,O,O,X,X
LOSZIJT,O,X,X,O,O,O,O,X
LOSZJTI,O,X,X,O,O,X,X,X
LOSZJIT,O,X,X,O,O,O,O,X
LOZTIJS,O,X,X,O,X,X,X,X
LOZTISJ,O,X,X,O,X,X,X,X
LOZTJIS,O,X,X,O,X,X,X,X
LOZTJSI,O,X,X,O,O,X,X,X
LOZTSIJ,O,X,X,O,X,X,X,X
LOZTSJI,O,X,X,O,O,X,X,X
LOZITJS,X,X,X,O,O,O,X,X
LOZITSJ,X,X,X,O,O,O,X,X
LOZIJTS,X,O,O,O,O,O,O,X
LOZIJST,O,O,X,O,O,O,O,X
LOZISTJ,X,X,X,O,O,O,X,X
LOZISJT,O,X,X,O,O,O,O,X
LOZJTIS,O,O,O,O,X,X,X,X
LOZJTSI,O,O,O,O,O,X,X,X
LOZJITS,X,O,O,O,O,O,O,X
LOZJIST,O,O,X,O,O,O,O,X
LOZJSTI,O,O,X,O,O,X,X,X
LOZJSIT,O,O,X,O,O,O,O,X
LOZSTIJ,O,X,X,O,X,X,X,X
LOZSTJI,O,X,X,O,O,X,X,X
LOZSITJ,X,X,X,O,O,O,X,X
LOZSIJT,O,X,X,O,O,O,O,X
LOZSJTI,O,X,X,O,O,X,X,X
LOZSJIT,O,X,X,O,O,O,O,X
JTILSZO,X,O,O,X,O,X,O,X
JTILSOZ,X,O,O,O,O,X,O,X
JTILZSO,X,O,O,X,O,X,O,X
JTILZOS,X,O,O,X,X,X,O,X
JTILOSZ,X,O,O,O,O,X,O,X
JTILOZS,X,O,O,X,O,X,O,X
JTISLZO,X,O,X,X,O,X,O,X
JTISLOZ,X,O,X,O,O,X,O,X
JTISZLO,X,X,X,X,O,O,X,X
JTISZOL,X,X,X,X,X,O,X,X
JTISOLZ,X,O,X,O,O,X,O,X
JTISOZL,O,X,X,X,O,O,X,X
JTIZLSO,X,X,O,X,O,O,X,X
JTIZLOS,X,X,O,X,X,O,X,X
JTIZSLO,X,X,X,X,O,O,X,X
JTIZSOL,X,X,X,X,X,O,X,X
JTIZOLS,X,X,O,X,X,O,X,X
JTIZOSL,X,X,X,X,X,O,X,X
JTIOLSZ,X,O,O,X,O,X,O,X
JTIOLZS,X,O,O,X,O,X,O,X
JTIOSLZ,X,O,X,O,O,X,O,X
JTIOSZL,O,X,X,X,O,O,X,X
JTIOZLS,X,X,O,X,O,O,X,X
JTIOZSL,X,X,X,X,O,O,X,X
JTLISZO,X,O,O,O,O,X,O,X
JTLISOZ,X,O,O,O,O,X,O,X
JTLIZSO,X,O,O,O,O,X,O,X
JTLIZOS,X,O,O,O,X,X,O,X
JTLIOSZ,X,O,O,O,O,X,O,X
JTLIOZS,X,O,O,O,O,X,O,X
JTLSIZO,X,O,O,O,O,X,O,X
JTLSIOZ,X,O,O,O,O,X,O,X
JTLSZIO,X,O,O,O,O,X,X,X
JTLSZOI,X,O,O,O,O,X,X,X
JTLSOIZ,X,O,O,O,X,X,O,X
JTLSOZI,X,O,O,O,O,X,X,X
JTLZISO,X,O,O,O,X,X,X,X
JTLZIOS,X,O,O,O,X,X,X,X
JTLZSIO,X,O,O,O,O,X,X,X
JTLZSOI,X,O,O,O,O,X,X,X
JTLZOIS,X,O,O,O,X,X,X,X
JTLZOSI,X,O,O,O,X,X,X,X
JTLOISZ,X,O,O,O,X,X,O,X
JTLOIZS,X,O,O,O,X,X,O,X
JTLOSIZ,X,O,O,O,X,X,O,X
JTLOSZI,X,O,O,O,O,X,X,X
JTLOZIS,X,O,O,O,X,X,X,X
JTLOZSI,X,O,O,O,O,X,X,X
JTSILZO,X,O,X,X,O,X,O,X
JTSILOZ,X,O,X,O,O,X,O,X
JTSIZLO,X,X,X,X,O,O,X,X
JTSIZOL,X,X,X,X,X,O,X,X
JTSIOLZ,X,O,X,O,O,X,O,X
JTSIOZL,O,X,X,X,O,O,X,X
JTSLIZO,X,O,O,O,O,X,O,X
JTSLIOZ,X,O,O,O,O,X,O,X
JTSLZIO,X,O,O,O,O,X,X,X
JTSLZOI,X,O,O,O,O,X,X,X
JTSLOIZ,X,O,O,O,X,X,O,X
JTSLOZI,X,O,O,O,O,X,X,X
JTSZILO,O,X,X,X,O,O,X,X
JTSZIOL,O,X,X,X,X,O,X,X
JTSZLIO,O,O,O,X,O,X,X,X
JTSZLOI,O,O,O,X,O,X,X,X
JTSZOIL,O,X,X,X,X,O,X,X
JTSZOLI,O,O,O,X,X,X,X,X
JTSOILZ,X,O,X,O,O,X,O,X
JTSOIZL,O,X,X,X,O,O,X,X
JTSOLIZ,X,O,O,O,X,X,O,X
JTSOLZI,X,O,O,O,O,X,X,X
JTSOZIL,O,X,X,X,O,O,X,X
JTSOZLI,O,O,O,X,O,X,X,X
JTZILSO,O,X,O,X,O,O,X,X
JTZILOS,O,X,O,X,X,O,X,X
