sequence,v115@6gC8HeC8GeD8BeB8CeH8AeB8Jex6IvhFygBuhB0fBT?iB3lBlsB,v115@6gC8HeC8GeD8BeB8CeH8AeB8Je//IvhFRbBUdBKlBz?gBWnBlsB,v115@6gC8HeC8GeD8BeB8CeH8AeB8Je//IvhFRbBmgBCiBU?iBTlBlsB,v115@6gC8HeC8GeD8BeB8CeH8AeB8Je//IvhFRbBzcBOlB8?lBSnBlsB,v115@6gC8HeC8GeD8BeB8CeH8AeB8JeT6IvhFibBUdBWnBR?lB3lBlsB,v115@6gC8HeC8GeD8BeB8CeH8AeB8Jem7IvhFzcBxfBSnB0?fB3lBlsB,v115@6gC8HeC8GeD8BeB8CeH8AeB8JeT6IvhFegBUdBChBx?mB3lBlsB,v115@6gC8HeC8GeD8BeB8CeH8AeB8Je2/IvhFRbBqhB/iBz?gBUlBlsB,v115@6gC8HeC8GeD8BeB8CeH8AeB8Je2/IvhFRbBChBTiB3?hBUlBlsB,v115@6gC8HeC8GeD8BeB8CeH8AeB8Jex6IvhFmcB0fBXhBS?nBTlBlsB,v115@6gC8HeC8GeD8BeB8CeH8AeB8JeT6IvhF2gBCiBUiBR?lB3lBlsB,v115@6gC8HeC8GeD8BeB8CeH8AeB8Jem6IvhFRcB0fBSmBT?iB3lBlsB,v115@6gC8HeC8GeD8BeB8CeH8AeB8Jei6IvhFzfBWmBxhBU?iB3lBlsB,v115@6gC8HeC8GeD8BeB8CeH8AeB8Je2/IvhFzbBqhB/iBR?lBUlBlsB,v115@6gC8HeC8GeD8BeB8CeH8AeB8JeT6IvhFqhB/iBRlBO?lB8lBlsB,v115@6gC8HeC8GeD8BeB8CeH8AeB8Jem8IvhFxfBXhBSnB0?fBTlBlsB
LITJOSZ,X,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X
LITJOZS,X,O,X,X,O,O,O,X,X,X,O,X,X,X,X,X
LITSJZO,X,O,X,X,O,X,X,X,X,X,X,X,X,O,O,O
LITSJOZ,X,O,X,X,O,O,X,X,X,X,O,X,X,O,O,O
LITSZJO,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O,O
LITSZOJ,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X
LITSOJZ,X,O,X,X,O,O,X,X,X,X,O,X,X,O,O,O
LITSOZJ,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X
LITZJSO,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LITZJOS,X,X,X,X,O,O,O,X,X,X,O,O,X,X,X,X
LITZSJO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LITZSOJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LITZOJS,X,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X
LITZOSJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LITOJSZ,X,O,X,X,O,O,X,X,X,X,O,X,O,X,X,X
LITOJZS,X,O,X,X,O,O,O,X,X,X,O,X,O,X,X,X
LITOSJZ,X,O,X,X,O,O,X,X,X,X,O,X,X,X,O,O
LITOSZJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LITOZJS,X,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X
LITOZSJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJTSZO,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
LIJTSOZ,X,X,X,X,O,O,X,X,X,X,O,X,X,O,X,X
LIJTZSO,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIJTZOS,X,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X
LIJTOSZ,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X
LIJTOZS,X,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X
LIJSTZO,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O
LIJSTOZ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIJSZTO,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,O
LIJSZOT,X,O,O,X,O,X,O,X,X,O,X,X,X,X,X,O
LIJSOTZ,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LIJSOZT,X,O,O,X,O,O,O,X,X,X,O,X,X,X,X,O
LIJZTSO,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X
LIJZTOS,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X
LIJZSTO,X,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X
LIJZSOT,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X
LIJZOTS,X,X,X,X,O,O,O,X,X,X,O,O,X,X,X,X
LIJZOST,X,O,X,X,O,O,O,X,X,O,O,X,X,X,X,X
LIJOTSZ,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
LIJOTZS,X,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X
LIJOSTZ,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIJOSZT,X,O,X,X,O,O,O,X,X,X,O,X,X,X,X,X
LIJOZTS,X,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X
LIJOZST,X,O,X,X,O,O,O,X,X,X,O,X,X,X,X,X
LISTJZO,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O
LISTJOZ,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LISTZJO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISTZOJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISTOJZ,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LISTOZJ,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LISJTZO,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
LISJTOZ,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LISJZTO,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O
LISJZOT,X,O,O,X,O,O,O,X,X,O,X,X,X,X,X,O
LISJOTZ,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LISJOZT,X,O,O,O,O,O,O,X,X,X,O,X,X,X,X,O
LISZTJO,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LISZTOJ,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LISZJTO,X,O,X,O,X,X,X,X,X,O,X,O,X,X,X,O
LISZJOT,X,O,X,O,X,O,O,X,X,O,X,X,X,X,X,O
LISZOTJ,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X
LISZOJT,X,O,X,O,X,O,O,X,X,O,X,X,X,X,X,X
LISOTJZ,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LISOTZJ,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LISOJTZ,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LISOJZT,X,O,O,O,O,O,O,X,X,X,O,X,X,X,X,O
LISOZTJ,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LISOZJT,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X
LIZTJSO,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X
LIZTJOS,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X
LIZTSJO,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LIZTSOJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZTOJS,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LIZTOSJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZJTSO,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X
LIZJTOS,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X
LIZJSTO,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X
LIZJSOT,X,X,X,O,O,X,O,X,X,O,X,X,X,X,X,X
LIZJOTS,X,X,X,X,O,O,O,X,X,X,O,O,X,X,X,X
LIZJOST,X,X,X,O,O,O,O,X,X,O,O,X,X,X,X,X
LIZSTJO,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LIZSTOJ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LIZSJTO,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,O
LIZSJOT,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,O
LIZSOTJ,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
LIZSOJT,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X
LIZOTJS,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LIZOTSJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZOJTS,X,X,X,X,O,O,O,X,X,X,O,O,X,X,X,X
LIZOJST,X,X,X,O,O,O,O,X,X,O,O,X,X,X,X,X
LIZOSTJ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LIZOSJT,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X
LIOTJSZ,X,O,X,X,O,X,X,X,X,X,O,X,O,X,X,X
LIOTJZS,X,O,X,X,O,O,O,X,X,X,O,X,O,X,X,X
LIOTSJZ,X,O,X,X,O,X,X,X,X,X,O,X,X,X,O,X
LIOTSZJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LIOTZJS,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
LIOTZSJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOJTSZ,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X
LIOJTZS,X,X,X,X,O,O,O,X,X,X,O,X,O,X,X,X
LIOJSTZ,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LIOJSZT,X,O,O,X,O,O,O,X,X,X,O,X,O,X,X,X
LIOJZTS,X,X,X,X,O,O,O,X,X,X,O,X,O,X,X,X
LIOJZST,X,O,X,X,O,O,O,X,X,X,O,X,O,X,X,X
LIOSTJZ,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LIOSTZJ,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOSJTZ,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LIOSJZT,X,O,O,O,O,O,O,X,X,X,O,X,X,X,X,O
LIOSZTJ,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOSZJT,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X
LIOZTJS,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LIOZTSJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOZJTS,X,X,X,X,O,O,O,X,X,X,O,O,X,X,X,X
LIOZJST,X,X,X,O,O,O,O,X,X,X,O,X,X,X,X,X
LIOZSTJ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOZSJT,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
LJTISZO,X,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X
LJTISOZ,X,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X
LJTIZSO,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJTIZOS,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X
LJTIOSZ,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X
LJTIOZS,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X
LJTSIZO,X,O,O,X,X,X,X,O,X,X,X,X,X,O,X,O
LJTSIOZ,X,O,O,X,X,X,X,O,X,X,X,X,X,O,X,X
LJTSZIO,X,O,O,X,X,X,X,O,X,O,X,X,X,O,X,X
LJTSZOI,X,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X
LJTSOIZ,X,O,O,X,X,X,X,O,X,X,X,X,X,O,X,X
LJTSOZI,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LJTZISO,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJTZIOS,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJTZSIO,X,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X
LJTZSOI,X,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X
LJTZOIS,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJTZOSI,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X
LJTOISZ,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X
LJTOIZS,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X
LJTOSIZ,X,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X
LJTOSZI,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LJTOZIS,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X
LJTOZSI,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJITSZO,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LJITSOZ,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LJITZSO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJITZOS,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
LJITOSZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJITOZS,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X
LJISTZO,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O
LJISTOZ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJISZTO,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,O
LJISZOT,X,O,O,X,O,X,O,X,X,O,X,X,X,X,X,O
LJISOTZ,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LJISOZT,X,O,O,X,O,O,O,X,X,X,O,X,X,X,X,O
LJIZTSO,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X
LJIZTOS,X,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X
LJIZSTO,X,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X
LJIZSOT,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X
LJIZOTS,X,X,X,X,X,O,O,X,X,X,O,O,X,X,X,X
LJIZOST,X,O,X,X,O,O,O,X,X,O,O,X,X,X,X,X
LJIOTSZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJIOTZS,X,X,X,X,X,O,O,X,X,X,O,X,O,X,X,X
LJIOSTZ,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJIOSZT,X,O,X,X,O,O,O,X,X,X,O,X,O,X,X,X
LJIOZTS,X,X,X,X,X,O,O,X,X,X,O,X,O,X,X,X
LJIOZST,X,O,X,X,O,O,O,X,X,X,O,X,O,X,X,X
LJSTIZO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
LJSTIOZ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LJSTZIO,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LJSTZOI,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LJSTOIZ,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LJSTOZI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSITZO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
LJSITOZ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LJSIZTO,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O
LJSIZOT,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X,O
LJSIOTZ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LJSIOZT,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,O
LJSZTIO,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X
LJSZTOI,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X
LJSZITO,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,O
LJSZIOT,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,O
LJSZOTI,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X
LJSZOIT,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X
LJSOTIZ,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LJSOTZI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSOITZ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LJSOIZT,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,O
LJSOZTI,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X
LJSOZIT,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X
LJZTISO,O,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X
LJZTIOS,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X
LJZTSIO,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X
LJZTSOI,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X
LJZTOIS,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJZTOSI,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X
LJZITSO,O,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X
LJZITOS,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X
LJZISTO,O,O,X,O,O,X,X,X,X,O,X,O,X,X,X,X
LJZISOT,X,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X
LJZIOTS,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LJZIOST,X,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X
LJZSTIO,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X
LJZSTOI,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X
LJZSITO,O,O,O,O,X,X,X,X,X,O,X,O,X,X,X,O
LJZSIOT,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,O
LJZSOTI,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X
LJZSOIT,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X
LJZOTIS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZOTSI,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
LJZOITS,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LJZOIST,X,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X
LJZOSTI,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X
LJZOSIT,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X
LJOTISZ,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X
LJOTIZS,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X
LJOTSIZ,X,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X
LJOTSZI,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LJOTZIS,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LJOTZSI,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOITSZ,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LJOITZS,X,X,X,X,X,O,O,X,X,X,O,X,O,X,X,X
LJOISTZ,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LJOISZT,X,O,O,X,O,O,O,X,X,X,O,X,O,X,X,X
LJOIZTS,X,X,X,X,X,O,O,X,X,X,O,X,O,X,X,X
LJOIZST,X,O,X,X,O,O,O,X,X,X,O,X,O,X,X,X
LJOSTIZ,X,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X
LJOSTZI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOSITZ,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LJOSIZT,X,O,O,O,X,O,X,X,X,X,X,X,O,X,X,O
LJOSZTI,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X
LJOSZIT,X,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X
LJOZTIS,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LJOZTSI,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LJOZITS,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LJOZIST,X,O,X,O,O,X,X,X,X,O,X,X,O,X,X,X
LJOZSTI,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X
LJOZSIT,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X
LSTIJZO,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,O
LSTIJOZ,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LSTIZJO,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LSTIZOJ,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LSTIOJZ,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LSTIOZJ,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LSTJIZO,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,O
LSTJIOZ,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LSTJZIO,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X
LSTJZOI,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X
LSTJOIZ,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LSTJOZI,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LSTZIJO,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X
LSTZIOJ,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LSTZJIO,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X
LSTZJOI,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X
LSTZOIJ,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X
LSTZOJI,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X
LSTOIJZ,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LSTOIZJ,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LSTOJIZ,O,O,O,O,X,O,X,X,X,X,X,X,O,X,X,X
LSTOJZI,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LSTOZIJ,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LSTOZJI,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LSITJZO,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,O
LSITJOZ,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LSITZJO,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LSITZOJ,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LSITOJZ,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LSITOZJ,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LSIJTZO,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,O
LSIJTOZ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LSIJZTO,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O
LSIJZOT,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X,O
LSIJOTZ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LSIJOZT,O,O,O,O,X,O,X,X,X,X,O,X,X,X,X,O
LSIZTJO,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X
LSIZTOJ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LSIZJTO,O,O,X,O,X,X,X,X,X,O,X,O,X,X,X,O
LSIZJOT,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,O
LSIZOTJ,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X
LSIZOJT,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X
LSIOTJZ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LSIOTZJ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LSIOJTZ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LSIOJZT,O,O,O,O,X,O,X,X,X,X,O,X,X,X,X,O
LSIOZTJ,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LSIOZJT,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LSJTIZO,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,O
LSJTIOZ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LSJTZIO,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X
LSJTZOI,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X
LSJTOIZ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LSJTOZI,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LSJITZO,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,O
LSJITOZ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LSJIZTO,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O
LSJIZOT,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X,O
LSJIOTZ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LSJIOZT,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,O
LSJZTIO,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X
LSJZTOI,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X
LSJZITO,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,O
LSJZIOT,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,O
LSJZOTI,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X
LSJZOIT,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X
LSJOTIZ,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LSJOTZI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSJOITZ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LSJOIZT,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,O
LSJOZTI,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X
LSJOZIT,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X
LSZTIJO,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X
LSZTIOJ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LSZTJIO,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X
LSZTJOI,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X
LSZTOIJ,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X
LSZTOJI,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X
LSZITJO,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X
LSZITOJ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LSZIJTO,O,O,X,O,X,X,X,X,X,O,X,O,X,X,X,O
LSZIJOT,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,O
LSZIOTJ,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X
LSZIOJT,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X
LSZJTIO,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X
LSZJTOI,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X
LSZJITO,O,O,O,O,X,X,X,X,X,O,X,O,X,X,X,O
LSZJIOT,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,O
LSZJOTI,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X
LSZJOIT,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X
LSZOTIJ,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X
LSZOTJI,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X
