sequence,v115@9gA8HeD8DeF8EeH8AeC8Je06IvhF6gBxcBXeBemBzh?BFsB,v115@9gA8HeD8DeF8EeH8AeC8Je06IvhFxbBOiBXeBqlBTh?BFsB,v115@9gA8HeD8DeF8EeH8AeC8Je06IvhFlbBXeB6mBZnBzq?BGsB,v115@9gA8HeD8DeF8EeH8AeC8Jel6IvhFUcBXeB6lBZnBTr?BGsB,v115@9gA8HeD8DeF8EeH8AeC8Je06IvhFehBXeBzhB6lBxr?BFsB,v115@9gA8HeD8DeF8EeH8AeC8Je06IvhFVhBXeBZnB6qBTr?BGsB,v115@9gA8HeD8DeF8EeH8AeC8Je06IvhFTcBFeBRmB6lB/n?BmrB,v115@9gA8HeD8DeF8EeH8AeC8Jex6IvhFTcBFeBUmBasB/s?BGqB
ZLIOJTS,X,X,O,O,O,X,X,O
ZLIOJST,X,O,O,O,O,X,X,O
ZLIOSTJ,X,O,O,O,X,O,X,O
ZLIOSJT,X,O,O,O,O,X,X,O
ZLJTISO,O,O,X,X,X,X,X,O
ZLJTIOS,O,O,X,X,X,X,X,O
ZLJTSIO,O,O,X,X,X,X,X,O
ZLJTSOI,O,O,X,X,X,X,X,O
ZLJTOIS,O,O,X,X,X,X,X,O
ZLJTOSI,O,O,X,X,X,X,X,O
ZLJITSO,O,O,X,X,X,X,O,O
ZLJITOS,O,O,X,X,X,X,O,O
ZLJISTO,O,O,X,X,X,X,O,O
ZLJISOT,O,O,X,X,X,X,O,O
ZLJIOTS,X,X,X,X,X,X,O,O
ZLJIOST,O,X,X,X,X,X,O,O
ZLJSTIO,O,O,X,X,X,X,X,O
ZLJSTOI,O,O,X,X,X,X,X,O
ZLJSITO,O,O,X,X,X,X,X,O
ZLJSIOT,O,O,X,X,X,X,X,O
ZLJSOTI,O,O,X,X,X,X,X,O
ZLJSOIT,O,O,X,X,X,X,X,O
ZLJOTIS,O,X,X,X,X,X,X,O
ZLJOTSI,O,X,X,X,X,X,X,O
ZLJOITS,X,X,X,X,X,X,X,O
ZLJOIST,O,O,X,X,X,X,X,O
ZLJOSTI,O,O,X,X,X,X,X,O
ZLJOSIT,O,O,X,X,X,X,X,O
ZLSTIJO,O,O,X,X,X,X,X,O
ZLSTIOJ,O,O,X,O,X,X,X,O
ZLSTJIO,O,O,X,X,X,X,X,O
ZLSTJOI,O,O,X,X,X,X,X,O
ZLSTOIJ,O,O,O,O,X,X,X,O
ZLSTOJI,O,O,O,O,X,X,X,O
ZLSITJO,O,O,X,X,X,X,X,O
ZLSITOJ,O,O,X,O,X,X,X,O
ZLSIJTO,O,O,X,X,X,X,X,O
ZLSIJOT,O,O,X,X,O,X,X,O
ZLSIOTJ,O,O,O,O,X,O,X,O
ZLSIOJT,O,O,O,O,O,X,X,O
ZLSJTIO,O,O,X,X,X,X,X,O
ZLSJTOI,O,O,X,X,X,X,X,O
ZLSJITO,O,O,X,X,X,X,X,O
ZLSJIOT,O,O,X,X,X,X,X,O
ZLSJOTI,O,O,X,X,X,X,X,O
ZLSJOIT,O,O,X,X,X,X,X,O
ZLSOTIJ,O,O,O,O,X,O,X,O
ZLSOTJI,O,O,O,O,X,X,X,O
ZLSOITJ,O,O,O,O,X,O,X,O
ZLSOIJT,O,O,O,O,X,X,X,O
ZLSOJTI,O,O,O,O,X,X,X,O
ZLSOJIT,O,O,O,O,X,X,X,O
ZLOTIJS,X,O,O,O,X,X,X,X
ZLOTISJ,X,O,O,O,X,O,X,O
ZLOTJIS,O,O,O,O,X,X,X,O
ZLOTJSI,O,O,O,O,X,X,X,O
ZLOTSIJ,O,O,O,O,X,O,X,O
ZLOTSJI,O,O,O,O,X,X,X,O
ZLOITJS,X,O,O,O,X,X,X,X
ZLOITSJ,X,O,O,O,X,O,X,O
ZLOIJTS,X,X,O,O,X,X,X,O
ZLOIJST,X,O,O,O,X,X,X,O
ZLOISTJ,X,O,O,O,X,O,X,O
ZLOISJT,X,O,O,O,X,X,X,O
ZLOJTIS,O,X,O,O,X,X,X,O
ZLOJTSI,O,X,O,O,X,X,X,O
ZLOJITS,X,X,O,O,X,X,X,O
ZLOJIST,O,O,O,O,X,X,X,O
ZLOJSTI,O,O,O,O,X,X,X,O
ZLOJSIT,O,O,O,O,X,X,X,O
ZLOSTIJ,O,O,O,O,X,O,X,O
ZLOSTJI,O,O,O,O,X,X,X,O
ZLOSITJ,O,O,O,O,X,O,X,O
ZLOSIJT,O,O,O,O,X,X,X,O
ZLOSJTI,O,O,O,O,X,X,X,O
ZLOSJIT,O,O,O,O,X,X,X,O
ZJTILSO,O,O,X,X,X,X,O,X
ZJTILOS,O,O,X,X,X,X,O,X
ZJTISLO,O,O,X,X,X,X,O,X
ZJTISOL,O,O,X,X,X,X,O,X
ZJTIOLS,O,X,X,X,X,X,O,X
ZJTIOSL,O,O,X,X,X,X,O,X
ZJTLISO,O,O,X,X,X,X,X,X
ZJTLIOS,O,O,X,X,X,X,X,X
ZJTLSIO,O,O,X,X,X,X,X,X
ZJTLSOI,O,O,X,X,X,X,X,X
ZJTLOIS,O,O,X,X,X,X,X,X
ZJTLOSI,O,O,X,X,X,X,X,X
ZJTSILO,O,O,X,X,X,X,X,X
ZJTSIOL,O,O,X,X,X,X,X,X
ZJTSLIO,O,O,X,X,X,X,X,X
ZJTSLOI,O,O,X,X,X,X,X,X
ZJTSOIL,O,O,X,X,X,X,X,X
ZJTSOLI,O,O,O,X,X,X,X,X
ZJTOILS,O,X,X,X,X,X,X,X
ZJTOISL,O,O,X,X,X,X,X,X
ZJTOLIS,O,O,O,X,X,X,X,X
ZJTOLSI,O,O,O,X,X,X,X,X
ZJTOSIL,O,O,X,X,X,X,X,X
ZJTOSLI,O,O,O,X,X,X,X,X
ZJITLSO,O,O,X,X,X,X,O,X
ZJITLOS,O,O,X,X,X,X,O,X
ZJITSLO,O,O,X,X,X,X,O,X
ZJITSOL,O,O,X,X,O,X,O,X
ZJITOLS,O,X,X,X,O,X,O,X
ZJITOSL,O,O,X,X,O,X,O,X
ZJILTSO,O,O,X,X,X,X,O,X
ZJILTOS,O,O,X,X,X,X,O,X
ZJILSTO,O,O,X,X,X,X,O,O
ZJILSOT,O,O,X,X,O,X,O,O
ZJILOTS,X,X,X,X,O,X,O,X
ZJILOST,O,X,X,X,O,X,O,O
ZJISTLO,O,O,X,X,X,X,O,X
ZJISTOL,O,X,X,X,O,X,O,X
ZJISLTO,O,O,X,X,X,X,O,X
ZJISLOT,O,O,X,X,O,X,O,X
ZJISOTL,X,X,X,X,O,O,O,X
ZJISOLT,O,O,O,X,O,X,O,X
ZJIOTLS,X,X,X,X,O,X,O,X
ZJIOTSL,X,X,X,X,O,O,O,X
ZJIOLTS,X,X,O,X,O,X,O,X
ZJIOLST,O,X,O,X,O,X,O,X
ZJIOSTL,X,X,X,X,O,O,O,X
ZJIOSLT,O,X,O,X,O,X,O,X
ZJLTISO,O,O,X,X,X,X,X,O
ZJLTIOS,O,O,X,X,X,X,X,O
ZJLTSIO,O,O,X,X,X,X,X,O
ZJLTSOI,O,O,X,X,X,X,X,O
ZJLTOIS,O,O,X,X,X,X,X,O
ZJLTOSI,O,O,X,X,X,X,X,O
ZJLITSO,O,O,X,X,X,X,O,O
ZJLITOS,O,O,X,X,X,X,O,O
ZJLISTO,O,O,X,X,X,X,O,O
ZJLISOT,O,O,X,X,X,X,O,O
ZJLIOTS,X,X,X,X,X,X,O,O
ZJLIOST,O,X,X,X,X,X,O,O
ZJLSTIO,O,O,X,X,X,X,X,O
ZJLSTOI,O,O,X,X,X,X,X,O
ZJLSITO,O,O,X,X,X,X,X,O
ZJLSIOT,O,O,X,X,X,X,X,O
ZJLSOTI,O,O,X,X,X,X,X,O
ZJLSOIT,O,O,X,X,X,X,X,O
ZJLOTIS,O,X,X,X,X,X,X,O
ZJLOTSI,O,X,X,X,X,X,X,O
ZJLOITS,X,X,X,X,X,X,X,O
ZJLOIST,O,O,X,X,X,X,X,O
ZJLOSTI,O,O,X,X,X,X,X,O
ZJLOSIT,O,O,X,X,X,X,X,O
ZJSTILO,O,O,X,X,X,X,X,X
ZJSTIOL,O,O,X,X,X,X,X,X
ZJSTLIO,O,O,X,X,X,X,X,X
ZJSTLOI,O,O,X,X,X,X,X,X
ZJSTOIL,O,O,X,X,X,X,X,X
ZJSTOLI,O,O,O,X,X,X,X,X
ZJSITLO,O,O,X,X,X,X,O,X
ZJSITOL,O,X,X,X,O,X,O,X
ZJSILTO,O,O,X,X,X,X,O,X
ZJSILOT,O,O,X,X,O,X,O,X
ZJSIOTL,X,X,X,X,O,O,O,X
ZJSIOLT,O,O,O,X,O,X,O,X
ZJSLTIO,O,O,X,X,X,X,X,X
ZJSLTOI,O,O,X,X,X,X,X,X
ZJSLITO,O,O,X,X,X,X,X,X
ZJSLIOT,O,O,X,X,X,X,X,X
ZJSLOTI,O,O,X,X,X,X,X,X
ZJSLOIT,O,O,X,X,X,X,X,X
ZJSOTIL,O,X,X,X,X,O,X,X
ZJSOTLI,O,X,O,X,X,X,X,X
ZJSOITL,X,X,X,X,X,O,X,X
ZJSOILT,O,O,O,X,X,X,X,X
ZJSOLTI,O,O,O,X,X,X,X,X
ZJSOLIT,O,O,O,X,X,X,X,X
ZJOTILS,O,X,X,X,X,X,X,X
ZJOTISL,O,X,X,X,X,O,X,X
ZJOTLIS,O,X,O,X,X,X,X,X
ZJOTLSI,O,X,O,X,X,X,X,X
ZJOTSIL,O,X,X,X,X,O,X,X
ZJOTSLI,O,X,O,X,X,X,X,X
ZJOITLS,X,X,X,X,X,X,O,X
ZJOITSL,X,X,X,X,X,O,O,X
ZJOILTS,X,X,O,X,X,X,O,X
ZJOILST,O,X,O,X,X,X,O,X
ZJOISTL,X,X,X,X,X,O,O,X
ZJOISLT,O,X,O,X,X,X,O,X
ZJOLTIS,O,X,O,X,X,X,X,X
ZJOLTSI,O,X,O,X,X,X,X,X
ZJOLITS,X,X,O,X,X,X,X,X
ZJOLIST,O,X,O,X,X,X,X,X
ZJOLSTI,O,X,O,X,X,X,X,X
ZJOLSIT,O,X,O,X,X,X,X,X
ZJOSTIL,O,X,X,X,X,O,X,X
ZJOSTLI,O,X,O,X,X,X,X,X
ZJOSITL,X,X,X,X,X,O,X,X
ZJOSILT,O,X,O,X,X,X,X,X
ZJOSLTI,O,X,O,X,X,X,X,X
ZJOSLIT,O,X,O,X,X,X,X,X
ZSTILJO,O,O,X,X,X,X,X,X
ZSTILOJ,O,O,X,O,X,X,X,X
ZSTIJLO,O,O,X,X,X,X,X,X
ZSTIJOL,O,O,X,X,O,X,X,X
ZSTIOLJ,O,O,O,X,X,O,X,X
ZSTIOJL,O,O,X,X,O,O,X,X
ZSTLIJO,O,O,X,X,X,X,X,X
ZSTLIOJ,O,O,X,O,X,X,X,X
ZSTLJIO,O,O,X,X,X,X,X,X
ZSTLJOI,O,O,X,X,X,X,X,X
ZSTLOIJ,O,O,O,O,X,X,X,X
ZSTLOJI,O,O,O,O,X,X,X,X
ZSTJILO,O,O,X,X,X,X,X,X
ZSTJIOL,O,O,X,X,X,X,X,X
ZSTJLIO,O,O,X,X,X,X,X,X
ZSTJLOI,O,O,X,X,X,X,X,X
ZSTJOIL,O,O,X,X,X,X,X,X
ZSTJOLI,O,O,O,X,X,X,X,X
ZSTOILJ,O,O,O,X,X,O,X,X
ZSTOIJL,O,O,X,X,X,O,X,X
ZSTOLIJ,O,O,O,X,X,O,X,X
ZSTOLJI,O,O,O,X,X,X,X,X
ZSTOJIL,O,O,X,X,X,O,X,X
ZSTOJLI,O,O,O,X,X,X,X,X
ZSITLJO,O,O,X,X,X,X,X,X
ZSITLOJ,O,O,X,O,X,X,X,X
ZSITJLO,O,O,X,X,X,X,X,X
ZSITJOL,O,O,X,X,O,X,X,X
ZSITOLJ,O,O,O,X,X,O,X,X
ZSITOJL,O,O,X,X,O,O,X,X
ZSILTJO,O,O,X,X,X,X,X,O
ZSILTOJ,O,O,X,O,X,X,X,O
ZSILJTO,O,O,X,X,X,X,X,O
ZSILJOT,O,O,X,X,O,X,X,O
ZSILOTJ,O,O,O,O,X,O,X,O
ZSILOJT,O,O,O,O,O,X,X,O
ZSIJTLO,O,O,X,X,X,X,X,X
ZSIJTOL,O,X,X,X,O,X,X,X
ZSIJLTO,O,O,X,X,X,X,X,X
ZSIJLOT,O,O,X,X,O,X,X,X
ZSIJOTL,X,X,X,X,O,O,X,X
ZSIJOLT,O,O,O,X,O,X,X,X
ZSIOTLJ,X,X,O,X,X,O,X,X
ZSIOTJL,X,X,X,X,O,O,X,X
ZSIOLTJ,O,X,O,O,X,O,X,X
ZSIOLJT,O,O,O,O,O,X,X,X
ZSIOJTL,X,X,X,X,O,O,X,X
ZSIOJLT,O,O,O,X,O,X,X,X
ZSLTIJO,O,O,X,X,X,X,X,O
ZSLTIOJ,O,O,X,O,X,X,X,O
ZSLTJIO,O,O,X,X,X,X,X,O
ZSLTJOI,O,O,X,X,X,X,X,O
ZSLTOIJ,O,O,O,O,X,X,X,O
ZSLTOJI,O,O,O,O,X,X,X,O
ZSLITJO,O,O,X,X,X,X,X,O
ZSLITOJ,O,O,X,O,X,X,X,O
ZSLIJTO,O,O,X,X,X,X,X,O
ZSLIJOT,O,O,X,X,O,X,X,O
ZSLIOTJ,O,O,O,O,X,O,X,O
ZSLIOJT,O,O,O,O,O,X,X,O
ZSLJTIO,O,O,X,X,X,X,X,O
ZSLJTOI,O,O,X,X,X,X,X,O
ZSLJITO,O,O,X,X,X,X,X,O
ZSLJIOT,O,O,X,X,X,X,X,O
ZSLJOTI,O,O,X,X,X,X,X,O
ZSLJOIT,O,O,X,X,X,X,X,O
ZSLOTIJ,O,O,O,O,X,O,X,O
ZSLOTJI,O,O,O,O,X,X,X,O
ZSLOITJ,O,O,O,O,X,O,X,O
ZSLOIJT,O,O,O,O,X,X,X,O
ZSLOJTI,O,O,O,O,X,X,X,O
ZSLOJIT,O,O,O,O,X,X,X,O
ZSJTILO,O,O,X,X,X,X,X,X
ZSJTIOL,O,O,X,X,X,X,X,X
ZSJTLIO,O,O,X,X,X,X,X,X
ZSJTLOI,O,O,X,X,X,X,X,X
ZSJTOIL,O,O,X,X,X,X,X,X
ZSJTOLI,O,O,O,X,X,X,X,X
ZSJITLO,O,O,X,X,X,X,O,X
ZSJITOL,O,X,X,X,O,X,O,X
ZSJILTO,O,O,X,X,X,X,O,X
ZSJILOT,O,O,X,X,O,X,O,X
ZSJIOTL,X,X,X,X,O,O,O,X
ZSJIOLT,O,O,O,X,O,X,O,X
ZSJLTIO,O,O,X,X,X,X,X,X
ZSJLTOI,O,O,X,X,X,X,X,X
ZSJLITO,O,O,X,X,X,X,X,X
ZSJLIOT,O,O,X,X,X,X,X,X
ZSJLOTI,O,O,X,X,X,X,X,X
ZSJLOIT,O,O,X,X,X,X,X,X
ZSJOTIL,O,X,X,X,X,O,X,X
ZSJOTLI,O,X,O,X,X,X,X,X
ZSJOITL,X,X,X,X,X,O,X,X
ZSJOILT,O,O,O,X,X,X,X,X
ZSJOLTI,O,O,O,X,X,X,X,X
ZSJOLIT,O,O,O,X,X,X,X,X
ZSOTILJ,O,O,O,X,X,O,X,X
ZSOTIJL,O,O,X,X,X,O,X,X
ZSOTLIJ,O,O,O,X,X,O,X,X
ZSOTLJI,O,O,O,X,X,X,X,X
ZSOTJIL,O,O,X,X,X,O,X,X
ZSOTJLI,O,O,O,X,X,X,X,X
ZSOITLJ,X,X,O,X,X,O,X,X
ZSOITJL,X,X,X,X,O,O,X,X
ZSOILTJ,O,X,O,O,X,O,X,X
ZSOILJT,O,O,O,O,O,X,X,X
ZSOIJTL,X,X,X,X,O,O,X,X
ZSOIJLT,O,O,O,X,O,X,X,X
ZSOLTIJ,O,O,O,O,X,O,X,X
ZSOLTJI,O,O,O,O,X,X,X,X
ZSOLITJ,O,O,O,O,X,O,X,X
ZSOLIJT,O,O,O,O,X,X,X,X
ZSOLJTI,O,O,O,O,X,X,X,X
ZSOLJIT,O,O,O,O,X,X,X,X
ZSOJTIL,O,X,X,X,X,O,X,X
ZSOJTLI,O,X,O,X,X,X,X,X
ZSOJITL,X,X,X,X,X,O,X,X
ZSOJILT,O,O,O,X,X,X,X,X
ZSOJLTI,O,O,O,X,X,X,X,X
ZSOJLIT,O,O,O,X,X,X,X,X
ZOTILJS,X,O,O,X,X,X,X,X
ZOTILSJ,X,O,O,X,X,O,X,X
ZOTIJLS,O,X,X,X,X,X,X,X
ZOTIJSL,O,O,X,X,X,O,X,X
ZOTISLJ,X,O,O,X,X,O,X,X
ZOTISJL,O,O,X,X,X,O,X,X
ZOTLIJS,X,O,O,X,X,X,X,X
ZOTLISJ,X,O,O,X,X,O,X,X
ZOTLJIS,O,O,O,X,X,X,X,X
ZOTLJSI,O,O,O,X,X,X,X,X
ZOTLSIJ,O,O,O,X,X,O,X,X
ZOTLSJI,O,O,O,X,X,X,X,X
ZOTJILS,O,X,X,X,X,X,X,X
ZOTJISL,O,O,X,X,X,O,X,X
ZOTJLIS,O,O,O,X,X,X,X,X
ZOTJLSI,O,O,O,X,X,X,X,X
ZOTJSIL,O,O,X,X,X,O,X,X
ZOTJSLI,O,O,O,X,X,X,X,X
ZOTSILJ,O,O,O,X,X,O,X,X
ZOTSIJL,O,O,X,X,X,O,X,X
ZOTSLIJ,O,O,O,X,X,O,X,X
ZOTSLJI,O,O,O,X,X,X,X,X
ZOTSJIL,O,O,X,X,X,O,X,X
ZOTSJLI,O,O,O,X,X,X,X,X
ZOITLJS,X,O,O,X,X,X,X,X
ZOITLSJ,X,O,O,X,X,O,X,X
ZOITJLS,X,X,X,X,O,X,X,X
ZOITJSL,X,O,X,X,O,O,X,X
ZOITSLJ,X,O,O,X,X,O,X,X
ZOITSJL,X,O,X,X,O,O,X,X
ZOILTJS,X,O,O,O,X,X,X,X
ZOILTSJ,X,O,O,O,X,O,X,O
ZOILJTS,X,X,O,O,O,X,X,X
ZOILJST,X,X,O,O,O,X,X,O
ZOILSTJ,X,X,O,O,X,O,X,O
ZOILSJT,X,O,O,O,O,X,X,O
ZOIJTLS,X,X,X,X,O,X,X,X
ZOIJTSL,X,X,X,X,O,O,X,X
ZOIJLTS,X,X,O,X,O,X,X,X
ZOIJLST,X,X,O,X,O,X,X,X
ZOIJSTL,X,X,X,X,O,O,X,X
ZOIJSLT,X,X,O,X,O,X,X,X
ZOISTLJ,X,X,O,X,X,O,X,X
ZOISTJL,X,X,X,X,O,O,X,X
ZOISLTJ,X,X,O,O,X,O,X,X
ZOISLJT,X,O,O,O,O,X,X,X
ZOISJTL,X,X,X,X,O,O,X,X
ZOISJLT,X,O,O,X,O,X,X,X
ZOLTIJS,X,O,O,O,X,X,X,X
ZOLTISJ,X,O,O,O,X,O,X,O
ZOLTJIS,O,O,O,O,X,X,X,O
ZOLTJSI,O,O,O,O,X,X,X,O
ZOLTSIJ,O,O,O,O,X,O,X,O
ZOLTSJI,O,O,O,O,X,X,X,O
ZOLITJS,X,O,O,O,X,X,X,X
ZOLITSJ,X,O,O,O,X,O,X,O
ZOLIJTS,X,X,O,O,X,X,X,O
ZOLIJST,X,O,O,O,X,X,X,O
ZOLISTJ,X,O,O,O,X,O,X,O
ZOLISJT,X,O,O,O,X,X,X,O
ZOLJTIS,O,X,O,O,X,X,X,O
ZOLJTSI,O,X,O,O,X,X,X,O
ZOLJITS,X,X,O,O,X,X,X,O
ZOLJIST,O,O,O,O,X,X,X,O
ZOLJSTI,O,O,O,O,X,X,X,O
ZOLJSIT,O,O,O,O,X,X,X,O
ZOLSTIJ,O,O,O,O,X,O,X,O
ZOLSTJI,O,O,O,O,X,X,X,O
ZOLSITJ,O,O,O,O,X,O,X,O
ZOLSIJT,O,O,O,O,X,X,X,O
ZOLSJTI,O,O,O,O,X,X,X,O
ZOLSJIT,O,O,O,O,X,X,X,O
ZOJTILS,O,X,X,X,X,X,X,X
ZOJTISL,O,X,X,X,X,O,X,X
ZOJTLIS,O,X,O,X,X,X,X,X
ZOJTLSI,O,X,O,X,X,X,X,X
ZOJTSIL,O,X,X,X,X,O,X,X
ZOJTSLI,O,X,O,X,X,X,X,X
ZOJITLS,X,X,X,X,X,X,O,X
ZOJITSL,X,X,X,X,X,O,O,X
ZOJILTS,X,X,O,X,X,X,O,X
ZOJILST,O,X,O,X,X,X,O,X
ZOJISTL,X,X,X,X,X,O,O,X
ZOJISLT,O,X,O,X,X,X,O,X
ZOJLTIS,O,X,O,X,X,X,X,X
ZOJLTSI,O,X,O,X,X,X,X,X
ZOJLITS,X,X,O,X,X,X,X,X
ZOJLIST,O,X,O,X,X,X,X,X
ZOJLSTI,O,X,O,X,X,X,X,X
ZOJLSIT,O,X,O,X,X,X,X,X
ZOJSTIL,O,X,X,X,X,O,X,X
ZOJSTLI,O,X,O,X,X,X,X,X
ZOJSITL,X,X,X,X,X,O,X,X
ZOJSILT,O,X,O,X,X,X,X,X
ZOJSLTI,O,X,O,X,X,X,X,X
ZOJSLIT,O,X,O,X,X,X,X,X
ZOSTILJ,O,O,O,X,X,O,X,X
ZOSTIJL,O,O,X,X,X,O,X,X
ZOSTLIJ,O,O,O,X,X,O,X,X
ZOSTLJI,O,O,O,X,X,X,X,X
ZOSTJIL,O,O,X,X,X,O,X,X
ZOSTJLI,O,O,O,X,X,X,X,X
ZOSITLJ,X,X,O,X,X,O,X,X
ZOSITJL,X,X,X,X,O,O,X,X
ZOSILTJ,O,X,O,O,X,O,X,X
ZOSILJT,O,O,O,O,O,X,X,X
ZOSIJTL,X,X,X,X,O,O,X,X
ZOSIJLT,O,O,O,X,O,X,X,X
ZOSLTIJ,O,O,O,O,X,O,X,X
ZOSLTJI,O,O,O,O,X,X,X,X
ZOSLITJ,O,O,O,O,X,O,X,X
ZOSLIJT,O,O,O,O,X,X,X,X
ZOSLJTI,O,O,O,O,X,X,X,X
ZOSLJIT,O,O,O,O,X,X,X,X
ZOSJTIL,O,X,X,X,X,O,X,X
ZOSJTLI,O,X,O,X,X,X,X,X
ZOSJITL,X,X,X,X,X,O,X,X
ZOSJILT,O,O,O,X,X,X,X,X
ZOSJLTI,O,O,O,X,X,X,X,X
ZOSJLIT,O,O,O,X,X,X,X,X
OTILJSZ,X,O,O,O,X,X,X,X
OTILJZS,X,O,O,O,X,X,X,X
OTILSJZ,X,O,O,O,X,X,X,X
OTILSZJ,X,O,O,O,X,O,X,X
OTILZJS,X,O,O,O,X,X,X,X
OTILZSJ,X,O,O,O,X,O,X,X
OTIJLSZ,O,O,X,X,X,X,X,X
OTIJLZS,O,O,X,X,X,X,X,X
OTIJSLZ,O,O,X,X,X,X,X,X
OTIJSZL,O,X,X,X,X,O,X,X
OTIJZLS,O,X,X,X,X,X,X,X
OTIJZSL,O,X,X,X,X,O,X,X
OTISLJZ,X,O,O,O,X,X,X,X
OTISLZJ,X,O,O,O,X,O,X,X
OTISJLZ,O,O,X,X,X,X,X,X
OTISJZL,O,X,X,X,X,O,X,X
OTISZLJ,X,X,O,X,X,O,X,X
OTISZJL,O,X,X,X,X,O,X,X
OTIZLJS,X,X,O,X,X,X,X,X
OTIZLSJ,X,X,O,X,X,O,X,X
OTIZJLS,O,X,X,X,X,X,X,X
OTIZJSL,O,X,X,X,X,O,X,X
OTIZSLJ,X,X,O,X,X,O,X,X
OTIZSJL,O,X,X,X,X,O,X,X
OTLIJSZ,X,O,O,O,X,X,X,X
OTLIJZS,X,O,O,O,X,X,X,X
OTLISJZ,X,O,O,O,X,X,X,X
OTLISZJ,X,O,O,O,X,O,X,X
OTLIZJS,X,O,O,O,X,X,X,X
OTLIZSJ,X,O,O,O,X,O,X,X
OTLJISZ,O,O,O,O,X,X,X,X
OTLJIZS,O,O,O,O,X,X,X,X
OTLJSIZ,O,O,O,O,X,X,X,X
OTLJSZI,O,O,O,O,X,X,X,X
OTLJZIS,O,O,O,O,X,X,X,X
OTLJZSI,O,O,O,O,X,X,X,X
OTLSIJZ,X,O,O,O,X,X,X,X
OTLSIZJ,X,O,O,O,X,O,X,X
OTLSJIZ,O,O,O,O,X,X,X,X
OTLSJZI,O,O,O,O,X,X,X,X
OTLSZIJ,X,O,O,O,X,O,X,X
OTLSZJI,O,O,O,O,X,X,X,X
OTLZIJS,X,O,O,O,X,X,X,X
OTLZISJ,X,O,O,O,X,O,X,X
OTLZJIS,O,O,O,O,X,X,X,X
OTLZJSI,O,O,O,O,X,X,X,X
OTLZSIJ,X,O,O,O,X,O,X,X
OTLZSJI,O,O,O,O,X,X,X,X
OTJILSZ,O,O,X,X,X,X,X,X
OTJILZS,O,O,X,X,X,X,X,X
OTJISLZ,O,O,X,X,X,X,X,X
OTJISZL,O,X,X,X,X,O,X,X
OTJIZLS,O,X,X,X,X,X,X,X
OTJIZSL,O,X,X,X,X,O,X,X
OTJLISZ,O,O,O,X,X,X,X,X
OTJLIZS,O,O,O,X,X,X,X,X
OTJLSIZ,O,O,O,X,X,X,X,X
OTJLSZI,O,O,O,X,X,X,X,X
OTJLZIS,O,O,O,X,X,X,X,X
OTJLZSI,O,O,O,X,X,X,X,X
OTJSILZ,O,O,X,X,X,X,X,X
OTJSIZL,O,X,X,X,X,O,X,X
OTJSLIZ,O,O,O,X,X,X,X,X
OTJSLZI,O,O,O,X,X,X,X,X
OTJSZIL,O,O,X,X,X,O,X,X
OTJSZLI,O,O,O,X,X,X,X,X
OTJZILS,O,X,X,X,X,X,X,X
OTJZISL,O,O,X,X,X,O,X,X
OTJZLIS,O,O,O,X,X,X,X,X
OTJZLSI,O,O,O,X,X,X,X,X
OTJZSIL,O,O,X,X,X,O,X,X
OTJZSLI,O,O,O,X,X,X,X,X
OTSILJZ,X,O,O,O,X,X,X,X
OTSILZJ,X,O,O,O,X,O,X,X
OTSIJLZ,O,O,X,X,X,X,X,X
OTSIJZL,O,X,X,X,X,O,X,X
OTSIZLJ,O,X,O,X,X,O,X,X
OTSIZJL,O,X,X,X,X,O,X,X
OTSLIJZ,X,O,O,O,X,X,X,X
OTSLIZJ,X,O,O,O,X,O,X,X
OTSLJIZ,O,O,O,O,X,X,X,X
OTSLJZI,O,O,O,O,X,X,X,X
OTSLZIJ,X,O,O,O,X,O,X,X
OTSLZJI,O,O,O,O,X,X,X,X
OTSJILZ,O,O,X,X,X,X,X,X
OTSJIZL,O,X,X,X,X,O,X,X
OTSJLIZ,O,O,O,X,X,X,X,X
OTSJLZI,O,O,O,X,X,X,X,X
OTSJZIL,O,O,X,X,X,O,X,X
OTSJZLI,O,O,O,X,X,X,X,X
OTSZILJ,O,O,O,X,X,O,X,X
OTSZIJL,O,O,X,X,X,O,X,X
OTSZLIJ,O,O,O,X,X,O,X,X
OTSZLJI,O,O,O,X,X,X,X,X
OTSZJIL,O,O,X,X,X,O,X,X
OTSZJLI,O,O,O,X,X,X,X,X
OTZILJS,X,O,O,X,X,X,X,X
OTZILSJ,X,O,O,X,X,O,X,X
OTZIJLS,O,X,X,X,X,X,X,X
OTZIJSL,O,O,X,X,X,O,X,X
OTZISLJ,X,O,O,X,X,O,X,X
OTZISJL,O,O,X,X,X,O,X,X
OTZLIJS,X,O,O,X,X,X,X,X
OTZLISJ,X,O,O,X,X,O,X,X
OTZLJIS,O,O,O,X,X,X,X,X
OTZLJSI,O,O,O,X,X,X,X,X
OTZLSIJ,O,O,O,X,X,O,X,X
OTZLSJI,O,O,O,X,X,X,X,X
OTZJILS,O,X,X,X,X,X,X,X
OTZJISL,O,O,X,X,X,O,X,X
OTZJLIS,O,O,O,X,X,X,X,X
OTZJLSI,O,O,O,X,X,X,X,X
OTZJSIL,O,O,X,X,X,O,X,X
OTZJSLI,O,O,O,X,X,X,X,X
OTZSILJ,O,O,O,X,X,O,X,X
OTZSIJL,O,O,X,X,X,O,X,X
