sequence,v115@zgB8HeC8GeB8FeD8FeF8AeE8Je07IvhFmcB5iBTeBf?nBilBFrB,v115@zgB8HeC8GeB8FeD8FeF8AeE8Jem7IvhFRdBSjBclB3?hBTnBFrB,v115@zgB8HeC8GeB8FeD8FeF8AeE8Jem7IvhF5iBTeBclBa?nB3hBFrB,v115@zgB8HeC8GeB8FeD8FeF8AeE8Jex7IvhFTeBclBihB+?nBXiBFrB,v115@zgB8HeC8GeB8FeD8FeF8AeE8JeR9IvhFSjB/nBTlB0?mBFmBmqB,v115@zgB8HeC8GeB8FeD8FeF8AeE8JefCJvhF6iBTeBclBZ?mBWxBlqB,v115@zgB8HeC8GeB8FeD8FeF8AeE8Jex7IvhFGeBclBThB3?iBKnBFrB,v115@zgB8HeC8GeB8FeD8FeF8AeE8Je08IvhFxdB3gBCjBO?rBVxBTqB
SZTLJOI,O,O,O,O,X,X,O,X
SZTLOIJ,O,O,O,X,X,X,O,X
SZTLOJI,O,O,O,X,X,X,O,X
SZTJILO,O,O,O,O,X,X,X,X
SZTJIOL,O,O,O,O,X,X,O,X
SZTJLIO,O,O,O,O,X,X,X,X
SZTJLOI,O,O,O,O,X,X,O,X
SZTJOIL,O,O,O,O,X,X,O,X
SZTJOLI,O,O,O,O,X,X,O,X
SZTOILJ,O,O,O,X,X,X,O,X
SZTOIJL,O,O,O,O,X,X,O,X
SZTOLIJ,O,O,O,X,X,X,O,X
SZTOLJI,O,O,O,X,X,X,O,X
SZTOJIL,O,O,O,O,X,X,O,X
SZTOJLI,O,O,O,O,X,X,O,X
SZITLJO,O,X,O,O,X,X,X,X
SZITLOJ,O,X,O,X,X,X,X,X
SZITJLO,O,X,O,O,X,X,X,X
SZITJOL,O,X,O,O,X,X,O,X
SZITOLJ,O,X,O,X,X,X,O,X
SZITOJL,O,X,O,O,X,X,O,X
SZILTJO,O,X,X,X,X,X,X,X
SZILTOJ,O,X,X,X,X,X,X,X
SZILJTO,O,X,X,X,X,X,X,X
SZILJOT,O,X,O,X,X,X,X,X
SZILOTJ,O,X,X,X,O,X,X,X
SZILOJT,O,X,O,X,O,X,X,X
SZIJTLO,X,X,O,X,X,O,X,X
SZIJTOL,O,X,O,X,X,O,O,X
SZIJLTO,O,X,X,X,X,O,X,X
SZIJLOT,O,X,O,X,X,O,X,X
SZIJOTL,O,X,O,X,X,O,X,X
SZIJOLT,O,X,O,X,X,O,X,X
SZIOTLJ,O,X,O,X,O,X,X,X
SZIOTJL,O,X,O,O,O,X,X,X
SZIOLTJ,O,X,X,X,O,X,X,X
SZIOLJT,O,X,O,X,O,X,X,X
SZIOJTL,O,X,O,X,O,O,X,X
SZIOJLT,O,X,O,X,O,O,X,X
SZLTIJO,O,O,X,X,X,X,X,X
SZLTIOJ,O,O,X,X,X,X,X,X
SZLTJIO,O,O,X,X,X,X,X,X
SZLTJOI,O,O,X,X,X,X,O,X
SZLTOIJ,O,O,X,X,X,X,O,X
SZLTOJI,O,O,X,X,X,X,O,X
SZLITJO,O,X,X,X,X,X,X,X
SZLITOJ,O,X,X,X,X,X,X,X
SZLIJTO,O,O,X,X,X,X,X,X
SZLIJOT,O,O,O,X,X,X,X,X
SZLIOTJ,O,X,X,X,O,X,X,X
SZLIOJT,O,X,O,X,O,X,X,X
SZLJTIO,O,O,X,X,X,X,X,X
SZLJTOI,O,O,X,X,X,X,O,X
SZLJITO,O,O,X,X,X,X,X,X
SZLJIOT,O,O,O,X,X,X,X,X
SZLJOTI,O,X,X,X,X,X,X,X
SZLJOIT,O,O,O,X,X,X,X,X
SZLOTIJ,O,O,X,X,O,X,X,X
SZLOTJI,O,O,X,X,O,X,X,X
SZLOITJ,O,O,X,X,O,X,X,X
SZLOIJT,O,O,O,X,O,X,X,X
SZLOJTI,O,O,X,X,O,X,X,X
SZLOJIT,O,O,O,X,O,X,X,X
SZJTILO,X,O,O,O,X,O,X,X
SZJTIOL,O,O,O,O,X,O,O,X
SZJTLIO,X,O,O,O,X,O,X,X
SZJTLOI,X,O,O,O,X,O,O,X
SZJTOIL,O,O,O,O,X,O,O,X
SZJTOLI,X,O,O,O,X,O,O,X
SZJITLO,X,X,O,X,X,O,X,X
SZJITOL,O,X,O,X,X,O,O,X
SZJILTO,O,X,X,X,X,O,X,X
SZJILOT,O,X,O,X,X,O,X,X
SZJIOTL,O,X,O,X,X,O,X,X
SZJIOLT,O,X,O,X,X,O,X,X
SZJLTIO,O,O,X,X,X,O,X,X
SZJLTOI,O,O,X,X,X,O,O,X
SZJLITO,O,O,X,X,X,O,X,X
SZJLIOT,O,O,O,X,X,O,X,X
SZJLOTI,O,X,X,X,X,O,X,X
SZJLOIT,O,O,O,X,X,O,X,X
SZJOTIL,O,X,O,O,X,O,O,X
SZJOTLI,X,X,O,O,X,O,O,X
SZJOITL,O,X,O,X,X,O,X,X
SZJOILT,O,X,O,X,X,O,X,X
SZJOLTI,O,X,X,X,X,O,X,X
SZJOLIT,O,O,O,X,X,O,X,X
SZOTILJ,O,O,O,X,O,X,O,X
SZOTIJL,O,O,O,O,O,X,O,X
SZOTLIJ,O,O,O,X,O,X,O,X
SZOTLJI,O,O,O,X,O,X,O,X
SZOTJIL,O,O,O,O,O,X,O,X
SZOTJLI,O,O,O,O,O,X,O,X
SZOITLJ,O,O,O,X,O,X,X,X
SZOITJL,O,O,O,O,O,X,X,X
SZOILTJ,O,O,X,X,O,X,X,X
SZOILJT,O,O,O,X,O,X,X,X
SZOIJTL,O,O,O,X,O,O,X,X
SZOIJLT,O,O,O,X,O,O,X,X
SZOLTIJ,O,O,X,X,O,X,X,X
SZOLTJI,O,O,X,X,O,X,X,X
SZOLITJ,O,O,X,X,O,X,X,X
SZOLIJT,O,O,O,X,O,X,X,X
SZOLJTI,O,O,X,X,O,X,X,X
SZOLJIT,O,O,O,X,O,X,X,X
SZOJTIL,O,O,O,O,O,O,O,X
SZOJTLI,X,O,O,O,O,O,O,X
SZOJITL,O,O,O,X,O,O,X,X
SZOJILT,O,O,O,X,O,O,X,X
SZOJLTI,O,O,X,X,O,O,X,X
SZOJLIT,O,O,O,X,O,O,X,X
SOTILJZ,O,O,X,X,X,X,X,X
SOTILZJ,O,O,O,X,O,X,X,X
SOTIJLZ,O,O,X,X,X,X,X,X
SOTIJZL,O,O,X,X,X,X,O,X
SOTIZLJ,O,O,O,X,O,X,O,X
SOTIZJL,O,O,O,X,O,X,O,X
SOTLIJZ,O,O,X,X,X,X,X,X
SOTLIZJ,O,O,O,X,O,X,X,X
SOTLJIZ,O,O,X,X,X,X,X,X
SOTLJZI,O,O,X,X,X,X,O,X
SOTLZIJ,O,O,O,X,O,X,O,X
SOTLZJI,O,O,O,X,O,X,O,X
SOTJILZ,O,O,X,X,X,X,X,X
SOTJIZL,O,O,X,X,X,X,O,X
SOTJLIZ,O,O,X,X,X,X,X,X
SOTJLZI,O,O,X,O,X,X,O,X
SOTJZIL,O,O,X,O,X,X,O,X
SOTJZLI,O,O,X,O,X,X,O,X
SOTZILJ,O,O,O,X,O,X,O,X
SOTZIJL,O,O,O,O,O,X,O,X
SOTZLIJ,O,O,O,X,O,X,O,X
SOTZLJI,O,O,O,X,O,X,O,X
SOTZJIL,O,O,O,O,O,X,O,X
SOTZJLI,O,O,O,O,O,X,O,X
SOITLJZ,O,X,X,X,X,X,X,X
SOITLZJ,O,O,O,X,O,X,X,X
SOITJLZ,O,X,X,X,X,X,X,X
SOITJZL,O,X,X,X,X,X,X,X
SOITZLJ,O,O,O,X,O,X,X,X
SOITZJL,O,O,O,X,O,X,X,X
SOILTJZ,O,X,X,X,X,X,X,X
SOILTZJ,O,O,O,X,O,X,X,X
SOILJTZ,O,X,X,X,X,X,X,X
SOILJZT,O,O,X,X,O,X,X,X
SOILZTJ,O,O,X,X,O,X,X,X
SOILZJT,O,O,O,X,O,X,X,X
SOIJTLZ,O,X,X,X,X,O,X,X
SOIJTZL,O,X,X,X,X,O,X,X
SOIJLTZ,O,X,X,X,X,O,X,X
SOIJLZT,O,O,X,X,O,O,X,X
SOIJZTL,O,O,O,X,O,O,X,X
SOIJZLT,O,O,O,X,O,O,X,X
SOIZTLJ,O,O,O,X,O,X,X,X
SOIZTJL,O,O,O,O,O,X,X,X
SOIZLTJ,O,O,X,X,O,X,X,X
SOIZLJT,O,O,O,X,O,X,X,X
SOIZJTL,O,O,O,X,O,O,X,X
SOIZJLT,O,O,O,X,O,O,X,X
SOLTIJZ,O,O,X,X,X,X,X,X
SOLTIZJ,O,O,O,X,O,X,X,X
SOLTJIZ,O,O,X,X,X,X,X,X
SOLTJZI,O,O,X,X,X,X,X,X
SOLTZIJ,O,O,O,X,O,X,X,X
SOLTZJI,O,O,O,X,O,X,X,X
SOLITJZ,O,O,X,X,X,X,X,X
SOLITZJ,O,O,O,X,O,X,X,X
SOLIJTZ,O,X,X,X,X,X,X,X
SOLIJZT,O,O,X,X,O,X,X,X
SOLIZTJ,O,O,X,X,O,X,X,X
SOLIZJT,O,O,O,X,O,X,X,X
SOLJTIZ,O,X,X,X,X,X,X,X
SOLJTZI,O,X,X,X,X,X,X,X
SOLJITZ,O,X,X,X,X,X,X,X
SOLJIZT,O,O,X,X,O,X,X,X
SOLJZTI,O,O,X,X,O,X,X,X
SOLJZIT,O,O,X,X,O,X,X,X
SOLZTIJ,O,O,X,X,O,X,X,X
SOLZTJI,O,O,X,X,O,X,X,X
SOLZITJ,O,O,X,X,O,X,X,X
SOLZIJT,O,O,O,X,O,X,X,X
SOLZJTI,O,O,X,X,O,X,X,X
SOLZJIT,O,O,O,X,O,X,X,X
SOJTILZ,O,X,X,X,X,O,X,X
SOJTIZL,O,X,X,X,X,O,O,X
SOJTLIZ,O,X,X,X,X,O,X,X
SOJTLZI,O,X,X,O,X,O,O,X
SOJTZIL,O,X,X,O,X,O,O,X
SOJTZLI,O,X,X,O,X,O,O,X
SOJITLZ,O,X,X,X,X,O,X,X
SOJITZL,O,X,X,X,X,O,X,X
SOJILTZ,O,X,X,X,X,O,X,X
SOJILZT,O,O,X,X,O,O,X,X
SOJIZTL,O,O,O,X,O,O,X,X
SOJIZLT,O,O,O,X,O,O,X,X
SOJLTIZ,O,X,X,X,X,O,X,X
SOJLTZI,O,X,X,X,X,O,X,X
SOJLITZ,O,X,X,X,X,O,X,X
SOJLIZT,O,O,X,X,O,O,X,X
SOJLZTI,O,O,X,X,O,O,X,X
SOJLZIT,O,O,X,X,O,O,X,X
SOJZTIL,O,O,O,O,O,O,O,X
SOJZTLI,X,O,O,O,O,O,O,X
SOJZITL,O,O,O,X,O,O,X,X
SOJZILT,O,O,O,X,O,O,X,X
SOJZLTI,O,O,X,X,O,O,X,X
SOJZLIT,O,O,O,X,O,O,X,X
SOZTILJ,O,O,O,X,O,X,O,X
SOZTIJL,O,O,O,O,O,X,O,X
SOZTLIJ,O,O,O,X,O,X,O,X
SOZTLJI,O,O,O,X,O,X,O,X
SOZTJIL,O,O,O,O,O,X,O,X
SOZTJLI,O,O,O,O,O,X,O,X
SOZITLJ,O,O,O,X,O,X,X,X
SOZITJL,O,O,O,O,O,X,X,X
SOZILTJ,O,O,X,X,O,X,X,X
SOZILJT,O,O,O,X,O,X,X,X
SOZIJTL,O,O,O,X,O,O,X,X
SOZIJLT,O,O,O,X,O,O,X,X
SOZLTIJ,O,O,X,X,O,X,X,X
SOZLTJI,O,O,X,X,O,X,X,X
SOZLITJ,O,O,X,X,O,X,X,X
SOZLIJT,O,O,O,X,O,X,X,X
SOZLJTI,O,O,X,X,O,X,X,X
SOZLJIT,O,O,O,X,O,X,X,X
SOZJTIL,O,O,O,O,O,O,O,X
SOZJTLI,X,O,O,O,O,O,O,X
SOZJITL,O,O,O,X,O,O,X,X
SOZJILT,O,O,O,X,O,O,X,X
SOZJLTI,O,O,X,X,O,O,X,X
SOZJLIT,O,O,O,X,O,O,X,X
ZTILJSO,O,O,O,O,X,X,X,X
ZTILJOS,O,O,O,O,X,X,X,X
ZTILSJO,O,O,O,O,X,X,X,X
ZTILSOJ,O,O,O,X,X,X,X,X
ZTILOJS,O,O,O,O,X,X,X,X
ZTILOSJ,O,X,O,X,X,X,X,X
ZTIJLSO,O,O,O,O,X,X,X,X
ZTIJLOS,O,O,O,O,X,X,X,X
ZTIJSLO,O,O,O,O,X,O,X,X
ZTIJSOL,O,O,O,O,X,O,O,X
ZTIJOLS,O,O,O,O,X,X,X,X
ZTIJOSL,O,X,O,O,X,O,X,X
ZTISLJO,O,O,O,O,X,X,X,X
ZTISLOJ,O,O,O,X,X,X,X,X
ZTISJLO,O,O,O,O,X,X,X,X
ZTISJOL,O,O,O,O,X,X,O,X
ZTISOLJ,O,O,O,X,X,X,O,X
ZTISOJL,O,O,O,O,X,X,O,X
ZTIOLJS,O,O,O,O,X,X,X,X
ZTIOLSJ,O,O,O,X,X,X,X,X
ZTIOJLS,O,O,O,O,X,X,X,X
ZTIOJSL,O,X,O,O,X,O,X,X
ZTIOSLJ,O,O,O,X,X,X,O,X
ZTIOSJL,O,O,O,O,X,X,O,X
ZTLIJSO,O,O,O,O,X,X,X,O
ZTLIJOS,O,O,O,O,X,X,X,O
ZTLISJO,O,O,O,O,X,X,X,X
ZTLISOJ,O,O,O,X,X,X,X,X
ZTLIOJS,O,O,O,O,X,X,X,X
ZTLIOSJ,O,X,O,X,X,X,X,X
ZTLJISO,O,O,O,O,X,X,X,O
ZTLJIOS,O,O,O,O,X,X,X,O
ZTLJSIO,O,O,O,O,X,X,X,O
ZTLJSOI,O,O,O,O,X,X,O,O
ZTLJOIS,O,O,O,O,X,X,X,O
ZTLJOSI,O,O,O,O,X,X,X,O
ZTLSIJO,O,O,O,O,X,X,X,X
ZTLSIOJ,O,O,O,X,X,X,X,X
ZTLSJIO,O,O,O,O,X,X,X,X
ZTLSJOI,O,O,O,O,X,X,O,X
ZTLSOIJ,O,O,O,X,X,X,O,X
ZTLSOJI,O,O,O,X,X,X,O,X
ZTLOIJS,O,O,O,O,X,X,X,X
ZTLOISJ,O,O,O,X,X,X,X,X
ZTLOJIS,O,O,O,O,X,X,X,X
ZTLOJSI,O,O,O,O,X,X,X,X
ZTLOSIJ,O,O,O,X,X,X,O,X
ZTLOSJI,O,O,O,X,X,X,O,X
ZTJILSO,O,O,O,O,X,X,X,O
ZTJILOS,O,O,O,O,X,X,X,O
ZTJISLO,O,O,O,O,X,O,X,O
ZTJISOL,O,O,O,O,X,O,O,X
ZTJIOLS,O,O,O,O,X,X,X,X
ZTJIOSL,O,X,O,O,X,O,X,X
ZTJLISO,O,O,O,O,X,X,X,O
ZTJLIOS,O,O,O,O,X,X,X,O
ZTJLSIO,O,O,O,O,X,X,X,O
ZTJLSOI,O,O,O,O,X,X,O,O
ZTJLOIS,O,O,O,O,X,X,X,O
ZTJLOSI,O,O,O,O,X,X,X,O
ZTJSILO,O,O,O,O,X,O,X,O
ZTJSIOL,O,O,O,O,X,O,O,X
ZTJSLIO,O,O,O,O,X,O,X,O
ZTJSLOI,O,O,O,O,X,O,O,O
ZTJSOIL,O,O,O,O,X,O,O,X
ZTJSOLI,O,O,O,O,X,O,O,O
ZTJOILS,O,O,O,O,X,X,X,X
ZTJOISL,O,X,O,O,X,O,X,X
ZTJOLIS,O,O,O,O,X,X,X,O
ZTJOLSI,O,O,O,O,X,X,X,O
ZTJOSIL,O,O,O,O,X,O,O,X
ZTJOSLI,O,O,O,O,X,O,O,O
ZTSILJO,O,O,O,O,X,X,X,X
ZTSILOJ,O,O,O,X,X,X,X,X
ZTSIJLO,O,O,O,O,X,X,X,X
ZTSIJOL,O,O,O,O,X,X,O,X
ZTSIOLJ,O,O,O,X,X,X,O,X
ZTSIOJL,O,O,O,O,X,X,O,X
ZTSLIJO,O,O,O,O,X,X,X,X
ZTSLIOJ,O,O,O,X,X,X,X,X
ZTSLJIO,O,O,O,O,X,X,X,X
ZTSLJOI,O,O,O,O,X,X,O,X
ZTSLOIJ,O,O,O,X,X,X,O,X
ZTSLOJI,O,O,O,X,X,X,O,X
ZTSJILO,O,O,O,O,X,X,X,X
ZTSJIOL,O,O,O,O,X,X,O,X
ZTSJLIO,O,O,O,O,X,X,X,X
ZTSJLOI,O,O,O,O,X,X,O,X
ZTSJOIL,O,O,O,O,X,X,O,X
ZTSJOLI,O,O,O,O,X,X,O,X
ZTSOILJ,O,O,O,X,X,X,O,X
ZTSOIJL,O,O,O,O,X,X,O,X
ZTSOLIJ,O,O,O,X,X,X,O,X
ZTSOLJI,O,O,O,X,X,X,O,X
ZTSOJIL,O,O,O,O,X,X,O,X
ZTSOJLI,O,O,O,O,X,X,O,X
ZTOILJS,O,O,O,O,X,X,X,X
ZTOILSJ,O,O,O,X,X,X,X,X
ZTOIJLS,O,O,O,O,X,X,X,X
ZTOIJSL,O,X,O,O,X,O,X,X
ZTOISLJ,O,O,O,X,X,X,O,X
ZTOISJL,O,O,O,O,X,X,O,X
ZTOLIJS,O,O,O,O,X,X,X,X
ZTOLISJ,O,O,O,X,X,X,X,X
ZTOLJIS,O,O,O,O,X,X,X,X
ZTOLJSI,O,O,O,O,X,X,X,X
ZTOLSIJ,O,O,O,X,X,X,O,X
ZTOLSJI,O,O,O,X,X,X,O,X
ZTOJILS,O,O,O,O,X,X,X,X
ZTOJISL,O,X,O,O,X,O,X,X
ZTOJLIS,O,O,O,O,X,X,X,X
ZTOJLSI,O,O,O,O,X,X,X,X
ZTOJSIL,O,O,O,O,X,O,O,X
ZTOJSLI,O,O,O,O,X,O,O,X
ZTOSILJ,O,O,O,X,X,X,O,X
ZTOSIJL,O,O,O,O,X,X,O,X
ZTOSLIJ,O,O,O,X,X,X,O,X
ZTOSLJI,O,O,O,X,X,X,O,X
ZTOSJIL,O,O,O,O,X,X,O,X
ZTOSJLI,O,O,O,O,X,X,O,X
ZITLJSO,O,O,O,O,X,X,X,X
ZITLJOS,O,O,O,O,X,X,X,X
ZITLSJO,O,O,O,O,X,X,X,X
ZITLSOJ,O,O,O,X,X,X,X,X
ZITLOJS,O,O,O,O,X,X,X,X
ZITLOSJ,O,X,O,X,X,X,X,X
ZITJLSO,O,O,O,O,X,X,X,X
ZITJLOS,O,O,O,O,X,X,X,X
ZITJSLO,O,O,O,O,X,O,X,X
ZITJSOL,O,O,O,O,X,O,O,X
ZITJOLS,O,O,O,O,X,X,X,X
ZITJOSL,O,X,O,O,X,O,X,X
ZITSLJO,O,O,O,O,X,X,X,X
ZITSLOJ,O,O,O,X,X,X,X,X
ZITSJLO,O,O,O,O,X,X,X,X
ZITSJOL,O,O,O,O,X,X,O,X
ZITSOLJ,O,O,O,X,X,X,O,X
ZITSOJL,O,O,O,O,X,X,O,X
ZITOLJS,O,O,O,O,X,X,X,X
ZITOLSJ,O,O,O,X,X,X,X,X
ZITOJLS,O,O,O,O,X,X,X,X
ZITOJSL,O,X,O,O,X,O,X,X
ZITOSLJ,O,O,O,X,X,X,O,X
ZITOSJL,O,O,O,O,X,X,O,X
ZILTJSO,O,O,O,O,X,X,X,X
ZILTJOS,O,O,O,O,X,X,X,X
ZILTSJO,O,O,O,O,X,X,X,X
ZILTSOJ,O,O,O,X,X,X,X,X
ZILTOJS,O,O,O,O,X,X,X,X
ZILTOSJ,O,X,O,X,X,X,X,X
ZILJTSO,O,O,O,X,X,X,X,X
ZILJTOS,O,O,O,X,X,X,X,X
ZILJSTO,O,O,X,X,X,O,X,X
ZILJSOT,O,O,O,X,X,O,X,X
ZILJOTS,O,O,O,X,X,X,X,X
ZILJOST,O,O,O,X,X,O,X,X
ZILSTJO,O,X,X,X,X,X,X,X
ZILSTOJ,O,X,X,X,X,X,X,X
ZILSJTO,O,O,X,X,X,X,X,X
ZILSJOT,O,O,O,X,X,X,X,X
ZILSOTJ,O,X,X,X,X,X,X,X
ZILSOJT,O,X,O,X,X,X,X,X
ZILOTJS,O,O,O,O,X,X,X,X
ZILOTSJ,O,O,O,X,X,X,X,X
ZILOJTS,O,O,O,X,X,X,X,X
ZILOJST,O,O,O,X,X,O,X,X
ZILOSTJ,O,O,X,X,X,X,X,X
ZILOSJT,O,O,O,X,X,X,X,X
ZIJTLSO,O,O,O,O,X,X,X,X
ZIJTLOS,O,O,O,O,X,X,X,X
ZIJTSLO,O,O,O,O,X,O,X,X
ZIJTSOL,O,O,O,O,X,O,O,X
ZIJTOLS,O,O,O,O,X,X,X,X
ZIJTOSL,O,X,O,O,X,O,X,X
ZIJLTSO,O,O,O,X,X,X,X,X
ZIJLTOS,O,O,O,X,X,X,X,X
ZIJLSTO,O,O,X,X,X,O,X,X
ZIJLSOT,O,O,O,X,X,O,X,X
ZIJLOTS,O,O,O,X,X,X,X,X
ZIJLOST,O,O,O,X,X,O,X,X
ZIJSTLO,X,X,O,X,X,O,X,X
ZIJSTOL,O,X,O,X,X,O,O,X
ZIJSLTO,X,X,X,X,X,O,X,X
ZIJSLOT,O,X,O,X,X,O,X,X
ZIJSOTL,O,X,O,X,X,O,X,X
ZIJSOLT,O,X,O,X,X,O,X,X
ZIJOTLS,O,X,O,O,X,X,X,X
ZIJOTSL,O,X,O,O,X,O,X,X
ZIJOLTS,O,O,O,X,X,X,X,X
ZIJOLST,O,O,O,X,X,O,X,X
ZIJOSTL,O,X,O,X,X,O,X,X
ZIJOSLT,O,X,O,X,X,O,X,X
ZISTLJO,O,X,O,O,X,X,X,X
ZISTLOJ,O,X,O,X,X,X,X,X
ZISTJLO,O,X,O,O,X,X,X,X
ZISTJOL,O,X,O,O,X,X,O,X
ZISTOLJ,O,X,O,X,X,X,O,X
ZISTOJL,O,X,O,O,X,X,O,X
ZISLTJO,O,X,X,X,X,X,X,X
ZISLTOJ,O,X,X,X,X,X,X,X
ZISLJTO,O,X,X,X,X,X,X,X
ZISLJOT,O,X,O,X,X,X,X,X
ZISLOTJ,O,X,X,X,X,X,X,X
ZISLOJT,O,X,O,X,X,X,X,X
ZISJTLO,X,X,O,X,X,O,X,X
ZISJTOL,O,X,O,X,X,O,O,X
ZISJLTO,O,X,X,X,X,O,X,X
ZISJLOT,O,X,O,X,X,O,X,X
ZISJOTL,O,X,O,X,X,O,X,X
ZISJOLT,O,X,O,X,X,O,X,X
ZISOTLJ,O,X,O,X,X,X,X,X
ZISOTJL,O,X,O,O,X,X,X,X
ZISOLTJ,O,X,X,X,X,X,X,X
ZISOLJT,O,X,O,X,X,X,X,X
ZISOJTL,O,X,O,X,X,O,X,X
ZISOJLT,O,X,O,X,X,O,X,X
ZIOTLJS,O,O,O,O,X,X,X,X
ZIOTLSJ,O,O,O,X,X,X,X,X
ZIOTJLS,O,O,O,O,X,X,X,X
ZIOTJSL,O,X,O,O,X,O,X,X
ZIOTSLJ,O,O,O,X,X,X,X,X
ZIOTSJL,O,O,O,O,X,X,X,X
ZIOLTJS,O,O,O,O,X,X,X,X
ZIOLTSJ,O,O,O,X,X,X,X,X
ZIOLJTS,O,O,O,X,X,X,X,X
ZIOLJST,O,O,O,X,X,O,X,X
ZIOLSTJ,O,O,X,X,X,X,X,X
ZIOLSJT,O,O,O,X,X,X,X,X
ZIOJTLS,O,X,O,O,X,X,X,X
ZIOJTSL,O,X,O,O,X,O,X,X
ZIOJLTS,O,O,O,X,X,X,X,X
ZIOJLST,O,O,O,X,X,O,X,X
ZIOJSTL,O,X,O,X,X,O,X,X
ZIOJSLT,O,X,O,X,X,O,X,X
ZIOSTLJ,O,O,O,X,X,X,X,X
ZIOSTJL,O,O,O,O,X,X,X,X
ZIOSLTJ,O,O,X,X,X,X,X,X
ZIOSLJT,O,O,O,X,X,X,X,X
ZIOSJTL,O,O,O,X,X,O,X,X
ZIOSJLT,O,O,O,X,X,O,X,X
ZLTIJSO,O,O,O,O,X,X,X,O
ZLTIJOS,O,O,O,O,X,X,X,O
ZLTISJO,O,O,O,O,X,X,X,X
ZLTISOJ,O,O,O,X,X,X,X,X
ZLTIOJS,O,O,O,O,X,X,X,X
ZLTIOSJ,O,X,O,X,X,X,X,X
ZLTJISO,O,O,O,O,X,X,X,O
ZLTJIOS,O,O,O,O,X,X,X,O
ZLTJSIO,O,O,O,O,X,X,X,O
ZLTJSOI,O,O,O,O,X,X,O,O
ZLTJOIS,O,O,O,O,X,X,X,O
ZLTJOSI,O,O,O,O,X,X,X,O
ZLTSIJO,O,O,O,O,X,X,X,X
ZLTSIOJ,O,O,O,X,X,X,X,X
ZLTSJIO,O,O,O,O,X,X,X,X
ZLTSJOI,O,O,O,O,X,X,O,X
ZLTSOIJ,O,O,O,X,X,X,O,X
ZLTSOJI,O,O,O,X,X,X,O,X
ZLTOIJS,O,O,O,O,X,X,X,X
ZLTOISJ,O,O,O,X,X,X,X,X
ZLTOJIS,O,O,O,O,X,X,X,X
ZLTOJSI,O,O,O,O,X,X,X,X
ZLTOSIJ,O,O,O,X,X,X,O,X
ZLTOSJI,O,O,O,X,X,X,O,X
ZLITJSO,O,O,O,O,X,X,X,O
ZLITJOS,O,O,O,O,X,X,X,O
ZLITSJO,O,O,O,O,X,X,X,X
ZLITSOJ,O,O,O,X,X,X,X,X
ZLITOJS,O,O,O,O,X,X,X,X
ZLITOSJ,O,X,O,X,X,X,X,X
ZLIJTSO,O,O,O,X,X,X,X,X
ZLIJTOS,O,O,O,X,X,X,X,X
ZLIJSTO,O,O,X,X,X,O,X,X
ZLIJSOT,O,O,O,X,X,O,X,X
ZLIJOTS,O,O,O,X,X,X,X,X
ZLIJOST,O,O,O,X,X,O,X,X
ZLISTJO,O,X,X,X,X,X,X,X
ZLISTOJ,O,X,X,X,X,X,X,X
ZLISJTO,O,O,X,X,X,X,X,X
ZLISJOT,O,O,O,X,X,X,X,X
ZLISOTJ,O,X,X,X,O,X,X,X
ZLISOJT,O,X,O,X,O,X,X,X
ZLIOTJS,O,O,O,O,X,X,X,X
ZLIOTSJ,O,O,O,X,X,X,X,X
ZLIOJTS,O,O,O,X,X,X,X,X
ZLIOJST,O,O,O,X,X,O,X,X
ZLIOSTJ,O,O,X,X,O,X,X,X
ZLIOSJT,O,O,O,X,O,X,X,X
ZLJTISO,X,O,O,O,X,X,X,X
ZLJTIOS,X,O,O,O,X,X,X,X
ZLJTSIO,X,O,O,O,X,X,X,X
ZLJTSOI,X,O,O,O,X,X,O,X
ZLJTOIS,X,O,O,O,X,X,X,X
ZLJTOSI,X,O,O,O,X,X,X,X
ZLJITSO,O,O,O,X,X,X,X,X
ZLJITOS,O,O,O,X,X,X,X,X
ZLJISTO,O,O,X,X,X,O,X,X
ZLJISOT,O,O,O,X,X,O,X,X
ZLJIOTS,O,O,O,X,X,X,X,X
ZLJIOST,O,O,O,X,X,O,X,X
ZLJSTIO,O,O,X,X,X,O,X,X
ZLJSTOI,O,O,X,X,X,O,O,X
ZLJSITO,O,O,X,X,X,O,X,X
ZLJSIOT,O,O,O,X,X,O,X,X
ZLJSOTI,O,X,X,X,X,O,X,X
ZLJSOIT,O,O,O,X,X,O,X,X
ZLJOTIS,X,O,O,O,X,X,X,X
ZLJOTSI,X,O,O,O,X,X,X,X
ZLJOITS,O,O,O,X,X,X,X,X
ZLJOIST,O,O,O,X,X,O,X,X
ZLJOSTI,O,O,X,X,X,O,X,X
ZLJOSIT,O,O,O,X,X,O,X,X
ZLSTIJO,O,O,X,X,X,X,X,X
ZLSTIOJ,O,O,X,X,X,X,X,X
ZLSTJIO,O,O,X,X,X,X,X,X
ZLSTJOI,O,O,X,X,X,X,O,X
ZLSTOIJ,O,O,X,X,X,X,O,X
ZLSTOJI,O,O,X,X,X,X,O,X
ZLSITJO,O,X,X,X,X,X,X,X
ZLSITOJ,O,X,X,X,X,X,X,X
ZLSIJTO,O,O,X,X,X,X,X,X
ZLSIJOT,O,O,O,X,X,X,X,X
ZLSIOTJ,O,X,X,X,O,X,X,X
ZLSIOJT,O,X,O,X,O,X,X,X
