sequence,v115@5gB8GeC8HeD8FeG8AeF8JeZ/IvhFCbBXcBTeB8kBGm?BlqB,v115@5gB8GeC8HeD8FeG8AeF8JeZ/IvhFCcBTeBukB/mBUg?BlqB,v115@5gB8GeC8HeD8FeG8AeF8Jex7IvhFTeBKkBGgB/mB0f?BlqB,v115@5gB8GeC8HeD8FeG8AeF8Je//IvhFUbBFcBTeB2pBxl?BCrB,v115@5gB8GeC8HeD8FeG8AeF8JeO/IvhF8fBTeB5lB/rByu?BFrB,v115@5gB8GeC8HeD8FeG8AeF8JeO/IvhFTeBRgB0gB6mB3k?BlqB
SZIOTJL,O,O,X,X,X,X
SZIOLTJ,O,O,X,X,O,X
SZIOLJT,O,O,X,X,O,X
SZIOJTL,O,X,X,X,X,O
SZIOJLT,O,O,X,X,X,O
SZLTIJO,X,O,O,X,O,X
SZLTIOJ,O,O,O,X,O,X
SZLTJIO,X,O,O,X,O,X
SZLTJOI,X,O,O,X,O,X
SZLTOIJ,O,O,O,X,O,X
SZLTOJI,X,O,O,X,O,X
SZLITJO,X,O,X,X,O,X
SZLITOJ,O,O,X,X,O,X
SZLIJTO,O,X,X,X,O,X
SZLIJOT,O,O,X,X,O,X
SZLIOTJ,O,O,X,X,O,X
SZLIOJT,O,O,X,X,O,X
SZLJTIO,O,X,X,X,O,X
SZLJTOI,O,X,X,X,O,X
SZLJITO,O,X,X,X,O,X
SZLJIOT,O,O,X,X,O,X
SZLJOTI,O,X,X,X,O,X
SZLJOIT,O,O,X,X,O,X
SZLOTIJ,O,O,O,X,O,X
SZLOTJI,X,O,O,X,O,X
SZLOITJ,O,O,X,X,O,X
SZLOIJT,O,O,X,X,O,X
SZLOJTI,O,X,X,X,O,X
SZLOJIT,O,O,X,X,O,X
SZJTILO,O,X,X,X,X,X
SZJTIOL,O,X,X,X,X,O
SZJTLIO,O,X,X,X,X,X
SZJTLOI,O,X,X,X,X,X
SZJTOIL,O,X,X,X,X,O
SZJTOLI,O,X,X,X,X,X
SZJITLO,O,X,X,X,X,X
SZJITOL,O,X,X,X,X,X
SZJILTO,O,X,X,X,X,X
SZJILOT,O,O,X,X,X,X
SZJIOTL,O,X,X,X,X,O
SZJIOLT,O,O,X,X,X,O
SZJLTIO,O,X,X,X,X,X
SZJLTOI,O,X,X,X,X,X
SZJLITO,O,X,X,X,X,X
SZJLIOT,O,O,X,X,X,X
SZJLOTI,O,X,X,X,X,X
SZJLOIT,O,O,X,X,X,X
SZJOTIL,O,X,X,X,X,O
SZJOTLI,O,X,X,X,X,X
SZJOITL,O,X,X,X,X,O
SZJOILT,O,O,X,X,X,O
SZJOLTI,O,X,X,X,X,X
SZJOLIT,O,O,X,X,X,X
SZOTILJ,O,O,O,X,X,X
SZOTIJL,O,O,X,X,X,O
SZOTLIJ,O,O,O,X,X,X
SZOTLJI,O,O,O,X,X,X
SZOTJIL,O,O,X,X,X,O
SZOTJLI,O,O,X,X,X,X
SZOITLJ,O,O,O,X,X,X
SZOITJL,O,O,X,X,X,X
SZOILTJ,O,O,X,X,O,X
SZOILJT,O,O,X,X,O,X
SZOIJTL,O,X,X,X,X,O
SZOIJLT,O,O,X,X,X,O
SZOLTIJ,O,O,O,X,O,X
SZOLTJI,X,O,O,X,O,X
SZOLITJ,O,O,X,X,O,X
SZOLIJT,O,O,X,X,O,X
SZOLJTI,O,X,X,X,O,X
SZOLJIT,O,O,X,X,O,X
SZOJTIL,O,X,X,X,X,O
SZOJTLI,O,X,X,X,X,X
SZOJITL,O,X,X,X,X,O
SZOJILT,O,O,X,X,X,O
SZOJLTI,O,X,X,X,X,X
SZOJLIT,O,O,X,X,X,X
SOTILJZ,O,O,O,X,X,O
SOTILZJ,O,O,O,X,O,X
SOTIJLZ,O,O,O,X,X,O
SOTIJZL,O,O,X,X,X,O
SOTIZLJ,O,O,O,X,X,X
SOTIZJL,O,O,X,X,X,O
SOTLIJZ,O,O,O,O,X,O
SOTLIZJ,O,O,O,X,O,X
SOTLJIZ,O,O,O,O,X,O
SOTLJZI,O,O,O,O,X,X
SOTLZIJ,O,O,O,X,O,X
SOTLZJI,O,O,O,X,O,X
SOTJILZ,O,O,O,O,X,O
SOTJIZL,O,O,X,O,X,O
SOTJLIZ,O,O,O,O,X,O
SOTJLZI,O,O,O,O,X,X
SOTJZIL,O,O,X,O,X,O
SOTJZLI,O,O,X,O,X,X
SOTZILJ,O,O,O,X,X,X
SOTZIJL,O,O,X,X,X,O
SOTZLIJ,O,O,O,X,X,X
SOTZLJI,O,O,O,X,X,X
SOTZJIL,O,O,X,X,X,O
SOTZJLI,O,O,X,X,X,X
SOITLJZ,O,O,O,X,X,O
SOITLZJ,O,O,O,X,O,X
SOITJLZ,O,O,O,X,X,O
SOITJZL,O,O,X,X,X,O
SOITZLJ,O,O,O,X,X,X
SOITZJL,O,O,X,X,X,O
SOILTJZ,O,O,O,X,X,X
SOILTZJ,O,O,O,X,O,X
SOILJTZ,O,O,X,X,X,O
SOILJZT,O,O,X,X,O,O
SOILZTJ,O,O,X,X,O,X
SOILZJT,O,O,X,X,O,X
SOIJTLZ,O,O,O,X,X,O
SOIJTZL,O,O,X,X,X,O
SOIJLTZ,O,O,X,X,X,O
SOIJLZT,O,O,X,X,O,O
SOIJZTL,O,X,X,X,X,O
SOIJZLT,O,O,X,X,X,O
SOIZTLJ,O,O,O,X,X,X
SOIZTJL,O,O,X,X,X,X
SOIZLTJ,O,O,X,X,O,X
SOIZLJT,O,O,X,X,O,X
SOIZJTL,O,X,X,X,X,O
SOIZJLT,O,O,X,X,X,O
SOLTIJZ,O,O,O,O,X,O
SOLTIZJ,O,O,O,X,O,X
SOLTJIZ,O,O,O,O,X,O
SOLTJZI,O,O,O,O,X,X
SOLTZIJ,O,O,O,X,O,X
SOLTZJI,O,O,O,X,O,X
SOLITJZ,O,O,O,O,X,X
SOLITZJ,O,O,O,X,O,X
SOLIJTZ,O,O,X,O,X,O
SOLIJZT,O,O,X,O,O,O
SOLIZTJ,O,O,X,X,O,X
SOLIZJT,O,O,X,X,O,X
SOLJTIZ,X,O,O,O,X,O
SOLJTZI,X,O,O,O,X,X
SOLJITZ,O,O,X,O,X,O
SOLJIZT,O,O,X,O,O,O
SOLJZTI,O,X,X,O,O,X
SOLJZIT,O,O,X,O,O,X
SOLZTIJ,O,O,O,X,O,X
SOLZTJI,X,O,O,X,O,X
SOLZITJ,O,O,X,X,O,X
SOLZIJT,O,O,X,X,O,X
SOLZJTI,X,X,X,X,O,X
SOLZJIT,O,O,X,X,O,X
SOJTILZ,O,O,O,O,X,O
SOJTIZL,O,O,X,O,X,O
SOJTLIZ,O,O,O,O,X,O
SOJTLZI,O,O,O,O,X,X
SOJTZIL,O,O,X,O,X,O
SOJTZLI,O,O,X,O,X,X
SOJITLZ,O,O,O,O,X,O
SOJITZL,O,O,X,O,X,O
SOJILTZ,O,O,X,O,X,O
SOJILZT,O,O,X,O,O,O
SOJIZTL,O,X,X,O,X,O
SOJIZLT,O,O,X,O,X,O
SOJLTIZ,X,O,O,O,X,O
SOJLTZI,X,O,O,O,X,X
SOJLITZ,O,O,X,O,X,O
SOJLIZT,O,O,X,O,O,O
SOJLZTI,O,X,X,O,O,X
SOJLZIT,O,O,X,O,O,X
SOJZTIL,O,X,X,O,X,O
SOJZTLI,O,X,X,O,X,X
SOJZITL,O,X,X,O,X,O
SOJZILT,O,O,X,O,X,O
SOJZLTI,O,X,X,O,X,X
SOJZLIT,O,O,X,O,X,X
SOZTILJ,O,O,O,X,X,X
SOZTIJL,O,O,X,X,X,O
SOZTLIJ,O,O,O,X,X,X
SOZTLJI,O,O,O,X,X,X
SOZTJIL,O,O,X,X,X,O
SOZTJLI,O,O,X,X,X,X
SOZITLJ,O,O,O,X,X,X
SOZITJL,O,O,X,X,X,X
SOZILTJ,O,O,X,X,O,X
SOZILJT,O,O,X,X,O,X
SOZIJTL,O,X,X,X,X,O
SOZIJLT,O,O,X,X,X,O
SOZLTIJ,O,O,O,X,O,X
SOZLTJI,X,O,O,X,O,X
SOZLITJ,O,O,X,X,O,X
SOZLIJT,O,O,X,X,O,X
SOZLJTI,O,X,X,X,O,X
SOZLJIT,O,O,X,X,O,X
SOZJTIL,O,X,X,X,X,O
SOZJTLI,O,X,X,X,X,X
SOZJITL,O,X,X,X,X,O
SOZJILT,O,O,X,X,X,O
SOZJLTI,O,X,X,X,X,X
SOZJLIT,O,O,X,X,X,X
ZTILJSO,O,X,X,X,X,X
ZTILJOS,O,X,X,X,X,X
ZTILSJO,O,X,X,X,X,X
ZTILSOJ,O,X,X,X,X,X
ZTILOJS,O,X,X,X,X,X
ZTILOSJ,O,X,X,X,X,X
ZTIJLSO,O,X,X,X,X,X
ZTIJLOS,O,X,X,X,X,X
ZTIJSLO,O,O,X,X,X,X
ZTIJSOL,O,O,X,X,X,X
ZTIJOLS,O,X,X,X,X,X
ZTIJOSL,O,O,X,X,X,X
ZTISLJO,O,O,X,X,X,X
ZTISLOJ,O,O,X,X,X,X
ZTISJLO,O,O,X,X,X,X
ZTISJOL,O,O,X,X,X,X
ZTISOLJ,O,O,X,X,X,X
ZTISOJL,O,O,X,X,X,X
ZTIOLJS,O,X,X,X,X,X
ZTIOLSJ,O,X,X,X,X,X
ZTIOJLS,O,X,X,X,X,X
ZTIOJSL,O,O,X,X,X,X
ZTIOSLJ,O,O,X,X,X,X
ZTIOSJL,O,O,X,X,X,X
ZTLIJSO,O,X,X,O,X,X
ZTLIJOS,O,X,X,O,X,X
ZTLISJO,O,X,X,X,X,X
ZTLISOJ,O,X,X,X,X,X
ZTLIOJS,O,X,X,O,X,X
ZTLIOSJ,O,X,X,X,X,X
ZTLJISO,O,X,X,O,X,X
ZTLJIOS,O,X,X,O,X,X
ZTLJSIO,O,X,O,O,X,X
ZTLJSOI,O,X,O,O,X,X
ZTLJOIS,O,X,X,O,X,X
ZTLJOSI,O,X,O,O,X,X
ZTLSIJO,O,X,O,X,X,X
ZTLSIOJ,O,X,O,X,X,X
ZTLSJIO,O,X,O,X,X,X
ZTLSJOI,O,X,O,X,X,X
ZTLSOIJ,O,X,O,X,X,X
ZTLSOJI,O,X,O,X,X,X
ZTLOIJS,O,X,X,O,X,X
ZTLOISJ,O,X,X,X,X,X
ZTLOJIS,O,X,X,O,X,X
ZTLOJSI,O,X,O,O,X,X
ZTLOSIJ,O,X,O,X,X,X
ZTLOSJI,O,X,O,X,X,X
ZTJILSO,O,X,X,X,X,X
ZTJILOS,O,X,X,X,X,X
ZTJISLO,O,O,X,O,X,X
ZTJISOL,O,O,X,O,X,X
ZTJIOLS,O,X,X,X,X,X
ZTJIOSL,O,O,X,O,X,X
ZTJLISO,O,X,X,O,X,X
ZTJLIOS,O,X,X,O,X,X
ZTJLSIO,O,X,X,O,X,X
ZTJLSOI,O,X,X,O,X,X
ZTJLOIS,O,X,X,O,X,X
ZTJLOSI,O,X,X,O,X,X
ZTJSILO,O,O,X,O,X,X
ZTJSIOL,O,O,X,O,X,X
ZTJSLIO,O,O,X,X,X,X
ZTJSLOI,O,O,X,O,X,X
ZTJSOIL,O,O,X,O,X,X
ZTJSOLI,O,O,X,O,X,X
ZTJOILS,O,X,X,X,X,X
ZTJOISL,O,O,X,O,X,X
ZTJOLIS,O,X,X,O,X,X
ZTJOLSI,O,X,X,O,X,X
ZTJOSIL,O,O,X,O,X,X
ZTJOSLI,O,O,X,O,X,X
ZTSILJO,O,O,O,X,X,X
ZTSILOJ,O,O,O,X,X,X
ZTSIJLO,O,O,X,X,X,X
ZTSIJOL,O,O,X,X,X,O
ZTSIOLJ,O,O,O,X,X,X
ZTSIOJL,O,O,X,X,X,O
ZTSLIJO,O,O,O,X,X,X
ZTSLIOJ,O,O,O,X,X,X
ZTSLJIO,O,O,O,X,X,X
ZTSLJOI,O,O,O,X,X,X
ZTSLOIJ,O,O,O,X,X,X
ZTSLOJI,O,O,O,X,X,X
ZTSJILO,O,O,X,X,X,X
ZTSJIOL,O,O,X,X,X,O
ZTSJLIO,O,O,X,X,X,X
ZTSJLOI,O,O,X,X,X,X
ZTSJOIL,O,O,X,X,X,O
ZTSJOLI,O,O,X,X,X,X
ZTSOILJ,O,O,O,X,X,X
ZTSOIJL,O,O,X,X,X,O
ZTSOLIJ,O,O,O,X,X,X
ZTSOLJI,O,O,O,X,X,X
ZTSOJIL,O,O,X,X,X,O
ZTSOJLI,O,O,X,X,X,X
ZTOILJS,O,X,X,X,X,X
ZTOILSJ,O,X,X,X,X,X
ZTOIJLS,O,X,X,X,X,X
ZTOIJSL,O,O,X,X,X,X
ZTOISLJ,O,O,X,X,X,X
ZTOISJL,O,O,X,X,X,X
ZTOLIJS,O,X,X,O,X,X
ZTOLISJ,O,X,X,X,X,X
ZTOLJIS,O,X,X,O,X,X
ZTOLJSI,O,X,O,O,X,X
ZTOLSIJ,O,X,O,X,X,X
ZTOLSJI,O,X,O,X,X,X
ZTOJILS,O,X,X,X,X,X
ZTOJISL,O,O,X,O,X,X
ZTOJLIS,O,X,X,O,X,X
ZTOJLSI,O,X,X,O,X,X
ZTOJSIL,O,O,X,O,X,X
ZTOJSLI,O,O,X,O,X,X
ZTOSILJ,O,O,O,X,X,X
ZTOSIJL,O,O,X,X,X,O
ZTOSLIJ,O,O,O,X,X,X
ZTOSLJI,O,O,O,X,X,X
ZTOSJIL,O,O,X,X,X,O
ZTOSJLI,O,O,X,X,X,X
ZITLJSO,O,X,X,X,X,X
ZITLJOS,O,X,X,X,X,X
ZITLSJO,O,X,X,X,X,X
ZITLSOJ,O,X,X,X,X,X
ZITLOJS,O,X,X,X,X,X
ZITLOSJ,O,X,X,X,X,X
ZITJLSO,O,X,X,X,X,X
ZITJLOS,O,X,X,X,X,X
ZITJSLO,O,O,X,X,X,X
ZITJSOL,O,O,X,X,X,X
ZITJOLS,O,X,X,X,X,X
ZITJOSL,O,O,X,X,X,X
ZITSLJO,O,O,X,X,X,X
ZITSLOJ,O,O,X,X,X,X
ZITSJLO,O,O,X,X,X,X
ZITSJOL,O,O,X,X,X,X
ZITSOLJ,O,O,X,X,X,X
ZITSOJL,O,O,X,X,X,X
ZITOLJS,O,X,X,X,X,X
ZITOLSJ,O,X,X,X,X,X
ZITOJLS,O,X,X,X,X,X
ZITOJSL,O,O,X,X,X,X
ZITOSLJ,O,O,X,X,X,X
ZITOSJL,O,O,X,X,X,X
ZILTJSO,O,X,X,X,O,X
ZILTJOS,O,X,X,X,O,X
ZILTSJO,O,X,X,X,O,X
ZILTSOJ,O,X,X,X,O,X
ZILTOJS,O,X,X,X,O,X
ZILTOSJ,O,X,X,X,O,X
ZILJTSO,O,X,X,X,O,X
ZILJTOS,O,X,X,X,O,X
ZILJSTO,O,X,X,X,O,X
ZILJSOT,O,X,X,X,O,X
ZILJOTS,O,X,X,X,O,X
ZILJOST,O,X,X,X,O,X
ZILSTJO,X,O,X,X,O,X
ZILSTOJ,O,O,X,X,O,X
ZILSJTO,O,X,X,X,O,X
ZILSJOT,O,O,X,X,O,X
ZILSOTJ,O,O,X,X,O,X
ZILSOJT,O,O,X,X,O,X
ZILOTJS,O,X,X,X,O,X
ZILOTSJ,O,X,X,X,O,X
ZILOJTS,O,X,X,X,O,X
ZILOJST,O,X,X,X,O,X
ZILOSTJ,O,O,X,X,O,X
ZILOSJT,O,O,X,X,O,X
ZIJTLSO,O,X,X,X,X,X
ZIJTLOS,O,X,X,X,X,X
ZIJTSLO,O,O,X,X,X,X
ZIJTSOL,O,O,X,X,X,X
ZIJTOLS,O,X,X,X,X,X
ZIJTOSL,O,O,X,X,X,X
ZIJLTSO,O,X,X,X,X,X
ZIJLTOS,O,X,X,X,X,X
ZIJLSTO,O,X,X,X,X,X
ZIJLSOT,O,X,X,X,X,X
ZIJLOTS,O,X,X,X,X,X
ZIJLOST,O,X,X,X,X,X
ZIJSTLO,O,X,X,X,X,X
ZIJSTOL,O,X,X,X,X,X
ZIJSLTO,O,X,X,X,X,X
ZIJSLOT,O,O,X,X,X,X
ZIJSOTL,O,X,X,X,X,X
ZIJSOLT,O,O,X,X,X,X
ZIJOTLS,O,X,X,X,X,X
ZIJOTSL,O,O,X,X,X,X
ZIJOLTS,O,X,X,X,X,X
ZIJOLST,O,X,X,X,X,X
ZIJOSTL,O,X,X,X,X,X
ZIJOSLT,O,O,X,X,X,X
ZISTLJO,O,O,O,X,X,X
ZISTLOJ,O,O,O,X,X,X
ZISTJLO,O,O,X,X,X,X
ZISTJOL,O,O,X,X,X,X
ZISTOLJ,O,O,O,X,X,X
ZISTOJL,O,O,X,X,X,X
ZISLTJO,X,O,X,X,O,X
ZISLTOJ,O,O,X,X,O,X
ZISLJTO,O,X,X,X,O,X
ZISLJOT,O,O,X,X,O,X
ZISLOTJ,O,O,X,X,O,X
ZISLOJT,O,O,X,X,O,X
ZISJTLO,O,X,X,X,X,X
ZISJTOL,O,X,X,X,X,X
ZISJLTO,O,X,X,X,X,X
ZISJLOT,O,O,X,X,X,X
ZISJOTL,O,X,X,X,X,X
ZISJOLT,O,O,X,X,X,X
ZISOTLJ,O,O,O,X,X,X
ZISOTJL,O,O,X,X,X,X
ZISOLTJ,O,O,X,X,O,X
ZISOLJT,O,O,X,X,O,X
ZISOJTL,O,X,X,X,X,X
ZISOJLT,O,O,X,X,X,X
ZIOTLJS,O,X,X,X,X,X
ZIOTLSJ,O,X,X,X,X,X
ZIOTJLS,O,X,X,X,X,X
ZIOTJSL,O,O,X,X,X,X
ZIOTSLJ,O,O,X,X,X,X
ZIOTSJL,O,O,X,X,X,X
ZIOLTJS,O,X,X,X,O,X
ZIOLTSJ,O,X,X,X,O,X
ZIOLJTS,O,X,X,X,O,X
ZIOLJST,O,X,X,X,O,X
ZIOLSTJ,O,O,X,X,O,X
ZIOLSJT,O,O,X,X,O,X
ZIOJTLS,O,X,X,X,X,X
ZIOJTSL,O,O,X,X,X,X
ZIOJLTS,O,X,X,X,X,X
ZIOJLST,O,X,X,X,X,X
ZIOJSTL,O,X,X,X,X,X
ZIOJSLT,O,O,X,X,X,X
ZIOSTLJ,O,O,O,X,X,X
ZIOSTJL,O,O,X,X,X,X
ZIOSLTJ,O,O,X,X,O,X
ZIOSLJT,O,O,X,X,O,X
ZIOSJTL,O,X,X,X,X,X
ZIOSJLT,O,O,X,X,X,X
ZLTIJSO,O,X,X,O,O,X
ZLTIJOS,O,X,X,O,O,X
ZLTISJO,O,X,X,X,O,X
ZLTISOJ,O,X,X,X,O,X
ZLTIOJS,O,X,X,O,O,X
ZLTIOSJ,O,X,X,X,O,X
ZLTJISO,O,X,X,O,O,X
ZLTJIOS,O,X,X,O,O,X
ZLTJSIO,O,X,O,O,O,X
ZLTJSOI,O,X,O,O,O,X
ZLTJOIS,O,X,X,O,O,X
ZLTJOSI,O,X,O,O,O,X
ZLTSIJO,O,X,O,X,O,X
ZLTSIOJ,O,X,O,X,O,X
ZLTSJIO,O,X,O,X,O,X
ZLTSJOI,O,X,O,X,O,X
ZLTSOIJ,O,X,O,X,O,X
ZLTSOJI,O,X,O,X,O,X
ZLTOIJS,O,X,X,O,O,X
ZLTOISJ,O,X,X,X,O,X
ZLTOJIS,O,X,X,O,O,X
ZLTOJSI,O,X,O,O,O,X
ZLTOSIJ,O,X,O,X,O,X
ZLTOSJI,O,X,O,X,O,X
ZLITJSO,O,X,X,O,O,X
ZLITJOS,O,X,X,O,O,X
ZLITSJO,O,X,X,X,O,X
ZLITSOJ,O,X,X,X,O,X
ZLITOJS,O,X,X,O,O,X
ZLITOSJ,O,X,X,X,O,X
ZLIJTSO,O,X,X,O,O,X
ZLIJTOS,O,X,X,O,O,X
ZLIJSTO,O,X,X,O,O,X
ZLIJSOT,O,X,X,O,O,X
ZLIJOTS,O,X,X,O,O,X
ZLIJOST,O,X,X,O,O,X
ZLISTJO,X,O,X,X,O,X
ZLISTOJ,O,O,X,X,O,X
ZLISJTO,O,X,X,X,O,X
ZLISJOT,O,O,X,X,O,X
ZLISOTJ,O,O,X,X,O,X
ZLISOJT,O,O,X,X,O,X
ZLIOTJS,O,X,X,O,O,X
ZLIOTSJ,O,X,X,X,O,X
ZLIOJTS,O,X,X,O,O,X
ZLIOJST,O,X,X,O,O,X
ZLIOSTJ,O,O,X,X,O,X
ZLIOSJT,O,O,X,X,O,X
ZLJTISO,O,X,X,O,O,X
ZLJTIOS,O,X,X,O,O,X
ZLJTSIO,O,X,X,O,O,X
ZLJTSOI,O,X,X,O,O,X
ZLJTOIS,O,X,X,O,O,X
ZLJTOSI,O,X,X,O,O,X
ZLJITSO,O,X,X,O,O,X
ZLJITOS,O,X,X,O,O,X
ZLJISTO,O,X,X,O,O,X
ZLJISOT,O,X,X,O,O,X
ZLJIOTS,O,X,X,O,O,X
ZLJIOST,O,X,X,O,O,X
ZLJSTIO,O,X,X,O,O,X
ZLJSTOI,O,X,X,O,O,X
ZLJSITO,O,X,X,O,O,X
ZLJSIOT,O,X,X,O,O,X
ZLJSOTI,O,X,X,O,O,X
ZLJSOIT,O,X,X,O,O,X
ZLJOTIS,O,X,X,O,O,X
ZLJOTSI,O,X,X,O,O,X
ZLJOITS,O,X,X,O,O,X
ZLJOIST,O,X,X,O,O,X
ZLJOSTI,O,X,X,O,O,X
ZLJOSIT,O,X,X,O,O,X
ZLSTIJO,X,O,O,X,O,X
ZLSTIOJ,O,O,O,X,O,X
ZLSTJIO,X,O,O,X,O,X
ZLSTJOI,X,O,O,X,O,X
ZLSTOIJ,O,O,O,X,O,X
ZLSTOJI,X,O,O,X,O,X
ZLSITJO,X,O,X,X,O,X
ZLSITOJ,O,O,X,X,O,X
ZLSIJTO,O,X,X,X,O,X
ZLSIJOT,O,O,X,X,O,X
ZLSIOTJ,O,O,X,X,O,X
ZLSIOJT,O,O,X,X,O,X
ZLSJTIO,O,X,X,X,O,X
ZLSJTOI,O,X,X,X,O,X
ZLSJITO,O,X,X,X,O,X
ZLSJIOT,O,O,X,X,O,X
ZLSJOTI,O,X,X,X,O,X
ZLSJOIT,O,O,X,X,O,X
ZLSOTIJ,O,O,O,X,O,X
ZLSOTJI,X,O,O,X,O,X
ZLSOITJ,O,O,X,X,O,X
ZLSOIJT,O,O,X,X,O,X
ZLSOJTI,O,X,X,X,O,X
ZLSOJIT,O,O,X,X,O,X
ZLOTIJS,O,X,X,O,O,X
ZLOTISJ,O,X,X,X,O,X
ZLOTJIS,O,X,X,O,O,X
ZLOTJSI,O,X,O,O,O,X
ZLOTSIJ,O,X,O,X,O,X
ZLOTSJI,O,X,O,X,O,X
ZLOITJS,O,X,X,O,O,X
ZLOITSJ,O,X,X,X,O,X
ZLOIJTS,O,X,X,O,O,X
ZLOIJST,O,X,X,O,O,X
ZLOISTJ,O,O,X,X,O,X
ZLOISJT,O,O,X,X,O,X
ZLOJTIS,O,X,X,O,O,X
ZLOJTSI,O,X,X,O,O,X
ZLOJITS,O,X,X,O,O,X
ZLOJIST,O,X,X,O,O,X
ZLOJSTI,O,X,X,O,O,X
ZLOJSIT,O,X,X,O,O,X
ZLOSTIJ,O,O,O,X,O,X
ZLOSTJI,X,O,O,X,O,X
ZLOSITJ,O,O,X,X,O,X
ZLOSIJT,O,O,X,X,O,X
ZLOSJTI,O,X,X,X,O,X
ZLOSJIT,O,O,X,X,O,X
ZJTILSO,O,X,X,X,X,X
ZJTILOS,O,X,X,X,X,X
ZJTISLO,O,O,X,O,X,X
ZJTISOL,O,O,X,O,X,X
ZJTIOLS,O,X,X,X,X,X
ZJTIOSL,O,O,X,O,X,X
ZJTLISO,O,X,X,O,X,X
ZJTLIOS,O,X,X,O,X,X
ZJTLSIO,O,X,X,O,X,X
ZJTLSOI,O,X,X,O,X,X
ZJTLOIS,O,X,X,O,X,X
ZJTLOSI,O,X,X,O,X,X
ZJTSILO,O,O,X,O,X,X
ZJTSIOL,O,O,X,O,X,X
ZJTSLIO,O,O,X,X,X,X
ZJTSLOI,O,O,X,O,X,X
ZJTSOIL,O,O,X,O,X,X
ZJTSOLI,O,O,X,O,X,X
ZJTOILS,O,X,X,X,X,X
ZJTOISL,O,O,X,O,X,X
ZJTOLIS,O,X,X,O,X,X
ZJTOLSI,O,X,X,O,X,X
ZJTOSIL,O,O,X,O,X,X
ZJTOSLI,O,O,X,O,X,X
ZJITLSO,O,X,X,X,X,X
ZJITLOS,O,X,X,X,X,X
ZJITSLO,O,O,X,O,X,X
ZJITSOL,O,O,X,O,X,X
ZJITOLS,O,X,X,X,X,X
ZJITOSL,O,O,X,O,X,X
ZJILTSO,O,X,X,X,X,X
ZJILTOS,O,X,X,X,X,X
ZJILSTO,O,X,X,X,X,X
ZJILSOT,O,X,X,X,X,X
ZJILOTS,O,X,X,X,X,X
ZJILOST,O,X,X,X,X,X
ZJISTLO,O,X,X,O,X,X
ZJISTOL,O,X,X,O,X,X
ZJISLTO,O,X,X,O,X,X
ZJISLOT,O,O,X,O,X,X
ZJISOTL,O,X,X,O,X,X
ZJISOLT,O,O,X,O,X,X
ZJIOTLS,O,X,X,X,X,X
ZJIOTSL,O,O,X,O,X,X
ZJIOLTS,O,X,X,X,X,X
ZJIOLST,O,X,X,X,X,X
ZJIOSTL,O,X,X,O,X,X
ZJIOSLT,O,O,X,O,X,X
ZJLTISO,O,X,X,O,X,X
ZJLTIOS,O,X,X,O,X,X
ZJLTSIO,O,X,X,O,X,X
ZJLTSOI,O,X,X,O,X,X
ZJLTOIS,O,X,X,O,X,X
ZJLTOSI,O,X,X,O,X,X
ZJLITSO,O,X,X,O,X,X
ZJLITOS,O,X,X,O,X,X
ZJLISTO,O,X,X,O,X,X
ZJLISOT,O,X,X,O,X,X
ZJLIOTS,O,X,X,O,X,X
ZJLIOST,O,X,X,O,X,X
ZJLSTIO,O,X,X,O,X,X
ZJLSTOI,O,X,X,O,X,X
ZJLSITO,O,X,X,O,X,X
ZJLSIOT,O,X,X,O,X,X
ZJLSOTI,O,X,X,O,X,X
ZJLSOIT,O,X,X,O,X,X
ZJLOTIS,O,X,X,O,X,X
ZJLOTSI,O,X,X,O,X,X
ZJLOITS,O,X,X,O,X,X
ZJLOIST,O,X,X,O,X,X
ZJLOSTI,O,X,X,O,X,X
ZJLOSIT,O,X,X,O,X,X
ZJSTILO,O,X,X,O,X,X
ZJSTIOL,O,X,X,O,X,X
ZJSTLIO,O,X,X,O,X,X
ZJSTLOI,O,X,X,O,X,X
ZJSTOIL,O,X,X,O,X,X
ZJSTOLI,O,X,X,O,X,X
ZJSITLO,O,X,X,O,X,X
ZJSITOL,O,X,X,O,X,X
ZJSILTO,O,X,X,O,X,X
ZJSILOT,O,O,X,O,X,X
ZJSIOTL,O,X,X,O,X,X
ZJSIOLT,O,O,X,O,X,X
ZJSLTIO,O,X,X,O,X,X
ZJSLTOI,O,X,X,O,X,X
ZJSLITO,O,X,X,O,X,X
ZJSLIOT,O,O,X,O,X,X
ZJSLOTI,O,X,X,O,X,X
ZJSLOIT,O,O,X,O,X,X
ZJSOTIL,O,X,X,O,X,X
ZJSOTLI,O,X,X,O,X,X
ZJSOITL,O,X,X,O,X,X
ZJSOILT,O,O,X,O,X,X
ZJSOLTI,O,X,X,O,X,X
ZJSOLIT,O,O,X,O,X,X
ZJOTILS,O,X,X,X,X,X
ZJOTISL,O,O,X,O,X,X
ZJOTLIS,O,X,X,O,X,X
ZJOTLSI,O,X,X,O,X,X
ZJOTSIL,O,O,X,O,X,X
ZJOTSLI,O,O,X,O,X,X
ZJOITLS,O,X,X,X,X,X
ZJOITSL,O,O,X,O,X,X
ZJOILTS,O,X,X,X,X,X
ZJOILST,O,X,X,X,X,X
ZJOISTL,O,X,X,O,X,X
ZJOISLT,O,O,X,O,X,X
ZJOLTIS,O,X,X,O,X,X
ZJOLTSI,O,X,X,O,X,X
