sequence,v115@9gC8GeD8EeE8DeE8BeE8Jex6IvhFmcBqiBTeBFhBUn?BXrB,v115@9gC8GeD8EeE8DeE8BeE8Jex6IvhFlcBGeBUhBKnBzi?BXrB,v115@9gC8GeD8EeE8DeE8BeE8Jex6IvhFXcBTeBCiB0iBer?BVxB,v115@9gC8GeD8EeE8DeE8BeE8Jex6IvhFTeB2nB0mB6nBFm?BXrB,v115@9gC8GeD8EeE8DeE8BeE8Jex6IvhFGdBTeB3hBlnBir?B8qB,v115@9gC8GeD8EeE8DeE8BeE8Jex6IvhFSiBTeBUhBlnBmm?BXrB,v115@9gC8GeD8EeE8DeE8BeE8Jex6IvhF6hBldBcjB/nB2r?BzqB,v115@9gC8GeD8EeE8DeE8BeE8Jex6IvhF8hBGeBamBziBVs?BXrB
JTZISLO,O,O,O,O,X,X,O,X
JTZISOL,X,X,O,O,X,X,O,X
JTZIOLS,O,O,O,O,X,O,X,X
JTZIOSL,X,X,O,O,X,X,X,X
JTZLISO,O,O,O,O,X,X,O,X
JTZLIOS,O,O,O,O,X,O,X,O
JTZLSIO,O,O,O,O,O,X,O,X
JTZLSOI,O,X,O,O,O,X,O,X
JTZLOIS,O,O,O,O,X,O,X,O
JTZLOSI,O,X,O,O,O,O,X,O
JTZSILO,O,O,O,O,X,X,O,X
JTZSIOL,X,X,O,O,X,X,O,X
JTZSLIO,O,X,O,O,O,X,O,X
JTZSLOI,O,X,O,O,O,X,O,X
JTZSOIL,X,X,O,O,X,X,O,X
JTZSOLI,X,X,O,O,O,X,O,X
JTZOILS,O,O,O,O,X,O,X,O
JTZOISL,X,X,O,O,X,X,X,X
JTZOLIS,O,X,O,O,X,O,X,O
JTZOLSI,O,X,O,O,O,O,X,O
JTZOSIL,X,X,O,O,X,X,X,X
JTZOSLI,X,X,O,O,O,X,X,O
JTOILSZ,O,O,O,X,O,X,X,O
JTOILZS,O,O,O,X,X,O,X,O
JTOISLZ,X,X,O,X,O,O,X,X
JTOISZL,X,X,O,X,X,O,X,X
JTOIZLS,O,O,O,O,X,O,X,O
JTOIZSL,X,X,O,O,X,X,X,X
JTOLISZ,O,O,O,X,O,X,X,O
JTOLIZS,O,O,O,X,X,O,X,O
JTOLSIZ,O,O,O,X,O,X,X,O
JTOLSZI,X,O,O,X,O,X,X,O
JTOLZIS,O,O,O,X,X,O,X,O
JTOLZSI,X,O,O,X,O,O,X,O
JTOSILZ,X,X,O,X,O,O,X,X
JTOSIZL,X,X,O,X,X,O,X,X
JTOSLIZ,X,X,O,X,O,O,X,O
JTOSLZI,X,X,O,X,O,O,X,O
JTOSZIL,X,X,O,X,X,O,X,X
JTOSZLI,X,X,O,X,O,O,X,O
JTOZILS,O,O,O,O,X,O,X,O
JTOZISL,X,X,O,O,X,X,X,X
JTOZLIS,O,O,O,O,X,O,X,O
JTOZLSI,O,O,O,O,O,O,X,O
JTOZSIL,X,X,O,O,X,X,X,X
JTOZSLI,X,X,O,O,O,X,X,O
JITLSZO,X,O,O,X,X,X,O,X
JITLSOZ,O,O,O,X,X,X,X,X
JITLZSO,O,O,O,X,X,X,O,X
JITLZOS,O,O,O,X,X,O,X,X
JITLOSZ,O,O,O,X,X,X,X,O
JITLOZS,O,O,O,X,X,O,X,O
JITSLZO,X,X,O,X,X,O,O,X
JITSLOZ,O,X,O,X,X,O,X,X
JITSZLO,O,X,O,X,X,O,O,X
JITSZOL,X,X,O,X,X,O,O,X
JITSOLZ,X,X,O,X,X,O,X,X
JITSOZL,X,X,O,X,X,O,X,X
JITZLSO,O,O,O,O,X,X,O,X
JITZLOS,O,O,O,O,X,O,X,X
JITZSLO,O,O,O,O,X,X,O,X
JITZSOL,X,X,O,O,X,X,O,X
JITZOLS,O,O,O,O,X,O,X,X
JITZOSL,X,X,O,O,X,X,X,X
JITOLSZ,O,O,O,X,X,X,X,O
JITOLZS,O,O,O,X,X,O,X,O
JITOSLZ,X,X,O,X,X,O,X,X
JITOSZL,X,X,O,X,X,O,X,X
JITOZLS,O,O,O,O,X,O,X,X
JITOZSL,X,X,O,O,X,X,X,X
JILTSZO,X,O,O,X,X,X,O,X
JILTSOZ,O,O,O,X,X,X,X,X
JILTZSO,X,O,O,X,X,X,O,X
JILTZOS,O,O,O,X,X,X,X,O
JILTOSZ,O,O,O,X,X,X,X,O
JILTOZS,O,O,O,X,X,X,X,O
JILSTZO,X,O,O,X,X,X,O,X
JILSTOZ,X,O,O,X,X,X,X,X
JILSZTO,X,O,X,X,X,X,O,X
JILSZOT,X,O,X,X,X,X,O,X
JILSOTZ,X,O,O,X,X,X,X,O
JILSOZT,X,O,X,X,X,X,O,X
JILZTSO,O,O,X,O,X,X,O,X
JILZTOS,O,O,X,O,X,X,X,X
JILZSTO,X,O,X,O,X,X,O,X
JILZSOT,O,O,X,O,X,X,O,X
JILZOTS,O,O,X,O,X,X,X,O
JILZOST,O,O,X,O,X,X,O,X
JILOTSZ,O,O,O,X,X,X,X,O
JILOTZS,O,O,O,X,X,X,X,O
JILOSTZ,X,O,O,X,X,X,X,O
JILOSZT,X,O,X,X,X,X,O,X
JILOZTS,O,O,X,O,X,X,X,O
JILOZST,O,O,X,O,X,X,O,X
JISTLZO,X,X,O,X,X,X,O,X
JISTLOZ,X,X,O,X,X,X,X,X
JISTZLO,X,X,O,X,X,X,O,X
JISTZOL,X,X,O,X,X,X,O,X
JISTOLZ,X,X,O,X,X,X,X,X
JISTOZL,X,X,O,X,X,X,X,X
JISLTZO,X,O,O,X,X,X,O,X
JISLTOZ,X,O,O,X,X,X,X,X
JISLZTO,X,O,X,X,X,X,O,X
JISLZOT,X,O,X,X,X,X,O,X
JISLOTZ,X,O,O,X,X,X,X,O
JISLOZT,X,O,X,X,X,X,O,X
JISZTLO,X,O,O,O,X,X,O,X
JISZTOL,X,X,O,O,X,X,O,X
JISZLTO,X,O,X,O,X,X,O,X
JISZLOT,X,X,X,O,X,X,O,X
JISZOTL,X,X,O,O,X,X,O,X
JISZOLT,X,X,X,O,X,X,O,X
JISOTLZ,X,X,O,X,X,X,X,X
JISOTZL,X,X,O,X,X,X,X,X
JISOLTZ,X,O,O,X,X,X,X,O
JISOLZT,X,O,X,X,X,X,O,X
JISOZTL,X,X,O,O,X,X,O,X
JISOZLT,X,O,X,O,X,X,O,X
JIZTLSO,O,O,O,O,X,X,O,X
JIZTLOS,O,O,O,O,X,O,X,X
JIZTSLO,O,O,O,O,X,X,O,X
JIZTSOL,X,X,O,O,X,X,O,X
JIZTOLS,O,O,O,O,X,O,X,X
JIZTOSL,X,X,O,O,X,X,X,X
JIZLTSO,O,O,X,O,X,X,O,X
JIZLTOS,O,O,X,O,X,X,X,X
JIZLSTO,X,O,X,O,X,X,O,X
JIZLSOT,O,O,X,O,X,X,O,X
JIZLOTS,O,O,X,O,X,X,X,O
JIZLOST,O,O,X,O,X,X,O,X
JIZSTLO,X,O,O,O,X,X,O,X
JIZSTOL,X,X,O,O,X,X,O,X
JIZSLTO,X,O,X,O,X,X,O,X
JIZSLOT,O,X,X,O,X,X,O,X
JIZSOTL,X,X,O,O,X,X,O,X
JIZSOLT,X,X,X,O,X,X,O,X
JIZOTLS,O,O,O,O,X,O,X,X
JIZOTSL,X,X,O,O,X,X,X,X
JIZOLTS,O,O,X,O,X,X,X,O
JIZOLST,O,O,X,O,X,X,O,X
JIZOSTL,X,X,O,O,X,X,O,X
JIZOSLT,X,O,X,O,X,X,O,X
JIOTLSZ,O,O,O,X,X,X,X,O
JIOTLZS,O,O,O,X,X,O,X,O
JIOTSLZ,X,X,O,X,X,O,X,X
JIOTSZL,X,X,O,X,X,O,X,X
JIOTZLS,O,O,O,O,X,O,X,O
JIOTZSL,X,X,O,O,X,X,X,X
JIOLTSZ,O,O,O,X,X,X,X,O
JIOLTZS,O,O,O,X,X,X,X,O
JIOLSTZ,X,O,O,X,X,X,X,O
JIOLSZT,X,O,X,X,X,X,O,X
JIOLZTS,O,O,X,O,X,X,X,O
JIOLZST,O,O,X,O,X,X,O,X
JIOSTLZ,X,X,O,X,X,X,X,X
JIOSTZL,X,X,O,X,X,X,X,X
JIOSLTZ,X,O,O,X,X,X,X,O
JIOSLZT,X,O,X,X,X,X,O,X
JIOSZTL,X,X,O,O,X,X,O,X
JIOSZLT,X,O,X,O,X,X,O,X
JIOZTLS,O,O,O,O,X,O,X,X
JIOZTSL,X,X,O,O,X,X,X,X
JIOZLTS,O,O,X,O,X,X,X,O
JIOZLST,O,O,X,O,X,X,O,X
JIOZSTL,X,X,O,O,X,X,O,X
JIOZSLT,X,O,X,O,X,X,O,X
JLTISZO,X,O,O,X,O,X,O,X
JLTISOZ,O,O,O,X,O,X,X,X
JLTIZSO,X,O,O,X,X,X,O,X
JLTIZOS,O,O,O,X,X,X,X,O
JLTIOSZ,O,O,O,X,O,X,X,O
JLTIOZS,O,O,O,X,X,X,X,O
JLTSIZO,X,O,O,X,O,X,O,X
JLTSIOZ,O,O,O,X,O,X,X,X
JLTSZIO,X,O,O,X,O,X,O,X
JLTSZOI,X,O,O,X,O,X,O,X
JLTSOIZ,O,O,O,X,O,X,X,X
JLTSOZI,X,X,O,X,O,X,X,X
JLTZISO,X,O,O,X,X,X,O,X
JLTZIOS,O,O,O,X,X,X,X,O
JLTZSIO,X,O,O,X,O,X,O,X
JLTZSOI,X,X,O,X,O,X,O,X
JLTZOIS,O,O,O,X,X,X,X,O
JLTZOSI,X,X,O,X,O,X,X,O
JLTOISZ,O,O,O,X,O,X,X,O
JLTOIZS,O,O,O,X,X,X,X,O
JLTOSIZ,O,O,O,X,O,X,X,O
JLTOSZI,X,X,O,X,O,X,X,O
JLTOZIS,O,O,O,X,X,X,X,O
JLTOZSI,X,X,O,X,O,X,X,O
JLITSZO,X,O,O,X,X,X,O,X
JLITSOZ,O,O,O,X,X,X,X,X
JLITZSO,X,O,O,X,X,X,O,X
JLITZOS,O,O,O,X,X,X,X,O
JLITOSZ,O,O,O,X,X,X,X,O
JLITOZS,O,O,O,X,X,X,X,O
JLISTZO,X,O,O,X,X,X,O,X
JLISTOZ,X,O,O,X,X,X,X,X
JLISZTO,X,O,X,X,X,X,O,X
JLISZOT,X,O,X,X,X,X,O,X
JLISOTZ,X,O,O,X,X,X,X,O
JLISOZT,X,O,X,X,X,X,O,X
JLIZTSO,O,O,X,O,X,X,O,X
JLIZTOS,O,O,X,O,X,X,X,X
JLIZSTO,X,O,X,O,X,X,O,X
JLIZSOT,O,O,X,O,X,X,O,X
JLIZOTS,O,O,X,O,X,X,X,O
JLIZOST,O,O,X,O,X,X,O,X
JLIOTSZ,O,O,O,X,X,X,X,O
JLIOTZS,O,O,O,X,X,X,X,O
JLIOSTZ,X,O,O,X,X,X,X,O
JLIOSZT,X,O,X,X,X,X,O,X
JLIOZTS,O,O,X,O,X,X,X,O
JLIOZST,O,O,X,O,X,X,O,X
JLSTIZO,X,O,O,X,O,X,O,X
JLSTIOZ,X,O,O,X,O,X,X,X
JLSTZIO,X,O,O,X,O,X,O,X
JLSTZOI,X,O,O,X,O,X,O,X
JLSTOIZ,X,O,O,X,O,X,X,X
JLSTOZI,X,O,O,X,O,X,X,X
JLSITZO,X,O,O,X,X,X,O,X
JLSITOZ,X,O,O,X,X,X,X,X
JLSIZTO,X,O,X,X,X,X,O,X
JLSIZOT,X,O,X,X,X,X,O,X
JLSIOTZ,X,O,O,X,X,X,X,O
JLSIOZT,X,O,X,X,X,X,O,X
JLSZTIO,X,O,X,X,X,X,O,X
JLSZTOI,X,O,X,X,X,X,O,X
JLSZITO,X,O,X,X,X,X,O,X
JLSZIOT,X,O,X,X,X,X,O,X
JLSZOTI,X,O,X,X,X,X,O,X
JLSZOIT,X,O,X,X,X,X,O,X
JLSOTIZ,X,O,O,X,X,X,X,O
JLSOTZI,X,O,O,X,X,X,X,O
JLSOITZ,X,O,O,X,X,X,X,O
JLSOIZT,X,O,X,X,X,X,O,X
JLSOZTI,X,O,X,X,X,X,O,X
JLSOZIT,X,O,X,X,X,X,O,X
JLZTISO,O,O,X,O,X,X,O,X
JLZTIOS,O,O,X,O,X,X,X,X
JLZTSIO,O,O,X,O,X,X,O,X
JLZTSOI,O,X,X,O,X,X,O,X
JLZTOIS,O,O,X,O,X,X,X,X
JLZTOSI,O,O,X,O,X,X,X,X
JLZITSO,O,O,X,O,X,X,O,X
JLZITOS,O,O,X,O,X,X,X,X
JLZISTO,X,O,X,O,X,X,O,X
JLZISOT,O,O,X,O,X,X,O,X
JLZIOTS,O,O,X,O,X,X,X,O
JLZIOST,O,O,X,O,X,X,O,X
JLZSTIO,X,O,X,O,X,X,O,X
JLZSTOI,X,O,X,O,X,X,O,X
JLZSITO,X,O,X,O,X,X,O,X
JLZSIOT,O,O,X,O,X,X,O,X
JLZSOTI,X,O,X,O,X,X,O,X
JLZSOIT,O,O,X,O,X,X,O,X
JLZOTIS,O,O,X,O,X,X,X,O
JLZOTSI,O,O,X,O,X,X,X,O
JLZOITS,O,O,X,O,X,X,X,O
JLZOIST,O,O,X,O,X,X,O,X
JLZOSTI,X,O,X,O,X,X,O,X
JLZOSIT,O,O,X,O,X,X,O,X
JLOTISZ,O,O,O,X,O,X,X,O
JLOTIZS,O,O,O,X,X,X,X,O
JLOTSIZ,O,O,O,X,O,X,X,O
JLOTSZI,X,O,O,X,O,X,X,O
JLOTZIS,O,O,O,X,X,X,X,O
JLOTZSI,X,O,O,X,O,X,X,O
JLOITSZ,O,O,O,X,X,X,X,O
JLOITZS,O,O,O,X,X,X,X,O
JLOISTZ,X,O,O,X,X,X,X,O
JLOISZT,X,O,X,X,X,X,O,X
JLOIZTS,O,O,X,O,X,X,X,O
JLOIZST,O,O,X,O,X,X,O,X
JLOSTIZ,X,O,O,X,X,X,X,O
JLOSTZI,X,O,O,X,X,X,X,O
JLOSITZ,X,O,O,X,X,X,X,O
JLOSIZT,X,O,X,X,X,X,O,X
JLOSZTI,X,O,X,X,X,X,O,X
JLOSZIT,X,O,X,X,X,X,O,X
JLOZTIS,O,O,X,O,X,X,X,O
JLOZTSI,O,O,X,O,X,X,X,O
JLOZITS,O,O,X,O,X,X,X,O
JLOZIST,O,O,X,O,X,X,O,X
JLOZSTI,X,O,X,O,X,X,O,X
JLOZSIT,O,O,X,O,X,X,O,X
JSTILZO,X,X,O,X,X,X,O,X
JSTILOZ,X,X,O,X,X,X,X,X
JSTIZLO,X,X,O,X,X,X,O,X
JSTIZOL,X,X,O,X,X,X,O,X
JSTIOLZ,X,X,O,X,X,X,X,X
JSTIOZL,X,X,O,X,X,X,X,X
JSTLIZO,X,X,O,X,X,X,O,X
JSTLIOZ,X,X,O,X,X,X,X,X
JSTLZIO,X,X,O,X,X,X,O,X
JSTLZOI,X,X,O,X,X,X,O,X
JSTLOIZ,X,X,O,X,X,X,X,X
JSTLOZI,X,X,O,X,X,X,X,X
JSTZILO,X,X,O,X,X,X,O,X
JSTZIOL,X,X,O,X,X,X,O,X
JSTZLIO,X,X,O,X,X,X,O,X
JSTZLOI,X,X,O,X,X,X,O,X
JSTZOIL,X,X,O,X,X,X,O,X
JSTZOLI,X,X,O,X,X,X,O,X
JSTOILZ,X,X,O,X,X,X,X,X
JSTOIZL,X,X,O,X,X,X,X,X
JSTOLIZ,X,X,O,X,X,X,X,X
JSTOLZI,X,X,O,X,X,X,X,X
JSTOZIL,X,X,O,X,X,X,X,X
JSTOZLI,X,X,O,X,X,X,X,X
JSITLZO,X,X,O,X,X,X,O,X
JSITLOZ,X,X,O,X,X,X,X,X
JSITZLO,X,X,O,X,X,X,O,X
JSITZOL,X,X,O,X,X,X,O,X
JSITOLZ,X,X,O,X,X,X,X,X
JSITOZL,X,X,O,X,X,X,X,X
JSILTZO,X,O,O,X,X,X,O,X
JSILTOZ,X,O,O,X,X,X,X,X
JSILZTO,X,O,X,X,X,X,O,X
JSILZOT,X,O,X,X,X,X,O,X
JSILOTZ,X,O,O,X,X,X,X,O
JSILOZT,X,O,X,X,X,X,O,X
JSIZTLO,X,O,O,O,X,X,O,X
JSIZTOL,X,X,O,O,X,X,O,X
JSIZLTO,X,O,X,O,X,X,O,X
JSIZLOT,X,X,X,O,X,X,O,X
JSIZOTL,X,X,O,O,X,X,O,X
JSIZOLT,X,X,X,O,X,X,O,X
JSIOTLZ,X,X,O,X,X,X,X,X
JSIOTZL,X,X,O,X,X,X,X,X
JSIOLTZ,X,O,O,X,X,X,X,O
JSIOLZT,X,O,X,X,X,X,O,X
JSIOZTL,X,X,O,O,X,X,O,X
JSIOZLT,X,O,X,O,X,X,O,X
JSLTIZO,X,O,O,X,X,X,O,X
JSLTIOZ,X,O,O,X,X,X,X,X
JSLTZIO,X,O,O,X,X,X,O,X
JSLTZOI,X,O,O,X,X,X,O,X
JSLTOIZ,X,O,O,X,X,X,X,X
JSLTOZI,X,X,O,X,X,X,X,X
JSLITZO,X,O,O,X,X,X,O,X
JSLITOZ,X,O,O,X,X,X,X,X
JSLIZTO,X,O,X,X,X,X,O,X
JSLIZOT,X,O,X,X,X,X,O,X
JSLIOTZ,X,O,O,X,X,X,X,O
JSLIOZT,X,O,X,X,X,X,O,X
JSLZTIO,X,O,X,X,X,X,O,X
JSLZTOI,X,O,X,X,X,X,O,X
JSLZITO,X,O,X,X,X,X,O,X
JSLZIOT,X,O,X,X,X,X,O,X
JSLZOTI,X,O,X,X,X,X,O,X
JSLZOIT,X,O,X,X,X,X,O,X
JSLOTIZ,X,O,O,X,X,X,X,O
JSLOTZI,X,X,O,X,X,X,X,O
JSLOITZ,X,O,O,X,X,X,X,O
JSLOIZT,X,O,X,X,X,X,O,X
JSLOZTI,X,O,X,X,X,X,O,X
JSLOZIT,X,O,X,X,X,X,O,X
JSZTILO,X,O,O,O,X,X,O,X
JSZTIOL,X,X,O,O,X,X,O,X
JSZTLIO,X,X,O,O,X,X,O,X
JSZTLOI,X,X,O,O,X,X,O,X
JSZTOIL,X,X,O,O,X,X,O,X
JSZTOLI,X,X,O,O,X,X,O,X
JSZITLO,X,O,O,O,X,X,O,X
JSZITOL,X,X,O,O,X,X,O,X
JSZILTO,X,O,X,O,X,X,O,X
JSZILOT,X,X,X,O,X,X,O,X
JSZIOTL,X,X,O,O,X,X,O,X
JSZIOLT,X,X,X,O,X,X,O,X
JSZLTIO,X,O,X,O,X,X,O,X
JSZLTOI,X,X,X,O,X,X,O,X
JSZLITO,X,O,X,O,X,X,O,X
JSZLIOT,X,X,X,O,X,X,O,X
JSZLOTI,X,X,X,O,X,X,O,X
JSZLOIT,X,X,X,O,X,X,O,X
JSZOTIL,X,X,O,O,X,X,O,X
JSZOTLI,X,X,O,O,X,X,O,X
JSZOITL,X,X,O,O,X,X,O,X
JSZOILT,X,X,X,O,X,X,O,X
JSZOLTI,X,X,X,O,X,X,O,X
JSZOLIT,X,X,X,O,X,X,O,X
JSOTILZ,X,X,O,X,X,X,X,X
JSOTIZL,X,X,O,X,X,X,X,X
JSOTLIZ,X,X,O,X,X,X,X,O
JSOTLZI,X,X,O,X,X,X,X,O
JSOTZIL,X,X,O,X,X,X,X,X
JSOTZLI,X,X,O,X,X,X,X,O
JSOITLZ,X,X,O,X,X,X,X,X
JSOITZL,X,X,O,X,X,X,X,X
JSOILTZ,X,O,O,X,X,X,X,O
JSOILZT,X,O,X,X,X,X,O,X
JSOIZTL,X,X,O,O,X,X,O,X
JSOIZLT,X,O,X,O,X,X,O,X
JSOLTIZ,X,O,O,X,X,X,X,O
JSOLTZI,X,O,O,X,X,X,X,O
JSOLITZ,X,O,O,X,X,X,X,O
JSOLIZT,X,O,X,X,X,X,O,X
JSOLZTI,X,O,X,X,X,X,O,X
JSOLZIT,X,O,X,X,X,X,O,X
JSOZTIL,X,X,O,O,X,X,O,X
JSOZTLI,X,X,O,O,X,X,O,X
JSOZITL,X,X,O,O,X,X,O,X
JSOZILT,X,O,X,O,X,X,O,X
JSOZLTI,X,O,X,O,X,X,O,X
JSOZLIT,X,O,X,O,X,X,O,X
JZTILSO,O,O,O,O,X,X,O,X
JZTILOS,O,O,O,O,X,O,X,X
JZTISLO,O,O,O,O,X,X,O,X
JZTISOL,X,X,O,O,X,X,O,X
JZTIOLS,O,O,O,O,X,O,X,X
JZTIOSL,X,X,O,O,X,X,X,X
JZTLISO,O,O,O,O,X,X,O,X
JZTLIOS,O,O,O,O,X,O,X,X
JZTLSIO,O,O,O,O,X,X,O,X
JZTLSOI,O,X,O,O,X,X,O,X
JZTLOIS,O,O,O,O,X,O,X,X
JZTLOSI,O,O,O,O,X,O,X,X
JZTSILO,O,O,O,O,X,X,O,X
JZTSIOL,X,X,O,O,X,X,O,X
JZTSLIO,O,X,O,O,X,X,O,X
JZTSLOI,O,X,O,O,X,X,O,X
JZTSOIL,X,X,O,O,X,X,O,X
JZTSOLI,X,X,O,O,X,X,O,X
JZTOILS,O,O,O,O,X,O,X,X
JZTOISL,X,X,O,O,X,X,X,X
JZTOLIS,O,X,O,O,X,O,X,X
JZTOLSI,O,X,O,O,X,O,X,X
JZTOSIL,X,X,O,O,X,X,X,X
JZTOSLI,X,X,O,O,X,X,X,X
JZITLSO,O,O,O,O,X,X,O,X
JZITLOS,O,O,O,O,X,O,X,X
JZITSLO,O,O,O,O,X,X,O,X
JZITSOL,X,X,O,O,X,X,O,X
JZITOLS,O,O,O,O,X,O,X,X
JZITOSL,X,X,O,O,X,X,X,X
JZILTSO,O,O,X,O,X,X,O,X
JZILTOS,O,O,X,O,X,X,X,X
JZILSTO,X,O,X,O,X,X,O,X
JZILSOT,O,O,X,O,X,X,O,X
JZILOTS,O,O,X,O,X,X,X,O
JZILOST,O,O,X,O,X,X,O,X
JZISTLO,X,O,O,O,X,X,O,X
JZISTOL,X,X,O,O,X,X,O,X
JZISLTO,X,O,X,O,X,X,O,X
JZISLOT,O,X,X,O,X,X,O,X
JZISOTL,X,X,O,O,X,X,O,X
JZISOLT,X,X,X,O,X,X,O,X
JZIOTLS,O,O,O,O,X,O,X,X
JZIOTSL,X,X,O,O,X,X,X,X
JZIOLTS,O,O,X,O,X,X,X,O
JZIOLST,O,O,X,O,X,X,O,X
JZIOSTL,X,X,O,O,X,X,O,X
JZIOSLT,X,O,X,O,X,X,O,X
JZLTISO,O,O,X,O,X,X,O,X
JZLTIOS,O,O,X,O,X,X,X,X
JZLTSIO,O,O,X,O,X,X,O,X
JZLTSOI,O,X,X,O,X,X,O,X
JZLTOIS,O,O,X,O,X,X,X,X
JZLTOSI,O,O,X,O,X,X,X,X
JZLITSO,O,O,X,O,X,X,O,X
JZLITOS,O,O,X,O,X,X,X,X
JZLISTO,X,O,X,O,X,X,O,X
JZLISOT,O,O,X,O,X,X,O,X
JZLIOTS,O,O,X,O,X,X,X,O
JZLIOST,O,O,X,O,X,X,O,X
JZLSTIO,X,O,X,O,X,X,O,X
JZLSTOI,X,O,X,O,X,X,O,X
JZLSITO,X,O,X,O,X,X,O,X
JZLSIOT,O,O,X,O,X,X,O,X
JZLSOTI,X,O,X,O,X,X,O,X
JZLSOIT,O,O,X,O,X,X,O,X
JZLOTIS,O,O,X,O,X,X,X,O
JZLOTSI,O,O,X,O,X,X,X,O
JZLOITS,O,O,X,O,X,X,X,O
JZLOIST,O,O,X,O,X,X,O,X
JZLOSTI,X,O,X,O,X,X,O,X
JZLOSIT,O,O,X,O,X,X,O,X
JZSTILO,X,O,O,O,X,X,O,X
JZSTIOL,X,X,O,O,X,X,O,X
JZSTLIO,X,X,O,O,X,X,O,X
JZSTLOI,X,X,O,O,X,X,O,X
JZSTOIL,X,X,O,O,X,X,O,X
JZSTOLI,X,X,O,O,X,X,O,X
JZSITLO,X,O,O,O,X,X,O,X
JZSITOL,X,X,O,O,X,X,O,X
JZSILTO,X,O,X,O,X,X,O,X
JZSILOT,O,X,X,O,X,X,O,X
JZSIOTL,X,X,O,O,X,X,O,X
JZSIOLT,X,X,X,O,X,X,O,X
JZSLTIO,X,O,X,O,X,X,O,X
JZSLTOI,X,X,X,O,X,X,O,X
JZSLITO,X,O,X,O,X,X,O,X
JZSLIOT,O,X,X,O,X,X,O,X
JZSLOTI,X,X,X,O,X,X,O,X
JZSLOIT,O,X,X,O,X,X,O,X
JZSOTIL,X,X,O,O,X,X,O,X
JZSOTLI,X,X,O,O,X,X,O,X
JZSOITL,X,X,O,O,X,X,O,X
JZSOILT,X,X,X,O,X,X,O,X
JZSOLTI,X,X,X,O,X,X,O,X
JZSOLIT,X,X,X,O,X,X,O,X
JZOTILS,O,O,O,O,X,O,X,O
JZOTISL,X,X,O,O,X,X,X,X
JZOTLIS,O,O,O,O,X,O,X,O
JZOTLSI,O,O,O,O,X,O,X,O
JZOTSIL,X,X,O,O,X,X,X,X
JZOTSLI,X,X,O,O,X,X,X,O
JZOITLS,O,O,O,O,X,O,X,X
JZOITSL,X,X,O,O,X,X,X,X
JZOILTS,O,O,X,O,X,X,X,O
JZOILST,O,O,X,O,X,X,O,X
JZOISTL,X,X,O,O,X,X,O,X
JZOISLT,X,O,X,O,X,X,O,X
JZOLTIS,O,O,X,O,X,X,X,O
JZOLTSI,O,O,X,O,X,X,X,O
JZOLITS,O,O,X,O,X,X,X,O
JZOLIST,O,O,X,O,X,X,O,X
JZOLSTI,X,O,X,O,X,X,O,X
JZOLSIT,O,O,X,O,X,X,O,X
JZOSTIL,X,X,O,O,X,X,O,X
JZOSTLI,X,X,O,O,X,X,O,X
JZOSITL,X,X,O,O,X,X,O,X
JZOSILT,X,O,X,O,X,X,O,X
JZOSLTI,X,O,X,O,X,X,O,X
JZOSLIT,X,O,X,O,X,X,O,X
JOTILSZ,O,O,O,X,O,X,X,O
JOTILZS,O,O,O,X,X,O,X,O
JOTISLZ,X,X,O,X,O,O,X,X
JOTISZL,X,X,O,X,X,O,X,X
JOTIZLS,O,O,O,O,X,O,X,O
JOTIZSL,X,X,O,O,X,X,X,X
JOTLISZ,O,O,O,X,O,X,X,O
JOTLIZS,O,O,O,X,X,O,X,O
JOTLSIZ,O,O,O,X,O,X,X,O
JOTLSZI,X,O,O,X,O,X,X,O
JOTLZIS,O,O,O,X,X,O,X,O
JOTLZSI,X,O,O,X,O,O,X,O
JOTSILZ,X,X,O,X,O,O,X,X
JOTSIZL,X,X,O,X,X,O,X,X
JOTSLIZ,X,X,O,X,O,O,X,O
JOTSLZI,X,X,O,X,O,O,X,O
JOTSZIL,X,X,O,X,X,O,X,X
JOTSZLI,X,X,O,X,O,O,X,O
JOTZILS,O,O,O,O,X,O,X,O
JOTZISL,X,X,O,O,X,X,X,X
JOTZLIS,O,O,O,O,X,O,X,O
JOTZLSI,O,O,O,O,O,O,X,O
JOTZSIL,X,X,O,O,X,X,X,X
JOTZSLI,X,X,O,O,O,X,X,O
JOITLSZ,O,O,O,X,X,X,X,O
JOITLZS,O,O,O,X,X,O,X,O
JOITSLZ,X,X,O,X,X,O,X,X
JOITSZL,X,X,O,X,X,O,X,X
JOITZLS,O,O,O,O,X,O,X,O
JOITZSL,X,X,O,O,X,X,X,X
JOILTSZ,O,O,O,X,X,X,X,O
JOILTZS,O,O,O,X,X,X,X,O
JOILSTZ,X,O,O,X,X,X,X,O
JOILSZT,X,O,X,X,X,X,O,X
JOILZTS,O,O,X,O,X,X,X,O
JOILZST,O,O,X,O,X,X,O,X
JOISTLZ,X,X,O,X,X,X,X,X
JOISTZL,X,X,O,X,X,X,X,X
JOISLTZ,X,O,O,X,X,X,X,O
JOISLZT,X,O,X,X,X,X,O,X
JOISZTL,X,X,O,O,X,X,O,X
JOISZLT,X,O,X,O,X,X,O,X
JOIZTLS,O,O,O,O,X,O,X,X
JOIZTSL,X,X,O,O,X,X,X,X
JOIZLTS,O,O,X,O,X,X,X,O
JOIZLST,O,O,X,O,X,X,O,X
JOIZSTL,X,X,O,O,X,X,O,X
