sequence,v115@9gC8GeB8HeB8HeD8CeA8LeRBJvhFGjBilBfsBlnBUr?BTtB,v115@9gC8GeB8HeB8HeD8CeA8LecFJvhFihBGjBRnBFrBXs?BTtB,v115@9gC8GeB8HeB8HeD8CeA8LecFJvhFThBxiBesBftB6t?BFrB,v115@9gC8GeB8HeB8HeD8CeA8LecFJvhF2mBRiBSoBFrBXs?BTtB,v115@9gC8GeB8HeB8HeD8CeA8LeRBJvhFFjBTlBKrBfsB0n?B+tB,v115@9gC8GeB8HeB8HeD8CeA8LeaGJvhFfnBxiBTlBGoB1w?BUtB,v115@9gC8GeB8HeB8HeD8CeA8LecFJvhFymBziB5oBXmB1w?BmsB,v115@9gC8GeB8HeB8HeD8CeA8LeFBJvhFxiBTlBcrBysB+t?BXsB,v115@9gC8GeB8HeB8HeD8CeA8LeFBJvhFxiBTlB3mBGoByw?BUtB,v115@9gC8GeB8HeB8HeD8CeA8LecFJvhFThB2nB5oBatBFr?BXsB,v115@9gC8GeB8HeB8HeD8CeA8Le3AJvhFSoBlmBmqBxsBzr?BUtB,v115@9gC8GeB8HeB8HeD8CeA8LeRBJvhFTlBKrBfsBlnBct?BGtB,v115@9gC8GeB8HeB8HeD8CeA8LezAJvhF6oB2qBRnB3rBUt?BFsB,v115@9gC8GeB8HeB8HeD8CeA8Le1FJvhF0hBGjB3nBxqBTt?BywB,v115@9gC8GeB8HeB8HeD8CeA8Le1FJvhFfnB0iBStBxqB2w?BTtB
STILOZJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STIJLZO,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X
STIJLOZ,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X
STIJZLO,O,O,O,X,O,X,O,X,X,O,X,X,X,X,X
STIJZOL,X,X,O,X,O,X,O,X,X,O,X,X,X,X,X
STIJOLZ,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X
STIJOZL,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
STIZLJO,X,O,X,X,X,O,O,X,X,O,X,X,X,X,X
STIZLOJ,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
STIZJLO,O,O,O,X,X,O,O,X,X,O,X,X,X,X,X
STIZJOL,X,X,O,X,X,O,O,X,X,O,X,X,X,X,X
STIZOLJ,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
STIZOJL,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
STIOLJZ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STIOLZJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STIOJLZ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STIOJZL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STIOZLJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STIOZJL,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STLIJZO,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X
STLIJOZ,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X
STLIZJO,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X
STLIZOJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STLIOJZ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STLIOZJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STLJIZO,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X
STLJIOZ,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X
STLJZIO,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X
STLJZOI,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X
STLJOIZ,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X
STLJOZI,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STLZIJO,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X
STLZIOJ,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
STLZJIO,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X
STLZJOI,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X
STLZOIJ,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
STLZOJI,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
STLOIJZ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STLOIZJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STLOJIZ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STLOJZI,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STLOZIJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STLOZJI,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STJILZO,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X
STJILOZ,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X
STJIZLO,O,X,O,X,O,X,O,X,X,O,X,X,X,X,X
STJIZOL,X,X,O,X,O,X,O,X,X,O,X,X,X,X,X
STJIOLZ,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X
STJIOZL,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
STJLIZO,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X
STJLIOZ,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X
STJLZIO,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X
STJLZOI,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X
STJLOIZ,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X
STJLOZI,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STJZILO,O,X,O,X,O,O,O,X,X,O,X,X,O,X,X
STJZIOL,O,X,O,X,O,O,O,X,X,O,X,X,O,X,X
STJZLIO,O,X,O,X,O,O,O,X,X,O,X,X,O,X,X
STJZLOI,O,X,O,X,O,O,O,X,X,O,X,X,O,X,X
STJZOIL,O,X,O,X,O,O,O,X,X,O,X,X,O,X,X
STJZOLI,X,X,O,X,O,O,O,X,X,O,X,X,O,X,X
STJOILZ,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X
STJOIZL,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
STJOLIZ,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X
STJOLZI,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
STJOZIL,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X
STJOZLI,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X
STZILJO,X,O,X,O,X,O,O,X,X,O,X,X,O,X,X
STZILOJ,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X
STZIJLO,O,O,O,O,X,O,O,X,X,O,X,X,O,X,X
STZIJOL,X,O,O,O,X,O,O,X,X,O,X,X,O,X,X
STZIOLJ,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X
STZIOJL,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X
STZLIJO,O,O,O,O,X,O,O,X,X,O,X,X,O,X,X
STZLIOJ,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X
STZLJIO,O,O,O,O,X,O,O,X,X,O,X,X,O,X,X
STZLJOI,O,O,O,O,X,O,O,X,X,O,X,X,O,X,X
STZLOIJ,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X
STZLOJI,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X
STZJILO,O,O,O,O,X,O,O,X,X,O,X,X,O,X,X
STZJIOL,O,O,O,O,X,O,O,X,X,O,X,X,O,X,X
STZJLIO,O,O,O,O,X,O,O,X,X,O,X,X,O,X,X
STZJLOI,O,O,O,O,X,O,O,X,X,O,X,X,O,X,X
STZJOIL,O,O,O,O,X,O,O,X,X,O,X,X,O,X,X
STZJOLI,X,O,O,O,X,O,O,X,X,O,X,X,O,X,X
STZOILJ,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X
STZOIJL,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X
STZOLIJ,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X
STZOLJI,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X
STZOJIL,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X
STZOJLI,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X
STOILJZ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STOILZJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STOIJLZ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STOIJZL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STOIZLJ,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
STOIZJL,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
STOLIJZ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STOLIZJ,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
STOLJIZ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STOLJZI,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STOLZIJ,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
STOLZJI,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
STOJILZ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STOJIZL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STOJLIZ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STOJLZI,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STOJZIL,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
STOJZLI,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
STOZILJ,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
STOZIJL,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
STOZLIJ,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
STOZLJI,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
STOZJIL,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
STOZJLI,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
SITLJZO,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O
SITLJOZ,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SITLZJO,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O
SITLZOJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SITLOJZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SITLOZJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SITJLZO,O,X,X,X,O,X,O,X,X,X,X,X,X,X,O
SITJLOZ,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X
SITJZLO,O,O,O,X,O,X,O,X,X,O,X,X,X,X,O
SITJZOL,X,X,O,X,O,X,O,X,X,O,X,X,X,X,X
SITJOLZ,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X
SITJOZL,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
SITZLJO,X,O,X,X,X,X,O,X,X,O,X,X,X,X,O
SITZLOJ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O
SITZJLO,O,O,O,X,X,X,O,X,X,O,X,X,X,X,O
SITZJOL,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X
SITZOLJ,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O
SITZOJL,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
SITOLJZ,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SITOLZJ,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
SITOJLZ,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SITOJZL,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SITOZLJ,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
SITOZJL,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SILTJZO,O,X,O,X,O,X,X,X,X,X,X,X,X,X,O
SILTJOZ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SILTZJO,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O
SILTZOJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SILTOJZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILTOZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SILJTZO,O,X,O,X,O,X,X,X,X,X,O,X,X,X,O
SILJTOZ,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
SILJZTO,X,O,O,O,O,X,X,X,X,O,O,X,X,X,O
SILJZOT,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X
SILJOTZ,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
SILJOZT,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SILZTJO,O,O,O,O,X,X,X,X,X,O,X,X,X,X,O
SILZTOJ,X,X,X,O,X,X,X,X,X,O,X,X,X,X,O
SILZJTO,X,O,O,O,O,X,X,X,X,O,X,X,X,X,O
SILZJOT,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X
SILZOTJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SILZOJT,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SILOTJZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILOTZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SILOJTZ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SILOJZT,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SILOZTJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SILOZJT,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SIJTLZO,O,X,X,X,O,X,X,X,X,X,O,X,X,X,O
SIJTLOZ,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
SIJTZLO,O,O,O,X,O,X,X,X,X,O,O,X,X,X,O
SIJTZOL,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X
SIJTOLZ,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
SIJTOZL,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SIJLTZO,X,X,O,X,O,X,X,X,X,X,O,X,X,X,O
SIJLTOZ,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
SIJLZTO,X,O,O,X,O,X,X,X,X,O,O,X,X,X,O
SIJLZOT,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
SIJLOTZ,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
SIJLOZT,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SIJZTLO,X,O,O,X,O,X,X,X,X,O,O,X,O,X,O
SIJZTOL,X,X,O,X,O,X,X,X,X,O,X,X,O,X,X
SIJZLTO,X,O,O,X,O,X,X,X,X,O,O,X,O,X,O
SIJZLOT,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X
SIJZOTL,X,X,O,X,O,X,X,X,X,O,X,X,O,X,X
SIJZOLT,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
SIJOTLZ,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
SIJOTZL,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SIJOLTZ,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SIJOLZT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJOZTL,O,X,O,X,O,X,X,X,X,O,X,X,O,X,X
SIJOZLT,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
SIZTLJO,X,O,X,O,X,X,O,X,X,O,X,X,O,X,O
SIZTLOJ,X,O,X,O,X,X,X,X,X,O,X,X,X,X,O
SIZTJLO,O,O,O,O,X,X,O,X,X,O,X,X,O,X,O
SIZTJOL,X,O,O,O,X,X,O,X,X,O,X,X,O,X,X
SIZTOLJ,X,O,X,O,X,X,X,X,X,O,X,X,X,X,O
SIZTOJL,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
SIZLTJO,X,O,O,O,X,X,X,X,X,O,X,X,O,X,O
SIZLTOJ,X,X,X,O,X,X,X,X,X,O,X,X,X,X,O
SIZLJTO,X,O,O,O,X,X,X,X,X,O,X,X,O,X,O
SIZLJOT,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X
SIZLOTJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SIZLOJT,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X
SIZJTLO,X,O,O,O,O,X,X,X,X,O,X,X,O,X,O
SIZJTOL,X,X,O,X,O,X,X,X,X,O,X,X,O,X,X
SIZJLTO,X,O,O,O,O,X,X,X,X,O,X,X,O,X,O
SIZJLOT,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X
SIZJOTL,X,X,O,O,O,X,X,X,X,O,X,X,O,X,X
SIZJOLT,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X
SIZOTLJ,X,O,X,O,X,X,X,X,X,O,X,X,X,X,O
SIZOTJL,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X
SIZOLTJ,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O
SIZOLJT,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X
SIZOJTL,O,O,O,O,X,X,X,X,X,O,X,X,O,X,X
SIZOJLT,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X
SIOTLJZ,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SIOTLZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O
SIOTJLZ,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SIOTJZL,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
SIOTZLJ,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O
SIOTZJL,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
SIOLTJZ,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SIOLTZJ,O,X,X,O,X,X,X,X,X,X,X,X,X,O,O
SIOLJTZ,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SIOLJZT,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SIOLZTJ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O
SIOLZJT,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SIOJTLZ,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X
SIOJTZL,O,O,X,X,O,X,X,X,X,X,X,X,X,O,X
SIOJLTZ,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SIOJLZT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOJZTL,O,O,O,X,O,X,X,X,X,O,X,X,X,O,X
SIOJZLT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOZTLJ,X,O,X,O,X,X,X,X,X,O,X,X,X,O,O
SIOZTJL,O,O,X,O,X,X,X,X,X,O,X,X,X,O,X
SIOZLTJ,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O
SIOZLJT,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SIOZJTL,O,O,O,O,X,X,X,X,X,O,X,X,X,O,X
SIOZJLT,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SLTIJZO,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X
SLTIJOZ,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
SLTIZJO,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X
SLTIZOJ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SLTIOJZ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SLTIOZJ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SLTJIZO,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X
SLTJIOZ,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
SLTJZIO,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X
SLTJZOI,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X
SLTJOIZ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SLTJOZI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTZIJO,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X
SLTZIOJ,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
SLTZJIO,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X
SLTZJOI,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X
SLTZOIJ,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
SLTZOJI,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
SLTOIJZ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SLTOIZJ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SLTOJIZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTOJZI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTOZIJ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SLTOZJI,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SLITJZO,O,X,O,X,O,X,X,X,O,X,X,X,X,X,O
SLITJOZ,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
SLITZJO,O,X,O,O,X,X,X,X,O,X,X,X,X,X,O
SLITZOJ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O
SLITOJZ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SLITOZJ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O
SLIJTZO,O,X,O,X,O,X,X,X,O,X,X,X,X,X,O
SLIJTOZ,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
SLIJZTO,X,O,O,O,O,X,X,X,X,O,X,X,X,X,O
SLIJZOT,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X
SLIJOTZ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SLIJOZT,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SLIZTJO,O,O,O,O,X,X,X,X,O,O,X,X,X,X,O
SLIZTOJ,O,X,X,O,X,X,X,X,O,O,X,X,X,X,O
SLIZJTO,O,O,O,O,O,X,X,X,O,O,X,X,X,X,O
SLIZJOT,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X
SLIZOTJ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O
SLIZOJT,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SLIOTJZ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SLIOTZJ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O
SLIOJTZ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SLIOJZT,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SLIOZTJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SLIOZJT,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SLJTIZO,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X
SLJTIOZ,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
SLJTZIO,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X
SLJTZOI,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X
SLJTOIZ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SLJTOZI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLJITZO,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X
SLJITOZ,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
SLJIZTO,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X
SLJIZOT,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
SLJIOTZ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SLJIOZT,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SLJZTIO,X,X,O,O,O,X,X,X,O,O,X,X,O,X,X
SLJZTOI,X,X,O,O,O,X,X,X,O,O,X,X,O,X,X
SLJZITO,X,X,O,O,O,X,X,X,O,O,X,X,O,X,X
SLJZIOT,X,X,O,O,O,X,X,X,O,X,X,X,O,X,X
SLJZOTI,X,X,O,X,O,X,X,X,O,X,X,X,O,X,X
SLJZOIT,X,X,O,O,O,X,X,X,O,X,X,X,O,X,X
SLJOTIZ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SLJOTZI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLJOITZ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SLJOIZT,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SLJOZTI,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X
SLJOZIT,O,X,O,X,O,X,X,X,X,X,X,X,O,X,X
SLZTIJO,O,O,O,O,X,X,X,X,O,O,X,X,O,X,X
SLZTIOJ,O,O,X,O,X,X,X,X,O,O,X,X,X,X,X
SLZTJIO,O,O,O,O,X,X,X,X,O,O,X,X,O,X,X
SLZTJOI,O,O,O,O,X,X,X,X,O,O,X,X,O,X,X
SLZTOIJ,O,O,X,O,X,X,X,X,O,O,X,X,X,X,X
SLZTOJI,O,O,X,O,X,X,X,X,O,O,X,X,X,X,X
SLZITJO,O,O,O,O,X,X,X,X,O,O,X,X,O,X,X
SLZITOJ,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X
SLZIJTO,O,O,O,O,O,X,X,X,O,O,X,X,O,X,X
SLZIJOT,O,O,O,O,O,X,X,X,O,X,X,X,O,X,X
SLZIOTJ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SLZIOJT,O,O,O,O,X,X,X,X,X,X,X,X,O,X,X
SLZJTIO,O,X,O,O,O,X,X,X,O,O,X,X,O,X,X
SLZJTOI,O,X,O,O,O,X,X,X,O,O,X,X,O,X,X
SLZJITO,O,X,O,O,O,X,X,X,O,O,X,X,O,X,X
SLZJIOT,O,X,O,O,O,X,X,X,O,X,X,X,O,X,X
SLZJOTI,O,X,O,O,O,X,X,X,O,X,X,X,O,X,X
SLZJOIT,O,X,O,O,O,X,X,X,O,X,X,X,O,X,X
SLZOTIJ,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X
SLZOTJI,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X
SLZOITJ,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X
SLZOIJT,O,O,O,O,X,X,X,X,O,X,X,X,O,X,X
SLZOJTI,O,O,O,O,X,X,X,X,O,X,X,X,O,X,X
SLZOJIT,O,O,O,O,X,X,X,X,O,X,X,X,O,X,X
SLOTIJZ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SLOTIZJ,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X
SLOTJIZ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SLOTJZI,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SLOTZIJ,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X
SLOTZJI,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X
SLOITJZ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SLOITZJ,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X
SLOIJTZ,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
SLOIJZT,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
SLOIZTJ,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X
SLOIZJT,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X
SLOJTIZ,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
SLOJTZI,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SLOJITZ,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
SLOJIZT,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
SLOJZTI,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X
SLOJZIT,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X
SLOZTIJ,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X
