sequence,v115@zgB8HeC8GeD8FeD8FeF8AeC8Je07IvhFzdB5jB3hBm?nBimBFsB,v115@zgB8HeC8GeD8FeD8FeF8AeC8Jex7IvhF8hBGeBamB3?iBToBFsB,v115@zgB8HeC8GeD8FeD8FeF8AeC8Je07IvhFlcBGeBZnBq?sB/tBTrB,v115@zgB8HeC8GeD8FeD8FeF8AeC8Jex7IvhFTeBamBFiBf?sBGtB0sB,v115@zgB8HeC8GeD8FeD8FeF8AeC8Je07IvhFlcBfjB6jBZ?nBTrBWyB,v115@zgB8HeC8GeD8FeD8FeF8AeC8Jex7IvhFXdBTeBUhB1?nBStBmrB,v115@zgB8HeC8GeD8FeD8FeF8AeC8Je07IvhFxdBzhBfoB6?oBOmBFsB,v115@zgB8HeC8GeD8FeD8FeF8AeC8Jez8IvhF5jBUhBaoB3?iBmlBFsB,v115@zgB8HeC8GeD8FeD8FeF8AeC8JefCJvhFxdBUhBCjBT?oBmlBFsB,v115@zgB8HeC8GeD8FeD8FeF8AeC8Jez8IvhF5jBUhB3iBa?oBmlBFsB,v115@zgB8HeC8GeD8FeD8FeF8AeC8JeU9IvhF5jBFhBynBf?sBmqBzsB,v115@zgB8HeC8GeD8FeD8FeF8AeC8JeR9IvhFcjBFhBTiBf?sBSyBmqB,v115@zgB8HeC8GeD8FeD8FeF8AeC8Jez8IvhFUhBxnBfoB6?oBmlBFsB,v115@zgB8HeC8GeD8FeD8FeF8AeC8JeU9IvhFFhBfsBxsBT?tBmqBCtB
JOZSTIL,O,O,O,X,O,O,X,X,X,X,X,X,X,X
JOZSTLI,X,O,O,O,O,O,X,X,X,X,X,X,X,X
JOZSITL,O,O,O,X,O,O,X,X,X,X,X,X,X,X
JOZSILT,O,O,O,X,O,X,X,X,X,X,X,X,X,X
JOZSLTI,X,O,O,O,O,X,X,X,O,X,X,X,X,X
JOZSLIT,O,O,O,O,O,X,X,X,O,X,X,X,X,X
STILJZO,O,O,X,O,X,X,X,X,X,X,O,X,X,X
STILJOZ,O,X,X,O,X,X,O,X,X,X,X,X,X,X
STILZJO,O,O,X,O,X,X,X,X,X,X,O,X,X,X
STILZOJ,X,O,X,X,X,X,O,O,X,O,O,O,X,O
STILOJZ,X,X,X,O,X,X,O,X,X,X,X,X,X,X
STILOZJ,X,X,X,X,X,X,O,X,X,X,O,O,X,O
STIJLZO,O,O,X,O,X,X,X,X,X,X,O,X,X,X
STIJLOZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X
STIJZLO,O,O,X,X,X,X,X,X,X,X,O,X,X,X
STIJZOL,O,O,X,X,X,X,X,X,X,O,X,X,X,O
STIJOLZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X
STIJOZL,O,X,X,X,X,X,X,X,X,X,X,X,X,O
STIZLJO,O,O,X,X,X,X,X,X,X,X,O,X,O,X
STIZLOJ,X,O,X,X,X,X,O,O,X,O,O,X,O,O
STIZJLO,O,O,X,X,X,X,X,X,X,X,O,X,O,X
STIZJOL,O,O,X,X,X,X,X,X,X,O,X,X,O,O
STIZOLJ,X,X,X,X,X,X,O,O,X,O,O,X,O,O
STIZOJL,O,O,X,X,X,X,X,X,X,O,X,X,O,O
STIOLJZ,X,X,X,X,X,X,O,X,X,X,X,X,X,X
STIOLZJ,X,X,X,X,X,X,O,X,X,X,O,O,X,O
STIOJLZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STIOJZL,O,X,X,X,X,X,X,X,X,X,X,X,X,O
STIOZLJ,X,X,X,X,X,X,O,X,X,O,O,X,X,O
STIOZJL,O,O,X,X,X,X,X,X,X,O,X,X,X,O
STLIJZO,O,O,O,O,X,X,X,X,X,X,O,X,X,X
STLIJOZ,O,X,O,O,X,X,O,X,X,X,X,X,X,X
STLIZJO,O,O,O,O,X,X,X,X,X,X,O,X,X,X
STLIZOJ,X,O,O,X,X,X,O,O,X,O,O,O,X,O
STLIOJZ,X,X,O,O,X,X,O,X,X,X,X,X,X,X
STLIOZJ,X,O,O,X,X,X,O,X,X,X,O,O,X,O
STLJIZO,O,O,O,O,X,X,X,X,X,X,O,X,X,X
STLJIOZ,O,X,O,O,X,X,O,X,X,X,X,X,X,X
STLJZIO,O,O,O,O,X,X,X,X,X,X,O,X,X,X
STLJZOI,O,O,O,O,X,X,O,X,X,X,X,O,X,X
STLJOIZ,O,X,O,O,X,X,O,X,X,X,X,X,X,X
STLJOZI,O,O,O,O,X,X,O,X,X,X,X,O,X,X
STLZIJO,O,O,O,O,X,X,X,X,X,X,O,X,X,X
STLZIOJ,X,O,O,X,X,X,O,O,O,O,O,O,X,O
STLZJIO,O,O,O,O,X,X,X,X,X,X,O,X,X,X
STLZJOI,O,O,O,O,X,X,O,X,O,X,X,O,X,X
STLZOIJ,X,O,O,X,X,X,O,O,O,O,O,O,X,X
STLZOJI,X,O,O,X,X,X,O,X,O,X,X,O,X,X
STLOIJZ,X,O,O,O,X,X,O,X,X,X,X,X,X,X
STLOIZJ,X,O,O,X,X,X,O,X,X,X,O,O,X,X
STLOJIZ,X,O,O,O,X,X,O,X,X,X,X,X,X,X
STLOJZI,X,O,O,O,X,X,O,X,X,X,X,O,X,X
STLOZIJ,X,O,O,X,X,X,O,X,X,X,O,O,X,X
STLOZJI,X,O,O,X,X,X,O,X,X,X,X,O,X,X
STJILZO,O,O,X,O,X,X,X,X,X,X,O,X,X,X
STJILOZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X
STJIZLO,O,O,X,X,X,X,X,X,X,X,O,X,X,X
STJIZOL,O,O,X,X,X,X,X,X,X,O,X,X,X,O
STJIOLZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X
STJIOZL,O,X,X,X,X,X,X,X,X,X,X,X,X,O
STJLIZO,O,O,O,O,X,X,X,X,X,X,O,X,X,X
STJLIOZ,O,X,O,O,X,X,O,X,X,X,X,X,X,X
STJLZIO,O,O,O,O,X,X,X,X,X,X,O,X,X,X
STJLZOI,O,O,O,O,X,X,O,X,X,X,X,O,X,X
STJLOIZ,O,X,O,O,X,X,O,X,X,X,X,X,X,X
STJLOZI,O,O,O,O,X,X,O,X,X,X,X,O,X,X
STJZILO,O,O,O,X,X,X,X,X,X,X,O,X,X,X
STJZIOL,O,O,O,X,X,X,X,X,X,O,X,X,X,O
STJZLIO,O,O,O,O,X,X,X,X,X,X,O,X,X,X
STJZLOI,O,O,O,O,X,X,O,X,X,X,X,X,X,X
STJZOIL,O,O,O,X,X,X,X,X,X,O,X,X,X,X
STJZOLI,O,O,O,O,X,X,O,X,X,X,X,X,X,X
STJOILZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X
STJOIZL,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STJOLIZ,O,X,O,O,X,X,O,X,X,X,X,X,X,X
STJOLZI,O,O,O,O,X,X,O,X,X,X,X,O,X,X
STJOZIL,O,O,O,X,X,X,X,X,X,X,X,X,X,X
STJOZLI,O,O,O,O,X,X,O,X,X,X,X,X,X,X
STZILJO,O,O,X,X,X,X,X,X,X,X,O,X,O,X
STZILOJ,X,O,X,X,X,X,O,O,O,O,O,X,O,O
STZIJLO,O,O,O,X,X,X,X,X,X,X,O,X,O,X
STZIJOL,O,O,O,X,X,X,X,X,X,O,X,X,O,O
STZIOLJ,X,X,X,X,X,X,O,O,O,O,O,X,O,O
STZIOJL,O,O,X,X,X,X,X,X,X,O,X,X,O,O
STZLIJO,O,O,O,O,X,X,X,X,X,X,O,X,X,X
STZLIOJ,X,O,O,X,X,X,O,O,O,O,O,O,X,O
STZLJIO,O,O,O,O,X,X,X,X,X,X,O,X,X,X
STZLJOI,O,O,O,O,X,X,O,X,O,X,X,O,X,X
STZLOIJ,X,O,O,X,X,X,O,O,O,O,O,O,X,X
STZLOJI,X,O,O,X,X,X,O,X,O,X,X,O,X,X
STZJILO,O,O,O,X,X,X,X,X,X,X,O,X,X,X
STZJIOL,O,O,O,X,X,X,X,X,X,O,X,X,X,O
STZJLIO,O,O,O,O,X,X,X,X,X,X,O,X,X,X
STZJLOI,O,O,O,O,X,X,O,X,O,X,X,X,X,X
STZJOIL,O,O,O,X,X,X,X,X,X,O,X,X,X,X
STZJOLI,O,O,O,O,X,X,O,X,O,X,X,X,X,X
STZOILJ,X,X,X,X,X,X,O,O,O,O,O,X,O,O
STZOIJL,O,O,O,X,X,X,X,X,X,O,X,X,O,O
STZOLIJ,X,O,O,X,X,X,O,O,O,O,O,O,X,X
STZOLJI,X,O,O,X,X,X,O,X,O,X,X,O,X,X
STZOJIL,O,O,O,X,X,X,X,X,X,O,X,X,X,X
STZOJLI,O,O,O,X,X,X,O,X,O,X,X,X,X,X
STOILJZ,X,O,X,X,X,X,O,X,X,X,X,X,X,X
STOILZJ,X,O,X,X,X,X,O,X,X,X,O,O,X,O
STOIJLZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STOIJZL,O,O,O,X,X,X,X,X,X,X,X,X,X,O
STOIZLJ,X,O,X,X,X,X,O,X,X,O,O,X,X,O
STOIZJL,O,O,O,X,X,X,X,X,X,O,X,X,X,O
STOLIJZ,X,O,O,O,X,X,O,X,X,X,X,X,X,X
STOLIZJ,X,O,O,X,X,X,O,X,X,X,O,O,X,X
STOLJIZ,X,O,O,O,X,X,O,X,X,X,X,X,X,X
STOLJZI,X,O,O,O,X,X,O,X,X,X,X,O,X,X
STOLZIJ,X,O,O,X,X,X,O,X,O,X,O,O,X,X
STOLZJI,X,O,O,X,X,X,O,X,O,X,X,O,X,X
STOJILZ,O,O,X,O,X,X,X,X,X,X,X,X,X,X
STOJIZL,O,O,O,X,X,X,X,X,X,X,X,X,X,X
STOJLIZ,O,O,O,O,X,X,O,X,X,X,X,X,X,X
STOJLZI,O,O,O,O,X,X,O,X,X,X,X,O,X,X
STOJZIL,O,O,O,X,X,X,X,X,X,X,X,X,X,X
STOJZLI,O,O,O,O,X,X,O,X,X,X,X,X,X,X
STOZILJ,X,O,X,X,X,X,O,X,O,O,O,X,X,O
STOZIJL,O,O,O,X,X,X,X,X,X,O,X,X,X,O
STOZLIJ,X,O,O,X,X,X,O,X,O,O,O,O,X,X
STOZLJI,X,O,O,X,X,X,O,X,O,X,X,O,X,X
STOZJIL,O,O,O,X,X,X,X,X,X,O,X,X,X,X
STOZJLI,O,O,O,X,X,X,O,X,O,X,X,X,X,X
SITLJZO,O,X,O,O,X,X,X,X,X,X,O,X,X,X
SITLJOZ,O,X,O,O,X,X,O,X,X,X,X,X,X,X
SITLZJO,O,X,O,O,X,X,X,X,X,X,O,X,X,X
SITLZOJ,X,X,O,X,X,X,O,O,X,O,O,O,X,O
SITLOJZ,X,X,O,O,X,X,O,X,X,X,X,X,X,X
SITLOZJ,X,X,O,X,X,X,O,X,X,X,O,O,X,O
SITJLZO,O,X,X,O,O,X,X,X,X,X,O,X,X,X
SITJLOZ,O,X,X,O,O,X,X,X,X,X,X,X,X,X
SITJZLO,O,X,X,X,O,X,X,X,X,X,O,X,X,X
SITJZOL,O,X,X,X,O,X,X,X,X,O,X,X,X,O
SITJOLZ,O,X,X,O,O,X,X,X,X,X,X,X,X,X
SITJOZL,O,X,X,X,O,X,X,X,X,X,X,X,X,O
SITZLJO,O,O,O,X,X,X,X,X,X,X,O,X,X,X
SITZLOJ,X,X,O,X,X,X,O,O,X,O,O,X,X,O
SITZJLO,O,O,X,X,O,X,X,X,X,X,O,X,X,X
SITZJOL,O,O,X,X,O,X,X,X,X,O,X,X,X,O
SITZOLJ,X,X,X,X,X,X,O,O,X,O,O,X,X,O
SITZOJL,O,O,X,X,X,X,X,X,X,O,X,X,X,O
SITOLJZ,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SITOLZJ,X,X,X,X,X,X,O,X,X,X,O,O,X,O
SITOJLZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SITOJZL,O,X,X,X,X,X,X,X,X,X,X,X,X,O
SITOZLJ,X,X,X,X,X,X,O,X,X,O,O,X,X,O
SITOZJL,O,O,X,X,X,X,X,X,X,O,X,X,X,O
SILTJZO,X,X,O,O,X,X,X,X,X,X,O,X,X,X
SILTJOZ,X,X,O,O,X,O,O,X,X,X,X,X,X,X
SILTZJO,X,O,O,O,X,X,X,X,X,X,O,X,X,X
SILTZOJ,X,O,O,X,X,O,O,O,X,X,O,O,X,O
SILTOJZ,X,X,O,O,X,O,O,X,X,X,X,X,X,X
SILTOZJ,X,O,O,X,X,O,O,X,X,X,O,O,X,O
SILJTZO,X,X,O,O,X,O,X,X,X,X,O,X,X,X
SILJTOZ,X,X,O,O,X,O,O,X,X,X,X,X,X,X
SILJZTO,X,X,O,O,X,O,X,X,X,X,O,X,X,X
SILJZOT,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SILJOTZ,X,X,O,O,X,O,X,X,X,X,X,X,X,X
SILJOZT,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SILZTJO,X,X,O,O,X,O,X,X,X,X,O,X,X,X
SILZTOJ,X,X,O,X,X,O,O,X,X,X,O,O,X,O
SILZJTO,X,X,O,O,X,O,X,X,X,X,O,X,X,X
SILZJOT,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SILZOTJ,X,X,O,X,X,O,X,O,X,X,O,O,X,X
SILZOJT,X,X,O,X,X,X,X,O,X,X,X,O,X,X
SILOTJZ,X,X,O,O,X,O,O,X,X,X,X,X,X,X
SILOTZJ,X,O,O,X,X,O,O,X,X,X,O,O,X,X
SILOJTZ,X,X,O,O,X,O,X,X,X,X,X,X,X,X
SILOJZT,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SILOZTJ,X,X,O,X,X,O,X,X,X,X,O,O,X,X
SILOZJT,X,X,O,X,X,X,X,X,X,X,X,O,X,X
SIJTLZO,O,X,X,O,O,O,X,X,X,X,O,X,X,X
SIJTLOZ,O,X,X,O,O,O,X,X,X,X,X,X,X,X
SIJTZLO,O,X,X,X,O,O,X,X,X,X,O,X,X,X
SIJTZOL,O,X,X,X,O,O,X,X,X,X,X,X,X,O
SIJTOLZ,O,X,X,O,O,O,X,X,X,X,X,X,X,X
SIJTOZL,O,X,X,X,O,O,X,X,X,X,X,X,X,O
SIJLTZO,X,X,O,O,O,O,X,X,X,X,O,X,X,X
SIJLTOZ,X,X,O,O,O,O,X,X,X,X,X,X,X,X
SIJLZTO,X,X,O,O,O,O,X,X,X,X,O,X,X,X
SIJLZOT,O,X,O,O,O,X,X,X,X,X,X,X,X,X
SIJLOTZ,X,X,O,O,O,O,X,X,X,X,X,X,X,X
SIJLOZT,O,X,O,O,O,X,X,X,X,X,X,X,X,X
SIJZTLO,X,X,O,X,O,O,X,X,X,X,X,X,X,X
SIJZTOL,O,X,O,X,O,O,X,X,X,X,X,X,X,O
SIJZLTO,X,X,O,X,O,O,X,X,X,X,X,X,X,X
SIJZLOT,O,X,O,X,O,X,X,X,X,X,X,X,X,X
SIJZOTL,O,X,O,X,O,O,X,X,X,X,X,X,X,X
SIJZOLT,O,X,O,X,O,X,X,X,X,X,X,X,X,X
SIJOTLZ,O,X,X,O,O,X,X,X,X,X,X,X,X,X
SIJOTZL,O,X,O,X,O,X,X,X,X,X,X,X,X,X
SIJOLTZ,X,X,O,O,O,X,X,X,X,X,X,X,X,X
SIJOLZT,O,X,O,O,O,X,X,X,X,X,X,X,X,X
SIJOZTL,O,X,O,X,O,X,X,X,X,X,X,X,X,X
SIJOZLT,O,X,O,X,O,X,X,X,X,X,X,X,X,X
SIZTLJO,O,X,O,X,X,X,X,X,X,X,O,X,X,X
SIZTLOJ,X,X,O,X,X,X,O,O,X,O,O,X,X,O
SIZTJLO,O,X,O,X,O,X,X,X,X,X,O,X,X,X
SIZTJOL,O,X,O,X,O,X,X,X,X,O,X,X,X,O
SIZTOLJ,X,X,X,X,X,X,O,O,X,O,O,X,X,O
SIZTOJL,O,X,X,X,X,X,X,X,X,O,X,X,X,O
SIZLTJO,X,X,O,X,X,O,X,X,X,X,O,X,X,X
SIZLTOJ,X,X,O,X,X,O,O,X,X,X,O,X,X,O
SIZLJTO,X,X,O,X,X,O,X,X,X,X,O,X,X,X
SIZLJOT,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIZLOTJ,X,X,O,X,X,O,X,O,X,X,O,X,X,X
SIZLOJT,X,X,O,X,X,X,X,O,X,X,X,X,X,X
SIZJTLO,X,X,O,X,O,O,X,X,X,X,X,X,X,X
SIZJTOL,O,X,O,X,O,O,X,X,X,X,X,X,X,O
SIZJLTO,X,X,O,X,O,O,X,X,X,X,X,X,X,X
SIZJLOT,O,X,O,X,O,X,X,X,X,X,X,X,X,X
SIZJOTL,O,X,O,X,O,O,X,X,X,X,X,X,X,X
SIZJOLT,O,X,O,X,O,X,X,X,X,X,X,X,X,X
SIZOTLJ,X,X,X,X,X,X,X,O,X,O,X,X,X,O
SIZOTJL,X,X,O,X,X,X,X,X,X,O,X,X,X,O
SIZOLTJ,X,X,O,X,X,X,X,O,X,X,X,X,X,X
SIZOLJT,X,X,O,X,X,X,X,O,X,X,X,X,X,X
SIZOJTL,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIZOJLT,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIOTLJZ,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIOTLZJ,X,X,O,X,X,X,X,X,X,X,O,O,X,O
SIOTJLZ,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SIOTJZL,X,X,O,X,O,X,X,X,X,X,X,X,X,O
SIOTZLJ,X,X,O,X,X,X,X,X,X,X,O,X,X,O
SIOTZJL,X,O,O,X,O,X,X,X,X,X,X,X,X,O
SIOLTJZ,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIOLTZJ,X,O,O,X,X,X,X,X,X,X,O,O,X,X
SIOLJTZ,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIOLJZT,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIOLZTJ,X,X,O,X,X,X,X,X,X,X,O,O,X,X
SIOLZJT,X,X,O,X,X,X,X,X,X,X,X,O,X,X
SIOJTLZ,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SIOJTZL,X,X,O,X,O,X,X,X,X,X,X,X,X,X
SIOJLTZ,X,X,O,X,O,X,X,X,X,X,X,X,X,X
SIOJLZT,X,X,O,X,O,X,X,X,X,X,X,X,X,X
SIOJZTL,X,X,O,X,O,X,X,X,X,X,X,X,X,X
SIOJZLT,X,X,O,X,O,X,X,X,X,X,X,X,X,X
SIOZTLJ,X,X,O,X,X,X,X,X,X,X,X,X,X,O
SIOZTJL,X,X,O,X,O,X,X,X,X,X,X,X,X,O
SIOZLTJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIOZLJT,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIOZJTL,X,X,O,X,O,X,X,X,X,X,X,X,X,X
SIOZJLT,X,X,O,X,O,X,X,X,X,X,X,X,X,X
SLTIJZO,X,O,O,O,X,X,X,X,X,X,O,X,X,X
SLTIJOZ,X,X,O,O,X,O,O,X,X,X,X,X,X,X
SLTIZJO,X,O,O,O,X,O,X,X,X,X,O,X,X,X
SLTIZOJ,X,O,O,X,X,O,O,O,X,X,O,O,X,O
SLTIOJZ,X,X,O,O,X,O,O,X,X,X,X,X,X,X
SLTIOZJ,X,O,O,X,X,O,O,X,X,X,O,O,X,O
SLTJIZO,X,O,O,O,X,O,X,X,X,X,O,X,X,X
SLTJIOZ,X,X,O,O,X,O,O,X,X,X,X,X,X,X
SLTJZIO,X,O,O,O,X,O,X,X,X,X,O,X,X,X
SLTJZOI,X,O,O,O,X,O,O,X,X,X,X,O,X,X
SLTJOIZ,X,X,O,O,X,O,O,X,X,X,X,X,X,X
SLTJOZI,X,O,O,O,X,O,O,X,X,X,X,O,X,X
SLTZIJO,X,O,O,O,X,O,X,X,X,X,O,X,X,X
SLTZIOJ,X,O,O,X,X,O,O,O,X,X,O,O,X,O
SLTZJIO,X,O,O,O,X,O,X,X,X,X,O,X,X,X
SLTZJOI,X,O,O,O,X,O,O,X,X,X,X,O,X,X
SLTZOIJ,X,O,O,X,X,O,O,O,X,X,O,O,X,X
SLTZOJI,X,O,O,X,X,O,O,X,X,X,X,O,X,X
SLTOIJZ,X,O,O,O,X,O,O,X,X,X,X,X,X,X
SLTOIZJ,X,O,O,X,X,O,O,X,X,X,O,O,X,X
SLTOJIZ,X,O,O,O,X,O,O,X,X,X,X,X,X,X
SLTOJZI,X,O,O,O,X,O,O,X,X,X,X,O,X,X
SLTOZIJ,X,O,O,X,X,O,O,X,X,X,O,O,X,X
SLTOZJI,X,O,O,X,X,O,O,X,X,X,X,O,X,X
SLITJZO,X,X,O,O,X,X,X,X,X,X,O,X,X,X
SLITJOZ,X,X,O,O,X,O,O,X,X,X,X,X,X,X
SLITZJO,X,O,O,O,X,X,X,X,X,X,O,X,X,X
SLITZOJ,X,O,O,X,X,O,O,O,X,X,O,O,X,O
SLITOJZ,X,X,O,O,X,O,O,X,X,X,X,X,X,X
SLITOZJ,X,O,O,X,X,O,O,X,X,X,O,O,X,O
SLIJTZO,X,X,O,O,X,O,X,X,X,X,O,X,X,X
SLIJTOZ,X,X,O,O,X,O,O,X,X,X,X,X,X,X
SLIJZTO,X,X,O,O,X,O,X,X,X,X,O,X,X,X
SLIJZOT,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SLIJOTZ,X,X,O,O,X,O,X,X,X,X,X,X,X,X
SLIJOZT,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SLIZTJO,X,X,O,O,X,O,X,X,X,X,O,X,X,X
SLIZTOJ,X,X,O,X,X,O,O,X,X,X,O,O,X,O
SLIZJTO,X,X,O,O,X,O,X,X,X,X,O,X,X,X
SLIZJOT,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SLIZOTJ,X,X,O,X,X,O,X,O,X,X,O,O,X,X
SLIZOJT,X,X,O,X,X,X,X,O,X,X,X,O,X,X
SLIOTJZ,X,X,O,O,X,O,O,X,X,X,X,X,X,X
SLIOTZJ,X,O,O,X,X,O,O,X,X,X,O,O,X,X
SLIOJTZ,X,X,O,O,X,O,X,X,X,X,X,X,X,X
SLIOJZT,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SLIOZTJ,X,X,O,X,X,O,X,X,X,X,O,O,X,X
SLIOZJT,X,X,O,X,X,X,X,X,X,X,X,O,X,X
SLJTIZO,X,X,O,O,X,O,X,X,X,X,O,X,X,X
SLJTIOZ,X,X,O,O,X,O,O,X,X,X,X,X,X,X
SLJTZIO,X,X,O,O,X,O,X,X,X,X,O,X,X,X
SLJTZOI,X,X,O,O,X,O,O,X,X,X,X,O,X,X
SLJTOIZ,X,X,O,O,X,O,O,X,X,X,X,X,X,X
SLJTOZI,X,X,O,O,X,O,O,X,X,X,X,O,X,X
SLJITZO,X,X,O,O,X,O,X,X,X,X,O,X,X,X
SLJITOZ,X,X,O,O,X,O,O,X,X,X,X,X,X,X
SLJIZTO,X,X,O,O,X,O,X,X,X,X,O,X,X,X
SLJIZOT,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SLJIOTZ,X,X,O,O,X,O,X,X,X,X,X,X,X,X
SLJIOZT,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SLJZTIO,X,X,O,O,X,O,X,X,X,X,O,X,X,X
SLJZTOI,X,X,O,O,X,O,O,X,X,X,X,O,X,X
SLJZITO,X,X,O,O,X,O,X,X,X,X,O,X,X,X
SLJZIOT,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SLJZOTI,X,X,O,O,X,X,X,X,X,X,X,O,X,X
SLJZOIT,X,X,O,O,X,X,X,X,X,X,X,O,X,X
SLJOTIZ,X,X,O,O,X,O,X,X,X,X,X,X,X,X
SLJOTZI,X,X,O,O,X,O,X,X,X,X,X,O,X,X
SLJOITZ,X,X,O,O,X,O,X,X,X,X,X,X,X,X
SLJOIZT,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SLJOZTI,X,X,O,O,X,X,X,X,X,X,X,O,X,X
SLJOZIT,X,X,O,O,X,X,X,X,X,X,X,O,X,X
SLZTIJO,X,X,O,O,X,O,X,X,X,X,O,X,X,X
SLZTIOJ,X,X,O,X,X,O,O,X,X,X,O,O,X,X
SLZTJIO,X,X,O,O,X,O,X,X,X,X,O,X,X,X
SLZTJOI,X,X,O,O,X,O,O,X,X,X,X,O,X,X
SLZTOIJ,X,X,O,X,X,O,O,X,X,X,O,O,X,X
SLZTOJI,X,X,O,X,X,O,O,X,X,X,X,O,X,X
SLZITJO,X,X,O,O,X,O,X,X,X,X,O,X,X,X
SLZITOJ,X,X,O,X,X,O,O,X,X,X,O,O,X,X
SLZIJTO,X,X,O,O,X,O,X,X,X,X,O,X,X,X
SLZIJOT,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SLZIOTJ,X,X,O,X,X,O,X,O,X,X,O,O,X,X
SLZIOJT,X,X,O,X,X,X,X,O,X,X,X,O,X,X
SLZJTIO,X,X,O,O,X,O,X,X,X,X,O,X,X,X
SLZJTOI,X,X,O,O,X,O,O,X,X,X,X,O,X,X
SLZJITO,X,X,O,O,X,O,X,X,X,X,O,X,X,X
SLZJIOT,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SLZJOTI,X,X,O,O,X,X,X,X,X,X,X,O,X,X
SLZJOIT,X,X,O,O,X,X,X,X,X,X,X,O,X,X
SLZOTIJ,X,X,O,X,X,O,O,X,X,X,O,O,X,X
SLZOTJI,X,X,O,X,X,O,O,X,X,X,X,O,X,X
SLZOITJ,X,X,O,X,X,O,X,O,X,X,O,O,X,X
SLZOIJT,X,X,O,X,X,X,X,O,X,X,X,O,X,X
SLZOJTI,X,X,O,X,X,X,X,X,X,X,X,O,X,X
SLZOJIT,X,X,O,X,X,X,X,X,X,X,X,O,X,X
SLOTIJZ,X,O,O,O,X,O,O,X,X,X,X,X,X,X
SLOTIZJ,X,O,O,X,X,O,O,X,X,X,O,O,X,X
SLOTJIZ,X,O,O,O,X,O,O,X,X,X,X,X,X,X
SLOTJZI,X,O,O,O,X,O,O,X,X,X,X,O,X,X
SLOTZIJ,X,O,O,X,X,O,O,X,X,X,O,O,X,X
SLOTZJI,X,O,O,X,X,O,O,X,X,X,X,O,X,X
SLOITJZ,X,X,O,O,X,O,O,X,X,X,X,X,X,X
SLOITZJ,X,O,O,X,X,O,O,X,X,X,O,O,X,X
SLOIJTZ,X,X,O,O,X,O,X,X,X,X,X,X,X,X
SLOIJZT,X,O,O,O,X,X,X,X,X,X,X,X,X,X
SLOIZTJ,X,O,O,X,X,O,X,X,X,X,O,O,X,X
SLOIZJT,X,O,O,X,X,X,X,X,X,X,X,O,X,X
SLOJTIZ,X,O,O,O,X,O,X,X,X,X,X,X,X,X
SLOJTZI,X,O,O,O,X,O,X,X,X,X,X,O,X,X
SLOJITZ,X,X,O,O,X,O,X,X,X,X,X,X,X,X
SLOJIZT,X,O,O,O,X,X,X,X,X,X,X,X,X,X
SLOJZTI,X,O,O,O,X,X,X,X,X,X,X,O,X,X
SLOJZIT,X,O,O,O,X,X,X,X,X,X,X,O,X,X
SLOZTIJ,X,O,O,X,X,O,O,X,X,X,O,O,X,X
SLOZTJI,X,O,O,X,X,O,O,X,X,X,X,O,X,X
SLOZITJ,X,O,O,X,X,O,X,X,X,X,O,O,X,X
SLOZIJT,X,O,O,X,X,X,X,X,X,X,X,O,X,X
SLOZJTI,X,O,O,X,X,X,X,X,X,X,X,O,X,X
SLOZJIT,X,O,O,X,X,X,X,X,X,X,X,O,X,X
SJTILZO,O,X,X,O,O,O,X,X,X,X,O,X,X,X
SJTILOZ,O,X,X,O,O,O,X,X,X,X,X,X,X,X
SJTIZLO,O,X,X,X,O,O,X,X,X,X,O,X,X,X
