sequence,v115@zgC8GeB8EeF8FeD8FeE8DeB8Je1AJvhF0cBxiBfrB6?rBmnBTsB,v115@zgC8GeB8EeF8FeD8FeE8DeB8Je1AJvhF0cBxiBzlB+?rBinB3sB,v115@zgC8GeB8EeF8FeD8FeE8DeB8Jex9IvhFlgB3hBKsBz?nBGmBUrB,v115@zgC8GeB8EeF8FeD8FeE8DeB8Je1AJvhFxdBUiBThBf?rBysBWxB,v115@zgC8GeB8EeF8FeD8FeE8DeB8Je1AJvhFxdBumBXhBK?sBznBUrB,v115@zgC8GeB8EeF8FeD8FeE8DeB8JeF8IvhFxdB6lB3hBO?sB8sBTrB,v115@zgC8GeB8EeF8FeD8FeE8DeB8Jex9IvhF0gBlhBmnBf?rB6rBTsB,v115@zgC8GeB8EeF8FeD8FeE8DeB8Jex9IvhFlgB3hBmnBS?rBTsBUrB,v115@zgC8GeB8EeF8FeD8FeE8DeB8Jex9IvhFlgB3hBOsB8?sBCmBTrB,v115@zgC8GeB8EeF8FeD8FeE8DeB8Je37IvhF1hBxiBGmBK?sBznBUrB,v115@zgC8GeB8EeF8FeD8FeE8DeB8Jex9IvhF0gBlhBinBW?rB3sBTrB,v115@zgC8GeB8EeF8FeD8FeE8DeB8Jex8IvhFlgBUiBOoB6?rBfrBTsB,v115@zgC8GeB8EeF8FeD8FeE8DeB8Je37IvhFqhB8lBusBZ?nBFoBTrB,v115@zgC8GeB8EeF8FeD8FeE8DeB8JelAJvhF3hBZnBznBG?mBUrBCtB,v115@zgC8GeB8EeF8FeD8FeE8DeB8JeX9IvhFlgBOoBxmBS?rBTsBUrB,v115@zgC8GeB8EeF8FeD8FeE8DeB8JeG8IvhFlgBymBXjBU?rBRsBTsB,v115@zgC8GeB8EeF8FeD8FeE8DeB8JefCJvhFlgB6nBOoB0?mBzlBxwB,v115@zgC8GeB8EeF8FeD8FeE8DeB8JeC9IvhFlgB2nB0mBz?lBXoBxwB,v115@zgC8GeB8EeF8FeD8FeE8DeB8JelAJvhFzhBXjB2rBC?mB0nBxwB,v115@zgC8GeB8EeF8FeD8FeE8DeB8JelAJvhFzhB0iB2rBC?mBXoBxwB,v115@zgC8GeB8EeF8FeD8FeE8DeB8JeC9IvhFlgB/nBOoB0?mBzlBxwB
TLOSZJI,O,X,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TLOZIJS,O,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TLOZISJ,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOZJIS,O,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TLOZJSI,X,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TLOZSIJ,X,O,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TLOZSJI,X,X,O,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
TJILSZO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJILSOZ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJILZSO,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJILZOS,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJILOSZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TJILOZS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
TJISLZO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJISLOZ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJISZLO,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJISZOL,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJISOLZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
TJISOZL,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,O,X
TJIZLSO,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TJIZLOS,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TJIZSLO,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X
TJIZSOL,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
TJIZOLS,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X
TJIZOSL,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X
TJIOLSZ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
TJIOLZS,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
TJIOSLZ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
TJIOSZL,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,O,X
TJIOZLS,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
TJIOZSL,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,O,X
TJLISZO,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLISOZ,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLIZSO,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLIZOS,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLIOSZ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLIOZS,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLSIZO,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLSIOZ,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLSZIO,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLSZOI,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLSOIZ,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLSOZI,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLZISO,O,O,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TJLZIOS,O,O,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TJLZSIO,X,O,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TJLZSOI,X,O,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TJLZOIS,X,X,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TJLZOSI,X,X,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TJLOISZ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLOIZS,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLOSIZ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLOSZI,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLOZIS,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLOZSI,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSILZO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSILOZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSIZLO,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSIZOL,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSIOLZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
TJSIOZL,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
TJSLIZO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSLIOZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSLZIO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSLZOI,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSLOIZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
TJSLOZI,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSZILO,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSZIOL,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSZLIO,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSZLOI,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSZOIL,O,O,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
TJSZOLI,O,O,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TJSOILZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
TJSOIZL,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
TJSOLIZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
TJSOLZI,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSOZIL,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
TJSOZLI,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZILSO,O,O,X,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X
TJZILOS,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TJZISLO,O,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJZISOL,O,O,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TJZIOLS,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZIOSL,O,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJZLISO,O,O,X,O,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X
TJZLIOS,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TJZLSIO,X,O,X,O,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X
TJZLSOI,X,O,O,O,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X
TJZLOIS,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TJZLOSI,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TJZSILO,O,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJZSIOL,O,O,X,X,O,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
TJZSLIO,O,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJZSLOI,O,O,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TJZSOIL,O,O,X,X,O,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
TJZSOLI,O,O,X,X,O,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
TJZOILS,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZOISL,O,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJZOLIS,O,O,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TJZOLSI,X,O,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TJZOSIL,O,O,X,X,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
TJZOSLI,X,O,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
TJOILSZ,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOILZS,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOISLZ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
TJOISZL,O,O,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
TJOIZLS,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOIZSL,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOLISZ,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOLIZS,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOLSIZ,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOLSZI,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOLZIS,O,O,X,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TJOLZSI,X,O,X,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TJOSILZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
TJOSIZL,O,O,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
TJOSLIZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
TJOSLZI,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOSZIL,O,O,X,X,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X
TJOSZLI,O,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TJOZILS,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TJOZISL,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOZLIS,O,O,O,X,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
TJOZLSI,X,O,O,X,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
TJOZSIL,O,O,X,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
TJOZSLI,X,O,X,X,X,X,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X
TSILJZO,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TSILJOZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSILZJO,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TSILZOJ,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TSILOJZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSILOZJ,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TSIJLZO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSIJLOZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSIJZLO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSIJZOL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSIJOLZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
TSIJOZL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O,X
TSIZLJO,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
TSIZLOJ,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
TSIZJLO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X
TSIZJOL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
TSIZOLJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
TSIZOJL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
TSIOLJZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TSIOLZJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSIOJLZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TSIOJZL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TSIOZLJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSIOZJL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TSLIJZO,O,O,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
TSLIJOZ,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSLIZJO,O,O,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
TSLIZOJ,O,O,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
TSLIOJZ,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSLIOZJ,O,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
TSLJIZO,O,O,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
TSLJIOZ,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSLJZIO,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TSLJZOI,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TSLJOIZ,O,O,O,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
TSLJOZI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSLZIJO,O,O,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
TSLZIOJ,O,O,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
TSLZJIO,O,O,X,O,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
TSLZJOI,O,O,X,O,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
TSLZOIJ,O,O,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
TSLZOJI,O,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
TSLOIJZ,X,O,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
TSLOIZJ,O,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
TSLOJIZ,O,O,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
TSLOJZI,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSLOZIJ,O,O,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
TSLOZJI,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TSJILZO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSJILOZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSJIZLO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSJIZOL,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSJIOLZ,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
TSJIOZL,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
TSJLIZO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSJLIOZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSJLZIO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSJLZOI,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSJLOIZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
TSJLOZI,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSJZILO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSJZIOL,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSJZLIO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSJZLOI,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSJZOIL,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
TSJZOLI,O,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TSJOILZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
TSJOIZL,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
TSJOLIZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
TSJOLZI,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSJOZIL,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
TSJOZLI,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSZILJO,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
TSZILOJ,O,O,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
TSZIJLO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSZIJOL,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TSZIOLJ,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TSZIOJL,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TSZLIJO,O,O,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
TSZLIOJ,O,O,O,O,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X
TSZLJIO,O,O,X,O,O,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X
TSZLJOI,O,O,O,O,O,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X
TSZLOIJ,O,O,O,O,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X
TSZLOJI,O,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
TSZJILO,O,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TSZJIOL,O,O,X,X,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X
TSZJLIO,O,O,X,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
TSZJLOI,O,O,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
TSZJOIL,O,O,X,X,O,X,X,X,O,O,X,X,X,O,O,X,X,X,X,X,X
TSZJOLI,O,O,X,X,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
TSZOILJ,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TSZOIJL,O,O,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X
TSZOLIJ,O,O,O,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X
TSZOLJI,O,X,O,X,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
TSZOJIL,O,O,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X
TSZOJLI,O,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
TSOILJZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TSOILZJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSOIJLZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TSOIJZL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TSOIZLJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSOIZJL,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
TSOLIJZ,O,O,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
TSOLIZJ,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSOLJIZ,O,O,O,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
TSOLJZI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSOLZIJ,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSOLZJI,O,X,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TSOJILZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
TSOJIZL,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
TSOJLIZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
TSOJLZI,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSOJZIL,O,O,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X
TSOJZLI,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TSOZILJ,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TSOZIJL,O,O,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X
TSOZLIJ,O,O,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
TSOZLJI,O,X,O,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X
TSOZJIL,O,O,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X
TSOZJLI,O,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
TZILJSO,O,O,X,O,O,O,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X
TZILJOS,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X
TZILSJO,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X
TZILSOJ,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
TZILOJS,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
TZILOSJ,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TZIJLSO,O,O,X,X,O,O,O,X,O,O,X,X,X,X,X,O,X,O,X,X,X
TZIJLOS,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,O,X,O,X,X,X
TZIJSLO,O,O,X,X,O,O,O,X,O,O,X,X,X,X,X,X,O,O,X,X,X
