sequence,v115@zgC8GeC8GeD8FeE8CeA8AeC8DeC8JeC8IvhFTdBejB?5jBVsBXrB0rB,v115@zgC8GeC8GeD8FeE8CeA8AeC8DeC8JeC8IvhFldB5jB?mhB8nBzrBXrB,v115@zgC8GeC8GeD8FeE8CeA8AeC8DeC8JeG8IvhFxdB0iB?6oBlmBXsBzqB,v115@zgC8GeC8GeD8FeE8CeA8AeC8DeC8JeSBJvhFmdB5jB?0iBlmBXsBzqB,v115@zgC8GeC8GeD8FeE8CeA8AeC8DeC8Jez7IvhFUdBGeB?1mB/oBSsBRwB,v115@zgC8GeC8GeD8FeE8CeA8AeC8DeC8Jei9IvhF5jBziB?lmBXsBuqBcrB,v115@zgC8GeC8GeD8FeE8CeA8AeC8DeC8JefBJvhFSiBTeB?UnBGoBlmBRwB,v115@zgC8GeC8GeD8FeE8CeA8AeC8DeC8JeG8IvhFxdB6oB?0mBlnBzqBXsB,v115@zgC8GeC8GeD8FeE8CeA8AeC8DeC8JeR8IvhFGeBUhB?/oBTnBSwBFsB,v115@zgC8GeC8GeD8FeE8CeA8AeC8DeC8Jez7IvhFldB5jB?8nBmmBSwBfsB,v115@zgC8GeC8GeD8FeE8CeA8AeC8DeC8JeU9IvhFajB5jB?FhBWsBXsBzqB,v115@zgC8GeC8GeD8FeE8CeA8AeC8DeC8JeR9IvhFSjBFhB?8mBGoBXsBzqB,v115@zgC8GeC8GeD8FeE8CeA8AeC8DeC8JeaDJvhF5jBFhB?XiBcsBurBzqB,v115@zgC8GeC8GeD8FeE8CeA8AeC8DeC8JeSBJvhF/iBTjB?UhBVsBGoBRwB,v115@zgC8GeC8GeD8FeE8CeA8AeC8DeC8JeR8IvhFGeBFiB?/oB6rBcsBzqB,v115@zgC8GeC8GeD8FeE8CeA8AeC8DeC8JeG8IvhF0mBxnB?6oBlnBzqBXsB
ZJOILTS,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
ZJOILST,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
ZJOISTL,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
ZJOISLT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZJOLTIS,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
ZJOLTSI,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZJOLITS,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
ZJOLIST,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
ZJOLSTI,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZJOLSIT,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
ZJOSTIL,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZJOSTLI,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
ZJOSITL,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
ZJOSILT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZJOSLTI,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZJOSLIT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZSTILJO,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X
ZSTILOJ,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X
ZSTIJLO,X,X,O,O,X,X,X,X,X,X,X,O,O,X,X,X
ZSTIJOL,X,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X
ZSTIOLJ,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X
ZSTIOJL,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
ZSTLIJO,X,X,O,O,O,X,X,O,X,X,X,X,O,X,O,X
ZSTLIOJ,X,O,O,O,O,X,X,O,X,X,X,X,O,X,O,X
ZSTLJIO,X,X,O,O,O,X,X,O,X,X,X,O,O,X,O,X
ZSTLJOI,X,X,O,O,O,X,O,O,X,X,X,O,X,X,O,X
ZSTLOIJ,X,X,O,O,O,X,X,O,X,X,X,X,O,X,O,X
ZSTLOJI,X,X,O,O,O,X,X,O,X,X,X,X,X,X,O,X
ZSTJILO,X,X,O,O,X,X,X,X,X,X,X,O,O,X,X,X
ZSTJIOL,X,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X
ZSTJLIO,X,X,O,O,X,X,X,O,X,X,X,O,O,X,O,X
ZSTJLOI,X,X,O,O,O,X,O,X,X,X,X,O,X,X,O,X
ZSTJOIL,X,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X
ZSTJOLI,X,X,O,O,O,X,O,X,X,X,X,O,X,X,X,X
ZSTOILJ,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X
ZSTOIJL,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
ZSTOLIJ,X,O,O,O,O,O,X,X,X,X,X,X,O,X,X,X
ZSTOLJI,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZSTOJIL,X,O,O,O,O,X,X,X,X,X,X,O,X,X,X,X
ZSTOJLI,X,O,O,O,O,X,X,X,X,X,X,O,X,X,X,X
ZSITLJO,X,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X
ZSITLOJ,X,O,O,O,O,X,X,X,X,X,X,X,O,X,X,O
ZSITJLO,X,X,O,O,O,X,X,X,X,X,X,O,O,X,X,X
ZSITJOL,X,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X
ZSITOLJ,X,O,X,O,O,O,X,X,X,X,X,X,O,X,X,X
ZSITOJL,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
ZSILTJO,X,X,O,O,O,X,X,X,X,X,X,X,O,X,O,X
ZSILTOJ,X,O,O,O,O,X,X,X,X,X,X,X,O,X,O,O
ZSILJTO,X,X,O,O,O,X,X,X,X,O,X,X,O,X,O,X
ZSILJOT,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
ZSILOTJ,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
ZSILOJT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZSIJTLO,X,X,O,O,O,X,X,X,X,X,X,O,O,X,X,X
ZSIJTOL,X,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X
ZSIJLTO,X,X,X,O,O,X,X,X,X,O,X,O,O,X,O,X
ZSIJLOT,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X,X
ZSIJOTL,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X
ZSIJOLT,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
ZSIOTLJ,X,O,X,O,O,O,X,X,X,X,X,X,O,X,X,X
ZSIOTJL,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
ZSIOLTJ,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X
ZSIOLJT,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZSIOJTL,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZSIOJLT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSLTIJO,X,X,O,O,X,X,X,O,O,X,X,X,O,X,O,X
ZSLTIOJ,X,O,O,O,X,X,X,O,X,X,X,X,O,X,O,X
ZSLTJIO,X,X,O,O,X,X,X,O,O,X,X,O,O,X,O,X
ZSLTJOI,X,X,O,O,X,X,O,O,X,X,X,O,X,X,O,X
ZSLTOIJ,X,X,O,O,X,X,X,O,O,X,X,X,O,X,O,X
ZSLTOJI,X,X,O,O,X,X,X,O,O,X,X,X,X,X,O,X
ZSLITJO,X,X,O,O,X,X,X,X,O,X,X,X,O,X,O,X
ZSLITOJ,X,O,O,O,X,X,X,X,X,X,X,X,O,X,O,X
ZSLIJTO,X,X,O,O,X,X,X,O,O,O,X,X,O,X,O,X
ZSLIJOT,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X
ZSLIOTJ,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X
ZSLIOJT,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
ZSLJTIO,X,X,O,O,X,X,X,O,O,X,X,O,O,X,O,X
ZSLJTOI,X,X,O,O,X,X,O,X,X,X,X,O,X,X,O,X
ZSLJITO,X,X,O,O,O,X,X,O,O,O,X,O,O,X,O,X
ZSLJIOT,X,X,X,X,X,X,O,X,O,O,X,O,X,X,X,X
ZSLJOTI,X,X,X,X,X,X,O,X,O,X,X,O,X,X,O,X
ZSLJOIT,X,X,X,X,X,X,O,X,O,O,X,O,X,X,X,X
ZSLOTIJ,X,X,O,X,X,X,X,X,O,X,X,X,O,X,O,X
ZSLOTJI,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X
ZSLOITJ,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X
ZSLOIJT,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
ZSLOJTI,X,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X
ZSLOJIT,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X
ZSJTILO,X,X,O,O,X,X,X,X,X,X,X,O,O,X,X,X
ZSJTIOL,X,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X
ZSJTLIO,X,X,O,O,X,X,X,O,X,X,X,O,O,X,O,X
ZSJTLOI,X,X,O,O,O,X,O,X,X,X,X,O,X,X,O,X
ZSJTOIL,X,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X
ZSJTOLI,X,X,O,O,O,X,O,X,X,X,X,O,X,X,X,X
ZSJITLO,X,X,O,O,O,X,O,X,X,X,X,O,O,X,X,X
ZSJITOL,X,X,O,O,O,X,O,X,X,X,X,O,X,X,X,X
ZSJILTO,X,X,X,O,O,X,O,X,X,O,X,O,O,X,O,X
ZSJILOT,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X,X
ZSJIOTL,X,X,X,O,O,X,O,X,X,X,X,O,X,X,X,X
ZSJIOLT,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
ZSJLTIO,X,X,O,O,X,X,X,O,O,X,X,O,O,X,O,X
ZSJLTOI,X,X,O,O,X,X,O,X,X,X,X,O,X,X,O,X
ZSJLITO,X,X,O,O,O,X,X,O,O,X,X,O,O,X,O,X
ZSJLIOT,X,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X
ZSJLOTI,X,X,X,X,X,X,O,X,O,X,X,O,X,X,O,X
ZSJLOIT,X,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X
ZSJOTIL,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X
ZSJOTLI,X,X,X,O,O,X,O,X,X,X,X,O,X,X,X,X
ZSJOITL,X,X,X,O,O,X,O,X,X,X,X,O,X,X,X,X
ZSJOILT,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
ZSJOLTI,X,X,X,X,X,X,O,X,O,X,X,O,X,X,O,X
ZSJOLIT,X,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X
ZSOTILJ,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X
ZSOTIJL,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
ZSOTLIJ,X,O,O,O,O,O,X,X,X,X,X,X,O,X,X,X
ZSOTLJI,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZSOTJIL,X,O,O,O,O,X,X,X,X,X,X,O,X,X,X,X
ZSOTJLI,X,O,O,O,O,X,X,X,X,X,X,O,X,X,X,X
ZSOITLJ,X,O,X,O,O,O,X,X,X,X,X,X,O,X,X,X
ZSOITJL,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
ZSOILTJ,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X
ZSOILJT,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZSOIJTL,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZSOIJLT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSOLTIJ,X,O,O,X,X,O,X,X,O,X,X,X,O,X,O,X
ZSOLTJI,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X
ZSOLITJ,X,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X
ZSOLIJT,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X
ZSOLJTI,X,O,X,X,X,X,O,X,O,X,X,X,X,X,O,X
ZSOLJIT,X,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X
ZSOJTIL,X,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X
ZSOJTLI,X,O,X,O,O,X,O,X,X,X,X,O,X,X,X,X
ZSOJITL,X,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X
ZSOJILT,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X
ZSOJLTI,X,O,X,X,X,X,O,X,O,X,X,O,X,X,O,X
ZSOJLIT,X,O,X,X,X,X,O,X,O,X,X,O,X,X,X,X
ZOTILJS,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOTILSJ,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
ZOTIJLS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOTIJSL,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOTISLJ,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X
ZOTISJL,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZOTLIJS,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
ZOTLISJ,X,O,X,X,O,X,X,O,X,X,X,X,O,X,X,X
ZOTLJIS,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
ZOTLJSI,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZOTLSIJ,X,O,X,X,O,X,X,O,X,X,X,X,O,O,X,X
ZOTLSJI,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X
ZOTJILS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOTJISL,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOTJLIS,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZOTJLSI,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOTJSIL,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOTJSLI,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOTSILJ,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
ZOTSIJL,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOTSLIJ,X,O,X,X,O,X,X,X,X,X,X,X,O,O,X,X
ZOTSLJI,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
ZOTSJIL,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOTSJLI,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOITLJS,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O
ZOITLSJ,X,O,X,X,X,X,X,X,X,X,X,X,O,O,X,O
ZOITJLS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOITJSL,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOITSLJ,X,O,X,X,X,O,X,X,X,X,X,X,O,O,X,X
ZOITSJL,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOILTJS,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O
ZOILTSJ,X,O,X,X,X,X,X,X,X,X,X,X,O,O,X,O
ZOILJTS,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOILJST,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOILSTJ,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X
ZOILSJT,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOIJTLS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOIJTSL,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOIJLTS,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOIJLST,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOIJSTL,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOIJSLT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOISTLJ,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X
ZOISTJL,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
ZOISLTJ,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X
ZOISLJT,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOISJTL,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOISJLT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLTIJS,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
ZOLTISJ,X,O,X,X,X,X,X,O,O,X,X,X,O,X,O,X
ZOLTJIS,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
ZOLTJSI,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZOLTSIJ,X,O,X,X,X,X,X,O,O,X,X,X,O,O,O,X
ZOLTSJI,X,X,X,X,X,X,X,O,O,X,X,X,X,O,O,X
ZOLITJS,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOLITSJ,X,O,X,X,X,X,X,X,O,X,X,X,O,O,X,X
ZOLIJTS,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
ZOLIJST,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X
ZOLISTJ,X,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X
ZOLISJT,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X
ZOLJTIS,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
ZOLJTSI,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOLJITS,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
ZOLJIST,X,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X
ZOLJSTI,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X
ZOLJSIT,X,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X
ZOLSTIJ,X,O,O,X,X,O,X,X,O,X,X,X,O,X,O,X
ZOLSTJI,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X
ZOLSITJ,X,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X
ZOLSIJT,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X
ZOLSJTI,X,O,X,X,X,X,O,X,O,X,X,X,X,X,O,X
ZOLSJIT,X,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X
ZOJTILS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJTISL,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJTLIS,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZOJTLSI,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOJTSIL,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJTSLI,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOJITLS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJITSL,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJILTS,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOJILST,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
ZOJISTL,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOJISLT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOJLTIS,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
ZOJLTSI,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOJLITS,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
ZOJLIST,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
ZOJLSTI,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOJLSIT,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
ZOJSTIL,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOJSTLI,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOJSITL,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOJSILT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOJSLTI,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOJSLIT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOSTILJ,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X
ZOSTIJL,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
ZOSTLIJ,X,O,O,O,O,O,X,X,X,X,X,X,O,X,X,X
ZOSTLJI,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZOSTJIL,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZOSTJLI,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZOSITLJ,X,O,X,O,O,O,X,X,X,X,X,X,O,X,X,X
ZOSITJL,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
ZOSILTJ,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X
ZOSILJT,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOSIJTL,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZOSIJLT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSLTIJ,X,O,O,X,X,O,X,X,O,X,X,X,O,X,O,X
ZOSLTJI,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X
ZOSLITJ,X,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X
ZOSLIJT,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X
ZOSLJTI,X,O,X,X,X,X,O,X,O,X,X,X,X,X,O,X
ZOSLJIT,X,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X
ZOSJTIL,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZOSJTLI,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X
ZOSJITL,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZOSJILT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOSJLTI,X,O,X,X,X,X,O,X,O,X,X,X,X,X,O,X
ZOSJLIT,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X
OTILJSZ,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
OTILJZS,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTILSJZ,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X
OTILSZJ,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X
OTILZJS,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTILZSJ,X,O,X,X,O,X,X,X,X,X,X,X,O,O,X,X
OTIJLSZ,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
OTIJLZS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTIJSLZ,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X
OTIJSZL,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OTIJZLS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTIJZSL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTISLJZ,O,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X
OTISLZJ,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X
OTISJLZ,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X
OTISJZL,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OTISZLJ,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X
OTISZJL,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OTIZLJS,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTIZLSJ,X,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X
OTIZJLS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTIZJSL,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTIZSLJ,X,O,X,X,X,O,X,X,X,X,X,X,O,O,X,X
OTIZSJL,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OTLIJSZ,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
OTLIJZS,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTLISJZ,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X
OTLISZJ,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X
OTLIZJS,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTLIZSJ,X,O,X,X,O,X,X,X,X,X,X,X,O,O,X,X
OTLJISZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLJIZS,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTLJSIZ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTLJSZI,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
OTLJZIS,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTLJZSI,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTLSIJZ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OTLSIZJ,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X
OTLSJIZ,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OTLSJZI,X,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X
OTLSZIJ,X,X,X,X,O,O,X,X,O,X,X,X,X,O,X,X
OTLSZJI,X,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X
OTLZIJS,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
OTLZISJ,X,O,X,X,O,X,X,O,O,X,X,X,O,X,X,X
OTLZJIS,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
OTLZJSI,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
OTLZSIJ,X,O,X,X,O,X,X,O,O,X,X,X,O,O,X,X
OTLZSJI,X,X,X,X,O,X,X,O,O,X,X,X,X,O,X,X
OTJILSZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJILZS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJISLZ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OTJISZL,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OTJIZLS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJIZSL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJLISZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJLIZS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJLSIZ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTJLSZI,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
OTJLZIS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJLZSI,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTJSILZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJSIZL,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTJSLIZ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTJSLZI,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
OTJSZIL,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
