sequence,v115@7gC8GeD8EeE8FeF8BeD8Jel6IvhF3bBuhBciBZmBTl?BCsB,v115@7gC8GeD8EeE8FeF8BeD8Jex6IvhFTdBFgBXhB0hBmq?BCsB,v115@7gC8GeD8EeE8FeF8BeD8Jel6IvhFRcBciBOlBThBfr?BCsB,v115@7gC8GeD8EeE8FeF8BeD8Je06IvhFlbBGdBihBTlBxr?B3rB,v115@7gC8GeD8EeE8FeF8BeD8Jex6IvhFXcBUgBFiB6rBTn?BmqB,v115@7gC8GeD8EeE8FeF8BeD8Jex6IvhFXcBUgBFiByqB+r?BTsB,v115@7gC8GeD8EeE8FeF8BeD8Jex6IvhFUgBFhBXiB6rBTn?BmqB,v115@7gC8GeD8EeE8FeF8BeD8Je06IvhFxbB3gBFiB6rBTn?BmqB,v115@7gC8GeD8EeE8FeF8BeD8Jex6IvhFXcBalBFiBGmBTn?BUrB,v115@7gC8GeD8EeE8FeF8BeD8Je06IvhFxbB3gBFiByqB+r?BTsB,v115@7gC8GeD8EeE8FeF8BeD8JeR8IvhFciBFgBThBfrBmk?BCsB,v115@7gC8GeD8EeE8FeF8BeD8JeaBJvhFTdBFgBfrBUnB5m?BmpB
JLZIOTS,O,O,O,O,O,O,X,X,O,X,X,X
JLZIOST,O,X,X,X,O,O,X,X,O,X,X,X
JLZSTIO,O,O,O,X,O,O,O,O,O,O,X,X
JLZSTOI,O,O,O,X,O,O,O,O,O,O,O,X
JLZSITO,O,X,O,X,O,O,O,O,O,O,X,X
JLZSIOT,O,X,O,X,O,O,X,O,O,O,X,X
JLZSOTI,O,O,O,X,O,O,X,O,O,O,O,X
JLZSOIT,O,X,O,X,O,O,X,O,O,O,O,X
JLZOTIS,O,O,O,O,O,O,X,X,O,X,X,X
JLZOTSI,O,O,O,X,O,O,X,O,O,O,X,X
JLZOITS,O,O,O,O,O,O,X,X,O,X,X,X
JLZOIST,O,X,X,O,O,O,X,X,O,X,X,X
JLZOSTI,O,O,O,X,O,O,X,O,O,O,X,X
JLZOSIT,O,X,O,X,O,O,X,O,O,O,X,X
JLOTISZ,O,O,X,X,X,X,X,X,X,X,X,X
JLOTIZS,O,O,X,X,X,X,X,X,X,X,X,X
JLOTSIZ,O,O,O,X,X,X,X,O,X,O,X,X
JLOTSZI,O,O,O,X,O,O,X,O,X,O,X,X
JLOTZIS,O,O,O,O,O,O,X,X,X,X,X,X
JLOTZSI,O,O,O,X,O,O,X,O,X,O,X,X
JLOITSZ,O,O,X,X,X,X,X,X,X,X,X,X
JLOITZS,O,O,X,O,X,X,X,X,X,X,X,X
JLOISTZ,O,O,X,O,X,X,X,X,X,X,X,X
JLOISZT,O,X,X,O,X,X,X,X,X,X,X,X
JLOIZTS,O,O,X,O,X,X,X,X,X,X,X,X
JLOIZST,O,X,X,O,X,X,X,X,X,X,X,X
JLOSTIZ,O,O,O,X,X,X,X,O,X,O,X,X
JLOSTZI,O,O,O,X,O,O,X,O,X,O,X,X
JLOSITZ,O,O,O,X,X,X,X,O,X,O,X,X
JLOSIZT,O,X,O,X,X,X,X,O,X,O,X,X
JLOSZTI,O,O,O,X,O,O,X,O,X,O,X,X
JLOSZIT,O,X,O,X,O,O,X,O,X,O,X,X
JLOZTIS,O,O,O,O,O,O,X,X,X,X,X,X
JLOZTSI,O,O,O,X,O,O,X,O,X,O,X,X
JLOZITS,O,O,O,O,O,O,X,X,X,X,X,X
JLOZIST,O,X,X,O,O,O,X,X,X,X,X,X
JLOZSTI,O,O,O,X,O,O,X,O,X,O,X,X
JLOZSIT,O,X,O,X,O,O,X,O,X,O,X,X
JSTILZO,X,O,O,X,X,O,X,X,X,X,X,X
JSTILOZ,X,O,O,X,X,X,X,X,X,X,X,X
JSTIZLO,X,X,O,X,X,X,O,O,X,X,X,X
JSTIZOL,X,O,O,X,X,X,O,X,X,X,X,X
JSTIOLZ,X,O,X,X,X,X,X,X,X,X,X,X
JSTIOZL,X,O,O,X,X,X,X,X,X,X,X,X
JSTLIZO,X,O,O,X,X,O,X,X,X,O,X,X
JSTLIOZ,X,O,O,X,X,X,X,X,X,O,X,X
JSTLZIO,X,O,O,X,X,O,O,O,X,O,X,O
JSTLZOI,X,O,O,X,X,O,O,O,X,O,O,O
JSTLOIZ,X,O,O,X,X,X,X,X,X,O,X,X
JSTLOZI,X,O,O,X,X,O,X,X,X,O,O,X
JSTZILO,X,X,O,X,X,X,O,O,X,X,X,X
JSTZIOL,X,O,O,X,X,X,O,X,X,X,X,X
JSTZLIO,X,X,O,X,X,O,O,O,X,O,X,O
JSTZLOI,X,X,O,X,X,O,O,O,X,O,O,O
JSTZOIL,X,O,O,X,X,X,O,X,X,X,O,X
JSTZOLI,X,O,O,X,X,X,O,O,X,X,O,O
JSTOILZ,X,O,X,X,X,X,X,X,X,X,X,X
JSTOIZL,X,O,O,X,X,X,X,X,X,X,X,X
JSTOLIZ,X,O,O,X,X,X,X,X,X,X,X,X
JSTOLZI,X,O,O,X,X,O,X,X,X,X,X,X
JSTOZIL,X,O,O,X,X,X,O,X,X,X,O,X
JSTOZLI,X,O,O,X,X,X,O,O,X,X,O,O
JSITLZO,X,O,O,X,X,X,X,X,X,X,X,X
JSITLOZ,X,O,O,X,X,X,X,X,X,X,X,X
JSITZLO,X,X,O,X,X,X,O,O,X,X,X,X
JSITZOL,X,O,O,X,X,X,O,X,X,X,X,X
JSITOLZ,X,O,X,X,X,X,X,X,X,X,X,X
JSITOZL,X,O,O,X,X,X,X,X,X,X,X,X
JSILTZO,X,O,O,O,X,X,X,X,X,X,X,X
JSILTOZ,X,O,O,X,X,X,X,X,X,X,X,X
JSILZTO,X,X,O,O,X,X,O,X,X,X,X,X
JSILZOT,X,X,O,X,X,X,X,X,X,X,X,X
JSILOTZ,X,O,O,O,X,X,X,X,X,X,X,X
JSILOZT,X,X,O,O,X,X,X,X,X,X,X,X
JSIZTLO,X,X,O,O,X,X,O,O,X,X,X,X
JSIZTOL,X,X,O,X,X,X,O,X,X,X,X,X
JSIZLTO,X,X,O,O,O,X,O,X,X,X,X,X
JSIZLOT,X,X,O,X,O,X,X,X,X,X,X,X
JSIZOTL,X,X,O,X,X,X,O,X,X,X,X,X
JSIZOLT,X,X,O,X,X,X,X,X,X,X,X,X
JSIOTLZ,X,O,X,O,X,X,X,X,X,X,X,X
JSIOTZL,X,O,O,O,X,X,X,X,X,X,X,X
JSIOLTZ,X,O,X,O,X,X,X,X,X,X,X,X
JSIOLZT,X,X,X,O,X,X,X,X,X,X,X,X
JSIOZTL,X,X,O,O,X,X,O,X,X,X,X,X
JSIOZLT,X,X,O,O,X,X,X,X,X,X,X,X
JSLTIZO,X,O,O,X,O,O,X,O,X,O,X,X
JSLTIOZ,X,O,O,X,X,X,X,O,X,O,X,X
JSLTZIO,X,O,O,X,O,O,O,O,X,O,X,O
JSLTZOI,X,O,O,X,O,O,O,O,X,O,O,O
JSLTOIZ,X,O,O,X,X,X,X,O,X,O,X,X
JSLTOZI,X,O,O,X,O,O,X,O,X,O,O,X
JSLITZO,X,O,O,X,O,O,X,O,X,O,X,X
JSLITOZ,X,O,O,X,X,X,X,O,X,O,X,X
JSLIZTO,X,X,O,X,O,O,O,O,X,O,X,X
JSLIZOT,X,X,O,X,O,O,X,O,X,O,X,X
JSLIOTZ,X,O,O,X,X,X,X,O,X,O,X,X
JSLIOZT,X,X,O,X,X,X,X,O,X,O,X,X
JSLZTIO,X,O,O,X,O,O,O,O,X,O,X,O
JSLZTOI,X,O,O,X,O,O,O,O,X,O,O,O
JSLZITO,X,X,O,X,O,O,O,O,X,O,X,X
JSLZIOT,X,X,O,X,O,O,X,O,X,O,X,X
JSLZOTI,X,O,O,X,O,O,X,O,X,O,O,O
JSLZOIT,X,X,O,X,O,O,X,O,X,O,O,X
JSLOTIZ,X,O,O,X,X,X,X,O,X,O,X,X
JSLOTZI,X,O,O,X,O,O,X,O,X,O,O,X
JSLOITZ,X,O,O,X,X,X,X,O,X,O,X,X
JSLOIZT,X,X,O,X,X,X,X,O,X,O,X,X
JSLOZTI,X,O,O,X,O,O,X,O,X,O,O,X
JSLOZIT,X,X,O,X,O,O,X,O,X,O,O,X
JSZTILO,X,X,O,O,X,X,O,O,X,X,X,X
JSZTIOL,X,O,O,X,X,X,O,X,X,X,X,X
JSZTLIO,X,X,O,X,X,O,O,O,X,O,X,O
JSZTLOI,X,X,O,X,X,O,O,O,X,O,O,O
JSZTOIL,X,O,O,O,X,X,O,X,X,X,O,X
JSZTOLI,X,O,O,X,X,X,O,O,X,X,O,O
JSZITLO,X,X,O,O,X,X,O,O,X,X,X,X
JSZITOL,X,X,O,X,X,X,O,X,X,X,X,X
JSZILTO,X,X,O,O,O,X,O,X,X,X,X,X
JSZILOT,X,X,O,X,O,X,X,X,X,X,X,X
JSZIOTL,X,X,O,X,X,X,O,X,X,X,X,X
JSZIOLT,X,X,O,X,X,X,X,X,X,X,X,X
JSZLTIO,X,X,O,X,O,O,O,O,X,O,X,O
JSZLTOI,X,X,O,X,O,O,O,O,X,O,O,O
JSZLITO,X,X,O,X,O,O,O,O,X,O,X,X
JSZLIOT,X,X,O,X,O,O,X,O,X,O,X,X
JSZLOTI,X,X,O,X,O,O,X,O,X,O,O,O
JSZLOIT,X,X,O,X,O,O,X,O,X,O,O,X
JSZOTIL,X,O,O,O,X,X,O,X,X,X,O,X
JSZOTLI,X,O,O,X,X,X,O,O,X,X,O,O
JSZOITL,X,X,O,O,X,X,O,X,X,X,O,X
JSZOILT,X,X,O,O,X,X,X,X,X,X,X,X
JSZOLTI,X,X,O,X,X,X,X,X,X,X,X,O
JSZOLIT,X,X,O,X,X,X,X,X,X,X,X,X
JSOTILZ,X,O,X,X,X,X,X,X,X,X,X,X
JSOTIZL,X,O,O,X,X,X,X,X,X,X,X,X
JSOTLIZ,X,O,O,X,X,X,X,X,X,X,X,X
JSOTLZI,X,O,O,X,X,X,X,X,X,X,X,X
JSOTZIL,X,O,O,O,X,X,O,X,X,X,O,X
JSOTZLI,X,O,O,X,X,X,O,O,X,X,O,O
JSOITLZ,X,O,X,O,X,X,X,X,X,X,X,X
JSOITZL,X,O,O,O,X,X,X,X,X,X,X,X
JSOILTZ,X,O,X,O,X,X,X,X,X,X,X,X
JSOILZT,X,X,X,O,X,X,X,X,X,X,X,X
JSOIZTL,X,X,O,O,X,X,O,X,X,X,X,X
JSOIZLT,X,X,O,O,X,X,X,X,X,X,X,X
JSOLTIZ,X,O,O,X,X,X,X,X,X,X,X,X
JSOLTZI,X,O,O,X,X,X,X,X,X,X,X,X
JSOLITZ,X,O,O,X,X,X,X,X,X,X,X,X
JSOLIZT,X,X,O,X,X,X,X,X,X,X,X,X
JSOLZTI,X,O,O,X,X,X,X,X,X,X,X,X
JSOLZIT,X,X,O,X,X,X,X,X,X,X,X,X
JSOZTIL,X,O,O,O,X,X,O,X,X,X,O,X
JSOZTLI,X,O,O,X,X,X,O,O,X,X,O,O
JSOZITL,X,X,O,O,X,X,O,X,X,X,O,X
JSOZILT,X,X,O,O,X,X,X,X,X,X,X,X
JSOZLTI,X,X,O,X,X,X,X,X,X,X,X,O
JSOZLIT,X,X,O,X,X,X,X,X,X,X,X,X
JZTILSO,O,O,O,O,O,O,O,X,O,O,X,X
JZTILOS,O,O,O,O,O,O,X,X,O,X,X,X
JZTISLO,O,X,O,O,X,X,O,O,O,X,X,X
JZTISOL,O,O,O,X,X,X,O,X,X,X,X,X
JZTIOLS,O,O,O,O,X,X,X,X,X,X,X,X
JZTIOSL,O,O,O,O,X,X,O,X,X,X,X,X
JZTLISO,O,O,O,O,O,O,O,O,O,O,X,X
JZTLIOS,O,O,O,O,O,O,X,X,O,X,X,X
JZTLSIO,O,O,O,X,O,O,O,O,O,O,X,X
JZTLSOI,O,O,O,X,O,O,O,O,O,O,O,X
JZTLOIS,O,O,O,O,O,O,X,X,O,X,X,X
JZTLOSI,O,O,O,X,O,O,X,O,O,O,X,X
JZTSILO,O,X,O,O,X,X,O,O,O,X,X,X
JZTSIOL,O,O,O,X,X,X,O,X,X,X,X,X
JZTSLIO,O,X,O,X,X,O,O,O,O,O,X,X
JZTSLOI,O,X,O,X,X,O,O,O,O,O,O,X
JZTSOIL,O,O,O,O,X,X,O,X,X,X,O,X
JZTSOLI,O,O,O,X,X,X,O,O,O,X,O,X
JZTOILS,O,O,O,O,X,X,X,X,X,X,X,X
JZTOISL,O,O,O,O,X,X,O,X,X,X,X,X
JZTOLIS,O,O,O,O,X,O,X,X,O,X,X,X
JZTOLSI,O,O,O,X,X,O,X,X,O,O,X,X
JZTOSIL,O,O,O,O,X,X,O,X,X,X,X,X
JZTOSLI,O,O,O,X,X,X,O,O,O,X,X,X
JZITLSO,O,O,O,O,O,O,O,X,O,O,X,X
JZITLOS,O,O,O,O,O,O,X,X,O,X,X,X
JZITSLO,O,X,O,O,X,X,O,O,O,X,X,X
JZITSOL,O,O,O,X,X,X,O,X,X,X,X,X
JZITOLS,O,O,O,O,X,X,X,X,X,X,X,X
JZITOSL,O,O,O,O,X,X,O,X,X,X,X,X
JZILTSO,O,O,O,O,O,O,O,O,O,O,X,X
JZILTOS,O,O,O,O,O,O,X,X,O,X,X,X
JZILSTO,O,X,O,O,O,O,O,O,O,O,X,X
JZILSOT,O,X,O,X,O,O,X,O,O,O,X,X
JZILOTS,O,O,O,O,O,O,X,X,O,X,X,X
JZILOST,O,X,X,O,O,O,X,X,O,X,X,X
JZISTLO,O,X,O,O,X,X,O,O,O,X,X,X
JZISTOL,O,X,O,X,X,X,O,X,X,X,X,X
JZISLTO,O,X,O,O,O,X,O,X,O,X,X,X
JZISLOT,X,X,O,X,O,X,X,X,O,X,X,X
JZISOTL,O,X,O,X,X,X,O,X,X,X,X,X
JZISOLT,O,X,O,X,X,X,X,X,X,X,X,X
JZIOTLS,O,O,O,O,X,X,X,X,X,X,X,X
JZIOTSL,O,O,O,O,X,X,O,X,X,X,X,X
JZIOLTS,O,O,X,O,O,X,X,X,X,X,X,X
JZIOLST,O,X,X,O,O,X,X,X,X,X,X,X
JZIOSTL,O,X,X,O,X,X,O,X,X,X,X,X
JZIOSLT,O,X,X,O,X,X,X,X,X,X,X,X
JZLTISO,O,O,O,O,O,O,O,O,O,O,X,X
JZLTIOS,O,O,O,O,O,O,X,X,O,X,X,X
JZLTSIO,O,O,O,X,O,O,O,O,O,O,X,X
JZLTSOI,O,O,O,X,O,O,O,O,O,O,O,X
JZLTOIS,O,O,O,O,O,O,X,X,O,X,X,X
JZLTOSI,O,O,O,X,O,O,X,O,O,O,X,X
JZLITSO,O,O,O,O,O,O,O,O,O,O,X,X
JZLITOS,O,O,O,O,O,O,X,X,O,X,X,X
JZLISTO,O,X,O,O,O,O,O,O,O,O,X,X
JZLISOT,O,X,O,X,O,O,X,O,O,O,X,X
JZLIOTS,O,O,O,O,O,O,X,X,O,X,X,X
JZLIOST,O,X,X,X,O,O,X,X,O,X,X,X
JZLSTIO,O,O,O,X,O,O,O,O,O,O,X,X
JZLSTOI,O,O,O,X,O,O,O,O,O,O,O,X
JZLSITO,O,X,O,X,O,O,O,O,O,O,X,X
JZLSIOT,O,X,O,X,O,O,X,O,O,O,X,X
JZLSOTI,O,O,O,X,O,O,X,O,O,O,O,X
JZLSOIT,O,X,O,X,O,O,X,O,O,O,O,X
JZLOTIS,O,O,O,O,O,O,X,X,O,X,X,X
JZLOTSI,O,O,O,X,O,O,X,O,O,O,X,X
JZLOITS,O,O,O,O,O,O,X,X,O,X,X,X
JZLOIST,O,X,X,O,O,O,X,X,O,X,X,X
JZLOSTI,O,O,O,X,O,O,X,O,O,O,X,X
JZLOSIT,O,X,O,X,O,O,X,O,O,O,X,X
JZSTILO,O,X,O,O,X,X,O,O,O,X,X,X
JZSTIOL,O,O,O,X,X,X,O,X,X,X,X,X
JZSTLIO,O,X,O,X,X,O,O,O,O,O,X,O
JZSTLOI,O,X,O,X,X,O,O,O,O,O,O,O
JZSTOIL,O,O,O,O,X,X,O,X,X,X,O,X
JZSTOLI,O,O,O,X,X,X,O,O,O,X,O,O
JZSITLO,O,X,O,O,X,X,O,O,O,X,X,X
JZSITOL,O,X,O,X,X,X,O,X,X,X,X,X
JZSILTO,O,X,O,O,O,X,O,X,O,X,X,X
JZSILOT,X,X,O,X,O,X,X,X,O,X,X,X
JZSIOTL,O,X,O,X,X,X,O,X,X,X,X,X
JZSIOLT,O,X,O,X,X,X,X,X,X,X,X,X
JZSLTIO,O,X,O,X,O,O,O,O,O,O,X,O
JZSLTOI,O,X,O,X,O,O,O,O,O,O,O,O
JZSLITO,O,X,O,X,O,O,O,O,O,O,X,X
JZSLIOT,O,X,O,X,O,O,X,O,O,O,X,X
JZSLOTI,O,X,O,X,O,O,X,O,O,O,O,O
JZSLOIT,O,X,O,X,O,O,X,O,O,O,O,X
JZSOTIL,O,O,O,O,X,X,O,X,X,X,O,X
JZSOTLI,O,O,O,X,X,X,O,O,O,X,O,O
JZSOITL,O,X,O,O,X,X,O,X,X,X,O,X
JZSOILT,O,X,O,O,X,X,X,X,X,X,X,X
JZSOLTI,O,X,O,X,X,X,X,X,O,X,X,O
JZSOLIT,O,X,O,X,X,X,X,X,O,X,X,X
JZOTILS,O,O,O,O,X,X,X,X,X,X,X,X
JZOTISL,O,O,O,O,X,X,O,X,X,X,X,X
JZOTLIS,O,O,O,O,X,O,X,X,O,X,X,X
JZOTLSI,O,O,O,X,X,O,X,X,O,O,X,X
JZOTSIL,O,O,O,O,X,X,O,X,X,X,X,X
JZOTSLI,O,O,O,X,X,X,O,O,O,X,X,X
JZOITLS,O,O,O,O,X,X,X,X,X,X,X,X
JZOITSL,O,O,O,O,X,X,O,X,X,X,X,X
JZOILTS,O,O,X,O,O,X,X,X,X,X,X,X
JZOILST,O,X,X,O,O,X,X,X,X,X,X,X
JZOISTL,O,X,X,O,X,X,O,X,X,X,X,X
JZOISLT,O,X,X,O,X,X,X,X,X,X,X,X
JZOLTIS,O,O,O,O,O,O,X,X,O,X,X,X
JZOLTSI,O,O,O,X,O,O,X,O,O,O,X,X
JZOLITS,O,O,O,O,O,O,X,X,O,X,X,X
JZOLIST,O,X,X,O,O,O,X,X,O,X,X,X
JZOLSTI,O,O,O,X,O,O,X,O,O,O,X,X
JZOLSIT,O,X,O,X,O,O,X,O,O,O,X,X
JZOSTIL,O,O,O,O,X,X,O,X,X,X,X,X
JZOSTLI,O,O,O,X,X,X,O,O,O,X,X,O
JZOSITL,O,X,O,O,X,X,O,X,X,X,X,X
JZOSILT,O,X,O,O,X,X,X,X,X,X,X,X
JZOSLTI,O,X,O,X,X,X,X,X,O,X,X,O
JZOSLIT,O,X,O,X,X,X,X,X,O,X,X,X
JOTILSZ,O,O,X,X,X,X,X,X,X,X,X,X
JOTILZS,O,O,X,O,X,X,X,X,X,X,X,X
JOTISLZ,O,O,X,O,X,X,X,X,X,X,X,X
JOTISZL,O,O,X,O,X,X,X,X,X,X,X,X
JOTIZLS,O,O,X,O,X,X,X,X,X,X,X,X
JOTIZSL,O,O,X,O,X,X,X,X,X,X,X,X
JOTLISZ,O,O,X,X,X,X,X,X,X,X,X,X
JOTLIZS,O,O,X,X,X,X,X,X,X,X,X,X
JOTLSIZ,O,O,O,X,X,X,X,X,X,O,X,X
JOTLSZI,O,O,O,X,X,O,X,X,X,O,X,X
JOTLZIS,O,O,O,O,X,O,X,X,X,X,X,X
JOTLZSI,O,O,O,X,X,O,X,X,X,O,X,X
JOTSILZ,O,O,X,X,X,X,X,X,X,X,X,X
JOTSIZL,O,O,O,X,X,X,X,X,X,X,X,X
JOTSLIZ,O,O,O,X,X,X,X,X,X,X,X,X
JOTSLZI,O,O,O,X,X,O,X,X,X,X,X,X
JOTSZIL,O,O,O,O,X,X,O,X,X,X,X,X
JOTSZLI,O,O,O,X,X,X,O,O,X,X,X,O
JOTZILS,O,O,O,O,X,X,X,X,X,X,X,X
JOTZISL,O,O,O,O,X,X,O,X,X,X,X,X
JOTZLIS,O,O,O,O,X,O,X,X,X,X,X,X
JOTZLSI,O,O,O,X,X,O,X,X,X,O,X,X
JOTZSIL,O,O,O,O,X,X,O,X,X,X,X,X
JOTZSLI,O,O,O,X,X,X,O,O,X,X,X,X
JOITLSZ,O,O,X,X,X,X,X,X,X,X,X,X
JOITLZS,O,O,X,O,X,X,X,X,X,X,X,X
JOITSLZ,O,O,X,O,X,X,X,X,X,X,X,X
JOITSZL,O,O,X,O,X,X,X,X,X,X,X,X
JOITZLS,O,O,X,O,X,X,X,X,X,X,X,X
JOITZSL,O,O,X,O,X,X,X,X,X,X,X,X
JOILTSZ,O,O,X,O,X,X,X,X,X,X,X,X
JOILTZS,O,O,X,O,X,X,X,X,X,X,X,X
JOILSTZ,O,O,X,O,X,X,X,X,X,X,X,X
JOILSZT,O,X,X,O,X,X,X,X,X,X,X,X
JOILZTS,O,O,X,O,X,X,X,X,X,X,X,X
JOILZST,O,X,X,O,X,X,X,X,X,X,X,X
JOISTLZ,O,O,X,O,X,X,X,X,X,X,X,X
JOISTZL,O,O,X,O,X,X,X,X,X,X,X,X
JOISLTZ,O,O,X,O,X,X,X,X,X,X,X,X
JOISLZT,O,X,X,O,X,X,X,X,X,X,X,X
JOISZTL,O,X,X,O,X,X,O,X,X,X,X,X
JOISZLT,O,X,X,O,X,X,X,X,X,X,X,X
JOIZTLS,O,O,X,O,X,X,X,X,X,X,X,X
JOIZTSL,O,O,X,O,X,X,O,X,X,X,X,X
JOIZLTS,O,O,X,O,O,X,X,X,X,X,X,X
JOIZLST,O,X,X,O,O,X,X,X,X,X,X,X
JOIZSTL,O,X,X,O,X,X,O,X,X,X,X,X
JOIZSLT,O,X,X,O,X,X,X,X,X,X,X,X
JOLTISZ,O,O,X,X,X,X,X,X,X,X,X,X
JOLTIZS,O,O,X,X,X,X,X,X,X,X,X,X
JOLTSIZ,O,O,O,X,X,X,X,O,X,O,X,X
JOLTSZI,O,O,O,X,O,O,X,O,X,O,X,X
JOLTZIS,O,O,O,O,O,O,X,X,X,X,X,X
JOLTZSI,O,O,O,X,O,O,X,O,X,O,X,X
JOLITSZ,O,O,X,X,X,X,X,X,X,X,X,X
JOLITZS,O,O,X,O,X,X,X,X,X,X,X,X
JOLISTZ,O,O,X,O,X,X,X,X,X,X,X,X
JOLISZT,O,X,X,O,X,X,X,X,X,X,X,X
JOLIZTS,O,O,X,O,X,X,X,X,X,X,X,X
JOLIZST,O,X,X,O,X,X,X,X,X,X,X,X
JOLSTIZ,O,O,O,X,X,X,X,O,X,O,X,X
JOLSTZI,O,O,O,X,O,O,X,O,X,O,X,X
JOLSITZ,O,O,O,X,X,X,X,O,X,O,X,X
JOLSIZT,O,X,O,X,X,X,X,O,X,O,X,X
JOLSZTI,O,O,O,X,O,O,X,O,X,O,X,X
JOLSZIT,O,X,O,X,O,O,X,O,X,O,X,X
JOLZTIS,O,O,O,O,O,O,X,X,X,X,X,X
JOLZTSI,O,O,O,X,O,O,X,O,X,O,X,X
JOLZITS,O,O,O,O,O,O,X,X,X,X,X,X
JOLZIST,O,X,X,O,O,O,X,X,X,X,X,X
JOLZSTI,O,O,O,X,O,O,X,O,X,O,X,X
JOLZSIT,O,X,O,X,O,O,X,O,X,O,X,X
JOSTILZ,O,O,X,X,X,X,X,X,X,X,X,X
JOSTIZL,O,O,O,X,X,X,X,X,X,X,X,X
JOSTLIZ,O,O,O,X,X,X,X,X,X,X,X,X
JOSTLZI,O,O,O,X,X,X,X,X,X,X,X,X
JOSTZIL,O,O,O,O,X,X,O,X,X,X,X,X
JOSTZLI,O,O,O,X,X,X,O,O,X,X,X,O
JOSITLZ,O,O,X,O,X,X,X,X,X,X,X,X
JOSITZL,O,O,O,O,X,X,X,X,X,X,X,X
JOSILTZ,O,O,X,O,X,X,X,X,X,X,X,X
JOSILZT,O,X,X,O,X,X,X,X,X,X,X,X
JOSIZTL,O,X,O,O,X,X,O,X,X,X,X,X
JOSIZLT,O,X,O,O,X,X,X,X,X,X,X,X
JOSLTIZ,O,O,O,X,X,X,X,X,X,X,X,X
JOSLTZI,O,O,O,X,X,X,X,X,X,X,X,X
JOSLITZ,O,O,O,X,X,X,X,X,X,X,X,X
JOSLIZT,O,X,O,X,X,X,X,X,X,X,X,X
JOSLZTI,O,O,O,X,X,X,X,X,X,X,X,X
JOSLZIT,O,X,O,X,X,X,X,X,X,X,X,X
JOSZTIL,O,O,O,O,X,X,O,X,X,X,X,X
JOSZTLI,O,O,O,X,X,X,O,O,X,X,X,O
JOSZITL,O,X,O,O,X,X,O,X,X,X,X,X
JOSZILT,O,X,O,O,X,X,X,X,X,X,X,X
JOSZLTI,O,X,O,X,X,X,X,X,X,X,X,O
JOSZLIT,X,X,O,X,X,X,X,X,X,X,X,X
JOZTILS,O,O,O,O,X,X,X,X,X,X,X,X
JOZTISL,O,O,O,O,X,X,O,X,X,X,X,X
JOZTLIS,O,O,O,O,X,O,X,X,X,X,X,X
JOZTLSI,O,O,O,X,X,O,X,X,X,O,X,X
JOZTSIL,O,O,O,O,X,X,O,X,X,X,X,X
JOZTSLI,O,O,O,X,X,X,O,O,X,X,X,X
JOZITLS,O,O,O,O,X,X,X,X,X,X,X,X
JOZITSL,O,O,O,O,X,X,O,X,X,X,X,X
JOZILTS,O,O,X,O,O,X,X,X,X,X,X,X
JOZILST,O,X,X,O,O,X,X,X,X,X,X,X
JOZISTL,O,X,X,O,X,X,O,X,X,X,X,X
JOZISLT,O,X,X,O,X,X,X,X,X,X,X,X
JOZLTIS,O,O,O,O,O,O,X,X,X,X,X,X
JOZLTSI,O,O,O,X,O,O,X,O,X,O,X,X
JOZLITS,O,O,O,O,O,O,X,X,X,X,X,X
JOZLIST,O,X,X,O,O,O,X,X,X,X,X,X
JOZLSTI,O,O,O,X,O,O,X,O,X,O,X,X
JOZLSIT,O,X,O,X,O,O,X,O,X,O,X,X
JOZSTIL,O,O,O,O,X,X,O,X,X,X,X,X
JOZSTLI,O,O,O,X,X,X,O,O,X,X,X,O
JOZSITL,O,X,O,O,X,X,O,X,X,X,X,X
JOZSILT,O,X,O,O,X,X,X,X,X,X,X,X
JOZSLTI,O,X,O,X,X,X,X,X,X,X,X,O
JOZSLIT,O,X,O,X,X,X,X,X,X,X,X,X
STILJZO,O,O,X,X,X,X,X,X,X,X,X,X
STILJOZ,X,O,X,X,X,X,X,X,X,X,X,X
STILZJO,O,X,O,X,O,X,X,X,X,X,X,O
STILZOJ,O,X,O,X,O,X,X,X,X,X,O,O
STILOJZ,X,O,X,X,X,X,X,X,X,X,X,X
STILOZJ,O,X,O,X,X,X,X,X,X,X,O,X
STIJLZO,O,O,X,X,X,O,X,X,X,X,X,X
STIJLOZ,X,O,X,X,X,X,X,X,X,X,X,X
STIJZLO,O,X,X,X,X,X,O,X,X,X,X,X
STIJZOL,O,O,X,X,X,X,O,X,X,X,X,X
STIJOLZ,X,O,X,X,X,X,X,X,X,X,X,X
STIJOZL,X,O,X,X,X,X,X,X,X,X,X,X
STIZLJO,O,X,O,X,X,X,O,X,X,X,X,O
STIZLOJ,O,X,O,X,X,X,O,X,X,X,O,O
STIZJLO,O,X,O,X,X,X,O,X,X,X,X,X
STIZJOL,O,X,O,X,X,X,O,X,X,X,X,X
STIZOLJ,X,X,O,X,X,X,O,X,X,X,O,O
STIZOJL,O,X,O,X,X,X,O,X,X,X,O,X
STIOLJZ,X,O,X,X,X,X,X,X,X,X,X,X
STIOLZJ,O,X,X,X,X,X,X,X,X,X,X,X
STIOJLZ,X,O,X,X,X,X,X,X,X,X,X,X
STIOJZL,X,O,X,X,X,X,X,X,X,X,X,X
STIOZLJ,X,X,O,X,X,X,X,X,X,X,O,O
STIOZJL,O,X,O,X,X,X,X,X,X,X,O,X
