sequence,v115@PhC8GeD8BeB8AeC8JeT/IvhFelBChBxiBlmBcsB3qB,v115@PhC8GeD8BeB8AeC8Je/EJvhFRgBzhBCjBOqB8qBFsB,v115@PhC8GeD8BeB8AeC8Jei/IvhFFhBxiBzkB+qB3mBcsB,v115@PhC8GeD8BeB8AeC8JemAJvhFzhBCjBxkB0kB3qBFsB,v115@PhC8GeD8BeB8AeC8Jex/IvhFmhBCjB0kBXmBFsBTqB,v115@PhC8GeD8BeB8AeC8Je/EJvhFUgBamBWnBxnBTqBFsB,v115@PhC8GeD8BeB8AeC8JemBJvhFCjBxkBXmB0kBFsBTqB,v115@PhC8GeD8BeB8AeC8Jei/IvhFFhBxiBWqB3mBcsBTqB,v115@PhC8GeD8BeB8AeC8Je3BJvhFxkBOsBlkBUmBCoBTqB
SIOZLTJ,O,O,O,X,X,O,X,X,X
SIOZLJT,O,X,O,X,X,X,X,X,X
SIOZJTL,O,X,O,X,X,O,X,X,X
SIOZJLT,O,X,O,X,X,X,X,X,X
SLTIJZO,O,X,X,O,O,O,O,X,X
SLTIJOZ,O,O,X,O,X,O,O,X,X
SLTIZJO,O,O,O,O,O,O,O,O,X
SLTIZOJ,O,O,O,O,O,O,X,O,X
SLTIOJZ,X,O,X,O,X,O,O,X,X
SLTIOZJ,X,O,X,O,X,O,X,X,X
SLTJIZO,O,X,O,O,O,O,O,O,X
SLTJIOZ,O,O,X,O,X,O,O,X,X
SLTJZIO,O,O,O,O,O,O,O,O,X
SLTJZOI,O,O,O,O,O,O,X,O,X
SLTJOIZ,O,O,O,O,X,O,O,X,X
SLTJOZI,O,O,O,O,O,O,X,O,X
SLTZIJO,O,O,O,O,O,O,O,O,X
SLTZIOJ,O,O,O,O,O,O,X,O,X
SLTZJIO,O,O,O,O,O,O,O,O,X
SLTZJOI,O,O,O,O,O,O,X,O,X
SLTZOIJ,O,O,O,O,O,O,X,O,X
SLTZOJI,O,O,X,O,O,O,X,X,X
SLTOIJZ,X,O,X,O,X,O,O,X,X
SLTOIZJ,X,O,X,O,X,O,X,X,X
SLTOJIZ,O,O,X,O,X,O,O,X,X
SLTOJZI,O,O,X,O,O,O,X,X,X
SLTOZIJ,O,O,O,O,O,O,X,O,X
SLTOZJI,O,O,X,O,O,O,X,X,X
SLITJZO,O,X,X,O,X,O,O,X,X
SLITJOZ,O,O,X,O,X,O,O,X,X
SLITZJO,O,O,O,O,X,O,O,O,X
SLITZOJ,O,O,O,O,X,O,X,O,X
SLITOJZ,X,O,X,O,X,O,O,X,X
SLITOZJ,X,O,X,O,X,O,X,X,X
SLIJTZO,O,X,O,O,X,X,X,O,X
SLIJTOZ,O,O,O,O,X,X,X,X,X
SLIJZTO,O,O,O,O,X,X,X,O,X
SLIJZOT,O,X,O,X,X,X,X,O,X
SLIJOTZ,O,X,X,O,X,X,X,X,X
SLIJOZT,O,X,X,X,X,X,X,X,X
SLIZTJO,O,O,O,O,X,O,X,O,X
SLIZTOJ,O,O,O,O,X,O,X,O,X
SLIZJTO,O,O,O,O,X,X,X,O,X
SLIZJOT,O,O,O,X,X,X,X,O,X
SLIZOTJ,O,O,O,X,X,X,X,O,X
SLIZOJT,O,X,O,X,X,X,X,O,X
SLIOTJZ,X,O,X,O,X,O,X,X,X
SLIOTZJ,X,O,X,O,X,O,X,X,X
SLIOJTZ,O,X,O,O,X,X,X,X,X
SLIOJZT,O,X,O,X,X,X,X,X,X
SLIOZTJ,O,O,O,X,X,O,X,X,X
SLIOZJT,O,X,O,X,X,X,X,X,X
SLJTIZO,O,X,O,O,X,O,X,O,X
SLJTIOZ,O,O,O,O,X,O,X,X,X
SLJTZIO,O,O,O,O,X,O,X,O,X
SLJTZOI,O,O,O,O,X,O,X,O,X
SLJTOIZ,O,O,O,O,X,O,X,X,X
SLJTOZI,O,O,O,O,X,O,X,O,X
SLJITZO,O,X,O,O,X,X,X,O,X
SLJITOZ,O,O,O,O,X,X,X,X,X
SLJIZTO,O,O,O,O,X,X,X,O,X
SLJIZOT,O,X,O,X,X,X,X,O,X
SLJIOTZ,O,X,X,O,X,X,X,X,X
SLJIOZT,O,X,X,X,X,X,X,X,X
SLJZTIO,O,O,O,O,X,O,X,O,X
SLJZTOI,O,O,O,O,X,O,X,O,X
SLJZITO,O,O,O,O,X,X,X,O,X
SLJZIOT,O,O,O,X,X,X,X,O,X
SLJZOTI,O,O,O,X,X,X,X,O,X
SLJZOIT,O,O,O,X,X,X,X,O,X
SLJOTIZ,O,X,O,O,X,X,X,X,X
SLJOTZI,O,X,O,O,X,X,X,O,X
SLJOITZ,O,X,O,O,X,X,X,X,X
SLJOIZT,O,X,X,X,X,X,X,X,X
SLJOZTI,O,X,O,X,X,X,X,X,X
SLJOZIT,O,X,X,X,X,X,X,X,X
SLZTIJO,O,O,O,O,O,O,X,O,X
SLZTIOJ,O,O,O,O,O,O,X,O,X
SLZTJIO,O,O,O,O,O,O,X,O,X
SLZTJOI,O,O,O,O,O,O,X,O,X
SLZTOIJ,O,O,O,O,O,O,X,O,X
SLZTOJI,O,O,X,O,O,O,X,X,X
SLZITJO,O,O,O,O,O,O,X,O,X
SLZITOJ,O,O,O,O,O,O,X,O,X
SLZIJTO,O,O,O,O,X,X,X,O,X
SLZIJOT,O,O,O,X,X,X,X,O,X
SLZIOTJ,O,O,O,X,X,X,X,O,X
SLZIOJT,O,X,O,X,X,X,X,O,X
SLZJTIO,O,O,O,O,X,O,X,O,X
SLZJTOI,O,O,O,O,X,O,X,O,X
SLZJITO,O,O,O,O,X,X,X,O,X
SLZJIOT,O,O,O,X,X,X,X,O,X
SLZJOTI,O,O,O,X,X,X,X,O,X
SLZJOIT,O,O,O,X,X,X,X,O,X
SLZOTIJ,O,O,O,X,X,O,X,O,X
SLZOTJI,O,O,O,X,X,O,X,X,X
SLZOITJ,O,O,O,X,X,X,X,O,X
SLZOIJT,O,X,O,X,X,X,X,O,X
SLZOJTI,O,O,O,X,X,X,X,O,X
SLZOJIT,O,O,O,X,X,X,X,O,X
SLOTIJZ,X,O,X,O,X,O,X,X,X
SLOTIZJ,X,O,X,O,X,O,X,X,X
SLOTJIZ,O,O,O,O,X,O,X,X,X
SLOTJZI,O,O,O,O,X,O,X,X,X
SLOTZIJ,O,O,O,O,X,O,X,O,X
SLOTZJI,O,O,X,O,X,O,X,X,X
SLOITJZ,X,O,X,O,X,O,X,X,X
SLOITZJ,X,O,X,O,X,O,X,X,X
SLOIJTZ,O,X,O,O,X,X,X,X,X
SLOIJZT,O,X,O,X,X,X,X,X,X
SLOIZTJ,O,O,O,X,X,O,X,X,X
SLOIZJT,O,X,O,X,X,X,X,X,X
SLOJTIZ,O,X,O,O,X,O,X,X,X
SLOJTZI,O,X,O,O,X,O,X,O,X
SLOJITZ,O,X,O,O,X,X,X,X,X
SLOJIZT,O,X,O,X,X,X,X,X,X
SLOJZTI,O,X,O,X,X,O,X,X,X
SLOJZIT,O,X,O,X,X,X,X,X,X
SLOZTIJ,O,O,O,X,X,O,X,X,X
SLOZTJI,O,O,O,X,X,O,X,X,X
SLOZITJ,O,O,O,X,X,O,X,X,X
SLOZIJT,O,X,O,X,X,X,X,X,X
SLOZJTI,O,O,O,X,X,O,X,X,X
SLOZJIT,O,O,O,X,X,X,X,X,X
SJTILZO,O,X,O,O,O,O,O,O,O
SJTILOZ,O,O,O,O,X,O,O,X,O
SJTIZLO,O,X,O,O,O,O,O,O,O
SJTIZOL,O,X,O,O,O,O,X,O,O
SJTIOLZ,O,O,O,O,X,O,O,X,O
SJTIOZL,O,X,O,O,X,O,X,X,O
SJTLIZO,O,X,O,O,O,O,O,O,X
SJTLIOZ,O,O,O,O,X,O,O,X,X
SJTLZIO,O,O,O,O,O,O,O,O,X
SJTLZOI,O,O,O,O,O,O,X,O,X
SJTLOIZ,O,O,O,O,X,O,O,X,X
SJTLOZI,O,O,O,O,O,O,X,O,X
SJTZILO,O,O,O,O,O,O,O,O,X
SJTZIOL,O,O,O,O,O,O,X,O,X
SJTZLIO,O,O,O,O,O,O,O,O,X
SJTZLOI,O,O,O,O,O,O,X,O,X
SJTZOIL,O,O,O,O,O,O,X,O,X
SJTZOLI,O,O,O,O,O,O,X,O,X
SJTOILZ,O,O,O,O,X,O,O,X,O
SJTOIZL,O,X,O,O,X,O,X,X,O
SJTOLIZ,O,O,O,O,X,O,O,X,X
SJTOLZI,O,O,O,O,O,O,X,O,X
SJTOZIL,O,O,O,O,O,O,X,O,X
SJTOZLI,O,O,O,O,O,O,X,O,X
SJITLZO,O,X,O,O,X,O,O,O,O
SJITLOZ,O,O,O,O,X,O,O,X,O
SJITZLO,O,X,O,O,X,O,O,O,O
SJITZOL,O,X,O,O,X,O,X,O,O
SJITOLZ,O,O,O,O,X,O,O,X,O
SJITOZL,O,X,O,O,X,O,X,X,O
SJILTZO,O,X,O,O,X,X,X,O,O
SJILTOZ,O,O,O,O,X,X,X,X,O
SJILZTO,O,O,O,O,X,X,X,O,O
SJILZOT,O,X,O,X,X,X,X,O,O
SJILOTZ,O,X,X,O,X,X,X,X,O
SJILOZT,O,X,X,X,X,X,X,X,O
SJIZTLO,O,O,O,O,X,O,X,O,O
SJIZTOL,O,O,O,O,X,O,X,O,O
SJIZLTO,O,O,O,O,X,X,X,O,O
SJIZLOT,O,X,O,X,X,X,X,O,O
SJIZOTL,O,X,O,X,X,X,X,O,O
SJIZOLT,O,X,O,X,X,X,X,O,O
SJIOTLZ,O,X,O,O,X,O,X,X,O
SJIOTZL,O,X,O,O,X,O,X,X,O
SJIOLTZ,O,X,O,O,X,X,X,X,O
SJIOLZT,O,X,O,X,X,X,X,X,O
SJIOZTL,O,X,O,X,X,O,X,X,O
SJIOZLT,O,X,O,X,X,X,X,X,O
SJLTIZO,O,X,O,O,X,O,X,O,X
SJLTIOZ,O,O,O,O,X,O,X,X,X
SJLTZIO,O,O,O,O,X,O,X,O,X
SJLTZOI,O,O,O,O,X,O,X,O,X
SJLTOIZ,O,O,O,O,X,O,X,X,X
SJLTOZI,O,O,O,O,X,O,X,O,X
SJLITZO,O,X,O,O,X,X,X,O,O
SJLITOZ,O,O,O,O,X,X,X,X,O
SJLIZTO,O,O,O,O,X,X,X,O,O
SJLIZOT,O,X,O,X,X,X,X,O,O
SJLIOTZ,O,X,X,O,X,X,X,X,O
SJLIOZT,O,X,X,X,X,X,X,X,O
SJLZTIO,O,O,O,O,X,O,X,O,X
SJLZTOI,O,O,O,O,X,O,X,O,X
SJLZITO,O,O,O,O,X,X,X,O,X
SJLZIOT,O,O,O,X,X,X,X,O,X
SJLZOTI,O,O,O,X,X,X,X,O,X
SJLZOIT,O,O,O,X,X,X,X,O,X
SJLOTIZ,O,X,O,O,X,X,X,X,X
SJLOTZI,O,X,O,O,X,X,X,O,X
SJLOITZ,O,X,O,O,X,X,X,X,O
SJLOIZT,O,X,X,X,X,X,X,X,O
SJLOZTI,O,X,O,X,X,X,X,X,X
SJLOZIT,O,X,X,X,X,X,X,X,X
SJZTILO,O,O,O,O,O,O,X,O,X
SJZTIOL,O,O,O,O,O,O,X,O,X
SJZTLIO,O,O,O,O,O,O,X,O,X
SJZTLOI,O,O,O,O,O,O,X,O,X
SJZTOIL,O,O,O,O,O,O,X,O,X
SJZTOLI,O,O,O,O,O,O,X,O,X
SJZITLO,O,O,O,O,O,O,X,O,O
SJZITOL,O,O,O,O,O,O,X,O,O
SJZILTO,O,O,O,O,X,X,X,O,O
SJZILOT,O,O,O,X,X,X,X,O,O
SJZIOTL,O,O,O,X,X,X,X,O,O
SJZIOLT,O,O,O,X,X,X,X,O,O
SJZLTIO,O,O,O,O,X,O,X,O,X
SJZLTOI,O,O,O,O,X,O,X,O,X
SJZLITO,O,O,O,O,X,X,X,O,X
SJZLIOT,O,O,O,X,X,X,X,O,X
SJZLOTI,O,O,O,X,X,X,X,O,X
SJZLOIT,O,O,O,X,X,X,X,O,X
SJZOTIL,O,O,O,X,X,X,X,O,X
SJZOTLI,O,O,O,X,X,X,X,O,X
SJZOITL,O,O,O,X,X,X,X,O,O
SJZOILT,O,O,O,X,X,X,X,O,O
SJZOLTI,O,O,O,X,X,X,X,O,X
SJZOLIT,O,O,O,X,X,X,X,O,X
SJOTILZ,O,X,O,O,X,O,X,X,O
SJOTIZL,O,X,O,O,X,O,X,X,O
SJOTLIZ,O,X,O,O,X,O,X,X,X
SJOTLZI,O,X,O,O,X,O,X,O,X
SJOTZIL,O,X,O,O,X,O,X,O,X
SJOTZLI,O,X,O,O,X,O,X,O,X
SJOITLZ,O,X,O,O,X,O,X,X,O
SJOITZL,O,X,O,O,X,O,X,X,O
SJOILTZ,O,X,O,O,X,X,X,X,O
SJOILZT,O,X,O,X,X,X,X,X,O
SJOIZTL,O,X,O,X,X,O,X,X,O
SJOIZLT,O,X,O,X,X,X,X,X,O
SJOLTIZ,O,X,O,O,X,O,X,X,X
SJOLTZI,O,X,O,O,X,O,X,O,X
SJOLITZ,O,X,O,O,X,X,X,X,O
SJOLIZT,O,X,O,X,X,X,X,X,O
SJOLZTI,O,X,O,X,X,O,X,X,X
SJOLZIT,O,X,O,X,X,X,X,X,X
SJOZTIL,O,X,O,X,X,O,X,X,X
SJOZTLI,O,X,O,X,X,O,X,X,X
SJOZITL,O,X,O,X,X,O,X,X,O
SJOZILT,O,X,O,X,X,X,X,X,O
SJOZLTI,O,X,O,X,X,O,X,X,X
SJOZLIT,O,X,O,X,X,X,X,X,X
SZTILJO,O,O,O,O,O,O,O,O,X
SZTILOJ,O,O,O,O,O,O,X,O,X
SZTIJLO,O,O,O,O,O,O,O,O,X
SZTIJOL,O,O,O,O,O,O,X,O,X
SZTIOLJ,O,O,O,O,O,O,X,O,X
SZTIOJL,O,O,O,O,O,O,X,O,X
SZTLIJO,O,O,O,O,O,O,O,O,X
SZTLIOJ,O,O,O,O,O,O,X,O,X
SZTLJIO,O,O,O,O,O,O,O,O,X
SZTLJOI,O,O,O,O,O,O,X,O,X
SZTLOIJ,O,O,O,O,O,O,X,O,X
SZTLOJI,O,O,X,O,O,O,X,X,X
SZTJILO,O,O,O,O,O,O,O,O,X
SZTJIOL,O,O,O,O,O,O,X,O,X
SZTJLIO,O,O,O,O,O,O,O,O,X
SZTJLOI,O,O,O,O,O,O,X,O,X
SZTJOIL,O,O,O,O,O,O,X,O,X
SZTJOLI,O,O,O,O,O,O,X,O,X
SZTOILJ,O,O,O,O,O,O,X,O,X
SZTOIJL,O,O,O,O,O,O,X,O,X
SZTOLIJ,O,O,O,O,O,O,X,O,X
SZTOLJI,O,O,O,O,O,O,X,X,X
SZTOJIL,O,O,O,O,O,O,X,O,X
SZTOJLI,O,O,O,O,O,O,X,O,X
SZITLJO,O,O,O,O,O,O,O,O,X
SZITLOJ,O,O,O,O,O,O,X,O,X
SZITJLO,O,O,O,O,O,O,O,O,X
SZITJOL,O,O,O,O,O,O,X,O,X
SZITOLJ,O,O,O,O,O,O,X,O,X
SZITOJL,O,O,O,O,O,O,X,O,X
SZILTJO,O,O,O,O,O,O,X,O,X
SZILTOJ,O,O,O,O,O,O,X,O,X
SZILJTO,O,O,O,O,X,X,X,O,X
SZILJOT,O,O,O,X,X,X,X,O,X
SZILOTJ,O,O,O,X,X,X,X,O,X
SZILOJT,O,X,O,X,X,X,X,O,X
SZIJTLO,O,O,O,O,O,O,X,O,X
SZIJTOL,O,O,O,O,O,O,X,O,X
SZIJLTO,O,O,O,O,X,X,X,O,X
SZIJLOT,O,O,O,X,X,X,X,O,X
SZIJOTL,O,O,O,X,X,X,X,O,X
SZIJOLT,O,O,O,X,X,X,X,O,X
SZIOTLJ,O,O,O,X,O,O,X,O,X
SZIOTJL,O,O,O,X,O,O,X,O,X
SZIOLTJ,O,O,O,X,X,O,X,O,X
SZIOLJT,O,X,O,X,X,X,X,O,X
SZIOJTL,O,X,O,X,X,O,X,O,X
SZIOJLT,O,X,O,X,X,X,X,O,X
SZLTIJO,O,O,O,O,O,O,X,O,X
SZLTIOJ,O,O,O,O,O,O,X,O,X
SZLTJIO,O,O,O,O,O,O,X,O,X
SZLTJOI,O,O,O,O,O,O,X,O,X
SZLTOIJ,O,O,O,O,O,O,X,O,X
SZLTOJI,O,O,X,O,O,O,X,X,X
SZLITJO,O,O,O,O,O,O,X,O,X
SZLITOJ,O,O,O,O,O,O,X,O,X
SZLIJTO,O,O,O,O,X,X,X,O,X
SZLIJOT,O,O,O,X,X,X,X,O,X
SZLIOTJ,O,O,O,X,X,X,X,O,X
SZLIOJT,O,X,O,X,X,X,X,O,X
SZLJTIO,O,O,O,O,X,O,X,O,X
SZLJTOI,O,O,O,O,X,O,X,O,X
SZLJITO,O,O,O,O,X,X,X,O,X
SZLJIOT,O,O,O,X,X,X,X,O,X
SZLJOTI,O,O,O,X,X,X,X,O,X
SZLJOIT,O,O,O,X,X,X,X,O,X
SZLOTIJ,O,O,O,X,X,O,X,O,X
SZLOTJI,O,O,O,X,X,O,X,X,X
SZLOITJ,O,O,O,X,X,X,X,O,X
SZLOIJT,O,X,O,X,X,X,X,O,X
SZLOJTI,O,O,O,X,X,X,X,O,X
SZLOJIT,O,O,O,X,X,X,X,O,X
SZJTILO,O,O,O,O,O,O,X,O,X
SZJTIOL,O,O,O,O,O,O,X,O,X
SZJTLIO,O,O,O,O,O,O,X,O,X
SZJTLOI,O,O,O,O,O,O,X,O,X
SZJTOIL,O,O,O,O,O,O,X,O,X
SZJTOLI,O,O,O,O,O,O,X,O,X
SZJITLO,O,O,O,O,O,O,X,O,X
SZJITOL,O,O,O,O,O,O,X,O,X
SZJILTO,O,O,O,O,X,X,X,O,X
SZJILOT,O,O,O,X,X,X,X,O,X
SZJIOTL,O,O,O,X,X,X,X,O,X
SZJIOLT,O,O,O,X,X,X,X,O,X
SZJLTIO,O,O,O,O,X,O,X,O,X
SZJLTOI,O,O,O,O,X,O,X,O,X
SZJLITO,O,O,O,O,X,X,X,O,X
SZJLIOT,O,O,O,X,X,X,X,O,X
SZJLOTI,O,O,O,X,X,X,X,O,X
SZJLOIT,O,O,O,X,X,X,X,O,X
SZJOTIL,O,O,O,X,X,X,X,O,X
SZJOTLI,O,O,O,X,X,X,X,O,X
SZJOITL,O,O,O,X,X,X,X,O,X
SZJOILT,O,O,O,X,X,X,X,O,X
SZJOLTI,O,O,O,X,X,X,X,O,X
SZJOLIT,O,O,O,X,X,X,X,O,X
SZOTILJ,O,O,O,X,O,O,X,O,X
SZOTIJL,O,O,O,X,O,O,X,O,X
SZOTLIJ,O,O,O,X,O,O,X,O,X
SZOTLJI,O,O,O,X,O,O,X,X,X
SZOTJIL,O,O,O,X,O,O,X,O,X
SZOTJLI,O,O,O,X,O,O,X,O,X
SZOITLJ,O,O,O,X,O,O,X,O,X
SZOITJL,O,O,O,X,O,O,X,O,X
SZOILTJ,O,O,O,X,X,O,X,O,X
SZOILJT,O,X,O,X,X,X,X,O,X
SZOIJTL,O,X,O,X,X,O,X,O,X
SZOIJLT,O,X,O,X,X,X,X,O,X
SZOLTIJ,O,O,O,X,X,O,X,O,X
SZOLTJI,O,O,O,X,X,O,X,X,X
SZOLITJ,O,O,O,X,X,O,X,O,X
SZOLIJT,O,X,O,X,X,X,X,O,X
SZOLJTI,O,O,O,X,X,O,X,O,X
SZOLJIT,O,O,O,X,X,X,X,O,X
SZOJTIL,O,O,O,X,X,O,X,O,X
SZOJTLI,O,O,O,X,X,O,X,O,X
SZOJITL,O,O,O,X,X,O,X,O,X
SZOJILT,O,O,O,X,X,X,X,O,X
SZOJLTI,O,O,O,X,X,O,X,O,X
SZOJLIT,O,O,O,X,X,X,X,O,X
SOTILJZ,X,O,X,O,X,O,O,X,X
SOTILZJ,X,O,X,O,X,O,X,X,X
SOTIJLZ,O,O,X,O,X,O,O,X,X
SOTIJZL,O,X,X,O,X,O,X,X,X
SOTIZLJ,O,O,X,O,X,O,X,X,X
SOTIZJL,O,O,X,O,X,O,X,X,X
SOTLIJZ,X,O,X,O,X,O,O,X,X
SOTLIZJ,X,O,X,O,X,O,X,X,X
SOTLJIZ,O,O,O,O,X,O,O,X,X
SOTLJZI,O,O,O,O,O,O,X,X,X
SOTLZIJ,O,O,O,O,O,O,X,O,X
SOTLZJI,O,O,X,O,O,O,X,X,X
SOTJILZ,O,O,O,O,X,O,O,X,X
SOTJIZL,O,X,O,O,X,O,X,X,X
SOTJLIZ,O,O,O,O,X,O,O,X,X
SOTJLZI,O,O,O,O,O,O,X,O,X
SOTJZIL,O,O,O,O,O,O,X,O,X
SOTJZLI,O,O,O,O,O,O,X,O,X
SOTZILJ,O,O,O,O,O,O,X,O,X
SOTZIJL,O,O,O,O,O,O,X,O,X
SOTZLIJ,O,O,O,O,O,O,X,O,X
SOTZLJI,O,O,X,O,O,O,X,X,X
SOTZJIL,O,O,O,O,O,O,X,O,X
SOTZJLI,O,O,O,O,O,O,X,O,X
SOITLJZ,X,O,X,O,X,O,O,X,X
SOITLZJ,X,O,X,O,X,O,X,X,X
SOITJLZ,O,O,X,O,X,O,O,X,X
SOITJZL,O,X,X,O,X,O,X,X,X
SOITZLJ,O,O,X,O,X,O,X,X,X
SOITZJL,O,X,X,O,X,O,X,X,X
SOILTJZ,X,O,X,O,X,O,X,X,X
SOILTZJ,X,O,X,O,X,O,X,X,X
SOILJTZ,O,X,O,O,X,X,X,X,X
SOILJZT,O,X,O,X,X,X,X,X,X
SOILZTJ,O,O,O,X,X,O,X,X,X
SOILZJT,O,X,O,X,X,X,X,X,X
SOIJTLZ,O,X,O,O,X,O,X,X,O
SOIJTZL,O,X,O,O,X,O,X,X,O
SOIJLTZ,O,X,O,O,X,X,X,X,O
SOIJLZT,O,X,O,X,X,X,X,X,O
SOIJZTL,O,X,O,X,X,O,X,X,O
SOIJZLT,O,X,O,X,X,X,X,X,O
SOIZTLJ,O,O,O,X,X,O,X,X,X
SOIZTJL,O,O,O,X,X,O,X,X,X
SOIZLTJ,O,O,O,X,X,O,X,X,X
SOIZLJT,O,X,O,X,X,X,X,X,X
SOIZJTL,O,X,O,X,X,O,X,X,X
SOIZJLT,O,X,O,X,X,X,X,X,X
SOLTIJZ,X,O,X,O,X,O,X,X,X
SOLTIZJ,X,O,X,O,X,O,X,X,X
SOLTJIZ,O,O,O,O,X,O,X,X,X
SOLTJZI,O,O,O,O,X,O,X,X,X
SOLTZIJ,O,O,O,O,X,O,X,O,X
SOLTZJI,O,O,X,O,X,O,X,X,X
SOLITJZ,X,O,X,O,X,O,X,X,X
SOLITZJ,X,O,X,O,X,O,X,X,X
SOLIJTZ,O,X,O,O,X,X,X,X,X
SOLIJZT,O,X,O,X,X,X,X,X,X
SOLIZTJ,O,O,O,X,X,O,X,X,X
SOLIZJT,O,X,O,X,X,X,X,X,X
SOLJTIZ,O,X,O,O,X,O,X,X,X
SOLJTZI,O,X,O,O,X,O,X,O,X
SOLJITZ,O,X,O,O,X,X,X,X,X
SOLJIZT,O,X,O,X,X,X,X,X,X
SOLJZTI,O,X,O,X,X,O,X,X,X
SOLJZIT,O,X,O,X,X,X,X,X,X
SOLZTIJ,O,O,O,X,X,O,X,X,X
SOLZTJI,O,O,O,X,X,O,X,X,X
SOLZITJ,O,O,O,X,X,O,X,X,X
SOLZIJT,O,X,O,X,X,X,X,X,X
SOLZJTI,O,O,O,X,X,O,X,X,X
SOLZJIT,O,O,O,X,X,X,X,X,X
SOJTILZ,O,X,O,O,X,O,X,X,O
SOJTIZL,O,X,O,O,X,O,X,X,O
SOJTLIZ,O,X,O,O,X,O,X,X,X
SOJTLZI,O,X,O,O,X,O,X,O,X
SOJTZIL,O,X,O,O,X,O,X,O,X
SOJTZLI,O,X,O,O,X,O,X,O,X
SOJITLZ,O,X,O,O,X,O,X,X,O
SOJITZL,O,X,O,O,X,O,X,X,O
SOJILTZ,O,X,O,O,X,X,X,X,O
SOJILZT,O,X,O,X,X,X,X,X,O
SOJIZTL,O,X,O,X,X,O,X,X,O
SOJIZLT,O,X,O,X,X,X,X,X,O
SOJLTIZ,O,X,O,O,X,O,X,X,X
SOJLTZI,O,X,O,O,X,O,X,O,X
SOJLITZ,O,X,O,O,X,X,X,X,O
SOJLIZT,O,X,O,X,X,X,X,X,O
SOJLZTI,O,X,O,X,X,O,X,X,X
SOJLZIT,O,X,O,X,X,X,X,X,X
SOJZTIL,O,X,O,X,X,O,X,X,X
SOJZTLI,O,X,O,X,X,O,X,X,X
SOJZITL,O,X,O,X,X,O,X,X,O
SOJZILT,O,X,O,X,X,X,X,X,O
SOJZLTI,O,X,O,X,X,O,X,X,X
SOJZLIT,O,X,O,X,X,X,X,X,X
SOZTILJ,O,O,O,X,O,O,X,X,X
SOZTIJL,O,O,O,X,O,O,X,X,X
SOZTLIJ,O,O,O,X,O,O,X,X,X
SOZTLJI,O,O,O,X,O,O,X,X,X
SOZTJIL,O,O,O,X,O,O,X,X,X
SOZTJLI,O,O,O,X,O,O,X,X,X
SOZITLJ,O,O,O,X,O,O,X,X,X
SOZITJL,O,O,O,X,O,O,X,X,X
SOZILTJ,O,O,O,X,X,O,X,X,X
SOZILJT,O,X,O,X,X,X,X,X,X
SOZIJTL,O,X,O,X,X,O,X,X,X
SOZIJLT,O,X,O,X,X,X,X,X,X
SOZLTIJ,O,O,O,X,X,O,X,X,X
SOZLTJI,O,O,O,X,X,O,X,X,X
SOZLITJ,O,O,O,X,X,O,X,X,X
SOZLIJT,O,X,O,X,X,X,X,X,X
SOZLJTI,O,O,O,X,X,O,X,X,X
SOZLJIT,O,O,O,X,X,X,X,X,X
SOZJTIL,O,O,O,X,X,O,X,X,X
SOZJTLI,O,O,O,X,X,O,X,X,X
SOZJITL,O,O,O,X,X,O,X,X,X
SOZJILT,O,O,O,X,X,X,X,X,X
SOZJLTI,O,O,O,X,X,O,X,X,X
SOZJLIT,O,O,O,X,X,X,X,X,X
ZTILJSO,O,O,O,X,O,O,X,O,X
ZTILJOS,O,O,O,O,O,O,X,X,X
ZTILSJO,O,O,O,X,O,O,O,O,X
ZTILSOJ,O,O,O,X,O,O,X,O,X
ZTILOJS,O,O,O,O,O,O,X,X,X
ZTILOSJ,O,O,O,X,O,O,X,X,X
ZTIJLSO,O,O,O,X,O,O,X,O,X
ZTIJLOS,O,O,O,O,O,O,X,X,X
ZTIJSLO,O,O,O,X,O,O,X,O,X
ZTIJSOL,O,O,O,X,O,O,X,O,X
ZTIJOLS,O,O,O,O,O,O,X,X,X
ZTIJOSL,O,O,O,X,X,O,X,X,X
ZTISLJO,O,O,O,X,O,O,O,O,X
ZTISLOJ,O,O,O,X,O,O,X,O,X
ZTISJLO,O,O,O,X,O,O,O,O,X
ZTISJOL,O,O,O,X,O,O,X,O,X
ZTISOLJ,O,O,O,X,O,O,X,O,X
ZTISOJL,O,O,O,X,O,O,X,O,X
ZTIOLJS,O,O,O,O,O,O,X,X,X
ZTIOLSJ,O,O,O,X,O,O,X,X,X
ZTIOJLS,O,O,O,O,O,O,X,X,X
ZTIOJSL,O,O,O,X,X,O,X,X,X
ZTIOSLJ,O,O,O,X,O,O,X,X,X
ZTIOSJL,O,O,O,X,O,O,X,X,X
ZTLIJSO,O,O,O,X,O,O,X,O,X
ZTLIJOS,O,O,O,O,O,O,X,X,X
ZTLISJO,O,O,O,X,O,O,O,O,X
ZTLISOJ,O,O,O,X,O,O,X,O,X
ZTLIOJS,O,O,O,O,O,O,X,X,X
ZTLIOSJ,O,O,O,X,O,O,X,X,X
ZTLJISO,O,O,O,X,O,O,X,O,X
ZTLJIOS,O,O,O,X,O,O,X,X,X
ZTLJSIO,O,O,O,X,O,O,O,O,X
ZTLJSOI,O,O,O,X,O,O,X,O,X
ZTLJOIS,O,O,O,X,O,O,X,X,X
ZTLJOSI,O,O,X,X,O,O,X,X,X
