sequence,v115@6gC8HeC8FeD8FeE8AeG8Je//IvhFRbBUdB6lBOmBdq?BzrB,v115@6gC8HeC8FeD8FeE8AeG8Je//IvhFUbBRcB6mBOnBdq?BzqB,v115@6gC8HeC8FeD8FeE8AeG8Je2/IvhFRbBUdB9lBThBfq?BywB,v115@6gC8HeC8FeD8FeE8AeG8JeT6IvhFWhBNiBClB0mBZl?BXrB,v115@6gC8HeC8FeD8FeE8AeG8JeT6IvhFKgBGcBNiBUhBfq?BRwB,v115@6gC8HeC8FeD8FeE8AeG8JeT6IvhFNiBxgBClB0mBOq?BXrB,v115@6gC8HeC8FeD8FeE8AeG8Je//IvhFRbBUdBmlBzmBdq?BCrB,v115@6gC8HeC8FeD8FeE8AeG8Je//IvhF+gBTcBNiB0mBRq?BaqB,v115@6gC8HeC8FeD8FeE8AeG8JeT6IvhFWhBNiBClBXmBZl?B0rB,v115@6gC8HeC8FeD8FeE8AeG8Je//IvhF0gBxhBdqBzrBGq?BirB,v115@6gC8HeC8FeD8FeE8AeG8Je//IvhFUbBxhBulBdqBir?BzrB,v115@6gC8HeC8FeD8FeE8AeG8Je//IvhFUbBxhBanBdqBGr?BzqB,v115@6gC8HeC8FeD8FeE8AeG8Jex6IvhFTcBNiBmfBqlBfq?B0rB,v115@6gC8HeC8FeD8FeE8AeG8JeU9IvhFxfBXhB6kBNqBzr?BmqB,v115@6gC8HeC8FeD8FeE8AeG8Je//IvhF+gBNhBUdBzmBRq?BaqB,v115@6gC8HeC8FeD8FeE8AeG8Jei6IvhFzbB+hBNiBUgBfq?BRwB,v115@6gC8HeC8FeD8FeE8AeG8JeT6IvhFdhBUdBfnBClBxq?BOqB,v115@6gC8HeC8FeD8FeE8AeG8Jex6IvhF6kB0gBXiBNqBTr?BmrB,v115@6gC8HeC8FeD8FeE8AeG8Jei6IvhFRcBtkB0hBzlBOq?BXsB,v115@6gC8HeC8FeD8FeE8AeG8JeT6IvhFxgBOnB3hBClBNq?BUrB,v115@6gC8HeC8FeD8FeE8AeG8JeT6IvhFmbBNiBfqBxqBqr?B0qB,v115@6gC8HeC8FeD8FeE8AeG8JeT6IvhFRcB8kBChBXiB2r?BNqB
JOZTLIS,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
JOZTLSI,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O
JOZTSIL,O,O,X,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,O,X,X,X
JOZTSLI,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O
JOZITLS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X
JOZITSL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
JOZILTS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
JOZILST,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JOZISTL,O,X,O,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
JOZISLT,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JOZLTIS,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZLTSI,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JOZLITS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
JOZLIST,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
JOZLSTI,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O
JOZLSIT,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JOZSTIL,O,X,O,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
JOZSTLI,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JOZSITL,O,X,O,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
JOZSILT,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O
JOZSLTI,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O
JOZSLIT,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
STILJZO,O,O,O,X,O,X,X,O,O,X,O,O,O,X,X,O,O,O,X,X,O,X
STILJOZ,O,X,O,X,O,X,X,X,O,X,X,X,O,X,X,O,O,X,X,X,O,X
STILZJO,O,O,O,X,O,X,X,X,O,X,O,O,O,X,X,O,O,O,X,X,O,X
STILZOJ,O,O,O,X,O,X,X,X,O,O,O,O,O,X,X,O,O,O,X,X,O,X
STILOJZ,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,O,X
STILOZJ,O,O,O,X,O,X,X,X,O,X,O,X,O,X,X,O,O,O,X,X,O,X
STIJLZO,O,O,O,X,O,X,X,O,O,X,O,O,O,X,X,O,O,X,X,X,O,X
STIJLOZ,O,O,O,X,O,X,X,X,O,X,X,X,O,X,X,O,O,X,X,X,O,X
STIJZLO,O,O,O,X,O,X,X,O,X,X,O,O,O,X,X,O,O,X,X,X,O,X
STIJZOL,O,O,O,X,O,X,X,O,X,O,O,O,X,X,X,O,X,X,X,X,O,X
STIJOLZ,X,O,O,X,O,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X,O,X
STIJOZL,O,O,O,X,X,X,O,O,X,X,X,O,X,X,O,O,X,X,X,X,O,X
STIZLJO,O,O,O,X,O,X,X,O,X,X,O,O,O,X,X,O,O,O,X,X,O,X
STIZLOJ,O,O,O,X,O,X,X,O,X,O,O,O,O,X,X,O,O,O,X,X,O,X
STIZJLO,O,O,O,X,O,X,X,O,X,X,O,O,X,X,X,O,O,X,X,X,O,X
STIZJOL,O,O,O,X,O,X,X,O,X,O,O,O,X,X,X,O,X,X,X,X,O,X
STIZOLJ,O,O,X,X,O,X,X,O,X,O,O,O,O,X,X,O,O,X,X,X,O,X
STIZOJL,O,O,O,X,O,X,O,O,X,O,O,O,X,X,X,O,X,X,X,X,O,X
STIOLJZ,O,O,O,X,O,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,O,X
STIOLZJ,O,O,O,X,O,X,X,X,X,O,O,X,X,O,O,O,O,X,X,X,O,X
STIOJLZ,O,O,O,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,O,X
STIOJZL,O,O,O,X,X,X,X,O,X,O,X,O,X,O,O,O,X,X,X,X,O,X
STIOZLJ,O,O,X,X,O,X,X,X,X,O,O,O,X,O,O,O,O,X,X,X,O,X
STIOZJL,O,O,O,X,O,X,O,X,X,O,O,O,X,O,O,O,X,X,X,X,O,X
STLIJZO,O,O,O,X,O,X,X,O,O,X,O,O,O,X,X,O,O,O,X,X,O,X
STLIJOZ,O,X,O,X,O,X,X,X,O,X,X,X,O,X,X,O,O,X,X,X,O,X
STLIZJO,O,O,O,X,O,X,X,X,O,X,O,O,O,X,X,O,O,O,X,X,O,X
STLIZOJ,O,O,O,X,O,X,X,X,O,O,O,O,O,X,X,O,O,O,X,X,O,X
STLIOJZ,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,O,X
STLIOZJ,O,O,O,X,O,O,X,X,O,X,O,X,O,X,X,O,O,O,X,X,O,X
STLJIZO,O,O,O,X,X,X,X,X,O,X,O,O,O,X,X,O,O,O,X,X,X,X
STLJIOZ,O,O,O,X,X,X,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X
STLJZIO,O,O,O,X,O,X,X,X,O,X,X,O,O,X,X,X,O,O,X,X,X,X
STLJZOI,O,O,O,X,O,X,X,X,O,X,X,X,O,X,X,X,O,O,X,X,X,X
STLJOIZ,O,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
STLJOZI,O,O,O,X,O,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
STLZIJO,O,O,O,O,O,X,X,O,O,X,O,O,O,X,X,O,O,O,X,X,X,X
STLZIOJ,O,O,O,O,O,O,X,O,O,O,O,O,O,X,X,O,O,O,X,X,X,X
STLZJIO,O,O,O,O,O,X,X,X,O,X,X,O,O,X,X,X,O,O,X,X,X,X
STLZJOI,O,O,O,O,O,X,X,X,O,X,X,X,O,X,X,X,O,O,X,X,X,X
STLZOIJ,O,O,O,O,O,O,X,O,O,O,X,X,O,X,X,X,O,O,X,X,X,X
STLZOJI,O,O,O,O,O,X,X,X,O,X,X,X,O,X,X,X,O,O,X,X,X,O
STLOIJZ,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,O,X
STLOIZJ,O,O,O,X,O,O,X,X,O,O,O,X,O,X,X,O,O,O,X,X,O,X
STLOJIZ,O,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
STLOJZI,O,O,O,X,O,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
STLOZIJ,O,O,O,O,O,O,X,X,O,O,X,X,O,X,X,X,O,O,O,X,X,X
STLOZJI,O,O,O,O,O,X,X,X,O,X,X,X,O,X,X,X,O,O,O,X,X,X
STJILZO,O,O,O,X,X,X,X,O,O,X,O,O,O,X,X,X,X,X,X,X,O,X
STJILOZ,O,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X
STJIZLO,O,O,O,X,X,X,X,O,X,X,O,O,O,X,X,X,X,X,X,X,O,X
STJIZOL,O,O,O,X,X,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,O,X
STJIOLZ,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
STJIOZL,O,O,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X
STJLIZO,O,O,O,X,X,X,X,X,O,X,O,O,O,X,X,O,X,O,X,X,X,X
STJLIOZ,O,O,O,X,X,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X
STJLZIO,O,O,O,X,O,X,X,X,O,X,X,O,O,X,X,X,X,O,X,X,X,X
STJLZOI,O,O,O,X,O,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,O
STJLOIZ,O,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
STJLOZI,O,O,O,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
STJZILO,O,O,O,X,X,X,X,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X
STJZIOL,O,O,O,X,X,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
STJZLIO,O,O,O,X,X,X,X,X,O,X,X,O,O,X,X,X,X,O,X,X,X,X
STJZLOI,O,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,O
STJZOIL,O,O,O,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
STJZOLI,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
STJOILZ,O,O,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
STJOIZL,O,O,O,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X
STJOLIZ,O,O,O,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
STJOLZI,O,O,O,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
STJOZIL,O,O,O,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
STJOZLI,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
STZILJO,O,O,O,X,X,X,X,O,X,X,O,O,O,X,X,O,O,O,X,X,O,X
STZILOJ,O,O,O,X,X,O,X,O,X,O,O,O,O,X,X,O,O,O,X,X,O,X
STZIJLO,O,O,O,X,X,X,X,O,X,X,O,O,X,X,X,O,O,X,X,X,O,X
STZIJOL,O,O,O,X,X,X,X,O,X,O,O,O,X,X,X,O,X,X,X,X,O,X
STZIOLJ,O,O,X,X,X,O,X,O,X,O,O,O,O,X,X,O,O,X,X,X,O,X
STZIOJL,O,O,O,X,X,X,O,O,X,O,O,O,X,X,X,O,X,X,X,X,O,X
STZLIJO,O,O,O,O,O,X,X,O,O,X,O,O,O,X,X,O,O,O,X,X,X,X
STZLIOJ,O,O,O,O,O,O,X,O,O,O,O,O,O,X,X,O,O,O,X,X,X,X
STZLJIO,O,O,O,O,O,X,X,X,O,X,X,O,O,X,X,X,O,O,X,X,X,X
STZLJOI,O,O,O,O,O,X,X,X,O,X,X,X,O,X,X,X,O,O,X,X,X,X
STZLOIJ,O,O,O,O,O,O,X,O,O,O,X,X,O,X,X,X,O,O,X,X,X,X
STZLOJI,O,O,O,O,O,X,X,X,O,X,X,X,O,X,X,X,O,O,X,X,X,O
STZJILO,O,O,O,X,X,X,X,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X
STZJIOL,O,O,O,X,X,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
STZJLIO,O,O,O,O,X,X,X,X,O,X,X,O,O,X,X,X,X,O,X,X,X,X
STZJLOI,O,O,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,O
STZJOIL,O,O,O,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
STZJOLI,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
STZOILJ,O,O,X,X,O,O,X,O,X,O,O,O,O,O,O,X,O,X,X,X,O,X
STZOIJL,O,O,O,X,X,X,O,O,X,O,O,O,X,O,O,X,X,X,X,X,O,X
STZOLIJ,O,O,O,O,O,O,X,O,X,O,X,X,O,O,O,X,O,O,X,X,X,X
STZOLJI,O,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,O
STZOJIL,O,O,O,X,X,X,O,O,X,O,X,O,X,O,O,X,X,X,X,X,X,X
STZOJLI,O,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
STOILJZ,O,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,O,X
STOILZJ,O,O,O,X,O,X,X,X,X,O,O,X,X,O,O,X,O,X,X,X,O,X
STOIJLZ,O,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X
STOIJZL,O,O,O,X,X,X,X,O,X,O,X,O,X,O,O,X,X,X,X,X,O,X
STOIZLJ,O,O,X,X,O,X,X,X,X,O,O,O,X,O,O,X,O,X,X,X,O,X
STOIZJL,O,O,O,X,X,X,O,X,X,O,O,O,X,O,O,X,X,X,X,X,O,X
STOLIJZ,O,O,O,X,O,X,X,X,O,X,X,X,X,X,O,O,O,X,X,X,O,X
STOLIZJ,O,O,O,X,O,O,X,X,O,O,O,X,O,O,O,O,O,O,X,X,O,X
STOLJIZ,O,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
STOLJZI,O,O,O,X,O,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
STOLZIJ,O,O,O,O,O,O,X,X,O,O,X,X,O,O,O,X,O,O,O,X,X,X
STOLZJI,O,O,O,O,O,X,X,X,O,X,X,X,O,X,X,X,O,O,O,X,X,X
STOJILZ,O,O,O,X,O,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X
STOJIZL,O,O,O,X,X,X,O,X,X,O,X,O,X,O,O,X,X,X,X,X,O,X
STOJLIZ,O,O,O,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
STOJLZI,O,O,O,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
STOJZIL,O,O,O,X,X,X,O,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X
STOJZLI,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
STOZILJ,O,O,X,X,O,O,X,O,X,O,O,O,O,O,O,X,O,X,O,X,O,X
STOZIJL,O,O,O,X,X,X,O,O,X,O,O,O,X,O,O,X,X,X,O,X,O,X
STOZLIJ,O,O,O,O,O,O,X,O,X,O,X,X,O,O,O,X,O,O,O,X,X,X
STOZLJI,O,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,O,O,O,X,X,O
STOZJIL,O,O,O,X,X,X,O,O,X,O,X,O,X,O,O,X,X,X,O,X,X,X
STOZJLI,O,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O
SITLJZO,O,O,O,X,O,X,X,O,O,X,O,O,O,X,X,O,O,O,X,X,O,X
SITLJOZ,O,X,O,X,O,X,X,X,O,X,X,X,O,X,X,O,O,X,X,X,O,X
SITLZJO,O,O,O,X,O,X,X,X,O,X,O,O,O,X,X,O,O,O,X,X,O,X
SITLZOJ,O,O,O,X,O,X,X,X,O,O,O,O,O,X,X,O,O,O,X,X,O,X
SITLOJZ,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,O,X
SITLOZJ,O,O,O,X,O,X,X,X,O,X,O,X,O,X,X,O,O,O,X,X,O,X
SITJLZO,O,O,O,X,O,X,X,O,O,X,O,O,O,X,X,O,O,X,X,X,O,X
SITJLOZ,O,O,O,X,O,X,X,X,O,X,X,X,O,X,X,O,O,X,X,X,O,X
SITJZLO,O,O,O,X,O,X,X,O,X,X,O,O,O,X,X,O,O,X,X,X,O,X
SITJZOL,O,O,O,X,O,X,X,O,X,O,O,O,X,X,X,O,X,X,X,X,O,X
SITJOLZ,X,O,O,X,O,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X,O,X
SITJOZL,O,O,O,X,X,X,O,O,X,X,X,O,X,X,O,O,X,X,X,X,O,X
SITZLJO,O,O,O,X,O,X,X,O,X,X,O,O,O,X,X,O,O,O,X,X,O,X
SITZLOJ,O,O,O,X,O,X,X,O,X,O,O,O,O,X,X,O,O,O,X,X,O,X
SITZJLO,O,O,O,X,O,X,X,O,X,X,O,O,X,X,X,O,O,X,X,X,O,X
SITZJOL,O,O,O,X,O,X,X,O,X,O,O,O,X,X,X,O,X,X,X,X,O,X
SITZOLJ,O,O,X,X,O,X,X,O,X,O,O,O,O,X,X,O,O,X,X,X,O,X
SITZOJL,O,O,O,X,O,X,O,O,X,O,O,O,X,X,X,O,X,X,X,X,O,X
SITOLJZ,O,O,O,X,O,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,O,X
SITOLZJ,O,O,O,X,O,X,X,X,X,O,O,X,X,O,O,O,O,X,X,X,O,X
SITOJLZ,O,O,O,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,O,X
SITOJZL,O,O,O,X,X,X,X,O,X,O,X,O,X,O,O,O,X,X,X,X,O,X
SITOZLJ,O,O,X,X,O,X,X,X,X,O,O,O,X,O,O,O,O,X,X,X,O,X
SITOZJL,O,O,O,X,O,X,O,X,X,O,O,O,X,O,O,O,X,X,X,X,O,X
SILTJZO,O,O,O,X,O,X,X,O,O,X,O,O,O,X,X,O,O,O,X,X,O,X
SILTJOZ,O,X,O,X,O,X,X,X,O,X,X,X,O,X,X,O,O,X,X,X,O,X
SILTZJO,O,O,O,X,O,X,X,X,O,X,O,O,O,X,X,O,O,O,X,X,O,X
SILTZOJ,O,O,O,X,O,X,X,X,O,O,O,O,O,X,X,O,O,O,X,X,O,X
SILTOJZ,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,O,X
SILTOZJ,O,O,O,X,O,X,X,X,O,X,O,X,O,X,X,O,O,O,X,X,O,X
SILJTZO,X,X,O,X,O,X,X,O,X,X,O,X,O,X,X,O,O,O,X,X,X,X
SILJTOZ,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X
SILJZTO,O,O,O,X,O,X,X,O,X,X,X,X,O,X,X,O,O,X,X,X,X,X
SILJZOT,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
SILJOTZ,X,X,O,X,O,X,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X
SILJOZT,X,X,O,X,O,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
SILZTJO,O,O,O,X,O,X,X,O,X,X,O,O,O,X,X,O,O,O,X,X,X,X
SILZTOJ,O,X,O,X,O,X,X,O,X,X,O,O,O,X,X,O,O,O,X,X,X,X
SILZJTO,O,O,O,X,O,X,X,O,X,X,X,O,O,X,X,O,O,X,X,X,X,X
SILZJOT,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
SILZOTJ,O,X,O,X,O,X,X,X,X,X,X,O,O,X,X,O,O,X,X,X,X,X
SILZOJT,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O
SILOTJZ,X,X,O,X,O,X,X,X,O,X,X,X,X,X,O,O,O,X,X,X,O,X
SILOTZJ,O,X,O,X,O,X,X,X,O,O,O,X,O,X,O,O,O,O,X,X,O,X
SILOJTZ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
SILOJZT,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SILOZTJ,O,X,O,X,O,X,X,X,X,X,X,X,O,X,O,O,O,X,X,X,X,X
SILOZJT,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SIJTLZO,O,O,O,X,O,X,X,O,X,X,O,O,O,X,X,O,O,X,X,X,O,X
SIJTLOZ,O,O,O,X,O,X,X,X,X,X,X,X,O,X,X,O,O,X,X,X,O,X
SIJTZLO,O,O,O,X,O,X,X,O,X,X,O,O,O,X,X,O,O,X,X,X,O,X
SIJTZOL,O,O,O,X,O,X,X,O,X,O,O,O,X,X,X,O,X,X,X,X,O,X
SIJTOLZ,X,O,O,X,O,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X,O,X
SIJTOZL,O,O,O,X,X,X,O,O,X,X,X,O,X,X,O,O,X,X,X,X,O,X
SIJLTZO,X,O,O,X,O,X,X,O,X,X,O,X,O,X,X,O,O,X,X,X,X,X
SIJLTOZ,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X
SIJLZTO,O,O,O,X,O,X,X,O,X,X,X,X,O,X,X,O,O,X,X,X,X,X
SIJLZOT,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,O
SIJLOTZ,X,X,O,X,O,X,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X
SIJLOZT,X,O,O,X,O,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
SIJZTLO,O,O,O,X,O,X,X,O,X,X,O,O,O,X,X,O,O,X,X,X,X,X
SIJZTOL,O,O,O,X,O,X,X,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X
SIJZLTO,O,O,O,X,O,X,X,O,X,X,X,O,O,X,X,O,O,X,X,X,X,X
SIJZLOT,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,O
SIJZOTL,O,O,O,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SIJZOLT,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O
SIJOTLZ,X,X,O,X,O,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X
SIJOTZL,O,X,O,X,X,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,O,X
SIJOLTZ,X,X,O,X,O,X,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X
SIJOLZT,X,O,O,X,O,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
SIJOZTL,O,O,O,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SIJOZLT,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O
SIZTLJO,O,O,O,X,O,X,X,O,X,X,O,O,O,X,X,O,O,X,X,X,O,X
SIZTLOJ,O,O,O,X,O,X,X,O,X,O,O,O,O,X,X,O,O,X,X,X,O,X
SIZTJLO,O,O,O,X,O,X,X,O,X,X,O,O,X,X,X,O,O,X,X,X,O,X
SIZTJOL,O,O,O,X,O,X,X,O,X,O,O,O,X,X,X,O,X,X,X,X,O,X
SIZTOLJ,O,O,X,X,O,X,X,O,X,O,O,O,O,X,X,O,O,X,X,X,O,X
SIZTOJL,O,O,O,X,O,X,O,O,X,O,O,O,X,X,X,O,X,X,X,X,O,X
SIZLTJO,O,O,O,X,O,X,X,O,X,X,O,O,O,X,X,O,O,X,X,X,X,X
SIZLTOJ,O,O,O,X,O,X,X,O,X,X,O,O,O,X,X,O,O,X,X,X,X,X
SIZLJTO,O,O,O,X,O,X,X,O,X,X,X,O,O,X,X,O,O,X,X,X,X,X
SIZLJOT,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
SIZLOTJ,O,X,O,X,O,X,X,X,X,X,X,O,O,X,X,O,O,X,X,X,X,X
SIZLOJT,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O
SIZJTLO,O,O,O,X,O,X,X,O,X,X,O,O,X,X,X,O,O,X,X,X,X,X
SIZJTOL,O,O,O,X,O,X,X,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X
SIZJLTO,O,O,O,X,O,X,X,O,X,X,X,O,X,X,X,O,O,X,X,X,X,X
SIZJLOT,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O
SIZJOTL,O,O,O,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SIZJOLT,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O
SIZOTLJ,O,O,X,X,O,X,X,O,X,O,O,O,X,X,O,O,O,X,X,X,O,X
SIZOTJL,O,O,X,X,O,X,O,O,X,O,O,O,X,X,O,O,X,X,X,X,O,X
SIZOLTJ,O,X,X,X,O,X,X,X,X,X,X,O,X,X,O,O,O,X,X,X,X,X
SIZOLJT,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O
SIZOJTL,O,O,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SIZOJLT,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O
SIOTLJZ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,O,X
SIOTLZJ,O,X,X,X,O,X,X,X,X,O,O,X,X,X,O,O,O,X,X,X,O,X
SIOTJLZ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,O,X
SIOTJZL,O,X,X,X,X,X,X,O,X,O,X,O,X,X,O,O,X,X,X,X,O,X
SIOTZLJ,O,X,X,X,O,X,X,X,X,O,O,O,X,O,O,O,O,X,X,X,O,X
SIOTZJL,O,X,X,X,O,X,O,X,X,O,O,O,X,O,O,O,X,X,X,X,O,X
SIOLTJZ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,O,X
SIOLTZJ,O,X,X,X,O,X,X,X,X,O,O,X,X,X,O,O,O,X,X,X,O,X
SIOLJTZ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
SIOLJZT,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SIOLZTJ,O,X,X,X,O,X,X,X,X,X,X,X,X,O,O,O,O,X,X,X,X,X
