sequence,v115@zgC8GeB8FeD8FeF8EeE8DeB8JeR8IvhFCeBTgB/mBU?iB2wBlsB,v115@zgC8GeB8FeD8FeF8EeE8DeB8JeC8IvhFxdB2lBlhBc?nBTrB3sB,v115@zgC8GeB8FeD8FeF8EeE8DeB8JecAJvhFxdB6mBTiBX?hB2wBlsB,v115@zgC8GeB8FeD8FeF8EeE8DeB8JeF8IvhFxdBTgBumBc?nBKrB3sB,v115@zgC8GeB8FeD8FeF8EeE8DeB8JecAJvhFxdBXhBTiB6?mB2wBlsB,v115@zgC8GeB8FeD8FeF8EeE8DeB8Jex9IvhFTgBlhBcnBK?rBGmB3sB,v115@zgC8GeB8FeD8FeF8EeE8DeB8JeG8IvhFxdBigBTiB1?rB3sBUrB,v115@zgC8GeB8FeD8FeF8EeE8DeB8Je37IvhFCeBlhBmlB0?nBzmBxwB,v115@zgC8GeB8FeD8FeF8EeE8DeB8JecAJvhFehBCeBzhB1?sB3mBxwB,v115@zgC8GeB8FeD8FeF8EeE8DeB8JecAJvhFCeBFmBRsB/?sBTrBmrB,v115@zgC8GeB8FeD8FeF8EeE8DeB8Je37IvhFzcBylB5nBc?rBesBFtB,v115@zgC8GeB8FeD8FeF8EeE8DeB8JecAJvhFTcBxdBXiBa?rB1sBWxB,v115@zgC8GeB8FeD8FeF8EeE8DeB8Je37IvhFxdBTiBmlBq?rBlsBcrB,v115@zgC8GeB8FeD8FeF8EeE8DeB8JecAJvhFxdBXhBTiBq?rBOrBlsB,v115@zgC8GeB8FeD8FeF8EeE8DeB8JeR8IvhFTgBXiB0rBl?sBOrBCtB,v115@zgC8GeB8FeD8FeF8EeE8DeB8Je1BJvhFxdBTgBcnBa?mB+rB3sB,v115@zgC8GeB8FeD8FeF8EeE8DeB8JecAJvhF3cBTiBFmBR?sB2wBCtB,v115@zgC8GeB8FeD8FeF8EeE8DeB8JecAJvhF2hBCeBFmBR?sBTsB3rB,v115@zgC8GeB8FeD8FeF8EeE8DeB8JecAJvhFTcB6iBenBF?mBXoBxwB,v115@zgC8GeB8FeD8FeF8EeE8DeB8Je37IvhFxhBzhBCjB0?rBlsBmqB
JZTSOIL,O,X,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,O
JZTSOLI,O,X,O,X,O,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X
JZTOILS,O,X,O,X,O,X,X,X,O,X,O,X,X,O,X,X,X,X,O,X
JZTOISL,X,X,O,X,O,X,X,X,O,X,X,O,X,X,O,X,X,X,O,O
JZTOLIS,O,X,O,X,O,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X
JZTOLSI,O,X,O,X,O,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
JZTOSIL,O,X,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,O
JZTOSLI,O,X,O,X,O,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X
JZITLSO,X,X,X,X,X,X,X,O,O,O,O,O,X,X,X,X,X,X,O,X
JZITLOS,X,X,O,X,O,X,X,O,O,X,O,O,X,X,X,X,X,X,O,X
JZITSLO,X,X,X,X,X,X,X,O,O,O,X,O,X,X,X,X,X,X,O,X
JZITSOL,X,X,O,X,O,X,X,O,O,O,X,O,X,X,X,X,X,X,O,X
JZITOLS,X,X,O,X,O,X,X,O,O,X,O,X,X,O,X,X,X,O,O,X
JZITOSL,X,X,O,X,O,X,X,O,O,X,X,O,X,X,X,X,X,O,O,X
JZILTSO,X,X,X,X,X,X,X,O,O,O,O,O,X,X,X,X,X,X,O,X
JZILTOS,X,X,O,X,O,X,X,O,O,X,O,O,X,X,X,X,X,X,O,X
JZILSTO,X,O,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,O,X
JZILSOT,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
JZILOTS,X,X,X,X,X,X,X,O,O,X,O,O,X,X,X,X,X,X,O,X
JZILOST,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
JZISTLO,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X
JZISTOL,X,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X
JZISLTO,X,O,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,O,X
JZISLOT,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
JZISOTL,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JZISOLT,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
JZIOTLS,X,X,O,X,O,X,X,O,O,X,O,X,X,X,X,X,X,X,O,X
JZIOTSL,X,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X,O,X,O,X
JZIOLTS,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,O,X
JZIOLST,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
JZIOSTL,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JZIOSLT,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
JZLTISO,X,X,X,X,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X
JZLTIOS,X,X,O,X,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X
JZLTSIO,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
JZLTSOI,X,X,O,X,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X
JZLTOIS,O,X,O,X,O,X,X,X,O,X,O,O,O,O,X,X,X,X,X,X
JZLTOSI,O,X,O,X,O,X,X,X,O,X,O,O,O,X,X,X,X,X,X,X
JZLITSO,X,X,X,X,X,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X
JZLITOS,X,X,O,X,O,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X
JZLISTO,X,O,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X
JZLISOT,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
JZLIOTS,X,X,X,X,X,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X
JZLIOST,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
JZLSTIO,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JZLSTOI,X,O,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
JZLSITO,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
JZLSIOT,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JZLSOTI,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JZLSOIT,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JZLOTIS,O,X,O,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X
JZLOTSI,O,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
JZLOITS,O,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X
JZLOIST,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JZLOSTI,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JZLOSIT,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JZSTILO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZSTIOL,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
JZSTLIO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZSTLOI,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JZSTOIL,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
JZSTOLI,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
JZSITLO,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
JZSITOL,X,O,O,X,O,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X
JZSILTO,O,O,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X
JZSILOT,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X
JZSIOTL,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
JZSIOLT,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X
JZSLTIO,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JZSLTOI,X,O,O,X,O,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X
JZSLITO,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
JZSLIOT,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
JZSLOTI,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
JZSLOIT,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
JZSOTIL,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
JZSOTLI,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
JZSOITL,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
JZSOILT,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
JZSOLTI,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
JZSOLIT,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
JZOTILS,O,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
JZOTISL,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JZOTLIS,O,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
JZOTLSI,O,X,O,X,O,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
JZOTSIL,O,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JZOTSLI,O,X,O,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
JZOITLS,X,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
JZOITSL,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JZOILTS,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
JZOILST,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JZOISTL,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZOISLT,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JZOLTIS,O,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
JZOLTSI,O,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
JZOLITS,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
JZOLIST,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JZOLSTI,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JZOLSIT,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JZOSTIL,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
JZOSTLI,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
JZOSITL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
JZOSILT,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
JZOSLTI,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
JZOSLIT,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
JOTILSZ,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOTILZS,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOTISLZ,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOTISZL,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOTIZLS,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JOTIZSL,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOTLISZ,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOTLIZS,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOTLSIZ,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOTLSZI,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOTLZIS,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOTLZSI,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOTSILZ,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOTSIZL,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
JOTSLIZ,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOTSLZI,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
JOTSZIL,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
JOTSZLI,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
JOTZILS,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JOTZISL,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JOTZLIS,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JOTZLSI,O,X,O,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
JOTZSIL,O,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JOTZSLI,O,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JOITLSZ,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOITLZS,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOITSLZ,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOITSZL,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOITZLS,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JOITZSL,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOILTSZ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOILTZS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOILSTZ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOILSZT,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JOILZTS,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
JOILZST,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
JOISTLZ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOISTZL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
JOISLTZ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOISLZT,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JOISZTL,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X
JOISZLT,O,O,X,O,X,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X
JOIZTLS,X,X,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
JOIZTSL,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JOIZLTS,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
JOIZLST,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
JOIZSTL,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JOIZSLT,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
JOLTISZ,O,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
JOLTIZS,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
JOLTSIZ,O,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
JOLTSZI,O,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
JOLTZIS,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
JOLTZSI,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
JOLITSZ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLITZS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLISTZ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLISZT,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLIZTS,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JOLIZST,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JOLSTIZ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLSTZI,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
JOLSITZ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLSIZT,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLSZTI,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
JOLSZIT,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
JOLZTIS,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JOLZTSI,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JOLZITS,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JOLZIST,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JOLZSTI,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JOLZSIT,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JOSTILZ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSTIZL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
JOSTLIZ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSTLZI,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
JOSTZIL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
JOSTZLI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
JOSITLZ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSITZL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
JOSILTZ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSILZT,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JOSIZTL,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X
JOSIZLT,O,O,X,O,X,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X
JOSLTIZ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSLTZI,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
JOSLITZ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSLIZT,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSLZTI,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
JOSLZIT,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
JOSZTIL,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
JOSZTLI,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
JOSZITL,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
JOSZILT,O,O,X,O,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X
JOSZLTI,O,O,X,O,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X
JOSZLIT,O,O,X,O,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X
JOZTILS,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JOZTISL,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JOZTLIS,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JOZTLSI,O,X,O,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
JOZTSIL,O,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JOZTSLI,O,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JOZITLS,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JOZITSL,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZILTS,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JOZILST,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JOZISTL,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZISLT,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JOZLTIS,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JOZLTSI,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JOZLITS,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JOZLIST,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JOZLSTI,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JOZLSIT,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JOZSTIL,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
JOZSTLI,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
JOZSITL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
JOZSILT,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
JOZSLTI,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
JOZSLIT,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
STILJZO,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STILJOZ,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STILZJO,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STILZOJ,X,X,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
STILOJZ,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STILOZJ,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STIJLZO,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
STIJLOZ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STIJZLO,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
STIJZOL,X,O,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
STIJOLZ,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STIJOZL,X,X,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
STIZLJO,X,O,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
STIZLOJ,X,O,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
STIZJLO,X,O,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
STIZJOL,X,O,O,X,O,X,O,X,O,X,X,O,X,X,X,O,X,X,X,X
STIZOLJ,X,O,X,O,O,O,O,X,O,X,X,O,X,O,X,X,X,X,X,X
STIZOJL,X,O,O,X,O,O,O,X,O,X,X,O,X,X,X,O,X,X,X,X
STIOLJZ,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
STIOLZJ,X,X,X,O,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X
STIOJLZ,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STIOJZL,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STIOZLJ,X,O,X,O,O,O,O,X,O,X,X,O,X,O,X,X,X,X,X,X
STIOZJL,X,O,O,X,O,O,O,X,O,X,X,O,X,X,X,O,X,X,X,X
STLIJZO,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STLIJOZ,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STLIZJO,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STLIZOJ,X,X,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
STLIOJZ,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STLIOZJ,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STLJIZO,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STLJIOZ,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STLJZIO,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STLJZOI,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STLJOIZ,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
STLJOZI,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
STLZIJO,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STLZIOJ,X,X,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
STLZJIO,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STLZJOI,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STLZOIJ,X,X,X,O,X,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X
STLZOJI,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STLOIJZ,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
STLOIZJ,X,X,X,O,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X
STLOJIZ,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
STLOJZI,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
STLOZIJ,X,X,X,O,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X
