sequence,v115@7gC8FeD8GeD8EeH8BeC8Jex6IvhFOhBXdBCgBTlBFn?B0rB,v115@7gC8FeD8GeD8EeH8BeC8Je6/IvhFxbBXdBmgBTlBFn?B0rB,v115@7gC8FeD8GeD8EeH8BeC8Je6/IvhFOgB0cBzgBFnBxq?BXsB,v115@7gC8FeD8GeD8EeH8BeC8Je6/IvhFOgBXdBzgBFnBxq?B0rB,v115@7gC8FeD8GeD8EeH8BeC8Jex6IvhF0cBzfB+lBKmBFn?BXsB,v115@7gC8FeD8GeD8EeH8BeC8Je6/IvhF/gBUcBFdB2qBxm?BzrB,v115@7gC8FeD8GeD8EeH8BeC8Jex6IvhFXdBzfB+lBKmBFn?B0rB,v115@7gC8FeD8GeD8EeH8BeC8Je06IvhFZhBCdB+lBVnBXg?BzrB,v115@7gC8FeD8GeD8EeH8BeC8Je6/IvhF0cBmgBTgBFnBxq?BXsB,v115@7gC8FeD8GeD8EeH8BeC8Je6/IvhFOgBxcBUhB1qBXn?BzrB,v115@7gC8FeD8GeD8EeH8BeC8Je6/IvhFXdBmgBTgBFnBxq?B0rB,v115@7gC8FeD8GeD8EeH8BeC8Je5AJvhF0cBzfBKmBFnBmk?BXsB,v115@7gC8FeD8GeD8EeH8BeC8Jex6IvhFzfB3lBCnBOnBFm?B0rB,v115@7gC8FeD8GeD8EeH8BeC8Je5AJvhFXdBzfBKmBFnBmk?B0rB,v115@7gC8FeD8GeD8EeH8BeC8Jez/IvhFRhBUmBFnBmkBCm?BXsB,v115@7gC8FeD8GeD8EeH8BeC8Jex6IvhFTcBSlB/rBFnBUl?BOsB,v115@7gC8FeD8GeD8EeH8BeC8Jex6IvhFzfBUmBFnB3lB6r?BOsB
ZSIOLJT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSIOJTL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSIOJLT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSLTIJO,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X,O,X
ZSLTIOJ,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X
ZSLTJIO,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X
ZSLTJOI,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X
ZSLTOIJ,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X
ZSLTOJI,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X
ZSLITJO,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZSLITOJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSLIJTO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSLIJOT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSLIOTJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSLIOJT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSLJTIO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSLJTOI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSLJITO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSLJIOT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSLJOTI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSLJOIT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSLOTIJ,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZSLOTJI,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZSLOITJ,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZSLOIJT,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZSLOJTI,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZSLOJIT,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZSJTILO,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZSJTIOL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSJTLIO,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZSJTLOI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSJTOIL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSJTOLI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSJITLO,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZSJITOL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSJILTO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSJILOT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSJIOTL,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZSJIOLT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSJLTIO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSJLTOI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSJLITO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSJLIOT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSJLOTI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSJLOIT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSJOTIL,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZSJOTLI,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZSJOITL,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZSJOILT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSJOLTI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSJOLIT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSOTILJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
ZSOTIJL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
ZSOTLIJ,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O
ZSOTLJI,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
ZSOTJIL,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
ZSOTJLI,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
ZSOITLJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
ZSOITJL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
ZSOILTJ,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZSOILJT,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZSOIJTL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSOIJLT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSOLTIJ,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZSOLTJI,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZSOLITJ,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZSOLIJT,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZSOLJTI,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZSOLJIT,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZSOJTIL,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZSOJTLI,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZSOJITL,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZSOJILT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSOJLTI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSOJLIT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOTILJS,O,O,X,X,X,O,X,O,X,X,X,O,X,X,O,X,X
ZOTILSJ,O,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
ZOTIJLS,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X
ZOTIJSL,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X
ZOTISLJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
ZOTISJL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
ZOTLIJS,O,O,X,X,X,O,X,O,X,X,X,O,X,X,O,X,X
ZOTLISJ,O,O,X,X,X,X,X,X,X,X,X,O,X,O,O,X,X
ZOTLJIS,O,O,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
ZOTLJSI,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
ZOTLSIJ,O,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O
ZOTLSJI,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
ZOTJILS,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X
ZOTJISL,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X
ZOTJLIS,O,O,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
ZOTJLSI,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
ZOTJSIL,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O
ZOTJSLI,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O
ZOTSILJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
ZOTSIJL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
ZOTSLIJ,O,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O
ZOTSLJI,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
ZOTSJIL,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
ZOTSJLI,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
ZOITLJS,O,O,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X
ZOITLSJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
ZOITJLS,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X
ZOITJSL,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X
ZOITSLJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
ZOITSJL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
ZOILTJS,O,O,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X
ZOILTSJ,O,O,X,X,X,X,X,X,X,X,X,O,X,O,O,X,X
ZOILJTS,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
ZOILJST,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOILSTJ,O,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
ZOILSJT,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZOIJTLS,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X
ZOIJTSL,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X
ZOIJLTS,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
ZOIJLST,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOIJSTL,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOIJSLT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOISTLJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
ZOISTJL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
ZOISLTJ,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZOISLJT,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZOISJTL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOISJLT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLTIJS,O,O,X,X,X,O,X,O,X,X,X,O,X,X,O,X,X
ZOLTISJ,O,O,X,X,X,X,X,X,X,X,X,O,X,O,O,X,X
ZOLTJIS,O,O,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
ZOLTJSI,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
ZOLTSIJ,O,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O
ZOLTSJI,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
ZOLITJS,O,O,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X
ZOLITSJ,O,O,X,X,X,X,X,X,X,X,X,O,X,O,O,X,X
ZOLIJTS,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
ZOLIJST,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOLISTJ,O,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
ZOLISJT,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZOLJTIS,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
ZOLJTSI,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
ZOLJITS,O,O,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
ZOLJIST,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOLJSTI,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOLJSIT,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOLSTIJ,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZOLSTJI,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZOLSITJ,O,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
ZOLSIJT,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZOLSJTI,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZOLSJIT,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZOJTILS,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X
ZOJTISL,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X
ZOJTLIS,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
ZOJTLSI,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
ZOJTSIL,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O
ZOJTSLI,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O
ZOJITLS,O,O,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X
ZOJITSL,O,O,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X
ZOJILTS,O,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X
ZOJILST,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZOJISTL,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
ZOJISLT,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOJLTIS,O,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X
ZOJLTSI,O,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X
ZOJLITS,O,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X
ZOJLIST,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZOJLSTI,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZOJLSIT,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZOJSTIL,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
ZOJSTLI,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
ZOJSITL,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
ZOJSILT,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOJSLTI,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOJSLIT,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOSTILJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
ZOSTIJL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
ZOSTLIJ,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O
ZOSTLJI,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
ZOSTJIL,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
ZOSTJLI,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
ZOSITLJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
ZOSITJL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
ZOSILTJ,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZOSILJT,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZOSIJTL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSIJLT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSLTIJ,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZOSLTJI,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZOSLITJ,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZOSLIJT,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZOSLJTI,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZOSLJIT,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZOSJTIL,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOSJTLI,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOSJITL,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOSJILT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSJLTI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSJLIT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTILJSZ,O,O,O,O,X,O,X,O,X,O,O,X,X,O,X,X,X
OTILJZS,X,O,O,O,X,O,X,O,O,O,X,O,X,X,X,X,X
OTILSJZ,O,O,O,O,X,O,X,O,X,X,O,X,O,O,X,X,X
OTILSZJ,O,O,O,O,X,X,X,X,X,X,X,O,O,O,X,X,X
OTILZJS,O,X,O,O,X,O,X,O,O,X,X,O,X,X,O,X,X
OTILZSJ,O,X,O,O,X,X,X,X,X,X,X,O,X,O,O,X,X
OTIJLSZ,O,O,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
OTIJLZS,X,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X
OTIJSLZ,O,O,O,O,X,O,X,O,X,X,O,X,X,X,X,X,X
OTIJSZL,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
OTIJZLS,X,O,O,O,X,X,X,O,O,X,X,X,X,X,O,X,X
OTIJZSL,X,O,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X
OTISLJZ,O,O,O,O,X,O,X,O,X,X,O,X,O,O,X,X,X
OTISLZJ,O,O,O,O,X,X,X,X,X,X,X,X,O,O,X,X,X
OTISJLZ,O,O,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X
OTISJZL,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
OTISZLJ,O,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
OTISZJL,O,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
OTIZLJS,O,X,O,O,X,O,X,O,O,X,X,O,X,X,O,X,X
OTIZLSJ,O,X,O,O,X,X,X,X,X,X,X,O,X,X,O,X,X
OTIZJLS,O,X,O,O,X,X,X,O,O,X,X,X,X,X,O,X,X
OTIZJSL,O,X,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X
OTIZSLJ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O
OTIZSJL,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O
OTLIJSZ,O,O,O,O,X,O,X,O,X,O,O,X,X,O,X,X,X
OTLIJZS,X,O,O,O,X,O,X,O,O,O,X,O,X,X,X,X,X
OTLISJZ,O,O,O,O,X,O,X,O,X,X,O,X,O,O,X,X,X
OTLISZJ,O,O,O,O,X,X,X,X,X,X,X,O,O,O,X,X,X
OTLIZJS,O,X,O,O,X,O,X,O,O,X,X,O,X,X,O,X,X
OTLIZSJ,O,X,O,O,X,X,X,X,X,X,X,O,X,O,O,X,X
OTLJISZ,O,O,X,X,O,O,O,O,X,O,X,X,X,O,X,X,X
OTLJIZS,X,O,X,X,O,O,O,O,X,O,X,O,X,X,X,X,X
OTLJSIZ,O,O,X,X,O,O,O,O,X,O,X,X,X,O,X,X,X
OTLJSZI,O,O,X,X,O,O,O,O,X,O,X,X,X,X,X,X,X
OTLJZIS,X,O,X,X,O,O,O,O,X,O,X,O,X,X,X,X,X
OTLJZSI,X,O,X,X,O,O,O,O,X,O,X,X,X,X,X,X,X
OTLSIJZ,O,O,X,O,X,O,X,O,X,O,O,X,O,O,X,X,X
OTLSIZJ,O,O,X,O,X,X,X,X,X,X,X,O,O,O,X,X,X
OTLSJIZ,O,O,X,X,X,O,O,O,X,O,X,X,O,O,X,X,X
OTLSJZI,O,O,X,X,X,O,O,O,X,O,X,X,O,X,X,X,X
OTLSZIJ,O,O,X,X,X,X,X,X,X,O,X,O,O,O,X,X,X
OTLSZJI,O,O,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X
OTLZIJS,O,O,O,X,X,O,X,O,O,O,X,O,X,X,O,X,X
OTLZISJ,O,O,O,X,X,X,X,X,X,X,X,O,X,O,O,X,X
OTLZJIS,O,O,X,X,O,O,X,O,X,O,X,O,X,X,X,X,X
OTLZJSI,O,O,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X
OTLZSIJ,O,O,X,X,X,X,X,X,X,O,X,O,X,O,X,X,O
OTLZSJI,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,O
OTJILSZ,O,O,X,X,O,O,O,O,X,O,X,X,X,X,X,X,X
OTJILZS,X,O,X,X,O,O,O,O,X,O,X,X,X,X,X,X,X
OTJISLZ,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
OTJISZL,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
OTJIZLS,X,O,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X
OTJIZSL,X,O,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X
OTJLISZ,O,O,X,X,O,O,O,O,X,O,X,X,X,O,X,X,X
OTJLIZS,X,O,X,X,O,O,O,O,X,O,X,O,X,X,X,X,X
OTJLSIZ,O,O,X,X,O,O,O,O,X,O,X,X,X,O,X,X,X
OTJLSZI,O,O,X,X,O,O,O,O,X,O,X,X,X,X,X,X,X
OTJLZIS,X,O,X,X,O,O,O,O,X,O,X,O,X,X,X,X,X
OTJLZSI,X,O,X,X,O,O,O,O,X,O,X,X,X,X,X,X,X
OTJSILZ,O,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X
OTJSIZL,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
OTJSLIZ,O,O,X,X,X,O,X,O,X,O,X,X,X,O,X,X,X
OTJSLZI,O,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X
OTJSZIL,O,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X
OTJSZLI,O,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X
OTJZILS,X,O,X,X,X,X,X,O,X,O,X,X,X,X,O,X,X
OTJZISL,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X
OTJZLIS,X,O,X,X,X,O,X,O,X,O,X,O,X,X,X,X,X
OTJZLSI,X,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X
OTJZSIL,X,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,O
OTJZSLI,X,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,O
OTSILJZ,O,O,X,O,X,O,X,O,X,O,O,X,O,O,X,X,X
OTSILZJ,O,O,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X
OTSIJLZ,O,O,X,O,X,X,X,O,X,O,O,X,X,X,X,X,X
OTSIJZL,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
OTSIZLJ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
OTSIZJL,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
OTSLIJZ,O,O,X,O,X,O,X,O,X,O,O,X,O,O,X,X,X
OTSLIZJ,O,O,X,O,X,X,X,X,X,X,X,O,O,O,X,X,X
OTSLJIZ,O,O,X,X,X,O,O,O,X,O,X,X,O,O,X,X,X
OTSLJZI,O,O,X,X,X,O,O,O,X,O,X,X,O,X,X,X,X
OTSLZIJ,O,O,X,X,X,X,X,X,X,O,X,O,O,O,X,X,X
OTSLZJI,O,O,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X
OTSJILZ,O,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X
OTSJIZL,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
OTSJLIZ,O,O,X,X,X,O,X,O,X,O,X,X,X,O,X,X,X
OTSJLZI,O,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X
OTSJZIL,O,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X
OTSJZLI,O,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X
OTSZILJ,O,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,O
OTSZIJL,O,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,O
OTSZLIJ,O,O,X,X,X,X,X,X,X,O,X,O,X,O,X,X,O
OTSZLJI,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,O
OTSZJIL,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,O
OTSZJLI,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,O
OTZILJS,O,O,O,X,X,O,X,O,O,O,X,O,X,X,O,X,X
OTZILSJ,O,O,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X
OTZIJLS,O,O,O,X,X,X,X,O,O,O,X,X,X,X,O,X,X
OTZIJSL,O,O,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X
OTZISLJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O
OTZISJL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O
OTZLIJS,O,O,O,X,X,O,X,O,O,O,X,O,X,X,O,X,X
OTZLISJ,O,O,O,X,X,X,X,X,X,X,X,O,X,O,O,X,X
OTZLJIS,O,O,X,X,O,O,X,O,X,O,X,O,X,X,X,X,X
OTZLJSI,O,O,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X
OTZLSIJ,O,O,X,X,X,X,X,X,X,O,X,O,X,O,X,X,O
OTZLSJI,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,O
OTZJILS,O,O,X,X,X,X,X,O,X,O,X,X,X,X,O,X,X
OTZJISL,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X
OTZJLIS,O,O,X,X,X,O,X,O,X,O,X,O,X,X,X,X,X
OTZJLSI,O,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X
OTZJSIL,O,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,O
