sequence,v115@zgB8HeC8GeB8EeA8BeC8CeG8CeD8Jex7IvhFdiBCeB?3gBTjB8qB+rB,v115@zgB8HeC8GeB8EeA8BeC8CeG8CeD8Jex7IvhFdiBGeB?3gBUjB6rBzqB,v115@zgB8HeC8GeB8EeA8BeC8CeG8CeD8Je07IvhFdiBzdB?+jBxlBXmBSwB,v115@zgB8HeC8GeB8EeA8BeC8CeG8CeD8Jex7IvhFdiBGeB?3gBUjBCrBTrB,v115@zgB8HeC8GeB8EeA8BeC8CeG8CeD8Je07IvhFdiBCeB?TjBxlBGrBXrB,v115@zgB8HeC8GeB8EeA8BeC8CeG8CeD8JeX8IvhFdiBzdB?+jBxlB0lBSwB,v115@zgB8HeC8GeB8EeA8BeC8CeG8CeD8JeX8IvhFdiBCeB?TjBxlBGrB0qB,v115@zgB8HeC8GeB8EeA8BeC8CeG8CeD8Je07IvhFdiBfjB?6jBxlBTmBWwB,v115@zgB8HeC8GeB8EeA8BeC8CeG8CeD8JeX8IvhFdiBGeB?UjBxlB6qBTrB,v115@zgB8HeC8GeB8EeA8BeC8CeG8CeD8Jex7IvhFdiBCeB?/mBTjB0lBWwB,v115@zgB8HeC8GeB8EeA8BeC8CeG8CeD8JecBJvhFxdB9lB?XiBTjBmlBSwB,v115@zgB8HeC8GeB8EeA8BeC8CeG8CeD8Jex7IvhFCeB9lB?TjB3mBerB8rB,v115@zgB8HeC8GeB8EeA8BeC8CeG8CeD8Jex7IvhFzdB+jB?9lBihBXrB8rB,v115@zgB8HeC8GeB8EeA8BeC8CeG8CeD8Jex7IvhFWjB9lB?ihBTjBXrB8rB,v115@zgB8HeC8GeB8EeA8BeC8CeG8CeD8Je9FJvhF0hBxiB?mgBTjBXrBCsB,v115@zgB8HeC8GeB8EeA8BeC8CeG8CeD8JecBJvhF9jB5lB?XiBigBmiBTrB
ZSTJOLI,O,O,O,O,X,X,X,O,O,O,O,O,O,X,X,X
ZSTOILJ,X,O,X,X,X,X,X,X,O,O,O,X,X,X,O,O
ZSTOIJL,X,O,X,O,X,X,X,X,O,O,O,X,X,X,O,O
ZSTOLIJ,X,O,X,X,O,X,X,O,X,O,O,X,X,X,X,O
ZSTOLJI,O,O,X,X,O,X,X,O,O,O,O,O,X,X,X,X
ZSTOJIL,O,O,X,O,X,X,X,X,O,O,O,O,X,X,X,O
ZSTOJLI,O,O,X,O,X,X,X,X,O,O,O,O,X,X,X,X
ZSITLJO,X,O,X,O,X,X,X,O,O,O,X,X,X,X,O,O
ZSITLOJ,X,X,X,X,X,X,X,O,X,O,X,X,X,X,O,O
ZSITJLO,X,O,X,O,X,X,X,O,O,O,X,X,X,X,O,O
ZSITJOL,X,O,O,O,X,X,X,X,O,O,X,X,X,X,O,O
ZSITOLJ,X,X,X,X,O,X,X,O,O,O,X,X,X,X,O,O
ZSITOJL,X,O,X,O,X,X,X,X,O,O,X,X,X,X,O,O
ZSILTJO,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,O
ZSILTOJ,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,O
ZSILJTO,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZSILJOT,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZSILOTJ,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
ZSILOJT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSIJTLO,O,O,X,O,X,X,X,O,O,O,X,X,X,X,X,O
ZSIJTOL,O,O,O,O,X,X,X,O,O,O,X,X,X,X,X,O
ZSIJLTO,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZSIJLOT,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZSIJOTL,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X
ZSIJOLT,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZSIOTLJ,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,O
ZSIOTJL,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O
ZSIOLTJ,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X
ZSIOLJT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSIOJTL,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZSIOJLT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSLTIJO,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X,O
ZSLTIOJ,X,O,X,O,X,X,X,O,X,O,O,X,X,X,X,O
ZSLTJIO,O,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X
ZSLTJOI,O,O,O,O,X,X,X,O,X,X,O,X,X,X,X,X
ZSLTOIJ,X,O,X,O,X,X,X,O,X,O,O,X,X,X,X,X
ZSLTOJI,X,O,X,O,X,X,X,O,X,O,O,X,X,X,X,X
ZSLITJO,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X,O
ZSLITOJ,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X,O
ZSLIJTO,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
ZSLIJOT,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZSLIOTJ,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
ZSLIOJT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSLJTIO,O,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X
ZSLJTOI,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
ZSLJITO,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
ZSLJIOT,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZSLJOTI,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
ZSLJOIT,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
ZSLOTIJ,X,O,X,O,X,X,X,O,X,O,O,X,X,X,X,X
ZSLOTJI,O,O,X,O,X,X,X,O,X,O,O,X,X,X,X,X
ZSLOITJ,X,X,X,O,X,X,X,O,X,O,O,X,X,X,X,X
ZSLOIJT,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSLOJTI,O,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X
ZSLOJIT,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
ZSJTILO,O,O,X,O,X,X,X,O,O,O,X,X,X,X,X,O
ZSJTIOL,O,O,X,O,X,X,X,O,O,O,X,X,X,X,X,O
ZSJTLIO,O,O,X,O,X,X,X,O,O,O,X,X,X,O,X,X
ZSJTLOI,O,O,X,O,X,X,X,O,X,X,X,X,O,O,X,X
ZSJTOIL,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X
ZSJTOLI,O,O,O,O,O,X,X,O,O,O,X,X,O,X,X,X
ZSJITLO,O,O,X,O,X,X,X,O,O,O,X,X,X,X,X,O
ZSJITOL,O,O,O,O,X,X,X,O,O,O,X,X,X,X,X,O
ZSJILTO,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZSJILOT,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZSJIOTL,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X
ZSJIOLT,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZSJLTIO,O,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X
ZSJLTOI,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
ZSJLITO,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
ZSJLIOT,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZSJLOTI,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
ZSJLOIT,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
ZSJOTIL,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X
ZSJOTLI,O,O,O,O,O,X,X,O,O,O,X,X,O,X,X,X
ZSJOITL,O,O,O,X,X,X,X,O,O,O,X,X,X,X,X,X
ZSJOILT,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZSJOLTI,O,O,O,X,O,X,X,O,X,O,X,X,X,X,X,X
ZSJOLIT,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
ZSOTILJ,X,O,X,X,X,X,X,X,O,O,O,X,X,X,X,O
ZSOTIJL,X,O,X,O,X,X,X,X,O,O,O,X,X,X,X,O
ZSOTLIJ,X,O,X,X,O,X,X,O,X,O,O,X,X,X,X,O
ZSOTLJI,O,O,X,X,O,X,X,O,O,O,O,O,X,X,X,X
ZSOTJIL,O,O,X,O,X,X,X,X,O,O,O,O,X,X,X,O
ZSOTJLI,O,O,X,O,X,X,X,X,O,O,O,O,X,X,X,X
ZSOITLJ,X,O,X,X,O,X,X,O,O,O,O,X,X,X,X,O
ZSOITJL,X,O,X,X,X,X,X,X,O,O,O,X,X,X,X,O
ZSOILTJ,X,X,X,X,O,X,X,O,X,O,O,X,X,X,X,O
ZSOILJT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSOIJTL,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,O
ZSOIJLT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSOLTIJ,X,O,X,X,O,X,X,O,X,O,O,X,X,X,X,O
ZSOLTJI,O,O,X,X,O,X,X,O,X,O,O,O,X,X,X,X
ZSOLITJ,X,O,X,X,O,X,X,O,X,O,O,X,X,X,X,O
ZSOLIJT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSOLJTI,O,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X
ZSOLJIT,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZSOJTIL,O,O,X,O,X,X,X,X,O,O,X,X,X,X,X,O
ZSOJTLI,O,O,X,O,O,X,X,O,O,O,X,X,X,X,X,X
ZSOJITL,O,O,X,X,X,X,X,O,O,O,X,X,X,X,X,O
ZSOJILT,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZSOJLTI,O,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X
ZSOJLIT,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZOTILJS,O,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X
ZOTILSJ,X,X,X,X,O,X,O,X,O,O,O,X,X,X,X,X
ZOTIJLS,O,O,X,O,O,X,O,X,O,X,X,X,X,X,X,X
ZOTIJSL,O,O,X,O,O,X,O,X,O,X,X,X,X,X,X,X
ZOTISLJ,X,O,X,X,O,X,O,X,O,O,O,X,X,X,X,O
ZOTISJL,X,O,X,X,X,X,X,X,O,O,O,X,X,X,X,O
ZOTLIJS,O,O,X,O,O,X,O,X,O,X,X,X,X,X,X,X
ZOTLISJ,X,O,X,X,O,X,O,X,O,O,O,X,X,X,X,X
ZOTLJIS,O,O,X,O,O,X,O,X,O,X,X,X,X,X,X,X
ZOTLJSI,O,O,X,O,O,X,O,X,O,O,X,X,X,X,X,X
ZOTLSIJ,X,O,X,O,O,X,O,X,X,O,O,X,X,X,X,X
ZOTLSJI,O,O,X,O,O,X,O,X,O,O,O,O,X,X,X,X
ZOTJILS,O,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X
ZOTJISL,O,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X
ZOTJLIS,O,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X
ZOTJLSI,O,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X
ZOTJSIL,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X
ZOTJSLI,O,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X
ZOTSILJ,X,O,X,X,X,X,X,X,O,O,O,X,X,X,X,O
ZOTSIJL,X,O,X,O,X,X,X,X,O,O,O,X,X,X,X,O
ZOTSLIJ,X,O,X,X,O,X,O,O,X,O,O,X,X,X,X,O
ZOTSLJI,O,O,X,X,O,X,O,O,O,O,O,O,X,X,X,X
ZOTSJIL,O,O,X,O,X,X,X,X,O,O,O,O,X,X,X,O
ZOTSJLI,O,O,X,O,X,X,X,X,O,O,O,O,X,X,X,X
ZOITLJS,O,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X
ZOITLSJ,X,X,X,X,O,X,O,X,O,O,O,X,X,X,X,X
ZOITJLS,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X
ZOITJSL,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X
ZOITSLJ,X,O,X,X,O,X,O,O,O,O,O,X,X,X,X,O
ZOITSJL,X,O,X,X,X,X,X,X,O,O,O,X,X,X,X,O
ZOILTJS,X,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X
ZOILTSJ,X,O,X,X,O,X,O,X,O,O,O,X,X,X,X,X
ZOILJTS,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
ZOILJST,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOILSTJ,X,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X
ZOILSJT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOIJTLS,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X
ZOIJTSL,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X
ZOIJLTS,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X
ZOIJLST,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOIJSTL,O,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X
ZOIJSLT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOISTLJ,X,O,X,X,O,X,O,O,O,O,O,X,X,X,X,O
ZOISTJL,X,O,X,X,X,X,X,X,O,O,O,X,X,X,X,O
ZOISLTJ,X,X,X,X,O,X,X,O,X,O,O,X,X,X,X,O
ZOISLJT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOISJTL,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,O
ZOISJLT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLTIJS,O,O,X,O,O,X,O,X,O,X,X,X,X,X,X,X
ZOLTISJ,X,O,X,O,O,X,O,X,O,O,O,X,X,X,X,X
ZOLTJIS,O,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X
ZOLTJSI,O,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X
ZOLTSIJ,X,O,X,O,O,X,O,X,X,O,O,X,X,X,X,X
ZOLTSJI,O,O,X,O,O,X,O,X,O,O,O,O,X,X,X,X
ZOLITJS,X,O,X,O,O,X,O,X,O,X,X,X,X,X,X,X
ZOLITSJ,X,O,X,O,O,X,O,X,O,O,O,X,X,X,X,X
ZOLIJTS,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X
ZOLIJST,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZOLISTJ,X,O,X,O,O,X,X,X,X,O,O,X,X,X,X,X
ZOLISJT,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOLJTIS,O,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X
ZOLJTSI,O,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X
ZOLJITS,O,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X
ZOLJIST,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZOLJSTI,O,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X
ZOLJSIT,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZOLSTIJ,X,O,X,O,O,X,X,X,X,O,O,X,X,X,X,X
ZOLSTJI,O,O,X,O,O,X,X,X,X,O,O,O,X,X,X,X
ZOLSITJ,X,O,X,O,O,X,X,X,X,O,O,X,X,X,X,X
ZOLSIJT,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOLSJTI,O,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X
ZOLSJIT,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZOJTILS,O,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X
ZOJTISL,O,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X
ZOJTLIS,O,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X
ZOJTLSI,O,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X
ZOJTSIL,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X
ZOJTSLI,O,O,O,O,O,X,O,O,O,O,X,X,X,X,X,X
ZOJITLS,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X
ZOJITSL,O,O,O,X,O,X,O,O,O,X,X,X,X,X,X,X
ZOJILTS,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X
ZOJILST,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOJISTL,O,O,O,X,O,X,O,O,O,O,X,X,X,X,X,X
ZOJISLT,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZOJLTIS,O,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X
ZOJLTSI,O,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X
ZOJLITS,O,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X
ZOJLIST,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZOJLSTI,O,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X
ZOJLSIT,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZOJSTIL,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X
ZOJSTLI,O,O,O,O,O,X,X,O,O,O,X,X,X,X,X,X
ZOJSITL,O,O,O,X,X,X,X,O,O,O,X,X,X,X,X,X
ZOJSILT,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZOJSLTI,O,O,O,X,O,X,X,O,X,O,X,X,X,X,X,X
ZOJSLIT,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
ZOSTILJ,X,O,X,X,X,X,X,X,O,O,O,X,X,X,X,O
ZOSTIJL,X,O,X,O,X,X,X,X,O,O,O,X,X,X,X,O
ZOSTLIJ,X,O,X,X,O,X,X,O,X,O,O,X,X,X,X,O
ZOSTLJI,O,O,X,X,O,X,X,O,O,O,O,O,X,X,X,X
ZOSTJIL,O,O,X,O,X,X,X,X,O,O,O,O,X,X,X,O
ZOSTJLI,O,O,X,O,X,X,X,X,O,O,O,O,X,X,X,X
ZOSITLJ,X,O,X,X,O,X,X,O,O,O,O,X,X,X,X,O
ZOSITJL,X,O,X,X,X,X,X,X,O,O,O,X,X,X,X,O
ZOSILTJ,X,X,X,X,O,X,X,O,X,O,O,X,X,X,X,O
ZOSILJT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSIJTL,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,O
ZOSIJLT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSLTIJ,X,O,X,X,O,X,X,O,X,O,O,X,X,X,X,O
ZOSLTJI,O,O,X,X,O,X,X,O,X,O,O,O,X,X,X,X
ZOSLITJ,X,O,X,X,O,X,X,O,X,O,O,X,X,X,X,O
ZOSLIJT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSLJTI,O,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X
ZOSLJIT,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZOSJTIL,O,O,X,O,X,X,X,X,O,O,X,X,X,X,X,O
ZOSJTLI,O,O,X,O,O,X,X,O,O,O,X,X,X,X,X,X
ZOSJITL,O,O,X,X,X,X,X,O,O,O,X,X,X,X,X,O
ZOSJILT,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZOSJLTI,O,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X
ZOSJLIT,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
OTILJSZ,O,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
OTILJZS,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
OTILSJZ,O,X,X,X,O,X,O,X,X,X,O,O,X,X,X,X
OTILSZJ,X,O,X,X,O,X,O,X,O,X,O,X,X,X,X,O
OTILZJS,O,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X
OTILZSJ,X,O,X,X,O,X,O,X,O,O,O,X,X,X,X,X
OTIJLSZ,O,X,O,X,O,O,O,X,X,X,O,X,X,X,X,X
OTIJLZS,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X
OTIJSLZ,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X
OTIJSZL,X,X,O,X,O,O,O,X,O,X,O,X,X,X,X,O
OTIJZLS,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,X
OTIJZSL,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,X
OTISLJZ,O,X,X,X,O,X,O,O,X,X,O,O,X,X,X,X
OTISLZJ,X,O,X,X,O,X,O,O,O,X,O,X,X,X,X,O
OTISJLZ,X,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X
OTISJZL,X,O,X,X,O,O,O,X,O,X,O,O,X,X,X,O
OTISZLJ,X,O,X,X,O,X,O,O,O,X,O,X,X,X,O,O
OTISZJL,X,O,X,X,X,X,X,X,O,X,O,X,X,X,O,O
OTIZLJS,O,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X
OTIZLSJ,X,X,X,X,O,X,O,X,O,O,O,X,X,X,X,X
OTIZJLS,O,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X
OTIZJSL,O,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X
OTIZSLJ,X,O,X,X,O,X,O,O,O,O,O,X,X,X,X,O
OTIZSJL,X,O,X,X,X,X,X,X,O,O,O,X,X,X,X,O
OTLIJSZ,O,X,O,X,O,O,O,X,X,X,O,X,X,X,X,X
OTLIJZS,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X
OTLISJZ,O,O,X,X,O,O,O,X,X,X,O,O,X,X,X,X
OTLISZJ,X,O,X,X,O,X,O,X,O,X,O,X,X,X,X,O
OTLIZJS,O,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X
OTLIZSJ,X,O,X,X,O,X,O,X,O,O,O,X,X,X,X,X
OTLJISZ,O,X,O,X,O,O,O,X,X,X,O,X,X,X,X,X
OTLJIZS,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X
OTLJSIZ,O,O,O,X,O,O,O,X,X,X,O,O,X,X,X,X
OTLJSZI,O,O,O,X,O,O,O,X,X,X,O,O,X,X,X,X
OTLJZIS,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X
OTLJZSI,O,O,O,X,O,O,O,X,X,O,X,X,X,X,X,X
OTLSIJZ,O,O,X,X,O,X,O,X,X,X,O,O,X,X,X,X
OTLSIZJ,X,O,X,O,O,X,O,X,X,X,O,X,X,X,X,O
OTLSJIZ,O,O,X,X,O,O,O,X,X,X,O,O,X,X,X,X
OTLSJZI,O,O,X,X,O,O,O,X,X,X,O,O,X,X,X,X
OTLSZIJ,X,O,X,O,O,X,O,X,X,O,O,X,X,X,X,O
OTLSZJI,O,O,X,O,O,X,O,X,O,O,O,O,X,X,X,X
OTLZIJS,O,O,X,O,O,X,O,X,O,X,X,X,X,X,X,X
OTLZISJ,X,O,X,X,O,X,O,X,O,O,O,X,X,X,X,X
OTLZJIS,O,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X
OTLZJSI,O,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X
OTLZSIJ,X,O,X,O,O,X,O,X,X,O,O,X,X,X,X,X
OTLZSJI,O,O,X,O,O,X,O,X,O,O,O,O,X,X,X,X
OTJILSZ,O,X,O,X,O,O,O,X,X,X,O,X,X,X,X,X
OTJILZS,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X
OTJISLZ,O,X,O,X,O,O,O,O,X,X,X,X,O,X,X,X
OTJISZL,X,X,O,X,O,O,O,O,O,X,O,X,X,X,X,O
OTJIZLS,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,X
OTJIZSL,O,O,O,X,O,O,O,O,O,X,X,X,X,X,X,X
OTJLISZ,O,X,O,X,O,O,O,X,X,X,O,X,X,X,X,X
OTJLIZS,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X
OTJLSIZ,O,X,O,X,O,O,O,X,X,X,O,O,O,X,X,X
OTJLSZI,O,X,O,X,O,O,O,X,X,X,O,O,O,X,X,X
OTJLZIS,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X
OTJLZSI,O,X,O,X,O,O,O,X,X,O,X,X,X,X,X,X
OTJSILZ,O,X,O,X,O,O,O,O,X,X,X,O,O,X,X,X
OTJSIZL,X,O,O,X,O,O,O,O,X,X,O,O,X,X,X,O
OTJSLIZ,O,X,O,X,O,O,O,O,X,X,X,O,O,O,X,X
OTJSLZI,O,X,O,X,O,O,O,O,X,X,X,O,O,O,X,X
OTJSZIL,O,O,O,X,X,O,X,X,O,X,O,O,X,X,X,O
OTJSZLI,O,O,O,X,O,O,O,O,O,X,O,O,O,X,X,X
OTJZILS,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,X
OTJZISL,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,X
OTJZLIS,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,X
OTJZLSI,O,O,O,X,O,O,O,X,O,O,X,X,X,X,X,X
OTJZSIL,O,O,O,X,X,O,X,X,O,O,X,X,X,X,X,X
OTJZSLI,O,O,O,X,O,O,O,O,O,O,X,X,O,X,X,X
OTSILJZ,O,X,X,X,O,X,O,O,X,X,O,O,X,X,X,X
OTSILZJ,X,O,X,X,O,X,O,O,O,X,O,X,X,X,X,O
OTSIJLZ,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X
OTSIJZL,X,O,X,X,O,X,O,X,O,X,O,O,X,X,X,O
OTSIZLJ,X,O,X,X,O,X,O,O,O,X,O,X,X,X,O,O
OTSIZJL,X,O,X,O,X,X,X,X,O,X,O,X,X,X,O,O
OTSLIJZ,O,X,X,X,O,X,O,O,X,X,O,O,X,X,X,X
OTSLIZJ,X,O,X,X,O,X,O,O,X,X,O,X,X,X,X,O
OTSLJIZ,O,X,X,X,O,X,O,O,X,X,O,O,O,O,X,X
OTSLJZI,O,X,X,X,O,X,O,O,X,X,O,O,O,O,X,X
OTSLZIJ,X,O,X,X,O,X,O,O,X,O,O,X,X,X,X,O
OTSLZJI,O,O,X,X,O,X,O,O,O,O,O,O,X,X,X,X
OTSJILZ,O,X,X,X,O,O,O,O,X,X,X,O,O,X,X,X
OTSJIZL,X,O,X,X,O,O,O,O,X,X,O,O,X,X,X,O
OTSJLIZ,O,X,X,X,O,O,O,O,X,X,X,O,O,O,X,X
OTSJLZI,O,X,X,X,O,O,O,O,X,X,X,O,O,O,X,X
OTSJZIL,O,O,X,X,X,O,X,X,O,X,O,O,X,X,X,O
OTSJZLI,O,O,X,X,O,O,O,O,O,X,O,O,O,X,X,X
OTSZILJ,X,O,X,X,X,X,X,X,O,O,O,X,X,X,O,O
OTSZIJL,X,O,X,O,X,X,X,X,O,O,O,X,X,X,O,O
OTSZLIJ,X,O,X,X,O,X,O,O,X,O,O,X,X,X,X,O
OTSZLJI,O,O,X,X,O,X,O,O,O,O,O,O,X,X,X,X
OTSZJIL,O,O,X,O,X,X,X,X,O,O,O,O,X,X,X,O
OTSZJLI,O,O,X,O,X,X,X,X,O,O,O,O,X,X,X,X
OTZILJS,O,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X
OTZILSJ,X,X,X,X,O,X,O,X,O,O,O,X,X,X,X,X
