sequence,v115@7gB8HeB8BeB8DeB8CeB8BeD8AeH8Jei6IvhFWhBxcB?3fBTiB0mBlpB,v115@7gB8HeB8BeB8DeB8CeB8BeD8AeH8Jem6IvhFRcBSiB?TfBUhBXnBlpB,v115@7gB8HeB8BeB8DeB8CeB8BeD8AeH8JeO/IvhF8fBfhB?xcBqmBTiBlpB,v115@7gB8HeB8BeB8DeB8CeB8BeD8AeH8Jem7IvhFfiB6iB?xfBTfB0mBlpB,v115@7gB8HeB8BeB8DeB8CeB8BeD8AeH8Jey/IvhFGdBRhB?TfBUhBXnBlpB,v115@7gB8HeB8BeB8DeB8CeB8BeD8AeH8Jey/IvhFfhBxcB?umBcnBTfBlpB,v115@7gB8HeB8BeB8DeB8CeB8BeD8AeH8JeK/IvhFzaBGdB?RhBUhBXnBlpB,v115@7gB8HeB8BeB8DeB8CeB8BeD8AeH8Jei6IvhFWhBTdB?3fBxmB0mBlpB,v115@7gB8HeB8BeB8DeB8CeB8BeD8AeH8JeO/IvhF8fBzbB?CdBxmBXnBlpB,v115@7gB8HeB8BeB8DeB8CeB8BeD8AeH8Jex6IvhF0cBTfB?mgBSnBXnBlpB,v115@7gB8HeB8BeB8DeB8CeB8BeD8AeH8Jex6IvhFXdBTfB?mgBSnB0mBlpB,v115@7gB8HeB8BeB8DeB8CeB8BeD8AeH8Je2/IvhFCcBxhB?3fBTiB0mBlpB,v115@7gB8HeB8BeB8DeB8CeB8BeD8AeH8Jei6IvhFzbB3fB?xmBumBcnBlpB,v115@7gB8HeB8BeB8DeB8CeB8BeD8AeH8Jez7IvhFWiB0kB?xmBikBXnBlpB,v115@7gB8HeB8BeB8DeB8CeB8BeD8AeH8JeC8IvhFTdB3fB?xmB2pB0mBlpB,v115@7gB8HeB8BeB8DeB8CeB8BeD8AeH8Jem7IvhFxfB3hB?cnBTfBCnBlpB
TJSZLIO,O,O,O,X,O,O,O,O,X,X,X,O,X,X,X,X
TJSZLOI,O,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X
TJSZOIL,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X
TJSZOLI,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X
TJSOILZ,O,O,X,X,O,X,O,O,X,O,O,X,O,X,X,X
TJSOIZL,O,O,X,X,X,X,X,O,X,O,X,X,O,X,X,X
TJSOLIZ,O,O,X,X,O,X,O,O,X,O,O,X,O,X,X,X
TJSOLZI,O,O,X,X,X,X,O,X,X,O,O,X,X,X,X,X
TJSOZIL,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TJSOZLI,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TJZILSO,O,O,O,O,X,O,X,X,O,X,X,O,X,X,X,X
TJZILOS,X,O,O,X,X,X,X,X,O,O,X,O,X,X,X,X
TJZISLO,O,O,O,O,X,O,X,O,O,X,X,O,X,X,X,O
TJZISOL,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X,O
TJZIOLS,O,O,O,X,X,X,X,X,O,O,X,O,X,X,X,X
TJZIOSL,O,O,X,O,X,X,X,O,O,O,X,X,X,X,X,X
TJZLISO,O,O,O,O,X,O,X,X,O,X,X,O,X,X,X,X
TJZLIOS,X,O,O,X,X,X,X,X,O,O,X,O,X,X,X,X
TJZLSIO,O,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X
TJZLSOI,O,O,O,O,X,O,X,X,X,O,O,X,X,X,X,X
TJZLOIS,O,O,O,X,X,X,X,X,O,O,O,O,X,X,X,X
TJZLOSI,O,O,O,X,X,O,X,X,X,O,O,X,X,X,X,X
TJZSILO,O,O,O,O,X,O,X,O,O,X,X,O,X,X,X,O
TJZSIOL,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X,O
TJZSLIO,O,O,O,O,X,O,X,O,X,X,X,O,X,X,X,O
TJZSLOI,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X
TJZSOIL,O,O,O,O,X,O,X,X,O,O,X,X,X,X,X,O
TJZSOLI,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X
TJZOILS,O,O,O,X,X,X,X,X,O,O,O,O,X,X,X,X
TJZOISL,O,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X
TJZOLIS,O,O,O,X,X,X,X,X,O,O,O,O,X,X,X,X
TJZOLSI,O,O,O,X,X,O,X,X,X,O,O,X,X,X,X,X
TJZOSIL,O,O,O,O,X,O,X,X,O,O,X,X,X,X,X,X
TJZOSLI,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X
TJOILSZ,O,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X
TJOILZS,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X
TJOISLZ,O,O,X,X,X,X,X,O,X,O,O,X,O,X,X,X
TJOISZL,O,O,X,X,X,X,X,O,X,O,X,X,O,X,X,X
TJOIZLS,X,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X
TJOIZSL,O,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X
TJOLISZ,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
TJOLIZS,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
TJOLSIZ,O,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X
TJOLSZI,O,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X
TJOLZIS,X,O,O,X,X,X,X,X,X,O,O,O,X,X,X,X
TJOLZSI,X,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X
TJOSILZ,O,O,X,X,X,X,X,O,X,O,O,X,O,X,X,X
TJOSIZL,O,O,X,X,X,X,X,O,X,O,X,X,O,X,X,X
TJOSLIZ,O,O,X,X,X,X,X,O,X,O,O,X,O,X,X,X
TJOSLZI,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X
TJOSZIL,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TJOSZLI,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TJOZILS,O,O,O,X,X,X,X,X,O,O,O,O,X,X,X,X
TJOZISL,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X
TJOZLIS,O,O,O,X,X,X,X,X,O,O,O,O,X,X,X,X
TJOZLSI,O,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X
TJOZSIL,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X
TJOZSLI,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
TSILJZO,O,O,O,X,O,X,O,O,X,X,X,X,O,X,O,X
TSILJOZ,O,O,X,X,O,X,O,O,X,X,X,X,O,X,X,X
TSILZJO,O,O,O,X,O,O,O,O,O,X,X,X,O,X,O,X
TSILZOJ,O,O,O,X,X,X,O,O,O,X,X,X,O,X,O,X
TSILOJZ,O,O,O,X,O,X,O,O,X,X,X,X,O,X,X,X
TSILOZJ,O,O,O,X,X,X,O,O,O,X,X,X,O,X,X,X
TSIJLZO,O,O,X,X,O,X,O,O,X,X,X,X,O,X,O,X
TSIJLOZ,O,O,X,X,O,X,O,O,X,X,X,X,O,X,X,X
TSIJZLO,O,O,O,O,O,X,O,O,X,X,X,X,O,X,O,X
TSIJZOL,O,O,O,O,X,X,X,O,X,X,X,X,O,X,O,X
TSIJOLZ,O,X,X,X,O,X,O,O,X,X,X,X,O,X,X,X
TSIJOZL,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X
TSIZLJO,O,O,O,O,O,O,O,O,O,X,X,X,O,X,O,O
TSIZLOJ,O,O,O,O,X,X,O,O,O,X,X,X,O,X,O,X
TSIZJLO,O,O,O,O,O,O,O,O,O,X,X,X,O,X,O,O
TSIZJOL,O,O,O,O,X,O,X,O,O,X,X,X,O,X,O,O
TSIZOLJ,O,O,X,O,X,X,X,O,O,X,X,X,O,X,O,X
TSIZOJL,O,O,O,O,X,X,X,O,O,X,X,X,O,X,O,O
TSIOLJZ,O,O,X,X,O,X,O,O,X,X,X,X,O,X,X,X
TSIOLZJ,O,O,X,X,X,X,O,O,O,X,X,X,O,X,X,X
TSIOJLZ,O,O,X,X,O,X,O,O,X,X,X,X,O,X,X,X
TSIOJZL,O,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X
TSIOZLJ,O,O,X,X,X,X,X,O,O,X,X,X,O,X,X,X
TSIOZJL,O,O,O,X,X,X,X,O,O,X,X,X,O,X,X,X
TSLIJZO,O,O,O,X,O,X,O,O,X,X,X,X,O,X,O,X
TSLIJOZ,O,O,X,X,O,X,O,O,X,X,O,X,O,X,X,X
TSLIZJO,O,O,O,X,O,O,O,O,X,X,X,X,O,X,O,X
TSLIZOJ,O,O,O,X,X,X,O,O,X,X,X,X,O,X,O,X
TSLIOJZ,O,O,O,X,O,X,O,O,X,X,O,X,O,X,X,X
TSLIOZJ,O,O,O,X,X,X,O,O,X,X,O,X,O,X,X,X
TSLJIZO,O,O,O,X,O,X,O,O,X,X,X,X,O,X,X,X
TSLJIOZ,O,O,X,X,O,X,O,O,X,X,O,X,O,X,X,X
TSLJZIO,O,O,O,X,O,O,O,O,X,X,X,O,X,X,X,X
TSLJZOI,O,O,O,X,X,O,O,X,X,O,O,X,X,X,X,X
TSLJOIZ,O,O,O,X,O,X,O,O,X,O,O,X,O,X,X,X
TSLJOZI,O,O,O,X,X,X,O,X,X,O,O,X,X,X,X,X
TSLZIJO,O,O,O,X,O,O,O,O,X,X,X,O,O,X,X,X
TSLZIOJ,O,O,O,X,X,X,O,O,X,X,X,X,O,X,X,X
TSLZJIO,O,O,O,X,O,O,O,O,X,X,X,O,X,X,X,X
TSLZJOI,O,O,O,X,X,O,O,X,X,O,O,X,X,X,X,X
TSLZOIJ,O,O,O,X,X,X,O,X,X,X,O,X,O,X,X,X
TSLZOJI,O,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X
TSLOIJZ,O,O,O,X,O,X,O,O,X,O,O,X,O,X,X,X
TSLOIZJ,O,O,O,X,X,X,O,O,X,X,O,X,O,X,X,X
TSLOJIZ,O,O,O,X,O,X,O,O,X,O,O,X,O,X,X,X
TSLOJZI,O,O,O,X,X,X,O,X,X,O,O,X,X,X,X,X
TSLOZIJ,O,O,O,X,X,X,O,X,X,X,O,X,O,X,X,X
TSLOZJI,O,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X
TSJILZO,O,O,X,X,O,X,O,O,X,X,X,X,O,X,X,X
TSJILOZ,O,O,X,X,O,X,O,O,X,X,X,X,O,X,X,X
TSJIZLO,O,O,O,X,O,X,O,O,X,X,X,X,O,X,X,X
TSJIZOL,O,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X
TSJIOLZ,O,X,X,X,O,X,O,O,X,X,X,X,O,X,X,X
TSJIOZL,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X
TSJLIZO,O,O,O,X,O,X,O,O,X,X,X,X,O,X,X,X
TSJLIOZ,O,O,X,X,O,X,O,O,X,X,O,X,O,X,X,X
TSJLZIO,O,O,O,X,O,O,O,O,X,X,X,O,X,X,X,X
TSJLZOI,O,O,O,X,X,O,O,X,X,O,O,X,X,X,X,X
TSJLOIZ,O,O,O,X,O,X,O,O,X,O,O,X,O,X,X,X
TSJLOZI,O,O,O,X,X,X,O,X,X,O,O,X,X,X,X,X
TSJZILO,O,O,O,X,O,O,O,O,X,X,X,O,X,X,X,X
TSJZIOL,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X
TSJZLIO,O,O,O,X,O,O,O,O,X,X,X,O,X,X,X,X
TSJZLOI,O,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X
TSJZOIL,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X
TSJZOLI,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X
TSJOILZ,O,O,X,X,O,X,O,O,X,O,O,X,O,X,X,X
TSJOIZL,O,O,X,X,X,X,X,O,X,O,X,X,O,X,X,X
TSJOLIZ,O,O,X,X,O,X,O,O,X,O,O,X,O,X,X,X
TSJOLZI,O,O,X,X,X,X,O,X,X,O,O,X,X,X,X,X
TSJOZIL,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TSJOZLI,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TSZILJO,O,O,O,O,O,O,O,O,O,X,X,O,O,X,X,O
TSZILOJ,O,O,O,O,X,X,O,O,O,X,X,X,O,X,X,X
TSZIJLO,O,O,O,O,O,O,O,O,O,X,X,O,O,X,X,O
TSZIJOL,O,O,O,O,X,O,X,O,O,X,X,X,O,X,X,O
TSZIOLJ,O,O,X,O,X,X,X,O,O,X,X,X,O,X,X,X
TSZIOJL,O,O,O,O,X,X,X,O,O,X,X,X,O,X,X,O
TSZLIJO,O,O,O,O,O,O,O,O,X,X,X,O,O,X,X,O
TSZLIOJ,O,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X
TSZLJIO,O,O,O,O,O,O,O,O,X,X,X,O,X,X,X,O
TSZLJOI,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X
TSZLOIJ,O,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X
TSZLOJI,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X
TSZJILO,O,O,O,O,O,O,O,O,O,X,X,O,X,X,X,O
TSZJIOL,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X,O
TSZJLIO,O,O,O,O,O,O,O,O,X,X,X,O,X,X,X,O
TSZJLOI,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X
TSZJOIL,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,O
TSZJOLI,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TSZOILJ,O,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X
TSZOIJL,O,O,O,O,X,X,X,X,O,X,X,X,O,X,X,O
TSZOLIJ,O,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X
TSZOLJI,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TSZOJIL,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,O
TSZOJLI,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TSOILJZ,O,O,X,X,O,X,O,O,X,O,O,X,O,X,X,X
TSOILZJ,O,O,X,X,X,X,O,O,O,X,O,X,O,X,X,X
TSOIJLZ,O,O,X,X,O,X,O,O,X,O,O,X,O,X,X,X
TSOIJZL,O,O,X,X,X,X,X,O,X,O,X,X,O,X,X,X
TSOIZLJ,O,O,X,X,X,X,X,O,O,X,X,X,O,X,X,X
TSOIZJL,O,O,O,X,X,X,X,O,O,X,X,X,O,X,X,X
TSOLIJZ,O,O,O,X,O,X,O,O,X,O,O,X,O,X,X,X
TSOLIZJ,O,O,O,X,X,X,O,O,X,X,O,X,O,X,X,X
TSOLJIZ,O,O,O,X,O,X,O,O,X,O,O,X,O,X,X,X
TSOLJZI,O,O,O,X,X,X,O,X,X,O,O,X,X,X,X,X
TSOLZIJ,O,O,O,X,X,X,O,X,X,X,O,X,O,X,X,X
TSOLZJI,O,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X
TSOJILZ,O,O,X,X,O,X,O,O,X,O,O,X,O,X,X,X
TSOJIZL,O,O,X,X,X,X,X,O,X,O,X,X,O,X,X,X
TSOJLIZ,O,O,X,X,O,X,O,O,X,O,O,X,O,X,X,X
TSOJLZI,O,O,X,X,X,X,O,X,X,O,O,X,X,X,X,X
TSOJZIL,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TSOJZLI,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TSOZILJ,O,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X
TSOZIJL,O,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X
TSOZLIJ,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X
TSOZLJI,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TSOZJIL,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X
TSOZJLI,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TZILJSO,X,O,O,O,O,O,X,X,O,X,X,O,X,X,X,X
TZILJOS,X,O,O,X,O,X,O,X,O,X,X,O,X,O,X,X
TZILSJO,X,O,O,O,X,O,X,X,O,X,X,O,X,X,X,O
TZILSOJ,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
TZILOJS,X,O,O,X,X,X,O,X,O,X,X,O,X,O,X,X
TZILOSJ,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X
TZIJLSO,O,O,O,O,O,O,X,X,O,X,X,O,X,X,X,X
TZIJLOS,X,O,O,X,O,X,O,X,O,X,X,O,X,O,X,X
TZIJSLO,O,O,O,O,X,O,X,O,O,X,X,O,X,X,X,O
TZIJSOL,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X,O
TZIJOLS,O,O,O,X,X,X,X,X,O,X,X,O,X,O,X,X
TZIJOSL,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X
TZISLJO,O,O,O,O,X,O,X,O,O,X,X,O,O,X,X,O
TZISLOJ,O,O,O,O,X,X,X,O,O,X,X,X,O,X,X,X
TZISJLO,O,O,O,O,X,O,X,O,O,X,X,O,O,X,X,O
TZISJOL,O,O,O,O,X,O,X,O,O,X,X,X,O,X,X,O
TZISOLJ,O,O,X,O,X,X,X,O,O,X,X,X,O,X,X,X
TZISOJL,O,O,O,O,X,X,X,O,O,X,X,X,O,X,X,O
TZIOLJS,O,O,O,X,X,X,X,X,O,X,X,O,X,O,X,X
TZIOLSJ,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X
TZIOJLS,O,O,O,X,X,X,X,X,O,X,X,O,X,O,X,X
TZIOJSL,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X
TZIOSLJ,O,O,X,O,X,X,X,O,O,X,X,X,O,X,X,X
TZIOSJL,O,O,X,O,X,X,X,O,O,X,X,X,O,X,X,O
TZLIJSO,X,O,O,O,O,O,X,X,O,X,X,O,X,X,X,X
TZLIJOS,X,O,O,X,O,X,O,X,O,O,X,O,X,X,X,X
TZLISJO,X,O,O,O,X,O,X,X,O,X,X,O,X,X,X,O
TZLISOJ,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
TZLIOJS,X,O,O,X,X,X,O,X,O,X,X,O,X,X,X,X
TZLIOSJ,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X
TZLJISO,O,O,O,O,X,O,X,X,O,X,X,O,X,X,X,X
TZLJIOS,X,O,O,X,X,X,X,X,O,O,X,O,X,X,X,X
TZLJSIO,O,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X
TZLJSOI,O,O,O,O,X,O,X,X,X,O,O,X,X,X,X,X
TZLJOIS,O,O,O,X,X,X,X,X,O,O,O,O,X,X,X,X
TZLJOSI,O,O,O,X,X,O,X,X,X,O,O,X,X,X,X,X
TZLSIJO,O,O,O,O,O,O,O,X,X,X,X,O,X,X,X,O
TZLSIOJ,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
TZLSJIO,O,O,O,O,O,O,O,X,X,X,X,O,X,X,X,O
TZLSJOI,O,O,O,O,X,O,O,X,X,O,O,X,X,X,X,X
TZLSOIJ,O,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X
TZLSOJI,O,O,O,O,X,O,O,X,X,X,O,X,X,X,X,X
TZLOIJS,O,O,O,X,X,X,O,X,O,O,O,O,X,X,X,X
TZLOISJ,O,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X
TZLOJIS,O,O,O,X,X,X,X,X,O,O,O,O,X,X,X,X
TZLOJSI,O,O,O,X,X,O,X,X,X,O,O,X,X,X,X,X
TZLOSIJ,O,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X
TZLOSJI,O,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X
TZJILSO,O,O,O,O,X,O,X,X,O,X,X,O,X,X,X,X
TZJILOS,X,O,O,X,X,X,X,X,O,O,X,O,X,X,X,X
TZJISLO,O,O,O,O,X,O,X,O,O,X,X,O,X,X,X,O
TZJISOL,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X,O
TZJIOLS,O,O,O,X,X,X,X,X,O,O,X,O,X,X,X,X
TZJIOSL,O,O,X,O,X,X,X,O,O,O,X,X,X,X,X,X
TZJLISO,O,O,O,O,X,O,X,X,O,X,X,O,X,X,X,X
TZJLIOS,X,O,O,X,X,X,X,X,O,O,X,O,X,X,X,X
TZJLSIO,O,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X
TZJLSOI,O,O,O,O,X,O,X,X,X,O,O,X,X,X,X,X
TZJLOIS,O,O,O,X,X,X,X,X,O,O,O,O,X,X,X,X
TZJLOSI,O,O,O,X,X,O,X,X,X,O,O,X,X,X,X,X
TZJSILO,O,O,O,O,X,O,X,O,O,X,X,O,X,X,X,O
TZJSIOL,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X,O
TZJSLIO,O,O,O,O,X,O,X,O,X,X,X,O,X,X,X,O
TZJSLOI,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X
TZJSOIL,O,O,O,O,X,O,X,X,O,O,X,X,X,X,X,O
TZJSOLI,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X
TZJOILS,O,O,O,X,X,X,X,X,O,O,O,O,X,X,X,X
TZJOISL,O,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X
TZJOLIS,O,O,O,X,X,X,X,X,O,O,O,O,X,X,X,X
TZJOLSI,O,O,O,X,X,O,X,X,X,O,O,X,X,X,X,X
TZJOSIL,O,O,O,O,X,O,X,X,O,O,X,X,X,X,X,X
TZJOSLI,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X
TZSILJO,O,O,O,O,O,O,O,O,O,X,X,O,O,X,X,O
TZSILOJ,O,O,O,O,X,X,O,O,O,X,X,X,O,X,X,X
TZSIJLO,O,O,O,O,O,O,O,O,O,X,X,O,O,X,X,O
TZSIJOL,O,O,O,O,X,O,X,O,O,X,X,X,O,X,X,O
TZSIOLJ,O,O,X,O,X,X,X,O,O,X,X,X,O,X,X,X
TZSIOJL,O,O,O,O,X,X,X,O,O,X,X,X,O,X,X,O
TZSLIJO,O,O,O,O,O,O,O,O,X,X,X,O,O,X,X,O
TZSLIOJ,O,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X
TZSLJIO,O,O,O,O,O,O,O,O,X,X,X,O,X,X,X,O
TZSLJOI,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X
TZSLOIJ,O,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X
TZSLOJI,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X
TZSJILO,O,O,O,O,O,O,O,O,O,X,X,O,X,X,X,O
TZSJIOL,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X,O
TZSJLIO,O,O,O,O,O,O,O,O,X,X,X,O,X,X,X,O
TZSJLOI,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X
TZSJOIL,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,O
TZSJOLI,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TZSOILJ,O,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X
TZSOIJL,O,O,O,O,X,X,X,X,O,X,X,X,O,X,X,O
TZSOLIJ,O,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X
TZSOLJI,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TZSOJIL,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,O
TZSOJLI,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TZOILJS,O,O,O,X,X,X,X,X,O,O,O,O,X,O,X,X
TZOILSJ,O,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X
TZOIJLS,O,O,O,X,X,X,X,X,O,O,O,O,X,O,X,X
TZOIJSL,O,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X
TZOISLJ,O,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X
TZOISJL,O,O,X,O,X,X,X,X,O,X,X,X,O,X,X,O
TZOLIJS,O,O,O,X,X,X,X,X,O,O,O,O,X,X,X,X
TZOLISJ,O,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X
TZOLJIS,O,O,O,X,X,X,X,X,O,O,O,O,X,X,X,X
TZOLJSI,O,O,O,X,X,O,X,X,X,O,O,X,X,X,X,X
TZOLSIJ,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
TZOLSJI,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X
TZOJILS,O,O,O,X,X,X,X,X,O,O,O,O,X,X,X,X
TZOJISL,O,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X
TZOJLIS,O,O,O,X,X,X,X,X,O,O,O,O,X,X,X,X
TZOJLSI,O,O,O,X,X,O,X,X,X,O,O,X,X,X,X,X
TZOJSIL,O,O,O,O,X,O,X,X,O,O,X,X,X,X,X,X
TZOJSLI,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X
TZOSILJ,O,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X
TZOSIJL,O,O,O,O,X,X,X,X,O,X,X,X,O,X,X,O
TZOSLIJ,O,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X
TZOSLJI,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TZOSJIL,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,O
TZOSJLI,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TOILJSZ,O,X,X,X,O,X,O,O,X,O,O,X,X,X,X,X
TOILJZS,X,X,X,X,O,X,O,X,O,O,O,X,X,X,X,X
TOILSJZ,O,X,O,X,X,X,O,O,X,O,O,X,O,X,X,X
TOILSZJ,O,X,O,X,X,X,X,O,O,X,O,X,O,X,X,X
TOILZJS,X,X,O,X,X,X,O,X,O,O,O,X,X,X,X,X
TOILZSJ,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X
TOIJLSZ,O,X,X,X,O,X,O,O,X,O,O,X,X,X,X,X
TOIJLZS,X,X,X,X,O,X,O,X,O,O,O,X,X,X,X,X
TOIJSLZ,O,O,X,X,X,X,X,O,X,O,O,X,O,X,X,X
TOIJSZL,O,O,X,X,X,X,X,O,X,O,X,X,O,X,X,X
TOIJZLS,X,O,X,X,X,X,X,X,O,O,O,X,X,O,X,X
TOIJZSL,O,O,X,O,X,X,X,O,O,O,X,X,X,X,X,X
TOISLJZ,O,O,X,X,X,X,X,O,X,O,O,X,O,X,X,X
TOISLZJ,O,O,X,X,X,X,X,O,O,X,O,X,O,X,X,X
TOISJLZ,O,O,X,X,X,X,X,O,X,O,O,X,O,X,X,X
TOISJZL,O,O,X,X,X,X,X,O,X,O,X,X,O,X,X,X
TOISZLJ,O,O,X,X,X,X,X,O,O,X,X,X,O,X,X,X
TOISZJL,O,O,X,X,X,X,X,O,O,X,X,X,O,X,X,X
TOIZLJS,X,O,O,X,X,X,X,X,O,O,O,X,X,O,X,X
TOIZLSJ,X,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X
TOIZJLS,X,O,O,X,X,X,X,X,O,O,O,X,X,O,X,X
TOIZJSL,O,O,X,O,X,X,X,O,O,O,X,X,X,X,X,X
TOIZSLJ,O,O,X,O,X,X,X,O,O,X,X,X,O,X,X,X
TOIZSJL,O,O,X,O,X,X,X,O,O,X,X,X,O,X,X,O
TOLIJSZ,O,X,X,X,O,X,O,X,X,O,O,X,X,X,X,X
TOLIJZS,X,X,X,X,O,X,O,X,O,O,O,X,X,X,X,X
TOLISJZ,O,X,O,X,X,X,O,X,X,O,O,X,O,X,X,X
TOLISZJ,O,X,O,X,X,X,O,X,O,X,O,X,O,X,X,X
