sequence,v115@zgC8GeD8FeD8FeD8EeE8DeB8JeR8IvhFGeBihBUjBF?nBTrB3sB,v115@zgC8GeD8FeD8FeD8EeE8DeB8JeR8IvhFCeB/mBUiBT?jB2wBlsB,v115@zgC8GeD8FeD8FeD8EeE8DeB8JeU8IvhFFdBXeBSoBT?mB2sBxwB,v115@zgC8GeD8FeD8FeD8EeE8DeB8Jex9IvhFlhB3iBcoBK?rBGmBTsB,v115@zgC8GeD8FeD8FeD8EeE8DeB8JeR8IvhF+iBTeBlhBK?rBXoBUsB,v115@zgC8GeD8FeD8FeD8EeE8DeB8JeaBJvhFGeBRiBFnBX?oBTrBUsB,v115@zgC8GeD8FeD8FeD8EeE8DeB8JeF8IvhFxdB3iBcoBO?rBzmBSxB,v115@zgC8GeD8FeD8FeD8EeE8DeB8Jex9IvhFlhBcnBTjBK?rBGmB3sB,v115@zgC8GeD8FeD8FeD8EeE8DeB8JeaBJvhFxdBGjBFnB8?sBTrBfsB,v115@zgC8GeD8FeD8FeD8EeE8DeB8Je38IvhFciBTeBamBW?sBFoBxwB,v115@zgC8GeD8FeD8FeD8EeE8DeB8JeR8IvhFGeBliBimBX?oBUsBTrB,v115@zgC8GeD8FeD8FeD8EeE8DeB8JeT+IvhFxhBUhB/sBF?oBCnB2wB,v115@zgC8GeD8FeD8FeD8EeE8DeB8JeR8IvhFThBcoBXnBl?nB2wBCtB,v115@zgC8GeD8FeD8FeD8EeE8DeB8JeG9IvhFTeB3hBxnB0?rBlsBarB,v115@zgC8GeD8FeD8FeD8EeE8DeB8JeR8IvhFXiBTjB0rBl?sBOrBCtB
STIJLZO,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
STIJLOZ,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X
STIJZLO,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X
STIJZOL,O,O,X,X,X,X,X,X,X,O,O,O,X,X,X
STIJOLZ,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X
STIJOZL,X,O,X,X,O,X,X,X,X,O,O,O,X,X,X
STIZLJO,O,X,X,X,O,X,X,X,X,X,O,X,X,O,X
STIZLOJ,O,X,X,X,O,X,X,X,X,O,O,X,X,O,X
STIZJLO,O,X,X,X,X,X,X,X,X,O,O,X,X,O,O
STIZJOL,O,X,X,X,X,X,X,X,X,O,O,X,X,O,O
STIZOLJ,X,X,X,X,O,X,X,X,X,O,X,O,X,O,X
STIZOJL,O,X,X,X,X,X,X,X,X,O,O,O,X,O,X
STIOLJZ,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X
STIOLZJ,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
STIOJLZ,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X
STIOJZL,O,X,X,X,O,X,X,X,X,O,O,O,X,X,X
STIOZLJ,O,X,X,X,X,X,X,X,X,O,X,O,X,O,X
STIOZJL,O,X,X,X,X,X,X,X,X,O,X,O,X,O,X
STLIJZO,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
STLIJOZ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
STLIZJO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STLIZOJ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STLIOJZ,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
STLIOZJ,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
STLJIZO,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
STLJIOZ,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X
STLJZIO,O,X,X,X,O,X,O,X,X,X,O,X,X,X,X
STLJZOI,O,X,X,X,O,X,O,X,X,X,O,X,X,X,X
STLJOIZ,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X
STLJOZI,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
STLZIJO,O,X,X,X,O,X,O,X,X,X,O,X,X,X,X
STLZIOJ,O,X,X,X,O,X,X,O,X,X,O,X,X,X,X
STLZJIO,O,X,X,X,O,X,O,X,X,X,O,X,X,X,X
STLZJOI,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X
STLZOIJ,O,X,X,X,O,X,X,O,X,X,O,X,X,X,X
STLZOJI,O,X,X,X,O,X,X,O,X,X,O,X,X,X,X
STLOIJZ,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X
STLOIZJ,O,X,X,X,X,O,X,O,X,X,X,O,X,X,X
STLOJIZ,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X
STLOJZI,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
STLOZIJ,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X
STLOZJI,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X
STJILZO,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
STJILOZ,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X
STJIZLO,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
STJIZOL,O,O,X,X,O,X,X,X,X,X,O,O,X,X,X
STJIOLZ,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X
STJIOZL,X,O,X,X,O,X,X,X,X,X,O,O,X,X,X
STJLIZO,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X
STJLIOZ,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X
STJLZIO,O,O,X,X,O,X,O,X,X,X,O,X,X,X,X
STJLZOI,O,O,X,X,O,X,O,X,X,X,O,X,X,X,X
STJLOIZ,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X
STJLOZI,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
STJZILO,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X
STJZIOL,O,O,X,X,O,X,O,X,X,X,O,O,X,X,X
STJZLIO,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X
STJZLOI,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X
STJZOIL,O,O,X,X,O,X,O,X,X,X,O,O,X,X,X
STJZOLI,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X
STJOILZ,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X
STJOIZL,X,O,X,X,O,O,X,X,X,X,O,O,X,X,X
STJOLIZ,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X
STJOLZI,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
STJOZIL,X,O,X,X,O,O,X,X,X,X,O,O,X,X,X
STJOZLI,X,O,X,X,O,O,X,X,X,X,O,X,X,X,X
STZILJO,O,X,X,X,O,X,O,X,X,X,O,X,X,O,X
STZILOJ,O,X,X,X,O,X,X,X,X,O,O,X,X,O,X
STZIJLO,O,X,X,X,X,X,O,X,X,O,O,X,X,O,O
STZIJOL,O,X,X,X,X,X,O,X,X,O,O,X,X,O,O
STZIOLJ,X,X,X,X,O,X,X,O,X,O,X,O,X,O,X
STZIOJL,O,X,X,X,X,X,O,O,X,O,O,O,X,O,O
STZLIJO,O,X,X,X,X,X,O,X,X,X,O,X,X,O,X
STZLIOJ,O,X,X,X,X,X,X,O,X,X,O,X,X,O,X
STZLJIO,O,X,X,X,X,X,O,X,X,X,O,X,X,O,O
STZLJOI,O,X,X,X,X,X,O,O,X,X,O,X,X,X,O
STZLOIJ,O,X,X,X,X,X,X,O,X,O,O,X,X,X,X
STZLOJI,O,X,X,X,X,X,X,O,X,X,O,X,X,X,O
STZJILO,O,X,X,X,X,X,O,X,X,X,O,X,X,O,O
STZJIOL,O,X,X,X,X,X,O,X,X,X,O,O,X,O,O
STZJLIO,O,X,X,X,X,X,O,X,X,X,O,X,X,O,O
STZJLOI,O,X,X,X,X,X,O,X,X,X,O,X,X,X,O
STZJOIL,O,X,X,X,X,X,O,O,X,O,O,O,X,O,O
STZJOLI,O,X,X,X,X,X,X,O,X,X,O,X,X,X,O
STZOILJ,O,X,X,X,O,X,X,O,X,O,X,O,X,O,X
STZOIJL,O,X,X,X,X,X,O,O,X,O,O,O,X,O,O
STZOLIJ,O,X,X,X,X,X,X,O,X,O,O,X,X,X,X
STZOLJI,O,X,X,X,X,X,X,O,X,X,O,X,X,X,O
STZOJIL,O,X,X,X,X,X,X,O,X,O,O,O,X,O,O
STZOJLI,O,X,X,X,X,X,X,O,X,X,O,X,X,X,O
STOILJZ,O,O,X,X,O,O,X,X,X,X,X,O,X,X,X
STOILZJ,O,X,X,X,X,O,X,O,X,X,X,O,X,X,X
STOIJLZ,O,O,X,X,O,O,X,X,X,X,X,O,X,X,X
STOIJZL,O,X,X,X,O,O,X,X,X,O,O,O,X,X,X
STOIZLJ,O,X,X,X,X,O,X,O,X,O,X,O,X,X,X
STOIZJL,O,X,X,X,X,O,X,O,X,O,X,O,X,X,X
STOLIJZ,O,O,X,X,O,O,X,X,X,X,X,O,X,X,X
STOLIZJ,O,X,X,X,X,O,X,O,X,X,X,O,X,X,X
STOLJIZ,O,O,X,X,O,O,X,X,X,X,X,O,X,X,X
STOLJZI,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X
STOLZIJ,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X
STOLZJI,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X
STOJILZ,O,O,X,X,O,O,X,X,X,X,X,O,X,X,X
STOJIZL,O,O,X,X,O,O,X,X,X,X,O,O,X,X,X
STOJLIZ,O,O,X,X,O,O,X,X,X,X,X,O,X,X,X
STOJLZI,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X
STOJZIL,O,O,X,X,O,O,X,X,X,X,O,O,X,X,X
STOJZLI,O,O,X,X,O,O,X,X,X,X,O,X,X,X,X
STOZILJ,O,X,X,X,O,O,X,O,X,O,X,O,X,X,X
STOZIJL,O,X,X,X,X,O,X,O,X,O,O,O,X,X,O
STOZLIJ,O,X,X,X,X,O,X,O,X,O,O,X,X,X,X
STOZLJI,O,X,X,X,X,O,X,O,X,X,O,X,X,X,O
STOZJIL,O,X,X,X,X,O,X,O,X,O,O,O,X,X,O
STOZJLI,O,X,X,X,X,O,X,O,X,X,O,X,X,X,O
SITLJZO,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
SITLJOZ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
SITLZJO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SITLZOJ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SITLOJZ,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
SITLOZJ,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SITJLZO,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
SITJLOZ,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X
SITJZLO,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X
SITJZOL,O,O,X,X,X,X,X,X,X,O,O,O,X,X,X
SITJOLZ,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X
SITJOZL,X,O,X,X,O,X,X,X,X,O,O,O,X,X,X
SITZLJO,O,X,X,X,O,X,X,X,X,X,O,X,X,O,X
SITZLOJ,O,X,X,X,O,X,X,X,X,O,O,X,X,O,X
SITZJLO,O,X,X,X,X,X,X,X,X,O,O,X,X,O,O
SITZJOL,O,X,X,X,X,X,X,X,X,O,O,X,X,O,O
SITZOLJ,X,X,X,X,O,X,X,X,X,O,X,O,X,O,X
SITZOJL,O,X,X,X,X,X,X,X,X,O,O,O,X,O,X
SITOLJZ,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X
SITOLZJ,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SITOJLZ,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X
SITOJZL,O,X,X,X,O,X,X,X,X,O,O,O,X,X,X
SITOZLJ,O,X,X,X,X,X,X,X,X,O,X,O,X,O,X
SITOZJL,O,X,X,X,X,X,X,X,X,O,X,O,X,O,X
SILTJZO,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X
SILTJOZ,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
SILTZJO,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SILTZOJ,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SILTOJZ,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X
SILTOZJ,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X
SILJTZO,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X
SILJTOZ,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
SILJZTO,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X
SILJZOT,X,X,O,X,O,O,X,X,X,X,O,X,X,X,X
SILJOTZ,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
SILJOZT,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
SILZTJO,X,X,O,X,O,X,X,X,X,X,O,X,X,O,X
SILZTOJ,X,X,O,X,O,X,X,O,X,X,O,X,X,O,X
SILZJTO,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X
SILZJOT,O,X,O,X,O,O,X,X,X,X,O,X,X,X,X
SILZOTJ,X,X,O,X,O,X,X,O,X,X,O,X,X,X,X
SILZOJT,X,X,O,X,O,X,X,O,X,X,O,X,X,X,X
SILOTJZ,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X
SILOTZJ,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X
SILOJTZ,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
SILOJZT,O,X,O,X,O,O,X,O,X,X,X,X,X,X,X
SILOZTJ,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X
SILOZJT,O,X,O,X,O,O,X,O,X,X,X,X,X,X,X
SIJTLZO,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X
SIJTLOZ,X,O,O,X,O,O,X,X,X,X,X,O,X,X,X
SIJTZLO,O,O,O,X,X,X,X,X,X,O,O,X,X,X,X
SIJTZOL,O,O,X,X,O,X,X,X,X,O,O,O,X,X,X
SIJTOLZ,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X
SIJTOZL,X,O,X,X,O,X,X,X,X,O,O,O,X,X,X
SIJLTZO,X,O,O,X,O,X,X,X,X,X,O,X,X,X,X
SIJLTOZ,X,O,O,X,O,O,X,X,X,X,X,O,X,X,X
SIJLZTO,X,O,O,X,O,X,X,X,X,O,O,X,X,X,X
SIJLZOT,X,O,O,X,O,O,X,X,X,X,O,X,X,X,X
SIJLOTZ,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X
SIJLOZT,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X
SIJZTLO,O,O,O,X,X,X,X,X,X,O,O,X,X,O,X
SIJZTOL,O,O,X,X,X,X,X,X,X,O,O,O,X,O,X
SIJZLTO,O,O,O,X,O,X,X,X,X,O,O,X,X,X,X
SIJZLOT,O,O,O,X,O,O,X,X,X,X,O,X,X,X,X
SIJZOTL,O,O,X,X,O,X,X,X,X,O,O,X,X,X,X
SIJZOLT,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X
SIJOTLZ,O,O,O,X,O,O,X,X,X,X,X,O,X,X,X
SIJOTZL,O,O,O,X,O,O,X,X,X,X,O,O,O,X,X
SIJOLTZ,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X
SIJOLZT,O,O,O,X,O,O,X,X,X,X,X,X,O,X,X
SIJOZTL,O,O,O,X,O,X,X,X,X,O,O,X,O,X,X
SIJOZLT,O,O,O,X,O,O,X,X,X,X,O,X,O,X,X
SIZTLJO,O,X,O,X,O,X,X,X,X,X,O,X,X,O,X
SIZTLOJ,O,X,O,X,O,X,X,X,X,X,O,X,X,O,X
SIZTJLO,O,X,O,X,X,X,X,X,X,X,O,X,X,O,O
SIZTJOL,O,X,X,X,X,X,X,X,X,X,O,X,X,O,O
SIZTOLJ,X,X,O,X,O,X,X,O,X,X,X,O,X,O,X
SIZTOJL,O,X,O,X,X,X,X,O,X,X,O,O,X,O,X
SIZLTJO,X,X,O,X,O,X,X,X,X,X,O,X,X,O,X
SIZLTOJ,X,X,O,X,O,X,X,O,X,X,O,X,X,O,X
SIZLJTO,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X
SIZLJOT,O,X,O,X,O,O,X,X,X,X,O,X,X,X,X
SIZLOTJ,X,X,O,X,O,X,X,O,X,X,O,X,X,X,X
SIZLOJT,X,X,O,X,O,X,X,O,X,X,O,X,X,X,X
SIZJTLO,O,X,O,X,X,X,X,X,X,X,O,X,X,O,X
SIZJTOL,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X
SIZJLTO,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X
SIZJLOT,O,X,O,X,O,O,X,X,X,X,O,X,X,X,X
SIZJOTL,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
SIZJOLT,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
SIZOTLJ,O,X,O,X,O,X,X,O,X,X,X,X,X,O,X
SIZOTJL,O,X,O,X,X,X,X,O,X,X,O,X,X,O,X
SIZOLTJ,O,X,O,X,O,X,X,O,X,X,O,X,X,X,X
SIZOLJT,O,X,O,X,O,X,X,O,X,X,O,X,X,X,X
SIZOJTL,O,X,O,X,O,X,X,O,X,X,O,X,X,X,X
SIZOJLT,O,X,O,X,O,X,X,O,X,X,O,X,X,X,X
SIOTLJZ,O,X,X,X,O,O,X,X,X,X,X,O,X,X,X
SIOTLZJ,O,X,X,X,X,O,X,O,X,X,X,O,X,X,X
SIOTJLZ,O,X,X,X,O,O,X,X,X,X,X,O,X,X,X
SIOTJZL,O,X,X,X,O,O,X,X,X,X,O,O,X,X,X
SIOTZLJ,O,X,X,X,X,O,X,O,X,X,X,O,X,O,X
SIOTZJL,O,X,X,X,X,O,X,O,X,X,X,O,X,O,X
SIOLTJZ,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X
SIOLTZJ,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X
SIOLJTZ,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X
SIOLJZT,O,O,O,X,O,O,X,O,X,X,X,X,X,X,X
SIOLZTJ,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X
SIOLZJT,O,X,O,X,O,O,X,O,X,X,X,X,X,X,X
SIOJTLZ,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X
SIOJTZL,O,X,O,X,O,O,X,X,X,X,O,X,X,X,X
SIOJLTZ,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X
SIOJLZT,O,O,O,X,O,O,X,O,X,X,X,X,X,X,X
SIOJZTL,O,X,O,X,O,X,X,O,X,X,O,X,X,X,X
SIOJZLT,O,O,O,X,O,O,X,O,X,X,O,X,X,X,X
SIOZTLJ,O,X,O,X,O,X,X,O,X,X,X,X,X,O,X
SIOZTJL,O,X,O,X,X,X,X,O,X,X,O,X,X,O,X
SIOZLTJ,O,X,O,X,O,X,X,O,X,X,O,X,X,X,X
SIOZLJT,O,X,O,X,O,O,X,O,X,X,O,X,X,X,X
SIOZJTL,O,X,O,X,O,X,X,O,X,X,O,X,X,X,X
SIOZJLT,O,X,O,X,O,O,X,O,X,X,O,X,X,X,X
SLTIJZO,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X
SLTIJOZ,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
SLTIZJO,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SLTIZOJ,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SLTIOJZ,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X
SLTIOZJ,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X
SLTJIZO,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X
SLTJIOZ,X,X,O,X,O,O,X,X,X,X,X,O,X,X,X
SLTJZIO,O,X,O,X,O,X,O,X,X,X,O,X,X,X,X
SLTJZOI,O,X,O,X,O,X,O,X,X,X,O,X,X,X,X
SLTJOIZ,X,X,O,X,O,O,X,X,X,X,X,O,X,X,X
SLTJOZI,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
SLTZIJO,O,X,O,O,O,X,O,X,X,X,O,X,X,X,X
SLTZIOJ,O,X,O,O,O,X,X,O,X,X,O,X,X,X,X
SLTZJIO,O,X,O,O,O,X,O,X,X,X,O,X,X,X,X
SLTZJOI,O,X,O,O,O,X,O,O,X,X,O,X,X,X,X
SLTZOIJ,O,X,O,O,O,X,X,O,X,X,O,X,X,X,X
SLTZOJI,O,X,O,O,O,X,X,O,X,X,O,X,X,X,X
SLTOIJZ,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X
SLTOIZJ,O,X,O,X,X,O,X,O,X,X,X,O,X,X,X
SLTOJIZ,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X
SLTOJZI,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
SLTOZIJ,O,X,O,O,O,O,X,O,X,X,X,X,X,X,X
SLTOZJI,O,X,O,O,O,O,X,O,X,X,X,X,X,X,X
SLITJZO,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X
SLITJOZ,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
SLITZJO,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SLITZOJ,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SLITOJZ,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X
SLITOZJ,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X
SLIJTZO,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X
SLIJTOZ,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
SLIJZTO,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X
SLIJZOT,X,X,O,X,O,O,X,X,X,X,O,X,X,X,X
SLIJOTZ,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
SLIJOZT,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
SLIZTJO,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X
SLIZTOJ,X,X,O,X,O,X,X,O,X,X,O,X,X,X,X
SLIZJTO,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X
SLIZJOT,O,X,O,X,O,O,X,X,X,X,O,X,X,X,X
SLIZOTJ,X,X,O,X,O,X,X,O,X,X,O,X,X,X,X
SLIZOJT,X,X,O,X,O,X,X,O,X,X,O,X,X,X,X
SLIOTJZ,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X
SLIOTZJ,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X
SLIOJTZ,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
SLIOJZT,O,X,O,X,O,O,X,O,X,X,X,X,X,X,X
SLIOZTJ,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X
SLIOZJT,O,X,O,X,O,O,X,O,X,X,X,X,X,X,X
SLJTIZO,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X
SLJTIOZ,X,X,O,X,O,O,X,X,X,X,X,O,X,X,X
SLJTZIO,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X
SLJTZOI,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X
SLJTOIZ,X,X,O,X,O,O,X,X,X,X,X,O,X,X,X
SLJTOZI,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
SLJITZO,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X
SLJITOZ,X,X,O,X,O,O,X,X,X,X,X,O,X,X,X
SLJIZTO,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X
SLJIZOT,X,X,O,X,O,O,X,X,X,X,O,X,X,X,X
SLJIOTZ,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
SLJIOZT,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
SLJZTIO,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X
SLJZTOI,X,X,O,X,O,X,O,O,X,X,O,X,X,X,X
SLJZITO,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X
SLJZIOT,X,X,O,X,O,O,O,X,X,X,O,X,X,X,X
SLJZOTI,X,X,O,X,O,O,O,O,O,X,X,X,X,X,X
SLJZOIT,X,X,X,X,O,O,O,O,X,X,O,X,X,X,X
SLJOTIZ,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
SLJOTZI,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
SLJOITZ,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
SLJOIZT,X,X,O,X,O,O,X,O,X,X,X,X,X,X,X
SLJOZTI,X,X,O,X,O,O,X,O,O,X,X,X,X,X,X
SLJOZIT,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X
SLZTIJO,O,X,O,O,O,X,O,X,X,X,O,X,X,X,X
SLZTIOJ,O,X,O,O,O,X,X,O,X,X,O,X,X,X,X
SLZTJIO,O,X,O,O,O,X,O,X,X,X,O,X,X,X,X
SLZTJOI,O,X,O,O,O,X,O,O,X,X,O,X,X,X,X
SLZTOIJ,O,X,O,O,O,X,X,O,X,X,O,X,X,X,X
SLZTOJI,O,X,O,O,O,X,X,O,X,X,O,X,X,X,X
SLZITJO,X,X,O,O,O,X,O,X,X,X,O,X,X,X,X
SLZITOJ,X,X,O,O,O,X,X,O,X,X,O,X,X,X,X
SLZIJTO,O,X,O,O,O,X,O,X,X,X,O,X,X,X,X
SLZIJOT,O,X,O,X,O,O,O,X,X,X,O,X,X,X,X
SLZIOTJ,X,X,O,O,O,X,X,O,X,X,O,X,X,X,X
SLZIOJT,X,X,O,X,O,X,O,O,X,X,O,X,X,X,X
SLZJTIO,O,X,O,O,O,X,O,X,X,X,O,X,X,X,X
SLZJTOI,O,X,O,O,O,X,O,O,X,X,O,X,X,X,X
SLZJITO,O,X,O,O,O,X,O,X,X,X,O,X,X,X,X
SLZJIOT,O,X,O,X,O,O,O,X,X,X,O,X,X,X,X
SLZJOTI,O,X,O,X,O,O,O,O,O,X,X,X,X,X,X
SLZJOIT,O,X,X,X,O,O,O,O,X,X,O,X,X,X,X
SLZOTIJ,O,X,O,O,O,O,X,O,X,X,O,X,X,X,X
SLZOTJI,O,X,O,O,O,O,X,O,O,X,O,X,X,X,X
SLZOITJ,O,X,O,O,O,X,X,O,X,X,O,X,X,X,X
SLZOIJT,O,X,O,O,O,O,O,O,X,X,O,X,X,X,X
SLZOJTI,O,X,O,O,O,O,O,O,O,X,X,X,X,X,X
SLZOJIT,O,X,X,O,O,O,O,O,X,X,O,X,X,X,X
SLOTIJZ,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
SLOTIZJ,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X
SLOTJIZ,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
SLOTJZI,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
SLOTZIJ,O,X,O,O,O,O,X,O,X,X,X,X,X,X,X
SLOTZJI,O,X,O,O,O,O,X,O,X,X,X,X,X,X,X
SLOITJZ,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X
SLOITZJ,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X
SLOIJTZ,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
SLOIJZT,O,X,O,X,O,O,X,O,X,X,X,X,X,X,X
SLOIZTJ,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X
SLOIZJT,O,X,O,X,O,O,X,O,X,X,X,X,X,X,X
SLOJTIZ,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
SLOJTZI,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
SLOJITZ,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
SLOJIZT,O,X,O,X,O,O,X,O,X,X,X,X,X,X,X
SLOJZTI,O,X,O,X,O,O,X,O,O,X,X,X,X,X,X
SLOJZIT,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X
