sequence,v115@7gB8HeC8EeA8AeD8CeG8CeE8JeT6IvhFxbB6iBXgBl?hBcqBerB,v115@7gB8HeC8EeA8AeD8CeG8CeE8Je//IvhFGbB0cB6iBZ?lBVmBzqB,v115@7gB8HeC8EeA8AeD8CeG8CeE8Jex6IvhF0cB6iBlfB3?gBOrBTqB,v115@7gB8HeC8EeA8AeD8CeG8CeE8JeT6IvhFXgBxhBGiBF?mB0qBiqB,v115@7gB8HeC8EeA8AeD8CeG8CeE8JeT6IvhFxcBlgBGiBa?qBXmB0qB,v115@7gB8HeC8EeA8AeD8CeG8CeE8JeT6IvhFxcBGiBFlBX?mBiqB0qB,v115@7gB8HeC8EeA8AeD8CeG8CeE8Jex6IvhF6iB0fBlgB3?hBOrBTqB,v115@7gB8HeC8EeA8AeD8CeG8CeE8JeT6IvhFxcBGiBUlBF?mBKqBfrB,v115@7gB8HeC8EeA8AeD8CeG8CeE8Je//IvhFFbBxcBUhBG?iBTlByvB,v115@7gB8HeC8EeA8AeD8CeG8CeE8JeT6IvhF6iBlhBRlBO?qBXmB0qB,v115@7gB8HeC8EeA8AeD8CeG8CeE8JeT6IvhFxbB6iBfmBl?hBUlB2vB,v115@7gB8HeC8EeA8AeD8CeG8CeE8Je//IvhFZhBTgBCiBG?iB0qBFqB
LIZTOJS,X,X,O,X,X,X,O,X,X,O,X,X
LIZTOSJ,X,O,O,X,X,X,O,X,X,X,X,O
LIZJTSO,O,X,O,X,X,X,O,X,O,X,X,X
LIZJTOS,O,X,O,X,X,X,X,X,X,X,X,X
LIZJSTO,O,X,O,X,X,X,X,X,O,X,X,X
LIZJSOT,O,X,O,X,X,X,X,X,O,X,X,O
LIZJOTS,O,X,O,X,X,X,O,X,X,X,X,X
LIZJOST,X,X,O,X,X,X,X,X,O,X,X,O
LIZSTJO,X,O,X,X,X,X,O,X,O,X,O,X
LIZSTOJ,O,O,X,X,X,X,O,X,O,X,O,O
LIZSJTO,O,O,X,X,X,X,X,X,O,X,X,X
LIZSJOT,O,X,X,X,X,X,X,X,O,X,O,O
LIZSOTJ,O,O,X,O,X,X,O,X,O,X,O,O
LIZSOJT,O,X,X,O,X,X,X,X,X,X,O,O
LIZOTJS,X,O,O,X,X,X,O,X,X,O,X,X
LIZOTSJ,X,O,O,X,X,X,O,X,X,X,X,O
LIZOJTS,O,X,X,X,X,X,O,X,X,X,X,X
LIZOJST,X,X,X,X,X,X,X,X,X,X,X,O
LIZOSTJ,X,O,O,O,X,X,O,X,O,X,O,O
LIZOSJT,X,X,O,O,X,X,X,X,X,X,O,O
LIOTJSZ,O,O,O,X,O,X,X,X,X,O,X,X
LIOTJZS,O,O,O,X,X,X,X,X,X,O,X,X
LIOTSJZ,O,O,O,O,X,X,X,X,X,O,X,X
LIOTSZJ,X,O,O,X,X,X,O,X,X,X,X,X
LIOTZJS,O,O,O,X,X,X,O,X,X,O,X,X
LIOTZSJ,X,O,O,X,X,X,O,X,X,X,X,X
LIOJTSZ,O,O,O,X,O,X,X,X,O,O,X,X
LIOJTZS,O,O,O,X,X,X,X,X,X,O,X,X
LIOJSTZ,O,O,O,X,O,X,X,X,O,X,X,X
LIOJSZT,X,X,O,X,O,X,X,X,O,X,X,X
LIOJZTS,O,X,O,X,X,X,X,X,O,X,X,X
LIOJZST,X,X,O,X,O,X,X,X,O,X,X,X
LIOSTJZ,O,O,O,O,O,X,X,X,O,O,X,X
LIOSTZJ,O,O,O,X,X,X,O,X,O,X,X,X
LIOSJTZ,O,O,X,O,O,X,X,X,O,X,X,X
LIOSJZT,O,X,O,O,O,X,X,X,O,X,X,X
LIOSZTJ,O,O,O,O,X,X,O,X,O,X,X,X
LIOSZJT,O,X,O,O,X,X,X,X,O,X,X,X
LIOZTJS,X,O,O,X,X,X,O,X,X,O,X,X
LIOZTSJ,X,O,O,X,X,X,O,X,O,X,X,X
LIOZJTS,O,X,X,X,X,X,O,X,O,X,X,X
LIOZJST,X,X,X,X,X,X,X,X,O,X,X,X
LIOZSTJ,X,O,O,O,X,X,O,X,O,X,O,X
LIOZSJT,X,X,O,O,X,X,X,X,O,X,O,X
LJTISZO,O,O,O,X,O,X,X,X,O,X,X,X
LJTISOZ,O,O,O,X,O,X,X,X,O,O,X,X
LJTIZSO,O,O,O,X,X,X,X,O,O,X,X,X
LJTIZOS,O,X,O,X,X,X,X,X,X,O,X,X
LJTIOSZ,O,X,O,X,O,X,X,X,O,O,X,X
LJTIOZS,O,X,O,X,X,X,X,X,X,O,X,X
LJTSIZO,O,O,O,X,O,O,X,X,O,X,X,X
LJTSIOZ,O,O,O,X,O,O,X,X,O,X,X,X
LJTSZIO,O,O,O,X,O,O,X,X,O,X,X,X
LJTSZOI,O,O,O,X,O,O,X,X,O,X,X,X
LJTSOIZ,O,X,O,X,O,O,X,X,O,X,X,X
LJTSOZI,O,O,O,X,O,O,X,X,O,X,X,X
LJTZISO,O,O,O,X,X,X,X,O,O,X,X,X
LJTZIOS,O,X,O,X,X,X,X,O,X,X,X,X
LJTZSIO,O,O,O,X,X,X,X,O,O,X,X,X
LJTZSOI,O,O,O,X,X,X,X,O,O,X,X,X
LJTZOIS,O,X,O,X,X,X,X,O,X,X,X,X
LJTZOSI,O,X,O,X,O,X,X,O,X,X,X,X
LJTOISZ,O,X,O,X,O,X,X,X,O,O,X,X
LJTOIZS,O,X,O,X,X,X,X,X,X,O,X,X
LJTOSIZ,O,X,O,X,O,O,X,X,O,X,X,X
LJTOSZI,O,X,O,X,O,O,X,X,O,X,X,X
LJTOZIS,O,X,O,X,X,X,X,O,O,X,X,X
LJTOZSI,O,X,O,X,O,X,X,O,O,X,X,X
LJITSZO,O,O,O,X,O,X,X,X,O,X,X,X
LJITSOZ,O,O,O,X,O,X,X,X,O,O,X,X
LJITZSO,O,O,O,X,X,X,X,O,O,X,X,X
LJITZOS,O,X,O,X,X,X,X,X,X,O,X,X
LJITOSZ,O,X,X,X,O,X,X,X,O,O,X,X
LJITOZS,O,X,O,X,X,X,X,X,X,O,X,X
LJISTZO,X,O,O,X,O,O,X,X,O,X,X,X
LJISTOZ,O,O,O,X,O,O,X,X,O,X,X,X
LJISZTO,X,O,O,X,O,X,X,X,O,X,X,X
LJISZOT,X,X,O,X,O,X,X,X,O,X,X,X
LJISOTZ,O,O,X,X,O,O,X,X,O,X,X,X
LJISOZT,X,X,O,X,O,X,X,X,O,X,X,X
LJIZTSO,O,X,O,X,X,X,X,X,O,X,X,X
LJIZTOS,O,X,O,X,X,X,X,X,X,X,X,X
LJIZSTO,O,X,O,X,O,X,X,X,O,X,X,X
LJIZSOT,O,X,O,X,O,X,X,X,O,X,X,X
LJIZOTS,O,X,O,X,X,X,X,X,X,X,X,X
LJIZOST,X,X,O,X,O,X,X,X,O,X,X,X
LJIOTSZ,O,O,O,X,O,X,X,X,O,O,X,X
LJIOTZS,O,O,O,X,X,X,X,X,X,O,X,X
LJIOSTZ,O,O,O,X,O,O,X,X,O,X,X,X
LJIOSZT,X,X,O,X,O,X,X,X,O,X,X,X
LJIOZTS,O,X,O,X,X,X,X,X,O,X,X,X
LJIOZST,X,X,O,X,O,X,X,X,O,X,X,X
LJSTIZO,O,O,O,X,O,O,X,X,O,X,X,X
LJSTIOZ,O,O,O,X,O,O,X,X,O,X,X,X
LJSTZIO,O,O,O,X,O,O,O,X,O,X,X,X
LJSTZOI,O,O,O,X,O,O,O,X,O,X,X,X
LJSTOIZ,O,X,O,X,O,O,X,X,O,X,X,X
LJSTOZI,O,O,O,X,O,O,X,X,O,X,X,X
LJSITZO,X,O,O,X,O,O,X,X,O,X,X,X
LJSITOZ,O,O,O,X,O,O,X,X,O,X,X,X
LJSIZTO,X,O,O,X,O,X,X,X,O,X,X,X
LJSIZOT,X,X,O,X,O,X,X,X,O,X,X,X
LJSIOTZ,O,O,X,X,O,O,X,X,O,X,X,X
LJSIOZT,O,X,O,X,O,X,X,X,O,X,X,X
LJSZTIO,O,O,O,X,O,X,O,X,O,X,X,X
LJSZTOI,O,O,O,X,O,X,O,X,O,X,X,X
LJSZITO,O,O,O,X,O,X,X,X,O,X,X,X
LJSZIOT,O,X,O,X,O,X,X,X,O,X,X,O
LJSZOTI,O,O,O,X,O,X,X,X,O,X,X,X
LJSZOIT,O,X,O,X,O,X,X,X,O,X,X,O
LJSOTIZ,O,O,O,X,O,O,X,X,O,X,X,X
LJSOTZI,O,O,O,X,O,O,O,X,O,X,X,X
LJSOITZ,O,O,O,X,O,O,X,X,O,X,X,X
LJSOIZT,O,X,O,X,O,X,X,X,O,X,X,X
LJSOZTI,O,O,O,X,O,X,O,X,O,X,X,X
LJSOZIT,O,X,O,X,O,X,X,X,O,X,X,X
LJZTISO,O,O,O,X,X,X,O,O,O,X,X,X
LJZTIOS,O,X,O,X,X,X,X,O,X,X,X,X
LJZTSIO,O,O,O,X,X,X,O,O,O,X,X,X
LJZTSOI,O,O,O,X,X,X,O,O,O,X,X,X
LJZTOIS,O,X,O,X,X,X,X,O,X,X,X,X
LJZTOSI,O,X,O,X,O,X,X,O,X,X,X,X
LJZITSO,O,X,O,X,X,X,O,X,O,X,X,X
LJZITOS,O,X,O,X,X,X,X,X,X,X,X,X
LJZISTO,O,X,O,X,O,X,X,X,O,X,X,X
LJZISOT,O,X,O,X,O,X,X,X,O,X,X,O
LJZIOTS,O,X,O,X,X,X,O,X,X,X,X,X
LJZIOST,X,X,O,X,O,X,X,X,O,X,X,O
LJZSTIO,O,O,O,X,O,X,O,X,O,X,O,X
LJZSTOI,O,O,O,X,O,X,O,X,O,X,O,X
LJZSITO,O,X,O,X,O,X,X,X,O,X,X,X
LJZSIOT,O,X,O,X,O,X,X,X,O,X,O,O
LJZSOTI,O,O,O,X,O,X,X,X,O,X,O,X
LJZSOIT,O,X,O,X,O,X,X,X,O,X,O,O
LJZOTIS,O,O,O,X,X,X,O,O,O,X,X,X
LJZOTSI,O,O,O,X,O,X,O,O,O,X,X,X
LJZOITS,O,X,O,X,X,X,O,X,O,X,X,X
LJZOIST,X,X,O,X,O,X,X,X,O,X,X,O
LJZOSTI,O,O,O,X,O,X,O,X,O,X,O,X
LJZOSIT,O,X,O,X,O,X,X,X,O,X,O,O
LJOTISZ,O,O,O,X,O,X,X,X,O,O,X,X
LJOTIZS,O,O,O,X,X,X,X,X,X,O,X,X
LJOTSIZ,O,O,O,X,O,O,X,X,O,X,X,X
LJOTSZI,O,O,O,X,O,O,O,X,O,X,X,X
LJOTZIS,O,O,O,X,X,X,O,O,O,X,X,X
LJOTZSI,O,O,O,X,O,X,O,O,O,X,X,X
LJOITSZ,O,O,O,X,O,X,X,X,O,O,X,X
LJOITZS,O,O,O,X,X,X,X,X,X,O,X,X
LJOISTZ,O,O,O,X,O,O,X,X,O,X,X,X
LJOISZT,X,X,O,X,O,X,X,X,O,X,X,X
LJOIZTS,O,X,O,X,X,X,X,X,O,X,X,X
LJOIZST,X,X,O,X,O,X,X,X,O,X,X,X
LJOSTIZ,O,O,O,X,O,O,X,X,O,X,X,X
LJOSTZI,O,O,O,X,O,O,O,X,O,X,X,X
LJOSITZ,O,O,O,X,O,O,X,X,O,X,X,X
LJOSIZT,O,X,O,X,O,X,X,X,O,X,X,X
LJOSZTI,O,O,O,X,O,X,O,X,O,X,X,X
LJOSZIT,O,X,O,X,O,X,X,X,O,X,X,X
LJOZTIS,O,O,O,X,X,X,O,O,O,X,X,X
LJOZTSI,O,O,O,X,O,X,O,O,O,X,X,X
LJOZITS,O,X,O,X,X,X,O,X,O,X,X,X
LJOZIST,X,X,O,X,O,X,X,X,O,X,X,X
LJOZSTI,O,O,O,X,O,X,O,X,O,X,O,X
LJOZSIT,O,X,O,X,O,X,X,X,O,X,O,X
LSTIJZO,O,O,O,X,O,X,X,X,O,X,X,X
LSTIJOZ,O,O,X,X,O,X,X,X,O,O,X,X
LSTIZJO,X,O,O,X,X,X,O,X,O,X,X,X
LSTIZOJ,X,O,O,X,X,X,O,X,O,X,X,X
LSTIOJZ,O,O,O,O,O,X,X,X,X,O,X,X
LSTIOZJ,O,O,O,X,X,X,X,X,X,X,X,X
LSTJIZO,O,O,O,X,O,O,X,X,O,X,X,X
LSTJIOZ,O,O,O,X,O,O,X,X,O,X,X,X
LSTJZIO,O,O,O,X,O,O,O,X,O,X,X,X
LSTJZOI,O,O,O,X,O,O,O,X,O,X,X,X
LSTJOIZ,O,X,O,X,O,O,X,X,O,X,X,X
LSTJOZI,O,O,O,X,O,O,X,X,O,X,X,X
LSTZIJO,X,O,O,X,X,X,O,X,O,X,X,X
LSTZIOJ,O,O,O,X,X,X,O,X,O,X,X,O
LSTZJIO,O,O,X,X,O,X,O,X,O,X,X,X
LSTZJOI,O,O,X,X,O,X,O,X,O,X,X,X
LSTZOIJ,O,O,X,X,X,X,O,X,O,X,X,O
LSTZOJI,O,O,X,X,O,X,O,X,O,X,X,X
LSTOIJZ,O,O,O,O,O,X,X,X,O,O,X,X
LSTOIZJ,O,O,O,X,X,X,O,X,O,X,X,X
LSTOJIZ,O,O,O,X,O,O,X,X,O,X,X,X
LSTOJZI,O,O,O,X,O,O,O,X,O,X,X,X
LSTOZIJ,O,O,O,X,X,X,O,X,O,X,X,X
LSTOZJI,O,O,O,X,O,X,O,X,O,X,X,X
LSITJZO,X,O,X,X,O,X,X,X,O,X,X,X
LSITJOZ,X,O,X,X,O,X,X,X,O,O,X,X
LSITZJO,X,O,X,X,X,X,O,X,O,X,X,X
LSITZOJ,X,O,X,X,X,X,O,X,O,X,X,X
LSITOJZ,O,O,X,X,O,X,X,X,X,O,X,X
LSITOZJ,O,O,X,X,X,X,X,X,X,X,X,X
LSIJTZO,X,O,X,X,O,X,X,X,O,X,X,X
LSIJTOZ,O,O,X,X,O,X,X,X,O,X,X,X
LSIJZTO,X,O,X,X,O,X,X,X,O,X,X,X
LSIJZOT,X,X,X,X,O,X,X,X,O,X,X,X
LSIJOTZ,O,O,X,X,O,X,X,X,O,X,X,X
LSIJOZT,O,X,X,X,O,X,X,X,O,X,X,X
LSIZTJO,X,O,X,X,X,X,O,X,O,X,X,X
LSIZTOJ,O,O,X,X,X,X,O,X,O,X,X,O
LSIZJTO,O,O,X,X,X,X,X,X,O,X,X,X
LSIZJOT,O,X,X,X,X,X,X,X,O,X,X,O
LSIZOTJ,O,O,X,X,X,X,X,X,O,X,X,O
LSIZOJT,O,X,X,X,X,X,X,X,X,X,X,O
LSIOTJZ,O,O,X,O,O,X,X,X,O,O,X,X
LSIOTZJ,O,O,X,X,X,X,O,X,O,X,X,X
LSIOJTZ,O,O,X,O,O,X,X,X,O,X,X,X
LSIOJZT,O,X,X,O,O,X,X,X,O,X,X,X
LSIOZTJ,O,O,X,O,X,X,O,X,O,X,X,X
LSIOZJT,O,X,X,O,X,X,X,X,O,X,X,X
LSJTIZO,O,O,O,X,O,O,X,X,O,X,X,X
LSJTIOZ,O,O,O,X,O,O,X,X,O,X,X,X
LSJTZIO,O,O,O,X,O,O,O,X,O,X,X,X
LSJTZOI,O,O,O,X,O,O,O,X,O,X,X,X
LSJTOIZ,O,X,O,X,O,O,X,X,O,X,X,X
LSJTOZI,O,O,O,X,O,O,X,X,O,X,X,X
LSJITZO,X,O,O,X,O,O,X,X,O,X,X,X
LSJITOZ,O,O,O,X,O,O,X,X,O,X,X,X
LSJIZTO,X,O,O,X,O,X,X,X,O,X,X,X
LSJIZOT,X,X,O,X,O,X,X,X,O,X,X,X
LSJIOTZ,O,O,X,X,O,O,X,X,O,X,X,X
LSJIOZT,O,X,O,X,O,X,X,X,O,X,X,X
LSJZTIO,O,O,O,X,O,X,O,X,O,X,X,X
LSJZTOI,O,O,O,X,O,X,O,X,O,X,X,X
LSJZITO,O,O,O,X,O,X,X,X,O,X,X,X
LSJZIOT,O,X,O,X,O,X,X,X,O,X,X,O
LSJZOTI,O,O,O,X,O,X,X,X,O,X,X,X
LSJZOIT,O,X,O,X,O,X,X,X,O,X,X,O
LSJOTIZ,O,O,O,X,O,O,X,X,O,X,X,X
LSJOTZI,O,O,O,X,O,O,O,X,O,X,X,X
LSJOITZ,O,O,O,X,O,O,X,X,O,X,X,X
LSJOIZT,O,X,O,X,O,X,X,X,O,X,X,X
LSJOZTI,O,O,O,X,O,X,O,X,O,X,X,X
LSJOZIT,O,X,O,X,O,X,X,X,O,X,X,X
LSZTIJO,X,O,O,X,X,X,O,X,O,X,O,X
LSZTIOJ,O,O,O,O,X,X,O,X,O,X,O,O
LSZTJIO,O,O,X,X,O,X,O,X,O,X,O,X
LSZTJOI,O,O,X,X,O,X,O,X,O,X,O,X
LSZTOIJ,O,O,X,O,X,X,O,X,O,X,O,O
LSZTOJI,O,O,X,X,O,X,O,X,O,X,O,X
LSZITJO,X,O,X,X,X,X,O,X,O,X,O,X
LSZITOJ,O,O,X,X,X,X,O,X,O,X,O,O
LSZIJTO,O,O,X,X,X,X,X,X,O,X,X,X
LSZIJOT,O,X,X,X,X,X,X,X,O,X,O,O
LSZIOTJ,O,O,X,O,X,X,O,X,O,X,O,O
LSZIOJT,O,X,X,O,X,X,X,X,X,X,O,O
LSZJTIO,O,O,O,X,O,X,O,X,O,X,O,X
LSZJTOI,O,O,O,X,O,X,O,X,O,X,O,X
LSZJITO,O,O,O,X,O,X,X,X,O,X,X,X
LSZJIOT,O,X,O,X,O,X,X,X,O,X,O,O
LSZJOTI,O,O,O,X,O,X,X,X,O,X,O,X
LSZJOIT,O,X,O,X,O,X,X,X,O,X,O,O
LSZOTIJ,O,O,O,O,X,X,O,X,O,X,O,O
LSZOTJI,O,O,O,X,O,X,O,X,O,X,O,X
LSZOITJ,O,O,O,O,X,X,O,X,O,X,O,O
LSZOIJT,O,X,O,O,X,X,X,X,O,X,O,O
LSZOJTI,O,O,O,X,O,X,O,X,O,X,O,X
LSZOJIT,O,X,O,X,O,X,X,X,O,X,O,O
LSOTIJZ,O,O,O,O,O,X,X,X,O,O,X,X
LSOTIZJ,O,O,O,X,X,X,O,X,O,X,X,X
LSOTJIZ,O,O,O,X,O,O,X,X,O,X,X,X
LSOTJZI,O,O,O,X,O,O,O,X,O,X,X,X
LSOTZIJ,O,O,O,X,X,X,O,X,O,X,X,X
LSOTZJI,O,O,O,X,O,X,O,X,O,X,X,X
LSOITJZ,O,O,O,O,O,X,X,X,O,O,X,X
LSOITZJ,O,O,O,X,X,X,O,X,O,X,X,X
LSOIJTZ,O,O,X,O,O,X,X,X,O,X,X,X
LSOIJZT,O,X,O,O,O,X,X,X,O,X,X,X
LSOIZTJ,O,O,O,O,X,X,O,X,O,X,X,X
LSOIZJT,O,X,O,O,X,X,X,X,O,X,X,X
LSOJTIZ,O,O,O,X,O,O,X,X,O,X,X,X
LSOJTZI,O,O,O,X,O,O,O,X,O,X,X,X
LSOJITZ,O,O,O,X,O,O,X,X,O,X,X,X
LSOJIZT,O,X,O,X,O,X,X,X,O,X,X,X
LSOJZTI,O,O,O,X,O,X,O,X,O,X,X,X
LSOJZIT,O,X,O,X,O,X,X,X,O,X,X,X
LSOZTIJ,O,O,O,O,X,X,O,X,O,X,O,O
LSOZTJI,O,O,O,X,O,X,O,X,O,X,O,X
LSOZITJ,O,O,O,O,X,X,O,X,O,X,O,O
LSOZIJT,O,X,O,O,X,X,X,X,O,X,O,O
LSOZJTI,O,O,O,X,O,X,O,X,O,X,O,X
LSOZJIT,O,X,O,X,O,X,X,X,O,X,O,O
LZTIJSO,O,O,O,X,X,X,O,X,X,X,X,X
LZTIJOS,O,X,O,X,X,X,X,X,X,O,X,X
LZTISJO,X,O,O,X,X,X,O,X,O,X,X,X
LZTISOJ,X,O,O,O,X,X,O,X,O,X,X,O
LZTIOJS,O,X,O,X,X,X,O,X,X,O,X,X
LZTIOSJ,X,O,O,X,X,X,O,X,X,X,X,O
LZTJISO,O,O,O,X,X,X,O,O,O,X,X,X
LZTJIOS,O,X,O,X,X,X,X,O,X,X,X,X
LZTJSIO,O,O,O,X,X,X,O,O,O,X,X,X
LZTJSOI,O,O,O,X,X,X,O,O,O,X,X,X
LZTJOIS,O,X,O,X,X,X,X,O,X,X,X,X
LZTJOSI,O,X,O,X,O,X,X,O,X,X,X,X
LZTSIJO,X,O,O,X,X,X,O,X,O,X,O,X
LZTSIOJ,O,O,O,O,X,X,O,X,O,X,O,O
LZTSJIO,O,O,X,X,X,X,O,X,O,X,O,X
LZTSJOI,O,O,X,X,X,X,O,X,O,X,O,X
LZTSOIJ,O,O,X,O,X,X,O,X,O,X,O,O
LZTSOJI,O,O,X,X,X,X,O,X,O,X,O,X
LZTOIJS,O,O,O,X,X,X,O,X,X,O,X,X
LZTOISJ,X,O,O,X,X,X,O,X,X,X,X,O
LZTOJIS,O,O,O,X,X,X,O,O,X,X,X,X
LZTOJSI,O,O,O,X,O,X,O,O,X,X,X,X
LZTOSIJ,X,O,O,X,X,X,O,X,X,X,O,O
LZTOSJI,O,O,O,X,X,X,O,X,X,X,O,X
LZITJSO,X,O,O,X,X,X,O,X,X,X,X,X
LZITJOS,X,X,O,X,X,X,X,X,X,O,X,X
LZITSJO,X,O,O,X,X,X,O,X,O,X,X,X
LZITSOJ,X,O,O,X,X,X,O,X,O,X,X,O
LZITOJS,X,X,O,X,X,X,O,X,X,O,X,X
LZITOSJ,X,O,O,X,X,X,O,X,X,X,X,O
LZIJTSO,O,X,O,X,X,X,O,X,O,X,X,X
LZIJTOS,O,X,O,X,X,X,X,X,X,X,X,X
LZIJSTO,O,X,O,X,X,X,X,X,O,X,X,X
LZIJSOT,O,X,O,X,X,X,X,X,O,X,X,O
LZIJOTS,O,X,O,X,X,X,O,X,X,X,X,X
LZIJOST,X,X,O,X,X,X,X,X,O,X,X,O
LZISTJO,X,O,X,X,X,X,O,X,O,X,O,X
LZISTOJ,O,O,X,X,X,X,O,X,O,X,O,O
LZISJTO,O,O,X,X,X,X,X,X,O,X,X,X
LZISJOT,O,X,X,X,X,X,X,X,O,X,O,O
LZISOTJ,O,O,X,O,X,X,O,X,O,X,O,O
LZISOJT,O,X,X,O,X,X,X,X,X,X,O,O
LZIOTJS,X,O,O,X,X,X,O,X,X,O,X,X
LZIOTSJ,X,O,O,X,X,X,O,X,X,X,X,O
LZIOJTS,O,X,X,X,X,X,O,X,X,X,X,X
LZIOJST,X,X,X,X,X,X,X,X,X,X,X,O
LZIOSTJ,X,O,O,O,X,X,O,X,O,X,O,O
LZIOSJT,X,X,O,O,X,X,X,X,X,X,O,O
LZJTISO,O,O,O,X,X,X,O,O,O,X,X,X
LZJTIOS,O,X,O,X,X,X,X,O,X,X,X,X
LZJTSIO,O,O,O,X,X,X,O,O,O,X,X,X
LZJTSOI,O,O,O,X,X,X,O,O,O,X,X,X
LZJTOIS,O,X,O,X,X,X,X,O,X,X,X,X
LZJTOSI,O,X,O,X,O,X,X,O,X,X,X,X
LZJITSO,O,X,O,X,X,X,O,X,O,X,X,X
LZJITOS,O,X,O,X,X,X,X,X,X,X,X,X
LZJISTO,O,X,O,X,O,X,X,X,O,X,X,X
LZJISOT,O,X,O,X,O,X,X,X,O,X,X,O
LZJIOTS,O,X,O,X,X,X,O,X,X,X,X,X
LZJIOST,X,X,O,X,O,X,X,X,O,X,X,O
LZJSTIO,O,O,O,X,O,X,O,X,O,X,O,X
LZJSTOI,O,O,O,X,O,X,O,X,O,X,O,X
LZJSITO,O,X,O,X,O,X,X,X,O,X,X,X
LZJSIOT,O,X,O,X,O,X,X,X,O,X,O,O
LZJSOTI,O,O,O,X,O,X,X,X,O,X,O,X
LZJSOIT,O,X,O,X,O,X,X,X,O,X,O,O
LZJOTIS,O,O,O,X,X,X,O,O,O,X,X,X
LZJOTSI,O,O,O,X,O,X,O,O,O,X,X,X
LZJOITS,O,X,O,X,X,X,O,X,O,X,X,X
LZJOIST,X,X,O,X,O,X,X,X,O,X,X,O
LZJOSTI,O,O,O,X,O,X,O,X,O,X,O,X
LZJOSIT,O,X,O,X,O,X,X,X,O,X,O,O
LZSTIJO,X,O,O,X,X,X,O,X,O,X,O,X
LZSTIOJ,O,O,O,O,X,X,O,X,O,X,O,O
LZSTJIO,O,O,X,X,O,X,O,X,O,X,O,X
LZSTJOI,O,O,X,X,O,X,O,X,O,X,O,X
LZSTOIJ,O,O,X,O,X,X,O,X,O,X,O,O
LZSTOJI,O,O,X,X,O,X,O,X,O,X,O,X
LZSITJO,X,O,X,X,X,X,O,X,O,X,O,X
LZSITOJ,O,O,X,X,X,X,O,X,O,X,O,O
LZSIJTO,O,O,X,X,X,X,X,X,O,X,X,X
LZSIJOT,O,X,X,X,X,X,X,X,O,X,O,O
LZSIOTJ,O,O,X,O,X,X,O,X,O,X,O,O
LZSIOJT,O,X,X,O,X,X,X,X,X,X,O,O
LZSJTIO,O,O,O,X,O,X,O,X,O,X,O,X
LZSJTOI,O,O,O,X,O,X,O,X,O,X,O,X
LZSJITO,O,O,O,X,O,X,X,X,O,X,X,X
LZSJIOT,O,X,O,X,O,X,X,X,O,X,O,O
LZSJOTI,O,O,O,X,O,X,X,X,O,X,O,X
LZSJOIT,O,X,O,X,O,X,X,X,O,X,O,O
LZSOTIJ,O,O,O,O,X,X,O,X,O,X,O,O
LZSOTJI,O,O,O,X,O,X,O,X,O,X,O,X
LZSOITJ,O,O,O,O,X,X,O,X,O,X,O,O
LZSOIJT,O,X,O,O,X,X,X,X,O,X,O,O
LZSOJTI,O,O,O,X,O,X,O,X,O,X,O,X
LZSOJIT,O,X,O,X,O,X,X,X,O,X,O,O
LZOTIJS,O,O,O,X,X,X,O,X,X,O,X,X
LZOTISJ,X,O,O,X,X,X,O,X,O,X,X,O
LZOTJIS,O,O,O,X,X,X,O,O,O,X,X,X
LZOTJSI,O,O,O,X,O,X,O,O,O,X,X,X
LZOTSIJ,X,O,O,X,X,X,O,X,O,X,O,O
LZOTSJI,O,O,O,X,X,X,O,X,O,X,O,X
LZOITJS,X,O,O,X,X,X,O,X,X,O,X,X
LZOITSJ,X,O,O,X,X,X,O,X,O,X,X,O
LZOIJTS,O,X,X,X,X,X,O,X,O,X,X,X
LZOIJST,X,X,X,X,X,X,X,X,O,X,X,O
LZOISTJ,X,O,O,O,X,X,O,X,O,X,O,O
LZOISJT,X,X,O,O,X,X,X,X,O,X,O,O
LZOJTIS,O,O,O,X,X,X,O,O,O,X,X,X
LZOJTSI,O,O,O,X,O,X,O,O,O,X,X,X
LZOJITS,O,X,O,X,X,X,O,X,O,X,X,X
LZOJIST,X,X,O,X,O,X,X,X,O,X,X,O
LZOJSTI,O,O,O,X,O,X,O,X,O,X,O,X
LZOJSIT,O,X,O,X,O,X,X,X,O,X,O,O
LZOSTIJ,O,O,O,O,X,X,O,X,O,X,O,O
LZOSTJI,O,O,O,X,O,X,O,X,O,X,O,X
LZOSITJ,O,O,O,O,X,X,O,X,O,X,O,O
LZOSIJT,O,X,O,O,X,X,X,X,O,X,O,O
LZOSJTI,O,O,O,X,O,X,O,X,O,X,O,X
LZOSJIT,O,X,O,X,O,X,X,X,O,X,O,O
LOTIJSZ,O,O,O,X,O,X,X,X,X,O,X,X
LOTIJZS,O,O,O,X,X,X,X,X,X,O,X,X
LOTISJZ,O,O,O,O,X,X,X,X,X,O,X,X
LOTISZJ,X,O,O,X,X,X,O,X,X,X,X,X
LOTIZJS,O,O,O,X,X,X,O,X,X,O,X,X
LOTIZSJ,X,O,O,X,X,X,O,X,X,X,X,X
LOTJISZ,O,O,O,X,O,X,X,X,O,O,X,X
LOTJIZS,O,O,O,X,X,X,X,X,X,O,X,X
LOTJSIZ,O,O,O,X,O,O,X,X,O,X,X,X
LOTJSZI,O,O,O,X,O,O,O,X,O,X,X,X
LOTJZIS,O,O,O,X,X,X,O,O,O,X,X,X
LOTJZSI,O,O,O,X,O,X,O,O,O,X,X,X
