sequence,v115@8gA8IeA8CeB8CeB8AeE8AeG8BeD8JeZ/IvhFufBcgB?icBzdBFnB3rB,v115@8gA8IeA8CeB8CeB8AeE8AeG8BeD8JeZ/IvhFCbBmdB?XgBlhBcnBTrB,v115@8gA8IeA8CeB8CeB8AeE8AeG8BeD8JeZ/IvhFCbBzdB?XgBFnBOrB8rB,v115@8gA8IeA8CeB8CeB8AeE8AeG8BeD8Jei7IvhFzdBOkB?RhB0fBFnB3rB,v115@8gA8IeA8CeB8CeB8AeE8AeG8BeD8JeT6IvhF2gBRdB?fnBliBikBUrB,v115@8gA8IeA8CeB8CeB8AeE8AeG8BeD8Jei7IvhFzdB0fB?RhBOkBFnB3rB,v115@8gA8IeA8CeB8CeB8AeE8AeG8BeD8Jex6IvhFOkBXgB?0hBliBinBTrB,v115@8gA8IeA8CeB8CeB8AeE8AeG8BeD8JeZ/IvhFGbBFdB?8iBzfBfnBKrB,v115@8gA8IeA8CeB8CeB8AeE8AeG8BeD8JeT6IvhF2gBRiB?fnBliBikBUrB
SIZJTLO,O,O,X,X,X,X,O,X,X
SIZJTOL,O,O,X,X,X,X,O,O,X
SIZJLTO,O,O,X,X,X,X,O,X,X
SIZJLOT,O,O,X,X,X,X,X,X,X
SIZJOTL,O,O,X,X,X,X,O,O,X
SIZJOLT,O,O,X,X,X,X,X,O,X
SIZOTLJ,O,O,O,X,X,X,X,O,X
SIZOTJL,O,O,O,X,X,X,X,O,X
SIZOLTJ,X,O,O,X,X,O,X,O,X
SIZOLJT,O,O,X,X,X,O,X,O,X
SIZOJTL,O,O,X,X,X,X,X,O,X
SIZOJLT,O,O,X,X,X,X,X,O,X
SIOTLJZ,X,X,O,X,X,X,X,X,X
SIOTLZJ,O,X,O,X,X,X,X,X,X
SIOTJLZ,X,X,O,X,X,X,X,X,X
SIOTJZL,X,X,O,X,X,X,X,X,X
SIOTZLJ,O,X,O,X,X,X,X,O,X
SIOTZJL,O,X,O,X,X,X,X,O,X
SIOLTJZ,X,X,O,X,X,X,X,X,X
SIOLTZJ,X,X,O,X,X,X,X,X,X
SIOLJTZ,X,X,O,O,X,X,X,X,X
SIOLJZT,X,O,X,O,X,X,X,X,X
SIOLZTJ,X,O,O,X,X,O,X,O,X
SIOLZJT,O,O,X,X,X,O,X,O,X
SIOJTLZ,X,X,O,X,X,X,X,X,X
SIOJTZL,X,X,O,X,X,X,X,X,X
SIOJLTZ,X,X,O,O,X,X,X,X,X
SIOJLZT,X,O,X,O,X,X,X,X,X
SIOJZTL,X,O,X,X,X,X,X,O,X
SIOJZLT,X,O,X,X,X,X,X,O,X
SIOZTLJ,O,O,O,X,X,X,X,O,X
SIOZTJL,O,O,O,X,X,X,X,O,X
SIOZLTJ,X,O,O,X,X,O,X,O,X
SIOZLJT,O,O,X,X,X,O,X,O,X
SIOZJTL,O,O,X,X,X,X,X,O,X
SIOZJLT,O,O,X,X,X,X,X,O,X
SLTIJZO,X,O,O,X,O,X,X,X,X
SLTIJOZ,X,X,O,X,O,X,X,X,X
SLTIZJO,O,O,O,X,O,X,X,X,X
SLTIZOJ,O,O,O,X,O,X,X,X,X
SLTIOJZ,X,X,O,X,O,X,X,X,X
SLTIOZJ,O,X,O,X,O,X,X,X,X
SLTJIZO,X,O,O,X,O,X,O,X,X
SLTJIOZ,X,X,O,X,O,X,X,X,X
SLTJZIO,X,O,X,X,O,X,O,X,X
SLTJZOI,X,O,X,X,O,X,O,X,X
SLTJOIZ,X,X,O,X,O,X,X,X,X
SLTJOZI,X,X,X,X,O,X,X,X,X
SLTZIJO,O,O,O,X,O,X,X,X,X
SLTZIOJ,O,O,O,X,O,X,X,X,X
SLTZJIO,O,O,X,X,O,X,O,X,X
SLTZJOI,O,O,X,X,O,X,O,X,X
SLTZOIJ,O,O,O,X,O,X,X,X,X
SLTZOJI,O,O,X,X,O,X,X,X,X
SLTOIJZ,X,X,O,X,O,X,X,X,X
SLTOIZJ,O,X,O,X,O,X,X,X,X
SLTOJIZ,X,X,O,X,O,X,X,X,X
SLTOJZI,X,X,X,X,O,X,X,X,X
SLTOZIJ,O,X,O,X,O,X,X,X,X
SLTOZJI,O,X,X,X,O,X,X,X,X
SLITJZO,X,O,O,X,O,X,X,X,X
SLITJOZ,X,X,O,X,O,X,X,X,X
SLITZJO,O,O,O,X,O,X,X,X,X
SLITZOJ,O,O,O,X,O,X,X,X,X
SLITOJZ,X,X,O,X,O,X,X,X,X
SLITOZJ,O,X,O,X,O,X,X,X,X
SLIJTZO,X,O,O,X,O,X,X,X,X
SLIJTOZ,X,X,O,X,O,X,X,X,X
SLIJZTO,X,O,X,X,X,X,X,X,X
SLIJZOT,X,O,X,X,X,X,X,X,X
SLIJOTZ,X,X,O,X,O,X,X,X,O
SLIJOZT,X,O,X,X,X,X,X,X,O
SLIZTJO,O,O,O,X,X,X,X,X,X
SLIZTOJ,O,O,O,X,X,X,X,O,X
SLIZJTO,O,O,X,X,X,X,X,X,X
SLIZJOT,O,O,X,X,X,X,X,X,X
SLIZOTJ,X,O,O,X,X,X,X,O,X
SLIZOJT,O,O,X,X,X,X,X,O,X
SLIOTJZ,X,X,O,X,O,X,X,X,X
SLIOTZJ,X,X,O,X,O,X,X,X,X
SLIOJTZ,X,X,O,X,O,X,X,X,O
SLIOJZT,X,O,X,X,X,X,X,X,O
SLIOZTJ,X,O,O,X,X,X,X,O,X
SLIOZJT,O,O,X,X,X,X,X,O,X
SLJTIZO,X,O,O,X,O,X,O,X,X
SLJTIOZ,X,X,O,X,O,X,X,X,X
SLJTZIO,X,O,X,X,O,X,O,X,X
SLJTZOI,X,O,X,X,O,X,O,X,X
SLJTOIZ,X,X,O,X,O,X,X,X,X
SLJTOZI,X,X,X,X,O,X,X,X,X
SLJITZO,X,O,O,X,O,X,O,X,X
SLJITOZ,X,X,O,X,O,X,X,X,X
SLJIZTO,X,O,X,X,X,X,O,X,X
SLJIZOT,X,O,X,X,X,X,X,X,X
SLJIOTZ,X,X,O,X,O,X,X,X,O
SLJIOZT,X,O,X,X,X,X,X,X,O
SLJZTIO,X,O,X,X,O,X,O,X,X
SLJZTOI,X,O,X,X,O,X,O,X,X
SLJZITO,X,O,X,X,X,X,O,X,X
SLJZIOT,X,O,X,X,X,X,X,X,X
SLJZOTI,X,O,X,X,O,X,X,X,X
SLJZOIT,X,O,X,X,X,X,X,X,X
SLJOTIZ,X,X,O,X,O,X,X,X,X
SLJOTZI,X,X,X,X,O,X,X,X,X
SLJOITZ,X,X,O,X,O,X,X,X,O
SLJOIZT,X,O,X,X,X,X,X,X,O
SLJOZTI,X,O,X,X,O,X,X,X,X
SLJOZIT,X,O,X,X,X,X,X,X,X
SLZTIJO,O,O,O,X,O,X,X,X,X
SLZTIOJ,O,O,O,X,O,X,X,O,X
SLZTJIO,O,O,X,X,O,X,O,X,X
SLZTJOI,O,O,X,X,O,X,O,X,X
SLZTOIJ,O,O,O,X,O,X,X,O,X
SLZTOJI,O,O,X,X,O,X,X,X,X
SLZITJO,O,O,O,X,X,X,X,X,X
SLZITOJ,O,O,O,X,X,X,X,O,X
SLZIJTO,O,O,X,X,X,X,X,X,X
SLZIJOT,O,O,X,X,X,X,X,X,X
SLZIOTJ,X,O,O,X,X,X,X,O,X
SLZIOJT,O,O,X,X,X,X,X,O,X
SLZJTIO,O,O,X,X,O,X,O,X,X
SLZJTOI,O,O,X,X,O,X,O,X,X
SLZJITO,O,O,X,X,X,X,O,X,X
SLZJIOT,O,O,X,X,X,X,X,X,X
SLZJOTI,X,O,X,X,O,X,X,X,X
SLZJOIT,O,O,X,X,X,X,X,X,X
SLZOTIJ,X,O,O,X,O,X,X,O,X
SLZOTJI,X,O,X,X,O,X,X,X,X
SLZOITJ,X,O,O,X,X,X,X,O,X
SLZOIJT,O,O,X,X,X,X,X,O,X
SLZOJTI,X,O,X,X,O,X,X,X,X
SLZOJIT,O,O,X,X,X,X,X,X,X
SLOTIJZ,X,X,O,X,O,X,X,X,X
SLOTIZJ,X,X,O,X,O,X,X,X,X
SLOTJIZ,X,X,O,X,O,X,X,X,X
SLOTJZI,X,X,X,X,O,X,X,X,X
SLOTZIJ,X,X,O,X,O,X,X,X,X
SLOTZJI,X,X,X,X,O,X,X,X,X
SLOITJZ,X,X,O,X,O,X,X,X,X
SLOITZJ,X,X,O,X,O,X,X,X,X
SLOIJTZ,X,X,O,X,O,X,X,X,O
SLOIJZT,X,O,X,X,X,X,X,X,O
SLOIZTJ,X,O,O,X,X,X,X,O,X
SLOIZJT,O,O,X,X,X,X,X,O,X
SLOJTIZ,X,X,O,X,O,X,X,X,X
SLOJTZI,X,X,X,X,O,X,X,X,X
SLOJITZ,X,X,O,X,O,X,X,X,O
SLOJIZT,X,O,X,X,X,X,X,X,O
SLOJZTI,X,O,X,X,O,X,X,X,X
SLOJZIT,X,O,X,X,X,X,X,X,X
SLOZTIJ,X,O,O,X,O,X,X,O,X
SLOZTJI,X,O,X,X,O,X,X,X,X
SLOZITJ,X,O,O,X,X,X,X,O,X
SLOZIJT,O,O,X,X,X,X,X,O,X
SLOZJTI,X,O,X,X,O,X,X,X,X
SLOZJIT,O,O,X,X,X,X,X,X,X
SJTILZO,X,O,O,X,O,X,O,X,X
SJTILOZ,X,X,O,O,O,X,X,X,X
SJTIZLO,X,O,O,X,O,X,O,X,X
SJTIZOL,X,O,O,X,X,X,O,X,X
SJTIOLZ,X,X,O,O,O,X,X,X,X
SJTIOZL,X,X,O,X,X,X,O,X,X
SJTLIZO,X,O,O,X,O,X,O,X,X
SJTLIOZ,X,X,O,X,O,X,X,X,X
SJTLZIO,X,O,X,X,O,X,O,X,X
SJTLZOI,X,O,X,X,O,X,O,X,X
SJTLOIZ,X,X,O,X,O,X,X,X,X
SJTLOZI,X,X,X,X,O,X,X,X,X
SJTZILO,X,O,X,X,O,X,O,X,X
SJTZIOL,X,O,X,X,X,X,O,X,X
SJTZLIO,X,O,X,X,O,X,O,X,X
SJTZLOI,X,O,X,X,O,X,O,X,X
SJTZOIL,X,O,X,X,X,X,O,X,X
SJTZOLI,X,O,X,X,X,X,O,X,X
SJTOILZ,X,X,O,O,O,X,X,X,X
SJTOIZL,X,X,O,X,X,X,O,X,X
SJTOLIZ,X,X,O,X,O,X,X,X,X
SJTOLZI,X,X,X,X,O,X,X,X,X
SJTOZIL,X,X,X,X,X,X,O,X,X
SJTOZLI,X,X,X,X,X,X,O,X,X
SJITLZO,X,O,O,X,O,X,O,X,X
SJITLOZ,X,X,O,X,O,X,X,X,X
SJITZLO,X,O,O,X,O,X,O,X,X
SJITZOL,X,O,O,X,X,X,O,X,X
SJITOLZ,X,X,O,X,O,X,X,X,X
SJITOZL,X,X,O,X,X,X,O,X,X
SJILTZO,X,O,O,X,O,X,O,X,X
SJILTOZ,X,X,O,X,O,X,X,X,X
SJILZTO,X,O,X,X,X,X,O,X,X
SJILZOT,X,O,X,X,X,X,X,X,X
SJILOTZ,X,X,O,O,O,X,X,X,O
SJILOZT,X,O,X,O,X,X,X,X,O
SJIZTLO,X,O,X,X,X,X,O,X,X
SJIZTOL,X,O,X,X,X,X,O,O,X
SJIZLTO,X,O,X,X,X,X,O,X,X
SJIZLOT,X,O,X,X,X,X,X,X,X
SJIZOTL,X,O,X,X,X,X,O,O,X
SJIZOLT,X,O,X,X,X,X,X,O,X
SJIOTLZ,X,X,O,X,X,X,X,X,X
SJIOTZL,X,X,O,X,X,X,O,X,X
SJIOLTZ,X,X,O,O,X,X,X,X,X
SJIOLZT,X,O,X,O,X,X,X,X,X
SJIOZTL,X,O,X,X,X,X,O,O,X
SJIOZLT,X,O,X,X,X,X,X,O,X
SJLTIZO,X,O,O,X,O,X,O,X,X
SJLTIOZ,X,X,O,X,O,X,X,X,X
SJLTZIO,X,O,X,X,O,X,O,X,X
SJLTZOI,X,O,X,X,O,X,O,X,X
SJLTOIZ,X,X,O,X,O,X,X,X,X
SJLTOZI,X,X,X,X,O,X,X,X,X
SJLITZO,X,O,O,X,O,X,O,X,X
SJLITOZ,X,X,O,X,O,X,X,X,X
SJLIZTO,X,O,X,X,X,X,O,X,X
SJLIZOT,X,O,X,X,X,X,X,X,X
SJLIOTZ,X,X,O,X,O,X,X,X,O
SJLIOZT,X,O,X,X,X,X,X,X,O
SJLZTIO,X,O,X,X,O,X,O,X,X
SJLZTOI,X,O,X,X,O,X,O,X,X
SJLZITO,X,O,X,X,X,X,O,X,X
SJLZIOT,X,O,X,X,X,X,X,X,X
SJLZOTI,X,O,X,X,O,X,X,X,X
SJLZOIT,X,O,X,X,X,X,X,X,X
SJLOTIZ,X,X,O,X,O,X,X,X,X
SJLOTZI,X,X,X,X,O,X,X,X,X
SJLOITZ,X,X,O,X,O,X,X,X,O
SJLOIZT,X,O,X,X,X,X,X,X,O
SJLOZTI,X,O,X,X,O,X,X,X,X
SJLOZIT,X,O,X,X,X,X,X,X,X
SJZTILO,X,O,X,X,O,X,O,X,X
SJZTIOL,X,O,X,X,X,X,O,O,X
SJZTLIO,X,O,X,X,O,X,O,X,X
SJZTLOI,X,O,X,X,O,X,O,X,X
SJZTOIL,X,O,X,X,X,X,O,O,X
SJZTOLI,X,O,X,X,X,X,O,X,X
SJZITLO,X,O,X,X,X,X,O,X,X
SJZITOL,X,O,X,X,X,X,O,O,X
SJZILTO,X,O,X,X,X,X,O,X,X
SJZILOT,X,O,X,X,X,X,X,X,X
SJZIOTL,X,O,X,X,X,X,O,O,X
SJZIOLT,X,O,X,X,X,X,X,O,X
SJZLTIO,X,O,X,X,O,X,O,X,X
SJZLTOI,X,O,X,X,O,X,O,X,X
SJZLITO,X,O,X,X,X,X,O,X,X
SJZLIOT,X,O,X,X,X,X,X,X,X
SJZLOTI,X,O,X,X,O,X,X,X,X
SJZLOIT,X,O,X,X,X,X,X,X,X
SJZOTIL,X,O,X,X,X,X,O,O,X
SJZOTLI,X,O,X,X,X,X,O,X,X
SJZOITL,X,O,X,X,X,X,O,O,X
SJZOILT,X,O,X,X,X,X,X,O,X
SJZOLTI,X,O,X,X,X,X,X,X,X
SJZOLIT,X,O,X,X,X,X,X,X,X
SJOTILZ,X,X,O,O,O,X,X,X,X
SJOTIZL,X,X,O,X,X,X,O,X,X
SJOTLIZ,X,X,O,X,O,X,X,X,X
SJOTLZI,X,X,X,X,O,X,X,X,X
SJOTZIL,X,X,X,X,X,X,O,X,X
SJOTZLI,X,X,X,X,X,X,O,X,X
SJOITLZ,X,X,O,X,X,X,X,X,X
SJOITZL,X,X,O,X,X,X,O,X,X
SJOILTZ,X,X,O,O,X,X,X,X,X
SJOILZT,X,O,X,O,X,X,X,X,X
SJOIZTL,X,O,X,X,X,X,O,O,X
SJOIZLT,X,O,X,X,X,X,X,O,X
SJOLTIZ,X,X,O,X,O,X,X,X,X
SJOLTZI,X,X,X,X,O,X,X,X,X
SJOLITZ,X,X,O,X,O,X,X,X,X
SJOLIZT,X,O,X,X,X,X,X,X,X
SJOLZTI,X,O,X,X,O,X,X,X,X
SJOLZIT,X,O,X,X,X,X,X,X,X
SJOZTIL,X,O,X,X,X,X,O,O,X
SJOZTLI,X,O,X,X,X,X,O,X,X
SJOZITL,X,O,X,X,X,X,O,O,X
SJOZILT,X,O,X,X,X,X,X,O,X
SJOZLTI,X,O,X,X,X,X,X,X,X
SJOZLIT,X,O,X,X,X,X,X,X,X
SZTILJO,O,O,O,X,O,X,X,X,X
SZTILOJ,O,O,O,X,O,O,X,O,X
SZTIJLO,O,O,O,X,O,X,O,X,X
SZTIJOL,O,O,O,X,X,X,O,O,X
SZTIOLJ,O,O,O,X,X,O,X,O,X
SZTIOJL,O,O,O,X,X,X,X,O,X
SZTLIJO,O,O,O,X,O,X,X,X,X
SZTLIOJ,O,O,O,X,O,O,X,O,X
SZTLJIO,O,O,X,X,O,X,O,X,X
SZTLJOI,O,O,X,X,O,X,O,X,X
SZTLOIJ,O,O,O,X,O,X,X,O,X
SZTLOJI,O,O,X,X,O,X,X,X,X
SZTJILO,O,O,X,X,O,X,O,X,X
SZTJIOL,O,O,X,X,X,X,O,O,X
SZTJLIO,O,O,X,X,O,X,O,X,X
SZTJLOI,O,O,X,X,O,X,O,X,X
SZTJOIL,O,O,X,X,X,X,O,O,X
SZTJOLI,O,O,X,X,X,X,O,X,X
SZTOILJ,O,O,O,X,X,O,X,O,X
SZTOIJL,O,O,O,X,X,X,X,O,X
SZTOLIJ,O,O,O,X,X,X,X,O,X
SZTOLJI,O,O,X,X,X,X,X,X,X
SZTOJIL,O,O,X,X,X,X,O,O,X
SZTOJLI,O,O,X,X,X,X,O,X,X
SZITLJO,O,O,O,X,X,X,X,X,X
SZITLOJ,O,O,O,X,X,X,X,O,X
SZITJLO,O,O,O,X,X,X,O,X,X
SZITJOL,O,O,O,X,X,X,O,O,X
SZITOLJ,O,O,O,X,X,X,X,O,X
SZITOJL,O,O,O,X,X,X,X,O,X
SZILTJO,O,O,O,X,X,X,X,X,X
SZILTOJ,O,O,O,X,X,X,X,O,X
SZILJTO,O,O,X,X,X,X,X,X,X
SZILJOT,O,O,X,X,X,X,X,X,X
SZILOTJ,X,O,O,X,X,O,X,O,X
SZILOJT,O,O,X,X,X,O,X,O,X
SZIJTLO,O,O,X,X,X,X,O,X,X
SZIJTOL,O,O,X,X,X,X,O,O,X
SZIJLTO,O,O,X,X,X,X,O,X,X
SZIJLOT,O,O,X,X,X,X,X,X,X
SZIJOTL,O,O,X,X,X,X,O,O,X
SZIJOLT,O,O,X,X,X,X,X,O,X
SZIOTLJ,O,O,O,X,X,X,X,O,X
SZIOTJL,O,O,O,X,X,X,X,O,X
SZIOLTJ,X,O,O,X,X,O,X,O,X
SZIOLJT,O,O,X,X,X,O,X,O,X
SZIOJTL,O,O,X,X,X,X,X,O,X
SZIOJLT,O,O,X,X,X,X,X,O,X
SZLTIJO,O,O,O,X,O,X,X,X,X
SZLTIOJ,O,O,O,X,O,O,X,O,X
SZLTJIO,O,O,X,X,O,X,O,X,X
SZLTJOI,O,O,X,X,O,X,O,X,X
SZLTOIJ,O,O,O,X,O,X,X,O,X
SZLTOJI,O,O,X,X,O,X,X,X,X
SZLITJO,O,O,O,X,X,X,X,X,X
SZLITOJ,O,O,O,X,X,X,X,O,X
SZLIJTO,O,O,X,X,X,X,X,X,X
SZLIJOT,O,O,X,X,X,X,X,X,X
SZLIOTJ,X,O,O,X,X,O,X,O,X
SZLIOJT,O,O,X,X,X,O,X,O,X
SZLJTIO,O,O,X,X,O,X,O,X,X
SZLJTOI,O,O,X,X,O,X,O,X,X
SZLJITO,O,O,X,X,X,X,O,X,X
SZLJIOT,O,O,X,X,X,X,X,X,X
SZLJOTI,X,O,X,X,O,X,X,X,X
SZLJOIT,O,O,X,X,X,X,X,X,X
SZLOTIJ,X,O,O,X,O,X,X,O,X
SZLOTJI,X,O,X,X,O,X,X,X,X
SZLOITJ,X,O,O,X,X,O,X,O,X
SZLOIJT,O,O,X,X,X,O,X,O,X
SZLOJTI,X,O,X,X,O,X,X,X,X
SZLOJIT,O,O,X,X,X,X,X,X,X
SZJTILO,O,O,X,X,O,X,O,X,X
SZJTIOL,O,O,X,X,X,X,O,O,X
SZJTLIO,O,O,X,X,O,X,O,X,X
SZJTLOI,O,O,X,X,O,X,O,X,X
SZJTOIL,O,O,X,X,X,X,O,O,X
SZJTOLI,O,O,X,X,X,X,O,X,X
SZJITLO,O,O,X,X,X,X,O,X,X
SZJITOL,O,O,X,X,X,X,O,O,X
SZJILTO,O,O,X,X,X,X,O,X,X
SZJILOT,O,O,X,X,X,X,X,X,X
SZJIOTL,O,O,X,X,X,X,O,O,X
SZJIOLT,O,O,X,X,X,X,X,O,X
SZJLTIO,O,O,X,X,O,X,O,X,X
SZJLTOI,O,O,X,X,O,X,O,X,X
SZJLITO,O,O,X,X,X,X,O,X,X
SZJLIOT,O,O,X,X,X,X,X,X,X
SZJLOTI,X,O,X,X,O,X,X,X,X
SZJLOIT,O,O,X,X,X,X,X,X,X
SZJOTIL,O,O,X,X,X,X,O,O,X
SZJOTLI,O,O,X,X,X,X,O,X,X
SZJOITL,O,O,X,X,X,X,O,O,X
SZJOILT,O,O,X,X,X,X,X,O,X
SZJOLTI,X,O,X,X,X,X,X,X,X
SZJOLIT,O,O,X,X,X,X,X,X,X
SZOTILJ,O,O,O,X,X,O,X,O,X
SZOTIJL,O,O,O,X,X,X,X,O,X
SZOTLIJ,O,O,O,X,X,X,X,O,X
SZOTLJI,O,O,X,X,X,X,X,X,X
SZOTJIL,O,O,X,X,X,X,O,O,X
SZOTJLI,O,O,X,X,X,X,O,X,X
SZOITLJ,O,O,O,X,X,X,X,O,X
SZOITJL,O,O,O,X,X,X,X,O,X
SZOILTJ,X,O,O,X,X,O,X,O,X
SZOILJT,O,O,X,X,X,O,X,O,X
SZOIJTL,O,O,X,X,X,X,X,O,X
SZOIJLT,O,O,X,X,X,X,X,O,X
SZOLTIJ,X,O,O,X,X,X,X,O,X
SZOLTJI,X,O,X,X,X,X,X,X,X
SZOLITJ,X,O,O,X,X,O,X,O,X
SZOLIJT,O,O,X,X,X,O,X,O,X
SZOLJTI,X,O,X,X,X,X,X,X,X
SZOLJIT,O,O,X,X,X,X,X,X,X
SZOJTIL,O,O,X,X,X,X,O,O,X
SZOJTLI,O,O,X,X,X,X,O,X,X
SZOJITL,O,O,X,X,X,X,O,O,X
SZOJILT,O,O,X,X,X,X,X,O,X
SZOJLTI,X,O,X,X,X,X,X,X,X
SZOJLIT,O,O,X,X,X,X,X,X,X
SOTILJZ,X,X,O,O,O,X,X,X,X
SOTILZJ,O,X,O,X,O,O,X,X,X
SOTIJLZ,X,X,O,O,O,X,X,X,X
SOTIJZL,X,X,O,X,X,X,X,X,X
SOTIZLJ,O,X,O,X,X,O,X,O,X
SOTIZJL,O,X,O,X,X,X,X,O,X
SOTLIJZ,X,X,O,X,O,X,X,X,X
SOTLIZJ,O,X,O,X,O,X,X,X,X
SOTLJIZ,X,X,O,X,O,X,X,X,X
SOTLJZI,X,X,X,X,O,X,X,X,X
SOTLZIJ,O,X,O,X,O,X,X,X,X
SOTLZJI,O,X,X,X,O,X,X,X,X
SOTJILZ,X,X,O,O,O,X,X,X,X
SOTJIZL,X,X,O,X,X,X,O,X,X
SOTJLIZ,X,X,O,X,O,X,X,X,X
SOTJLZI,X,X,X,X,O,X,X,X,X
SOTJZIL,X,X,X,X,X,X,O,X,X
SOTJZLI,X,X,X,X,X,X,O,X,X
SOTZILJ,O,X,O,X,X,O,X,O,X
SOTZIJL,O,X,O,X,X,X,X,O,X
SOTZLIJ,O,X,O,X,X,X,X,O,X
SOTZLJI,O,X,X,X,X,X,X,X,X
SOTZJIL,O,X,X,X,X,X,O,O,X
SOTZJLI,O,X,X,X,X,X,O,X,X
SOITLJZ,X,X,O,X,X,X,X,X,X
SOITLZJ,O,X,O,X,X,X,X,X,X
SOITJLZ,X,X,O,X,X,X,X,X,X
SOITJZL,X,X,O,X,X,X,X,X,X
SOITZLJ,O,X,O,X,X,X,X,O,X
SOITZJL,O,X,O,X,X,X,X,O,X
SOILTJZ,X,X,O,X,X,X,X,X,X
SOILTZJ,X,X,O,X,X,X,X,X,X
SOILJTZ,X,X,O,O,X,X,X,X,X
SOILJZT,X,O,X,O,X,X,X,X,X
SOILZTJ,X,O,O,X,X,O,X,O,X
SOILZJT,O,O,X,X,X,O,X,O,X
SOIJTLZ,X,X,O,X,X,X,X,X,X
SOIJTZL,X,X,O,X,X,X,X,X,X
SOIJLTZ,X,X,O,O,X,X,X,X,X
SOIJLZT,X,O,X,O,X,X,X,X,X
SOIJZTL,X,O,X,X,X,X,X,O,X
SOIJZLT,X,O,X,X,X,X,X,O,X
SOIZTLJ,O,O,O,X,X,X,X,O,X
SOIZTJL,O,O,O,X,X,X,X,O,X
SOIZLTJ,X,O,O,X,X,O,X,O,X
SOIZLJT,O,O,X,X,X,O,X,O,X
SOIZJTL,O,O,X,X,X,X,X,O,X
SOIZJLT,O,O,X,X,X,X,X,O,X
SOLTIJZ,X,X,O,X,O,X,X,X,X
SOLTIZJ,X,X,O,X,O,X,X,X,X
SOLTJIZ,X,X,O,X,O,X,X,X,X
SOLTJZI,X,X,X,X,O,X,X,X,X
SOLTZIJ,X,X,O,X,O,X,X,X,X
SOLTZJI,X,X,X,X,O,X,X,X,X
SOLITJZ,X,X,O,X,O,X,X,X,X
SOLITZJ,X,X,O,X,O,X,X,X,X
SOLIJTZ,X,X,O,X,O,X,X,X,X
SOLIJZT,X,O,X,X,X,X,X,X,X
SOLIZTJ,X,O,O,X,X,X,X,O,X
SOLIZJT,O,O,X,X,X,X,X,O,X
SOLJTIZ,X,X,O,X,O,X,X,X,X
SOLJTZI,X,X,X,X,O,X,X,X,X
SOLJITZ,X,X,O,X,O,X,X,X,X
SOLJIZT,X,O,X,X,X,X,X,X,X
SOLJZTI,X,O,X,X,O,X,X,X,X
SOLJZIT,X,O,X,X,X,X,X,X,X
SOLZTIJ,X,O,O,X,O,X,X,O,X
SOLZTJI,X,O,X,X,O,X,X,X,X
SOLZITJ,X,O,O,X,X,X,X,O,X
SOLZIJT,O,O,X,X,X,X,X,O,X
SOLZJTI,X,O,X,X,O,X,X,X,X
SOLZJIT,O,O,X,X,X,X,X,X,X
SOJTILZ,X,X,O,O,O,X,X,X,X
SOJTIZL,X,X,O,X,X,X,O,X,X
SOJTLIZ,X,X,O,X,O,X,X,X,X
SOJTLZI,X,X,X,X,O,X,X,X,X
SOJTZIL,X,X,X,X,X,X,O,X,X
SOJTZLI,X,X,X,X,X,X,O,X,X
SOJITLZ,X,X,O,X,X,X,X,X,X
SOJITZL,X,X,O,X,X,X,O,X,X
SOJILTZ,X,X,O,O,X,X,X,X,X
SOJILZT,X,O,X,O,X,X,X,X,X
SOJIZTL,X,O,X,X,X,X,O,O,X
SOJIZLT,X,O,X,X,X,X,X,O,X
SOJLTIZ,X,X,O,X,O,X,X,X,X
SOJLTZI,X,X,X,X,O,X,X,X,X
SOJLITZ,X,X,O,X,O,X,X,X,X
SOJLIZT,X,O,X,X,X,X,X,X,X
SOJLZTI,X,O,X,X,O,X,X,X,X
SOJLZIT,X,O,X,X,X,X,X,X,X
SOJZTIL,X,O,X,X,X,X,O,O,X
SOJZTLI,X,O,X,X,X,X,O,X,X
SOJZITL,X,O,X,X,X,X,O,O,X
SOJZILT,X,O,X,X,X,X,X,O,X
SOJZLTI,X,O,X,X,X,X,X,X,X
SOJZLIT,X,O,X,X,X,X,X,X,X
SOZTILJ,O,O,O,X,X,O,X,O,X
SOZTIJL,O,O,O,X,X,X,X,O,X
SOZTLIJ,O,O,O,X,X,X,X,O,X
SOZTLJI,O,O,X,X,X,X,X,X,X
SOZTJIL,O,O,X,X,X,X,O,O,X
SOZTJLI,O,O,X,X,X,X,O,X,X
SOZITLJ,O,O,O,X,X,X,X,O,X
SOZITJL,O,O,O,X,X,X,X,O,X
SOZILTJ,X,O,O,X,X,O,X,O,X
SOZILJT,O,O,X,X,X,O,X,O,X
SOZIJTL,O,O,X,X,X,X,X,O,X
SOZIJLT,O,O,X,X,X,X,X,O,X
SOZLTIJ,X,O,O,X,X,X,X,O,X
SOZLTJI,X,O,X,X,X,X,X,X,X
SOZLITJ,X,O,O,X,X,O,X,O,X
SOZLIJT,O,O,X,X,X,O,X,O,X
SOZLJTI,X,O,X,X,X,X,X,X,X
SOZLJIT,O,O,X,X,X,X,X,X,X
SOZJTIL,O,O,X,X,X,X,O,O,X
SOZJTLI,O,O,X,X,X,X,O,X,X
SOZJITL,O,O,X,X,X,X,O,O,X
SOZJILT,O,O,X,X,X,X,X,O,X
SOZJLTI,X,O,X,X,X,X,X,X,X
SOZJLIT,O,O,X,X,X,X,X,X,X
