sequence,v115@zgD8FeC8GeD8FeC8EeE8DeC8JeX8IvhFxdBcmB6nBT?jBdsBWwB,v115@zgD8FeC8GeD8FeC8EeE8DeC8Jex8IvhF6jB3hBziBN?sBUmBWwB,v115@zgD8FeC8GeD8FeC8EeE8DeC8JedBJvhFeiBfjB6jBc?sB5mBzqB,v115@zgD8FeC8GeD8FeC8EeE8DeC8Je08IvhFxdBamB9nBT?jBfsBWwB,v115@zgD8FeC8GeD8FeC8EeE8DeC8JedBJvhFWiBxdBTjBc?sBCrB3rB,v115@zgD8FeC8GeD8FeC8EeE8DeC8JedBJvhF5hB0dB6jB2?nBzqBXsB,v115@zgD8FeC8GeD8FeC8EeE8DeC8Jez8IvhFGeBUjBxmBC?rBXsBdrB,v115@zgD8FeC8GeD8FeC8EeE8DeC8JedBJvhFRdB+jB3iBq?rBUnBzqB,v115@zgD8FeC8GeD8FeC8EeE8DeC8Je08IvhFxdB9nBTjBK?rBfsBuqB,v115@zgD8FeC8GeD8FeC8EeE8DeC8JedBJvhFXeBSoBUnB5?mBzqBOsB,v115@zgD8FeC8GeD8FeC8EeE8DeC8JedBJvhFfiB8iB+jBS?rBTnBRwB,v115@zgD8FeC8GeD8FeC8EeE8DeC8JedBJvhFXdBTeBWoBU?nBSrBRwB,v115@zgD8FeC8GeD8FeC8EeE8DeC8Jex8IvhFXeBUhBSoBN?sBurBzqB,v115@zgD8FeC8GeD8FeC8EeE8DeC8JedBJvhF6jBXiB8nB5?mBOsBzqB,v115@zgD8FeC8GeD8FeC8EeE8DeC8JeX8IvhFTeBcmBxnB6?nBdsBWwB,v115@zgD8FeC8GeD8FeC8EeE8DeC8JedBJvhFTeBCiBxnB3?mBcsBWwB,v115@zgD8FeC8GeD8FeC8EeE8DeC8JedBJvhFRdB+jBUiBq?rB3nBzqB,v115@zgD8FeC8GeD8FeC8EeE8DeC8Jez8IvhFGeB8qBqrBx?nB3nBdrB,v115@zgD8FeC8GeD8FeC8EeE8DeC8JeC9IvhFTeB8qBWsBx?sBdrBXsB,v115@zgD8FeC8GeD8FeC8EeE8DeC8JeWCJvhFxdBTjB8qBC?nBXsBdrB,v115@zgD8FeC8GeD8FeC8EeE8DeC8JedBJvhFCdBxiBTjB3?mBcsBWwB,v115@zgD8FeC8GeD8FeC8EeE8DeC8Jez9IvhF+jBRhBUiBC?rBXsBNrB
OTSJLIZ,X,O,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSJLZI,X,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
OTSJZIL,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSJZLI,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSZILJ,O,O,O,O,X,O,X,X,O,X,X,X,O,O,X,X,X,X,X,O,X,X
OTSZIJL,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSZLIJ,O,O,O,O,X,O,X,X,O,O,X,X,O,O,X,X,X,X,X,O,X,X
OTSZLJI,O,O,O,O,X,O,X,X,O,O,X,X,O,O,X,X,X,X,X,O,X,X
OTSZJIL,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSZJLI,O,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OTZILJS,O,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X
OTZILSJ,O,O,X,O,O,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,O,X
OTZIJLS,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OTZIJSL,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZISLJ,O,X,O,O,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,O,X,X
OTZISJL,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZLIJS,O,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X
OTZLISJ,O,O,X,O,O,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
OTZLJIS,O,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X
OTZLJSI,O,O,O,X,O,X,X,O,X,O,X,X,O,O,X,X,O,X,X,X,X,X
OTZLSIJ,O,O,O,O,O,O,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X
OTZLSJI,O,O,O,O,O,O,X,X,O,O,X,X,O,O,X,X,O,X,X,X,X,X
OTZJILS,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
OTZJISL,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZJLIS,O,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X
OTZJLSI,O,O,O,O,X,X,X,O,X,O,X,X,O,O,X,X,O,X,X,X,X,X
OTZJSIL,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZJSLI,O,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OTZSILJ,O,O,O,O,X,O,X,X,O,X,X,X,O,O,X,X,X,X,X,O,X,X
OTZSIJL,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZSLIJ,O,O,O,O,X,O,X,X,O,O,X,X,O,O,X,X,X,X,X,O,X,X
OTZSLJI,O,O,O,O,X,O,X,X,O,O,X,X,O,O,X,X,X,X,X,O,X,X
OTZSJIL,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZSJLI,O,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OITLJSZ,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X
OITLJZS,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X
OITLSJZ,X,O,X,O,X,O,X,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X
OITLSZJ,O,O,O,O,X,O,X,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X
OITLZJS,O,O,X,X,O,X,X,X,X,O,X,X,O,X,X,O,O,X,X,X,X,X
OITLZSJ,O,O,X,O,O,X,X,X,X,O,X,X,O,O,X,O,X,X,X,X,X,X
OITJLSZ,O,O,X,O,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X
OITJLZS,O,O,X,X,X,X,X,X,X,X,O,O,X,X,X,O,O,X,X,X,X,X
OITJSLZ,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
OITJSZL,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OITJZLS,O,O,X,X,X,X,X,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X
OITJZSL,O,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
OITSLJZ,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
OITSLZJ,X,O,O,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
OITSJLZ,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
OITSJZL,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OITSZLJ,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
OITSZJL,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OITZLJS,O,O,X,X,O,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X
OITZLSJ,O,O,X,O,O,X,X,X,X,O,X,X,O,O,X,O,X,X,X,X,X,X
OITZJLS,X,X,X,X,O,X,X,X,X,X,X,O,O,X,X,O,X,X,O,X,X,X
OITZJSL,O,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
OITZSLJ,O,X,O,O,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,O,X,X
OITZSJL,O,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OILTJSZ,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X
OILTJZS,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X
OILTSJZ,X,O,X,O,X,O,X,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X
OILTSZJ,O,O,O,O,X,O,X,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X
OILTZJS,O,O,X,X,O,X,X,X,X,O,X,X,O,X,X,O,O,X,X,X,X,X
OILTZSJ,O,O,X,O,O,X,X,X,X,O,X,X,O,O,X,O,X,X,X,X,X,X
OILJTSZ,O,O,X,O,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,O
OILJTZS,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X
OILJSTZ,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OILJSZT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OILJZTS,O,O,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
OILJZST,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
OILSTJZ,X,O,X,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
OILSTZJ,O,O,O,O,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OILSJTZ,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OILSJZT,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OILSZTJ,X,X,O,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X
OILSZJT,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
OILZTJS,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OILZTSJ,O,O,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
OILZJTS,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OILZJST,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OILZSTJ,X,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X
OILZSJT,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
OIJTLSZ,O,O,X,O,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,O
OIJTLZS,O,O,X,X,X,X,X,X,X,X,O,O,X,X,X,O,O,X,X,X,X,X
OIJTSLZ,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
OIJTSZL,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OIJTZLS,O,O,X,X,X,X,X,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X
OIJTZSL,O,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
OIJLTSZ,O,O,X,O,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,O
OIJLTZS,O,O,X,X,X,X,X,X,X,X,O,O,X,X,X,O,O,X,X,X,X,X
OIJLSTZ,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OIJLSZT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OIJLZTS,O,O,X,X,O,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X
OIJLZST,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
OIJSTLZ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OIJSTZL,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OIJSLTZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OIJSLZT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OIJSZTL,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
OIJSZLT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
OIJZTLS,O,X,X,X,O,X,X,X,X,X,O,O,X,X,O,O,X,X,O,X,X,X
OIJZTSL,O,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X
OIJZLTS,O,O,X,X,O,X,X,X,X,X,O,O,X,X,O,X,X,X,O,X,X,X
OIJZLST,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X,X,O
OIJZSTL,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X
OIJZSLT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X
OISTLJZ,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
OISTLZJ,X,X,O,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
OISTJLZ,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
OISTJZL,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OISTZLJ,O,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
OISTZJL,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OISLTJZ,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OISLTZJ,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OISLJTZ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OISLJZT,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OISLZTJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
OISLZJT,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
OISJTLZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OISJTZL,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OISJLTZ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OISJLZT,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OISJZTL,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OISJZLT,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
OISZTLJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
OISZTJL,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OISZLTJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
OISZLJT,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
OISZJTL,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OISZJLT,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X
OIZTLJS,X,X,X,X,O,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X
OIZTLSJ,O,X,X,O,O,X,X,X,X,O,X,X,O,O,X,O,X,X,X,X,X,X
OIZTJLS,X,X,X,X,O,X,X,X,X,X,X,O,O,X,X,O,X,X,O,X,X,X
OIZTJSL,O,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
OIZTSLJ,O,X,O,O,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,O,X,X
OIZTSJL,O,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OIZLTJS,O,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
OIZLTSJ,O,O,X,X,O,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
OIZLJTS,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OIZLJST,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X
OIZLSTJ,X,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,O,X,O,X,X
OIZLSJT,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X
OIZJTLS,O,X,X,X,O,X,X,X,X,X,X,O,O,X,O,O,X,X,O,X,X,X
OIZJTSL,O,X,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X
OIZJLTS,O,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X
OIZJLST,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X,X,X
OIZJSTL,O,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X
OIZJSLT,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X
OIZSTLJ,X,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X
OIZSTJL,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIZSLTJ,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
OIZSLJT,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
OIZSJTL,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OIZSJLT,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X
OLTIJSZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLTIJZS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OLTISJZ,X,O,X,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
OLTISZJ,O,O,O,O,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OLTIZJS,O,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X
OLTIZSJ,O,O,X,O,O,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
OLTJISZ,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLTJIZS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OLTJSIZ,O,O,X,O,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
OLTJSZI,O,O,O,O,X,O,X,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X
OLTJZIS,O,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X
OLTJZSI,O,O,X,O,O,X,X,O,X,O,X,X,O,O,X,X,O,X,X,X,X,X
OLTSIJZ,X,O,X,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
OLTSIZJ,O,O,O,O,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OLTSJIZ,X,O,X,O,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
OLTSJZI,X,O,O,O,X,O,X,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X
OLTSZIJ,O,O,O,O,O,O,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X
OLTSZJI,O,O,O,O,O,O,X,X,O,O,X,X,O,O,X,X,O,X,X,X,X,X
OLTZIJS,O,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X
OLTZISJ,O,O,X,O,O,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
OLTZJIS,O,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X
OLTZJSI,O,O,O,X,O,X,X,O,X,O,X,X,O,O,X,X,O,X,X,X,X,X
OLTZSIJ,O,O,O,O,O,O,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X
OLTZSJI,O,O,O,O,O,O,X,X,O,O,X,X,O,O,X,X,O,X,X,X,X,X
OLITJSZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLITJZS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OLITSJZ,X,O,X,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
OLITSZJ,O,O,O,O,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OLITZJS,O,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X
OLITZSJ,O,O,X,O,O,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
OLIJTSZ,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OLIJTZS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OLIJSTZ,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OLIJSZT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OLIJZTS,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLIJZST,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OLISTJZ,X,O,X,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
OLISTZJ,O,O,O,O,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OLISJTZ,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OLISJZT,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLISZTJ,X,X,O,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X
OLISZJT,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
OLIZTJS,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OLIZTSJ,O,O,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
OLIZJTS,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLIZJST,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLIZSTJ,X,X,X,X,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X
OLIZSJT,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
OLJTISZ,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OLJTIZS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OLJTSIZ,O,O,X,O,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,O
OLJTSZI,O,O,O,O,X,O,X,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X
OLJTZIS,O,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X
OLJTZSI,O,O,X,O,O,X,X,O,X,O,X,X,O,O,X,X,O,X,X,X,X,X
OLJITSZ,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OLJITZS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OLJISTZ,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OLJISZT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OLJIZTS,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLJIZST,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OLJSTIZ,O,O,X,O,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,O
OLJSTZI,O,O,O,O,X,O,X,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X
OLJSITZ,O,O,X,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O
OLJSIZT,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OLJSZTI,O,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OLJSZIT,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OLJZTIS,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
OLJZTSI,O,O,X,O,O,X,X,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X
OLJZITS,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLJZIST,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OLJZSTI,O,X,X,O,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
OLJZSIT,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OLSTIJZ,X,O,X,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
OLSTIZJ,O,O,O,O,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OLSTJIZ,X,O,X,O,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
OLSTJZI,X,O,O,O,X,O,X,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X
OLSTZIJ,O,O,O,O,O,O,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X
OLSTZJI,O,O,O,O,O,O,X,X,O,O,X,X,O,O,X,X,O,X,X,X,X,X
OLSITJZ,X,O,X,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
OLSITZJ,O,O,O,O,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OLSIJTZ,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
OLSIJZT,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OLSIZTJ,X,X,O,X,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X
OLSIZJT,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
OLSJTIZ,O,O,X,O,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,O
OLSJTZI,O,O,O,O,X,O,X,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X
OLSJITZ,O,O,X,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O
OLSJIZT,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OLSJZTI,O,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OLSJZIT,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OLSZTIJ,X,X,O,O,O,O,X,X,O,O,X,X,O,O,X,X,X,X,X,O,X,X
OLSZTJI,X,X,O,O,O,O,X,X,O,O,X,X,O,O,X,X,X,X,X,O,X,X
