sequence,v115@7gB8HeB8FeF8EeF8AeF8Jem6IvhFRcBSiBTfB3gB0m?BlqB,v115@7gB8HeB8FeF8EeF8AeF8JeK/IvhFzaBGdBRhB3gB0m?BlqB,v115@7gB8HeB8FeF8EeF8AeF8JeO/IvhFxbBTdBflBlgBqm?B8qB,v115@7gB8HeB8FeF8EeF8AeF8JeO/IvhFibBchBTdBflB5l?B1wB,v115@7gB8HeB8FeF8EeF8AeF8JeO/IvhFTbBSiBflBRrB8q?BlrB,v115@7gB8HeB8FeF8EeF8AeF8JeK/IvhFfgBxbBTdBWmB0m?BlqB,v115@7gB8HeB8FeF8EeF8AeF8JeO/IvhF0bBxcBzfBSmBXn?BlqB,v115@7gB8HeB8FeF8EeF8AeF8JeT6IvhFibBWiBUhBxkBXn?BlqB,v115@7gB8HeB8FeF8EeF8AeF8Je06IvhFxbB2kBzgBCiBXn?BlqB,v115@7gB8HeB8FeF8EeF8AeF8JeT6IvhFlbBGdBxkB0mB/q?BirB,v115@7gB8HeB8FeF8EeF8AeF8Je36IvhFTdBxgB2kBChB0m?BlqB,v115@7gB8HeB8FeF8EeF8AeF8Je06IvhF6gB2kBxhBThBXn?BlqB,v115@7gB8HeB8FeF8EeF8AeF8JeK/IvhFGbBUgBxhBThBXn?BlqB
JZTOLSI,O,O,O,O,X,X,O,X,O,X,X,X,X
JZTOSIL,O,X,X,O,X,X,O,X,O,X,X,X,X
JZTOSLI,O,X,O,O,X,X,O,X,O,X,X,X,X
JZITLSO,X,O,X,X,X,X,X,X,X,O,X,O,X
JZITLOS,X,O,X,X,X,X,X,X,O,O,X,O,X
JZITSLO,X,O,X,X,X,X,X,X,X,O,X,O,X
JZITSOL,X,X,X,X,X,X,X,X,X,O,O,X,X
JZITOLS,X,O,X,X,X,X,X,X,O,O,X,O,X
JZITOSL,X,X,X,X,X,X,X,X,O,O,O,X,X
JZILTSO,X,O,X,X,X,X,X,X,X,O,X,O,X
JZILTOS,X,O,O,X,X,X,X,X,O,O,X,O,X
JZILSTO,X,X,O,X,O,X,X,X,X,O,X,O,X
JZILSOT,X,O,O,X,O,X,X,X,X,O,X,X,X
JZILOTS,X,O,O,X,X,X,X,X,X,O,X,O,X
JZILOST,X,O,O,X,X,X,X,X,X,O,X,X,X
JZISTLO,X,X,X,X,O,X,X,X,X,O,X,X,X
JZISTOL,X,X,X,X,O,X,X,X,X,O,X,X,X
JZISLTO,X,X,O,X,O,X,X,X,X,O,X,O,X
JZISLOT,X,O,O,X,O,X,X,X,X,O,X,X,X
JZISOTL,X,X,X,X,O,X,X,X,X,O,O,X,X
JZISOLT,X,X,O,X,O,X,X,X,X,O,O,X,X
JZIOTLS,X,X,X,X,X,X,X,X,X,O,X,X,X
JZIOTSL,X,X,X,X,X,X,X,X,X,O,O,X,X
JZIOLTS,X,O,O,X,X,X,X,X,X,O,X,O,X
JZIOLST,X,O,O,X,X,X,X,X,X,O,X,X,X
JZIOSTL,X,X,X,X,X,X,X,X,X,O,O,X,X
JZIOSLT,X,X,O,X,X,X,X,X,X,O,O,X,X
JZLTISO,O,O,X,X,X,X,X,X,X,X,X,O,X
JZLTIOS,O,O,O,X,X,X,X,X,O,X,X,O,X
JZLTSIO,O,O,O,X,X,X,X,X,X,X,X,O,X
JZLTSOI,O,O,O,X,X,X,X,X,O,X,X,X,X
JZLTOIS,O,O,O,X,X,X,X,X,O,X,X,O,X
JZLTOSI,O,O,O,X,X,X,X,X,O,X,X,X,X
JZLITSO,O,O,X,X,X,X,X,X,X,O,X,O,X
JZLITOS,O,O,O,X,X,X,X,X,O,O,X,O,X
JZLISTO,O,X,O,X,O,X,X,X,X,O,X,O,X
JZLISOT,O,O,O,X,O,X,X,X,X,O,X,X,X
JZLIOTS,O,O,O,X,X,X,X,X,X,O,X,O,X
JZLIOST,O,O,O,X,X,X,X,X,X,O,X,X,X
JZLSTIO,O,O,O,X,X,X,X,X,X,X,X,O,X
JZLSTOI,X,O,O,X,X,X,X,X,O,X,X,X,X
JZLSITO,O,X,O,X,O,X,X,X,X,X,X,O,X
JZLSIOT,O,O,O,X,O,X,X,X,X,X,X,X,X
JZLSOTI,O,X,O,X,X,X,X,X,X,X,X,X,X
JZLSOIT,O,O,O,X,X,X,X,X,X,X,X,X,X
JZLOTIS,O,O,O,X,X,X,X,X,O,X,X,O,X
JZLOTSI,O,O,O,X,X,X,X,X,O,X,X,X,X
JZLOITS,O,O,O,X,X,X,X,X,X,X,X,O,X
JZLOIST,O,O,O,X,X,X,X,X,X,X,X,X,X
JZLOSTI,O,X,O,X,X,X,X,X,X,X,X,X,X
JZLOSIT,O,O,O,X,X,X,X,X,X,X,X,X,X
JZSTILO,O,O,X,O,X,X,X,X,X,X,X,O,X
JZSTIOL,X,X,X,O,X,X,X,X,X,X,X,X,X
JZSTLIO,O,O,O,O,X,X,X,X,X,X,X,O,X
JZSTLOI,X,O,O,O,X,X,X,X,O,X,X,X,X
JZSTOIL,X,X,X,O,X,X,X,X,O,X,X,X,X
JZSTOLI,X,X,O,O,X,X,X,X,O,X,X,X,X
JZSITLO,O,X,X,O,O,X,X,X,X,O,X,X,X
JZSITOL,X,X,X,O,O,X,X,X,X,O,X,X,X
JZSILTO,O,X,O,X,O,X,X,X,X,O,X,O,X
JZSILOT,O,O,O,X,O,X,X,X,X,O,X,X,X
JZSIOTL,O,X,X,O,O,X,X,X,X,O,X,X,X
JZSIOLT,O,X,O,X,O,X,X,X,X,O,X,X,X
JZSLTIO,O,O,O,X,X,X,X,X,X,X,X,O,X
JZSLTOI,X,O,O,X,X,X,X,X,O,X,X,X,X
JZSLITO,O,X,O,X,O,X,X,X,X,X,X,O,X
JZSLIOT,O,O,O,X,O,X,X,X,X,X,X,X,X
JZSLOTI,O,X,O,X,X,X,X,X,X,X,X,X,X
JZSLOIT,O,O,O,X,X,X,X,X,X,X,X,X,X
JZSOTIL,O,X,X,O,X,X,X,X,X,X,X,X,X
JZSOTLI,O,X,O,O,X,X,X,X,X,X,X,X,X
JZSOITL,O,X,X,O,X,X,X,X,X,X,X,X,X
JZSOILT,O,X,O,X,X,X,X,X,X,X,X,X,X
JZSOLTI,O,X,O,X,X,X,X,X,X,X,X,X,X
JZSOLIT,O,X,O,X,X,X,X,X,X,X,X,X,X
JZOTILS,O,O,X,X,X,X,O,X,O,X,X,O,X
JZOTISL,X,X,X,O,X,X,O,X,O,X,O,X,X
JZOTLIS,O,O,O,X,X,X,O,X,O,X,X,O,X
JZOTLSI,O,O,O,O,X,X,O,X,O,X,X,X,X
JZOTSIL,O,X,X,O,X,X,O,X,O,X,X,X,X
JZOTSLI,O,X,O,O,X,X,O,X,O,X,X,X,X
JZOITLS,X,X,X,X,X,X,X,X,X,O,X,X,X
JZOITSL,X,X,X,X,X,X,X,X,X,O,O,X,X
JZOILTS,O,O,O,X,X,X,X,X,X,O,X,O,X
JZOILST,O,O,O,X,X,X,X,X,X,O,X,X,X
JZOISTL,X,X,X,X,X,X,X,X,X,O,O,X,X
JZOISLT,X,X,O,X,X,X,X,X,X,O,O,X,X
JZOLTIS,O,O,O,X,X,X,X,X,O,X,X,O,X
JZOLTSI,O,O,O,X,X,X,X,X,O,X,X,X,X
JZOLITS,O,O,O,X,X,X,X,X,X,X,X,O,X
JZOLIST,O,O,O,X,X,X,X,X,X,X,X,X,X
JZOLSTI,O,X,O,X,X,X,X,X,X,X,X,X,X
JZOLSIT,O,O,O,X,X,X,X,X,X,X,X,X,X
JZOSTIL,O,X,X,O,X,X,X,X,X,X,X,X,X
JZOSTLI,O,X,O,O,X,X,X,X,X,X,X,X,X
JZOSITL,O,X,X,O,X,X,X,X,X,X,X,X,X
JZOSILT,O,X,O,X,X,X,X,X,X,X,X,X,X
JZOSLTI,O,X,O,X,X,X,X,X,X,X,X,X,X
JZOSLIT,O,X,O,X,X,X,X,X,X,X,X,X,X
JOTILSZ,O,O,X,X,X,O,O,X,O,X,X,X,X
JOTILZS,O,O,X,X,X,X,O,X,O,X,X,O,X
JOTISLZ,O,X,X,O,X,X,X,X,O,X,X,X,X
JOTISZL,O,X,X,O,X,X,X,X,O,X,X,X,X
JOTIZLS,O,X,X,X,X,X,O,X,O,X,X,O,X
JOTIZSL,X,X,X,O,X,X,O,X,O,X,X,X,X
JOTLISZ,O,O,O,X,X,O,O,X,O,X,X,X,X
JOTLIZS,O,O,O,X,X,X,O,X,O,X,X,O,X
JOTLSIZ,O,O,O,O,X,O,O,X,O,X,X,X,X
JOTLSZI,O,X,O,O,X,O,O,X,O,X,X,X,X
JOTLZIS,O,O,O,X,X,X,O,X,O,X,X,O,X
JOTLZSI,O,X,O,O,X,O,O,X,O,X,X,X,X
JOTSILZ,O,X,X,O,X,X,X,X,O,X,X,X,X
JOTSIZL,O,X,X,O,X,X,X,X,O,X,X,X,X
JOTSLIZ,O,X,O,O,X,O,O,X,O,X,X,X,X
JOTSLZI,O,X,O,O,X,O,O,X,O,X,X,X,X
JOTSZIL,O,X,X,O,X,X,O,X,O,X,X,X,X
JOTSZLI,O,X,O,O,X,X,O,X,O,X,X,X,X
JOTZILS,O,X,X,X,X,X,O,O,O,X,X,O,X
JOTZISL,X,X,X,O,X,X,O,O,O,X,X,X,X
JOTZLIS,O,X,O,X,X,X,O,O,O,X,X,O,X
JOTZLSI,O,X,O,O,X,O,O,X,O,X,X,X,X
JOTZSIL,O,X,X,O,X,X,O,X,O,X,X,X,X
JOTZSLI,O,X,O,O,X,X,O,X,O,X,X,X,X
JOITLSZ,O,O,X,X,X,X,O,X,X,X,X,X,X
JOITLZS,O,O,X,X,X,X,O,X,X,X,X,X,X
JOITSLZ,O,X,X,O,X,X,X,X,X,X,X,X,X
JOITSZL,O,X,X,O,X,X,X,X,X,X,X,X,X
JOITZLS,O,X,X,X,X,X,O,X,X,O,X,X,X
JOITZSL,X,X,X,O,X,X,O,X,X,O,X,X,X
JOILTSZ,O,O,O,X,X,X,X,X,X,X,X,X,X
JOILTZS,O,O,O,X,X,X,X,X,X,X,X,X,X
JOILSTZ,O,O,O,X,X,X,X,X,X,X,X,X,X
JOILSZT,O,O,O,X,O,X,X,X,X,X,X,X,X
JOILZTS,O,O,O,X,X,X,X,X,X,O,X,X,X
JOILZST,O,O,O,X,X,X,X,X,X,O,X,X,X
JOISTLZ,X,X,X,O,X,X,X,X,X,X,X,X,X
JOISTZL,X,X,X,O,X,X,X,X,X,X,X,X,X
JOISLTZ,X,X,O,O,X,X,X,X,X,X,X,X,X
JOISLZT,X,X,O,X,O,X,X,X,X,X,X,X,X
JOISZTL,X,X,X,O,O,X,X,X,X,O,X,X,X
JOISZLT,X,X,O,X,O,X,X,X,X,O,X,X,X
JOIZTLS,X,X,X,X,X,X,X,X,X,O,X,X,X
JOIZTSL,X,X,X,X,X,X,X,X,X,O,X,X,X
JOIZLTS,O,O,O,X,X,X,X,X,X,O,X,O,X
JOIZLST,O,O,O,X,X,X,X,X,X,O,X,X,X
JOIZSTL,X,X,X,X,X,X,X,X,X,O,X,X,X
JOIZSLT,X,X,O,X,X,X,X,X,X,O,X,X,X
JOLTISZ,O,O,O,X,X,O,O,X,O,X,X,X,X
JOLTIZS,O,O,O,X,X,X,O,X,O,X,X,X,X
JOLTSIZ,O,O,O,O,X,O,O,X,O,X,X,X,X
JOLTSZI,O,X,O,O,X,O,O,X,O,X,X,X,X
JOLTZIS,O,O,O,X,X,X,O,X,O,X,X,X,X
JOLTZSI,O,X,O,O,X,O,O,X,O,X,X,X,X
JOLITSZ,O,O,O,X,X,X,X,X,X,X,X,X,X
JOLITZS,O,O,O,X,X,X,X,X,X,X,X,X,X
JOLISTZ,O,O,O,X,X,X,X,X,X,X,X,X,X
JOLISZT,O,O,O,X,O,X,X,X,X,X,X,X,X
JOLIZTS,O,O,O,X,X,X,X,X,X,X,X,X,X
JOLIZST,O,O,O,X,X,X,X,X,X,X,X,X,X
JOLSTIZ,O,O,O,O,X,O,X,X,X,X,X,X,X
JOLSTZI,O,X,O,O,X,O,X,X,X,X,X,X,X
JOLSITZ,O,O,O,O,X,O,X,X,X,X,X,X,X
JOLSIZT,O,O,O,X,O,X,X,X,X,X,X,X,X
JOLSZTI,X,X,O,X,X,X,X,X,X,X,X,X,X
JOLSZIT,O,O,O,X,X,X,X,X,X,X,X,X,X
JOLZTIS,O,O,O,X,X,X,X,X,O,X,X,X,X
JOLZTSI,O,O,O,X,X,X,X,X,O,X,X,X,X
JOLZITS,O,O,O,X,X,X,X,X,X,X,X,X,X
JOLZIST,O,O,O,X,X,X,X,X,X,X,X,X,X
JOLZSTI,O,X,O,X,X,X,X,X,X,X,X,X,X
JOLZSIT,O,O,O,X,X,X,X,X,X,X,X,X,X
JOSTILZ,O,X,X,O,X,X,X,X,X,X,X,X,X
JOSTIZL,O,X,X,O,X,X,X,X,X,X,X,X,X
JOSTLIZ,O,X,O,O,X,X,O,X,X,X,X,X,X
JOSTLZI,O,X,O,O,X,X,O,X,X,X,X,X,X
JOSTZIL,O,X,X,O,X,X,O,X,X,X,X,X,X
JOSTZLI,O,X,O,O,X,X,O,X,X,X,X,X,X
JOSITLZ,X,X,X,O,X,X,X,X,X,X,X,X,X
JOSITZL,X,X,X,O,X,X,X,X,X,X,X,X,X
JOSILTZ,X,X,O,O,X,X,X,X,X,X,X,X,X
JOSILZT,X,X,O,X,O,X,X,X,X,X,X,X,X
JOSIZTL,X,X,X,O,O,X,X,X,X,X,X,X,X
JOSIZLT,X,X,O,X,O,X,X,X,X,X,X,X,X
JOSLTIZ,O,X,O,O,X,X,X,X,X,X,X,X,X
JOSLTZI,O,X,O,O,X,X,X,X,X,X,X,X,X
JOSLITZ,O,X,O,O,X,X,X,X,X,X,X,X,X
JOSLIZT,O,X,O,X,O,X,X,X,X,X,X,X,X
JOSLZTI,X,X,O,X,X,X,X,X,X,X,X,X,X
JOSLZIT,O,X,O,X,X,X,X,X,X,X,X,X,X
JOSZTIL,X,X,X,O,X,X,X,X,X,X,X,X,X
JOSZTLI,X,X,O,O,X,X,X,X,X,X,X,X,X
JOSZITL,X,X,X,O,X,X,X,X,X,X,X,X,X
JOSZILT,X,X,O,X,X,X,X,X,X,X,X,X,X
JOSZLTI,X,X,O,X,X,X,X,X,X,X,X,X,X
JOSZLIT,O,X,O,X,X,X,X,X,X,X,X,X,X
JOZTILS,O,O,X,X,X,X,O,X,O,X,X,O,X
JOZTISL,X,X,X,O,X,X,O,X,O,X,O,X,X
JOZTLIS,O,O,O,X,X,X,O,X,O,X,X,O,X
JOZTLSI,O,O,O,O,X,X,O,X,O,X,X,X,X
JOZTSIL,O,X,X,O,X,X,O,X,O,X,X,X,X
JOZTSLI,O,X,O,O,X,X,O,X,O,X,X,X,X
JOZITLS,X,X,X,X,X,X,X,X,X,O,X,X,X
JOZITSL,X,X,X,X,X,X,X,X,X,O,O,X,X
JOZILTS,O,O,O,X,X,X,X,X,X,O,X,O,X
JOZILST,O,O,O,X,X,X,X,X,X,O,X,X,X
JOZISTL,X,X,X,X,X,X,X,X,X,O,O,X,X
JOZISLT,X,X,O,X,X,X,X,X,X,O,O,X,X
JOZLTIS,O,O,O,X,X,X,X,X,O,X,X,O,X
JOZLTSI,O,O,O,X,X,X,X,X,O,X,X,X,X
JOZLITS,O,O,O,X,X,X,X,X,X,X,X,O,X
JOZLIST,O,O,O,X,X,X,X,X,X,X,X,X,X
JOZLSTI,O,X,O,X,X,X,X,X,X,X,X,X,X
JOZLSIT,O,O,O,X,X,X,X,X,X,X,X,X,X
JOZSTIL,O,X,X,O,X,X,X,X,X,X,X,X,X
JOZSTLI,O,X,O,O,X,X,X,X,X,X,X,X,X
JOZSITL,O,X,X,O,X,X,X,X,X,X,X,X,X
JOZSILT,O,X,O,X,X,X,X,X,X,X,X,X,X
JOZSLTI,O,X,O,X,X,X,X,X,X,X,X,X,X
JOZSLIT,O,X,O,X,X,X,X,X,X,X,X,X,X
STILJZO,O,X,X,O,O,X,X,X,X,X,X,O,X
STILJOZ,O,O,X,O,X,X,X,X,X,X,X,X,X
STILZJO,O,X,X,O,O,X,X,O,X,X,X,X,O
STILZOJ,O,X,X,O,O,X,X,O,X,X,X,X,X
STILOJZ,O,O,X,O,X,X,X,X,X,X,X,X,X
STILOZJ,O,X,X,O,X,X,X,O,X,X,X,X,X
STIJLZO,O,X,X,O,O,X,X,X,X,X,X,O,X
STIJLOZ,O,O,X,O,X,X,X,X,X,X,X,X,X
STIJZLO,O,X,X,O,O,X,X,X,X,X,X,O,X
STIJZOL,O,X,X,O,O,X,X,X,X,X,X,X,X
STIJOLZ,O,X,X,O,X,X,X,X,X,X,X,X,X
STIJOZL,O,X,X,O,X,X,X,X,X,X,X,X,X
STIZLJO,O,X,X,O,O,X,X,O,X,X,X,X,X
STIZLOJ,O,X,X,O,O,X,X,O,X,X,X,X,X
STIZJLO,O,X,X,O,O,X,X,O,X,X,X,X,X
STIZJOL,O,X,X,O,O,X,X,O,X,X,X,X,X
STIZOLJ,O,X,X,O,O,X,X,O,X,X,X,X,X
STIZOJL,O,X,X,O,O,X,X,O,X,X,X,X,X
STIOLJZ,O,X,X,O,X,X,X,X,X,X,X,X,X
STIOLZJ,O,X,X,O,X,X,X,O,X,X,X,X,X
STIOJLZ,O,X,X,O,X,X,X,X,X,X,X,X,X
STIOJZL,O,X,X,O,X,X,X,X,X,X,X,X,X
STIOZLJ,O,X,X,O,X,X,X,O,X,X,X,X,X
STIOZJL,O,X,X,O,X,X,X,O,X,X,X,X,X
STLIJZO,O,X,X,O,O,O,O,X,X,X,X,O,X
STLIJOZ,O,O,O,O,X,O,X,X,X,X,X,X,X
STLIZJO,O,X,X,O,O,X,O,X,X,X,X,X,O
STLIZOJ,O,X,X,O,O,O,O,X,X,X,X,X,X
STLIOJZ,O,O,O,O,X,O,O,X,O,X,X,X,X
STLIOZJ,O,X,X,O,X,O,O,X,X,X,X,X,X
STLJIZO,O,X,X,O,O,O,O,X,X,X,X,O,X
STLJIOZ,O,O,O,O,X,O,X,X,X,X,X,X,X
STLJZIO,O,X,O,O,X,O,O,X,X,X,X,O,X
STLJZOI,O,X,O,O,X,O,X,X,O,X,X,X,X
STLJOIZ,O,O,O,O,X,O,X,X,O,X,X,X,X
STLJOZI,O,X,O,O,X,O,X,X,O,X,X,X,X
STLZIJO,O,O,O,O,X,X,O,X,X,X,X,X,O
STLZIOJ,O,O,O,O,X,O,O,X,X,X,X,X,X
STLZJIO,O,O,O,O,X,O,O,X,X,X,X,X,O
STLZJOI,O,O,O,O,X,O,X,X,X,X,X,X,X
STLZOIJ,O,O,O,O,X,O,O,X,X,X,X,X,X
STLZOJI,O,O,O,O,X,O,O,X,X,X,X,X,X
STLOIJZ,O,O,O,O,X,O,O,X,O,X,X,X,X
STLOIZJ,O,X,X,O,X,O,O,X,X,X,X,X,X
STLOJIZ,O,O,O,O,X,O,O,X,O,X,X,X,X
STLOJZI,O,X,O,O,X,O,O,X,O,X,X,X,X
STLOZIJ,O,O,O,O,X,O,O,X,X,X,X,X,X
STLOZJI,O,O,O,O,X,O,O,X,X,X,X,X,X
STJILZO,O,X,X,O,O,X,X,X,X,X,X,O,X
STJILOZ,O,O,X,O,X,X,X,X,X,X,X,X,X
STJIZLO,O,X,X,O,O,X,X,X,X,X,X,O,X
STJIZOL,O,X,X,O,O,X,X,X,X,X,X,X,X
STJIOLZ,O,X,X,O,X,X,X,X,X,X,X,X,X
STJIOZL,O,X,X,O,X,X,X,X,X,X,X,X,X
STJLIZO,O,X,X,O,O,O,O,X,X,X,X,O,X
STJLIOZ,O,O,O,O,X,O,X,X,X,X,X,X,X
STJLZIO,O,X,O,O,X,O,O,X,X,X,X,O,X
STJLZOI,O,X,O,O,X,O,X,X,O,X,X,X,X
STJLOIZ,O,O,O,O,X,O,X,X,O,X,X,X,X
STJLOZI,O,X,O,O,X,O,X,X,O,X,X,X,X
STJZILO,O,X,X,O,X,X,X,O,X,X,X,O,X
STJZIOL,O,X,X,O,X,X,X,O,X,X,X,X,X
STJZLIO,O,X,O,O,X,X,X,O,X,X,X,O,X
STJZLOI,O,X,O,O,X,X,X,X,O,X,X,X,X
STJZOIL,O,X,X,O,X,X,X,X,O,X,X,X,X
STJZOLI,O,X,O,O,X,X,X,X,O,X,X,X,X
STJOILZ,O,X,X,O,X,X,X,X,O,X,X,X,X
STJOIZL,O,X,X,O,X,X,X,X,O,X,X,X,X
STJOLIZ,O,X,O,O,X,O,O,X,O,X,X,X,X
STJOLZI,O,X,O,O,X,O,O,X,O,X,X,X,X
STJOZIL,O,X,X,O,X,X,O,X,O,X,X,X,X
STJOZLI,O,X,O,O,X,X,O,X,O,X,X,X,X
STZILJO,O,O,X,O,X,X,X,O,X,X,X,X,X
STZILOJ,O,O,X,O,X,X,X,O,X,X,O,X,X
STZIJLO,O,O,X,O,X,X,X,O,X,X,X,X,X
STZIJOL,O,X,X,O,X,X,X,O,X,X,O,X,X
STZIOLJ,O,X,X,O,X,X,X,O,X,X,O,X,X
STZIOJL,O,X,X,O,X,X,X,O,X,X,O,X,X
STZLIJO,O,O,O,O,X,X,X,O,X,X,X,X,X
STZLIOJ,O,O,O,O,X,X,X,O,X,X,X,X,X
STZLJIO,O,O,O,O,X,X,X,O,X,X,X,X,X
STZLJOI,O,O,O,O,X,X,X,X,X,X,X,X,X
STZLOIJ,O,O,O,O,X,X,X,X,X,X,X,X,X
STZLOJI,O,O,O,O,X,X,X,X,X,X,X,X,X
STZJILO,O,O,X,O,X,X,X,O,X,X,X,X,X
STZJIOL,O,X,X,O,X,X,X,O,X,X,X,X,X
STZJLIO,O,O,O,O,X,X,X,O,X,X,X,X,X
STZJLOI,O,O,O,O,X,X,X,X,X,X,X,X,X
STZJOIL,O,X,X,O,X,X,X,X,X,X,X,X,X
STZJOLI,O,X,O,O,X,X,X,X,X,X,X,X,X
STZOILJ,O,X,X,O,X,X,X,X,X,X,O,X,X
STZOIJL,O,X,X,O,X,X,X,X,X,X,O,X,X
STZOLIJ,O,X,O,O,X,X,X,X,X,X,X,X,X
STZOLJI,O,X,O,O,X,X,X,X,X,X,X,X,X
STZOJIL,O,X,X,O,X,X,X,X,X,X,X,X,X
STZOJLI,O,X,O,O,X,X,X,X,X,X,X,X,X
STOILJZ,O,X,X,O,X,X,X,X,O,X,X,X,X
STOILZJ,O,X,X,O,X,X,X,X,X,X,X,X,X
STOIJLZ,O,X,X,O,X,X,X,X,O,X,X,X,X
STOIJZL,O,X,X,O,X,X,X,X,O,X,X,X,X
STOIZLJ,O,X,X,O,X,X,X,X,X,X,X,X,X
STOIZJL,O,X,X,O,X,X,X,X,X,X,X,X,X
STOLIJZ,O,X,O,O,X,O,O,X,O,X,X,X,X
STOLIZJ,O,X,X,O,X,O,O,X,X,X,X,X,X
STOLJIZ,O,X,O,O,X,O,O,X,O,X,X,X,X
STOLJZI,O,X,O,O,X,O,O,X,O,X,X,X,X
STOLZIJ,O,X,O,O,X,O,O,X,X,X,X,X,X
STOLZJI,O,X,O,O,X,O,O,X,X,X,X,X,X
STOJILZ,O,X,X,O,X,X,X,X,O,X,X,X,X
STOJIZL,O,X,X,O,X,X,X,X,O,X,X,X,X
STOJLIZ,O,X,O,O,X,O,O,X,O,X,X,X,X
STOJLZI,O,X,O,O,X,O,O,X,O,X,X,X,X
STOJZIL,O,X,X,O,X,X,O,X,O,X,X,X,X
STOJZLI,O,X,O,O,X,X,O,X,O,X,X,X,X
STOZILJ,O,X,X,O,X,X,X,X,X,X,X,X,X
STOZIJL,O,X,X,O,X,X,O,X,X,X,X,X,X
STOZLIJ,O,X,O,O,X,X,O,X,X,X,X,X,X
STOZLJI,O,X,O,O,X,X,O,X,X,X,X,X,X
STOZJIL,O,X,X,O,X,X,O,X,X,X,X,X,X
STOZJLI,O,X,O,O,X,X,O,X,X,X,X,X,X
SITLJZO,X,X,X,O,O,X,X,X,X,X,X,O,X
SITLJOZ,X,O,X,O,X,X,X,X,X,X,X,X,X
SITLZJO,X,X,X,O,O,X,X,O,X,X,X,X,O
SITLZOJ,X,X,X,O,O,X,X,O,X,X,X,X,X
SITLOJZ,X,O,X,O,X,X,X,X,X,X,X,X,X
SITLOZJ,X,X,X,O,X,X,X,O,X,X,X,X,X
SITJLZO,X,X,X,O,O,X,X,X,X,X,X,O,X
SITJLOZ,X,O,X,O,X,X,X,X,X,X,X,X,X
SITJZLO,X,X,X,O,O,X,X,X,X,X,X,O,X
SITJZOL,X,X,X,O,O,X,X,X,X,X,X,X,X
SITJOLZ,X,X,X,O,X,X,X,X,X,X,X,X,X
SITJOZL,X,X,X,O,X,X,X,X,X,X,X,X,X
SITZLJO,X,X,X,O,O,X,X,O,X,X,X,X,X
SITZLOJ,X,X,X,O,O,X,X,O,X,X,X,X,X
SITZJLO,X,X,X,O,O,X,X,O,X,X,X,X,X
SITZJOL,X,X,X,O,O,X,X,O,X,X,X,X,X
SITZOLJ,X,X,X,O,O,X,X,O,X,X,X,X,X
SITZOJL,X,X,X,O,O,X,X,O,X,X,X,X,X
SITOLJZ,X,X,X,O,X,X,X,X,X,X,X,X,X
SITOLZJ,X,X,X,O,X,X,X,O,X,X,X,X,X
SITOJLZ,X,X,X,O,X,X,X,X,X,X,X,X,X
SITOJZL,X,X,X,O,X,X,X,X,X,X,X,X,X
SITOZLJ,X,X,X,O,X,X,X,O,X,X,X,X,X
SITOZJL,X,X,X,O,X,X,X,O,X,X,X,X,X
SILTJZO,X,X,X,O,O,X,X,X,X,X,X,X,X
SILTJOZ,X,X,O,O,X,X,X,X,X,X,X,X,X
SILTZJO,X,X,X,O,O,X,X,O,X,X,X,X,O
SILTZOJ,X,X,X,O,O,X,X,O,X,X,X,X,X
SILTOJZ,X,X,O,O,X,X,X,X,X,X,X,X,X
SILTOZJ,X,X,X,O,X,X,X,O,X,X,X,X,X
SILJTZO,X,X,X,O,O,X,X,X,X,X,X,X,X
SILJTOZ,X,X,O,O,X,X,X,X,X,X,X,X,X
SILJZTO,X,X,O,X,O,X,X,X,X,X,X,X,X
SILJZOT,X,X,O,X,O,X,X,X,X,X,X,X,X
SILJOTZ,X,O,O,O,X,X,X,X,X,X,X,X,X
SILJOZT,X,O,O,X,O,X,X,X,X,X,X,X,X
SILZTJO,X,X,O,X,O,X,X,X,X,X,X,X,X
SILZTOJ,X,X,O,X,O,X,X,X,X,X,X,X,X
SILZJTO,X,X,O,X,O,X,X,X,X,X,X,X,O
SILZJOT,X,X,O,X,O,X,X,O,X,X,X,X,X
SILZOTJ,X,X,O,X,O,X,X,X,X,X,X,X,X
SILZOJT,X,X,O,X,O,X,X,O,X,X,X,X,X
SILOTJZ,X,X,O,O,X,X,X,X,X,X,X,X,X
SILOTZJ,X,X,X,O,X,X,X,O,X,X,X,X,X
SILOJTZ,X,O,O,O,X,X,X,X,X,X,X,X,X
SILOJZT,X,O,O,X,O,X,X,X,X,X,X,X,X
SILOZTJ,X,X,O,X,O,X,X,X,X,X,X,X,X
SILOZJT,X,X,O,X,O,X,X,O,X,X,X,X,X
SIJTLZO,X,X,X,O,O,X,X,X,X,X,X,X,X
SIJTLOZ,X,O,X,O,X,X,X,X,X,X,X,X,X
SIJTZLO,X,X,X,O,O,X,X,X,X,X,X,X,X
SIJTZOL,X,X,X,O,O,X,X,X,X,X,X,X,X
SIJTOLZ,X,X,X,O,X,X,X,X,X,X,X,X,X
SIJTOZL,X,X,X,O,X,X,X,X,X,X,X,X,X
SIJLTZO,X,X,X,O,O,X,X,X,X,X,X,X,X
SIJLTOZ,X,X,O,O,X,X,X,X,X,X,X,X,X
SIJLZTO,X,X,O,X,O,X,X,X,X,X,X,X,X
SIJLZOT,X,X,O,X,O,X,X,X,X,X,X,X,X
SIJLOTZ,X,O,O,O,X,X,X,X,X,X,X,X,X
