sequence,v115@6gC8IeB8GeC8DeH8AeF8JeT6IvhFxbByhB8kBWmB3i?BlqB,v115@6gC8IeB8GeC8DeH8AeF8Je2/IvhFRbBzcBUhB3iBCl?BlqB,v115@6gC8IeB8GeC8DeH8AeF8Jex6IvhFOhB8hB6kBTgB3i?BlqB,v115@6gC8IeB8GeC8DeH8AeF8JeT6IvhFxbB8hBmgB3iBCl?BlqB,v115@6gC8IeB8GeC8DeH8AeF8Jex6IvhFygBzcB0fB3iBFm?BGqB,v115@6gC8IeB8GeC8DeH8AeF8Jex6IvhFmcB6kBcmB3iBTl?BlqB,v115@6gC8IeB8GeC8DeH8AeF8JeT6IvhFlbB2iBClBxmBcm?B/qB,v115@6gC8IeB8GeC8DeH8AeF8JeT6IvhFygBRiBXgBUiBFm?BGqB,v115@6gC8IeB8GeC8DeH8AeF8Je//IvhFagBzbBRiBUiBFm?BGqB,v115@6gC8IeB8GeC8DeH8AeF8Jem6IvhFzbB6kBRiBUiB/q?BFrB,v115@6gC8IeB8GeC8DeH8AeF8Jei6IvhFzbBukBRiBUiB/q?BFrB,v115@6gC8IeB8GeC8DeH8AeF8Jex7IvhF8hBmfBzgB3iB6k?BlqB,v115@6gC8IeB8GeC8DeH8AeF8JeT6IvhFxbB8hBVlBamB3i?BGqB,v115@6gC8IeB8GeC8DeH8AeF8JeOBJvhF8hBxfB3iB6kBTg?BlqB
LIJOSZT,X,O,X,O,X,O,O,X,X,X,X,X,X,X
LIJOZTS,X,O,X,O,X,O,O,X,X,X,X,X,X,X
LIJOZST,X,O,X,O,X,O,O,X,X,X,X,X,X,X
LISTJZO,X,X,O,X,X,O,O,X,O,O,O,X,X,X
LISTJOZ,X,X,O,X,X,O,O,X,O,O,O,X,X,X
LISTZJO,X,X,O,X,X,O,O,X,X,O,X,X,X,O
LISTZOJ,X,X,O,X,X,X,O,X,O,O,X,X,X,X
LISTOJZ,X,X,O,X,X,O,O,X,O,O,O,X,X,X
LISTOZJ,X,X,O,X,X,O,O,X,O,O,X,X,X,X
LISJTZO,X,O,O,X,X,O,O,X,O,O,O,X,X,X
LISJTOZ,X,O,O,X,X,O,O,X,O,O,O,X,X,X
LISJZTO,X,O,O,O,X,O,O,X,O,O,O,X,X,X
LISJZOT,X,O,O,O,X,O,O,X,X,X,X,X,X,X
LISJOTZ,X,O,X,X,X,O,O,X,O,O,O,X,X,X
LISJOZT,X,O,X,O,X,O,O,X,X,X,X,X,X,X
LISZTJO,X,O,O,O,X,O,O,X,X,O,X,X,X,X
LISZTOJ,X,O,O,O,X,X,O,X,O,O,X,X,X,X
LISZJTO,X,O,O,O,X,O,O,X,O,O,X,X,X,O
LISZJOT,X,O,O,O,X,O,O,X,X,X,X,X,X,O
LISZOTJ,X,O,X,O,X,O,O,X,X,X,X,X,X,X
LISZOJT,X,O,O,O,X,O,O,X,X,X,X,X,X,X
LISOTJZ,X,X,O,X,X,O,O,X,O,O,X,X,X,X
LISOTZJ,X,X,O,X,X,O,O,X,O,O,X,X,X,X
LISOJTZ,X,O,X,X,X,O,O,X,O,O,X,X,X,X
LISOJZT,X,O,X,O,X,O,O,X,X,X,X,X,X,X
LISOZTJ,X,X,X,O,X,O,O,X,X,X,X,X,X,X
LISOZJT,X,X,O,O,X,O,O,X,X,X,X,X,X,X
LIZTJSO,X,O,O,X,X,O,O,X,X,X,X,X,X,X
LIZTJOS,X,O,O,O,X,O,O,X,X,X,X,X,X,X
LIZTSJO,X,O,O,X,X,X,O,X,X,X,X,X,X,X
LIZTSOJ,X,O,O,X,X,X,O,X,X,X,X,X,X,X
LIZTOJS,X,O,O,O,X,X,O,X,X,X,X,X,X,X
LIZTOSJ,X,X,O,O,X,X,O,X,X,X,X,X,X,X
LIZJTSO,X,O,O,X,X,O,O,X,X,X,X,X,X,X
LIZJTOS,X,O,O,O,X,O,O,X,X,X,X,X,X,X
LIZJSTO,X,O,O,X,X,O,O,X,X,O,O,X,X,X
LIZJSOT,X,O,O,O,X,O,O,X,X,X,X,X,X,X
LIZJOTS,X,O,O,O,X,O,O,X,X,X,X,X,X,X
LIZJOST,X,O,O,O,X,O,O,X,X,X,X,X,X,X
LIZSTJO,X,O,O,X,X,O,O,X,X,O,X,X,X,X
LIZSTOJ,X,O,O,X,X,X,O,X,X,O,X,X,X,X
LIZSJTO,X,O,O,X,X,O,O,X,X,O,X,X,X,X
LIZSJOT,X,O,O,O,X,O,O,X,X,X,X,X,X,X
LIZSOTJ,X,O,X,O,X,O,O,X,X,X,X,X,X,X
LIZSOJT,X,O,O,O,X,O,O,X,X,X,X,X,X,X
LIZOTJS,X,O,X,O,X,O,O,X,X,X,X,X,X,X
LIZOTSJ,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LIZOJTS,X,O,O,O,X,O,O,X,X,X,X,X,X,X
LIZOJST,X,O,O,O,X,O,O,X,X,X,X,X,X,X
LIZOSTJ,X,O,X,O,X,O,O,X,X,X,X,X,X,X
LIZOSJT,X,O,X,O,X,O,O,X,X,X,X,X,X,X
LIOTJSZ,X,X,O,X,X,X,O,O,X,X,X,X,X,X
LIOTJZS,X,X,O,X,X,X,O,O,X,X,X,X,X,X
LIOTSJZ,X,X,O,X,X,O,O,O,X,X,X,X,X,X
LIOTSZJ,X,X,O,X,X,O,O,O,X,X,X,X,X,X
LIOTZJS,X,X,O,X,X,O,O,O,X,X,X,X,X,X
LIOTZSJ,X,X,O,X,X,X,O,O,X,X,X,X,X,X
LIOJTSZ,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LIOJTZS,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LIOJSTZ,X,X,X,X,X,O,O,X,X,O,O,X,X,X
LIOJSZT,X,X,X,O,X,O,O,X,X,X,X,X,X,X
LIOJZTS,X,X,X,O,X,O,O,X,X,X,X,X,X,X
LIOJZST,X,X,X,O,X,O,O,X,X,X,X,X,X,X
LIOSTJZ,X,X,O,X,X,O,O,X,X,O,X,X,X,X
LIOSTZJ,X,X,O,X,X,O,O,X,X,O,X,X,X,X
LIOSJTZ,X,X,X,X,X,O,O,X,X,O,X,X,X,X
LIOSJZT,X,X,X,O,X,O,O,X,X,X,X,X,X,X
LIOSZTJ,X,X,X,O,X,O,O,X,X,X,X,X,X,X
LIOSZJT,X,X,O,O,X,O,O,X,X,X,X,X,X,X
LIOZTJS,X,X,X,O,X,O,O,X,X,X,X,X,X,X
LIOZTSJ,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LIOZJTS,X,X,O,O,X,O,O,X,X,X,X,X,X,X
LIOZJST,X,X,O,O,X,O,O,X,X,X,X,X,X,X
LIOZSTJ,X,X,X,O,X,O,O,X,X,X,X,X,X,X
LIOZSJT,X,X,X,O,X,O,O,X,X,X,X,X,X,X
LJTISZO,O,O,O,X,O,X,O,X,O,O,O,X,O,X
LJTISOZ,X,O,O,X,O,X,O,O,O,O,O,X,O,X
LJTIZSO,O,O,O,X,O,X,O,X,X,X,X,X,O,X
LJTIZOS,O,O,O,X,O,X,O,O,X,X,X,X,O,X
LJTIOSZ,X,O,O,X,O,X,O,O,O,X,X,X,O,X
LJTIOZS,O,O,O,X,O,X,O,O,X,X,X,X,O,X
LJTSIZO,O,O,O,X,O,X,X,X,O,O,O,X,O,X
LJTSIOZ,O,O,O,X,O,X,X,O,O,O,O,X,O,X
LJTSZIO,O,O,O,O,O,X,X,X,O,O,O,X,O,X
LJTSZOI,O,O,O,O,O,X,X,X,O,O,O,O,O,X
LJTSOIZ,O,O,O,X,O,X,X,O,O,O,O,X,O,X
LJTSOZI,O,O,O,O,O,X,X,X,O,O,O,O,O,X
LJTZISO,O,O,O,X,O,X,X,X,X,X,X,X,O,X
LJTZIOS,O,O,O,O,O,X,X,O,X,X,X,X,O,X
LJTZSIO,O,O,O,X,O,X,X,X,X,X,X,X,O,X
LJTZSOI,O,O,O,X,O,X,X,X,X,X,X,X,O,X
LJTZOIS,O,O,O,O,O,X,X,O,X,X,X,X,O,X
LJTZOSI,O,O,O,X,O,X,X,X,X,X,X,X,O,X
LJTOISZ,X,O,O,X,O,X,O,O,O,X,X,X,O,X
LJTOIZS,O,O,O,X,O,X,O,O,X,X,X,X,O,X
LJTOSIZ,X,O,O,X,O,X,X,O,O,X,X,X,O,X
LJTOSZI,X,O,O,O,O,X,X,X,O,X,X,O,O,X
LJTOZIS,O,O,O,O,O,X,X,O,X,X,X,X,O,X
LJTOZSI,O,O,O,X,O,X,X,X,X,X,X,X,O,X
LJITSZO,O,O,O,X,X,X,O,X,O,O,O,X,X,X
LJITSOZ,X,O,O,X,X,X,O,O,O,O,O,X,X,X
LJITZSO,O,O,O,X,X,X,O,X,X,X,X,X,X,X
LJITZOS,O,O,O,X,X,X,O,O,X,X,X,X,X,X
LJITOSZ,X,O,O,X,X,X,O,O,O,X,X,X,X,X
LJITOZS,O,O,O,X,X,X,O,O,X,X,X,X,X,X
LJISTZO,O,O,O,X,X,O,O,X,O,O,O,X,X,X
LJISTOZ,X,O,O,X,X,O,O,X,O,O,O,X,X,X
LJISZTO,X,O,O,O,X,O,O,X,O,O,O,X,X,X
LJISZOT,O,O,O,O,X,O,O,X,X,X,X,X,X,X
LJISOTZ,X,O,X,X,X,O,O,X,O,O,O,X,X,X
LJISOZT,X,O,X,O,X,O,O,X,X,X,X,X,X,X
LJIZTSO,O,O,O,X,X,O,O,X,X,X,X,X,X,X
LJIZTOS,O,O,O,O,X,O,O,X,X,X,X,X,X,X
LJIZSTO,X,O,O,X,X,O,O,X,X,O,O,X,X,X
LJIZSOT,O,O,O,O,X,O,O,X,X,X,X,X,X,X
LJIZOTS,O,O,O,O,X,O,O,X,X,X,X,X,X,X
LJIZOST,O,O,O,O,X,O,O,X,X,X,X,X,X,X
LJIOTSZ,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LJIOTZS,O,X,X,X,X,X,O,O,X,X,X,X,X,X
LJIOSTZ,X,O,X,X,X,O,O,X,X,O,O,X,X,X
LJIOSZT,X,O,X,O,X,O,O,X,X,X,X,X,X,X
LJIOZTS,O,O,X,O,X,O,O,X,X,X,X,X,X,X
LJIOZST,O,O,X,O,X,O,O,X,X,X,X,X,X,X
LJSTIZO,O,O,O,X,O,O,X,X,O,O,O,X,O,X
LJSTIOZ,O,O,O,X,O,O,X,X,O,O,O,X,O,X
LJSTZIO,O,O,O,O,O,O,X,X,O,O,O,X,O,X
LJSTZOI,O,O,O,O,O,O,X,X,O,O,O,O,O,X
LJSTOIZ,O,O,O,X,O,O,X,X,O,O,O,X,O,X
LJSTOZI,O,O,O,O,O,X,X,X,O,O,O,O,O,X
LJSITZO,O,O,O,X,X,O,O,X,O,O,O,X,X,X
LJSITOZ,O,O,O,X,X,O,O,X,O,O,O,X,X,X
LJSIZTO,O,O,O,O,X,O,O,X,O,O,O,X,X,X
LJSIZOT,O,O,O,O,X,O,O,X,X,X,X,X,X,X
LJSIOTZ,O,O,X,X,X,O,O,X,O,O,O,X,X,X
LJSIOZT,O,O,X,O,X,O,O,X,X,X,X,X,X,X
LJSZTIO,O,O,O,O,O,O,X,X,O,O,O,X,O,X
LJSZTOI,O,O,O,O,O,O,X,X,O,O,O,O,O,X
LJSZITO,O,O,O,O,O,O,X,X,O,O,O,X,O,X
LJSZIOT,O,O,O,O,O,O,X,X,X,X,X,X,O,X
LJSZOTI,O,O,O,O,O,O,X,X,X,X,X,X,O,X
LJSZOIT,O,O,O,O,O,O,X,X,X,X,X,X,O,X
LJSOTIZ,O,O,X,X,O,O,X,X,O,O,O,X,O,X
LJSOTZI,O,O,X,O,O,X,X,X,O,O,O,X,O,X
LJSOITZ,O,O,X,X,X,O,O,X,O,O,O,X,X,X
LJSOIZT,O,O,X,O,X,O,O,X,X,X,X,X,X,X
LJSOZTI,O,O,X,O,O,O,X,X,X,X,X,X,O,X
LJSOZIT,O,O,X,O,O,O,X,X,X,X,X,X,O,X
LJZTISO,O,O,O,X,O,O,X,X,X,X,X,X,O,X
LJZTIOS,O,O,O,O,O,O,X,X,X,X,X,X,O,X
LJZTSIO,O,O,O,X,O,X,X,X,X,X,X,X,O,X
LJZTSOI,O,O,O,X,O,X,X,X,X,X,X,X,O,X
LJZTOIS,O,O,O,O,O,O,X,X,X,X,X,X,O,X
LJZTOSI,O,X,O,X,O,X,X,X,X,X,X,X,O,X
LJZITSO,O,O,O,X,O,O,O,X,X,X,X,X,X,X
LJZITOS,O,O,O,O,O,O,O,X,X,X,X,X,O,X
LJZISTO,X,O,O,X,O,O,O,X,X,O,O,X,X,X
LJZISOT,O,O,O,O,O,O,O,X,X,X,X,X,X,X
LJZIOTS,O,O,O,O,X,O,O,X,X,X,X,X,O,X
LJZIOST,O,O,O,O,O,O,O,X,X,X,X,X,O,X
LJZSTIO,O,O,O,O,O,X,X,X,X,O,O,X,X,X
LJZSTOI,O,O,O,O,O,X,X,X,X,O,O,X,X,X
LJZSITO,O,O,O,O,O,O,X,X,X,O,O,X,X,X
LJZSIOT,O,O,O,O,O,O,X,X,X,X,X,X,X,X
LJZSOTI,O,O,X,O,O,X,X,X,X,X,X,X,X,X
LJZSOIT,O,O,X,O,O,O,X,X,X,X,X,X,X,X
LJZOTIS,O,O,O,O,X,O,X,X,X,X,X,X,O,X
LJZOTSI,X,X,O,X,X,X,X,X,X,X,X,X,O,X
LJZOITS,O,O,O,O,X,O,O,X,X,X,X,X,O,X
LJZOIST,O,O,O,O,O,O,O,X,X,X,X,X,O,X
LJZOSTI,O,O,X,O,O,X,X,X,X,X,X,X,X,X
LJZOSIT,O,O,X,O,O,O,X,X,X,X,X,X,X,X
LJOTISZ,X,X,X,X,X,X,O,O,X,X,X,X,O,X
LJOTIZS,O,X,X,X,X,X,O,O,X,X,X,X,O,X
LJOTSIZ,X,X,X,X,X,X,X,O,X,X,X,X,O,X
LJOTSZI,X,X,X,O,X,X,X,X,X,X,X,X,O,X
LJOTZIS,O,X,X,O,X,X,X,O,X,X,X,X,O,X
LJOTZSI,O,X,X,X,X,X,X,X,X,X,X,X,O,X
LJOITSZ,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LJOITZS,O,X,X,X,X,X,O,O,X,X,X,X,X,X
LJOISTZ,X,O,X,X,X,O,O,X,X,O,O,X,X,X
LJOISZT,X,O,X,O,X,O,O,X,X,X,X,X,X,X
LJOIZTS,O,O,X,O,X,O,O,X,X,X,X,X,X,X
LJOIZST,O,O,X,O,X,O,O,X,X,X,X,X,X,X
LJOSTIZ,X,O,X,X,X,O,X,X,X,O,O,X,O,X
LJOSTZI,X,O,X,O,X,X,X,X,X,O,O,X,O,X
LJOSITZ,X,O,X,X,X,O,O,X,X,O,O,X,X,X
LJOSIZT,X,O,X,O,X,O,O,X,X,X,X,X,X,X
LJOSZTI,X,O,X,O,X,O,X,X,X,X,X,X,O,X
LJOSZIT,X,O,X,O,X,O,X,X,X,X,X,X,O,X
LJOZTIS,O,O,X,O,X,O,X,X,X,X,X,X,O,X
LJOZTSI,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LJOZITS,O,O,X,O,X,O,O,X,X,X,X,X,O,X
LJOZIST,O,O,X,O,X,O,O,X,X,X,X,X,O,X
LJOZSTI,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LJOZSIT,O,O,X,O,X,O,X,X,X,X,X,X,X,X
LSTIJZO,O,O,O,O,X,O,X,X,O,O,O,X,X,X
LSTIJOZ,O,O,O,O,O,O,X,X,O,O,O,X,X,X
LSTIZJO,O,O,O,O,O,O,X,X,X,O,X,X,X,O
LSTIZOJ,O,O,O,O,O,X,X,X,O,O,X,X,X,X
LSTIOJZ,O,O,O,O,O,O,X,X,O,O,O,X,X,X
LSTIOZJ,O,X,O,O,O,O,X,X,O,O,X,X,X,X
LSTJIZO,O,O,O,O,O,O,X,X,O,O,O,X,X,X
LSTJIOZ,O,O,O,O,O,O,X,X,O,O,O,X,X,X
LSTJZIO,O,O,O,O,O,O,X,X,O,O,O,X,X,X
LSTJZOI,O,O,O,O,O,O,X,X,O,O,O,O,X,X
LSTJOIZ,O,O,O,O,O,O,X,X,O,O,O,X,X,X
LSTJOZI,O,O,O,O,O,X,X,X,O,O,O,O,X,X
LSTZIJO,O,O,O,O,O,O,X,X,X,O,X,X,X,O
LSTZIOJ,O,O,O,O,O,X,X,X,O,O,X,X,X,X
LSTZJIO,O,O,O,O,O,O,X,X,X,O,X,X,X,O
LSTZJOI,O,O,O,O,O,O,X,X,X,O,X,O,X,X
LSTZOIJ,O,O,O,O,O,O,X,X,O,O,X,O,X,X
LSTZOJI,O,O,O,O,O,O,X,X,X,O,X,O,X,X
LSTOIJZ,O,O,O,O,O,O,X,X,O,O,O,X,X,X
LSTOIZJ,O,X,O,O,O,O,X,X,O,O,X,X,X,X
LSTOJIZ,O,O,O,O,O,O,X,X,O,O,O,X,X,X
LSTOJZI,O,O,O,O,O,X,X,X,X,O,O,O,X,X
LSTOZIJ,O,O,O,O,O,O,X,X,O,O,X,O,X,X
LSTOZJI,O,O,O,O,O,O,X,X,X,O,X,O,X,X
LSITJZO,O,X,O,X,X,O,O,X,O,O,O,X,X,X
LSITJOZ,O,X,O,X,X,O,O,X,O,O,O,X,X,X
LSITZJO,O,X,O,X,X,O,O,X,X,O,X,X,X,O
LSITZOJ,O,X,O,X,X,X,O,X,O,O,X,X,X,X
LSITOJZ,O,X,O,X,X,O,O,X,O,O,O,X,X,X
LSITOZJ,O,X,O,X,X,O,O,X,O,O,X,X,X,X
LSIJTZO,O,O,O,X,X,O,O,X,O,O,O,X,X,X
LSIJTOZ,O,O,O,X,X,O,O,X,O,O,O,X,X,X
LSIJZTO,O,O,O,O,X,O,O,X,O,O,O,X,X,X
LSIJZOT,O,O,O,O,X,O,O,X,X,X,X,X,X,X
LSIJOTZ,O,O,X,X,X,O,O,X,O,O,O,X,X,X
LSIJOZT,O,O,X,O,X,O,O,X,X,X,X,X,X,X
LSIZTJO,O,O,O,O,X,O,O,X,X,O,X,X,X,X
LSIZTOJ,O,O,O,O,X,X,O,X,O,O,X,X,X,X
LSIZJTO,O,O,O,O,X,O,O,X,O,O,X,X,X,O
LSIZJOT,O,O,O,O,X,O,O,X,X,X,X,X,X,O
LSIZOTJ,O,O,X,O,X,O,O,X,X,X,X,X,X,X
LSIZOJT,O,O,O,O,X,O,O,X,X,X,X,X,X,X
LSIOTJZ,O,X,O,X,X,O,O,X,O,O,X,X,X,X
LSIOTZJ,O,X,O,X,X,O,O,X,O,O,X,X,X,X
LSIOJTZ,O,O,X,X,X,O,O,X,O,O,X,X,X,X
LSIOJZT,O,O,X,O,X,O,O,X,X,X,X,X,X,X
LSIOZTJ,O,X,X,O,X,O,O,X,X,X,X,X,X,X
LSIOZJT,O,X,O,O,X,O,O,X,X,X,X,X,X,X
LSJTIZO,O,O,O,X,O,O,X,X,O,O,O,X,O,X
LSJTIOZ,O,O,O,X,O,O,X,X,O,O,O,X,O,X
LSJTZIO,O,O,O,O,O,O,X,X,O,O,O,X,O,X
LSJTZOI,O,O,O,O,O,O,X,X,O,O,O,O,O,X
LSJTOIZ,O,O,O,X,O,O,X,X,O,O,O,X,O,X
LSJTOZI,O,O,O,O,O,X,X,X,O,O,O,O,O,X
LSJITZO,O,O,O,X,X,O,O,X,O,O,O,X,X,X
LSJITOZ,O,O,O,X,X,O,O,X,O,O,O,X,X,X
LSJIZTO,O,O,O,O,X,O,O,X,O,O,O,X,X,X
LSJIZOT,O,O,O,O,X,O,O,X,X,X,X,X,X,X
LSJIOTZ,O,O,X,X,X,O,O,X,O,O,O,X,X,X
LSJIOZT,O,O,X,O,X,O,O,X,X,X,X,X,X,X
LSJZTIO,O,O,O,O,O,O,X,X,O,O,O,X,O,X
LSJZTOI,O,O,O,O,O,O,X,X,O,O,O,O,O,X
LSJZITO,O,O,O,O,O,O,X,X,O,O,O,X,O,X
LSJZIOT,O,O,O,O,O,O,X,X,X,X,X,X,O,X
LSJZOTI,O,O,O,O,O,O,X,X,X,X,X,X,O,X
LSJZOIT,O,O,O,O,O,O,X,X,X,X,X,X,O,X
LSJOTIZ,O,O,X,X,O,O,X,X,O,O,O,X,O,X
LSJOTZI,O,O,X,O,O,X,X,X,O,O,O,X,O,X
LSJOITZ,O,O,X,X,X,O,O,X,O,O,O,X,X,X
LSJOIZT,O,O,X,O,X,O,O,X,X,X,X,X,X,X
LSJOZTI,O,O,X,O,O,O,X,X,X,X,X,X,O,X
LSJOZIT,O,O,X,O,O,O,X,X,X,X,X,X,O,X
LSZTIJO,O,O,O,O,O,O,X,X,X,O,X,X,X,O
LSZTIOJ,O,O,O,O,O,X,X,X,O,O,X,X,X,X
LSZTJIO,O,O,O,O,O,O,X,X,X,O,X,X,X,O
LSZTJOI,O,O,O,O,O,O,X,X,X,O,X,O,X,X
LSZTOIJ,O,O,O,O,O,O,X,X,O,O,X,O,X,X
LSZTOJI,O,O,O,O,O,O,X,X,X,O,X,O,X,X
LSZITJO,O,O,O,O,O,O,X,X,X,O,X,X,X,X
LSZITOJ,O,O,O,O,O,X,X,X,O,O,X,X,X,X
LSZIJTO,O,O,O,O,O,O,X,X,O,O,X,X,O,O
LSZIJOT,O,O,O,O,O,O,X,X,X,X,X,X,O,O
LSZIOTJ,O,O,X,O,O,O,X,X,X,X,X,X,X,X
LSZIOJT,O,O,O,O,O,O,X,X,X,X,X,X,O,X
LSZJTIO,O,O,O,O,O,O,X,X,O,O,X,X,O,O
LSZJTOI,O,O,O,O,O,O,X,X,O,O,X,O,O,X
LSZJITO,O,O,O,O,O,O,X,X,O,O,X,X,O,O
LSZJIOT,O,O,O,O,O,O,X,X,X,X,X,X,O,O
LSZJOTI,O,O,O,O,O,O,X,X,X,X,X,X,O,X
LSZJOIT,O,O,O,O,O,O,X,X,X,X,X,X,O,X
LSZOTIJ,O,O,O,O,O,O,X,X,X,X,X,X,X,X
LSZOTJI,O,O,O,O,O,O,X,X,X,X,X,X,X,X
LSZOITJ,O,O,X,O,O,O,X,X,X,X,X,X,X,X
LSZOIJT,O,O,O,O,O,O,X,X,X,X,X,X,O,X
LSZOJTI,O,O,O,O,O,O,X,X,X,X,X,X,O,X
LSZOJIT,O,O,O,O,O,O,X,X,X,X,X,X,O,X
LSOTIJZ,O,O,O,O,O,O,X,X,O,O,X,X,X,X
LSOTIZJ,O,X,O,O,O,O,X,X,O,O,X,X,X,X
LSOTJIZ,O,O,O,O,O,O,X,X,O,O,X,X,X,X
LSOTJZI,O,O,O,O,O,X,X,X,X,O,X,X,X,X
LSOTZIJ,O,O,O,O,O,O,X,X,O,O,X,X,X,X
LSOTZJI,O,O,O,O,O,O,X,X,X,O,X,X,X,X
LSOITJZ,O,X,O,X,X,O,O,X,O,O,X,X,X,X
LSOITZJ,O,X,O,X,X,O,O,X,O,O,X,X,X,X
LSOIJTZ,O,O,X,X,X,O,O,X,O,O,X,X,X,X
LSOIJZT,O,O,X,O,X,O,O,X,X,X,X,X,X,X
LSOIZTJ,O,X,X,O,X,O,O,X,X,X,X,X,X,X
LSOIZJT,O,X,O,O,X,O,O,X,X,X,X,X,X,X
LSOJTIZ,O,O,X,X,O,O,X,X,O,O,X,X,O,X
LSOJTZI,O,O,X,O,O,X,X,X,O,O,X,X,O,X
LSOJITZ,O,O,X,X,X,O,O,X,O,O,X,X,X,X
LSOJIZT,O,O,X,O,X,O,O,X,X,X,X,X,X,X
LSOJZTI,O,O,X,O,O,O,X,X,X,X,X,X,O,X
LSOJZIT,O,O,X,O,O,O,X,X,X,X,X,X,O,X
LSOZTIJ,O,O,O,O,O,O,X,X,X,X,X,X,X,X
LSOZTJI,O,O,O,O,O,O,X,X,X,X,X,X,X,X
LSOZITJ,O,O,X,O,O,O,X,X,X,X,X,X,X,X
LSOZIJT,O,O,O,O,O,O,X,X,X,X,X,X,O,X
LSOZJTI,O,O,O,O,O,O,X,X,X,X,X,X,O,X
LSOZJIT,O,O,O,O,O,O,X,X,X,X,X,X,O,X
LZTIJSO,O,O,O,O,O,O,X,X,X,X,X,X,X,X
LZTIJOS,O,O,O,O,O,O,X,X,X,X,X,X,X,X
LZTISJO,X,O,O,O,O,X,X,X,X,X,X,X,X,X
LZTISOJ,X,O,O,O,O,X,X,X,X,X,X,X,X,X
LZTIOJS,O,O,O,O,O,X,X,X,X,X,X,X,X,X
LZTIOSJ,X,O,O,O,O,X,X,X,X,X,X,X,X,X
LZTJISO,O,O,O,O,O,O,X,X,X,X,X,X,X,X
LZTJIOS,O,O,O,O,O,O,X,X,X,X,X,X,X,X
LZTJSIO,O,O,O,O,O,X,X,X,X,X,X,X,X,X
LZTJSOI,O,O,O,O,O,X,X,X,X,X,X,X,X,X
LZTJOIS,O,O,O,O,O,O,X,X,X,X,X,X,X,X
LZTJOSI,O,O,O,O,X,X,X,X,X,X,X,X,X,X
LZTSIJO,O,O,O,O,O,X,X,X,X,X,X,X,X,X
LZTSIOJ,O,O,O,O,O,X,X,X,X,X,X,X,X,X
LZTSJIO,O,O,O,O,O,X,X,X,X,X,X,X,X,X
LZTSJOI,O,O,O,O,O,X,X,X,X,X,X,X,X,X
LZTSOIJ,O,O,O,O,O,X,X,X,X,X,X,X,X,X
LZTSOJI,O,O,O,O,O,X,X,X,X,X,X,X,X,X
LZTOIJS,O,O,O,O,O,O,X,X,X,X,X,X,X,X
LZTOISJ,X,O,O,O,O,X,X,X,X,X,X,X,X,X
LZTOJIS,O,O,O,O,O,O,X,X,X,X,X,X,X,X
LZTOJSI,O,O,O,O,X,X,X,X,X,X,X,X,X,X
LZTOSIJ,O,O,O,O,O,X,X,X,X,X,X,X,X,X
LZTOSJI,O,O,O,O,O,X,X,X,X,X,X,X,X,X
LZITJSO,X,O,O,O,O,O,O,X,X,X,X,X,X,X
LZITJOS,X,O,O,O,O,O,O,X,X,X,X,X,X,X
LZITSJO,X,O,O,O,O,X,O,X,X,X,X,X,X,X
LZITSOJ,X,O,O,O,O,X,O,X,X,X,X,X,X,X
LZITOJS,X,O,O,O,O,X,O,X,X,X,X,X,X,X
LZITOSJ,X,X,O,O,O,X,O,X,X,X,X,X,X,X
LZIJTSO,X,O,O,X,O,O,O,X,X,X,X,X,X,X
LZIJTOS,O,O,O,O,O,O,O,X,X,X,X,X,O,X
LZIJSTO,X,O,O,X,O,O,O,X,X,O,O,X,X,X
LZIJSOT,O,O,O,O,O,O,O,X,X,X,X,X,X,X
LZIJOTS,O,O,O,O,X,O,O,X,X,X,X,X,O,X
LZIJOST,O,O,O,O,O,O,O,X,X,X,X,X,O,X
LZISTJO,X,O,O,X,O,O,O,X,X,O,X,X,X,X
LZISTOJ,X,O,O,X,O,X,O,X,X,O,X,X,X,X
LZISJTO,X,O,O,X,O,O,O,X,X,O,X,X,X,X
LZISJOT,X,O,O,O,O,O,O,X,X,X,X,X,X,X
LZISOTJ,X,O,X,O,O,O,O,X,X,X,X,X,X,X
LZISOJT,X,O,O,O,O,O,O,X,X,X,X,X,X,X
LZIOTJS,X,O,X,O,X,O,O,X,X,X,X,X,X,X
LZIOTSJ,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LZIOJTS,O,O,O,O,X,O,O,X,X,X,X,X,O,X
LZIOJST,O,O,O,O,X,O,O,X,X,X,X,X,O,X
LZIOSTJ,X,O,X,O,O,O,O,X,X,X,X,X,X,X
LZIOSJT,X,O,X,O,O,O,O,X,X,X,X,X,O,X
LZJTISO,X,O,O,X,O,O,X,X,X,X,X,X,O,X
LZJTIOS,O,O,O,O,O,O,X,X,X,X,X,X,O,X
LZJTSIO,X,O,O,X,O,X,X,X,X,X,X,X,O,X
LZJTSOI,X,O,O,X,O,X,X,X,X,X,X,X,O,X
LZJTOIS,O,O,O,O,O,O,X,X,X,X,X,X,O,X
