sequence,v115@5gA8CeA8EeA8CeB8CeB8BeD8CeG8CeD8Jex6IvhFCe?BUgBFhBXjBTmBWwB,v115@5gA8CeA8EeA8CeB8CeB8BeD8CeG8CeD8Jex6IvhFGe?BUgBFhBziBXmBSwB,v115@5gA8CeA8EeA8CeB8CeB8BeD8CeG8CeD8Jex6IvhFqi?BTeBUgBFhBGrBXrB,v115@5gA8CeA8EeA8CeB8CeB8BeD8CeG8CeD8Je06IvhFxb?BqiBTeBllBXrBGrB,v115@5gA8CeA8EeA8CeB8CeB8BeD8CeG8CeD8Jex6IvhFTc?BCeBFgBXjBUmBWwB,v115@5gA8CeA8EeA8CeB8CeB8BeD8CeG8CeD8Jex6IvhFTc?BWjBFgBXjBCrBUrB,v115@5gA8CeA8EeA8CeB8CeB8BeD8CeG8CeD8Je06IvhFxb?BGeB1lBziBXmBSwB,v115@5gA8CeA8EeA8CeB8CeB8BeD8CeG8CeD8Jex6IvhFWj?BUgBFhBXjBCrBTrB,v115@5gA8CeA8EeA8CeB8CeB8BeD8CeG8CeD8Jex6IvhFWj?BUgBFhBXjB6rBzqB,v115@5gA8CeA8EeA8CeB8CeB8BeD8CeG8CeD8Jex6IvhFTc?BuiBcjBFgBqqB/rB,v115@5gA8CeA8EeA8CeB8CeB8BeD8CeG8CeD8Je06IvhFGe?BylBziB5mBfrBlqB
STOJILZ,X,X,X,X,O,O,X,X,X,X,X
STOJIZL,X,X,X,X,O,O,O,X,X,X,X
STOJLIZ,X,X,X,X,O,O,O,X,X,X,X
STOJLZI,X,X,X,X,O,O,O,X,X,X,X
STOJZIL,X,O,X,X,O,O,O,X,X,X,X
STOJZLI,X,O,X,X,O,O,O,X,X,X,X
STOZILJ,O,X,X,O,O,X,X,X,X,X,X
STOZIJL,X,O,X,X,X,X,O,X,X,O,X
STOZLIJ,O,X,X,O,O,X,O,X,X,O,X
STOZLJI,O,X,X,O,X,X,O,X,X,O,X
STOZJIL,X,O,X,X,X,X,O,X,X,O,X
STOZJLI,X,O,X,X,X,X,O,X,X,O,X
SITLJZO,O,X,X,O,O,X,X,X,X,X,X
SITLJOZ,X,X,X,O,O,X,X,X,X,X,X
SITLZJO,O,X,X,O,O,X,X,X,X,O,X
SITLZOJ,O,X,X,O,O,X,X,X,X,O,X
SITLOJZ,X,X,X,O,O,X,X,X,X,X,X
SITLOZJ,X,X,X,O,O,X,X,X,X,O,X
SITJLZO,O,X,X,X,O,X,X,X,X,X,X
SITJLOZ,X,X,X,X,O,X,X,X,X,X,X
SITJZLO,O,X,X,X,O,X,X,X,X,X,X
SITJZOL,O,X,X,X,O,X,X,X,X,X,X
SITJOLZ,X,X,X,X,O,O,X,X,X,X,X
SITJOZL,X,X,X,X,O,O,X,X,X,X,X
SITZLJO,O,X,X,O,O,X,X,X,X,O,X
SITZLOJ,O,X,X,O,O,X,X,X,X,O,X
SITZJLO,O,X,X,O,O,X,X,X,X,O,X
SITZJOL,O,X,X,X,O,X,X,X,X,O,X
SITZOLJ,O,X,X,O,O,X,X,X,X,X,X
SITZOJL,X,X,X,X,X,X,X,X,X,O,X
SITOLJZ,X,X,X,X,O,X,X,X,X,X,X
SITOLZJ,X,X,X,X,O,X,X,X,X,X,X
SITOJLZ,X,X,X,X,O,O,X,X,X,X,X
SITOJZL,X,X,X,X,O,O,X,X,X,X,X
SITOZLJ,X,X,X,X,O,X,X,X,X,X,X
SITOZJL,X,X,X,X,X,X,X,X,X,O,X
SILTJZO,O,X,X,O,O,O,X,X,X,O,X
SILTJOZ,X,X,X,O,O,O,X,X,X,O,X
SILTZJO,O,X,X,O,O,O,X,X,X,O,X
SILTZOJ,O,X,X,O,O,O,X,X,X,O,X
SILTOJZ,X,X,X,O,O,O,X,X,X,O,X
SILTOZJ,X,X,X,O,O,X,X,X,X,O,X
SILJTZO,O,X,X,X,O,O,X,X,X,X,X
SILJTOZ,X,X,X,X,O,O,X,X,X,X,X
SILJZTO,O,X,O,X,O,X,X,O,X,O,X
SILJZOT,O,X,O,X,O,X,X,X,X,O,X
SILJOTZ,X,X,X,X,O,X,X,X,X,X,X
SILJOZT,O,X,O,X,O,X,X,X,X,O,X
SILZTJO,O,X,X,O,O,X,X,O,X,O,X
SILZTOJ,O,O,O,O,O,X,X,X,X,O,X
SILZJTO,O,X,O,X,O,X,X,O,X,O,X
SILZJOT,O,X,O,O,O,X,X,X,X,O,X
SILZOTJ,O,O,O,O,O,X,X,X,X,O,X
SILZOJT,O,O,O,O,X,X,X,X,X,O,X
SILOTJZ,X,X,X,O,O,X,X,X,X,O,X
SILOTZJ,X,X,X,O,O,X,X,X,X,O,X
SILOJTZ,X,X,X,X,O,X,X,X,X,X,X
SILOJZT,O,O,O,X,O,X,X,X,X,O,X
SILOZTJ,O,O,O,O,O,X,X,X,X,O,X
SILOZJT,O,O,O,O,X,X,X,X,X,O,X
SIJTLZO,O,X,X,X,O,X,X,X,X,X,X
SIJTLOZ,X,X,X,X,O,X,X,X,X,X,X
SIJTZLO,O,X,X,X,O,X,X,X,X,X,X
SIJTZOL,O,X,X,X,O,X,X,X,X,X,X
SIJTOLZ,X,X,X,X,O,O,X,X,X,X,X
SIJTOZL,X,X,X,X,O,O,X,X,X,X,X
SIJLTZO,O,X,X,X,O,O,X,X,X,X,X
SIJLTOZ,X,X,X,X,O,O,X,X,X,X,X
SIJLZTO,O,X,O,X,O,X,X,O,X,O,X
SIJLZOT,O,X,O,X,O,X,X,X,X,O,X
SIJLOTZ,X,X,X,X,O,X,X,X,X,X,X
SIJLOZT,O,X,O,X,O,X,X,X,X,O,X
SIJZTLO,O,X,O,X,O,X,X,O,O,O,X
SIJZTOL,O,X,X,X,O,X,X,O,O,O,X
SIJZLTO,O,X,O,X,O,X,X,O,X,O,X
SIJZLOT,O,X,O,X,O,X,X,X,X,O,X
SIJZOTL,O,X,X,X,O,X,X,X,X,O,X
SIJZOLT,O,X,X,X,O,X,X,X,X,O,X
SIJOTLZ,X,X,X,X,O,X,X,X,X,X,X
SIJOTZL,X,X,X,X,O,X,X,X,X,X,X
SIJOLTZ,X,X,X,X,O,X,X,X,X,X,X
SIJOLZT,O,X,X,X,O,X,X,X,X,X,X
SIJOZTL,O,X,X,X,O,X,X,X,X,O,X
SIJOZLT,O,X,X,X,O,X,X,X,X,O,X
SIZTLJO,O,X,X,O,O,X,X,X,X,O,X
SIZTLOJ,O,X,O,O,O,X,X,X,X,O,X
SIZTJLO,O,X,X,O,O,X,X,O,O,O,X
SIZTJOL,O,X,X,X,O,X,X,O,O,O,X
SIZTOLJ,O,X,X,O,O,X,X,X,X,X,X
SIZTOJL,X,O,X,X,X,X,X,X,X,O,X
SIZLTJO,O,X,X,O,O,X,X,O,X,O,X
SIZLTOJ,O,O,O,O,O,X,X,X,X,O,X
SIZLJTO,O,X,O,X,O,X,X,O,X,O,X
SIZLJOT,O,X,O,O,O,X,X,X,X,O,X
SIZLOTJ,O,O,O,O,O,X,X,X,X,O,X
SIZLOJT,O,O,O,O,X,X,X,X,X,O,X
SIZJTLO,O,X,O,X,O,X,X,O,O,O,X
SIZJTOL,O,X,X,X,O,X,X,O,O,O,X
SIZJLTO,O,X,O,X,O,X,X,O,X,O,X
SIZJLOT,O,X,O,O,O,X,X,X,X,O,X
SIZJOTL,O,X,X,X,O,X,X,X,X,O,X
SIZJOLT,O,X,X,X,O,X,X,X,X,O,X
SIZOTLJ,O,X,X,X,X,X,X,X,X,X,X
SIZOTJL,X,O,X,X,X,X,X,X,X,O,X
SIZOLTJ,O,O,X,O,O,X,X,X,X,O,X
SIZOLJT,O,O,X,O,X,X,X,X,X,O,X
SIZOJTL,O,O,X,X,X,X,X,X,X,O,X
SIZOJLT,O,O,X,X,X,X,X,X,X,O,X
SIOTLJZ,X,X,X,X,O,X,X,X,X,X,X
SIOTLZJ,X,X,X,X,O,X,X,X,X,X,X
SIOTJLZ,X,X,X,X,O,X,X,X,X,X,X
SIOTJZL,X,X,X,X,O,X,X,X,X,X,X
SIOTZLJ,X,X,X,X,O,X,X,X,X,X,X
SIOTZJL,X,X,X,X,X,X,X,X,X,O,X
SIOLTJZ,X,X,X,X,O,X,X,X,X,O,X
SIOLTZJ,X,X,X,X,O,X,X,X,X,O,X
SIOLJTZ,X,X,X,X,O,X,X,X,X,X,X
SIOLJZT,O,O,X,X,O,X,X,X,X,O,X
SIOLZTJ,O,O,X,X,O,X,X,X,X,O,X
SIOLZJT,O,O,X,X,X,X,X,X,X,O,X
SIOJTLZ,X,X,X,X,O,X,X,X,X,X,X
SIOJTZL,X,X,X,X,O,X,X,X,X,X,X
SIOJLTZ,X,X,X,X,O,X,X,X,X,X,X
SIOJLZT,O,O,X,X,O,X,X,X,X,X,X
SIOJZTL,O,O,X,X,O,X,X,X,X,O,X
SIOJZLT,O,O,X,X,O,X,X,X,X,O,X
SIOZTLJ,O,X,X,X,X,X,X,X,X,X,X
SIOZTJL,X,O,X,X,X,X,X,X,X,O,X
SIOZLTJ,O,O,X,X,O,X,X,X,X,O,X
SIOZLJT,O,O,X,X,X,X,X,X,X,O,X
SIOZJTL,O,O,X,X,X,X,X,X,X,O,X
SIOZJLT,O,O,X,X,X,X,X,X,X,O,X
SLTIJZO,O,X,X,O,O,O,O,X,X,O,X
SLTIJOZ,X,X,X,O,O,O,X,X,X,O,X
SLTIZJO,O,X,X,O,O,O,O,X,X,O,X
SLTIZOJ,O,X,X,O,O,O,O,X,X,O,X
SLTIOJZ,X,X,X,O,O,O,O,X,X,O,X
SLTIOZJ,X,X,X,O,O,X,O,X,X,O,X
SLTJIZO,O,X,X,O,O,O,O,X,X,O,X
SLTJIOZ,X,X,X,O,O,O,X,X,X,O,X
SLTJZIO,O,X,X,O,O,O,O,O,X,O,X
SLTJZOI,O,X,X,O,O,O,X,O,X,O,X
SLTJOIZ,X,X,X,O,O,O,X,X,X,O,X
SLTJOZI,O,X,X,O,O,O,X,X,X,O,X
SLTZIJO,O,X,X,O,O,O,O,O,X,O,X
SLTZIOJ,O,O,O,O,O,O,O,X,X,O,X
SLTZJIO,O,X,X,O,O,O,O,O,X,O,X
SLTZJOI,O,X,X,O,O,O,X,O,X,O,X
SLTZOIJ,O,O,O,O,O,O,O,X,X,O,X
SLTZOJI,O,O,O,O,X,O,O,X,X,O,X
SLTOIJZ,X,X,X,O,O,O,O,X,X,O,X
SLTOIZJ,X,X,X,O,O,X,O,X,X,O,X
SLTOJIZ,X,X,X,O,O,O,O,X,X,O,X
SLTOJZI,X,O,X,O,O,O,O,X,X,O,X
SLTOZIJ,O,O,O,O,O,X,O,X,X,O,X
SLTOZJI,O,O,O,O,X,X,O,X,X,O,X
SLITJZO,O,X,X,O,O,O,X,X,X,O,X
SLITJOZ,X,X,X,O,O,O,X,X,X,O,X
SLITZJO,O,X,X,O,O,O,X,X,X,O,X
SLITZOJ,O,X,X,O,O,O,X,X,X,O,X
SLITOJZ,X,X,X,O,O,O,X,X,X,O,X
SLITOZJ,X,X,X,O,O,X,X,X,X,O,X
SLIJTZO,O,X,X,X,O,O,X,X,X,X,X
SLIJTOZ,X,X,X,X,O,O,X,X,X,X,X
SLIJZTO,O,X,O,X,O,X,X,O,X,O,X
SLIJZOT,O,X,O,X,O,X,X,X,X,O,X
SLIJOTZ,X,X,X,X,O,X,X,X,X,X,X
SLIJOZT,O,X,O,X,O,X,X,X,X,O,X
SLIZTJO,O,X,X,O,O,X,X,O,X,O,X
SLIZTOJ,O,O,O,O,O,X,X,X,X,O,X
SLIZJTO,O,X,O,X,O,X,X,O,X,O,X
SLIZJOT,O,X,O,O,O,X,X,X,X,O,X
SLIZOTJ,O,O,O,O,O,X,X,X,X,O,X
SLIZOJT,O,O,O,O,X,X,X,X,X,O,X
SLIOTJZ,X,X,X,O,O,X,X,X,X,O,X
SLIOTZJ,X,X,X,O,O,X,X,X,X,O,X
SLIOJTZ,X,X,X,X,O,X,X,X,X,X,X
SLIOJZT,O,O,O,X,O,X,X,X,X,O,X
SLIOZTJ,O,O,O,O,O,X,X,X,X,O,X
SLIOZJT,O,O,O,O,X,X,X,X,X,O,X
SLJTIZO,O,X,X,O,O,O,O,X,X,O,X
SLJTIOZ,X,X,X,O,O,O,X,X,X,O,X
SLJTZIO,O,X,O,O,O,O,O,O,X,O,X
SLJTZOI,O,X,O,O,O,O,X,O,X,O,X
SLJTOIZ,X,X,X,O,O,O,X,X,X,O,X
SLJTOZI,O,X,O,O,O,O,X,X,X,O,X
SLJITZO,O,X,X,X,O,O,X,X,X,X,X
SLJITOZ,X,X,X,X,O,O,X,X,X,X,X
SLJIZTO,O,X,O,X,O,X,X,O,X,O,X
SLJIZOT,O,X,O,X,O,X,X,X,X,O,X
SLJIOTZ,X,X,X,X,O,X,X,X,X,X,X
SLJIOZT,O,X,O,X,O,X,X,X,X,O,X
SLJZTIO,O,X,O,O,O,O,O,O,X,O,X
SLJZTOI,O,X,O,O,O,O,X,O,X,O,X
SLJZITO,O,X,O,X,O,X,O,O,X,O,X
SLJZIOT,O,X,O,O,O,X,O,X,X,O,X
SLJZOTI,O,X,O,O,O,O,X,X,X,O,X
SLJZOIT,O,X,O,O,O,X,X,X,X,O,X
SLJOTIZ,X,X,X,O,O,O,X,X,X,O,X
SLJOTZI,O,X,O,O,O,O,X,X,X,O,X
SLJOITZ,X,X,X,X,O,X,X,X,X,X,X
SLJOIZT,O,X,O,X,O,X,X,X,X,O,X
SLJOZTI,O,X,O,O,O,X,X,X,X,O,X
SLJOZIT,O,X,O,O,O,X,X,X,X,O,X
SLZTIJO,O,X,X,O,O,O,O,O,X,O,X
SLZTIOJ,O,O,O,O,O,O,O,X,X,O,X
SLZTJIO,O,X,X,O,O,O,O,O,X,O,X
SLZTJOI,O,X,X,O,O,O,X,O,X,O,X
SLZTOIJ,O,O,O,O,O,O,O,X,X,O,X
SLZTOJI,O,O,O,O,X,O,O,X,X,O,X
SLZITJO,O,X,X,O,O,X,X,O,X,O,X
SLZITOJ,O,O,O,O,O,X,X,X,X,O,X
SLZIJTO,O,X,O,X,O,X,O,O,X,O,X
SLZIJOT,O,X,O,O,O,X,O,X,X,O,X
SLZIOTJ,O,O,O,O,O,X,X,X,X,O,X
SLZIOJT,O,O,O,O,X,X,O,X,X,O,X
SLZJTIO,O,X,O,O,O,O,O,O,X,O,X
SLZJTOI,O,X,O,O,O,O,X,O,X,O,X
SLZJITO,O,X,O,X,O,X,O,O,X,O,X
SLZJIOT,O,X,O,O,O,X,O,X,X,O,X
SLZJOTI,O,X,O,O,O,O,X,X,X,O,X
SLZJOIT,O,X,O,O,O,X,X,X,X,O,X
SLZOTIJ,O,O,O,O,O,O,O,X,X,O,X
SLZOTJI,O,O,O,O,X,O,O,X,X,O,X
SLZOITJ,O,O,O,O,O,X,X,X,X,O,O
SLZOIJT,O,O,O,O,X,X,O,X,X,O,O
SLZOJTI,O,O,O,O,X,O,O,X,X,O,X
SLZOJIT,O,O,O,O,X,X,O,X,X,O,O
SLOTIJZ,X,X,X,O,O,O,O,X,X,O,X
SLOTIZJ,X,X,X,O,O,X,O,X,X,O,X
SLOTJIZ,X,X,X,O,O,O,O,X,X,O,X
SLOTJZI,X,O,X,O,O,O,O,X,X,O,X
SLOTZIJ,O,O,O,O,O,X,O,X,X,O,X
SLOTZJI,O,O,O,O,X,X,O,X,X,O,X
SLOITJZ,X,X,X,O,O,X,X,X,X,O,O
SLOITZJ,X,X,X,O,O,X,X,X,X,O,O
SLOIJTZ,X,X,X,X,O,X,X,X,X,X,O
SLOIJZT,O,O,O,X,O,X,X,X,X,O,O
SLOIZTJ,O,O,O,O,O,X,X,X,X,O,O
SLOIZJT,O,O,O,O,X,X,X,X,X,O,O
SLOJTIZ,X,X,X,O,O,O,O,X,X,O,X
SLOJTZI,O,O,O,O,O,O,O,X,X,O,X
SLOJITZ,X,X,X,X,O,X,X,X,X,X,O
SLOJIZT,O,O,O,X,O,X,X,X,X,O,O
SLOJZTI,O,O,O,O,O,X,O,X,X,O,X
SLOJZIT,O,O,O,O,O,X,O,X,X,O,O
SLOZTIJ,O,O,O,O,O,X,O,X,X,O,X
SLOZTJI,O,O,O,O,X,X,O,X,X,O,X
SLOZITJ,O,O,O,O,O,X,X,X,X,O,O
SLOZIJT,O,O,O,O,X,X,O,X,X,O,O
SLOZJTI,O,O,O,O,X,X,O,X,X,O,X
SLOZJIT,O,O,O,O,X,X,O,X,X,O,O
SJTILZO,O,X,X,X,O,X,X,X,X,X,X
SJTILOZ,X,X,X,X,O,X,X,X,X,X,X
SJTIZLO,O,X,X,X,O,X,X,X,X,X,X
SJTIZOL,O,X,X,X,O,X,O,X,X,X,X
SJTIOLZ,X,X,X,X,O,O,X,X,X,X,X
SJTIOZL,X,X,X,X,O,O,X,X,X,X,X
SJTLIZO,O,X,X,O,O,X,X,X,X,X,X
SJTLIOZ,X,X,X,O,O,X,X,X,X,X,X
SJTLZIO,O,X,O,O,O,X,X,X,X,X,X
SJTLZOI,O,X,O,O,O,X,X,X,X,X,X
SJTLOIZ,X,X,X,O,O,X,X,X,X,X,X
SJTLOZI,O,X,O,O,O,X,X,X,X,X,X
SJTZILO,O,X,O,O,O,X,X,O,O,X,X
SJTZIOL,O,X,X,X,O,X,O,O,O,X,X
SJTZLIO,O,X,O,O,O,X,X,O,O,X,X
SJTZLOI,O,X,O,O,O,X,X,O,O,X,X
SJTZOIL,O,X,X,X,O,X,X,O,O,X,X
SJTZOLI,O,X,X,X,O,X,X,O,O,X,X
SJTOILZ,X,X,X,X,O,O,X,X,X,X,X
SJTOIZL,X,X,X,X,O,O,X,X,X,X,X
SJTOLIZ,X,X,X,X,O,O,X,X,X,X,X
SJTOLZI,O,X,X,X,O,O,X,X,X,X,X
SJTOZIL,O,X,X,X,O,O,X,X,X,X,X
SJTOZLI,O,X,X,X,O,O,X,X,X,X,X
SJITLZO,O,X,X,X,O,X,X,X,X,X,X
SJITLOZ,X,X,X,X,O,X,X,X,X,X,X
SJITZLO,O,X,X,X,O,X,X,X,X,X,X
SJITZOL,O,X,X,X,O,X,X,X,X,X,X
SJITOLZ,X,X,X,X,O,O,X,X,X,X,X
SJITOZL,X,X,X,X,O,O,X,X,X,X,X
SJILTZO,O,X,X,X,O,O,X,X,X,X,X
SJILTOZ,X,X,X,X,O,O,X,X,X,X,X
SJILZTO,O,X,O,X,O,X,X,O,X,O,X
SJILZOT,O,X,O,X,O,X,X,X,X,O,X
SJILOTZ,X,X,X,X,O,X,X,X,X,X,X
SJILOZT,O,X,O,X,O,X,X,X,X,O,X
SJIZTLO,O,X,O,X,O,X,X,O,O,O,X
SJIZTOL,O,X,X,X,O,X,X,O,O,O,X
SJIZLTO,O,X,O,X,O,X,X,O,X,O,X
SJIZLOT,O,X,O,X,O,X,X,X,X,O,X
SJIZOTL,O,X,X,X,O,X,X,X,X,O,X
SJIZOLT,O,X,X,X,O,X,X,X,X,O,X
SJIOTLZ,X,X,X,X,O,X,X,X,X,X,X
SJIOTZL,X,X,X,X,O,X,X,X,X,X,X
SJIOLTZ,X,X,X,X,O,X,X,X,X,X,X
SJIOLZT,O,X,X,X,O,X,X,X,X,X,X
SJIOZTL,O,X,X,X,O,X,X,X,X,O,X
SJIOZLT,O,X,X,X,O,X,X,X,X,O,X
SJLTIZO,O,X,X,O,O,O,O,X,X,O,X
SJLTIOZ,X,X,X,O,O,O,X,X,X,O,X
SJLTZIO,O,X,O,O,O,O,O,O,X,O,X
SJLTZOI,O,X,O,O,O,O,X,O,X,O,X
SJLTOIZ,X,X,X,O,O,O,X,X,X,O,X
SJLTOZI,O,X,O,O,O,O,X,X,X,O,X
SJLITZO,O,X,X,X,O,O,X,X,X,X,X
SJLITOZ,X,X,X,X,O,O,X,X,X,X,X
SJLIZTO,O,X,O,X,O,X,X,O,X,O,X
SJLIZOT,O,X,O,X,O,X,X,X,X,O,X
SJLIOTZ,X,X,X,X,O,X,X,X,X,X,X
SJLIOZT,O,X,O,X,O,X,X,X,X,O,X
SJLZTIO,O,X,O,O,O,O,O,O,X,O,X
SJLZTOI,O,X,O,O,O,O,X,O,X,O,X
SJLZITO,O,X,O,X,O,X,O,O,X,O,X
SJLZIOT,O,X,O,O,O,X,O,X,X,O,X
SJLZOTI,O,X,O,O,O,O,X,X,X,O,X
SJLZOIT,O,X,O,O,O,X,X,X,X,O,X
SJLOTIZ,X,X,X,O,O,O,X,X,X,O,X
SJLOTZI,O,X,O,O,O,O,X,X,X,O,X
SJLOITZ,X,X,X,X,O,X,X,X,X,X,X
SJLOIZT,O,X,O,X,O,X,X,X,X,O,X
SJLOZTI,O,X,O,O,O,X,X,X,X,O,X
SJLOZIT,O,X,O,O,O,X,X,X,X,O,X
SJZTILO,O,X,O,O,O,X,X,O,O,O,X
SJZTIOL,O,X,X,X,O,X,O,O,O,O,X
SJZTLIO,O,X,O,O,O,X,X,O,O,O,X
SJZTLOI,O,X,O,O,O,X,X,O,O,O,X
SJZTOIL,O,X,X,X,O,X,X,O,O,O,X
SJZTOLI,O,X,X,X,O,X,X,O,O,O,X
SJZITLO,O,X,O,X,O,X,X,O,O,O,X
SJZITOL,O,X,X,X,O,X,O,O,O,O,X
SJZILTO,O,X,O,X,O,X,O,O,X,O,X
SJZILOT,O,X,O,O,O,X,O,X,X,O,X
SJZIOTL,O,X,X,X,O,X,O,X,X,O,X
SJZIOLT,O,X,X,X,O,X,O,X,X,O,X
SJZLTIO,O,X,O,O,O,X,O,O,X,O,X
SJZLTOI,O,X,O,O,O,X,X,O,X,O,X
SJZLITO,O,X,O,X,O,X,O,O,X,O,X
SJZLIOT,O,X,O,O,O,X,O,X,X,O,X
SJZLOTI,O,X,O,O,O,X,X,X,X,O,X
SJZLOIT,O,X,O,O,O,X,X,X,X,O,X
SJZOTIL,O,X,X,X,O,X,X,X,X,O,X
SJZOTLI,O,X,X,X,O,X,X,X,X,O,X
SJZOITL,O,X,X,X,O,X,X,X,X,O,X
SJZOILT,O,X,X,X,O,X,X,X,X,O,X
SJZOLTI,O,X,X,X,O,X,X,X,X,O,X
SJZOLIT,O,X,X,X,O,X,X,X,X,O,X
SJOTILZ,X,X,X,X,O,O,X,X,X,X,X
SJOTIZL,X,X,X,X,O,O,X,X,X,X,X
SJOTLIZ,X,X,X,X,O,O,X,X,X,X,X
SJOTLZI,O,X,X,X,O,O,X,X,X,X,X
SJOTZIL,O,X,X,X,O,O,X,X,O,X,X
SJOTZLI,O,X,X,X,O,O,X,X,O,X,X
SJOITLZ,X,X,X,X,O,X,X,X,X,X,X
SJOITZL,X,X,X,X,O,X,X,X,X,X,X
SJOILTZ,X,X,X,X,O,X,X,X,X,X,X
SJOILZT,O,X,X,X,O,X,X,X,X,X,X
SJOIZTL,O,X,X,X,O,X,X,X,O,O,X
SJOIZLT,O,X,X,X,O,X,X,X,X,O,X
SJOLTIZ,X,X,X,X,O,O,X,X,X,O,X
SJOLTZI,O,X,X,X,O,O,X,X,X,O,X
SJOLITZ,X,X,X,X,O,X,X,X,X,X,X
SJOLIZT,O,X,X,X,O,X,X,X,X,O,X
SJOLZTI,O,X,X,X,O,X,X,X,X,O,X
SJOLZIT,O,X,X,X,O,X,X,X,X,O,X
SJOZTIL,O,X,X,X,O,X,X,X,O,O,X
SJOZTLI,O,X,X,X,O,X,X,X,O,O,X
SJOZITL,O,X,X,X,O,X,X,X,O,O,X
SJOZILT,O,X,X,X,O,X,X,X,X,O,X
SJOZLTI,O,X,X,X,O,X,X,X,X,O,X
SJOZLIT,O,X,X,X,O,X,X,X,X,O,X
SZTILJO,O,X,X,O,O,X,X,X,X,O,X
SZTILOJ,O,X,O,O,O,X,X,X,X,O,X
SZTIJLO,O,X,X,O,O,X,X,O,O,O,X
SZTIJOL,O,X,X,X,O,X,O,O,O,O,X
SZTIOLJ,O,X,X,O,O,X,X,X,X,X,X
SZTIOJL,X,O,X,X,X,X,O,X,X,O,X
SZTLIJO,O,X,X,O,O,X,X,X,X,O,X
SZTLIOJ,O,X,O,O,O,X,X,X,X,O,X
SZTLJIO,O,X,X,O,O,X,X,X,X,O,X
SZTLJOI,O,X,X,O,O,X,X,X,X,O,X
SZTLOIJ,O,X,O,O,O,X,X,X,X,O,X
SZTLOJI,O,X,O,O,X,X,X,X,X,O,X
SZTJILO,O,X,X,O,O,X,X,O,O,O,X
SZTJIOL,O,X,X,X,O,X,O,O,O,O,X
SZTJLIO,O,X,X,O,O,X,X,O,O,O,X
SZTJLOI,O,X,X,O,O,X,X,O,O,O,X
SZTJOIL,O,X,X,X,O,X,X,O,O,O,X
SZTJOLI,O,X,X,X,O,X,X,O,O,O,X
SZTOILJ,O,X,X,O,O,X,X,X,X,X,X
SZTOIJL,X,O,X,X,X,X,O,X,X,O,X
SZTOLIJ,O,X,X,O,O,X,O,X,X,O,X
SZTOLJI,O,X,X,O,X,X,O,X,X,O,X
SZTOJIL,X,O,X,X,X,X,O,X,X,O,X
SZTOJLI,X,O,X,X,X,X,O,X,X,O,X
SZITLJO,O,X,X,O,O,X,X,X,X,O,X
SZITLOJ,O,X,O,O,O,X,X,X,X,O,X
SZITJLO,O,X,X,O,O,X,X,O,O,O,X
SZITJOL,O,X,X,X,O,X,X,O,O,O,X
SZITOLJ,O,X,X,O,O,X,X,X,X,X,X
SZITOJL,X,O,X,X,X,X,X,X,X,O,X
SZILTJO,O,X,X,O,O,X,X,O,X,O,X
SZILTOJ,O,O,O,O,O,X,X,X,X,O,X
SZILJTO,O,X,O,X,O,X,X,O,X,O,X
SZILJOT,O,X,O,O,O,X,X,X,X,O,X
SZILOTJ,O,O,O,O,O,X,X,X,X,O,X
SZILOJT,O,O,O,O,X,X,X,X,X,O,X
SZIJTLO,O,X,O,X,O,X,X,O,O,O,X
SZIJTOL,O,X,X,X,O,X,O,O,O,O,X
SZIJLTO,O,X,O,X,O,X,O,O,X,O,X
SZIJLOT,O,X,O,O,O,X,O,X,X,O,X
SZIJOTL,O,X,X,X,O,X,O,X,X,O,X
SZIJOLT,O,X,X,X,O,X,O,X,X,O,X
SZIOTLJ,O,X,X,X,X,X,X,X,X,X,X
SZIOTJL,X,O,X,X,X,X,X,X,X,O,X
SZIOLTJ,O,O,X,O,O,X,X,X,X,O,X
SZIOLJT,O,O,X,O,X,X,X,X,X,O,X
SZIOJTL,O,O,X,X,X,X,O,X,X,O,X
SZIOJLT,O,O,X,X,X,X,O,X,X,O,X
SZLTIJO,O,X,X,O,O,X,O,O,X,O,X
SZLTIOJ,O,O,O,O,O,X,O,X,X,O,X
SZLTJIO,O,X,X,O,O,X,O,O,X,O,X
SZLTJOI,O,X,X,O,O,X,X,O,X,O,X
SZLTOIJ,O,O,O,O,O,X,O,X,X,O,X
SZLTOJI,O,O,O,O,X,X,O,X,X,O,X
SZLITJO,O,X,X,O,O,X,X,O,X,O,X
SZLITOJ,O,O,O,O,O,X,X,X,X,O,X
SZLIJTO,O,X,O,X,O,X,O,O,X,O,X
SZLIJOT,O,X,O,O,O,X,O,X,X,O,X
SZLIOTJ,O,O,O,O,O,X,X,X,X,O,X
SZLIOJT,O,O,O,O,X,X,O,X,X,O,X
SZLJTIO,O,X,O,O,O,X,O,O,X,O,X
SZLJTOI,O,X,O,O,O,X,X,O,X,O,X
SZLJITO,O,X,O,X,O,X,O,O,X,O,X
SZLJIOT,O,X,O,O,O,X,O,X,X,O,X
SZLJOTI,O,X,O,O,O,X,X,X,X,O,X
SZLJOIT,O,X,O,O,O,X,X,X,X,O,X
SZLOTIJ,O,O,O,O,O,X,O,X,X,O,X
SZLOTJI,O,O,O,O,X,X,O,X,X,O,X
SZLOITJ,O,O,O,O,O,X,X,X,X,O,O
SZLOIJT,O,O,O,O,X,X,O,X,X,O,O
SZLOJTI,O,O,O,O,X,X,O,X,X,O,X
