sequence,v115@HhA8GeA8AeA8FeF8DeC8Jex/IvhF/mBUiBGjBzkBtq?BywB,v115@HhA8GeA8AeA8FeF8DeC8Je6EJvhFxgBNnBGjBTlB0r?BXrB,v115@HhA8GeA8AeA8FeF8DeC8Je6EJvhFxgBNnBGjBTlBXr?B0rB,v115@HhA8GeA8AeA8FeF8DeC8Je0/IvhFThBGjBRqB3rB6q?BNsB,v115@HhA8GeA8AeA8FeF8DeC8Jex/IvhFNnBGjBzkBCmB0r?BXrB,v115@HhA8GeA8AeA8FeF8DeC8Je6EJvhFTgBNnBGjBxqBXr?B0rB,v115@HhA8GeA8AeA8FeF8DeC8Jex/IvhFNnBGjBzkBCmBXr?B0rB,v115@HhA8GeA8AeA8FeF8DeC8Jex/IvhFNmBGjBClBXnB0q?BzrB,v115@HhA8GeA8AeA8FeF8DeC8Je6EJvhFNnBGjBxlBTlB0r?BXrB,v115@HhA8GeA8AeA8FeF8DeC8Je6EJvhFNnBGjBxlBTlBXr?B0rB
IOZTLSJ,O,O,X,X,O,O,X,X,X,X
IOZTJLS,O,O,O,X,O,O,X,X,X,X
IOZTJSL,O,O,X,X,O,X,O,X,X,X
IOZTSLJ,O,O,X,X,O,X,O,X,X,X
IOZTSJL,O,O,X,X,O,X,O,X,X,X
IOZLTJS,O,O,O,X,O,O,X,O,X,X
IOZLTSJ,O,O,X,X,O,O,X,O,X,X
IOZLJTS,O,O,X,X,O,O,X,O,X,X
IOZLJST,X,X,X,X,X,X,X,O,X,X
IOZLSTJ,X,O,O,X,O,X,X,O,X,X
IOZLSJT,X,X,X,X,X,X,X,O,X,X
IOZJTLS,O,O,X,X,O,O,X,X,X,X
IOZJTSL,O,O,X,X,O,X,O,X,X,X
IOZJLTS,O,O,X,X,O,O,X,O,X,X
IOZJLST,X,X,X,X,X,X,X,O,X,X
IOZJSTL,X,X,X,O,O,X,O,X,X,X
IOZJSLT,X,X,X,O,X,X,X,O,X,X
IOZSTLJ,X,O,O,O,O,X,O,X,X,X
IOZSTJL,X,O,O,O,O,X,O,X,X,X
IOZSLTJ,X,O,O,O,O,X,O,O,X,X
IOZSLJT,X,X,X,O,X,X,X,O,X,X
IOZSJTL,X,X,X,O,O,X,O,X,X,X
IOZSJLT,X,X,X,O,X,X,X,O,X,X
LTIJSZO,O,X,X,X,X,O,X,O,X,O
LTIJSOZ,O,X,O,X,X,O,X,X,X,O
LTIJZSO,O,X,X,X,X,O,X,O,O,X
LTIJZOS,X,O,X,X,X,O,X,O,O,X
LTIJOSZ,O,O,O,X,X,O,O,X,X,X
LTIJOZS,O,O,O,X,O,O,X,X,X,X
LTISJZO,O,X,X,X,X,O,X,O,X,O
LTISJOZ,O,X,O,X,X,O,X,X,X,O
LTISZJO,O,X,X,X,X,O,X,O,X,O
LTISZOJ,O,X,X,X,X,O,X,O,X,X
LTISOJZ,O,X,O,X,X,O,X,X,X,O
LTISOZJ,O,X,O,X,X,O,X,X,X,X
LTIZJSO,O,X,X,X,X,O,X,O,O,X
LTIZJOS,X,O,X,X,X,O,X,O,O,X
LTIZSJO,O,X,X,X,X,O,X,O,O,X
LTIZSOJ,O,X,X,X,X,O,X,O,X,X
LTIZOJS,X,O,X,X,X,O,X,O,O,X
LTIZOSJ,X,O,X,X,X,O,X,O,X,X
LTIOJSZ,O,O,O,X,X,O,O,X,X,X
LTIOJZS,O,O,O,X,O,O,X,X,X,X
LTIOSJZ,O,O,O,X,X,O,O,X,X,X
LTIOSZJ,O,X,O,X,X,O,O,X,X,X
LTIOZJS,O,O,O,X,O,O,X,X,X,X
LTIOZSJ,O,O,X,X,O,O,X,X,X,X
LTJISZO,O,X,X,X,X,O,X,O,X,O
LTJISOZ,O,X,O,X,X,O,X,X,X,O
LTJIZSO,O,X,X,X,X,O,X,O,O,X
LTJIZOS,X,O,X,X,X,O,X,O,O,X
LTJIOSZ,O,O,O,X,X,O,O,X,X,X
LTJIOZS,O,O,O,X,O,O,X,X,X,X
LTJSIZO,O,X,X,X,X,O,X,O,X,O
LTJSIOZ,O,X,O,X,X,O,O,X,X,O
LTJSZIO,O,X,X,X,X,X,X,O,O,O
LTJSZOI,O,O,O,X,X,X,O,O,X,X
LTJSOIZ,O,O,O,X,X,X,O,X,X,O
LTJSOZI,O,O,O,X,X,X,O,X,X,X
LTJZISO,O,X,X,X,X,O,X,O,O,X
LTJZIOS,X,O,X,X,O,O,X,O,O,X
LTJZSIO,O,X,X,X,X,X,X,O,O,O
LTJZSOI,O,O,O,X,O,X,X,O,X,X
LTJZOIS,O,O,O,X,O,X,X,O,O,X
LTJZOSI,O,O,O,X,O,X,X,O,X,X
LTJOISZ,O,O,O,X,X,O,O,X,X,X
LTJOIZS,O,O,O,X,O,O,X,X,X,X
LTJOSIZ,O,O,O,X,X,X,O,X,X,O
LTJOSZI,O,O,O,X,X,X,O,X,X,X
LTJOZIS,O,O,O,X,O,X,X,X,O,X
LTJOZSI,O,O,O,X,O,X,X,X,X,X
LTSIJZO,O,X,X,X,X,O,X,O,X,O
LTSIJOZ,O,X,O,X,X,O,O,X,X,O
LTSIZJO,O,X,X,X,X,O,X,O,X,O
LTSIZOJ,O,X,X,X,X,O,X,O,X,X
LTSIOJZ,O,X,O,X,X,O,O,X,X,O
LTSIOZJ,O,X,O,X,X,O,O,X,X,X
LTSJIZO,O,X,X,X,X,O,X,O,X,O
LTSJIOZ,O,X,O,X,X,O,O,X,X,O
LTSJZIO,O,X,X,X,X,X,X,O,O,O
LTSJZOI,O,O,O,X,X,X,O,O,X,X
LTSJOIZ,O,O,O,X,X,X,O,X,X,O
LTSJOZI,O,O,O,X,X,X,O,X,X,X
LTSZIJO,O,X,X,X,X,X,X,O,O,O
LTSZIOJ,O,X,X,X,X,X,X,O,X,X
LTSZJIO,O,X,X,X,X,X,X,O,O,O
LTSZJOI,O,O,O,X,X,X,O,O,X,X
LTSZOIJ,O,O,O,X,X,X,O,O,X,X
LTSZOJI,O,O,O,X,X,X,O,O,X,X
LTSOIJZ,O,O,O,X,X,X,O,X,X,O
LTSOIZJ,O,X,O,X,X,X,O,X,X,X
LTSOJIZ,O,O,O,X,X,X,O,X,X,O
LTSOJZI,O,O,O,X,X,X,O,X,X,X
LTSOZIJ,O,O,O,X,X,X,O,X,X,X
LTSOZJI,O,O,O,X,X,X,O,X,X,X
LTZIJSO,O,X,X,X,X,O,X,O,O,X
LTZIJOS,X,O,X,X,O,O,X,O,O,X
LTZISJO,O,X,X,X,X,O,X,O,O,X
LTZISOJ,O,X,X,X,X,O,X,O,X,X
LTZIOJS,X,O,X,X,O,O,X,O,O,X
LTZIOSJ,X,O,X,X,O,O,X,O,X,X
LTZJISO,O,X,X,X,X,O,X,O,O,X
LTZJIOS,X,O,X,X,O,O,X,O,O,X
LTZJSIO,O,X,X,X,X,X,X,O,O,O
LTZJSOI,O,O,O,X,O,X,X,O,X,X
LTZJOIS,O,O,O,X,O,X,X,O,O,X
LTZJOSI,O,O,O,X,O,X,X,O,X,X
LTZSIJO,O,X,X,X,X,X,X,O,O,O
LTZSIOJ,O,X,X,X,X,X,X,O,X,X
LTZSJIO,O,X,X,X,X,X,X,O,O,O
LTZSJOI,O,O,O,X,O,X,X,O,X,X
LTZSOIJ,O,O,O,X,O,X,X,O,X,X
LTZSOJI,O,O,O,X,O,X,X,O,X,X
LTZOIJS,O,O,O,X,O,X,X,O,O,X
LTZOISJ,O,O,X,X,O,X,X,O,X,X
LTZOJIS,O,O,O,X,O,X,X,O,O,X
LTZOJSI,O,O,O,X,O,X,X,O,X,X
LTZOSIJ,O,O,O,X,O,X,X,O,X,X
LTZOSJI,O,O,O,X,O,X,X,O,X,X
LTOIJSZ,O,O,O,X,X,O,O,X,X,X
LTOIJZS,O,O,O,X,O,O,X,X,X,X
LTOISJZ,O,O,O,X,X,O,O,X,X,X
LTOISZJ,O,X,O,X,X,O,O,X,X,X
LTOIZJS,O,O,O,X,O,O,X,X,X,X
LTOIZSJ,O,O,X,X,O,O,X,X,X,X
LTOJISZ,O,O,O,X,X,O,O,X,X,X
LTOJIZS,O,O,O,X,O,O,X,X,X,X
LTOJSIZ,O,O,O,X,X,X,O,X,X,O
LTOJSZI,O,O,O,X,X,X,O,X,X,X
LTOJZIS,O,O,O,X,O,X,X,X,O,X
LTOJZSI,O,O,O,X,O,X,X,X,X,X
LTOSIJZ,O,O,O,X,X,X,O,X,X,O
LTOSIZJ,O,X,O,X,X,X,O,X,X,X
LTOSJIZ,O,O,O,X,X,X,O,X,X,O
LTOSJZI,O,O,O,X,X,X,O,X,X,X
LTOSZIJ,O,O,O,X,X,X,O,X,X,X
LTOSZJI,O,O,O,X,X,X,O,X,X,X
LTOZIJS,O,O,O,X,O,X,X,X,O,X
LTOZISJ,O,O,X,X,O,X,X,X,X,X
LTOZJIS,O,O,O,X,O,X,X,X,O,X
LTOZJSI,O,O,O,X,O,X,X,X,X,X
LTOZSIJ,O,O,O,X,O,X,X,X,X,X
LTOZSJI,O,O,O,X,O,X,X,X,X,X
LITJSZO,O,X,X,X,X,O,X,O,X,O
LITJSOZ,O,X,O,X,X,O,X,X,X,O
LITJZSO,O,X,X,X,X,O,X,O,O,X
LITJZOS,X,O,X,X,X,O,X,O,O,X
LITJOSZ,O,O,O,X,X,O,O,X,X,X
LITJOZS,O,O,O,X,O,O,X,X,X,X
LITSJZO,O,X,X,X,X,O,X,O,X,O
LITSJOZ,O,X,O,X,X,O,X,X,X,O
LITSZJO,O,X,X,X,X,O,X,O,X,O
LITSZOJ,O,X,X,X,X,O,X,O,X,X
LITSOJZ,O,X,O,X,X,O,X,X,X,O
LITSOZJ,O,X,O,X,X,O,X,X,X,X
LITZJSO,O,X,X,X,X,O,X,O,O,X
LITZJOS,X,O,X,X,X,O,X,O,O,X
LITZSJO,O,X,X,X,X,O,X,O,O,X
LITZSOJ,O,X,X,X,X,O,X,O,X,X
LITZOJS,X,O,X,X,X,O,X,O,O,X
LITZOSJ,X,O,X,X,X,O,X,O,X,X
LITOJSZ,O,O,O,X,X,O,O,X,X,X
LITOJZS,O,O,O,X,O,O,X,X,X,X
LITOSJZ,O,O,O,X,X,O,O,X,X,X
LITOSZJ,O,X,O,X,X,O,O,X,X,X
LITOZJS,O,O,O,X,O,O,X,X,X,X
LITOZSJ,O,O,X,X,O,O,X,X,X,X
LIJTSZO,O,X,X,X,X,O,X,O,X,O
LIJTSOZ,O,X,O,X,X,O,X,X,X,O
LIJTZSO,O,X,X,X,X,O,X,O,O,X
LIJTZOS,X,O,X,X,X,O,X,O,O,X
LIJTOSZ,O,O,O,X,X,O,O,X,X,X
LIJTOZS,O,O,O,X,O,O,X,X,X,X
LIJSTZO,O,X,X,O,X,O,X,O,X,O
LIJSTOZ,O,X,O,O,X,O,X,X,X,O
LIJSZTO,O,X,X,O,X,X,X,O,X,X
LIJSZOT,O,X,X,O,X,X,X,O,X,X
LIJSOTZ,O,X,O,O,X,O,X,X,X,X
LIJSOZT,O,X,X,O,X,X,X,O,X,X
LIJZTSO,O,X,X,X,X,O,X,O,O,X
LIJZTOS,X,O,X,X,X,O,X,O,O,X
LIJZSTO,O,X,X,O,X,X,X,O,X,X
LIJZSOT,O,X,X,O,X,X,X,O,X,X
LIJZOTS,O,O,X,X,X,O,X,O,X,X
LIJZOST,X,X,X,X,X,X,X,O,X,X
LIJOTSZ,O,O,O,X,X,O,O,X,X,X
LIJOTZS,O,O,O,X,O,O,X,X,X,X
LIJOSTZ,O,X,O,X,X,O,O,X,X,X
LIJOSZT,O,X,X,X,X,X,X,O,X,X
LIJOZTS,O,O,X,X,O,O,X,O,X,X
LIJOZST,X,X,X,X,X,X,X,O,X,X
LISTJZO,O,X,X,O,X,O,X,O,X,O
LISTJOZ,O,X,O,O,X,O,X,X,X,O
LISTZJO,O,X,X,O,X,O,X,O,X,O
LISTZOJ,O,X,X,O,X,O,X,O,X,X
LISTOJZ,O,X,O,O,X,O,X,X,X,O
LISTOZJ,O,X,O,O,X,O,X,X,X,X
LISJTZO,O,X,X,O,X,O,X,O,X,O
LISJTOZ,O,X,O,O,X,O,X,X,X,O
LISJZTO,O,X,X,O,X,X,X,O,X,X
LISJZOT,O,X,X,O,X,X,X,O,X,X
LISJOTZ,O,X,O,O,X,O,X,X,X,X
LISJOZT,O,X,X,O,X,X,X,O,X,X
LISZTJO,O,X,X,O,X,X,X,O,X,O
LISZTOJ,O,X,X,O,X,X,X,O,X,X
LISZJTO,O,X,X,O,X,X,X,O,X,X
LISZJOT,O,X,X,O,X,X,X,O,X,X
LISZOTJ,X,X,X,O,X,X,X,O,X,X
LISZOJT,O,X,X,O,X,X,X,O,X,X
LISOTJZ,O,X,O,O,X,O,X,X,X,O
LISOTZJ,O,X,O,O,X,O,X,X,X,X
LISOJTZ,O,X,O,O,X,O,X,X,X,X
LISOJZT,O,X,X,O,X,X,X,O,X,X
LISOZTJ,X,X,O,O,X,X,X,O,X,X
LISOZJT,O,X,X,O,X,X,X,O,X,X
LIZTJSO,O,X,X,X,X,O,X,O,O,X
LIZTJOS,X,O,X,X,X,O,X,O,O,X
LIZTSJO,O,X,X,X,X,O,X,O,O,X
LIZTSOJ,O,X,X,X,X,O,X,O,X,X
LIZTOJS,X,O,X,X,X,O,X,O,O,X
LIZTOSJ,X,O,X,X,X,O,X,O,X,X
LIZJTSO,O,X,X,X,X,O,X,O,O,X
LIZJTOS,X,O,X,X,X,O,X,O,O,X
LIZJSTO,O,X,X,O,X,X,X,O,X,X
LIZJSOT,O,X,X,O,X,X,X,O,X,X
LIZJOTS,O,O,X,X,X,O,X,O,X,X
LIZJOST,X,X,X,X,X,X,X,O,X,X
LIZSTJO,O,X,X,O,X,X,X,O,O,X
LIZSTOJ,O,X,X,O,X,X,X,O,X,X
LIZSJTO,O,X,X,O,X,X,X,O,X,X
LIZSJOT,O,X,X,O,X,X,X,O,X,X
LIZSOTJ,X,X,X,O,X,X,X,O,X,X
LIZSOJT,O,X,X,O,X,X,X,O,X,X
LIZOTJS,O,O,X,X,X,O,X,O,O,X
LIZOTSJ,O,O,X,X,X,O,X,O,X,X
LIZOJTS,O,O,X,X,X,O,X,O,X,X
LIZOJST,X,X,X,X,X,X,X,O,X,X
LIZOSTJ,X,O,X,X,X,X,X,O,X,X
LIZOSJT,X,X,X,X,X,X,X,O,X,X
LIOTJSZ,O,O,O,X,X,O,O,X,X,X
LIOTJZS,O,O,O,X,O,O,X,X,X,X
LIOTSJZ,O,O,O,X,X,O,O,X,X,X
LIOTSZJ,O,X,O,X,X,O,O,X,X,X
LIOTZJS,O,O,O,X,O,O,X,X,X,X
LIOTZSJ,O,O,X,X,O,O,X,X,X,X
LIOJTSZ,O,O,O,X,X,O,O,X,X,X
LIOJTZS,O,O,O,X,O,O,X,X,X,X
LIOJSTZ,O,X,O,X,X,O,O,X,X,X
LIOJSZT,O,X,X,X,X,X,X,O,X,X
LIOJZTS,O,O,X,X,O,O,X,O,X,X
LIOJZST,X,X,X,X,X,X,X,O,X,X
LIOSTJZ,O,O,O,X,X,O,O,X,X,X
LIOSTZJ,O,X,O,X,X,O,O,X,X,X
LIOSJTZ,O,X,O,X,X,O,O,X,X,X
LIOSJZT,O,X,X,X,X,X,X,O,X,X
LIOSZTJ,X,O,O,X,X,X,O,O,X,X
LIOSZJT,O,X,X,X,X,X,X,O,X,X
LIOZTJS,O,O,O,X,O,O,X,O,X,X
LIOZTSJ,O,O,X,X,O,O,X,O,X,X
LIOZJTS,O,O,X,X,O,O,X,O,X,X
LIOZJST,X,X,X,X,X,X,X,O,X,X
LIOZSTJ,X,O,O,X,O,X,X,O,X,X
LIOZSJT,X,X,X,X,X,X,X,O,X,X
LJTISZO,O,X,X,X,X,O,X,O,X,O
LJTISOZ,O,X,O,X,X,O,X,X,X,O
LJTIZSO,O,X,X,X,X,O,X,O,O,X
LJTIZOS,X,O,X,X,X,O,X,O,O,X
LJTIOSZ,O,O,O,X,X,O,O,X,X,X
LJTIOZS,O,O,O,X,O,O,X,X,X,X
LJTSIZO,O,X,X,X,X,O,X,O,X,O
LJTSIOZ,O,X,O,X,X,O,O,X,X,O
LJTSZIO,O,X,X,X,X,X,X,O,O,O
LJTSZOI,O,O,O,X,X,X,O,O,X,X
LJTSOIZ,O,O,O,X,X,X,O,X,X,O
LJTSOZI,O,O,O,X,X,X,O,X,X,X
LJTZISO,O,X,X,X,X,O,X,O,O,X
LJTZIOS,X,O,X,X,O,O,X,O,O,X
LJTZSIO,O,X,X,X,X,X,X,O,O,O
LJTZSOI,O,O,O,X,O,X,X,O,X,X
LJTZOIS,O,O,O,X,O,X,X,O,O,X
LJTZOSI,O,O,O,X,O,X,X,O,X,X
LJTOISZ,O,O,O,X,X,O,O,X,X,X
LJTOIZS,O,O,O,X,O,O,X,X,X,X
LJTOSIZ,O,O,O,X,X,X,O,X,X,O
LJTOSZI,O,O,O,X,X,X,O,X,X,X
LJTOZIS,O,O,O,X,O,X,X,X,O,X
LJTOZSI,O,O,O,X,O,X,X,X,X,X
LJITSZO,O,X,X,X,X,O,X,O,X,O
LJITSOZ,O,X,O,X,X,O,X,X,X,O
LJITZSO,O,X,X,X,X,O,X,O,O,X
LJITZOS,X,O,X,X,X,O,X,O,O,X
LJITOSZ,O,O,O,X,X,O,O,X,X,X
LJITOZS,O,O,O,X,O,O,X,X,X,X
LJISTZO,O,X,X,O,X,O,X,O,X,O
LJISTOZ,O,X,O,O,X,O,X,X,X,O
LJISZTO,O,X,X,O,X,X,X,O,X,X
LJISZOT,O,X,X,O,X,X,X,O,X,X
LJISOTZ,O,X,O,O,X,O,X,X,X,X
LJISOZT,O,X,X,O,X,X,X,O,X,X
LJIZTSO,O,X,X,X,X,O,X,O,O,X
LJIZTOS,X,O,X,X,X,O,X,O,O,X
LJIZSTO,O,X,X,O,X,X,X,O,X,X
LJIZSOT,O,X,X,O,X,X,X,O,X,X
LJIZOTS,O,O,X,X,X,O,X,O,X,X
LJIZOST,X,X,X,X,X,X,X,O,X,X
LJIOTSZ,O,O,O,X,X,O,O,X,X,X
LJIOTZS,O,O,O,X,O,O,X,X,X,X
LJIOSTZ,O,X,O,X,X,O,O,X,X,X
LJIOSZT,O,X,X,X,X,X,X,O,X,X
LJIOZTS,O,O,X,X,O,O,X,O,X,X
LJIOZST,X,X,X,X,X,X,X,O,X,X
LJSTIZO,O,X,X,X,X,O,X,O,X,O
LJSTIOZ,O,X,O,X,X,O,O,X,X,O
LJSTZIO,O,X,X,X,X,X,X,O,O,O
LJSTZOI,O,O,O,X,X,X,O,O,X,X
LJSTOIZ,O,O,O,X,X,X,O,X,X,O
LJSTOZI,O,O,O,X,X,X,O,X,X,X
LJSITZO,O,X,X,O,X,O,X,O,X,O
LJSITOZ,O,X,O,O,X,O,X,X,X,O
LJSIZTO,O,X,X,O,X,X,X,O,X,X
LJSIZOT,O,X,X,O,X,X,X,O,X,X
LJSIOTZ,O,X,O,O,X,O,X,X,X,X
LJSIOZT,O,X,X,O,X,X,X,O,X,X
LJSZTIO,O,X,X,X,X,X,X,O,O,O
LJSZTOI,O,O,O,X,X,X,X,O,X,X
LJSZITO,O,X,X,O,X,X,X,O,X,X
LJSZIOT,O,X,X,O,X,X,X,O,X,X
LJSZOTI,O,O,O,X,X,X,X,O,X,X
LJSZOIT,O,X,X,X,X,X,X,O,X,X
LJSOTIZ,O,O,O,X,X,X,O,X,X,O
LJSOTZI,O,O,O,X,X,X,O,X,X,X
LJSOITZ,O,X,O,X,X,X,O,X,X,X
LJSOIZT,O,X,X,X,X,X,X,O,X,X
LJSOZTI,O,O,O,X,X,X,X,O,X,X
LJSOZIT,O,X,X,X,X,X,X,O,X,X
LJZTISO,O,X,X,X,X,O,X,O,O,X
LJZTIOS,X,O,X,X,O,O,X,O,O,X
LJZTSIO,O,X,X,X,X,X,X,O,O,O
LJZTSOI,O,O,O,X,O,X,X,O,X,X
LJZTOIS,O,O,O,X,O,X,X,O,O,X
LJZTOSI,O,O,O,X,O,X,X,O,X,X
LJZITSO,O,X,X,X,X,O,X,O,O,X
LJZITOS,X,O,X,X,X,O,X,O,O,X
LJZISTO,O,X,X,O,X,X,X,O,X,X
LJZISOT,O,X,X,O,X,X,X,O,X,X
LJZIOTS,O,O,X,X,X,O,X,O,X,X
LJZIOST,X,X,X,X,X,X,X,O,X,X
LJZSTIO,O,X,X,X,X,X,X,O,O,O
LJZSTOI,O,O,O,X,X,X,X,O,X,X
LJZSITO,O,X,X,O,X,X,X,O,X,X
LJZSIOT,O,X,X,O,X,X,X,O,X,X
LJZSOTI,O,O,O,X,X,X,X,O,X,X
LJZSOIT,O,X,X,X,X,X,X,O,X,X
LJZOTIS,O,O,O,X,O,X,X,O,O,X
LJZOTSI,O,O,O,X,O,X,X,O,X,X
LJZOITS,O,O,X,X,O,X,X,O,X,X
LJZOIST,X,X,X,X,X,X,X,O,X,X
LJZOSTI,O,O,O,X,X,X,X,O,X,X
LJZOSIT,O,X,X,X,X,X,X,O,X,X
LJOTISZ,O,O,O,X,X,O,O,X,X,X
LJOTIZS,O,O,O,X,O,O,X,X,X,X
LJOTSIZ,O,O,O,X,X,X,O,X,X,O
LJOTSZI,O,O,O,X,X,X,O,X,X,X
LJOTZIS,O,O,O,X,O,X,X,X,O,X
LJOTZSI,O,O,O,X,O,X,X,X,X,X
LJOITSZ,O,O,O,X,X,O,O,X,X,X
LJOITZS,O,O,O,X,O,O,X,X,X,X
LJOISTZ,O,X,O,X,X,O,O,X,X,X
LJOISZT,O,X,X,X,X,X,X,O,X,X
LJOIZTS,O,O,X,X,O,O,X,O,X,X
LJOIZST,X,X,X,X,X,X,X,O,X,X
LJOSTIZ,O,O,O,X,X,X,O,X,X,O
LJOSTZI,O,O,O,X,X,X,O,X,X,X
LJOSITZ,O,X,O,X,X,X,O,X,X,X
LJOSIZT,O,X,X,X,X,X,X,O,X,X
LJOSZTI,O,O,O,X,X,X,X,O,X,X
LJOSZIT,O,X,X,X,X,X,X,O,X,X
LJOZTIS,O,O,O,X,O,X,X,O,O,X
LJOZTSI,O,O,O,X,O,X,X,O,X,X
LJOZITS,O,O,X,X,O,X,X,O,X,X
LJOZIST,X,X,X,X,X,X,X,O,X,X
LJOZSTI,O,O,O,X,X,X,X,O,X,X
LJOZSIT,O,X,X,X,X,X,X,O,X,X
LSTIJZO,O,X,X,X,X,O,X,O,X,O
LSTIJOZ,O,X,O,X,X,O,O,X,X,O
LSTIZJO,O,X,X,X,X,O,X,O,X,O
LSTIZOJ,O,X,X,X,X,O,X,O,X,X
LSTIOJZ,O,X,O,X,X,O,O,X,X,O
LSTIOZJ,O,X,O,X,X,O,O,X,X,X
LSTJIZO,O,X,X,X,X,O,X,O,X,O
LSTJIOZ,O,X,O,X,X,O,O,X,X,O
LSTJZIO,O,X,X,X,X,X,X,O,O,O
LSTJZOI,O,O,O,X,X,X,O,O,X,X
LSTJOIZ,O,O,O,X,X,X,O,X,X,O
LSTJOZI,O,O,O,X,X,X,O,X,X,X
LSTZIJO,O,X,X,X,X,X,X,O,O,O
LSTZIOJ,O,X,X,X,X,X,X,O,X,X
LSTZJIO,O,X,X,X,X,X,X,O,O,O
LSTZJOI,O,O,O,X,X,X,O,O,X,X
LSTZOIJ,O,O,O,X,X,X,O,O,X,X
LSTZOJI,O,O,O,X,X,X,O,O,X,X
LSTOIJZ,O,O,O,X,X,X,O,X,X,O
LSTOIZJ,O,X,O,X,X,X,O,X,X,X
LSTOJIZ,O,O,O,X,X,X,O,X,X,O
LSTOJZI,O,O,O,X,X,X,O,X,X,X
LSTOZIJ,O,O,O,X,X,X,O,X,X,X
LSTOZJI,O,O,O,X,X,X,O,X,X,X
LSITJZO,O,X,X,O,X,O,X,O,X,O
LSITJOZ,O,X,O,O,X,O,O,X,X,O
LSITZJO,O,X,X,O,X,O,X,O,X,O
LSITZOJ,O,X,X,O,X,O,X,O,X,X
LSITOJZ,O,X,O,O,X,O,O,X,X,O
LSITOZJ,O,X,O,O,X,O,O,X,X,X
LSIJTZO,O,X,X,O,X,O,X,O,X,O
LSIJTOZ,O,X,O,O,X,O,X,X,X,O
LSIJZTO,O,X,X,O,X,X,X,O,X,X
LSIJZOT,O,X,X,O,X,X,X,O,X,X
LSIJOTZ,O,X,O,O,X,O,X,X,X,X
LSIJOZT,O,X,X,O,X,X,X,O,X,X
LSIZTJO,O,X,X,O,X,X,X,O,X,O
LSIZTOJ,O,X,X,O,X,X,X,O,X,X
LSIZJTO,O,X,X,O,X,X,X,O,X,X
LSIZJOT,O,X,X,O,X,X,X,O,X,X
LSIZOTJ,X,X,X,O,X,X,X,O,X,X
LSIZOJT,O,X,X,O,X,X,X,O,X,X
LSIOTJZ,O,X,O,O,X,O,O,X,X,O
LSIOTZJ,O,X,O,O,X,O,O,X,X,X
LSIOJTZ,O,X,O,O,X,O,O,X,X,X
LSIOJZT,O,X,X,O,X,X,X,O,X,X
LSIOZTJ,X,X,O,O,X,X,O,O,X,X
LSIOZJT,O,X,X,O,X,X,X,O,X,X
LSJTIZO,O,X,X,X,X,O,X,O,X,O
LSJTIOZ,O,X,O,X,X,O,O,X,X,O
LSJTZIO,O,X,X,X,X,X,X,O,O,O
LSJTZOI,O,O,O,X,X,X,O,O,X,X
LSJTOIZ,O,O,O,X,X,X,O,X,X,O
LSJTOZI,O,O,O,X,X,X,O,X,X,X
LSJITZO,O,X,X,O,X,O,X,O,X,O
LSJITOZ,O,X,O,O,X,O,X,X,X,O
LSJIZTO,O,X,X,O,X,X,X,O,X,X
LSJIZOT,O,X,X,O,X,X,X,O,X,X
LSJIOTZ,O,X,O,O,X,O,X,X,X,X
LSJIOZT,O,X,X,O,X,X,X,O,X,X
LSJZTIO,O,X,X,X,X,X,X,O,O,O
LSJZTOI,O,O,O,X,X,X,X,O,X,X
LSJZITO,O,X,X,O,X,X,X,O,X,X
LSJZIOT,O,X,X,O,X,X,X,O,X,X
LSJZOTI,O,O,O,X,X,X,X,O,X,X
LSJZOIT,O,X,X,X,X,X,X,O,X,X
LSJOTIZ,O,O,O,X,X,X,O,X,X,O
LSJOTZI,O,O,O,X,X,X,O,X,X,X
LSJOITZ,O,X,O,X,X,X,O,X,X,X
LSJOIZT,O,X,X,X,X,X,X,O,X,X
LSJOZTI,O,O,O,X,X,X,X,O,X,X
LSJOZIT,O,X,X,X,X,X,X,O,X,X
LSZTIJO,O,X,X,X,X,X,X,O,O,O
LSZTIOJ,O,X,X,X,X,X,X,O,X,X
LSZTJIO,O,X,X,X,X,X,X,O,O,O
LSZTJOI,O,O,O,X,X,X,O,O,X,X
LSZTOIJ,O,O,O,X,X,X,O,O,X,X
LSZTOJI,O,O,O,X,X,X,O,O,X,X
LSZITJO,O,X,X,O,X,X,X,O,O,O
LSZITOJ,O,X,X,O,X,X,X,O,X,X
LSZIJTO,O,X,X,O,X,X,X,O,X,X
LSZIJOT,O,X,X,O,X,X,X,O,X,X
LSZIOTJ,X,X,X,O,X,X,X,O,X,X
LSZIOJT,O,X,X,O,X,X,X,O,X,X
LSZJTIO,O,X,X,X,X,X,X,O,O,O
LSZJTOI,O,O,O,X,X,X,X,O,X,X
LSZJITO,O,X,X,O,X,X,X,O,X,X
LSZJIOT,O,X,X,O,X,X,X,O,X,X
LSZJOTI,O,O,O,X,X,X,X,O,X,X
LSZJOIT,O,X,X,X,X,X,X,O,X,X
LSZOTIJ,O,O,O,X,X,X,O,O,X,X
LSZOTJI,O,O,O,X,X,X,O,O,X,X
LSZOITJ,X,O,O,O,X,X,O,O,X,X
LSZOIJT,O,X,X,O,X,X,X,O,X,X
LSZOJTI,O,O,O,X,X,X,X,O,X,X
LSZOJIT,O,X,X,X,X,X,X,O,X,X
LSOTIJZ,O,O,O,X,X,X,O,X,X,O
