sequence,v115@zgB8GeD8FeC8FeE8EeE8BeA8BeB8Je07IvhFxcByiB?WnBllBXrBTsB,v115@zgB8GeD8FeC8FeE8EeE8BeA8BeB8Je07IvhF6hBZiB?zdBllB+sBXrB,v115@zgB8GeD8FeC8FeE8EeE8BeA8BeB8Jex7IvhFmdB3gB?1mB6nBzqBUsB,v115@zgB8GeD8FeC8FeE8EeE8BeA8BeB8Je07IvhFRiB3iB?6qBOrBlmBTsB,v115@zgB8GeD8FeC8FeE8EeE8BeA8BeB8Jex7IvhFmdB3gB?0mB6sBzqBFsB,v115@zgB8GeD8FeC8FeE8EeE8BeA8BeB8Je07IvhFzdB+mB?llB6sBZnBXrB,v115@zgB8GeD8FeC8FeE8EeE8BeA8BeB8Je07IvhFzdBWnB?llBxrBKsBXrB,v115@zgB8GeD8FeC8FeE8EeE8BeA8BeB8Jel7IvhF3cBiiB?unBxlBzqBUsB,v115@zgB8GeD8FeC8FeE8EeE8BeA8BeB8Je2BJvhFRdB3iB?llBcrBTsB6qB,v115@zgB8GeD8FeC8FeE8EeE8BeA8BeB8Je07IvhFyiBWnB?llBxrBXrBTsB,v115@zgB8GeD8FeC8FeE8EeE8BeA8BeB8JeX8IvhFyiBWnB?llBxrB0qBTsB,v115@zgB8GeD8FeC8FeE8EeE8BeA8BeB8Je07IvhFmdBCiB?llBxrBTsBXrB,v115@zgB8GeD8FeC8FeE8EeE8BeA8BeB8Jex7IvhF8hBunB?llByrBzqB3sB,v115@zgB8GeD8FeC8FeE8EeE8BeA8BeB8Jel7IvhFylBRiB?UiBfsBusBzqB,v115@zgB8GeD8FeC8FeE8EeE8BeA8BeB8JeX8IvhFmdBCiB?llBxrBTsB0qB,v115@zgB8GeD8FeC8FeE8EeE8BeA8BeB8JeX8IvhFzhBllB?xrBusB0qBisB,v115@zgB8GeD8FeC8FeE8EeE8BeA8BeB8JeT8IvhF1lB3iB?SrBZnBusB0qB
ZOTJISL,O,O,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X
ZOTJLIS,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOTJLSI,O,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X
ZOTJSIL,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
ZOTJSLI,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZOTSILJ,O,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X
ZOTSIJL,X,X,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X
ZOTSLIJ,O,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X
ZOTSLJI,O,X,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X
ZOTSJIL,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
ZOTSJLI,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZOITLJS,O,X,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X
ZOITLSJ,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOITJLS,O,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
ZOITJSL,O,O,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X
ZOITSLJ,O,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X
ZOITSJL,X,X,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X
ZOILTJS,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOILTSJ,X,X,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X
ZOILJTS,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOILJST,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOILSTJ,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOILSJT,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOIJTLS,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X
ZOIJTSL,X,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X
ZOIJLTS,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOIJLST,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOIJSTL,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOIJSLT,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOISTLJ,O,X,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X
ZOISTJL,X,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X
ZOISLTJ,O,X,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X
ZOISLJT,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOISJTL,O,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X
ZOISJLT,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOLTIJS,O,X,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X
ZOLTISJ,O,X,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X
ZOLTJIS,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZOLTJSI,O,O,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X
ZOLTSIJ,O,X,O,X,O,X,X,O,O,X,X,X,X,O,X,X,X
ZOLTSJI,O,X,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X
ZOLITJS,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOLITSJ,X,X,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X
ZOLIJTS,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOLIJST,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOLISTJ,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOLISJT,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOLJTIS,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZOLJTSI,O,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X
ZOLJITS,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOLJIST,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOLJSTI,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOLJSIT,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOLSTIJ,O,X,O,X,O,X,X,O,O,X,X,X,X,O,X,X,X
ZOLSTJI,O,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X
ZOLSITJ,O,X,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X
ZOLSIJT,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOLSJTI,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOLSJIT,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOJTILS,O,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
ZOJTISL,O,O,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X
ZOJTLIS,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOJTLSI,O,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X
ZOJTSIL,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
ZOJTSLI,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZOJITLS,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOJITSL,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOJILTS,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOJILST,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOJISTL,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOJISLT,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOJLTIS,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZOJLTSI,O,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X
ZOJLITS,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOJLIST,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOJLSTI,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOJLSIT,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOJSTIL,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
ZOJSTLI,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZOJSITL,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
ZOJSILT,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOJSLTI,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOJSLIT,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOSTILJ,O,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X
ZOSTIJL,O,X,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X
ZOSTLIJ,O,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X
ZOSTLJI,O,X,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X
ZOSTJIL,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
ZOSTJLI,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZOSITLJ,O,X,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X
ZOSITJL,X,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X
ZOSILTJ,O,X,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X
ZOSILJT,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOSIJTL,O,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X
ZOSIJLT,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOSLTIJ,O,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X
ZOSLTJI,O,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X
ZOSLITJ,O,X,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X
ZOSLIJT,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOSLJTI,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOSLJIT,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOSJTIL,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
ZOSJTLI,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZOSJITL,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
ZOSJILT,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOSJLTI,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOSJLIT,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OTILJSZ,O,X,O,X,O,O,X,O,X,X,O,O,X,O,O,O,X
OTILJZS,O,X,O,X,O,O,X,X,X,O,X,O,X,X,O,X,X
OTILSJZ,X,X,O,X,O,X,X,O,X,X,X,O,X,O,O,O,O
OTILSZJ,O,X,O,X,X,X,X,O,X,X,X,O,X,O,O,X,O
OTILZJS,O,X,O,O,X,O,O,O,X,O,X,O,X,X,O,X,X
OTILZSJ,O,X,X,O,X,X,X,O,X,X,X,O,X,O,O,X,X
OTIJLSZ,O,X,O,X,O,O,O,O,X,X,O,O,X,X,O,O,X
OTIJLZS,O,O,O,X,O,O,O,X,X,O,X,O,X,X,O,X,X
OTIJSLZ,O,X,O,X,O,X,O,O,X,X,O,O,X,X,O,O,X
OTIJSZL,O,O,O,X,O,X,O,O,X,X,X,O,X,X,X,O,X
OTIJZLS,O,O,O,X,O,O,O,O,X,O,X,O,X,X,O,X,X
OTIJZSL,O,O,O,X,O,X,O,O,X,X,X,O,X,X,X,O,X
OTISLJZ,X,X,O,X,O,X,X,O,X,X,X,O,X,X,O,O,X
OTISLZJ,X,X,O,X,X,X,X,O,O,X,X,O,X,X,O,X,X
OTISJLZ,X,X,O,X,O,X,X,O,X,X,O,O,X,X,O,O,X
OTISJZL,X,X,O,X,O,X,X,O,O,X,X,O,X,X,X,O,X
OTISZLJ,X,X,O,X,O,X,X,O,O,X,X,O,X,X,O,X,X
OTISZJL,X,X,O,X,O,X,O,O,O,X,X,O,X,X,X,O,X
OTIZLJS,O,X,O,O,O,O,O,O,X,O,X,O,X,X,O,X,X
OTIZLSJ,O,X,O,O,X,X,X,O,X,X,X,O,X,X,O,X,X
OTIZJLS,O,O,O,X,O,O,O,O,X,O,X,O,X,X,O,X,X
OTIZJSL,O,O,O,X,O,X,O,O,X,X,X,O,X,X,X,O,X
OTIZSLJ,O,X,O,O,X,X,X,O,X,X,X,O,X,X,O,X,X
OTIZSJL,X,X,O,X,X,X,O,O,X,X,X,O,X,X,X,O,X
OTLIJSZ,O,X,O,X,O,O,X,O,X,X,X,X,X,O,X,X,X
OTLIJZS,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OTLISJZ,O,X,O,X,O,X,X,O,X,X,X,X,X,O,X,X,O
OTLISZJ,O,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,O
OTLIZJS,O,X,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X
OTLIZSJ,O,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X
OTLJISZ,O,X,O,X,O,O,X,O,X,X,X,X,X,O,X,X,X
OTLJIZS,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
OTLJSIZ,O,X,O,X,O,O,X,O,X,X,X,X,X,O,X,X,O
OTLJSZI,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
OTLJZIS,O,O,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X
OTLJZSI,O,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
OTLSIJZ,O,X,O,X,O,X,X,O,X,X,X,X,X,O,X,X,O
OTLSIZJ,O,X,O,X,X,X,X,O,O,X,X,X,X,O,X,X,O
OTLSJIZ,O,X,O,X,O,O,X,O,X,X,X,X,X,O,X,X,O
OTLSJZI,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
OTLSZIJ,O,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,O
OTLSZJI,O,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X
OTLZIJS,O,X,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X
OTLZISJ,O,X,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X
OTLZJIS,O,O,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X
OTLZJSI,O,O,O,X,O,O,X,O,X,X,X,X,O,X,X,X,X
OTLZSIJ,O,X,O,X,O,X,X,O,X,X,X,X,X,O,X,X,O
OTLZSJI,O,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X
OTJILSZ,O,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X
OTJILZS,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OTJISLZ,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
OTJISZL,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
OTJIZLS,O,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
OTJIZSL,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X
OTJLISZ,O,X,O,X,O,O,X,O,X,X,X,X,X,O,X,X,X
OTJLIZS,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OTJLSIZ,O,X,O,X,O,O,X,O,X,X,X,X,X,O,X,X,O
OTJLSZI,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
OTJLZIS,O,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
OTJLZSI,O,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
OTJSILZ,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OTJSIZL,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
OTJSLIZ,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OTJSLZI,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTJSZIL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJSZLI,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTJZILS,O,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
OTJZISL,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X
OTJZLIS,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTJZLSI,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
OTJZSIL,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OTJZSLI,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTSILJZ,O,X,O,X,O,X,X,O,X,X,X,X,X,O,O,O,X
OTSILZJ,O,X,O,X,X,X,X,O,O,X,X,X,X,O,O,X,X
OTSIJLZ,O,X,O,X,O,X,X,O,X,X,O,X,X,X,O,O,X
OTSIJZL,O,X,O,X,O,X,X,O,O,X,X,X,X,X,X,O,X
OTSIZLJ,O,X,O,X,O,X,X,O,O,X,X,X,X,X,O,X,X
OTSIZJL,O,X,O,X,O,X,O,O,O,X,X,X,X,X,X,O,X
OTSLIJZ,O,X,O,X,O,X,X,O,X,X,X,X,X,O,X,X,O
OTSLIZJ,O,X,O,X,X,X,X,O,O,X,X,X,X,O,X,X,O
OTSLJIZ,O,X,O,X,O,O,X,O,X,X,X,X,X,O,X,X,O
OTSLJZI,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
OTSLZIJ,O,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,O
OTSLZJI,O,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X
OTSJILZ,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OTSJIZL,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
OTSJLIZ,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OTSJLZI,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTSJZIL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSJZLI,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTSZILJ,O,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X
OTSZIJL,O,X,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X
OTSZLIJ,O,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X
OTSZLJI,O,X,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X
OTSZJIL,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
OTSZJLI,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
OTZILJS,O,X,O,O,O,O,O,O,X,O,X,O,X,X,X,X,X
OTZILSJ,O,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X
OTZIJLS,O,O,O,X,O,O,O,O,X,O,X,O,X,X,X,X,X
OTZIJSL,O,O,O,X,O,X,O,O,O,X,X,O,X,X,X,X,X
OTZISLJ,O,X,O,O,X,X,X,O,O,X,X,O,X,X,X,X,X
OTZISJL,X,X,O,X,X,X,O,O,O,X,X,O,X,X,X,X,X
OTZLIJS,O,X,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X
OTZLISJ,O,X,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X
OTZLJIS,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OTZLJSI,O,O,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X
OTZLSIJ,O,X,O,X,O,X,X,O,O,X,X,X,X,O,X,X,O
OTZLSJI,O,X,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X
OTZJILS,O,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
OTZJISL,O,O,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X
OTZJLIS,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTZJLSI,O,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X
OTZJSIL,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
OTZJSLI,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
OTZSILJ,O,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X
OTZSIJL,X,X,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X
OTZSLIJ,O,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X
OTZSLJI,O,X,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X
OTZSJIL,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
OTZSJLI,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
OITLJSZ,O,X,O,X,O,O,X,O,X,X,O,O,X,O,O,O,X
OITLJZS,O,X,O,X,O,O,X,X,X,O,X,O,X,X,O,X,X
OITLSJZ,X,X,O,X,O,X,X,O,X,X,X,O,X,O,O,O,X
OITLSZJ,O,X,O,X,X,X,X,O,X,X,X,O,X,O,O,X,X
OITLZJS,O,X,O,O,X,O,O,O,X,O,X,O,X,X,O,X,X
OITLZSJ,O,X,X,O,X,X,X,O,X,X,X,O,X,O,O,X,X
OITJLSZ,O,X,O,X,O,O,O,O,X,X,O,O,X,X,O,O,X
OITJLZS,O,O,O,X,O,O,O,X,X,O,X,O,X,X,O,X,X
OITJSLZ,O,X,O,X,O,X,O,O,X,X,O,O,X,X,O,O,X
OITJSZL,O,O,O,X,O,X,O,O,X,X,X,O,X,X,X,O,X
OITJZLS,O,O,O,X,O,O,O,O,X,O,X,O,X,X,O,X,X
OITJZSL,O,O,O,X,O,X,O,O,X,X,X,O,X,X,X,O,X
OITSLJZ,X,X,O,X,O,X,X,O,X,X,X,O,X,X,O,O,X
OITSLZJ,X,X,O,X,X,X,X,O,O,X,X,O,X,X,O,X,X
OITSJLZ,X,X,O,X,O,X,X,O,X,X,O,O,X,X,O,O,X
OITSJZL,X,X,O,X,O,X,X,O,O,X,X,O,X,X,X,O,X
OITSZLJ,X,X,O,X,O,X,X,O,O,X,X,O,X,X,O,X,X
OITSZJL,X,X,O,X,O,X,O,O,O,X,X,O,X,X,X,O,X
OITZLJS,O,X,O,O,O,O,O,O,X,O,X,O,X,X,O,X,X
OITZLSJ,O,X,O,O,X,X,X,O,X,X,X,O,X,X,O,X,X
OITZJLS,O,O,O,X,O,O,O,O,X,O,X,O,X,X,O,X,X
OITZJSL,O,O,O,X,O,X,O,O,X,X,X,O,X,X,X,O,X
OITZSLJ,O,X,O,O,X,X,X,O,X,X,X,O,X,X,O,X,X
OITZSJL,X,X,O,X,X,X,O,O,X,X,X,O,X,X,X,O,X
OILTJSZ,O,X,O,X,O,O,X,O,X,X,O,X,X,O,X,O,X
OILTJZS,O,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X
OILTSJZ,O,X,O,X,O,X,X,O,X,X,X,X,X,O,X,O,X
OILTSZJ,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
OILTZJS,O,X,O,O,X,O,O,O,X,O,X,X,X,X,X,X,X
OILTZSJ,O,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X
OILJTSZ,O,X,O,X,O,O,O,O,X,X,O,X,X,O,X,X,X
OILJTZS,O,X,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X
OILJSTZ,O,X,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X
OILJSZT,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OILJZTS,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OILJZST,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OILSTJZ,O,X,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X
OILSTZJ,O,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X
OILSJTZ,O,X,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X
OILSJZT,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OILSZTJ,O,X,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X
OILSZJT,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OILZTJS,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OILZTSJ,X,X,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X
OILZJTS,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OILZJST,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OILZSTJ,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OILZSJT,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OIJTLSZ,O,X,O,X,O,O,O,O,X,X,O,X,X,X,X,O,X
OIJTLZS,O,O,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X
OIJTSLZ,O,O,O,X,O,X,O,O,X,X,O,X,X,X,X,O,X
OIJTSZL,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X,O,X
OIJTZLS,O,O,O,X,O,O,O,O,X,O,X,X,X,X,X,X,X
OIJTZSL,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X,O,X
OIJLTSZ,O,X,O,X,O,O,O,O,X,X,O,X,X,O,X,X,X
OIJLTZS,O,O,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X
OIJLSTZ,O,O,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X
OIJLSZT,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OIJLZTS,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OIJLZST,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OIJSTLZ,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X
OIJSTZL,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X
OIJSLTZ,O,O,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X
OIJSLZT,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OIJSZTL,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
OIJSZLT,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
OIJZTLS,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X
OIJZTSL,X,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X
OIJZLTS,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OIJZLST,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OIJZSTL,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
OIJZSLT,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OISTLJZ,O,X,O,X,O,X,X,O,X,X,X,X,X,O,X,O,X
OISTLZJ,O,X,O,X,X,X,X,O,O,X,X,X,X,O,X,X,X
OISTJLZ,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,O,X
OISTJZL,O,X,O,X,O,X,X,O,O,X,X,X,X,X,X,O,X
OISTZLJ,O,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X
OISTZJL,O,X,O,X,O,X,O,O,O,X,X,X,X,X,X,O,X
OISLTJZ,O,X,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X
OISLTZJ,O,X,O,X,X,X,X,O,O,X,X,X,X,O,X,X,X
OISLJTZ,O,X,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X
