sequence,v115@FhA8IeA8HeB8AeC8AeE8KeOEJvhF8kBzgBCiB5oBXn?BlqB,v115@FhA8IeA8HeB8AeC8AeE8Kei/IvhFzgBumBcnB5oB3k?BlqB,v115@FhA8IeA8HeB8AeC8AeE8Kei/IvhF3gBGiB5oB1pB8q?BzrB,v115@FhA8IeA8HeB8AeC8AeE8Kel/IvhF3gBqmBTiB5oB2p?B8qB,v115@FhA8IeA8HeB8AeC8AeE8KeOEJvhFlgB3hBcnB5oBzk?BCrB,v115@FhA8IeA8HeB8AeC8AeE8Kei/IvhFWmBTiB5oB3kB0m?BlqB,v115@FhA8IeA8HeB8AeC8AeE8KeKEJvhFflBlgBGiB5oB8q?BzrB,v115@FhA8IeA8HeB8AeC8AeE8Ke2EJvhFChBTiB5oB0mB3k?BlqB
JOIZSTL,O,X,O,O,O,X,X,X
JOIZSLT,O,X,O,O,O,X,O,X
JOLTISZ,X,X,O,O,O,X,O,X
JOLTIZS,X,X,O,O,O,X,O,X
JOLTSIZ,X,X,O,O,O,X,O,X
JOLTSZI,X,X,O,O,O,X,O,X
JOLTZIS,X,X,O,O,O,X,O,X
JOLTZSI,X,X,O,O,O,X,O,X
JOLITSZ,X,X,O,O,O,X,O,X
JOLITZS,X,X,O,O,O,X,O,X
JOLISTZ,X,X,X,O,O,X,O,X
JOLISZT,X,X,X,O,O,X,O,X
JOLIZTS,X,X,O,O,O,X,O,X
JOLIZST,X,X,O,O,O,X,O,X
JOLSTIZ,X,X,X,O,O,X,O,X
JOLSTZI,X,X,X,O,O,X,O,X
JOLSITZ,X,X,X,O,O,X,O,X
JOLSIZT,X,X,X,O,O,X,O,X
JOLSZTI,X,X,X,O,O,X,O,X
JOLSZIT,X,X,X,O,O,X,O,X
JOLZTIS,X,X,O,O,O,X,O,X
JOLZTSI,X,X,O,O,O,X,O,X
JOLZITS,X,X,O,O,O,X,O,X
JOLZIST,X,X,O,O,O,X,O,X
JOLZSTI,X,X,O,O,O,X,O,X
JOLZSIT,X,X,O,O,O,X,O,X
JOSTILZ,X,X,O,O,O,O,X,X
JOSTIZL,X,X,O,O,O,O,X,X
JOSTLIZ,X,X,O,O,O,O,X,X
JOSTLZI,X,X,O,O,O,O,X,X
JOSTZIL,X,X,O,O,O,O,X,X
JOSTZLI,X,X,O,O,O,O,X,X
JOSITLZ,X,X,O,O,O,O,X,X
JOSITZL,X,X,O,O,O,O,X,X
JOSILTZ,X,X,X,O,O,O,O,X
JOSILZT,O,X,X,O,O,X,O,X
JOSIZTL,O,X,O,O,O,X,X,X
JOSIZLT,O,X,O,O,O,X,O,X
JOSLTIZ,X,X,X,O,O,O,O,X
JOSLTZI,X,X,X,O,O,O,O,X
JOSLITZ,X,X,X,O,O,O,O,X
JOSLIZT,O,X,X,O,O,X,O,X
JOSLZTI,O,X,X,O,O,X,O,X
JOSLZIT,O,X,X,O,O,X,O,X
JOSZTIL,O,X,O,O,O,X,X,X
JOSZTLI,O,X,O,O,O,X,X,X
JOSZITL,O,X,O,O,O,X,X,X
JOSZILT,O,X,O,O,O,X,O,X
JOSZLTI,O,X,O,O,O,X,O,X
JOSZLIT,O,X,O,O,O,X,O,X
JOZTILS,O,X,O,O,O,X,O,O
JOZTISL,O,X,O,O,O,X,X,O
JOZTLIS,O,X,O,O,O,X,O,O
JOZTLSI,O,X,O,O,O,X,O,O
JOZTSIL,O,X,O,O,O,X,X,O
JOZTSLI,O,X,O,O,O,X,X,O
JOZITLS,O,X,O,O,O,X,O,O
JOZITSL,O,X,O,O,O,X,X,O
JOZILTS,X,X,O,O,O,X,O,X
JOZILST,X,X,O,O,O,X,O,X
JOZISTL,O,X,O,O,O,X,X,X
JOZISLT,O,X,O,O,O,X,O,X
JOZLTIS,X,X,O,O,O,X,O,X
JOZLTSI,X,X,O,O,O,X,O,X
JOZLITS,X,X,O,O,O,X,O,X
JOZLIST,X,X,O,O,O,X,O,X
JOZLSTI,X,X,O,O,O,X,O,X
JOZLSIT,X,X,O,O,O,X,O,X
JOZSTIL,O,X,O,O,O,X,X,X
JOZSTLI,O,X,O,O,O,X,X,X
JOZSITL,O,X,O,O,O,X,X,X
JOZSILT,O,X,O,O,O,X,O,X
JOZSLTI,O,X,O,O,O,X,O,X
JOZSLIT,O,X,O,O,O,X,O,X
STILJZO,O,O,O,X,X,O,X,O
STILJOZ,O,O,O,X,X,O,X,X
STILZJO,O,O,O,X,X,O,X,O
STILZOJ,O,O,O,X,X,O,X,O
STILOJZ,O,O,O,X,X,O,X,X
STILOZJ,O,O,O,X,X,O,X,X
STIJLZO,O,O,O,X,X,O,X,O
STIJLOZ,O,O,O,X,X,O,X,X
STIJZLO,O,O,O,X,X,O,X,O
STIJZOL,O,O,O,X,X,O,X,O
STIJOLZ,O,O,O,X,X,O,X,X
STIJOZL,O,O,O,X,X,O,X,X
STIZLJO,O,O,O,X,X,O,X,O
STIZLOJ,O,O,O,X,X,O,X,O
STIZJLO,O,O,O,X,X,O,X,O
STIZJOL,O,O,O,X,X,O,X,O
STIZOLJ,O,O,O,X,X,O,X,O
STIZOJL,O,O,O,X,X,O,X,O
STIOLJZ,O,O,O,X,X,O,X,X
STIOLZJ,O,O,O,X,X,O,X,X
STIOJLZ,O,O,O,X,X,O,X,X
STIOJZL,O,O,O,X,X,O,X,X
STIOZLJ,O,O,O,X,X,O,X,X
STIOZJL,O,O,O,X,X,O,X,X
STLIJZO,O,O,O,X,X,O,X,O
STLIJOZ,O,O,O,X,X,O,X,X
STLIZJO,O,O,O,X,X,O,X,O
STLIZOJ,O,O,O,X,X,O,X,O
STLIOJZ,O,O,O,X,X,O,X,X
STLIOZJ,O,O,O,X,X,O,X,X
STLJIZO,O,O,O,X,X,O,X,O
STLJIOZ,O,O,O,X,X,O,X,X
STLJZIO,O,O,O,X,X,O,X,O
STLJZOI,O,O,O,X,X,O,X,O
STLJOIZ,O,O,O,X,X,O,X,X
STLJOZI,O,O,O,X,X,O,X,X
STLZIJO,O,O,O,X,X,O,X,O
STLZIOJ,O,O,O,X,X,O,X,O
STLZJIO,O,O,O,X,X,O,X,O
STLZJOI,O,O,O,X,X,O,X,O
STLZOIJ,O,O,O,X,X,O,X,O
STLZOJI,O,O,O,X,X,O,X,O
STLOIJZ,O,O,O,X,X,O,X,X
STLOIZJ,O,O,O,X,X,O,X,X
STLOJIZ,O,O,O,X,X,O,X,X
STLOJZI,O,O,O,X,X,O,X,X
STLOZIJ,O,O,O,X,X,O,X,X
STLOZJI,O,O,O,X,X,O,X,X
STJILZO,O,O,O,X,X,O,X,O
STJILOZ,O,O,O,X,X,O,X,X
STJIZLO,O,O,O,X,X,O,X,O
STJIZOL,O,O,O,X,X,O,X,O
STJIOLZ,O,O,O,X,X,O,X,X
STJIOZL,O,O,O,X,X,O,X,X
STJLIZO,O,O,O,X,X,O,X,O
STJLIOZ,O,O,O,X,X,O,X,X
STJLZIO,O,O,O,X,X,O,X,O
STJLZOI,O,O,O,X,X,O,X,O
STJLOIZ,O,O,O,X,X,O,X,X
STJLOZI,O,O,O,X,X,O,X,X
STJZILO,O,O,O,X,X,O,X,O
STJZIOL,O,O,O,X,X,O,X,O
STJZLIO,O,O,O,X,X,O,X,O
STJZLOI,O,O,O,X,X,O,X,O
STJZOIL,O,O,O,X,X,O,X,O
STJZOLI,O,O,O,X,X,O,X,O
STJOILZ,O,O,O,X,X,O,X,X
STJOIZL,O,O,O,X,X,O,X,X
STJOLIZ,O,O,O,X,X,O,X,X
STJOLZI,O,O,O,X,X,O,X,X
STJOZIL,O,O,O,X,X,O,X,X
STJOZLI,O,O,O,X,X,O,X,X
STZILJO,O,O,O,X,X,O,X,O
STZILOJ,O,O,O,X,X,O,X,O
STZIJLO,O,O,O,X,X,O,X,O
STZIJOL,O,O,O,X,X,O,X,O
STZIOLJ,O,O,O,X,X,O,X,O
STZIOJL,O,O,O,X,X,O,X,O
STZLIJO,O,O,O,X,X,O,X,O
STZLIOJ,O,O,O,X,X,O,X,O
STZLJIO,O,O,O,X,X,O,X,O
STZLJOI,O,O,O,X,X,O,X,O
STZLOIJ,O,O,O,X,X,O,X,O
STZLOJI,O,O,O,X,X,O,X,O
STZJILO,O,O,O,X,X,O,X,O
STZJIOL,O,O,O,X,X,O,X,O
STZJLIO,O,O,O,X,X,O,X,O
STZJLOI,O,O,O,X,X,O,X,O
STZJOIL,O,O,O,X,X,O,X,O
STZJOLI,O,O,O,X,X,O,X,O
STZOILJ,O,O,O,X,X,O,X,O
STZOIJL,O,O,O,X,X,O,X,O
STZOLIJ,O,O,O,X,X,O,X,O
STZOLJI,O,O,O,X,X,O,X,O
STZOJIL,O,O,O,X,X,O,X,O
STZOJLI,O,O,O,X,X,O,X,O
STOILJZ,O,O,O,X,X,O,X,X
STOILZJ,O,O,O,X,X,O,X,X
STOIJLZ,O,O,O,X,X,O,X,X
STOIJZL,O,O,O,X,X,O,X,X
STOIZLJ,O,O,O,X,X,O,X,X
STOIZJL,O,O,O,X,X,O,X,X
STOLIJZ,O,O,O,X,X,O,X,X
STOLIZJ,O,O,O,X,X,O,X,X
STOLJIZ,O,O,O,X,X,O,X,X
STOLJZI,O,O,O,X,X,O,X,X
STOLZIJ,O,O,O,X,X,O,X,X
STOLZJI,O,O,O,X,X,O,X,X
STOJILZ,O,O,O,X,X,O,X,X
STOJIZL,O,O,O,X,X,O,X,X
STOJLIZ,O,O,O,X,X,O,X,X
STOJLZI,O,O,O,X,X,O,X,X
STOJZIL,O,O,O,X,X,O,X,X
STOJZLI,O,O,O,X,X,O,X,X
STOZILJ,O,O,O,X,X,O,X,X
STOZIJL,O,O,O,X,X,O,X,X
STOZLIJ,O,O,O,X,X,O,X,X
STOZLJI,O,O,O,X,X,O,X,X
STOZJIL,O,O,O,X,X,O,X,X
STOZJLI,O,O,O,X,X,O,X,X
SITLJZO,O,O,O,X,X,O,X,O
SITLJOZ,O,O,O,X,X,O,X,X
SITLZJO,O,O,O,X,X,O,X,O
SITLZOJ,O,O,O,X,X,O,X,O
SITLOJZ,O,O,O,X,X,O,X,X
SITLOZJ,O,O,O,X,X,O,X,X
SITJLZO,O,O,O,X,X,O,X,O
SITJLOZ,O,O,O,X,X,O,X,X
SITJZLO,O,O,O,X,X,O,X,O
SITJZOL,O,O,O,X,X,O,X,O
SITJOLZ,O,O,O,X,X,O,X,X
SITJOZL,O,O,O,X,X,O,X,X
SITZLJO,O,O,O,X,X,O,X,O
SITZLOJ,O,O,O,X,X,O,X,O
SITZJLO,O,O,O,X,X,O,X,O
SITZJOL,O,O,O,X,X,O,X,O
SITZOLJ,O,O,O,X,X,O,X,O
SITZOJL,O,O,O,X,X,O,X,O
SITOLJZ,O,O,O,X,X,O,X,X
SITOLZJ,O,O,O,X,X,O,X,X
SITOJLZ,O,O,O,X,X,O,X,X
SITOJZL,O,O,O,X,X,O,X,X
SITOZLJ,O,O,O,X,X,O,X,X
SITOZJL,O,O,O,X,X,O,X,X
SILTJZO,O,O,X,X,O,O,O,X
SILTJOZ,O,O,X,X,X,O,O,X
SILTZJO,O,O,X,X,O,O,O,X
SILTZOJ,O,O,X,X,O,O,O,X
SILTOJZ,O,O,X,X,O,O,O,X
SILTOZJ,O,O,X,X,O,O,O,X
SILJTZO,O,O,X,O,O,O,O,X
SILJTOZ,O,O,X,O,X,O,O,X
SILJZTO,O,O,X,O,O,X,O,X
SILJZOT,O,O,X,O,O,X,O,X
SILJOTZ,X,X,X,O,X,O,O,X
SILJOZT,O,X,X,O,X,X,O,X
SILZTJO,O,O,X,O,O,O,O,X
SILZTOJ,O,O,X,O,O,O,O,X
SILZJTO,O,O,X,O,O,X,O,X
SILZJOT,O,O,X,O,O,X,O,X
SILZOTJ,O,O,X,O,O,O,O,X
SILZOJT,O,O,X,O,O,X,O,X
SILOTJZ,O,O,X,X,O,O,O,X
SILOTZJ,O,O,X,X,O,O,O,X
SILOJTZ,X,X,X,O,O,O,O,X
SILOJZT,O,X,X,O,O,X,O,X
SILOZTJ,O,O,X,O,O,O,O,X
SILOZJT,O,O,X,O,O,X,O,X
SIJTLZO,O,O,O,O,X,O,X,X
SIJTLOZ,O,O,O,O,X,O,X,X
SIJTZLO,O,O,O,O,X,O,X,X
SIJTZOL,O,O,O,O,X,O,X,X
SIJTOLZ,O,O,O,O,X,O,X,X
SIJTOZL,O,O,O,O,X,O,X,X
SIJLTZO,O,O,X,O,O,O,O,X
SIJLTOZ,O,O,X,O,X,O,O,X
SIJLZTO,O,O,X,O,O,X,O,X
SIJLZOT,O,O,X,O,O,X,O,X
SIJLOTZ,X,X,X,O,X,O,O,X
SIJLOZT,O,X,X,O,X,X,O,X
SIJZTLO,O,O,O,O,O,X,X,X
SIJZTOL,O,O,O,O,O,X,X,X
SIJZLTO,O,O,O,O,O,X,O,X
SIJZLOT,O,O,X,O,O,X,O,X
SIJZOTL,O,O,O,O,O,X,X,X
SIJZOLT,O,O,X,O,O,X,X,X
SIJOTLZ,X,X,O,O,O,O,X,X
SIJOTZL,X,X,O,O,O,O,X,X
SIJOLTZ,X,X,X,O,O,O,O,X
SIJOLZT,O,X,X,O,O,X,O,X
SIJOZTL,O,X,O,O,O,X,X,X
SIJOZLT,O,X,O,O,O,X,O,X
SIZTLJO,O,O,O,O,O,O,X,O
SIZTLOJ,O,O,O,O,O,O,X,O
SIZTJLO,O,O,O,O,O,O,X,O
SIZTJOL,O,O,O,O,O,O,X,O
SIZTOLJ,O,O,O,O,O,O,X,O
SIZTOJL,O,O,O,X,O,O,X,O
SIZLTJO,O,O,O,O,O,O,O,X
SIZLTOJ,O,O,O,O,O,O,O,X
SIZLJTO,O,O,O,O,O,X,O,X
SIZLJOT,O,O,X,O,O,X,O,X
SIZLOTJ,O,O,O,O,O,O,O,X
SIZLOJT,O,O,O,O,O,X,O,X
SIZJTLO,O,O,O,O,O,X,X,X
SIZJTOL,O,O,O,O,O,X,X,X
SIZJLTO,O,O,O,O,O,X,O,X
SIZJLOT,O,O,X,O,O,X,O,X
SIZJOTL,O,O,O,O,O,X,X,X
SIZJOLT,O,O,O,O,O,X,X,X
SIZOTLJ,O,O,O,O,O,O,X,O
SIZOTJL,O,O,O,X,O,O,X,O
SIZOLTJ,O,O,O,O,O,O,O,X
SIZOLJT,O,O,O,O,O,X,O,X
SIZOJTL,O,O,O,O,O,X,X,X
SIZOJLT,O,O,O,O,O,X,O,X
SIOTLJZ,O,O,O,X,O,O,X,X
SIOTLZJ,O,O,O,X,O,O,X,X
SIOTJLZ,O,O,O,X,O,O,X,X
SIOTJZL,O,O,O,X,O,O,X,X
SIOTZLJ,O,O,O,X,O,O,X,X
SIOTZJL,O,O,O,X,O,O,X,X
SIOLTJZ,O,O,X,X,O,O,O,X
SIOLTZJ,O,O,X,X,O,O,O,X
SIOLJTZ,X,X,X,O,O,O,O,X
SIOLJZT,O,X,X,O,O,X,O,X
SIOLZTJ,O,O,X,O,O,O,O,X
SIOLZJT,O,O,X,O,O,X,O,X
SIOJTLZ,X,X,O,O,O,O,X,X
SIOJTZL,X,X,O,O,O,O,X,X
SIOJLTZ,X,X,X,O,O,O,O,X
SIOJLZT,O,X,X,O,O,X,O,X
SIOJZTL,O,X,O,O,O,X,X,X
SIOJZLT,O,X,O,O,O,X,O,X
SIOZTLJ,O,O,O,X,O,O,X,O
SIOZTJL,O,O,O,X,O,O,X,O
SIOZLTJ,O,O,O,O,O,O,O,X
SIOZLJT,O,O,O,O,O,X,O,X
SIOZJTL,O,O,O,O,O,X,X,X
SIOZJLT,O,O,O,O,O,X,O,X
SLTIJZO,O,O,X,X,O,O,O,X
SLTIJOZ,O,O,X,X,X,O,O,X
SLTIZJO,O,O,X,X,O,O,O,X
SLTIZOJ,O,O,X,X,O,O,O,X
SLTIOJZ,O,O,X,X,O,O,O,X
SLTIOZJ,O,O,X,X,O,O,O,X
SLTJIZO,O,O,X,X,O,O,O,X
SLTJIOZ,O,O,X,X,X,O,O,X
SLTJZIO,O,O,X,X,O,O,O,X
SLTJZOI,O,O,X,X,O,O,O,X
SLTJOIZ,O,O,X,X,X,O,O,X
SLTJOZI,O,O,X,X,X,O,O,X
SLTZIJO,O,O,X,X,O,O,O,X
SLTZIOJ,O,O,X,X,O,O,O,X
SLTZJIO,O,O,X,X,O,O,O,X
SLTZJOI,O,O,X,X,O,O,O,X
SLTZOIJ,O,O,X,X,O,O,O,X
SLTZOJI,O,O,X,X,O,O,O,X
SLTOIJZ,O,O,X,X,O,O,O,X
SLTOIZJ,O,O,X,X,O,O,O,X
SLTOJIZ,O,O,X,X,O,O,O,X
SLTOJZI,O,O,X,X,O,O,O,X
SLTOZIJ,O,O,X,X,O,O,O,X
SLTOZJI,O,O,X,X,O,O,O,X
SLITJZO,O,O,X,X,O,O,O,X
SLITJOZ,O,O,X,X,X,O,O,X
SLITZJO,O,O,X,X,O,O,O,X
SLITZOJ,O,O,X,X,O,O,O,X
SLITOJZ,O,O,X,X,O,O,O,X
SLITOZJ,O,O,X,X,O,O,O,X
SLIJTZO,O,O,X,O,O,O,O,X
SLIJTOZ,O,O,X,O,X,O,O,X
SLIJZTO,O,O,X,O,O,X,O,X
SLIJZOT,O,O,X,O,O,X,O,X
SLIJOTZ,X,X,X,O,X,O,O,X
SLIJOZT,O,X,X,O,X,X,O,X
SLIZTJO,O,O,X,O,O,O,O,X
SLIZTOJ,O,O,X,O,O,O,O,X
SLIZJTO,O,O,X,O,O,X,O,X
SLIZJOT,O,O,X,O,O,X,O,X
SLIZOTJ,O,O,X,O,O,O,O,X
SLIZOJT,O,O,X,O,O,X,O,X
SLIOTJZ,O,O,X,X,O,O,O,X
SLIOTZJ,O,O,X,X,O,O,O,X
SLIOJTZ,X,X,X,O,O,O,O,X
SLIOJZT,O,X,X,O,O,X,O,X
SLIOZTJ,O,O,X,O,O,O,O,X
SLIOZJT,O,O,X,O,O,X,O,X
SLJTIZO,O,O,X,O,O,O,O,X
SLJTIOZ,O,O,X,O,X,O,O,X
SLJTZIO,O,O,X,O,O,O,O,X
SLJTZOI,O,O,X,O,O,O,O,X
SLJTOIZ,O,O,X,O,X,O,O,X
SLJTOZI,O,O,X,O,X,O,O,X
SLJITZO,O,O,X,O,O,O,O,X
SLJITOZ,O,O,X,O,X,O,O,X
SLJIZTO,O,O,X,O,O,X,O,X
SLJIZOT,O,O,X,O,O,X,O,X
SLJIOTZ,X,X,X,O,X,O,O,X
SLJIOZT,O,X,X,O,X,X,O,X
SLJZTIO,O,O,X,O,O,X,O,X
SLJZTOI,O,O,X,O,O,X,O,X
SLJZITO,O,O,X,O,O,X,O,X
SLJZIOT,O,O,X,O,O,X,O,X
SLJZOTI,O,O,X,O,O,X,O,X
SLJZOIT,O,O,X,O,O,X,O,X
SLJOTIZ,X,X,X,O,X,O,O,X
SLJOTZI,X,X,X,O,X,O,O,X
SLJOITZ,X,X,X,O,X,O,O,X
SLJOIZT,O,X,X,O,X,X,O,X
SLJOZTI,O,X,X,O,X,X,O,X
SLJOZIT,O,X,X,O,X,X,O,X
SLZTIJO,O,O,X,O,O,O,O,X
SLZTIOJ,O,O,X,O,O,O,O,X
SLZTJIO,O,O,X,O,O,O,O,X
SLZTJOI,O,O,X,O,O,O,O,X
SLZTOIJ,O,O,X,O,O,O,O,X
SLZTOJI,O,O,X,O,O,O,O,X
SLZITJO,O,O,X,O,O,O,O,X
SLZITOJ,O,O,X,O,O,O,O,X
SLZIJTO,O,O,X,O,O,X,O,X
SLZIJOT,O,O,X,O,O,X,O,X
SLZIOTJ,O,O,X,O,O,O,O,X
SLZIOJT,O,O,X,O,O,X,O,X
SLZJTIO,O,O,X,O,O,X,O,X
SLZJTOI,O,O,X,O,O,X,O,X
SLZJITO,O,O,X,O,O,X,O,X
SLZJIOT,O,O,X,O,O,X,O,X
SLZJOTI,O,O,X,O,O,X,O,X
SLZJOIT,O,O,X,O,O,X,O,X
SLZOTIJ,O,O,X,O,O,O,O,X
SLZOTJI,O,O,X,O,O,O,O,X
SLZOITJ,O,O,X,O,O,O,O,X
SLZOIJT,O,O,X,O,O,X,O,X
SLZOJTI,O,O,X,O,O,X,O,X
SLZOJIT,O,O,X,O,O,X,O,X
SLOTIJZ,O,O,X,X,O,O,O,X
SLOTIZJ,O,O,X,X,O,O,O,X
SLOTJIZ,O,O,X,X,O,O,O,X
SLOTJZI,O,O,X,X,O,O,O,X
SLOTZIJ,O,O,X,X,O,O,O,X
SLOTZJI,O,O,X,X,O,O,O,X
SLOITJZ,O,O,X,X,O,O,O,X
SLOITZJ,O,O,X,X,O,O,O,X
SLOIJTZ,X,X,X,O,O,O,O,X
SLOIJZT,O,X,X,O,O,X,O,X
SLOIZTJ,O,O,X,O,O,O,O,X
SLOIZJT,O,O,X,O,O,X,O,X
SLOJTIZ,X,X,X,O,O,O,O,X
SLOJTZI,X,X,X,O,O,O,O,X
SLOJITZ,X,X,X,O,O,O,O,X
SLOJIZT,O,X,X,O,O,X,O,X
SLOJZTI,O,X,X,O,O,X,O,X
SLOJZIT,O,X,X,O,O,X,O,X
SLOZTIJ,O,O,X,O,O,O,O,X
SLOZTJI,O,O,X,O,O,O,O,X
SLOZITJ,O,O,X,O,O,O,O,X
SLOZIJT,O,O,X,O,O,X,O,X
SLOZJTI,O,O,X,O,O,X,O,X
SLOZJIT,O,O,X,O,O,X,O,X
SJTILZO,O,O,O,O,X,O,X,X
SJTILOZ,O,O,O,O,X,O,X,X
SJTIZLO,O,O,O,O,X,O,X,X
SJTIZOL,O,O,O,O,X,O,X,X
SJTIOLZ,O,O,O,O,X,O,X,X
SJTIOZL,O,O,O,O,X,O,X,X
SJTLIZO,O,O,O,O,X,O,X,X
SJTLIOZ,O,O,O,O,X,O,X,X
SJTLZIO,O,O,O,O,X,O,X,X
SJTLZOI,O,O,O,O,X,O,X,X
SJTLOIZ,O,O,O,O,X,O,X,X
SJTLOZI,O,O,O,O,X,O,X,X
SJTZILO,O,O,O,O,X,O,X,X
SJTZIOL,O,O,O,O,X,O,X,X
SJTZLIO,O,O,O,O,X,O,X,X
SJTZLOI,O,O,O,O,X,O,X,X
SJTZOIL,O,O,O,O,X,O,X,X
SJTZOLI,O,O,O,O,X,O,X,X
SJTOILZ,O,O,O,O,X,O,X,X
SJTOIZL,O,O,O,O,X,O,X,X
SJTOLIZ,O,O,O,O,X,O,X,X
SJTOLZI,O,O,O,O,X,O,X,X
SJTOZIL,O,O,O,O,X,O,X,X
SJTOZLI,O,O,O,O,X,O,X,X
SJITLZO,O,O,O,O,X,O,X,X
SJITLOZ,O,O,O,O,X,O,X,X
SJITZLO,O,O,O,O,X,O,X,X
SJITZOL,O,O,O,O,X,O,X,X
SJITOLZ,O,O,O,O,X,O,X,X
SJITOZL,O,O,O,O,X,O,X,X
SJILTZO,O,O,X,O,O,O,O,X
SJILTOZ,O,O,X,O,X,O,O,X
SJILZTO,O,O,X,O,O,X,O,X
SJILZOT,O,O,X,O,O,X,O,X
SJILOTZ,X,X,X,O,X,O,O,X
SJILOZT,O,X,X,O,X,X,O,X
SJIZTLO,O,O,O,O,O,X,X,X
SJIZTOL,O,O,O,O,O,X,X,X
SJIZLTO,O,O,O,O,O,X,O,X
SJIZLOT,O,O,X,O,O,X,O,X
SJIZOTL,O,O,O,O,O,X,X,X
SJIZOLT,O,O,X,O,O,X,X,X
SJIOTLZ,X,X,O,O,O,O,X,X
SJIOTZL,X,X,O,O,O,O,X,X
SJIOLTZ,X,X,X,O,O,O,O,X
SJIOLZT,O,X,X,O,O,X,O,X
SJIOZTL,O,X,O,O,O,X,X,X
SJIOZLT,O,X,O,O,O,X,O,X
SJLTIZO,O,O,X,O,O,O,O,X
SJLTIOZ,O,O,X,O,X,O,O,X
SJLTZIO,O,O,X,O,O,O,O,X
SJLTZOI,O,O,X,O,O,O,O,X
SJLTOIZ,O,O,X,O,X,O,O,X
SJLTOZI,O,O,X,O,X,O,O,X
SJLITZO,O,O,X,O,O,O,O,X
SJLITOZ,O,O,X,O,X,O,O,X
SJLIZTO,O,O,X,O,O,X,O,X
SJLIZOT,O,O,X,O,O,X,O,X
SJLIOTZ,X,X,X,O,X,O,O,X
SJLIOZT,O,X,X,O,X,X,O,X
SJLZTIO,O,O,X,O,O,X,O,X
SJLZTOI,O,O,X,O,O,X,O,X
SJLZITO,O,O,X,O,O,X,O,X
SJLZIOT,O,O,X,O,O,X,O,X
SJLZOTI,O,O,X,O,O,X,O,X
SJLZOIT,O,O,X,O,O,X,O,X
SJLOTIZ,X,X,X,O,X,O,O,X
SJLOTZI,X,X,X,O,X,O,O,X
SJLOITZ,X,X,X,O,X,O,O,X
SJLOIZT,O,X,X,O,X,X,O,X
SJLOZTI,O,X,X,O,X,X,O,X
SJLOZIT,O,X,X,O,X,X,O,X
SJZTILO,O,O,O,O,O,X,X,X
SJZTIOL,O,O,O,O,O,X,X,X
SJZTLIO,O,O,O,O,O,X,X,X
SJZTLOI,O,O,O,O,O,X,X,X
SJZTOIL,O,O,O,O,O,X,X,X
SJZTOLI,O,O,O,O,O,X,X,X
SJZITLO,O,O,O,O,O,X,X,X
SJZITOL,O,O,O,O,O,X,X,X
SJZILTO,O,O,O,O,O,X,O,X
SJZILOT,O,O,X,O,O,X,O,X
SJZIOTL,O,O,O,O,O,X,X,X
SJZIOLT,O,O,X,O,O,X,X,X
SJZLTIO,O,O,O,O,O,X,O,X
SJZLTOI,O,O,O,O,O,X,O,X
SJZLITO,O,O,O,O,O,X,O,X
SJZLIOT,O,O,X,O,O,X,O,X
SJZLOTI,O,O,X,O,O,X,O,X
SJZLOIT,O,O,X,O,O,X,O,X
SJZOTIL,O,O,O,O,O,X,X,X
SJZOTLI,O,O,O,O,O,X,X,X
SJZOITL,O,O,O,O,O,X,X,X
SJZOILT,O,O,X,O,O,X,X,X
SJZOLTI,O,O,X,O,O,X,X,X
SJZOLIT,O,O,X,O,O,X,X,X
SJOTILZ,X,X,O,O,O,O,X,X
SJOTIZL,X,X,O,O,O,O,X,X
SJOTLIZ,X,X,O,O,O,O,X,X
SJOTLZI,X,X,O,O,O,O,X,X
SJOTZIL,X,X,O,O,O,O,X,X
SJOTZLI,X,X,O,O,O,O,X,X
SJOITLZ,X,X,O,O,O,O,X,X
SJOITZL,X,X,O,O,O,O,X,X
SJOILTZ,X,X,X,O,O,O,O,X
SJOILZT,O,X,X,O,O,X,O,X
SJOIZTL,O,X,O,O,O,X,X,X
SJOIZLT,O,X,O,O,O,X,O,X
SJOLTIZ,X,X,X,O,O,O,O,X
SJOLTZI,X,X,X,O,O,O,O,X
SJOLITZ,X,X,X,O,O,O,O,X
SJOLIZT,O,X,X,O,O,X,O,X
SJOLZTI,O,X,X,O,O,X,O,X
SJOLZIT,O,X,X,O,O,X,O,X
SJOZTIL,O,X,O,O,O,X,X,X
SJOZTLI,O,X,O,O,O,X,X,X
SJOZITL,O,X,O,O,O,X,X,X
SJOZILT,O,X,O,O,O,X,O,X
SJOZLTI,O,X,O,O,O,X,O,X
SJOZLIT,O,X,O,O,O,X,O,X
SZTILJO,O,O,O,O,O,O,X,O
SZTILOJ,O,O,O,O,O,O,X,O
SZTIJLO,O,O,O,O,O,O,X,O
SZTIJOL,O,O,O,O,O,O,X,O
SZTIOLJ,O,O,O,O,O,O,X,O
SZTIOJL,O,O,O,X,O,O,X,O
SZTLIJO,O,O,O,O,O,O,X,O
SZTLIOJ,O,O,O,O,O,O,X,O
SZTLJIO,O,O,O,O,O,O,X,O
SZTLJOI,O,O,O,O,O,O,X,O
SZTLOIJ,O,O,O,O,O,O,X,O
SZTLOJI,O,O,O,O,O,O,X,O
SZTJILO,O,O,O,O,O,O,X,O
SZTJIOL,O,O,O,O,O,O,X,O
SZTJLIO,O,O,O,O,O,O,X,O
