sequence,v115@zgB8HeC8GeB8GeD8DeF8BeE8Je07IvhF6hBZiBGeBz?iBllBXrB,v115@zgB8HeC8GeB8GeD8DeF8BeE8JeX8IvhFZiBqiBTeB+?mBllB0qB,v115@zgB8HeC8GeB8GeD8DeF8BeE8Je07IvhFZiBqiBTeB+?mBllBXrB,v115@zgB8HeC8GeB8GeD8DeF8BeE8Je07IvhFSiBTeBllBR?nBmmBXrB,v115@zgB8HeC8GeB8GeD8DeF8BeE8Jem7IvhFRdBcjB1lBC?iBXnBzqB,v115@zgB8HeC8GeB8GeD8DeF8BeE8JeT8IvhFxdBOnBXjBl?lBcrB6qB,v115@zgB8HeC8GeB8GeD8DeF8BeE8Jel7IvhFqiBTeBmhB3?hBRrB0qB,v115@zgB8HeC8GeB8GeD8DeF8BeE8JeqCJvhFTeBRhBllB3?mBmmB0qB,v115@zgB8HeC8GeB8GeD8DeF8BeE8JeX8IvhFZiBSjB+mBz?iBllB0qB
SIOTLJZ,O,X,X,O,O,X,O,O,X
SIOTLZJ,O,X,X,O,O,X,O,O,X
SIOTJLZ,O,X,X,O,O,X,O,O,X
SIOTJZL,O,X,X,O,O,X,X,X,X
SIOTZLJ,O,X,X,O,O,X,O,O,X
SIOTZJL,O,X,X,O,O,X,O,X,X
SIOLTJZ,O,X,X,O,O,X,O,O,X
SIOLTZJ,O,X,X,O,O,X,O,O,X
SIOLJTZ,O,X,X,O,X,X,O,O,X
SIOLJZT,O,X,X,X,X,X,X,X,X
SIOLZTJ,O,X,X,O,O,X,O,O,X
SIOLZJT,O,X,X,X,O,X,O,X,X
SIOJTLZ,O,X,X,O,X,X,O,X,X
SIOJTZL,O,X,X,O,X,X,X,X,X
SIOJLTZ,O,X,X,O,X,X,O,O,X
SIOJLZT,O,X,X,X,X,X,X,X,X
SIOJZTL,O,X,X,X,X,O,X,X,X
SIOJZLT,O,X,X,X,X,X,X,X,X
SIOZTLJ,O,X,X,O,O,X,O,X,X
SIOZTJL,O,X,X,O,O,X,O,X,X
SIOZLTJ,O,X,X,O,O,X,O,O,X
SIOZLJT,O,X,X,X,O,X,O,X,X
SIOZJTL,O,X,X,X,O,X,O,X,X
SIOZJLT,O,X,X,X,O,X,O,X,X
SLTIJZO,O,O,X,O,O,X,X,X,O
SLTIJOZ,O,O,X,O,X,X,O,O,O
SLTIZJO,O,X,X,O,O,X,O,X,X
SLTIZOJ,O,X,X,O,O,X,O,O,X
SLTIOJZ,O,O,X,O,X,X,O,O,X
SLTIOZJ,O,X,X,O,X,X,O,O,X
SLTJIZO,O,O,O,X,O,X,X,X,O
SLTJIOZ,O,O,O,X,X,X,X,O,O
SLTJZIO,O,O,O,X,O,X,X,X,O
SLTJZOI,O,O,O,X,O,X,X,X,X
SLTJOIZ,O,O,O,X,X,X,X,O,O
SLTJOZI,O,O,O,X,O,X,X,X,X
SLTZIJO,O,X,X,O,O,X,X,X,X
SLTZIOJ,O,X,X,O,O,X,X,O,X
SLTZJIO,O,O,O,X,O,X,X,X,O
SLTZJOI,O,O,O,X,O,X,X,X,X
SLTZOIJ,O,X,X,O,O,X,X,O,X
SLTZOJI,O,O,O,X,O,X,X,X,X
SLTOIJZ,O,O,X,O,O,X,O,O,X
SLTOIZJ,O,X,X,O,O,X,O,O,X
SLTOJIZ,O,O,O,X,O,X,X,O,O
SLTOJZI,O,O,O,X,O,X,X,X,X
SLTOZIJ,O,X,X,O,O,X,X,O,X
SLTOZJI,O,O,O,X,O,X,X,X,X
SLITJZO,O,X,X,O,O,X,X,X,X
SLITJOZ,O,X,X,O,X,X,O,O,X
SLITZJO,O,X,X,O,O,X,O,X,X
SLITZOJ,O,X,X,O,O,X,O,O,X
SLITOJZ,O,X,X,O,X,X,O,O,X
SLITOZJ,O,X,X,O,X,X,O,O,X
SLIJTZO,O,O,O,O,X,X,X,X,O
SLIJTOZ,O,O,O,O,X,X,O,X,O
SLIJZTO,O,X,X,X,X,O,X,X,O
SLIJZOT,O,O,X,X,X,X,X,X,O
SLIJOTZ,O,O,O,O,X,X,O,O,O
SLIJOZT,O,O,X,X,X,X,X,X,O
SLIZTJO,O,X,X,O,O,X,O,X,X
SLIZTOJ,O,X,X,O,O,X,O,X,X
SLIZJTO,O,X,X,X,O,X,O,X,X
SLIZJOT,O,X,X,X,O,X,O,X,X
SLIZOTJ,O,X,X,O,O,X,O,O,X
SLIZOJT,O,X,X,X,O,X,O,X,X
SLIOTJZ,O,X,X,O,O,X,O,O,X
SLIOTZJ,O,X,X,O,O,X,O,O,X
SLIOJTZ,O,O,O,O,X,X,O,O,X
SLIOJZT,O,O,X,X,X,X,X,X,X
SLIOZTJ,O,X,X,O,O,X,O,O,X
SLIOZJT,O,X,X,X,O,X,O,X,X
SLJTIZO,O,O,O,X,O,X,X,X,O
SLJTIOZ,O,O,O,X,X,X,X,O,O
SLJTZIO,O,O,O,X,O,X,X,X,O
SLJTZOI,O,O,O,X,O,X,X,X,X
SLJTOIZ,O,O,O,X,X,X,X,O,O
SLJTOZI,O,O,O,X,O,X,X,X,X
SLJITZO,O,O,O,X,X,X,X,X,O
SLJITOZ,O,O,O,X,X,X,X,X,O
SLJIZTO,O,X,X,X,X,O,X,X,O
SLJIZOT,O,O,X,X,X,X,X,X,O
SLJIOTZ,O,O,O,X,X,X,X,O,O
SLJIOZT,O,O,X,X,X,X,X,X,O
SLJZTIO,O,X,X,X,O,O,X,X,X
SLJZTOI,X,X,X,X,O,O,X,X,X
SLJZITO,O,X,X,X,O,O,X,X,O
SLJZIOT,O,O,X,X,O,X,X,X,O
SLJZOTI,O,X,X,X,O,X,X,X,X
SLJZOIT,O,O,X,X,O,X,X,X,X
SLJOTIZ,O,O,O,X,O,X,X,O,X
SLJOTZI,O,O,O,X,O,X,X,X,X
SLJOITZ,O,O,O,X,X,X,X,O,O
SLJOIZT,O,O,X,X,X,X,X,X,O
SLJOZTI,O,X,X,X,O,X,X,X,X
SLJOZIT,O,O,X,X,O,X,X,X,X
SLZTIJO,O,X,X,X,O,X,X,X,X
SLZTIOJ,O,X,X,X,O,X,X,O,X
SLZTJIO,O,X,O,X,O,O,X,X,X
SLZTJOI,X,X,O,X,O,O,X,X,X
SLZTOIJ,O,X,X,X,O,X,X,O,X
SLZTOJI,O,X,O,X,O,O,X,X,X
SLZITJO,O,X,X,X,O,X,X,X,X
SLZITOJ,O,X,X,X,O,X,X,X,X
SLZIJTO,O,X,X,X,O,X,X,X,X
SLZIJOT,O,X,X,X,O,X,X,X,X
SLZIOTJ,O,X,X,X,O,X,X,O,X
SLZIOJT,O,X,X,X,O,X,X,X,X
SLZJTIO,O,X,X,X,O,O,X,X,X
SLZJTOI,X,X,X,X,O,O,X,X,X
SLZJITO,O,X,X,X,O,O,X,X,X
SLZJIOT,O,X,X,X,O,X,X,X,X
SLZJOTI,O,X,X,X,O,X,X,X,X
SLZJOIT,O,X,X,X,O,X,X,X,X
SLZOTIJ,O,X,X,X,O,X,X,O,X
SLZOTJI,O,X,O,X,O,X,X,X,X
SLZOITJ,O,X,X,X,O,X,X,O,X
SLZOIJT,O,X,X,X,O,X,X,X,X
SLZOJTI,O,X,X,X,O,X,X,X,X
SLZOJIT,O,X,X,X,O,X,X,X,X
SLOTIJZ,O,O,X,O,O,X,O,O,X
SLOTIZJ,O,X,X,O,O,X,O,O,X
SLOTJIZ,O,O,O,X,O,X,X,O,X
SLOTJZI,O,O,O,X,O,X,X,X,X
SLOTZIJ,O,X,X,O,O,X,X,O,X
SLOTZJI,O,O,O,X,O,X,X,X,X
SLOITJZ,O,X,X,O,O,X,O,O,X
SLOITZJ,O,X,X,O,O,X,O,O,X
SLOIJTZ,O,O,O,O,X,X,O,O,X
SLOIJZT,O,O,X,X,X,X,X,X,X
SLOIZTJ,O,X,X,O,O,X,O,O,X
SLOIZJT,O,X,X,X,O,X,O,X,X
SLOJTIZ,O,O,O,X,O,X,X,O,X
SLOJTZI,O,O,O,X,O,X,X,X,X
SLOJITZ,O,O,O,X,X,X,X,O,X
SLOJIZT,O,O,X,X,X,X,X,X,X
SLOJZTI,O,X,X,X,O,X,X,X,X
SLOJZIT,O,O,X,X,O,X,X,X,X
SLOZTIJ,O,X,X,X,O,X,X,O,X
SLOZTJI,O,X,O,X,O,X,X,X,X
SLOZITJ,O,X,X,X,O,X,X,O,X
SLOZIJT,O,X,X,X,O,X,X,X,X
SLOZJTI,O,X,X,X,O,X,X,X,X
SLOZJIT,O,X,X,X,O,X,X,X,X
SJTILZO,O,O,O,O,O,X,X,X,O
SJTILOZ,O,O,O,O,X,X,X,O,O
SJTIZLO,O,O,O,O,O,O,X,X,O
SJTIZOL,O,X,X,O,O,O,X,X,X
SJTIOLZ,O,O,X,O,X,X,X,O,O
SJTIOZL,O,X,X,O,X,X,X,X,X
SJTLIZO,O,O,O,X,O,X,X,X,O
SJTLIOZ,O,O,O,X,X,X,X,O,O
SJTLZIO,O,O,O,X,O,X,X,X,O
SJTLZOI,O,O,O,X,O,X,X,X,X
SJTLOIZ,O,O,O,X,X,X,X,O,O
SJTLOZI,O,O,O,X,O,X,X,X,X
SJTZILO,O,O,O,O,O,O,X,X,O
SJTZIOL,O,X,X,O,O,O,X,X,X
SJTZLIO,O,O,O,X,O,O,X,X,O
SJTZLOI,O,O,O,X,O,O,X,X,X
SJTZOIL,O,X,X,O,O,O,X,X,X
SJTZOLI,O,O,O,X,O,O,X,X,X
SJTOILZ,O,O,X,O,X,X,X,O,O
SJTOIZL,O,X,X,O,X,X,X,X,X
SJTOLIZ,O,O,O,X,X,X,X,O,O
SJTOLZI,O,O,O,X,O,X,X,X,X
SJTOZIL,O,X,X,O,O,X,X,X,X
SJTOZLI,O,O,O,X,O,X,X,X,X
SJITLZO,O,O,O,O,X,X,X,X,O
SJITLOZ,O,O,O,O,X,X,X,X,O
SJITZLO,O,O,O,O,X,O,X,X,O
SJITZOL,O,X,X,O,X,O,X,X,X
SJITOLZ,O,O,X,O,X,X,X,X,O
SJITOZL,O,X,X,O,X,X,X,X,X
SJILTZO,O,O,O,O,X,X,X,X,O
SJILTOZ,O,O,O,O,X,X,X,X,O
SJILZTO,O,X,X,X,X,O,X,X,O
SJILZOT,O,O,X,X,X,X,X,X,O
SJILOTZ,O,O,O,O,X,X,X,O,O
SJILOZT,O,O,X,X,X,X,X,X,O
SJIZTLO,O,X,X,X,X,O,X,X,X
SJIZTOL,O,X,X,X,X,O,X,X,X
SJIZLTO,O,X,X,X,X,O,X,X,O
SJIZLOT,O,O,X,X,X,X,X,X,O
SJIZOTL,O,X,X,X,X,O,X,X,X
SJIZOLT,O,X,X,X,X,X,X,X,X
SJIOTLZ,O,X,X,O,X,X,X,X,X
SJIOTZL,O,X,X,O,X,X,X,X,X
SJIOLTZ,O,O,X,O,X,X,X,O,O
SJIOLZT,O,O,X,X,X,X,X,X,O
SJIOZTL,O,X,X,X,X,O,X,X,X
SJIOZLT,O,X,X,X,X,X,X,X,X
SJLTIZO,O,O,O,X,O,X,X,X,O
SJLTIOZ,O,O,O,X,X,X,X,O,O
SJLTZIO,O,O,O,X,O,X,X,X,O
SJLTZOI,O,O,O,X,O,X,X,X,X
SJLTOIZ,O,O,O,X,X,X,X,O,O
SJLTOZI,O,O,O,X,O,X,X,X,X
SJLITZO,O,O,O,X,X,X,X,X,O
SJLITOZ,O,O,O,X,X,X,X,X,O
SJLIZTO,O,X,X,X,X,O,X,X,O
SJLIZOT,O,O,X,X,X,X,X,X,O
SJLIOTZ,O,O,O,X,X,X,X,O,O
SJLIOZT,O,O,X,X,X,X,X,X,O
SJLZTIO,O,X,X,X,O,O,X,X,X
SJLZTOI,X,X,X,X,O,O,X,X,X
SJLZITO,O,X,X,X,O,O,X,X,O
SJLZIOT,O,O,X,X,O,X,X,X,O
SJLZOTI,O,X,X,X,O,X,X,X,X
SJLZOIT,O,O,X,X,O,X,X,X,X
SJLOTIZ,O,O,O,X,O,X,X,O,X
SJLOTZI,O,O,O,X,O,X,X,X,X
SJLOITZ,O,O,O,X,X,X,X,O,O
SJLOIZT,O,O,X,X,X,X,X,X,O
SJLOZTI,O,X,X,X,O,X,X,X,X
SJLOZIT,O,O,X,X,O,X,X,X,X
SJZTILO,O,X,X,X,O,O,X,X,X
SJZTIOL,O,X,X,X,O,O,X,X,X
SJZTLIO,O,X,X,X,O,O,X,X,X
SJZTLOI,O,X,X,X,O,O,X,X,X
SJZTOIL,O,X,X,X,O,O,X,X,X
SJZTOLI,O,X,X,X,O,O,X,X,X
SJZITLO,O,X,X,X,O,O,X,X,X
SJZITOL,O,X,X,X,O,O,X,X,X
SJZILTO,O,X,X,X,O,O,X,X,O
SJZILOT,O,O,X,X,O,X,X,X,O
SJZIOTL,O,X,X,X,O,O,X,X,X
SJZIOLT,O,X,X,X,O,X,X,X,X
SJZLTIO,O,X,X,X,O,O,X,X,X
SJZLTOI,X,X,X,X,O,O,X,X,X
SJZLITO,O,X,X,X,O,O,X,X,O
SJZLIOT,O,O,X,X,O,X,X,X,O
SJZLOTI,O,X,X,X,O,X,X,X,X
SJZLOIT,O,O,X,X,O,X,X,X,X
SJZOTIL,O,X,X,X,O,O,X,X,X
SJZOTLI,O,X,X,X,O,O,X,X,X
SJZOITL,O,X,X,X,O,O,X,X,X
SJZOILT,O,X,X,X,O,X,X,X,X
SJZOLTI,O,X,X,X,O,X,X,X,X
SJZOLIT,O,O,X,X,O,X,X,X,X
SJOTILZ,O,O,X,O,O,X,X,O,X
SJOTIZL,O,X,X,O,O,X,X,X,X
SJOTLIZ,O,O,O,X,O,X,X,O,X
SJOTLZI,O,O,O,X,O,X,X,X,X
SJOTZIL,O,X,X,O,O,X,X,X,X
SJOTZLI,O,O,O,X,O,X,X,X,X
SJOITLZ,O,X,X,O,X,X,X,X,X
SJOITZL,O,X,X,O,X,X,X,X,X
SJOILTZ,O,O,X,O,X,X,X,O,O
SJOILZT,O,O,X,X,X,X,X,X,O
SJOIZTL,O,X,X,X,X,O,X,X,X
SJOIZLT,O,X,X,X,X,X,X,X,X
SJOLTIZ,O,O,O,X,O,X,X,O,X
SJOLTZI,O,O,O,X,O,X,X,X,X
SJOLITZ,O,O,O,X,X,X,X,O,O
SJOLIZT,O,O,X,X,X,X,X,X,O
SJOLZTI,O,X,X,X,O,X,X,X,X
SJOLZIT,O,O,X,X,O,X,X,X,X
SJOZTIL,O,X,X,X,O,O,X,X,X
SJOZTLI,O,X,X,X,O,O,X,X,X
SJOZITL,O,X,X,X,O,O,X,X,X
SJOZILT,O,X,X,X,O,X,X,X,X
SJOZLTI,O,X,X,X,O,X,X,X,X
SJOZLIT,O,O,X,X,O,X,X,X,X
SZTILJO,O,X,X,O,O,X,X,X,X
SZTILOJ,O,X,X,O,O,X,X,O,X
SZTIJLO,O,X,X,O,O,O,X,X,X
SZTIJOL,O,X,X,O,O,O,X,X,X
SZTIOLJ,O,X,X,O,O,X,X,O,X
SZTIOJL,O,X,X,O,O,O,X,X,X
SZTLIJO,O,X,X,O,O,X,X,X,X
SZTLIOJ,O,X,X,O,O,X,X,O,X
SZTLJIO,O,X,O,X,O,O,X,X,X
SZTLJOI,O,X,O,X,O,O,X,X,X
SZTLOIJ,O,X,X,O,O,X,X,O,X
SZTLOJI,O,X,O,X,O,O,X,X,X
SZTJILO,O,X,O,O,O,O,X,X,X
SZTJIOL,O,X,X,O,O,O,X,X,X
SZTJLIO,O,X,O,X,O,O,X,X,X
SZTJLOI,O,X,O,X,O,O,X,X,X
SZTJOIL,O,X,X,O,O,O,X,X,X
SZTJOLI,O,X,O,X,O,O,X,X,X
SZTOILJ,O,X,X,O,O,X,X,O,X
SZTOIJL,O,X,X,O,O,O,X,X,X
SZTOLIJ,O,X,X,O,O,X,X,O,X
SZTOLJI,O,X,O,X,O,O,X,X,X
SZTOJIL,O,X,X,O,O,O,X,X,X
SZTOJLI,O,X,O,X,O,O,X,X,X
SZITLJO,O,X,X,O,O,X,X,X,X
SZITLOJ,O,X,X,O,O,X,X,X,X
SZITJLO,O,X,X,O,O,O,X,X,X
SZITJOL,O,X,X,O,O,O,X,X,X
SZITOLJ,O,X,X,O,O,X,X,X,X
SZITOJL,O,X,X,O,O,O,X,X,X
SZILTJO,O,X,X,O,O,X,X,X,X
SZILTOJ,O,X,X,O,O,X,X,X,X
SZILJTO,O,X,X,X,O,X,X,X,X
SZILJOT,O,X,X,X,O,X,X,X,X
SZILOTJ,O,X,X,O,O,X,X,O,X
SZILOJT,O,X,X,X,O,X,X,X,X
SZIJTLO,O,X,X,X,O,O,X,X,X
SZIJTOL,O,X,X,X,O,O,X,X,X
SZIJLTO,O,X,X,X,O,O,X,X,X
SZIJLOT,O,X,X,X,O,X,X,X,X
SZIJOTL,O,X,X,X,O,O,X,X,X
SZIJOLT,O,X,X,X,O,X,X,X,X
SZIOTLJ,O,X,X,O,O,X,X,X,X
SZIOTJL,O,X,X,O,O,X,X,X,X
SZIOLTJ,O,X,X,O,O,X,X,O,X
SZIOLJT,O,X,X,X,O,X,X,X,X
SZIOJTL,O,X,X,X,O,X,X,X,X
SZIOJLT,O,X,X,X,O,X,X,X,X
SZLTIJO,O,X,X,X,O,X,X,X,X
SZLTIOJ,O,X,X,X,O,X,X,O,X
SZLTJIO,O,X,O,X,O,O,X,X,X
SZLTJOI,X,X,O,X,O,O,X,X,X
SZLTOIJ,O,X,X,X,O,X,X,O,X
SZLTOJI,O,X,O,X,O,O,X,X,X
SZLITJO,O,X,X,X,O,X,X,X,X
SZLITOJ,O,X,X,X,O,X,X,X,X
SZLIJTO,O,X,X,X,O,X,X,X,X
SZLIJOT,O,X,X,X,O,X,X,X,X
SZLIOTJ,O,X,X,X,O,X,X,O,X
SZLIOJT,O,X,X,X,O,X,X,X,X
SZLJTIO,O,X,X,X,O,O,X,X,X
SZLJTOI,X,X,X,X,O,O,X,X,X
SZLJITO,O,X,X,X,O,O,X,X,X
SZLJIOT,O,X,X,X,O,X,X,X,X
SZLJOTI,O,X,X,X,O,X,X,X,X
SZLJOIT,O,X,X,X,O,X,X,X,X
SZLOTIJ,O,X,X,X,O,X,X,O,X
SZLOTJI,O,X,O,X,O,X,X,X,X
SZLOITJ,O,X,X,X,O,X,X,O,X
SZLOIJT,O,X,X,X,O,X,X,X,X
SZLOJTI,O,X,X,X,O,X,X,X,X
SZLOJIT,O,X,X,X,O,X,X,X,X
SZJTILO,O,X,X,X,O,O,X,X,X
SZJTIOL,O,X,X,X,O,O,X,X,X
SZJTLIO,O,X,X,X,O,O,X,X,X
SZJTLOI,O,X,X,X,O,O,X,X,X
SZJTOIL,O,X,X,X,O,O,X,X,X
SZJTOLI,O,X,X,X,O,O,X,X,X
SZJITLO,O,X,X,X,O,O,X,X,X
SZJITOL,O,X,X,X,O,O,X,X,X
SZJILTO,O,X,X,X,O,O,X,X,X
SZJILOT,O,X,X,X,O,X,X,X,X
SZJIOTL,O,X,X,X,O,O,X,X,X
SZJIOLT,O,X,X,X,O,X,X,X,X
SZJLTIO,O,X,X,X,O,O,X,X,X
SZJLTOI,X,X,X,X,O,O,X,X,X
SZJLITO,O,X,X,X,O,O,X,X,X
SZJLIOT,O,X,X,X,O,X,X,X,X
SZJLOTI,O,X,X,X,O,X,X,X,X
SZJLOIT,O,X,X,X,O,X,X,X,X
SZJOTIL,O,X,X,X,O,O,X,X,X
SZJOTLI,O,X,X,X,O,O,X,X,X
SZJOITL,O,X,X,X,O,O,X,X,X
SZJOILT,O,X,X,X,O,X,X,X,X
SZJOLTI,O,X,X,X,O,X,X,X,X
SZJOLIT,O,X,X,X,O,X,X,X,X
SZOTILJ,O,X,X,O,O,X,X,O,X
SZOTIJL,O,X,X,O,O,O,X,X,X
SZOTLIJ,O,X,X,O,O,X,X,O,X
SZOTLJI,O,X,O,X,O,O,X,X,X
SZOTJIL,O,X,X,O,O,O,X,X,X
SZOTJLI,O,X,O,X,O,O,X,X,X
SZOITLJ,O,X,X,O,O,X,X,X,X
SZOITJL,O,X,X,O,O,X,X,X,X
SZOILTJ,O,X,X,O,O,X,X,O,X
SZOILJT,O,X,X,X,O,X,X,X,X
SZOIJTL,O,X,X,X,O,X,X,X,X
SZOIJLT,O,X,X,X,O,X,X,X,X
SZOLTIJ,O,X,X,X,O,X,X,O,X
SZOLTJI,O,X,O,X,O,X,X,X,X
SZOLITJ,O,X,X,X,O,X,X,O,X
SZOLIJT,O,X,X,X,O,X,X,X,X
SZOLJTI,O,X,X,X,O,X,X,X,X
SZOLJIT,O,X,X,X,O,X,X,X,X
SZOJTIL,O,X,X,X,O,O,X,X,X
SZOJTLI,O,X,X,X,O,O,X,X,X
SZOJITL,O,X,X,X,O,O,X,X,X
SZOJILT,O,X,X,X,O,X,X,X,X
SZOJLTI,O,X,X,X,O,X,X,X,X
SZOJLIT,O,X,X,X,O,X,X,X,X
SOTILJZ,O,O,X,O,O,X,O,O,X
SOTILZJ,O,X,X,O,O,X,O,O,X
SOTIJLZ,O,O,X,O,O,X,O,O,X
SOTIJZL,O,X,X,O,O,X,X,X,X
SOTIZLJ,O,X,X,O,O,X,O,O,X
SOTIZJL,O,X,X,O,O,X,O,X,X
SOTLIJZ,O,O,X,O,O,X,O,O,X
SOTLIZJ,O,X,X,O,O,X,O,O,X
SOTLJIZ,O,O,O,X,O,X,X,O,X
SOTLJZI,O,O,O,X,O,X,X,X,X
SOTLZIJ,O,X,X,O,O,X,X,O,X
SOTLZJI,O,O,O,X,O,X,X,X,X
SOTJILZ,O,O,X,O,O,X,X,O,X
SOTJIZL,O,X,X,O,O,X,X,X,X
SOTJLIZ,O,O,O,X,O,X,X,O,X
SOTJLZI,O,O,O,X,O,X,X,X,X
SOTJZIL,O,X,X,O,O,X,X,X,X
SOTJZLI,O,O,O,X,O,X,X,X,X
SOTZILJ,O,X,X,O,O,X,X,O,X
SOTZIJL,O,X,X,O,O,X,X,X,X
SOTZLIJ,O,X,X,O,O,X,X,O,X
SOTZLJI,O,O,O,X,O,X,X,X,X
SOTZJIL,O,X,X,O,O,X,X,X,X
SOTZJLI,O,O,O,X,O,X,X,X,X
SOITLJZ,O,X,X,O,O,X,O,O,X
SOITLZJ,O,X,X,O,O,X,O,O,X
SOITJLZ,O,X,X,O,O,X,O,O,X
SOITJZL,O,X,X,O,O,X,X,X,X
SOITZLJ,O,X,X,O,O,X,O,O,X
SOITZJL,O,X,X,O,O,X,O,X,X
SOILTJZ,O,X,X,O,O,X,O,O,X
SOILTZJ,O,X,X,O,O,X,O,O,X
SOILJTZ,O,X,X,O,X,X,O,O,X
SOILJZT,O,X,X,X,X,X,X,X,X
SOILZTJ,O,X,X,O,O,X,O,O,X
SOILZJT,O,X,X,X,O,X,O,X,X
SOIJTLZ,O,X,X,O,X,X,O,X,X
SOIJTZL,O,X,X,O,X,X,X,X,X
SOIJLTZ,O,X,X,O,X,X,O,O,X
SOIJLZT,O,X,X,X,X,X,X,X,X
SOIJZTL,O,X,X,X,X,O,X,X,X
SOIJZLT,O,X,X,X,X,X,X,X,X
SOIZTLJ,O,X,X,O,O,X,O,X,X
SOIZTJL,O,X,X,O,O,X,O,X,X
SOIZLTJ,O,X,X,O,O,X,O,O,X
SOIZLJT,O,X,X,X,O,X,O,X,X
SOIZJTL,O,X,X,X,O,X,O,X,X
SOIZJLT,O,X,X,X,O,X,O,X,X
SOLTIJZ,O,O,X,O,O,X,O,O,X
SOLTIZJ,O,X,X,O,O,X,O,O,X
SOLTJIZ,O,O,O,X,O,X,X,O,X
SOLTJZI,O,O,O,X,O,X,X,X,X
SOLTZIJ,O,X,X,O,O,X,X,O,X
SOLTZJI,O,O,O,X,O,X,X,X,X
SOLITJZ,O,X,X,O,O,X,O,O,X
SOLITZJ,O,X,X,O,O,X,O,O,X
SOLIJTZ,O,O,O,O,X,X,O,O,X
SOLIJZT,O,O,X,X,X,X,X,X,X
SOLIZTJ,O,X,X,O,O,X,O,O,X
SOLIZJT,O,X,X,X,O,X,O,X,X
SOLJTIZ,O,O,O,X,O,X,X,O,X
SOLJTZI,O,O,O,X,O,X,X,X,X
SOLJITZ,O,O,O,X,X,X,X,O,X
SOLJIZT,O,O,X,X,X,X,X,X,X
SOLJZTI,O,X,X,X,O,X,X,X,X
SOLJZIT,O,O,X,X,O,X,X,X,X
SOLZTIJ,O,X,X,X,O,X,X,O,X
SOLZTJI,O,X,O,X,O,X,X,X,X
SOLZITJ,O,X,X,X,O,X,X,O,X
SOLZIJT,O,X,X,X,O,X,X,X,X
SOLZJTI,O,X,X,X,O,X,X,X,X
SOLZJIT,O,X,X,X,O,X,X,X,X
SOJTILZ,O,O,X,O,O,X,X,O,X
SOJTIZL,O,X,X,O,O,X,X,X,X
SOJTLIZ,O,O,O,X,O,X,X,O,X
SOJTLZI,O,O,O,X,O,X,X,X,X
SOJTZIL,O,X,X,O,O,X,X,X,X
SOJTZLI,O,O,O,X,O,X,X,X,X
SOJITLZ,O,X,X,O,X,X,X,X,X
SOJITZL,O,X,X,O,X,X,X,X,X
SOJILTZ,O,O,X,O,X,X,X,O,X
SOJILZT,O,O,X,X,X,X,X,X,X
SOJIZTL,O,X,X,X,X,O,X,X,X
SOJIZLT,O,X,X,X,X,X,X,X,X
SOJLTIZ,O,O,O,X,O,X,X,O,X
SOJLTZI,O,O,O,X,O,X,X,X,X
SOJLITZ,O,O,O,X,X,X,X,O,X
SOJLIZT,O,O,X,X,X,X,X,X,X
SOJLZTI,O,X,X,X,O,X,X,X,X
SOJLZIT,O,O,X,X,O,X,X,X,X
SOJZTIL,O,X,X,X,O,O,X,X,X
SOJZTLI,O,X,X,X,O,O,X,X,X
SOJZITL,O,X,X,X,O,O,X,X,X
SOJZILT,O,X,X,X,O,X,X,X,X
SOJZLTI,O,X,X,X,O,X,X,X,X
SOJZLIT,O,O,X,X,O,X,X,X,X
SOZTILJ,O,X,X,O,O,X,X,O,X
SOZTIJL,O,X,X,O,O,O,X,X,X
SOZTLIJ,O,X,X,O,O,X,X,O,X
SOZTLJI,O,X,O,X,O,O,X,X,X
SOZTJIL,O,X,X,O,O,O,X,X,X
SOZTJLI,O,X,O,X,O,O,X,X,X
SOZITLJ,O,X,X,O,O,X,X,X,X
SOZITJL,O,X,X,O,O,X,X,X,X
SOZILTJ,O,X,X,O,O,X,X,O,X
SOZILJT,O,X,X,X,O,X,X,X,X
SOZIJTL,O,X,X,X,O,X,X,X,X
SOZIJLT,O,X,X,X,O,X,X,X,X
SOZLTIJ,O,X,X,X,O,X,X,O,X
SOZLTJI,O,X,O,X,O,X,X,X,X
SOZLITJ,O,X,X,X,O,X,X,O,X
SOZLIJT,O,X,X,X,O,X,X,X,X
SOZLJTI,O,X,X,X,O,X,X,X,X
SOZLJIT,O,X,X,X,O,X,X,X,X
SOZJTIL,O,X,X,X,O,O,X,X,X
SOZJTLI,O,X,X,X,O,O,X,X,X
SOZJITL,O,X,X,X,O,O,X,X,X
SOZJILT,O,X,X,X,O,X,X,X,X
SOZJLTI,O,X,X,X,O,X,X,X,X
SOZJLIT,O,X,X,X,O,X,X,X,X
ZTILJSO,O,X,O,X,O,X,O,X,X
ZTILJOS,O,X,O,O,X,X,O,X,X
ZTILSJO,O,X,X,O,X,X,O,X,X
ZTILSOJ,O,X,X,O,X,X,O,X,X
ZTILOJS,O,X,O,O,X,X,O,X,X
ZTILOSJ,O,X,X,O,X,X,O,O,X
ZTIJLSO,O,X,O,X,O,X,O,X,X
ZTIJLOS,O,X,O,O,X,X,O,X,X
ZTIJSLO,O,X,O,X,O,O,O,X,X
ZTIJSOL,X,X,X,X,O,O,O,X,X
ZTIJOLS,O,X,O,O,X,X,O,X,X
ZTIJOSL,O,X,X,X,O,O,O,X,X
ZTISLJO,O,X,X,O,O,X,O,X,X
ZTISLOJ,O,X,X,O,O,X,O,X,X
