sequence,v115@8gA8HeB8HeG8AeF8BeF8Jex6IvhFlcBuiBTfBigB8m?B3qB,v115@8gA8HeB8HeG8AeF8BeF8JeO/IvhF8fBRcB3dBFhBCn?BTqB,v115@8gA8HeB8HeG8AeF8BeF8Je06IvhFlbBRdB2kB6mBTn?B3qB,v115@8gA8HeB8HeG8AeF8BeF8JeO/IvhFxbBldBCgB/mBUn?BTqB,v115@8gA8HeB8HeG8AeF8BeF8JeK/IvhFRbBzcBuiB3gBlm?BUqB,v115@8gA8HeB8HeG8AeF8BeF8JeT6IvhFxbBldBykBUiBGm?B3qB,v115@8gA8HeB8HeG8AeF8BeF8Jex6IvhF0cBldBTfB2lBCn?B3qB,v115@8gA8HeB8HeG8AeF8BeF8Jex6IvhFlcB3dB2kBzgBCn?BUqB,v115@8gA8HeB8HeG8AeF8BeF8Jel6IvhFRdB2kB0gB6mBTn?B3qB,v115@8gA8HeB8HeG8AeF8BeF8JeK/IvhFfgB8gBRdBGiBlm?BTqB,v115@8gA8HeB8HeG8AeF8BeF8JeO/IvhF8fBRdB1lB6mBTn?B3qB,v115@8gA8HeB8HeG8AeF8BeF8JeK/IvhFzcBuiBRgB3gBlm?BUqB
IZLTOJS,X,O,X,X,X,O,X,X,X,X,X,X
IZLTOSJ,X,O,X,X,X,O,X,X,X,X,X,X
IZLJTSO,X,O,O,O,X,O,X,X,X,X,X,X
IZLJTOS,X,O,O,X,X,O,X,X,O,X,X,X
IZLJSTO,X,O,O,X,X,O,X,X,X,O,X,X
IZLJSOT,X,O,O,X,X,O,X,X,X,X,X,X
IZLJOTS,X,X,O,X,X,O,X,X,O,X,X,X
IZLJOST,X,X,X,X,X,O,X,X,O,X,X,X
IZLSTJO,X,O,O,X,X,X,X,X,X,O,X,X
IZLSTOJ,X,O,X,X,X,O,X,X,X,X,X,X
IZLSJTO,X,O,O,X,X,X,X,X,X,O,X,X
IZLSJOT,X,O,O,X,X,X,X,X,X,X,X,X
IZLSOTJ,X,X,X,X,X,O,X,X,X,X,X,X
IZLSOJT,X,O,X,X,X,X,X,X,X,X,X,X
IZLOTJS,X,X,X,X,X,O,X,X,O,X,X,X
IZLOTSJ,X,X,X,X,X,O,X,X,X,X,X,X
IZLOJTS,X,X,X,X,X,O,X,X,O,X,X,X
IZLOJST,X,X,X,X,X,O,X,X,O,X,X,X
IZLOSTJ,X,X,X,X,X,O,X,X,X,X,X,X
IZLOSJT,X,X,X,X,X,X,X,X,O,X,X,X
IZJTLSO,X,O,O,O,X,O,X,X,X,X,X,X
IZJTLOS,X,O,O,X,X,O,X,X,O,X,O,X
IZJTSLO,O,O,O,O,X,O,X,X,X,X,X,X
IZJTSOL,O,O,O,O,X,X,X,X,X,X,X,X
IZJTOLS,O,X,O,X,X,O,X,X,O,X,O,X
IZJTOSL,O,O,O,X,X,X,X,X,X,X,X,X
IZJLTSO,X,O,O,O,X,O,X,X,X,X,X,X
IZJLTOS,X,O,O,X,X,O,X,X,O,X,X,X
IZJLSTO,X,O,O,X,X,O,X,X,X,O,X,X
IZJLSOT,X,O,O,X,X,O,X,X,X,X,X,X
IZJLOTS,X,X,O,X,X,O,X,X,O,X,X,X
IZJLOST,X,X,O,X,X,O,X,X,O,X,X,X
IZJSTLO,O,O,O,X,X,O,X,X,X,X,X,X
IZJSTOL,O,O,O,X,X,X,X,X,X,X,X,X
IZJSLTO,O,O,O,X,X,O,X,X,X,X,X,X
IZJSLOT,O,O,X,X,X,O,X,X,X,X,X,X
IZJSOTL,O,O,O,X,X,X,X,X,X,X,X,X
IZJSOLT,O,O,O,X,X,X,X,X,X,X,X,X
IZJOTLS,O,X,O,X,X,O,X,X,O,X,O,X
IZJOTSL,O,X,O,X,X,X,X,X,X,X,X,X
IZJOLTS,O,X,O,X,X,O,X,X,O,X,X,X
IZJOLST,O,X,O,X,X,O,X,X,O,X,X,X
IZJOSTL,O,X,O,X,X,X,X,X,X,X,X,X
IZJOSLT,O,X,O,X,X,X,X,X,X,X,X,X
IZSTLJO,O,O,X,X,X,X,X,X,X,X,X,X
IZSTLOJ,O,X,X,X,X,O,X,X,X,X,X,X
IZSTJLO,O,O,X,X,X,O,X,X,X,X,X,X
IZSTJOL,O,O,X,X,X,X,X,X,X,X,X,X
IZSTOLJ,O,X,X,X,X,X,X,X,X,X,X,X
IZSTOJL,O,O,X,X,X,X,X,X,X,X,X,X
IZSLTJO,O,O,X,X,X,X,X,X,X,X,X,X
IZSLTOJ,O,O,X,X,X,O,X,X,X,X,X,X
IZSLJTO,O,O,X,X,X,X,X,X,X,X,X,X
IZSLJOT,O,O,X,X,X,X,X,X,X,X,X,X
IZSLOTJ,O,X,X,X,X,O,X,X,X,X,X,X
IZSLOJT,O,O,X,X,X,X,X,X,X,X,X,X
IZSJTLO,O,O,X,X,X,O,X,X,X,X,X,X
IZSJTOL,O,O,X,X,X,X,X,X,X,X,X,X
IZSJLTO,O,O,X,X,X,O,X,X,X,X,X,X
IZSJLOT,O,O,X,X,X,O,X,X,X,X,X,X
IZSJOTL,O,O,X,X,X,X,X,X,X,X,X,X
IZSJOLT,O,O,X,X,X,X,X,X,X,X,X,X
IZSOTLJ,O,X,X,X,X,X,X,X,X,X,X,X
IZSOTJL,O,X,X,X,X,X,X,X,X,X,X,X
IZSOLTJ,O,X,X,X,X,X,X,X,X,X,X,X
IZSOLJT,O,X,X,X,X,X,X,X,X,X,X,X
IZSOJTL,O,O,X,X,X,X,X,X,X,X,X,X
IZSOJLT,O,O,X,X,X,X,X,X,X,X,X,X
IZOTLJS,O,X,X,X,X,O,X,X,X,X,O,X
IZOTLSJ,X,X,X,X,X,O,X,X,X,X,O,X
IZOTJLS,O,X,X,X,X,O,X,X,X,X,O,X
IZOTJSL,O,X,X,X,X,X,X,X,X,X,X,X
IZOTSLJ,O,X,X,X,X,X,X,X,X,X,X,X
IZOTSJL,O,X,X,X,X,X,X,X,X,X,X,X
IZOLTJS,O,X,O,X,X,O,X,X,O,X,O,X
IZOLTSJ,X,X,O,X,X,O,X,X,X,X,O,X
IZOLJTS,O,X,O,X,X,O,X,X,O,X,X,X
IZOLJST,O,X,O,X,X,X,X,X,O,X,X,X
IZOLSTJ,O,X,O,X,X,O,X,X,X,X,X,X
IZOLSJT,O,X,O,X,X,X,X,X,O,X,X,X
IZOJTLS,O,X,O,X,X,O,X,X,O,X,O,X
IZOJTSL,O,X,O,X,X,X,X,X,X,X,X,X
IZOJLTS,O,X,O,X,X,O,X,X,O,X,X,X
IZOJLST,O,X,O,X,X,O,X,X,O,X,X,X
IZOJSTL,O,X,O,X,X,X,X,X,X,X,X,X
IZOJSLT,O,X,O,X,X,X,X,X,X,X,X,X
IZOSTLJ,O,X,X,X,X,X,X,X,X,X,X,X
IZOSTJL,O,X,X,X,X,X,X,X,X,X,X,X
IZOSLTJ,O,X,X,X,X,X,X,X,X,X,X,X
IZOSLJT,O,X,X,X,X,X,X,X,X,X,X,X
IZOSJTL,O,X,X,X,X,X,X,X,X,X,X,X
IZOSJLT,O,X,X,X,X,X,X,X,X,X,X,X
IOTLJSZ,X,X,O,X,X,X,O,O,O,O,X,X
IOTLJZS,O,X,O,X,X,X,O,X,O,O,O,X
IOTLSJZ,X,X,O,X,X,X,O,O,X,O,X,X
IOTLSZJ,X,X,O,X,X,X,O,O,X,X,O,X
IOTLZJS,O,X,O,X,X,X,O,X,O,X,O,X
IOTLZSJ,O,X,O,X,X,X,O,O,X,X,O,X
IOTJLSZ,X,X,O,X,X,X,O,X,O,O,X,X
IOTJLZS,O,X,O,X,X,X,O,X,O,O,X,X
IOTJSLZ,X,X,X,X,X,X,O,X,O,X,X,X
IOTJSZL,X,X,X,X,X,X,X,X,X,X,X,X
IOTJZLS,O,X,O,X,X,X,O,X,O,O,X,X
IOTJZSL,O,X,O,X,X,X,X,X,X,X,X,X
IOTSLJZ,X,X,X,X,X,X,X,O,X,X,X,X
IOTSLZJ,X,X,X,X,X,X,X,O,X,X,X,X
IOTSJLZ,X,X,X,X,X,X,O,X,X,X,X,X
IOTSJZL,X,X,X,X,X,X,X,X,X,X,X,X
IOTSZLJ,X,X,X,X,X,X,X,X,X,X,X,X
IOTSZJL,X,X,X,X,X,X,X,X,X,X,X,X
IOTZLJS,O,X,X,X,X,X,X,X,X,X,O,X
IOTZLSJ,X,X,X,X,X,X,X,X,X,X,O,X
IOTZJLS,O,X,X,X,X,X,O,X,X,X,O,X
IOTZJSL,O,X,X,X,X,X,X,X,X,X,X,X
IOTZSLJ,O,X,X,X,X,X,X,X,X,X,X,X
IOTZSJL,O,X,X,X,X,X,X,X,X,X,X,X
IOLTJSZ,X,X,O,X,X,X,O,O,O,O,X,X
IOLTJZS,O,X,O,X,X,X,O,O,O,O,O,X
IOLTSJZ,X,X,O,X,X,X,O,O,X,O,X,X
IOLTSZJ,X,X,O,X,X,X,O,O,X,X,O,X
IOLTZJS,O,X,O,X,X,X,O,X,O,X,O,X
IOLTZSJ,O,X,O,X,X,X,O,O,X,X,O,X
IOLJTSZ,X,X,O,X,X,X,O,O,O,X,X,X
IOLJTZS,O,X,O,X,X,X,O,O,O,X,O,X
IOLJSTZ,X,X,O,X,X,X,O,O,O,O,X,X
IOLJSZT,O,X,O,X,X,X,O,O,O,X,X,X
IOLJZTS,O,X,O,X,X,X,O,O,O,X,X,X
IOLJZST,O,X,O,X,X,X,O,O,O,X,X,X
IOLSTJZ,X,X,O,X,X,X,O,O,X,O,X,X
IOLSTZJ,X,X,O,X,X,X,O,O,X,X,O,X
IOLSJTZ,X,X,O,X,X,X,O,O,O,O,X,X
IOLSJZT,O,X,O,X,X,X,O,O,O,X,X,X
IOLSZTJ,O,X,O,X,X,X,O,O,X,X,X,X
IOLSZJT,O,X,O,X,X,X,X,X,O,X,X,X
IOLZTJS,O,X,O,X,X,X,O,X,O,X,O,X
IOLZTSJ,O,X,O,X,X,X,O,O,X,X,O,X
IOLZJTS,O,X,O,X,X,X,O,X,O,X,X,X
IOLZJST,O,X,O,X,X,X,O,X,O,X,X,X
IOLZSTJ,O,X,O,X,X,X,O,O,X,X,X,X
IOLZSJT,O,X,O,X,X,X,X,X,O,X,X,X
IOJTLSZ,X,X,O,X,X,X,O,O,O,X,X,X
IOJTLZS,O,X,O,X,X,X,O,O,O,X,X,X
IOJTSLZ,X,X,X,X,X,X,O,O,O,X,X,X
IOJTSZL,X,X,X,X,X,X,X,X,X,X,X,X
IOJTZLS,O,X,O,X,X,X,O,X,O,X,X,X
IOJTZSL,O,X,O,X,X,X,X,X,X,X,X,X
IOJLTSZ,X,X,O,X,X,X,O,O,O,X,X,X
IOJLTZS,O,X,O,X,X,X,O,O,O,X,O,X
IOJLSTZ,X,X,O,X,X,X,O,O,O,O,X,X
IOJLSZT,O,X,O,X,X,X,O,O,O,X,X,X
IOJLZTS,O,X,O,X,X,X,O,O,O,X,X,X
IOJLZST,O,X,O,X,X,X,O,O,O,X,X,X
IOJSTLZ,X,X,X,X,X,X,O,O,O,X,X,X
IOJSTZL,X,X,X,X,X,X,X,X,X,X,X,X
IOJSLTZ,X,X,O,X,X,X,O,O,O,X,X,X
IOJSLZT,O,X,O,X,X,X,O,O,O,X,X,X
IOJSZTL,O,X,O,X,X,X,X,X,X,X,X,X
IOJSZLT,O,X,O,X,X,X,X,O,X,X,X,X
IOJZTLS,O,X,O,X,X,X,O,X,O,X,O,X
IOJZTSL,O,X,O,X,X,X,X,X,X,X,X,X
IOJZLTS,O,X,O,X,X,X,O,O,O,X,X,X
IOJZLST,O,X,O,X,X,X,O,O,O,X,X,X
IOJZSTL,O,X,O,X,X,X,X,X,X,X,X,X
IOJZSLT,O,X,O,X,X,X,X,O,X,X,X,X
IOSTLJZ,X,X,X,X,X,X,X,O,X,X,X,X
IOSTLZJ,X,X,X,X,X,X,X,O,X,X,X,X
IOSTJLZ,X,X,X,X,X,X,O,X,X,X,X,X
IOSTJZL,X,X,X,X,X,X,X,X,X,X,X,X
IOSTZLJ,X,X,X,X,X,X,X,X,X,X,X,X
IOSTZJL,X,X,X,X,X,X,X,X,X,X,X,X
IOSLTJZ,X,X,O,X,X,X,O,O,X,X,X,X
IOSLTZJ,X,X,O,X,X,X,O,O,X,X,O,X
IOSLJTZ,X,X,O,X,X,X,O,O,O,X,X,X
IOSLJZT,O,X,O,X,X,X,O,O,O,X,X,X
IOSLZTJ,O,X,O,X,X,X,O,O,X,X,X,X
IOSLZJT,O,X,O,X,X,X,X,X,O,X,X,X
IOSJTLZ,X,X,X,X,X,X,O,O,O,X,X,X
IOSJTZL,X,X,X,X,X,X,X,X,X,X,X,X
IOSJLTZ,X,X,O,X,X,X,O,O,O,X,X,X
IOSJLZT,O,X,O,X,X,X,O,O,O,X,X,X
IOSJZTL,O,X,O,X,X,X,X,X,X,X,X,X
IOSJZLT,O,X,O,X,X,X,X,O,X,X,X,X
IOSZTLJ,O,X,X,X,X,X,X,X,X,X,X,X
IOSZTJL,O,X,X,X,X,X,X,X,X,X,X,X
IOSZLTJ,O,X,X,X,X,X,X,O,X,X,X,X
IOSZLJT,O,X,X,X,X,X,X,X,X,X,X,X
IOSZJTL,O,X,X,X,X,X,X,X,X,X,X,X
IOSZJLT,O,X,X,X,X,X,X,X,X,X,X,X
IOZTLJS,O,X,X,X,X,X,X,X,X,X,O,X
IOZTLSJ,X,X,X,X,X,X,X,X,X,X,O,X
IOZTJLS,O,X,X,X,X,X,O,X,X,X,O,X
IOZTJSL,O,X,X,X,X,X,X,X,X,X,X,X
IOZTSLJ,O,X,X,X,X,X,X,X,X,X,X,X
IOZTSJL,O,X,X,X,X,X,X,X,X,X,X,X
IOZLTJS,O,X,O,X,X,X,O,X,O,X,O,X
IOZLTSJ,O,X,O,X,X,X,O,O,X,X,O,X
IOZLJTS,O,X,O,X,X,X,O,X,O,X,X,X
IOZLJST,O,X,O,X,X,X,O,X,O,X,X,X
IOZLSTJ,O,X,O,X,X,X,O,O,X,X,X,X
IOZLSJT,O,X,O,X,X,X,X,X,O,X,X,X
IOZJTLS,O,X,O,X,X,X,O,X,O,X,O,X
IOZJTSL,O,X,O,X,X,X,X,X,X,X,X,X
IOZJLTS,O,X,O,X,X,X,O,X,O,X,X,X
IOZJLST,O,X,O,X,X,X,O,X,O,X,X,X
IOZJSTL,O,X,O,X,X,X,X,X,X,X,X,X
IOZJSLT,O,X,O,X,X,X,X,X,X,X,X,X
IOZSTLJ,O,X,X,X,X,X,X,X,X,X,X,X
IOZSTJL,O,X,X,X,X,X,X,X,X,X,X,X
IOZSLTJ,O,X,X,X,X,X,X,O,X,X,X,X
IOZSLJT,O,X,X,X,X,X,X,X,X,X,X,X
IOZSJTL,O,X,X,X,X,X,X,X,X,X,X,X
IOZSJLT,O,X,X,X,X,X,X,X,X,X,X,X
LTIJSZO,X,O,O,O,O,X,O,O,X,O,X,X
LTIJSOZ,X,X,O,O,O,O,X,O,X,O,X,O
LTIJZSO,O,O,O,O,X,O,O,O,X,O,X,X
LTIJZOS,O,O,O,X,X,O,O,X,X,O,X,O
LTIJOSZ,X,X,O,O,O,O,O,O,X,O,X,O
LTIJOZS,X,X,O,X,X,O,O,X,X,O,X,O
LTISJZO,X,O,O,O,O,X,X,O,X,O,X,X
LTISJOZ,X,X,O,O,O,X,X,O,X,O,X,O
LTISZJO,X,O,O,O,O,X,X,X,X,O,X,X
LTISZOJ,X,O,X,O,O,X,X,X,X,X,X,X
LTISOJZ,X,X,O,O,O,O,X,O,X,O,X,O
LTISOZJ,X,O,O,X,O,O,X,O,X,X,X,X
LTIZJSO,O,O,O,O,X,O,O,X,X,O,X,X
LTIZJOS,O,O,O,X,X,O,O,X,X,O,O,O
LTIZSJO,O,O,O,O,X,X,X,X,X,O,X,X
LTIZSOJ,X,O,X,O,X,O,X,X,X,X,X,X
LTIZOJS,O,O,X,X,X,O,O,X,X,X,O,O
LTIZOSJ,X,O,X,X,X,O,O,X,X,X,O,X
LTIOJSZ,X,X,O,O,O,O,O,O,X,O,X,O
LTIOJZS,X,X,O,X,X,O,O,O,X,O,O,O
LTIOSJZ,X,X,O,X,O,O,O,O,X,O,X,O
LTIOSZJ,X,O,O,X,O,O,O,O,X,X,O,X
LTIOZJS,X,O,O,X,X,O,O,X,X,X,O,O
LTIOZSJ,X,O,O,X,X,O,O,O,X,X,O,X
LTJISZO,X,O,O,O,O,X,O,O,X,O,X,X
LTJISOZ,X,X,O,O,O,O,X,O,X,O,X,O
LTJIZSO,O,O,O,O,X,O,O,O,X,O,X,X
LTJIZOS,O,O,O,X,X,O,O,X,O,O,X,O
LTJIOSZ,X,X,O,O,O,O,O,O,O,O,X,O
LTJIOZS,X,X,O,X,X,O,O,X,O,O,X,O
LTJSIZO,X,O,O,O,O,X,O,O,X,O,X,X
LTJSIOZ,X,X,O,O,O,O,X,O,X,O,X,O
LTJSZIO,X,O,O,O,O,X,O,O,X,O,X,X
LTJSZOI,X,O,O,O,O,X,O,X,O,O,X,X
LTJSOIZ,X,X,O,O,O,O,O,O,O,O,X,O
LTJSOZI,X,O,O,X,O,X,O,O,O,O,X,X
LTJZISO,O,O,O,O,X,O,O,O,X,O,X,X
LTJZIOS,O,O,O,X,X,O,O,X,O,O,O,O
LTJZSIO,O,O,O,O,O,O,O,O,X,O,X,X
LTJZSOI,O,O,O,O,O,O,O,X,O,O,O,X
LTJZOIS,O,O,O,X,X,O,O,X,O,O,O,O
LTJZOSI,O,O,O,O,O,O,O,X,O,O,O,X
LTJOISZ,X,X,O,O,O,O,O,O,O,O,X,O
LTJOIZS,O,X,O,X,X,O,O,O,O,O,O,O
LTJOSIZ,X,X,O,O,O,O,O,O,O,O,X,O
LTJOSZI,X,O,O,X,O,X,O,O,O,O,X,X
LTJOZIS,O,O,O,X,X,O,O,O,O,O,O,O
LTJOZSI,O,O,O,O,O,O,O,O,O,O,O,X
LTSIJZO,X,O,O,O,O,X,X,O,X,O,X,X
LTSIJOZ,X,X,O,O,O,X,X,O,X,O,X,O
LTSIZJO,X,O,O,O,O,X,X,X,X,O,X,X
LTSIZOJ,X,O,X,O,O,X,X,X,X,X,X,X
LTSIOJZ,X,X,O,O,O,O,X,O,X,O,X,O
LTSIOZJ,X,O,O,O,O,O,X,O,X,X,X,X
LTSJIZO,X,O,O,O,O,X,O,O,X,O,X,X
LTSJIOZ,X,X,O,O,O,O,X,O,X,O,X,O
LTSJZIO,X,O,O,O,O,X,O,O,X,O,X,X
LTSJZOI,X,O,O,O,O,X,O,X,X,O,X,X
LTSJOIZ,X,X,O,O,O,O,O,O,X,O,X,O
LTSJOZI,X,O,O,X,O,X,O,O,X,O,X,X
LTSZIJO,X,O,O,O,O,X,X,X,X,O,X,X
LTSZIOJ,X,O,X,O,O,O,X,X,X,X,X,X
LTSZJIO,X,O,O,O,O,O,O,O,X,O,X,X
LTSZJOI,X,O,O,O,O,O,O,X,X,O,O,X
LTSZOIJ,X,O,O,O,O,O,O,O,X,X,O,X
LTSZOJI,X,O,O,O,O,O,O,O,X,O,O,X
LTSOIJZ,X,O,O,O,O,O,O,O,X,O,X,O
LTSOIZJ,X,O,O,O,O,O,O,O,X,X,O,X
LTSOJIZ,X,O,O,O,O,O,O,O,X,O,X,O
LTSOJZI,X,O,O,O,O,X,O,O,X,O,X,X
LTSOZIJ,X,O,O,O,O,O,O,O,X,X,O,X
LTSOZJI,X,O,O,O,O,O,O,O,X,O,O,X
LTZIJSO,O,O,O,O,X,O,O,X,X,O,X,X
LTZIJOS,O,O,O,X,X,O,O,X,X,O,O,O
LTZISJO,O,O,O,O,X,X,X,X,X,O,X,X
LTZISOJ,X,O,X,O,X,O,X,X,X,X,X,X
LTZIOJS,O,O,X,X,X,O,O,X,X,X,O,O
LTZIOSJ,O,O,X,X,X,O,O,X,X,X,O,X
LTZJISO,O,O,O,O,X,O,O,O,X,O,X,X
LTZJIOS,O,O,O,X,X,O,O,X,O,O,O,O
LTZJSIO,O,O,O,O,O,O,O,O,X,O,X,X
LTZJSOI,O,O,O,O,O,O,O,X,O,O,O,X
LTZJOIS,O,O,O,X,X,O,O,X,O,O,O,O
LTZJOSI,O,O,O,O,O,O,O,X,O,O,O,X
LTZSIJO,O,O,O,O,O,X,X,X,X,O,X,X
LTZSIOJ,X,O,X,O,O,O,X,X,X,X,X,X
LTZSJIO,O,O,O,O,O,O,O,O,X,O,X,X
LTZSJOI,O,O,O,O,O,O,O,X,X,O,O,X
LTZSOIJ,O,O,O,O,O,O,O,O,X,X,O,X
LTZSOJI,O,O,O,O,O,O,O,O,X,O,O,X
LTZOIJS,O,O,O,X,X,O,O,X,O,X,O,O
LTZOISJ,O,O,O,X,X,O,O,O,X,X,O,X
LTZOJIS,O,O,O,X,X,O,O,O,O,O,O,O
LTZOJSI,O,O,O,O,O,O,O,O,O,O,O,X
LTZOSIJ,O,O,O,O,O,O,O,O,X,X,O,X
LTZOSJI,O,O,O,O,O,O,O,O,X,O,O,X
LTOIJSZ,X,O,O,O,O,O,O,O,O,O,X,O
LTOIJZS,O,O,O,X,X,O,O,O,O,O,O,O
LTOISJZ,X,O,O,X,O,O,O,O,X,O,X,O
LTOISZJ,X,O,O,X,O,O,O,O,X,X,O,X
LTOIZJS,O,O,O,X,X,O,O,X,O,X,O,O
LTOIZSJ,O,O,O,X,X,O,O,O,X,X,O,X
LTOJISZ,X,O,O,O,O,O,O,O,O,O,X,O
LTOJIZS,O,O,O,X,X,O,O,O,O,O,O,O
LTOJSIZ,X,O,O,O,O,O,O,O,O,O,X,O
LTOJSZI,X,O,O,X,O,X,O,O,O,O,X,X
LTOJZIS,O,O,O,X,X,O,O,O,O,O,O,O
LTOJZSI,O,O,O,O,O,O,O,O,O,O,O,X
LTOSIJZ,X,O,O,O,O,O,O,O,X,O,X,O
LTOSIZJ,X,O,O,X,O,O,O,O,X,X,O,X
LTOSJIZ,X,O,O,O,O,O,O,O,X,O,X,O
LTOSJZI,X,O,O,X,O,X,O,O,X,O,X,X
LTOSZIJ,X,O,O,X,O,O,O,O,X,X,O,X
LTOSZJI,X,O,O,X,O,O,O,O,X,O,O,X
LTOZIJS,O,O,O,X,X,O,O,X,O,X,O,O
LTOZISJ,O,O,O,X,X,O,O,O,X,X,O,X
LTOZJIS,O,O,O,X,X,O,O,O,O,O,O,O
LTOZJSI,O,O,O,O,O,O,O,O,O,O,O,X
LTOZSIJ,O,O,O,O,O,O,O,O,X,X,O,X
LTOZSJI,O,O,O,O,O,O,O,O,X,O,O,X
LITJSZO,X,O,O,O,O,X,O,O,X,O,X,X
LITJSOZ,X,X,O,O,O,O,X,O,X,O,X,O
LITJZSO,O,O,O,O,X,O,O,O,X,O,X,X
LITJZOS,O,O,O,X,X,O,O,X,X,O,X,O
LITJOSZ,X,X,O,O,O,O,O,O,X,O,X,O
LITJOZS,X,X,O,X,X,O,O,X,X,O,X,O
LITSJZO,X,O,O,O,O,X,X,O,X,O,X,X
LITSJOZ,X,X,O,O,O,X,X,O,X,O,X,O
LITSZJO,X,O,O,O,O,X,X,X,X,O,X,X
LITSZOJ,X,O,X,O,O,X,X,X,X,X,X,X
LITSOJZ,X,X,O,O,O,O,X,O,X,O,X,O
LITSOZJ,X,O,O,X,O,O,X,O,X,X,X,X
LITZJSO,O,O,O,O,X,O,O,X,X,O,X,X
LITZJOS,O,O,O,X,X,O,O,X,X,O,O,O
LITZSJO,O,O,O,O,X,X,X,X,X,O,X,X
LITZSOJ,X,O,X,O,X,O,X,X,X,X,X,X
LITZOJS,O,O,X,X,X,O,O,X,X,X,O,O
LITZOSJ,X,O,X,X,X,O,O,X,X,X,O,X
LITOJSZ,X,X,O,O,O,O,O,O,X,O,X,O
LITOJZS,X,X,O,X,X,O,O,O,X,O,O,O
LITOSJZ,X,X,O,X,O,O,O,O,X,O,X,O
LITOSZJ,X,O,O,X,O,O,O,O,X,X,O,X
LITOZJS,X,O,O,X,X,O,O,X,X,X,O,O
LITOZSJ,X,O,O,X,X,O,O,O,X,X,O,X
LIJTSZO,X,O,O,O,O,X,O,O,X,O,X,X
LIJTSOZ,X,X,O,O,O,O,X,O,X,O,X,O
LIJTZSO,O,O,O,O,X,O,O,O,X,O,X,X
LIJTZOS,O,O,O,X,X,O,O,X,O,O,X,O
LIJTOSZ,X,X,O,O,O,O,O,O,O,O,X,O
LIJTOZS,X,X,O,X,X,O,O,X,O,O,X,O
LIJSTZO,X,O,O,O,O,X,O,O,X,O,X,X
LIJSTOZ,X,X,O,O,O,O,X,O,X,O,X,O
LIJSZTO,O,O,O,O,O,O,O,O,X,O,X,X
LIJSZOT,X,O,O,O,X,O,X,X,X,X,X,X
LIJSOTZ,X,X,O,O,O,O,X,O,X,O,X,X
LIJSOZT,X,X,O,O,X,O,X,O,X,X,X,X
LIJZTSO,O,O,O,O,X,O,O,O,X,X,X,X
LIJZTOS,O,O,O,X,X,O,O,X,O,X,X,O
LIJZSTO,O,O,O,O,X,O,O,O,X,O,X,X
LIJZSOT,X,O,O,O,X,O,X,X,X,X,X,X
LIJZOTS,O,X,O,X,X,O,O,X,O,X,X,X
LIJZOST,O,X,O,X,X,O,O,X,O,X,X,X
LIJOTSZ,X,X,O,O,X,O,O,O,O,X,X,O
LIJOTZS,O,X,O,X,X,O,O,O,O,X,X,O
LIJOSTZ,X,X,O,O,X,O,O,O,O,O,X,X
LIJOSZT,O,X,O,O,X,O,O,O,O,X,X,X
LIJOZTS,O,X,O,X,X,O,O,O,O,X,X,X
LIJOZST,O,X,O,X,X,O,O,O,O,X,X,X
LISTJZO,X,O,O,O,O,X,X,O,X,O,X,X
LISTJOZ,X,X,O,O,O,X,X,O,X,O,X,O
LISTZJO,X,O,O,O,O,X,X,X,X,O,X,X
LISTZOJ,X,O,X,O,O,X,X,X,X,X,X,X
LISTOJZ,X,X,O,O,O,O,X,O,X,O,X,O
LISTOZJ,X,O,O,X,O,O,X,O,X,X,X,X
LISJTZO,X,O,O,O,O,X,X,O,X,O,X,X
LISJTOZ,X,X,O,O,O,O,X,O,X,O,X,O
LISJZTO,O,O,O,O,O,O,X,O,X,O,X,X
LISJZOT,X,O,O,O,X,O,X,X,X,X,X,X
LISJOTZ,X,X,O,O,O,O,X,O,X,O,X,X
LISJOZT,X,O,O,O,X,O,X,O,X,X,X,X
LISZTJO,O,O,O,O,O,X,X,X,X,O,X,X
LISZTOJ,X,O,X,O,O,O,X,X,X,X,X,X
LISZJTO,O,O,O,O,O,X,X,X,X,O,X,X
LISZJOT,X,O,O,O,X,X,X,X,X,X,X,X
LISZOTJ,X,O,X,O,X,O,X,X,X,X,X,X
LISZOJT,X,O,X,O,X,X,X,X,X,X,X,X
LISOTJZ,X,O,O,O,O,O,X,O,X,O,X,X
LISOTZJ,X,O,O,X,O,O,X,O,X,X,X,X
LISOJTZ,X,X,O,O,O,O,X,O,X,O,X,X
LISOJZT,X,O,O,O,X,O,X,O,X,X,X,X
LISOZTJ,X,O,O,O,X,O,X,O,X,X,X,X
LISOZJT,X,O,O,O,X,X,X,X,X,X,X,X
LIZTJSO,O,O,O,O,X,O,O,X,X,O,X,X
LIZTJOS,O,O,O,X,X,O,O,X,X,O,X,O
LIZTSJO,O,O,O,O,X,X,X,X,X,O,X,X
LIZTSOJ,X,O,X,O,X,O,X,X,X,X,X,X
LIZTOJS,O,O,X,X,X,O,O,X,X,X,X,O
LIZTOSJ,O,O,X,X,X,O,O,X,X,X,X,X
LIZJTSO,O,O,O,O,X,O,O,X,X,X,X,X
LIZJTOS,O,O,O,X,X,O,O,X,O,X,X,O
LIZJSTO,O,O,O,O,X,O,O,X,X,O,X,X
LIZJSOT,X,O,O,O,X,O,X,X,X,X,X,X
LIZJOTS,O,X,O,X,X,O,O,X,O,X,X,X
LIZJOST,O,X,X,X,X,O,O,X,O,X,X,X
